MaxEsReturn,AverageQ,AverageDiscountedReturn,StdReturn,AverageAction,AverageY,QFunRegParamNorm,MinEsReturn,AveragePolicySurr,AverageReturn,StdEsReturn,Epoch,AverageQLoss,Iteration,AverageAbsQ,PolicyRegParamNorm,AverageAbsY,AverageEsReturn,MaxReturn,AverageAbsQYDiff,MinReturn
626.708981425,10.0643,79.9979058859,37.1507007329,0.943113,10.0648494714,61.6142,626.708981425,-10.1264,937.184460719,0.0,306,0.124433,306,10.0643,61.6122,10.0649152779,626.708981425,987.612632227,0.111133638392,868.601022663
619.075225133,10.0692,46.5095756288,714.527786742,0.960759,10.0695627019,61.6523,619.075225133,-10.1286,536.120324317,0.0,307,0.136516,307,10.0692,61.6996,10.0695993517,619.075225133,943.183248379,0.110182948064,-908.588579896
733.894751671,10.0742,83.8567602479,46.5564339119,0.955165,10.0744343676,61.7632,733.894751671,-10.1332,1036.27652457,0.0,308,0.121052,308,10.0742,61.7773,10.0744820496,733.894751671,1113.16701743,0.106966926139,978.807111536
727.465687009,10.0731,80.2765221258,52.2330146484,0.955387,10.073335518,61.8296,727.465687009,-10.1295,1009.86084731,0.0,309,0.104488,309,10.0731,61.8904,10.0733631618,727.465687009,1115.98726071,0.102214729079,936.211137666
775.562533323,10.0735,80.3791863437,332.801984762,0.945016,10.0738157779,61.9308,775.562533323,-10.1366,725.699389291,0.0,310,0.130629,310,10.0735,61.9448,10.0738546287,775.562533323,1001.39707268,0.108040518382,-190.710448227
704.25241763,10.0779,73.2094284665,279.137065144,0.938291,10.0781003386,62.0421,704.25241763,-10.1408,739.395538525,0.0,311,0.116565,311,10.0779,62.0551,10.0781442063,704.25241763,948.896863679,0.106392966615,138.523494025
670.126950169,10.0825,76.5622251963,41.0061805545,0.947172,10.0826361823,62.0769,670.126950169,-10.1453,973.489112373,0.0,312,0.105031,312,10.0826,62.1068,10.0826713183,670.126950169,1037.02475898,0.103829239401,912.603123183
690.299758207,10.0841,80.0241678892,478.159438619,0.967288,10.0845434045,62.1477,690.299758207,-10.1449,688.919178791,0.0,313,0.121896,313,10.0841,62.1878,10.0845847405,690.299758207,1024.71897954,0.106558919978,-486.633745456
735.784550238,10.0853,88.671991584,46.038311718,0.952835,10.0856744159,62.2913,735.784550238,-10.1459,959.285424991,0.0,314,0.131366,314,10.0853,62.2227,10.0857009226,735.784550238,1032.99059198,0.113367938335,874.521376526
757.83141916,10.0821,76.1831558261,99.4769477882,0.944852,10.0822723257,62.3727,757.83141916,-10.1439,860.981040878,0.0,315,0.0969004,315,10.0821,62.3067,10.0823016439,757.83141916,978.961544301,0.10399623415,668.021333109
705.147247093,10.0942,76.782129876,414.511951655,0.942771,10.0947871138,62.4142,705.147247093,-10.1529,732.307630031,0.0,316,0.0916432,316,10.0942,62.3613,10.0948149535,705.147247093,1053.958711,0.103593224643,5.40765073747
684.853932113,10.0959,55.9947240447,63.7897544075,0.951568,10.0961207749,62.5038,684.853932113,-10.1594,646.240773713,0.0,317,0.14786,317,10.0959,62.4089,10.0961487,684.853932113,734.620860388,0.114129382957,550.908253282
609.101611973,10.1104,84.3943585885,49.7628262863,0.9519,10.1107584411,62.554,609.101611973,-10.1745,997.718929999,0.0,318,0.100933,318,10.1104,62.5121,10.110805587,609.101611973,1070.33757208,0.101885125495,889.80412724
692.284531694,10.1144,64.960218287,336.283603437,0.957622,10.1144154266,62.6156,692.284531694,-10.1774,552.968209121,0.0,319,0.105533,319,10.1144,62.5906,10.1144501254,692.284531694,890.520975012,0.104898756504,-189.797081351
654.379252412,10.1231,79.5885004057,41.8332623756,0.954233,10.1233755738,62.7067,654.379252412,-10.1871,901.880998883,0.0,320,0.129692,320,10.1231,62.6777,10.1234011152,654.379252412,948.92894915,0.117809035899,843.551396499
530.550293894,10.1466,69.6115100292,47.5722740839,0.968854,10.1472826101,62.8112,530.550293894,-10.2098,939.665883953,0.0,321,0.133266,321,10.1468,62.7661,10.1473324575,530.550293894,1029.24063002,0.113225288616,859.206410121
618.453196917,10.1503,77.8822905961,282.787755331,0.95449,10.1503966523,62.9151,618.453196917,-10.2107,898.231183086,0.0,322,0.115726,322,10.1503,62.8144,10.1504529947,618.453196917,1090.07732232,0.106488592467,57.4553795637
641.212447526,10.1491,72.3507955944,55.7895860031,0.963382,10.1496740159,63.0386,641.212447526,-10.2138,858.335244206,0.0,323,0.163158,323,10.1491,62.8752,10.1497435042,641.212447526,967.347161535,0.115001293478,775.802928244
576.63057251,10.1624,81.7496540003,71.3628660331,0.960484,10.162735629,63.0942,576.63057251,-10.2213,940.254080742,0.0,324,0.0942144,324,10.1624,62.9899,10.1627700395,576.63057251,1137.521105,0.100253442613,872.744249913
661.133601913,10.163,62.1904698948,43.6314548293,0.936109,10.1632059339,63.2038,661.133601913,-10.2246,688.378724838,0.0,325,0.118698,325,10.163,63.0806,10.163256607,661.133601913,768.133872707,0.108474630949,610.481724229
575.395357917,10.1587,76.2544483846,91.8626382283,0.957406,10.1593146151,63.2545,575.395357917,-10.2158,799.16473149,0.0,326,0.138723,326,10.1587,63.1798,10.1593807176,575.395357917,885.021452749,0.112723774964,556.70345
709.428659182,10.1543,69.6330822929,449.608710037,0.951381,10.1544181782,63.3345,709.428659182,-10.2104,752.029421597,0.0,327,0.129892,327,10.1543,63.2133,10.1544764012,709.428659182,999.03691236,0.109887393494,-561.662662143
669.298885971,10.156,74.1914535852,337.849296214,0.954123,10.1562406751,63.3942,669.298885971,-10.213,862.00439969,0.0,328,0.0894732,328,10.156,63.2775,10.1562614861,669.298885971,1054.41356338,0.100368959134,-128.179565661
728.695036978,10.1513,59.9372842009,395.91090823,0.937073,10.1516172355,63.4791,728.695036978,-10.2068,715.942054267,0.0,329,0.11217,329,10.1513,63.384,10.1516455504,728.695036978,994.365671294,0.103371930433,-446.998717836
755.653191599,10.1581,80.5719653568,43.8413830341,0.962946,10.1584716792,63.5455,755.653191599,-10.2147,1004.36485756,0.0,330,0.0939411,330,10.1581,63.4388,10.1585158344,755.653191599,1078.73503857,0.102141709084,944.35829445
643.696072581,10.1654,73.4478059236,453.802486876,0.958273,10.165440705,63.5732,643.696072581,-10.225,847.276009218,0.0,331,0.0916086,331,10.1654,63.5248,10.1654671842,643.696072581,1059.44513878,0.100418568143,-510.323103802
672.291904785,10.1717,74.2855771479,127.611789502,0.968072,10.1718997731,63.6712,672.291904785,-10.2339,813.854538111,0.0,332,0.117321,332,10.1717,63.5865,10.1719306005,672.291904785,983.872839899,0.106008017279,541.345114977
665.431265333,10.173,74.0417315953,477.496065357,0.948216,10.1734028006,63.8153,665.431265333,-10.2396,906.306843284,0.0,333,0.138702,333,10.173,63.6427,10.173433276,665.431265333,1115.32379462,0.114894240789,-522.915869592
725.963504193,10.1903,69.6882653618,59.4187056877,0.938918,10.1906985888,63.917,725.963504193,-10.2549,808.674263475,0.0,334,0.0984193,334,10.1903,63.7339,10.1907572853,725.963504193,902.738976468,0.105749921437,721.743231936
664.341361783,10.1985,70.7142447798,406.148727659,0.939993,10.1989113563,64.0595,664.341361783,-10.263,703.925348666,0.0,335,0.111486,335,10.1985,63.8249,10.1989603782,664.341361783,937.525828458,0.106163033553,-375.84084449
736.928696516,10.1959,54.6564941154,536.067950421,0.95979,10.1959879168,64.1598,736.928696516,-10.2586,644.488645765,0.0,336,0.144165,336,10.1959,63.917,10.1960220735,736.928696516,949.259316482,0.112541874332,-554.883360481
580.635496977,10.1965,79.3377215019,440.965453098,0.926904,10.1969740603,64.2358,580.635496977,-10.2538,778.189704634,0.0,337,0.125696,337,10.1965,63.9512,10.1970219167,580.635496977,1051.60845167,0.111189523622,-222.355402097
582.559503268,10.1965,92.0289524723,30.8463820437,0.936608,10.1969950163,64.3332,582.559503268,-10.259,1135.35647466,0.0,338,0.120917,338,10.1966,63.9957,10.1970375296,582.559503268,1181.33243775,0.110205457397,1069.2011308
640.461169779,10.2042,84.5889316792,65.4722896836,0.94611,10.2045796966,64.4245,640.461169779,-10.2661,999.8510241,0.0,339,0.135341,339,10.2042,64.0421,10.2046229687,640.461169779,1119.60213543,0.108556128204,912.86603543
720.054305384,10.2058,60.9738005716,551.778896024,0.944639,10.2056617982,64.4999,720.054305384,-10.2619,175.614962563,0.0,340,0.0986126,340,10.2058,64.1853,10.2057002041,720.054305384,887.591495512,0.0986844938183,-541.268475176
666.542407558,10.2018,77.800202373,296.908196305,0.949703,10.2023335192,64.578,666.542407558,-10.258,763.066900839,0.0,341,0.111074,341,10.2018,64.2408,10.2023775886,666.542407558,977.717677275,0.10467409476,-116.289981039
668.935840838,10.1979,85.6752840442,46.6146326754,0.95721,10.1983474379,64.6932,668.935840838,-10.256,912.70004841,0.0,342,0.127354,342,10.198,64.2634,10.1983914929,668.935840838,1025.7614039,0.109971892542,866.502789237
646.09818432,10.2055,93.9005484491,337.42566002,0.956224,10.2054274656,64.712,646.09818432,-10.2651,930.944165011,0.0,343,0.114447,343,10.2055,64.4011,10.2054749113,646.09818432,1149.67360523,0.106875852792,-66.0588617341
649.519626952,10.2109,87.1274844636,254.03504518,0.938015,10.2112083231,64.7778,649.519626952,-10.2734,862.646665356,0.0,344,0.104419,344,10.2109,64.4765,10.211230744,649.519626952,1037.9311438,0.102733591834,114.737759285
754.175340411,10.2185,93.4965988882,47.1548137568,0.944837,10.2182553973,64.8512,754.175340411,-10.2802,1035.01420585,0.0,345,0.0667821,345,10.2185,64.5633,10.2182805708,754.175340411,1108.17220741,0.0972804444434,963.540187134
701.753100503,10.2206,79.3578751347,58.4208901231,0.951698,10.2214352945,64.9094,701.753100503,-10.282,853.330595919,0.0,346,0.139981,346,10.2206,64.6078,10.2214691717,701.753100503,955.024366424,0.1143390747,729.347618312
706.464174226,10.2148,90.6878444432,176.855628325,0.947319,10.2150152378,64.9815,706.464174226,-10.275,1002.16193338,0.0,347,0.122523,347,10.2148,64.6022,10.215065304,706.464174226,1100.01000415,0.107961226241,478.156178111
762.17765296,10.2228,84.3235849039,306.3419215,0.958022,10.2232492308,65.0419,762.17765296,-10.2828,839.10696433,0.0,348,0.125085,348,10.2228,64.7386,10.2232911001,762.17765296,991.881090277,0.105924066665,-68.7099036557
720.757630863,10.2308,87.1769728248,37.4856156414,0.946123,10.2308381087,65.121,720.757630863,-10.293,1018.31490271,0.0,349,0.105329,349,10.2308,64.7465,10.2308576971,720.757630863,1082.7368568,0.10416617153,971.012297106
656.352449246,10.2282,90.6313234686,75.0581527677,0.953625,10.2285887772,65.2212,656.352449246,-10.2879,1004.04551523,0.0,350,0.140896,350,10.2282,64.8035,10.2286299297,656.352449246,1116.0282589,0.110932746648,860.480559427
643.22269824,10.2341,77.1724435799,439.323655761,0.955109,10.2346467217,65.2918,643.22269824,-10.2964,716.212408016,0.0,351,0.112944,351,10.2341,64.8501,10.2346868346,643.22269824,993.091220687,0.104123476714,-207.573531596
712.287643558,10.2408,92.5572113488,44.0084080333,0.94179,10.2409353155,65.3475,712.287643558,-10.2974,1041.52943074,0.0,352,0.105419,352,10.2408,64.9085,10.2409597223,712.287643558,1107.26621194,0.100659199674,948.30680343
706.517414976,10.2426,79.4215371846,432.392101525,0.94395,10.2430305565,65.4382,706.517414976,-10.2989,879.65775159,0.0,353,0.103216,353,10.2426,65.024,10.2430677963,706.517414976,1104.23083407,0.100570888153,-411.803672362
660.05564304,10.2448,75.1026912965,460.26682281,0.948849,10.2450098233,65.5299,660.05564304,-10.2997,780.009601486,0.0,354,0.121445,354,10.2448,65.1155,10.2450654143,660.05564304,1042.79872709,0.102540127106,-524.543475709
748.352787482,10.2468,86.3746379801,448.415636767,0.950727,10.2473135075,65.6425,748.352787482,-10.3,620.475733983,0.0,355,0.117864,355,10.2468,65.2212,10.2473354521,748.352787482,1037.80808887,0.103751742789,-232.324894611
695.378517271,10.2325,94.7985903607,183.279858683,0.954736,10.2327906434,65.7405,695.378517271,-10.2876,985.784745146,0.0,356,0.148047,356,10.2325,65.3359,10.2328653577,695.378517271,1141.56957015,0.109424077543,455.482706465
806.67722427,10.2393,91.7170281703,37.9610620641,0.949602,10.2393440219,65.7936,806.67722427,-10.2915,1052.03170175,0.0,357,0.0708751,357,10.2393,65.3858,10.2393673927,806.67722427,1102.58351617,0.0911863585066,962.813323788
736.678217134,10.2325,88.2993079641,59.7926465922,0.947182,10.2321247483,65.8706,736.678217134,-10.2844,986.558947892,0.0,358,0.130204,358,10.2325,65.4823,10.2321510565,736.678217134,1067.33208378,0.104207756456,881.977512096
747.776523273,10.2324,85.8172972627,47.7749614505,0.956322,10.2331212266,65.888,747.776523273,-10.2913,940.47818753,0.0,359,0.121222,359,10.2324,65.5513,10.2331505296,747.776523273,1016.43010998,0.104229126665,847.706122842
756.450681414,10.2261,75.0185995663,40.6588100661,0.940067,10.2264635096,65.9763,756.450681414,-10.2845,957.038887651,0.0,360,0.113426,360,10.2261,65.6333,10.2265068592,756.450681414,1021.14520181,0.104743414971,888.066252301
700.791177488,10.2279,87.0830328507,56.0095438482,0.955793,10.2281023878,66.0501,700.791177488,-10.2837,882.781343635,0.0,361,0.105878,361,10.2279,65.7069,10.2281463678,700.791177488,974.739185739,0.101988570452,791.305733136
767.906024381,10.2301,93.328152311,42.6301865975,0.951524,10.2302332741,66.0883,767.906024381,-10.2851,1039.01211384,0.0,362,0.10748,362,10.2301,65.7699,10.2302686278,767.906024381,1121.15908437,0.100858332515,990.552541278
793.998369603,10.2295,87.92563941,37.0183242624,0.945241,10.2300443328,66.1628,793.998369603,-10.2852,958.365207776,0.0,363,0.0992078,363,10.2295,65.8914,10.2300807889,793.998369603,1010.55656295,0.100137753196,891.920761634
636.422396828,10.2239,79.0566471792,394.790791212,0.935046,10.22400741,66.2611,636.422396828,-10.2747,715.563555242,0.0,364,0.123649,364,10.2239,65.8891,10.2240801562,636.422396828,962.163726103,0.102628183402,-388.556018919
724.211617862,10.2137,80.7181540086,34.422225317,0.959,10.2140028562,66.3364,724.211617862,-10.2684,871.24645713,0.0,365,0.141797,365,10.2137,65.9605,10.2140235521,724.211617862,927.702458433,0.109721002426,816.763450898
679.913613863,10.2128,87.2044862816,35.8298491195,0.953325,10.2130117929,66.3837,679.913613863,-10.2655,974.833372189,0.0,366,0.100237,366,10.2128,66.0747,10.2130425028,679.913613863,1026.73153833,0.0988487652713,898.139961024
669.421915586,10.2084,84.6421146832,60.979701533,0.936717,10.2086780524,66.4771,669.421915586,-10.2641,906.798088039,0.0,367,0.105405,367,10.2084,66.0911,10.2087234608,669.421915586,966.985562303,0.102476858514,753.067462685
666.830531338,10.2054,79.2842074407,74.5485562627,0.94586,10.2057049285,66.5469,666.830531338,-10.2621,965.097146863,0.0,368,0.121919,368,10.2054,66.1554,10.2057468183,666.830531338,1073.8580213,0.103061960965,868.25359225
681.433324159,10.2055,69.3598890256,43.5739036208,0.924721,10.2058532701,66.6394,681.433324159,-10.264,859.522576832,0.0,369,0.122604,369,10.2055,66.2112,10.2058829157,681.433324159,954.614096569,0.103134314009,792.461068307
685.253247903,10.2036,89.3345415894,36.3596658377,0.927694,10.2038001676,66.6955,685.253247903,-10.2606,1069.95724235,0.0,370,0.0948436,370,10.2036,66.243,10.2038345147,685.253247903,1131.04410911,0.0970944787086,1020.79156016
660.915439493,10.2077,88.1284668483,61.0017713535,0.91957,10.2078258035,66.7741,660.915439493,-10.265,1026.88544155,0.0,371,0.0933236,371,10.2077,66.3217,10.2078562912,660.915439493,1149.6973256,0.0959992783438,942.891997312
723.722741882,10.2012,87.0985919593,32.8626842644,0.893961,10.201414527,66.8381,723.722741882,-10.2517,987.462843849,0.0,372,0.108833,372,10.2012,66.3793,10.2014649799,723.722741882,1057.71080867,0.0996213844879,946.724312778
611.59792245,10.1902,66.0119535822,56.7994922898,0.962061,10.1902880883,66.8911,611.59792245,-10.2457,806.703103408,0.0,373,0.119576,373,10.1902,66.537,10.1903309984,611.59792245,866.289276076,0.100435011447,682.907225117
640.42618604,10.1884,60.500976819,116.186004751,0.95228,10.188641235,66.9381,640.42618604,-10.2462,667.580390469,0.0,374,0.129119,374,10.1884,66.6244,10.1886799692,640.42618604,823.576952618,0.104008649683,471.692402139
658.239138092,10.1834,71.5869219074,42.4037601281,0.951856,10.18386023,67.0653,658.239138092,-10.2422,811.678341707,0.0,375,0.163666,375,10.1834,66.6708,10.1839319105,658.239138092,864.777100149,0.108850282078,719.513944652
593.573066945,10.1878,77.5593685163,173.423895497,0.946359,10.1879433125,67.1092,593.573066945,-10.2386,723.542340523,0.0,376,0.104536,376,10.1878,66.7235,10.1879791569,593.573066945,875.415061645,0.0970695270462,232.482280627
678.433191972,10.1736,64.5549395486,465.051923761,0.937123,10.1736860846,67.2084,678.433191972,-10.2224,558.712102431,0.0,377,0.0946237,377,10.1736,66.8457,10.1737136241,678.433191972,1071.03556974,0.0970792168303,-345.926719963
722.475478352,10.1702,80.4326908439,43.3809986997,0.948509,10.170525522,67.2497,722.475478352,-10.226,941.008981545,0.0,378,0.108351,378,10.1702,66.8252,10.1705632646,722.475478352,989.52550129,0.100717420577,854.538423046
616.983635855,10.1657,89.4968657201,46.3829802636,0.952788,10.1658250898,67.3214,616.983635855,-10.2214,1034.27016181,0.0,379,0.117229,379,10.1657,66.887,10.16585851,616.983635855,1095.86009475,0.101732430958,943.665963088
741.057842273,10.1729,82.703472246,282.409389384,0.94372,10.1731924625,67.3903,741.057842273,-10.2305,805.671184405,0.0,380,0.098915,380,10.1729,67.0122,10.1732325642,741.057842273,934.49270865,0.0970708345312,-37.402590098
680.186313358,10.1644,93.056990104,42.2035088719,0.948823,10.1645864988,67.4976,680.186313358,-10.2185,1026.63618257,0.0,381,0.11685,381,10.1644,67.0646,10.1646224516,680.186313358,1086.2420609,0.102066795314,964.752618503
732.146404611,10.1641,76.011778331,75.2445066691,0.927902,10.1642859953,67.579,732.146404611,-10.218,873.691862018,0.0,382,0.133948,382,10.1641,67.1709,10.1643481741,732.146404611,957.011966173,0.107706425252,746.867452147
707.125473032,10.1621,88.9643436927,43.3644469536,0.960558,10.1622653506,67.6283,707.125473032,-10.2204,873.713163544,0.0,383,0.116161,383,10.1621,67.2814,10.1623077512,707.125473032,936.54746489,0.106174819359,774.721884059
641.397473368,10.16,89.6919514645,54.6750179601,0.957473,10.1602431561,67.7212,641.397473368,-10.2171,930.503301232,0.0,384,0.0858958,384,10.16,67.3609,10.1602713472,641.397473368,1031.00643482,0.0978964094512,819.926335856
725.583709773,10.1609,70.8460286338,63.6990193609,0.937926,10.161057969,67.8029,725.583709773,-10.215,903.699716275,0.0,385,0.127635,385,10.1609,67.4111,10.1611053007,725.583709773,1004.63621876,0.105095177302,781.941036979
682.688778133,10.1582,68.6732837993,64.6426182502,0.942024,10.1582339788,67.8529,682.688778133,-10.2131,878.604148618,0.0,386,0.104778,386,10.1582,67.5015,10.1582716084,682.688778133,970.733940824,0.098799675409,744.515495849
670.57680589,10.1579,80.7107231331,58.7440059764,0.965439,10.1582810973,67.9259,670.57680589,-10.2125,868.251113149,0.0,387,0.120741,387,10.1579,67.5762,10.1583234005,670.57680589,937.946471708,0.104295043008,734.975518046
649.093048061,10.1619,87.7933317997,32.4968677717,0.921831,10.1622034139,68.0071,649.093048061,-10.2214,1056.27783716,0.0,388,0.117254,388,10.1619,67.6212,10.1622522832,649.093048061,1101.09819813,0.101774038475,987.910381019
642.706769707,10.1617,68.0676147237,41.3448877811,0.955932,10.1620189589,68.0481,642.706769707,-10.2167,836.711066525,0.0,389,0.106694,389,10.1617,67.6891,10.1620771594,642.706769707,911.702987447,0.100824622149,763.162194876
694.843290478,10.1567,74.7476920948,40.6706858766,0.960251,10.1566844187,68.1311,694.843290478,-10.2116,834.720351063,0.0,390,0.13292,390,10.1567,67.7972,10.1567441348,694.843290478,888.969068981,0.109750979409,761.129892083
704.638155242,10.1576,95.0021667695,60.0549843374,0.94245,10.1581507891,68.23,704.638155242,-10.2108,1036.52670519,0.0,391,0.113874,391,10.1576,67.9006,10.1582036521,704.638155242,1140.24446352,0.10447285299,908.563867807
750.897955627,10.1516,82.7340344334,48.0659168018,0.950813,10.151757085,68.3239,750.897955627,-10.2079,833.041038204,0.0,392,0.129688,392,10.1516,67.9759,10.1518067906,750.897955627,898.107463922,0.107209307898,744.957660464
796.317301806,10.1543,60.7508044419,43.7028623087,0.952987,10.1546725563,68.4142,796.317301806,-10.2084,561.419400366,0.0,393,0.130659,393,10.1543,68.124,10.1547285415,796.317301806,648.110502831,0.107773664808,469.785612235
697.81203143,10.1554,81.478200706,51.6894392396,0.953492,10.1556970394,68.4731,697.81203143,-10.209,1014.53436787,0.0,394,0.118342,394,10.1554,68.1609,10.1557329891,697.81203143,1101.25968419,0.10690046625,910.514689852
702.793688095,10.1559,40.599269115,76.3735204558,0.936983,10.1558985311,68.5434,702.793688095,-10.2125,804.842494485,0.0,395,0.103591,395,10.1559,68.1401,10.1559336349,702.793688095,946.484676416,0.102190747746,688.369042417
667.229954169,10.1567,67.0166301822,61.8465043789,0.964104,10.1569124924,68.6094,667.229954169,-10.2165,715.110787807,0.0,396,0.118361,396,10.1567,68.1593,10.156959223,667.229954169,812.566985383,0.103656865576,606.504078487
548.582059938,10.1584,76.026290084,171.6793203,0.959219,10.1588207972,68.6855,548.582059938,-10.2227,843.840971506,0.0,397,0.150234,397,10.1584,68.2189,10.1588746883,548.582059938,982.603663926,0.110113833276,379.440345309
709.688435222,10.1587,79.5236144924,57.0702188037,0.943708,10.1587292258,68.7802,709.688435222,-10.2143,988.740147719,0.0,398,0.118528,398,10.1587,68.3077,10.1587652572,709.688435222,1073.88671076,0.106282172402,875.879065666
595.394843651,10.1557,74.1097445918,187.226147506,0.941186,10.1559876946,68.8061,595.394843651,-10.2098,865.850898151,0.0,399,0.114527,399,10.1557,68.3956,10.1560137724,595.394843651,1034.14030008,0.102520029674,322.974720029
702.647916974,10.1491,82.1746049609,47.8697914251,0.943609,10.1493823194,68.865,702.647916974,-10.2067,922.51089691,0.0,400,0.116898,400,10.1491,68.4091,10.149428375,702.647916974,994.032586259,0.103385924333,856.397863685
688.612802671,10.1528,63.9152578055,47.3097190065,0.952505,10.1529572824,68.9313,688.612802671,-10.209,726.45959842,0.0,401,0.107234,401,10.1528,68.4801,10.1529770569,688.612802671,799.596479991,0.101536493431,672.703142806
524.139672134,10.1537,80.0559143995,52.4475709694,0.951776,10.1538908041,68.978,524.139672134,-10.2118,890.636875322,0.0,402,0.101511,402,10.1537,68.5826,10.1539215694,524.139672134,1003.50691097,0.100818315156,812.214393188
736.552964939,10.1554,92.0913012554,50.6847154545,0.952361,10.1553708114,69.0359,736.552964939,-10.2128,1077.64168714,0.0,403,0.11365,403,10.1554,68.6106,10.1553881909,736.552964939,1191.60370435,0.101208601383,1010.20656078
716.282308992,10.1609,95.6870950322,35.4931436635,0.951692,10.1612947522,69.1215,716.282308992,-10.2174,991.118926612,0.0,404,0.104672,404,10.1609,68.6669,10.1613356277,716.282308992,1050.66803705,0.0999535108316,939.787217204
691.144767443,10.1572,102.494928588,35.8672809306,0.955214,10.1573855776,69.1562,691.144767443,-10.2123,1099.12370457,0.0,405,0.107113,405,10.1572,68.6829,10.1574491719,691.144767443,1169.72523466,0.102535616112,1028.60013287
715.359180742,10.1531,84.6011877054,38.8340096993,0.950897,10.1528481431,69.2215,715.359180742,-10.2085,1014.57054207,0.0,406,0.11498,406,10.1531,68.7522,10.1528855125,715.359180742,1065.18656588,0.103704369886,936.90795834
736.529216546,10.1526,96.0913072354,240.028732085,0.948769,10.1535118919,69.2461,736.529216546,-10.2061,944.58213755,0.0,407,0.0973084,407,10.1526,68.8253,10.1535313191,736.529216546,1063.09331707,0.101329609266,230.451115839
705.550020844,10.1462,89.630360774,32.0220402473,0.957855,10.1461916215,69.3239,705.550020844,-10.1964,943.79238286,0.0,408,0.138767,408,10.1462,68.9108,10.146261492,705.550020844,1007.30241474,0.111760922226,884.167158432
730.878705652,10.1446,75.0721614796,256.844328217,0.95868,10.1450142126,69.4156,730.878705652,-10.2008,569.202854331,0.0,409,0.098326,409,10.1446,68.967,10.145063978,730.878705652,817.152325299,0.0996132252626,-39.7153426939
709.488583853,10.147,81.763632762,118.243797342,0.950426,10.1470898662,69.454,709.488583853,-10.2043,919.811798058,0.0,410,0.0852366,410,10.147,69.0737,10.1471266078,709.488583853,1056.03840092,0.0970873033353,724.956749279
700.061585022,10.1426,69.4758923977,253.63485489,0.945895,10.1428099593,69.5032,700.061585022,-10.1974,715.297202122,0.0,411,0.0961507,411,10.1426,69.1151,10.1428427151,700.061585022,898.025862631,0.0996887839898,9.11003503688
-97.5957310759,10.139,82.6156940412,346.927929057,0.96226,10.1392952477,69.5834,-97.5957310759,-10.1951,711.450097928,0.0,412,0.129813,412,10.139,69.1761,10.1393623512,-97.5957310759,1020.34963127,0.107489379679,58.1947015075
744.665127622,10.1404,87.9288381798,45.1631717618,0.956692,10.1408011676,69.6555,744.665127622,-10.1986,940.875324537,0.0,413,0.122088,413,10.1404,69.2054,10.1408541744,744.665127622,1043.57497125,0.104498589221,871.601585732
612.868531146,10.1351,84.268188786,54.1002423308,0.953799,10.1352279675,69.7088,612.868531146,-10.1902,947.256605499,0.0,414,0.136109,414,10.1351,69.2462,10.1352766262,612.868531146,1029.19972053,0.107987728363,823.231375538
733.659731258,10.1359,73.226036156,38.7044706353,0.955689,10.1360721561,69.7612,733.659731258,-10.1974,832.473720545,0.0,415,0.122364,415,10.1359,69.259,10.1361345562,733.659731258,908.411045409,0.102349962371,774.598997874
744.895589941,10.1394,84.13257819,39.4296921501,0.954533,10.1393922136,69.8052,744.895589941,-10.1943,889.650086329,0.0,416,0.128161,416,10.1394,69.3642,10.1394370179,744.895589941,939.368621115,0.103192339835,817.295579993
718.630002766,10.1457,89.17188611,31.7255752582,0.948743,10.1462833173,69.873,718.630002766,-10.2047,1019.32226576,0.0,417,0.112934,417,10.1457,69.4318,10.1463131613,718.630002766,1062.88421203,0.100706756442,959.86928469
674.36020503,10.1479,79.92074716,45.115619157,0.952913,10.1478609616,69.9484,674.36020503,-10.2019,963.899204286,0.0,418,0.10529,418,10.1479,69.4623,10.1479221156,674.36020503,1022.33975685,0.0978338601898,869.805196635
737.638842064,10.1437,85.4802713,27.6265433396,0.957293,10.1441081506,69.9636,737.638842064,-10.1987,955.990928333,0.0,419,0.0864495,419,10.1437,69.5697,10.1441459824,737.638842064,998.443264816,0.0987967337811,906.752917916
614.591206114,10.1395,87.5574139469,91.4705656436,0.939616,10.1396397508,70.0042,614.591206114,-10.1934,876.077072161,0.0,420,0.0943487,420,10.1395,69.6722,10.1396511383,614.591206114,998.190441829,0.0996393250075,639.506365142
770.377711769,10.1295,91.5703648789,33.2263135633,0.917457,10.1297356592,70.0598,770.377711769,-10.1731,1016.51185228,0.0,421,0.111387,421,10.1295,69.7121,10.1297779442,770.377711769,1094.56653939,0.0998949427532,976.051234701
601.097034353,10.1232,92.4976498036,30.0049803645,0.926773,10.1234568006,70.1338,601.097034353,-10.1728,1014.91379139,0.0,422,0.11136,422,10.1232,69.7547,10.1234704916,601.097034353,1050.36482768,0.104604198884,950.636324563
727.23093999,10.1161,65.5072222299,48.8867562207,0.951667,10.1160736563,70.2187,727.23093999,-10.1691,655.304307885,0.0,423,0.102325,423,10.1161,69.7992,10.116117376,727.23093999,717.582271639,0.0986413291969,562.124415406
654.650938377,10.11,80.1435741929,36.3533551758,0.959839,10.1103753958,70.2961,654.650938377,-10.1657,923.400851587,0.0,424,0.141101,424,10.11,69.8789,10.1104438186,654.650938377,987.48545612,0.110036600614,866.757650838
686.673794163,10.1101,82.7908101611,27.9973872254,0.962897,10.1104015278,70.4027,686.673794163,-10.1619,897.517867298,0.0,425,0.133107,425,10.1101,69.9714,10.1104468945,686.673794163,942.083916403,0.105513711134,832.569730834
