MaxEsReturn,MaxReturn,AverageQ,AverageAbsQ,Iteration,AverageAction,AveragePolicySurr,QFunRegParamNorm,AverageReturn,StdEsReturn,AverageAbsQYDiff,AverageY,AverageDiscountedReturn,Epoch,StdReturn,PolicyRegParamNorm,AverageAbsY,MinEsReturn,AverageEsReturn,AverageQLoss,MinReturn
479.190609805,1926.02507912,426.309,426.823,430,0.670882,-433.742,165.144,313.45678623,156.493453992,8.6465756009,426.308215931,151.181948699,430,196.830800854,79.2949,426.475487852,5.97193170176,226.530975691,525.212,267.139706328
379.435705709,1001.0030236,426.144,426.645,431,0.729257,-433.614,165.381,291.582625791,119.216681478,8.72520502994,426.143556124,147.776934587,431,103.138866803,79.3814,426.339220982,4.44951916253,119.780867647,525.42,182.193202936
416.414642384,895.45832024,426.562,427.081,432,0.6802,-433.914,165.577,616.894207723,143.0279321,8.79165086468,426.582163983,170.505258719,432,199.625512135,79.4281,426.744623009,4.54536944963,145.486686426,518.087,277.291560349
469.074217273,1594.61384834,426.808,427.291,433,0.670337,-434.009,165.804,456.294461795,128.60497437,8.52394149789,426.805321947,151.931469227,433,361.170487711,79.5052,426.971598125,3.9173279269,104.861067827,486.146,218.027598283
511.229755791,715.089020301,426.612,427.126,434,0.646001,-434.139,166.012,365.461832577,150.291602679,8.50634085425,426.632548524,161.134469051,434,168.690184147,79.5462,426.815427268,5.2571665858,100.925605637,473.647,233.12459823
537.645408889,2088.72958867,427.384,427.877,435,0.69578,-434.78,166.208,893.158376073,152.822657111,8.57185622211,427.403612818,167.938559332,435,431.543188651,79.6443,427.556607005,22.8657358963,173.983214042,514.542,283.815655233
815.846418386,1603.73926636,426.579,427.089,436,0.726079,-434.037,166.336,705.568214907,247.143331971,8.66265158613,426.566166153,174.769422218,436,308.515193612,79.716,426.754386612,6.17230572094,211.825815136,513.476,343.795960026
910.694466248,1586.54493042,425.828,426.376,437,0.703366,-433.078,166.542,886.99361628,267.70988385,8.56620838085,425.833445719,164.298247917,437,345.1370827,79.7682,426.01402618,7.8746753792,227.137869598,535.41,360.189993747
402.568876068,1829.96597258,425.733,426.251,438,0.710466,-432.925,166.782,712.236351538,137.55959948,8.70704256081,425.732782249,176.282898431,438,442.796954821,79.8608,425.946104227,11.0003678183,143.300806191,502.978,250.481220674
872.425704917,1879.50857597,426.144,426.669,439,0.694137,-433.389,166.993,798.0571415,242.885136436,8.56534847118,426.16703008,151.881178827,439,541.276071362,79.9876,426.32863389,5.92988061446,193.595176216,501.281,278.843816646
424.077487589,2045.10209318,425.854,426.348,440,0.716279,-433.279,167.231,914.667493247,137.355635614,8.69331121927,425.856783763,164.194475927,440,574.365588342,80.0426,426.008627116,5.69796163192,159.218306298,523.601,336.478517637
344.535137911,2099.24133595,424.403,424.945,441,0.736223,-431.753,167.479,842.866863152,112.460095696,8.45471956917,424.427004058,204.462812025,441,377.929478078,80.1585,424.618412877,4.58495255571,116.928017017,471.526,299.285076847
332.208823741,800.022525668,425.507,426.027,442,0.716423,-432.749,167.611,363.266423313,97.9412195113,8.47553424188,425.510837558,166.19035375,442,125.035778569,80.2373,425.698056081,5.4814799884,144.104144896,468.608,270.510472106
954.017296445,1563.64688561,425.038,425.522,443,0.708456,-432.527,167.841,595.369539903,321.44610274,8.34714224908,425.056267061,183.315809756,443,365.078162101,80.3693,425.218970028,5.95101654776,363.51649608,446.45,323.755917785
490.946037457,2153.9068865,423.701,424.262,444,0.710236,-431.253,168.04,1328.63851539,152.469564989,8.66148467351,423.68630879,196.21063629,444,663.411630442,80.3992,423.867385945,5.59151940302,168.571331199,528.299,350.627280397
374.374500331,2035.49738695,425.559,426.056,445,0.731657,-433.095,168.198,1091.48058033,146.62935596,8.35486107233,425.598129347,180.124058725,445,503.985196341,80.4506,425.776354873,6.4297767366,201.944419985,499.3,260.979096551
479.965878479,1979.57461012,426.274,426.767,446,0.720013,-433.84,168.531,1103.36652139,158.077779969,8.26761098511,426.276256808,185.028383132,446,551.295177603,80.539,426.449582137,5.5219845911,137.606799564,486.972,233.811686435
586.481733321,1971.57134625,426.472,426.984,447,0.704231,-433.87,168.716,584.670063426,186.40809753,8.57789183307,426.478721147,170.371928489,447,445.509991907,80.6233,426.644573944,5.39196332227,162.928812242,480.335,286.745529495
639.007244761,2183.60347853,425.16,425.68,448,0.724739,-432.724,168.907,1400.77543414,193.418434573,8.63870306224,425.167179846,194.163509225,448,554.93997841,80.7371,425.360402026,6.82936464606,140.216000489,512.343,486.813818641
559.233558866,2156.76787992,424.999,425.524,449,0.737174,-432.504,169.198,1232.27386233,170.427491803,8.37269969427,425.028782693,171.744035703,449,673.221815501,80.8021,425.189201994,4.17599576882,124.324392839,493.081,352.180532469
313.842526286,1761.52289674,424.655,425.147,450,0.717897,-432.374,169.395,772.065480637,84.6090286787,8.60480487259,424.657440946,158.194836559,450,439.042761739,80.9015,424.827442724,5.75751964766,98.8881584379,486.316,366.767263602
618.411935442,1854.36304776,425.762,426.245,451,0.712918,-433.307,169.531,994.901414504,190.613872679,8.34691653603,425.77251856,155.536338541,451,517.667312309,80.9781,425.940558861,5.8767136203,166.514022505,491.266,327.594603011
517.77592956,2096.87268395,425.203,425.734,452,0.683049,-432.695,169.717,1122.13841853,159.821545161,8.4979770287,425.219337877,186.152757549,452,635.567289192,81.0927,425.428348831,8.53796146567,141.091885606,516.735,245.860221249
994.537612964,2077.08607257,425.405,425.95,453,0.728408,-432.971,169.851,1345.0831765,285.589652919,8.47955830901,425.404967958,157.690399153,453,522.169031061,81.1852,425.578611961,4.70795981723,181.993744132,494.292,447.654926877
797.51184906,2005.3969065,424.524,425.105,454,0.74637,-432.079,170.068,1284.02519109,234.879877458,8.87584037856,424.530516615,157.243675945,454,541.699534233,81.2812,424.727898374,6.0546740688,165.382229389,575.361,318.381531731
668.100045782,1702.60568058,424.969,425.464,455,0.752469,-432.594,170.286,1115.3179964,188.204434709,8.42676673151,425.000438468,142.804950241,455,578.491525815,81.3576,425.158821917,5.02462319437,176.587683189,503.419,259.384991525
611.58349766,1538.66079503,424.172,424.673,456,0.751072,-431.592,170.503,790.54602721,215.777866505,8.62033477411,424.18697929,145.811221647,456,458.550309706,81.4471,424.359085215,4.67640873711,191.273351906,541.242,321.961299117
552.988129903,1881.98249581,424.346,424.79,457,0.764879,-431.555,170.665,1550.63373583,153.877044153,8.56502612267,424.347759287,163.535464942,457,368.748221137,81.5275,424.511019968,5.73273683325,150.960292862,529.758,715.217645527
625.615308951,1188.23796012,424.647,425.143,458,0.740584,-431.831,170.835,337.168354846,253.854374531,8.35711523469,424.656603162,110.894273486,458,271.506976144,81.6328,424.821796857,3.52557295084,264.327247449,465.386,106.414551324
587.078946956,1995.5107386,423.986,424.504,459,0.747996,-431.198,170.97,1269.31847273,178.483227937,8.1474241654,424.003507529,162.284868676,459,470.586221414,81.6803,424.163567343,6.11348294727,211.408485203,448.657,573.511122395
702.893727103,1939.88744355,423.617,424.034,460,0.745796,-430.799,171.122,680.785833076,224.170485507,8.28989211552,423.618663426,147.910562645,460,508.267835891,81.7489,423.747774695,7.9382119758,173.51340337,462.884,165.583070474
378.445152633,2035.62800635,422.946,423.415,461,0.692759,-430.012,171.305,1442.98812972,131.913880042,8.5020196611,422.970973388,186.841948664,461,538.1783065,81.8623,423.105479892,6.21981625577,113.613286121,526.803,674.456739568
575.014765817,1902.18735987,422.568,422.965,462,0.70282,-429.6,171.569,1365.79032891,152.38773313,8.77742078861,422.567181405,166.075346153,462,525.958527137,81.9403,422.698347562,5.32314220584,113.910713994,558.612,542.907578696
356.763453328,2015.145073,421.125,421.534,463,0.70151,-428.033,171.833,1301.08343935,117.025462457,8.41238520684,421.125340524,174.364979124,463,597.485401527,82.0309,421.269305802,2.71041206961,84.7196715654,474.36,348.347655149
856.252387395,1131.23700416,421.832,422.26,464,0.69521,-428.881,172.017,617.04348209,268.767831025,8.49888026605,421.865432883,185.485100045,464,258.709430839,82.1123,422.034430444,6.39532869029,217.084761914,514.724,375.767846605
659.644915019,2154.92770354,420.356,420.832,465,0.765264,-427.523,172.211,919.410800451,185.334443989,8.65760568256,420.354850683,184.151267386,465,530.545174107,82.2113,420.494193613,6.51863262889,153.870558162,504.333,272.466043663
407.162370676,2250.43311177,420.014,420.488,466,0.747277,-427.144,172.428,1257.0021668,127.122097009,8.46211909725,420.026044564,204.677920372,466,583.365468786,82.2937,420.171135563,5.19999213703,150.661121352,511.35,543.757404635
1008.6188342,2157.01226138,419.602,420.059,467,0.795188,-426.503,172.588,932.440055451,285.093850806,8.51515608475,419.590666535,187.263997398,467,569.927535228,82.4192,419.732596596,4.45169080663,174.782097554,526.158,241.666790023
597.837336682,2422.73037437,418.33,418.768,468,0.786004,-425.491,172.764,1192.14849665,150.449956599,8.51019519477,418.35792971,176.019137281,468,850.824071427,82.5117,418.499404177,3.64388635233,118.591886879,505.965,199.481853265
1014.95183886,836.769005726,419.01,419.457,469,0.724466,-425.963,173.002,349.008884424,278.554124176,8.31061999214,419.029346277,150.732056826,469,177.592433018,82.6253,419.177190803,6.09701489092,194.193290117,501.199,239.119605405
681.895986447,1267.53561841,417.83,418.279,470,0.736038,-424.936,173.21,294.305693126,191.654883445,8.42836876285,417.830166811,143.695093658,470,146.710065454,82.7181,417.961277199,8.95207182558,200.914424806,476.506,234.091221679
651.464933876,1906.052893,418.073,418.534,471,0.750656,-425.12,173.358,471.738023271,199.001311341,8.50425304691,418.075695447,142.9540236,471,466.227824429,82.8279,418.207608184,7.46790766397,179.222070693,507.063,130.443729728
634.57117425,1377.34369779,418.166,418.599,472,0.74004,-424.992,173.513,391.92289028,151.104213666,8.27615987346,418.157887829,162.500951913,472,207.615772495,82.8714,418.279368074,9.85165042262,153.811793306,479.513,276.498847266
331.838003551,1347.69822384,417.379,417.827,473,0.71217,-424.286,173.689,517.055066931,110.674027666,8.18477629866,417.390865099,175.249135751,473,261.952612725,82.9757,417.496293886,4.24484777149,90.8754489239,462.665,312.482003914
487.886017254,1105.78433158,417.956,418.39,474,0.727511,-425.004,173.803,466.286465525,144.092558949,8.47210356606,417.984715908,171.10109844,474,206.028015728,83.0517,418.090285307,4.8257416989,108.910093834,490.392,284.788166004
620.417135615,603.348529944,416.553,417.071,475,0.741923,-423.801,173.918,290.194580723,168.931928146,8.55394165966,416.549906004,145.164944654,475,65.0013704475,83.131,416.6681613,6.06345529534,124.529754424,534.147,243.016107328
595.53956193,959.67082893,415.979,416.406,476,0.746552,-423.188,174.032,351.666106987,124.112186129,8.49598513075,415.984140247,158.856021831,476,128.594598881,83.2205,416.106579652,5.6573398755,82.2202372893,515.362,283.517482272
405.771548281,283.497661693,416.22,416.658,477,0.723222,-423.536,174.229,259.755991344,113.060979274,8.48034626054,416.247419468,139.089072741,477,9.94150222536,83.2914,416.364829641,5.66920560168,89.522765146,481.615,243.117041488
447.745905993,270.460277525,415.303,415.75,478,0.755156,-422.643,174.435,249.344971494,134.883992135,8.51615764838,415.290723939,133.95142153,478,9.16313269764,83.4635,415.410213815,4.93459581798,138.472956044,523.596,230.101112825
843.821364806,1296.29461198,415.67,416.126,479,0.716268,-422.845,174.635,305.453857181,220.323330208,8.3936892726,415.700462917,141.872454242,479,171.48616325,83.5163,415.82589895,6.70417426562,163.420884482,499.198,227.923687969
674.9316981,246.622007913,415.243,415.683,480,0.686691,-422.16,174.721,225.801866587,181.675365217,8.44284122983,415.247096608,125.763543536,480,11.7347275038,83.6285,415.337416824,4.92137247412,176.603430804,506.365,183.35945149
481.114669549,1060.73133521,414.021,414.49,481,0.730017,-421.259,174.938,451.789520159,155.902014364,8.62734590389,414.032728529,161.768002603,481,221.264180186,83.7151,414.158811886,4.95362298609,116.101715243,548.12,188.881912967
347.324366594,955.910067582,413.965,414.416,482,0.68202,-421.081,175.115,292.460972075,121.12325004,8.44472537734,413.975498546,124.259624974,482,182.579393721,83.7773,414.086456085,4.92919421193,139.3877686,530.167,148.600862836
836.234590263,923.646981111,414.889,415.303,483,0.721135,-421.751,175.258,229.681453072,231.607765787,8.33121395959,414.896378133,111.876968616,483,131.732040258,83.9391,415.009521055,8.85588626831,182.67796999,511.267,150.940680934
434.597825531,1649.42229606,414.086,414.54,484,0.740137,-421.24,175.378,634.444044185,138.062569166,8.3652411482,414.099722714,167.535112024,484,364.629546844,83.9889,414.221125342,6.02318380473,123.375625311,523.697,162.579674458
607.558748914,989.742690382,413.723,414.173,485,0.78221,-420.758,175.589,388.732994556,136.440332406,8.27931630598,413.742499467,168.006232673,485,150.894217609,84.0932,413.895067639,4.39896853579,96.3613212132,520.942,272.054571156
430.959689386,2074.41848304,413.932,414.413,486,0.688518,-420.993,175.733,1350.89251939,113.333327062,8.35250472106,413.937220029,187.342909423,486,603.197059484,84.1321,414.062724077,4.46314699368,82.6924421661,498.511,483.764836281
430.1629499,2188.39731007,412.945,413.398,487,0.704043,-420.056,175.902,1141.96363441,141.375964245,8.38704839207,412.957446496,184.118531523,487,597.583757447,84.1621,413.09758681,21.7830704972,176.344201388,503.096,299.69350551
691.510860996,1600.88062354,413.487,413.977,488,0.709322,-420.487,176.041,666.390819962,194.619718577,8.41470438457,413.495823533,159.666928973,488,340.196527617,84.269,413.658143688,32.5722587462,256.866661663,485.848,313.761859007
339.619285343,1486.63950343,413.019,413.507,489,0.661394,-420.139,176.201,460.985224262,113.764664791,8.42587437552,413.038091215,140.450573553,489,339.830077558,84.3599,413.192898087,12.7183327516,136.561846519,525.541,215.558856592
329.334579767,1494.76301404,413.443,413.897,490,0.754788,-420.097,176.373,556.026773648,84.7406789816,8.33929832826,413.456637676,165.237502494,490,289.685210462,84.4173,413.601421352,6.59944142293,94.4303210854,471.795,313.952993038
511.251943564,922.637365093,412.475,412.95,491,0.791484,-419.574,176.532,405.039499712,165.324820921,8.38277273068,412.478047856,151.412312671,491,178.777319249,84.4457,412.632132777,9.17874250278,213.322958382,514.769,205.4870675
398.674736898,591.004124093,412.232,412.642,492,0.788194,-419.232,176.704,281.839087415,134.803723512,8.12125536985,412.247327322,128.056424949,492,160.075532617,84.5015,412.368849247,4.76591734388,136.900197554,471.898,111.645393063
471.212009124,1151.9905129,412.068,412.601,493,0.690322,-419.107,176.902,610.554196371,162.937919825,8.28417015118,412.090577225,159.934134029,493,289.727742997,84.5907,412.267859379,5.91784846028,140.777406505,489.032,273.283320337
445.398714264,2126.22979919,412.641,413.096,494,0.765616,-419.726,177.049,723.571748827,152.173651515,8.47047903327,412.631340822,160.807000958,494,509.02931448,84.6409,412.770086148,4.16531265809,141.743583242,547.245,215.901167253
540.945562797,1892.71686864,411.88,412.339,495,0.753122,-418.925,177.222,765.729856651,139.525167046,8.10450073756,411.887539753,180.148552138,495,429.767449385,84.6872,412.031606337,57.3763254478,200.970695989,458.321,314.666562639
324.560245772,1962.80201881,411.833,412.289,496,0.779534,-418.927,177.412,648.472634987,101.568295984,8.18457201161,411.844984022,182.89797353,496,485.965414004,84.7634,411.991767944,5.27522843423,135.423323863,456.728,243.888272959
277.983769242,1985.82198695,411.638,412.127,497,0.776993,-418.463,177.573,977.327566692,109.207353844,8.19142218526,411.641867259,170.287615206,497,584.64222132,84.858,411.764314702,7.29245643908,115.77737942,471.015,306.475117976
566.986727949,2075.29353533,410.595,411.117,498,0.676993,-417.608,177.716,1388.03431006,150.720488386,8.51703873567,410.607790622,191.555696612,498,481.157213964,84.9652,410.763611701,4.53603687856,142.107626008,524.016,689.00840288
853.780527852,2173.34626782,410.43,410.851,499,0.78633,-417.462,177.9,942.812805121,309.160638106,8.37724349495,410.459313986,208.916864659,499,461.942352199,85.0126,410.597392881,6.94915561121,338.998131978,488.168,261.083246705
804.714680341,2305.65610683,411.031,411.457,500,0.699959,-418.229,178.081,1225.79332017,276.04109551,8.25287914149,411.034029691,191.217131531,500,520.197226002,85.0779,411.182122535,32.7343478938,291.865751388,473.949,497.776144366
555.010232897,2317.80064247,410.69,411.155,501,0.725793,-417.69,178.319,1103.03376876,167.639254311,8.19446363168,410.693980478,190.01292545,501,500.689823896,85.1786,410.840730008,8.62558544288,208.769173764,486.69,292.701198803
347.791419252,2394.88888196,410.063,410.538,502,0.730201,-417.28,178.496,1229.62498678,115.341486849,8.43793566785,410.070287305,198.484030602,502,753.376250868,85.2717,410.18613337,12.7268986445,151.017850466,527.309,422.750768226
599.367254967,2628.94588369,409.784,410.221,503,0.787,-416.395,178.671,1003.6949069,174.187594915,8.17242167551,409.79653302,211.701743531,503,518.885153382,85.3572,409.916503498,7.94868169565,145.857990989,466.343,280.169459422
686.774128476,2568.09996516,409.877,410.342,504,0.771164,-416.695,178.879,973.653775253,249.285529653,8.2755000674,409.890007199,212.941637249,504,503.091457477,85.4296,410.033574433,5.14354223021,202.205156008,473.09,581.035041803
513.568503023,2549.32270359,409.899,410.285,505,0.72899,-416.913,179.13,1241.34351189,174.122278347,8.19468360573,409.920915369,213.70675538,505,555.009668558,85.5696,410.039572467,7.39717770618,174.774777826,482.496,691.098402987
476.079254634,2711.4190019,409.493,410.009,506,0.785881,-416.298,179.365,942.542231919,145.778320909,8.25277327056,409.498700204,224.602290268,506,392.013813894,85.6228,409.641017107,10.8708627564,171.53143341,477.893,672.612587653
641.631486453,1828.32762196,409.225,409.708,507,0.809467,-416.051,179.45,779.854270361,203.64785823,8.32277101564,409.232567673,204.571763833,507,333.285328353,85.7692,409.374897386,7.5278338973,136.375291818,485.953,281.274861896
1205.92121323,1440.12178023,409.11,409.58,508,0.783616,-415.767,179.64,804.582799407,476.175653241,8.2152028889,409.1106743,214.325261201,508,197.625797364,85.8571,409.271271428,29.1219145163,337.382317897,501.257,553.672628646
691.037459127,2401.6292656,408.303,408.857,509,0.81514,-415.132,179.836,1188.55743763,181.485874436,8.18268242619,408.338668956,214.459412225,509,561.689160185,85.9745,408.49379333,15.6063420201,180.430103377,477.215,305.756511773
655.734182276,2294.22405573,408.475,408.917,510,0.80634,-415.033,179.894,1416.31143812,181.949225842,8.13408916913,408.46206969,211.377621162,510,643.681891128,86.0184,408.595081868,5.96142949495,107.381912505,481.341,693.799320766
985.815344996,2194.5708955,408.117,408.571,511,0.790071,-414.742,180.093,940.163789709,356.928377045,8.02924195206,408.121237134,224.623004708,511,350.464430651,86.1047,408.271153604,5.55749534743,315.389706815,469.929,704.458003666
530.945977872,2428.06232635,407.243,407.743,512,0.826613,-413.86,180.279,1540.84839767,180.70779618,8.15807435592,407.2380851,201.336142606,512,682.030972436,86.1635,407.373846757,7.69036124994,161.355468773,479.754,601.394730761
559.874143972,1224.86650606,406.393,406.887,513,0.78689,-413.06,180.403,641.889585954,202.932546791,8.20792749189,406.406433997,205.308045887,513,236.927362565,86.1901,406.566825368,24.8289996062,230.080278435,484.724,279.244929008
566.782821217,2479.22139081,405.998,406.454,514,0.770336,-412.962,180.571,1374.39275119,155.774045521,8.17921459611,406.003778355,222.017208424,514,652.231864759,86.2521,406.145824586,7.58961894206,231.102895077,492.344,725.44997953
656.850144969,2416.07424632,407.001,407.455,515,0.769524,-413.866,180.746,1111.94836299,215.529218814,8.15792436602,407.01329733,198.637328765,515,664.17802771,86.3433,407.139387714,12.1241889087,220.255310852,489.826,362.075958122
433.405596813,1476.99600082,406.188,406.576,516,0.737993,-413.028,180.938,768.035945006,120.544691804,7.98385311202,406.196996594,188.420352383,516,316.635892801,86.4167,406.359829024,8.33005211341,112.356075332,431.039,302.208489103
549.630731488,2429.14970812,405.917,406.406,517,0.801587,-412.625,181.149,1189.84254905,127.610085228,8.33245500938,405.905501535,209.830498891,517,586.767955693,86.4994,406.090881874,6.99670732738,101.620948138,533.086,444.878163505
804.321656254,1767.9413489,405.456,405.923,518,0.752544,-412.395,181.396,954.066806552,292.014614234,8.23082886516,405.469692465,215.500569152,518,339.577100953,86.5699,405.619048703,8.92609906074,276.44912942,473.484,432.476719687
594.535814452,2217.73245342,405.534,406.04,519,0.743188,-412.318,181.616,1137.2009703,173.532465323,8.23304414207,405.543774063,200.464031622,519,439.156435228,86.6701,405.696280506,11.2382295433,150.144963824,470.09,587.332851635
466.598486263,1662.80363076,405.552,406.017,520,0.729972,-412.344,181.759,751.145322039,128.6391749,8.10219953443,405.57595734,182.891498228,520,466.596282795,86.7872,405.745138308,10.7797672666,143.890219404,460.957,226.919570636
451.060367529,1600.4724145,405.904,406.388,521,0.676844,-412.744,181.939,558.413574668,146.9530097,8.18442962388,405.89997634,153.730688822,521,395.20999388,86.8364,406.047521723,14.5562743996,223.222986693,490.704,67.4857218921
500.102800893,1961.04422201,405.478,405.952,522,0.745469,-412.304,182.144,612.097437195,150.650482567,8.18568925064,405.480148449,186.137031755,522,415.971594742,86.8832,405.629693762,6.61754475727,139.309033682,498.4,277.930947297
906.419717449,2530.03415038,405.166,405.639,523,0.768518,-412.087,182.337,1161.24791917,236.281927422,8.11796934406,405.211760835,225.03883909,523,525.036159356,87.0059,405.388413134,6.70975455412,151.679202603,470.377,657.426617249
378.702336673,1988.48236865,405.089,405.539,524,0.755097,-411.852,182.564,773.343214751,107.736708317,7.81842722873,405.064316675,200.500129837,524,465.799542482,87.0683,405.237846508,6.48211409157,100.114890184,428.894,275.802306583
834.130628541,2336.31876762,404.248,404.691,525,0.743665,-411.228,182.809,962.285644267,223.032329174,8.27872275787,404.248444856,188.448721782,525,642.79703694,87.1152,404.406935827,6.29015713253,151.690270262,512.072,253.310801884
861.965156281,2151.70773395,404.771,405.226,526,0.72906,-411.574,183.001,652.68894304,301.460049718,8.1183149985,404.793944318,162.162594214,526,645.378896074,87.1933,404.940450869,11.6497344966,182.58302873,457.883,253.97562072
718.167102926,2506.3133893,403.473,403.93,527,0.769932,-410.224,183.172,1326.47783902,176.331428359,8.17386607388,403.48483817,208.807897777,527,740.839905229,87.3081,403.632455504,12.2009411019,128.473957633,483.207,421.358420947
853.504816858,2564.89685517,403.799,404.306,528,0.772498,-410.53,183.386,758.91127145,245.103091447,8.20690514856,403.806107262,177.918735726,528,758.965300632,87.4327,403.957023576,6.63372552575,168.259323475,495.651,263.310893314
834.040646148,2158.4661992,404.602,405.051,529,0.784408,-411.312,183.477,904.548461563,259.747062855,8.15446900182,404.594582584,172.107623304,529,582.239565764,87.5142,404.757446317,7.79447930819,148.218196246,495.58,243.376919298
503.761958279,2396.82331453,403.481,403.938,530,0.747645,-410.336,183.63,737.515824828,167.248785145,8.03332608472,403.50636004,177.524652893,530,607.922819059,87.6177,403.639660563,9.38344748845,170.727997338,454.884,258.204769398
640.522750305,2050.58673382,403.883,404.342,531,0.766411,-410.804,183.842,709.362907097,168.536696945,8.21055950524,403.884170648,182.774241505,531,427.145872162,87.723,404.012148153,9.23521141488,98.218597661,475.203,250.358328115
469.292854229,2264.84725407,403.947,404.384,532,0.782278,-410.945,184.072,1213.65507785,150.067139918,8.15228695918,403.951909917,217.693945572,532,396.186055472,87.7656,404.077393519,8.98589322107,150.205046785,467.382,729.427155823
674.725585751,1186.80636631,403.79,404.215,533,0.514185,-410.842,184.277,676.771501807,174.374961568,8.25608573201,403.801395154,105.519574941,533,221.1902014,87.8279,403.944193265,10.529188064,142.113836586,505.64,466.231713175
856.211198842,2465.63884302,404.206,404.63,534,0.745217,-411.185,184.419,876.888088111,240.852695241,7.91796874076,404.215755843,191.718242249,534,566.30256577,87.8607,404.320613009,13.7504148981,171.889056755,431.643,272.403790857
595.984727659,1856.46266311,404.591,405.032,535,0.759483,-411.569,184.574,1003.80407111,165.335426107,8.26494021211,404.580886908,213.4889965,535,235.436478529,87.9506,404.687351954,8.62484804886,198.957747481,487.901,656.807911791
754.362591278,1540.01997563,403.329,403.766,536,0.51487,-410.433,184.805,966.749010157,241.181730179,8.54936903027,403.376580139,124.417306041,536,286.417266334,87.9675,403.48291425,3.94673050089,222.354318013,516.878,390.662307674
667.008507818,2509.53657412,403.004,403.414,537,0.810047,-409.856,184.957,1066.12428714,214.757168544,8.13012026901,403.008596863,187.687507586,537,794.518455788,88.0537,403.131797429,12.0613227379,163.059802221,454.942,184.582044732
392.761605114,2705.42741941,404.764,405.181,538,0.775549,-411.517,185.101,1638.61512358,100.929604985,8.11245607759,404.756611859,210.852553231,538,737.006696038,88.0741,404.851965718,11.118062714,93.7306368817,488.397,627.715752052
348.427653501,2335.41709864,403.415,403.824,539,0.770312,-410.092,185.302,1135.22792789,94.5307388201,7.97169615218,403.434406345,184.313591171,539,685.905282514,88.1743,403.554391803,9.15750877018,88.9616849528,442.814,194.069426713
358.96859744,2262.96641365,402.91,403.373,540,0.75741,-409.54,185.479,827.921003327,106.430229624,8.21076161119,402.934999271,183.828310735,540,469.423969579,88.3003,403.05410351,13.9931006935,107.895381373,491.581,264.644215437
475.027672128,2497.2033381,403.296,403.669,541,0.78144,-410.144,185.591,1144.68088457,115.012854,8.2037154145,403.292194333,206.108960956,541,499.794155434,88.3396,403.367945149,9.19029753759,129.130497931,486.207,514.695462541
662.166511044,2565.93634738,402.882,403.297,542,0.84768,-409.594,185.754,1248.27531951,239.113321297,8.20999014243,402.891419282,214.439787685,542,686.515192087,88.4183,402.989456465,10.6351179918,266.760168214,478.596,262.069080811
704.105661909,2588.82193453,402.684,403.121,543,0.815987,-409.598,185.948,1454.0620551,229.716095293,8.12742224698,402.679893943,176.856477059,543,1049.39125297,88.4355,402.806878562,7.1770270958,145.375678184,470.69,164.790039161
618.986867837,2951.44654697,401.701,402.129,544,0.784143,-408.381,186.147,918.819295251,189.812718159,8.1341722435,401.712165584,184.574713488,544,792.353559756,88.4562,401.843986448,9.52118153944,210.446342144,485.808,272.808161946
694.877938437,2778.89433018,401.78,402.206,545,0.759598,-409.009,186.335,1171.29806515,215.76265433,8.35801681249,401.790749596,214.719672185,545,630.548625638,88.4818,401.902828537,8.95722589449,181.837916453,512.178,553.624051164
591.691150572,2684.7713792,402.945,403.309,546,0.788449,-409.852,186.519,1555.44668536,175.204703739,7.97938162671,402.938566253,208.805678535,546,834.158837521,88.5837,403.031767207,3.86212182104,163.223589388,443.968,325.126744432
494.210282452,1390.84321164,401.829,402.271,547,0.73266,-408.672,186.662,506.446399889,171.511924862,7.86350859063,401.816290912,178.890364596,547,221.48333804,88.6827,401.943008753,10.1731060788,184.189469329,439.32,366.730007972
605.588733071,2286.02211298,402.265,402.718,548,0.802759,-409.129,186.837,612.918003778,130.959234951,8.63216035094,402.293914945,153.352777082,548,581.254374367,88.7029,402.446590647,10.2887668176,74.4341976281,520.383,156.93034633
364.669422957,2825.23717946,401.748,402.164,549,0.793774,-408.612,187.065,1727.65961823,95.0442267215,8.37873849285,401.750759765,213.312956709,549,710.330812002,88.7899,401.870722105,10.618895566,97.8608828811,493.794,773.796510194
829.796779629,1527.77743289,401.695,402.177,550,0.827815,-408.503,187.203,679.606592366,266.278634073,8.12191454711,401.724436006,200.243037274,550,243.844862594,88.8192,401.872190135,33.2864164891,487.686612935,464.83,289.099110967
908.787220659,2711.45955515,401.926,402.383,551,0.818836,-408.57,187.448,1028.12411265,325.118068927,8.20300132501,401.929717627,224.193382441,551,421.491796902,88.9375,402.071107371,8.52753270818,276.844766048,489.398,499.53184328
561.332530245,2530.41129135,401.633,402.035,552,0.795729,-408.379,187.66,1187.84640484,175.261923132,8.41943348903,401.651577168,215.189732336,552,526.577900915,88.9771,401.749251615,6.14413526938,159.448835824,521.417,216.244141922
559.291252943,2900.65335909,401.175,401.559,553,0.834139,-407.779,187.814,1306.5759779,196.304049528,8.21830753758,401.176827997,199.903234533,553,839.371257127,89.0196,401.263988274,24.8461766985,299.831771292,465.182,176.320490587
789.000914011,2878.38869706,400.753,401.156,554,0.763309,-407.407,188.073,1150.20467102,238.154680937,8.39886240281,400.741734615,220.863082481,554,627.90122592,89.0699,400.864051933,11.2667001702,231.577840216,522.391,516.075295189
