MaxEsReturn,MaxReturn,AverageQ,AverageAbsQ,Iteration,AverageAction,AveragePolicySurr,QFunRegParamNorm,AverageReturn,StdEsReturn,AverageAbsQYDiff,AverageY,AverageDiscountedReturn,Epoch,StdReturn,PolicyRegParamNorm,AverageAbsY,MinEsReturn,AverageEsReturn,AverageQLoss,MinReturn
446.641285619,402.11137099,42.1696,42.2144,33,0.738959,-43.8388,37.7726,357.712911885,130.161325716,1.19684476946,42.1785927047,174.049997129,33,21.4625495768,29.6945,42.1943847182,13.7471549059,270.976296848,7.28757,296.603029217
595.567727573,387.637983695,44.3478,44.3944,34,0.759456,-46.0757,38.6783,365.396691737,150.571994811,1.22990597515,44.3554328938,176.623285228,34,10.7700560365,30.1204,44.370755601,61.855077294,261.702734772,7.94542,311.935296625
890.132081624,407.221419958,46.4242,46.4693,35,0.777039,-48.1691,39.5018,364.783572441,242.654851454,1.27350682008,46.4317624828,176.124772407,35,12.6414757035,30.4939,46.4457640749,44.7458223387,265.036478194,8.23424,340.715179892
453.365427991,575.117708493,48.6816,48.7314,36,0.689377,-51.4089,40.3125,389.863627194,158.411993693,1.36509910276,48.6960983258,171.04206058,36,85.234723675,30.9918,48.7112335509,29.4260150134,248.161941046,9.64104,191.719346404
513.948787308,559.902888077,51.991,52.0401,37,0.750833,-54.9761,40.9982,386.620965428,153.690245017,1.42987377718,52.0004878394,169.91324097,37,126.375007733,31.3049,52.0176481631,23.6045542533,353.693306403,9.6574,193.281796798
479.106841091,774.971953298,55.2956,55.3492,38,0.718128,-58.2159,41.7144,567.917904792,148.588776016,1.4785688237,55.3061831058,198.784215376,38,142.164929134,31.6315,55.3224765105,6.78644054807,230.015804012,10.9536,287.472086661
716.503851508,539.837123539,58.4913,58.5518,39,0.65794,-61.312,42.5347,460.019161317,215.89712221,1.56535627795,58.5024101424,187.865319967,39,51.6045796266,32.0024,58.5267627879,22.3508331747,302.776539567,12.8664,339.183882684
294.074330125,297.315636117,61.3622,61.4318,40,0.584899,-64.1292,43.2948,293.02731942,79.1170059501,1.62106273037,61.3725057341,145.841662563,40,1.94280009446,32.3249,61.3966037038,21.2705609821,223.912571449,13.9215,288.282009473
343.634218431,471.110763982,64.0921,64.1541,41,0.671531,-66.7199,43.9923,242.903314054,93.121499086,1.66687986433,64.1010945824,130.741187793,41,103.899381248,32.6874,64.1217654979,25.0080672871,265.928857992,14.3425,158.957032917
437.141551378,411.828609646,66.4145,66.4849,42,0.682052,-68.9933,44.7455,366.893016283,133.236596146,1.76731725593,66.4268910257,179.971739011,42,43.9500951799,33.1251,66.4480655158,17.8872998471,239.93276881,16.0093,285.987076647
643.626399006,522.24879815,69.3927,69.463,43,0.796897,-71.9096,45.4272,433.890089482,163.642592922,1.72508308395,69.4043001533,196.191906832,43,28.5285913426,33.5537,69.4241910753,41.7097625451,357.889743957,15.2439,401.141772173
554.588384512,345.419989724,71.6183,71.6825,44,0.690023,-74.1277,46.2303,315.400072876,120.329485931,1.81868476849,71.631374132,155.760804582,44,9.74627505882,33.9497,71.6529677841,110.047855455,307.96270229,16.9223,291.208412037
413.971608989,338.399705891,73.9905,74.0652,45,0.706634,-76.5462,47.0115,309.724945718,133.728074588,1.90889082805,73.997243324,155.148058923,45,7.5219930589,34.3602,74.0212305709,31.5296649407,244.124110974,19.6801,293.343986176
359.791111334,641.115513484,76.2808,76.353,46,0.778114,-78.771,47.6735,574.61160159,96.8355104845,1.92667734223,76.2933844927,209.936962709,46,27.5649490238,34.6454,76.316071576,46.9171983429,268.213237425,19.6211,515.457414684
380.904147681,330.178096611,78.5956,78.6709,47,0.668147,-81.1415,48.3272,294.724532624,94.2092558979,1.93872912073,78.60646767,154.911000901,47,27.4520336051,35.016,78.6295577256,61.4995634938,224.448883645,18.916,216.804477126
481.261738546,331.131324778,80.8215,80.9081,48,0.622911,-83.4957,49.0205,272.452912808,154.874335365,2.02489022007,80.8384348592,147.505289217,48,40.9563195359,35.3103,80.8657276257,68.1550991033,316.27531495,21.0968,165.223425203
394.685377648,447.808995063,83.1751,83.2606,49,0.649769,-85.8773,49.7152,200.200255973,87.4699548206,2.08781552787,83.1828609713,118.170731296,49,83.402306756,35.5988,83.2109710045,93.8766494762,251.958729651,23.8041,105.80755119
609.893943865,636.682376851,85.7307,85.8186,50,0.726965,-88.4234,50.3848,492.329241367,155.170812615,2.0989320116,85.7401370955,201.819656361,50,92.9474617047,35.8841,85.7700457754,67.3078093149,254.437174584,23.3476,335.713227791
405.739357483,378.391064973,88.0233,88.1278,51,0.706965,-90.6516,50.9737,294.019668925,118.050524475,2.12781680707,88.0356483338,153.748248962,51,55.2305708502,36.2351,88.071018282,14.0652173815,223.655821575,23.4489,134.529672705
428.110842588,329.487313494,90.4355,90.5396,52,0.688586,-93.0255,51.5956,284.20792631,124.065417178,2.18832722679,90.4417701821,151.074034402,52,24.079767515,36.5607,90.475469495,28.1081507261,179.557599405,25.4589,232.179401328
429.804609855,575.454685498,92.3125,92.424,53,0.754183,-94.9153,52.2232,518.540720701,128.550396169,2.22696785425,92.326931018,209.461260837,53,23.5800192167,36.9008,92.3630518609,40.9204161561,230.879971652,25.9269,454.935902189
516.342002043,585.718510438,94.8643,94.9665,54,0.743416,-97.4521,52.8224,526.724662119,139.706761927,2.22781323657,94.8746909737,208.399989423,54,51.7741584356,37.1479,94.912188272,100.692209064,352.859084713,26.0522,351.372539586
543.88724743,631.386544411,96.9056,97.0135,55,0.781004,-99.4811,53.4469,570.723377219,134.573825416,2.28293212325,96.9181498438,213.11242908,55,22.5157174946,37.4543,96.9546418693,58.5203355441,381.514332429,28.0458,531.891392632
493.949597267,519.344920041,99.2085,99.3347,56,0.75711,-101.84,54.0281,431.828007513,154.330088758,2.3588181354,99.2251424982,192.156256858,56,51.5407281236,37.7981,99.2707186103,37.5242979289,211.411954143,28.4532,370.981928674
582.735892589,511.73754674,101.097,101.211,57,0.759063,-103.803,54.6098,457.954423757,158.731193919,2.40626758965,101.105238629,198.461315015,57,33.2811104893,38.0836,101.145639364,80.4717640068,303.071439827,31.4188,367.673807661
547.635514276,533.16353321,103.532,103.649,58,0.767077,-106.236,55.147,471.915980761,115.221363183,2.333848634,103.540015468,201.183888112,58,34.2145546112,38.3114,103.580594167,164.565172597,301.515607385,29.0687,339.848683607
636.435654735,507.402667397,105.461,105.592,59,0.800604,-108.174,55.7447,492.35245492,149.901088257,2.46580026894,105.48004617,205.453385507,59,8.87380227562,38.588,105.523500656,81.7930849986,362.962024345,32.6152,474.201898587
528.57856864,520.637443366,107.862,108.0,60,0.758755,-110.627,56.3601,471.536713356,128.014371676,2.46427763832,107.872863486,201.697424702,60,26.7761717009,38.8131,107.929551488,119.136946541,219.145596636,32.1411,372.822831494
604.689449172,580.232154902,109.828,109.968,61,0.75376,-112.595,56.9672,459.648374207,193.388105749,2.60537309526,109.84687126,197.557871242,61,53.8065227654,39.0533,109.897290519,52.0125856166,265.975050312,37.7547,360.486640217
651.772041575,718.832590535,112.085,112.23,62,0.770766,-114.969,57.5538,503.305240578,196.99014757,2.58780619041,112.09304144,199.115887508,62,101.45310209,39.3376,112.146174186,7.88435452793,288.708938815,36.0184,327.872282015
569.300457053,559.709206607,114.28,114.419,63,0.74925,-117.263,58.0883,440.158478517,171.226426599,2.62635472477,114.294807982,193.303482586,63,50.4870193891,39.5299,114.347765004,63.1008623401,216.468718767,38.4561,330.081732758
582.985071575,513.794640281,116.429,116.588,64,0.783334,-119.472,58.5676,445.995257574,155.903129508,2.56289688658,116.446942273,195.764275491,64,37.5749182676,39.652,116.512280536,126.988388229,301.055356122,34.2895,353.300376426
488.226600056,567.280087933,118.725,118.876,65,0.777465,-121.807,59.1082,522.243115184,111.083829356,2.64718531445,118.735812853,209.451367738,65,25.8490070308,39.8588,118.80146526,144.203003947,272.392317708,37.0773,431.236686006
469.535808739,609.799248357,120.675,120.825,66,0.76154,-123.768,59.7424,501.287325883,111.658697651,2.77323016188,120.693792023,206.486046453,66,39.3198965431,40.0428,120.744912841,65.3760991902,262.799845101,41.7337,417.186772593
521.193748945,625.560833424,122.936,123.076,67,0.755617,-126.19,60.2931,494.268139965,167.485991342,2.80032262585,122.953919205,201.14257402,67,45.0639741097,40.2018,123.012537349,6.42370144944,236.152055437,41.6211,415.867876649
584.059027889,613.512811173,125.266,125.427,68,0.747046,-128.594,60.7797,540.506210096,169.8070778,2.75867089471,125.282858464,213.129539583,68,33.2235468994,40.4014,125.34152348,18.9832726503,235.142688495,37.0637,449.420161737
499.13628003,608.106214338,127.504,127.663,69,0.757452,-130.776,61.2458,529.33849399,130.344601348,2.81320348364,127.523952267,207.194631406,69,50.7397411191,40.5405,127.593143542,82.8494787528,223.22315265,37.8461,391.48815194
351.486312536,547.737685358,129.242,129.41,70,0.755227,-132.604,61.8462,473.942744499,87.2166635407,2.81878952201,129.251742063,199.701865393,70,43.9543901924,40.7105,129.313827278,77.3988140471,223.537583556,37.1183,335.691975741
409.684688621,759.724705698,131.502,131.654,71,0.769,-134.838,62.4262,660.840582144,122.174686181,2.99046236869,131.518260521,218.391810617,71,67.9214526136,40.9088,131.574605019,36.2644337037,232.725069388,44.4244,480.354902717
600.222816841,514.087233622,133.699,133.857,72,0.732758,-137.043,62.9492,376.460625236,208.911770159,2.95192260988,133.714347751,178.565343696,72,36.3125775316,41.1106,133.77940776,11.7908010795,320.646688349,45.7211,326.11593803
582.366966144,544.804280232,135.653,135.817,73,0.746763,-138.954,63.4564,513.360721584,188.542508692,3.08186565416,135.670331346,212.293811304,73,20.4909869241,41.3028,135.732333637,7.15120326815,283.716623158,46.7793,423.072263356
605.302752402,701.648302394,137.768,137.922,74,0.786334,-141.043,63.9366,557.174163101,182.615555823,3.06520000092,137.781874313,205.355550064,74,99.3794516633,41.5065,137.838980056,34.1468539041,313.63423028,47.9563,361.157532843
574.371093212,545.993364843,139.209,139.366,75,0.761129,-142.496,64.4862,469.486249405,168.591995532,3.16187250713,139.231089864,201.719180517,75,45.1431738003,41.6848,139.284377918,38.3717285425,194.335847869,51.0719,377.13482017
362.609297898,625.644212378,141.553,141.71,76,0.783038,-144.829,64.9861,520.323811608,100.054999479,3.16637053864,141.561218459,208.336179556,76,36.4312374735,41.8652,141.61282357,40.6084918204,240.170549534,53.1699,427.657892568
636.630301675,572.507905274,143.542,143.676,77,0.806413,-146.852,65.499,407.826135726,211.498303089,3.2049491405,143.55807494,186.709852726,77,55.1130102948,42.0578,143.601585679,12.6088063014,262.806162709,54.5242,174.495933356
508.312460405,641.373467601,145.283,145.432,78,0.796469,-148.634,66.0067,469.284811508,149.403385514,3.28596177167,145.307592234,195.329938512,78,93.3804070332,42.2402,145.351043711,28.8441792239,231.309827383,55.3226,274.110799502
548.497494284,618.044333703,147.173,147.319,79,0.788343,-150.543,66.512,504.911203274,173.753309731,3.26921696186,147.184122862,203.585533729,79,63.4759479273,42.4205,147.234412481,90.6636071899,282.360792048,51.9917,321.187303486
460.655908612,547.333458563,148.781,148.943,80,0.784086,-152.254,67.0615,431.351388539,134.214458281,3.37263201199,148.79994193,192.210738236,80,73.949103584,42.6834,148.851229474,6.72475455128,171.311576065,59.7082,83.318969985
564.881855002,527.497686902,150.791,150.955,81,0.767907,-154.298,67.6461,493.234268111,146.767636062,3.46280389497,150.807361484,207.570715094,81,34.2523179313,42.8405,150.861209087,35.2429319105,196.86450534,64.3093,374.088606328
435.783172848,572.76396343,152.413,152.557,82,0.787047,-155.89,68.1693,418.653642181,131.490159324,3.51413793279,152.433843578,185.316639672,82,61.8069017351,43.0111,152.477918939,44.9189588303,253.842663922,67.8255,302.41661341
525.457119139,669.261704003,154.414,154.561,83,0.774978,-157.837,68.6012,435.139689121,147.445852137,3.51067357661,154.426491954,188.523903602,83,80.9011424718,43.1986,154.467128258,10.5380624864,228.539677366,60.9438,155.531773132
532.749421436,573.219651742,156.481,156.642,84,0.773145,-159.902,69.0186,374.996898803,143.682148117,3.53277337153,156.4959447,158.534535947,84,83.1547817569,43.4124,156.540104585,74.3829716218,262.436727401,61.4931,159.361929633
479.049877618,414.22770632,157.716,157.891,85,0.762945,-161.299,69.4694,250.125171783,162.201623835,3.55622581251,157.729889651,139.731831882,85,75.9948069588,43.5851,157.766770374,36.9828033321,224.480041618,61.3144,154.353400348
385.172867221,552.597089298,159.493,159.648,86,0.724428,-163.031,69.9712,328.285099062,125.28922815,3.67575863573,159.518362755,157.606601649,86,107.434565689,43.7467,159.56234903,6.94973819489,289.936040425,70.1848,160.427435343
669.497862185,565.397962598,160.751,160.926,87,0.722553,-164.274,70.4547,389.978133215,211.983106016,3.7514714099,160.766279527,167.81798242,87,82.7213282241,43.9263,160.818989808,23.8678286962,287.320131678,69.6232,161.4648595
400.975510395,614.402744842,162.75,162.934,88,0.74578,-166.264,70.8972,436.115447759,130.848653502,3.58960890755,162.763625989,190.946656005,88,73.3084808374,44.0711,162.833955997,18.1492046396,216.209414446,64.8977,348.642254587
459.107467954,687.204166201,164.401,164.587,89,0.772706,-168.019,71.3661,522.341380145,119.35700558,3.67382103866,164.417582551,201.197997421,89,49.5480113431,44.25,164.47482346,101.650378458,260.754421923,65.9857,412.960348228
486.529522522,519.548617922,166.584,166.759,90,0.767566,-170.116,71.7332,384.731336837,163.144773582,3.63005499364,166.595122049,182.949356542,90,58.2597879434,44.3957,166.648352281,15.6993587475,231.268014294,66.0567,223.303934501
419.014731209,564.671820503,168.225,168.402,91,0.755975,-171.776,72.2455,385.274421776,131.951756543,3.80056615059,168.236472518,182.461584718,91,81.7756491641,44.5187,168.288690984,18.6959152986,261.580113135,73.3078,254.699734666
380.318706706,552.797510929,169.664,169.831,92,0.7462,-173.152,72.6906,502.412697566,131.278109625,3.80136362156,169.683680859,211.793041439,92,36.2087107465,44.6966,169.735986233,6.72026183101,150.891843338,78.2278,373.079580984
565.767464325,662.208890146,171.682,171.851,93,0.71564,-175.256,73.0955,518.088801136,191.295545726,3.70370238472,171.69279021,211.033600406,93,50.9728806551,44.8775,171.748227363,33.7970568907,269.482169737,72.2741,399.106391026
439.204903512,605.653499402,173.122,173.306,94,0.737084,-176.685,73.5887,536.681467523,119.752975496,3.86635568589,173.140015847,215.920105558,94,31.215267405,45.0372,173.196791554,112.836916202,267.933192754,77.5016,408.698464969
583.612527437,735.384374003,174.667,174.848,95,0.721714,-178.253,74.097,580.044753457,144.464735078,3.92469550425,174.684089841,219.295700188,95,90.1549862464,45.241,174.742604956,114.802236838,256.144874444,80.8672,436.706152706
513.476335263,607.439486612,176.189,176.384,96,0.747673,-179.816,74.5576,498.832865325,149.050515189,3.92029403008,176.205648465,205.799279612,96,31.3817026434,45.3887,176.269819252,97.9243773067,321.604419847,79.4544,460.464987655
707.599393806,711.669657786,178.02,178.194,97,0.75378,-181.544,74.9905,625.568333898,204.155688879,3.72002334727,178.029686202,224.127084078,97,70.9356162788,45.4957,178.083111882,69.0774087541,311.25599439,68.749,477.12425513
489.4854986,594.246266892,179.421,179.602,98,0.786332,-183.105,75.4126,513.509358892,136.990869117,3.93765049108,179.437093686,212.610310678,98,23.8376704062,45.661,179.497231558,89.2968766323,278.943039777,82.5662,483.483244208
608.505700357,664.56696765,180.394,180.588,99,0.738667,-184.05,75.8391,510.774603355,167.265722154,3.9651017634,180.414896854,207.035750888,99,73.7255160119,45.8213,180.471832801,47.3511987356,265.821509024,81.8147,418.7306613
532.818513425,702.960718043,182.412,182.613,100,0.741409,-186.083,76.2965,594.003884985,178.18760439,3.99631294518,182.429917547,215.095547238,100,103.899452344,45.943,182.494143595,8.56577319371,249.295991925,84.4479,448.335022921
578.85060031,676.75629893,184.099,184.281,101,0.758499,-187.731,76.686,563.672670141,173.587925906,3.92392721227,184.114703701,209.75026251,101,60.8404874819,46.0645,184.168068425,57.1253055766,357.983310773,78.4358,443.614610731
369.334770618,673.63361908,185.624,185.812,102,0.768045,-189.294,77.0905,543.478404488,122.835165732,4.09195436602,185.64574539,208.366615337,102,89.4321051677,46.2232,185.699500689,5.2619824746,183.078413315,91.5959,396.31948137
570.753427473,715.467222661,187.218,187.411,103,0.75148,-190.89,77.5504,628.505320883,192.659169555,3.98613284919,187.239259889,219.072502301,103,51.1289378976,46.3525,187.296048715,64.7680018535,307.832663714,81.8816,455.432356853
629.934260835,857.732805308,188.802,188.989,104,0.729377,-192.399,77.9682,686.954984436,182.168072109,4.16316897614,188.805763197,225.664996305,104,95.3055051607,46.4992,188.862848781,39.1244774113,325.995341293,92.5695,429.869909933
686.742328042,919.501203507,189.308,189.494,105,0.757471,-193.018,78.3748,794.710257647,206.370168107,4.13264559686,189.326707744,226.669145755,105,90.1228652932,46.5677,189.378886187,77.2521257019,341.505050139,92.588,506.850477091
637.842349068,744.612508244,192.051,192.237,106,0.757217,-195.712,78.7563,586.239683548,201.533290762,4.1341597004,192.070263985,216.807146744,106,85.1123537555,46.7096,192.133980465,46.0961235251,331.094011783,90.1783,435.572790197
612.865535445,659.877764881,193.022,193.216,107,0.788015,-196.631,79.1075,501.276912599,145.160534426,4.18846809131,193.038289202,208.280846696,107,43.1995971644,46.8702,193.101508605,95.8635352318,398.167810243,97.4925,432.719597516
528.100840289,778.406141789,193.757,193.977,108,0.766681,-197.484,79.4824,576.211061017,143.028814634,4.20398893288,193.770757347,214.181726436,108,90.086746943,46.9962,193.841909642,32.7636553151,226.907958319,93.3155,406.673394389
626.604582943,908.197566632,195.621,195.842,109,0.73235,-199.396,79.942,754.868314251,185.864473538,4.28397975253,195.647782126,228.826180698,109,63.3644423357,47.094,195.728111113,23.3335033502,391.957100029,92.5306,597.829129729
765.117082036,778.89368422,196.92,197.125,110,0.70326,-200.685,80.3637,544.634441071,226.042950175,4.33347085346,196.931005316,216.095229959,110,44.7780843875,47.235,197.004604328,39.3091735143,311.030013056,103.76,464.615571202
632.343856284,905.863074739,198.629,198.872,111,0.739771,-202.398,80.7768,491.958880356,187.889128514,4.15571016684,198.642937076,197.64754663,111,126.081834631,47.3056,198.734620124,111.196320456,390.720387463,93.8297,281.854510362
575.967745075,734.104289474,199.784,200.004,112,0.699028,-203.547,81.1256,527.702312406,184.549176765,4.22281526567,199.800909081,211.34854697,112,79.254124495,47.4089,199.873830191,7.90571702854,280.188507798,93.1613,458.055350636
476.701855435,539.782600806,201.169,201.383,113,0.694233,-204.999,81.4828,448.395482822,142.97791372,4.29203239319,201.189147674,197.455700217,113,26.0859935795,47.5053,201.255693332,41.9536457551,222.013819166,97.2858,393.666666424
591.576656802,722.790911977,202.521,202.735,114,0.687571,-206.239,81.8528,461.986677702,185.256374313,4.36326736612,202.533718114,200.888883141,114,65.423803455,47.6025,202.619223395,9.36614502914,219.191613007,97.1219,404.400465313
598.369111324,649.648880935,204.167,204.373,115,0.733683,-208.039,82.3377,552.858416407,216.263953083,4.47954532723,204.188652349,217.519932747,115,64.5025598138,47.7212,204.262222442,8.10800007415,310.903361104,113.273,447.072336727
477.941509142,803.280513668,205.252,205.488,116,0.740512,-209.126,82.7274,639.97424052,68.7341627619,4.37198539691,205.267032351,226.089812403,116,78.0429015486,47.8118,205.355790073,305.497265676,426.102728459,98.89,421.346552572
644.434872404,1143.09413801,206.658,206.877,117,0.722028,-210.485,83.1029,739.916481339,153.001263196,4.35429199349,206.677081998,219.155961285,117,238.823835202,47.9151,206.756062183,123.621170912,347.815447962,105.226,324.658079206
640.51453366,644.275145815,208.145,208.352,118,0.682355,-212.034,83.4976,423.320793117,232.379834937,4.46087620798,208.154827495,186.791071186,118,87.9685161166,48.03,208.230076379,16.024947782,382.730230389,113.544,241.89490871
566.28635577,675.146266146,209.352,209.571,119,0.716174,-213.239,83.8193,472.812923492,158.7358923,4.3888110223,209.365955913,195.83241674,119,97.6877783954,48.1024,209.448418794,15.5266289279,243.554292216,105.508,282.416541444
482.934413486,536.353767854,211.06,211.291,120,0.686914,-214.905,84.1997,405.037155467,131.373158847,4.46524321547,211.074453293,182.736727101,120,81.657136338,48.2095,211.159257754,42.5266339673,221.921322809,108.52,157.906195396
549.122400673,795.99093169,212.414,212.622,121,0.714179,-216.211,84.5025,554.103852967,171.744355508,4.45613865614,212.437533992,203.265352243,121,119.026420545,48.3041,212.514873912,9.38217519759,255.298994087,108.177,169.205417773
636.680697739,557.555101489,213.351,213.572,122,0.688617,-217.152,84.8376,457.104265639,210.1351485,4.48782175759,213.359753555,191.745185565,122,59.603638753,48.4201,213.438284,4.45973402637,242.949054637,104.175,321.398507125
543.456471389,501.166546394,214.673,214.869,123,0.703389,-218.481,85.2354,419.707037631,182.170659389,4.59849357157,214.687664805,191.662578847,123,36.2655831838,48.5589,214.75396728,35.1874737997,241.795831839,114.499,365.830302607
560.721001988,513.240805942,215.377,215.607,124,0.686697,-219.278,85.6606,437.585891315,137.75157862,4.70182068683,215.401308347,195.127458354,124,38.2753140693,48.6813,215.488633349,135.911960392,314.472668114,121.815,305.390652935
594.548109741,564.222422621,215.806,216.028,125,0.692525,-219.67,86.0687,395.260582936,160.113775759,4.55666787163,215.823952297,184.7036615,125,77.6891632473,48.7782,215.915025681,60.9990510254,279.184751204,112.689,257.123248799
578.334163527,500.697568141,217.446,217.633,126,0.694782,-221.255,86.3797,411.197510694,151.975915948,4.57290321346,217.457474693,186.03859996,126,88.119010348,48.9423,217.517479722,70.4598482714,238.970959525,110.805,205.987922723
640.186078561,589.705818876,218.438,218.651,127,0.727065,-222.351,86.7592,350.310569464,157.253665525,4.66848978109,218.456391117,164.427190229,127,144.96054055,49.0559,218.527660272,8.88338595548,179.313075046,109.848,204.013538813
545.624245493,590.531836833,220.069,220.304,128,0.735831,-224.041,87.093,345.362436128,167.539508407,4.72325937956,220.088841818,167.137972551,128,130.159381122,49.1984,220.164260007,98.8943197214,301.425893346,117.223,189.105925509
