Epoch,AverageY,AverageQLoss,AveragePolicySurr,Iteration,AverageAbsQ,AverageDiscountedReturn,StdEsReturn,AverageAbsQYDiff,MaxReturn,AverageEsReturn,AverageReturn,StdReturn,AverageQ,MaxEsReturn,MinReturn,QFunRegParamNorm,AverageAction,PolicyRegParamNorm,MinEsReturn,AverageAbsY
900,279.197706799,304.45,-305.403,900,280.046,99.9956828753,18.0335175779,5.2663205802,1000.0,25.9473684211,1000.0,0.0,279.216,102.0,1000.0,345.782,0.646647,122.435,2.0,279.286972394
901,277.942050361,250.944,-303.674,901,278.724,99.9956828753,18.0483484945,4.98431961094,1000.0,29.8787878788,1000.0,0.0,277.944,72.0,1000.0,345.787,0.77817,122.534,3.0,278.029871555
902,275.696278145,283.666,-301.569,902,276.565,99.9956828753,26.110803865,5.32840090761,1000.0,35.1379310345,1000.0,0.0,275.697,104.0,1000.0,345.739,0.707801,122.622,3.0,275.778690515
903,274.021705699,296.794,-300.367,903,274.92,99.9956828753,21.3561442671,5.3481753931,1000.0,28.8285714286,1000.0,0.0,274.039,85.0,1000.0,345.693,0.79682,122.687,3.0,274.115708821
904,273.86718285,291.504,-298.944,904,274.661,99.0375746074,18.7635514143,5.13130078653,1000.0,23.3095238095,781.230769231,268.470641239,273.879,69.0,232.0,345.695,0.665318,122.749,2.0,273.948383825
905,272.572041423,277.184,-297.85,905,273.455,99.9956828753,19.0130622835,5.25285099275,1000.0,26.2368421053,1000.0,0.0,272.576,93.0,1000.0,345.64,0.741246,122.817,3.0,272.634635972
906,271.458886701,244.569,-295.744,906,272.253,99.9785280927,14.261675894,4.83329497277,1000.0,21.0208333333,959.818181818,107.860025607,271.479,56.0,624.0,345.632,0.672576,122.881,3.0,271.547817754
907,269.184293514,280.341,-294.622,907,269.921,99.9223077627,18.459077126,4.99747988217,1000.0,23.9761904762,952.636363636,149.776969177,269.167,98.0,479.0,345.569,0.76498,122.968,3.0,269.234348176
908,268.327009797,259.816,-293.374,908,269.132,99.9956828753,13.16402628,4.88618790906,1000.0,21.5434782609,1000.0,0.0,268.344,58.0,1000.0,345.561,0.783862,123.046,4.0,268.414084613
909,266.871505077,262.744,-292.148,909,267.736,99.9956828753,22.2570297165,5.04061002747,1000.0,24.1219512195,1000.0,0.0,266.875,108.0,1000.0,345.544,0.700591,123.12,4.0,266.967340345
910,266.104406686,247.5,-291.243,910,266.876,99.9956828753,19.3998180707,4.90771566,1000.0,20.0,1000.0,0.0,266.112,122.0,1000.0,345.505,0.722075,123.167,4.0,266.176339941
911,265.050904364,231.023,-289.518,911,265.804,99.9956828753,17.1326376465,4.81144150777,1000.0,18.0,1000.0,0.0,265.048,94.0,1000.0,345.568,0.692148,123.195,3.0,265.131227443
912,263.347084062,252.602,-288.188,912,264.219,99.9956828753,18.0888974252,5.01848778339,1000.0,18.9423076923,1000.0,0.0,263.367,86.0,1000.0,345.604,0.661083,123.206,3.0,263.440521625
913,261.735156956,241.205,-287.081,913,262.492,91.8161339945,15.0794485684,4.6884181291,1000.0,21.5957446809,773.846153846,368.530730616,261.728,65.0,46.0,345.602,0.597437,123.22,4.0,261.82772149
914,260.995602238,265.901,-285.484,914,261.799,99.0368005032,11.5006793278,4.96875917674,1000.0,15.875,888.25,253.360127421,261.011,59.0,227.0,345.576,0.614255,123.271,3.0,261.084448414
915,260.281717728,232.478,-284.779,915,261.005,97.9828772753,16.7040283735,4.73081740668,1000.0,18.7358490566,922.727272727,244.357819195,260.288,64.0,150.0,345.537,0.684362,123.316,3.0,260.356995518
916,258.562159792,271.625,-283.166,916,259.432,94.2239224085,14.5473938101,5.1850340159,1000.0,19.2,597.764705882,331.308196559,258.577,69.0,149.0,345.52,0.611044,123.37,3.0,258.6232258
917,257.858188014,249.085,-282.253,917,258.712,88.3645262437,29.5814337802,5.05137980057,1000.0,22.7142857143,314.181818182,195.722663178,257.859,147.0,36.0,345.536,0.569401,123.441,3.0,257.940086861
918,256.803193039,236.144,-281.217,918,257.618,95.0441159336,22.80298672,4.82930556796,1000.0,23.976744186,496.80952381,259.387854297,256.792,135.0,122.0,345.58,0.540522,123.475,4.0,256.871244934
919,255.467777118,213.002,-279.69,919,256.194,86.5290489485,25.4682863345,4.38088919052,1000.0,29.8181818182,323.838709677,236.207685649,255.479,99.0,99.0,345.58,0.557652,123.499,4.0,255.559650556
920,253.627580133,244.925,-278.189,920,254.469,97.4498513469,15.1349338422,4.91375284294,1000.0,20.4897959184,802.615384615,283.49726317,253.628,85.0,117.0,345.561,0.558582,123.53,3.0,253.684646654
921,253.439724745,230.831,-277.042,921,254.205,99.9956828753,15.216478983,4.66419859118,1000.0,20.5208333333,1000.0,0.0,253.442,68.0,1000.0,345.534,0.555266,123.553,3.0,253.50960927
922,251.474974958,221.088,-275.28,922,252.252,99.9956828753,15.4433007187,4.7169788773,1000.0,17.8245614035,1000.0,0.0,251.488,72.0,1000.0,345.583,0.571035,123.569,3.0,251.544609144
923,251.00992634,225.761,-274.026,923,251.806,99.9956828753,14.3902358872,4.60974473567,1000.0,16.7666666667,1000.0,0.0,251.012,69.0,1000.0,345.651,0.568414,123.624,3.0,251.0977589
924,249.94555378,181.409,-272.982,924,250.636,99.9956828753,13.5621522182,4.04830130637,1000.0,15.4761904762,1000.0,0.0,249.945,67.0,1000.0,345.69,0.584458,123.668,3.0,250.037153543
925,248.980203782,221.546,-271.839,925,249.832,99.9956828753,19.9684533811,4.72063887984,1000.0,22.0,1000.0,0.0,248.975,102.0,1000.0,345.655,0.556805,123.699,4.0,249.067449497
926,247.779143883,203.548,-270.574,926,248.511,99.9956828753,10.6658157396,4.39116774123,1000.0,15.5806451613,1000.0,0.0,247.798,54.0,1000.0,345.618,0.616936,123.737,3.0,247.847066979
927,246.302585663,222.858,-269.365,927,247.037,99.9956828753,13.8728624939,4.65660578661,1000.0,18.1607142857,1000.0,0.0,246.307,59.0,1000.0,345.594,0.56279,123.715,3.0,246.365399405
928,245.329224896,217.664,-268.443,928,246.042,97.2172743795,10.878737922,4.47684766459,1000.0,14.7142857143,864.25,303.952881491,245.34,53.0,147.0,345.591,0.555583,123.775,3.0,245.384050645
929,244.812246076,199.256,-267.422,929,245.483,99.9956828753,11.7633120423,4.35181159728,1000.0,14.2857142857,1000.0,0.0,244.817,58.0,1000.0,345.619,0.618316,123.815,3.0,244.873741675
930,243.56120501,206.8,-266.273,930,244.272,99.9956828753,12.3802904688,4.4056122344,1000.0,16.2258064516,1000.0,0.0,243.572,53.0,1000.0,345.64,0.54134,123.824,3.0,243.625897834
931,242.3517384,221.709,-264.985,931,243.113,99.9956828753,15.431299362,4.62937155038,1000.0,15.5,1000.0,0.0,242.348,100.0,1000.0,345.673,0.656371,123.85,2.0,242.415221816
932,241.496197693,230.34,-263.168,932,242.242,89.1057526155,11.5738160941,4.72033405745,1000.0,14.9552238806,679.9375,380.962837549,241.5,58.0,23.0,345.655,0.614776,123.897,3.0,241.563371811
933,240.518408115,239.061,-262.181,933,241.203,99.9956828753,11.7684470805,4.7646142977,1000.0,15.5873015873,1000.0,0.0,240.508,67.0,1000.0,345.66,0.585843,123.879,4.0,240.562626163
934,239.033935343,259.22,-260.929,934,239.793,99.9956828753,11.6823663271,5.22911992904,1000.0,14.2676056338,1000.0,0.0,239.029,56.0,1000.0,345.69,0.597492,123.879,3.0,239.081340485
935,237.753184765,207.04,-259.929,935,238.538,99.9956828753,9.35951409507,4.48996771083,1000.0,14.6086956522,1000.0,0.0,237.78,41.0,1000.0,345.637,0.586654,123.959,3.0,237.816630445
936,237.13932921,201.212,-258.843,936,237.903,99.9956828753,12.2128460838,4.35745977063,1000.0,15.0153846154,1000.0,0.0,237.132,58.0,1000.0,345.669,0.478717,123.974,4.0,237.20607608
937,235.974211191,188.719,-257.52,937,236.668,99.9956828753,13.454833495,4.21992291628,1000.0,18.9230769231,1000.0,0.0,235.987,61.0,1000.0,345.656,0.53314,123.973,4.0,236.047836127
938,234.367263731,187.835,-256.612,938,235.084,99.9956828753,11.3804542629,4.1936439569,1000.0,16.4285714286,1000.0,0.0,234.369,67.0,1000.0,345.679,0.502178,124.006,3.0,234.440485914
939,234.263183577,183.46,-255.839,939,235.016,99.9956828753,11.6312928795,4.2652976875,1000.0,15.8253968254,1000.0,0.0,234.261,69.0,1000.0,345.711,0.419285,124.099,3.0,234.312227583
940,232.640583764,177.777,-254.557,940,233.265,99.9733147627,12.1579580262,4.08109297524,1000.0,17.3859649123,963.272727273,116.141834064,232.644,58.0,596.0,345.704,0.375176,124.134,4.0,232.683851258
941,231.817518184,191.467,-253.183,941,232.529,98.7653890942,12.3623402162,4.2709766358,1000.0,15.5846153846,844.583333333,276.308540806,231.814,53.0,204.0,345.703,0.510482,124.194,3.0,231.876948594
942,230.844460585,171.713,-252.368,942,231.533,95.1708548396,10.6603686762,4.0126254448,1000.0,13.5616438356,689.066666667,333.992109022,230.854,75.0,116.0,345.694,0.507894,124.223,4.0,230.912630431
943,230.07489952,200.626,-251.663,943,230.835,97.1957447138,10.8382249553,4.34788769068,1000.0,11.7619047619,540.210526316,250.007700712,230.076,75.0,227.0,345.72,0.594836,124.233,3.0,230.119045107
944,229.199278679,169.575,-250.582,944,229.842,99.9797372926,13.4869721715,3.96816055997,1000.0,15.1641791045,948.090909091,107.102715818,229.206,78.0,640.0,345.67,0.57983,124.24,4.0,229.233806512
945,228.655767966,198.459,-249.923,945,229.38,99.9956828753,16.2567097607,4.2815829306,1000.0,18.0714285714,1000.0,0.0,228.651,110.0,1000.0,345.693,0.533093,124.244,3.0,228.691434615
946,227.225991805,180.217,-248.699,946,227.961,99.9956828753,10.5163678549,4.20395411246,1000.0,14.3188405797,1000.0,0.0,227.232,56.0,1000.0,345.719,0.549649,124.263,3.0,227.261120616
947,226.580576264,171.31,-247.265,947,227.145,99.9956828753,8.94342647572,3.95613761295,1000.0,14.5652173913,1000.0,0.0,226.578,39.0,1000.0,345.717,0.411007,124.317,3.0,226.615018148
948,225.487586583,185.868,-246.289,948,226.214,99.9956828753,8.99374782835,4.17430042764,1000.0,16.75,1000.0,0.0,225.502,39.0,1000.0,345.676,0.384593,124.332,4.0,225.520936042
949,224.575998302,175.914,-245.111,949,225.202,99.9956828753,15.8209966706,3.9122660923,1000.0,16.9661016949,1000.0,0.0,224.571,105.0,1000.0,345.647,0.344704,124.339,3.0,224.620583402
950,223.44204532,172.236,-243.995,950,224.035,99.9956828753,15.6667873175,3.93412267447,1000.0,19.1153846154,1000.0,0.0,223.448,60.0,1000.0,345.68,0.40309,124.356,3.0,223.481962555
951,222.357745292,185.189,-243.147,951,223.054,99.9956828753,14.7641389177,4.21645730386,1000.0,14.6666666667,1000.0,0.0,222.364,74.0,1000.0,345.707,0.405623,124.356,3.0,222.400915678
952,221.867743886,156.811,-242.782,952,222.549,99.9956828753,20.1571030105,3.93196954563,1000.0,19.8653846154,1000.0,0.0,221.871,95.0,1000.0,345.743,0.407999,124.388,3.0,221.907610549
953,221.342956258,189.761,-241.726,953,222.004,99.9956828753,10.0488670356,4.21603504441,1000.0,12.3950617284,1000.0,0.0,221.338,43.0,1000.0,345.761,0.434301,124.415,3.0,221.400029456
954,220.282493606,178.534,-240.505,954,221.06,99.9956828753,11.9679275102,4.21450486054,1000.0,11.9066666667,1000.0,0.0,220.289,61.0,1000.0,345.76,0.452189,124.454,3.0,220.338043899
955,219.768940473,183.88,-239.686,955,220.49,99.9956828753,19.3421318986,4.24976542209,1000.0,16.3880597015,1000.0,0.0,219.775,112.0,1000.0,345.683,0.375549,124.458,2.0,219.82100201
956,219.017360426,162.055,-239.588,956,219.672,99.9956828753,16.031154632,3.93232679303,1000.0,16.2580645161,1000.0,0.0,219.015,76.0,1000.0,345.709,0.370289,124.468,3.0,219.079377716
957,218.370897977,172.46,-238.488,957,219.019,99.9956828753,9.81835016691,4.11070451673,1000.0,13.2,1000.0,0.0,218.372,49.0,1000.0,345.737,0.385292,124.475,3.0,218.426605907
958,217.402894639,167.527,-237.569,958,218.047,99.9956828753,13.0432639586,3.92170605921,1000.0,13.9571428571,1000.0,0.0,217.401,59.0,1000.0,345.693,0.410462,124.524,3.0,217.438579376
959,216.725793301,151.161,-237.331,959,217.39,99.9956828753,11.3532966328,3.89311813707,1000.0,11.8965517241,1000.0,0.0,216.726,56.0,1000.0,345.717,0.537655,124.542,3.0,216.751890438
960,215.161876963,172.988,-236.509,960,215.819,99.9956828753,11.6613397311,4.11537867807,1000.0,13.012987013,1000.0,0.0,215.159,57.0,1000.0,345.687,0.429193,124.568,3.0,215.188440975
961,215.240733037,185.564,-235.649,961,215.855,99.9956828753,11.9394701576,4.12699223016,1000.0,13.4794520548,1000.0,0.0,215.247,59.0,1000.0,345.705,0.485894,124.572,2.0,215.270382149
962,214.893350044,166.329,-235.158,962,215.587,99.9956828753,15.2833491207,4.00831886767,1000.0,14.5507246377,1000.0,0.0,214.903,96.0,1000.0,345.679,0.406896,124.592,3.0,214.919532077
963,213.895265824,174.05,-233.72,963,214.578,87.7845560858,15.3063841389,4.06005357279,1000.0,17.2321428571,784.230769231,394.04102751,213.895,79.0,48.0,345.705,0.397395,124.608,3.0,213.93300701
964,213.328072238,172.821,-232.874,964,213.963,99.9956828753,16.6941852818,4.04389937717,1000.0,13.7466666667,1000.0,0.0,213.33,92.0,1000.0,345.678,0.540708,124.618,3.0,213.355351245
965,212.297289729,152.624,-231.405,965,212.943,98.9136427863,10.4894124918,3.90958198412,1000.0,11.1648351648,687.333333333,272.284083674,212.296,63.0,238.0,345.721,0.475436,124.61,3.0,212.33436428
966,210.961795935,208.044,-229.76,966,211.67,84.0968495059,9.71582938921,4.47921929889,1000.0,10.4947368421,376.740740741,283.927950249,210.985,60.0,19.0,345.768,0.551576,124.62,3.0,211.006357961
967,209.421462897,222.474,-228.195,967,210.124,99.9956828753,7.3674410968,4.56391633653,1000.0,9.91089108911,1000.0,0.0,209.413,35.0,1000.0,345.745,0.550151,124.676,3.0,209.531888259
968,208.348790311,192.158,-227.28,968,209.153,99.9956828753,10.4712301585,4.40372438437,1000.0,10.8461538462,1000.0,0.0,208.349,59.0,1000.0,345.783,0.505972,124.716,3.0,208.514396795
969,207.086391209,165.217,-226.283,969,207.884,99.9956828753,13.3637719226,4.21256652826,1000.0,18.64,1000.0,0.0,207.087,53.0,1000.0,345.74,0.480053,124.76,4.0,207.241229245
970,206.628923471,152.529,-225.555,970,207.312,99.9956828753,27.6652880568,4.15848690165,1000.0,30.0571428571,1000.0,0.0,206.636,144.0,1000.0,345.671,0.525101,124.801,6.0,206.769166792
971,205.403482444,155.358,-224.786,971,206.147,99.9956828753,30.3583962393,4.17781083459,1000.0,34.3666666667,1000.0,0.0,205.42,124.0,1000.0,345.623,0.540793,124.866,3.0,205.520026234
972,204.703153515,164.099,-224.221,972,205.362,99.9956828753,19.0328630674,4.25285873563,1000.0,21.7111111111,1000.0,0.0,204.692,82.0,1000.0,345.691,0.588654,124.885,2.0,204.78746668
973,204.911936957,160.811,-223.859,973,205.618,99.9956828753,17.3117338404,4.18966648321,1000.0,26.0810810811,1000.0,0.0,204.911,67.0,1000.0,345.677,0.402933,124.927,4.0,204.967956654
974,204.31438647,143.675,-223.477,974,204.939,99.9956828753,24.609605656,3.9645222192,1000.0,31.9393939394,1000.0,0.0,204.314,96.0,1000.0,345.655,0.20793,124.941,3.0,204.361051227
975,203.746445862,142.4,-222.939,975,204.363,99.9956828753,18.0052341455,3.8928580333,1000.0,17.6607142857,1000.0,0.0,203.751,78.0,1000.0,345.649,0.412276,124.956,3.0,203.793282566
976,202.51866471,153.214,-221.52,976,203.184,99.9956828753,22.8634567448,4.14888931226,1000.0,27.6111111111,1000.0,0.0,202.525,99.0,1000.0,345.604,0.490142,125.025,3.0,202.55445895
977,201.854178205,144.628,-220.52,977,202.483,99.9956828753,23.453394816,3.9193285368,1000.0,28.2222222222,1000.0,0.0,201.852,113.0,1000.0,345.631,0.482332,125.052,3.0,201.888592961
978,201.644459452,147.139,-220.159,978,202.286,99.9956828753,20.7378729623,3.8876925611,1000.0,25.125,1000.0,0.0,201.647,88.0,1000.0,345.609,0.610727,125.08,3.0,201.679642234
979,200.937869419,136.443,-219.118,979,201.546,99.9956828753,30.8205803423,3.77051147518,1000.0,30.0303030303,1000.0,0.0,200.941,125.0,1000.0,345.633,0.617481,125.107,2.0,200.985534218
980,199.770808971,135.873,-218.193,980,200.413,99.9956828753,17.5329557366,3.81767604887,1000.0,21.8260869565,1000.0,0.0,199.775,88.0,1000.0,345.649,0.591455,125.128,4.0,199.812150581
981,198.502125181,153.289,-217.002,981,199.153,99.9956828753,16.1186467827,3.79485435244,1000.0,21.3829787234,1000.0,0.0,198.497,90.0,1000.0,345.671,0.784994,125.144,6.0,198.546644038
982,198.169489618,131.533,-216.065,982,198.785,99.9956828753,26.8441611455,3.62250205755,1000.0,22.5681818182,1000.0,0.0,198.183,137.0,1000.0,345.685,0.601188,125.183,2.0,198.204119165
983,197.895941378,124.406,-215.465,983,198.587,99.9956828753,17.7329508153,3.68777709756,1000.0,23.2325581395,1000.0,0.0,197.892,85.0,1000.0,345.671,0.562858,125.221,3.0,197.931658477
984,196.511251581,144.12,-214.309,984,197.113,99.9956828753,20.7126627936,3.79136064277,1000.0,20.16,1000.0,0.0,196.517,117.0,1000.0,345.698,0.618702,125.306,3.0,196.5597001
985,195.898931314,140.317,-213.976,985,196.564,99.9956828753,20.8737702803,3.76304230374,1000.0,20.2857142857,1000.0,0.0,195.911,108.0,1000.0,345.698,0.446583,125.344,2.0,195.939084711
986,194.885611269,136.206,-212.776,986,195.513,99.9956828753,12.5888108032,3.73684349571,1000.0,14.6911764706,1000.0,0.0,194.887,63.0,1000.0,345.691,0.577074,125.405,3.0,194.935117842
987,193.94467472,138.961,-211.633,987,194.543,99.9956828753,14.4127327008,3.68144874493,1000.0,15.1076923077,1000.0,0.0,193.945,73.0,1000.0,345.678,0.63188,125.49,3.0,194.010383436
988,193.464807203,134.368,-211.287,988,194.198,99.9956828753,15.4874659805,3.6906208447,1000.0,16.0967741935,1000.0,0.0,193.46,77.0,1000.0,345.706,0.560085,125.551,3.0,193.534623764
989,192.622960385,127.258,-210.264,989,193.31,99.9956828753,15.6164792095,3.55567814872,1000.0,17.9473684211,1000.0,0.0,192.622,76.0,1000.0,345.738,0.601641,125.584,3.0,192.712235112
990,192.29297268,137.737,-209.349,990,192.971,99.9956828753,13.3387040223,3.61980050249,1000.0,13.8115942029,1000.0,0.0,192.297,83.0,1000.0,345.753,0.623077,125.579,3.0,192.402782417
991,191.120556732,124.991,-208.214,991,191.77,99.9956828753,16.0776091042,3.57008635481,1000.0,17.3220338983,1000.0,0.0,191.127,73.0,1000.0,345.806,0.575255,125.61,3.0,191.21268254
992,190.592543695,129.229,-207.525,992,191.183,95.3561351235,12.8310344619,3.48401739176,1000.0,15.303030303,822.153846154,326.841492083,190.593,53.0,115.0,345.792,0.619767,125.635,3.0,190.657381214
993,189.314614589,122.443,-206.655,993,189.967,66.2017465001,12.1532885321,3.59202982566,339.0,11.9411764706,127.012658228,67.9239138126,189.322,71.0,38.0,345.809,0.5611,125.673,2.0,189.41916027
994,188.748179591,139.654,-205.626,994,189.391,58.1501763285,11.5488281884,3.76204387531,305.0,14.6470588235,102.153061224,61.1220512065,188.754,62.0,23.0,345.849,0.613954,125.683,3.0,188.812167181
995,188.014338279,134.825,-204.954,995,188.584,72.6823489758,18.3859164638,3.70343383325,549.0,16.393442623,160.761904762,99.2733462663,188.016,111.0,46.0,345.871,0.633171,125.714,3.0,188.075881157
996,187.286659751,131.598,-204.051,996,187.933,58.6082812572,10.3563227346,3.65001339678,360.0,12.1219512195,102.581632653,64.4812776924,187.29,49.0,40.0,345.856,0.708328,125.733,3.0,187.341916926
997,186.534701116,161.21,-202.795,997,187.199,78.4435827778,22.5148700862,4.10357000357,333.0,25.075,171.305084746,64.2485254694,186.546,116.0,50.0,345.83,0.638441,125.751,3.0,186.597416917
998,185.630422231,153.939,-202.244,998,186.293,66.57791071,14.0900771267,4.02767362648,341.0,15.46875,123.192771084,59.6104741001,185.638,70.0,43.0,345.837,0.627375,125.788,3.0,185.688083918
999,184.89474926,119.244,-201.738,999,185.464,58.9757979758,17.1063826018,3.47580690042,205.0,16.6229508197,92.9444444444,31.1382322262,184.885,79.0,37.0,345.817,0.523681,125.827,3.0,184.959329524
1000,183.681030101,121.433,-200.644,1000,184.314,78.9140548438,15.3202265832,3.61986508134,658.0,14.7647058824,197.882352941,120.466030857,183.678,82.0,63.0,345.847,0.451758,125.88,3.0,183.750403748
1001,183.861220197,123.594,-200.306,1001,184.45,77.2112518695,15.3340697238,3.68781027526,550.0,19.7346938776,178.859649123,95.7928024613,183.865,80.0,89.0,345.83,0.55056,125.906,3.0,183.910575268
1002,182.815922471,127.756,-199.992,1002,183.482,77.7887544222,15.0600036832,3.65651366687,424.0,16.09375,174.310344828,79.854438025,182.814,68.0,81.0,345.855,0.583478,125.892,3.0,182.848140989
1003,182.632843266,118.657,-199.391,1003,183.226,87.7505832176,15.8967917172,3.52187644854,700.0,15.9206349206,264.815789474,143.866139402,182.636,84.0,83.0,345.857,0.608822,125.92,3.0,182.676687182
1004,182.120896861,100.664,-198.788,1004,182.628,79.1206791143,16.0174244392,3.24853485032,540.0,16.8644067797,200.24,106.839985024,182.123,66.0,44.0,345.805,0.640526,125.954,3.0,182.153073529
1005,182.221605372,117.838,-198.483,1005,182.793,99.9956828753,15.8403405547,3.54050788356,1000.0,16.4833333333,1000.0,0.0,182.225,81.0,1000.0,345.746,0.529089,125.97,3.0,182.247772257
1006,181.596711207,119.327,-197.98,1006,182.222,98.9517007068,16.0379469572,3.64949955226,1000.0,17.0677966102,611.470588235,237.325816658,181.597,106.0,301.0,345.676,0.547335,125.975,3.0,181.623514234
1007,180.490674118,107.923,-197.01,1007,181.036,93.207646827,16.2337426369,3.43301874138,1000.0,20.16,411.0,239.018325657,180.495,79.0,100.0,345.659,0.568814,125.984,3.0,180.517551567
1008,179.904796025,107.346,-196.402,1008,180.377,90.6826151605,15.1537137799,3.26300894844,962.0,18.0363636364,376.37037037,232.374242875,179.903,66.0,84.0,345.663,0.528895,125.974,3.0,179.936631088
1009,179.786885138,119.934,-195.709,1009,180.389,97.2416104726,20.8518680218,3.5364939599,1000.0,20.14,663.3125,268.171987433,179.788,98.0,98.0,345.631,0.514367,125.958,3.0,179.810961198
1010,178.873754675,125.592,-195.082,1010,179.405,95.3245529592,14.3026666434,3.58587796911,944.0,14.9701492537,456.818181818,210.365836399,178.882,83.0,112.0,345.602,0.517101,125.932,3.0,178.912656943
1011,178.539603379,111.351,-194.805,1011,179.104,97.735144677,16.9862812047,3.46261264825,1000.0,14.9402985075,667.4,274.37074674,178.538,91.0,185.0,345.601,0.541733,125.94,3.0,178.568920069
1012,178.325661715,118.957,-194.014,1012,178.883,96.3561324758,15.7074657457,3.41304847875,1000.0,21.2826086957,527.0,265.422681774,178.323,64.0,173.0,345.635,0.541698,125.972,3.0,178.378649999
1013,177.951160077,102.705,-193.655,1013,178.516,99.6009016448,19.3648500473,3.1980692256,1000.0,22.8409090909,937.454545455,197.786093654,177.947,95.0,312.0,345.596,0.485142,125.966,3.0,177.987084919
1014,177.126998926,109.806,-192.79,1014,177.688,99.9956828753,15.229603685,3.34924937623,1000.0,25.5384615385,1000.0,0.0,177.123,66.0,1000.0,345.616,0.390561,125.991,4.0,177.160149009
1015,176.816320639,125.832,-192.749,1015,177.449,99.9956828753,14.8677253202,3.62850654074,1000.0,18.0727272727,1000.0,0.0,176.825,70.0,1000.0,345.587,0.533272,125.997,3.0,176.852924204
1016,176.29504231,114.614,-191.763,1016,176.844,99.9956828753,15.2777697895,3.49791885861,1000.0,16.4677419355,1000.0,0.0,176.287,60.0,1000.0,345.596,0.594657,126.02,3.0,176.348286138
1017,175.196610633,120.63,-191.264,1017,175.773,99.9956828753,14.8010186494,3.49215700306,1000.0,17.9642857143,1000.0,0.0,175.204,75.0,1000.0,345.631,0.543439,126.017,3.0,175.24370586
1018,174.993858952,112.048,-190.906,1018,175.603,99.9956828753,12.4653069578,3.49667203566,1000.0,14.2428571429,1000.0,0.0,174.989,57.0,1000.0,345.677,0.56078,125.995,2.0,175.039677119
1019,174.771509172,103.426,-190.346,1019,175.303,99.9956828753,17.6634192175,3.22166441331,1000.0,20.7021276596,1000.0,0.0,174.765,86.0,1000.0,345.723,0.557547,125.987,3.0,174.808164516
1020,173.863766765,102.855,-189.497,1020,174.418,99.9956828753,11.6007039911,3.39748454351,1000.0,13.8648648649,1000.0,0.0,173.884,54.0,1000.0,345.681,0.502715,126.009,2.0,173.895452591
1021,174.07406127,106.182,-189.502,1021,174.596,99.9956828753,12.9858730707,3.40149033256,1000.0,14.8307692308,1000.0,0.0,174.066,53.0,1000.0,345.691,0.529769,126.026,3.0,174.112983686
1022,172.917395452,115.297,-188.541,1022,173.485,99.9956828753,13.3411745651,3.54642713626,1000.0,13.6857142857,1000.0,0.0,172.925,88.0,1000.0,345.675,0.586021,126.078,3.0,172.959199471
1023,172.77975323,94.2979,-188.499,1023,173.286,99.9956828753,12.8756235898,3.1141143378,1000.0,14.1447368421,1000.0,0.0,172.776,84.0,1000.0,345.696,0.568337,126.111,3.0,172.822511136
1024,172.728317212,104.604,-188.191,1024,173.273,99.9956828753,14.8485863297,3.33157869022,1000.0,16.2459016393,1000.0,0.0,172.733,71.0,1000.0,345.729,0.565996,126.111,3.0,172.768134261
1025,172.600532961,105.131,-187.7,1025,173.177,99.9956828753,17.2964473762,3.32988780407,1000.0,18.1071428571,1000.0,0.0,172.596,76.0,1000.0,345.713,0.583738,126.143,3.0,172.627684057
1026,171.713614524,94.4541,-187.066,1026,172.247,99.9956828753,17.2113098963,3.13579238506,1000.0,15.8870967742,1000.0,0.0,171.714,118.0,1000.0,345.743,0.58999,126.204,3.0,171.755738835
1027,171.271227457,109.324,-186.993,1027,171.791,99.9956828753,16.5456548672,3.30428053837,1000.0,17.8245614035,1000.0,0.0,171.275,73.0,1000.0,345.745,0.530517,126.27,3.0,171.315459615
1028,171.069638271,96.464,-186.606,1028,171.585,99.9956828753,15.0135672715,3.21106775932,1000.0,17.4736842105,1000.0,0.0,171.071,64.0,1000.0,345.744,0.518772,126.264,3.0,171.102125794
1029,170.840536853,126.567,-185.375,1029,171.374,99.9956828753,16.5993066798,3.55588027904,1000.0,19.0384615385,1000.0,0.0,170.847,60.0,1000.0,345.728,0.496433,126.279,2.0,170.860967564
1030,169.862560118,172.615,-184.043,1030,170.498,99.9956828753,15.866217555,4.32509716181,1000.0,18.4363636364,1000.0,0.0,169.86,73.0,1000.0,345.724,0.54586,126.317,3.0,169.909080288
1031,168.878675963,164.072,-183.548,1031,169.436,52.0754311831,15.9827121228,3.90741311306,872.0,17.0344827586,115.75862069,134.581254823,168.887,78.0,21.0,345.703,0.581612,126.363,3.0,168.94253587
1032,167.722172856,178.855,-182.745,1032,168.346,99.9956828753,14.7836183629,4.4953533641,1000.0,17.9090909091,1000.0,0.0,167.73,73.0,1000.0,345.701,0.559571,126.386,3.0,167.788017901
1033,167.440664344,136.356,-182.47,1033,168.047,99.9956828753,11.3051838161,4.0358193355,1000.0,14.0985915493,1000.0,0.0,167.439,48.0,1000.0,345.669,0.202441,126.406,3.0,167.521049368
1034,167.622445755,109.694,-182.315,1034,168.166,32.6522848443,10.9170121344,3.6988809201,41.0,16.2698412698,39.3333333333,0.487758645984,167.621,45.0,38.0,345.717,0.402094,126.421,3.0,167.693183104
1035,166.948970455,117.556,-182.408,1035,167.525,53.8112649828,11.7906890936,3.95302640469,1000.0,12.3797468354,298.823529412,420.730350322,166.951,74.0,40.0,345.688,0.126277,126.485,3.0,167.011324334
