AverageReturn,AverageForwardProgress,AverageQLoss,PolicyRegParamNorm,AverageDiscountedReturn,AverageQ,MinEsReturn,AverageAbsY,StdForwardProgress,StdReturn,AverageAbsQYDiff,QFunRegParamNorm,MinReturn,AverageY,MaxForwardProgress,AverageEsReturn,MinForwardProgress,StdEsReturn,Epoch,AverageAction,MaxEsReturn,MaxReturn,AverageAbsQ,AveragePolicySurr
8.41992295272,0.051303742561,0.00107259,15.9291,6.18347599457,0.00359881,-6.76443726393,0.0205941550127,0.0230778226497,4.72777415808,0.028227285217,14.9696,-4.17454301352,0.0160151245453,0.116972815359,1.25607694481,-0.0100590392307,3.422632103,9,0.931518,10.6655978462,21.906640531,0.0125905,-0.00400099
-3.83091690172,-0.00276915293265,0.000115791,16.1454,-3.64598949293,0.0177462,-223.267305822,0.0266686052356,0.00343928457136,0.787855204447,0.00550294296174,15.3714,-6.32718135462,0.0178533441361,0.00847055135308,-13.4262829889,-0.0143342584632,39.5684090928,10,0.944053,14.8798839561,-1.23688618964,0.0257529,-0.0114362
-4.55955312478,-0.00264701113598,0.000195797,16.5163,-4.34196580396,0.021249,-7.48016633295,0.0398453463563,0.00338130661574,0.752553114315,0.00757605527045,15.839,-6.99516451641,0.0213527006299,0.00859805773014,-4.57207580973,-0.0136595699862,0.871090971364,11,0.999759,-0.217427375663,-2.19579862184,0.0386045,-0.0307908
-4.59160136549,-0.00279645763157,0.000195473,16.5512,-4.37329687171,0.0236672,-6.43430542969,0.0552943907982,0.0034385080175,0.767579309332,0.00742832992764,16.2193,-7.23285737473,0.0236627444798,0.00860400784302,-4.56594647316,-0.0147355703706,0.790926833924,12,0.999966,-1.50190859636,-2.01409587329,0.0544968,-0.0265028
-4.55636956987,-0.00265049533631,0.000455842,16.602,-4.33904636685,0.00104225,-6.94621982172,0.0691010821204,0.00339705158718,0.765028776657,0.0108286202712,16.8581,-7.15735640541,0.00098535141693,0.0081306760023,-4.55289755356,-0.0137105432931,0.853913940379,13,0.99979,-1.62356976282,-1.74259389158,0.0682235,0.00401292
-4.58695789299,-0.00276662952811,0.000304436,16.6735,-4.36863507681,-0.039278,-6.61527874854,0.0881325730002,0.00358369367523,0.800817294012,0.00973539770694,17.3857,-7.09156864419,-0.0392044859722,0.0113117853029,-4.62496770778,-0.0143954381277,0.769099681978,14,0.998744,-1.19479453981,-1.49934113775,0.0876829,0.0557906
-4.73295689024,-0.00325325891534,0.000386867,16.7045,-4.50763872387,-0.0938769,-6.73984535267,0.116140163366,0.00336753215839,0.749774804759,0.0110533494155,17.6652,-7.36644906746,-0.0937774238332,0.00948777437756,-4.68960796268,-0.0149876730911,0.839109417126,15,0.981278,-1.26918040212,-1.93726843629,0.115658,0.129785
7.58885203085,0.0478139964458,0.000485669,17.0536,5.59297864744,-0.167326,-7.06443538498,0.170389496491,0.0224518140395,4.61816417385,0.0126482032054,18.0092,-4.12119762052,-0.167534933023,0.100046677379,-3.56820592293,-0.00909344041783,4.34683099693,16,0.97013,18.9704410971,18.4122645188,0.169922,0.189911
-7.76605039299,-0.0209642234122,0.000569693,17.1003,-4.29728530144,-0.188165,-30.1742716872,0.190614571378,0.0763324821416,15.7618347655,0.0142361730891,18.339,-74.2591506465,-0.187987991154,0.105736530528,-18.1877054291,-0.344349360434,8.78483412187,17,0.954197,0.00973676432996,17.7336203997,0.190527,0.151273
-9.15793254459,-0.0281770363043,0.000708861,17.2164,-5.47184918118,-0.143347,-43.8654455483,0.147019822013,0.0709093442151,14.6580506972,0.0144453455046,18.7604,-67.2401786168,-0.143346603462,0.114270263295,-16.6398124872,-0.312231478253,11.6503655098,18,0.932702,-0.685354704622,19.7222910236,0.146518,0.126606
-11.4316694236,-0.0386860930568,0.000543173,17.3173,-6.79985258892,-0.14576,-38.3347786795,0.149252465776,0.0517676433706,10.8021054716,0.0125306515144,19.0292,-41.9102473696,-0.145876700132,0.0656740166426,-11.0427068148,-0.18426021214,12.3305428227,19,0.990472,1.71059215747,9.6777518929,0.148731,0.145298
-11.3366622637,-0.0382175744421,0.000553315,17.3627,-6.38246962829,-0.160237,-25.3401976054,0.162708538197,0.0645494381969,13.4523068484,0.0131463523426,19.2846,-46.0867317655,-0.159938870663,0.0662138814616,-12.2965551541,-0.205027917579,9.42857967026,20,0.983756,0.73111176536,10.0879358796,0.162698,0.160758
-16.6407247425,-0.0633878630403,0.000721371,17.4418,-9.83910441134,-0.173897,-24.1907962872,0.17628778897,0.0522082845239,10.7574751059,0.0137529610005,19.6369,-58.1998863242,-0.173931827173,0.0269196725852,-16.3650854796,-0.264719052088,7.39660391023,21,0.981395,0.790744055002,1.74796724515,0.17602,0.171951
-28.5499961315,-0.117854864976,0.000891514,17.5104,-15.9939271552,-0.198887,-36.4897997149,0.200196273066,0.0592952454913,12.3855679693,0.0159763788357,20.0137,-67.0914779852,-0.198529088217,-0.00630450295934,-21.5248854962,-0.303649416504,7.46362648444,22,0.975398,-8.08391123857,-5.3120130344,0.200295,0.193351
-25.5710270807,-0.103355030739,0.00071115,17.6565,-14.8267118347,-0.213569,-39.4243368005,0.214770177302,0.0567925006115,11.7504964932,0.0138265019519,20.3335,-60.6160285775,-0.213603492234,0.0363460181173,-18.5765726609,-0.268741122397,11.8664999683,23,0.972491,-3.61790851804,1.5137208544,0.21456,0.205909
3.25502954353,0.0268141067579,0.000723065,18.2414,2.06563515963,-0.216951,-20.4151616309,0.21796727611,0.0215808025929,4.41376983592,0.0138514363582,20.5569,-8.76857533321,-0.216647635995,0.0997677389558,2.46065169133,-0.0320073666967,6.73513211965,24,0.99942,11.1029012165,18.1118115407,0.218078,0.198855
2.93378209521,0.0252244422677,0.000809123,18.4463,1.81094056149,-0.206115,-7.78516396981,0.209095045907,0.0233729250335,4.7681318895,0.0142188523658,20.8373,-12.2719546825,-0.206078176149,0.115464366834,2.57824238658,-0.0498712744627,4.48522202693,25,0.999491,12.0605658917,21.2866123026,0.208899,0.186866
0.81722975046,0.0149648051282,0.000609194,18.7139,0.12920519111,-0.194791,-8.93415541773,0.200284076719,0.0265884211661,5.42020476145,0.012578357604,21.0383,-16.8938387875,-0.194816795097,0.0909717076121,1.07433519788,-0.070923921395,5.16813788742,26,0.999436,10.5438494107,16.3940028954,0.200022,0.177713
4.19574175972,0.0312677950294,0.000695328,18.9052,2.82066779624,-0.185418,-7.712464958,0.194352847267,0.0225330547008,4.60752481955,0.0129698549736,21.267,-7.80826452826,-0.18541261559,0.0797015979013,4.59768898068,-0.026538587491,5.18410093972,27,0.999411,16.7130792417,14.0864365078,0.193983,0.167469
