StdEsReturn,MaxReturn,MaxForwardProgress,StdReturn,AverageQLoss,AverageAbsY,AveragePolicySurr,AverageY,AverageAction,AverageQ,AverageAbsQ,Epoch,MinForwardProgress,MinEsReturn,QFunRegParamNorm,MinReturn,AverageReturn,MaxEsReturn,AverageForwardProgress,StdForwardProgress,AverageAbsQYDiff,AverageEsReturn,AverageDiscountedReturn,PolicyRegParamNorm
6.8305703361,30.3062778433,0.139852599891,5.38077429275,0.00417377,0.430311570676,-0.477776,0.420236736913,0.91319,0.419909,0.429667,19,-0.0956869959035,-1.01421129858,21.1034,-3.39916205304,13.812738391,27.1244575997,0.0359630709455,0.0395734746664,0.0427318847625,10.1474348063,10.3562586813,18.1977
8.18578064877,19.596196545,0.0891001385996,5.64294664569,0.00540232,0.503028297474,-0.545138,0.494374136039,0.884515,0.493978,0.502424,20,-0.21390625402,7.47890116342,21.6738,-15.3208651475,6.93973774548,41.4095306793,-0.018594322063,0.0476455318739,0.0493499535943,16.7546242109,5.67704234298,18.5939
18.0606641918,44.2938488822,0.24712782964,11.4922505376,0.00604139,0.558519939145,-0.607238,0.550682912317,0.930529,0.550346,0.557947,21,-0.16989792652,-13.5404837915,22.1825,-9.05839142779,16.5777663452,60.7443081133,0.0391259770499,0.0870081843847,0.0518756786972,10.5161547921,12.5058501368,18.8575
33.0895009307,75.9662855083,0.442673182359,11.9439764077,0.00734095,0.624525677219,-0.681751,0.616929109729,0.970422,0.61655,0.624021,22,-0.0384387844792,-14.2062039576,22.7214,14.3939122073,51.1459823183,81.6975682972,0.247459663589,0.0921899789106,0.056296582594,23.1212411412,26.7519170743,19.0777
22.6781673725,79.5988068694,0.419775745157,12.3157296402,0.00810863,0.702987432467,-0.774568,0.694476175264,0.92364,0.694103,0.702492,23,-0.0411214641644,-21.4976735424,23.1458,11.2957228257,43.3391082878,62.124785387,0.209490221956,0.0903927822138,0.059199218847,33.2946528469,25.4505521922,19.3467
12.7181190336,73.7968853614,0.463631935503,6.15182852461,0.00999278,0.790007327828,-0.863251,0.780279110522,0.927425,0.779787,0.789415,24,0.0252116759668,28.791248731,23.5802,16.0271790639,29.6114846916,70.8956639311,0.130731774521,0.0497259829553,0.0652094436788,52.7492509569,19.6340561329,19.5727
22.086478569,89.2895941626,0.544104782108,10.5122019624,0.0122757,0.884109079888,-0.94834,0.872956120484,0.92221,0.872413,0.883441,25,-0.00749213497413,8.50517186056,23.9722,15.7837849334,46.5748286547,83.9330519105,0.238687776948,0.0772118238603,0.0712855444316,37.6612189897,28.4743576105,19.7645
26.3870532164,66.0286110864,0.336653930345,12.9913315517,0.0132275,0.958438529951,-1.01138,0.946117348172,0.900718,0.945574,0.957762,26,-0.11127216531,-8.75233841292,24.3556,0.369543952416,23.6938461921,82.8829776944,0.047777636053,0.0861783450984,0.0744850020895,38.919373935,13.4419456554,20.0382
29.3751242158,84.8973337162,0.493086346075,17.3505176914,0.0148718,1.0159431619,-1.06021,1.00221839048,0.905757,1.00192,1.01552,27,-0.478868777898,-23.2382292573,24.7369,-21.0686903544,46.2212375871,89.1165123223,0.223249862283,0.137857003747,0.0792862633325,27.6801520281,25.8960412931,20.2972
22.1060376221,19.8075145156,0.0691694648331,13.9376245615,0.01678,1.07437493487,-1.1437,1.059281339,0.945185,1.05894,1.07417,28,-0.377891747459,-0.304195299855,25.1166,-29.1646205164,-6.8580865315,77.8155194767,-0.155845331782,0.121863650903,0.0847302050947,40.5209676118,-1.65572329727,20.5483
10.648980381,72.5627138067,0.41805762235,9.92037603163,0.0194148,1.16428093525,-1.25034,1.15304933172,0.922941,1.15226,1.16364,29,0.0873577196098,10.0236487856,25.4513,23.2408929241,45.8380780245,44.757892965,0.244908515625,0.0654861045443,0.091066961967,22.7162515369,29.7343345354,20.8076
24.9955996332,119.789543177,0.752850127196,21.0922230109,0.0216674,1.27062420001,-1.3548,1.26027337142,0.92365,1.25944,1.26987,30,-0.057468681057,7.36163168546,25.7979,7.43518153416,53.1905240119,110.828499662,0.302622770286,0.146432658709,0.0968845415572,40.1434757002,34.3567155485,20.9973
15.6934671031,146.280294472,0.900629929695,20.3819275411,0.025009,1.36427392988,-1.49124,1.35409511717,0.91741,1.35321,1.36346,31,-0.026110665933,8.04047777626,26.1487,6.68927714579,49.3031963937,56.3722180895,0.261585287735,0.143253646958,0.103272355551,30.9681145313,31.4842452654,21.1603
27.9022470419,108.352288184,0.646951857156,18.0494117453,0.0294814,1.49763545152,-1.61848,1.48827218801,0.924068,1.48736,1.49676,32,-0.313976906443,2.36351725042,26.5468,-16.1183857674,47.3445097427,104.697967589,0.233788744144,0.135591126025,0.113226818694,49.2513769988,30.1952485851,21.2931
20.5045772851,111.748686208,0.690980093267,18.5983852394,0.0335726,1.62222638664,-1.72949,1.61357513156,0.944654,1.61255,1.62126,33,-0.000186471787983,18.8358075839,26.9099,13.020160439,50.2143941356,89.1634777566,0.266524468673,0.12967900106,0.119788339077,50.8834586142,30.55104036,21.4308
15.0846843275,21.7339765402,0.0715591831859,6.23040416538,0.035037,1.71764481187,-1.8363,1.70933316598,0.942187,1.70844,1.71694,34,-0.159814804931,10.0999832221,27.2379,-8.49022302335,4.88178587663,68.8947734803,-0.0542728637721,0.0474705589993,0.122757438752,31.413320863,3.74464154611,21.5608
10.8354005772,34.1431411328,0.140301858365,8.25246624878,0.0356291,1.84459908357,-1.96279,1.83822769522,0.94868,1.83727,1.84392,35,-0.203923170075,2.71605910737,27.5837,-13.2035766765,9.24674427125,36.2180285454,-0.0319214602128,0.0623939274112,0.12497699926,18.5193557622,8.17875656407,21.6748
22.2560938351,24.1727204382,0.0770870853372,9.49964492537,0.0387552,1.94394742146,-2.06507,1.93876636782,0.938368,1.93819,1.94392,36,-0.398760597401,-44.2846904902,27.9293,-34.4035320834,0.341028429813,33.6094592224,-0.098676015839,0.0774001944848,0.127469786388,3.46432707343,1.96673251099,21.7851
13.4251888033,58.4455085311,0.328852890139,11.8757576897,0.0396845,2.03721315581,-2.14863,2.03162849163,0.960181,2.03099,2.03706,37,-0.218790820914,-8.8733646485,28.2453,-14.6849589914,15.8390264039,42.491249598,0.0143032767917,0.0902895642874,0.129750338183,15.8037402467,11.9931453042,21.9137
15.1005079042,87.7001016882,0.559740988489,8.99537161116,0.0410471,2.13666583349,-2.24667,2.13116940759,0.930122,2.1305,2.13652,38,-0.0587403282667,-5.55702664352,28.5642,2.73783051482,22.9628767661,48.4932052755,0.0974344190818,0.0644880369871,0.133158803272,14.9147348043,16.4184730629,22.0502
15.5339853679,93.7577338836,0.563547229351,21.9126696599,0.0439311,2.22545293537,-2.3307,2.21911111288,0.919376,2.21837,2.22519,39,-0.455563388091,4.99934937482,28.8829,-31.4339442193,27.9888760774,72.0151409371,0.0467657473959,0.168976406431,0.135949810988,33.6209760114,15.3144057323,22.1808
30.9502656426,86.3505206244,0.458107163749,23.9099050007,0.046808,2.30909969042,-2.40689,2.30217061023,0.93153,2.30149,2.30905,40,-0.693450815044,-47.8795836115,29.1891,-57.3661187585,29.5440727466,62.5379910791,0.0699773524979,0.207253986151,0.138728031216,16.2512401554,18.4929670362,22.2779
40.5132797186,61.286355861,0.373703137962,11.394574002,0.0475798,2.37922040893,-2.47918,2.37183966686,0.963404,2.3714,2.3794,41,-0.165018103216,-50.4157707231,29.4959,-5.00362380281,20.4571483662,132.422078255,0.0425427265982,0.0905906653537,0.140199750959,29.0460056738,12.9707366116,22.3778
34.0863661934,60.1389722276,0.363770979451,6.44655349895,0.0513093,2.46321574004,-2.56595,2.45554172296,0.967138,2.45515,2.46375,42,0.106941685464,-26.7191105644,29.8087,26.0299513691,43.6358910651,87.8043268346,0.247780397044,0.0483041781761,0.145001288943,29.1346072793,29.5901734245,22.4852
20.6970887026,70.0355748785,0.444314918348,8.5557226309,0.0563711,2.53355395482,-2.64725,2.52481823435,0.899716,2.52457,2.53411,43,-0.090547506263,1.92028263154,30.1367,-4.71592833457,15.1110402058,77.7037603209,0.0550599453836,0.0616312242733,0.149709362641,27.5483093541,11.6000917243,22.6316
23.97964106,37.8316363026,0.218613241921,6.93003880291,0.0568783,2.62079880014,-2.7394,2.61287749963,0.899329,2.61219,2.62106,44,-0.0770381091785,-57.0774333564,30.4251,-2.43948110888,12.2111880416,80.4605479757,0.0335961305652,0.050233640439,0.151537365553,13.6862714577,9.4733574309,22.7756
11.7043503241,36.2289720015,0.196373386671,6.70418776124,0.0558726,2.69448638709,-2.80843,2.68792066993,0.908046,2.68718,2.69413,45,-0.0891439509983,-3.01637933483,30.7487,-3.09808357712,14.6577429911,54.7735524842,0.0467099044164,0.0488795880102,0.152651484809,15.2058463389,11.0875118588,22.8971
15.7538986296,25.6696096364,0.132165506205,4.96873661588,0.0601753,2.77301206081,-2.88958,2.7668350625,0.917802,2.76618,2.77312,46,-0.0748873941376,1.26373056606,31.0314,-3.19114596192,9.21253494893,75.9357893789,0.0153982467615,0.0371060239483,0.155247952114,20.2618328784,7.40374605912,23.0215
13.5100811416,34.8774167109,0.200311220937,8.25279059151,0.0619407,2.8475747633,-2.95486,2.84182257331,0.907268,2.84096,2.84777,47,-0.0818257034222,0.787585279035,31.3173,-2.6372612246,13.334717186,65.0672914811,0.0404369613662,0.0583401556672,0.159592248782,17.0508741711,10.1663490815,23.1637
6.19687090725,163.294199346,1.12197443048,19.2704068553,0.0639591,2.90185288898,-3.00246,2.89627634286,0.907667,2.89608,2.9029,48,-0.0619861821725,2.0116685787,31.5972,-0.13814711857,15.0591326004,28.9676317294,0.053527545153,0.136999828648,0.161554415279,13.2070320692,10.9384999299,23.2867
20.5691831913,42.3587715299,0.247478022543,8.38127466688,0.0676311,2.94360013015,-3.04214,2.93748549132,0.927177,2.93668,2.94396,49,-0.0653439485926,4.05405920387,31.9118,-0.367607589164,14.4641787641,85.3831203596,0.0434870163753,0.0593139866884,0.166475032086,29.3948596406,10.9169447713,23.4245
38.9266840248,223.338036477,1.54811952204,40.2654322373,0.0686477,3.01190257072,-3.11543,3.00630171147,0.920992,3.00558,3.01297,50,0.062889229854,3.43011553553,32.2248,17.5496478827,76.6832483192,161.739607949,0.478029305898,0.295445969481,0.169516488415,43.8620490451,43.9691467473,23.5881
28.0365040057,153.655405681,1.06171365971,29.0283639694,0.0663975,3.07315508803,-3.17992,3.06732412518,0.932351,3.06683,3.07404,51,-0.0114863978554,-4.24441974893,32.5434,8.62655740644,48.7568759507,106.445268593,0.282041110512,0.21199660168,0.167684530099,27.7684087323,30.7678932682,23.7456
31.3195690179,86.0865591169,0.559345387892,10.8890199422,0.0698672,3.13266046962,-3.23911,3.12735499615,0.923669,3.12678,3.13382,52,-0.239069904105,3.73722550765,32.8248,-11.1438470383,15.9175193886,125.613235496,0.0253806545865,0.0841208303041,0.171770643654,26.3588060804,11.2645086746,23.8996
16.2249317885,68.0803999695,0.373766135023,27.3458357171,0.0699209,3.20538635989,-3.31373,3.20027309916,0.930796,3.19965,3.20631,53,-0.761107634281,-2.67157202614,33.142,-68.9133170015,11.7354082696,60.3866919954,-0.0714594997168,0.237359904997,0.172570718016,20.1128434329,9.74336942935,24.0397
33.8287552129,108.721256523,0.646018112581,24.5964055296,0.0741935,3.26366602167,-3.38845,3.25888825073,0.901582,3.25841,3.26498,54,-0.16249092043,-18.3493353931,33.4342,-2.86333980097,60.6533112467,95.5323752493,0.332974686122,0.178070826654,0.178234237416,37.1062809894,33.3404080175,24.1641
28.9241627829,37.7010494963,0.219230816186,5.98734794712,0.07672,3.32785389461,-3.45188,3.32279698605,0.94165,3.32222,3.32901,55,-0.0559082304591,0.357111601466,33.6996,2.06007437444,13.7691816661,97.9395053671,0.0395134863596,0.045578838546,0.180026881039,36.265016792,10.7012185702,24.276
17.7712080824,54.1803126584,0.320752499892,8.02950837993,0.0843416,3.41573289373,-3.54295,3.41004545691,0.909083,3.40976,3.41731,56,-0.0633864916317,-4.52358419528,33.9961,1.22298869261,20.3931367441,51.0270679629,0.0815752945432,0.0578794083358,0.188649460076,23.302543296,14.937687858,24.379
12.4679049871,43.1695540467,0.223668092676,6.92593508348,0.083504,3.49782976298,-3.64257,3.49242761478,0.887602,3.49182,3.49888,57,-0.0512652400815,5.72938937298,34.2743,1.77030402416,13.9679901174,53.4390740379,0.0359677376224,0.0459622645023,0.189731038284,29.957748256,10.7280788831,24.504
15.6824650695,107.783606594,0.706235322055,15.1172896647,0.084401,3.60406974829,-3.74463,3.5990008976,0.901606,3.59826,3.60538,58,-0.090782904139,0.106243818492,34.6023,-3.46927719884,18.5701656897,51.7502166281,0.0660438553492,0.106162233031,0.192882168178,25.134193813,12.9547976752,24.6271
15.7967554975,59.8957270112,0.362239667946,14.9448346552,0.0952657,3.69385724574,-3.84939,3.68717055095,0.905926,3.68627,3.69535,59,-0.112886236429,8.21383570119,34.9313,-5.91887208632,16.7755144897,63.7343512571,0.0553511198304,0.104851682891,0.200885735909,23.8606453071,11.9097441271,24.7455
17.3028698893,76.1619366442,0.490826465116,13.0327862512,0.102283,3.80560363467,-3.97014,3.79869954141,0.94062,3.79765,3.80658,60,0.0504438089043,-1.53263983138,35.2719,17.4569849041,44.2890523406,68.466246988,0.248747004883,0.0945369611703,0.206667689936,29.6962872463,29.3538754931,24.8522
16.6672567267,64.346906927,0.410920146958,12.823891046,0.0995094,3.91562430695,-4.08166,3.90812438091,0.924208,3.90701,3.91677,61,-0.0494900038245,11.3375312228,35.5668,2.76330491989,21.9353598773,59.6881762127,0.0921226678694,0.0939824247833,0.207824433595,32.2361475172,15.5924174846,24.9507
13.7729914717,68.8560016193,0.415885339678,9.58924702301,0.105684,4.03062519616,-4.209,4.0231432469,0.946865,4.02201,4.03234,62,0.0778905909579,19.2146355927,35.8854,21.6340633937,41.752921698,64.2508033326,0.228065685822,0.0694174334407,0.21409545526,43.6492344634,27.8143685033,25.0527
14.608981056,85.5648905824,0.54887180715,13.1524418709,0.110979,4.17269520057,-4.3713,4.1654541004,0.941016,4.16422,4.17404,63,0.0429516551915,8.42635639375,36.201,15.6435117782,48.4862067884,64.5042146213,0.27698310508,0.0952498633582,0.219040063995,28.7409986605,32.1356789317,25.1537
18.9136518596,51.7831177473,0.306531366157,6.8558547618,0.117062,4.29706441098,-4.50169,4.2895854124,0.943524,4.28865,4.29865,64,-0.0698270673899,6.74001408885,36.4954,-0.480683616932,13.6435758012,71.4528302947,0.0441593392129,0.0487763452797,0.225526804103,33.6021324018,10.6695601006,25.2419
29.5474021185,100.403947557,0.625997278025,17.9879117786,0.126405,4.44450373043,-4.64394,4.43829258835,0.940086,4.43696,4.44521,65,0.0178612012884,7.61648242159,36.8034,13.7009423334,36.8212103103,141.788416704,0.1946847614,0.121037897885,0.232248158444,39.4266780158,25.269864921,25.3305
32.1078508216,37.0555865617,0.222151802557,4.71386198696,0.126973,4.56736294661,-4.76814,4.56052784552,0.940256,4.55966,4.56902,66,-0.053278246987,9.85190771312,37.0871,1.13458854134,11.3980223167,129.311993314,0.0308827159229,0.0356251474359,0.236520212107,50.3930580293,9.06982701969,25.421
13.6127981768,95.8082418276,0.571578112985,17.4902013413,0.128088,4.6981551626,-4.90617,4.69238226923,0.933333,4.691,4.69888,67,-0.0153132814077,13.1032567698,37.318,15.9149733802,38.85633294,65.2974164401,0.199966427297,0.115749413548,0.237962113882,39.2530601894,25.7948552798,25.5194
15.7214441868,43.2646794003,0.225413252618,5.88262151936,0.140211,4.8139453353,-5.01506,4.80723304274,0.929144,4.80562,4.81471,68,-0.00128354204102,6.02541962834,37.6181,8.54006590096,22.9456694217,56.4991592518,0.102592074406,0.0410145682418,0.247340700177,28.2743693532,16.6935179161,25.6174
10.5833100402,31.5057349351,0.181154347441,5.48141764975,0.142585,4.91786986246,-5.11934,4.91171919799,0.934932,4.91076,4.91917,69,-0.0596181263478,1.82995729047,37.9052,0.0549159919474,17.4983695981,46.1503568691,0.0717401393965,0.042398825353,0.249767534142,22.6903164397,13.5385834125,25.7345
15.8070856157,87.5004595411,0.503590488537,13.6443338002,0.148635,5.00661790313,-5.204,5.00025153694,0.934722,4.99828,5.00673,70,-0.0508712083662,1.10244894555,38.1829,1.88581492951,16.7060120315,53.7575220656,0.0563529384754,0.0923998529721,0.255731339389,23.1191763559,12.2924155016,25.8557
11.2820995341,73.1656948668,0.444645237539,12.2447722373,0.154311,5.09147915796,-5.28042,5.08481845435,0.939996,5.08368,5.09249,71,-0.0799152935895,14.0405527819,38.4206,-0.211668987913,16.619797834,60.8906316821,0.0493115394591,0.0826047490331,0.262245810261,31.2234296556,12.0759165109,25.9818
21.5922184419,90.060239096,0.568610583497,9.72319231316,0.158093,5.18938651724,-5.38674,5.18285001224,0.932427,5.18146,5.18995,72,-0.0288766782221,-4.06341697116,38.7201,8.12650860876,28.918701465,80.7907609367,0.137539141269,0.0675015827428,0.263692359271,29.9539898176,20.9341959551,26.0921
17.3078677841,91.6998396708,0.590348803428,17.2530991294,0.166657,5.26224796498,-5.45195,5.2559609904,0.973853,5.25429,5.26285,73,-0.078316296572,0.461438852831,39.0067,-1.24208099233,29.4743028106,67.0226843041,0.142649776634,0.12080673783,0.269788292079,29.3242718029,20.0039982016,26.2157
29.5630061242,127.727584519,0.855388457254,19.1535560764,0.162268,5.34795515634,-5.54249,5.3415979448,0.92903,5.34066,5.34918,74,0.050888762666,1.59214965549,39.2863,17.3585743271,56.5709561503,129.336106745,0.331381022902,0.135952621964,0.271512970121,41.015191321,36.3843277407,26.3181
30.769376138,93.0455914825,0.570109969821,12.6270324126,0.164364,5.425784572,-5.62089,5.41956192503,0.949141,5.41829,5.42662,75,0.0769357778265,1.8201918992,39.5946,23.6183204197,58.5593916148,123.279858777,0.337900927468,0.0904206454732,0.273576219206,47.9852176544,36.611247013,26.4339
32.0082140782,210.589851844,1.47700756125,31.0864857266,0.168963,5.52885099773,-5.72177,5.52275751779,0.935833,5.52128,5.52948,76,0.153135338996,13.2580416009,39.8967,31.7206693783,81.0956883574,146.793162858,0.513293880699,0.229170353848,0.279192873452,61.6003494057,48.4408947286,26.545
28.7669282909,171.781272234,1.17940376166,37.6035152568,0.18857,5.59606756568,-5.79827,5.58894178033,0.936695,5.58808,5.59753,77,-0.01695113525,6.10110625877,40.1766,14.3185383281,56.8822251201,120.395349127,0.340378686808,0.273280899631,0.286607775985,63.6870455789,34.9003195864,26.6416
28.24169216,204.920509701,1.42741072152,38.8582994889,0.183051,5.71413345135,-5.91951,5.70754631785,0.938991,5.70519,5.71446,78,-0.0373566088886,1.16808577574,40.4471,9.63342577234,75.1194738166,115.318280651,0.461981828001,0.283670306026,0.287943127716,56.762855042,44.2237252229,26.7492
44.5090758069,198.75924124,1.32865660209,39.708752879,0.195186,5.79037393786,-5.99609,5.78442514302,0.944772,5.78273,5.79046,79,0.113315326906,14.4832003155,40.7056,26.6662241587,110.120864989,168.847458315,0.704165927104,0.284797447033,0.296192182605,77.0978657869,57.5760852959,26.853
19.9958305569,92.1531932915,0.593518088325,12.9436411276,0.1973,5.87159288631,-6.08876,5.86472269557,0.938317,5.86318,5.87227,80,-0.0648070276674,8.36503203037,40.9528,1.11494623062,26.964971373,94.9025209113,0.125544105734,0.0925300284735,0.29956056338,53.0797535265,19.0033146093,26.9697
52.7061209873,193.416166224,1.36148533405,26.4510784802,0.203629,5.97822438986,-6.20137,5.97232200709,0.939002,5.97125,5.97942,81,-0.0213458357779,1.47962355338,41.2125,5.67843583142,56.7917559328,176.533882191,0.334948649358,0.185269783845,0.305304551069,68.0717290872,35.9957718525,27.0796
67.0273081769,172.85628926,1.11883486301,37.2254751159,0.202811,6.06707955879,-6.28611,6.06130550889,0.919908,6.05963,6.06763,82,-0.0823410588949,0.52277360364,41.4259,4.73734690028,55.2725793378,212.43971061,0.295468251004,0.270117585613,0.304002824997,87.0820927235,33.0040697488,27.177
41.1838462636,174.247724837,1.18195691553,26.2580075883,0.225029,6.17023212568,-6.39317,6.16478224801,0.923174,6.1635,6.17133,83,-0.0123383955931,6.69003319264,41.6802,9.4212224987,31.1021498642,152.307260322,0.152095428565,0.181450735252,0.311984490377,72.8991951446,20.5430551297,27.2997
21.9980713556,138.231753288,0.912783778209,21.4095521618,0.229564,6.23980866112,-6.46497,6.23425437196,0.921171,6.23201,6.23969,84,0.0549661545188,11.7280627794,41.9861,20.6847992329,55.0497456967,102.216158061,0.305120592284,0.151337822899,0.315779866038,48.3972160441,33.814135907,27.4037
31.5097807347,143.09207473,0.927405215813,20.3278927905,0.219525,6.31331012623,-6.53376,6.30779874156,0.92475,6.30706,6.31532,85,0.0747314425563,14.4990480603,42.2593,23.6322352843,61.0996457325,135.058970988,0.353826181033,0.145093578178,0.312986815718,45.0682057359,37.1460238805,27.4997
21.8307984737,111.072406273,0.709393899541,23.0517837943,0.228033,6.37419420859,-6.59684,6.36890208287,0.921003,6.36746,6.37509,86,-0.0624920042871,0.496608385434,42.5451,6.14757155745,42.4585063056,82.5809102703,0.22487660754,0.16091798702,0.319722124158,33.1509473825,27.264090192,27.5989
22.2305575776,165.680757127,1.11555507349,26.1223633408,0.238238,6.47407990181,-6.71836,6.46867014472,0.922288,6.46766,6.47537,87,-0.0802304721161,19.9674592524,42.8256,5.29772000822,42.4360185827,89.0643897053,0.217348069832,0.193769752938,0.323335093862,48.6794701158,27.4976452644,27.6956
25.3957629166,211.982168532,1.43685612695,27.5825821496,0.236716,6.55363641505,-6.78211,6.54878585726,0.923267,6.54781,6.55508,88,-0.0108490791104,17.4403129619,43.1027,13.6555957769,45.7254333703,93.0417605786,0.239904833062,0.19630331809,0.32183011339,47.7856367719,28.1989588066,27.803
25.4312265242,183.873326088,1.17213373908,26.325019789,0.241668,6.62014438216,-6.85739,6.61564240481,0.945368,6.61451,6.62111,89,-0.0907066433545,1.01982547885,43.3457,8.29233078898,74.4699402339,86.5301504613,0.437161078004,0.190749583609,0.327239380698,36.3427100679,40.9834654149,27.8979
30.2071789199,146.036966937,0.936228347736,26.5201076649,0.244178,6.70258139807,-6.95952,6.69726925555,0.927858,6.69633,6.70462,90,0.00609779052821,-16.5436071066,43.5693,14.4290299534,51.6328454014,93.8324999959,0.284406757357,0.18668861965,0.330078861102,45.9147991759,31.161728501,27.9991
33.537233304,144.616119361,0.914508782258,29.3372627328,0.268561,6.79210788659,-7.04311,6.7854514356,0.9358,6.78424,6.79378,91,-0.325591327702,3.38329380917,43.8051,-8.97088985876,49.3611574502,108.599350616,0.24360589359,0.210185321896,0.335159938597,57.8544768328,28.2170390827,28.0979
30.2195822473,114.003158948,0.687883978935,31.6194259373,0.249949,6.91806725145,-7.17391,6.91251531425,0.935647,6.91157,6.92022,92,-0.463089431053,-0.545848839113,44.0558,-26.6772135905,47.3036101505,129.238900599,0.180794731628,0.238596972592,0.333751381025,56.1904195872,23.3241122885,28.1999
22.8354855419,83.8165359883,0.502990471741,20.590364448,0.251708,7.00546319113,-7.25026,7.00028922649,0.931988,6.99946,7.00768,93,-0.608970228815,0.11464632041,44.3126,-55.6045504728,20.2043511866,59.2874577928,0.0406995152993,0.149965711081,0.33661661394,32.3188155377,11.4043047655,28.3121
31.4516694895,125.877815504,0.76994510826,22.4815067797,0.262025,7.06795441844,-7.31663,7.06182656844,0.928568,7.06093,7.06982,94,-0.0486745617207,-3.86991320646,44.5703,7.02744146176,54.9133260242,113.26792525,0.297592317257,0.156881299483,0.340772492437,35.1925451896,31.2933434603,28.4367
25.6214168813,165.404611359,1.04616036856,33.5389139877,0.266986,7.17327767407,-7.41913,7.16773590793,0.930473,7.16704,7.17522,95,-0.323339377088,1.33298498272,44.811,-10.397895171,54.0498807179,97.131353032,0.286391997733,0.234743116029,0.343808193664,43.448834414,29.7684190893,28.5407
27.0802496704,107.900415996,0.674078263301,20.9461328049,0.279872,7.21736189635,-7.46793,7.2122055971,0.933678,7.21185,7.21977,96,-0.162658724446,-0.882540965026,45.0587,-8.33122469627,33.5906280732,91.4677054782,0.154831842045,0.146322249097,0.347412840204,45.2020605404,21.1565919947,28.6589
22.5850548175,121.304088444,0.763118592461,29.4104138317,0.272812,7.30326078475,-7.56167,7.2977862007,0.9125,7.29689,7.30492,97,-0.249016383871,6.82264534536,45.2927,-12.7423560388,23.7949124149,94.0304130907,0.0614361200359,0.216386749696,0.347435278247,51.1627803757,14.3975252256,28.7723
