MaxReturn,QFunRegParamNorm,Epoch,AverageEsReturn,MinReturn,AverageQ,AverageY,StdReturn,AverageAction,AveragePolicySurr,Iteration,AverageAbsY,AverageAbsQYDiff,AverageReturn,AverageQLoss,AverageAbsQ,StdEsReturn,MinEsReturn,AverageDiscountedReturn,MaxEsReturn,PolicyRegParamNorm
4970.53185991,166.94,838,4278.29562845,-460.359913548,507.463,507.488846772,1675.67544103,0.994316,-509.824,838,507.488992832,4.77226345989,1644.77830223,368.148,507.463,0.0,4278.29562845,323.774017332,4278.29562845,126.119
5412.06741152,167.055,839,4261.95303853,1973.37253466,506.298,506.309679345,1254.5143483,0.988185,-508.786,839,506.309887054,4.48945861834,4298.54510671,322.608,506.298,0.0,4261.95303853,388.054699783,4261.95303853,126.228
5477.81057535,167.122,840,3727.41709671,643.312280903,508.095,508.101440951,1881.04770321,0.988599,-510.451,840,508.101611756,4.22507596341,3804.98170897,249.927,508.095,0.0,3727.41709671,417.133397367,3727.41709671,126.3
5271.89281164,167.232,841,4224.48015774,4219.22838556,508.461,508.470258718,271.115169356,0.986312,-510.87,841,508.47030153,4.1457635035,4777.18626889,221.204,508.461,0.0,4224.48015774,401.668475298,4224.48015774,126.448
5096.72618527,167.339,842,3598.20357807,979.932339515,507.84,507.864313614,1172.74525849,0.99039,-510.207,842,507.864470615,4.71036935021,4397.03001468,346.902,507.84,0.0,3598.20357807,384.711297606,3598.20357807,126.477
5576.44296463,167.47,843,3345.11680476,-151.81147599,507.393,507.397003747,1897.15750853,0.990212,-509.749,843,507.397197027,4.41842911401,4097.24400332,292.249,507.394,0.0,3345.11680476,390.812418356,3345.11680476,126.483
5687.24046275,167.598,844,4061.43502203,303.79862718,507.756,507.761753141,1755.51301174,0.990056,-510.187,844,507.761957653,4.4032471951,4229.28549973,279.772,507.756,0.0,4061.43502203,398.760181504,4061.43502203,126.555
5471.63711065,167.695,845,3918.02662872,549.528442804,508.11,508.123633123,1651.13494732,0.990558,-510.629,845,508.123868299,4.26725354462,3670.20156914,231.958,508.111,0.0,3918.02662872,410.968352926,3918.02662872,126.656
5559.54826236,167.865,846,4517.6291671,434.085325671,507.563,507.569941416,1499.20074299,0.990118,-510.024,846,507.570072246,4.65093763454,4559.14415037,343.815,507.563,0.0,4517.6291671,400.232862815,4517.6291671,126.721
5772.19377892,168.012,847,4244.83898689,60.5724399609,508.741,508.750833589,2359.83488617,0.993789,-511.204,847,508.751038502,4.50782393017,2899.18415771,308.185,508.741,0.0,4244.83898689,390.939206732,4244.83898689,126.801
5474.48329886,168.093,848,3733.70128894,251.972673708,507.976,507.986359037,1642.17943938,0.991117,-510.297,848,507.986443272,4.22682232812,4061.55281305,211.532,507.976,0.0,3733.70128894,372.449965797,3733.70128894,126.862
5244.92764239,168.235,849,3248.4255851,-176.55566977,508.393,508.406469712,1994.04596017,0.99127,-510.871,849,508.406592007,4.53093906371,2725.45875699,294.982,508.393,0.0,3248.4255851,364.664518013,3248.4255851,126.916
5385.53189347,168.341,850,3134.83996381,1376.79811815,509.432,509.45623441,1113.05374886,0.99019,-511.888,850,509.456321762,4.68267539791,4438.85649869,339.459,509.432,0.0,3134.83996381,400.741391264,3134.83996381,127.058
5186.56196971,168.412,851,3956.74642605,1200.95135498,509.032,509.033421322,1539.71191452,0.990658,-511.503,851,509.03347843,4.2118323087,3932.67714556,236.339,509.032,0.0,3956.74642605,383.159462673,3956.74642605,127.136
5629.73235659,168.509,852,3736.58824426,1039.15914727,509.399,509.406136119,1569.99643136,0.99133,-511.834,852,509.40627034,4.37740939811,3442.99168778,242.086,509.399,0.0,3736.58824426,423.635853944,3736.58824426,127.181
5657.83178295,168.67,853,3621.07705724,320.639312563,509.643,509.660041202,1879.6008393,0.988848,-512.139,853,509.660147108,4.7114446211,4281.35429552,355.864,509.643,0.0,3621.07705724,413.205744496,3621.07705724,127.188
5506.71890576,168.815,854,4047.80126432,1416.31380537,509.682,509.675957779,1207.54236557,0.992054,-512.216,854,509.676025181,4.85549929448,4428.26773202,377.489,509.682,0.0,4047.80126432,399.400411588,4047.80126432,127.29
5597.46846635,168.908,855,3773.3746049,1727.94885733,509.114,509.141126563,1511.30118258,0.990796,-511.671,855,509.141284884,4.39501939577,4194.02209227,269.935,509.114,0.0,3773.3746049,395.597785363,3773.3746049,127.403
5167.3964159,169.019,856,4069.87191548,426.404072801,510.712,510.715792539,1724.33959653,0.993055,-513.27,856,510.715871288,4.68093898008,3667.02880454,328.603,510.712,0.0,4069.87191548,374.004151304,4069.87191548,127.473
5740.83556955,169.119,857,3962.46748817,1693.20850491,509.841,509.849849743,1509.15285172,0.991348,-512.304,857,509.85002575,4.57043181692,4116.61997569,320.981,509.841,0.0,3962.46748817,415.355291994,3962.46748817,127.558
5529.5088322,169.231,858,4122.41640346,1843.05326148,509.439,509.466613764,1261.95783722,0.990168,-511.935,858,509.466866644,4.76449940327,4563.49421197,363.925,509.439,0.0,4122.41640346,405.800547519,4122.41640346,127.662
5422.86682093,169.35,859,3892.7688195,1034.23190548,510.954,510.95936887,1393.50123327,0.990642,-513.595,859,510.959490398,4.24906527789,4563.67029298,225.191,510.954,0.0,3892.7688195,388.442983922,3892.7688195,127.635
5453.75239947,169.447,860,4167.98753645,-175.158536695,510.531,510.536478472,1741.31444328,0.992059,-512.99,860,510.536687668,4.29277147403,4267.5672872,243.774,510.531,0.0,4167.98753645,379.880759358,4167.98753645,127.69
5223.85464907,169.578,861,4058.44234792,734.226388851,510.046,510.060460573,1542.41117545,0.991781,-512.527,861,510.060627138,4.56778177539,4158.12394412,295.17,510.046,0.0,4058.44234792,400.05061617,4058.44234792,127.894
5663.80480007,169.694,862,3551.82218928,1059.94918792,511.56,511.561278078,1723.36039287,0.991535,-514.017,862,511.561511902,4.40504985011,4172.81203335,289.091,511.56,0.0,3551.82218928,419.652734239,3551.82218928,127.981
5607.59951708,169.851,863,4226.75961865,1977.4978971,510.574,510.580780355,1212.58894165,0.990983,-513.116,863,510.580843219,4.37338820244,4743.77932223,280.908,510.574,0.0,4226.75961865,427.211921863,4226.75961865,128.032
5798.89568283,169.982,864,3977.07257845,625.966626662,511.52,511.540298568,1910.09652676,0.992672,-514.092,864,511.540474809,4.54962436341,3386.08667488,293.497,511.52,0.0,3977.07257845,432.713549541,3977.07257845,128.04
5352.11416021,170.069,865,3925.40666394,758.703276411,510.665,510.670732113,1874.88679728,0.993452,-513.114,865,510.670798637,4.34741721454,3881.03430161,247.259,510.665,0.0,3925.40666394,394.640769406,3925.40666394,128.109
5582.04882454,170.16,866,4122.72694717,899.900738788,512.416,512.430385271,1952.58908029,0.991838,-514.888,866,512.43044701,4.47081947497,3918.7618225,286.28,512.416,0.0,4122.72694717,420.894049836,4122.72694717,128.218
5328.43980953,170.287,867,4167.06226775,471.012735476,511.22,511.229029409,1583.72831121,0.990588,-513.679,867,511.229299711,4.45051992031,4228.80414878,271.92,511.22,0.0,4167.06226775,398.311030889,4167.06226775,128.29
5282.21306405,170.379,868,4276.29362784,942.764048844,512.551,512.566880344,1233.61328269,0.990624,-515.035,868,512.567078464,4.43000359549,4115.07987131,293.263,512.551,0.0,4276.29362784,382.192717013,4276.29362784,128.366
5659.77409784,170.445,869,3992.55118493,375.378559231,512.634,512.650482259,1785.33641688,0.991669,-515.047,869,512.650759682,4.44045395734,3014.37002084,289.232,512.634,0.0,3992.55118493,403.050459541,3992.55118493,128.454
5680.535901,170.529,870,3927.76372652,28.5151240797,511.673,511.67084224,2119.94847725,0.991615,-514.057,870,511.67089279,4.47929425027,3418.50140629,301.446,511.673,0.0,3927.76372652,386.448128411,3927.76372652,128.489
5742.58021777,170.665,871,3528.42302237,200.868014789,512.99,513.001817457,2116.34236023,0.992069,-515.343,871,513.001935554,4.43117496746,3343.87785192,272.824,512.99,0.0,3528.42302237,385.824383916,3528.42302237,128.569
5632.45590548,170.828,872,3745.97203309,226.666968279,512.122,512.148902058,2004.42507407,0.990034,-514.497,872,512.149092998,4.35286224804,3612.63244465,273.578,512.122,0.0,3745.97203309,416.828537875,3745.97203309,128.574
6051.63716328,170.979,873,4519.31989691,704.656232003,512.241,512.23883859,1777.86253084,0.989735,-514.681,873,512.238969769,4.58904265313,4710.24805673,329.453,512.241,0.0,4519.31989691,426.12451849,4519.31989691,128.685
5838.42189386,171.094,874,3858.17747704,1341.80446763,511.943,511.953569498,1431.3705063,0.991778,-514.413,874,511.953801894,4.43317819269,4135.82236822,286.595,511.943,0.0,3858.17747704,408.165395787,3858.17747704,128.805
5611.92854673,171.253,875,4149.72666453,103.924749932,512.252,512.271641952,2118.12771996,0.98903,-514.607,875,512.271869992,4.46664622735,3139.14829473,289.566,512.252,0.0,4149.72666453,405.25456925,4149.72666453,128.881
5220.15125107,171.38,876,4051.0809518,341.507264356,513.459,513.464379558,1644.72312224,0.992682,-515.827,876,513.464467706,4.45350091917,2745.82548505,277.454,513.459,0.0,4051.0809518,402.648274478,4051.0809518,128.921
5209.81044807,171.501,877,4344.31850631,610.221269992,513.343,513.357076202,1694.21269051,0.988356,-515.629,877,513.35714231,4.49987076868,3792.91719551,287.154,513.343,0.0,4344.31850631,371.687836395,4344.31850631,129.03
5698.10100711,171.595,878,3883.47883676,-160.283337741,513.449,513.44954829,1692.13758262,0.988887,-515.736,878,513.449701878,4.4055769654,4887.90372089,285.23,513.449,0.0,3883.47883676,417.292603842,3883.47883676,129.155
5493.47250891,171.723,879,4238.82577385,29.4091831719,512.964,512.972862525,1887.48577988,0.99286,-515.322,879,512.972954484,4.406139807,2772.86874948,283.423,512.964,0.0,4238.82577385,377.838029662,4238.82577385,129.191
5789.60486289,171.811,880,4050.17962909,288.357647513,512.533,512.557497171,2069.43940083,0.991011,-514.959,880,512.557579639,4.39681273709,3303.17314184,264.592,512.533,0.0,4050.17962909,414.673910766,4050.17962909,129.222
5304.29449074,171.873,881,3976.76792238,2644.66751052,513.658,513.654377763,751.30044939,0.989119,-516.188,881,513.654406229,4.35176739055,4796.24517391,256.789,513.658,0.0,3976.76792238,407.704624682,3976.76792238,129.289
5347.57932507,172.024,882,4019.04754518,138.820326823,513.507,513.524520299,1842.58393251,0.993171,-515.955,882,513.524619646,4.58098766305,3001.66638299,322.09,513.507,0.0,4019.04754518,399.314710419,4019.04754518,129.334
5800.42368459,172.246,883,4145.01678964,-111.310380603,513.557,513.549866771,2159.56222868,0.992182,-515.955,883,513.550050646,4.71619497589,3808.73390622,367.278,513.557,0.0,4145.01678964,385.51411784,4145.01678964,129.392
5388.37038074,172.439,884,4268.52510147,-360.874794881,511.641,511.657229398,2027.69318132,0.990379,-514.13,884,511.657284266,4.72238928429,3772.52197089,348.518,511.641,0.0,4268.52510147,382.438052751,4268.52510147,129.484
5654.12629046,172.558,885,4023.3243717,238.870258908,513.387,513.406482815,1890.78662183,0.990757,-515.861,885,513.406630007,4.73532551401,3740.47258638,365.786,513.387,0.0,4023.3243717,425.221259974,4023.3243717,129.516
5615.99866663,172.622,886,4061.08142761,315.133671894,512.748,512.763199785,1871.49313841,0.993358,-515.172,886,512.763349228,4.36086090442,3594.43822374,274.843,512.75,0.0,4061.08142761,410.832232312,4061.08142761,129.523
5852.6633604,172.756,887,4189.31648572,756.279424599,513.364,513.369577759,1589.50178368,0.990074,-515.734,887,513.369665265,4.40761476543,4336.40729713,288.637,513.364,0.0,4189.31648572,424.160066575,4189.31648572,129.583
5940.61228805,172.92,888,4054.62171021,969.882422503,512.703,512.723925157,1571.36376431,0.990836,-515.091,888,512.723949917,4.59655741556,4482.69576043,344.439,512.703,0.0,4054.62171021,413.74771194,4054.62171021,129.577
5410.63491278,173.008,889,3963.70786317,732.83263338,513.871,513.864733934,1696.65532851,0.988919,-516.284,889,513.864829083,4.19803172938,4060.84530166,229.182,513.871,0.0,3963.70786317,434.55832409,3963.70786317,129.716
5411.82500914,173.097,890,4436.54044479,474.590079552,514.281,514.284931393,1794.55487834,0.990492,-516.759,890,514.28500987,4.49889149634,3286.15870808,300.562,514.281,0.0,4436.54044479,409.789178692,4436.54044479,129.841
5751.48969418,173.144,891,3692.28225192,2824.68435171,515.015,515.027937254,1094.04685752,0.987824,-517.459,891,515.027987213,4.34423519688,4634.86148156,286.571,515.015,0.0,3692.28225192,421.106482783,3692.28225192,129.902
5711.88250057,173.209,892,3968.74959986,2462.75541569,513.619,513.631963468,1221.19849295,0.991186,-516.118,892,513.632106474,4.43659759078,4430.53717433,283.413,513.619,0.0,3968.74959986,428.289939898,3968.74959986,129.981
5516.42387929,173.312,893,2440.93814932,954.919046879,514.205,514.218263382,1488.28996289,0.988872,-516.712,893,514.218271559,4.36299945499,4428.2677804,272.88,514.205,0.0,2440.93814932,417.088543952,2440.93814932,130.075
5724.75817909,173.368,894,4097.74474837,2419.37827356,513.498,513.500941681,1231.99447605,0.988205,-515.936,894,513.501130905,4.43857037602,4362.39209317,273.887,513.498,0.0,4097.74474837,439.694402527,4097.74474837,130.176
5742.37448835,173.48,895,4052.47103854,1915.61546508,514.19,514.206626397,1577.61849676,0.986803,-516.651,895,514.206835173,4.67702601038,4412.42726838,338.334,514.19,0.0,4052.47103854,414.798712697,4052.47103854,130.304
5002.88712669,173.529,896,4253.69975851,485.296994621,513.718,513.735831858,1318.04822888,0.988203,-516.23,896,513.736011805,4.29114821933,4007.6084355,250.182,513.718,0.0,4253.69975851,365.423905919,4253.69975851,130.284
5560.45765952,173.608,897,3492.21595202,-81.6749886374,514.976,514.977439014,2327.17746527,0.989034,-517.447,897,514.977483048,4.66125242217,3421.83230304,335.105,514.976,0.0,3492.21595202,346.470187901,3492.21595202,130.354
5458.63258995,173.701,898,3370.27136986,2450.48296796,515.83,515.841912345,858.221974464,0.989023,-518.377,898,515.841955469,4.48036735906,4971.99008664,270.077,515.83,0.0,3370.27136986,419.099880215,3370.27136986,130.438
5834.66022991,173.833,899,3837.53660974,1895.78123156,515.479,515.492298015,1286.60074885,0.985808,-518.042,899,515.492382502,4.65902907936,4963.12054685,347.253,515.479,0.0,3837.53660974,436.924156913,3837.53660974,130.515
5382.19777289,173.929,900,3418.90392589,119.198098824,514.891,514.903894053,1632.43103443,0.988995,-517.42,900,514.904122732,4.34568034263,4212.40138273,248.871,514.891,0.0,3418.90392589,390.722437962,3418.90392589,130.591
5405.68465932,174.059,901,4085.72734079,297.739517961,515.118,515.12623973,1700.02387484,0.988241,-517.642,901,515.126497438,4.45725685118,4169.06825437,284.729,515.118,0.0,4085.72734079,391.485113933,4085.72734079,130.676
5832.59798042,174.203,902,4072.9700684,3202.91037449,515.242,515.248152988,717.31056943,0.98955,-517.692,902,515.248195819,4.80179981115,5251.85491031,361.51,515.242,0.0,4072.9700684,444.102124221,4072.9700684,130.761
5619.21573126,174.327,903,3960.25103753,1984.93395692,516.564,516.58848296,1175.46344948,0.989372,-519.0,903,516.588623559,4.67079126638,4694.38046895,335.129,516.564,0.0,3960.25103753,410.204827711,3960.25103753,130.8
5545.5383914,174.427,904,4182.99291926,857.708808458,514.959,514.961542605,1897.64007987,0.989099,-517.413,904,514.96161562,4.45425592736,3904.97963002,272.721,514.959,0.0,4182.99291926,419.904171286,4182.99291926,130.819
5348.5177512,174.55,905,3856.72063724,2861.3426117,515.432,515.443821218,689.889418012,0.98767,-517.855,905,515.443867744,4.70111511959,4898.45421301,365.781,515.432,0.0,3856.72063724,403.907454864,3856.72063724,130.84
5187.99699492,174.68,906,3730.24756812,1433.68975284,515.185,515.187404022,1563.53349942,0.989642,-517.606,906,515.187445981,4.38754445578,4091.30229857,265.641,515.185,0.0,3730.24756812,409.058502605,3730.24756812,130.903
5620.13035987,174.81,907,3695.35532512,720.761031521,515.084,515.104756056,1699.24848652,0.988892,-517.468,907,515.104849418,4.62145237622,3939.66781709,311.361,515.084,0.0,3695.35532512,419.193955956,3695.35532512,130.912
5018.26927067,174.907,908,3685.69622417,-385.168617192,516.258,516.272118741,1717.60309187,0.991541,-518.738,908,516.272145219,4.44608193478,3588.40205546,297.165,516.258,0.0,3685.69622417,351.037613988,3685.69622417,130.964
5376.11982182,175.01,909,733.427180021,423.933007392,516.258,516.256361343,1641.26231683,0.991087,-518.693,909,516.25653539,4.4380087575,3979.80395578,281.174,516.258,0.0,733.427180021,397.800901017,733.427180021,131.012
5727.35904469,175.136,910,3561.64372248,-115.988481821,515.734,515.736253047,2191.33934951,0.99062,-518.185,910,515.736407996,4.46375018126,3848.16129119,299.147,515.734,0.0,3561.64372248,396.768738981,3561.64372248,131.009
5812.88879222,175.279,911,3752.42595447,1499.39773749,516.047,516.074593005,1773.50846335,0.989508,-518.575,911,516.074756149,4.61771673612,4058.61074031,302.454,516.047,0.0,3752.42595447,427.139314915,3752.42595447,131.046
5432.0600584,175.435,912,4215.48640225,1409.87329053,515.695,515.708573368,1488.44459578,0.990093,-518.166,912,515.708744877,4.65677684153,4321.48272737,339.309,515.695,0.0,4215.48640225,411.781724946,4215.48640225,131.123
5642.40580957,175.509,913,4321.60416979,140.456593723,516.229,516.235242888,1627.83262434,0.989954,-518.727,913,516.235361792,4.47810190226,4668.66560778,277.852,516.229,0.0,4321.60416979,417.727423047,4321.60416979,131.275
5672.38512858,175.631,914,3927.88367327,2041.32465124,517.074,517.085759629,1035.35918762,0.988756,-519.617,914,517.085936982,4.45654837767,5133.37203307,270.324,517.074,0.0,3927.88367327,445.428868467,3927.88367327,131.335
5609.89335106,175.749,915,4004.87196525,-20.28021636,517.694,517.699016617,1832.35787962,0.988345,-520.282,915,517.699124368,4.62045626441,4039.24042438,298.398,517.694,0.0,4004.87196525,422.771888926,4004.87196525,131.443
5748.86626584,175.884,916,3541.56295609,2265.76718321,516.333,516.343246246,1042.50668054,0.98914,-518.827,916,516.343372325,4.81529453963,5027.38315081,370.567,516.333,0.0,3541.56295609,435.087672792,3541.56295609,131.533
5359.58484964,175.977,917,4080.55424288,1910.2456321,516.765,516.776165375,1211.93392357,0.989533,-519.328,917,516.776207228,4.43826569957,3773.28862111,287.229,516.765,0.0,4080.55424288,402.215463372,4080.55424288,131.565
5600.27518436,176.153,918,1383.53179282,161.412635047,515.822,515.830015807,2162.55218045,0.989672,-518.318,918,515.830096323,4.63119336255,3305.88424707,318.395,515.822,0.0,1383.53179282,377.409958197,1383.53179282,131.616
5553.71195881,176.287,919,3912.18913035,1085.9536974,516.801,516.805725148,1743.53702799,0.990847,-519.173,919,516.80573743,4.31190240073,3873.9365721,236.304,516.801,0.0,3912.18913035,419.314700585,3912.18913035,131.747
5783.80970508,176.403,920,4109.08365643,561.307447452,516.858,516.873958447,1642.34210452,0.990281,-519.339,920,516.874198419,4.57950602297,4695.24836084,303.705,516.858,0.0,4109.08365643,414.752429694,4109.08365643,131.798
6140.02490605,176.473,921,4156.21550011,442.769439301,517.421,517.424127908,2152.19598192,0.991033,-519.91,921,517.424283443,4.48387492391,3864.54734298,278.683,517.421,0.0,4156.21550011,421.196906981,4156.21550011,131.841
5148.51098399,176.576,922,4024.77280864,-136.226361562,517.148,517.161703643,2081.95805777,0.994039,-519.636,922,517.16188421,4.71659782014,2564.240796,338.054,517.148,0.0,4024.77280864,357.668790027,4024.77280864,131.935
6004.87338859,176.633,923,3701.94932973,2396.58872894,516.689,516.695255411,1026.07843816,0.990156,-519.173,923,516.695340034,4.46394055334,5164.8617334,280.822,516.689,0.0,3701.94932973,443.45845276,3701.94932973,131.963
5651.23948538,176.77,924,4136.34436294,74.6933716098,516.652,516.663276885,2265.72629129,0.992305,-519.191,924,516.663411443,4.77537792409,3691.00873981,378.068,516.652,0.0,4136.34436294,394.696877037,4136.34436294,132.041
5580.12531333,176.877,925,3921.46417572,547.807437598,516.984,516.986351795,1439.84850684,0.99116,-519.49,925,516.986475065,4.35137754041,4831.70217942,261.963,516.984,0.0,3921.46417572,400.063161604,3921.46417572,132.127
5698.45008182,177.04,926,4181.75983259,559.317060922,517.231,517.251700087,1857.90450338,0.991765,-519.751,926,517.252440199,4.73569250801,4146.50489529,349.202,517.232,0.0,4181.75983259,436.645568056,4181.75983259,132.175
5783.75375443,177.169,927,1175.10705598,760.381153267,516.996,517.01559264,1959.64707923,0.99106,-519.412,927,517.015714602,4.56191891111,3905.62355682,288.546,516.996,0.0,1175.10705598,424.366141685,1175.10705598,132.261
5783.28929222,177.286,928,1648.42487855,42.4194964927,517.636,517.636208164,1887.50754734,0.993459,-520.02,928,517.636331141,4.55421630152,3096.31754819,320.52,517.636,0.0,1648.42487855,413.294223525,1648.42487855,132.359
5682.54235952,177.414,929,4318.15432396,399.525373527,517.898,517.902165371,1670.43698941,0.991715,-520.355,929,517.902392888,4.55866120604,4191.92809799,290.893,517.898,0.0,4318.15432396,419.657212151,4318.15432396,132.342
5579.55002735,177.523,930,3668.52929534,893.562776393,517.728,517.736631208,2176.14044912,0.991754,-520.225,930,517.736778217,4.78958864172,3596.06727832,371.57,517.728,0.0,3668.52929534,390.519172573,3668.52929534,132.416
5476.84651207,177.682,931,3491.0635819,1438.30882477,517.919,517.93799532,1625.60146085,0.989132,-520.449,931,517.938073704,4.8347549355,4274.69682722,374.981,517.919,0.0,3491.0635819,412.488160267,3491.0635819,132.493
5617.16328234,177.804,932,3764.48681882,351.671304492,517.274,517.284234705,2031.24189182,0.99013,-519.709,932,517.284548874,4.45948912665,2885.99295984,273.514,517.274,0.0,3764.48681882,392.836322667,3764.48681882,132.54
5782.21228808,177.941,933,3986.53243191,303.876839979,517.054,517.074487378,1826.27172631,0.988833,-519.471,933,517.07469298,4.69675038224,4718.40114364,324.122,517.054,0.0,3986.53243191,436.622699642,3986.53243191,132.611
5955.78512837,178.092,934,4072.64739498,3222.24114073,518.385,518.384532013,962.142717468,0.98882,-520.876,934,518.384725977,4.67209086629,4990.54858366,328.73,518.386,0.0,4072.64739498,426.623196063,4072.64739498,132.779
5350.43999576,178.208,935,4545.41518535,3730.57726792,517.438,517.453717016,465.927950877,0.99035,-519.81,935,517.453801746,4.68001327582,4999.52198105,341.895,517.438,0.0,4545.41518535,411.675066535,4545.41518535,132.795
5706.94399816,178.322,936,1701.30244307,1442.14198532,517.672,517.679244821,1300.89212779,0.989769,-520.016,936,517.67931923,4.44050256185,4857.24339696,283.63,517.672,0.0,1701.30244307,429.735121257,1701.30244307,132.889
5406.12697083,178.444,937,4058.53220624,-118.818296019,518.118,518.129960988,2230.38685848,0.993644,-520.46,937,518.130138368,4.37705938016,2626.51775552,265.258,518.118,0.0,4058.53220624,358.506781329,4058.53220624,132.972
5800.18648392,178.558,938,4218.85726158,3619.47172381,517.599,517.609128452,630.559729328,0.988491,-520.005,938,517.609487383,4.61999091802,5412.50687123,307.124,517.599,0.0,4218.85726158,433.30082231,4218.85726158,133.024
5731.9764677,178.757,939,3676.68016037,310.878053317,518.63,518.639279979,1547.70648565,0.988477,-521.015,939,518.639424829,4.75294318153,4909.8435812,365.767,518.63,0.0,3676.68016037,410.15682284,3676.68016037,133.05
6029.67752489,178.851,940,3816.96897902,271.060331941,517.797,517.793406763,1853.69406771,0.993055,-520.251,940,517.793524252,4.5940635807,4185.87349611,318.229,517.797,0.0,3816.96897902,402.870578053,3816.96897902,133.124
5686.36048617,178.937,941,3770.60424544,1382.97338414,518.109,518.116705095,1611.81129928,0.991614,-520.576,941,518.116768439,4.37832025355,4412.06874858,284.45,518.109,0.0,3770.60424544,412.690193027,3770.60424544,133.178
5572.60261982,179.041,942,3542.483094,3766.29578733,516.505,516.521719455,512.709187013,0.988475,-518.852,942,516.522068934,4.68907813866,5294.8066418,336.256,516.505,0.0,3542.483094,420.672357474,3542.483094,133.289
5684.39228237,179.119,943,4223.1323121,3311.69407379,517.292,517.306944316,654.970521017,0.987445,-519.742,943,517.307037279,4.53353790892,5220.88196054,298.215,517.292,0.0,4223.1323121,402.555183178,4223.1323121,133.358
5464.67753514,179.252,944,4352.24898971,433.616449551,518.122,518.133584232,1598.18541316,0.990677,-520.62,944,518.133694972,4.6115748702,4479.19937554,318.991,518.122,0.0,4352.24898971,425.305011905,4352.24898971,133.487
5325.75156826,179.358,945,3893.32635594,4832.27180422,517.828,517.834313959,174.033052718,0.988569,-520.394,945,517.834392654,4.86846215207,5045.56841465,409.393,517.828,0.0,3893.32635594,383.088869709,3893.32635594,133.608
5320.75144953,179.48,946,4065.58754584,1994.96320049,517.853,517.865044599,1012.63999401,0.991135,-520.283,946,517.865177505,4.58313836405,4447.81439442,321.583,517.853,0.0,4065.58754584,370.658636574,4065.58754584,133.692
5312.3565464,179.574,947,4045.4964781,73.3056918613,518.967,518.985989392,2173.7638783,0.991427,-521.45,947,518.986277271,4.54179217482,3515.24851538,303.564,518.967,0.0,4045.4964781,354.463982567,4045.4964781,133.785
5402.84930278,179.606,948,4136.19249117,448.848994867,518.673,518.676234809,1554.8085617,0.990098,-521.162,948,518.676321918,4.4276414573,4310.07010555,259.401,518.674,0.0,4136.19249117,382.288770408,4136.19249117,133.888
5206.98499843,179.717,949,4442.58486493,662.984254179,518.458,518.469996095,1544.7287176,0.991031,-521.017,949,518.470187248,4.64635626752,3260.79369878,318.859,518.458,0.0,4442.58486493,401.101654046,4442.58486493,133.935
5803.99949574,179.843,950,3822.55300786,5372.19917036,518.402,518.40333769,141.265860275,0.989552,-520.885,950,518.403412894,4.47680859228,5576.99990984,283.307,518.402,0.0,3822.55300786,430.224920927,3822.55300786,133.955
5555.04782903,179.949,951,3552.11820985,1328.52593829,518.024,518.043545243,1195.48892703,0.988212,-520.445,951,518.043783843,4.48641908542,4880.59284985,264.131,518.024,0.0,3552.11820985,415.105556082,3552.11820985,133.997
5784.97747626,180.109,952,3700.26720646,1065.97595694,518.997,519.005967082,1661.46000688,0.991477,-521.464,952,519.006064992,4.63406536108,4383.93199193,304.552,518.997,0.0,3700.26720646,430.858108895,3700.26720646,133.995
5952.3899172,180.162,953,4630.2279811,48.8063524731,519.55,519.556754714,1884.39685871,0.990442,-521.963,953,519.556901378,4.31247625509,4283.98663014,217.181,519.55,0.0,4630.2279811,427.059209731,4630.2279811,134.086
5523.96042081,180.281,954,4223.71963375,-188.464753972,518.825,518.84214719,1916.10391611,0.989122,-521.314,954,518.842211906,4.79175971212,4224.63849171,373.518,518.825,0.0,4223.71963375,408.807326629,4223.71963375,134.143
5786.04122577,180.391,955,3740.82112669,128.439281852,517.88,517.89669787,1754.61828875,0.990369,-520.367,955,517.896925858,4.68061742247,4373.77899423,362.222,517.88,0.0,3740.82112669,437.530589435,3740.82112669,134.189
5365.87451971,180.503,956,3826.4035057,4669.69081508,519.883,519.884708811,195.24758283,0.99086,-522.307,956,519.885042837,4.59476112492,5121.61481113,320.215,519.883,0.0,3826.4035057,419.07197999,3826.4035057,134.232
5882.80747249,180.628,957,4412.85092067,581.84480184,519.06,519.073711132,2007.91469436,0.989985,-521.645,957,519.073891186,4.46300417718,4418.29466229,294.75,519.06,0.0,4412.85092067,413.842546672,4412.85092067,134.278
5666.77639986,180.785,958,3962.80318449,2846.77396833,518.983,518.995295997,1012.98070888,0.989315,-521.475,958,518.995479558,4.74133409884,4719.55290012,362.778,518.983,0.0,3962.80318449,422.081207702,3962.80318449,134.318
5792.67569397,180.878,959,4263.69608472,2605.04120552,520.039,520.046416214,1175.64052833,0.989786,-522.644,959,520.046439165,4.55110502607,4577.07781515,307.359,520.039,0.0,4263.69608472,430.94307839,4263.69608472,134.4
5587.68639711,180.965,960,3987.47527491,34.2299216463,520.185,520.188025691,1745.00357083,0.992607,-522.72,960,520.188093127,4.38945360754,2149.20176245,265.123,520.185,0.0,3987.47527491,411.699324569,3987.47527491,134.432
5950.92279149,181.052,961,4106.85522704,-217.773385762,520.14,520.150194572,2376.32169439,0.985355,-522.672,961,520.150394878,4.63359643698,3180.12161043,321.622,520.14,0.0,4106.85522704,380.300118813,4106.85522704,134.495
