AverageQLoss,Iteration,AverageAction,MaxReturn,AverageAbsQ,AverageEsReturn,StdEsReturn,MaxEsReturn,AverageDiscountedReturn,AverageQ,StdReturn,AveragePolicySurr,AverageAbsQYDiff,PolicyRegParamNorm,QFunRegParamNorm,Epoch,MinEsReturn,AverageY,AverageReturn,MinReturn,AverageAbsY
0.00016124,130,0.00971973,1000.0,0.181744,15.6818181818,16.2538192164,71.0,99.9956828753,0.181029,0.0,-0.197548,0.00490670091125,44.5737,23.0044,130,3.0,0.181030825319,1000.0,1000.0,0.181184986707
0.000184862,131,0.0113661,1000.0,0.184942,21.7608695652,35.106784172,157.0,99.9956828753,0.184217,0.0,-0.201277,0.00523562464151,44.711,23.0369,131,3.0,0.184207446243,1000.0,1000.0,0.184346192054
0.000177817,132,0.0303887,1000.0,0.189247,28.9142857143,32.5632320514,167.0,99.9956828753,0.188565,0.0,-0.206829,0.00511951762769,44.7678,23.0836,132,3.0,0.18857673788,1000.0,1000.0,0.188722387885
0.000186963,133,0.00691077,1000.0,0.192775,13.4444444444,17.1892156832,87.0,99.9956828753,0.192199,0.0,-0.210782,0.00531658335329,44.9137,23.1214,133,3.0,0.192217132885,1000.0,1000.0,0.192307720747
0.000221989,134,0.0167977,1000.0,0.198228,19.4528301887,23.6703508816,98.0,99.9956828753,0.19768,0.0,-0.217126,0.0056793772573,45.0086,23.1681,134,3.0,0.197672141388,1000.0,1000.0,0.197730331208
0.000207509,135,0.624464,1000.0,0.202953,18.8846153846,23.1804408982,103.0,99.9956828753,0.202357,0.0,-0.221646,0.0055467187156,45.0768,23.2526,135,3.0,0.202363721662,1000.0,1000.0,0.202472847674
0.000208193,136,0.502627,1000.0,0.207613,23.1818181818,24.6560639114,133.0,99.9956828753,0.206926,0.0,-0.227133,0.00562387625313,45.2563,23.3055,136,3.0,0.206930741835,1000.0,1000.0,0.20710786152
0.000246459,137,0.604186,1000.0,0.211526,20.8333333333,19.1793436338,85.0,99.9956828753,0.210774,0.0,-0.231769,0.00596118394765,45.3806,23.3623,137,3.0,0.210781054717,1000.0,1000.0,0.210975089572
0.000197141,138,0.590947,1000.0,0.217114,16.1129032258,20.170327007,114.0,99.9956828753,0.216536,0.0,-0.237636,0.00541174431037,45.5192,23.4079,138,3.0,0.216567336513,1000.0,1000.0,0.216713352034
0.000222227,139,0.687533,1000.0,0.222363,24.9487179487,32.5103129341,139.0,99.9956828753,0.221594,0.0,-0.242945,0.00584682458067,45.6278,23.4663,139,3.0,0.221591973387,1000.0,1000.0,0.221789407624
0.000258453,140,0.821991,1000.0,0.227351,28.7142857143,28.9112646643,100.0,99.9956828753,0.226581,0.0,-0.247898,0.00625421846878,45.7631,23.4879,140,3.0,0.226594793627,1000.0,1000.0,0.226811569065
0.000252942,141,0.794265,1000.0,0.230816,35.5185185185,25.7601046271,108.0,99.9956828753,0.229958,0.0,-0.251625,0.00627242429251,45.8608,23.5233,141,3.0,0.229977977061,1000.0,1000.0,0.230139642431
0.000243789,142,0.734794,1000.0,0.235192,29.1388888889,23.5397450871,84.0,99.9956828753,0.234465,0.0,-0.255989,0.00598546837979,45.9657,23.4946,142,3.0,0.234486912912,1000.0,1000.0,0.234607476194
0.000288484,143,0.857397,1000.0,0.239138,22.5777777778,23.2804055796,108.0,99.9956828753,0.238401,0.0,-0.259042,0.00632171407388,46.064,23.5102,143,3.0,0.238392112768,1000.0,1000.0,0.238533440366
0.000271864,144,0.666422,1000.0,0.241504,33.1666666667,31.1791418883,118.0,99.9956828753,0.24071,0.0,-0.261498,0.00622851492771,46.1854,23.5698,144,2.0,0.240722730364,1000.0,1000.0,0.240886710988
0.000247726,145,0.678349,1000.0,0.243982,30.625,34.3727271976,189.0,99.9956828753,0.243172,0.0,-0.263452,0.00586291240975,46.2761,23.6123,145,3.0,0.243192096892,1000.0,1000.0,0.243375656966
0.000237124,146,0.70814,1000.0,0.246504,24.2142857143,24.9814557072,114.0,99.9956828753,0.245761,0.0,-0.266221,0.00574137652488,46.3253,23.6654,146,3.0,0.24577195732,1000.0,1000.0,0.245979843974
0.000257148,147,0.710326,1000.0,0.248338,19.72,16.2604304986,71.0,99.9956828753,0.247493,0.0,-0.267448,0.00605391246279,46.3877,23.7029,147,3.0,0.247513612618,1000.0,1000.0,0.247746055453
0.000259659,148,0.680899,1000.0,0.250981,23.6511627907,18.7615189063,78.0,99.9956828753,0.250254,0.0,-0.269777,0.00587607952893,46.4967,23.7604,148,3.0,0.250250108384,1000.0,1000.0,0.250539619418
0.000273118,149,0.637411,1000.0,0.252188,22.3181818182,16.2085453434,74.0,99.9956828753,0.251238,0.0,-0.27059,0.0059062648298,46.6361,23.7899,149,3.0,0.2512749366,1000.0,1000.0,0.251563700269
0.000287164,150,0.695168,1000.0,0.254364,18.9074074074,18.0290593811,86.0,99.9956828753,0.253479,0.0,-0.271885,0.00599545188238,46.8082,23.8484,150,3.0,0.253487243212,1000.0,1000.0,0.253742926034
0.000283391,151,0.687591,1000.0,0.25386,21.7173913043,24.5034718423,130.0,99.9956828753,0.252901,0.0,-0.27198,0.00594054363314,47.0101,23.8868,151,3.0,0.252886354978,1000.0,1000.0,0.253241794821
0.000260981,152,0.645143,1000.0,0.253854,20.5,16.0247204864,71.0,99.9956828753,0.252964,0.0,-0.271717,0.00541942379712,47.3428,23.9354,152,3.0,0.252988455014,1000.0,1000.0,0.25335446901
0.000281,153,0.635024,1000.0,0.255558,22.4888888889,26.1683627665,131.0,99.9956828753,0.254588,0.0,-0.271921,0.00569578728023,47.4601,23.9922,153,3.0,0.254610536899,1000.0,1000.0,0.254993117466
0.000241737,154,0.670374,1000.0,0.254891,18.3333333333,16.0069429381,78.0,99.9956828753,0.25401,0.0,-0.271266,0.00528349073142,47.5092,24.0353,154,3.0,0.254001426293,1000.0,1000.0,0.254348255525
0.000302022,155,0.651436,1000.0,0.253547,29.2058823529,17.1717610385,80.0,99.9956828753,0.252554,0.0,-0.269972,0.00573484526376,47.6129,24.1012,155,3.0,0.252561179192,1000.0,1000.0,0.252921376442
0.000281453,156,0.691381,1000.0,0.253505,33.2,24.7714889877,95.0,99.9956828753,0.252621,0.0,-0.269157,0.00544978105637,47.6812,24.1442,156,6.0,0.252636863127,1000.0,1000.0,0.252942197915
0.000256074,157,0.354537,1000.0,0.252505,30.8484848485,32.2171808222,122.0,99.9956828753,0.251536,0.0,-0.268132,0.00520009284971,47.7755,24.1989,157,3.0,0.251541756578,1000.0,1000.0,0.251852065463
0.000268426,158,0.000323301,1000.0,0.251542,37.9230769231,32.5965112302,169.0,99.9956828753,0.250622,0.0,-0.26684,0.00516510326295,47.8417,24.2541,158,5.0,0.250623196904,1000.0,1000.0,0.250971960578
0.000302418,159,0.679908,1000.0,0.250535,39.3076923077,49.5834721461,257.0,99.9956828753,0.249666,0.0,-0.265509,0.00539149307657,47.8756,24.3144,159,3.0,0.249678686295,1000.0,1000.0,0.249984510834
0.000255611,160,0.531967,1000.0,0.249612,29.2424242424,25.1348246921,125.0,99.9956828753,0.248786,0.0,-0.264233,0.00498065166127,47.9104,24.3525,160,4.0,0.248782245917,1000.0,1000.0,0.249073979892
0.000263663,161,0.000275167,1000.0,0.248264,35.6551724138,24.3795785968,85.0,99.9956828753,0.247296,0.0,-0.262438,0.00525789331517,47.9603,24.4196,161,3.0,0.247297852143,1000.0,1000.0,0.247552820301
0.00026451,162,0.000511275,1000.0,0.247434,35.6785714286,38.4494599362,171.0,99.9956828753,0.246613,0.0,-0.26241,0.00484036564145,47.9663,24.4134,162,3.0,0.246605511473,1000.0,1000.0,0.246852287532
0.000266202,163,0.00127567,1000.0,0.246946,39.32,33.2935068745,115.0,99.9956828753,0.246213,0.0,-0.261194,0.0049512982274,48.0302,24.4457,163,3.0,0.246219932699,1000.0,1000.0,0.246405576093
0.000245886,164,0.000683559,1000.0,0.245792,35.8214285714,44.7006340411,217.0,99.9956828753,0.244989,0.0,-0.260243,0.00474977380035,48.109,24.4905,164,3.0,0.244992709737,1000.0,1000.0,0.245154057632
0.000244905,165,0.000139633,1000.0,0.24462,31.5625,20.5516688799,80.0,99.9956828753,0.243712,0.0,-0.258756,0.00483443498877,48.1321,24.5243,165,3.0,0.243697338631,1000.0,1000.0,0.243902603778
0.00020347,166,0.256783,1000.0,0.243677,36.7692307692,32.5568233334,149.0,99.9956828753,0.242952,0.0,-0.257911,0.00427606759854,48.2503,24.5798,166,5.0,0.242971275827,1000.0,1000.0,0.243247023022
0.000262454,167,0.000134784,1000.0,0.243166,37.2142857143,30.8155308047,133.0,99.9956828753,0.242306,0.0,-0.256979,0.00475942063965,48.2796,24.6002,167,5.0,0.242292492089,1000.0,1000.0,0.24253068009
0.000279974,168,3.99008e-05,1000.0,0.241407,40.4583333333,36.5501700482,139.0,99.9956828753,0.240534,0.0,-0.255366,0.00508135450044,48.3356,24.6228,168,4.0,0.24053599371,1000.0,1000.0,0.240702117026
0.000245936,169,0.19796,1000.0,0.241442,35.4615384615,34.9177393413,150.0,99.9956828753,0.240635,0.0,-0.25483,0.00464456051584,48.4048,24.6318,169,4.0,0.240629305785,1000.0,1000.0,0.240789232734
0.000236076,170,0.472726,1000.0,0.240131,55.7,42.9302923354,141.0,99.9956828753,0.239369,0.0,-0.253603,0.00451638170778,48.5035,24.6382,170,7.0,0.239374505667,1000.0,1000.0,0.239591380355
0.000243229,171,0.0791406,1000.0,0.239012,34.0714285714,38.1827640355,153.0,99.9956828753,0.238167,0.0,-0.252528,0.00475503752507,48.6222,24.6874,171,3.0,0.238174094834,1000.0,1000.0,0.238344892088
0.000231525,172,0.0107417,1000.0,0.238184,25.5609756098,27.5398148855,122.0,99.9956828753,0.237338,0.0,-0.252128,0.00467655111603,48.7161,24.7042,172,3.0,0.237331128126,1000.0,1000.0,0.237547044568
0.000218531,173,0.713057,1000.0,0.237756,28.5428571429,31.7367230797,124.0,99.9956828753,0.236969,0.0,-0.251388,0.00454197901361,48.7715,24.7505,173,3.0,0.236972826557,1000.0,1000.0,0.237239973126
0.000203297,174,0.00389414,1000.0,0.236591,22.5,22.6710668635,110.0,99.9956828753,0.235776,0.0,-0.249905,0.00437162601274,48.8161,24.7967,174,3.0,0.235768873248,1000.0,1000.0,0.23604232302
0.000223605,175,0.454504,1000.0,0.235908,22.3555555556,21.692964098,96.0,99.9956828753,0.234923,0.0,-0.248585,0.00450308511193,48.9554,24.8095,175,3.0,0.234936087447,1000.0,1000.0,0.235242260371
0.000213837,176,0.61907,1000.0,0.234577,20.3265306122,18.2760998777,104.0,99.9956828753,0.233736,0.0,-0.248205,0.00426165060027,48.9814,24.8131,176,3.0,0.23373554609,1000.0,1000.0,0.233993513507
0.000231247,177,0.571764,1000.0,0.234111,20.2857142857,18.5802177004,90.0,99.9956828753,0.233161,0.0,-0.247208,0.00453862451789,49.0454,24.821,177,3.0,0.233129420437,1000.0,1000.0,0.23333993777
0.000189628,178,0.129971,1000.0,0.233138,21.5319148936,23.3792516341,122.0,99.9956828753,0.232373,0.0,-0.246132,0.0041729522396,49.0964,24.8357,178,3.0,0.232398893034,1000.0,1000.0,0.232552905502
0.000211014,179,0.393972,1000.0,0.232055,17.8214285714,16.5444284351,96.0,99.9956828753,0.231327,0.0,-0.245276,0.00416838017052,49.1946,24.8752,179,3.0,0.231334208584,1000.0,1000.0,0.231498920013
0.00023307,180,0.306115,1000.0,0.230929,17.4912280702,16.3042592724,67.0,99.9956828753,0.230115,0.0,-0.244541,0.00457679871001,49.3102,24.9255,180,3.0,0.230103892917,1000.0,1000.0,0.23029608503
0.000219377,181,0.431212,1000.0,0.230917,19.0188679245,15.1825254146,87.0,99.9956828753,0.230163,0.0,-0.244404,0.00423742111983,49.3948,24.958,181,3.0,0.230170131818,1000.0,1000.0,0.230404793975
0.000199355,182,0.506811,1000.0,0.229759,15.609375,18.1741722538,110.0,99.9956828753,0.228913,0.0,-0.243326,0.00415698898846,49.5122,24.9748,182,3.0,0.228925938148,1000.0,1000.0,0.22914973857
0.000207842,183,0.00517435,1000.0,0.22974,14.4782608696,17.0171343282,98.0,99.9956828753,0.228921,0.0,-0.242856,0.00402138976472,49.6016,24.9654,183,3.0,0.2289044857,1000.0,1000.0,0.229112094677
0.000175946,184,0.501487,1000.0,0.228554,14.7164179104,15.5523247484,88.0,99.9956828753,0.227793,0.0,-0.241921,0.00382745572092,49.6592,24.9888,184,3.0,0.227791625674,1000.0,1000.0,0.22798502129
0.000208537,185,0.134031,1000.0,0.22859,17.4655172414,14.0702860266,66.0,99.9956828753,0.227819,0.0,-0.241078,0.00410797504813,49.7469,25.0189,185,3.0,0.22782206137,1000.0,1000.0,0.228008250565
0.000216777,186,0.0118029,1000.0,0.22741,19.98,15.5003096743,65.0,99.9956828753,0.226627,0.0,-0.240547,0.00417796763398,49.8401,25.0577,186,3.0,0.226634166389,1000.0,1000.0,0.226781668887
0.00021335,187,0.51798,1000.0,0.226769,17.275862069,16.358898352,73.0,99.9956828753,0.225942,0.0,-0.2399,0.0041424369864,49.861,25.0632,187,3.0,0.225946362494,1000.0,1000.0,0.226096333079
0.000212669,188,0.439324,1000.0,0.225253,23.3023255814,18.7077087503,84.0,99.9956828753,0.22451,0.0,-0.238088,0.00399269089663,49.9484,25.081,188,3.0,0.224505515823,1000.0,1000.0,0.224674842349
0.000187026,189,0.454597,1000.0,0.224773,30.9375,42.5925004402,191.0,99.9956828753,0.223982,0.0,-0.236703,0.00398563887858,49.9776,25.1156,189,3.0,0.223983728228,1000.0,1000.0,0.224140950734
0.000208343,190,0.0148953,1000.0,0.22282,18.8867924528,15.4512750617,70.0,99.9956828753,0.222057,0.0,-0.234935,0.00415462685012,50.0263,25.1476,190,3.0,0.222052616255,1000.0,1000.0,0.222215266066
0.00021348,191,0.697277,1000.0,0.221581,30.4848484848,25.4904868911,84.0,99.9956828753,0.220666,0.0,-0.233846,0.00430178242572,50.2149,25.1589,191,4.0,0.220667742472,1000.0,1000.0,0.220838344797
0.000218712,192,0.650109,1000.0,0.220334,23.8333333333,18.8324904995,86.0,99.9956828753,0.21962,0.0,-0.232462,0.00396573800049,50.226,25.1785,192,3.0,0.219620653174,1000.0,1000.0,0.219771672603
0.000186716,193,0.334534,1000.0,0.218489,26.3421052632,21.3039115704,100.0,99.9956828753,0.217714,0.0,-0.230882,0.00380223710821,50.2716,25.1873,193,4.0,0.217711738317,1000.0,1000.0,0.21786977536
0.000185623,194,0.822647,1000.0,0.218624,23.5238095238,22.246709864,107.0,99.9956828753,0.217848,0.0,-0.230047,0.00368538019139,50.3705,25.2255,194,3.0,0.217849744571,1000.0,1000.0,0.218015128687
0.000165189,195,0.268623,1000.0,0.217231,20.16,19.1597077222,98.0,99.9956828753,0.216628,0.0,-0.228968,0.00335613770361,50.4059,25.247,195,3.0,0.216635695463,1000.0,1000.0,0.216778942963
0.000198515,196,0.577459,1000.0,0.216627,28.6,31.2018314481,156.0,99.9956828753,0.215891,0.0,-0.228207,0.00393968224283,50.4385,25.2482,196,3.0,0.215882478933,1000.0,1000.0,0.216044623552
0.000198594,197,0.483514,1000.0,0.215089,21.6304347826,18.8014322947,60.0,99.9956828753,0.214266,0.0,-0.226969,0.00382054515637,50.4683,25.2718,197,3.0,0.214265767083,1000.0,1000.0,0.214422880119
0.000185095,198,0.487764,1000.0,0.21394,22.3333333333,19.8740478458,83.0,99.9956828753,0.213221,0.0,-0.22604,0.00370529662794,50.6132,25.3076,198,3.0,0.213227484574,1000.0,1000.0,0.213334877578
0.000149014,199,0.385821,1000.0,0.213481,26.2631578947,21.4582632967,93.0,99.9956828753,0.212843,0.0,-0.225623,0.00320130806891,50.6876,25.3292,199,3.0,0.212840475084,1000.0,1000.0,0.213007181161
0.000172718,200,0.531314,1000.0,0.212932,24.3414634146,24.8994169352,117.0,99.9956828753,0.212111,0.0,-0.224596,0.00361145052852,50.7315,25.3566,200,3.0,0.212126918574,1000.0,1000.0,0.212326430369
0.000177863,201,0.361543,1000.0,0.211636,40.6086956522,42.2567094034,177.0,99.9956828753,0.210849,0.0,-0.222918,0.00364215778026,50.7822,25.3754,201,3.0,0.210838785466,1000.0,1000.0,0.211028080488
0.000183474,202,0.494364,1000.0,0.210196,25.3658536585,22.0539870822,90.0,99.9956828753,0.209508,0.0,-0.221289,0.00347356826165,50.8168,25.3951,202,4.0,0.209504770681,1000.0,1000.0,0.209619778816
0.000194501,203,0.322117,1000.0,0.208748,29.5588235294,31.0722035574,165.0,99.9956828753,0.207902,0.0,-0.220001,0.0038971224365,50.9058,25.4064,203,3.0,0.207889694439,1000.0,1000.0,0.20799408068
0.000153361,204,0.462797,1000.0,0.207998,27.5945945946,24.268163395,86.0,99.9956828753,0.207482,0.0,-0.218862,0.00294405551652,51.0464,25.4445,204,5.0,0.207487409829,1000.0,1000.0,0.207541287088
0.000162067,205,0.458512,1000.0,0.206209,25.8205128205,20.2001165202,105.0,99.9956828753,0.205505,0.0,-0.217619,0.00317966323774,51.0365,25.4556,205,4.0,0.205500510066,1000.0,1000.0,0.205598062371
0.000157906,206,0.0067526,1000.0,0.205545,24.75,21.8709281925,103.0,99.9956828753,0.204902,0.0,-0.216552,0.00304299427641,51.0455,25.442,206,3.0,0.204894345811,1000.0,1000.0,0.204980950279
0.000150093,207,0.00606896,1000.0,0.20468,21.0638297872,12.104868469,59.0,99.9956828753,0.204034,0.0,-0.215164,0.00303695119866,51.0549,25.4552,207,3.0,0.2040405457,1000.0,1000.0,0.204136978952
0.000190813,208,0.00647311,1000.0,0.203218,28.3611111111,24.3916570183,120.0,99.9956828753,0.202457,0.0,-0.213534,0.0034334567522,51.035,25.4817,208,4.0,0.202451272939,1000.0,1000.0,0.202549613726
0.000131022,209,0.00037174,1000.0,0.201626,17.2586206897,15.6067628409,72.0,99.9956828753,0.201084,0.0,-0.212424,0.00275651902886,51.0904,25.4908,209,3.0,0.201076955034,1000.0,1000.0,0.201170634456
0.000193299,210,0.00892267,1000.0,0.200747,16.9152542373,11.4200064347,43.0,99.9956828753,0.199906,0.0,-0.211042,0.00350935611127,51.1235,25.5067,210,2.0,0.199903696912,1000.0,1000.0,0.200028232216
0.000148121,211,0.00720657,1000.0,0.199338,17.8392857143,14.519416539,69.0,99.9956828753,0.198773,0.0,-0.209887,0.00283975924929,51.1287,25.52,211,3.0,0.19877333076,1000.0,1000.0,0.198893707722
0.000160725,212,0.000415803,1000.0,0.19792,15.671875,10.3803520646,43.0,99.9956828753,0.197185,0.0,-0.208504,0.00309757023582,51.116,25.5249,212,3.0,0.197173805864,1000.0,1000.0,0.197256648514
0.000131828,213,0.00217676,1000.0,0.197073,20.7291666667,16.3614633404,67.0,99.9956828753,0.196516,0.0,-0.207606,0.00266185975573,51.1582,25.5542,213,2.0,0.196524274532,1000.0,1000.0,0.196614415729
0.000173905,214,0.00185553,1000.0,0.195623,17.4736842105,18.6604989151,108.0,99.9956828753,0.194846,0.0,-0.20568,0.00319842610514,51.1808,25.56,214,3.0,0.19483334725,1000.0,1000.0,0.194899050759
0.000157226,215,0.00329079,1000.0,0.194408,18.6666666667,17.0348227224,81.0,99.9956828753,0.193891,0.0,-0.20487,0.00280728349618,51.167,25.5778,215,3.0,0.193899288673,1000.0,1000.0,0.193992567891
0.000149063,216,0.0134346,1000.0,0.193345,14.5588235294,10.5319993534,52.0,99.9956828753,0.192693,0.0,-0.203709,0.00292286790928,51.2991,25.6004,216,3.0,0.192686709923,1000.0,1000.0,0.192819484112
0.000149869,217,0.039574,1000.0,0.192608,17.5087719298,15.5214879995,90.0,99.9956828753,0.191862,0.0,-0.202672,0.00301006837629,51.3661,25.608,217,3.0,0.191852953298,1000.0,1000.0,0.191954090834
0.000159041,218,0.00467906,1000.0,0.191244,18.6730769231,13.5656823155,59.0,99.9956828753,0.190503,0.0,-0.20127,0.00295105778049,51.4365,25.6306,218,3.0,0.190506886666,1000.0,1000.0,0.190618550931
0.000160185,219,0.00802565,1000.0,0.190027,29.1428571429,21.3583611693,79.0,99.9956828753,0.189368,0.0,-0.199926,0.00301675369121,51.4969,25.648,219,4.0,0.189352831339,1000.0,1000.0,0.189485428619
0.000133936,220,0.00556394,1000.0,0.188724,23.6279069767,21.3334798084,100.0,99.9956828753,0.188042,0.0,-0.198538,0.0028504627552,51.4959,25.6657,220,3.0,0.188048999411,1000.0,1000.0,0.188126312741
0.000136153,221,0.012397,1000.0,0.187955,21.3043478261,17.9284442028,67.0,99.9956828753,0.187448,0.0,-0.197764,0.00273855498152,51.4768,25.6619,221,3.0,0.187443616843,1000.0,1000.0,0.187522454299
0.000164451,222,0.0209819,1000.0,0.186935,18.2321428571,12.8632797854,62.0,99.9956828753,0.186222,0.0,-0.196206,0.00328347447519,51.483,25.6692,222,3.0,0.186219640411,1000.0,1000.0,0.186323944683
0.000115876,223,0.00712664,1000.0,0.185366,20.3469387755,21.6177846478,117.0,99.9956828753,0.184743,0.0,-0.195151,0.00269052461449,51.4705,25.6977,223,3.0,0.184741862487,1000.0,1000.0,0.184839342217
0.000147352,224,0.293904,58.0,0.184455,18.0943396226,15.0962498791,68.0,43.6567643273,0.183767,0.59219157157,-0.194219,0.00309256890674,51.5309,25.7029,224,3.0,0.183767773738,57.0852272727,56.0,0.183884930536
0.000150912,225,0.0161598,1000.0,0.183517,19.7735849057,18.194589191,95.0,99.9956828753,0.182856,0.0,-0.193101,0.00302359678335,51.5473,25.7402,225,3.0,0.18285725651,1000.0,1000.0,0.182983595459
0.000128247,226,0.00707347,1000.0,0.182141,19.1666666667,16.5332157254,68.0,99.9956828753,0.181592,0.0,-0.191391,0.00257876552478,51.6263,25.7381,226,3.0,0.181574767299,1000.0,1000.0,0.181691557704
0.00013249,227,0.00589324,1000.0,0.181147,27.5641025641,31.378414001,173.0,99.9956828753,0.180574,0.0,-0.190539,0.0026296470878,51.6695,25.737,227,3.0,0.180565486251,1000.0,1000.0,0.180674519265
0.000131575,228,0.0225559,1000.0,0.180588,22.6976744186,21.7314849113,102.0,99.9956828753,0.179904,0.0,-0.189515,0.00290132956807,51.6706,25.7418,228,3.0,0.17990490878,1000.0,1000.0,0.179986921109
0.000131539,229,0.00473778,1000.0,0.179359,20.8571428571,18.820310349,115.0,99.9956828753,0.178725,0.0,-0.188352,0.00274855955811,51.7375,25.7596,229,3.0,0.17873811884,1000.0,1000.0,0.178800970631
0.000133299,230,0.00388873,1000.0,0.177918,20.4166666667,15.8045791536,64.0,99.9956828753,0.177281,0.0,-0.186986,0.00289082365807,51.7711,25.7718,230,3.0,0.177266010417,1000.0,1000.0,0.177306977316
0.000137384,231,0.00295805,1000.0,0.177065,21.1041666667,20.9296834497,110.0,99.9956828753,0.176442,0.0,-0.185864,0.00283354635691,51.8487,25.7739,231,3.0,0.176442028795,1000.0,1000.0,0.176492190709
0.000126963,232,0.00597771,1000.0,0.175847,20.0816326531,17.5043280184,93.0,99.9956828753,0.175211,0.0,-0.185046,0.00276938345767,51.8297,25.7906,232,3.0,0.175196120627,1000.0,1000.0,0.175291560558
0.000127769,233,0.0449863,1000.0,0.175301,26.358974359,22.7511478206,116.0,99.9956828753,0.174596,0.0,-0.183874,0.00284698952553,51.9123,25.8014,233,3.0,0.174591479372,1000.0,1000.0,0.174704446656
0.000117181,234,0.277511,54.0,0.173734,20.4081632653,16.2492302704,64.0,40.7172266098,0.173117,0.722941839444,-0.183171,0.00265910692486,51.8765,25.8003,234,3.0,0.173126756388,52.0259067358,50.0,0.173227411918
0.000110972,235,0.0148663,1000.0,0.173346,19.64,17.0420186598,77.0,99.9956828753,0.172809,0.0,-0.181972,0.00253641112391,51.8978,25.788,235,3.0,0.172828687542,1000.0,1000.0,0.172886997565
0.000132624,236,0.0225706,1000.0,0.172148,19.3529411765,22.328934477,137.0,99.9956828753,0.171443,0.0,-0.181168,0.00285432735163,51.9725,25.7852,236,3.0,0.171416229385,1000.0,1000.0,0.171479929476
0.000118605,237,0.221113,52.0,0.170753,17.6666666667,16.0091348192,80.0,40.0152147027,0.170255,0.407611368526,-0.179715,0.00254829034163,52.0432,25.7906,237,3.0,0.170263204827,50.8527918782,50.0,0.170353332955
0.000131119,238,0.316369,60.0,0.170094,20.8958333333,15.7350982193,68.0,44.0678416731,0.169413,0.76815568048,-0.178476,0.00280752601357,52.0581,25.8048,238,3.0,0.169393942192,57.8150289017,57.0,0.169482254803
0.0001066,239,0.304139,51.0,0.168839,26.2894736842,18.809163353,77.0,39.6169416873,0.168236,0.54495412651,-0.177502,0.00256991412394,52.0864,25.8149,239,3.0,0.168236750009,50.195,49.0,0.168295243266
0.0001102,240,0.0769245,1000.0,0.167946,28.2,26.4129838202,123.0,99.9956828753,0.167393,0.0,-0.176667,0.00255055369787,52.121,25.8296,240,3.0,0.167396111295,1000.0,1000.0,0.167445743108
0.000138229,241,0.0332437,1000.0,0.166973,33.5666666667,23.7678821569,125.0,99.9956828753,0.166376,0.0,-0.175478,0.00294375743357,52.1761,25.8663,241,5.0,0.166369789201,1000.0,1000.0,0.166427110758
0.000119842,242,0.128557,1000.0,0.166241,27.6756756757,25.5576233447,111.0,99.9956828753,0.165514,0.0,-0.174535,0.0027321363579,52.1782,25.8461,242,3.0,0.165516848287,1000.0,1000.0,0.165593493669
0.000106596,243,0.0905071,1000.0,0.165268,25.1538461538,15.6361488824,54.0,99.9956828753,0.164642,0.0,-0.173523,0.00256935939399,52.1928,25.8544,243,3.0,0.164647211443,1000.0,1000.0,0.16473743323
0.000118628,244,0.108657,1000.0,0.164154,26.8421052632,19.212833315,68.0,99.9956828753,0.163493,0.0,-0.172384,0.00270494264053,52.2824,25.856,244,3.0,0.163476010019,1000.0,1000.0,0.163592662101
0.000118814,245,0.0785661,1000.0,0.163217,24.375,16.0618920118,64.0,99.9956828753,0.162579,0.0,-0.171828,0.0026877701775,52.2334,25.8626,245,3.0,0.162577634974,1000.0,1000.0,0.162687482081
0.000114418,246,0.102924,1000.0,0.162275,23.3181818182,20.3400329928,119.0,99.9956828753,0.161565,0.0,-0.17043,0.00275753978452,52.2775,25.8789,246,3.0,0.161579998532,1000.0,1000.0,0.161699030877
9.31615e-05,247,0.0917941,1000.0,0.162115,25.0512820513,20.6173299248,84.0,99.9956828753,0.161528,0.0,-0.17005,0.00240348838621,52.3527,25.8751,247,3.0,0.161516907896,1000.0,1000.0,0.161627746296
9.72089e-05,248,0.00407498,1000.0,0.160803,37.7777777778,26.4369737347,111.0,99.9956828753,0.160133,0.0,-0.168661,0.00249106964796,52.4439,25.8784,248,3.0,0.160117966172,1000.0,1000.0,0.160241886584
0.00010014,249,1.51878e-06,1000.0,0.159777,25.6923076923,23.544996579,116.0,99.9956828753,0.15918,0.0,-0.167436,0.00254192712517,52.4824,25.9025,249,4.0,0.15917852711,1000.0,1000.0,0.159302715538
9.88018e-05,250,7.86241e-06,1000.0,0.159435,28.5142857143,17.138713785,62.0,99.9956828753,0.158768,0.0,-0.167121,0.00252319808912,52.5566,25.9206,250,3.0,0.158772377333,1000.0,1000.0,0.158898152303
8.95991e-05,251,2.47112e-05,1000.0,0.158702,29.1764705882,24.6617953979,119.0,99.9956828753,0.158173,0.0,-0.166539,0.00237009538097,52.5956,25.9355,251,3.0,0.158171695221,1000.0,1000.0,0.158292621255
0.000119988,252,0.000103269,1000.0,0.158158,26.4054054054,25.1970176908,109.0,99.9956828753,0.157488,0.0,-0.165858,0.0028624659711,52.603,25.9335,252,3.0,0.157491478912,1000.0,1000.0,0.157567889689
0.000107306,253,0.00442065,1000.0,0.156673,43.1304347826,46.5975408456,161.0,99.9956828753,0.156114,0.0,-0.164679,0.00255780204419,52.6622,25.9566,253,4.0,0.156110797788,1000.0,1000.0,0.156181396688
