MaxEsReturn,StdEsReturn,MaxReturn,MinReturn,AveragePolicySurr,AverageDiscountedReturn,AverageQLoss,AverageAbsQYDiff,AverageY,AverageAbsY,QFunRegParamNorm,AverageAbsQ,Epoch,AverageAction,AverageEsReturn,AverageReturn,PolicyRegParamNorm,StdReturn,Iteration,AverageQ,MinEsReturn
2906.27652742,0.0,4462.00303009,82.1033791021,-31.5471,318.189171476,1.12932,0.314757216164,31.4200927887,31.4201004151,131.967,31.4198,1007,0.999636,2906.27652742,3460.66499037,124.568,1263.84507841,1007,31.4198,2906.27652742
2576.96051501,0.0,2409.3724267,-444.536713359,-31.7082,233.476271159,1.59022,0.33601600558,31.5638748347,31.5638887668,132.095,31.5629,1008,0.999511,2576.96051501,709.700449927,124.71,828.484705105,1008,31.5627,2576.96051501
1280.92881332,0.0,4194.7875985,-314.643259639,-31.687,273.568527554,1.06409,0.307883250045,31.5663626378,31.5663648295,132.199,31.5659,1009,0.999692,1280.92881332,2057.22637779,124.697,1678.63940595,1009,31.5659,1280.92881332
2700.69432496,0.0,4663.70646313,-320.283855045,-31.6632,326.03910618,1.3784,0.339061158941,31.5304376508,31.5304539009,132.302,31.5303,1010,0.999656,2700.69432496,3457.76979669,124.657,1650.53007567,1010,31.5303,2700.69432496
2706.14478176,0.0,4646.87833013,378.029164517,-31.7493,351.410607359,0.944825,0.31912930864,31.6073626249,31.6073651721,132.381,31.6076,1011,0.999525,2706.14478176,2660.03040539,124.765,1459.66596898,1011,31.6076,2706.14478176
3121.91489876,0.0,4612.95957831,4441.09082372,-31.8185,364.818505935,1.41597,0.346861642878,31.6746541671,31.6746702991,132.468,31.6751,1012,0.999442,3121.91489876,4514.86639592,124.766,54.9807671302,1012,31.6751,3121.91489876
2526.52676944,0.0,4543.49558942,-410.750506947,-31.7755,310.884921653,1.42977,0.339830862355,31.6180653043,31.6180667519,132.542,31.6166,1013,0.999684,2526.52676944,3188.11015595,124.814,1740.26921222,1013,31.6166,2526.52676944
3000.11432406,0.0,4432.90373871,4126.97215521,-31.7314,351.512989688,1.35604,0.335968015612,31.5913022853,31.5913302956,132.617,31.5914,1014,0.99954,3000.11432406,4310.52080663,124.739,76.4551302807,1014,31.5914,3000.11432406
2958.01964189,0.0,4452.74432367,550.295325494,-31.9298,341.932049512,1.08418,0.322740980919,31.7652498122,31.76525244,132.635,31.7644,1015,0.99952,2958.01964189,3973.15345687,124.851,1142.75805719,1015,31.7644,2958.01964189
2920.64189719,0.0,4574.24414949,2842.67433896,-31.8637,343.710676799,1.24681,0.316843125228,31.70123619,31.7012501062,132.682,31.7007,1016,0.99951,2920.64189719,4241.49965494,124.943,474.749502986,1016,31.7007,2920.64189719
2914.46403028,0.0,4209.47431575,3945.084114,-31.9644,339.093626721,1.36887,0.320963574411,31.8166856098,31.8167127295,132.73,31.8167,1017,0.999297,2914.46403028,4110.40943209,124.883,71.2812037964,1017,31.8167,2914.46403028
2833.46563758,0.0,4416.9541799,4203.2957886,-32.0262,346.645114858,1.02436,0.302298214231,31.8743631161,31.8743828279,132.78,31.8726,1018,0.99957,2833.46563758,4314.98045249,125.015,69.2329881374,1018,31.8726,2833.46563758
2920.94999122,0.0,4048.71710349,3770.18838892,-31.9551,323.015210468,1.18342,0.301110255062,31.8044556793,31.8044588879,132.823,31.8041,1019,0.99955,2920.94999122,3890.64759632,125.002,99.4107723776,1019,31.8041,2920.94999122
2776.7312589,0.0,3916.23516531,3611.18653932,-32.0587,313.493347834,0.825337,0.280599939742,31.9196402931,31.9196478153,132.856,31.9192,1020,0.999404,2776.7312589,3760.55245363,125.145,82.2710923931,1020,31.9192,2776.7312589
2602.29812913,0.0,3388.6381666,3222.1114899,-32.0094,266.961177807,1.24224,0.293636038539,31.8883300233,31.8883399786,132.934,31.8877,1021,0.99936,2602.29812913,3303.97926905,125.11,60.0243874907,1021,31.8877,2602.29812913
2451.44145211,0.0,3655.51821891,3390.75670731,-32.0923,280.229543234,1.16793,0.289610052173,31.9710501507,31.9710579537,132.969,31.9711,1022,0.999273,2451.44145211,3531.41833889,125.135,76.0987705408,1022,31.9711,2451.44145211
2557.51390902,0.0,3867.35448518,3433.12169788,-32.076,303.724616826,0.999697,0.276818663947,31.9471973845,31.9472219075,133.041,31.9466,1023,0.999461,2557.51390902,3683.26439399,125.185,110.658448499,1023,31.9466,2557.51390902
2604.6372732,0.0,4023.42235877,3772.98271055,-32.0357,321.026032038,1.13068,0.281089808821,31.913623208,31.9136415953,133.082,31.9132,1024,0.99946,2604.6372732,3918.36597879,125.202,80.6995809864,1024,31.9132,2604.6372732
2593.52917354,0.0,4529.78347597,2325.22032871,-32.0852,343.868090842,1.10293,0.278159276409,31.9697637098,31.9697667407,133.158,31.9698,1025,0.999558,2593.52917354,4106.17137413,125.3,603.436802634,1025,31.9698,2593.52917354
2894.93962882,0.0,4411.87022912,4151.53835294,-32.1532,339.216418612,1.45877,0.296136733926,32.0343521275,32.0343815447,133.273,32.0328,1026,0.999548,2894.93962882,4283.77521204,125.36,79.0769105795,1026,32.0328,2894.93962882
2716.09757934,0.0,3548.99795271,3323.24281287,-32.1665,283.289989292,0.96677,0.265361548623,32.0336674289,32.0336856785,133.368,32.034,1027,0.99947,2716.09757934,3446.36092911,125.346,67.264345302,1027,32.034,2716.09757934
2724.69945102,0.0,3552.29857447,3279.7844254,-32.1894,283.244023175,1.04253,0.270774706501,32.0607874193,32.060798782,133.434,32.0609,1028,0.999303,2724.69945102,3425.82179825,125.369,82.4196851786,1028,32.0608,2724.69945102
2717.33930693,0.0,3921.82927521,3557.68585009,-32.1937,310.573203372,1.20327,0.278807257326,32.07092265,32.0709299964,133.493,32.0705,1029,0.999353,2717.33930693,3749.83969442,125.422,91.1757992731,1029,32.0705,2717.33930693
2641.6119759,0.0,4234.18631168,3952.64875655,-32.2587,335.346188637,1.29728,0.279464617421,32.1289362082,32.1289384231,133.55,32.1285,1030,0.999629,2641.6119759,4131.49516957,125.533,84.362516954,1030,32.1284,2641.6119759
2669.00840167,0.0,4502.00599756,2396.2340014,-32.3003,336.980962465,0.923385,0.258401515921,32.1669298917,32.1669363131,133.568,32.1663,1031,0.999436,2669.00840167,3928.53894645,125.451,552.499619958,1031,32.1663,2669.00840167
2591.22193893,0.0,4172.47485661,2330.25457631,-32.3509,330.571738344,1.08268,0.265946932267,32.2363645699,32.2363658994,133.601,32.2367,1032,0.999587,2591.22193893,3880.53193293,125.409,522.990270606,1032,32.2367,2591.22193893
2579.44740481,0.0,4057.75550526,3741.88498005,-32.4135,311.394929489,1.02325,0.2683237601,32.3124823975,32.3124947952,133.703,32.3096,1033,0.999488,2579.44740481,3841.21902292,125.421,86.9769981411,1033,32.3096,2579.44740481
2759.50401934,0.0,3782.17572675,3610.19505819,-32.3028,289.485506204,1.19205,0.274017869883,32.1899959182,32.1900194196,133.755,32.1902,1034,0.999581,2759.50401934,3676.63376538,125.438,48.3827565778,1034,32.1902,2759.50401934
2403.50760544,0.0,4366.52218467,3948.41460487,-32.3974,335.096160858,1.16352,0.262904727315,32.2849420107,32.2849422951,133.837,32.284,1035,0.99964,2403.50760544,4140.22619462,125.65,138.222579008,1035,32.284,2403.50760544
2689.05618709,0.0,4164.15757704,3949.82602017,-32.3724,325.93121358,0.797363,0.244822321063,32.2571756123,32.257183884,133.892,32.2577,1036,0.999569,2689.05618709,4068.87879426,125.746,68.2734133201,1036,32.2577,2689.05618709
2764.9306993,0.0,3838.34086248,816.508811953,-32.3714,287.656900501,1.15917,0.265237691995,32.2597431068,32.259749891,133.933,32.2595,1037,0.99946,2764.9306993,3206.99283373,125.954,829.551579278,1037,32.2595,2764.9306993
2752.03675822,0.0,4337.88725764,1548.39646462,-32.4881,316.517626736,1.41022,0.276644964873,32.3756756021,32.3756848809,134.005,32.3751,1038,0.999592,2752.03675822,3269.38846924,125.878,854.074201938,1038,32.3751,2752.03675822
2828.00735544,0.0,4384.52901544,3213.64771638,-32.5031,316.55363363,1.32649,0.279584500527,32.3892649353,32.3893126193,134.101,32.3906,1039,0.999475,2828.00735544,3807.5443701,125.921,368.147334079,1039,32.3906,2828.00735544
2573.47195374,0.0,3953.86774351,434.086639305,-32.4351,288.871825362,1.11368,0.274629320784,32.3205219555,32.3205481206,134.12,32.3193,1040,0.99952,2573.47195374,2866.81463071,125.912,1359.52949903,1040,32.3193,2573.47195374
1147.78007621,0.0,4413.38607368,4051.96394999,-32.4832,317.108288786,1.03064,0.269012856076,32.359394872,32.3594019164,134.13,32.3583,1041,0.999598,1147.78007621,4169.49879883,125.911,122.762877524,1041,32.3583,1147.78007621
2837.35426018,0.0,4488.93679858,4204.26739437,-32.4489,336.480122482,1.0432,0.267401992766,32.3217552408,32.3217552408,134.205,32.3228,1042,0.999511,2837.35426018,4318.8727759,125.906,108.42611333,1042,32.3228,2837.35426018
2681.46425824,0.0,4315.64964476,1914.80623168,-32.4427,319.155718127,1.05138,0.27503030627,32.335893522,32.3359043211,134.208,32.3344,1043,0.999626,2681.46425824,3756.33785192,126.02,639.578411337,1043,32.3344,2681.46425824
2607.49152236,0.0,3614.44897252,1481.55826861,-32.5291,261.116878804,1.38588,0.296980057677,32.415247504,32.4152639547,134.275,32.415,1044,0.999455,2607.49152236,2479.36388211,126.138,654.231926843,1044,32.415,2607.49152236
2810.35356334,0.0,4284.32921851,-98.6329653285,-32.5445,264.830376028,1.32561,0.285377188674,32.4217292572,32.4217292572,134.36,32.4219,1045,0.999435,2810.35356334,3039.99834628,126.114,1552.96154518,1045,32.4219,2810.35356334
2780.44375631,0.0,3607.19960301,411.401868793,-32.5147,252.10765483,0.918681,0.269612723749,32.3761235385,32.3761285,134.425,32.3755,1046,0.999428,2780.44375631,2894.91467991,126.214,956.785963225,1046,32.3755,2780.44375631
2629.67537529,0.0,4010.23394252,286.391029898,-32.5146,286.502097688,1.44493,0.296713326497,32.3688501963,32.3688529448,134.444,32.3683,1047,0.999217,2629.67537529,3398.72198733,126.318,1049.45344508,1047,32.3683,2629.67537529
2728.10537417,0.0,3378.73842889,141.672161715,-32.6836,256.055234355,0.831465,0.258541494431,32.5471832731,32.5471881822,134.5,32.547,1048,0.999416,2728.10537417,2313.027076,126.348,1022.88141764,1048,32.547,2728.10537417
2546.69425044,0.0,4162.76267039,142.38550182,-32.729,283.502818631,1.21468,0.289230229714,32.5993971308,32.5994165171,134.591,32.5993,1049,0.999379,2546.69425044,3103.83601329,126.408,1160.61309136,1049,32.5993,2546.69425044
2647.59368235,0.0,3525.59323122,1490.92285923,-32.7615,285.446161855,1.44189,0.297798259186,32.6170990091,32.6171270208,134.653,32.6168,1050,0.999463,2647.59368235,2988.91222976,126.496,599.028524665,1050,32.6168,2647.59368235
2424.27560333,0.0,3307.45393948,436.072887538,-32.8261,243.660285995,1.04211,0.28110448835,32.6813964834,32.6814086026,134.744,32.6812,1051,0.999363,2424.27560333,2511.8574043,126.507,886.661475439,1051,32.6812,2424.27560333
2886.2146785,0.0,4021.99564353,2434.34241374,-32.8082,330.34465169,1.3022,0.301554343959,32.6665045759,32.6665317939,134.828,32.665,1052,0.999355,2886.2146785,3664.08950612,126.648,443.550492731,1052,32.665,2886.2146785
2635.31376657,0.0,4391.85252093,3958.2107943,-32.7759,345.788821398,1.25888,0.294707949511,32.6376463231,32.6376616181,134.905,32.6373,1053,0.999182,2635.31376657,4185.60987043,126.654,124.04244185,1053,32.6373,2635.31376657
2617.70196663,0.0,3618.46339952,2945.7205573,-32.8894,252.738013927,1.42848,0.306638808225,32.7644640988,32.7644822333,134.984,32.7644,1054,0.999341,2617.70196663,3327.3570194,126.75,230.155195439,1054,32.7644,2617.70196663
3129.27540788,0.0,3529.13217785,-250.386391908,-32.8708,203.665667141,1.48187,0.307255280772,32.7415713769,32.7415858613,135.066,32.7407,1055,0.999426,3129.27540788,2217.9879499,126.804,1173.06096164,1055,32.7407,3129.27540788
2872.41873947,0.0,3190.14944769,286.386855141,-33.0038,237.585142358,0.943393,0.283539244927,32.8613977338,32.861408218,135.072,32.8614,1056,0.999542,2872.41873947,1850.47127715,126.853,1055.42660948,1056,32.8614,2872.41873947
3212.12062218,0.0,4128.3185565,2367.42929185,-33.0222,310.555917324,1.20144,0.294616573312,32.8870474456,32.8870620408,135.161,32.8866,1057,0.999414,3212.12062218,3716.61319831,126.986,501.224095973,1057,32.8866,3212.12062218
2489.27747761,0.0,4594.37557102,1831.58636872,-32.9421,348.896779332,1.17981,0.28827627888,32.8031198613,32.8031453173,135.239,32.8029,1058,0.999417,2489.27747761,3661.34418176,127.091,1027.74413248,1058,32.8028,2489.27747761
2792.96563544,0.0,3338.23397391,-25.3889771641,-32.9953,252.490728023,1.27282,0.300245923741,32.8665165003,32.8665432748,135.287,32.8664,1059,0.999449,2792.96563544,1833.56986082,127.181,1032.38192291,1059,32.8664,2792.96563544
2083.58429188,0.0,3409.23925018,-100.003722627,-33.0579,237.961911126,1.15152,0.287070669537,32.9178142824,32.9178347422,135.314,32.9172,1060,0.999577,2083.58429188,1909.04222761,127.26,1282.43363452,1060,32.9172,2083.58429188
2691.19485432,0.0,2531.78916568,-307.233407701,-33.0471,190.729362844,1.22728,0.294178892281,32.9410591657,32.9410591657,135.373,32.9411,1061,0.99959,2691.19485432,981.023716422,127.388,929.321297098,1061,32.9411,2691.19485432
2364.272744,0.0,2460.43594901,-42.2561603388,-33.1016,220.247753205,1.24196,0.295965831676,32.9783785882,32.9784092289,135.411,32.9784,1062,0.999604,2364.272744,811.142630679,127.458,868.017734974,1062,32.9784,2364.272744
2699.82143905,0.0,4009.23496425,-5.19214983949,-33.0672,244.104214869,1.24166,0.300083568708,32.9325815108,32.9325815108,135.468,32.9325,1063,0.999617,2699.82143905,1968.26166719,127.537,1345.35980979,1063,32.9325,2699.82143905
1188.54816549,0.0,4362.85019318,462.596970467,-33.049,290.714396135,1.46899,0.313269239933,32.9268161808,32.9268414005,135.52,32.9261,1064,0.999625,1188.54816549,2334.76598625,127.516,1340.17578937,1064,32.9261,1188.54816549
3070.32621576,0.0,3820.95409039,-270.007586463,-33.182,225.910959819,1.21174,0.301552411342,33.0575177783,33.0575390395,135.556,33.0573,1065,0.999451,3070.32621576,1487.55239692,127.557,1406.42622477,1065,33.0573,3070.32621576
976.113932834,0.0,530.465355762,-297.843296897,-33.2066,154.450752179,1.25503,0.304568355566,33.0773137863,33.0773286631,135.623,33.0775,1066,0.999643,976.113932834,62.3148390398,127.55,289.73087661,1066,33.0775,976.113932834
712.425509073,0.0,2223.61124119,12.9952458001,-33.1228,190.653513683,0.945176,0.292868245365,32.9941942984,32.9942015157,135.675,32.9936,1067,0.999591,712.425509073,685.012112981,127.654,662.583244952,1067,32.9936,712.425509073
3049.81305389,0.0,3067.4016045,-39.3648399432,-33.1134,223.026602111,1.3144,0.310515170549,32.9795099838,32.9795451034,135.743,32.9796,1068,0.999528,3049.81305389,1838.06528576,127.651,937.835225035,1068,32.9796,3049.81305389
436.073383368,0.0,2858.6235004,2140.20616696,-33.1717,226.33782476,1.4621,0.322186856859,33.0427893887,33.0428122983,135.831,33.0425,1069,0.999455,436.073383368,2544.12803158,127.734,254.730255047,1069,33.0425,436.073383368
2277.32735106,0.0,3023.85230382,319.772146164,-33.2238,209.322443843,1.33346,0.313706953039,33.0814104834,33.0814106436,135.918,33.0827,1070,0.99959,2277.32735106,1896.74132996,127.767,923.358118935,1070,33.0827,2277.32735106
2381.01682878,0.0,4140.81682531,586.108046064,-33.229,294.184775779,1.56116,0.321719819897,33.0849421736,33.0849535105,135.995,33.083,1071,0.999658,2381.01682878,2867.02450526,127.766,1281.54734463,1071,33.083,2381.01682878
2659.07883792,0.0,3800.04716247,1024.02783701,-33.1928,283.438022191,1.20422,0.306012749991,33.053351035,33.0533721278,136.028,33.0528,1072,0.999652,2659.07883792,2857.72960574,127.752,885.13231865,1072,33.0528,2659.07883792
1329.87808711,0.0,4056.1061402,693.795798099,-33.2417,304.683880916,1.06148,0.301431688478,33.1046368192,33.1046549077,136.11,33.1047,1073,0.999592,1329.87808711,2684.44588979,127.819,1115.68210851,1073,33.1047,1329.87808711
2844.29305555,0.0,4460.7956798,309.675719858,-33.3379,286.637283632,1.15684,0.297561610415,33.1987082713,33.1987271399,136.119,33.1986,1074,0.999516,2844.29305555,3270.63251929,127.81,1147.66488094,1074,33.1986,2844.29305555
2958.64022956,0.0,3729.88680323,200.972558296,-33.2991,250.981953034,1.22054,0.311848832124,33.1760603528,33.1760725935,136.187,33.1756,1075,0.999472,2958.64022956,2057.73323319,127.829,1288.32092787,1075,33.1756,2958.64022956
2898.55213979,0.0,3764.12616908,865.256476534,-33.3293,272.827337289,1.11928,0.300131812702,33.2014463519,33.2014515596,136.202,33.2012,1076,0.999547,2898.55213979,2609.8788198,127.971,838.389708018,1076,33.2012,2898.55213979
1087.11694473,0.0,3193.84095918,1659.34096793,-33.4129,220.936232896,1.17181,0.307617041633,33.2853525439,33.2853570329,136.284,33.2862,1077,0.999348,1087.11694473,2694.17440868,128.117,434.047987707,1077,33.2862,1087.11694473
2464.03800889,0.0,3256.29648687,1828.23942615,-33.4854,263.660099617,1.2816,0.317576898109,33.3428268835,33.3428416987,136.389,33.3409,1078,0.999613,2464.03800889,2827.78306813,128.136,422.899835833,1078,33.3409,2464.03800889
2486.62063155,0.0,3451.12548215,366.60866851,-33.3948,270.487987587,1.39061,0.321532521847,33.2437745162,33.2437968001,136.42,33.2446,1079,0.999634,2486.62063155,2115.48077995,128.27,1024.44929396,1079,33.2446,2486.62063155
2908.50526015,0.0,3861.20484524,114.303549561,-33.5826,267.947813713,1.21393,0.31360087431,33.4273095944,33.4273177482,136.451,33.4257,1080,0.999633,2908.50526015,2387.94263231,128.365,1309.42049975,1080,33.4257,2908.50526015
3020.97438406,0.0,4140.88069578,-270.931782124,-33.4897,279.312006209,1.65514,0.34125149718,33.3475198384,33.3475471413,136.532,33.3482,1081,0.999556,3020.97438406,1926.77109517,128.395,1664.83464863,1081,33.3482,3020.97438406
2682.94862245,0.0,4370.92603108,-105.482026106,-33.5893,314.472237408,1.8061,0.339234989582,33.4245520055,33.4245658654,136.595,33.4253,1082,0.99959,2682.94862245,3605.64320815,128.385,1257.96526067,1082,33.4253,2682.94862245
2677.47278296,0.0,4874.5052091,4006.33311079,-33.5805,352.778138989,1.21133,0.313852759981,33.426027237,33.4260433156,136.636,33.4239,1083,0.999573,2677.47278296,4473.64583828,128.408,219.654508701,1083,33.4239,2677.47278296
1133.18571733,0.0,4058.12512027,-16.8568958698,-33.6281,305.077830153,1.22967,0.308023700812,33.4906847475,33.4906941224,136.692,33.4903,1084,0.999562,1133.18571733,2875.66090689,128.401,1264.14512716,1084,33.4903,1133.18571733
2602.88600971,0.0,4496.89080761,1290.12561337,-33.7413,351.56666665,0.999797,0.293398878451,33.584769052,33.5847750247,136.736,33.5838,1085,0.99945,2602.88600971,3850.88049599,128.405,991.211016856,1085,33.5838,2602.88600971
2486.01222304,0.0,4202.29429156,3668.7960272,-33.7045,333.734068313,1.42737,0.313107151208,33.5571457264,33.5571581619,136.792,33.5578,1086,0.999397,2486.01222304,4004.83804574,128.478,197.848945296,1086,33.5578,2486.01222304
2722.20126999,0.0,4577.56023709,3301.77517847,-33.6768,353.47778861,1.12753,0.305660201894,33.5415888362,33.5416095133,136.876,33.5404,1087,0.999269,2722.20126999,4328.1996218,128.533,359.182170732,1087,33.5404,2722.20126999
2766.78416149,0.0,5043.19411537,4728.49753308,-33.7741,384.671948063,1.30325,0.305459717806,33.6642790824,33.6642846339,136.944,33.6646,1088,0.999384,2766.78416149,4867.18921299,128.602,90.5723928872,1088,33.6646,2766.78416149
2656.52963628,0.0,4916.45772655,2312.67628143,-33.6579,355.040543707,1.41825,0.317886900621,33.5308273784,33.5308323993,136.988,33.53,1089,0.999571,2656.52963628,4016.06471532,128.611,1075.08114249,1089,33.53,2656.52963628
2922.79278196,0.0,4442.54422161,4154.17732848,-33.6454,341.194853151,1.42414,0.309585793007,33.525933496,33.5259354407,137.079,33.5251,1090,0.999369,2922.79278196,4304.9259836,128.587,91.68760594,1090,33.5251,2922.79278196
2695.63921882,0.0,4665.01502097,3941.41604584,-33.7246,331.888193093,1.29818,0.305619406313,33.6160410802,33.616089661,137.147,33.6165,1091,0.999573,2695.63921882,4291.44015029,128.699,224.881291526,1091,33.6165,2695.63921882
2435.70692421,0.0,3576.4596863,895.109819281,-33.6254,252.046849398,1.0831,0.287642729338,33.5067430206,33.5067654144,137.224,33.5055,1092,0.999592,2435.70692421,2365.89335105,128.791,909.959627836,1092,33.5055,2435.70692421
1064.76396261,0.0,4676.69584155,354.594209531,-33.6664,310.053344776,1.23636,0.301708837633,33.5436682522,33.5436894314,137.3,33.5433,1093,0.999638,1064.76396261,3400.11291834,128.786,1409.53409839,1093,33.5433,1064.76396261
2897.82473413,0.0,4343.99249672,991.922104785,-33.6372,273.678389038,1.35733,0.307160567922,33.5079184404,33.5079258949,137.388,33.5076,1094,0.999578,2897.82473413,2962.22564425,128.922,1299.16802379,1094,33.5076,2897.82473413
2950.85939686,0.0,4454.73795,464.372110291,-33.5824,333.925488075,1.26033,0.300295780199,33.4458247427,33.4458327151,137.43,33.4453,1095,0.999575,2950.85939686,3926.14629906,128.985,1158.70511795,1095,33.4453,2950.85939686
2774.93946251,0.0,4239.61491535,2224.16329918,-33.5668,289.431195141,1.46114,0.304745794688,33.4361954821,33.4362082981,137.497,33.4358,1096,0.999427,2774.93946251,3637.44644433,128.987,536.898199748,1096,33.4358,2774.93946251
3132.79875305,0.0,3961.91028099,3376.00315293,-33.6786,291.739322563,0.863407,0.272294756127,33.5318010717,33.5318219739,137.561,33.5316,1097,0.999457,3132.79875305,3667.02486913,129.117,186.781387698,1097,33.5316,3132.79875305
2701.77663655,0.0,4286.48426075,764.002075091,-33.6826,314.851137053,1.25255,0.299957521003,33.5461140222,33.5461332947,137.679,33.5466,1098,0.999384,2701.77663655,3450.22716823,129.13,1096.81196501,1098,33.5466,2701.77663655
2839.34586863,0.0,4061.07514323,1842.50155795,-33.693,301.056150311,1.32172,0.301371299025,33.5735281734,33.5735341462,137.728,33.5729,1099,0.999383,2839.34586863,3344.60995126,129.382,569.002222578,1099,33.5729,2839.34586863
2758.07511626,0.0,1749.72735098,-329.813623261,-33.6544,229.432247705,1.53464,0.314524563174,33.5067256816,33.5067468013,137.82,33.5059,1100,0.999723,2758.07511626,422.314174998,129.457,620.042982992,1100,33.5059,2758.07511626
2761.91684533,0.0,3513.00623707,720.75133588,-33.6531,271.814137316,1.27918,0.304790660684,33.5200319285,33.5200492681,137.902,33.5207,1101,0.999465,2761.91684533,2816.67655551,129.516,914.139056432,1101,33.5207,2761.91684533
2275.05948326,0.0,3770.55571521,-93.8649642445,-33.69,279.146721975,1.63163,0.322750345763,33.5381919748,33.5381998522,137.977,33.5373,1102,0.999648,2275.05948326,2257.74463271,129.53,1479.47687137,1102,33.5373,2275.05948326
2758.89019075,0.0,3776.1535258,-225.003053759,-33.779,280.988047747,1.00203,0.288683012607,33.6421096058,33.6421253095,138.064,33.641,1103,0.999501,2758.89019075,1973.33828784,129.57,1376.8974512,1103,33.641,2758.89019075
2902.39545584,0.0,4467.23995152,2131.00222859,-33.7538,333.016088829,1.29652,0.306268374838,33.6191849487,33.6192023102,138.14,33.6184,1104,0.99964,2902.39545584,3952.4124718,129.595,629.313194609,1104,33.6184,2902.39545584
2879.02649684,0.0,4596.06468044,2948.00090663,-33.6776,353.734091598,0.939612,0.287168968545,33.5479062619,33.5479062619,138.189,33.5489,1105,0.999665,2879.02649684,4186.87626892,129.662,444.311898451,1105,33.5489,2879.02649684
2838.43559088,0.0,4251.98270626,-72.7336882248,-33.7685,276.747930901,1.22355,0.298013745874,33.6402517346,33.640264777,138.219,33.6395,1106,0.999681,2838.43559088,3086.03912584,129.744,1447.15226963,1106,33.6395,2838.43559088
3042.3549606,0.0,4255.98749499,59.5227691831,-33.7843,315.951647208,1.33764,0.310082922367,33.6495922182,33.6496033505,138.268,33.6493,1107,0.999502,3042.3549606,3505.68016631,129.802,1189.11963152,1107,33.6493,3042.3549606
2552.27077575,0.0,4483.5240529,3749.95003151,-33.8003,344.269847244,1.86255,0.33162352508,33.6698612369,33.6698642353,138.354,33.6695,1108,0.999632,2552.27077575,4102.0624653,129.879,196.039982376,1108,33.6695,2552.27077575
2490.32668914,0.0,4245.76556735,-297.536128083,-33.7528,305.009704973,1.7838,0.326883241486,33.6146144122,33.6146167563,138.436,33.6146,1109,0.999669,2490.32668914,2622.28459953,129.864,1653.08055166,1109,33.6146,2490.32668914
2801.29861018,0.0,4080.77838767,3131.59274701,-33.7097,300.817791554,1.21026,0.300913137465,33.5532966178,33.5532977969,138.514,33.5531,1110,0.999634,2801.29861018,3865.27165531,129.893,270.95415797,1110,33.5531,2801.29861018
2889.59161235,0.0,3802.28597417,3510.30771724,-33.7528,302.510942625,1.55102,0.315990441617,33.6095586408,33.6095763352,138.6,33.6093,1111,0.999242,2889.59161235,3700.55361695,129.987,103.535622176,1111,33.6093,2889.59161235
2931.32132792,0.0,3832.99429848,182.464326621,-33.7584,289.936524583,1.37511,0.316869139425,33.6119193374,33.6119477568,138.631,33.611,1112,0.999667,2931.32132792,2675.01479959,130.076,1435.31163839,1112,33.611,2931.32132792
2852.14882321,0.0,3754.57647887,-306.418158571,-33.8153,287.297160802,1.12205,0.299486372369,33.669846325,33.6698619766,138.673,33.6705,1113,0.999834,2852.14882321,1667.73290903,130.187,1012.2116994,1113,33.6705,2852.14882321
2815.15387037,0.0,4163.12317642,-333.168655591,-33.7753,268.426981931,1.45296,0.317994328783,33.6167068446,33.6167219627,138.783,33.6174,1114,0.99974,2815.15387037,1508.90604058,130.211,1583.44080247,1114,33.6174,2815.15387037
3052.15714051,0.0,2506.46156917,-315.985831229,-33.8593,217.482770109,1.39191,0.31925114441,33.7201037481,33.7201139572,138.847,33.7181,1115,0.999684,3052.15714051,861.622934112,130.276,886.056222045,1115,33.7181,3052.15714051
2530.6177966,0.0,3191.02537142,-363.505251027,-33.7966,197.950568655,1.13913,0.316328355932,33.6697241502,33.6697383133,138.906,33.6707,1116,0.999864,2530.6177966,756.773713085,130.267,1234.78886347,1116,33.6707,2530.6177966
2129.3837751,0.0,3348.34966528,131.239689648,-33.8605,239.252074517,1.567,0.34019399951,33.7264076035,33.7264223496,138.98,33.7258,1117,0.999673,2129.3837751,1040.61205259,130.265,961.972365385,1117,33.7258,2129.3837751
1278.8285237,0.0,2274.46588812,-404.457177014,-33.8253,234.907395671,1.51458,0.336074194575,33.6865667833,33.6865811675,139.059,33.686,1118,0.999855,1278.8285237,514.760301348,130.229,864.981426987,1118,33.6859,1278.8285237
2709.72436937,0.0,4413.03098041,2988.35145204,-33.9143,361.952520147,0.857206,0.297666172108,33.7818337209,33.7818414735,139.09,33.7818,1119,0.999268,2709.72436937,4153.61248188,130.175,406.91998699,1119,33.7818,2709.72436937
2823.00738575,0.0,4878.96469021,103.594023415,-33.9358,347.566987562,1.59904,0.338203571547,33.7843733644,33.7843940673,139.153,33.784,1120,0.999742,2823.00738575,2425.77459195,130.248,1795.45715487,1120,33.784,2823.00738575
3112.9956609,0.0,4751.0656725,-469.318856859,-34.0076,280.582278255,1.54461,0.324717829554,33.8554859854,33.8554977913,139.263,33.8553,1121,0.999724,3112.9956609,2765.90859201,130.355,1967.33111475,1121,33.8553,3112.9956609
3110.62824432,0.0,4474.2727999,356.066307274,-34.0204,333.132646583,1.2653,0.304564829283,33.8496408441,33.8496600615,139.367,33.849,1122,0.999731,3110.62824432,1459.815223,130.455,1131.88416333,1122,33.849,3110.62824432
