AverageQLoss,AverageDiscountedReturn,QFunRegParamNorm,MinEsReturn,AverageEsReturn,AverageAbsY,MaxEsReturn,AverageQ,MinReturn,AverageReturn,AveragePolicySurr,AverageY,StdReturn,Epoch,Iteration,MaxReturn,StdEsReturn,PolicyRegParamNorm,AverageAction,AverageAbsQYDiff,AverageAbsQ
0.00460323,96.1562151824,93.9188,30.0835780605,139.397219515,1.08969975935,252.806978933,1.08841,20.2550277035,482.596127995,-1.09337,1.08850073632,203.607354443,1519,1519,617.832543722,80.0684508595,110.445,0.999832,0.0291202168544,1.09001
0.00387826,93.8983766886,93.9452,34.8115187564,68.4134625433,1.08435435434,148.40777074,1.08311,549.5976589,614.632326536,-1.08815,1.08299315893,36.6637536603,1520,1520,671.564882869,42.6891787758,110.42,0.999612,0.0285410030432,1.08482
0.00328781,96.12233571,93.9719,21.5003701347,287.097319586,1.08672894224,570.25093811,1.08526,637.895088206,696.721278088,-1.09017,1.0852977536,62.7770181072,1521,1521,950.540585752,254.48748233,110.504,0.99947,0.0274962997606,1.08687
0.00393158,79.1110411235,94.0098,301.275984714,331.907426781,1.08881467039,381.688631204,1.08746,610.947952181,688.384608375,-1.09231,1.08751604037,75.5222248595,1522,1522,912.563707702,35.5113453942,110.585,0.998838,0.0285548756257,1.08916
0.00287587,91.7371031618,94.0154,335.050727847,374.876115781,1.0886261082,443.993913268,1.08729,300.264571687,656.613293919,-1.09198,1.08720410561,108.159231195,1523,1523,818.997854196,41.2085003955,110.6,0.999419,0.0269061409545,1.089
0.0031052,145.952255375,94.033,-0.617471495946,326.305455479,1.08647067914,531.707276595,1.08506,404.836290191,553.980339391,-1.08982,1.08508786771,125.58197997,1524,1524,841.295872968,213.945321062,110.605,0.999699,0.0269939343119,1.08669
0.00411368,121.372061834,94.0677,-3.84148426485,193.062294929,1.08323362515,388.337700904,1.08193,82.6623098773,455.255977269,-1.08641,1.08197522439,250.641798825,1525,1525,807.840761939,137.728719227,110.678,0.99961,0.0292351151126,1.08349
0.00320509,74.993445976,94.1064,5.51732501553,226.980554539,1.09061552674,512.871335,1.08899,105.751645364,514.284566703,-1.0935,1.08905311823,402.540227903,1526,1526,1127.72112417,186.643957175,110.707,0.999817,0.0273029914385,1.09079
0.00365805,110.531798441,94.1263,24.0986049088,196.122174305,1.08896044825,506.05567986,1.0873,155.473605561,618.050724098,-1.09211,1.08730918058,197.414094681,1527,1527,894.925451313,164.581975448,110.701,0.999439,0.0284218683029,1.08925
0.00371034,158.847928125,94.1403,27.6638116945,387.777900573,1.08590314109,839.461348976,1.08404,460.473243309,548.832371958,-1.08844,1.08407441122,50.4767727917,1528,1528,686.301581655,272.371725958,110.738,0.99958,0.0280085093503,1.0861
0.00374101,112.233297646,94.1503,69.8424243652,217.961452554,1.09070691091,431.807708368,1.08895,188.699320375,609.005829947,-1.09439,1.08889094871,150.205291501,1529,1529,890.126620719,123.368230214,110.722,0.999532,0.0285402501879,1.09103
0.00386023,130.000710565,94.1549,88.3582816924,326.032746191,1.08901295846,493.493034363,1.08723,226.691655521,433.954596291,-1.09316,1.08717703132,94.7760738583,1530,1530,619.793871583,135.171894047,110.743,0.999688,0.0285010053834,1.08931
0.00372616,126.082721929,94.1585,153.867890466,368.868390678,1.09140155716,662.304713123,1.08951,148.487176015,380.566342142,-1.09578,1.08954984476,93.4050153348,1531,1531,626.417053296,184.018476587,110.761,0.999855,0.0285527603188,1.09178
0.00375577,129.987975322,94.1808,287.20920081,409.067577005,1.09418243248,600.610496864,1.09224,123.452751315,460.707799042,-1.09839,1.09226931158,153.710376121,1532,1532,807.910744057,134.785230792,110.798,0.99975,0.0283389223137,1.09428
0.00370799,99.78830675,94.1975,50.7612211783,270.530703001,1.09435491234,524.625546747,1.09249,271.817366139,750.722849756,-1.09838,1.09242461104,153.964420763,1533,1533,871.31627339,201.878094896,110.884,0.999563,0.0284540230693,1.09476
0.00360855,112.324730368,94.2058,96.2098541892,365.458998511,1.09440863874,491.563277642,1.09209,22.9857409243,380.93553791,-1.09832,1.09215992324,147.498221802,1534,1534,982.971809852,159.964120907,110.863,0.999921,0.028495627831,1.09464
0.0043954,113.918660706,94.231,27.6500701923,225.009454241,1.09203336544,362.629295377,1.08998,70.1405680398,333.522766397,-1.09608,1.08995093384,168.852751995,1535,1535,710.89444994,127.586335252,110.873,0.999738,0.0297715842049,1.09228
0.00395923,119.923296248,94.2549,0.718041964822,134.100693526,1.09527579808,274.034672807,1.09291,17.6664682925,264.8788192,-1.09932,1.09295365323,59.2284887852,1536,1536,374.556236602,109.964828128,110.903,0.999966,0.0292196062882,1.09552
0.00387197,121.137005306,94.2803,80.6360583385,181.915856251,1.10044006826,291.802942086,1.09809,212.238973801,333.069675229,-1.10412,1.09820257626,69.3472278699,1537,1537,542.924199236,84.1294232035,110.952,0.999757,0.0290947282768,1.1005
0.00387227,94.1594376304,94.3099,82.2987764474,355.48266235,1.09737971978,463.96909971,1.095,183.213376911,555.524366087,-1.09934,1.09493527127,306.886688268,1538,1538,991.646556929,144.590399012,110.97,0.995231,0.0289367415983,1.09763
0.0038253,135.964655871,94.3005,74.2612297565,279.293563951,1.09781934959,603.637161025,1.09524,342.884237606,423.681156959,-1.09915,1.09529648152,43.1324188544,1539,1539,524.856280436,170.115161022,111.072,0.99966,0.0289832524745,1.09804
0.00332254,117.799230834,94.3193,40.8633635849,294.065538677,1.09452169188,463.105754509,1.0919,159.796056875,346.285574705,-1.09567,1.09192846093,113.306240682,1540,1540,615.907810739,138.209957161,111.131,0.999914,0.0283486384123,1.0946
0.00391315,108.652908412,94.3571,20.4776814958,233.38350833,1.09553901463,451.582776049,1.09276,302.833666671,889.095022001,-1.09683,1.09272397977,221.45988266,1541,1541,1079.83266181,172.38111522,111.145,0.999978,0.0290621210178,1.09568
0.00396362,139.430673859,94.3723,3.63805796329,256.154620479,1.09670762183,660.397029765,1.09403,209.984819858,308.74991314,-1.09848,1.09402972416,42.547766048,1542,1542,348.835352686,212.009996348,111.135,0.999912,0.0295007787419,1.09684
0.00436594,155.68103636,94.3677,120.035013094,279.106441322,1.09942778691,490.133687102,1.09667,480.688802764,516.328883272,-1.10194,1.09677343733,15.8153347845,1543,1543,544.281555858,113.099249148,111.146,0.999495,0.0298256592568,1.09955
0.00399078,112.976908294,94.3695,26.677225025,154.281762052,1.09248222273,383.824441666,1.0899,1016.45371365,1056.6295257,-1.09517,1.08987815845,25.003744432,1544,1544,1089.1739688,133.792314498,111.165,0.999942,0.0292834044959,1.09268
0.0040771,96.0831150275,94.3628,2.8613888572,215.980362832,1.09734421078,535.055188229,1.09508,80.4730496979,438.345007569,-1.10005,1.09505551874,322.573476055,1545,1545,1071.18914799,197.709980563,111.209,0.999752,0.0299726035135,1.09767
0.00355532,114.330593292,94.3666,0.668036934179,202.216400252,1.09476881498,535.095476645,1.09278,655.201214223,937.506030541,-1.09761,1.09275690944,164.30055536,1546,1546,1071.59316758,218.238618125,111.18,0.998754,0.029142561471,1.09513
0.00394089,118.339900586,94.395,-3.71848834982,123.443423649,1.09553688439,478.993511383,1.09364,296.274715251,711.233161203,-1.0986,1.09367252941,307.224658643,1547,1547,1032.01685566,166.385776198,111.144,0.999682,0.0297351507195,1.09579
0.00433155,89.5765836099,94.4113,-3.38334071657,258.024493604,1.09441267432,535.956098627,1.09265,69.3868733163,478.460067627,-1.0979,1.09262814818,385.878409392,1548,1548,985.375959394,225.699739434,111.169,0.997035,0.0298720427337,1.09465
0.00416575,138.808634092,94.4151,95.7477352176,414.534791702,1.09665530519,769.726756282,1.09489,109.664442183,559.839926682,-1.09994,1.09494917805,217.627983467,1549,1549,947.811924156,242.547419243,111.19,0.999498,0.0302741929977,1.09679
0.00330264,130.010137241,94.409,170.359414955,317.20680673,1.09690283909,548.401949122,1.09528,526.572307055,579.323205984,-1.09961,1.09519653458,55.2250976647,1550,1550,765.173764487,143.710541996,111.243,0.999396,0.0283256114984,1.0971
0.00364889,130.338253591,94.4252,-1.46751902484,159.848115837,1.09527423662,380.46471394,1.09363,302.971416432,536.402299875,-1.09804,1.09370289229,68.9914932233,1551,1551,648.529086206,148.3899316,111.262,0.999342,0.0293526712623,1.09549
0.00418252,79.1780241581,94.4538,-1.73356019617,92.9354959791,1.09397411343,528.510192643,1.09256,-0.933584751877,296.402217075,-1.09718,1.09257676289,272.730787995,1552,1552,616.786906982,164.307216271,111.28,0.999483,0.0302763662897,1.09424
0.00404788,-3.43712265283,94.4485,-3.75135516279,22.8055758615,1.09078528293,517.202785728,1.0895,-3.7607682228,-3.55394588987,-1.09319,1.08944716619,0.0759379309899,1553,1553,-3.31557883951,85.4265486929,111.387,0.999991,0.0301063165438,1.09118
0.00425707,-2.96818736796,94.4467,-3.60760219483,3.90567719819,1.09270922724,59.8224915982,1.09102,-3.23946668276,-3.07040369234,-1.09452,1.09101541951,0.0681379903583,1554,1554,-2.85130271964,12.5585202406,111.455,1.0,0.0306866439636,1.09306
0.00441694,48.7520588049,94.4478,-3.59572752852,9.1080211079,1.08789434447,208.87049642,1.0866,0.270222427269,229.999979927,-1.08919,1.08667841054,362.368383796,1555,1555,1272.78473539,35.2042104449,111.509,0.999781,0.0315233781371,1.08831
0.00368257,111.102487642,94.4865,0.337059223168,123.411961703,1.09077106474,506.135884076,1.08963,23.5140093864,515.456064108,-1.09359,1.08958432056,371.413821405,1556,1556,1220.83007576,176.41430512,111.504,0.999836,0.0303797414657,1.0911
0.00366168,68.8126257445,94.5086,9.2630689656,296.937454112,1.09405895402,504.959987778,1.09287,0.659606895846,228.451944792,-1.0984,1.09287893441,253.047973396,1557,1557,845.778814075,203.993285187,111.494,0.999745,0.0306622511846,1.09436
0.00385121,124.659035081,94.4997,3.71357620479,207.863846094,1.09479191278,434.979508219,1.09336,38.3012875372,446.722654293,-1.09967,1.09346887924,231.381843165,1558,1558,1048.08284482,175.806320054,111.527,0.999705,0.0305756142289,1.09496
0.00376744,117.337840875,94.5223,222.88651854,514.737675806,1.09420322263,753.997939884,1.0929,29.0978032076,470.634845098,-1.09928,1.0928435554,313.806372442,1559,1559,1007.23758111,219.991192256,111.532,0.999582,0.0302342890778,1.09467
0.00431586,130.262707715,94.5345,0.625276395963,178.799312982,1.09528062961,400.869988025,1.09391,38.4974890414,544.554264857,-1.09964,1.09394891082,307.312028626,1560,1560,1161.79337569,155.235498185,111.551,0.99956,0.0303593378942,1.0956
0.00379762,132.600532356,94.5529,16.4406540421,205.94892827,1.09928604903,558.229101212,1.09761,1.78364028829,705.075944604,-1.103,1.0976109927,445.279072958,1561,1561,1342.92476558,182.160107159,111.596,0.999313,0.0294869199905,1.09962
0.00358214,144.770012293,94.5726,38.042685623,168.534550675,1.10150562473,397.048584675,1.09991,18.3681154274,717.244525134,-1.10528,1.09991294755,236.816817654,1562,1562,1074.03248494,126.848315788,111.663,0.999556,0.0289377197619,1.10182
0.00391725,113.778433977,94.5809,28.7504209298,199.208114446,1.09910233191,466.265107302,1.0976,17.2915921413,480.751092177,-1.10194,1.09763995022,277.54273684,1563,1563,1134.32716941,158.919870107,111.68,0.999651,0.0299987833315,1.09938
0.00442956,0.53133588224,94.6125,0.72858080622,232.14133969,1.0983402568,556.05286135,1.09657,0.305543441436,0.469321596666,-1.10069,1.09660535327,0.0626630400173,1564,1564,0.636651803938,205.156578236,111.682,1.0,0.0303386930864,1.09866
0.00372254,108.895613774,94.6482,-0.939409581938,188.906113155,1.10463517732,375.894950473,1.10303,42.4364164854,411.034900337,-1.10735,1.10302325548,252.223523074,1565,1565,928.001036336,165.041377799,111.733,0.999656,0.0290728709059,1.1049
0.00386513,89.7898756697,94.663,9.0887323858,242.779967381,1.10221780956,546.615760838,1.10036,43.5090647788,332.573148736,-1.10425,1.10037861265,292.29933943,1566,1566,985.536051708,195.356622139,111.777,0.999635,0.0300531048836,1.10236
0.00411866,113.973929749,94.666,11.8461971268,361.999597833,1.09971897604,563.548548467,1.09731,54.5187284499,496.758103629,-1.10194,1.09725044342,325.628755677,1567,1567,1359.92127512,208.840182252,111.785,0.999609,0.0297382134214,1.10012
0.00430766,117.183381515,94.688,121.778419776,284.833473897,1.10253387766,547.718957913,1.10005,55.7073642909,372.431348716,-1.10522,1.10006066134,161.473337025,1568,1568,612.382424466,151.647008963,111.804,0.999494,0.0299022229192,1.10284
0.00381803,120.902319736,94.6972,22.4513537279,253.879436587,1.1007406125,392.599278142,1.09752,19.5661630845,421.768126823,-1.10205,1.09756518711,187.101649588,1569,1569,711.880861423,130.500759688,111.86,0.999529,0.0295583402297,1.10094
0.00373102,142.436898488,94.7145,5.24969144132,290.287015753,1.10005904729,574.442334993,1.09727,754.057386413,902.056654472,-1.10127,1.09717567843,162.34390291,1570,1570,1209.75272603,221.539485569,111.922,0.999438,0.0296152337928,1.1003
0.00434467,15.2819283027,94.7536,8.01375111563,162.404069094,1.09889905077,525.493554043,1.09565,15.862329527,17.1244718915,-1.10011,1.09576711047,1.06195667552,1571,1571,20.9554187689,212.730686465,111.942,0.999942,0.030120999246,1.09917
0.00434174,130.475126321,94.7752,16.8623657058,333.249126648,1.0968635375,670.787933712,1.09344,313.506875129,724.350803838,-1.09663,1.09353239867,241.602089123,1572,1572,1048.7684876,257.603967216,112.039,0.999741,0.0303392437075,1.0969
0.00352031,121.410239377,94.7965,10.2992031396,305.070939336,1.09847416091,535.511189411,1.09551,102.233247448,655.168030884,-1.09975,1.09538039447,327.95559922,1573,1573,1175.81997767,207.645641958,112.027,0.99975,0.0291749593346,1.09879
0.00484392,135.046402609,94.8317,47.4588271353,246.201115845,1.09521130304,436.966480552,1.09221,308.998339235,654.430212522,-1.09703,1.092315311,189.679150576,1574,1574,1121.09341012,135.010402977,111.977,0.999577,0.0313002885145,1.09536
0.0044319,133.833127357,94.8411,9.88941930115,205.991079867,1.09523568254,370.213588841,1.09246,73.4629503994,589.443008878,-1.09825,1.09242235251,304.569076954,1575,1575,1190.85675734,116.625285689,111.981,0.999475,0.0304308559347,1.0954
0.00414783,127.319993952,94.8505,139.262473898,277.815896314,1.09610325802,394.763465964,1.0937,194.024051357,273.098238468,-1.09929,1.09369606007,63.5595515458,1576,1576,403.182237625,97.1916847561,111.948,0.999857,0.0303288136658,1.09642
0.00385646,124.794678026,94.8619,72.9256913939,290.188602784,1.09462769296,471.453879979,1.09246,148.773065254,287.475367339,-1.09884,1.09245327375,96.6919424786,1577,1577,697.435447941,128.291659269,111.961,0.999877,0.0296139689867,1.09488
0.0038327,109.391660616,94.8418,153.457834491,297.28974371,1.09596657472,559.12573176,1.0937,141.35520424,193.821030574,-1.10023,1.09374436955,35.7031291686,1578,1578,261.370597588,128.692187959,111.975,0.999916,0.0296733498794,1.09643
0.00409632,117.382583415,94.8591,11.3771629235,183.978640549,1.09849181379,274.111785992,1.097,155.308893513,278.959848903,-1.10404,1.09694734202,58.2689967365,1579,1579,458.322823064,101.141552779,111.994,0.999886,0.0301227762917,1.09873
0.00442939,115.841414397,94.8833,140.155392873,200.533223382,1.09929489876,276.577826785,1.09762,213.297975015,348.482976354,-1.10348,1.09764525617,121.379737241,1580,1580,1024.97794122,42.7568435262,111.938,0.999841,0.0303477020841,1.09959
0.00406473,82.5209759881,94.8615,13.9834954856,207.659359216,1.10211395742,415.406497616,1.10092,56.6533270427,248.801563189,-1.10631,1.1008631502,231.468306388,1581,1581,1030.81545704,155.203764267,111.973,0.999933,0.0298876075938,1.10239
0.00377844,88.802481294,94.8942,7.28240070514,182.846690542,1.09958599933,388.962130019,1.09879,67.0473945732,161.323451766,-1.10458,1.09863655003,61.3458726057,1582,1582,418.045116867,125.89584829,111.942,0.999941,0.0298011634489,1.10001
0.00401384,96.0808209526,94.8957,0.328080362415,156.334999714,1.09831050226,348.922759579,1.09732,66.4996324508,331.599136757,-1.1014,1.09738748201,275.817435685,1583,1583,1100.47631769,114.339488082,111.983,0.999932,0.0301501036042,1.09845
0.00433177,79.5129087571,94.8955,1.2363838709,171.471370749,1.09905410156,440.73645008,1.09785,16.8341947344,183.237878754,-1.10114,1.09791294067,164.668310649,1584,1584,400.279693373,148.065242499,112.08,0.999866,0.0304149624753,1.0994
0.00418981,81.3837135749,94.9272,0.875388455024,184.989576816,1.09518835176,482.49453042,1.09353,9.89790801937,564.580388886,-1.09468,1.0936149261,519.929147541,1585,1585,1103.43583806,186.974342786,112.222,0.999864,0.0305109691991,1.09541
0.00494185,51.2412473905,94.9262,1.34576522044,157.261178702,1.09471842842,944.264534502,1.09249,40.0523027487,147.713143569,-1.0943,1.09248169044,290.056518135,1586,1586,1118.50664539,322.570827319,112.261,0.999962,0.0318869036783,1.09494
0.00388349,58.2727675662,94.9565,0.949608897584,116.992302411,1.09465758429,438.339177502,1.09133,34.9489600366,287.991697201,-1.09298,1.0913289079,443.579559144,1587,1587,1129.76929586,167.809189305,112.271,0.999868,0.0304231877128,1.09474
0.00489702,82.7444085332,94.9913,2.52202711114,130.593144598,1.09312919634,424.863086959,1.08889,8.57384266656,588.127094847,-1.09025,1.088914875,524.193964046,1588,1588,1090.3773507,159.956944754,112.302,0.999996,0.032147617936,1.09317
0.0049842,100.021938125,94.9894,-0.215562110296,113.018566608,1.0894410696,455.124818323,1.08373,70.9959436255,293.71841335,-1.08491,1.08371388506,261.472887422,1589,1589,1020.91227159,176.027946964,112.327,0.999465,0.033092204632,1.08946
0.00490721,70.9812174445,95.0366,-8.45636349548,149.989003178,1.08897194198,519.697860896,1.08109,62.2806593476,279.709550847,-1.08234,1.08119796896,413.980342558,1590,1590,1137.21912262,187.255521692,112.346,0.999958,0.0334013925086,1.08908
0.00481578,118.198036246,95.0607,0.826155600674,130.983214427,1.08814274784,468.456321254,1.07919,547.643864376,1029.15833027,-1.08205,1.07922794607,156.926761323,1591,1591,1153.01486892,165.687958175,112.35,0.999736,0.0337848676799,1.08808
0.0048206,7.80369457649,95.0644,41.0659667357,268.090989675,1.08530164254,539.987797166,1.07637,8.25546390468,8.53069598988,-1.07941,1.076294223,0.182419318266,1592,1592,9.56032997408,209.79314347,112.441,0.999997,0.0339179551747,1.0855
0.00500727,7.33766850413,95.0867,-0.0602952521854,146.196028677,1.08652873361,557.410101853,1.07709,7.30920735744,8.02012544377,-1.08028,1.07708710193,0.850437886189,1593,1593,10.7001832394,188.670010703,112.483,0.999943,0.0341839282398,1.08647
0.00483735,7.0961765298,95.1046,0.112681506326,59.2518605856,1.08463531233,273.93855374,1.07556,7.32658073002,7.75998545185,-1.07836,1.07559731498,0.29018947687,1594,1594,9.09140558815,89.8037909709,112.472,0.999996,0.0343877815519,1.08457
0.00523076,7.81071557723,95.1389,4.37416431544,92.7849501558,1.07522941208,392.880869228,1.06662,8.227843712,8.53847048503,-1.06882,1.06663748991,0.207525965187,1595,1595,9.53692733087,111.11285475,112.487,0.999995,0.0349401051327,1.07529
0.00498016,46.0929725335,95.1574,-3.03686945385,120.835755884,1.07987675468,408.730038532,1.0724,8.44728460162,133.076701368,-1.0755,1.07239443155,198.227723645,1596,1596,475.580108,163.749403224,112.435,0.999538,0.0353631348066,1.07991
0.00588253,42.8845391453,95.1732,-3.71780086424,45.0462729896,1.07295931292,356.829411153,1.06553,8.43056674964,108.968055674,-1.06829,1.06547317931,158.985725202,1597,1597,421.436602208,93.1801212976,112.444,0.999793,0.036377583831,1.07307
0.00648738,44.5111616621,95.2073,-0.462808157428,141.905952199,1.07274161674,748.064732887,1.06555,8.33041655618,135.925245605,-1.06711,1.06564635448,209.545860191,1598,1598,520.97337601,235.519730946,112.49,0.999393,0.0382231863325,1.07276
0.00565225,102.616774337,95.2161,4.9059169555,152.132386206,1.07000402225,540.561196806,1.06127,8.6565308104,758.04794098,-1.06085,1.06114827999,500.958839397,1599,1599,1138.46295708,184.981941757,112.549,0.999906,0.0370252715624,1.0699
0.00618906,56.6845381923,95.2309,-2.82576605453,65.3057205868,1.07282128001,621.696868711,1.06189,8.114699458,413.901709244,-1.05767,1.06199662289,523.616351498,1600,1600,1112.13279708,158.608365032,112.605,0.999948,0.0395358153949,1.07244
0.0063251,7.369656664,95.2531,3.56396985911,110.151394422,1.06595815481,396.830274724,1.05019,7.24918168465,8.0536372331,-1.0454,1.04997059395,0.465671565145,1601,1601,8.81925910672,121.969711162,112.596,0.999984,0.0402552665598,1.06569
0.00685481,7.31625320282,95.2667,-1.96954851176,75.0942795811,1.05982277133,318.564554129,1.04234,7.26179611631,7.97020033235,-1.03702,1.04225916845,0.302945673023,1602,1602,8.57818731726,113.764985559,112.611,0.999969,0.0422395742779,1.05957
0.00677792,7.60789130638,95.2939,-0.805914749405,102.521885964,1.05300436876,787.549877127,1.03252,7.83021052336,8.29736714748,-1.02892,1.03245469971,0.267918702235,1603,1603,8.88693371795,198.31670678,112.615,1.0,0.0432998968914,1.05224
0.00762173,6.96196571158,95.3306,-3.58675304234,39.7337821447,1.04675331529,361.187236469,1.02618,7.22458507563,7.57007181623,-1.02463,1.02614269514,0.174182235095,1604,1604,8.16411148037,83.014478311,112.638,0.999992,0.0443778130678,1.04622
0.0075152,150.351544909,95.3565,0.355991505181,70.9826044284,1.04100707428,496.636111124,1.02035,300.738173766,348.167547306,-1.02525,1.02033904612,31.6428216959,1605,1605,471.16923957,154.605588214,112.557,0.999835,0.044917162244,1.04033
0.00765306,62.1220965861,95.3734,3.17547313732,180.875219932,1.0438409353,403.674794463,1.02719,30.0434951873,182.059907168,-1.04235,1.02734535779,159.807029087,1606,1606,509.552757142,160.905372291,112.554,0.999899,0.0441686022852,1.0431
0.00719166,96.7642751153,95.3735,5.21948757836,203.979502211,1.06103376564,441.732344567,1.0454,62.8440665693,357.16580718,-1.06068,1.04531951913,111.385861708,1607,1607,581.987170854,184.438301469,112.63,0.999746,0.0441072775107,1.06042
0.00642076,-6.10057717733,95.386,-2.72837738165,59.0768537054,1.06951166861,174.143307619,1.05303,-28.9042681966,-8.09222457138,-1.06722,1.05322991493,56.3057812233,1608,1608,396.395117538,63.6833188921,112.733,0.999722,0.0413583916036,1.06888
0.00601918,-11.63201753,95.3702,-34.5900486742,-13.0473163929,1.08369791253,25.7837423506,1.06859,-44.5284119391,-30.1461494805,-1.08338,1.06851521364,5.00755006094,1609,1609,-14.2714093615,17.7967073563,112.811,0.999766,0.0389162120379,1.08322
0.00617132,24.0701798406,95.3752,-35.4425348868,-12.8910952125,1.09461690925,27.1994411624,1.08208,-19.2547884129,68.20025727,-1.09162,1.08205682854,71.9383277196,1610,1610,417.90276261,16.1725200489,112.828,0.9999,0.037096149217,1.09423
0.00582819,4.75666952595,95.3645,-19.9227667028,2.39885721192,1.09338325604,32.9755251449,1.08195,-16.9214696723,5.93904592265,-1.08926,1.08202741231,31.1571435133,1611,1611,168.845438124,14.4774854972,112.798,0.999806,0.0361624701907,1.09305
0.0052688,36.6405710044,95.366,-27.3945473441,-6.19447902875,1.08993462194,47.7356418852,1.07939,32.0184114888,60.1079951806,-1.08559,1.07939662763,14.8067083574,1612,1612,102.179877667,21.3795756905,112.847,0.999776,0.0364282570482,1.08939
0.00540901,118.440025625,95.3836,-2.49772632374,41.6515956936,1.09754304157,143.818683311,1.08887,48.729006357,370.425815406,-1.093,1.08881445016,166.747467568,1613,1613,653.562658494,36.7395537919,112.878,0.999466,0.0362624429065,1.09733
0.00516765,172.882035521,95.3811,11.3459071308,233.053932621,1.09444003885,501.601621545,1.08753,484.332922831,545.493322972,-1.09356,1.08752269102,23.21974193,1614,1614,572.881206379,181.021272931,112.896,0.99972,0.035330664751,1.09448
0.00520271,9.50912483593,95.3902,-2.46731363362,93.3679381597,1.09153557551,597.959728145,1.08622,8.24506988458,13.0878933953,-1.09137,1.08621298788,39.6791708669,1615,1615,388.267600108,155.433761272,112.846,0.999929,0.0350441566169,1.09144
0.00536602,7.40047353451,95.4016,0.174912623242,50.5426819373,1.09362825317,295.51240098,1.08935,7.38967544037,8.00776989738,-1.09472,1.08937514078,0.263011163345,1616,1616,8.61643354753,95.477992311,112.85,1.0,0.0347840282599,1.09364
0.00532032,7.40418173348,95.4125,-29.8772465489,152.110629286,1.09034735828,367.43575257,1.08692,7.37390346658,8.01210091661,-1.09311,1.08691940158,0.260704683585,1617,1617,8.57501595711,165.979880968,112.845,1.0,0.0344638656559,1.09046
0.00500774,117.731776505,95.419,1.00581841207,89.5555602833,1.09286857559,332.677289153,1.08932,133.039842887,201.15723301,-1.09514,1.08937347651,44.1948575897,1618,1618,249.960378103,117.842123001,112.819,0.999736,0.0339954160281,1.0928
0.00543126,98.2885491428,95.4286,-0.453614562965,116.546337043,1.09249890955,367.813261255,1.08951,136.929113989,213.419272177,-1.09905,1.08947573218,92.3868927184,1619,1619,715.143364722,125.155812008,112.803,0.999901,0.0353547681382,1.09287
0.00564659,123.537954917,95.425,2.72037454907,156.102112726,1.09527605549,369.484073593,1.09295,149.704737802,263.088167209,-1.10263,1.0930204737,82.8175671602,1620,1620,459.452068466,136.348671023,112.785,0.999919,0.0353806272936,1.09542
0.00534834,126.78558266,95.4144,-0.665461809573,216.610736367,1.09553846688,444.089930748,1.09338,155.259561383,296.565412273,-1.10407,1.09334365157,101.983521325,1621,1621,448.880981757,162.945545843,112.905,0.999745,0.0344116782692,1.09583
0.00502232,86.7650629068,95.4101,10.0046650611,129.977266272,1.10740939585,408.071976502,1.10603,108.970096592,184.812133311,-1.11465,1.1061172481,63.0240692565,1622,1622,418.318711611,141.825305903,112.904,0.999757,0.0330119226276,1.10743
0.00462879,108.905117505,95.4161,49.964971164,250.292948813,1.10665262713,402.721979042,1.10531,59.9026716658,359.193896873,-1.11404,1.10516436251,206.42157695,1623,1623,844.632046543,115.710602868,112.942,0.999901,0.0328155973606,1.10715
0.00452068,95.9385834076,95.4149,11.9887377226,310.225889336,1.11380181731,557.151621546,1.11222,147.420176297,248.670726585,-1.12063,1.11234687306,106.764599825,1624,1624,584.089259661,195.91119633,112.949,0.999718,0.0327544338924,1.114
0.00452598,89.1449765869,95.4033,4.79307315884,252.745999937,1.11453579565,739.746975303,1.11333,136.030531675,230.55245997,-1.12118,1.11335501749,137.034824365,1625,1625,703.709662746,263.282656106,112.94,0.999804,0.032315768768,1.11483
0.0046098,44.7364513376,95.4323,52.2103410262,196.364296485,1.11144471511,609.742918938,1.11031,51.8501669617,63.413761932,-1.11765,1.11028965124,5.2320141578,1626,1626,75.2477511341,183.465777869,112.933,0.999948,0.0322854510475,1.11186
0.00440801,112.08095416,95.4479,12.3053427655,149.05399622,1.11936281336,364.199985654,1.11802,34.406506591,302.130195259,-1.12484,1.1180572472,148.228300535,1627,1627,750.675802123,118.763975895,112.933,0.999745,0.0318095987767,1.11965
0.00415371,69.4393681698,95.4666,42.3256766336,178.824537604,1.12198739567,511.983485404,1.12062,47.3797335846,181.701922295,-1.12727,1.12071262632,193.656968276,1628,1628,1099.12899644,158.919191783,112.957,0.999885,0.0313431173928,1.12211
0.00437429,43.2507471813,95.4813,16.2298208761,157.273214645,1.11506049695,621.106651873,1.11352,49.22227536,60.6373180467,-1.11974,1.11344859823,6.58780624278,1629,1629,79.7699719069,188.341310006,112.954,0.99986,0.0311950661931,1.11548
0.00400165,111.057896986,95.4858,68.1061496381,241.413527163,1.12023024697,515.087822014,1.11855,72.1149886223,275.950235634,-1.12381,1.11868600762,138.849251379,1630,1630,436.652593526,127.285329862,112.987,0.999834,0.0302266132787,1.12016
0.00438605,117.723305882,95.5073,11.003104415,206.655826977,1.11828500971,347.226944953,1.11683,168.75988078,410.492862971,-1.12302,1.11679853953,136.241829862,1631,1631,604.79925975,130.077646811,112.983,0.999887,0.0312153852862,1.1185
