AverageQLoss,AverageDiscountedReturn,QFunRegParamNorm,MinEsReturn,AverageEsReturn,AverageAbsY,MaxEsReturn,AverageQ,MinReturn,AverageReturn,AveragePolicySurr,AverageY,StdReturn,Epoch,Iteration,MaxReturn,StdEsReturn,PolicyRegParamNorm,AverageAction,AverageAbsQYDiff,AverageAbsQ
0.0280418,12.5112859104,32.7681,8.52841007628,114.939349979,2.54272883646,235.799529268,2.5399,-43.9991549843,13.2311566197,-2.63458,2.54026983,29.8327128431,80,80,130.858131379,81.3469352963,34.9693,0.977271,0.084007959198,2.54473
0.0269568,26.664850509,32.9696,-26.5305251685,18.600227303,2.52817298163,73.038024303,2.52505,-36.8125960872,260.882829373,-2.62078,2.52517304321,422.630404243,81,81,977.988759654,29.0683148481,35.1625,0.939388,0.0810182679661,2.53016
0.0289126,41.9412050856,33.1834,-31.230703085,41.7225182435,2.54202430307,156.872784994,2.53819,-47.5799902968,100.430045065,-2.62857,2.53857575769,113.686061005,82,82,399.145657873,58.4959345027,35.4017,0.975821,0.082307414903,2.54364
0.0274417,9.23552179915,33.3827,-25.5597068542,30.49147957,2.53559065543,152.94531173,2.53192,-37.3384901762,16.1456349855,-2.62401,2.53213144085,45.6913819277,83,83,202.724548586,60.4505684526,35.6006,0.950824,0.0832518839488,2.5374
0.0282958,4.60037224092,33.5711,-18.9506661692,112.088179073,2.52003621956,426.971983001,2.51628,-64.3648272756,-1.62022771772,-2.60941,2.51644996698,29.8696386249,84,84,145.283132214,151.837855948,35.8218,0.972336,0.0826340861646,2.52215
0.0253248,122.819993217,33.7314,-31.3099634058,10.1359811641,2.51694042676,138.940519372,2.51299,323.087016411,1006.95206145,-2.60438,2.5134341727,225.411748418,85,85,1160.68527782,42.8391908571,36.0055,0.968157,0.0809573505921,2.51853
0.0285264,10.734328877,33.9482,-13.1287876675,105.301400351,2.50076936776,315.585524458,2.49725,-2.36447384965,13.1552067213,-2.58351,2.49746625723,4.71679422704,86,86,34.4020677514,131.902531306,36.1829,0.970465,0.0827634668162,2.50262
0.0271587,115.607970098,34.1153,-8.65832214948,59.3317857893,2.50393016525,146.374180097,2.5002,-1.92785466994,716.324419078,-2.58521,2.50058403864,418.302387109,87,87,1239.75984154,52.0634113288,36.363,0.975942,0.0826497166314,2.50546
0.0293396,39.7908959975,34.2725,59.125524193,221.709457557,2.49838932269,435.222858163,2.49437,-40.5861377418,140.606455534,-2.5787,2.49477795752,235.174137706,88,88,1004.11882004,156.559799942,36.5444,0.95865,0.0835854136699,2.50004
0.0278878,-0.762870381734,34.4963,-38.1280313688,106.308321014,2.48563281198,589.440882602,2.48105,-38.5048549708,-11.0863383724,-2.56824,2.4813080672,23.6228511731,89,89,147.130205561,203.812571698,36.7172,0.955332,0.0819202960132,2.48732
0.0242345,82.7417749542,34.6818,-22.8347391268,113.175202138,2.47991446736,467.245837734,2.47478,31.2396375842,590.449581891,-2.5622,2.47484181256,477.682080277,90,90,1112.86303307,154.198857808,36.9112,0.974521,0.0790029323449,2.48166
0.0282454,114.106036979,34.8551,1.27791115309,198.482417521,2.47889856769,404.097293519,2.47398,120.544212319,442.09423718,-2.56276,2.47458867581,234.147910321,91,91,1019.1126205,168.900625688,37.1289,0.979318,0.0845437437018,2.4805
0.0270638,95.4715420196,35.0252,6.39293187436,198.958466635,2.48022826131,430.267906871,2.47689,-12.9715773081,270.248858873,-2.56337,2.47709648595,128.387016857,92,92,679.800568068,165.294347886,37.3229,0.968185,0.0825004611933,2.48219
0.0256598,93.8344228196,35.1929,-12.6610258085,16.6914558308,2.47488024152,45.6495426745,2.47223,36.8930571865,624.884639503,-2.55723,2.47254216126,460.406300154,93,93,1135.43995492,20.6803950851,37.4512,0.972257,0.0814323025735,2.47676
0.026123,34.6351214029,35.3696,7.16992677292,236.984435935,2.47768057531,687.978663039,2.47473,-26.820786275,53.9327891438,-2.55567,2.47505740637,75.4140835444,94,94,376.327213982,237.680122371,37.5936,0.971953,0.082461919618,2.4795
0.0253263,86.2105841742,35.5334,-6.95879599281,140.176397545,2.46259808071,310.145187822,2.46012,-1.47878737934,314.483712978,-2.53744,2.46039469641,250.204070259,95,95,941.150750109,111.55014456,37.7509,0.957812,0.080040420554,2.46432
0.0221155,41.9986355757,35.6841,-17.1996272124,109.516699363,2.45468266756,308.813605214,2.45262,-31.5401920721,128.25562655,-2.52939,2.45268711803,170.125150656,96,96,899.848064248,114.838570451,37.8855,0.954913,0.0776539330498,2.45638
0.0269478,83.5519623206,35.8663,-3.79483063041,128.143274162,2.4392954763,196.084676647,2.43714,46.1436614571,319.236397948,-2.51563,2.4373454854,271.496430792,97,97,998.910165915,72.5915950531,38.0904,0.949774,0.0812301101978,2.4405
0.0265699,52.3274096403,36.1028,0.217429798102,101.064681121,2.4464521315,175.122946913,2.44448,30.1233140248,213.359711137,-2.52418,2.44476420953,203.566983943,98,98,1034.54090951,56.6670704807,38.1924,0.958125,0.0812756151123,2.44771
0.0239063,91.6546531337,36.2548,-1.55449865534,203.909022043,2.44197862408,381.980920574,2.44023,39.6440985186,261.914358533,-2.51745,2.44030191732,170.546409485,99,99,1080.68375926,130.965678732,38.3895,0.949927,0.080100379773,2.44381
0.0259735,113.315595026,36.4552,3.07117058798,149.34184547,2.42990819851,304.010413063,2.42793,109.610712927,239.326367605,-2.50829,2.42818225833,55.344908826,100,100,479.842495956,96.5333998806,38.5728,0.971159,0.0818837530574,2.43134
0.0218207,122.64698487,36.6244,80.9789873694,265.187496082,2.43609030578,457.953244028,2.4344,162.720788785,518.837271985,-2.51156,2.43464052386,313.562622604,101,101,1045.88938597,134.691976025,38.7709,0.898882,0.0800168794561,2.43733
0.0261179,121.372427445,36.7921,76.5674336736,175.831039199,2.41793899975,330.622025981,2.41573,140.255312777,411.416651167,-2.48984,2.4158740235,307.693845712,102,102,1033.42919322,87.7026932722,38.9274,0.919134,0.0839842357938,2.4197
0.0212801,86.6983719838,36.9418,-22.5388378143,143.912738166,2.41964557926,413.760817204,2.41751,-1.84059232573,316.048394461,-2.49071,2.41764224288,219.229871797,103,103,977.280096502,129.897165931,39.0728,0.956143,0.0802284339658,2.42119
0.0245494,54.890438841,37.1189,-5.51753292902,92.6103688818,2.40827880687,178.979406269,2.40561,54.3498167059,105.889027005,-2.47855,2.40566759534,68.5487721529,104,104,678.594516653,69.1955909449,39.2096,0.972843,0.0830698539067,2.41005
0.0257856,64.2494084049,37.2629,-62.6936013804,73.9004460464,2.40154723465,259.290115368,2.39847,-90.1253721159,135.912565803,-2.47176,2.39865372562,161.38750731,105,105,855.312190176,103.918343509,39.4151,0.943618,0.0831613411192,2.40335
0.0235396,38.1135336171,37.4485,-24.6221467335,92.0942124299,2.40740023046,373.205127578,2.40378,-32.9701484674,191.474391009,-2.47376,2.40395932933,319.967652078,106,106,987.869187908,122.465686592,39.566,0.921195,0.0804996553779,2.40883
0.0224504,9.00154714265,37.5872,84.5278189019,95.4082868541,2.39189702167,102.864880041,2.38784,-211.518776882,272.253201521,-2.46281,2.3879800496,400.947690021,107,107,869.576623512,7.86783077305,39.7248,0.94486,0.0786658111254,2.39376
0.0249916,20.5498399482,37.7572,-86.9986789485,161.64245089,2.38593047461,538.907933657,2.38162,-96.8785788662,121.594708606,-2.45307,2.38172921384,255.695419251,108,108,962.649437306,187.02223215,39.9696,0.960965,0.0820328783517,2.38804
0.024579,1.88824228927,37.9443,11.908274047,92.079112907,2.37395104743,238.043224945,2.36977,-291.398636209,163.239940862,-2.44455,2.36981443528,379.769754893,109,109,795.382455299,91.6535218746,40.1045,0.946521,0.0822393045491,2.37577
0.025807,-1.43151570228,38.0821,-33.4151079526,34.5111004565,2.38004972198,157.660783298,2.37569,-143.901616503,-0.264212119653,-2.44642,2.37593997279,28.1280981248,110,110,343.78742642,56.3426397834,40.2391,0.972226,0.0838594695618,2.38193
0.0250984,51.0364641105,38.2149,-59.240231995,179.622654718,2.36636818487,757.802929039,2.36188,-174.999637171,201.01146198,-2.43737,2.36192127168,294.783469907,111,111,976.201933935,295.174941663,40.3746,0.956135,0.0818745149771,2.3681
0.0245431,40.7212656403,38.3491,-18.2278475786,38.4612591098,2.37535379948,176.703648576,2.37121,-41.6556977353,394.523253793,-2.44512,2.37120933482,398.192019814,112,112,1013.76869541,66.753047369,40.5171,0.966962,0.0815047066685,2.37725
0.0268704,15.4765308332,38.5411,-1.31970614096,69.1778578985,2.37358085989,216.157506799,2.36878,-108.761240744,48.5104903093,-2.44288,2.36896010959,194.878200709,113,113,909.450000429,74.6220612641,40.7056,0.965176,0.0841262935015,2.37519
0.0242147,50.6391181565,38.664,-68.5158449836,52.1153758802,2.36260603668,307.692767431,2.35829,-135.597806412,322.714003422,-2.42988,2.35834754838,420.804760464,114,114,1058.83867818,103.297944628,40.8863,0.924891,0.0805862021753,2.36445
0.0255689,121.000154951,38.8629,-14.6170269621,93.3634601578,2.36272985187,264.435099183,2.35767,336.325620385,961.977336792,-2.42848,2.35776161002,206.429147331,115,115,1118.66019598,93.1603081985,40.9655,0.884051,0.0825315720873,2.36498
0.0278634,54.1881314368,39.0318,-6.03436946365,189.56324608,2.35090105994,425.776843301,2.34598,-82.1289502201,434.597604179,-2.41652,2.34593111557,463.944356547,116,116,1064.851836,137.312974973,41.1519,0.891271,0.0842463936144,2.35314
0.0261022,65.5863469167,39.2114,-50.9645836904,87.2819875888,2.35245021147,443.143166155,2.34766,-55.8636149487,521.999570168,-2.41717,2.34766209496,423.035470632,117,117,1106.7584501,184.700324229,41.311,0.934547,0.0837700541172,2.35435
0.0243415,99.8108616529,39.3621,21.3207975474,103.776275216,2.35132858777,226.987858497,2.34652,93.0901609472,769.549580533,-2.41583,2.34659856147,368.824008893,118,118,1064.7252048,74.5681038815,41.4899,0.918931,0.0817699052118,2.35288
