AveragePolicySurr,AverageEsReturn,MinReturn,MaxReturn,AverageAbsQYDiff,MaxEsReturn,StdEsReturn,AverageDiscountedReturn,AverageReturn,AverageQ,AverageAbsY,StdReturn,MinEsReturn,PolicyRegParamNorm,AverageAbsQ,Epoch,AverageY,AverageAction,QFunRegParamNorm,Iteration,AverageQLoss
-76.1216,255.481808764,376.279679644,416.14019268,2.09931427261,403.141707911,92.0203856648,182.58145158,397.363125378,73.6665,73.7062852823,11.605155455,103.010739178,28.9937,73.7291,49,73.6837973176,0.65534,48.5758,49,23.6101
-78.4737,237.17076367,376.401728956,421.72845171,2.29202198299,360.101794957,105.644311249,181.963127407,383.074326793,75.937,75.9796457474,5.29164345052,49.6907192843,29.2792,76.0018,50,75.9557571948,0.673524,49.3352,50,28.9581
-80.7954,219.102429677,398.925097071,525.49942343,2.08205045863,430.132624714,131.60408261,194.476402588,447.485282494,78.3243,78.3490164883,34.0725424099,12.0882954782,29.4744,78.3807,51,78.3307043465,0.697388,49.9887,51,22.2546
-83.0359,202.848531054,360.354947512,490.017841025,2.30409901657,494.783489997,139.754534585,200.103707371,459.648068761,80.4124,80.4498209211,17.9524529267,9.4489283113,29.7239,80.4732,52,80.4325465772,0.719862,50.7565,52,28.9003
-85.498,231.101251848,394.899645517,516.263907664,2.24413393393,417.36355521,124.912940248,199.682720098,458.214258725,82.9016,82.9312710369,22.3278052287,10.9257692679,29.9597,82.9581,53,82.9106581392,0.678237,51.4268,53,27.307
-87.4283,345.704442325,344.537272768,516.372978904,2.37657399775,507.127780673,119.331059145,196.078982924,446.202944235,84.7226,84.760773784,42.411206569,141.490858221,30.2666,84.7709,54,84.7419296797,0.67682,52.1496,54,30.4767
-89.8223,265.197333288,377.550815185,473.973105468,2.33626782872,432.160691964,79.3246400573,193.40202326,421.750175481,87.0803,87.1148646638,25.338441493,139.53180139,30.5202,87.1318,55,87.1008635542,0.692816,52.8186,55,30.7845
-92.3023,215.126738475,421.838998986,587.347170871,2.37650850326,418.311728671,117.533106003,201.863811974,475.093820614,89.4424,89.4655893245,42.7667844784,20.7407882809,30.6896,89.4868,56,89.4512043842,0.742034,53.5025,56,31.1028
-94.3114,235.253124561,415.532954321,514.086413459,2.46158408002,461.981953009,142.127834216,201.061434188,468.175925552,91.4911,91.522395284,24.9429726135,73.3916725676,30.9223,91.5495,57,91.5060115588,0.698636,54.1601,57,31.0199
-97.1326,258.962844755,302.423166194,587.71313062,2.49189829209,394.246139958,106.151797789,201.863894202,474.927787447,94.292,94.3253414242,76.9574861873,18.122459614,31.2229,94.3415,58,94.3105516133,0.683585,54.8235,58,34.0682
-98.6415,251.939270748,323.993948531,472.916295559,2.5377729339,479.742806093,140.449033703,184.843746721,398.773517754,95.7091,95.7325829452,51.2083163394,58.8522369871,31.4286,95.7656,59,95.7187599575,0.694674,55.5241,59,33.4853
-101.328,257.557048516,299.060583257,550.483630372,2.65448758897,542.440401543,161.617798813,180.529450241,384.06737196,98.3491,98.38700093,70.4639269127,11.9720823401,31.6948,98.4147,60,98.3678205842,0.709155,56.1955,60,35.765
-103.673,236.071080724,319.590347366,623.189004027,2.68946890273,597.647474641,183.767043362,206.279212624,513.576751904,100.584,100.608500825,59.2524909122,26.9706228808,31.9628,100.655,61,100.592813478,0.726889,56.8564,61,37.2623
-106.099,329.618986467,179.926058898,654.839251563,2.78027729173,532.520938279,183.985372652,186.670627122,417.058100858,103.02,103.070511715,95.1345316246,13.640386689,32.188,103.106,62,103.048191286,0.655247,57.3707,62,38.0522
-108.037,272.483535552,426.469863343,513.971526489,2.74733147788,490.499620295,158.409511926,203.141965686,470.98817957,104.888,104.919767792,13.9990752296,48.4712181653,32.4412,104.965,63,104.901039434,0.746741,57.9432,63,40.8434
-110.32,270.646608467,158.867503102,538.386958829,2.87082513999,445.543870963,97.7906769145,187.150373276,412.407767975,107.229,107.270194577,71.739310374,116.87107843,32.6676,107.306,64,107.24987455,0.714434,58.5272,64,41.0015
-112.89,242.33638007,395.427631482,491.345286173,2.91259896381,399.103349454,96.5996601881,198.816201047,445.839379659,109.779,109.811652182,21.4876443734,77.9398217092,32.8866,109.852,65,109.793323941,0.704921,59.2359,65,43.9126
-114.918,170.866722954,254.937786653,541.362641357,3.09686407791,530.645906173,154.144076211,177.947716877,373.234316398,111.685,111.728477064,79.17916623,27.860030702,33.0518,111.764,66,111.712074419,0.695987,59.8938,66,49.2459
-117.203,248.965501399,272.009520871,507.605584744,2.99931195899,637.928423012,180.109146696,183.733677046,396.504414582,113.923,113.958701227,58.9790043437,34.8209408798,33.2819,113.994,67,113.929810757,0.71566,60.5088,67,45.2362
-119.092,232.572279762,147.535027683,408.680085934,3.12910226352,494.65615887,120.802998659,139.897668639,252.665517961,115.781,115.833937425,82.2605732185,88.4661505029,33.5276,115.863,68,115.8078341,0.649473,61.1164,68,50.79
-121.426,190.634019563,139.653141321,528.666536162,2.99241584276,526.126747737,132.335321327,181.871522551,387.471003699,118.237,118.281496214,70.7365596105,57.6140355103,33.7669,118.322,69,118.257616679,0.724478,61.6672,69,42.7986
-123.928,315.645588362,362.89878803,697.524579315,3.2117878235,840.584405276,232.258735068,209.988831309,519.508533902,120.661,120.695718021,111.06758443,88.8139617288,33.9949,120.733,70,120.676577447,0.742986,62.2366,70,50.8827
-125.82,262.607512911,339.348052018,688.067037247,3.28585900589,479.44316454,159.4258821,197.680943079,468.26135404,122.448,122.47865586,66.3272219674,40.6540304222,34.1875,122.527,71,122.463781732,0.704996,62.8569,71,54.3873
-128.051,262.99895772,440.540463326,1028.68074033,3.30373751751,524.822480094,139.405164443,225.461182144,696.994423268,124.6,124.647648255,144.942957523,53.2788586686,34.359,124.691,72,124.62309409,0.671411,63.4994,72,53.689
-130.447,281.790736974,440.853046325,478.97255143,3.43390381539,666.142323833,228.093915913,203.109634203,461.346164528,127.102,127.146184312,8.10094911122,24.5241914949,34.5478,127.198,73,127.123635813,0.733341,63.9978,73,59.0772
-132.769,175.414215984,143.752138275,475.07664933,3.52639135995,417.76986911,122.360849991,146.307701307,276.819756722,129.3,129.349267761,105.83222019,17.763613362,34.755,129.395,74,129.324900974,0.707542,64.4604,74,63.411
-134.404,219.233286587,432.626159951,470.882817491,3.51343483785,336.512415038,96.0368660958,201.059075919,449.641937914,131.005,131.041738254,8.45134900374,13.443796446,34.9215,131.099,75,131.022521154,0.750027,64.9728,75,64.1461
-136.478,387.178998714,421.633836918,931.314679855,3.51161949307,650.599956289,167.930633924,220.083347152,608.952899923,132.898,132.945875283,129.246068752,130.398394515,35.1282,132.992,76,132.91595391,0.68608,65.5442,76,65.4661
-139.16,287.579695434,437.835488947,730.239906243,3.50134658803,651.913252546,180.200528355,203.84881644,474.465058208,135.598,135.65347688,61.1875629656,119.100769213,35.2615,135.712,77,135.61473249,0.668363,66.0819,77,59.7384
-141.304,267.035611759,488.237884395,721.520834923,3.60790971137,614.871007609,183.438959301,214.220146158,571.151536793,137.68,137.759362252,61.4274254624,61.8699730871,35.4829,137.816,78,137.714903726,0.637339,66.518,78,61.6397
-143.537,292.655165624,331.001932325,645.712737176,3.65105528814,631.353467939,181.612371502,185.482744238,411.168227102,140.006,140.058942955,63.1525167788,88.9081908069,35.6841,140.117,79,140.022337694,0.711728,67.0538,79,66.4922
-145.237,292.727504541,166.004868434,525.618752408,3.63737526089,498.470189725,90.6671966513,179.242465241,398.638461245,141.615,141.682854831,92.0126377465,167.289505096,35.8625,141.724,80,141.639932482,0.749736,67.5328,80,59.5106
-147.283,241.515885815,294.94976602,542.521149397,3.83204211134,661.261361111,213.212786623,178.555281202,401.234224545,143.636,143.68836464,76.3555944832,20.5397160692,36.092,143.748,81,143.657672314,0.720146,68.1009,81,70.1414
-149.985,182.532433294,187.23948164,503.167754071,3.82414646717,589.874669246,147.306910033,175.606926194,379.506286246,146.303,146.364368898,99.2263952369,28.6724758172,36.2996,146.435,82,146.316915431,0.746796,68.5266,82,74.5032
-151.572,158.660533099,281.177729009,734.599723371,3.84484524842,372.082336508,119.878176314,206.856405566,500.620788358,147.809,147.894242098,108.835373955,13.3850238292,36.493,147.946,83,147.836949519,0.679136,69.0015,83,72.6014
-153.908,225.145062199,339.578594783,483.177579035,3.95131863932,498.457794044,145.957268474,195.985673807,432.427830129,150.165,150.227616522,35.5057992581,19.9099052077,36.6694,150.297,84,150.197038376,0.740024,69.4521,84,84.3013
-155.797,183.344827358,350.252423806,512.921950805,4.11896789901,381.142209511,103.229832073,187.199300131,426.324388834,152.006,152.062677057,40.6591336059,15.2119867591,36.8965,152.121,85,152.023274495,0.713945,69.9171,85,92.5335
-157.962,202.33786354,459.90103339,719.229773504,3.83870462953,511.746435041,170.537035488,221.733114064,592.017167293,154.044,154.099893368,102.332601041,11.1027385577,37.1347,154.154,86,154.063665837,0.662162,70.4055,86,69.5235
-160.019,239.334920552,383.185295688,1023.46159495,4.04584821828,523.448241513,156.00126778,203.916484337,556.921398276,155.994,156.062955503,155.35764687,10.5651112614,37.3358,156.143,87,156.022370956,0.692361,70.8046,87,85.2687
-162.319,177.191304549,280.447493752,1971.17192193,4.20738992513,362.541303371,119.467064464,210.575287575,605.887078492,158.354,158.436792411,281.818605639,23.5103480861,37.5207,158.5,88,158.377219674,0.702733,71.251,88,96.7945
-164.562,160.409047453,425.88452282,695.940651804,4.05893830537,553.626861532,161.065965085,207.721244146,494.659608617,160.496,160.58141091,72.4367059498,12.0851637063,37.7538,160.643,89,160.528091887,0.716408,71.6899,89,82.9165
-167.029,316.544736768,189.115927797,1052.71748122,4.21940408182,594.779963139,181.402430928,182.06892383,434.458948197,162.971,163.044263697,126.664613119,63.9980689596,37.9675,163.087,90,163.001478582,0.712019,72.1371,90,89.6357
-168.933,181.054981601,518.716846502,2935.65513026,4.20827928871,387.986944111,115.264931261,214.105038111,1575.85941098,164.858,164.924712276,771.327334379,11.3075278721,38.1632,165.014,91,164.874560048,0.690787,72.4652,91,91.1341
-171.467,220.965137691,194.8801746,1498.37935729,4.36159847759,738.514449762,214.215157649,204.185281442,616.348063912,167.302,167.367473,217.565483449,24.9513553161,38.4065,167.433,92,167.328361523,0.691322,72.8924,92,101.752
-173.589,210.960513734,455.718502823,2379.85501953,4.22611303472,567.848671549,154.673729219,205.526566074,1215.62839221,169.464,169.525767112,695.898173443,31.981342794,38.6233,169.578,93,169.494157876,0.705507,73.3562,93,91.2541
-175.387,158.582853476,126.664057067,2106.66348745,4.49881112279,618.199432415,178.443580357,141.533946261,680.614060751,171.239,171.292824485,594.069561799,11.0541016151,38.7855,171.359,94,171.262152717,0.686863,73.8262,94,113.176
-177.115,335.702404345,317.566334159,1251.9631351,4.45181259201,666.618791078,226.11020882,200.804529192,499.567829841,172.991,173.058580243,182.700872394,41.5163124677,39.0678,173.126,95,173.016728496,0.658179,74.3396,95,106.95
-179.491,203.230724998,428.028497486,1859.03406094,4.59970502011,397.961773503,138.202432668,223.010801123,1130.11823991,175.251,175.312796487,413.754935372,16.9866240191,39.2915,175.368,96,175.284743745,0.719526,74.8476,96,113.102
-181.511,300.357984353,433.328458592,735.061673329,4.40651282409,696.926142154,231.765355347,205.017134667,489.640886446,177.361,177.420759371,75.5195716248,28.6550173026,39.4984,177.507,97,177.375967542,0.738556,75.273,97,106.475
-183.29,409.193936039,242.978151197,1042.21575838,4.78294612687,835.335367438,220.272573758,210.578701112,558.639518544,178.897,178.951780756,134.846125089,141.545273888,39.7368,179.02,98,178.929905106,0.668973,75.8292,98,122.411
-184.963,204.481501783,135.725333211,1699.26905636,4.60046138352,513.806825087,195.949276931,118.190538302,274.327613595,180.657,180.703982888,296.138272165,7.93135086112,39.8952,180.781,99,180.682634637,0.636143,76.1639,99,114.471
-188.041,439.886492187,169.25967703,1248.1002256,4.6865116576,987.354167368,256.465566231,172.21588935,457.86415533,183.764,183.822560859,273.456023056,185.089118181,40.0922,183.906,100,183.783392474,0.684246,76.5321,100,117.364
-189.893,215.08972994,132.80519084,855.045600046,4.76490776552,568.558196839,183.663571198,184.566620392,459.746652823,185.612,185.687399205,132.588382692,15.8992185535,40.2942,185.731,101,185.659599936,0.663519,76.9065,101,119.385
-191.955,248.898542491,149.377141899,593.439514438,4.79026814401,450.556121868,132.242924791,168.634846235,378.613475017,187.72,187.764199435,138.689307473,12.0197906165,40.492,187.858,102,187.744334912,0.73204,77.3689,102,127.734
-193.05,178.352683297,194.183445478,475.794633471,4.80014799838,439.376480045,108.97504685,190.952835914,415.960996863,188.656,188.703007976,57.163407117,2.00072556285,40.7225,188.779,103,188.680669333,0.715384,77.7792,103,121.306
-195.924,267.145168104,147.726028407,1024.03075635,4.60841581918,635.737598226,175.066618297,186.48894925,464.805120278,191.595,191.655339547,175.564826986,46.2844519685,40.842,191.731,104,191.616679022,0.685419,78.1891,104,110.362
-197.184,198.623251643,416.660963826,703.68776749,5.02824417379,443.97862481,120.569129127,210.670910433,519.826380631,192.718,192.797899716,89.6007763234,18.1553793893,41.0587,192.852,105,192.763944575,0.728758,78.7164,105,144.496
-198.656,286.017633491,421.080735084,698.09644652,4.77517252358,525.539616791,173.095743545,210.858697629,595.635976182,194.299,194.349290122,69.1773294115,56.6371034409,41.2275,194.405,106,194.322411987,0.716288,79.0815,106,114.274
-200.911,194.413142373,297.631709792,545.341712309,4.80965771105,357.413295533,89.1006013021,173.372348499,366.526302451,196.624,196.681720987,43.4133957063,65.9255878476,41.4408,196.751,107,196.637222942,0.76348,79.4657,107,123.15
-201.961,216.434932098,414.763677805,465.964010697,5.07055667374,387.459567414,98.4198054952,198.013254607,439.430114857,197.519,197.583643117,10.5104670211,84.7194452718,41.6625,197.658,108,197.556568777,0.731287,79.8675,108,140.213
-203.768,153.059592969,362.13241636,514.384628237,4.94060584915,530.773971884,139.537298495,186.320701144,406.798405421,199.374,199.440799666,19.0719419707,18.4702636274,41.8474,199.496,109,199.398438898,0.787961,80.2924,109,137.6
-205.442,249.567005334,308.049123823,483.703412038,5.04314836068,530.688013849,148.23756364,194.617139271,431.629308997,201.051,201.109949585,27.2096959067,67.4565497757,42.0152,201.181,110,201.085544261,0.713149,80.681,110,145.271
-207.026,411.978969989,281.951061026,633.460590486,4.96395951214,586.535136832,110.463560135,182.580129839,389.992423209,202.679,202.728068963,63.1840087476,207.200280176,42.1917,202.805,111,202.690983489,0.750675,81.0137,111,133.076
-208.976,322.079412352,368.722659145,683.253700187,5.22042548793,562.161551617,192.71733894,207.382540709,521.469526569,204.462,204.528955292,112.704603102,94.4614579208,42.3782,204.592,112,204.498094408,0.719912,81.4208,112,147.988
-209.918,216.513167225,417.350819409,848.530074622,5.00574570595,485.016552896,175.91517557,221.167719886,619.821289207,205.412,205.490385226,119.878137097,8.72676438897,42.5463,205.534,113,205.456771175,0.722552,81.7573,113,143.962
-212.257,236.969012205,430.459603127,674.529902805,5.10104781514,464.300451209,179.098497374,205.17450746,491.457722577,207.838,207.888955575,63.5030457199,5.63635065939,42.7084,207.982,114,207.848937815,0.740912,82.1623,114,146.234
-212.698,227.84671306,402.446305054,593.306346512,4.96987822487,579.151533791,205.929768696,203.492223777,469.847336764,208.119,208.157617876,45.2114640284,9.15419944345,42.8378,208.242,115,208.135866141,0.721002,82.5694,115,133.552
-214.237,241.712086216,407.725254864,682.857525425,5.11608585192,609.896322197,172.774631562,202.610529919,470.113964146,209.749,209.822853335,92.6917584766,9.5834496642,42.9585,209.933,116,209.781149375,0.757161,82.9405,116,140.69
-215.303,254.729674973,425.055540505,652.884765749,5.25141107831,579.257123077,153.598356124,203.73668617,464.513375188,210.679,210.732044237,62.1064332433,88.5578404766,43.1221,210.824,117,210.700850882,0.761341,83.3648,117,151.359
-217.464,349.240763159,415.637158889,706.794823362,4.90367482094,516.897082607,145.648210743,211.867615539,523.57035006,213.087,213.147098169,102.962623102,83.2846717135,43.2649,213.207,118,213.118460814,0.728704,83.6883,118,128.595
-219.441,403.642108577,398.613528619,775.13024823,4.89583566379,919.0548648,251.786761558,222.513571295,589.459109547,215.025,215.087814942,112.065770761,117.268767925,43.4285,215.181,119,215.057275744,0.75058,83.9609,119,127.17
-220.455,346.751894417,410.016242417,715.407229174,5.33808826805,590.299356656,170.220868733,201.053352503,455.089478905,215.821,215.891174444,33.6713770441,52.0893431548,43.5874,215.985,120,215.84670478,0.726219,84.4039,120,157.745
-222.005,364.764215993,409.750075622,721.725138135,5.1114515438,616.194296478,199.091907769,203.084970668,464.900442973,217.495,217.570720581,84.3058922038,14.8983659883,43.7602,217.636,121,217.525407765,0.733294,84.7481,121,137.939
-223.701,240.143775447,408.592012752,756.052882918,5.14547938198,619.223713321,179.901413715,218.876628238,572.766910855,219.153,219.241443382,128.384520532,25.033081554,43.836,219.306,122,219.17809487,0.760157,85.0749,122,141.261
-224.476,184.811847407,403.902909566,478.425816512,5.25972805769,578.202350701,179.660788807,198.410001756,447.211659299,219.867,219.934914843,18.8022006108,34.8990605927,44.0275,220.018,123,219.899030553,0.797275,85.5199,123,160.931
-225.511,286.178533699,229.148430216,911.79671939,5.37245330342,426.806948517,119.11386997,158.917753356,344.547793868,220.887,220.942631358,190.950527153,60.723925426,44.1719,221.021,124,220.915274439,0.754179,85.8423,124,171.189
-226.615,213.12504327,155.292957612,845.227244525,5.12600696336,603.531691235,172.613454418,169.963183154,368.841984019,221.878,221.944169451,164.800077571,13.8553555265,44.2723,222.027,125,221.890957192,0.728593,86.2026,125,137.626
-228.467,239.494770971,432.353749524,467.843146081,5.35133323549,412.565923349,116.861702599,201.657029893,452.405479535,223.706,223.800854738,9.08287963077,35.0020330471,44.4498,223.881,126,223.732675594,0.76725,86.6422,126,158.627
-230.084,307.431999794,351.304472917,680.011299794,5.2216441173,678.670823296,213.578859893,195.610176888,423.118665141,225.442,225.494651963,37.1910763252,18.6622520507,44.6086,225.601,127,225.468586197,0.781566,86.9878,127,152.206
-230.915,252.39909979,373.579566239,1051.75617984,5.29191974854,443.124275144,138.389158873,225.389581986,666.504042271,226.025,226.074495263,183.88396274,29.5270869907,44.7258,226.178,128,226.053835193,0.685958,87.3666,128,151.636
