AverageAction,StdEsReturn,AverageEsReturn,AverageReturn,AverageY,AverageAbsQ,AverageDiscountedReturn,AverageQLoss,QFunRegParamNorm,MaxReturn,AverageAbsQYDiff,AverageAbsY,MinEsReturn,AveragePolicySurr,PolicyRegParamNorm,StdReturn,MaxEsReturn,Iteration,Epoch,AverageQ,MinReturn
0.128081,14.8442380507,19.3725490196,39.7857142857,0.123594248142,0.1242,32.957354695,0.000108828,14.1828,41.0,0.00585489209002,0.124166965526,4.0,-0.146881,19.4548,0.605623682951,65.0,21,21,0.12358,39.0
0.126789,12.8747786828,17.6842105263,39.1640625,0.134427231598,0.135289,32.5379302288,0.000127769,14.6823,40.0,0.00626722344185,0.135293476826,4.0,-0.157547,19.9194,0.380734154094,50.0,22,22,0.134423,38.0
0.133181,12.0174193297,17.7142857143,38.2900763359,0.144310230697,0.144733,31.9423755458,0.000150921,15.1499,39.0,0.00656315596969,0.144554306323,3.0,-0.17041,20.3367,0.501730587028,47.0,23,23,0.144294,37.0
0.110194,12.8804700327,22.3409090909,36.1841155235,0.155900861184,0.156119,30.486873284,0.000186696,15.6355,37.0,0.00695341256647,0.155926878783,4.0,-0.182374,20.7313,0.396783585965,42.0,24,24,0.155873,35.0
0.0779039,13.4094891774,20.16,35.0734265734,0.166849295333,0.167067,29.7068325648,0.000180061,16.0825,36.0,0.00671541534069,0.166868889379,3.0,-0.194662,20.9478,0.28639330601,49.0,25,25,0.166836,34.0
0.121307,12.5406578445,18.5090909091,34.8571428571,0.177562031033,0.177854,29.5537228961,0.000238446,16.5964,35.0,0.00753853414657,0.177584938502,3.0,-0.207043,21.4899,0.349927106112,45.0,26,26,0.177546,34.0
0.392994,10.6989438587,13.6805555556,34.7256944444,0.188844652315,0.189159,29.4583241115,0.000244671,17.0127,37.0,0.00765219367463,0.188845856331,3.0,-0.219313,22.0268,0.872675207478,45.0,27,27,0.188834,34.0
0.269718,12.3245970161,15.9047619048,33.4366666667,0.199468227867,0.199892,28.5403318151,0.000310529,17.3243,35.0,0.00857175238964,0.199472899535,3.0,-0.229926,22.4424,0.502648540787,44.0,28,28,0.199432,33.0
0.283881,14.1980897032,17.2033898305,32.0159744409,0.209089866387,0.209536,27.5135007672,0.000341356,17.722,33.0,0.00869318109664,0.209115125703,3.0,-0.241721,22.9094,0.168815908161,56.0,29,29,0.209068,31.0
0.364423,10.4471292116,12.2345679012,32.9440789474,0.22060298577,0.221153,28.1863335325,0.000356579,18.1158,34.0,0.00882061911889,0.220677062037,2.0,-0.254156,23.4747,0.26931529962,44.0,30,30,0.220578,32.0
0.316017,12.809258273,15.9523809524,32.2709677419,0.229823591937,0.230556,27.6984126888,0.000353941,18.5186,33.0,0.00894788781834,0.230063872003,3.0,-0.265025,24.1283,0.44445947483,43.0,31,31,0.229791,32.0
0.485134,10.0276405076,12.1975308642,33.2591362126,0.239718072604,0.240385,28.4128162834,0.000417134,18.839,34.0,0.00950468946859,0.239932621795,3.0,-0.275925,24.948,0.4745600355,45.0,32,32,0.239693,32.0
0.516813,10.3693960769,12.725,32.8229508197,0.249847684579,0.250661,28.0985895659,0.000433042,19.2283,33.0,0.00969416765891,0.250165808297,3.0,-0.285789,25.4675,0.381710319579,41.0,33,33,0.249821,32.0
0.331858,9.71283088902,11.9512195122,33.1887417219,0.258236114267,0.259187,28.3623884308,0.000470721,19.6089,34.0,0.0102043023785,0.25868411713,3.0,-0.295151,25.8814,0.399675869727,41.0,34,34,0.258198,32.0
0.543436,10.555680484,11.8604651163,34.5103448276,0.267256344697,0.268285,29.3070079401,0.00055769,19.8711,36.0,0.0109846125036,0.267753044198,3.0,-0.304883,26.3435,0.57675957316,46.0,35,35,0.267239,33.0
0.388789,8.83691094968,11.6395348837,32.4805194805,0.27511399364,0.276112,27.8503335786,0.000573473,20.2391,33.0,0.0105903444742,0.275570897637,3.0,-0.31431,26.7529,0.499620365238,40.0,36,36,0.275089,32.0
0.614798,13.0012632963,12.5443037975,35.4416961131,0.282038000103,0.283127,29.9630237942,0.000643016,20.4727,39.0,0.0118565112665,0.282392395602,2.0,-0.322334,27.1359,1.03607711124,59.0,37,37,0.282004,34.0
0.433774,11.2195273166,11.1797752809,38.9883268482,0.29094916479,0.292074,32.3260514402,0.000602447,20.7907,51.0,0.0110284363036,0.291390183012,3.0,-0.331161,27.7519,5.21258764561,57.0,38,38,0.29092,30.0
0.565514,14.1509618833,16.4833333333,38.9143968872,0.297430016341,0.29831,32.3538291009,0.000672109,21.1161,44.0,0.0117278398447,0.29751326584,3.0,-0.338971,28.1808,2.10254314374,73.0,39,39,0.297379,32.0
0.377209,14.8520647194,13.0769230769,30.4346504559,0.306213591147,0.30706,26.3408219755,0.000694102,21.34,37.0,0.0118306279256,0.306269276487,3.0,-0.347689,28.6245,1.76666617568,100.0,40,40,0.3062,27.0
0.111306,14.0357137248,15.8253968254,1000.0,0.310788112895,0.311747,99.9956828753,0.000655156,21.5779,1000.0,0.0113623714672,0.310999564929,3.0,-0.352547,28.9985,0.0,55.0,41,41,0.310768,1000.0
0.647289,11.6061109166,12.6708860759,52.2135416667,0.316959196222,0.318081,39.8883707184,0.000784996,21.8413,160.0,0.0124192142818,0.317270481962,3.0,-0.359249,29.5603,20.1956891016,61.0,42,42,0.316934,38.0
0.328048,12.4273531685,13.7397260274,520.65,0.326121549571,0.326895,97.7924974856,0.000678406,22.0511,1000.0,0.0114595099966,0.326283869942,3.0,-0.367971,29.9881,204.746007287,55.0,43,43,0.326094,236.0
0.184827,14.2975298999,13.9436619718,345.566666667,0.32746377308,0.328386,94.2910420637,0.000742034,22.2793,623.0,0.0119709992097,0.327551987353,3.0,-0.370719,30.4942,128.82796884,62.0,44,44,0.327454,208.0
0.522157,19.0882809372,22.3555555556,1000.0,0.335930594751,0.337004,99.9956828753,0.000825122,22.3887,1000.0,0.012573929026,0.336022300203,3.0,-0.380136,30.9521,0.0,78.0,45,45,0.335885,1000.0
0.508791,21.5300379257,21.3913043478,1000.0,0.340545180435,0.341508,99.9956828753,0.000769586,22.65,1000.0,0.0122575761254,0.340637171373,3.0,-0.385375,31.3996,0.0,123.0,46,46,0.340507,1000.0
0.597869,16.3521182847,19.9803921569,1000.0,0.349626109364,0.35067,99.9956828753,0.000878959,22.899,1000.0,0.0130779916612,0.349694875383,4.0,-0.394323,31.5801,0.0,91.0,47,47,0.349605,1000.0
0.221263,28.5867255304,26.6486486486,1000.0,0.357422460393,0.358317,99.9956828753,0.000873643,23.1079,1000.0,0.0124752253913,0.35752730436,4.0,-0.40117,31.7667,0.0,116.0,48,48,0.357369,1000.0
0.452309,23.5680189442,24.6341463415,810.923076923,0.362053963233,0.363191,94.1620649093,0.000828696,23.2539,1000.0,0.0124347714948,0.362197163124,3.0,-0.407022,31.8915,348.376335313,107.0,49,49,0.362037,59.0
0.477699,17.2237401907,19.4693877551,191.169811321,0.369583720502,0.370711,81.5908265393,0.00095954,23.4456,400.0,0.0131160774136,0.369691110682,4.0,-0.414088,32.1471,75.3779748245,87.0,50,50,0.369544,74.0
0.376709,15.3086902959,19.4150943396,1000.0,0.375622409962,0.376628,99.9956828753,0.000901902,23.6936,1000.0,0.0127628393974,0.375740382645,3.0,-0.42149,32.3138,0.0,71.0,51,51,0.375626,1000.0
0.357378,10.07503877,14.6376811594,1000.0,0.383207727551,0.384271,99.9956828753,0.00100558,23.8982,1000.0,0.0131367818666,0.383281352264,4.0,-0.429043,32.5175,0.0,44.0,52,52,0.383167,1000.0
0.386238,16.215518126,16.3709677419,483.454545455,0.391938462603,0.393218,67.892653546,0.00096282,24.0615,1000.0,0.0134517621076,0.392070667364,3.0,-0.439536,32.6689,471.569789231,114.0,53,53,0.391892,40.0
0.442687,13.8274104196,15.7619047619,333.6,0.400009367343,0.401043,67.9286929849,0.00105496,24.3244,1000.0,0.0132776993659,0.40019577127,3.0,-0.448789,32.7592,356.461648241,75.0,54,54,0.39993,42.0
0.39061,15.6516606866,19.2884615385,41.7791666667,0.407703005724,0.409002,34.2410496555,0.00118866,24.4742,59.0,0.0140515181931,0.407861873259,3.0,-0.457413,32.7719,3.80750127672,60.0,55,55,0.407714,36.0
0.383905,13.4009239515,14.7611940299,726.571428571,0.414940351519,0.415987,81.4313337353,0.00119834,24.6601,1000.0,0.0139572901092,0.415019065445,3.0,-0.4648,32.9083,432.335635867,60.0,56,56,0.41487,40.0
0.176001,14.3040321243,14.7246376812,252.45,0.42347493608,0.424519,58.2836211135,0.0010257,24.8462,1000.0,0.0131930391962,0.423506897716,3.0,-0.474074,32.9942,373.949659045,88.0,57,57,0.423458,52.0
0.15799,16.803119579,17.0,727.0,0.431259669642,0.432399,81.6550625694,0.00115982,25.0988,1000.0,0.0140714717594,0.431366620175,2.0,-0.480673,33.1533,431.678120826,84.0,58,58,0.431203,37.0
0.0464244,15.5784975777,18.0363636364,1000.0,0.43751303743,0.438955,99.9956828753,0.00116207,25.1968,1000.0,0.0137386705093,0.437682563767,3.0,-0.488439,33.2033,0.0,78.0,59,59,0.437483,1000.0
0.0238274,12.7031156023,15.4545454545,32.6895424837,0.443862526668,0.44505,27.9994035346,0.00127497,25.4535,36.0,0.0147647602788,0.443908867413,3.0,-0.494666,33.2707,0.945416420938,62.0,60,60,0.443822,31.0
0.0129105,10.2553521654,12.6202531646,1000.0,0.450050424929,0.45133,99.9956828753,0.00125064,25.6694,1000.0,0.0144675762323,0.450141090641,3.0,-0.503119,33.3899,0.0,55.0,61,61,0.450067,1000.0
0.00658629,12.9473043736,15.0606060606,1000.0,0.457112174569,0.458291,99.9956828753,0.00132129,25.8356,1000.0,0.0145864206006,0.457236304149,3.0,-0.511426,33.5445,0.0,51.0,62,62,0.456994,1000.0
0.479227,21.4523950057,18.7115384615,1000.0,0.464833144586,0.466194,99.9956828753,0.00125357,25.9409,1000.0,0.0144845013788,0.464930316503,3.0,-0.520203,33.754,0.0,119.0,63,63,0.464872,1000.0
0.00374854,21.2472129932,20.3529411765,1000.0,0.473788415599,0.475284,99.9956828753,0.00143562,26.0465,1000.0,0.0152713032417,0.473872081668,3.0,-0.52605,33.8477,0.0,89.0,64,64,0.473729,1000.0
0.0177413,13.0367767529,14.014084507,1000.0,0.478497927914,0.480141,99.9956828753,0.0014643,26.2372,1000.0,0.0152683351227,0.478586940333,2.0,-0.531116,33.9411,0.0,64.0,65,65,0.478459,1000.0
0.302505,15.4382768651,22.0227272727,1000.0,0.483666171329,0.484974,99.9956828753,0.00150983,26.4818,1000.0,0.0155646067509,0.483766825829,3.0,-0.539771,34.124,0.0,64.0,66,66,0.483641,1000.0
0.0833153,15.0486618084,16.9333333333,1000.0,0.489467682079,0.490674,99.9956828753,0.00126245,26.5999,1000.0,0.0141741324724,0.48958126508,3.0,-0.54398,34.1763,0.0,70.0,67,67,0.489428,1000.0
0.000368297,14.3142495711,17.4137931034,1000.0,0.497285692975,0.498703,99.9956828753,0.00150883,26.7775,1000.0,0.0157279920973,0.497351707135,3.0,-0.550739,34.344,0.0,56.0,68,68,0.497275,1000.0
0.380964,12.668838925,16.1290322581,1000.0,0.505204114622,0.506552,99.9956828753,0.00145193,26.9588,1000.0,0.0147709181567,0.505288295658,3.0,-0.557315,34.4433,0.0,79.0,69,69,0.505207,1000.0
0.408884,10.5691239941,15.2575757576,1000.0,0.509921784563,0.511212,99.9956828753,0.00163158,27.056,1000.0,0.0160293565964,0.509989779715,3.0,-0.563398,34.4996,0.0,54.0,70,70,0.509876,1000.0
0.282709,13.5022540667,17.4035087719,1000.0,0.514118072305,0.515705,99.9956828753,0.00168041,27.2635,1000.0,0.0159035334855,0.514194290083,3.0,-0.569123,34.5431,0.0,62.0,71,71,0.514077,1000.0
0.431474,12.2029949577,15.65625,1000.0,0.520704391578,0.521927,99.9956828753,0.00165976,27.4723,1000.0,0.0156927550996,0.520794459066,3.0,-0.57336,34.6684,0.0,65.0,72,72,0.520709,1000.0
0.370618,14.8623589859,17.1551724138,1000.0,0.524720736588,0.526306,99.9956828753,0.00175343,27.6006,1000.0,0.0161321332214,0.524863985719,4.0,-0.579031,34.7465,0.0,64.0,73,73,0.524686,1000.0
0.364571,11.9781294841,15.34375,912.454545455,0.529191281766,0.530394,93.7283563787,0.00164124,27.6896,1000.0,0.0152881869472,0.52929681765,4.0,-0.585324,34.8309,276.843035158,58.0,74,74,0.52914,37.0
0.34309,16.0799212002,17.8771929825,1000.0,0.536148646524,0.537718,99.9956828753,0.00176374,27.8355,1000.0,0.0162105787654,0.536212232631,3.0,-0.591818,34.8643,0.0,84.0,75,75,0.536109,1000.0
0.398529,9.79889738398,13.8493150685,1000.0,0.542234750567,0.543745,99.9956828753,0.00170423,27.9464,1000.0,0.0158785112969,0.542314286731,3.0,-0.597392,34.9387,0.0,42.0,76,76,0.542219,1000.0
0.398551,12.1448673412,15.453125,1000.0,0.549898670996,0.551281,99.9956828753,0.00174857,28.101,1000.0,0.0158881552549,0.549978748747,3.0,-0.604981,34.966,0.0,61.0,77,77,0.549838,1000.0
0.501651,16.8278423525,17.4310344828,907.166666667,0.555164726377,0.556733,99.5760903957,0.00187649,28.2697,1000.0,0.0166030437644,0.555235045724,3.0,-0.611622,35.0765,215.306306353,84.0,78,78,0.555139,303.0
0.561721,10.4840704563,13.24,1000.0,0.557235596372,0.558889,99.9956828753,0.00190034,28.3414,1000.0,0.0168100947042,0.557301463718,3.0,-0.615327,35.1861,0.0,54.0,79,79,0.557196,1000.0
0.547081,11.3511559485,15.0447761194,1000.0,0.56602604257,0.567599,99.9956828753,0.00198603,28.5103,1000.0,0.016947184138,0.566095333024,3.0,-0.622661,35.2594,0.0,55.0,80,80,0.565969,1000.0
0.402519,12.6183415708,14.6119402985,1000.0,0.5708260071,0.572313,99.9956828753,0.0019281,28.655,1000.0,0.0165331592224,0.570962423293,3.0,-0.626315,35.3225,0.0,66.0,81,81,0.570743,1000.0
0.372886,10.6787841584,13.2597402597,1000.0,0.576598107483,0.578144,99.9956828753,0.00188576,28.795,1000.0,0.0163899759668,0.576702222676,3.0,-0.633061,35.4192,0.0,53.0,82,82,0.576634,1000.0
0.415738,9.95653072391,11.5348837209,1000.0,0.581068886968,0.582566,99.9956828753,0.00202403,28.8887,1000.0,0.0167658651901,0.581168455334,3.0,-0.640422,35.6049,0.0,63.0,83,83,0.581044,1000.0
0.459634,10.1610935556,11.2584269663,1000.0,0.585419504494,0.587305,99.9956828753,0.00200044,29.0629,1000.0,0.0173622530337,0.585549009844,3.0,-0.644466,35.678,0.0,51.0,84,84,0.585386,1000.0
0.554601,10.6235619829,11.3411764706,1000.0,0.592264681527,0.593888,99.9956828753,0.00209082,29.1623,1000.0,0.0172737126881,0.592382637467,3.0,-0.65225,35.7828,0.0,56.0,85,85,0.592222,1000.0
0.308886,17.9106756172,17.4915254237,1000.0,0.600115133027,0.601651,99.9956828753,0.00210438,29.3354,1000.0,0.0175337005341,0.60019462526,3.0,-0.659445,35.8528,0.0,67.0,86,86,0.600108,1000.0
0.286187,15.5354985736,14.1690140845,1000.0,0.604654036025,0.606276,99.9956828753,0.00208547,29.4211,1000.0,0.0169461480875,0.604725634558,3.0,-0.663543,35.9476,0.0,83.0,87,87,0.604601,1000.0
0.0883265,12.6486714278,16.6666666667,1000.0,0.610173948446,0.611744,99.9956828753,0.00218015,29.4316,1000.0,0.0174356714645,0.610253082938,3.0,-0.669956,36.0174,0.0,53.0,88,88,0.610145,1000.0
0.0571291,14.8018575234,15.873015873,1000.0,0.612129784376,0.614208,99.9956828753,0.00241057,29.5614,1000.0,0.0180206589126,0.612243907137,3.0,-0.673464,36.0521,0.0,64.0,89,89,0.612113,1000.0
0.217024,14.7954355252,16.8983050847,438.391304348,0.615217124531,0.616911,89.8729494896,0.002108,29.7023,1000.0,0.0170601951515,0.615343653296,3.0,-0.67823,36.0156,299.417657858,63.0,90,90,0.615179,100.0
0.194027,12.9512636479,12.1084337349,1000.0,0.621794892856,0.62372,99.9956828753,0.00237277,29.7981,1000.0,0.0183399136405,0.621953622796,3.0,-0.685029,36.1269,0.0,84.0,91,91,0.621774,1000.0
0.304772,10.4284096772,11.1222222222,1000.0,0.628591227278,0.630316,99.9956828753,0.00226755,29.9478,1000.0,0.0177867797557,0.628728017498,3.0,-0.689515,36.2069,0.0,59.0,92,92,0.628525,1000.0
0.211814,11.4475537481,11.8765432099,1000.0,0.630185638302,0.632353,99.9956828753,0.00265495,30.0456,1000.0,0.0190608288208,0.63041737197,3.0,-0.694057,36.2473,0.0,52.0,93,93,0.630163,1000.0
0.0805899,13.7075663975,14.3611111111,1000.0,0.636898605987,0.638624,99.9956828753,0.00244442,30.1782,1000.0,0.0182452372862,0.637129352895,3.0,-0.699214,36.3431,0.0,58.0,94,94,0.636854,1000.0
0.238574,11.7759450731,14.0563380282,1000.0,0.642266569152,0.644019,99.9956828753,0.00220484,30.2493,1000.0,0.0175250600906,0.64245878373,3.0,-0.705535,36.4708,0.0,61.0,95,95,0.642275,1000.0
0.428244,12.5057397493,12.6835443038,1000.0,0.648161224312,0.649949,99.9956828753,0.00245955,30.3279,1000.0,0.0184263112171,0.648299324631,3.0,-0.710301,36.5295,0.0,66.0,96,96,0.648107,1000.0
0.617579,12.357235523,14.0149253731,1000.0,0.649343299612,0.651489,99.9956828753,0.0028528,30.4699,1000.0,0.0195717552734,0.649508785588,3.0,-0.714525,36.5773,0.0,66.0,97,97,0.64939,1000.0
0.246228,14.9553743898,16.1363636364,923.272727273,0.658452138823,0.660157,98.1006893254,0.00241484,30.7169,1000.0,0.0181915165516,0.658564123253,3.0,-0.721111,36.5856,242.632940471,69.0,98,98,0.658385,156.0
0.219533,12.4148066365,12.6315789474,922.818181818,0.663685110627,0.665794,99.9127270802,0.00255354,30.8422,1000.0,0.0190945103317,0.663796475206,3.0,-0.727209,36.594,168.715369878,66.0,99,99,0.663646,480.0
0.19418,14.9308669841,14.0405405405,477.571428571,0.665583657292,0.667612,94.3178262342,0.00285541,30.9372,1000.0,0.0198553037866,0.66571671704,3.0,-0.730585,36.5788,254.015292271,81.0,100,100,0.66553,116.0
0.240522,12.4847959483,13.0,1000.0,0.667404090285,0.66924,99.9956828753,0.002826,30.9842,1000.0,0.019210815427,0.667553053832,3.0,-0.734175,36.6452,0.0,67.0,101,101,0.667344,1000.0
0.131817,13.048377844,14.7205882353,1000.0,0.672864375848,0.674483,99.9956828753,0.0028236,31.102,1000.0,0.0188359435796,0.67297507803,3.0,-0.739339,36.6881,0.0,52.0,102,102,0.6729,1000.0
0.281701,15.9342202508,24.525,1000.0,0.679418759368,0.681551,99.9956828753,0.00282865,31.2931,1000.0,0.0198768679211,0.679574608606,3.0,-0.74342,36.8529,0.0,64.0,103,103,0.679371,1000.0
0.406291,22.1745579529,29.0571428571,1000.0,0.682761333951,0.684552,99.9956828753,0.00257747,31.3869,1000.0,0.0188740961546,0.682999504824,6.0,-0.747148,36.9499,0.0,99.0,104,104,0.682694,1000.0
0.329747,23.2400642413,30.34375,1000.0,0.685694586347,0.688004,99.9956828753,0.00319751,31.4729,1000.0,0.0211060745487,0.685913813996,3.0,-0.74974,36.9784,0.0,81.0,105,105,0.685684,1000.0
0.126356,17.0771825923,23.2272727273,1000.0,0.690188158181,0.692263,99.9956828753,0.00300759,31.5739,1000.0,0.0197259775295,0.690394348927,4.0,-0.754275,36.9648,0.0,88.0,106,106,0.690151,1000.0
0.191753,15.685484971,18.0357142857,1000.0,0.691243573503,0.693338,99.9956828753,0.0028803,31.6993,1000.0,0.0194580452479,0.691478593891,3.0,-0.75796,37.0413,0.0,83.0,107,107,0.691256,1000.0
0.0963161,12.8967130347,15.3692307692,1000.0,0.699679919922,0.70182,99.9956828753,0.0027969,31.8004,1000.0,0.0195397533097,0.699878499867,2.0,-0.765302,37.0316,0.0,58.0,108,108,0.699603,1000.0
0.192984,16.1942212199,16.8644067797,1000.0,0.702945296894,0.704867,99.9956828753,0.00281193,31.9469,1000.0,0.0196348767985,0.703064490653,3.0,-0.770497,37.1365,0.0,92.0,109,109,0.702922,1000.0
0.194484,13.4795345335,18.2181818182,1000.0,0.71059568913,0.712537,99.9956828753,0.00287673,32.0411,1000.0,0.0198964736013,0.710694502882,3.0,-0.77647,37.1998,0.0,58.0,110,110,0.71059,1000.0
0.231623,14.9009287568,19.3725490196,1000.0,0.714416022258,0.716482,99.9956828753,0.00312274,32.1611,1000.0,0.0207283591541,0.714568143673,3.0,-0.783326,37.3503,0.0,53.0,111,111,0.714421,1000.0
0.283882,10.8999665989,16.126984127,1000.0,0.719561805449,0.721425,99.9956828753,0.00308705,32.2365,1000.0,0.0202547109496,0.719694340745,3.0,-0.787769,37.4427,0.0,52.0,112,112,0.719451,1000.0
0.256028,19.1747855268,19.74,1000.0,0.726994537271,0.729134,99.9956828753,0.00337441,32.3032,1000.0,0.0215253096373,0.727219410012,2.0,-0.792519,37.4323,0.0,104.0,113,113,0.726968,1000.0
0.233339,11.8673736022,15.5076923077,1000.0,0.730317741981,0.732458,99.9956828753,0.00294439,32.367,1000.0,0.0197823717698,0.730513538218,3.0,-0.796567,37.4644,0.0,55.0,114,114,0.730282,1000.0
0.311572,11.226184164,15.1904761905,1000.0,0.737610114644,0.739669,99.9956828753,0.00300783,32.4874,1000.0,0.0199863301576,0.737824476733,3.0,-0.806514,37.593,0.0,55.0,115,115,0.73758,1000.0
0.189531,22.1035465999,21.829787234,1000.0,0.745094623572,0.747403,99.9956828753,0.00305261,32.5627,1000.0,0.0206559593932,0.745321364982,3.0,-0.817538,37.6194,0.0,112.0,116,116,0.745068,1000.0
0.276442,15.7856411572,19.9019607843,1000.0,0.752657380526,0.754936,99.9956828753,0.00340849,32.6139,1000.0,0.0215440575258,0.75289363171,3.0,-0.821323,37.7473,0.0,73.0,117,117,0.752629,1000.0
0.269739,14.3578494928,15.0606060606,1000.0,0.759043654826,0.761185,99.9956828753,0.00316567,32.6466,1000.0,0.020615921726,0.759347445327,3.0,-0.832718,37.7455,0.0,67.0,118,118,0.75898,1000.0
0.203937,14.8400173754,17.6545454545,944.818181818,0.765574093911,0.767921,99.8209944326,0.00330485,32.8391,1000.0,0.0216695446736,0.765699741926,3.0,-0.836207,37.7524,174.500230884,62.0,119,119,0.765541,393.0
0.316865,16.58345617,16.1475409836,1000.0,0.774063542688,0.77649,99.9956828753,0.00381219,32.9083,1000.0,0.0231877834444,0.774308264862,3.0,-0.843081,37.8145,0.0,83.0,120,120,0.774042,1000.0
0.256163,16.0329664164,15.3676470588,379.333333333,0.778816909813,0.781453,97.3362524742,0.00368943,32.9563,488.0,0.0235486641879,0.779025805977,3.0,-0.852465,37.8457,59.5227936421,88.0,121,121,0.77871,237.0
0.116885,13.3134234958,15.3181818182,1000.0,0.790754284468,0.792954,99.9956828753,0.00362218,33.03,1000.0,0.0225630773866,0.790859558942,3.0,-0.864786,37.8512,0.0,61.0,122,122,0.790742,1000.0
0.127996,17.7606084374,16.7719298246,1000.0,0.800173655654,0.80243,99.9956828753,0.00381477,33.1146,1000.0,0.0231573568717,0.800309816503,3.0,-0.878336,37.9182,0.0,96.0,123,123,0.800129,1000.0
0.106685,16.5712457323,15.3382352941,1000.0,0.81539277654,0.817838,99.9956828753,0.00387905,33.2049,1000.0,0.0241884231648,0.815516800397,3.0,-0.894361,37.9113,0.0,77.0,124,124,0.815416,1000.0
0.133384,14.9726855718,13.9577464789,1000.0,0.824453499691,0.827256,99.9956828753,0.0049858,33.336,1000.0,0.0270350474063,0.824563026134,3.0,-0.907383,38.0086,0.0,63.0,125,125,0.824372,1000.0
0.171648,11.384208291,11.5833333333,1000.0,0.842851408966,0.844967,99.9956828753,0.00371096,33.448,1000.0,0.0238490254036,0.842949361014,3.0,-0.923837,37.9997,0.0,51.0,126,126,0.842803,1000.0
0.0447261,19.1205597329,14.8088235294,1000.0,0.857499560974,0.860059,99.9956828753,0.00481656,33.5466,1000.0,0.0257824124609,0.85759298612,3.0,-0.943479,38.0804,0.0,90.0,127,127,0.857375,1000.0
0.0223061,15.737985565,14.4507042254,1000.0,0.877715716364,0.880178,99.9956828753,0.00485266,33.654,1000.0,0.0267539126224,0.877860402797,3.0,-0.968588,38.0882,0.0,63.0,128,128,0.877589,1000.0
0.0132256,14.4494382393,13.6388888889,1000.0,0.895443273078,0.897773,99.9956828753,0.00521167,33.7513,1000.0,0.0274230925174,0.895567912232,2.0,-0.988832,38.1325,0.0,71.0,129,129,0.895373,1000.0
