AverageAbsY,AverageForwardProgress,MinForwardProgress,AverageEsReturn,MinReturn,Epoch,StdForwardProgress,MaxForwardProgress,AveragePolicySurr,AverageQLoss,MaxEsReturn,AverageAbsQYDiff,AverageDiscountedReturn,MinEsReturn,AverageY,AverageAbsQ,StdReturn,MaxReturn,QFunRegParamNorm,AverageQ,StdEsReturn,AverageAction,PolicyRegParamNorm,AverageReturn
2.61413590332,0.476287456855,0.425168144163,55.5213528438,61.3483600637,28,0.0190995485462,0.529519097382,-2.80535,0.108329,74.0989091759,0.190312867209,53.0304118945,7.13971433553,2.61410259702,2.61603,2.16846570596,73.6756554898,23.3806,2.61268,19.8765794889,0.777474,21.7038,66.1996850296
2.7356255598,0.47466800033,0.378205418896,62.2499350018,59.8085919312,29,0.0211519332841,0.537820213216,-2.94267,0.12229,100.965664654,0.20297866528,52.674137654,21.7318061332,2.73561756231,2.73781,2.31040719216,71.6679739637,23.709,2.734,15.1111836729,0.783266,21.6303,65.623069507
2.87855377352,0.470465847984,0.396684273043,49.2363338602,59.8533501551,30,0.0202150968003,0.518228503923,-3.09219,0.128935,71.5137141911,0.208888048744,52.573991108,8.683308788,2.87854020388,2.88095,2.28821737281,75.5402646504,24.0571,2.87679,21.8914785617,0.764641,21.7304,65.5095231014
3.00260048712,0.472171363386,0.408283577673,43.8202486603,60.2641209648,31,0.0239201680887,0.535205575985,-3.20401,0.139994,68.9799674236,0.216514506644,52.5979495229,8.80821739731,3.00252519965,3.00486,2.43697479572,74.646694699,24.4659,3.00069,22.8050100397,0.751953,21.8119,65.4059387031
3.11557550442,0.474008675515,0.393765755224,43.0827206418,60.6606954771,32,0.0216022775504,0.530202920621,-3.32433,0.142895,84.1072773175,0.221243381528,52.6899645456,7.70229045318,3.11555436396,3.11866,2.1693278208,72.5792851234,24.7962,3.11403,23.4462680054,0.760896,21.8825,65.5513840237
3.22234030878,0.478736096181,0.394738272268,57.5329117178,60.7229360599,33,0.0205797487692,0.539579098538,-3.43113,0.150359,98.4065095706,0.225923689191,52.945952132,15.5862986572,3.22232556158,3.22521,2.32085673388,73.9578877875,25.1664,3.22052,18.8652157544,0.758449,22.0606,66.034821508
3.349594914,0.480694392714,0.385330315122,55.6400062514,59.8387901544,34,0.0235901338153,0.531715948007,-3.56175,0.160743,71.7955130294,0.232801808751,52.9974171977,12.5390919355,3.34958644005,3.35286,2.33444496324,74.4843469576,25.5364,3.3472,17.384930259,0.75799,22.1107,66.1116699501
3.4671179946,0.486049015813,0.419021071811,54.9274519614,61.0342581243,35,0.0207554803388,0.553604619976,-3.69527,0.173935,98.6842616752,0.242253976745,53.2547312933,14.9649873794,3.46708539181,3.46969,2.39182419565,75.7748659429,25.9694,3.46404,18.3430105575,0.745539,22.2209,66.4909516957
3.57589212493,0.467446989261,0.406884812044,39.2206052124,62.9904120975,36,0.022829272092,0.53725161899,-3.8106,0.176964,124.595299812,0.245517552411,54.7458315308,6.37549951495,3.57588786852,3.57868,3.31044204204,84.8499579877,26.2855,3.57303,32.5495555194,0.701998,22.2622,70.1287504265
3.6899192974,0.374492207116,0.00305466703592,50.0805591758,22.3659857029,37,0.120139943788,0.535435245145,-3.99428,0.192996,100.479197008,0.254405942499,50.3581295342,16.5971161399,3.68991161786,3.69343,13.4350083908,77.9380158076,26.633,3.68742,24.8096268085,0.738897,22.4262,64.2358330558
3.82714044005,0.74954978218,-0.2400967161,44.2116128807,12.359523027,38,0.236088666095,0.91463763096,-4.12783,0.21197,105.581014193,0.265509310475,70.564097361,8.92860048886,3.82707376717,3.83141,22.6062191885,164.973721824,26.9356,3.82599,22.026874536,0.694591,22.5611,101.867916023
3.97242747148,0.777258714351,0.522300186305,38.5482307056,74.0211926191,39,0.0896424410649,0.941274222493,-4.29228,0.222718,100.079248023,0.272533332422,69.4168734224,7.95928014968,3.97232614889,3.9753,6.65592508706,109.170423866,27.2357,3.97041,30.7969165943,0.606093,22.4217,92.0595529833
4.08242700152,0.831302305144,0.438118033976,37.6618250603,63.5739345257,40,0.0965949283679,0.968756369353,-4.4114,0.229013,97.7207834958,0.279840610453,73.123002709,7.40198606603,4.0822289004,4.08632,8.40127119455,110.603485446,27.4627,4.0808,25.8965056886,0.636612,22.3135,98.969563382
4.21082975313,0.876135332139,0.702747603062,56.2680796312,84.3090683411,41,0.0459872945088,0.957989994731,-4.5466,0.243316,106.26229317,0.284586573824,73.694304637,12.7652941607,4.21078950238,4.21404,4.24218761378,109.383314535,27.7076,4.20865,31.7714775909,0.611162,22.3925,99.5492706391
4.3962573344,0.847973402767,0.0710188719044,38.2485888894,28.3233983348,42,0.262640878989,1.01550576177,-4.76564,0.255208,117.851928829,0.287397111164,72.1085833017,9.99591852423,4.39618705063,4.39938,24.4344432406,121.769934393,28.0301,4.39388,26.3242516379,0.652125,22.324,98.4873582216
4.54278705249,0.704926506587,0.0221886239243,42.6493442473,25.2936651593,43,0.373028641508,1.05264399495,-4.89675,0.26821,130.227850587,0.291574446164,63.7776149039,7.90790489423,4.5427464432,4.54698,34.1344864171,119.637594944,28.3992,4.54099,30.4278821946,0.639491,22.2817,85.871553624
4.68728279927,0.938470224599,0.0293340756658,53.9412244617,28.6219959977,44,0.191093465248,1.13070125357,-5.03953,0.288206,127.38334623,0.30188423004,77.3352882795,10.8630124831,4.68724790114,4.6919,15.6150945073,124.041097641,28.7314,4.68585,38.0418116721,0.691134,22.3339,107.570393649
4.82019927066,1.13233049019,0.673765554127,49.0765281232,82.6885557497,45,0.11846182117,1.3594195144,-5.19931,0.307719,123.715382626,0.307521249756,84.7435979853,4.67713253825,4.82012557295,4.82552,9.14877100345,134.724755752,29.0403,4.8194,33.1444501866,0.652015,22.3295,117.757347178
4.98494637274,1.19326102579,0.831974672224,63.4814065643,93.6773200389,46,0.125855112705,1.56375542399,-5.36482,0.329046,108.163987468,0.320613083283,86.840444144,14.3599951436,4.98486438471,4.99069,9.52287235424,149.786206797,29.4652,4.98395,25.8453763871,0.642956,22.3301,121.689936184
5.14324765833,0.705706956118,0.481572528972,49.7709098228,64.9917408338,47,0.221347416229,1.21662189639,-5.53728,0.342287,133.793146296,0.321694438432,63.338207441,5.48658377172,5.14315599436,5.14946,17.7187179401,123.580590575,29.8637,5.14258,34.1090698834,0.607627,22.3362,82.1863708733
5.2933702689,1.28297762147,0.841392916954,56.7044596112,89.0926552108,48,0.16062248167,1.5787703291,-5.68649,0.353135,129.64925226,0.323585070198,90.5476734148,10.4402037837,5.29324759105,5.29897,13.0034825386,156.714782317,30.1372,5.29278,32.6443180976,0.637146,22.3105,127.775216484
5.46126001684,1.12556146714,0.890669465073,53.3569204903,95.1375284137,49,0.0862957255157,1.35812490983,-5.84621,0.357255,129.112434049,0.321198785665,82.7429216937,3.64285028816,5.46119917212,5.46789,6.47471882307,131.94042131,30.5113,5.46072,30.8775145883,0.599935,22.3215,113.362189151
5.59426049228,1.15593235633,0.993519778022,63.271450981,101.892349111,50,0.0520551214976,1.26787355901,-5.99449,0.386449,114.198221029,0.332415464457,83.4400683488,17.073125577,5.59414813617,5.60074,4.35515602112,123.430524078,30.9404,5.59423,29.5379751414,0.682434,22.3934,114.512556376
5.74890272844,1.29048854088,1.14048600641,67.2870197329,116.81043518,51,0.053792384445,1.45594706862,-6.15121,0.393478,120.576817493,0.334398227196,89.6837846453,7.59388595989,5.74881882371,5.7542,4.27111676185,136.57311168,31.2989,5.74691,31.9757501641,0.663083,22.4418,125.590755709
5.87710793821,1.36554014641,1.15862081842,67.2742668469,113.77505876,52,0.0766060391029,1.55967995509,-6.27618,0.413547,114.970811338,0.341004665456,92.731924133,7.22781947122,5.87700161484,5.8848,5.51350076178,147.068832312,31.6422,5.87701,31.82933778,0.711321,22.5417,131.258938149
5.9980229377,1.3565779988,1.21275500715,56.1815913082,122.10400199,53,0.0557691434159,1.50025333246,-6.37904,0.437716,125.56513442,0.349349067373,92.6215961765,8.77962890946,5.99793904452,6.00386,4.05934674628,140.975921977,31.9729,5.99659,33.4851248095,0.692741,22.6418,131.306686367
6.12035376481,1.34072612978,1.09362276678,65.9202142253,110.583353963,54,0.0786654030574,1.58544857712,-6.52476,0.436439,146.894600712,0.347998857378,91.7511260404,13.158181125,6.12018862178,6.12764,5.82308555389,144.068178008,32.3594,6.11962,40.2747270834,0.689448,22.7645,129.613642489
6.26135376092,1.07247904579,0.862718673635,63.151490242,99.1569841115,55,0.0536391613857,1.20597318861,-6.68204,0.447166,126.150425093,0.352728067714,82.4326004028,6.13249906808,6.26125487659,6.26692,4.63710660866,126.276969571,32.673,6.25974,35.9387679273,0.632469,22.9181,114.213591554
6.39197427423,1.16429374947,0.916513974718,55.6612789935,106.984786814,56,0.110377881542,1.45775337697,-6.80917,0.463628,140.120641508,0.355899858871,86.5953640174,7.34220243033,6.39180423388,6.39742,6.45993058789,136.956529649,33.0177,6.38966,35.7375647455,0.663446,23.1106,121.743331261
6.51252215105,1.21257318679,1.05806382454,63.4265542915,112.696574802,57,0.0946824615129,1.91294489964,-6.93529,0.474697,126.505579592,0.36217041737,89.4542331134,10.7749173572,6.51236930466,6.51707,6.42714061427,181.50749953,33.2275,6.51097,35.4320069886,0.65666,23.3507,127.974159684
6.63284329015,1.10472998659,0.955557446051,78.2594725343,109.709176068,58,0.134976185165,2.06648507171,-7.06613,0.500902,188.503246601,0.368249274551,85.0157943649,4.62237075751,6.63267072744,6.63785,9.39508401048,189.119884586,33.527,6.6308,50.0411373255,0.632841,23.5564,119.838285186
6.75909434492,1.15533729586,0.81509521537,68.5561272263,98.9771350378,59,0.288200931429,2.10286146407,-7.20091,0.501505,131.98927587,0.370126949719,87.6019904109,12.7590987398,6.75894484065,6.76338,21.4282077118,201.201149885,33.7924,6.75703,39.7398699294,0.610006,23.696,126.511330257
6.88155128957,1.30663025663,0.844654951312,70.9561359321,109.322270718,60,0.394977257904,2.06564223996,-7.31067,0.558319,170.305349476,0.386167009289,94.392246183,8.36478914534,6.88145809103,6.88429,31.1164471171,201.106271258,34.0738,6.87917,45.8562093884,0.612174,23.8306,144.662852196
6.99727896079,1.27062796955,0.830036241883,47.1956390225,108.984539267,61,0.25436215317,1.97515375175,-7.43871,0.589249,140.666083807,0.400745154725,93.6911775044,6.68465644808,6.99715849609,7.00126,28.4715838302,268.611618456,34.4326,6.99579,34.0348013458,0.606139,24.0243,143.111046993
7.14608958025,1.29432947766,0.821118363514,69.3232637001,96.089631721,62,0.260619787112,2.09983968044,-7.57404,0.579629,152.714780327,0.390840893148,93.1198889544,7.17961360325,7.14600355083,7.15019,21.3721724421,202.643466119,34.6409,7.14389,45.2354015643,0.639336,24.1499,138.836631844
