AverageAction,AveragePolicySurr,AverageAbsQYDiff,AverageAbsQ,MinReturn,AverageDiscountedReturn,AverageQLoss,MaxEsReturn,StdEsReturn,AverageQ,QFunRegParamNorm,AverageReturn,PolicyRegParamNorm,Iteration,Epoch,MaxReturn,AverageAbsY,MinEsReturn,AverageY,AverageEsReturn,StdReturn
0.743237,-299.853,5.24624403607,293.657,892.51409917,192.620009037,180.422,827.261686679,277.098166787,293.393,142.066,1451.81469037,80.937,659,659,2792.89336663,293.479167116,8.60971422148,293.422458114,274.384690366,426.727576067
0.766619,-298.372,5.34392046338,292.313,247.28515061,202.82910898,195.309,714.481243373,214.296085009,292.075,142.162,812.975553518,81.0352,660,660,1677.77927079,292.152158011,48.5529438931,292.080871872,280.546900302,350.84898835
0.777937,-298.508,5.24968369533,292.067,294.426760749,220.009373541,193.823,869.094075879,221.926598229,291.839,142.232,873.468153712,81.1951,661,661,1154.73307324,291.925361122,95.9394994334,291.869346736,320.331814618,212.289248999
0.776988,-298.653,4.9621213064,292.431,298.88520412,206.190397838,166.083,1035.02236302,385.75661205,292.201,142.322,784.821078088,81.2592,662,662,1460.57475677,292.267391105,52.4811316939,292.203486551,421.296221325,345.136407086
0.842674,-299.021,5.35596069017,292.752,248.097622417,158.956143306,215.549,603.183446754,181.432127432,292.56,142.407,344.864027875,81.33,663,663,1105.11441059,292.629242063,53.3909545426,292.5803757,323.729986586,155.720745884
0.836208,-297.94,5.35367905771,291.7,263.158330019,173.074029999,222.592,688.707356693,231.186765534,291.451,142.511,485.516609527,81.4512,664,664,1162.85696028,291.509239079,37.1323547705,291.454469574,374.568940571,289.121293659
0.730441,-297.33,5.30596751988,291.097,835.405678526,210.888810547,209.316,672.192158231,188.44514434,290.867,142.635,1336.79787167,81.5316,665,665,2686.12949238,290.949037205,44.6838916205,290.88061507,233.215024889,358.712512522
0.770259,-297.81,5.21748196268,291.668,304.700620118,201.377634131,194.912,659.971393986,223.756095214,291.44,142.737,825.655960489,81.5332,666,666,1641.2786219,291.505664624,38.2369553268,291.457564677,361.414462786,366.937908679
0.80375,-297.146,5.18026186659,291.118,265.102571764,173.608864772,198.061,695.980505166,211.599841263,290.875,142.826,486.667077215,81.6378,667,667,1431.97995396,290.943446946,4.81570006782,290.888933752,234.837091417,319.024440239
0.782602,-297.279,5.29383153797,290.93,303.484639065,209.924881209,200.822,683.867536068,220.468787763,290.658,142.938,1141.67903714,81.7508,668,668,1705.24654684,290.729448233,36.2271528993,290.662280855,269.909682821,339.347537253
0.728448,-296.402,5.31487166509,290.369,607.115770393,204.944587997,226.969,1379.79322461,447.059749026,290.144,143.014,1517.68662564,81.7867,669,669,2330.49083217,290.235939646,78.6903095261,290.164321795,467.451858158,412.161432138
0.777081,-298.027,5.08502795197,292.031,253.953398769,186.683007455,189.019,999.840731017,328.203418764,291.804,143.148,688.125248352,81.8613,670,670,2189.55724917,291.888292756,20.7644414006,291.816966237,240.506435381,474.139874868
0.747203,-295.634,5.04596129233,289.703,549.602636108,209.687701171,174.55,713.554212462,239.526852016,289.448,143.272,926.898757904,81.8964,671,671,1662.34006627,289.53403652,60.6823701651,289.45167529,341.192674453,258.448882267
0.766945,-295.301,5.25036904009,289.568,291.472962017,218.432895941,208.224,798.676582091,285.799916391,289.284,143.372,960.606318716,81.9899,672,672,1644.14694429,289.384944228,41.8591256566,289.289267697,365.466814715,329.030662274
0.782604,-294.775,5.16967189264,288.769,309.44508571,191.190517514,189.642,860.843463908,360.274977641,288.511,143.454,710.720602474,82.0129,673,673,1397.45123484,288.60277811,20.9855304237,288.526446452,482.29557101,440.49210437
0.745812,-296.036,5.1644809814,289.926,226.075218862,170.644184386,187.401,860.867065685,244.960637827,289.648,143.496,892.264047947,82.0401,674,674,2143.49171323,289.740985652,110.647534284,289.655451116,466.778300526,651.329893243
0.704058,-294.595,5.06143476257,288.89,273.893612575,197.836505443,187.186,780.715292749,222.038465341,288.662,143.575,1411.10224852,82.1006,675,675,2579.77509084,288.746598041,3.70423873203,288.69286995,183.216624177,720.378404315
0.730427,-294.532,5.22366193128,288.569,332.510552002,210.539855741,207.223,436.751497728,146.462609511,288.368,143.718,1041.80363678,82.1359,676,676,1581.10679592,288.41427644,16.5096334781,288.366372873,248.810280081,312.53965487
0.633335,-295.06,4.86708826026,289.11,745.428699338,222.984397686,153.618,886.404702423,286.936213241,288.885,143.79,1448.05773814,82.184,677,677,3111.31268608,288.962654124,12.8112810558,288.906534115,255.975461238,747.85381538
0.668073,-294.278,5.45594398455,288.212,694.508840315,222.545123959,236.64,819.676839852,240.181346364,287.997,143.908,828.372029509,82.2463,678,678,1258.8945503,288.051862068,37.063342098,288.00102359,318.763627752,145.229033263
0.717639,-294.902,5.15856440399,288.907,733.79749058,235.259141086,191.036,792.405204275,222.455368582,288.66,144.007,965.243464216,82.322,679,679,1102.34855726,288.760183111,25.2532990972,288.67569659,173.866181128,72.2589127744
0.729058,-295.543,5.18044453658,289.469,779.63396782,234.023054051,209.52,1075.89796561,349.53465083,289.25,144.147,1012.66421034,82.3947,680,680,1209.54243702,289.306750641,26.6078046192,289.268547911,335.792406637,107.752283545
0.756537,-294.741,5.04989297852,288.796,306.213993752,205.14335907,197.432,1129.23379923,362.218027133,288.575,144.252,847.185387063,82.3935,681,681,1396.94187339,288.634766901,6.81790668679,288.577286833,299.727080388,358.51974258
0.702387,-294.523,5.15923729913,288.804,192.966864136,202.672545778,206.994,599.161788894,225.723930505,288.552,144.267,1114.72808397,82.4548,682,682,1718.09271393,288.616723077,33.2946816482,288.561986968,249.402174636,348.089942228
0.764807,-294.194,5.24502430524,288.205,223.479113936,146.888756202,206.762,745.916152491,255.044544517,288.009,144.435,433.107744987,82.5318,683,683,1472.45057415,288.084481188,55.3395234082,288.028399508,426.181514037,382.255942197
0.652348,-295.168,5.01571966209,289.176,635.843950522,229.781168738,193.147,948.314036085,332.079563178,288.993,144.527,1119.1898466,82.6043,684,684,1539.23539356,288.998190468,42.4187411591,288.979049619,378.589059553,168.960082506
0.738819,-293.804,5.11759115973,287.553,899.048512236,223.348405649,194.314,780.469447345,233.928572242,287.345,144.599,1016.42622045,82.6093,685,685,1333.71523919,287.402196059,7.18842609248,287.362526886,190.118027914,111.644837493
0.772638,-293.801,5.08732603808,287.823,625.156894333,227.178478187,183.738,851.970851853,345.390463747,287.592,144.703,936.168530424,82.702,686,686,1209.50654298,287.668572074,24.2654832385,287.603818239,378.888172273,123.636629172
0.707601,-293.771,5.22748028447,287.747,861.096749426,209.194428046,198.979,1053.95530627,348.201960515,287.542,144.747,1290.69999737,82.7007,687,687,1771.07822923,287.588644954,10.8342804126,287.553576371,250.025513842,320.059321646
0.709637,-294.653,5.14026242713,288.458,946.826121355,227.795129099,191.685,759.066410767,234.129075394,288.226,144.816,1259.97821394,82.773,688,688,1826.18125074,288.298492596,9.72173810527,288.241471258,252.184078384,212.812229568
0.724374,-294.657,5.02300314586,288.485,1088.04711169,222.507407709,184.039,1201.12596124,371.639629599,288.265,144.973,1381.24627804,82.8849,689,689,1794.58545178,288.335829384,25.4894409444,288.269654888,267.241757251,253.088771004
0.708965,-295.283,5.15888310277,289.29,165.300968961,166.574689396,194.872,868.949859847,262.390619584,289.079,145.094,1289.6751944,82.9587,690,690,3139.15175607,289.139531115,173.532761105,289.103153361,400.149675901,1115.83335292
0.680527,-294.69,5.05321987013,288.768,1338.57657647,209.762250242,191.365,826.088813028,235.461889358,288.543,145.196,2498.23399891,82.9455,691,691,3106.37995016,288.596296655,8.77006270808,288.541663657,243.801521734,613.94881629
0.719015,-294.51,5.2483426931,288.635,1612.37538693,222.198126912,199.585,408.864859252,152.16550812,288.399,145.294,2453.47859956,83.0662,692,692,3203.3664644,288.476606863,8.21793186279,288.425955829,186.495911326,445.852144205
0.787469,-294.526,5.06451024455,288.3,153.583678884,198.397349522,174.438,570.847165474,166.011737717,288.071,145.391,744.172319784,83.1878,693,693,1241.85404121,288.1170942,25.5160376968,288.071166906,188.367936565,354.129384318
0.737532,-294.955,5.3295388246,288.855,260.506928185,187.784178428,219.884,618.618654646,202.612604615,288.663,145.54,969.377492633,83.2929,694,694,2126.09360822,288.724473101,20.0218798969,288.676218075,271.306496485,627.335977465
0.670539,-294.395,5.2974954909,288.35,323.877130157,224.303155493,210.649,948.927882817,299.84776506,288.099,145.621,1444.69807228,83.2847,695,695,2439.86099434,288.180255576,6.98482623692,288.109086976,454.752743043,419.971963591
0.776398,-295.114,5.28761654833,289.019,395.136898887,218.118615248,206.44,977.655566629,365.766857674,288.812,145.704,1337.33461923,83.3556,696,696,2371.83645199,288.897846936,11.9987819302,288.83247418,387.422932292,495.239775706
0.711742,-294.323,5.07640325368,288.093,536.007424601,214.16349195,193.283,714.479353874,190.532891566,287.9,145.767,1713.99141831,83.4535,697,697,3077.92637726,287.931132083,228.822852865,287.888194315,510.129910648,953.32190198
0.72833,-294.982,5.32630715962,288.968,1144.50237205,216.607328409,219.014,878.602420053,308.105367822,288.75,145.957,1985.78287386,83.5112,698,698,3099.30307781,288.834510051,31.5332359883,288.771401723,394.079268319,658.566377344
0.672759,-295.244,5.12664029876,289.087,926.660407522,208.209843033,202.755,893.839696679,320.104083833,288.854,146.029,1865.50532344,83.5923,699,699,3104.06213426,288.934368769,55.092126975,288.868926723,342.898632311,712.971171533
0.735862,-294.127,5.13650049942,288.29,867.297744987,225.02817889,201.3,701.722804881,208.242313088,288.039,146.084,1061.1510766,83.6198,700,700,1179.74963705,288.100807285,14.2843235822,288.043363989,179.887310554,82.9624885
0.794367,-295.311,5.16730516482,289.046,683.96848804,210.246175769,195.069,700.221850622,233.142628656,288.825,146.18,1306.93013319,83.688,701,701,2056.67366816,288.912905486,28.6120343235,288.839209237,259.065954211,313.990345848
0.783903,-294.95,5.12528212821,288.634,161.974911634,184.254181077,173.871,769.627606049,294.196072966,288.407,146.311,1017.81925044,83.7198,702,702,2269.27436038,288.506648067,6.45759038707,288.418331429,241.008317666,490.8546095
0.81023,-295.583,5.30992735653,289.655,546.675296042,219.552261969,212.481,841.795672336,250.735038729,289.413,146.437,1098.5756542,83.7521,703,703,1552.18231324,289.521785934,13.0653291151,289.431899915,179.713853495,258.917305391
0.782288,-295.184,5.20137930762,288.706,226.224078425,207.062580234,192.529,792.049574588,233.384453724,288.476,146.442,1348.19372434,83.7852,704,704,2064.15926749,288.550261945,15.6047654303,288.485548659,235.501638776,449.395232108
0.765779,-295.829,5.10642814364,289.767,226.285921886,208.454811872,179.794,667.466330001,175.936462173,289.522,146.539,1082.4213663,83.8366,705,705,1837.71712471,289.607977907,7.51933609981,289.536751023,154.824277637,473.627776293
0.74618,-296.587,5.19253921862,290.504,296.39569972,195.090825086,194.068,1156.1638046,303.431765178,290.261,146.625,881.248196242,83.9431,706,706,2903.98045007,290.336828685,11.0366663167,290.26916162,166.133631184,647.538379976
0.796642,-296.526,5.36735516941,290.269,235.425806116,152.107227324,216.672,660.838249866,183.000798608,290.035,146.719,499.894024127,83.9979,707,707,2887.68030646,290.118771723,14.4064636036,290.059305136,240.909145628,550.0297115
0.830689,-296.178,5.06510431167,290.151,273.275733433,190.414365519,165.057,379.887378771,107.481133226,289.959,146.785,1288.89160058,84.1288,708,708,2822.42114762,290.034316962,13.9444753374,289.975013379,149.116906218,915.099408982
0.809099,-296.016,5.4188958142,289.658,211.405693944,202.642160132,212.838,744.803182279,248.193696699,289.421,146.879,1033.38920675,84.1397,709,709,1805.99269533,289.49530605,42.8901012538,289.432533148,265.213925381,403.317470337
0.82763,-296.583,5.39025257794,290.268,369.127100495,229.167011796,231.75,705.412955084,231.336909751,290.039,146.995,1725.90175786,84.2094,710,710,3183.72415163,290.115468371,10.8497083019,290.044367619,354.864865052,636.467617811
0.81119,-296.402,5.1611943083,290.474,640.538050145,217.668612966,203.722,1077.6964773,418.185994935,290.248,147.061,1081.30271627,84.3023,711,711,2040.79879016,290.321935663,10.5837347998,290.251470954,584.467916609,325.754273172
0.826523,-297.046,5.07104100656,290.993,726.886598059,200.471091736,194.304,1231.33832622,371.215903433,290.797,147.084,1513.72743488,84.3739,712,712,2674.99611937,290.882003873,74.6823284174,290.816827037,349.284918837,569.427474737
0.859403,-296.554,5.19783476989,290.582,527.217822595,200.56088686,208.075,427.773948391,143.573888176,290.364,147.16,1393.45969335,84.4926,713,713,2721.05026585,290.44147666,20.4626692814,290.377964971,163.402521,501.246340413
0.829076,-296.96,5.33750863863,290.967,577.637870801,219.948990851,208.261,747.021509362,208.315079131,290.738,147.251,1390.05418353,84.6032,714,714,2290.43596585,290.813651725,122.994454736,290.75793463,400.576901249,440.509767108
0.861447,-296.503,5.19548070462,290.47,541.439664581,217.314454832,178.999,674.340090714,171.826146475,290.248,147.41,946.222230865,84.6953,715,715,1329.07635908,290.302382531,72.7483526637,290.252149685,243.871398822,189.757898603
0.854695,-296.475,5.29177695416,290.82,750.479025291,212.520811467,205.435,759.007807842,253.722672589,290.628,147.473,1540.60147708,84.7136,716,716,3137.56955929,290.703478624,7.13557162075,290.648518353,252.99403047,531.162571269
0.846363,-295.761,5.21475432044,289.869,677.340951378,228.749855922,201.994,756.721894995,303.021110632,289.644,147.605,1257.92566111,84.7601,717,717,2079.12372041,289.711541662,12.9350281803,289.660853148,326.631833967,290.966346826
0.834025,-296.149,5.11151861262,290.415,866.789537774,229.920899043,174.914,814.04457563,239.785615074,290.191,147.695,1183.35168366,84.919,718,718,1513.06509722,290.2571145,13.7488507705,290.18439073,288.309988986,163.68394774
0.789477,-296.461,5.32470854483,290.583,847.574386831,205.479999502,204.681,1081.59171565,371.243932514,290.381,147.809,1438.82516693,84.9752,719,719,2449.80924917,290.47541437,79.0205822326,290.410635836,618.625939957,327.891879289
0.763203,-296.402,5.28740500849,290.033,1217.08854054,223.825257118,195.526,876.06466554,279.433053548,289.84,147.965,1883.04742051,85.0436,720,720,2900.06510764,289.894390779,12.756423966,289.843392705,262.588695037,439.945642848
0.745989,-295.833,5.31931811039,289.46,280.427096541,194.074900121,193.404,1179.75428816,450.666336934,289.235,148.079,1274.33082178,85.1582,721,721,2991.89670588,289.313548438,11.4262051729,289.244399164,422.685498438,728.840005101
0.79837,-297.238,5.10493947628,291.347,219.531586402,144.18093605,173.515,371.467568614,108.613437453,291.096,148.171,375.045382491,85.1803,722,722,2440.09198107,291.165756791,9.19313940293,291.107183731,111.488020794,378.857835318
0.76679,-296.626,5.58100216712,290.747,243.197096947,191.748833649,248.731,280.728795172,83.209299868,290.494,148.268,2311.46702482,85.2868,723,723,2862.64071915,290.590883416,6.83043819717,290.521678305,113.212310976,771.324120199
0.787021,-296.801,5.3209949346,290.893,725.271247389,197.396169486,200.509,863.115831756,311.481200905,290.666,148.376,2232.1884735,85.3844,724,724,2883.3123099,290.733487772,23.5336081145,290.670554748,376.458108449,720.743171794
0.823162,-296.696,5.10408946866,290.812,1040.97480343,198.773553612,179.875,651.046333082,177.865427713,290.589,148.456,1850.40523251,85.425,725,725,2894.84499927,290.647256028,44.9062649235,290.597431261,223.648634565,560.008587624
0.800223,-296.613,5.41348219626,290.975,1162.8477528,198.726477726,199.188,567.408867874,146.45802636,290.74,148.576,2135.09078917,85.455,726,726,3042.57632182,290.819081787,50.1299333899,290.760609327,207.911297943,650.731706289
0.799919,-298.391,5.2582975724,291.943,392.096961181,164.442694411,195.156,961.110766599,381.602524069,291.765,148.724,709.848010595,85.5509,727,727,2771.43183643,291.809861079,7.64045351922,291.760735752,302.622856547,575.792813183
0.814884,-297.599,5.36684524375,291.298,962.683441484,216.635162317,210.581,1389.20887885,465.105419536,291.064,148.807,1702.38177128,85.5929,728,728,3063.757431,291.134466405,6.19107964878,291.087322621,357.556304449,634.886318672
0.857785,-298.329,5.24555208086,292.194,236.709813832,173.345692158,190.269,1515.43811305,436.798413763,291.988,148.878,997.652211689,85.6911,729,729,2618.08220794,292.033165575,6.28464785478,291.989815361,241.374319557,832.055557621
0.808663,-298.328,5.13103983878,292.129,1229.32478616,214.307023185,180.998,951.898336653,269.50196432,291.903,148.964,2523.73130978,85.7461,730,730,3027.67377948,291.972941677,7.59819009088,291.915759669,183.511526949,601.425913281
0.828913,-298.514,5.5203812215,292.312,800.494297894,218.945255843,220.507,992.702761447,343.418041134,292.1,149.091,2026.4577778,85.7893,731,731,3054.86306644,292.164076261,3.6685883783,292.111200326,397.831360144,616.811219805
0.820478,-298.879,5.08550496203,293.124,909.754297904,222.048265481,183.23,764.272635406,244.814056814,292.92,149.224,1669.88544763,85.8625,732,732,3059.91884303,292.987825817,11.9764219193,292.92599398,293.641512623,712.534627607
0.808907,-298.921,5.18834158341,293.035,1135.13072098,224.2535009,195.65,1004.77419346,363.732788663,292.784,149.294,2064.17999784,85.9184,733,733,3168.71898249,292.862264361,19.6951711265,292.793583303,319.841333671,699.341563631
0.813501,-298.382,5.11887140257,292.767,785.112289353,212.724201329,210.627,634.79355638,255.084519347,292.512,149.351,1506.01419069,85.9653,734,734,2893.90346817,292.605182515,8.15004000561,292.518108871,328.685772146,515.215734382
0.860295,-296.853,5.31538567068,291.236,1045.0721284,210.960446436,219.585,534.558276543,181.251371805,290.985,149.428,1517.69840199,86.0117,735,735,3075.1132876,291.079335913,27.0463866161,291.005365883,341.131312102,470.407154035
0.85121,-297.394,5.1832651586,291.635,218.109018946,178.522625996,186.966,577.418096791,234.049118861,291.385,149.569,1306.68522151,86.1448,736,736,2580.76884629,291.470468611,6.35066403005,291.393431574,340.790186071,846.654077794
0.773964,-297.561,5.27977880005,291.69,693.778753912,212.429459472,200.771,1229.88827045,442.290043188,291.469,149.661,2134.72291594,86.1677,737,737,3217.29343318,291.529801723,7.47384267449,291.460123187,363.637498697,795.612970351
0.839574,-298.101,5.17637101957,292.041,216.52086582,179.580648377,173.681,315.2044366,110.325064014,291.806,149.702,960.308451469,86.3285,738,738,2645.2806177,291.904912553,11.7597702294,291.847048188,164.520039812,634.826818085
0.831592,-297.641,5.33964255252,291.829,288.503682561,192.54320819,214.144,656.941254827,144.446809468,291.626,149.85,1243.2643608,86.4061,739,739,2999.40639829,291.67872966,202.615838513,291.635675227,323.506165728,1003.15344081
0.803119,-297.266,4.91885640489,291.684,269.345069433,190.631364499,169.714,693.066042235,199.135843539,291.474,150.017,1416.15474011,86.4613,740,740,2860.74846601,291.551180925,19.6554234125,291.483220906,289.239045679,841.028826069
0.801509,-298.327,5.14980495872,292.566,78.4257001012,159.082046541,178.787,1151.59975023,324.085676083,292.332,150.144,1031.83747117,86.5426,741,741,2668.15799345,292.404915321,33.8013217373,292.335648262,238.768337809,766.67039091
0.76835,-297.468,5.3282673633,291.677,899.356190759,211.081515937,209.999,716.466755526,243.046028763,291.455,150.25,2121.33245789,86.5933,742,742,2985.54123386,291.517958546,13.6922155832,291.464591247,228.439484375,643.885894922
0.753372,-297.736,5.22356461999,291.821,1441.79260882,203.089078937,204.564,798.236803084,306.10059274,291.579,150.382,2103.0011131,86.6557,743,743,3176.76047064,291.6691165,65.0886257066,291.596863837,311.295546227,497.258568645
0.801811,-297.216,5.20442242422,291.882,609.415607178,198.456026467,205.902,756.935947687,95.2809656896,291.617,150.467,2029.93967298,86.7218,744,744,2844.14134175,291.692654106,462.194129732,291.621652128,627.107571951,779.835174087
0.749376,-297.378,4.9996554572,291.374,554.46017129,200.98334957,179.632,909.103100026,338.439471048,291.126,150.59,818.835195499,86.7348,745,745,1284.28226482,291.216691742,17.3357804497,291.143897635,350.018484495,120.512466321
0.782652,-297.845,5.33666525622,291.887,608.451524282,209.49935805,214.238,861.575109516,349.189679161,291.639,150.625,859.755534879,86.7852,746,746,1672.62571563,291.727850018,9.45463183448,291.649593767,376.489669049,232.618956199
0.786724,-296.93,5.19647666348,291.318,488.804380156,218.27669909,200.402,756.984805083,280.558190445,291.03,150.691,943.37605666,86.8422,747,747,1233.62921097,291.120396705,13.4274299269,291.031525946,310.012424764,182.840520895
0.777465,-296.192,5.59347715217,290.137,102.721586793,205.349042196,236.148,980.164146935,267.817009126,289.859,150.818,1214.71538111,86.8845,748,748,1798.40070533,289.98635803,9.29847582905,289.886678188,166.4466288,397.841437806
0.80769,-297.192,5.25160759994,291.485,656.92486685,218.633112296,194.348,875.487913103,252.251446962,291.252,150.898,1658.77415445,86.9801,749,749,2978.71535628,291.313523268,79.5495582559,291.245815061,272.135105874,619.029435858
0.810558,-298.255,5.19143030861,292.43,422.518515607,217.220914054,211.109,1085.69502747,257.757755771,292.216,151.029,773.419971546,87.0729,750,750,1200.56130131,292.304193005,367.573386628,292.231928721,766.584243113,261.896443735
0.798372,-297.272,5.04982398632,291.664,520.996768133,223.542139172,186.294,1032.38809939,280.786074319,291.404,151.115,1156.04853581,87.1707,751,751,1915.85398954,291.506381045,206.089312606,291.400665713,449.213939481,245.268774755
0.825931,-297.542,5.70742751605,291.589,945.426478995,237.459964782,250.709,1421.14084711,428.104192709,291.359,151.211,1170.20812036,87.2206,752,752,1791.3696502,291.467507684,212.129654976,291.394588908,808.916635287,167.289250814
0.762886,-297.113,5.40640467323,291.255,695.018837568,200.529041684,227.71,936.956963195,374.395873938,290.947,151.266,1775.13121953,87.2746,753,753,2950.57290036,291.060314528,3.64525464118,290.949135237,342.341871349,895.564935287
0.834587,-297.583,5.405141198,291.634,641.052170785,231.148643722,207.058,1060.8988458,368.762813808,291.38,151.377,934.614576384,87.3126,754,754,1209.67277987,291.482460789,16.0963885976,291.395357707,387.991891476,141.510405791
0.740802,-297.752,5.21061279712,291.967,1002.32599974,220.340723419,199.599,557.77614201,209.654303195,291.735,151.545,1387.21883665,87.3844,755,755,1994.47936144,291.805700106,11.1306378239,291.729750593,202.541103399,296.850093143
0.754772,-298.33,5.37106291302,292.204,648.507629462,230.706677909,210.175,849.125636312,302.043092624,291.951,151.628,1119.05978297,87.416,756,756,2080.72892778,292.044046313,14.6706086075,291.97867035,348.43331402,382.209634976
0.800864,-298.3,5.11915518954,292.549,784.489624381,212.354161939,196.833,915.600768252,294.817496475,292.342,151.7,1158.46011695,87.4928,757,757,1547.885315,292.399761284,13.5457832157,292.340145787,281.061983356,204.32261001
0.792846,-297.647,5.29321560388,291.958,916.193511777,227.187178356,191.535,1067.64629049,369.29023761,291.696,151.794,1217.83973909,87.5984,758,758,1674.08882164,291.789957163,19.102584283,291.712063365,365.269834189,193.813311903
0.823241,-298.644,5.33912811001,292.945,294.879440211,218.642514828,211.424,635.600084847,195.429033954,292.721,151.917,808.229890209,87.6623,759,759,1057.22366843,292.785322336,56.1544008091,292.725361798,281.736489849,182.755779052
0.760469,-298.191,5.29113020103,292.578,750.242026056,231.298140708,204.663,466.382196445,147.364847804,292.327,152.003,1081.29619326,87.7256,760,760,1853.90608155,292.421424182,20.6398052659,292.347434075,224.11769173,253.917901501
0.794844,-297.748,5.21771624514,291.93,720.28562484,231.537592712,200.729,857.12655934,141.682710042,291.667,152.084,1032.27282629,87.8261,761,761,1702.09017315,291.75994376,520.622215925,291.668076412,671.890609862,222.695529786
0.782745,-298.191,5.23303215102,292.159,597.55703069,228.808470202,187.426,871.407428136,244.173451724,291.918,152.208,862.57518077,87.8582,762,762,1177.10491252,291.993096975,68.3251311906,291.921141081,540.057612408,133.984277639
0.784735,-298.343,5.17825684127,292.776,707.31569076,235.964069974,190.08,493.823306282,162.767295111,292.582,152.357,932.822483995,87.8502,763,763,1073.79784163,292.655061009,19.7740787286,292.593911656,272.096966591,95.9675612927
0.825244,-297.574,5.43710700821,292.075,705.10032032,233.442376793,227.802,856.418631391,289.974455523,291.828,152.441,985.071345852,87.9159,764,764,1284.11560136,291.930524176,20.033358964,291.850600132,276.304733092,156.254675031
0.820394,-298.407,5.10949891394,292.774,398.231849257,220.753281257,188.163,758.333976834,236.680810997,292.52,152.516,743.6389656,87.9886,765,765,1098.91023527,292.614648706,23.2711487807,292.527813683,303.137179599,183.344351454
0.794374,-298.203,5.46392055741,292.602,663.511228096,225.730300567,221.362,611.004838324,196.502786253,292.326,152.611,749.086573758,87.984,766,766,932.422464025,292.439679714,60.7254943684,292.337950945,303.428922095,86.8783743531
0.766674,-297.448,5.1313133597,292.118,791.510671174,229.595262225,182.218,756.444716878,319.303880603,291.877,152.703,1107.96632885,87.9972,767,767,1503.04987769,291.999143047,12.3003732942,291.89681412,436.710672687,173.9633507
0.785229,-298.078,5.47867552389,292.385,881.882975924,232.474793247,240.001,1174.44079003,383.919380838,292.127,152.864,999.463435172,88.035,768,768,1275.5218739,292.240458254,5.91963338475,292.142254803,276.648220539,97.1814772193
0.811653,-297.374,5.46224451412,291.866,514.424308663,225.288992535,243.989,878.592182339,285.500607036,291.602,152.971,727.281930805,88.1182,769,769,955.812417929,291.711212577,44.4994804716,291.614608588,333.018072021,131.621732843
0.773179,-298.449,5.16540745699,292.688,817.797348941,236.249217678,185.874,753.913135862,209.729453581,292.48,153.068,1073.40543262,88.1588,770,770,1384.70007426,292.568780877,31.2034827523,292.482411852,283.541133904,125.585639248
0.740582,-297.167,5.04596519697,291.34,759.925211368,248.724848756,176.539,949.953084792,280.256982799,291.042,153.165,1217.26236186,88.1676,771,771,1529.06250449,291.146772496,16.540007756,291.031341685,324.690459501,184.587605609
0.767368,-297.228,5.29701948162,291.791,1283.81279108,236.939849939,210.3,1073.39176306,362.247166965,291.564,153.234,1877.50774267,88.2248,772,772,3231.91804663,291.668079058,9.07703232197,291.592606462,399.324008591,519.282340353
0.800041,-297.092,5.21657347464,291.509,409.870673405,240.489145667,184.24,796.160647898,205.500840346,291.266,153.319,1170.4530523,88.2994,773,773,1660.61258309,291.350863259,14.5945723988,291.273065344,156.93965562,252.383433066
0.766061,-296.448,5.25755537222,290.865,626.376508916,216.204003714,205.655,1110.48456361,316.36079601,290.596,153.36,1129.37873204,88.3352,774,774,2173.59787072,290.699031144,8.41991173273,290.591011773,236.801677957,409.31603579
0.754016,-296.937,5.47165325933,291.159,720.466521495,238.956603103,218.883,1060.82817119,315.900523694,290.901,153.426,1153.85274332,88.4176,775,775,2771.60493623,291.010068757,18.9402494278,290.92173477,245.182368498,518.580811009
0.805717,-297.794,5.123584024,291.957,591.11155516,203.248467764,177.049,961.543791917,295.40601265,291.732,153.507,882.211706925,88.4376,776,776,1730.2152943,291.825871218,16.1627775795,291.733071392,233.870169263,206.258212973
0.817289,-297.59,5.38882662724,291.627,641.742499221,203.565351121,213.847,1075.18596973,418.958399053,291.316,153.649,945.290498571,88.5254,777,777,2169.12442359,291.449670027,7.10879746037,291.337903279,592.02374786,330.698477924
0.75044,-297.907,5.23904249296,291.961,751.388189973,248.282644192,193.684,948.24639038,315.258942117,291.714,153.761,1221.00288688,88.5868,778,778,1616.02916316,291.813940486,12.5584492919,291.695675691,442.932266958,193.702750267
0.755127,-298.218,4.92351763685,292.311,935.372458546,244.659115103,161.52,775.65211922,247.75436005,292.081,153.797,1444.12331538,88.5867,779,779,3125.52854752,292.180097031,12.7712746636,292.097859891,240.91084085,626.184791073
0.754445,-298.498,5.21503145428,292.67,762.189972788,254.953046787,175.091,958.1737746,354.507780943,292.447,153.895,1321.41343004,88.6622,780,780,1916.00783627,292.535102187,15.7717259372,292.465695126,436.935917537,271.897945106
0.788335,-299.756,5.36294934004,293.648,1058.53375252,257.483895639,200.712,757.617498737,247.92696854,293.39,154.089,1296.26952702,88.7866,781,781,1722.13525354,293.493795637,20.8118651327,293.392252951,406.092922724,142.901822607
0.75386,-300.511,5.39619409085,294.481,684.234834775,244.805901711,226.39,691.784372185,276.387480454,294.175,154.188,1243.96104093,88.8647,782,782,1689.28144361,294.288882933,14.0996433344,294.181903436,297.015097648,238.340612625
