StdEsReturn,AverageAbsY,AverageAbsQ,AverageQ,AveragePolicySurr,Epoch,Iteration,QFunRegParamNorm,AverageDiscountedReturn,AverageAction,MaxReturn,StdReturn,MinEsReturn,PolicyRegParamNorm,MinReturn,AverageEsReturn,AverageQLoss,MaxEsReturn,AverageAbsQYDiff,AverageReturn,AverageY
128.359633832,31.776680921,31.7907,31.7597,-32.1701,576,576,90.6818,241.276951814,0.772964,1673.55861964,254.739295205,42.8809447358,76.9722,681.63063634,245.234029548,2.72741,468.04108072,0.599039387077,1050.88241496,31.7602476987
117.267155245,31.7805264286,31.7972,31.7642,-32.1636,577,577,90.7458,170.123722358,0.864437,1120.8931269,326.676439382,12.7982547315,76.989,96.2804609505,140.935400909,2.52158,396.235498661,0.590472070973,499.3016623,31.7657085917
206.772644707,31.750104837,31.7635,31.7327,-32.1518,578,578,90.7843,164.678296016,0.855234,1028.44265362,197.36660466,16.4811019017,77.0304,239.332763972,257.768250654,2.92669,583.75088251,0.620230186618,373.89186158,31.7327613903
88.7875119579,31.6832549173,31.6961,31.6629,-32.0823,579,579,90.8643,203.707486847,0.869228,848.824927314,210.750416223,10.0674450027,77.0555,131.191520736,140.517614369,3.21794,345.721015973,0.638666253017,654.496346034,31.6625062763
280.38981726,31.6937202285,31.7096,31.6793,-32.1193,580,580,90.9347,232.965146693,0.829963,2175.91566207,346.750638914,14.6863493195,77.108,696.504903348,215.914419004,2.86312,967.442395372,0.609137674154,925.077234973,31.6809032858
147.300390235,31.7194289952,31.7316,31.6975,-32.1203,581,581,90.9753,164.222360939,0.811056,1034.78963864,109.190525796,6.45203092916,77.1364,237.473820818,219.612336634,2.71878,490.222627335,0.604712077362,351.274102003,31.7003870861
180.36061257,31.7235039704,31.7397,31.7048,-32.1135,582,582,91.0089,182.558529362,0.868968,1796.2159727,428.284447008,24.1009357162,77.1848,252.57495121,189.528501073,2.97856,617.199645044,0.605971499495,758.585320288,31.7051306046
153.273941474,31.7075520474,31.7178,31.6867,-32.1085,583,583,91.1056,216.01079206,0.851143,1410.34522608,332.477052346,43.1011291433,77.2258,204.455507963,185.838954812,2.79186,469.307683641,0.610504812142,784.380211209,31.6890241765
205.955026195,31.7503846463,31.7615,31.7287,-32.1312,584,584,91.1574,198.866292369,0.84579,1758.23857527,380.539216596,37.5177096047,77.2782,37.5907711427,233.515560415,2.99976,562.603444831,0.617233714648,724.31474117,31.7308902784
80.0465085395,31.6758130413,31.6912,31.6557,-32.0879,585,585,91.2481,199.886481138,0.827133,1535.54052411,314.14387255,8.18897996837,77.332,192.389724619,128.125148542,2.97326,246.882020735,0.624311123858,677.321067785,31.6567270138
77.1010386148,31.6437072077,31.6608,31.6276,-32.0604,586,586,91.3323,227.590511408,0.826404,2487.63339905,361.847716175,5.51839469352,77.3929,717.8506729,95.666686531,3.30966,245.247330996,0.648406137159,1151.78100727,31.6282199254
248.049058001,31.6607444903,31.6736,31.6407,-32.047,587,587,91.3669,186.64973539,0.862068,1501.86234827,222.844571764,6.94139141242,77.4509,157.992482412,218.838854537,2.86017,929.788735832,0.614055599352,453.966607019,31.6410294624
239.102200958,31.5422209151,31.5595,31.5216,-31.9607,588,588,91.4313,148.101047175,0.847138,1905.23114776,240.911431826,21.9958208849,77.4654,204.406508083,220.854197117,3.23199,771.468849502,0.634900952367,310.611855413,31.5248509699
296.327209269,31.6089643609,31.6221,31.5917,-32.0426,589,589,91.4839,139.956441483,0.878184,384.969105495,19.728605948,6.67216753335,77.5698,229.085113147,297.373780663,2.79965,787.950142897,0.612183779981,247.705886043,31.5932162656
149.443377,31.6798415737,31.6927,31.6589,-32.0957,590,590,91.5371,179.46025854,0.837101,1485.87499615,301.467455541,9.310775476,77.5624,206.375415498,161.818751196,3.11893,598.965405516,0.643180654256,491.709415227,31.6618172939
119.85577904,31.6370657341,31.6549,31.62,-32.0396,591,591,91.6525,141.0891653,0.831973,335.006361353,34.3213985433,50.57315063,77.6176,53.8429471132,189.903858382,2.81817,437.408824499,0.605037364756,250.35813374,31.619753975
146.591015821,31.7438508133,31.7596,31.7217,-32.1337,592,592,91.6746,152.404867432,0.812832,1235.92588235,193.333392153,6.78764001895,77.6464,189.328219485,192.806292858,2.40147,474.415482558,0.577836729323,332.83740593,31.7218928878
235.03939877,31.6865825862,31.6973,31.6677,-32.0996,593,593,91.7124,143.408270345,0.717863,1021.27521303,315.931055211,10.9683344603,77.7251,223.558018078,318.564808801,2.62016,661.624133811,0.594904868229,607.962242026,31.6688648269
132.745560752,31.6152659023,31.6311,31.6016,-32.026,594,594,91.8202,101.979797865,0.876473,167.124795058,6.03606628942,6.43436189656,77.8053,134.932345651,147.05893805,3.00709,403.334546181,0.62084577008,148.844648188,31.6014323884
186.572385983,31.7250871287,31.7414,31.7095,-32.1251,595,595,91.8802,225.514311303,0.820441,3243.9580615,764.490205171,16.7430076658,77.9019,355.047296373,210.448194179,2.76171,639.738917886,0.616304169549,1237.96823381,31.710367453
222.853582251,31.5905235541,31.6061,31.5746,-32.0159,596,596,92.005,169.093679645,0.836472,2211.20153844,457.494742052,11.9827262336,77.9434,264.887123455,234.220611289,2.92192,750.695353111,0.628766441974,510.364989804,31.574381857
301.411158682,31.7352877983,31.7508,31.7174,-32.1378,597,597,92.0474,190.124384679,0.849613,3230.16757209,834.049940318,10.2719210338,77.9891,278.651488759,376.930660583,2.77147,806.207550098,0.603525322969,810.602921684,31.7191687698
207.874479179,31.6746745899,31.6857,31.661,-32.1045,598,598,92.1543,242.550977017,0.810933,3292.51725936,595.170144975,56.4406155196,78.0164,817.710245563,373.990236928,3.23356,781.548339647,0.643176126356,1675.98198286,31.6627798916
140.12792755,31.6247937129,31.637,31.615,-32.0541,599,599,92.1986,220.879475661,0.751186,2978.05106204,574.200218867,184.381319162,78.0536,633.183394628,425.321991604,3.42492,573.662864524,0.643809739899,1443.48339964,31.615454356
147.417266244,31.5917639471,31.6053,31.5824,-32.0139,600,600,92.2165,223.260037165,0.80005,3073.79259968,641.281006719,27.1643399893,78.1208,620.502796344,218.292111301,2.48586,474.336408656,0.582217273772,1333.10652555,31.5836790027
212.180248902,31.6566802756,31.6696,31.6471,-32.0367,601,601,92.2748,227.989993569,0.805902,2615.75550917,469.535627714,21.2816008836,78.1916,849.537153741,258.265741462,2.8513,696.896256028,0.612594251376,1317.60094494,31.6477033197
194.085394338,31.6576107431,31.6739,31.6451,-32.0671,602,602,92.3507,111.195257219,0.736195,992.623585668,231.49081498,24.3878898522,78.2357,361.950333024,281.813018981,2.60896,617.886501268,0.597512562231,809.116009761,31.6459150738
225.242863781,31.6694947577,31.6879,31.6552,-32.0692,603,603,92.3155,192.872190354,0.843927,1545.27973338,346.734973193,28.4617051814,78.2285,288.198428461,260.94830282,2.71571,676.096202031,0.605755363538,606.122365397,31.6562987097
226.863393338,31.7217301368,31.7376,31.7009,-32.093,604,604,92.3984,246.700809297,0.80419,1823.23360303,306.352621194,11.0441049122,78.2741,658.028698158,229.256437261,2.61664,798.146884825,0.60728918773,1051.56586142,31.7009675508
150.532108139,31.6413221942,31.6553,31.6177,-32.0272,605,605,92.4756,248.621382403,0.809054,1354.92537567,215.22018332,13.4974399824,78.3806,649.635841508,143.500979003,2.36999,455.309769766,0.587860456536,978.330380746,31.6192163404
218.294909048,31.6513016284,31.6651,31.6294,-32.0866,606,606,92.547,220.278318572,0.80521,1469.36643371,233.780393829,13.1129381431,78.4547,226.327649991,345.240771031,3.39302,664.84183251,0.663389582589,795.179126116,31.6303532546
178.026555408,31.6020654199,31.6161,31.58,-32.0198,607,607,92.6222,63.9475271142,0.815781,757.9120321,156.113966237,14.2204195772,78.4854,56.7212019466,244.123140058,2.88339,541.187361744,0.612354320335,150.664596347,31.5791820985
211.31578739,31.600492966,31.616,31.5775,-31.9894,608,608,92.6672,194.889950606,0.793594,3225.12243168,1054.35511192,5.67563132609,78.5282,234.011632424,143.737954132,2.65012,839.864653032,0.612286989784,1187.6827429,31.5794414329
256.583867519,31.668032134,31.6827,31.6431,-32.0604,609,609,92.7555,191.731541611,0.828329,1550.96806215,241.418486899,13.0687639038,78.5692,38.5603740474,234.960080968,2.73441,808.86552376,0.622556155226,507.919683018,31.6457928422
260.930973541,31.7450763888,31.7606,31.7264,-32.1308,610,610,92.8186,220.351685747,0.803098,2500.38890284,560.365553914,14.5588930459,78.5493,303.092309507,232.312896017,2.57733,751.542757088,0.589060148093,1003.24877142,31.7258362509
221.89133263,31.6809466641,31.698,31.6607,-32.0531,611,611,92.9282,220.270136729,0.824676,1324.87409825,177.935648009,43.3586342433,78.6236,462.650589875,476.325910389,3.06631,757.179315994,0.612278167811,637.108237152,31.6608556894
189.730262358,31.6320981858,31.648,31.6163,-32.0543,612,612,93.0018,210.348660717,0.811808,3448.96939154,503.569391559,42.0518684116,78.7367,358.573189395,280.091178886,2.81613,673.552321672,0.637088770107,656.307458989,31.6164863394
212.85644588,31.659714087,31.6749,31.6378,-32.0748,613,613,93.0247,222.982997736,0.79752,1770.24802249,232.057171064,10.4448850872,78.7597,429.143057266,229.947706141,3.21374,567.632224723,0.651410167471,754.925243708,31.638226039
241.399471423,31.6398897912,31.6576,31.6193,-32.0557,614,614,93.1498,227.614283749,0.784485,2866.87886304,662.521022997,20.4513207846,78.8418,367.616724676,304.811200045,3.19454,710.568001703,0.643742421591,1094.68790466,31.6197954895
181.852544471,31.7729654829,31.7842,31.7556,-32.1659,615,615,93.23,210.363687417,0.758972,3352.29468809,740.867096593,172.30798811,78.8714,266.558397508,361.833077437,2.81283,748.619303187,0.606221653926,1034.94112805,31.7581259873
193.314528915,31.6996250122,31.7153,31.6867,-32.1205,616,616,93.3358,229.645121843,0.787354,1536.87194317,161.3589182,10.3427894063,78.8613,669.688978913,265.660255181,2.79487,630.267279604,0.625502523208,791.178353113,31.6880865753
250.92010479,31.6184069541,31.6325,31.6045,-32.0535,617,617,93.4465,216.535501011,0.751709,1723.89395232,370.277754285,17.1540100205,78.8967,308.892127998,239.228252484,3.27838,898.945580037,0.646783079975,736.153836617,31.6065947131
290.885687558,31.6282416674,31.6442,31.6178,-32.0505,618,618,93.565,257.174462058,0.768417,2302.99402079,320.108865867,18.0140747997,78.9256,1019.45901896,320.286492658,2.98829,812.560865112,0.621265209397,1340.67563618,31.618634187
187.469526865,31.6736500996,31.6933,31.6599,-32.1208,619,619,93.6588,176.119649469,0.787457,1716.83535161,417.017633372,126.976036594,78.9366,234.630143406,349.360599375,3.15125,729.006973344,0.643382839605,512.469996353,31.6597962318
186.776052392,31.6016102986,31.6121,31.5833,-32.0197,620,620,93.7389,236.646749647,0.769917,2938.87395636,724.529424859,9.81379047864,78.9982,678.665787076,227.297668596,2.68443,594.800177713,0.604727259622,1342.08300634,31.5835539497
228.306981005,31.6671149155,31.6853,31.6505,-32.1,621,621,93.7457,228.66044414,0.779899,2372.00900181,539.18228237,88.8035923748,79.0558,627.023721425,500.343825718,2.84463,775.354115266,0.610466720068,994.143054852,31.6515717213
157.102483511,31.6375576554,31.6523,31.6184,-32.0552,622,622,93.8066,226.931923358,0.764307,1073.53655018,117.137083763,10.0592084256,79.1023,671.934111049,179.043330555,2.46902,544.190641432,0.583838467359,806.12555751,31.6204100657
245.204230613,31.7829689068,31.7965,31.7701,-32.197,623,623,93.8507,236.515811416,0.792226,2016.09753131,405.590392776,23.7153258308,79.1707,562.202494361,304.546617864,2.62853,755.475642594,0.58288427198,1100.08028473,31.7707552714
110.94451751,31.6222090339,31.6417,31.6069,-32.0511,624,624,94.0075,227.220026164,0.804688,1187.73174151,164.218950885,14.3696053942,79.2337,557.982311542,178.320839965,3.40894,331.307062663,0.656139443359,758.664176492,31.6078525872
302.553817721,31.6848659124,31.6971,31.6714,-32.0907,625,625,94.0168,223.350636058,0.800313,1420.88451748,189.093219848,25.7985841857,79.1788,585.956882478,408.95636802,2.36464,830.903779446,0.580604039572,744.232500101,31.6721292483
269.059313939,31.6936103885,31.7092,31.6767,-32.0891,626,626,94.0678,201.944809697,0.836388,1954.39917248,408.355167543,7.99511487576,79.2487,112.098626011,321.393996963,3.29677,794.540740969,0.631951121771,718.20096022,31.6773612017
297.64843269,31.6648724187,31.6792,31.6482,-32.0756,627,627,94.1242,223.439503356,0.801277,1215.84190179,107.079328069,21.1728183082,79.3529,669.217173212,291.908509661,3.113,989.841850537,0.613625860151,728.482641177,31.6510923641
204.854302423,31.7679458604,31.7836,31.7583,-32.1944,628,628,94.1481,225.057220317,0.822114,2696.85662001,656.221727628,150.435732211,79.4288,301.805745867,461.69239563,3.01317,823.85670575,0.627849350888,1463.03645469,31.7592627509
330.507933838,31.6626144364,31.6794,31.6538,-32.0859,629,629,94.1788,214.596175306,0.803268,2019.36650044,337.04068336,10.0277910989,79.3497,219.244531105,398.044567468,2.79739,992.762885085,0.595398403412,749.774791619,31.6539450336
286.795426618,31.6710588532,31.6814,31.6568,-32.0915,630,630,94.1988,241.050746085,0.799492,1922.98888904,294.019057178,7.24357641056,79.383,646.064242021,266.376430201,3.57651,779.350743388,0.638598887734,940.575748053,31.6584212219
241.653684501,31.7139253895,31.7231,31.6996,-32.1102,631,631,94.3025,225.209209534,0.820302,2948.91017505,532.80545608,91.6487551532,79.468,347.617253546,335.159135076,2.81674,874.668820829,0.589144997423,947.381672659,31.7008892208
170.397364835,31.7488127714,31.7617,31.7321,-32.1655,632,632,94.386,222.415770751,0.841863,2285.45272624,452.047714063,11.2861119031,79.482,255.083431623,188.485692287,2.46503,541.958297063,0.569022779544,1034.67186168,31.732921343
301.910172142,31.7356590262,31.7486,31.7183,-32.1666,633,633,94.4448,176.446942,0.881741,1758.38771469,374.319595359,13.5951814986,79.5292,288.355314721,369.876650227,2.94319,935.706102485,0.615974718069,519.832330316,31.7200558416
264.601725953,31.6941869669,31.7139,31.6794,-32.1258,634,634,94.4958,240.329171911,0.856005,2624.27979859,385.545162963,15.9414109259,79.5525,301.079595416,344.598368497,2.78245,648.275652882,0.608308205673,1085.58787858,31.6791225927
191.527889737,31.7012507628,31.7126,31.6858,-32.0722,635,635,94.564,233.316105301,0.81464,3207.51018836,699.094169355,54.3198629768,79.6024,639.137468068,298.852533183,2.4686,624.983252604,0.578560304916,1195.07222269,31.6875137156
265.93013418,31.6574435913,31.6718,31.6418,-32.0567,636,636,94.6259,235.725559087,0.833215,3016.46575649,588.081785949,153.911885396,79.6808,684.010873694,419.423654264,2.79586,992.506218383,0.604109670006,1115.59866354,31.6451628003
279.622883869,31.7981452023,31.8113,31.7861,-32.1908,637,637,94.6191,220.912955706,0.826932,969.930491549,80.8352398367,5.79504003723,79.7171,669.746348279,449.403507085,2.90787,806.421210863,0.609119276261,749.542230759,31.7844961868
230.109330888,31.7483988298,31.7631,31.7334,-32.1539,638,638,94.6866,230.218643608,0.821531,2789.86087838,447.89583883,14.5770239939,79.765,667.095298211,267.105473273,3.07454,567.059392334,0.619818673897,1029.26163751,31.7340157898
316.09116485,31.7414414283,31.7517,31.724,-32.1288,639,639,94.7088,233.383313719,0.82781,993.879554992,60.1749872224,36.2712984558,79.8622,746.883398741,373.574115793,2.72256,911.195861029,0.580722695044,805.888464926,31.7276045533
242.041335313,31.7131845478,31.7294,31.7004,-32.0991,640,640,94.8181,229.333629404,0.792098,2403.705777,262.675388043,143.417335419,79.8916,713.575063722,422.318211617,3.03364,788.517360701,0.609420936165,804.632813295,31.7002042831
209.30528053,31.7492600973,31.7637,31.7367,-32.1515,641,641,94.944,244.095372075,0.837995,1965.78926743,290.06121881,6.62841662508,79.9472,728.523433639,162.882259801,2.97527,696.429258474,0.611541574087,995.092823203,31.737424945
281.56496161,31.6345332492,31.6486,31.6198,-32.0522,642,642,95.0011,228.533194112,0.818537,3225.59683437,961.102725007,5.20377068512,79.9821,310.212010336,308.419205126,3.06515,883.242772243,0.616417792271,1835.36360077,31.6218948632
230.975433704,31.5857080441,31.6024,31.5747,-31.9863,643,643,95.0903,241.451769671,0.849891,1574.31358361,257.7398607,8.70775358564,80.0477,375.31122841,314.574291062,2.77195,614.07189843,0.590241875468,881.682110269,31.5729064276
134.67607311,31.6568058945,31.6758,31.6456,-32.0406,644,644,95.1406,245.705388381,0.809262,1856.54337942,311.210587902,72.1999975594,80.0773,704.070535914,246.340218507,2.34316,482.293965537,0.580530417059,1180.92720824,31.6467742318
266.495370149,31.6916426921,31.7039,31.6739,-32.0725,645,645,95.238,230.096616021,0.845579,1867.95725796,352.339415805,9.29686864335,80.1321,721.329126103,389.489571365,2.68646,714.382696201,0.594501829189,970.892586362,31.6754667173
233.844382942,31.6499940588,31.6701,31.6357,-32.0602,646,646,95.3263,211.00968657,0.87111,2192.69182922,327.448098708,65.4684554291,80.1412,90.0753905158,256.762185134,2.78908,822.788587826,0.612594348526,723.782771016,31.6343314513
271.79747866,31.6209677369,31.6366,31.6021,-32.024,647,647,95.3806,233.513367096,0.834668,1850.61569756,188.875451778,10.6400354521,80.2032,745.728519427,267.266245735,2.8376,833.332281512,0.623753210233,811.312021231,31.6026944378
297.507716933,31.7176684938,31.7312,31.7027,-32.1139,648,648,95.4489,245.536454,0.873541,2440.50427662,406.079369332,109.231185782,80.2409,854.146385338,425.780025707,3.11481,989.283376208,0.634219716883,1393.8676797,31.7056928691
369.845923689,31.63727322,31.6529,31.6257,-32.0639,649,649,95.5404,233.291649815,0.846904,2851.76388152,679.074977719,9.1995127519,80.2573,737.453726257,338.008700981,2.90029,1074.93183427,0.608097870579,1419.26496835,31.626837867
255.901110144,31.764516392,31.7755,31.7495,-32.1571,650,650,95.5924,251.272803665,0.827931,3371.65203488,828.810931479,99.000464028,80.2937,776.672784836,499.425572539,2.77457,764.174197922,0.596679111576,1398.40575953,31.7506774072
160.043861955,31.7467071442,31.762,31.7332,-32.1313,651,651,95.6281,231.631729988,0.84035,3112.25449596,564.355952635,19.0962069096,80.326,331.117229207,215.677282461,2.6191,584.594651628,0.590106856872,1015.80124689,31.7342933405
373.691288217,31.5866186671,31.6057,31.5732,-32.0108,652,652,95.7288,224.367424357,0.856975,2176.86610843,473.133827488,85.3489042017,80.3583,320.885273841,485.723461132,3.6791,1147.01679937,0.658501357356,1204.07578848,31.5721950682
216.847987942,31.6854904134,31.6967,31.6717,-32.1089,653,653,95.7998,228.454032649,0.835632,857.924817586,25.5376117395,18.2465489912,80.3947,751.760367494,281.27550348,3.03771,611.216898344,0.617406588112,807.761039956,31.6751547363
311.153724239,31.6729086094,31.6891,31.6618,-32.0896,654,654,95.871,208.285431366,0.851918,828.009652692,208.623886424,9.32665467969,80.4112,238.555385588,398.900890877,2.68904,753.623865975,0.600232382565,679.552130501,31.6610020406
180.73128453,31.6998477315,31.7114,31.683,-32.1048,655,655,95.9554,231.57875732,0.841656,2608.28092355,532.257629485,9.55925362565,80.4449,769.218463099,214.338872488,2.62758,564.458450902,0.584827569419,1184.55936055,31.6852772971
186.79460258,31.7337707065,31.7513,31.7158,-32.1382,656,656,96.0093,223.497787417,0.820114,1712.4913747,195.917339118,16.0731970527,80.5006,714.403048498,200.16382681,2.71766,597.20589045,0.611790216111,814.833317148,31.7172328014
226.60696308,31.6785545756,31.6956,31.6596,-32.0958,657,657,96.049,228.652215674,0.828467,3156.66508048,1014.69986934,5.12347463815,80.5535,322.615826251,297.3841657,3.02358,618.697962584,0.624652363105,1978.43880047,31.6609449861
153.355071696,31.6963530823,31.7164,31.6835,-32.1386,658,658,96.187,161.427078422,0.842575,1398.73869179,284.280087462,136.503679179,80.5926,33.1716652805,312.245651217,2.98515,607.053833834,0.608512534633,411.890278378,31.6835446224
161.965316923,31.8252861766,31.8377,31.8097,-32.2508,659,659,96.2968,150.570676859,0.853079,798.295370691,63.3211725759,10.7340792232,80.621,215.527228423,133.524602784,2.7201,586.993855251,0.594562447081,283.027627014,31.8126555345
244.841874048,31.7422372241,31.761,31.7311,-32.1618,660,660,96.3257,151.497564271,0.862243,339.071713477,26.5002695242,9.06978527541,80.6812,185.948798151,247.656285749,3.06258,799.408531764,0.635448616268,278.852809208,31.7317792342
154.998328621,31.8092866779,31.8255,31.7955,-32.2196,661,661,96.3632,237.180668471,0.831422,1306.77494948,101.333501441,12.2560181699,80.7335,797.693432803,160.849913473,2.67335,522.070779944,0.603645529591,918.267940578,31.7962682133
182.837780718,31.7776238229,31.7929,31.7616,-32.1907,662,662,96.4415,208.051466194,0.801889,2971.08350802,573.027856908,13.0677552288,80.792,236.621447557,253.452277004,2.4407,544.741661892,0.593870704668,809.541862845,31.7629411129
288.699253376,31.7604388959,31.7783,31.744,-32.1497,663,663,96.5471,233.961537695,0.793055,948.428527825,49.3107462168,325.992107723,80.8344,745.882807797,581.251189419,3.39749,1104.65303403,0.636430102806,780.063966459,31.7460007346
137.752792846,31.8143680305,31.8274,31.7969,-32.1851,664,664,96.599,239.874500154,0.828852,2574.88108203,468.161496365,141.68044436,80.8628,828.011219784,311.680471624,2.59478,588.198849729,0.586332857669,1236.68769906,31.7983593937
245.385538792,31.8068994692,31.8198,31.7885,-32.2255,665,665,96.6858,241.725493505,0.832082,3474.9196808,666.542695662,31.9694918274,80.9392,798.569471455,240.720165752,3.10461,872.509434512,0.635295680957,1552.27211863,31.7889109413
142.143974587,31.7900198659,31.8088,31.7808,-32.2137,666,666,96.7981,180.24583955,0.819068,1010.75109919,95.4622016144,43.3735426346,81.0276,310.618427952,281.7278474,3.06512,508.279774002,0.627954341686,385.62621569,31.7813550337
140.89402936,31.7506228209,31.7686,31.7397,-32.1681,667,667,96.8895,243.703044144,0.826523,1612.02746017,159.547462865,21.0800189028,81.0785,765.910373598,158.336977559,2.65487,578.874282265,0.587914498349,888.458545799,31.7396590455
139.879191549,31.8450556714,31.8592,31.8332,-32.23,668,668,96.9573,247.226441745,0.828716,2409.68232499,471.121587329,8.21873711551,81.1194,766.868568231,110.506743398,2.81522,509.759068047,0.600256474798,1221.19477063,31.8357158561
372.706247483,31.7705525546,31.7875,31.7572,-32.1641,669,669,96.9944,249.74830335,0.831213,1857.29038366,383.642621312,8.17150917774,81.1304,639.424092343,323.980911428,3.28826,1235.49449164,0.617558652228,1099.58056987,31.7583081317
209.536443646,31.8485555879,31.8623,31.833,-32.2582,670,670,97.0118,250.688264942,0.825611,2557.97317033,408.097853156,121.959781062,81.1727,732.151779075,329.686711888,2.87463,680.846821444,0.621681442473,1209.86081538,31.8353439941
226.537500577,31.7784515372,31.7909,31.766,-32.1914,671,671,97.0887,200.053187203,0.831633,1221.52048819,300.931689389,8.195160704,81.2132,250.343602636,213.20417117,2.84677,769.805977274,0.611749899223,617.885438268,31.7671059119
290.282112851,31.8708668117,31.8876,31.8579,-32.2754,672,672,97.142,214.083353468,0.852696,900.418804443,197.383412116,8.7561317464,81.2725,116.121586625,421.841718494,2.64061,847.639180208,0.581981687932,673.268479892,31.8575826622
345.153296772,31.8608711233,31.8747,31.8471,-32.2581,673,673,97.2131,155.430751405,0.869786,3267.84952725,415.948202686,8.98361054739,81.3258,278.669741056,292.870456005,2.41828,1172.76730105,0.572024169291,376.775669399,31.8488711758
251.626209501,31.9379744476,31.9537,31.9267,-32.3414,674,674,97.2492,234.769301753,0.835582,986.0986938,71.2400627324,33.7980145955,81.3172,625.399786719,215.014175748,2.91152,912.79335563,0.617839222839,743.970108277,31.9269487461
293.911224114,31.8516291265,31.8624,31.836,-32.288,675,675,97.2902,191.770157713,0.861341,1546.90847856,252.516230206,36.0332338878,81.3892,265.941764754,336.879650895,3.01711,779.575677325,0.625825130354,546.069588186,31.8399917039
351.84838837,31.8429568347,31.8569,31.83,-32.2453,676,676,97.3514,213.095467229,0.835604,1758.41629187,255.291659106,7.29429108467,81.4973,301.088746345,287.840643183,3.04179,1196.81385039,0.609876770082,685.7731567,31.8300974838
293.687870986,31.8656790445,31.8831,31.8531,-32.2675,677,677,97.4342,198.633943571,0.837748,3333.71893512,494.971706187,10.2042504374,81.5197,225.465400946,235.750603736,2.47315,1087.98789715,0.588395542936,670.428740209,31.8530906019
175.2517674,31.8869741995,31.9008,31.8694,-32.2938,678,678,97.5188,213.382239361,0.876797,1206.19308598,269.444836883,12.1337727118,81.5394,245.746944353,257.015133992,3.04329,564.075992429,0.614529213872,672.253770765,31.8706526216
256.95025534,31.9032169162,31.9149,31.8863,-32.3048,679,679,97.5916,178.562834584,0.906787,1762.28776722,393.061594951,22.2943586117,81.5628,116.005244268,391.478377833,2.85817,912.654851544,0.605680001034,532.85095825,31.8871468774
302.642450206,31.8890204436,31.8991,31.8746,-32.2738,680,680,97.6889,73.4905100415,0.932159,106.19498935,2.38687924956,6.19247944985,81.6179,95.6850001157,401.763945502,2.83712,758.810116163,0.59679893437,101.115466789,31.8755095041
209.475918064,31.8454769279,31.8592,31.8333,-32.2272,681,681,97.7594,241.550428101,0.8776,1618.79119418,234.149259082,12.9813678379,81.6186,658.45703863,222.53629568,2.85812,594.039735023,0.592743172057,888.035936569,31.8353512151
227.014274523,31.8701102302,31.8855,31.8561,-32.2312,682,682,97.8248,228.844559556,0.846409,1933.47518504,245.415046868,207.301632392,81.6218,693.392696754,464.091914718,3.0145,845.962142036,0.597639317591,790.246033318,31.8550880702
164.652597221,31.9093328752,31.9248,31.8956,-32.2723,683,683,97.8869,252.548605928,0.837455,1868.72421067,253.692367294,23.5672174971,81.6483,714.198084718,236.562830638,2.36502,632.157085181,0.558192703608,949.784673169,31.8965107045
288.660554157,31.7428924585,31.7567,31.7306,-32.1007,684,684,97.942,207.401852222,0.85924,1784.85780042,296.804635997,14.8373118673,81.7327,310.786102704,354.913434898,2.79629,876.645935499,0.588707401458,642.571184686,31.7310008378
291.878767876,31.6984668295,31.7111,31.6815,-32.073,685,685,97.9562,228.07539747,0.853556,2884.50932461,545.295900509,78.105072472,81.7724,499.273528318,359.945293015,3.21692,895.785548333,0.63063078731,1062.68389852,31.6845617154
260.702574098,31.7758959634,31.7917,31.7624,-32.1587,686,686,98.0392,228.847616857,0.853945,2367.17505061,479.542278562,10.1059523386,81.8084,632.032362798,540.725132613,2.68145,790.719138423,0.583510243125,1069.24278803,31.7601368089
104.835598812,31.7317802008,31.7444,31.7187,-32.0988,687,687,98.0563,182.911659631,0.872691,2309.26794288,479.85149255,18.2229545705,81.8747,219.196470058,177.788078371,2.6843,310.782876901,0.585867449308,621.188935512,31.7198318848
196.116425734,31.6744344677,31.6871,31.6599,-32.043,688,688,98.1084,193.873736833,0.866209,967.492558739,243.98822617,11.7135746753,81.9094,269.309960525,188.386652823,2.76701,637.311515239,0.588501761341,570.991022686,31.662335618
275.813207077,31.7978573184,31.8129,31.7908,-32.1884,689,689,98.1266,197.414067369,0.824873,2945.89741718,561.825054026,310.652280166,81.9865,328.61240828,552.791499389,2.92471,983.257398323,0.608853355617,655.826115508,31.7899726051
172.463988064,31.7002111806,31.7127,31.6858,-32.0708,690,690,98.2126,215.829993671,0.803777,2154.41890396,386.051360576,20.1710368269,82.0138,236.363594859,270.222595849,2.78679,675.483172071,0.60125493811,847.115654456,31.6884832573
197.241365902,31.6999844106,31.7118,31.6885,-32.0858,691,691,98.2888,230.433188546,0.829352,979.413872447,71.2886184533,13.5364794908,82.0726,627.350596358,389.638624405,3.013,641.742894325,0.609159568788,734.614674769,31.689628658
157.557857269,31.6863944801,31.7031,31.678,-32.0884,692,692,98.3058,164.975162147,0.866939,998.800345811,214.360462073,30.8970133677,82.0958,274.20067369,242.076002474,2.70159,542.008056632,0.594436976991,389.91572908,31.6787337192
238.46516107,31.6556406682,31.6691,31.6452,-32.0567,693,693,98.3915,156.338358669,0.889335,2019.8453603,327.067964888,28.7495197124,82.1349,269.767277492,339.608881937,2.96734,701.628177984,0.601286947274,371.764968023,31.6465139913
