AverageAbsQ,MinReturn,MinEsReturn,MaxEsReturn,AverageEsReturn,AverageAbsY,Iteration,MaxReturn,AverageReturn,AverageAction,StdReturn,AveragePolicySurr,Epoch,AverageAbsQYDiff,StdEsReturn,AverageDiscountedReturn,PolicyRegParamNorm,AverageQ,QFunRegParamNorm,AverageQLoss,AverageY
32.8827,357.325149541,8.13948251351,1546.80729418,780.785618602,32.8729952548,3125,4461.90526009,1317.93880643,0.999882,1058.41802945,-33.0769,3125,0.975418413321,598.195452745,230.270493505,385.638,32.8511,392.483,3.81339,32.851048102
32.8054,759.236779056,-7.69301795856,797.785090348,395.284247384,32.7987275191,3126,2426.347667,1552.72156666,0.999907,523.28174666,-33.0021,3126,0.95931763426,283.869337055,265.773640027,385.758,32.7754,392.543,3.42976,32.7750889946
32.7598,909.043622041,136.367030865,993.120091782,352.605218581,32.7565225646,3127,4883.83199121,2126.97691673,0.999964,1085.04602246,-32.9415,3127,1.00164168898,272.495235864,273.790510717,385.949,32.7252,392.626,4.45412,32.7272495654
32.8904,740.019321414,36.1210120657,840.137420391,436.633239508,32.8809372505,3128,5350.53881958,2774.53036165,0.999917,1234.36263028,-33.0675,3128,0.976937505504,305.67138831,240.362884821,385.909,32.8617,392.695,3.98194,32.8617530526
32.8055,807.117266615,168.583696891,805.601193946,625.799946034,32.7951636346,3129,5368.72052471,2667.81323798,0.999931,1527.00036085,-32.9895,3129,0.970273097639,235.060051093,256.590015621,386.011,32.7721,392.762,3.83498,32.7702555559
32.8138,720.265678012,-0.542253755286,367.330453363,230.87452745,32.8087935527,3130,5113.91112601,3039.84804148,0.999929,1583.63921358,-33.0063,3130,0.97085375388,132.870687668,255.090422201,386.094,32.7865,392.845,4.06976,32.7869907568
32.8221,727.325443651,573.308450799,1859.11000656,1026.65604347,32.8136579435,3131,4527.02038427,2186.57698167,0.999928,1383.96173387,-33.0079,3131,0.971761955996,589.413629678,246.028522425,386.213,32.7827,392.901,3.96377,32.7834121276
32.6743,402.987431497,188.688464188,1511.13107503,767.294301608,32.6700981235,3132,4641.89471139,1624.5194957,0.999932,1239.34994886,-32.868,3132,0.99712258991,477.887090748,219.62225191,386.292,32.6431,392.973,4.22086,32.6438769971
32.8636,541.942070955,-6.27405040932,2668.63893765,622.370326429,32.8583737691,3133,4023.98704394,1607.4696468,0.99993,1029.1394128,-33.0466,3133,0.966259251428,947.609950742,204.028565357,386.371,32.8249,393.025,3.87884,32.8258222969
32.802,668.549317154,-1.94099854864,2114.54132104,539.954667445,32.8007250722,3134,4294.3065352,2180.64252646,0.99992,1148.2714312,-32.9971,3134,0.982847871665,909.299867619,219.123803905,386.422,32.7696,393.063,4.10892,32.7706875482
32.8463,508.57309219,-1.70269592609,1326.39940063,702.921419145,32.8388964295,3135,5096.74183507,2085.6600346,0.999891,1566.23730255,-33.0267,3135,0.957657419969,479.100839811,245.196674158,386.528,32.8132,393.106,3.68179,32.8139251837
32.7973,967.973637122,-0.299925375585,1242.07289042,452.081236492,32.7895496084,3136,4416.69768175,3301.95431757,0.999915,1146.57771219,-32.9796,3136,0.954802145055,368.430183174,239.211329723,386.524,32.7589,393.172,3.66794,32.7589764207
32.8196,177.17795695,-4.7173666199,1691.8499158,448.910572407,32.8187379934,3137,4354.6798034,2574.23150356,0.999923,1538.41033956,-32.9946,3137,0.946307139972,718.87292691,210.602393225,386.533,32.7896,393.192,3.62844,32.7945438317
32.7492,144.079715521,2.52867492049,1996.29378064,596.014219159,32.738223326,3138,4288.64473883,2560.46066812,0.999953,1329.03680546,-32.9098,3138,0.943452895318,739.100310942,226.042934308,386.58,32.714,393.278,3.80992,32.7107175912
32.7819,214.790651057,-1.03080141991,1609.11803288,466.4559474,32.7794505478,3139,4400.09688098,2152.13092564,0.999937,1282.4732256,-32.9405,3139,0.938579506838,584.789072607,231.018197174,386.641,32.7433,393.287,3.29461,32.7453707338
32.7619,150.266444643,7.06819595161,1273.08368089,401.966284713,32.7542698349,3140,5056.40722928,2556.84633852,0.999893,1888.8610961,-32.9119,3140,0.958289512879,387.734309396,219.62848354,386.66,32.7234,393.37,3.90037,32.7238375442
32.737,659.05541164,-2.09673539431,794.861134294,177.589220766,32.7275611656,3141,5069.50326232,2958.25283768,0.999924,1402.05249008,-32.8921,3141,0.958165952583,283.044590613,236.250666756,386.73,32.697,393.424,3.74156,32.6961920354
32.765,176.017663495,294.593441258,2149.25791085,1340.72449483,32.7550969102,3142,4744.9387035,1966.42106973,0.999951,1767.34432282,-32.9106,3142,0.964692405429,770.484087461,201.238001557,386.796,32.7241,393.494,3.85353,32.7219795153
32.6507,172.110297808,1.98866930479,1304.32572338,453.658134851,32.6386945363,3143,4295.94153124,1209.76457414,0.999983,1040.57104398,-32.7964,3143,0.942356462812,426.527062205,207.134535393,386.902,32.6102,393.509,3.49263,32.608335153
32.6246,373.910960901,-1.28607294854,1174.37329648,271.443088606,32.6126534114,3144,4530.50048646,1396.43424013,0.999943,1054.29926452,-32.784,3144,0.972551019216,338.227956119,218.979720542,387.02,32.5786,393.584,4.09045,32.5774013813
32.6182,137.778902626,109.156452392,1347.54534817,687.996455148,32.6100416136,3145,4359.04751447,1500.0317459,0.999913,1306.1959997,-32.7759,3145,0.965773083914,550.521324513,222.736963052,386.996,32.578,393.653,4.16339,32.5769839968
32.6235,264.773644585,32.5505777944,878.136466929,276.067897859,32.6147570597,3146,4702.45413472,1747.8596974,0.999937,1270.7072364,-32.7851,3146,0.968457513009,261.281055574,215.724535638,387.046,32.5848,393.708,3.70954,32.5849159754
32.6508,626.456979119,164.608711872,1045.09945011,426.030222081,32.6420155872,3147,4675.28066117,2395.52902488,0.999944,1153.52799861,-32.8171,3147,0.959917812093,294.08980926,243.676130129,387.022,32.6095,393.784,3.98703,32.605319036
32.6926,582.648521384,82.1858930287,760.547248941,360.306506607,32.6876295184,3148,4740.79200425,1531.69669665,0.999941,951.583446273,-32.88,3148,0.969988473469,229.042398248,246.99620559,386.959,32.6524,393.862,4.00596,32.6534836854
32.6525,376.582207882,197.439985257,1774.96859076,800.804478161,32.6404432878,3149,5161.04182906,1767.72344866,0.999918,1177.13994273,-32.8376,3149,0.964997185475,592.184284358,256.615733358,387.006,32.6107,393.968,3.99121,32.6084008872
32.6747,726.001222772,82.6973954007,627.565531399,286.588611759,32.6682237621,3150,5036.17968744,2056.97507831,0.999905,1254.48798718,-32.8536,3150,0.96419175167,175.749922485,252.663325081,387.037,32.6315,394.036,3.73168,32.6320101929
32.8233,574.556847713,148.458767818,956.114180361,408.288054315,32.8165502244,3151,4330.34824148,2253.76245699,0.999906,1247.76302876,-33.0037,3151,0.921790010564,318.953121246,247.285255601,387.032,32.7785,394.09,3.26808,32.7795014525
32.7767,155.999026508,65.281122429,1338.31530707,524.181296722,32.7689676727,3152,2905.1369243,1053.43391492,0.999909,652.598198163,-32.9533,3152,0.966212637792,529.316803219,214.758466921,387.127,32.7389,394.185,4.11664,32.7377899697
32.7225,426.326458667,123.410843747,814.818217769,389.387340725,32.7072590265,3153,4644.71863763,1261.53841124,0.999826,750.818872828,-32.8733,3153,0.958865051469,223.407400205,232.475627798,387.14,32.6729,394.232,3.82495,32.6679114023
32.701,679.746714403,98.6180050859,1400.15935093,545.597531267,32.6967598969,3154,3937.40203908,1801.49426177,0.99991,909.088563584,-32.8704,3154,0.946575507387,496.920965573,238.018991141,387.211,32.6516,394.312,3.85821,32.6555015425
32.7502,573.572018645,53.5864135101,1632.73093117,554.335915631,32.7420603698,3155,4470.89234199,2413.98041154,0.999944,1254.2448119,-32.9247,3155,0.935579844149,595.574338182,274.049294518,387.189,32.7059,394.391,3.38201,32.7051150039
32.8331,135.253161319,165.300148811,1668.6665707,851.136466368,32.8252916023,3156,5203.17716913,2082.23100592,0.999913,1805.74603022,-33.0125,3156,0.948133133468,620.771074136,196.685910822,387.262,32.7864,394.439,3.75598,32.7853808696
32.7096,736.625855549,-3.16244947027,1889.79642308,772.560511753,32.7055365507,3157,3952.27729511,2235.44040618,0.99992,938.621376226,-32.8901,3157,0.956593699659,685.704577007,280.23163067,387.339,32.6601,394.535,3.71496,32.6624416434
32.7452,678.333256121,6.93338573177,1636.21196502,383.854731522,32.7378266422,3158,4639.14610076,2392.22128146,0.999942,1150.58516503,-32.9188,3158,0.962714949173,628.556840161,270.232517141,387.402,32.6915,394.551,4.14122,32.6947503442
32.7034,672.610134746,187.930569614,2176.44994361,1004.95485374,32.6995164624,3159,4784.6333753,2893.88305518,0.999864,1207.88865118,-32.879,3159,0.960863742797,774.740647425,273.432746321,387.461,32.6547,394.599,3.78828,32.6566526085
32.7509,1041.42561031,4.00247516175,936.305798021,491.715236455,32.7439048981,3160,5188.7938801,3181.49565205,0.999945,1318.50475135,-32.9225,3160,0.953858537321,363.523192135,276.473821769,387.475,32.6945,394.644,3.82899,32.696657632
32.8182,811.080753323,22.1816757249,448.217878222,218.020563502,32.8125669072,3161,5249.59290711,2814.73524033,0.999952,1354.62923112,-32.9905,3161,0.955855890488,150.385546764,264.293895542,387.561,32.7722,394.691,3.87183,32.7709614855
32.8861,773.639748239,856.112323555,1397.8736493,1106.29809282,32.8804209428,3162,4953.36996391,2260.63520552,0.999874,1497.7738549,-33.0643,3162,0.940197055009,193.307980549,252.259692924,387.603,32.8463,394.741,3.5134,32.8469056261
32.8445,4536.90574127,44.2296552668,1700.73329899,548.912131978,32.8394488341,3163,4930.18767404,4785.90891322,0.999955,130.877084754,-33.0105,3163,0.924307872765,588.166504609,274.432518212,387.744,32.7955,394.779,3.39406,32.7986241628
32.7343,325.6308277,-1.79672716609,1276.26053073,389.844493912,32.7287727659,3164,5358.8813906,3461.8192407,0.999943,1693.13213486,-32.9176,3164,0.944975367913,507.286251534,272.868901955,387.864,32.6831,394.847,3.67757,32.6847186225
32.8035,153.913256791,14.8805421787,1594.83078177,393.036313354,32.7969436986,3165,5253.88413239,3156.63513217,0.999973,1856.92755709,-32.9756,3165,0.953189618469,564.072606865,263.933608091,387.849,32.7543,394.891,3.6009,32.7553293203
32.801,391.395667921,-2.73653387254,983.083733385,218.799186708,32.7992168282,3166,4872.67814616,2363.62810894,0.999908,1446.97158081,-32.9767,3166,0.975913852916,368.834078113,269.150546919,387.888,32.7529,394.937,4.05328,32.7576026226
32.842,649.886562387,869.211462085,869.211462085,869.211462085,32.8373112496,3167,4886.7588764,1975.3615523,0.999933,1396.6539957,-33.0256,3167,0.961623829806,0.0,260.367663725,387.893,32.8026,394.979,3.83631,32.8025487893
32.8411,760.767694932,34.6359851332,4501.14222693,728.199633246,32.83403075,3168,4710.25192197,2581.51489882,0.999962,1181.16289689,-33.0192,3168,0.996556091382,1375.58717876,257.963067884,387.954,32.7939,395.041,4.46842,32.794923109
32.8094,336.765406432,15.5885200047,1049.08633579,464.836065779,32.8043094713,3169,5169.30488973,2530.69958815,0.999958,1378.67732054,-32.9949,3169,0.96188272866,476.643389799,260.360363818,387.915,32.7638,395.074,3.63497,32.7640667224
32.9441,596.706382468,133.983706497,1572.14261662,664.039108413,32.9406659157,3170,4901.34915348,1457.00487724,0.99989,1173.85978643,-33.1404,3170,0.953143688735,645.117839723,229.994452118,387.974,32.9079,395.14,3.66761,32.9114467533
32.9223,595.340148302,1519.30425963,1843.44591494,1681.37508729,32.9102469264,3171,5369.181543,2151.71401531,0.999922,1349.21790813,-33.106,3171,0.957817395599,162.070827655,260.635612919,388.051,32.872,395.156,3.85527,32.8674781674
33.049,50.8269358804,5.12726006882,1985.54787225,391.042400595,33.04421957,3172,4885.57915273,1483.25545503,0.99996,1410.88643527,-33.2357,3172,0.942104134409,576.199322991,189.378053572,388.074,33.006,395.184,3.3323,33.0074759533
33.0262,54.4871116569,58.1465410075,1123.99636901,345.979267018,33.0185247955,3173,4130.18710324,2017.4968034,0.999913,1059.10531197,-33.2025,3173,0.966883505166,351.801816686,257.412503161,388.199,32.9832,395.235,4.21074,32.9826844223
32.9475,425.439156245,31.8252833933,1097.6112969,381.373425687,32.9402863784,3174,5561.25827558,2114.0569224,0.999935,1121.48615067,-33.1199,3174,0.954815376151,366.009108157,276.836964689,388.24,32.9008,395.308,3.71354,32.9019485688
32.9521,28.8695483831,8.91893323635,2109.19287318,437.137100512,32.9451761645,3175,5233.06629419,1556.32693023,0.999937,1603.28888824,-33.1309,3175,0.959456281435,707.899111813,196.250469419,388.243,32.9065,395.384,3.79408,32.9081304485
32.9782,95.2723853323,38.1994361131,1786.95875136,501.354077761,32.9720328696,3176,5352.22291088,1747.9113198,0.999902,1776.26268923,-33.1488,3176,0.972049509579,742.831190659,193.31971672,388.292,32.9372,395.436,4.07375,32.9366767943
32.9834,36.5284295035,47.083939577,1929.47735849,629.186442,32.9764364241,3177,4929.89607884,1793.13510466,0.999973,1229.45370279,-33.147,3177,0.941440858343,664.664628907,225.649114422,388.308,32.9357,395.454,3.59687,32.9367349705
32.9098,25.084555689,7.50416654335,1439.05322869,715.103527784,32.8985634942,3178,3857.85445329,834.366152377,0.999845,762.735352866,-33.0702,3178,0.956867939187,571.292018036,188.613678613,388.383,32.8576,395.51,3.74252,32.8545650493
33.0369,154.680267028,-5.10784234672,302.775894843,132.963394228,33.033721762,3179,2921.42900604,1318.86978362,0.999939,794.48973835,-33.1887,3179,0.986066809286,99.5116392077,233.322022596,388.434,32.9871,395.567,4.36051,32.988482087
32.9556,22.0840697084,-5.4158658345,645.83860965,269.312228993,32.9480928827,3180,1895.12770515,626.700675563,0.999865,503.654263032,-33.1219,3180,0.96739860462,214.481881992,172.476001769,388.47,32.9107,395.634,3.7459,32.9096259081
33.0149,152.217694674,13.6660230823,1195.5971517,425.036591429,33.0077665373,3181,1807.2069534,597.687552065,0.999945,452.510378683,-33.1727,3181,0.97672878683,404.193007145,174.409492399,388.475,32.9682,395.673,4.08398,32.9680839404
33.0138,155.713175347,33.8836305991,791.160694651,203.643121457,33.0058278939,3182,2149.27913365,557.351055338,0.999939,386.712857074,-33.1686,3182,0.959459293487,214.611099977,190.477014566,388.555,32.9659,395.733,3.86412,32.9658421001
32.8745,138.630372406,27.802092947,356.776399006,146.157746693,32.865814309,3183,1560.28153005,553.115107265,0.999908,377.502825801,-33.0332,3183,0.995807646805,78.5486678022,186.892824533,388.604,32.8231,395.815,4.34576,32.8201253469
32.9384,142.140100753,127.262108875,713.778323853,337.923055804,32.9356436836,3184,1501.774326,411.717988588,0.999884,339.154566492,-33.1065,3184,0.97817516279,231.899067506,157.922007042,388.676,32.8964,395.897,3.94238,32.8986549894
33.0267,135.583256077,66.4087414833,799.22919914,261.068815847,33.0224460269,3185,2145.35891795,673.719055959,0.99996,545.537319159,-33.2006,3185,0.989739518126,229.093619194,185.116126353,388.66,32.9936,395.959,4.42808,32.9942702582
32.9478,152.089049244,4.22796774214,543.415038345,239.951682225,32.9388405255,3186,2269.41367351,652.496591368,0.999969,576.602248524,-33.1247,3186,0.98475354866,203.267157064,188.664673145,388.608,32.9031,396.019,4.04162,32.902487212
32.9371,59.8065518113,13.2373174445,1002.08545973,261.087125744,32.9296180048,3187,2167.85218072,467.383589048,0.999869,509.67452834,-33.1024,3187,0.963166680163,277.630933386,136.795763034,388.71,32.896,396.049,3.6513,32.8942737087
32.9029,166.169032963,151.001477166,788.506113831,436.490987244,32.893261935,3188,3141.32963639,1178.92526144,0.999942,825.739018381,-33.0633,3188,0.9885058669,270.169045664,224.21141184,388.727,32.8555,396.114,4.19631,32.8537978056
32.8493,146.833417708,3.35604508096,1032.97985981,391.370188758,32.8439894559,3189,5221.01529652,1642.26971324,0.999915,1190.75723339,-33.0117,3189,0.999368102395,338.706409877,236.550812573,388.766,32.7925,396.129,4.30829,32.7950404866
32.9361,461.428733519,128.169239672,926.48748933,384.252801634,32.9316648423,3190,4539.08655063,2529.6405768,0.999958,1456.26654766,-33.0969,3190,0.979077166036,294.773296127,251.604439602,388.759,32.8806,396.171,3.91849,32.8820198419
33.0,170.477860416,37.5956793322,1118.92778268,367.594889904,32.9915571161,3191,4654.97319495,2929.85114428,0.999912,1581.73811371,-33.1695,3191,0.984421506625,440.981413676,233.94027291,388.755,32.9484,396.226,3.92417,32.9455899149
32.8207,60.4588295115,582.032772176,1710.09448149,1010.71964649,32.8163377352,3192,4747.30413251,1770.41911789,0.999941,1508.69621653,-32.9941,3192,1.00225075566,498.721554946,204.738036182,388.759,32.7608,396.292,4.3941,32.7622763571
32.9744,709.931481604,140.846711007,1742.42431366,844.11623521,32.9700054566,3193,3752.06705449,1697.99497101,0.999891,826.262308188,-33.1527,3193,0.979149610367,609.643937953,252.786091157,388.804,32.9278,396.352,4.05307,32.930494188
32.9206,541.149147221,34.4138290871,1000.34482842,339.365287977,32.9124394931,3194,3581.24884141,1351.63080676,0.999931,983.9552175,-33.1032,3194,1.01196187594,300.808142023,244.973160073,388.844,32.871,396.384,4.54402,32.8728463545
32.9117,497.700282578,75.0188779861,829.794469533,317.443279504,32.9040489582,3195,4675.97013853,2521.20620903,0.999931,1431.13640542,-33.0789,3195,0.977491166059,237.309774406,255.630274856,388.843,32.8452,396.421,3.5467,32.8474317888
32.9937,170.943092147,5.81282314634,1377.91951119,446.539666959,32.992659542,3196,4753.67434339,3516.47993519,0.999927,1326.54069699,-33.1729,3196,0.977304812725,520.028635339,248.933913756,388.884,32.9418,396.486,4.00102,32.9457727447
33.0101,1336.32900537,42.1840148386,2117.78869187,567.356532248,32.9993764807,3197,4774.0919752,3218.52998057,0.99992,1250.60935494,-33.1958,3197,0.992709113405,727.923650417,268.288370706,388.97,32.9572,396.568,4.26209,32.9540371902
33.0786,1136.73524133,33.539270731,1650.62878078,422.067975097,33.078793614,3198,5200.81378276,2876.6665156,0.999939,1398.79829768,-33.2843,3198,0.969202055057,558.272466526,276.401924002,388.988,33.032,396.599,3.7786,33.0367903579
33.1151,173.924420583,16.3886231729,634.812199366,260.277607122,33.111745329,3199,5087.93657263,1368.05918465,0.99995,1485.86171586,-33.313,3199,0.968403399147,231.33087069,197.267436945,389.046,33.0652,396.599,3.79665,33.0659876877
33.112,639.839232159,41.1430931835,611.984954887,298.598764257,33.1075864627,3200,4554.36020831,2373.06241435,0.999912,1240.96155951,-33.3115,3200,0.999872651335,235.562549911,253.571010886,389.052,33.064,396.642,4.25488,33.0655047471
33.1417,633.385841743,124.048877689,730.063934497,341.109345889,33.1401635281,3201,5304.65265828,2426.27050946,0.999914,1632.0133329,-33.3497,3201,0.999739306819,218.095840124,264.967710097,389.149,33.0954,396.685,3.93506,33.1014112103
33.1957,149.962078612,34.7544832798,1676.01029933,557.347082004,33.1881533389,3202,4819.66815035,1682.15645144,0.999915,1311.71052284,-33.3853,3202,0.984986241772,620.74377061,218.317873694,389.219,33.1474,396.768,3.79624,33.1474492646
33.1131,61.499405197,54.7170702621,1270.14502874,459.693000987,33.109883568,3203,4977.78935452,286.596381451,0.999843,737.498793429,-33.3274,3203,1.01565203587,491.781012547,95.0504608479,389.29,33.0695,396.82,4.34412,33.0696234447
33.2147,29.7686211657,110.062474404,1796.17709117,686.706605909,33.2072929788,3204,3961.3339896,1564.59095188,0.999951,1155.74269805,-33.4088,3204,0.953592541855,682.965594312,158.22972162,389.351,33.1741,396.855,3.61883,33.1735412706
33.236,17.4239477861,91.9721710564,1236.97762732,336.267874393,33.2319051219,3205,5233.56378913,1629.13448341,0.999931,1327.02807321,-33.4307,3205,0.990187974881,406.822744289,177.349100593,389.377,33.1968,396.916,4.15041,33.1972527277
33.2169,8.19480695614,87.9582092627,1295.61539646,504.563233294,33.2118544584,3206,5246.08745918,1182.58434079,0.999906,1359.78784403,-33.3999,3206,0.976414928415,415.70963886,172.064655279,389.387,33.1691,397.006,3.87753,33.1753175518
33.1753,25.1198902055,54.8599749215,868.170731926,344.978888892,33.1672246558,3207,5163.63089048,1451.32372362,0.999935,1434.86181866,-33.3541,3207,0.998191057636,269.217920743,176.165216978,389.47,33.1284,397.092,4.03208,33.1272818479
33.3017,21.0827643246,-5.41110926607,940.34292672,186.045776134,33.3007052293,3208,4603.8214803,1601.6560496,0.999935,1564.2454642,-33.4673,3208,0.985057531821,289.927615803,158.757221722,389.473,33.2624,397.142,3.96552,33.2668434863
33.2344,35.0605544101,-6.66684644544,1129.12342748,221.093577037,33.2307006314,3209,4757.01080933,1202.08299733,0.999918,1052.67515792,-33.3994,3209,0.988148605773,369.792662011,179.383091356,389.545,33.1954,397.187,4.0802,33.1977791745
33.1757,612.379745003,3.34439877702,1503.76986104,398.586953216,33.1711648837,3210,4511.44678985,2460.93790874,0.999946,1218.98345923,-33.3441,3210,1.01158104774,559.851846922,259.057241049,389.622,33.1364,397.28,4.64272,33.136566815
33.1925,387.927381669,-4.14880840876,1258.48764776,597.455306874,33.1888937673,3211,4492.0316264,2397.73997922,0.999882,1196.72333535,-33.3851,3211,0.980294501326,511.806503808,225.568033491,389.598,33.1505,397.362,3.73973,33.152987816
33.1139,326.21501635,13.1490009819,1618.6805569,458.499166614,33.1086109796,3212,3445.4442868,1412.13517457,0.999953,784.59045796,-33.3144,3212,0.995278096535,568.668569624,212.163426349,389.673,33.0772,397.404,3.90923,33.0777004849
33.1861,360.020947797,6.57225331315,1146.16651292,644.114885278,33.181169631,3213,3467.25547627,1725.08623212,0.999905,873.518937199,-33.3781,3213,1.00308979145,454.478234747,238.010559266,389.725,33.1415,397.47,4.14079,33.143538134
33.181,346.549278126,54.3141375369,1226.65449434,343.183479827,33.1747309709,3214,4696.75154989,1862.73145941,0.999886,1378.07239532,-33.3747,3214,1.02656147002,427.669191543,227.99242199,389.757,33.1429,397.518,4.55895,33.142166988
33.3316,1513.9187511,-2.2795174927,483.226782074,206.118882853,33.3231828959,3215,4334.61142015,2916.78958071,0.999901,921.777957361,-33.5327,3215,0.988903757522,168.298907037,243.015926238,389.87,33.2912,397.586,3.9278,33.290623014
33.1869,313.978873787,-1.5913321422,1707.84093148,649.489003466,33.1836843684,3216,4896.81647526,2371.79221712,0.999861,1308.69606811,-33.3862,3216,1.00058541949,595.359403289,235.907524987,389.945,33.145,397.65,4.0294,33.1464129374
33.314,1163.46976996,129.612635675,1004.76795448,557.587710644,33.3091545891,3217,4673.09783219,2895.96979288,0.999939,1175.28751384,-33.5111,3217,0.999940004476,313.426052084,251.817233789,389.964,33.2771,397.723,4.00271,33.2754601776
33.2455,342.135545476,-3.69830233992,959.967903256,283.541931273,33.2353829737,3218,4677.36931956,2772.67525814,0.999931,1509.89453996,-33.435,3218,1.00774885092,312.741487676,247.717933777,389.965,33.2067,397.766,4.0279,33.2063031482
33.3172,234.714528441,326.837736249,1243.74449514,673.349062415,33.3088937663,3219,5364.93463825,1582.78983709,0.999892,1368.6363939,-33.508,3219,1.00521570714,323.225711942,228.884873219,390.027,33.2775,397.853,4.11997,33.2780474361
33.3303,754.671399423,-6.32414006522,797.234943287,253.314308362,33.3177372156,3220,4996.03858013,1682.90236542,0.999915,1292.44362955,-33.5226,3220,1.01239506474,294.200687494,244.791923077,390.038,33.2893,397.922,4.43241,33.2869047005
33.3265,712.90332025,104.241116504,1817.3249607,826.755696822,33.3202625885,3221,5328.85996679,2768.37897805,0.999952,1628.45890855,-33.5224,3221,0.98633772025,719.71829371,250.572285023,390.093,33.2844,397.976,3.9517,33.2857871011
33.3378,712.562567045,44.1430319477,1223.22622159,466.21928942,33.3320508056,3222,5336.17392597,2703.57593235,0.999911,1462.4494087,-33.5361,3222,1.00386154957,401.881509738,235.784988397,390.15,33.2962,398.048,4.16912,33.2982676069
33.4115,322.485253744,121.183335774,1619.39788227,579.351060085,33.4071696911,3223,5302.77642316,2896.47797381,0.999921,1617.42011265,-33.5953,3223,1.00151019483,525.179856414,232.906630108,390.148,33.369,398.095,4.0939,33.3710927343
33.3669,783.217676874,-5.20430355585,1111.21099727,371.769293989,33.3602470621,3224,5823.21257541,4003.69803872,0.999902,1705.04220947,-33.5576,3224,1.00538839444,444.58672469,296.53280351,390.183,33.3279,398.146,4.28046,33.3276676586
33.3858,210.963771818,210.679606077,939.517553972,636.328219932,33.3812517274,3225,4786.74926696,1387.4755806,0.999896,1081.54298677,-33.5697,3225,0.98850046367,260.439459691,217.908849223,390.247,33.3431,398.226,4.17946,33.3448267034
33.4212,702.044007702,-3.69355090972,796.592531396,279.668140861,33.4100943445,3226,5473.54157562,2374.21608656,0.999882,1696.50251767,-33.6073,3226,0.989967010636,278.866569863,266.315990381,390.355,33.3774,398.282,4.04675,33.375535293
33.4132,695.861428087,-5.04056527022,823.065391884,340.707089057,33.4041157417,3227,5191.72442137,2748.50823539,0.999878,1714.48965218,-33.5887,3227,0.98758728078,300.768528979,241.226393567,390.34,33.361,398.31,3.88856,33.3629086785
33.4639,134.69399915,121.617097884,443.357150458,220.684400498,33.4596333574,3228,5783.89150857,1463.25623547,0.999939,1965.74088281,-33.6406,3228,1.00273025401,105.399406753,176.507995893,390.398,33.4156,398.385,4.36842,33.4160609931
33.4147,667.554266156,194.141944302,2519.12090984,1222.01577617,33.4095984489,3229,5637.51384485,2445.35551438,0.999926,1254.0854302,-33.5917,3229,0.983157322264,875.546597977,281.726822688,390.512,33.3696,398.427,3.84943,33.3681638476
33.458,1398.67125593,74.2670230453,3197.41332307,1635.84017306,33.4549069404,3230,5610.19423947,3282.24138809,0.999936,1225.11686635,-33.6372,3230,0.975258586774,1561.57315001,290.128516769,390.524,33.4092,398.491,3.53642,33.4127022895
33.4233,672.389809837,166.722673004,938.975319458,554.745240285,33.4130265967,3231,4929.54547029,2205.97650245,0.999927,1278.39923232,-33.6058,3231,0.995469268889,285.269910766,268.903250277,390.576,33.3782,398.553,3.98396,33.3760717333
33.4329,488.98936202,439.922625883,1007.4727302,667.547306609,33.4257490606,3232,2697.55772642,1309.99950321,0.999905,543.040532116,-33.6097,3232,0.993865920656,210.106924673,260.121373387,390.633,33.3842,398.56,4.21169,33.3858442675
33.4757,767.098823675,6.28763034909,671.175799886,362.983658535,33.4705425797,3233,4056.79105982,1812.90800409,0.999903,705.474556735,-33.6443,3233,0.990998037565,298.719526698,274.874694206,390.636,33.4299,398.616,4.2076,33.4300276834
33.3755,132.355101239,-1.12434934246,876.037385911,215.875382714,33.3706820354,3234,2889.64027563,563.766158952,0.999965,657.233612993,-33.5289,3234,1.00557917497,286.488180745,153.593311256,390.691,33.329,398.628,4.21761,33.3306206939
33.3155,136.680081288,338.41461847,1018.5943939,650.158566298,33.3105102547,3235,3179.78434714,755.493821843,0.99992,729.213350469,-33.4688,3235,0.99267629325,279.243520959,183.375514473,390.77,33.2733,398.681,3.98472,33.2752298951
33.2981,129.786323608,12.6924363797,717.717608615,374.890103881,33.2917793751,3236,2163.86971528,865.786773656,0.99996,615.934407861,-33.4394,3236,0.998752371946,200.473498149,214.237942483,390.763,33.2491,398.731,3.99117,33.2510449596
33.2064,199.39411811,121.750488389,1023.73596645,518.626945962,33.1990116717,3237,2111.51626372,871.025346612,0.999902,471.029506249,-33.3431,3237,1.01238766815,342.793689468,227.624773709,390.742,33.1614,398.784,4.49137,33.1621503674
33.247,310.811781893,163.008798097,546.923057252,330.542232599,33.239398262,3238,2537.96734563,929.637042374,0.99994,521.167191682,-33.3948,3238,0.999295411816,137.296642464,216.638512802,390.734,33.1984,398.806,4.05191,33.1992173385
33.2127,113.619741725,1.19328471813,600.791481836,198.320180054,33.2058611388,3239,2301.71558334,816.662188242,0.999917,696.09119273,-33.3704,3239,1.01588203494,173.599324036,185.998516519,390.806,33.1691,398.859,4.40871,33.1690770148
33.2017,280.372939209,5.91426912507,430.697184519,264.972008049,33.1922711075,3240,4021.13212682,1314.59563465,0.99992,829.601226856,-33.3672,3240,1.02423401341,150.189438493,227.180366723,390.831,33.1615,398.917,4.54398,33.1588715011
