MaxForwardProgress,AverageQLoss,AverageForwardProgress,MaxEsReturn,Epoch,AverageDiscountedReturn,AveragePolicySurr,MinForwardProgress,StdReturn,AverageEsReturn,AverageReturn,AverageAbsQYDiff,MinEsReturn,AverageAction,AverageY,AverageAbsQ,AverageAbsY,StdEsReturn,AverageQ,PolicyRegParamNorm,StdForwardProgress,MaxReturn,MinReturn,QFunRegParamNorm
0.0685119800912,0.000765024,0.00939587104693,12.2751761555,9,1.10303888258,0.0429222,-0.0505220107604,3.87729922624,-3.24322122962,1.48767240396,0.0220111705847,-43.4343719816,0.00110266,-0.00969719277814,0.0161644,0.0219595470981,5.03139173702,0.00252012,14.1538,0.0190968991658,13.5755376459,-10.6782919797,7.92513
0.0354082415404,0.000548123,0.010078843042,5.85429674373,10,0.388258701046,0.00383084,-0.0218427705922,1.96675669127,-1.29722613725,0.50011276835,0.0177341745567,-32.3480636961,0.902656,-0.0184214527101,0.0268989,0.0314357478222,5.11647485911,-0.0185515,14.709,0.00950950617239,5.77850581184,-6.27794213783,8.61679
0.0426798844585,0.000503314,0.00845837994491,7.85478459798,11,0.138660581751,-0.00833352,-0.0260245289202,2.37862113246,0.606912487013,0.154545434586,0.0168572064788,-5.51151930839,0.810615,-0.019558774262,0.0357694,0.0391966879101,2.69133032374,-0.019681,14.8478,0.0114404634409,7.28630303218,-6.76825503669,10.3974
0.0676332864615,0.000461399,0.0270078033713,9.27282227257,12,3.5561765937,-0.0291065,-0.0103869177398,2.44765093473,2.15105371588,4.07261944019,0.0160552639667,-5.06712481124,0.723069,0.000409234246592,0.0393561,0.0421226898097,3.23114840706,0.000252048,15.1048,0.011783834693,12.5512485341,-3.81833551147,11.7196
0.0546006208492,0.000463325,0.0230330584813,8.74078331173,13,2.77135964333,-0.0528337,-0.0133803896864,2.3178720081,3.85653319686,3.14643814001,0.0159344435548,-5.10327296884,0.722393,0.0241169684121,0.0502035,0.052621345548,3.06535236385,0.0239966,15.3983,0.0111126360085,9.74503160538,-4.30013540179,12.5756
0.0639299405469,0.000496114,0.0307558883627,10.7309853042,14,4.30360191269,-0.0742519,-0.00676237473932,2.60877081261,3.53351821684,5.02814579308,0.0162145345929,-2.71813037067,0.800985,0.0483000169783,0.0680268,0.0700273162042,2.84696219598,0.0481706,15.5994,0.012558377904,11.9721094619,-2.84402522262,13.1781
0.0590532347607,0.000525844,0.0250982244719,9.38072931787,15,3.3755863846,-0.094322,-0.0110062469069,2.19488106763,3.79008648865,3.87271619937,0.0164841533858,-5.20745959028,0.779527,0.070382080458,0.0877657,0.08934998812,3.01948164423,0.070294,15.7563,0.0104583921543,10.9453578102,-3.82371813513,13.68
0.0532351674303,0.000594426,0.023985768612,9.7098155049,16,3.33745619361,-0.11166,-0.0186833527015,2.38469181727,3.22366155316,3.84992146917,0.0173581770272,-2.65617708846,0.739472,0.0891721535705,0.105975,0.1074130768,2.51776165554,0.0890731,15.8889,0.01139061231,9.99041142632,-4.96417397258,14.0545
0.0600097871704,0.000618251,0.0255002552105,16.2102598847,17,3.43277239029,-0.135508,-0.013914166424,2.77573029281,3.62846655273,4.01573831358,0.0176880506612,-3.04285970567,0.759566,0.110116956572,0.125884,0.127037172538,3.16901178535,0.110054,16.0512,0.0134097063282,11.1520018934,-4.03776417922,14.3428
0.0623386502583,0.000680601,0.0263761652095,12.3905856989,18,3.34239397636,-0.157789,-0.00474883859494,2.16469587091,2.48493102202,3.83822736879,0.0185266120943,-8.93094446434,0.767071,0.127850956088,0.143159,0.144383335683,3.86503481122,0.127768,16.2075,0.0103269245358,11.2580420619,-2.67935027425,14.6219
