StdReturn,AverageAbsQ,MinEsReturn,MinReturn,Epoch,QFunRegParamNorm,AverageQLoss,AverageAbsY,AverageReturn,MaxEsReturn,MaxReturn,AverageAction,PolicyRegParamNorm,Iteration,AverageY,AverageAbsQYDiff,StdEsReturn,AveragePolicySurr,AverageQ,AverageDiscountedReturn,AverageEsReturn
2.71330490502,0.0300596,2.0,14.0,9,10.5017,0.0207867,0.11172786601,18.3351648352,20.0,26.0,0.00108242,10.433,9,0.0651978815782,0.128112779169,2.23564850608,-0.0452501,-0.0282902,16.7984959097,5.1695966908
0.488575978397,0.129388,2.0,2.0,10,10.7809,0.000887022,0.131456538193,2.39372905697,16.0,3.0,0.99994,11.1672,10,0.127267528754,0.0169146465869,0.919533386975,-0.173042,0.127114,2.37589384873,2.79329608939
0.4896714267,0.193329,2.0,2.0,11,11.1541,0.00051963,0.19330314817,2.39889661789,9.0,3.0,0.99993,11.1568,11,0.19330314817,0.0138556469863,0.651297831289,-0.201148,0.193318,2.3809585752,2.80898876404
3.65797031724,0.217539,2.0,8.0,12,11.7225,0.000306086,0.217540716135,12.3915737299,28.0,21.0,0.801216,12.972,12,0.217540716135,0.0107593437727,4.55675907356,-0.247261,0.217539,11.6500188851,4.76923076923
1.37240700979,0.300326,5.0,49.0,13,12.5528,0.00101207,0.300403762663,52.502617801,83.0,55.0,0.139123,14.2731,13,0.300403762663,0.0195101589079,20.20171713,-0.356319,0.300321,40.996515323,31.375
1.26944102024,0.371383,5.0,55.0,14,13.53,0.0011109,0.371431177143,57.8439306358,84.0,61.0,0.168372,14.9954,14,0.371431177143,0.0200821320747,20.5391826685,-0.44538,0.371366,44.0812077277,27.5555555556
8.71890350967,0.446212,3.0,56.0,15,14.5684,0.00129789,0.446268775488,67.5503355705,73.0,103.0,0.131014,16.0454,15,0.446268775488,0.020733181114,19.6808035165,-0.537109,0.446188,49.094358784,32.3870967742
5.17359456962,0.523534,4.0,51.0,16,15.6632,0.00159413,0.523524508008,61.3926380368,97.0,81.0,0.296106,17.1816,16,0.523524508008,0.0221742666939,20.4046357471,-0.628865,0.523476,45.9726800458,26.5945945946
2.3630226291,0.607049,9.0,58.0,17,16.6212,0.00207757,0.607100162093,61.6257668712,87.0,69.0,0.610195,18.3374,17,0.607100162093,0.0242073997699,22.5833921278,-0.725056,0.606981,46.1560086459,40.52
5.04142452473,0.685245,4.0,64.0,18,17.6644,0.0023213,0.685270635827,75.0970149254,60.0,90.0,0.658071,19.1015,18,0.685270635827,0.0248302466634,17.3196340372,-0.812176,0.685153,52.9269053713,27.0294117647
6.41248781675,0.766508,3.0,65.0,19,18.6225,0.00264845,0.766451100648,80.4,95.0,106.0,0.534081,19.7121,19,0.766451100648,0.0260928411547,22.7749473073,-0.901339,0.766355,55.3345987299,27.3846153846
2.52500165959,0.845832,3.0,48.0,20,19.5479,0.00340307,0.84573230728,52.9947089947,58.0,63.0,0.486952,20.308,20,0.84573230728,0.0293342677254,15.4326114077,-0.98937,0.845631,41.2744232648,23.7906976744
2.37862181391,0.921573,3.0,44.0,21,20.4589,0.00421945,0.921506833271,49.4679802956,59.0,55.0,0.630825,20.9369,21,0.921506833271,0.0321109968299,17.4393487959,-1.0746,0.921301,39.1576302439,26.0263157895
0.794281352932,1.00854,4.0,41.0,22,21.3452,0.00466795,1.00837831222,42.9957081545,67.0,45.0,0.557154,21.6461,22,1.00837831222,0.0325032325673,16.0944195013,-1.16378,1.0083,35.0848695209,24.512195122
0.736736614052,1.07395,3.0,39.0,23,22.1958,0.00606452,1.07345235131,41.1024590164,49.0,43.0,0.151185,22.1982,23,1.07345235131,0.0369521826736,14.4091738526,-1.24253,1.07339,33.83814528,21.6304347826
0.653477337213,1.16206,3.0,37.0,24,22.9888,0.00642876,1.16146372162,38.8953488372,49.0,41.0,0.216223,22.5669,24,1.16146261864,0.0375556431348,15.1165295149,-1.34421,1.16132,32.354527101,22.9534883721
0.632945105705,1.23902,3.0,38.0,25,23.7943,0.00707196,1.23824904851,39.09765625,50.0,41.0,0.256388,22.9552,25,1.23824792838,0.0400236891759,11.2875199907,-1.43331,1.23811,32.4920183006,14.4637681159
0.517169718931,1.32437,3.0,36.0,26,24.5306,0.00855871,1.32339483713,37.1933085502,52.0,38.0,0.0556143,23.3854,26,1.32339044699,0.042812912909,14.4067409157,-1.52523,1.3232,31.1879794818,18.962962963
0.914858946577,1.40343,3.0,37.0,27,25.3286,0.00961066,1.40212326239,37.8037735849,43.0,40.0,0.116461,23.6038,27,1.40208181453,0.0458044829763,13.0157762288,-1.61478,1.40199,31.6069142335,15.619047619
0.641071679505,1.48311,3.0,37.0,28,26.126,0.0111335,1.48165999127,38.8759689922,62.0,41.0,0.179886,23.7887,28,1.48140330757,0.0483403856228,14.4757555934,-1.70285,1.48123,32.3414045868,16.95
0.63118396265,1.5598,3.0,35.0,29,26.7087,0.0126947,1.55831114306,36.2826086957,76.0,37.0,0.226124,24.0434,29,1.55795280696,0.0508653873487,13.0972549008,-1.79012,1.55774,30.5548024709,15.34375
