AverageAbsQ,QFunRegParamNorm,AverageReturn,MinEsReturn,StdEsReturn,MaxReturn,PolicyRegParamNorm,MinReturn,AveragePolicySurr,AverageAbsQYDiff,MaxEsReturn,AverageY,Epoch,StdReturn,Iteration,AverageQLoss,AverageEsReturn,AverageAction,AverageDiscountedReturn,AverageAbsY,AverageQ
141.798,322.293,1000.0,5.0,26.0355924865,1000.0,124.571,1000.0,-152.676,2.83182139564,109.0,141.362509843,1587,0.0,1587,72.3472,29.9705882353,0.519216,99.9956828753,141.442143538,141.365
141.297,322.367,1000.0,3.0,21.6318405005,1000.0,124.599,1000.0,-152.309,2.71495225636,85.0,140.891909262,1588,0.0,1588,70.2605,32.46875,0.411772,99.9956828753,140.972615503,140.895
141.037,322.427,560.444444444,5.0,24.2362936315,1000.0,124.624,239.0,-152.173,2.54436242723,90.0,140.63398543,1589,259.61108139,1589,59.5506,36.5769230769,0.73128,97.8864244159,140.729303506,140.634
141.233,322.453,1000.0,3.0,33.219188172,1000.0,124.668,1000.0,-152.184,2.78754183696,137.0,140.782243386,1590,0.0,1590,70.7929,41.4090909091,0.729606,99.9956828753,140.868385242,140.789
140.768,322.532,1000.0,3.0,34.2722315962,1000.0,124.69,1000.0,-151.935,2.64274650751,149.0,140.360531449,1591,0.0,1591,61.401,34.3333333333,0.831709,99.9956828753,140.442806105,140.357
140.608,322.501,415.52,3.0,26.9459192036,1000.0,124.698,52.0,-151.824,2.48864918312,111.0,140.248035239,1592,442.097013788,1592,58.4915,27.9722222222,0.715569,69.5738800093,140.319335738,140.245
140.129,322.595,1000.0,8.0,32.9826098419,1000.0,124.716,1000.0,-151.251,2.87224858277,123.0,139.687493019,1593,0.0,1593,73.1113,42.1304347826,0.711751,99.9956828753,139.776434526,139.691
140.109,322.609,1000.0,7.0,27.1898270333,1000.0,124.764,1000.0,-150.931,2.6590270234,110.0,139.787060303,1594,0.0,1594,68.7135,35.5185185185,0.788783,99.9956828753,139.832602804,139.781
140.214,322.719,1000.0,3.0,25.7521562926,1000.0,124.788,1000.0,-151.274,2.78304047808,121.0,139.831833088,1595,0.0,1595,69.3179,30.9090909091,0.772067,99.9956828753,139.892699058,139.824
139.561,322.766,1000.0,3.0,30.1647477946,1000.0,124.822,1000.0,-150.576,2.69303149033,165.0,139.155089246,1596,0.0,1596,68.3709,35.8620689655,0.698882,99.9956828753,139.202552232,139.159
139.273,322.81,1000.0,3.0,19.5964033682,1000.0,124.832,1000.0,-150.278,2.63025847415,79.0,138.876444944,1597,0.0,1597,65.9376,34.6551724138,0.691631,99.9956828753,138.932998675,138.884
139.212,322.924,1000.0,9.0,22.400206043,1000.0,124.883,1000.0,-150.015,2.64750390711,94.0,138.828309736,1598,0.0,1598,70.4275,39.0,0.691859,99.9956828753,138.88771291,138.833
138.509,323.031,787.538461538,2.0,31.3611224289,1000.0,124.938,78.0,-149.554,2.60086407973,119.0,138.141028185,1599,387.900188467,1599,60.3487,40.0,0.68935,89.5993239404,138.206583893,138.142
138.73,323.071,1000.0,2.0,20.8738006974,1000.0,124.956,1000.0,-149.242,2.83311420239,77.0,138.333984914,1600,0.0,1600,74.7889,32.5333333333,0.751723,99.9956828753,138.381626785,138.337
138.412,323.131,1000.0,7.0,23.5784986799,1000.0,124.981,1000.0,-148.982,2.62657690125,98.0,138.055433521,1601,0.0,1601,62.0918,39.88,0.805039,99.9956828753,138.104439467,138.057
137.946,323.129,1000.0,3.0,30.337280559,1000.0,124.957,1000.0,-148.805,2.60384577021,113.0,137.616716378,1602,0.0,1602,62.155,38.7307692308,0.714836,99.9956828753,137.651798408,137.613
138.044,323.163,1000.0,3.0,49.4491348979,1000.0,124.943,1000.0,-148.65,2.54202439615,180.0,137.705996722,1603,0.0,1603,61.3921,46.3181818182,0.550292,99.9956828753,137.732411571,137.715
137.537,323.214,1000.0,3.0,42.1512197569,1000.0,124.997,1000.0,-148.17,2.70407274283,205.0,137.217287849,1604,0.0,1604,70.8926,34.4137931034,0.711069,99.9956828753,137.241965195,137.214
137.479,323.279,1000.0,3.0,33.4711262155,1000.0,125.017,1000.0,-148.313,2.64845657892,161.0,137.160026464,1605,0.0,1605,64.5476,34.5517241379,0.625857,99.9956828753,137.197827642,137.158
137.445,323.332,1000.0,3.0,35.919600319,1000.0,125.018,1000.0,-148.201,2.65026869888,109.0,137.057128984,1606,0.0,1606,66.0195,46.8571428571,0.703609,99.9956828753,137.085260088,137.061
137.319,323.364,1000.0,4.0,23.2181308464,1000.0,125.005,1000.0,-147.954,2.82091531867,91.0,136.924941124,1607,0.0,1607,70.5624,40.28,0.839926,99.9956828753,136.972230948,136.922
137.292,323.335,1000.0,8.0,49.5100688101,1000.0,125.013,1000.0,-148.057,2.49302390716,202.0,136.96561692,1608,0.0,1608,60.528,54.5555555556,0.817474,99.9956828753,137.010042716,136.971
137.025,323.371,1000.0,3.0,33.7333127714,1000.0,125.058,1000.0,-147.739,2.53122820963,169.0,136.673531151,1609,0.0,1609,59.4922,39.4230769231,0.85327,99.9956828753,136.718933982,136.672
137.017,323.445,994.454545455,3.0,30.2154373062,1000.0,125.099,939.0,-147.685,2.62578152873,150.0,136.67513987,1610,17.5362670246,1610,68.1248,30.6896551724,0.873896,99.9953508134,136.726460293,136.675
136.989,323.454,1000.0,4.0,28.9924223485,1000.0,125.086,1000.0,-147.59,2.77321653725,142.0,136.571430777,1611,0.0,1611,73.3755,31.7058823529,0.66998,99.9956828753,136.608559165,136.573
136.596,323.528,1000.0,5.0,34.2707997086,1000.0,125.084,1000.0,-147.4,2.47357347254,147.0,136.267517717,1612,0.0,1612,62.6802,44.347826087,0.820087,99.9956828753,136.299313567,136.269
136.637,323.556,1000.0,3.0,41.5670266958,1000.0,125.134,1000.0,-147.111,2.62775079206,207.0,136.26193083,1613,0.0,1613,70.5095,41.625,0.845388,99.9956828753,136.302821937,136.26
136.319,323.65,1000.0,3.0,28.0623986218,1000.0,125.129,1000.0,-146.889,2.47034747716,106.0,135.972805681,1614,0.0,1614,59.2949,34.8620689655,0.873385,99.9956828753,136.014225881,135.976
136.061,323.708,1000.0,5.0,33.660683551,1000.0,125.133,1000.0,-146.484,2.60841047942,145.0,135.723172527,1615,0.0,1615,64.1695,33.6896551724,0.906818,99.9956828753,135.767586123,135.718
136.202,323.76,1000.0,3.0,33.7130649616,1000.0,125.188,1000.0,-146.688,2.60967125723,142.0,135.862390044,1616,0.0,1616,65.8126,35.3448275862,0.887192,99.9956828753,135.901173658,135.868
135.792,323.801,1000.0,5.0,30.0886421908,1000.0,125.231,1000.0,-146.284,2.60815618294,111.0,135.401891709,1617,0.0,1617,60.8205,41.0833333333,0.913327,99.9956828753,135.442089029,135.404
135.645,323.822,1000.0,3.0,26.6224633638,1000.0,125.248,1000.0,-146.534,2.56091470319,110.0,135.275294711,1618,0.0,1618,63.5473,33.6666666667,0.916231,99.9956828753,135.320292747,135.267
135.638,323.901,1000.0,4.0,47.7456542525,1000.0,125.28,1000.0,-146.082,2.47894130589,177.0,135.289331742,1619,0.0,1619,63.1076,47.55,0.853182,99.9956828753,135.328369084,135.288
135.637,323.919,1000.0,3.0,24.2977097321,1000.0,125.309,1000.0,-146.218,2.48965744416,119.0,135.273014564,1620,0.0,1620,57.1327,27.0769230769,0.891852,99.9956828753,135.313467547,135.277
135.598,324.026,1000.0,2.0,45.4451205214,1000.0,125.307,1000.0,-145.923,2.49953346294,154.0,135.18585165,1621,0.0,1621,63.5317,42.9565217391,0.914408,99.9956828753,135.226900023,135.185
135.11,324.014,1000.0,3.0,34.310178453,1000.0,125.314,1000.0,-145.717,2.60275752781,137.0,134.764224395,1622,0.0,1622,62.7459,32.1935483871,0.895765,99.9956828753,134.802180392,134.765
135.2,324.044,1000.0,4.0,29.7994362363,1000.0,125.367,1000.0,-145.456,2.51109159875,97.0,134.862348998,1623,0.0,1623,59.7892,38.56,0.812714,99.9956828753,134.896886065,134.862
134.959,324.014,1000.0,5.0,28.9511027701,1000.0,125.397,1000.0,-145.345,2.68705579529,113.0,134.591610237,1624,0.0,1624,63.6754,42.0869565217,0.884754,99.9956828753,134.621920192,134.587
135.256,324.003,1000.0,11.0,26.4423902097,1000.0,125.403,1000.0,-145.492,2.42057384555,120.0,134.941442995,1625,0.0,1625,55.5588,42.2,0.708013,99.9956828753,134.976378646,134.943
134.638,323.988,1000.0,6.0,39.6339257778,1000.0,125.407,1000.0,-145.12,2.61401869881,145.0,134.282220132,1626,0.0,1626,64.1891,46.7619047619,0.757775,99.9956828753,134.319962586,134.282
134.567,323.983,1000.0,8.0,53.7957958796,1000.0,125.387,1000.0,-144.745,2.45418579393,218.0,134.229466661,1627,0.0,1627,58.8225,57.8888888889,0.720462,99.9956828753,134.27387061,134.231
134.628,324.034,1000.0,4.0,37.2475858689,1000.0,125.418,1000.0,-144.756,2.82523111544,179.0,134.229917293,1628,0.0,1628,65.7276,35.7857142857,0.765346,99.9956828753,134.271715667,134.226
134.623,324.077,1000.0,3.0,27.9784450681,1000.0,125.466,1000.0,-144.783,2.49484522876,125.0,134.263267405,1629,0.0,1629,58.8537,29.5454545455,0.925281,99.9956828753,134.30191222,134.267
134.284,324.106,1000.0,3.0,36.3143124669,1000.0,125.463,1000.0,-144.655,2.56128376725,112.0,133.932176071,1630,0.0,1630,61.0261,39.0384615385,0.920388,99.9956828753,133.958528109,133.934
134.189,324.15,1000.0,3.0,26.8954560392,1000.0,125.473,1000.0,-144.785,2.73371488691,117.0,133.831032461,1631,0.0,1631,64.8922,30.9666666667,0.739314,99.9956828753,133.863751748,133.829
134.216,324.159,1000.0,3.0,29.8158078878,1000.0,125.472,1000.0,-144.369,2.6104526454,119.0,133.865819574,1632,0.0,1632,62.8873,42.76,0.733778,99.9956828753,133.898411952,133.866
134.238,324.163,1000.0,3.0,44.3743348933,1000.0,125.516,1000.0,-144.397,2.51575817823,222.0,133.87952164,1633,0.0,1633,58.8272,41.2083333333,0.594263,99.9956828753,133.915357906,133.88
134.204,324.147,1000.0,3.0,22.8065620679,1000.0,125.546,1000.0,-144.065,2.61706303358,99.0,133.881259535,1634,0.0,1634,63.4918,30.0882352941,0.432462,99.9956828753,133.923924221,133.878
133.927,324.146,1000.0,3.0,23.4508894261,1000.0,125.567,1000.0,-143.836,2.81557104421,106.0,133.552440911,1635,0.0,1635,69.3163,42.3181818182,0.238713,99.9956828753,133.589041073,133.55
133.664,324.251,1000.0,6.0,21.5689468311,1000.0,125.579,1000.0,-143.672,2.60534272553,81.0,133.325292865,1636,0.0,1636,61.1133,32.1515151515,0.695,99.9956828753,133.360484391,133.336
133.638,324.226,1000.0,3.0,21.6305484079,1000.0,125.627,1000.0,-143.683,2.65668758458,78.0,133.320101364,1637,0.0,1637,64.8244,30.5757575758,0.678663,99.9956828753,133.345316287,133.318
133.524,324.268,1000.0,2.0,33.0392375949,1000.0,125.651,1000.0,-143.489,2.67897335362,144.0,133.126923305,1638,0.0,1638,65.8223,36.037037037,0.549673,99.9956828753,133.159480137,133.133
133.08,324.248,1000.0,6.0,22.93684297,1000.0,125.646,1000.0,-143.212,2.56563173066,118.0,132.738112134,1639,0.0,1639,61.214,37.4444444444,0.518648,99.9956828753,132.771359122,132.732
133.418,324.225,1000.0,5.0,30.6352845777,1000.0,125.674,1000.0,-143.284,2.8809822897,136.0,133.046735004,1640,0.0,1640,69.513,44.4545454545,0.587336,99.9956828753,133.073589322,133.049
133.242,324.214,1000.0,6.0,32.155962389,1000.0,125.69,1000.0,-143.414,2.66671965691,130.0,132.897366955,1641,0.0,1641,63.9622,39.6153846154,0.606109,99.9956828753,132.936068038,132.898
133.522,324.18,1000.0,6.0,42.3196951457,1000.0,125.702,1000.0,-143.457,2.58583285624,205.0,133.161878128,1642,0.0,1642,56.6588,40.7083333333,0.598055,99.9956828753,133.201722336,133.156
133.249,324.176,1000.0,3.0,45.7082869948,1000.0,125.728,1000.0,-143.446,2.62166637573,162.0,132.899194187,1643,0.0,1643,60.4991,48.95,0.673122,99.9956828753,132.943236036,132.898
133.363,324.172,1000.0,5.0,37.6453265658,1000.0,125.731,1000.0,-143.429,2.81801153544,229.0,133.010339575,1644,0.0,1644,72.2159,30.0285714286,0.455624,99.9956828753,133.043164965,133.01
133.603,324.154,1000.0,3.0,30.9631734847,1000.0,125.744,1000.0,-143.62,2.80718688564,140.0,133.219984965,1645,0.0,1645,68.2571,34.3214285714,0.579233,99.9956828753,133.257152009,133.224
133.386,324.19,1000.0,3.0,37.4024063397,1000.0,125.745,1000.0,-143.4,2.54842904825,145.0,133.070099013,1646,0.0,1646,58.1193,48.4,0.453456,99.9956828753,133.09831194,133.066
133.481,324.144,705.8,4.0,28.3942014814,1000.0,125.772,106.0,-143.294,2.83079833124,141.0,133.167504904,1647,416.127095969,1647,72.4237,36.1034482759,0.657224,89.6714033012,133.192008914,133.166
133.388,324.175,675.066666667,3.0,33.823394841,1000.0,125.757,103.0,-143.353,2.87667355757,181.0,133.021492551,1648,402.508545113,1648,66.0136,30.9090909091,0.465983,91.8607281909,133.049234433,133.022
133.176,324.214,919.272727273,3.0,37.5513763709,1000.0,125.811,112.0,-143.191,2.67574107562,188.0,132.884168682,1649,255.282051112,1649,56.5435,35.4642857143,0.653069,97.0465705242,132.927346357,132.881
133.637,324.196,1000.0,7.0,41.0256266353,1000.0,125.86,1000.0,-143.655,2.77347018443,158.0,133.290582078,1650,0.0,1650,63.2447,47.5714285714,0.72835,99.9956828753,133.314412511,133.289
133.54,324.218,1000.0,5.0,36.3937333415,1000.0,125.93,1000.0,-143.864,2.77698454018,160.0,133.228622641,1651,0.0,1651,66.2898,35.6785714286,0.218371,99.9956828753,133.249741498,133.224
133.919,324.283,121.05952381,4.0,36.7047314577,267.0,125.904,88.0,-143.915,2.69698027395,158.0,133.559106104,1652,28.9319197553,1652,57.113,36.8518518519,0.610509,69.3035050125,133.597388938,133.569
134.039,324.299,1000.0,8.0,26.1424466107,1000.0,125.86,1000.0,-143.899,2.58828501599,135.0,133.735883795,1653,0.0,1653,60.4174,37.7307692308,0.795214,99.9956828753,133.766801238,133.726
133.764,324.322,1000.0,4.0,39.7783985054,1000.0,125.878,1000.0,-143.752,2.68978766461,191.0,133.415051069,1654,0.0,1654,61.3451,38.4444444444,0.430105,99.9956828753,133.448508214,133.418
134.177,324.357,1000.0,2.0,34.5248173088,1000.0,125.854,1000.0,-144.076,2.62216642935,157.0,133.807526806,1655,0.0,1655,60.0643,34.5357142857,0.386397,99.9956828753,133.841382645,133.81
133.982,324.409,1000.0,5.0,39.8997325536,1000.0,125.841,1000.0,-143.935,2.74123047201,148.0,133.629567032,1656,0.0,1656,65.2034,44.4782608696,0.542547,99.9956828753,133.662829789,133.627
134.093,324.48,1000.0,3.0,19.6257367235,1000.0,125.836,1000.0,-144.167,2.69862110505,77.0,133.755564226,1657,0.0,1657,59.8978,24.5853658537,0.0648654,99.9956828753,133.795691182,133.752
134.398,324.467,1000.0,3.0,16.669540493,1000.0,125.836,1000.0,-144.566,2.80256545993,83.0,134.014776241,1658,0.0,1658,66.3547,20.6444444444,0.482338,99.9956828753,134.054836799,134.013
134.997,324.463,1000.0,3.0,27.5556653637,1000.0,125.833,1000.0,-144.95,2.70075512004,120.0,134.66448647,1659,0.0,1659,61.1036,25.9512195122,0.101264,99.9956828753,134.698759484,134.664
135.292,324.501,1000.0,3.0,18.1849611068,1000.0,125.865,1000.0,-145.624,2.82415505823,104.0,134.963395768,1660,0.0,1660,66.9816,19.6666666667,0.340032,99.9956828753,134.998453284,134.966
135.988,324.526,1000.0,4.0,24.0781906914,1000.0,125.836,1000.0,-146.056,2.80239060383,133.0,135.619229043,1661,0.0,1661,64.0124,20.4693877551,0.0749536,99.9956828753,135.660872624,135.613
135.983,324.53,1000.0,3.0,18.4748744963,1000.0,125.879,1000.0,-146.578,2.8986381206,108.0,135.582068758,1662,0.0,1662,71.3531,18.4444444444,0.0518596,99.9956828753,135.628615731,135.586
137.212,324.536,1000.0,3.0,17.3759467477,1000.0,125.856,1000.0,-147.377,2.75523563159,86.0,136.835635838,1663,0.0,1663,64.6357,18.2407407407,0.264118,99.9956828753,136.873351209,136.829
137.608,324.556,1000.0,3.0,23.5591641959,1000.0,125.863,1000.0,-148.188,2.76585936066,120.0,137.22566129,1664,0.0,1664,62.0342,19.8431372549,0.470183,99.9956828753,137.265911177,137.233
137.779,324.56,1000.0,3.0,19.19251827,1000.0,125.846,1000.0,-148.467,2.83133681647,108.0,137.373656371,1665,0.0,1665,64.8697,16.2580645161,0.014689,99.9956828753,137.430633369,137.366
138.572,324.529,1000.0,3.0,23.1017838539,1000.0,125.84,1000.0,-149.434,2.93533647149,138.0,138.145667972,1666,0.0,1666,74.5507,17.9245283019,0.0241101,99.9956828753,138.204099286,138.146
138.872,324.561,1000.0,3.0,14.3510952887,1000.0,125.839,1000.0,-149.69,2.66765097978,64.0,138.525657826,1667,0.0,1667,63.5945,15.4558823529,0.39955,99.9956828753,138.583418568,138.521
139.405,324.636,242.318181818,3.0,13.6334535699,1000.0,125.857,96.0,-150.335,2.85808269893,70.0,139.059974654,1668,168.95598845,1668,75.6554,12.2592592593,0.537297,84.0041733792,139.11237591,139.061
139.823,324.712,1000.0,3.0,23.6256070679,1000.0,125.892,1000.0,-150.633,2.78439741011,118.0,139.420900498,1669,0.0,1669,68.8082,16.3770491803,0.280705,99.9956828753,139.479128559,139.413
140.908,324.78,1000.0,3.0,19.6266941788,1000.0,125.884,1000.0,-151.674,2.75589196902,116.0,140.466507047,1670,0.0,1670,70.4949,16.6610169492,0.0107711,99.9956828753,140.532710883,140.465
141.383,324.816,1000.0,3.0,13.4134003682,1000.0,125.889,1000.0,-152.261,2.6732676501,67.0,140.961976234,1671,0.0,1671,67.0812,13.3287671233,0.180048,99.9956828753,141.028191244,140.965
142.027,324.862,1000.0,3.0,22.2795907792,1000.0,125.896,1000.0,-152.877,2.69180781397,108.0,141.661966621,1672,0.0,1672,67.213,18.2727272727,0.0435691,99.9956828753,141.722080449,141.655
142.23,324.889,1000.0,3.0,29.5423424934,1000.0,125.903,1000.0,-153.49,2.71925689036,215.0,141.817425706,1673,0.0,1673,68.902,16.0,0.0689352,99.9956828753,141.869819727,141.821
142.983,324.916,730.714285714,3.0,14.5976782932,1000.0,125.941,54.0,-153.91,2.71474242316,98.0,142.626229619,1674,425.790429432,1674,66.9031,12.2839506173,0.0119707,83.9370225456,142.669182778,142.625
143.898,324.995,1000.0,3.0,14.4370513149,1000.0,125.943,1000.0,-154.999,2.70746347633,101.0,143.516345038,1675,0.0,1675,71.3174,11.2967032967,0.0105019,99.9956828753,143.563349787,143.514
144.217,325.022,1000.0,3.0,13.6263706775,1000.0,125.964,1000.0,-155.574,2.71006332538,80.0,143.833573131,1676,0.0,1676,61.383,12.9210526316,0.00583378,99.9956828753,143.884205735,143.835
144.995,325.061,1000.0,3.0,25.3984298075,1000.0,125.96,1000.0,-156.195,2.70730878361,192.0,144.628986068,1677,0.0,1677,73.0724,15.4769230769,0.0030735,99.9956828753,144.672241846,144.628
145.223,325.069,1000.0,3.0,12.9139217514,1000.0,125.947,1000.0,-156.578,2.80070472715,75.0,144.844264281,1678,0.0,1678,73.213,11.825,0.0019615,99.9956828753,144.886989933,144.839
146.251,325.128,1000.0,3.0,15.0299441192,1000.0,125.925,1000.0,-157.683,2.62761169156,81.0,145.890637583,1679,0.0,1679,68.263,11.5543478261,0.00757676,99.9956828753,145.931216419,145.887
147.139,325.263,1000.0,3.0,24.280548055,1000.0,125.909,1000.0,-158.064,2.69373241829,198.0,146.797989551,1680,0.0,1680,67.9675,13.1842105263,0.0393042,99.9956828753,146.837805172,146.797
147.37,325.37,1000.0,2.0,32.8470132317,1000.0,125.896,1000.0,-158.625,2.64403351784,219.0,147.018216438,1681,0.0,1681,67.7085,17.0689655172,0.0900167,99.9956828753,147.051621134,147.013
147.443,325.452,1000.0,3.0,15.9177132073,1000.0,125.877,1000.0,-159.087,2.63719383538,98.0,147.073677158,1682,0.0,1682,70.3232,12.3375,0.486662,99.9956828753,147.125796469,147.074
148.076,325.541,1000.0,3.0,18.3876153295,1000.0,125.901,1000.0,-159.593,2.83196942414,116.0,147.687408234,1683,0.0,1683,81.7931,13.3815789474,0.0114328,99.9956828753,147.729770797,147.688
148.258,325.586,1000.0,3.0,35.1120654883,1000.0,125.912,1000.0,-159.583,2.80962642479,188.0,147.878850147,1684,0.0,1684,76.8915,20.5714285714,0.383837,99.9956828753,147.91896108,147.874
148.857,325.652,1000.0,2.0,16.9500473842,1000.0,125.929,1000.0,-160.334,2.90623199129,79.0,148.439205376,1685,0.0,1685,74.9124,13.8591549296,0.00244041,99.9956828753,148.487940115,148.438
148.958,325.71,1000.0,3.0,19.6382378243,1000.0,125.943,1000.0,-160.544,2.68122595253,145.0,148.59709175,1686,0.0,1686,69.0792,13.338028169,0.00661444,99.9956828753,148.637010095,148.595
149.147,325.805,1000.0,3.0,11.274011145,1000.0,125.943,1000.0,-160.961,2.82524873319,71.0,148.769194733,1687,0.0,1687,78.8169,11.1170212766,0.0116458,99.9956828753,148.803518532,148.759
149.91,325.874,1000.0,3.0,20.5777596568,1000.0,125.961,1000.0,-161.309,2.91952417519,110.0,149.517010686,1688,0.0,1688,78.3093,16.0158730159,0.185296,99.9956828753,149.550903916,149.519
149.92,325.921,1000.0,3.0,19.0309981054,1000.0,126.02,1000.0,-161.428,2.8596002221,88.0,149.500235557,1689,0.0,1689,77.5817,16.2333333333,0.0679856,99.9956828753,149.536297475,149.495
150.284,326.018,1000.0,3.0,30.5384898977,1000.0,126.047,1000.0,-162.044,2.4988066035,234.0,149.966632551,1690,0.0,1690,66.1913,16.203125,0.0012953,99.9956828753,150.00956426,149.969
150.645,326.17,1000.0,3.0,23.3171372361,1000.0,126.076,1000.0,-162.203,2.76963053894,109.0,150.25786812,1691,0.0,1691,74.1969,22.0,0.0153172,99.9956828753,150.292010499,150.259
151.156,326.192,1000.0,3.0,11.668325103,1000.0,126.086,1000.0,-162.587,2.82731997042,60.0,150.778854044,1692,0.0,1692,78.0544,11.6744186047,0.0146411,99.9956828753,150.81641837,150.779
151.376,326.229,1000.0,3.0,21.7873242965,1000.0,126.088,1000.0,-163.154,2.77164024444,96.0,151.031518762,1693,0.0,1693,74.1862,17.25,0.0773869,99.9956828753,151.061513304,151.024
151.743,326.304,1000.0,3.0,23.0975227147,1000.0,126.107,1000.0,-163.553,2.79892486513,150.0,151.387350908,1694,0.0,1694,76.4469,17.0666666667,0.0362725,99.9956828753,151.416588878,151.387
151.931,326.415,1000.0,3.0,21.8103497914,1000.0,126.145,1000.0,-163.947,2.80265151332,107.0,151.533719303,1695,0.0,1695,74.6187,18.8888888889,0.0170966,99.9956828753,151.558277727,151.537
152.539,326.502,1000.0,2.0,16.2419608437,1000.0,126.131,1000.0,-164.226,2.78016455909,69.0,152.220747967,1696,0.0,1696,71.0438,14.7462686567,0.0105644,99.9956828753,152.247717996,152.223
152.643,326.61,1000.0,3.0,12.0299972978,1000.0,126.135,1000.0,-164.551,2.90004429038,83.0,152.233463342,1697,0.0,1697,79.7911,11.0574712644,0.00446819,99.9956828753,152.269981869,152.232
153.311,326.643,1000.0,3.0,26.7175760581,1000.0,126.163,1000.0,-165.089,2.74250849396,151.0,152.956835968,1698,0.0,1698,72.2404,16.5087719298,0.00446951,99.9956828753,152.990649875,152.947
153.813,326.785,1000.0,3.0,20.9858209659,1000.0,126.187,1000.0,-165.469,2.82169920622,111.0,153.421378721,1699,0.0,1699,78.1359,15.6197183099,0.0144307,99.9956828753,153.458670211,153.424
153.72,326.881,1000.0,2.0,33.6897409002,1000.0,126.233,1000.0,-165.634,2.61222661732,155.0,153.358440788,1700,0.0,1700,68.1049,21.2553191489,0.0132715,99.9956828753,153.397788996,153.352
154.229,326.956,1000.0,3.0,18.8488475174,1000.0,126.218,1000.0,-165.98,2.79833991072,128.0,153.820371463,1701,0.0,1701,82.8409,15.453125,0.0132433,99.9956828753,153.866542841,153.823
154.287,327.092,1000.0,3.0,31.460464978,1000.0,126.31,1000.0,-166.125,2.79222621081,129.0,153.907547155,1702,0.0,1702,76.6097,23.4634146341,0.0491646,99.9956828753,153.95248344,153.906
154.496,327.217,1000.0,3.0,29.4045612094,1000.0,126.301,1000.0,-166.431,2.83966063885,145.0,154.104667746,1703,0.0,1703,82.8879,20.137254902,0.0127986,99.9956828753,154.1502184,154.107
154.787,327.296,1000.0,3.0,22.0777773463,1000.0,126.299,1000.0,-166.66,2.95910293887,121.0,154.377461574,1704,0.0,1704,81.0833,18.2321428571,0.00882273,99.9956828753,154.418482589,154.369
154.881,327.355,916.272727273,3.0,16.2653120626,1000.0,126.268,79.0,-166.924,2.90594408686,70.0,154.469502104,1705,264.768884092,1705,85.4088,14.6515151515,0.0407221,95.8865876114,154.513713357,154.473
155.301,327.397,84.5378151261,3.0,12.4812185291,182.0,126.281,64.0,-167.027,3.00520953782,70.0,154.893241051,1706,27.0268431506,1706,89.2454,10.7291666667,0.350107,55.8565528949,154.945183936,154.893
155.258,327.507,1000.0,3.0,13.6367154148,1000.0,126.295,1000.0,-166.889,3.08019742708,60.0,154.846789988,1707,0.0,1707,88.3229,13.2837837838,0.00477899,99.9956828753,154.90295079,154.851
155.774,327.612,915.636363636,3.0,20.9409324783,1000.0,126.316,72.0,-167.688,2.7768136227,132.0,155.400331968,1708,266.781242603,1708,74.4745,14.3857142857,0.0654803,95.5870628841,155.459139893,155.393
155.858,327.695,1000.0,3.0,21.5478525375,1000.0,126.336,1000.0,-167.73,2.98568624319,89.0,155.446702014,1709,0.0,1709,91.2752,18.1071428571,0.707232,99.9956828753,155.507785066,155.446
156.059,327.809,1000.0,3.0,12.187395413,1000.0,126.367,1000.0,-168.015,2.96263877717,70.0,155.683938813,1710,0.0,1710,86.281,12.6455696203,0.791231,99.9956828753,155.745962094,155.674
156.588,327.859,1000.0,3.0,25.9047334018,1000.0,126.348,1000.0,-168.445,3.02192764383,161.0,156.115764979,1711,0.0,1711,88.897,18.0185185185,0.316515,99.9956828753,156.177449222,156.121
156.516,327.951,1000.0,3.0,16.1976117518,1000.0,126.364,1000.0,-168.676,3.0019226688,79.0,156.104164609,1712,0.0,1712,86.036,14.4929577465,0.177775,99.9956828753,156.160766889,156.105
157.128,328.072,1000.0,2.0,17.662275514,1000.0,126.379,1000.0,-168.957,2.76680204119,71.0,156.741362542,1713,0.0,1713,76.5971,15.3692307692,0.00914097,99.9956828753,156.797265732,156.733
157.605,328.14,1000.0,3.0,14.3899907543,1000.0,126.41,1000.0,-169.557,2.8824607233,101.0,157.18158704,1714,0.0,1714,85.4854,11.6588235294,0.0723191,99.9956828753,157.232055843,157.185
157.556,328.189,1000.0,3.0,20.9500921591,1000.0,126.417,1000.0,-169.604,2.86287801426,99.0,157.14551015,1715,0.0,1715,82.0764,17.0862068966,0.21994,99.9956828753,157.202525112,157.142
157.665,328.33,1000.0,3.0,12.4935953719,1000.0,126.376,1000.0,-169.979,2.83121095891,60.0,157.297626835,1716,0.0,1716,91.7518,12.3086419753,0.0129149,99.9956828753,157.34892916,157.298
158.144,328.323,1000.0,3.0,24.416888485,1000.0,126.378,1000.0,-170.297,2.90857181194,170.0,157.726765758,1717,0.0,1717,82.0567,16.4677419355,0.00438406,99.9956828753,157.794184536,157.726
158.352,328.356,1000.0,3.0,21.3356434907,1000.0,126.373,1000.0,-170.512,2.67352056409,101.0,157.983053617,1718,0.0,1718,77.2549,18.8113207547,0.0236376,99.9956828753,158.044743301,157.979
159.237,328.441,1000.0,3.0,13.5058356414,1000.0,126.346,1000.0,-171.255,2.91667592053,72.0,158.861392786,1719,0.0,1719,85.9267,11.7380952381,0.0346124,99.9956828753,158.920078014,158.857
