AverageEsReturn,MaxEsReturn,StdEsReturn,MaxReturn,MinReturn,AverageForwardProgress,Epoch,AverageAbsQYDiff,AverageQ,QFunRegParamNorm,AveragePolicySurr,AverageDiscountedReturn,PolicyRegParamNorm,MinForwardProgress,AverageAbsY,StdReturn,AverageY,StdForwardProgress,MaxForwardProgress,AverageReturn,AverageQLoss,AverageAbsQ,AverageAction,MinEsReturn
336.979229635,449.375706683,106.282278377,447.813214441,59.1925345107,3.68656116533,80,0.133691477199,2.78853,45.6692,-2.84298,90.9939218077,26.7137,1.1345853419,2.83594340756,109.679688516,2.78856097691,1.10328823882,5.07090217522,311.574286474,0.0577645,2.83319,0.986017,162.306923392
312.63637835,412.647427442,98.4397745163,478.057770612,50.8337600892,3.47549539219,81,0.133470832597,2.88092,45.9363,-2.93442,86.9804831519,26.7732,1.14528385096,2.926397075,115.825378738,2.88110566527,1.15749504048,5.39782184484,289.027910607,0.057261,2.924,0.984852,164.49071226
301.430528123,463.112493516,128.359594274,512.896060698,64.9802922396,3.5666695217,82,0.138831665944,2.97925,46.183,-3.03792,89.2756406493,26.8451,1.17536198448,3.02465020112,117.904312576,2.97933354333,1.19841746948,5.75436864137,299.041590877,0.0602639,3.02209,0.985563,105.772960016
300.271593846,378.056128025,101.080873116,470.915526254,29.2292590679,3.11601849951,83,0.14150588605,3.08102,46.4074,-3.14719,80.6105205002,26.9542,0.895457748655,3.12301171436,124.388085458,3.08122103726,1.25526389759,5.32278803049,254.754879523,0.0636379,3.121,0.984869,127.527073038
284.066730229,374.815204384,93.4432932628,477.492584486,122.734796798,3.82201798343,84,0.141549282115,3.17938,46.7313,-3.23947,92.6580167478,27.0275,1.81232436273,3.22054030041,89.2837649473,3.17915148659,0.907797098308,5.39398429377,324.29460024,0.0631172,3.2189,0.983486,131.380232109
219.503533993,322.968735444,114.615557439,514.717786045,46.3764925036,3.70982787483,85,0.146989892258,3.27121,47.039,-3.33526,82.2493836855,27.1294,1.09411959533,3.3115738103,115.617514932,3.27155043468,1.17913471447,5.77478806783,312.104770274,0.066932,3.30882,0.985253,25.6031138544
270.277245684,342.725768511,98.9990522756,505.815813802,50.663419583,3.12130091676,86,0.147799866783,3.35463,47.3227,-3.41865,77.7684013273,27.1701,1.04369444124,3.39482246217,105.476894933,3.35479400783,1.07313176968,5.70828188212,254.390176869,0.0667669,3.39276,0.981346,102.07178164
290.362829056,343.579498964,54.1873738211,486.233558662,-35.7210867383,3.16855969573,87,0.147388768914,3.4561,47.5866,-3.51837,73.9593427326,27.2378,0.19545712945,3.49548007254,136.568394987,3.45579291852,1.38982309785,5.51021029113,258.808161571,0.0643991,3.49411,0.98273,201.93412576
287.980390165,336.701017369,48.1611728216,406.98970138,-106.86741422,2.9966622239,88,0.149546777905,3.55878,47.8943,-3.62215,67.0731903297,27.3016,-0.509490895773,3.59673651398,128.935798491,3.55867530669,1.31418311497,4.71750455417,239.163279472,0.0692566,3.59519,0.979433,208.169791305
270.024975457,278.588738703,5.44891014101,363.48275488,-90.6233484609,3.07975051041,89,0.151721957433,3.67605,48.166,-3.73586,70.7858309477,27.3673,-0.365161152161,3.71082653873,96.4610402928,3.67572923592,0.99186838988,4.31395406587,247.284374852,0.0712906,3.70947,0.977772,265.179209675
107.477461142,264.212263466,107.887762841,372.355827933,-54.3040905943,3.09938591606,90,0.157476048428,3.74137,48.4496,-3.79919,67.2891953892,27.4832,0.0501012366441,3.7767798632,87.1496390973,3.74154647259,0.895966584423,4.37844389765,245.679442903,0.0779318,3.77497,0.971963,-16.0472312486
282.680170835,314.964167572,19.6706612016,338.418599794,-54.4948499298,2.96816317139,91,0.157266422668,3.83658,48.7428,-3.90233,67.7325341986,27.5669,-0.00496712298821,3.8715261196,82.833908216,3.83623328156,0.859209570896,3.98166494377,233.550749049,0.0747178,3.86964,0.977638,261.666134516
263.619219982,304.968743789,30.4868422673,399.60879633,49.3411715558,3.23225608767,92,0.158293725071,3.93358,48.9805,-3.99281,70.8552727621,27.6355,1.14281226516,3.96634573433,87.9492278554,3.93374738271,0.902753717506,4.64200409678,261.356769457,0.0774787,3.96435,0.976021,228.679155697
255.744416471,280.803073593,28.8115607994,402.788118367,20.2983181309,3.46908662959,93,0.161735540048,4.03315,49.2259,-4.09635,76.3974139626,27.67,0.753275556979,4.06275187081,80.1618543829,4.03331099246,0.82002211173,4.6876914372,284.175273048,0.0776143,4.06053,0.977294,207.162662959
235.747607868,397.131862933,140.926995168,411.189010994,56.0707032345,3.32637906811,94,0.160730054083,4.10772,49.5033,-4.17535,73.3058860075,27.7204,1.11895462127,4.13814073123,86.4500609846,4.10809810407,0.880234693409,4.7965426239,271.327907693,0.0758391,4.13652,0.980359,23.5422009489
194.537136823,305.2484225,79.0154345686,458.842402627,59.2288746117,3.56366206536,95,0.167153643969,4.20552,49.7695,-4.28422,84.5446720696,27.7959,1.21302469169,4.23452042305,106.3046306,4.20562784494,1.08003187656,5.19196520702,299.086640863,0.0835348,4.23273,0.983528,91.1271262066
308.092013919,364.958494121,38.9597794792,467.202314543,20.8435991554,3.73100569405,96,0.16945832178,4.3221,50.0021,-4.40932,85.3180619431,27.8661,0.735220311215,4.35018412332,107.676867862,4.32239117979,1.0890662598,5.30153404123,314.668555303,0.0831147,4.34836,0.984622,263.374337702
179.919302035,300.549345554,121.931396967,449.664288495,25.7498819459,3.43628167194,97,0.167939525589,4.4065,50.2105,-4.4946,78.2164641512,27.929,0.780106221196,4.43166787666,108.839124264,4.40652844161,1.10568847127,5.11523662211,286.593033023,0.0828951,4.43006,0.985731,-16.8782851817
182.49611283,306.2954531,138.02799729,452.402376784,50.1591226532,3.45673329161,98,0.173942409481,4.53799,50.459,-4.62493,72.8948891595,28.0018,1.12350379862,4.56613369031,102.266601579,4.53858719178,1.0250474223,5.09841134352,287.85338227,0.0873226,4.56396,0.988025,-43.6637396523
