MaxEsReturn,Epoch,StdEsReturn,AverageReturn,QFunRegParamNorm,Iteration,AverageQLoss,AverageAction,AverageAbsQ,AverageAbsY,MinReturn,AverageQ,AverageAbsQYDiff,AverageY,AverageDiscountedReturn,MinEsReturn,AverageEsReturn,StdReturn,MaxReturn,PolicyRegParamNorm,AveragePolicySurr
376.494447592,803,112.751114258,509.502906426,244.541,803,567.35,0.797157,399.916,399.619893772,167.601153697,399.317,8.13489155427,399.307566579,180.57921189,4.61859757006,117.720651057,314.944044339,1220.01759048,105.659,-407.153
489.359106939,804,130.319031465,330.116096768,244.708,804,666.346,0.804529,399.977,399.605642783,215.685881408,399.324,8.72442598881,399.330300273,154.100611254,4.69106478396,95.8769058584,204.954087922,821.313583617,105.737,-407.34
510.924729712,805,135.213267957,1005.10228597,244.823,805,605.64,0.836002,400.498,400.202381843,545.436183684,399.92,8.40643510426,399.929958816,225.35483495,8.59152399052,116.943867608,293.299583498,1997.16695912,105.764,-407.653
551.430381191,806,119.031866567,788.820111077,245.001,806,634.764,0.838962,399.196,398.877260899,196.184580846,398.594,8.64722893879,398.600728421,224.348424765,7.36769067034,73.2152550379,302.526605934,1246.84263539,105.784,-406.677
516.391975916,807,105.238161486,728.00867954,245.109,807,652.427,0.814066,400.112,399.772406112,189.28482007,399.49,8.67144034477,399.500058171,205.212333547,4.34619207683,63.4790487209,259.316559767,1261.91454305,105.885,-407.386
508.779329754,808,108.805964985,829.169430788,245.213,808,631.277,0.828155,399.404,399.10843646,361.269674061,398.838,8.59172560052,398.854177375,225.549506135,3.60156098982,60.9726118731,152.464802197,1148.16473531,105.923,-406.852
753.304813982,809,154.966624246,731.244804604,245.346,809,611.614,0.790836,400.313,399.974549349,253.936589367,399.727,8.44086462325,399.734307996,191.839692097,3.43813720534,87.0857097779,416.970141283,1637.30249843,105.924,-407.997
605.997454916,810,121.138773736,538.330803965,245.46,810,595.449,0.82458,400.365,399.995917309,224.097367213,399.738,8.49954717553,399.746376236,193.707925944,4.70805668185,70.5492843011,268.521761788,1056.28703834,105.94,-408.061
499.56313879,811,121.199138532,543.620808743,245.602,811,591.138,0.808227,400.577,400.264963461,229.063012916,400.021,8.28980890453,400.038479464,202.181365291,4.62012557047,85.1265392958,215.759925456,1159.78897087,106.028,-408.123
381.599648538,812,108.682835912,474.70340753,245.702,812,595.798,0.790587,399.953,399.616374232,250.379370702,399.375,8.4014018846,399.379515523,192.300019604,3.60447542513,79.6508297816,226.467359107,991.267329317,106.036,-407.759
467.210301713,813,142.794782153,730.247539134,245.79,813,653.912,0.833767,400.193,399.86315272,256.071847212,399.673,8.65905581891,399.692380586,216.791854525,3.75351293556,114.136675538,320.210347797,1300.30980832,106.036,-407.751
256.037201172,814,68.4118714077,582.100416265,245.908,814,632.173,0.788884,400.319,399.990448186,249.083180751,399.743,8.46478393932,399.768000364,214.096331153,3.74833703259,48.3475603953,144.32065478,931.219394231,106.082,-407.844
499.485284427,815,132.926642855,778.037716906,246.046,815,589.036,0.778024,400.966,400.649481508,233.086304931,400.428,8.30698504976,400.459416984,233.130042929,3.99719190528,96.5333183136,206.468119335,1409.73883041,106.129,-408.435
355.645881763,816,99.8695632193,795.9654085,246.161,816,630.703,0.830257,399.975,399.651496091,378.33202344,399.435,8.29995940925,399.42111515,235.640648492,5.07998464186,76.8440663498,309.809649179,1854.76448995,106.127,-407.246
204.608585437,817,53.2052515194,675.006042572,246.289,817,655.842,0.800383,399.991,399.649128667,157.878270214,399.357,8.66080190036,399.382942389,214.468603447,4.5818943793,49.8992511037,300.895802732,1764.8762724,106.181,-407.427
672.231039866,818,194.783736351,650.724559398,246.43,818,625.695,0.831543,399.422,399.08259925,153.230987654,398.877,8.45732465406,398.881119086,213.531074989,6.39367918368,169.092196084,346.519792418,1722.51179145,106.238,-407.136
468.944291863,819,166.511869796,555.125941089,246.509,819,648.38,0.838625,399.931,399.588134232,193.144603535,399.416,8.65686409059,399.427744592,190.323756999,5.24432127332,116.730949004,334.796477233,1344.04400506,106.307,-407.431
786.407445256,820,223.742298499,601.205363473,246.574,820,615.427,0.842684,399.157,398.82263488,395.373630327,398.624,8.52576059841,398.623162896,215.78276356,11.0683837639,206.585582907,179.317523397,1017.57887322,106.374,-406.392
245.044461993,821,78.1142607829,802.500700354,246.768,821,683.883,0.841912,399.329,399.019391631,138.491759666,398.818,8.87476158202,398.827840096,202.666513937,5.85452825583,69.1921318328,367.190804675,2019.96783559,106.435,-406.877
423.593814338,822,98.579188502,767.626569596,246.935,822,637.408,0.889564,399.479,399.223086657,194.734073004,399.056,8.59743862537,399.061072324,193.208988711,3.72900667597,74.8693659877,447.957561657,1948.02117018,106.482,-407.205
479.414440291,823,116.697514497,638.205392944,247.01,823,587.585,0.871196,399.991,399.680041574,266.969843248,399.464,8.31124368259,399.474717228,184.139100001,4.70962372539,79.8682077118,313.010265744,1490.73528174,106.559,-407.511
346.489313719,824,76.371606628,728.282155874,247.151,824,627.245,0.862033,399.945,399.62810505,141.984859924,399.451,8.44855527872,399.440789152,205.264581668,3.33403354489,60.6739609353,302.340604088,1669.60921059,106.569,-407.742
560.172988465,825,152.040832144,802.186312056,247.258,825,651.586,0.82812,398.699,398.410985997,313.517905751,398.21,8.57183088406,398.227465319,215.689947357,14.0460311435,152.748744262,367.125005425,1855.02729331,106.634,-406.459
388.753726937,826,103.666100799,833.195987875,247.43,826,588.069,0.84656,400.886,400.598994754,358.024230568,400.438,8.45563484039,400.460446846,213.333009447,4.48028938251,82.9867138749,250.271992874,1447.31119665,106.728,-408.859
640.832997186,827,166.313516415,965.059210026,247.562,827,639.267,0.88158,399.225,398.851529184,117.483006725,398.699,8.68929275879,398.695411595,229.872580947,5.00442669742,122.367636984,455.316974136,2046.43971856,106.78,-407.127
209.503211438,828,60.638518376,403.656608017,247.659,828,586.926,0.918773,400.495,400.216583541,48.8209950164,400.029,8.21588011657,400.042538549,173.760069254,4.09790081314,45.9842823418,88.2750599932,605.043063649,106.801,-407.844
451.984433784,829,98.3768355376,680.885097708,247.809,829,619.249,0.842238,400.909,400.600055328,227.944314965,400.422,8.40056855237,400.423268438,210.980668975,3.88022225164,67.4002695461,237.294531706,1186.535745,106.86,-408.48
351.301998853,830,96.4184080114,661.531683536,247.875,830,618.753,0.822622,400.113,399.819662924,421.225046431,399.63,8.52619636792,399.663005373,225.688705673,4.34572241178,67.5667174536,105.443427425,882.935240155,106.912,-407.666
495.809370146,831,138.121575296,614.32093287,247.978,831,588.831,0.85426,400.674,400.397982375,233.706424472,400.234,8.38403018406,400.238054236,207.363430981,4.94788689027,98.1530075799,242.025118769,1142.58966226,106.931,-408.118
479.754865239,832,109.477082769,758.695204034,248.092,832,620.093,0.823716,399.935,399.620815861,225.604149263,399.443,8.40938851954,399.475361782,203.21490947,5.65181593147,87.8041587236,223.95646061,1096.55113592,106.979,-407.57
317.34902364,833,82.5485854714,635.022599775,248.162,833,665.241,0.838594,399.558,399.243753997,129.763691115,399.035,8.70079283762,399.055942065,179.024652556,4.32594770068,64.0723320074,351.697937328,1688.57173106,107.019,-407.11
270.99204772,834,82.7654453933,841.723347855,248.283,834,599.737,0.842174,399.95,399.641345227,531.593561451,399.45,8.25531948282,399.440523667,227.257813223,5.92291954906,66.0975149148,200.046423878,1247.22032732,107.089,-407.503
626.914390994,835,139.216205496,932.997703623,248.445,835,624.541,0.897397,399.986,399.690083017,165.752172631,399.444,8.34627613137,399.460291497,202.034993145,9.07691863452,99.2076143437,466.520195886,2501.49784094,107.181,-407.414
498.125629884,836,141.501557087,684.196816106,248.541,836,627.105,0.864081,399.526,399.241372475,163.65550544,399.017,8.42348198126,399.033430311,187.047975307,3.5732295645,119.623334053,333.065918252,1452.6941989,107.239,-406.897
420.597099391,837,118.277582833,461.920666819,248.668,837,614.128,0.941001,399.408,399.085855318,201.796030905,398.849,8.39278929181,398.861786634,180.275001558,4.18515792549,95.1611037119,151.955252664,1105.34354615,107.204,-406.685
406.372688016,838,98.6299107144,795.603763067,248.768,838,594.47,0.810743,399.073,398.778048302,294.842518943,398.549,8.2017028997,398.566774331,221.735524297,3.66434542776,65.3602211578,239.718571051,1197.59841202,107.222,-406.743
570.68955798,839,148.658359406,816.486082742,248.896,839,615.765,0.827142,399.364,399.052065619,583.432464851,398.771,8.28766137361,398.779506994,217.447001627,5.33350786362,121.734913629,180.513614731,1328.51604503,107.322,-406.523
361.733910212,840,94.6615804144,493.969879805,249.046,840,593.124,0.831853,399.106,398.793164981,302.384831505,398.543,8.38379066933,398.547631992,184.910528972,7.35219277671,70.2849498525,191.311677562,982.318365746,107.347,-407.195
588.260047787,841,179.764274324,962.384295677,249.151,841,597.351,0.858556,400.402,400.134587578,204.513592829,399.869,8.33210539967,399.886617155,203.779047662,6.11757277161,124.924856042,498.004903649,2137.30905806,107.355,-407.878
403.782323044,842,78.5390293202,550.285594655,249.246,842,580.305,0.839292,399.404,399.07457915,64.7304651499,398.822,8.23215844015,398.812718135,188.706589638,5.12403089377,57.7919487941,298.045365689,1362.06568125,107.386,-406.921
311.177720959,843,91.4001621976,356.66342079,249.323,843,667.149,0.853759,399.026,398.709026166,58.0095211755,398.408,8.56806481804,398.418527106,135.579303687,7.42747249427,96.3934716416,303.216745801,900.275973719,107.432,-406.487
715.442073151,844,175.59661151,714.826811542,249.438,844,615.439,0.886087,398.914,398.611811889,220.950663987,398.323,8.43193816751,398.334601463,220.953837944,5.83528816243,132.037861007,235.350843379,1486.73096049,107.525,-406.455
369.10266181,845,90.0478290688,739.450544779,249.585,845,594.59,0.848513,399.188,398.895192873,245.840306008,398.605,8.27988609698,398.60245482,213.309410889,4.05762477018,64.7232130835,307.185982235,1543.6719248,107.563,-406.45
435.902953078,846,123.218287314,799.877403244,249.693,846,689.293,0.879583,399.77,399.466091223,392.782087941,399.284,8.57642916032,399.276298599,222.241224025,7.53082392367,86.2481528098,350.799514621,1813.42299843,107.616,-407.23
406.632545127,847,115.126847587,831.47715079,249.823,847,591.366,0.86006,398.381,398.059330321,409.870626533,397.825,8.09126689743,397.815231287,223.387552013,6.35190003409,72.7538115327,273.48508772,1723.70343859,107.654,-405.636
548.427466612,848,181.315276823,853.534281318,249.95,848,641.209,0.855617,398.382,398.072297869,224.673836249,397.838,8.4327176796,397.868622017,211.228820966,6.32297816519,191.798317284,449.159237471,2017.40482408,107.734,-405.925
445.271758812,849,133.584828339,774.725265193,250.036,849,638.441,0.86493,397.372,397.069622203,229.694786654,396.889,8.33955149971,396.896086264,199.97578718,6.09467437335,101.526995665,525.457342344,2232.44560177,107.771,-404.93
454.395855246,850,134.516895727,641.952648835,250.133,850,616.652,0.857087,397.332,397.01001939,331.140540505,396.822,8.21776532982,396.827221581,207.836444663,4.58402994668,105.992514676,220.901416934,1441.2983689,107.811,-405.003
756.243214362,851,154.984642679,999.244398609,250.291,851,577.785,0.842352,399.086,398.811683866,382.757384804,398.662,7.94147517801,398.649838164,217.347030141,4.57161090694,84.9269760317,562.843629408,2362.88092833,107.859,-406.708
589.146557514,852,172.314529319,675.134233183,250.418,852,613.754,0.864431,397.336,397.066604223,337.200761016,396.876,8.18007687126,396.891978024,210.605984449,4.87609794181,163.992980054,289.294975669,1387.70780716,107.927,-404.593
555.462568489,853,127.574179606,926.879017655,250.53,853,603.797,0.837933,397.953,397.622470915,414.76976645,397.467,8.3208439579,397.477971118,230.080454673,4.92909054975,89.4907633373,240.309410979,1622.4134815,107.981,-405.708
252.926883731,854,78.3059149674,953.497493053,250.665,854,598.85,0.875791,397.781,397.506303957,267.972872692,397.385,8.15683398377,397.382140695,219.347198752,4.81939972311,85.9768827045,298.657384764,1693.61387616,108.012,-405.3
301.079019027,855,100.053039101,985.413953825,250.787,855,600.799,0.821655,396.987,396.720663823,275.691264634,396.585,8.24910485585,396.628297904,225.208840096,4.50999998157,110.399469205,300.831847907,1760.46070293,107.973,-404.611
345.672590293,856,113.774651122,421.246526647,250.964,856,566.694,0.818579,397.363,397.046938114,127.407339474,396.952,8.02165150397,396.933891275,159.672929246,4.93623508837,117.456737572,288.847822963,1246.87128535,107.979,-404.663
386.551353475,857,138.19494393,263.366914226,251.049,857,655.83,0.822131,396.813,396.500088351,116.47053889,396.392,8.41873058096,396.403593595,134.197052346,3.94751919124,120.635759013,159.697023729,883.494245438,107.975,-404.111
611.823201455,858,196.067540089,756.725713791,251.2,858,677.106,0.88523,395.877,395.557559145,95.4672609963,395.462,8.46802880706,395.465115297,203.59981548,4.70182403766,169.380519351,458.048890796,1720.82114341,108.07,-403.139
307.360526391,859,93.1965149693,635.101178893,251.294,859,606.77,0.879039,395.203,394.867659142,184.662213658,394.764,8.28169253309,394.767080437,185.513077977,4.79122213667,104.121295272,360.514189904,1494.31850026,108.122,-402.802
377.512603069,860,117.084026309,484.063421445,251.41,860,644.278,0.905584,395.499,395.183312568,135.479800206,395.056,8.35714280528,395.089755921,181.504486272,4.50886824211,102.226933316,262.019748548,1354.12536843,108.153,-403.266
566.618801438,861,153.393215266,494.113455862,251.504,861,565.185,0.901569,395.658,395.294799159,129.828098782,395.205,7.93027598812,395.199525529,167.542289155,4.66667638349,102.473565334,300.834662387,1644.42046111,108.16,-402.904
463.963224025,862,136.128771835,841.581952031,251.57,862,594.935,0.899736,395.494,395.181864701,205.572890588,395.052,8.12077544751,395.069430508,222.512243764,3.65030837917,108.191936511,277.591632176,1603.01837684,108.156,-402.825
248.302519388,863,70.341967956,520.619662476,251.706,863,591.865,0.870972,393.881,393.604753478,153.965958911,393.477,8.27306933809,393.498213292,175.217318092,4.42673830845,66.1064662964,340.533009312,1395.37429168,108.199,-401.246
256.696558921,864,88.5402022652,467.606367098,251.834,864,608.281,0.897619,393.99,393.66847461,204.390005583,393.544,8.13983124085,393.537770424,170.02031352,4.93806976607,89.7329465268,290.062155343,1232.22978378,108.268,-401.302
385.735989957,865,106.193996714,633.554753872,252.037,865,602.289,0.903735,393.685,393.365376196,132.732928334,393.249,8.21577870115,393.274334398,170.125240918,4.37690172856,94.8283586652,351.493298705,1279.61819215,108.332,-401.006
317.049328672,866,100.40982246,513.359018635,252.146,866,623.629,0.902289,393.343,392.959296186,148.990562049,392.868,8.24880279629,392.87139709,173.616764222,4.57902168832,77.4194411059,266.659887914,1075.22264465,108.346,-400.756
415.279601733,867,97.6185848887,282.679082353,252.286,867,553.589,0.857847,392.795,392.500979288,211.444057144,392.36,7.80507105216,392.373868606,142.985106971,4.43639524065,67.9473407719,161.369410139,949.500057422,108.403,-399.998
547.694952964,868,132.482075698,509.092188337,252.376,868,623.731,0.888474,392.368,391.991287453,176.335425584,391.858,8.25041994431,391.856251348,168.895031691,3.31801259638,108.218161813,267.727841204,1212.69506547,108.444,-399.752
203.215490952,869,58.895248156,667.018375931,252.486,869,595.077,0.890751,392.502,392.184788804,163.011244317,392.069,8.06484258461,392.06488425,187.756024996,3.54188550881,52.8954422433,388.928724658,1551.58422481,108.494,-399.653
392.977345851,870,119.577555449,677.881213528,252.597,870,603.497,0.903429,391.806,391.488981933,199.754429689,391.375,8.06309638835,391.37742779,195.587456036,4.25047445989,99.3780156345,432.952764587,2698.55656684,108.537,-399.105
446.438989652,871,101.686650333,449.787108791,252.761,871,599.536,0.893678,391.336,391.008364976,164.84464162,390.871,8.05092368238,390.887821358,169.849905741,4.66713658782,77.8957241703,256.746379646,966.603383324,108.523,-398.855
435.947236618,872,110.123960679,948.555642025,252.858,872,582.445,0.879743,390.906,390.584428684,152.938825711,390.446,7.90860049828,390.442236232,184.611617023,4.64037442638,80.3034071216,610.8249333,2623.16915106,108.61,-398.074
361.289978363,873,94.6029104461,717.910468725,252.976,873,632.567,0.908782,390.312,390.042682951,176.699716004,389.895,8.24286406367,389.920778164,200.263749824,3.62486938685,65.5983727516,372.195568003,1678.07675379,108.642,-397.519
372.351321122,874,110.502496618,481.300560777,253.13,874,620.755,0.925909,389.292,388.961183931,170.961933135,388.835,8.2432924546,388.842760518,180.865638331,5.99295466778,131.035443535,242.819067213,1151.34331048,108.738,-396.602
521.917939631,875,143.253820224,317.946641769,253.221,875,675.414,0.89641,389.696,389.375775745,143.104327526,389.249,8.42976693008,389.246879247,146.897420098,4.81289105756,107.168838222,160.068656302,769.191947535,108.867,-396.993
445.834720145,876,106.316566003,397.498636305,253.322,876,600.48,0.901088,388.809,388.514563535,154.837776392,388.363,8.17197899744,388.37507969,158.771421333,4.45834337129,100.36865248,272.491711706,1261.44785467,108.951,-396.138
223.752341932,877,72.2649567153,604.632338827,253.469,877,610.471,0.909323,388.992,388.660949684,136.045874337,388.568,8.14364796834,388.579680131,180.383128354,4.31841014036,57.1180917522,394.526915582,1550.56567808,108.987,-396.581
447.003914403,878,109.71756792,748.69267141,253.639,878,609.437,0.889032,388.758,388.427094865,173.35797208,388.353,8.11954633182,388.334727986,208.472294448,4.12463483498,83.658016681,246.318963408,1410.9849579,109.054,-396.171
717.847106018,879,202.423354811,650.240531204,253.796,879,585.018,0.920075,388.678,388.366156269,189.125021393,388.221,8.14695336472,388.243782909,191.593381886,5.09879507807,116.891486077,444.218280808,2233.73240757,109.043,-396.355
531.342502039,880,136.711248822,297.638241777,253.906,880,568.459,0.895125,388.447,388.125394219,118.754314616,388.015,7.90750708343,388.006467037,151.109674718,4.70290847113,96.045236344,108.561671891,735.747606437,109.097,-395.556
507.208804393,881,130.948860351,528.856232723,254.001,881,629.129,0.907183,387.797,387.481659603,168.13918196,387.353,8.39115168217,387.383121161,184.28109908,3.62798126463,72.0549738144,326.737695152,1556.10947896,109.2,-395.325
379.379987908,882,106.297517393,703.416024279,254.075,882,569.034,0.89162,388.947,388.624054578,155.69646392,388.496,7.95987498066,388.493453539,212.564369564,3.66108368687,106.413577546,308.481942228,1400.0338927,109.239,-396.205
380.042052055,883,102.541991115,527.357490916,254.142,883,597.0,0.891358,387.648,387.302533335,169.851227644,387.148,8.08223514002,387.153104846,184.209315585,3.67358600943,81.3497585652,268.974314554,1175.51138589,109.347,-394.604
763.505041779,884,172.970969175,687.964568588,254.234,884,598.833,0.9126,388.029,387.7468348,270.181747952,387.619,8.0944124966,387.62564872,205.413589763,3.91636646692,102.712791833,340.448109757,1831.12371336,109.37,-395.359
262.784054527,885,86.1628986047,575.328018401,254.36,885,585.818,0.92749,387.942,387.665676169,164.42492812,387.527,8.03124278253,387.534756239,190.164550107,3.92921421102,127.21614737,313.810564881,1638.16745355,109.396,-395.076
498.188273377,886,135.229943767,1037.21802206,254.47,886,586.445,0.9027,387.177,386.837434549,390.104301137,386.72,8.10596018928,386.727908495,220.383024643,3.95228207833,91.5073675584,400.530210909,1719.62810867,109.431,-394.55
405.469154742,887,106.144801536,828.272096037,254.626,887,571.824,0.938304,386.667,386.32456366,352.622140795,386.178,8.03245263831,386.179840947,212.737551618,4.95764234751,80.0671342964,345.876822275,1886.04634673,109.495,-393.678
493.301096668,888,149.327549042,1129.57253285,254.691,888,592.486,0.950742,386.297,385.939943433,380.355076244,385.812,8.09269157354,385.80496018,220.554911864,4.42865975023,108.11499605,631.521995924,2605.33640811,109.515,-393.648
359.61852317,889,107.499424899,177.197530146,254.813,889,595.827,0.892153,385.975,385.670100366,134.388371725,385.494,8.13446983591,385.507521281,107.605735569,4.43091194968,106.113654838,112.709588755,898.303151144,109.509,-393.152
490.006519111,890,138.355681882,797.662826493,254.946,890,591.688,0.931323,385.968,385.650084543,187.710946315,385.486,7.96323574896,385.500377783,213.885488684,4.46696496147,96.2978615078,310.33251165,1899.7943541,109.597,-393.287
382.241268104,891,101.643703415,893.321045706,255.02,891,583.395,0.935738,385.382,385.051001881,144.991191382,384.917,7.97697862796,384.915024771,207.4343126,4.5633051286,70.2326234179,507.946381834,2209.72306583,109.664,-392.52
536.033609687,892,142.767342354,534.742265098,255.133,892,573.617,0.950137,385.273,384.912872816,164.522577321,384.776,7.93951037,384.777790655,189.451075096,4.31121235633,107.962117216,288.048409753,1723.11046325,109.725,-392.427
624.321444705,893,223.707491811,517.196369442,255.225,893,559.487,0.934267,385.315,384.987347851,156.749982532,384.866,7.9926687083,384.879333548,189.201818888,4.31877345358,200.218381246,209.977394815,1316.64954224,109.813,-392.36
608.562439653,894,159.314682551,364.002171642,255.283,894,544.69,0.911425,384.814,384.456466196,154.2709106,384.344,7.89191670656,384.339570553,146.090074114,4.1113291911,110.255109738,306.533868388,1438.86776358,109.881,-391.875
713.753335448,895,195.232838291,454.438913144,255.38,895,581.65,0.942683,383.416,383.11614307,159.011067866,382.971,8.1028740915,382.989610517,180.282030851,12.7708599557,198.253677804,210.440647961,992.845154617,109.848,-390.677
899.625732207,896,291.08551483,757.771517664,255.468,896,550.438,0.949019,384.201,383.858246427,197.404605293,383.763,7.93217197615,383.749116194,215.217743822,4.1769521558,215.843668706,338.361975308,1583.19162137,109.949,-391.083
269.088877162,897,80.5306987557,240.558969174,255.58,897,653.736,0.930932,383.437,383.12716453,116.127531424,382.989,8.57761151778,383.011083759,130.54185419,3.7063457743,79.680524059,124.166079849,646.545089941,109.96,-390.861
502.881151609,898,137.330212268,884.869756422,255.702,898,563.955,0.941429,382.663,382.320134352,308.235168774,382.208,7.99287109147,382.205813547,228.71966133,4.68247607307,122.608969562,280.641030071,1400.64267775,110.062,-389.756
487.492313226,899,121.13030159,876.609372763,255.801,899,540.86,0.94771,382.812,382.513419537,404.423694312,382.366,7.90722080383,382.378387612,213.807671196,4.61545612307,79.7737457781,369.934700121,1913.35683036,110.102,-389.854
495.615062805,900,122.808951825,663.543381096,255.924,900,607.286,0.92566,381.948,381.55409292,136.027629958,381.431,8.35953907105,381.422566879,210.617706731,4.71514511325,81.2803224538,304.006606608,1553.42743245,110.145,-389.386
542.190147498,901,126.613343935,642.481339484,256.023,901,544.08,0.927372,382.556,382.201225633,414.253172888,382.075,7.90493710744,382.075062894,216.375535237,4.70551098516,87.9803294274,191.873480333,1101.73637391,110.2,-389.838
618.525024812,902,147.358732951,541.116851841,256.066,902,587.21,0.943466,382.492,382.186645612,238.374391269,382.006,8.14601360807,382.024400844,185.952514056,2.58719888614,97.0883241355,307.651611777,1378.95490638,110.248,-389.659
571.438039456,903,145.407957475,671.91317974,256.174,903,569.746,0.903153,381.745,381.416176231,470.341912633,381.304,8.12391504697,381.310814545,231.753188228,4.26688109918,92.0936286926,95.2351851098,982.025762565,110.297,-388.991
1036.89050036,904,262.980639555,676.981838298,256.288,904,538.848,0.877226,382.097,381.811290597,461.697894392,381.715,7.84814822864,381.713215272,234.437517833,4.71670190367,139.162236078,83.1346504224,926.637650897,110.346,-389.337
822.393436339,905,158.891290468,1005.94063816,256.387,905,609.015,0.926937,381.177,380.846464541,838.855976285,380.731,8.18081004594,380.738071952,235.090429931,3.57717669283,75.3197417024,169.593004562,1537.43345959,110.418,-388.365
722.680890966,906,199.864654478,698.769240708,256.479,906,541.553,0.927405,380.77,380.450188033,329.019314679,380.312,7.70299843981,380.32171731,225.224953127,4.23422909636,175.050851254,183.14010126,917.848212239,110.477,-387.969
602.384772489,907,166.734607434,991.819186918,256.566,907,537.946,0.885162,380.83,380.513653616,297.687952188,380.381,7.83744392599,380.372858144,226.441403441,4.3466739585,93.9028001723,419.104140188,2364.74430177,110.488,-387.89
870.754420432,908,183.775114912,546.990123114,256.631,908,561.838,0.895072,380.725,380.420115147,307.763556909,380.287,7.87355827162,380.286658642,203.290501267,4.38004089032,87.3147029818,230.531894265,1211.82395895,110.558,-387.838
306.954755111,909,77.5743500604,163.330388307,256.727,909,605.32,0.846123,380.468,380.191052912,128.570555948,380.052,8.01713950964,380.066348223,107.156168341,4.31872067178,55.6591301181,29.7844041743,408.481950519,110.619,-387.982
752.047725618,910,189.943240848,851.598825707,256.85,910,537.526,0.922103,380.855,380.520726802,337.961997903,380.36,7.81146349187,380.367656003,229.372149417,4.54083914891,134.894927397,375.754865163,2348.93337882,110.696,-387.944
484.845059878,911,156.579974823,812.060087385,256.983,911,542.74,0.916418,380.95,380.679006467,609.912934015,380.524,8.00760140276,380.529968538,233.217860482,4.15046401113,168.023835518,151.346745932,1340.31430692,110.782,-388.105
641.50625156,912,207.50167029,733.33073886,257.102,912,553.062,0.933049,381.264,380.938049676,178.041201452,380.771,7.95163279207,380.780877117,215.42904701,4.35224792227,151.832422979,283.917930968,1402.69913321,110.821,-388.073
686.966131784,913,144.608188517,557.32804624,257.242,913,612.132,0.828573,379.96,379.647677993,207.068873466,379.462,8.22352111934,379.463221574,193.975635512,3.27789436756,74.5350943355,223.206798825,1049.43221358,110.89,-386.981
520.904999283,914,133.196182228,843.950849931,257.336,914,548.198,0.874954,380.172,379.844732617,489.81268648,379.695,7.97386408072,379.703161088,229.880495006,4.47941598466,88.6670247789,307.742286236,1669.38194015,110.896,-387.37
566.536432182,915,162.966289236,272.77086902,257.445,915,574.531,0.91682,380.423,380.108927041,145.961583933,379.949,7.90839121075,379.954741401,139.835659934,4.50038679307,84.9650514547,155.879870411,1002.12112876,110.9,-387.664
413.18434932,916,128.495437658,905.933329236,257.501,916,566.317,0.904598,379.662,379.375727652,144.217173197,379.2,8.00953832845,379.216300181,211.474741255,4.50959292381,131.890565427,542.711256397,2797.22482659,110.988,-386.789
850.936912434,917,186.806534858,634.600737261,257.581,917,621.265,0.863015,379.713,379.381717827,315.661025644,379.248,8.20675970006,379.238117293,202.282467975,4.51062560413,85.6844911221,474.681103809,2723.73493894,111.086,-386.977
563.946769035,918,135.914589599,625.497608556,257.66,918,563.549,0.807417,379.599,379.248085468,123.328830606,379.089,7.95234440821,379.081648993,191.891032371,4.25879520536,85.0108590534,480.519757168,2227.02749247,111.127,-387.041
619.400692363,919,153.854683803,802.889470434,257.726,919,557.963,0.8392,379.968,379.663750806,175.600085307,379.504,7.97460659572,379.516250881,221.648297762,3.71747976029,79.4340352716,345.180327793,1551.99192434,111.131,-387.171
300.72592421,920,55.9546714542,277.428910964,257.845,920,569.12,0.555572,379.764,379.470006598,203.806872511,379.322,8.12486735807,379.328448396,120.457830262,3.41548986118,36.0366242765,93.2416036699,873.051328254,111.228,-387.144
529.411490755,921,122.534486569,145.837151097,257.936,921,600.922,0.709227,380.405,380.061629231,134.374436655,379.927,8.16762113109,379.927451786,94.8119749819,4.36691340988,65.0060176059,20.0535798275,258.129982656,111.27,-387.728
443.140047209,922,109.872443634,630.290520888,258.018,922,573.987,0.74149,380.333,379.991523674,185.103447125,379.862,7.96371959762,379.870429607,152.10154397,4.19982419215,64.415166793,488.842270834,2635.44421691,111.328,-387.536
493.402176207,923,112.559766761,868.877308582,258.104,923,557.251,0.862134,380.818,380.517271175,253.591484148,380.378,7.84081799905,380.384198466,228.487349885,3.6095857765,58.7559568868,395.052276878,2754.60691217,111.376,-388.226
628.022953641,924,190.181749201,609.787780774,258.161,924,553.804,0.840164,380.73,380.386107988,223.867806643,380.273,7.92833171177,380.263871232,178.599375059,5.27619201714,121.355277099,341.363459811,1700.25743552,111.435,-388.148
415.956945648,925,92.8644659006,466.700977852,258.219,925,641.21,0.631247,380.833,380.550161467,221.681126656,380.416,8.21975778447,380.430195383,138.766571077,4.45493743939,59.1211853734,367.3619684,1522.62216453,111.492,-388.274
503.101421231,926,87.0106196295,994.440552014,258.333,926,564.457,0.768617,381.005,380.670960341,325.331935243,380.574,7.96085857995,380.561365672,189.879618411,3.52154193606,43.9076597306,405.214854491,2093.98391932,111.577,-388.356
331.14564942,927,102.658603728,1578.43066986,258.434,927,591.445,0.823364,381.437,381.141257399,784.186078149,381.015,8.07904682102,381.018029227,244.618638568,3.6043283845,70.18853621,679.619497419,3065.65123834,111.629,-388.889
388.749408202,928,112.249305027,635.582809262,258.546,928,592.709,0.770445,381.089,380.809843722,250.040021335,380.644,8.16534288078,380.65326698,159.321101373,3.56138289756,72.543981928,314.931131001,1180.04301335,111.619,-388.655
