StdReturn,StdEsReturn,MaxReturn,AveragePolicySurr,QFunRegParamNorm,Epoch,AverageAbsY,AverageAction,PolicyRegParamNorm,AverageDiscountedReturn,AverageReturn,AverageQ,AverageAbsQYDiff,MaxEsReturn,AverageEsReturn,AverageAbsQ,AverageQLoss,MinEsReturn,Iteration,MinReturn,AverageY
206.659506852,0.0,5481.02901276,-462.53,186.59,1106,460.89859472,0.998952,136.877,402.966904052,5124.70645664,460.891,3.72927543251,3357.76371323,3357.76371323,460.891,248.831,3357.76371323,1106,4729.99988511,460.89859472
162.186151386,0.0,5426.388154,-462.864,186.696,1107,460.958930573,0.999109,136.974,380.089155722,5170.23494151,460.939,3.66343044441,3038.54718042,3038.54718042,460.939,228.724,3038.54718042,1107,4942.72381863,460.958899964
185.454263325,0.0,5308.96802249,-462.462,186.774,1108,460.573261909,0.999299,136.991,394.563952329,5016.967704,460.572,3.94885676639,3296.72187521,3296.72187521,460.572,307.942,3296.72187521,1108,4749.79618458,460.573179334
111.496045795,0.0,5417.73499764,-463.01,186.861,1109,461.153979191,0.999447,136.967,427.48956222,5232.88131824,461.14,3.80418030329,3234.92341933,3234.92341933,461.14,275.268,3234.92341933,1109,5068.01859637,461.153611493
1423.72185732,0.0,5634.97684606,-462.69,186.992,1110,460.86349133,0.999228,137.029,401.589076094,4765.02727773,460.848,3.56399650177,3379.39080227,3379.39080227,460.848,216.398,3379.39080227,1110,545.625664095,460.86349133
436.988331405,0.0,5427.87940309,-462.537,187.089,1111,460.660657462,0.999083,137.093,365.033414047,4745.66203387,460.656,3.68573062145,3056.71343314,3056.71343314,460.656,262.589,3056.71343314,1111,4053.95591614,460.660646227
1537.06142166,0.0,5634.2169143,-462.229,187.162,1112,460.30888265,0.999272,137.116,395.489563306,4521.57096104,460.29,3.64968744979,3163.05638865,3163.05638865,460.29,258.916,3163.05638865,1112,1109.96919951,460.308851382
103.700469125,0.0,5439.51711517,-462.909,187.219,1113,460.987720209,0.999565,137.234,405.789248285,5208.82970144,460.982,3.53475105785,3215.3682162,3215.3682162,460.982,214.363,3215.3682162,1113,5090.0232466,460.987720209
305.324489965,0.0,4635.19674946,-462.281,187.312,1114,460.497641,0.998881,137.43,351.391910331,4343.04106509,460.49,3.77760402445,3225.63069238,3225.63069238,460.49,269.056,3225.63069238,1114,3762.03518084,460.497605688
251.421181102,0.0,4016.53121901,-462.428,187.377,1115,460.694544101,0.999373,137.502,307.621238169,3765.0046903,460.666,3.74002118818,3100.70586026,3100.70586026,460.666,251.165,3100.70586026,1115,3215.88943212,460.694465349
72.6543468077,0.0,5036.90969553,-462.464,187.479,1116,460.623490113,0.999098,137.513,394.829510257,4959.23319064,460.624,3.46448022375,2381.54914226,2381.54914226,460.624,202.241,2381.54914226,1116,4826.11440061,460.62331707
266.059551095,0.0,4606.45917967,-462.544,187.539,1117,460.73382037,0.998833,137.652,355.473731194,4320.26051011,460.726,3.84998053479,3140.98103713,3140.98103713,460.726,268.76,3140.98103713,1117,3665.8045643,460.733776166
84.7046866536,0.0,5431.82073463,-461.862,187.641,1118,460.178415569,0.999175,137.669,400.603972346,5250.24400539,460.154,3.69041083084,3228.14662435,3228.14662435,460.154,233.352,3228.14662435,1118,5111.339899,460.178380258
1701.56528919,0.0,5724.91125472,-462.091,187.708,1119,460.22190842,0.998925,137.782,407.996147925,4890.19282452,460.217,3.21582317974,3023.15551238,3023.15551238,460.217,139.929,3023.15551238,1119,-194.047297802,460.221764007
250.557677088,0.0,5367.04020549,-462.736,187.811,1120,460.906651498,0.999012,137.833,369.370172015,4951.69385833,460.891,3.88197783374,3062.42021855,3062.42021855,460.891,294.81,3062.42021855,1120,4587.02898661,460.906651498
402.689643022,0.0,5503.98391266,-461.986,187.934,1121,460.124490782,0.999066,137.923,368.913323869,5014.01798986,460.119,3.83255725155,2611.1724182,2611.1724182,460.119,296.649,2611.1724182,1121,4196.917719,460.124490782
99.4350110256,0.0,5696.35387994,-462.8,188.046,1122,460.774830548,0.99871,137.911,427.382435377,5539.79470026,460.767,3.69639873155,2467.57070472,2467.57070472,460.767,244.377,2467.57070472,1122,5397.20614469,460.774830548
52.0553642417,0.0,5419.86216394,-462.626,188.094,1123,460.835098467,0.999273,137.949,421.730920425,5314.45691518,460.816,3.48420888388,3335.01478404,3335.01478404,460.816,197.289,3335.01478404,1123,5257.53908159,460.834954054
88.4681570982,0.0,5492.70284982,-462.492,188.166,1124,460.751449085,0.998914,138.011,422.405822107,5364.30861083,460.739,3.79300646124,3403.45628649,3403.45628649,460.739,266.75,3403.45628649,1124,5227.56258997,460.751417816
550.759450054,0.0,5095.26848499,-462.05,188.214,1125,460.535432985,0.9993,138.105,390.493742466,4556.68899632,460.524,3.61323860119,3613.40458789,3613.40458789,460.524,234.857,3613.40458789,1125,3041.61219035,460.535354234
90.0199611635,0.0,5179.69871922,-462.115,188.257,1126,460.558013547,0.999065,138.187,389.481857814,4966.02575153,460.551,3.33963729566,3433.80427778,3433.80427778,460.551,175.135,3433.80427778,1126,4843.04416327,460.558012804
100.805438349,0.0,5550.54922213,-461.57,188.381,1127,459.951157365,0.999195,138.296,409.267576539,5351.46953614,459.951,3.46023950385,3311.30549851,3311.30549851,459.951,201.745,3311.30549851,1127,5178.68849005,459.951157365
167.614714004,0.0,5555.13495629,-461.431,188.465,1128,459.662757378,0.999218,138.336,402.992472915,5267.020601,459.646,3.45305451551,3184.99553338,3184.99553338,459.646,178.57,3184.99553338,1128,5047.42317302,459.662729613
996.319317606,0.0,4963.54312919,-461.829,188.558,1129,459.843766511,0.999464,138.331,387.820179332,4311.5084465,459.836,3.66086439651,3599.5259771,3599.5259771,459.836,252.491,3599.5259771,1129,1418.4962243,459.843766511
107.348424821,0.0,3830.71584083,-461.54,188.745,1130,459.75858658,0.998883,138.35,296.314931755,3561.00618754,459.739,3.87319603234,3494.78160619,3494.78160619,459.739,293.979,3494.78160619,1130,3444.57565812,459.75858658
85.9244303359,0.0,4898.20558471,-460.946,188.8,1131,459.325087675,0.998722,138.417,373.417412445,4733.61844965,459.326,3.47782044793,3266.95655607,3266.95655607,459.326,185.391,3266.95655607,1131,4549.3571137,459.325002334
183.393593426,0.0,5391.19218626,-461.54,188.837,1132,459.848599949,0.99914,138.477,396.856302759,5064.74172461,459.823,3.39606828523,3063.27399661,3063.27399661,459.823,201.795,3063.27399661,1132,4876.3366984,459.848599949
106.313509097,0.0,5086.70158452,-461.898,188.936,1133,460.09356413,0.998655,138.544,388.174218752,4912.92674237,460.083,3.19482819955,3381.66099788,3381.66099788,460.083,131.129,3381.66099788,1133,4754.55028008,460.093552895
1374.75830758,0.0,4995.24948255,-461.53,189.009,1134,459.741708701,0.999419,138.611,367.010077457,4299.39850889,459.737,3.53460881035,3073.29324936,3073.29324936,459.737,196.38,3073.29324936,1134,200.410078052,459.741662936
90.7774747954,0.0,5360.82233621,-462.397,189.129,1135,460.308264159,0.999296,138.737,414.399365769,5265.19398839,460.304,3.69927643304,3210.79965666,3210.79965666,460.304,242.761,3210.79965666,1135,5037.67130287,460.308264159
1385.24683922,0.0,4963.9951893,-462.581,189.24,1136,460.478137784,0.99891,138.791,357.540958949,4293.77899182,460.472,3.53214596968,3750.9979798,3750.9979798,460.472,207.194,3750.9979798,1136,147.973902455,460.478055209
87.7971368938,0.0,5201.49953345,-462.206,189.286,1137,460.376228377,0.998661,138.856,404.158631152,5095.62597992,460.355,3.72476210783,3209.89422391,3209.89422391,460.355,262.766,3209.89422391,1137,4941.45250586,460.376228377
84.3965999324,0.0,5479.45396174,-461.561,189.421,1138,459.728891717,0.999087,138.866,423.247394109,5334.88994452,459.711,3.72465708631,3454.57262799,3454.57262799,459.711,263.118,3454.57262799,1138,5223.31724789,459.728891717
208.173154703,0.0,4828.91823534,-462.172,189.455,1139,460.427104092,0.999296,138.976,344.589100328,4481.54723436,460.426,3.18608587249,3418.33783449,3418.33783449,460.426,163.214,3418.33783449,1139,4158.13989751,460.427104092
130.332799969,0.0,5157.29006251,-461.247,189.594,1140,459.546981005,0.999021,138.981,392.961616842,4982.97614503,459.54,3.82084910446,3649.05350273,3649.05350273,459.54,267.092,3649.05350273,1140,4700.46816153,459.546980262
124.201894028,0.0,5115.75784275,-461.662,189.677,1141,459.847187174,0.999198,139.03,403.493220799,4886.53898521,459.839,3.80190807221,3209.70192691,3209.70192691,459.839,268.732,3209.70192691,1141,4747.01994068,459.847159124
120.045400945,0.0,4323.07968431,-461.545,189.79,1142,459.724487841,0.999217,139.027,337.738592017,4160.64440332,459.713,3.74207475263,3403.25169012,3403.25169012,459.713,275.679,3403.25169012,1142,3976.61978923,459.724481253
98.3530990403,0.0,5083.65094486,-461.745,189.854,1143,459.944381665,0.999203,139.118,391.779068493,4923.36343063,459.928,3.56126932251,3212.93166139,3212.93166139,459.928,222.669,3212.93166139,1143,4711.10844115,459.944381665
100.185405216,0.0,4696.8943142,-461.211,189.907,1144,459.506868227,0.998943,139.125,359.761264936,4556.15515514,459.491,3.58193145995,3307.02651493,3307.02651493,459.491,255.795,3307.02651493,1144,4395.33941868,459.506868227
660.88013681,0.0,5307.01431553,-461.437,189.974,1145,459.72007652,0.999363,139.267,376.588916383,4887.47817893,459.711,3.20349267391,3420.39534549,3420.39534549,459.711,158.041,3420.39534549,1145,3001.25651295,459.720069932
311.373942901,0.0,5573.13946375,-461.571,190.05,1146,459.787043596,0.999193,139.387,402.971451161,5147.73210143,459.781,3.37357798783,3352.33156502,3352.33156502,459.781,184.948,3352.33156502,1146,4422.18381393,459.787043596
127.633931511,0.0,5553.93791565,-461.2,190.128,1147,459.332684413,0.999391,139.426,413.294070721,5308.7866269,459.325,3.47404646818,3069.03059303,3069.03059303,459.325,224.776,3069.03059303,1147,5075.28839319,459.33267073
1519.2182206,0.0,5337.9096646,-461.182,190.304,1148,459.401960186,0.99939,139.495,389.387012914,4533.63455837,459.408,3.62685704483,2769.85618531,2769.85618531,459.408,261.525,2769.85618531,1148,11.8576758038,459.401929577
205.63183803,0.0,5720.1909443,-461.017,190.423,1149,459.119582685,0.999388,139.548,420.236397479,5358.06229025,459.107,3.74320625575,3402.67535585,3402.67535585,459.107,273.208,3402.67535585,1149,4975.78963422,459.119569002
435.902718596,0.0,5366.38717756,-461.441,190.52,1150,459.656597916,0.999057,139.597,402.553475751,4991.15918762,459.637,3.60150246115,3118.37835133,3118.37835133,459.637,247.223,3118.37835133,1150,3721.77253905,459.656570151
68.7419858404,0.0,4668.79748136,-461.816,190.603,1151,460.056946942,0.9991,139.661,371.102802577,4504.16832497,460.043,3.3620228086,3302.75081356,3302.75081356,460.043,182.996,3302.75081356,1151,4398.31430409,460.056946942
57.431979411,0.0,5073.73321453,-461.623,190.673,1152,459.803065791,0.998879,139.717,411.086777625,4971.56147016,459.803,3.74267307666,3310.49421413,3310.49421413,459.803,261.443,3310.49421413,1152,4887.45137627,459.803065791
143.320657897,0.0,5016.84333188,-461.386,190.73,1153,459.5017428,0.999148,139.819,388.446611457,4805.15681013,459.489,3.45151481738,3376.16567605,3376.16567605,459.489,200.618,3376.16567605,1153,4649.83335573,459.5017428
81.0128851939,0.0,4935.05317499,-461.658,190.903,1154,459.799663441,0.998923,139.828,388.825519309,4805.27482849,459.775,3.60777563529,3340.48978994,3340.48978994,459.775,227.096,3340.48978994,1154,4672.57318897,459.799663441
104.08113121,0.0,4860.04904564,-461.216,190.978,1155,459.504648852,0.998857,140.003,365.149746266,4703.86570572,459.504,3.7183465869,3443.13480403,3443.13480403,459.504,249.25,3443.13480403,1155,4499.95133446,459.504648852
107.956650904,0.0,5374.67760094,-461.239,191.063,1156,459.414358116,0.999051,140.06,401.145786426,5142.3891258,459.404,3.56203349248,2868.03676313,2868.03676313,459.404,220.691,2868.03676313,1156,4943.03101209,459.414351528
142.879940216,0.0,5360.27844787,-460.989,191.157,1157,459.134407843,0.998966,140.102,417.676135491,5192.6069271,459.124,3.7683070499,3274.03696984,3274.03696984,459.124,262.002,3274.03696984,1157,4846.73587908,459.134387571
104.134501614,0.0,5450.42805308,-460.996,191.271,1158,459.172235865,0.999066,140.181,420.836364542,5289.08103794,459.204,3.59932809615,3565.16689676,3565.16689676,459.204,254.021,3565.16689676,1158,5119.49644096,459.172235865
91.2484236671,0.0,4934.02134019,-461.157,191.397,1159,459.320711207,0.999354,140.257,373.043708013,4816.13258549,459.271,3.77086895252,3515.48900765,3515.48900765,459.271,266.331,3515.48900765,1159,4629.84085976,459.320711207
113.328158995,0.0,5124.06229267,-461.181,191.507,1160,459.131962068,0.999137,140.278,394.982295972,4862.4511361,459.125,3.60634731974,3405.27379334,3405.27379334,459.125,211.65,3405.27379334,1160,4740.4007675,459.13195548
120.773398444,0.0,5734.00096306,-461.452,191.622,1161,459.601520863,0.998846,140.357,442.440993761,5441.19168599,459.59,3.84577437616,3478.91474507,3478.91474507,459.59,292.928,3478.91474507,1161,5296.31276528,459.601461544
89.6984228052,0.0,5809.05112615,-461.726,191.732,1162,459.708576644,0.998816,140.367,451.275344492,5608.12003113,459.698,3.51858006301,3373.22542881,3373.22542881,459.698,224.584,3373.22542881,1162,5518.99890856,459.708545375
1496.9898945,0.0,5042.92575779,-461.225,191.808,1163,459.228715526,0.999423,140.427,374.612414224,3803.35370333,459.216,3.62669222819,3231.4101321,3231.4101321,459.216,248.444,3231.4101321,1163,547.93426667,459.228687476
1312.03002797,0.0,5274.66346628,-461.61,191.966,1164,459.663042072,0.99926,140.375,381.060232859,4335.97459139,459.654,3.6961467171,2399.75054885,2399.75054885,459.654,267.015,2399.75054885,1164,1652.08978516,459.663041329
1538.15793783,0.0,5033.45880586,-461.13,192.0,1165,459.325137285,0.999284,140.394,355.472071263,4037.43620184,459.315,3.53889180256,3404.30029789,3404.30029789,459.315,206.322,3404.30029789,1165,541.947874083,459.325137285
134.780733328,0.0,4895.48520963,-461.13,192.148,1166,459.333529942,0.999299,140.469,388.500803696,4687.26591516,459.327,3.66749464606,3434.29336463,3434.29336463,459.327,238.777,3434.29336463,1166,4384.06202232,459.333529942
1290.04937182,0.0,5345.25441803,-460.992,192.286,1167,459.096414403,0.99915,140.494,403.143629182,4603.31564741,459.074,3.6215866669,3246.6616378,3246.6616378,459.074,224.552,3246.6616378,1167,811.133854056,459.096414403
756.843312864,0.0,5633.44027435,-461.733,192.387,1168,459.832870931,0.998885,140.575,398.948161443,4704.61669867,459.833,3.51735864137,3592.49371396,3592.49371396,459.833,225.5,3592.49371396,1168,2731.78710169,459.832870931
81.9211620809,0.0,6022.90353146,-461.997,192.514,1169,460.008066688,0.998762,140.609,450.301410351,5887.52758907,459.996,3.45259363686,3112.96352626,3112.96352626,459.996,186.657,3112.96352626,1169,5754.19442095,460.007922274
846.025735878,0.0,5931.36539153,-461.81,192.597,1170,459.910958708,0.999088,140.641,429.473694897,5241.41041468,459.895,3.68170439006,3493.51985286,3493.51985286,459.895,251.515,3493.51985286,1170,3281.06369149,459.910814295
2286.584024,0.0,5224.0839116,-461.72,192.709,1171,459.947870717,0.999531,140.722,301.083703216,2527.68356809,459.948,3.2353572737,2757.40930994,2757.40930994,459.948,176.881,2757.40930994,1171,-274.758498335,459.947720236
1782.86212283,0.0,5176.73463771,-462.294,192.809,1172,460.363878235,0.999531,140.667,353.504653979,3326.06786666,460.35,3.61181615628,3529.44181252,3529.44181252,460.35,255.048,3529.44181252,1172,-163.967912113,460.363878235
68.7869920762,0.0,4737.46427554,-461.66,192.881,1173,459.952869516,0.99918,140.637,376.785194119,4651.40683861,459.941,3.38063600263,3356.92003237,3356.92003237,459.941,213.612,3356.92003237,1173,4509.11970305,459.952725103
68.4326235605,0.0,4943.45406632,-461.703,192.98,1174,460.05928356,0.998749,140.696,397.436716116,4840.78526076,460.048,3.73290701299,2889.98881698,2889.98881698,460.048,262.888,2889.98881698,1174,4735.52032246,460.059252951
435.341783323,0.0,5360.68584048,-461.539,193.045,1175,459.887564329,0.999322,140.838,405.078430911,4924.82220164,459.872,3.49915374983,1450.76749952,1450.76749952,459.872,223.105,1450.76749952,1175,3896.71463166,459.887419916
241.89946235,0.0,4796.28957394,-461.579,193.176,1176,459.922824766,0.999346,140.943,333.565204755,4435.46787786,459.92,3.49968921157,2980.90735255,2980.90735255,459.92,229.495,2980.90735255,1176,4046.44108548,459.922680352
895.729105616,0.0,5238.07739309,-461.276,193.266,1177,459.599367387,0.999383,141.084,395.238039582,4787.1523054,459.583,3.53619728978,3110.20314794,3110.20314794,459.583,230.945,3110.20314794,1177,2113.89218218,459.599367387
1346.8107033,0.0,5772.59749872,-461.269,193.357,1178,459.36988153,0.998892,141.101,442.377998613,4922.21325718,459.366,3.34836337372,2807.94836116,2807.94836116,459.366,187.794,2807.94836116,1178,2101.29854906,459.369850261
67.1864410392,0.0,4785.13614771,-461.235,193.508,1179,459.461655281,0.998893,141.079,378.113312896,4700.5131618,459.45,3.57045377473,3116.31775348,3116.31775348,459.45,247.027,3116.31775348,1179,4597.33621845,459.461477912
163.447723032,0.0,5811.77372629,-461.123,193.563,1180,459.430430292,0.999072,141.137,430.953074832,5583.6947629,459.405,3.63446358187,3398.48318191,3398.48318191,459.405,237.426,3398.48318191,1180,5167.0054236,459.430430292
46.1739486292,0.0,4895.64033857,-461.331,193.716,1181,459.490427896,0.999182,141.186,389.63104654,4833.51662045,459.484,3.68737889513,3081.8020275,3081.8020275,459.484,256.195,3081.8020275,1181,4743.68520458,459.49039494
55.7370694834,0.0,5172.25335029,-461.546,193.845,1182,459.496666536,0.999111,141.239,419.543667325,5100.85644632,459.498,3.71972495812,3045.73616475,3045.73616475,459.498,267.718,3045.73616475,1182,5006.67532855,459.496666536
86.8008944676,0.0,4604.56617664,-461.229,193.907,1183,459.41979991,0.998852,141.272,351.566090799,4439.0170258,459.408,3.46173270773,3365.73117524,3365.73117524,459.408,195.357,3365.73117524,1183,4334.1563609,459.41979991
1381.86569125,0.0,5579.85336905,-461.083,194.038,1184,459.369513902,0.999378,141.373,411.448793018,4433.23132575,459.366,3.85278401774,3104.39013616,3104.39013616,459.366,301.32,3104.39013616,1184,1103.01631603,459.369469698
830.566012847,0.0,5248.16614624,-461.121,194.079,1185,459.251014878,0.999281,141.457,411.366015372,4704.68769752,459.239,3.40946847995,3408.20067605,3408.20067605,459.239,194.741,3408.20067605,1185,2861.13012075,459.251014878
78.7237606637,0.0,5363.18745208,-461.539,194.197,1186,459.607522915,0.999294,141.512,402.919029155,5243.79776993,459.591,3.65141568302,3551.59022948,3551.59022948,459.591,268.385,3551.59022948,1186,5125.04681752,459.607522915
91.7624718878,0.0,4153.75350455,-461.335,194.313,1187,459.600145156,0.998676,141.47,313.4668198,4038.08273924,459.599,3.41887403183,3218.1517959,3218.1517959,459.599,196.31,3218.1517959,1187,3871.4652898,459.600145156
515.919663338,0.0,5403.69006513,-461.305,194.397,1188,459.621819728,0.998637,141.615,410.010212098,5122.6889007,459.61,3.55402255287,3147.51142424,3147.51142424,459.61,196.694,3147.51142424,1188,3585.60843984,459.621819728
87.1779285546,0.0,5254.08103018,-462.527,194.438,1189,460.525026595,0.999061,141.68,392.551336016,5082.37221042,460.504,3.68780251728,3126.04718734,3126.04718734,460.504,237.038,3126.04718734,1189,4958.29043295,460.525026595
135.570356667,0.0,5870.0879696,-461.72,194.488,1190,459.861365559,0.998966,141.792,440.739070312,5687.86909575,459.855,3.26687060772,3458.71833506,3458.71833506,459.855,166.305,3458.71833506,1190,5444.39588534,459.861332602
108.751385068,0.0,5049.37206036,-461.551,194.583,1191,459.779717993,0.998922,141.897,384.332898142,4872.32703898,459.779,3.75808560479,3680.99383484,3680.99383484,459.779,272.691,3680.99383484,1191,4689.38822311,459.779717993
80.7828856934,0.0,4737.9274886,-461.697,194.702,1192,459.8934696,0.998685,141.893,363.618400658,4592.45930795,459.875,3.67545054793,3490.22962589,3490.22962589,459.875,258.531,3490.22962589,1192,4485.47134206,459.8934696
1354.33980754,0.0,5018.9423306,-462.09,194.793,1193,460.277861865,0.998706,141.936,364.977412264,4331.06969004,460.268,3.25025873912,3385.8587606,3385.8587606,460.268,165.348,3385.8587606,1193,398.311375506,460.277861865
101.967684589,0.0,4839.78930255,-461.872,194.895,1194,459.996876445,0.998729,141.888,361.453264173,4719.96077832,459.99,3.63954266089,3304.63016023,3304.63016023,459.99,259.49,3304.63016023,1194,4498.63335365,459.996876445
98.4711789751,0.0,4854.27606947,-462.053,194.997,1195,460.244121521,0.998552,141.948,381.662877755,4731.35693961,460.251,3.36156215597,3283.06284088,3283.06284088,460.251,189.456,3283.06284088,1195,4476.54346073,460.244121521
216.542213941,0.0,5209.00217613,-462.18,195.099,1196,460.241677434,0.998651,142.013,379.091567907,4845.42494601,460.21,3.31629041018,3187.45879088,3187.45879088,460.21,166.487,3187.45879088,1196,4598.05299401,460.241677434
265.367217444,0.0,2348.20117358,-461.848,195.16,1197,459.986742596,0.9994,142.074,167.593745723,1988.49946383,459.979,3.70076972816,3201.31121417,3201.31121417,459.979,229.909,3201.31121417,1197,1507.64783477,459.986742596
169.799826366,0.0,5163.58259001,-461.948,195.3,1198,460.283109243,0.998869,142.09,367.120212445,4885.95661378,460.272,3.95634844299,2409.73358781,2409.73358781,460.272,274.566,2409.73358781,1198,4594.99012934,460.283109243
339.480964069,0.0,5774.58383741,-461.72,195.421,1199,460.014320555,0.999066,142.135,407.194079666,5264.86692956,460.008,4.00699124327,2851.05138732,2851.05138732,460.008,282.677,2851.05138732,1199,4787.66384043,460.014241803
114.358903587,0.0,5631.03394292,-461.748,195.501,1200,460.052963905,0.998854,142.211,426.428896233,5426.30746564,460.031,3.55592877611,3373.49937075,3373.49937075,460.031,216.148,3373.49937075,1200,5250.64884692,460.052935855
1087.36740975,0.0,5552.20905209,-461.228,195.62,1201,459.394119123,0.998714,142.267,410.698358164,4855.45169134,459.384,3.78792729829,3176.259046,3176.259046,459.384,264.126,3176.259046,1201,1632.45935708,459.394103967
1292.84445815,0.0,4998.61170659,-461.378,195.775,1202,459.527433406,0.99946,142.232,351.382369365,4157.74502869,459.516,3.43114911817,3398.24190445,3398.24190445,459.516,193.164,3398.24190445,1202,391.27232184,459.527433406
43.0919811135,0.0,5238.02619592,-461.887,195.831,1203,460.03195284,0.999355,142.179,413.383182177,5138.24272464,460.021,3.55286487513,3154.77071622,3154.77071622,460.021,212.429,3154.77071622,1203,5081.95215393,460.031861485
179.684210021,0.0,5145.33603361,-461.092,195.963,1204,459.341287663,0.998893,142.197,392.543770497,4905.0743896,459.341,3.79248574562,2876.73878409,2876.73878409,459.341,264.945,2876.73878409,1204,4423.57070077,459.341281075
113.645278324,0.0,4905.27305972,-461.704,196.115,1205,459.97912105,0.998621,142.167,376.796149007,4714.12477017,459.959,3.71156471874,3172.83550835,3172.83550835,459.959,251.919,3172.83550835,1205,4550.83193526,459.979091525
63.7635953683,0.0,5270.14798197,-461.539,196.233,1206,459.783410686,0.998744,142.271,405.53942619,5140.23321707,459.776,3.62177225576,3405.82321914,3405.82321914,459.776,245.89,3405.82321914,1206,5050.42916261,459.783410686
202.553306783,0.0,5413.85790378,-461.247,196.384,1207,459.52975212,0.999412,142.362,418.57954853,5169.52226042,459.536,3.62995749091,3538.76949037,3538.76949037,459.536,259.313,3538.76949037,1207,4703.60793422,459.529740886
1083.95680437,0.0,5386.16244459,-461.492,196.478,1208,459.666287,0.999473,142.489,415.970832356,4744.63071363,459.644,3.7400577471,3123.68460933,3123.68460933,459.644,268.532,3123.68460933,1208,1602.20752182,459.666287
1181.06979255,0.0,4243.0175655,-461.298,196.56,1209,459.459192562,0.999379,142.498,283.408898808,3216.12176705,459.457,3.45899226424,3174.18186721,3174.18186721,459.457,229.709,3174.18186721,1209,465.315634519,459.459192562
152.05528993,0.0,5094.63548195,-461.434,196.671,1210,459.504740032,0.999402,142.61,382.790024513,4909.502802,459.503,3.40987308561,3437.20523871,3437.20523871,459.503,177.313,3437.20523871,1210,4647.20785389,459.504711982
100.045992488,0.0,5081.62368759,-461.226,196.885,1211,459.325378115,0.999266,142.561,394.691043936,4919.11834707,459.296,3.84316302925,3588.4038446,3588.4038446,459.296,270.139,3588.4038446,1211,4772.71581595,459.325308251
1172.12738028,0.0,5537.97641858,-461.466,196.929,1212,459.516066027,0.999367,142.683,419.159943461,5032.92122183,459.512,3.32276753701,3305.62106605,3305.62106605,459.512,167.939,3305.62106605,1212,1527.97314674,459.516015235
123.053812818,0.0,5614.28625975,-461.958,197.057,1213,460.014940502,0.999314,142.637,436.534590802,5437.12127188,460.008,3.35579616463,3383.24622294,3383.24622294,460.008,194.105,3383.24622294,1213,5160.95379245,460.014910977
86.7947036773,0.0,5487.82015037,-461.885,197.106,1214,459.887360517,0.999127,142.629,429.64724999,5378.32496063,459.887,3.54760538504,3499.91099209,3499.91099209,459.887,225.652,3499.91099209,1214,5191.1307627,459.887360517
129.0583885,0.0,5648.11028336,-462.009,197.245,1215,460.12216078,0.999441,142.713,442.593482563,5458.80427251,460.09,3.71934977343,3385.59656755,3385.59656755,460.09,237.989,3385.59656755,1215,5215.64685107,460.122134281
69.3685767399,0.0,4290.48033104,-462.481,197.369,1216,460.606063453,0.998917,142.588,341.53110263,4176.1464678,460.591,3.55386689536,3387.15914918,3387.15914918,460.591,220.771,3387.15914918,1216,4080.48054506,460.606030497
191.509630502,0.0,5713.57438394,-462.395,197.493,1217,460.560674999,0.999128,142.766,428.068923229,5454.98234956,460.552,3.74596184146,3363.28013829,3363.28013829,460.552,239.551,3363.28013829,1217,5042.95063201,460.560518111
723.815135706,0.0,5601.79339665,-461.59,197.605,1218,459.869157331,0.999522,142.824,431.511637387,5276.3078868,459.855,3.6823516416,3135.28929809,3135.28929809,459.855,256.864,3135.28929809,1218,3112.94484764,459.869098853
936.82368333,0.0,5893.85309739,-462.217,197.623,1219,460.345419511,0.999266,142.901,408.318844166,5164.59193552,460.342,3.15460276577,3337.09413994,3337.09413994,460.342,147.783,3337.09413994,1219,2624.72264585,460.345290672
843.529063104,0.0,5181.83714681,-462.155,197.775,1220,460.340908613,0.999476,142.913,361.864771476,4499.96714808,460.323,3.67825434961,3308.50048327,3308.50048327,460.323,244.256,3308.50048327,1220,2162.44064392,460.340773185
1163.03104395,0.0,4950.11371698,-462.078,197.881,1221,460.260510574,0.999368,142.894,371.56303315,3779.32607597,460.251,3.67520481033,2923.87824507,2923.87824507,460.251,257.644,2923.87824507,1221,966.474092819,460.260477617
266.763760991,0.0,5545.83597581,-462.437,198.07,1222,460.553737754,0.999369,142.988,395.022779662,5159.48896884,460.547,3.48759650981,3312.21149314,3312.21149314,460.547,220.09,3312.21149314,1222,4592.43347532,460.553737754
315.65937645,0.0,5198.77241701,-462.332,198.176,1223,460.401849556,0.999693,143.026,385.712938052,4701.37633748,460.397,3.5913476182,3319.65639257,3319.65639257,460.397,239.236,3319.65639257,1223,4271.21170825,460.401738931
658.460853402,0.0,5652.26540918,-462.339,198.246,1224,460.335314166,0.999263,143.078,419.962571645,4989.41860102,460.309,4.03430643316,3365.50060677,3365.50060677,460.309,334.978,3365.50060677,1224,3126.83753566,460.335314166
89.021007293,0.0,5176.49027211,-462.329,198.327,1225,460.334696433,0.99856,143.082,411.411516457,5081.05064441,460.326,3.49582828583,3370.32842326,3370.32842326,460.326,186.222,3370.32842326,1225,4831.46711338,460.334696433
305.592015005,0.0,5297.03203587,-462.052,198.421,1226,460.232135003,0.998661,143.226,417.844220034,5104.38308194,460.22,3.70734399253,3432.29004773,3432.29004773,460.22,252.852,3432.29004773,1226,4203.88204057,460.232135003
112.474286803,0.0,5621.16629603,-462.083,198.477,1227,460.349368256,0.999415,143.388,426.092779138,5371.354822,460.341,3.63788592161,3364.0024185,3364.0024185,460.341,251.3,3364.0024185,1227,5233.23972096,460.349368256
