QFunRegParamNorm,AverageDiscountedReturn,AverageReturn,AverageEsReturn,AverageAbsY,MaxEsReturn,AverageAction,AverageQLoss,MinEsReturn,AverageQ,AverageAbsQYDiff,AveragePolicySurr,StdEsReturn,MaxReturn,MinReturn,Epoch,StdReturn,AverageAbsQ,AverageY,Iteration,PolicyRegParamNorm
38.816,102.199116023,451.241683805,795.689199025,6.57630616873,795.689199025,0.868244,0.0837316,795.689199025,6.57538,0.139043602913,-6.66484,0.0,803.268228505,-55.0138423817,117,324.107389581,6.57538,6.57624125333,117,42.4426
38.993,193.880830791,930.077080507,550.061446224,6.64881393013,550.061446224,0.890002,0.0681837,550.061446224,6.64775,0.13354736788,-6.74153,0.0,2729.20699477,94.3985987451,118,692.777536684,6.64775,6.64876621973,118,42.6988
39.2185,219.315050383,1804.10020744,1306.53624065,6.70237817589,1306.53624065,0.89565,0.115359,1306.53624065,6.70124,0.143843636789,-6.79617,0.0,3023.28743112,-197.264104375,119,1036.68340044,6.70124,6.70233643185,119,42.8945
39.4564,222.556045141,2551.9621435,479.760825782,6.751302169,479.760825782,0.92298,0.0991908,479.760825782,6.75028,0.143608049185,-6.84676,0.0,2633.28650854,2510.56670619,120,35.475004804,6.75028,6.75126669217,120,43.0239
39.653,137.834449427,671.446216716,1138.6892371,6.84465521044,1138.6892371,0.892195,0.0709044,1138.6892371,6.8438,0.136224800567,-6.9413,0.0,1881.36709797,-127.270465249,121,622.797719869,6.8438,6.84460911904,121,43.2309
39.8372,195.965542116,936.432705019,1826.86036861,6.97286543582,1826.86036861,0.862135,0.110156,1826.86036861,6.97158,0.14745148971,-7.06958,0.0,1323.45033092,689.427116911,122,222.264412176,6.97158,6.9728358191,122,43.4029
40.0327,263.840265864,2272.3180594,632.378162406,7.05431076864,632.378162406,0.886024,0.0981508,632.378162406,7.05307,0.147666725999,-7.14913,0.0,3348.53517501,692.661560137,123,893.489365166,7.05307,7.05425321294,123,43.5272
40.2732,171.666455502,443.903896825,1710.08792442,7.24483965162,1710.08792442,0.853731,0.0707378,1710.08792442,7.24389,0.141111139686,-7.3415,0.0,1663.50221661,-257.350016828,124,647.145654712,7.24389,7.24482033792,124,43.7767
40.5009,121.722177609,488.99350411,1398.03142661,7.31843296511,1398.03142661,0.897802,0.115048,1398.03142661,7.31745,0.150957926394,-7.41892,0.0,782.02156214,56.0298585337,125,191.818041191,7.31745,7.31840420984,125,43.9111
40.7088,265.268168481,3161.55610061,2002.29029949,7.4122084416,2002.29029949,0.922313,0.107233,2002.29029949,7.41039,0.149167303573,-7.5094,0.0,3262.77354686,3100.88609832,126,46.6844367116,7.41039,7.41215444506,126,44.0923
40.8857,223.080417868,2433.58211858,1907.86925931,7.56422046993,1907.86925931,0.922345,0.118126,1907.86925931,7.56356,0.153376358719,-7.65906,0.0,2803.56756418,564.819906872,127,645.611075238,7.56356,7.56416068023,127,44.2674
41.0976,205.248998781,850.088902746,2053.55433721,7.6637071213,2053.55433721,0.952245,0.115476,2053.55433721,7.66254,0.152783379315,-7.75867,0.0,1393.65013657,249.436598525,128,318.962941326,7.66254,7.66366204505,128,44.4518
41.2483,159.292285426,689.403333942,1247.96710529,7.73760598595,1247.96710529,0.929939,0.136095,1247.96710529,7.73588,0.158395911342,-7.83321,0.0,1100.69153919,-139.417020491,129,322.332833487,7.73588,7.73758248501,129,44.6726
41.4808,213.865833168,1045.05648882,819.951392566,7.8191930383,819.951392566,0.905224,0.122521,819.951392566,7.81833,0.156603433095,-7.92619,0.0,2171.02529211,351.539547393,130,523.810469805,7.81833,7.81916498262,130,44.9004
41.6438,227.424329267,919.542827595,452.356410168,7.92317951396,452.356410168,0.886585,0.11407,452.356410168,7.92171,0.156134566715,-8.02318,0.0,1518.88566355,196.222327341,131,415.031415725,7.92171,7.92314598609,131,45.0427
41.8419,151.143737557,626.87188371,1841.00759657,7.97512110885,1841.00759657,0.88509,0.126428,1841.00759657,7.97369,0.161207766131,-8.07055,0.0,955.940742388,375.560182902,132,194.179880906,7.97369,7.97507446438,132,45.1836
42.0535,242.021003805,2384.28337393,461.004098631,8.07622618867,461.004098631,0.938393,0.116568,461.004098631,8.07527,0.155394743754,-8.1759,0.0,3188.42723513,616.214287661,133,794.384944876,8.07527,8.07619557209,133,45.2665
42.2012,189.534741127,860.471351189,1934.62228102,8.15754968472,1934.62228102,0.928367,0.142515,1934.62228102,8.15589,0.162783120971,-8.25625,0.0,2026.20463209,-12.8630345792,134,577.202691857,8.15589,8.1574947073,134,45.4414
42.3821,227.902342968,1202.73827139,1892.0283476,8.31748354279,1892.0283476,0.949143,0.114725,1892.0283476,8.31645,0.155076055119,-8.42113,0.0,2634.92379512,258.570715939,135,684.609179351,8.31645,8.31745537233,135,45.6787
42.6137,142.082338895,752.549916903,1927.35334514,8.4966031161,1927.35334514,0.952315,0.167685,1927.35334514,8.49503,0.172687079849,-8.59525,0.0,1766.14301348,386.84486138,136,380.676017517,8.49503,8.49655432128,136,45.8932
42.7767,193.667793862,1312.11560015,1962.46270845,8.55942806484,1962.46270845,0.933612,0.150147,1962.46270845,8.55816,0.16863672078,-8.66188,0.0,2883.29948279,303.60880915,137,750.306706567,8.55816,8.55939542956,137,46.0768
42.9277,244.740304122,2337.41486945,1747.20879022,8.65530027679,1747.20879022,0.94133,0.133205,1747.20879022,8.65372,0.160680462889,-8.75462,0.0,3140.77581819,728.192929164,138,665.19177866,8.65372,8.6552676816,138,46.2629
43.0498,198.926193616,1513.17430488,2064.41456699,8.78427222645,2064.41456699,0.94205,0.135022,2064.41456699,8.78314,0.16653694937,-8.89411,0.0,2879.72557791,301.251401297,139,848.265049971,8.78314,8.78420263925,139,46.4393
43.2313,194.524615087,976.346065323,1822.4685015,8.8884564494,1822.4685015,0.98678,0.147329,1822.4685015,8.8873,0.172524153178,-8.99146,0.0,1801.804537,328.59367157,140,503.68653709,8.8873,8.88841009016,140,46.6463
43.4224,250.708964505,1690.63543774,291.405513889,8.9755363863,291.405513889,0.956592,0.126263,291.405513889,8.97468,0.165331405249,-9.08266,0.0,3342.37707425,223.067828435,141,1004.38348733,8.97468,8.97550006968,141,46.8288
43.5589,259.112422713,1812.11863329,2165.37216403,9.10100939544,2165.37216403,0.96031,0.120496,2165.37216403,9.09958,0.162768312668,-9.2065,0.0,3211.80810111,604.324909955,142,964.123541882,9.09958,9.10094707888,142,46.9947
43.6849,254.858373308,2750.74394646,1887.19714886,9.28518658102,1887.19714886,0.93895,0.146246,1887.19714886,9.28316,0.16674613923,-9.3846,0.0,3298.98321723,698.00238586,143,764.454232272,9.28316,9.28515100482,143,47.1304
43.8526,157.28809276,474.646284043,1584.402387,9.34092854168,1584.402387,0.948837,0.123141,1584.402387,9.3401,0.16498270856,-9.44258,0.0,845.139054994,116.026762069,144,231.561332923,9.3401,9.34087082519,144,47.2427
44.048,245.059365842,3047.92463589,1785.78976146,9.40493317958,1785.78976146,0.929547,0.156834,1785.78976146,9.40359,0.17208511824,-9.50305,0.0,3111.46688906,2990.28576985,145,43.734552964,9.40359,9.40487593347,145,47.4282
44.1954,223.119189142,1475.82964275,1540.24087527,9.55414702159,1540.24087527,0.937028,0.138596,1540.24087527,9.55332,0.169187315724,-9.65896,0.0,3251.52027794,531.005206142,146,932.814734595,9.55332,9.55412798746,146,47.5708
44.3372,266.736791723,3234.69744022,1556.40069552,9.65401923422,1556.40069552,0.93184,0.122597,1556.40069552,9.6526,0.164755239753,-9.76416,0.0,3327.1357382,3098.04630505,147,62.7074746117,9.6526,9.65398696818,147,47.7865
44.4369,139.908901532,527.393448924,2095.35306418,9.81215417353,2095.35306418,0.9455,0.126074,2095.35306418,9.81082,0.167850204728,-9.91583,0.0,1398.47224646,238.805701705,148,321.581488803,9.81082,9.81208466391,148,47.9307
44.7492,247.107702756,2799.08620885,1795.51405962,9.87435548953,1795.51405962,0.947858,0.219108,1795.51405962,9.87262,0.188339713548,-9.98105,0.0,3243.05916643,1046.31886306,149,624.98786917,9.87262,9.87428597054,149,48.0001
44.8816,258.547049549,2347.21066794,1963.0561007,10.0268928522,1963.0561007,0.936468,0.175813,1963.0561007,10.0255,0.17903869771,-10.134,0.0,3329.62584869,1685.14683414,150,536.409341339,10.0255,10.0268693334,150,48.1262
45.0524,247.631797248,2927.00529129,2011.87075544,10.1507026922,2011.87075544,0.933559,0.21302,2011.87075544,10.1492,0.182215739327,-10.2507,0.0,2993.12798032,2836.1550953,151,46.5938355439,10.1492,10.1506766822,151,48.2531
45.1938,246.911119004,2785.85803821,2225.2989335,10.336953702,2225.2989335,0.948546,0.166774,2225.2989335,10.3355,0.176890417676,-10.4403,0.0,2988.46841272,1562.17199692,152,411.305133724,10.3355,10.3369160199,152,48.3649
45.3416,232.050895327,2738.94271693,1987.22810832,10.3393963942,1987.22810832,0.927383,0.227696,1987.22810832,10.3381,0.183370152371,-10.4424,0.0,2811.65889629,2576.04649187,153,64.6372694472,10.3381,10.3393548433,153,48.5155
45.49,242.356861837,2711.3097531,617.708729512,10.3527945027,617.708729512,0.946122,0.146321,617.708729512,10.3515,0.169917585194,-10.4552,0.0,3311.01427298,307.907937255,154,971.297562845,10.3515,10.3527676051,154,48.7257
45.7172,272.055800708,3253.32923013,1921.2911673,10.483572967,1921.2911673,0.935027,0.185134,1921.2911673,10.4823,0.17953820362,-10.5814,0.0,3417.80525448,2847.76583324,155,164.452092769,10.4823,10.4835417008,155,48.8495
45.9368,191.75946338,1558.38993224,2196.35047125,10.5816668254,2196.35047125,0.941275,0.261257,2196.35047125,10.5799,0.195185746652,-10.6845,0.0,3253.22688983,-162.438792304,156,1342.70503212,10.5799,10.5815896271,156,48.9104
46.1605,228.322951028,2929.3762217,807.10099033,10.7341539513,807.10099033,0.969628,0.22489,807.10099033,10.7324,0.192349433542,-10.8462,0.0,3048.87575236,2713.17684715,157,94.5027324544,10.7324,10.7340754112,157,48.9917
46.2362,268.78767561,3185.19216489,648.943306179,10.7770962683,648.943306179,0.934661,0.175282,648.943306179,10.7764,0.180039534969,-10.882,0.0,3245.11267653,3112.92802046,158,45.4041242364,10.7764,10.7770608881,158,49.1212
46.3772,267.663645278,3099.0575577,1811.24941811,10.8579661205,1811.24941811,0.934913,0.17704,1811.24941811,10.857,0.179311665543,-10.9549,0.0,3171.11970696,3018.44974686,159,50.9563533148,10.857,10.8579194588,159,49.2322
46.4937,256.820072229,3200.89544997,2315.59211331,11.0081867041,2315.59211331,0.929482,0.181259,2315.59211331,11.0068,0.180686735879,-11.1137,0.0,3290.79902526,3058.02567899,160,70.270676997,11.0068,11.0081319398,160,49.3181
46.6486,270.236547087,3263.58722215,1841.96243259,11.0932087147,1841.96243259,0.964902,0.193114,1841.96243259,11.0917,0.186402917192,-11.2028,0.0,3385.93158737,3187.81218149,161,69.361076556,11.0917,11.0931482376,161,49.506
46.7788,243.102803232,2842.53056065,1755.10068613,11.2385755436,1755.10068613,0.98098,0.199055,1755.10068613,11.2369,0.180719127371,-11.3533,0.0,2925.25497796,2763.35584907,162,43.6619105304,11.2369,11.2385263479,162,49.6142
46.9676,195.528218133,1833.51489722,2099.75048435,11.3020453805,2099.75048435,0.940305,0.261884,2099.75048435,11.3009,0.191608186132,-11.417,0.0,2966.69916621,221.14323342,163,1069.60816867,11.3009,11.3019789685,163,49.7933
47.1075,203.60398615,1562.60038884,1264.86985367,11.4142172178,1264.86985367,0.942788,0.184209,1264.86985367,11.413,0.178064038477,-11.5251,0.0,2834.30984786,313.609605614,164,953.905763821,11.413,11.4141599341,164,49.9248
47.2579,221.446502404,2695.78631766,1998.64669835,11.4567905525,1998.64669835,0.949636,0.252692,1998.64669835,11.4559,0.192640612761,-11.5721,0.0,2784.50393527,2563.62899162,165,61.3864330764,11.4559,11.4567518638,165,50.0107
47.4072,238.145444175,2677.89155011,1992.99078037,11.7021043356,1992.99078037,0.940643,0.259446,1992.99078037,11.7003,0.193062308008,-11.8108,0.0,3031.19334533,480.928264424,166,735.210422501,11.7003,11.7020935943,166,50.156
47.577,139.841661165,605.033430772,1939.81153621,11.7732309731,1939.81153621,0.913984,0.264592,1939.81153621,11.7717,0.1969053506,-11.8901,0.0,1654.36136914,175.681666917,167,430.010136872,11.7717,11.7731855537,167,50.3139
47.705,228.773700506,1559.03827676,1919.06342983,11.8957989379,1919.06342983,0.93446,0.227128,1919.06342983,11.8942,0.18937290671,-12.0083,0.0,2726.00881301,701.060702882,168,654.378323937,11.8942,11.8957469976,168,50.4039
47.8361,255.176337659,2636.21754961,1762.59282278,11.9915274673,1762.59282278,0.946702,0.19731,1762.59282278,11.9905,0.186637771404,-12.0963,0.0,3156.10644895,1506.4380394,169,561.365458408,11.9905,11.9914760858,169,50.5248
48.0195,118.829338809,600.572300705,1101.16396955,12.0461784531,1101.16396955,0.954903,0.266847,1101.16396955,12.0445,0.198487664217,-12.1506,0.0,1741.5527169,-32.0472878918,170,445.463912385,12.0445,12.0461295653,170,50.6436
48.1491,254.212527214,2709.67066627,1849.28432065,12.1421014963,1849.28432065,0.956719,0.241757,1849.28432065,12.1408,0.194248005536,-12.2452,0.0,3241.53415177,1021.70977193,171,705.591466521,12.1408,12.1420531892,171,50.7628
48.2472,275.602288781,3325.16800242,2108.45726068,12.2607252632,2108.45726068,0.951561,0.210499,2108.45726068,12.2593,0.189100610549,-12.3635,0.0,3433.37886972,3203.6230947,172,77.0326654428,12.2593,12.2606872259,172,50.8132
48.3879,264.807564978,2998.48349349,2152.49093952,12.3926139616,2152.49093952,0.939309,0.241886,2152.49093952,12.391,0.196562333461,-12.5015,0.0,3263.47055908,1151.79140572,173,617.1028372,12.391,12.392569742,173,50.9191
48.6025,250.365272315,2245.73575503,1974.49604211,12.4962786837,1974.49604211,0.953375,0.242606,1974.49604211,12.4949,0.196650392559,-12.6096,0.0,3227.08581911,403.675444156,174,1009.38685729,12.4949,12.4962250836,174,51.0238
48.6875,264.492596433,3262.88994665,2219.34410091,12.5712205225,2219.34410091,0.936104,0.250214,2219.34410091,12.5693,0.199342223166,-12.6907,0.0,3392.84857801,3050.99065659,175,96.3788660719,12.5693,12.5711701235,175,51.1442
48.8484,251.982866909,2709.31002597,2047.44883732,12.6305245167,2047.44883732,0.951743,0.21365,2047.44883732,12.6291,0.188172952431,-12.7368,0.0,3297.12358753,535.200648189,176,802.304770006,12.6291,12.6304817542,176,51.2706
48.9877,243.029812939,2330.91551369,1962.98584046,12.7424413985,1962.98584046,0.945607,0.206731,1962.98584046,12.7416,0.191407338167,-12.8569,0.0,3059.8182697,806.528394767,177,843.550914703,12.7416,12.7423942878,177,51.3673
49.1507,241.818029668,2782.92854342,2094.46331343,12.8946084867,2094.46331343,0.956084,0.234449,2094.46331343,12.8932,0.19555052054,-13.0084,0.0,3073.87713035,747.734438163,178,680.794660888,12.8932,12.894549579,178,51.5439
49.3042,251.891618709,2339.40508716,2047.79303805,12.9768380148,2047.79303805,0.964009,0.242064,2047.79303805,12.9758,0.200123785634,-13.0908,0.0,3102.38403395,828.947085658,179,667.216465246,12.9758,12.9768084855,179,51.6835
49.3956,228.934402099,2683.5535574,1469.99363264,13.063715779,1469.99363264,0.952959,0.222187,1469.99363264,13.0617,0.193336169474,-13.1733,0.0,2848.91225031,2154.11503315,180,202.434215614,13.0617,13.0636746762,180,51.7868
49.5303,151.001633041,755.998505539,2186.07664546,13.2846010156,2186.07664546,0.987346,0.302512,2186.07664546,13.283,0.213151132218,-13.3989,0.0,2640.93952231,-5.58081508475,181,862.59244183,13.283,13.2845742959,181,51.8673
49.5842,271.450769663,2896.79716018,1910.96172452,13.3408180955,1910.96172452,0.948223,0.243183,1910.96172452,13.3391,0.193720346121,-13.4469,0.0,3330.82356187,79.6731262776,182,946.877000824,13.3391,13.3407876369,182,51.9687
49.697,192.670040288,1348.4130739,1935.77054625,13.4543834567,1935.77054625,0.970832,0.279357,1935.77054625,13.4529,0.203948380828,-13.5727,0.0,2503.30654878,352.934674308,183,722.057592979,13.4529,13.4543474182,183,52.1714
49.8065,259.85949656,3031.89152832,1882.11314632,13.5544005388,1882.11314632,0.932885,0.377587,1882.11314632,13.5529,0.21144117048,-13.6601,0.0,3149.75100582,2446.43140044,184,200.443996742,13.5529,13.5543591242,184,52.2054
49.95,246.789953367,1651.19808159,1058.6461294,13.5880840674,1058.6461294,0.972253,0.326574,1058.6461294,13.5858,0.208651976882,-13.7001,0.0,3345.17692228,411.546087919,185,1038.66389092,13.5858,13.5880605475,185,52.4257
50.1045,250.806165536,3123.59424677,1938.53714023,13.6818713005,1938.53714023,0.942917,0.311236,1938.53714023,13.6803,0.205216959919,-13.7938,0.0,3211.03117505,2987.74663397,186,69.7919322073,13.6803,13.6818176304,186,52.4841
50.1888,181.438047666,965.0971307,2018.85832851,13.7919097292,2018.85832851,0.961395,0.276103,2018.85832851,13.7915,0.19821965426,-13.9052,0.0,2433.62972276,-171.634370253,187,749.712688728,13.7915,13.791863783,187,52.6807
50.3174,289.396443047,3292.27473601,2115.67178513,13.9111220873,2115.67178513,0.931316,0.287358,2115.67178513,13.9087,0.201146166358,-14.0291,0.0,3716.92685143,985.849230191,188,781.298227867,13.9087,13.911079862,188,52.822
50.3881,168.075998145,1730.2174455,51.3642726595,13.9511771291,51.3642726595,0.963443,0.21792,51.3642726595,13.9503,0.19414919456,-14.0651,0.0,2239.97728775,138.085739868,189,668.457365479,13.9503,13.9511430628,189,52.948
50.5605,167.317492816,435.996240611,2095.40507329,14.0178465897,2095.40507329,0.95756,0.377017,2095.40507329,14.0158,0.219107460401,-14.1255,0.0,2939.76587276,-280.568171104,190,901.393253888,14.0158,14.01779894,190,53.0638
50.6954,206.509234833,2039.00158686,1989.68035046,14.1237978472,1989.68035046,0.969351,0.302561,1989.68035046,14.1231,0.20593396698,-14.2288,0.0,2883.95345505,300.732925453,191,836.936193978,14.1231,14.1237855561,191,53.1582
50.7956,246.79354077,2415.85510243,1506.47528903,14.2190111132,1506.47528903,0.952293,0.390333,1506.47528903,14.2173,0.218347281503,-14.3311,0.0,3350.87561082,-128.441390623,192,1239.82929162,14.2173,14.2189512419,192,53.2306
50.8907,273.043756698,3172.05428148,1887.53249336,14.3087504221,1887.53249336,0.930649,0.229175,1887.53249336,14.3075,0.190715822358,-14.416,0.0,3320.95980421,2740.88062662,193,154.903085502,14.3075,14.3087148021,193,53.3587
51.0222,132.241626035,665.822459943,2022.86916222,14.3500327974,2022.86916222,0.973174,0.281424,2022.86916222,14.3488,0.204194427289,-14.4681,0.0,1691.66314631,-381.378466421,194,759.622328657,14.3488,14.3499600021,194,53.4911
51.109,249.776276941,2805.12123924,1818.76193536,14.4968271774,1818.76193536,0.944621,0.328786,1818.76193536,14.4959,0.210647667674,-14.6137,0.0,3188.97867149,865.40297065,195,652.453240245,14.4959,14.49678389,195,53.618
51.2448,237.170015928,2888.85856612,2048.8390955,14.5276771481,2048.8390955,0.950099,0.243794,2048.8390955,14.5264,0.201875613916,-14.6454,0.0,3209.4543847,2418.67437939,196,221.611021248,14.5266,14.5276066562,196,53.7035
51.3679,251.063395746,2534.18435493,2158.16551162,14.6560405966,2158.16551162,0.952502,0.404163,2158.16551162,14.6549,0.218181797076,-14.7662,0.0,3301.93352407,337.921368216,197,1040.79871572,14.6549,14.6559792084,197,53.8975
51.4878,205.084621181,2159.43978874,1926.13862778,14.7685554605,1926.13862778,0.977528,0.341345,1926.13862778,14.7672,0.210212096959,-14.8818,0.0,2656.0357655,653.322107153,198,651.857691738,14.7672,14.7685189129,198,54.0584
51.6613,235.129471402,2528.51873069,2174.32874181,14.8250681162,2174.32874181,0.983745,0.402761,2174.32874181,14.8226,0.225504034904,-14.9475,0.0,2821.91866389,2154.18673279,199,213.481684418,14.8226,14.825028473,199,54.1625
51.7728,113.06440527,507.51842433,1956.74639436,14.9951557124,1956.74639436,0.972685,0.272987,1956.74639436,14.9936,0.20228340622,-15.1164,0.0,895.056763009,-197.698603308,200,358.127661002,14.9936,14.9950996618,200,54.2875
51.9209,220.444883489,2456.25363079,2066.88216032,15.048147853,2066.88216032,0.958257,0.323383,2066.88216032,15.0469,0.212816482123,-15.1645,0.0,3152.7180778,792.608707726,201,670.181457514,15.0469,15.0481181154,201,54.2974
52.1081,264.939689192,3314.62495195,1789.56155915,15.1070045412,1789.56155915,0.945302,0.288255,1789.56155915,15.1056,0.212625921957,-15.2222,0.0,3443.51653122,3156.28584446,202,72.4069720082,15.1056,15.1069534792,202,54.3511
52.2245,254.449557151,2994.55375478,1986.30559467,15.3397934236,1986.30559467,0.977824,0.333996,1986.30559467,15.3385,0.217934897646,-15.4554,0.0,3332.44775338,1515.45880816,203,511.39451619,15.3385,15.3397301271,203,54.5115
52.3294,243.289211873,2921.11935431,2127.28389911,15.3341383634,2127.28389911,0.952997,0.382825,2127.28389911,15.3327,0.218392721876,-15.4497,0.0,3007.27336708,2722.39737745,204,91.7135998009,15.3327,15.3340917318,204,54.5992
52.4837,222.667855809,2497.44505193,2030.00523317,15.4390376377,2030.00523317,0.979241,0.431392,2030.00523317,15.4372,0.228915349843,-15.5479,0.0,3016.71767004,1723.88448544,205,382.329449256,15.4372,15.4389847949,205,54.7094
52.5953,249.767442242,3149.14491555,1818.95840407,15.4755417949,1818.95840407,0.964716,0.37324,1818.95840407,15.4742,0.21819758382,-15.5921,0.0,3249.71659886,3040.9825452,206,70.4378620963,15.4742,15.4755002834,206,54.7346
52.6801,234.323423139,2736.38703085,2109.25416124,15.5842657362,2109.25416124,0.954799,0.340271,2109.25416124,15.5825,0.212773362206,-15.6923,0.0,2778.54603256,2635.59693472,207,49.1548073082,15.5825,15.5842483502,207,54.7804
52.7946,193.162472573,1933.57567214,1905.88586571,15.7182030346,1905.88586571,0.971434,0.410106,1905.88586571,15.7174,0.220829662329,-15.8159,0.0,2616.82750485,992.573936868,208,476.97720526,15.7174,15.7181735601,208,54.8992
52.8995,239.226390352,2011.76516818,1684.00681091,15.6833319062,1684.00681091,0.961084,0.320979,1684.00681091,15.6813,0.218744517593,-15.7906,0.0,3068.87576567,-71.1054302673,209,1260.66175619,15.6813,15.6833054092,209,55.0176
53.031,264.417945639,3145.24571305,2058.2263881,15.8513612897,2058.2263881,0.974909,0.370513,2058.2263881,15.8496,0.217604284614,-15.9671,0.0,3305.91573328,2916.90792548,210,124.922387046,15.8496,15.8513575085,210,55.1512
53.2013,187.649071806,1893.84985809,2065.54103574,15.9323356775,2065.54103574,0.980525,0.459439,2065.54103574,15.9308,0.229722292802,-16.0658,0.0,2835.58315701,-308.834775023,211,1004.81271176,15.9308,15.9322767832,211,55.2295
53.3456,242.980680334,2926.2143357,1956.30505162,16.025540748,1956.30505162,0.944614,0.352489,1956.30505162,16.0246,0.213510309288,-16.1421,0.0,3108.96354413,2750.05696607,212,88.2237156884,16.0246,16.0255214238,212,55.3415
53.4889,236.933015432,2281.25313808,1883.2398502,16.0450941953,1883.2398502,0.957523,0.414769,1883.2398502,16.0438,0.220890336728,-16.1563,0.0,3080.50113168,477.808681046,213,821.890074781,16.0438,16.0450507536,213,55.5633
53.6414,180.80051271,1197.89666123,1909.22790485,16.0892241888,1909.22790485,0.978206,0.408551,1909.22790485,16.0874,0.219843701807,-16.1941,0.0,2644.24084866,-369.845131116,214,856.829171255,16.0874,16.0891791249,214,55.5852
53.7453,258.019665324,3025.65261662,1990.64360075,16.1462491393,1990.64360075,0.946611,0.357347,1990.64360075,16.1455,0.216518160793,-16.2553,0.0,3349.62395542,2468.88689471,215,253.392689926,16.1455,16.1462069027,215,55.7186
53.8473,265.424203563,2923.17742984,2145.93554844,16.3792220465,2145.93554844,0.93961,0.32865,2145.93554844,16.3774,0.218022476671,-16.4923,0.0,3306.1798764,1655.0515112,216,443.562562709,16.3774,16.3791791095,216,55.8932
53.9824,264.098558227,2631.19102706,2214.89596467,16.351748219,2214.89596467,0.947229,0.30849,2214.89596467,16.351,0.217088558089,-16.4632,0.0,3183.42752372,578.722869864,217,823.278786186,16.351,16.3517133303,217,56.0325
54.0998,257.350161753,3150.67237025,2071.51093262,16.5334198348,2071.51093262,0.950129,0.327017,2071.51093262,16.5323,0.208916099982,-16.6445,0.0,3274.8465311,3040.34210031,218,57.1224418242,16.5323,16.533373311,218,56.0195
54.1957,273.415244101,3251.42617564,1937.16966166,16.6583736591,1937.16966166,0.946136,0.435628,1937.16966166,16.6564,0.223496834333,-16.7692,0.0,3365.97305848,3104.19644527,219,76.0236645512,16.6564,16.6583437897,219,56.1127
54.3133,261.592499323,3106.11411556,1988.59585813,16.7068706128,1988.59585813,0.951095,0.357135,1988.59585813,16.7053,0.217340804431,-16.8181,0.0,3372.93322995,2876.7326592,220,144.759539178,16.7053,16.7068216852,220,56.2192
54.4199,281.414761203,3412.37133073,1774.60627041,16.7241649798,1774.60627041,0.942409,0.397444,1774.60627041,16.7229,0.227433266542,-16.8328,0.0,3552.80434717,3198.37242179,221,99.3910466419,16.7229,16.7241302607,221,56.3441
54.5624,250.906864554,3140.62548139,1913.3226726,16.7809914109,1913.3226726,0.974395,0.400575,1913.3226726,16.7801,0.224316250819,-16.8995,0.0,3278.73586558,2912.33876017,222,118.313016552,16.7801,16.7809641851,222,56.3902
54.6948,253.188328315,3172.88634476,2053.08433363,16.7667437367,2053.08433363,0.984396,0.469432,2053.08433363,16.765,0.226500855439,-16.8861,0.0,3265.3741967,2988.53592524,223,94.3731297324,16.765,16.766704097,223,56.5061
54.7709,219.906386145,1711.34475427,1926.12739431,17.0680525887,1926.12739431,0.987894,0.282892,1926.12739431,17.0675,0.209933764006,-17.1835,0.0,2910.10630958,779.010750044,224,837.304300726,17.0675,17.0680277529,224,56.6208
54.8432,225.39674776,2603.12336795,1978.27019634,16.9954623962,1978.27019634,0.970769,0.416687,1978.27019634,16.9943,0.220754066417,-17.1081,0.0,2868.69432145,2395.04767048,225,169.042730411,16.9943,16.9954379918,225,56.7337
54.9861,227.17497968,2540.23666027,1834.55950653,17.0701988088,1834.55950653,0.976968,0.580228,1834.55950653,17.0684,0.236956280106,-17.1735,0.0,3120.05916852,998.595041977,226,569.947078215,17.0684,17.070127535,226,56.7878
55.0958,274.502992199,3346.11416731,1946.18606391,17.1552678702,1946.18606391,0.958049,0.424343,1946.18606391,17.1544,0.220127849233,-17.2742,0.0,3452.59481217,3159.80807679,227,91.7410949732,17.1544,17.1552411474,227,56.8179
55.1761,251.880455238,3027.26654329,2035.54024174,17.250760416,2035.54024174,0.976943,0.383401,2035.54024174,17.2498,0.216445443646,-17.365,0.0,3131.81518963,2919.66187308,228,64.8719063469,17.2498,17.2506937063,228,56.9311
55.2927,270.831170865,2887.93371204,2226.36881402,17.3222324644,2226.36881402,0.950906,0.437023,2226.36881402,17.3209,0.221609514335,-17.4285,0.0,3291.06964951,807.364355727,229,739.280821707,17.3209,17.3221822799,229,57.1421
55.4017,250.988733253,2942.12770072,2185.06612564,17.3964980326,2185.06612564,0.957674,0.462127,2185.06612564,17.3952,0.223137695808,-17.5037,0.0,3304.25120763,1747.69148797,230,422.389456703,17.3952,17.396458886,230,57.1858
55.5148,252.036538332,2620.83663611,2000.98676735,17.4735824402,2000.98676735,0.957457,0.420801,2000.98676735,17.472,0.219474412387,-17.578,0.0,3233.13668584,619.067880952,231,910.272897148,17.472,17.4735446141,231,57.2457
55.642,236.825624783,1994.97728165,2210.69722346,17.5327355102,2210.69722346,0.96874,0.346803,2210.69722346,17.5328,0.21475834671,-17.6495,0.0,3227.7847522,-102.817067515,232,1214.72343717,17.5328,17.5327026091,232,57.3821
55.729,242.564970125,2543.3774727,2239.20281541,17.5876473396,2239.20281541,0.957604,0.397593,2239.20281541,17.5855,0.217160166039,-17.698,0.0,3383.54585085,-188.245019278,233,1013.44695749,17.5855,17.5876045252,233,57.5291
