QFunRegParamNorm,AverageDiscountedReturn,MaxReturn,AverageAbsQYDiff,StdReturn,AverageReturn,AverageY,PolicyRegParamNorm,MinReturn,StdForwardProgress,AverageEsReturn,AverageQLoss,StdEsReturn,MaxForwardProgress,AveragePolicySurr,MaxEsReturn,AverageAction,Epoch,AverageAbsY,AverageAbsQ,MinForwardProgress,AverageQ,MinEsReturn,AverageForwardProgress
8.0192,6.99316421747,90.3797782869,0.00163349570183,29.2333187388,8.97774300921,0.00724727965842,14.9932,-40.9725827536,0.27457711431,19.2649204107,4.94441e-06,25.4060589987,0.695491553415,-0.00842637,80.3572128698,0.832841,10,0.00768372845223,0.00759384,-0.572918501992,0.00724732,-59.7158068139,-0.0908004142957
8.11877,39.6188395835,100.591377149,0.0013614015502,14.5398908722,64.6867786192,0.00900210167484,15.5523,24.9059312666,0.13672848936,7.1914739404,3.398e-06,30.0329204237,0.795397028422,-0.0099826,58.5910216486,0.952612,11,0.0100093679977,0.00997107,0.0931636167714,0.00900082,-39.8177286192,0.457246079389
8.25434,2.02164307982,29.5437155828,0.00152678418437,7.33550583447,1.46386912027,0.0121943107922,15.9027,-14.5748180847,0.0638506246807,29.9294525327,4.69374e-06,28.232641765,0.096258995042,-0.0134174,98.2530169038,0.9506,12,0.0138644462344,0.0138204,-0.282129303447,0.0121923,-3.07450554483,-0.11884751507
8.45659,32.6968843955,90.196938699,0.00179105460992,17.8816758133,56.7860151465,0.0149870889511,16.1105,8.95103545126,0.178374263849,17.4386021399,7.05098e-06,33.4328601674,0.693138943885,-0.0164232,79.2887024793,0.899422,13,0.017460472374,0.0173901,-0.0998851401535,0.0149862,-12.4223091414,0.367548669888
8.69511,32.7458273117,87.6290285143,0.00200032210547,20.1747976358,56.9858735495,0.0194031744357,16.5625,1.18604541191,0.199021728835,54.7428931788,9.4026e-06,13.6414401709,0.671073863364,-0.0214117,86.2151721539,0.947905,14,0.0224104135864,0.0223239,-0.177471139237,0.0193998,29.5477495589,0.36734125126
8.94964,32.3625576515,90.9415206819,0.00228732300051,20.6628535276,56.2117085351,0.0248695738573,16.7815,7.81727080565,0.204630693083,63.02144802,1.33379e-05,19.8225457477,0.70200938263,-0.0269954,87.1500341051,0.935495,15,0.0280265146509,0.0279449,-0.112206817539,0.0248631,10.0474612213,0.359921228214
9.20884,27.5564110021,89.1867023711,0.00253195614007,26.6068438728,45.2466308088,0.0307769556024,17.1362,-22.1194277689,0.259999936603,57.0449068338,1.68499e-05,27.8589880802,0.678868024523,-0.0337337,86.4806739025,0.909163,16,0.0340122875981,0.0339262,-0.375946915303,0.0307747,3.26399401452,0.258932963612
9.48015,29.7974948302,91.4926951466,0.0027892980722,27.2842125363,50.3848970953,0.0367306491453,17.4198,-16.0112295184,0.264508848656,50.1565856778,2.13576e-05,34.5979993677,0.701669923387,-0.0397713,91.9670253879,0.921745,17,0.0396520347354,0.0395629,-0.321014189928,0.036723,-17.6748624158,0.306121543676
9.73035,29.7030265665,87.3523912556,0.00307423816916,25.8359354175,49.9721945245,0.0427289269425,17.6116,-14.2278624459,0.255226790305,45.1972429749,2.61634e-05,26.4036618807,0.69656847798,-0.045161,79.2135984365,0.967671,18,0.0454118393862,0.0453179,-0.323009992295,0.042727,-5.62622728629,0.30242877234
9.93057,29.7421151436,99.918598952,0.0029921519544,24.5301530376,49.9110943469,0.0481066219127,17.6859,-2.52931338753,0.242982524818,59.7297177799,2.51676e-05,21.0635359399,0.794614565475,-0.050625,90.4696422826,0.966601,19,0.0506069183907,0.0505117,-0.215052333659,0.0481046,22.5541349699,0.301457365138
10.127,29.2398568317,89.4689318882,0.00317754723179,24.9082284603,50.0031062374,0.0536325814958,17.7592,-26.9050544355,0.244519273258,47.3876125558,2.95974e-05,27.3856672847,0.685526285039,-0.0557555,75.4804454213,0.974776,20,0.0558986242365,0.0558026,-0.450595176412,0.0536307,-2.08959364719,0.299982083338
10.328,28.9642343349,89.5549581933,0.00338298565639,25.2223938553,48.5121285207,0.0586942255077,17.8166,-16.3873714017,0.251559980564,60.3697378062,3.58777e-05,31.0124712989,0.682415764519,-0.0603779,94.590701818,0.973457,21,0.0607936968205,0.0606853,-0.337730255213,0.0586861,5.26789106906,0.291189673691
10.515,29.2916401839,86.7264388681,0.00344484815214,23.1620584388,50.0157863193,0.0644653003078,17.9298,-23.5972420987,0.227869858391,63.4628745467,3.65354e-05,18.3622632786,0.669511488588,-0.066687,90.2034796249,0.976142,22,0.0664850372661,0.0663953,-0.39686012693,0.0644648,35.9652592985,0.300489375465
10.7529,29.9107289947,93.6993684288,0.0037660880495,25.0731077849,50.9068368971,0.0698639748385,18.0194,-16.3905285696,0.247415526021,55.1828200436,4.57821e-05,21.8874211513,0.724382332368,-0.0718859,82.7215087454,0.949938,23,0.0716415142248,0.0715536,-0.346365444213,0.0698632,17.8342409852,0.310897632125
10.9977,31.4433940681,99.8697375309,0.00396176157936,22.4702461406,53.8109426859,0.0745409378597,18.1304,-12.2771112751,0.222507302522,39.348805024,4.83109e-05,23.9662695487,0.785213944852,-0.0763345,70.0489645294,0.956632,24,0.0761324719483,0.0760273,-0.304060186384,0.0745293,-0.485887326413,0.339014981426
11.1986,31.8283516637,90.8759206466,0.00393509425726,22.4467050901,54.4259695562,0.0792816986411,18.1956,-9.76864347994,0.223414705336,59.9262496364,4.78139e-05,25.4159785027,0.696295707061,-0.0811143,90.187056178,0.957953,25,0.0807465333364,0.0806845,-0.2821809909,0.0792858,9.05416446174,0.346873624349
11.4188,30.5294338021,88.4252450461,0.00408639194739,23.6852239938,51.2546981017,0.0836677066568,18.2904,-18.6926038226,0.232606104933,43.9233623511,5.2547e-05,21.4225199094,0.673827390111,-0.0851562,69.9549023731,0.943948,26,0.0850982243524,0.0850236,-0.356528880299,0.0836601,4.15720793357,0.316569478966
11.6327,30.7477244425,93.2630430244,0.00429521062171,20.5987029585,52.6600486616,0.0887699127753,18.4478,-0.744296934395,0.202937812368,46.8664819281,5.75858e-05,20.8432176115,0.718134147577,-0.0906351,79.7681298295,0.949225,27,0.0900124801396,0.0899556,-0.200867931233,0.088769,3.66552769785,0.326671803633
11.8519,17.9472476147,85.6084714945,0.00435913218552,22.770081745,28.9272771422,0.0936465919271,18.6253,-23.9959479108,0.214690053667,34.4580826831,5.80174e-05,27.3450765134,0.640710284193,-0.095618,76.4755487284,0.936636,28,0.0947359911991,0.0946776,-0.420386830385,0.0936429,-15.1989294601,0.0973866435255
