AverageQLoss,AverageDiscountedReturn,Epoch,AverageY,MinForwardProgress,StdForwardProgress,AverageReturn,AverageEsReturn,AverageQ,MaxEsReturn,AverageForwardProgress,AverageAbsQYDiff,MaxForwardProgress,PolicyRegParamNorm,MaxReturn,MinReturn,QFunRegParamNorm,AverageAbsQ,MinEsReturn,AverageAbsY,StdEsReturn,AverageAction,AveragePolicySurr,StdReturn
0.00104383,-11.8734166953,24,-0.226072076226,-0.0270741872052,0.0873144870918,-53.1223080238,-65.2992835219,-0.226083,-56.6332292862,0.178453857516,0.0152358515458,0.408437598889,20.6121,-30.0241514404,-73.6958560194,24.6632,0.277226,-72.0018399007,0.278249104649,5.90376481423,0.968177,0.223912,8.81895700942
0.0010832,-3.76467695474,25,-0.23328173445,0.157660606776,0.0960823248754,-25.1569271296,-36.5195587234,-0.233236,-21.4443830867,0.483869940696,0.0155158799292,0.595161229075,20.6932,-13.9775644597,-57.2786622078,25.0737,0.290784,-71.9488816536,0.291925768838,20.6135114562,0.982965,0.220974,9.51594752088
0.0011654,-17.9644854097,26,-0.228263728021,-0.204926885593,0.124507219368,-63.9615044951,-52.2201370796,-0.228262,-29.4714638174,0.0672637347132,0.0165842371519,0.275489649074,20.8712,-44.8762938413,-89.5510391282,25.5371,0.290478,-64.0907524841,0.291531959922,13.7365028156,0.948185,0.204237,11.3789509112
0.0012473,-13.8535442853,27,-0.220855095206,0.0114682405638,0.0639814728085,-56.6517974197,-66.8739632095,-0.220784,-53.0064407179,0.167316420014,0.0170137414585,0.323138694152,20.9147,-40.8560764608,-72.1671144,25.9585,0.287526,-90.2598247904,0.288763521453,14.262087236,0.98423,0.192536,6.41752384785
0.00137103,-22.1496355327,28,-0.209139667281,-0.117708145954,0.0942055304526,-68.1119716767,-48.9753659135,-0.209101,-29.8765089018,0.0568378160837,0.0176352040136,0.243845645624,20.9212,-49.3383906498,-85.628510283,26.3581,0.281925,-73.6891992834,0.283172770181,18.899865356,0.98797,0.175728,9.49650055277
0.0017162,-16.1289805199,29,-0.200510910608,0.0273196231802,0.0666711062637,-58.9199591128,-61.387405238,-0.200423,-27.6368427417,0.148648738785,0.0191405565516,0.329261897903,21.0154,-40.8376278559,-71.0722682176,26.7853,0.28233,-82.5153141198,0.283791600768,20.4354256499,0.988252,0.176871,6.69194815134
0.00173395,-15.2282739816,30,-0.200370353152,0.0376062499008,0.0642946044274,-58.7570120655,-59.5491372345,-0.200338,-39.5491043618,0.147376369824,0.0190809137009,0.331711849575,21.1619,-40.1423083898,-69.9639563085,27.1835,0.289848,-74.2228985821,0.291379298344,12.7068297212,0.985344,0.179407,6.41417984258
0.00199902,-23.5677762806,31,-0.193541762907,-0.0780457588336,0.0591858704768,-70.3883409659,-63.2253702226,-0.193403,-50.3656025901,0.0374483462756,0.0201324250486,0.211756303056,21.3593,-52.8160389673,-81.9432618295,27.6025,0.290933,-78.832873479,0.292521170172,10.9780370312,0.991297,0.170082,5.92871225152
0.00200241,3.66485556217,32,-0.197257870446,0.356319600997,0.0447872927735,-22.4737627616,-40.8904946749,-0.197252,-24.5923119867,0.501150856675,0.020343280246,0.603843170332,21.338,-12.2587975632,-36.7298000746,27.9841,0.301837,-71.1959020837,0.303539175087,18.1426485589,0.971671,0.17877,4.49050739249
0.00210116,2.30930168696,33,-0.199008848583,0.337845049472,0.0510624404045,-23.4261080805,-32.1236751227,-0.198983,-19.8194208705,0.486991005244,0.0204903374732,0.630617838359,21.4386,-8.91261952132,-38.366942763,28.3387,0.316457,-47.4902253309,0.31794153178,9.96333917384,0.966451,0.180215,5.12509811243
0.00236362,-0.455123244842,34,-0.193689832084,0.216179416388,0.108191075403,-22.1892981045,-22.2243187267,-0.193677,-1.9582093081,0.463494385796,0.0216445780448,0.66906137857,21.461,-1.43608426883,-47.5060950458,28.7238,0.327161,-55.9477145228,0.329012013701,21.0297305558,0.916583,0.169239,11.0479373935
0.00250335,1.84736189062,35,-0.183992059829,0.335742060417,0.0605745050564,-27.1073893009,-22.8524741172,-0.184001,-16.318321844,0.449086284011,0.0227251433875,0.577281640494,21.61,-14.2217794454,-38.1964283744,29.1251,0.342263,-28.9721873623,0.344091341126,4.61434555652,0.965131,0.169405,5.95209226878
0.0025261,4.62417326611,36,-0.180547210533,0.240359022597,0.278208438676,10.8892075112,-20.9378121303,-0.180539,-11.8584925124,0.752969398686,0.0227234273963,1.47919128235,21.7904,81.0178031013,-36.6694360816,29.4911,0.363606,-28.4139607751,0.365452286925,6.7421222941,0.872955,0.157967,26.725580988
0.00323264,30.1828450251,37,-0.161124401049,1.42226676388,0.100306919996,88.1745506175,85.9993006003,-0.161076,112.701737582,1.57114025505,0.0253197642142,1.79461106974,21.9613,111.730066806,73.4012276343,29.9365,0.374206,70.7399225193,0.376249824951,16.0472875366,0.932284,0.129377,10.0537128328
0.0038071,16.5731068278,38,-0.145858667146,0.65196780612,0.219087987963,33.6693213064,64.245534174,-0.14586,82.1906733519,1.01757462909,0.0278042172401,1.41165214913,22.0553,72.65185027,-4.25624182446,30.2621,0.386073,30.9798056256,0.388634365136,20.6335159479,0.926379,0.115139,22.0719569286
0.00394764,7.25181286731,39,-0.129192277412,0.678836391773,0.194135000997,28.3877613691,43.0013939355,-0.129174,71.6425300166,0.964692443347,0.0286376433472,1.56511013126,22.2464,87.8536087898,0.587443133078,30.6063,0.396302,23.8739238801,0.398325399491,19.5835989788,0.923883,0.101213,19.4049757838
0.00403913,10.4163056107,40,-0.126365948737,0.182475134918,0.147130953586,-9.65353918379,24.8648698766,-0.126332,79.0586439482,0.611533590185,0.0294311618533,0.853847509405,22.4571,14.8384546286,-52.1871129794,30.9174,0.407533,-10.2345176842,0.409618971526,33.0085326081,0.962864,0.0985986,14.6556428842
0.00478595,18.100744748,41,-0.117871488421,0.136925868371,0.242329528128,4.6439774386,9.93369729146,-0.117912,35.9735827444,0.759928583703,0.0316722425139,1.22646368289,22.5786,51.1683279618,-57.806152237,31.2613,0.435518,-0.120333992309,0.437961767618,15.0702365073,0.967665,0.0971162,24.1231640822
0.00499263,17.2412230754,42,-0.11938778477,0.237193941738,0.476197138312,46.4301255801,-23.0635332797,-0.119363,32.8966234261,1.14027489678,0.0325825654627,2.39412235154,22.6791,168.748471363,-42.0648348913,31.6529,0.452281,-63.1339467508,0.454684818268,35.4565254966,0.937927,0.100551,47.1176238942
0.00490351,8.79874828319,43,-0.121864957614,-0.307530382085,0.463860717565,21.3529311843,-27.7799200539,-0.12193,36.2293497268,0.89519383626,0.0327875416876,1.76578228212,22.752,107.915472219,-96.5273158789,32.0311,0.456705,-77.3137983248,0.458884757713,40.8071774037,0.93927,0.103344,45.2708510109
0.00575594,34.0214539628,44,-0.110680758204,0.534602936108,0.242916092985,57.648742299,55.1717605896,-0.110636,220.246064355,1.28034018571,0.0356837644418,1.6126875783,22.8523,90.6999613833,-16.7723375161,32.3245,0.467286,-53.1520264713,0.470028209287,101.213360468,0.957409,0.0897245,24.4206113035
0.00582729,42.8960996752,45,-0.0817500649711,0.867093101106,0.318625874638,94.9269029575,48.5870632486,-0.0818653,108.341391938,1.65043278568,0.036366096661,2.31133033922,22.9845,162.221355424,17.3159214764,32.6945,0.482767,-41.8765874178,0.485016439317,59.3087592994,0.95428,0.0548341,31.5058032988
0.00902242,42.5447425129,46,-0.065459120457,1.08242685627,0.23048913423,101.168546852,43.5857977147,-0.0653741,77.5734987539,1.72189997403,0.0437325597039,2.20019571987,23.0752,149.374468279,35.6780978026,33.0484,0.504301,19.6807979696,0.507470823577,22.7063196924,0.960212,0.032855,23.6569020758
0.00880387,39.5640042534,47,-0.0416997132932,0.917134924006,0.387065123038,85.2216202597,86.3875834326,-0.0415883,126.914618705,1.56013579366,0.042732331327,2.65295750022,23.1725,195.064680969,19.8372747097,33.3674,0.526381,36.5686558747,0.529262549268,32.3455375619,0.956386,0.00817222,39.0145268118
0.00807777,24.7130798211,48,-0.0083113598208,0.527975759055,0.159750517289,11.8272947566,73.2136595165,-0.00840149,136.575518719,0.835949465066,0.0416016112002,1.19950463198,23.1828,47.5228308466,-18.7832502688,33.7347,0.5363,0.518537475111,0.539465316496,49.2642921858,0.974126,-0.032117,15.7227774939
0.00875674,18.3176142703,49,0.0160971832425,0.500712168095,0.164521756062,9.13134369811,25.297180482,0.0160209,56.5864191623,0.812195684,0.0439959624973,1.32747785628,23.2321,61.5161598782,-22.2012499929,34.0461,0.546052,0.394316005734,0.549463125076,22.1127515773,0.977533,-0.057283,16.645824689
0.00918515,30.8468713194,50,0.0430396856882,0.576928483674,0.564332391382,39.5853230546,-15.2002425902,0.0430072,38.4228806296,1.11471082241,0.0443595300846,3.05668784568,23.3168,233.91386233,-14.2825076129,34.3145,0.562995,-58.5921825536,0.566231828564,37.3664963369,0.977468,-0.0821263,56.5446918676
0.00981601,37.0738490294,51,0.0671986992294,0.416596289073,0.642108424193,64.9909564745,34.6969582791,0.0672803,154.095375318,1.3760503311,0.0453735380891,2.8330324672,23.4381,211.83094692,-31.2181188356,34.598,0.590798,-54.5833225306,0.594673013383,82.9726446372,0.987379,-0.103592,64.2264220952
0.0102872,62.6090908606,52,0.106830307396,0.219298678475,1.22603469534,168.91084353,76.8447484347,0.106763,139.612174491,2.39242930388,0.0469126189102,4.78191377588,23.538,412.688611387,-50.6949826302,34.9208,0.614605,37.2574228701,0.61911860347,42.1696540127,0.967238,-0.145013,123.976937643
0.0109581,17.6497067295,53,0.130329008475,0.418501635988,0.466100488389,20.78331643,89.7079316639,0.130436,163.382732737,0.915190241566,0.0479552863464,2.12852379973,23.6463,148.672237542,-29.713910713,35.2351,0.641766,-6.02920879584,0.646317359053,62.4938875861,0.964745,-0.161137,48.3440798868
0.0116829,-12.4237303828,54,0.177795767289,-1.33711751134,0.953616846022,-23.0618228784,89.7466933274,0.177812,181.416030113,0.45864880128,0.04949406098,2.79366565273,23.7936,214.393929727,-200.498948805,35.5422,0.682886,37.9596975943,0.687772324964,54.9893360284,0.945907,-0.207997,96.0325609462
0.0122697,-30.2804126202,55,0.2142508897,-1.59055250293,1.08611911998,-23.8417174116,3.47827382991,0.214255,64.9264200517,0.451739798695,0.0499486989945,2.086443581,23.9352,140.976504839,-226.189859047,35.8359,0.718925,-28.7102294407,0.724097926941,36.2511074697,0.965244,-0.241085,109.907320731
0.0156298,7.72291630846,56,0.255147290905,0.563360661695,0.356912454407,15.4847188317,88.3634414594,0.255049,410.597111538,0.8514254305,0.0569008427899,2.50240340663,23.9924,185.873154823,-13.5615533487,36.2109,0.760296,-190.455614583,0.766595181696,225.626256704,0.951357,-0.281658,36.8921962318
0.0164956,10.8760817994,57,0.295716829978,-1.1009633283,0.591183447373,59.1018128923,177.659593836,0.295865,334.028718012,1.26921451663,0.0582191587457,2.41741933855,24.1083,172.932273647,-184.792834211,36.5408,0.804349,60.4463658721,0.810555532622,99.1604379797,0.940331,-0.326896,60.5734142446
0.0159245,6.75118875307,58,0.333849315653,0.407366978716,0.237695490993,20.8683193343,13.2954788674,0.333916,113.801180808,0.877070406897,0.058160333575,1.39358412728,24.1998,72.8775339927,-29.1665739795,36.8475,0.832525,-35.2093491573,0.838398660648,60.1485453383,0.940144,-0.362386,24.2325861406
0.016685,52.0574405519,59,0.353091042935,0.621439231464,1.05390797585,201.061188439,108.220781601,0.353026,240.086663527,2.64056811412,0.0603752010968,4.55215853381,24.3088,392.155631912,-1.66472380233,37.1342,0.845401,3.15762979329,0.851912701893,102.128772618,0.960359,-0.386719,106.953012487
0.019507,49.8605034396,60,0.401337303428,0.847269149251,0.918869913635,200.912121944,113.808241271,0.401412,255.618208146,2.66093146079,0.0650658389249,4.36272834479,24.4127,373.568231327,16.5936790754,37.4993,0.891261,-42.2411151084,0.898336336488,113.025116587,0.967286,-0.437369,92.4959218141
0.0199497,28.5813431551,61,0.454820163356,0.355674419412,0.874221892403,142.696131371,184.211316033,0.454863,267.961967518,2.06797886962,0.0669542349582,4.18485284345,24.5522,358.339162544,-28.752493112,37.8333,0.928926,51.7722666304,0.935677883302,89.4239828043,0.956178,-0.491938,87.9390777555
0.0209953,0.248380111288,62,0.496904010902,-1.09815795971,0.777609742885,46.7743120712,123.348879228,0.496716,190.077832966,1.16615291922,0.0682940523752,3.04851503578,24.6732,241.538116184,-182.707838754,38.1169,0.969599,79.5737212266,0.976948871103,46.0414178445,0.969062,-0.539281,79.9673161015
0.0230726,47.0699590752,63,0.543495098579,1.32362788501,0.329955420586,133.061680113,113.875296812,0.543248,176.343897481,2.03427141064,0.0713512694809,2.64404675456,24.7978,199.872491643,65.2941918026,38.3999,1.0101,54.0781710499,1.01711235033,53.4396483747,0.970929,-0.582694,33.8723060649
0.0225739,26.0849005762,64,0.583784650612,0.902544594806,0.553974874955,123.410640823,124.911360975,0.583885,242.272756797,1.90940621852,0.0714363289468,3.11807586838,24.8825,246.85735876,19.5928098495,38.7468,1.04295,51.1320799395,1.05016189507,73.477893895,0.960427,-0.621701,56.3385678293
0.0249805,38.362963837,65,0.634627754602,0.926855095236,0.257422419531,101.564939032,114.585654841,0.634529,156.559231953,1.71715343084,0.0748066448103,2.23993052478,24.9703,153.256232391,20.2564216911,39.0497,1.0729,57.0748584027,1.08092251297,36.0770195429,0.970744,-0.672973,26.1078950665
0.0250381,35.0469768149,66,0.674513971101,0.739114157561,0.49067298664,82.7763379582,119.255205702,0.674454,183.721327827,1.51798152746,0.0770723435505,3.22192587254,25.007,254.745117659,10.2857695818,39.3362,1.10261,9.8044987533,1.11067646782,66.5718609669,0.971905,-0.707607,50.3922750766
0.0252309,29.744058565,67,0.708662935244,0.735673111647,0.342800473676,36.9892583702,87.5695978695,0.708324,159.877381901,1.09675747438,0.0767180002819,2.23051712283,25.1277,152.524454817,1.23230458315,39.6365,1.13345,40.2823259225,1.14152137441,44.1258028046,0.985067,-0.741669,34.6022265696
0.0269216,35.1781594514,68,0.74092987055,0.850159978187,0.135165621202,50.2800391351,84.3135912305,0.740798,190.016594971,1.23535331251,0.078459993245,1.49655946089,25.2067,76.5518718232,11.5225946854,39.9664,1.15883,8.24676448688,1.16696914124,65.9884911025,0.985721,-0.774612,13.581706981
0.0275346,35.2565107877,69,0.76319326577,0.792648607035,0.19690905178,67.1968942115,82.8565888269,0.762956,94.3717709214,1.39901061333,0.0803994590992,1.59876423641,25.3027,87.399573086,5.78557710678,40.2433,1.17262,64.2505282229,1.18121308649,12.0338655463,0.97858,-0.796647,19.681067943
0.0270223,38.1139179986,70,0.780239233479,0.317467289956,0.547461076083,83.4403069802,68.9492519681,0.779823,94.1795062389,1.54723009463,0.0803412349296,3.55776949452,25.345,286.80627458,-38.6101317242,40.4806,1.1863,-5.15040874315,1.19468471464,42.7862430336,0.966791,-0.82571,54.9124525681
0.0270997,47.3062391609,71,0.830273049492,1.50942922995,0.319721707226,112.057114885,115.498688059,0.830136,208.240221042,1.8431051876,0.0812234815377,3.33617733537,25.4218,262.129289459,77.9526767094,40.7743,1.21252,75.028747711,1.22072272779,54.5623611549,0.975878,-0.868,32.3030825081
0.0277781,52.8865550045,72,0.883433105191,1.10848443384,0.592989364971,176.703207111,187.215271446,0.883247,297.853778248,2.48628848499,0.0818206915206,3.58202753972,25.4701,287.881155563,35.8872354045,41.0315,1.23591,88.2965270956,1.24472758413,98.2185190679,0.977856,-0.93042,59.8550299347
0.0292606,63.268124837,73,0.952131061652,0.318607518691,0.810647527865,191.953252759,182.882317175,0.951549,264.382769402,2.63945569733,0.0836852447827,4.07988811308,25.5476,333.662321876,-42.4170259617,41.29,1.28142,126.181814055,1.2896612852,52.6997072053,0.971958,-1.00203,80.6861769181
0.0303477,40.0764044987,74,1.02879770256,1.36225594981,0.283644818938,101.262565931,148.726275794,1.02862,232.359959154,1.73453981383,0.0860815405079,2.24940663713,25.5839,153.895712566,63.4818901655,41.5615,1.33443,92.6128114932,1.34233161042,52.4036558142,0.970684,-1.07253,28.640863643
0.0322187,60.8728245083,75,1.08087690012,1.63747127711,0.358126637976,187.36075423,74.1251784922,1.08079,89.1439707965,2.58783591638,0.0876123073785,3.1827086741,25.7059,246.860410517,91.2964004572,41.8691,1.35919,43.3601350877,1.36804756161,18.5942952278,0.969347,-1.12922,35.6745991438
0.0324568,56.3989595999,76,1.14144907618,0.621877560505,0.508032408738,174.730569473,146.430066545,1.14113,161.610121007,2.46432638097,0.0894615008379,3.35368684363,25.7658,262.86913842,-13.4367895218,42.1335,1.39737,125.44610068,1.40501299179,14.2543535571,0.970157,-1.19332,51.0148815392
0.0321877,59.6326656679,77,1.22257350095,1.20954595763,0.569486412002,189.999336115,196.704821315,1.22237,211.707462584,2.59760820714,0.0896509921887,4.11438631716,25.9053,340.678715822,51.9248674263,42.4008,1.45317,179.730220358,1.45951159426,12.2804096299,0.967644,-1.27649,56.7728595841
0.0340148,58.6234736543,78,1.30337768869,1.16698070827,0.827800714559,210.166688607,175.818909093,1.30308,227.042090612,2.78038819632,0.0934872554004,4.15692235686,25.9966,344.600180158,47.8189892679,42.7293,1.51159,104.484827109,1.51752731431,51.6816570051,0.968894,-1.37015,83.1015569648
0.0351827,51.2750500812,79,1.39791171195,1.24788465874,0.513320443554,156.08688915,122.765655672,1.39775,221.088952682,2.24171863818,0.095496762637,3.50352031564,26.1236,286.43284147,57.1780432836,43.0273,1.58593,25.482041895,1.59149563485,70.9366476191,0.958462,-1.46327,52.5743626415
0.0351086,22.1728247848,80,1.46789941722,1.13322567828,0.534410102095,130.643742652,90.8567327447,1.46758,184.181761076,1.98190912865,0.0962498585157,3.40038463693,26.2292,275.259351609,43.8598627547,43.3364,1.64828,-82.9897305562,1.65407736202,104.162145703,0.963496,-1.5273,53.7894585498
0.0386789,6.37356341987,81,1.5378121789,0.351340586098,0.536269263867,79.0843368092,211.815355937,1.53726,292.925628059,1.46009864112,0.0999315509992,3.11332828905,26.3182,246.096064972,-35.0603196792,43.631,1.70421,142.767612545,1.71113099558,55.2079970552,0.96095,-1.59872,54.8118931162
0.0402945,32.4881502638,82,1.61894136337,-0.233134067472,1.01668511113,167.843481693,170.927009105,1.61865,202.802646504,2.33868374402,0.102588978707,4.49698669095,26.466,383.922167945,-94.4673953114,43.8384,1.7745,93.9112196224,1.78146023887,44.6903661505,0.969873,-1.67801,102.715326178
0.0384844,-3.53843605301,83,1.70057825038,-1.05253717707,0.947128098756,6.84604015285,145.699361866,1.7006,303.853186248,0.75854170925,0.100634921891,3.83176471788,26.5758,321.119950137,-178.65496277,44.1074,1.84535,55.8758554948,1.85139447661,97.1729791386,0.970684,-1.76545,96.3995609958
0.042103,7.33508239823,84,1.78184173019,0.459922307676,0.593009794208,60.5617923297,47.5044990658,1.78134,68.9643298058,1.28652972189,0.103612817907,2.73885977769,26.6488,205.975454825,-23.0632439157,44.355,1.91571,26.8018176037,1.92200707419,18.7162293302,0.972254,-1.84054,60.5616778419
0.0444835,-1.99149748144,85,1.86268189013,-1.97210425993,0.875510226793,43.5907597151,125.305067023,1.86252,177.597663932,1.12235980881,0.106689070028,2.49359896922,26.6936,185.244319131,-273.519833974,44.6439,1.99247,22.2403790709,1.9988046124,61.3641693935,0.969544,-1.93316,89.3141818267
0.044019,16.6191684281,86,1.93119969748,-0.729033246762,0.851822958191,108.744088198,83.3415814548,1.93106,192.314459267,1.75960794705,0.106333918226,3.25118465307,26.7963,256.466498309,-148.327455057,44.9218,2.05574,-10.3785335334,2.06131230123,77.2755452019,0.967305,-2.00503,86.7239679569
0.0466266,43.801747155,87,2.02596565752,0.504863123782,0.897059274914,157.221503755,192.52754054,2.02557,257.415831325,2.20352388561,0.110626474835,4.06846807396,26.876,340.989899213,-11.3547663029,45.1922,2.14169,150.100192156,2.14759452945,39.6219941953,0.964098,-2.09926,88.499913389
0.0473552,42.9630349134,88,2.13360499014,0.145551000963,0.898708934354,168.62346151,222.242390088,2.13339,282.055569023,2.32278203362,0.11202673744,3.89055058775,26.8868,323.021611666,-52.3379652343,45.424,2.24056,149.979036529,2.24645230833,49.4453442596,0.964408,-2.21162,89.5884005691
0.0450091,43.5779433757,89,2.21935502658,-0.427005991766,0.91363139066,119.713616353,186.621336369,2.21889,233.049180989,1.82967569436,0.109557476179,3.3269154954,26.9284,267.883749619,-103.867360194,45.6622,2.31809,110.378734671,2.32416992623,48.9024660263,0.966767,-2.29003,90.4513858727
0.0483798,38.4964637412,90,2.2738194553,0.539779023165,0.45575220972,86.8924277732,134.762624457,2.27322,176.456616644,1.52118630366,0.112825354006,2.47659453626,26.9714,180.098329751,-5.19689052649,45.9064,2.37064,58.9668305922,2.37635998152,46.4863368549,0.967662,-2.33717,44.3621625065
0.0507285,29.708722205,91,2.33767957125,0.791104215779,0.329143766086,81.1315634516,-22.2537535969,2.33763,58.070986236,1.47585070922,0.115112957523,2.07099713917,27.0383,139.738024425,9.89452670834,46.1361,2.43156,-184.732321488,2.43775732456,96.2346538285,0.972564,-2.40296,33.6360846824
0.0524385,28.6936820626,92,2.40118731305,-0.192764705505,0.499147696882,48.4178497383,72.6392093071,2.40099,118.649299446,1.16138037865,0.117022457485,2.27614217413,27.1067,158.131209532,-79.873245625,46.376,2.48662,12.6404692977,2.49275592745,46.4542271124,0.977976,-2.4518,50.2210023398
0.0499714,56.1162130856,93,2.43193254247,0.855280233985,0.804809826056,174.384062498,97.6671496422,2.43169,200.783575444,2.42020511013,0.115419590453,3.8898345364,27.1774,324.479136591,16.8018792615,46.6245,2.51701,52.1687959961,2.5223660686,59.9308493366,0.980895,-2.47456,80.6545526883
0.0511337,32.5680989787,94,2.46574314208,-0.600906013447,0.996253753211,59.0560298049,59.0490980733,2.46562,208.951925815,1.30296048072,0.117158544967,4.15850144686,27.2229,347.369140962,-134.783760414,46.8983,2.54999,-30.3120985569,2.55691031783,95.3481520456,0.981863,-2.50049,101.485024026
0.0534524,53.8286561462,95,2.49411141222,-0.568694120385,1.16380643014,147.449289274,55.3454858252,2.49387,199.02178948,2.15362537034,0.119449464402,5.07115074871,27.2858,446.614925338,-131.194433463,47.1458,2.58447,-198.361647076,2.59126909148,154.225226394,0.981007,-2.54337,119.613481284
0.0568194,40.7673849256,96,2.53276796352,-0.93628295942,2.22149983804,170.513889484,-32.6174854275,2.53257,105.057270121,2.39905909391,0.122462223566,5.79634033362,27.3445,513.186209101,-169.010180943,47.3245,2.63022,-178.490696397,2.63713141769,128.04625767,0.977164,-2.5948,225.91207568
0.0546096,90.5848556787,97,2.58575370892,2.42895369798,0.948084605521,363.878408273,282.712696576,2.58571,334.218710305,4.31460776118,0.120402832426,5.93010266793,27.4591,527.080064093,175.276266402,47.5528,2.67527,154.664815685,2.68187085328,74.5685433898,0.964695,-2.65306,95.0859471467
