Epoch,AveragePolicySurr,MinEsReturn,MinReturn,MaxEsReturn,AverageAbsQ,PolicyRegParamNorm,StdReturn,AverageQLoss,AverageDiscountedReturn,AverageEsReturn,AverageQ,AverageReturn,MaxReturn,StdEsReturn,AverageAction,QFunRegParamNorm,Iteration,AverageAbsQYDiff,AverageY,AverageAbsY
1057,-27.2304,48.3934451276,833.664149341,919.37571033,27.0049,181.473,643.518413386,2.07488,238.658585201,272.739733719,26.9905,1368.51251925,3020.21792742,257.811368689,0.993774,188.223,1057,0.484478393099,26.9910475694,26.9956942757
1058,-27.2588,12.640826514,719.748991306,679.05461319,27.0168,181.462,473.225835723,2.10286,245.388607482,265.405543573,27.003,1310.21714734,2336.03424046,220.344382691,0.996336,188.248,1058,0.492792340336,27.0048830883,27.0103073734
1059,-27.1918,212.934829664,708.919722413,725.951324809,26.9473,181.453,408.069004193,2.49274,243.673925152,412.453037883,26.9318,1245.62732621,2503.56026039,173.046343495,0.995723,188.293,1059,0.518506268639,26.9327935738,26.937818807
1060,-27.1939,141.700498877,811.723590174,697.093628825,26.9439,181.502,275.342224852,2.08855,241.342142184,378.835453621,26.9316,1168.54360117,1876.45866938,210.774479358,0.993029,188.357,1060,0.492607165856,26.9325413249,26.9371531887
1061,-27.2484,148.461389687,658.869521836,821.893066456,26.9982,181.521,613.430431377,2.38033,237.38712236,555.33137685,26.9863,1214.02845244,3418.87410032,302.690845162,0.993924,188.441,1061,0.499557103899,26.9857446594,26.9898059081
1062,-27.2245,142.149526261,305.353466778,564.922179945,26.9946,181.589,199.38024812,2.27428,222.644007177,352.359496765,26.982,712.952229985,1185.15909034,151.962536132,0.995198,188.49,1062,0.496497711941,26.9839780994,26.9887461491
1063,-27.1655,15.7762312314,111.156471339,606.302322065,26.9361,181.691,22.0410679908,1.92429,100.225688339,168.035370247,26.9179,150.418562958,182.304343513,154.238781605,0.996617,188.545,1063,0.483823027065,26.9199373463,26.9262895956
1064,-27.1663,60.0738330431,198.786325854,325.117229298,26.9298,181.784,116.286986683,2.15923,147.89353482,157.493439941,26.9175,299.786855511,656.715662535,71.9031448818,0.997665,188.571,1064,0.502662296022,26.9182241872,26.9221299601
1065,-27.107,8.56304791245,10.7967666726,324.444675032,26.9922,181.849,186.606018336,2.18101,101.203672276,43.1039521462,26.9793,205.848456697,757.774540413,80.9895169798,0.998083,188.563,1065,0.495078113664,26.9802503514,26.9847130513
1066,-27.1451,12.5218518843,637.296770622,521.276862999,26.9244,181.956,101.571425155,2.25057,230.015317064,178.439468405,26.9097,835.071347386,1112.7020885,158.518163637,0.996902,188.626,1066,0.509962609462,26.9097956873,26.9135671817
1067,-27.1755,13.8198048591,755.486818302,756.174334504,26.9071,182.102,66.285176902,2.09566,228.540075478,306.402380796,26.8948,880.100746665,1002.42002363,271.016566868,0.99709,188.695,1067,0.493854285178,26.8962688407,26.8996052849
1068,-27.22,209.855194917,583.521575703,858.257508029,26.9654,182.053,278.587532954,1.72491,221.175203347,406.780631239,26.9514,852.883231131,1913.15004478,230.263287329,0.995844,188.75,1068,0.465526024552,26.9519247052,26.9571030417
1069,-27.165,22.7710864712,536.649754517,1227.55585345,26.9259,182.102,591.40845891,2.36469,221.943698049,536.437517186,26.9132,1114.64537476,2948.63499998,377.116252789,0.996332,188.77,1069,0.508491852634,26.9170749899,26.9219023007
1070,-27.1876,17.0819878317,59.2576798599,644.281974526,26.9497,182.114,264.877885107,2.20971,231.619804884,265.05127113,26.9392,900.25796955,1908.87278038,226.285893111,0.996948,188.781,1070,0.494696010042,26.9384098603,26.9425983174
1071,-27.1754,200.486050231,589.940875742,788.982015499,26.9486,182.162,132.615335684,2.03096,231.708247441,519.854091286,26.9364,791.242337317,985.766736207,226.458499622,0.99758,188.841,1071,0.486653054771,26.9390671072,26.9408721134
1072,-27.162,136.654163233,638.358970902,703.041823831,26.9501,182.268,235.160632191,2.00801,233.17633716,469.368746972,26.9355,884.670539833,2096.73193443,214.366041395,0.996681,188.878,1072,0.486399078132,26.9353776037,26.9412274486
1073,-27.0537,15.8408141934,1335.61503999,825.597032898,26.8453,182.301,810.908329687,1.77732,258.855060591,323.177867146,26.8282,2791.79199412,3544.54752051,257.816947467,0.996845,188.918,1073,0.465992104027,26.8302960696,26.8337624681
1074,-26.9842,42.7638050978,664.910324387,869.889391657,26.7573,182.351,743.212934452,2.21687,247.470707825,316.49010886,26.741,1716.72551387,3177.68025572,264.071317708,0.996346,189.009,1074,0.505337532793,26.7439711743,26.7483920582
1075,-27.1805,156.749978497,769.007614246,636.951641771,26.9561,182.339,548.572487258,2.17317,239.530050368,411.976242101,26.9447,1374.80283409,2794.08585407,174.18594462,0.994725,189.04,1075,0.478157358531,26.9438459571,26.9476534364
1076,-27.0927,23.5632768835,939.201387791,782.469825875,26.8866,182.465,710.138321332,1.89708,244.976920761,421.065333225,26.8709,1625.86462847,3078.82690127,265.171372494,0.994153,189.088,1076,0.457432496544,26.8706550436,26.8760512497
1077,-27.1272,68.9892826951,1508.98182865,1210.91480849,26.8896,182.502,577.208700343,1.79728,256.059123448,612.375796246,26.8719,2905.5859773,3283.19587046,370.42926814,0.995342,189.124,1077,0.453059026136,26.8733687912,26.8790563781
1078,-27.073,6.47975686289,297.834907988,874.556475215,26.8293,182.591,660.537164929,2.02802,222.401298799,373.519853682,26.8129,1311.13201448,2907.09493252,299.746924237,0.994614,189.184,1078,0.476364384146,26.8145973875,26.8202737841
1079,-27.0776,43.3415964584,934.997022562,1129.27652082,26.8278,182.6,742.600066456,2.10708,264.441914265,456.242269141,26.8152,1766.66217123,3422.85752014,417.562628852,0.994195,189.197,1079,0.492501720271,26.8184495698,26.8219330961
1080,-27.0548,86.1966257838,672.000368883,802.846266498,26.7886,182.692,699.93484448,2.21591,253.834124379,308.770166744,26.7733,1546.38035971,3487.91766029,228.223307118,0.993893,189.253,1080,0.503237499657,26.7732717409,26.7792120845
1081,-27.0843,4.74164130973,212.250528826,561.811999555,26.8173,182.778,415.963762235,2.09823,209.709987771,173.846180702,26.8025,722.945919248,2227.73426813,183.783289628,0.993985,189.295,1081,0.48710296616,26.8032127822,26.8087940392
1082,-27.1623,64.4645492274,229.193071627,535.645401259,26.9039,182.88,972.544333779,1.83812,242.970234293,283.798781277,26.8922,1735.84208856,3442.43037253,146.166327643,0.993023,189.302,1082,0.467161045562,26.8927313924,26.8972666637
1083,-27.0742,28.2487650927,229.506225296,721.151112839,26.8355,182.91,824.533765143,2.29878,244.006073908,306.14114256,26.8192,1426.93535425,3489.70834092,255.77749766,0.993904,189.323,1083,0.501964786081,26.8230346428,26.8269836761
1084,-27.1732,94.6533770539,302.011358763,755.809087492,26.912,182.984,615.703467535,2.23923,215.62157303,411.079924462,26.8985,874.133196529,3259.51861965,251.766260012,0.993921,189.378,1084,0.505616892096,26.8993801108,26.9040015036
1085,-27.1264,38.2487856964,128.185931673,761.646088614,26.8506,182.94,284.836608417,2.49715,211.772270743,400.208159006,26.8364,683.336270653,1271.0510058,236.178573645,0.994369,189.455,1085,0.514298188064,26.837354191,26.8409059702
1086,-27.238,38.9032511284,121.010778559,758.149019642,26.9776,182.936,374.938343129,2.16955,163.664541391,395.59027044,26.9636,487.814324294,1933.12662126,265.948748534,0.99559,189.49,1086,0.482527244429,26.962316301,26.9656081634
1087,-27.2297,5.79188443209,89.0271008607,686.651603915,26.9673,182.953,1017.26862043,2.36819,216.674076239,238.760001929,26.9518,1490.06517052,3324.92046207,219.687108336,0.99567,189.497,1087,0.512949651197,26.9543346504,26.9597537281
1088,-27.2338,6.89491225918,1658.41249204,796.964734846,26.9909,182.996,598.136305749,2.15504,255.182276973,301.28275132,26.979,3025.68769936,3406.68126868,288.022008137,0.994916,189.544,1088,0.480638918349,26.9818351832,26.9869552481
1089,-27.2618,31.1204480321,306.704300637,748.36743555,27.0101,183.062,867.039297904,2.12371,234.841184388,264.487495572,26.9994,1585.66344173,3186.15515293,219.059523861,0.995389,189.564,1089,0.481954032477,26.9992105803,27.0017769244
1090,-27.2681,11.9656079094,102.164259365,545.941635413,27.0177,183.074,1188.27016111,2.37123,217.875761597,265.898905302,27.0043,1497.92664358,3338.08234931,160.993081644,0.995052,189.664,1090,0.504773167333,27.0041481561,27.0086656975
1091,-27.2631,10.7325345668,482.327405698,542.576430546,27.0349,183.141,788.146383678,2.11835,221.371149798,181.083832728,27.0207,1683.00727176,2796.95469953,166.248949473,0.995381,189.692,1091,0.48827817096,27.0226405016,27.0272570137
1092,-27.2467,97.2524374721,83.5339029987,627.549191911,27.025,183.126,475.998694637,2.23917,155.723815997,351.485472122,27.0139,477.642906673,2776.65284574,216.081501541,0.996672,189.68,1092,0.499640445566,27.0146523615,27.0180444561
1093,-27.2398,25.4587899165,476.950480246,527.357648262,27.027,183.161,499.162060037,2.44418,238.378387027,161.382304299,27.0115,1091.92142772,2785.50962388,131.920474451,0.996507,189.753,1093,0.516931271298,27.0102619048,27.0141706588
1094,-27.2386,50.5568149411,459.420537376,811.089312433,27.0195,183.153,397.827542645,1.96021,238.38977504,190.09984091,27.0074,1000.60112712,1769.64655258,196.865847792,0.996133,189.805,1094,0.483352486745,27.0079882724,27.013361849
1095,-27.2038,50.1541091644,570.751227955,930.828680081,26.9532,183.173,1072.41197474,2.10893,234.953652461,257.449625439,26.9374,2161.77398416,3233.77534928,307.06651104,0.993599,189.851,1095,0.493793983706,26.9393083105,26.9460510504
1096,-27.2564,7.71176185862,469.597036308,601.936107604,27.008,183.277,256.771413641,2.15587,198.673094424,293.003278926,26.991,685.287678676,1332.83155517,185.833005193,0.99398,189.882,1096,0.512747612005,26.9921683372,26.9983322053
1097,-27.2384,181.473097399,909.445622042,832.232516094,27.0008,183.34,829.094372062,2.29274,242.782500903,467.137405396,26.9863,1995.47160347,3292.42202437,233.944827576,0.9954,189.921,1097,0.504115510116,26.9882150427,26.9930417621
1098,-27.1895,7.58871781286,9.67822650602,585.72250215,26.9379,183.395,252.751414394,2.42198,215.485219475,270.680064533,26.924,733.387084542,1393.87437225,165.699899393,0.9952,189.986,1098,0.512662038428,26.9256360714,26.9300519408
1099,-27.1982,6.83556075935,491.688979532,400.886858976,26.9609,183.488,493.222399457,2.28208,248.889831566,136.296613476,26.947,1463.93860216,2491.58654889,121.468730577,0.994869,190.061,1099,0.497163546499,26.9467341814,26.9510245708
1100,-27.1857,10.7702648616,1106.57800439,1196.11615305,26.9428,183.502,685.212634657,1.79517,237.947480157,436.163324155,26.9307,2116.54491816,2950.9077633,405.940151981,0.995182,190.049,1100,0.462749746238,26.9326334385,26.9360604489
1101,-27.1724,162.427656896,321.7646815,980.942821764,26.9342,183.501,491.783369001,1.98263,239.471308262,441.539778845,26.921,1060.61198956,2780.8353926,309.20411844,0.994667,190.107,1101,0.464996187106,26.9222837203,26.9260886438
1102,-27.1677,123.923608255,289.988153334,952.2696536,26.9125,183.578,885.157448272,2.1891,210.532149518,561.163979003,26.8997,1209.26040411,3080.09692425,300.664987378,0.994404,190.181,1102,0.48981380403,26.9005409845,26.9034173319
1103,-27.2007,104.689451515,928.100949336,1173.8156703,26.9648,183.595,392.852584419,2.2825,259.915295392,493.852202377,26.9519,1347.67946807,2321.87364242,347.07086469,0.99348,190.234,1103,0.497211462727,26.9549731909,26.9570332647
1104,-27.2172,90.3264786426,755.284971157,489.406827524,26.9857,183.673,824.973711512,2.06502,266.151668835,329.33184777,26.9748,1921.30994655,3499.33836909,132.289272845,0.993353,190.29,1104,0.479007282827,26.9737516875,26.9753315147
1105,-27.2472,52.9102187225,1031.55053276,1115.24965822,27.0243,183.712,933.940125392,2.03893,262.067992087,489.80321242,27.0118,2161.06639171,3608.5178878,377.253009172,0.99414,190.389,1105,0.473392564844,27.0144249633,27.0166982648
1106,-27.1461,6.69842018348,437.317631373,604.513224743,26.9073,183.798,242.376977648,2.168,237.033515742,372.406096703,26.8945,862.316127864,1340.88767799,195.617413053,0.994326,190.443,1106,0.487759051159,26.8953522254,26.8976130683
1107,-27.1308,56.4810198473,931.823560101,1262.94752071,26.8876,183.837,428.100198856,2.25348,247.844019736,384.886205486,26.8745,1418.92315927,2404.52208946,412.840935648,0.993738,190.493,1107,0.49253896372,26.8758741359,26.8802156212
1108,-27.2264,31.244894869,104.978892327,1099.26574196,26.9805,183.84,642.525324032,1.74984,235.888265692,252.779266206,26.9682,1435.22249773,2549.87522128,294.593628439,0.994791,190.495,1108,0.456138458336,26.9681235746,26.9711577054
1109,-27.1414,40.644128507,989.620288772,819.716281636,26.904,183.94,908.400931218,1.89693,251.487081039,216.308227903,26.8899,1936.69267074,3543.36676157,279.281425702,0.994229,190.53,1109,0.476197431873,26.8911773353,26.8941782583
1110,-27.2318,18.8446540647,315.188220326,1202.87941936,26.9712,183.975,292.630554844,1.94423,217.31832788,681.709927862,26.9581,713.787851713,1390.52997749,396.64315342,0.995805,190.56,1110,0.478094106122,26.9623095538,26.9644088253
1111,-27.2046,41.2540573731,5.90433646502,770.023738228,26.945,184.032,322.615701149,2.15839,164.061665529,350.99528217,26.9311,447.764685953,1072.6152025,292.838446081,0.995337,190.548,1111,0.488115620864,26.9309946053,26.9350857113
1112,-27.198,4.50964445556,827.209379564,902.200270911,26.9434,184.181,941.610538721,2.09906,263.260878374,270.522297924,26.929,2602.19768654,3616.17035456,265.262452885,0.994482,190.596,1112,0.476983089719,26.9312047924,26.9356723857
1113,-27.2277,9.61684617364,49.8194988926,719.850757917,26.9666,184.234,1007.35957682,2.03518,138.444779377,300.184243717,26.9541,730.758889299,3700.41397419,287.445258161,0.995629,190.645,1113,0.482310657864,26.9546480906,26.9579201439
1114,-27.2259,53.1779545161,823.648933769,853.535733719,26.9945,184.264,493.868080463,2.05843,237.586474312,205.452136049,26.9831,1310.11585696,3273.11599506,236.217939418,0.995033,190.732,1114,0.468867278622,26.9844217111,26.9864897776
1115,-27.1572,36.8918810542,285.289729842,782.39467822,26.917,184.369,300.144066604,2.05056,196.494364121,308.789299139,26.9076,682.979263746,1424.54822085,260.341733331,0.99495,190.771,1115,0.465872579257,26.9087331974,26.9107753376
1116,-27.2532,60.6733418718,247.58918218,963.511214113,27.0128,184.426,392.77653982,2.22211,201.083518879,438.055902469,27.0052,852.607029764,2072.41607384,316.845367238,0.994836,190.785,1116,0.473549108825,27.0046399353,27.0056778021
1117,-27.2319,32.7654902425,269.090850274,627.514367247,26.9871,184.401,317.50909039,2.18731,219.899590383,315.455299705,26.9754,902.090218499,2036.65575978,194.106142795,0.994301,190.866,1117,0.484124281687,26.9766938069,26.9790879271
1118,-27.209,68.8345936219,641.166017602,849.617078976,26.9604,184.456,534.350348715,2.37286,231.529913171,422.145529355,26.9492,1230.6159633,2672.00525971,253.072474227,0.995573,190.938,1118,0.487101200249,26.9518040605,26.9539157269
1119,-27.1023,154.441074955,449.70157579,859.366790115,26.8307,184.487,682.780220401,2.30109,214.558122022,499.166627492,26.8166,1327.2849552,2673.859465,215.09621052,0.995279,191.002,1119,0.492961752675,26.8181805868,26.8211118107
1120,-27.2586,11.7202103117,159.97572854,750.303971862,27.0207,184.625,101.824319058,1.88397,184.072879353,284.299920285,27.0082,450.326414871,729.970902998,220.835322722,0.993713,191.032,1120,0.459999947625,27.0080806867,27.0105745525
1121,-27.2146,21.9441350508,12.8488356033,476.494337633,26.972,184.735,201.486916586,1.84639,173.67650507,244.520728062,26.9583,440.498303725,835.574580682,147.358692664,0.994056,191.114,1121,0.457697883264,26.9606500131,26.9639334272
1122,-27.2065,14.6281324774,310.568598659,1063.37263563,26.9416,184.847,406.04446052,1.9149,212.93016635,353.236790848,26.932,725.478065655,1533.4739008,322.778246114,0.995854,191.217,1122,0.477368402591,26.9335235858,26.9350364641
1123,-27.1669,67.3163993696,312.669599053,774.35046215,26.9155,184.881,381.738519271,2.11131,243.855926224,338.910699201,26.9034,1153.21445604,1764.58728814,232.70721632,0.995531,191.245,1123,0.482951606189,26.9041833805,26.9069887301
1124,-27.2525,79.4050488563,1105.18446402,658.059090668,26.9972,184.98,259.461983301,2.27193,258.513717335,396.645512263,26.9845,1426.83980877,2199.08312114,213.651110853,0.995761,191.309,1124,0.489498154108,26.9855357071,26.9882666551
1125,-27.1578,27.4438782427,900.779989275,598.382589031,26.9205,185.002,206.351606872,2.09707,261.705603388,302.822031463,26.9078,1161.17125297,1651.04568301,223.797490861,0.995574,191.296,1125,0.486782230868,26.9086536732,26.9109479757
1126,-27.1819,294.931322588,413.699703452,597.958567326,26.931,185.13,349.038628563,1.93783,238.237457461,434.212825278,26.9186,901.364404738,1608.60448943,113.906673484,0.995616,191.351,1126,0.458280706985,26.9196577761,26.9218232103
1127,-27.236,285.956527005,159.893473218,596.880775197,27.0113,185.128,210.562721843,2.05995,130.040541508,470.824416849,27.0005,267.249339321,1196.37031382,128.614968678,0.996197,191.401,1127,0.469500398097,27.0012057364,27.003405203
1128,-27.1636,19.7149343684,194.228034088,590.491930692,26.9309,185.164,146.405985825,2.37364,224.906487582,262.172119896,26.9214,630.567688665,908.673463626,205.387804321,0.995918,191.487,1128,0.497323402757,26.9231431443,26.9260284391
1129,-27.1561,15.3846939383,905.379248069,581.734829528,26.9375,185.215,875.98349931,2.03134,255.013653292,241.048299293,26.9235,1747.7768458,3587.44907304,172.847421161,0.995874,191.578,1129,0.448986955058,26.9243168553,26.9280967278
1130,-27.1467,92.496208719,757.849780235,1102.22133985,26.9131,185.298,727.059718014,2.19407,245.509941642,771.019225814,26.8979,1430.74369806,3438.80231891,397.35518089,0.995744,191.638,1130,0.491217621983,26.8996214008,26.9037756015
1131,-27.1694,16.988353003,565.533584286,1013.91475507,26.9308,185.203,269.560327444,1.94769,244.00777299,266.672271309,26.9197,973.901488619,1973.72947687,357.777611511,0.996731,191.659,1131,0.457995047059,26.9212358026,26.926153748
1132,-27.1636,6.53215335119,742.319785176,721.76339737,26.9303,185.226,767.7798448,1.82509,237.069284051,398.22927243,26.916,1841.39990488,3048.53010435,244.169195555,0.994749,191.719,1132,0.457168636455,26.9179390513,26.9210129642
1133,-27.1378,8.02847218297,86.9786853452,875.571838616,26.9227,185.273,500.811744817,2.08418,117.96931009,512.157678491,26.9088,380.152050496,1830.5505471,405.635387856,0.994712,191.802,1133,0.472695131088,26.9092309613,26.9143899987
1134,-27.1135,13.5549934866,881.572156416,623.003363554,26.8581,185.412,644.295335878,2.31233,228.86227039,288.196504407,26.8448,1687.81068292,2925.89998276,220.436309973,0.995352,191.83,1134,0.499246106551,26.8478820779,26.8514511828
1135,-27.1839,50.1858951697,815.635880327,1264.7445962,26.956,185.452,436.845306159,2.48629,231.408090315,619.155639856,26.9424,1364.74496952,2412.19642935,480.622827223,0.995822,191.883,1135,0.504254011708,26.9427411629,26.9465626678
1136,-27.1603,33.8099495773,909.920174815,1025.0354646,26.9278,185.477,432.460289457,2.03647,259.690943806,491.822581349,26.9143,1288.27330653,2567.50264484,342.05305529,0.996353,191.937,1136,0.468375218442,26.9150203611,26.9208509124
1137,-27.1849,63.2989962873,563.32510126,916.959563758,26.9423,185.547,171.65589224,2.07752,242.090120902,435.519036344,26.9301,844.830177813,1185.08419523,311.642935368,0.997134,191.937,1137,0.455560587885,26.9317398942,26.9354444759
1138,-27.183,18.2074433,589.137867133,978.188928496,26.9411,185.681,158.748435055,2.19149,242.657465187,410.926962901,26.9276,938.765176121,1341.70809881,333.258360446,0.995254,192.019,1138,0.474542537141,26.9274226845,26.9319005113
1139,-27.2214,100.426388001,820.883123963,720.979149284,26.9519,185.73,811.249186641,2.14435,249.530653019,394.121506055,26.9362,1466.44306767,3702.31349382,230.575343262,0.996535,192.065,1139,0.46974733186,26.9373525497,26.9420478661
1140,-27.2369,37.8208402644,280.583385485,648.111305594,26.9862,185.767,685.852362013,2.16654,249.253263672,330.765765184,26.9721,1718.09749448,3303.1581126,229.567838082,0.995835,192.099,1140,0.466293212102,26.9736002553,26.9791800199
1141,-27.2117,15.3346895556,891.6912974,970.827405221,26.9554,185.885,762.10485582,2.18293,257.882358594,526.06249357,26.9422,1497.79164483,3655.67252977,365.470801817,0.995722,192.135,1141,0.46771234126,26.9426218291,26.9458625866
1142,-27.2621,42.7211845565,590.277690123,1065.5035655,26.9892,185.907,552.049363717,2.04521,253.232961165,445.583736554,26.9755,1378.1753684,3274.77629812,376.892698282,0.996933,192.182,1142,0.461582296139,26.9780793028,26.9832780452
1143,-27.2532,16.9493404404,12.3269936566,794.019144083,26.9885,185.99,881.436331532,2.2823,165.40324526,308.049601368,26.9745,1040.98509928,2793.24655926,253.251944108,0.994908,192.265,1143,0.480803885922,26.9754742365,26.9808164408
1144,-27.2929,51.0652196881,706.781924338,1087.11507095,27.0022,185.943,1188.85497806,2.34874,250.218228832,384.07002639,26.9861,2009.05422619,3503.21427675,334.425966622,0.996363,192.294,1144,0.496947719609,26.9880738115,26.9924741381
1145,-27.2431,23.245410226,718.684452744,649.267253954,27.0011,186.051,487.647528606,2.47453,253.653792727,341.918066204,26.9841,1167.8150652,2556.20407502,187.989526274,0.996194,192.341,1145,0.494116634661,26.9865770675,26.9911683663
1146,-27.3334,23.3700561355,562.374508765,605.917715386,27.0487,186.131,165.508725016,1.94741,244.578186932,284.111191449,27.0378,873.688349755,1191.0593446,200.110431219,0.995738,192.398,1146,0.476754825732,27.0397859549,27.042541559
1147,-27.2871,22.5506971997,610.193413175,596.012556676,27.0224,186.234,537.435933535,1.98552,245.716504539,288.542747598,27.0087,1306.28183656,2830.63016913,174.689124062,0.997147,192.448,1147,0.474005659978,27.0095954039,27.0149758118
1148,-27.3848,12.4910617585,356.392896469,1131.9609535,27.1278,186.271,198.158303727,2.01782,223.467274241,246.634328498,27.1145,706.257495671,1294.99986957,375.261656894,0.995967,192.511,1148,0.470529961958,27.1152335509,27.1207911013
1149,-27.4064,15.0368123387,13.5295992899,490.108306859,27.1762,186.333,300.463943524,2.1267,52.6321171656,197.886343921,27.1621,152.098828194,1379.53768631,175.773793623,0.995965,192.518,1149,0.472163095455,27.161297298,27.1661818143
1150,-27.3785,8.8878349295,645.799084388,608.193304754,27.1415,186.395,205.29909355,1.8873,240.622189478,121.159324915,27.1292,798.831572687,1660.24487319,175.906986902,0.997835,192.548,1150,0.475275498711,27.1306665404,27.1335297591
1151,-27.3785,6.56400519435,433.046901345,692.886497586,27.1385,186.499,425.194338409,1.94408,231.075545879,228.482929458,27.125,1122.92102001,1897.51169738,272.816135937,0.996205,192.646,1151,0.469679854289,27.1258527016,27.1287249882
1152,-27.431,12.9444102549,337.497457242,873.94613874,27.2098,186.672,379.487926449,1.96667,223.121134791,331.36048053,27.1967,966.934334227,1917.2615896,315.21923221,0.996514,192.702,1152,0.470447172238,27.1978420892,27.2018108391
1153,-27.4161,17.6140466188,837.262551434,685.05292286,27.1803,186.692,803.081241711,1.71286,235.228378814,339.386583025,27.1627,1869.63715435,3235.1800357,232.069715717,0.996182,192.785,1153,0.457550892399,27.1644699337,27.1715626223
1154,-27.4765,50.3038105569,592.703108984,668.335591735,27.2138,186.617,47.790657956,2.03049,240.959003503,399.283549565,27.1968,704.092393048,933.838373053,210.194653942,0.998182,192.853,1154,0.495416007297,27.1983529257,27.2064174345
1155,-27.458,47.8627418455,733.827711152,754.643211881,27.2568,186.678,333.803749178,2.25679,266.024197614,342.278789527,27.2422,1151.37758159,2685.668026,261.764229699,0.996745,192.917,1155,0.48675334996,27.2428908708,27.248345862
1156,-27.5309,9.72768569628,664.698067775,611.453352101,27.2906,186.773,661.855678256,1.86272,251.730553232,417.482042264,27.2766,1404.92354546,3412.2310232,208.215971754,0.996627,192.967,1156,0.460025025068,27.278376506,27.2843662199
1157,-27.4884,175.558994285,704.010479757,1256.95936317,27.2078,186.898,121.503854457,2.24697,252.539314778,500.966056982,27.1944,844.427138331,1065.8079407,373.924470497,0.996912,193.043,1157,0.498142769792,27.1971734686,27.2012256475
1158,-27.5164,60.6324764968,676.472552679,626.485371199,27.2641,186.943,19.2960407291,2.41203,240.506826608,307.181037504,27.2509,744.244851947,783.793944304,176.731750262,0.99698,193.056,1158,0.501716049129,27.2519619999,27.2550059897
1159,-27.5087,8.76859357955,11.6835094183,556.408812509,27.2808,187.036,302.231521969,1.88991,151.367397354,154.838591679,27.2671,410.766889296,752.797408719,184.479710413,0.995894,193.14,1159,0.459936859247,27.2674508182,27.2726691392
1160,-27.4611,4.82914787023,12.2335855026,460.402809075,27.2343,187.146,218.535167033,1.95173,53.3262974463,54.1803705348,27.2192,114.883855768,1317.06508177,96.9410741399,0.997473,193.18,1160,0.478763378261,27.2211645578,27.2241854952
1161,-27.4688,6.9732583947,425.765537467,427.872713246,27.2609,187.224,191.914833045,2.15726,225.224453128,116.986488228,27.2453,680.06776226,1101.48279953,153.913114974,0.996849,193.241,1161,0.488985943464,27.2468924035,27.2533661081
1162,-27.4838,12.8154838066,106.400687691,647.845737118,27.2277,187.246,95.2576808918,2.49071,168.531123647,238.072575595,27.2131,349.537966979,667.478863351,166.49456995,0.996398,193.257,1162,0.518712781659,27.2139045008,27.2180428356
1163,-27.5418,24.1930952905,361.296177488,414.580973614,27.303,187.284,109.031316432,2.22145,220.250244961,170.353921602,27.2903,610.834039241,994.445775329,119.107075954,0.996731,193.309,1163,0.500785477596,27.2916633849,27.2949628697
1164,-27.5574,79.3059274975,372.802101508,527.721451582,27.3351,187.323,179.53693291,1.93369,222.404527261,264.747315878,27.3233,619.24959674,1167.23886535,154.292105385,0.996868,193.312,1164,0.467118526458,27.326064594,27.3293346975
1165,-27.5613,13.0259061567,444.956424527,517.464089984,27.3016,187.374,216.783737804,2.02256,241.725322278,216.115182502,27.2871,900.045983615,1372.52858516,159.06556664,0.996226,193.355,1165,0.479501653914,27.2891904071,27.2941515285
1166,-27.5863,117.608141053,81.5626556334,644.394843571,27.3244,187.423,338.254289724,2.10935,184.045794585,325.39076409,27.3115,558.968964417,1329.3432187,178.212404219,0.99773,193.396,1166,0.48749200559,27.310984937,27.3157765852
1167,-27.5906,61.2745857891,359.726736565,610.401422322,27.3344,187.49,237.085631567,2.26574,234.282589466,345.717792159,27.3208,780.67449863,1523.25935558,172.684082512,0.996647,193.478,1167,0.491751112216,27.3225860029,27.3267740078
1168,-27.6105,88.6149932398,89.7648776927,515.226003312,27.3448,187.608,126.032056816,1.86968,178.110931332,338.378740162,27.3354,419.324266326,760.698018789,136.766985372,0.996988,193.547,1168,0.455594965602,27.3372522681,27.340284883
1169,-27.6094,111.98053568,374.821795292,499.297011799,27.3504,187.704,334.049910131,2.65558,235.1267222,280.768672601,27.3377,942.328951698,1819.61217116,147.248686563,0.996731,193.603,1169,0.516265087321,27.3395928424,27.3432042804
1170,-27.6562,80.5012799662,963.77636579,919.181989858,27.3958,187.783,693.463216345,1.94089,250.052951931,522.060264481,27.3821,1850.90492543,3342.61283891,295.801907539,0.996663,193.654,1170,0.466783806762,27.3810636874,27.3868929712
1171,-27.5944,71.1206922533,441.394157516,624.192925886,27.3248,187.866,415.814150155,2.14188,235.689095201,325.783654843,27.3054,988.490125672,2655.02916517,174.589558139,0.997304,193.787,1171,0.491280255167,27.3041535539,27.3129747377
1172,-27.6595,58.9211489032,467.140856712,700.038656784,27.4136,187.953,465.649242957,2.1547,236.63117438,356.691397929,27.3986,1137.10969192,2241.68392089,219.992241804,0.997306,193.892,1172,0.493293522701,27.3996328895,27.4054481097
1173,-27.6075,276.442040161,462.925701845,647.993717764,27.3372,188.093,852.743362551,2.10063,243.16337528,449.508973021,27.3221,1378.77437557,3259.08712445,163.955519717,0.997141,193.937,1173,0.487549032371,27.3231452572,27.329634348
1174,-27.7271,49.0251380218,478.545725429,602.998408981,27.4459,188.133,740.17004985,2.26237,251.42854787,322.82282019,27.431,1386.19656872,2783.6554988,189.011918413,0.997204,193.988,1174,0.506106847368,27.4326203006,27.4379756157
