MaxEsReturn,AveragePolicySurr,PolicyRegParamNorm,AverageAction,AverageAbsY,AverageEsReturn,AverageQ,AverageAbsQYDiff,StdReturn,StdEsReturn,MinEsReturn,AverageAbsQ,Iteration,MinReturn,QFunRegParamNorm,AverageY,MaxReturn,Epoch,AverageQLoss,AverageDiscountedReturn,AverageReturn
2923.9747763,-434.235,119.563,0.987433,432.381236674,2923.9747763,432.372,3.54088719616,1536.54086023,0.0,2923.9747763,432.372,791,-77.5866599217,178.008,432.381150357,4678.44039137,791,180.442,314.357651298,3630.44588544
3469.07048583,-433.872,119.635,0.983413,431.993324004,3469.07048583,431.986,3.81204876368,253.357210554,0.0,3469.07048583,431.987,792,4159.26853171,178.197,431.993096741,5049.79723924,792,245.137,336.765725349,4584.0512041
3085.41570651,-433.724,119.781,0.987826,431.781191623,3085.41570651,431.769,3.55692173585,1177.0817984,0.0,3085.41570651,431.769,793,1274.76602715,178.249,431.781125466,4831.98471292,793,192.609,357.984382332,3996.24837517
2839.171345,-433.718,119.856,0.982564,431.754918201,2839.171345,431.745,3.63310126482,232.146896812,0.0,2839.171345,431.745,794,4121.60578308,178.368,431.754724227,4963.21162352,794,208.682,325.078347916,4505.69045024
3001.88916538,-434.172,119.872,0.986078,432.255254798,3001.88916538,432.258,3.40792541018,757.957685463,0.0,3001.88916538,432.259,795,1950.2626105,178.45,432.255140812,4678.41747132,795,172.815,338.689208648,4132.8486366
3565.8714073,-434.546,119.908,0.986095,432.646080597,3565.8714073,432.629,3.66487128323,201.40514975,0.0,3565.8714073,432.629,796,4016.06760818,178.627,432.646019257,4783.36606906,796,196.025,347.089203624,4484.18323279
3017.49653016,-434.461,119.988,0.988558,432.521722517,3017.49653016,432.516,3.81389580617,1078.92286206,0.0,3017.49653016,432.516,797,1982.01441563,178.791,432.521536398,4939.24038333,797,243.555,372.867734302,4118.51951747
3068.37342841,-434.181,120.027,0.98794,432.271974151,3068.37342841,432.26,3.42388614302,144.082657841,0.0,3068.37342841,432.26,798,4399.49362615,178.887,432.271855949,4861.07562758,798,169.906,363.08777303,4653.57354728
3265.27170214,-433.854,120.045,0.989056,431.950465494,3265.27170214,431.93,3.79222130036,892.351541714,0.0,3265.27170214,431.93,799,1582.79810506,179.052,431.95036321,4726.45425946,799,224.639,342.413052028,4241.34208185
3269.57011011,-433.783,120.112,0.987779,431.891100487,3269.57011011,431.885,3.76478781168,1252.39465722,0.0,3269.57011011,431.886,800,476.956974627,179.156,431.890941594,4810.04153723,800,209.97,342.834992181,4222.79634924
3147.6435899,-433.698,120.14,0.986069,431.770410884,3147.6435899,431.758,3.7837153739,1300.86475615,0.0,3147.6435899,431.758,801,265.960027969,179.299,431.770370549,4718.62635254,801,222.788,329.73029708,4158.36663577
3285.31701203,-434.824,120.222,0.986658,432.803589715,3285.31701203,432.813,3.56141518944,188.31951968,0.0,3285.31701203,432.813,802,3874.19904256,179.374,432.803513575,4534.29139304,802,188.102,324.649368453,4275.41311156
3450.35082481,-434.61,120.359,0.9851,432.68551967,3450.35082481,432.66,3.70733096294,140.729707067,0.0,3450.35082481,432.661,803,4008.24135929,179.493,432.685429527,4486.93110367,803,207.392,328.586015258,4187.14884643
3081.08926778,-434.969,120.442,0.986482,433.065788561,3081.08926778,433.059,3.40107613132,1042.12470869,0.0,3081.08926778,433.059,804,1374.93702212,179.579,433.065773013,5132.45906354,804,154.949,363.280527474,4461.61029751
3139.82472856,-433.933,120.55,0.987005,432.056365757,3139.82472856,432.05,3.68949259444,900.458841694,0.0,3139.82472856,432.05,805,2019.00260498,179.669,432.056258255,4996.97479557,805,222.415,373.884676149,4315.27502162
3570.82950918,-434.557,120.596,0.990876,432.660174188,3570.82950918,432.649,3.56408131907,1313.59387445,0.0,3570.82950918,432.649,806,1091.44582886,179.771,432.66002775,4946.14040261,806,188.793,314.264701716,3174.28193657
3109.53826125,-434.168,120.657,0.988743,432.272076621,3109.53826125,432.264,3.62656639427,1673.20137957,0.0,3109.53826125,432.264,807,-550.304912166,179.885,432.27192076,4930.95021593,807,189.456,293.409615843,3281.3201369
3074.15669463,-434.615,120.742,0.988367,432.675989085,3074.15669463,432.666,3.70799318705,1732.98509249,0.0,3074.15669463,432.666,808,715.068272355,179.967,432.675934172,5002.52605247,808,218.15,342.016981479,3591.73688559
3233.93242507,-434.32,120.809,0.988033,432.365495406,3233.93242507,432.359,3.5259070822,906.309390392,0.0,3233.93242507,432.359,809,1754.63424716,180.072,432.365446204,4933.27755762,809,179.682,361.529952664,4285.74322948
3278.93791538,-434.858,120.888,0.988303,432.910388472,3278.93791538,432.898,3.60171730697,872.4897644,0.0,3278.93791538,432.898,810,1838.39036207,180.179,432.910325627,4900.57007552,810,202.385,357.593149101,4415.19559512
3359.49229064,-433.941,121.008,0.985333,432.05332394,3359.49229064,432.04,3.81260542087,262.064273155,0.0,3359.49229064,432.041,811,4098.05464731,180.314,432.053187756,4990.40486713,811,242.373,321.514423742,4459.87461522
3565.82071218,-435.241,121.103,0.986127,433.352033204,3565.82071218,433.333,3.53492938833,1241.50543417,0.0,3565.82071218,433.333,812,489.147327629,180.432,433.351885602,4934.10486847,812,186.203,344.560669925,4155.50774461
3326.64110239,-434.687,121.224,0.987738,432.772480302,3326.64110239,432.775,3.65377277464,1223.5570727,0.0,3326.64110239,432.775,813,491.556996854,180.554,432.772291832,4927.1186478,813,187.381,335.026578758,3659.46198913
3019.41429709,-434.378,121.273,0.986014,432.533746881,3019.41429709,432.522,3.74483227303,133.560014795,0.0,3019.41429709,432.522,814,4331.47587676,180.651,432.533630976,4795.15694839,814,225.877,348.628384981,4648.01195323
2977.15562933,-435.09,121.355,0.986135,433.179490453,2977.15562933,433.169,3.53794315522,924.92419258,0.0,2977.15562933,433.169,815,1619.01033221,180.745,433.179443932,4781.29002108,815,190.967,347.238945889,4381.54257878
3537.24467935,-434.682,121.402,0.98776,432.865400964,3537.24467935,432.853,3.58248913307,995.270298889,0.0,3537.24467935,432.853,816,1312.37028739,180.848,432.865357407,4823.18841794,816,198.383,354.901253685,4281.94959351
3197.64656849,-434.654,121.494,0.98881,432.822629407,3197.64656849,432.82,3.51517131489,1200.27174972,0.0,3197.64656849,432.82,817,557.344038471,180.939,432.822564355,4709.31701007,817,179.766,341.443342094,4128.09362119
3647.9806403,-433.898,121.561,0.987953,431.999132052,3647.9806403,431.987,3.53447042006,1340.22518837,0.0,3647.9806403,431.987,818,264.945802468,181.076,431.999035082,4812.38803902,818,169.371,331.074931847,3916.17022125
3411.38599455,-435.761,121.621,0.987887,433.820605229,3411.38599455,433.819,3.61164652089,186.696549888,0.0,3411.38599455,433.819,819,4023.97789218,181.206,433.820556808,4709.57280304,819,202.583,355.9803574,4520.54006931
3514.76672916,-435.146,121.719,0.986163,433.221120021,3514.76672916,433.204,3.78519748883,138.978363901,0.0,3514.76672916,433.204,820,4104.16360522,181.315,433.221040554,4569.939832,820,226.71,331.416924483,4442.09598218
3247.16440771,-434.761,121.75,0.985297,432.917817556,3247.16440771,432.912,3.60160661689,239.068653416,0.0,3247.16440771,432.912,821,3771.97834394,181.446,432.917783148,4603.19147716,821,196.045,352.723349189,4419.70154803
3247.02648725,-435.21,121.832,0.989331,433.347525462,3247.02648725,433.341,3.58335643281,1428.45999329,0.0,3247.02648725,433.341,822,956.507578475,181.559,433.34742232,4717.07199556,822,197.48,354.917948405,3848.642829
3412.20730064,-435.899,121.898,0.985671,433.898655212,3412.20730064,433.888,3.62147315661,331.461370752,0.0,3412.20730064,433.888,823,3453.29740463,181.669,433.898551789,4660.58237498,823,203.861,337.811940074,4405.07920973
3391.35091948,-435.292,122.004,0.98818,433.41172183,3391.35091948,433.395,3.63401997171,1571.70961528,0.0,3391.35091948,433.395,824,985.772462371,181.812,433.411137626,5200.71023653,824,207.862,373.43315412,3877.42048579
3196.42209772,-434.648,122.111,0.987078,432.775618248,3196.42209772,432.765,3.99155560515,1354.08962582,0.0,3196.42209772,432.765,825,537.328739824,181.936,432.775460999,5157.54055689,825,284.856,349.031603999,4006.22559846
3251.27320533,-435.634,122.187,0.988736,433.669807128,3251.27320533,433.666,3.70892889811,850.713199636,0.0,3251.27320533,433.666,826,2471.93544826,182.021,433.669643565,4907.09508293,826,214.106,363.233321127,4291.59315002
3163.9272302,-434.832,122.229,0.986206,432.877400237,3163.9272302,432.87,3.64749182749,1205.27609175,0.0,3163.9272302,432.871,827,624.020563823,182.129,432.877389075,4864.91206492,827,231.659,352.926086491,4216.11322341
3282.73681405,-435.301,122.323,0.985564,433.353090274,3282.73681405,433.34,3.75932152001,321.900259731,0.0,3282.73681405,433.34,828,3592.39032945,182.235,433.35294367,4547.13909638,828,233.357,309.205661447,4206.57328117
3268.09791306,-435.5,122.354,0.987345,433.533929979,3268.09791306,433.525,3.51337299437,325.490207762,0.0,3268.09791306,433.525,829,3851.95688254,182.364,433.53388364,4873.08536633,829,184.735,328.593683183,4301.07506964
3457.93742803,-435.96,122.365,0.988433,434.075637463,3457.93742803,434.064,3.60336212492,219.01759552,0.0,3457.93742803,434.064,830,4226.32392272,182.435,434.075598248,4947.64884592,830,201.349,354.021249191,4635.58167847
3204.0213429,-434.992,122.451,0.987539,433.115407083,3204.0213429,433.107,3.57229347453,192.159819649,0.0,3204.0213429,433.107,831,4089.05501888,182.532,433.115288995,4804.28035789,831,186.755,348.2584748,4437.26890837
3147.31563696,-435.773,122.504,0.990575,433.923797628,3147.31563696,433.917,3.48480405914,1495.7598625,0.0,3147.31563696,433.92,832,74.1881701487,182.623,433.923688695,4742.88324147,832,187.972,336.019923616,3902.6105959
2821.13601061,-434.376,122.533,0.987858,432.423665595,2821.13601061,432.411,3.84991730559,1313.6644065,0.0,2821.13601061,432.411,833,697.073986643,182.778,432.42350987,4641.09213205,833,230.867,335.085970859,3810.20009459
3323.26204727,-434.836,122.608,0.991043,432.885355648,3323.26204727,432.889,3.59185118705,1512.32802549,0.0,3323.26204727,432.889,834,99.0355105901,182.883,432.885287761,4166.15949186,834,205.342,277.382322794,2454.52441867
3363.82499952,-435.327,122.66,0.989066,433.437136783,3363.82499952,433.423,3.4040021065,1303.29371302,0.0,3363.82499952,433.425,835,947.272360006,182.928,433.437035608,4770.56371112,835,162.171,354.542249725,3643.16222052
3257.40790562,-435.106,122.705,0.98923,433.243389398,3257.40790562,433.234,4.06547695664,190.522143142,0.0,3257.40790562,433.234,836,3812.92421056,183.106,433.243266285,4449.02508196,836,285.991,323.538958489,4149.86544214
1290.98020439,-435.226,122.838,0.989958,433.358274851,1290.98020439,433.336,3.66819799424,1422.66606571,0.0,1290.98020439,433.336,837,4.7301963747,183.193,433.358124748,4856.45455408,837,203.511,325.835677449,3604.22655807
3459.2012765,-435.969,122.875,0.990073,433.97283368,3459.2012765,433.968,3.82344861873,848.023345818,0.0,3459.2012765,433.971,838,1758.71369045,183.339,433.972617552,4205.86816468,838,246.317,317.407284787,3516.59219576
2763.28649373,-434.957,122.967,0.990423,432.963255847,2763.28649373,432.95,3.81241157593,1319.62312399,0.0,2763.28649373,432.95,839,427.68652176,183.466,432.963209742,4935.11256929,839,245.603,347.974304742,3990.26929979
3393.52253025,-435.715,123.045,0.988814,433.779516699,3393.52253025,433.777,3.50926080418,984.123590638,0.0,3393.52253025,433.777,840,1539.06736174,183.513,433.779422098,4710.14686334,840,173.237,345.51503055,3956.47744945
3301.58000512,-436.197,123.103,0.989487,434.293994649,3301.58000512,434.281,3.52812514954,1493.92333133,0.0,3301.58000512,434.281,841,892.141532663,183.607,434.293918447,4878.50686693,841,158.37,368.880727976,3900.95498567
3254.82537634,-435.6,123.202,0.988342,433.657682089,3254.82537634,433.65,3.77299347782,226.08444061,0.0,3254.82537634,433.65,842,3667.63238082,183.742,433.657565935,4473.4938487,842,243.629,348.286337127,4174.8288162
3328.89889486,-435.742,123.289,0.989273,433.832816136,3328.89889486,433.824,3.66757444667,1710.1875181,0.0,3328.89889486,433.824,843,-87.5357485509,183.879,433.832689742,4696.73026333,843,223.181,295.350558221,2973.90242967
3227.21080473,-435.44,123.438,0.988353,433.611365167,3227.21080473,433.603,3.65195033434,1019.89889077,0.0,3227.21080473,433.603,844,1549.25775599,184.007,433.61124138,4677.11390667,844,204.906,355.370079308,3868.61595939
3127.41781918,-436.277,123.471,0.993188,434.341755077,3127.41781918,434.335,3.43375626571,1655.46937622,0.0,3127.41781918,434.335,845,-24.5434925908,184.15,434.341633355,4236.36209403,845,163.867,286.21292718,2042.34092693
3275.32998268,-435.429,123.564,0.985986,433.492862644,3275.32998268,433.48,3.89241036912,1337.86621699,0.0,3275.32998268,433.48,846,663.581976172,184.329,433.492765083,4524.83062836,846,244.838,335.078819295,3399.25124597
2901.55459255,-436.422,123.663,0.986159,434.419038756,2901.55459255,434.41,3.73032783425,1546.73567004,0.0,2901.55459255,434.41,847,17.9345797301,184.429,434.418974139,4727.70518283,847,228.119,357.662338432,3827.35086356
3057.38897206,-435.707,123.696,0.987678,433.757773337,3057.38897206,433.753,3.37053487405,1571.88375389,0.0,3057.38897206,433.753,848,-258.315160471,184.483,433.75768168,4991.21042577,848,142.15,352.897399573,4091.59635911
3166.69235642,-436.382,123.762,0.987588,434.452063971,3166.69235642,434.44,3.61496514715,1454.06810337,0.0,3166.69235642,434.44,849,-148.321572508,184.607,434.451943627,4916.42358065,849,200.587,352.682293216,4197.17326867
3103.24113834,-436.428,123.775,0.987874,434.543065879,3103.24113834,434.521,3.9030568812,971.313106316,0.0,3103.24113834,434.521,850,1142.94035663,184.765,434.543037426,4483.45815944,850,246.412,339.135400807,3992.47704072
3074.46271397,-435.976,123.858,0.98683,434.033922507,3074.46271397,434.035,3.40601839198,1424.87329081,0.0,3074.46271397,434.035,851,-177.521574137,184.784,434.0338638,4670.36747509,851,153.318,334.743209968,3913.31430176
2837.98199518,-436.68,123.864,0.985339,434.758244883,2837.98199518,434.752,3.64966341281,1116.66131347,0.0,2837.98199518,434.752,852,979.898316323,184.868,434.758188113,4978.31315014,852,196.093,361.197041182,4276.75740587
3299.12584758,-437.254,123.947,0.988487,435.308598687,3299.12584758,435.306,3.84009765834,266.130749587,0.0,3299.12584758,435.306,853,3648.22980347,185.007,435.308526395,4551.61121163,853,244.16,330.722192369,4138.06704096
3280.23364643,-436.252,124.016,0.988612,434.317767303,3280.23364643,434.304,3.95812427786,1220.48911416,0.0,3280.23364643,434.304,854,118.260421069,185.126,434.317764252,4368.30669805,854,264.31,313.272906602,3752.51671476
3126.67871687,-436.19,124.099,0.990083,434.268526754,3126.67871687,434.248,3.64610004001,1714.92773298,0.0,3126.67871687,434.248,855,-359.75699969,185.229,434.268370279,4607.05889216,855,205.069,326.352505659,3338.5796461
3396.89366559,-437.128,124.096,0.984496,435.107241097,3396.89366559,435.1,3.81423286191,731.62413442,0.0,3396.89366559,435.1,856,2034.19852808,185.353,435.107229469,4699.42203,856,238.112,330.845539508,4199.61666045
3331.42851711,-437.154,124.171,0.987644,435.167840104,3331.42851711,435.168,3.71900617863,1317.50757015,0.0,3331.42851711,435.168,857,1485.25141957,185.497,435.167704399,4919.683174,857,220.319,368.484504446,3761.33660472
3118.9538225,-436.66,124.243,0.985713,434.667208425,3118.9538225,434.642,3.94000243585,1524.71468383,0.0,3118.9538225,434.642,858,-554.981503483,185.657,434.667082404,4788.48701299,858,254.917,311.50790639,3999.09804729
2743.09044382,-436.555,124.281,0.988053,434.60450755,2743.09044382,434.6,3.44800934301,1486.66166104,0.0,2743.09044382,434.6,859,854.799862217,185.735,434.604470725,4956.20658568,859,169.612,334.573833369,3737.25005811
3284.45882564,-437.067,124.363,0.984223,435.105264,3284.45882564,435.098,3.57056943169,135.731031045,0.0,3284.45882564,435.098,860,4316.21700897,185.843,435.10521957,4784.47445126,860,180.402,336.794681497,4642.80585503
2954.53694212,-436.66,124.448,0.989476,434.679761214,2954.53694212,434.67,3.65814531481,1544.66418131,0.0,2954.53694212,434.67,861,519.047168002,185.971,434.679597093,4906.06242422,861,203.894,351.985016887,3565.11070434
3332.82444501,-436.931,124.505,0.988627,434.971242896,3332.82444501,434.965,3.71837494864,1017.22055954,0.0,3332.82444501,434.965,862,1340.3354448,186.11,434.971161632,5008.71633152,862,229.467,367.863111199,4323.99036479
3399.22752313,-437.088,124.584,0.985864,435.054199156,3399.22752313,435.056,3.56218447713,999.935499375,0.0,3399.22752313,435.058,863,1551.66628818,186.218,435.054120385,4880.42875511,863,200.795,366.367855834,4191.84896428
3349.08714245,-438.027,124.672,0.985914,436.060076786,3349.08714245,436.037,3.71861647118,1326.29043173,0.0,3349.08714245,436.037,864,328.794955812,186.352,436.060041773,4921.67428515,864,212.801,327.239949458,4243.65456561
3386.6392047,-437.243,124.739,0.988007,435.315757277,3386.6392047,435.307,3.46846196653,147.494387424,0.0,3386.6392047,435.307,865,4483.41084097,186.475,435.315701774,5005.07467002,865,172.192,391.683050947,4830.30668071
3256.17557727,-438.282,124.857,0.989123,436.326025976,3256.17557727,436.323,3.70374398173,1124.70901157,0.0,3256.17557727,436.324,866,1398.50990513,186.587,436.325954471,4909.91125857,866,215.465,364.766366455,4235.42436194
3297.82348949,-438.082,124.934,0.986737,436.135532968,3297.82348949,436.129,3.62767903842,926.28237256,0.0,3297.82348949,436.129,867,1589.13515915,186.736,436.135528359,4823.93855447,867,219.233,362.836467921,4340.49747516
2767.34730044,-437.767,125.025,0.988271,435.847904635,2767.34730044,435.835,3.6536673331,112.854601393,0.0,2767.34730044,435.835,868,4386.65772225,186.889,435.847829508,4744.06924752,868,222.849,345.339005933,4559.15918578
2910.23812991,-438.35,125.068,0.989387,436.408055768,2910.23812991,436.404,3.71634271865,208.386882469,0.0,2910.23812991,436.404,869,4274.89185177,187.04,436.407985601,5000.2913256,869,212.556,367.481923575,4687.07057289
3222.46783135,-437.722,125.148,0.98748,435.719784292,3222.46783135,435.714,3.6257484763,585.577056763,0.0,3222.46783135,435.714,870,2997.30731894,187.162,435.71965602,4936.56270335,870,212.257,362.754345624,4254.44921334
3243.02995642,-437.706,125.259,0.987276,435.715489059,3243.02995642,435.695,3.60441648138,1173.64838027,0.0,3243.02995642,435.699,871,1671.91871566,187.276,435.715334421,4761.79941048,871,197.018,363.2716358,3897.67593156
3040.5100684,-437.341,125.317,0.988501,435.379679076,3040.5100684,435.36,3.55614707325,1018.50339293,0.0,3040.5100684,435.36,872,1664.84549486,187.388,435.379584483,4853.74689657,872,190.681,373.919841765,4133.59672338
3461.90446852,-438.514,125.431,0.989537,436.556084188,3461.90446852,436.559,3.79696920298,1469.84841613,0.0,3461.90446852,436.559,873,533.549485389,187.471,436.556006061,4703.72388692,873,241.746,342.261750043,3815.64291976
3006.50936904,-438.159,125.473,0.991104,436.227028041,3006.50936904,436.217,3.66008090854,1263.46731613,0.0,3006.50936904,436.218,874,1637.95726814,187.61,436.226951891,4911.26018552,874,224.73,342.845956116,3652.87912191
3365.62230286,-438.239,125.535,0.987163,436.265605411,3365.62230286,436.244,3.69108344548,1060.99052032,0.0,3365.62230286,436.244,875,1122.63524899,187.704,436.265494168,4784.44070075,875,215.484,352.668095775,4278.88701254
3167.73088837,-439.045,125.531,0.988763,437.01025923,3167.73088837,437.013,3.61112617915,807.859918673,0.0,3167.73088837,437.013,876,1983.75993575,187.84,437.010196891,4859.26192891,876,201.165,351.260026906,4378.02877135
3384.06844631,-438.598,125.603,0.988423,436.644900344,3384.06844631,436.629,3.63045689762,1054.83688117,0.0,3384.06844631,436.629,877,980.752416324,187.944,436.644843171,4753.33759984,877,198.873,357.122925521,4094.32850495
3065.60624041,-438.549,125.676,0.988106,436.551104968,3065.60624041,436.554,3.59700736813,94.3273508922,0.0,3065.60624041,436.562,878,4637.04857223,188.033,436.550970135,4915.54728064,878,196.783,367.381236383,4758.17695492
3109.49832543,-438.802,125.686,0.989731,436.870077452,3109.49832543,436.86,3.49993584364,1381.13932669,0.0,3109.49832543,436.86,879,1200.10904297,188.105,436.870015346,5016.20721052,879,186.365,350.536322685,3788.9665767
3578.0843827,-438.828,125.71,0.986297,436.898301276,3578.0843827,436.874,3.59718133026,276.257199173,0.0,3578.0843827,436.874,880,3735.30180327,188.242,436.89811689,4653.33721377,880,204.925,359.250354636,4404.53465953
3532.26075732,-439.138,125.748,0.985559,437.258390049,3532.26075732,437.26,3.51872771632,280.494786672,0.0,3532.26075732,437.26,881,3935.71036401,188.374,437.258310256,4907.30292497,881,186.543,356.758147093,4577.73807221
2958.1064271,-438.199,125.844,0.987846,436.275364746,2958.1064271,436.263,3.71416247824,1359.56499719,0.0,2958.1064271,436.263,882,49.6319586409,188.53,436.275307088,4822.38191045,882,233.044,341.376532375,4026.88937905
3108.83522919,-438.04,125.906,0.989089,436.159629441,3108.83522919,436.156,3.8780164017,1311.16232167,0.0,3108.83522919,436.156,883,284.044797982,188.619,436.159538992,4924.35124224,883,266.721,359.150241383,4170.15987504
3502.88797937,-438.013,125.99,0.990102,436.051926208,3502.88797937,436.044,3.82855877581,987.733992476,0.0,3502.88797937,436.044,884,2023.0560818,188.761,436.051837093,4695.6683494,884,248.058,313.059541743,3999.39888402
3155.95073545,-439.516,126.067,0.989897,437.551773795,3155.95073545,437.536,3.80788188274,1779.61653253,0.0,3155.95073545,437.536,885,-16.0198515614,188.863,437.551708747,4359.68291158,885,246.455,282.402183341,2543.23706433
3053.149365,-438.65,126.139,0.990406,436.696836398,3053.149365,436.683,3.52363719986,1397.68268165,0.0,3053.149365,436.683,886,-181.619770221,188.942,436.696658544,4653.72216046,886,182.338,326.671528421,3602.11679466
3207.28223338,-439.137,126.186,0.989632,437.212612669,3207.28223338,437.207,3.56316027768,676.45080773,0.0,3207.28223338,437.207,887,2310.71289677,189.107,437.212500293,4609.78039279,887,199.549,348.797819291,4102.52153195
3291.54659892,-438.786,126.365,0.990283,436.860647335,3291.54659892,436.844,3.85322792377,1382.99878034,0.0,3291.54659892,436.844,888,1328.93692583,189.239,436.860532755,4787.97499176,888,243.341,342.05238332,3542.17884001
3293.28392846,-439.493,126.441,0.989211,437.56411412,3293.28392846,437.563,3.44837718244,363.974272968,0.0,3293.28392846,437.565,889,3358.53538419,189.3,437.5641001,4616.99627018,889,166.288,350.889229315,4370.65829851
3373.87996287,-439.392,126.544,0.98875,437.520806462,3373.87996287,437.518,3.52063117885,1745.26142593,0.0,3373.87996287,437.518,890,-333.528005479,189.381,437.520649381,4764.4995327,890,188.111,310.204162942,3558.92237383
3398.08276956,-439.517,126.6,0.990256,437.636446312,3398.08276956,437.626,3.65960031719,2030.96251726,0.0,3398.08276956,437.626,891,-172.062857386,189.491,437.636325108,4662.66724425,891,209.28,301.903356772,3041.27896063
3088.07743171,-439.379,126.739,0.988173,437.383809602,3088.07743171,437.368,3.60376672067,1117.97739893,0.0,3088.07743171,437.368,892,975.697540281,189.563,437.383586915,4966.5559571,892,190.374,368.161224742,4275.41699139
3120.63711959,-439.893,126.8,0.989259,437.983923015,3120.63711959,437.975,3.53366005903,814.464085853,0.0,3120.63711959,437.975,893,2409.15472915,189.689,437.9838751,4779.10468114,893,190.85,371.343549521,3977.04510443
3291.34080235,-439.392,126.921,0.990396,437.494222627,3291.34080235,437.491,3.60144177985,1612.59978773,0.0,3291.34080235,437.491,894,-116.361503954,189.805,437.494097817,4970.90475086,894,196.281,321.206974301,2682.5746834
3557.62227561,-438.931,126.941,0.988536,437.022493013,3557.62227561,437.005,3.84513659496,587.150822372,0.0,3557.62227561,437.005,895,2535.25416739,189.905,437.022185079,4523.19793219,895,242.783,290.97517931,4011.0838606
3650.34842992,-438.687,127.085,0.983046,436.789437385,3650.34842992,436.781,3.50720918948,154.587286231,0.0,3650.34842992,436.781,896,4293.61355133,189.998,436.789323076,4896.35146518,896,191.385,339.962671829,4499.31939427
3327.83965431,-439.736,127.212,0.989321,437.796924955,3327.83965431,437.79,3.71643734308,917.422760932,0.0,3327.83965431,437.791,897,1309.94134891,190.116,437.79684254,4513.21683271,897,218.837,324.540927235,4037.31501938
3514.28031778,-440.012,127.236,0.989139,438.016790455,3514.28031778,438.008,3.57039253031,165.489686387,0.0,3514.28031778,438.008,898,4174.38368829,190.238,438.013513609,4660.62204171,898,190.05,331.375980221,4371.28691631
3459.41011512,-440.124,127.204,0.990413,438.120137952,3459.41011512,438.102,3.90246636168,787.429489413,0.0,3459.41011512,438.102,899,2285.46683969,190.326,438.119737079,4798.31604084,899,254.42,347.469072987,4129.08738461
3673.08530319,-440.396,127.239,0.989168,438.446509618,3673.08530319,438.44,3.622939094,1163.94425823,0.0,3673.08530319,438.44,900,776.112908233,190.437,438.446445,4908.94222827,900,198.306,347.738496964,4204.68763063
3083.11511497,-439.604,127.28,0.988464,437.635215003,3083.11511497,437.625,3.78241023257,224.111887601,0.0,3083.11511497,437.625,901,4031.76294084,190.548,437.63479003,4728.12535043,901,221.9,333.733232023,4453.83441783
3402.67521226,-438.945,127.305,0.988273,437.018030618,3402.67521226,437.009,3.8130889038,130.212724444,0.0,3402.67521226,437.01,902,4341.97828026,190.671,437.017956301,4751.14380079,902,250.221,364.951533516,4551.37150605
3224.18572553,-440.131,127.396,0.990725,438.201004561,3224.18572553,438.186,3.76154402658,1297.68721477,0.0,3224.18572553,438.186,903,1064.6375993,190.774,438.200650716,4833.20057838,903,238.168,348.778667311,3725.9957904
3210.99351722,-439.224,127.493,0.98837,437.312305002,3210.99351722,437.304,3.43718469842,596.785444563,0.0,3210.99351722,437.305,904,3094.83147579,190.879,437.311246272,4788.2181545,904,171.909,345.620094162,4328.26853328
3223.54766051,-439.276,127.546,0.990917,437.348782032,3223.54766051,437.337,3.82309616822,1270.69476875,0.0,3223.54766051,437.337,905,202.543285356,191.058,437.348437223,4329.3584701,905,239.124,277.144895552,2549.65731303
2892.71346348,-439.944,127.582,0.991485,437.97095829,2892.71346348,437.967,3.5915596917,1208.75435637,0.0,2892.71346348,437.967,906,692.048026691,191.206,437.970885319,4559.98083545,906,184.159,286.770720133,3346.32431818
2857.88706119,-439.847,127.692,0.986123,437.927854459,2857.88706119,437.912,3.75575889152,296.902863646,0.0,2857.88706119,437.912,907,3567.96115302,191.262,437.927689488,4658.3107427,907,217.699,315.073024834,4223.21082226
3010.85335779,-440.068,127.795,0.987144,438.175980958,3010.85335779,438.161,3.69326905317,1556.22129391,0.0,3010.85335779,438.161,908,-258.315072846,191.384,438.175435444,4820.76701213,908,204.628,351.404316798,3586.67503891
3159.48878009,-440.399,127.86,0.987143,438.539320314,3159.48878009,438.543,3.74135779436,505.630383627,0.0,3159.48878009,438.544,909,3169.86704997,191.504,438.538795189,4821.65909149,909,211.535,338.188845106,4117.81478922
3085.31057153,-439.698,127.902,0.987622,437.854183666,3085.31057153,437.841,3.74505048549,993.142525038,0.0,3085.31057153,437.842,910,1411.72332464,191.652,437.853195731,4961.52644782,910,216.463,340.987755448,4269.60275442
3422.83299481,-440.087,128.016,0.987327,438.103237438,3422.83299481,438.084,3.79518048878,1029.09494383,0.0,3422.83299481,438.084,911,1041.30310866,191.757,438.102464736,4737.61933845,911,233.629,349.842668122,4057.48282316
3284.9954008,-440.448,128.085,0.99081,438.585510526,3284.9954008,438.58,3.81513118611,1622.26339591,0.0,3284.9954008,438.58,912,617.95754356,191.859,438.585349314,4911.40528596,912,245.434,328.963955527,3200.89985304
3208.74921866,-440.803,128.148,0.988485,438.90608989,3208.74921866,438.903,3.6474276729,1507.73292259,0.0,3208.74921866,438.905,913,80.9293206085,192.003,438.904987385,4827.09327807,913,194.372,340.4623023,3426.41894545
3223.95415576,-440.307,128.28,0.984714,438.356968831,3223.95415576,438.337,3.60682575656,97.9727585947,0.0,3223.95415576,438.338,914,4500.50956729,192.135,438.354267217,4819.45847094,914,192.101,372.278403118,4701.32672853
