Iteration,StdReturn,AverageEsReturn,AverageAbsQYDiff,StdEsReturn,QFunRegParamNorm,AverageReturn,MinReturn,MinEsReturn,AverageDiscountedReturn,MaxEsReturn,AverageQLoss,AverageAction,AverageAbsQ,AverageY,PolicyRegParamNorm,MaxReturn,AveragePolicySurr,AverageQ,AverageAbsY,Epoch
508,212.475525094,2962.4172786,2.97802619526,0.0,126.205,3878.55927272,3573.49223566,2962.4172786,322.080855284,2962.4172786,131.639,0.982824,353.378,353.382125046,96.806,4160.95145247,-355.27,353.378,353.382197969,508
509,82.8134580156,3026.17535999,3.03155759993,0.0,126.361,4249.03034203,4133.65876472,3026.17535999,343.429393622,3026.17535999,133.48,0.972685,352.703,352.717316587,96.9003,4404.79612122,-354.517,352.703,352.717493372,509
510,43.2105945705,3107.65133768,3.07741233404,0.0,126.515,4435.40930283,4382.61485343,3107.65133768,367.374182105,3107.65133768,136.37,0.973376,352.906,352.913196621,96.965,4543.57401952,-354.652,352.906,352.913317943,510
511,85.843928473,3134.56305333,3.13765362807,0.0,126.673,4286.10616028,4128.93889403,3134.56305333,362.806451627,3134.56305333,154.614,0.984213,352.659,352.670828427,96.9811,4404.80737278,-354.525,352.659,352.670998323,511
512,67.9615974529,2908.41183345,3.0356700394,0.0,126.825,4263.44444855,4163.46931185,2908.41183345,353.378681894,2908.41183345,144.559,0.979671,355.161,355.168871333,97.0742,4392.78095939,-356.976,355.161,355.169057459,512
513,131.521588923,2982.76648937,3.06117685421,0.0,126.995,4158.92635975,3921.56988973,2982.76648937,351.82005702,2982.76648937,139.099,0.980483,354.086,354.092967224,97.2714,4309.37541264,-355.915,354.086,354.093069815,513
514,110.591074751,2647.56836548,3.01130588187,0.0,127.158,4241.45002789,4095.44225675,2647.56836548,334.690875553,2647.56836548,140.417,0.975432,354.968,354.982790481,97.3814,4442.26803482,-356.836,354.968,354.982850142,514
515,821.47106424,3169.4751838,3.02918001498,0.0,127.298,4222.26199103,1794.93000185,3169.4751838,349.989318342,3169.4751838,133.95,0.983425,354.257,354.261277921,97.5081,4699.88723743,-356.146,354.257,354.261422917,515
516,1599.26716558,2551.37263003,3.13812546989,0.0,127.475,2379.52216046,-45.6900835958,2551.37263003,309.224578222,2551.37263003,153.536,0.98199,354.236,354.249507067,97.5673,4264.31233267,-356.14,354.236,354.249660886,516
517,131.689272882,2955.95847174,3.06668750701,0.0,127.588,4837.18503475,4628.1279017,2955.95847174,394.217766934,2955.95847174,144.902,0.977356,354.139,354.149846067,97.7203,5058.58796257,-356.029,354.139,354.149940214,517
518,416.637807829,2748.16970022,2.91743013938,0.0,127.63,4204.76866882,2979.086633,2748.16970022,360.778708186,2748.16970022,118.799,0.98113,353.901,353.907782495,97.8334,4503.80217143,-355.754,353.901,353.907974248,518
519,51.6658482305,2746.89462133,3.00179043057,0.0,127.771,4179.1532707,4085.26709016,2746.89462133,337.873001287,2746.89462133,140.27,0.982302,354.09,354.093130943,97.8131,4269.4809802,-355.968,354.09,354.093185865,519
520,161.307326962,2986.54385809,3.03367700743,0.0,127.946,4145.49721341,3823.68927661,2986.54385809,345.970942488,2986.54385809,147.39,0.980856,354.643,354.652507084,97.9134,4380.6382833,-356.401,354.643,354.652628824,520
521,170.456309818,2708.82721989,3.07162560807,0.0,128.133,3521.14238679,3187.90395234,2708.82721989,292.05034469,2708.82721989,147.283,0.982998,354.991,355.009862724,98.0404,3673.94437203,-356.825,354.991,355.010035718,521
522,1236.84603288,2791.3657366,2.8470894526,0.0,128.253,3181.37844526,440.627800203,2791.3657366,319.881423095,2791.3657366,117.625,0.986042,355.752,355.756564962,98.1437,4006.0188553,-357.621,355.752,355.756686433,522
523,82.6958735449,2733.21804513,3.17005842552,0.0,128.397,4129.54543829,3956.52371224,2733.21804513,339.404863936,2733.21804513,160.3,0.98555,355.347,355.359409344,98.155,4246.44443437,-357.198,355.347,355.359551145,523
524,79.1246772179,2915.21101346,3.06710774872,0.0,128.541,4258.39045273,4057.30626285,2915.21101346,354.012470033,2915.21101346,141.675,0.990723,356.133,356.136704923,98.2112,4341.04975495,-358.004,356.133,356.136872882,524
525,80.7923878851,2980.5490954,2.9806859869,0.0,128.676,4214.40023309,4076.82326062,2980.5490954,350.093216449,2980.5490954,129.966,0.989822,357.402,357.418477052,98.3255,4339.72347165,-359.271,357.402,357.418513489,525
526,1264.73839091,3084.79740773,3.09137160571,0.0,128.885,3373.99923692,212.677454432,3084.79740773,323.757065265,3084.79740773,154.163,0.990848,355.613,355.617283686,98.4441,4259.46746349,-357.582,355.613,355.6174948,526
527,1079.00454759,2705.3550793,3.00244100569,0.0,129.023,3547.15756209,706.991765908,2705.3550793,343.865099895,2705.3550793,139.124,0.983294,357.167,357.17439029,98.5029,4317.57194914,-359.192,357.167,357.174469794,527
528,100.402158587,2762.55172839,3.16599873119,0.0,129.144,4130.63824783,3987.79890329,2762.55172839,337.711359401,2762.55172839,157.238,0.985379,355.871,355.892392435,98.5917,4296.12922741,-357.821,355.871,355.892567143,528
529,1005.31282788,2891.03915584,3.11636950275,0.0,129.292,4009.70896052,1017.77648944,2891.03915584,356.653679868,2891.03915584,159.725,0.986091,357.084,357.086108468,98.7395,4496.14771624,-358.981,357.084,357.086149118,529
530,393.892288596,2771.06309174,3.1548156218,0.0,129.505,4141.78454329,2970.99478594,2771.06309174,346.820669742,2771.06309174,165.982,0.973052,357.449,357.46660148,98.8093,4375.6325458,-359.323,357.449,357.466765971,530
531,1022.44031479,2891.39461186,3.07573977282,0.0,129.64,3969.56871491,911.785420446,2891.39461186,353.726560453,2891.39461186,156.226,0.983652,356.892,356.8961795,98.8674,4490.78433921,-358.751,356.892,356.896316497,531
532,1046.65554217,2910.31999406,3.04312748576,0.0,129.795,2961.12150869,1273.69982188,2910.31999406,326.547055851,2910.31999406,136.419,0.9826,358.134,358.148195389,99.0048,4247.86899666,-360.069,358.134,358.148436266,532
533,1167.59064357,2701.84261437,2.96999657377,0.0,129.957,3841.06199939,353.71687567,2701.84261437,342.091859015,2701.84261437,128.935,0.979769,358.139,358.142821307,99.1445,4425.55194732,-360.055,358.139,358.142967861,533
534,1008.0958032,2931.57549261,2.97800295338,0.0,130.105,4003.75948953,1001.91116959,2931.57549261,353.499533247,2931.57549261,138.814,0.985183,358.421,358.427510186,99.1407,4489.79727602,-360.326,358.421,358.427727596,534
535,166.679558269,3153.29064724,3.04624505784,0.0,130.254,4202.0709086,3898.73172192,3153.29064724,331.396437069,3153.29064724,141.845,0.985948,358.698,358.713502404,99.1991,4399.62803651,-360.586,358.698,358.713644335,535
536,61.2394077149,747.09207099,3.01688183494,0.0,130.406,4327.31005448,4221.57209419,747.09207099,360.068059912,747.09207099,130.828,0.98069,358.046,358.052869951,99.3016,4449.71019069,-359.925,358.046,358.052982278,536
537,951.681343168,3045.2196813,3.04137109259,0.0,130.557,3840.57085038,1037.10724342,3045.2196813,334.272924651,3045.2196813,140.663,0.98642,358.054,358.063958744,99.3564,4371.564407,-359.856,358.054,358.064129884,537
538,69.3388584122,3023.05492237,2.97616890123,0.0,130.699,4156.40900912,4046.85134797,3023.05492237,343.879684907,3023.05492237,134.461,0.980334,358.458,358.471849813,99.4793,4249.00918964,-360.26,358.458,358.472051941,538
539,829.011058893,2813.10874062,2.94134909594,0.0,130.797,3917.09826737,1438.30860047,2813.10874062,353.51606937,2813.10874062,126.965,0.976704,358.252,358.257191051,99.6103,4331.97909827,-360.017,358.252,358.257359715,539
540,58.0787677203,2767.42941304,3.02021950628,0.0,130.983,4338.88461015,4234.73985444,2767.42941304,358.212046668,2767.42941304,140.761,0.989827,359.739,359.748689288,99.6613,4414.32916426,-361.601,359.739,359.748844015,540
541,107.059612303,2941.02939141,2.98827343058,0.0,131.139,4237.36360834,4009.89843676,2941.02939141,348.770313894,2941.02939141,149.672,0.981439,358.447,358.456174112,99.6957,4368.87008414,-360.234,358.447,358.456236257,541
542,96.3287805519,2813.39011615,3.02683029652,0.0,131.231,4312.77345676,4128.18919,2813.39011615,359.758264161,2813.39011615,140.222,0.978529,358.905,358.907105367,99.8076,4413.46087486,-360.772,358.905,358.907281296,542
543,944.165716023,3146.10507633,2.95926507295,0.0,131.383,3694.43484946,1675.94326036,3146.10507633,354.510435501,3146.10507633,136.392,0.985971,358.597,358.611845592,99.9494,4481.77363038,-360.421,358.597,358.611955821,543
544,111.369883472,3171.65311264,3.02311068491,0.0,131.503,4416.42706678,4206.46565376,3171.65311264,362.887685135,3171.65311264,147.582,0.987097,359.091,359.099211416,100.004,4557.91697193,-360.942,359.091,359.099353241,544
545,30.9267768332,2943.9261375,3.099547862,0.0,131.619,3993.44290383,3924.46209087,2943.9261375,332.51258346,2943.9261375,148.226,0.989109,359.383,359.399015916,100.066,4032.80299316,-361.303,359.383,359.399094088,545
546,115.471306659,2886.04824757,3.22440351684,0.0,131.772,4103.73762461,3882.78976504,2886.04824757,335.64632736,2886.04824757,177.93,0.981759,360.522,360.536279439,100.221,4297.67516435,-362.391,360.522,360.536376843,546
547,172.703400991,2931.18858799,2.95515567573,0.0,131.889,4239.33206372,3907.85920242,2931.18858799,348.265635329,2931.18858799,144.167,0.989954,360.085,360.087693593,100.341,4465.33632223,-361.951,360.085,360.087800177,547
548,736.340126723,3001.20375581,3.18762862724,0.0,132.032,4112.1297989,1914.82602901,3001.20375581,357.840146514,3001.20375581,173.548,0.984731,359.336,359.35069543,100.452,4524.61166236,-361.193,359.335,359.350777365,548
549,941.145267297,3017.93278463,3.03326344175,0.0,132.197,3246.47336397,1465.70158315,3017.93278463,307.628877687,3017.93278463,132.868,0.983804,359.464,359.469197952,100.629,4121.51251335,-361.382,359.464,359.469364409,549
550,1066.0731141,2841.18981128,2.99570165527,0.0,132.317,3624.15587998,615.180028027,2841.18981128,344.226982125,2841.18981128,130.27,0.985507,360.883,360.890504609,100.751,4385.63768836,-362.657,360.883,360.89073477,550
551,1517.0654464,1862.04062451,2.9567926014,0.0,132.449,2812.03731643,309.914269695,1862.04062451,332.47375869,1862.04062451,124.056,0.981452,360.964,360.977048033,100.854,4405.86308402,-362.751,360.964,360.97714079,551
552,1464.25893747,3075.2152515,3.13036063437,0.0,132.553,3133.97328527,851.935430646,3075.2152515,354.069499266,3075.2152515,159.469,0.986877,360.08,360.081623815,100.925,4502.399156,-361.949,360.08,360.081810881,552
553,1237.89245746,2760.26472074,2.9491923836,0.0,132.673,3484.07266527,643.890539141,2760.26472074,334.902316854,2760.26472074,136.373,0.986546,360.51,360.523218345,101.034,4418.59112135,-362.32,360.51,360.523305546,553
554,73.773047856,2973.12793758,3.10923946674,0.0,132.771,4153.99049214,4060.4441496,2973.12793758,341.847137258,2973.12793758,158.141,0.993189,360.4,360.408755729,101.03,4261.26148931,-362.219,360.4,360.40887107,554
555,77.6367304019,2699.58098055,2.95788778047,0.0,132.889,4184.24069669,4035.78209634,2699.58098055,346.893265639,2699.58098055,132.149,0.984768,361.233,361.24295909,101.206,4315.7970738,-363.045,361.232,361.243180734,555
556,88.0819395551,2936.98574064,3.25375812704,0.0,133.051,4368.32602125,4175.37592269,2936.98574064,360.802684094,2936.98574064,179.941,0.98543,360.705,360.709201438,101.347,4447.96538413,-362.589,360.705,360.709308849,556
557,59.8270490936,2873.32243997,2.93370705067,0.0,133.172,4364.3564196,4245.8892973,2873.32243997,361.925989012,2873.32243997,121.984,0.984163,361.026,361.035450809,101.362,4449.7492793,-362.88,361.026,361.035509548,557
558,41.0393014157,2840.26108494,3.01060272366,0.0,133.258,4180.41764964,4125.83527467,2840.26108494,347.489298315,2840.26108494,137.84,0.976416,361.53,361.545504851,101.412,4265.33342896,-363.433,361.53,361.54559981,558
559,67.5585010217,3181.16893567,3.10556123148,0.0,133.417,4494.14221671,4357.31354933,3181.16893567,368.167644066,3181.16893567,152.454,0.980056,361.912,361.913155072,101.54,4596.95185323,-363.792,361.912,361.913229888,559
560,61.3460465737,3125.01178006,3.03320452296,0.0,133.513,3948.92900833,3812.47341913,3125.01178006,325.098034347,3125.01178006,147.407,0.983783,361.7,361.711404574,101.576,4015.4880734,-363.63,361.7,361.711489706,560
561,63.7628039653,2832.97845518,2.98867142307,0.0,133.653,4373.66040857,4299.42905203,2832.97845518,363.794713296,2832.97845518,135.248,0.979825,361.833,361.851481699,101.747,4492.86392647,-363.718,361.833,361.85160024,561
562,47.7985488481,2917.73190893,2.97290471082,0.0,133.77,4228.16639739,4131.60899958,2917.73190893,348.724149506,2917.73190893,132.887,0.98723,362.381,362.383002535,101.789,4328.71550407,-364.267,362.381,362.383153651,562
563,53.5588646995,3023.06891861,3.02908654129,0.0,133.876,4196.15810741,4113.59605884,3023.06891861,344.958915703,3023.06891861,144.379,0.986276,362.104,362.115347628,101.81,4288.02218139,-363.947,362.104,362.115432951,563
564,580.556026964,2922.84123051,3.07000637212,0.0,134.024,4219.02069898,2553.65167798,2922.84123051,369.714990021,2922.84123051,142.989,0.976592,362.828,362.835959462,101.957,4588.7473351,-364.697,362.828,362.836345049,564
565,85.5972573777,2978.47786708,2.91036293731,0.0,134.17,4474.55597574,4329.77567538,2978.47786708,362.870034021,2978.47786708,123.009,0.983134,361.719,361.728117714,102.082,4566.93805949,-363.597,361.719,361.728166652,565
566,118.020548661,2868.51186316,3.0326186445,0.0,134.333,4302.79073512,4073.91276574,2868.51186316,350.986384369,2868.51186316,145.506,0.984534,362.573,362.578953765,102.142,4454.60085353,-364.396,362.573,362.579066395,566
567,83.3667688355,2828.49983337,3.3135496177,0.0,134.513,4326.80960515,4140.80627861,2828.49983337,345.644419245,2828.49983337,180.668,0.988899,363.043,363.061592776,102.233,4463.85210464,-364.939,363.043,363.061671206,567
568,72.7156747573,2984.36040732,3.21086875418,0.0,134.661,4364.8603023,4235.30957442,2984.36040732,355.730171569,2984.36040732,176.066,0.984955,363.398,363.404350912,102.301,4457.35780881,-365.224,363.398,363.404645182,568
569,401.07294021,2951.64024574,2.92639637605,0.0,134.769,3899.048574,2741.56701807,2951.64024574,337.580382516,2951.64024574,139.429,0.98452,363.694,363.701784498,102.374,4240.64496667,-365.54,363.694,363.701959189,569
570,1150.89454172,2937.81374927,3.11861486252,0.0,134.94,3872.12563088,644.046779449,2937.81374927,362.592579207,2937.81374927,162.027,0.991024,363.358,363.371785201,102.446,4581.07116026,-365.209,363.358,363.371828207,570
571,1223.62084595,2916.57346112,2.95255792435,0.0,135.035,3418.10300119,914.147921341,2916.57346112,294.18780375,2916.57346112,127.197,0.989951,364.206,364.216375806,102.579,4380.82792386,-366.015,364.206,364.216590737,571
572,85.7416125294,3004.63781741,3.18242531532,0.0,135.218,4243.28227748,4085.66851162,3004.63781741,343.634806607,3004.63781741,158.55,0.981624,363.704,363.714261529,102.608,4379.59986109,-365.507,363.704,363.71438499,572
573,73.5658832098,3033.01058162,2.93401210952,0.0,135.355,4267.25919291,4074.08333691,3033.01058162,355.082618418,3033.01058162,129.778,0.98294,363.718,363.726393528,102.596,4339.88947177,-365.561,363.718,363.726503319,573
574,1469.95961303,2822.87677296,3.17677752948,0.0,135.461,3279.68762225,412.838334759,2822.87677296,330.914450848,2822.87677296,165.961,0.98578,363.27,363.278412879,102.738,4545.8524652,-365.088,363.27,363.278626771,574
575,1482.15779585,2857.49401756,3.20965194831,0.0,135.541,2922.75806159,305.774387815,2857.49401756,304.660927932,2857.49401756,180.044,0.988749,363.443,363.453557683,102.853,4391.06662753,-365.316,363.443,363.453637436,575
576,1105.46530338,2787.14125045,3.07302817374,0.0,135.659,1206.23675182,86.042022556,2787.14125045,272.29393892,2787.14125045,153.148,0.989804,364.427,364.435179857,103.033,3978.2256306,-366.238,364.425,364.435319191,576
577,1166.34456723,2902.39749234,2.87655615807,0.0,135.8,1515.76552068,-10.4032066842,2902.39749234,274.811472722,2902.39749234,129.161,0.990538,364.726,364.731514439,103.075,3794.93980422,-366.506,364.726,364.731610268,577
578,66.5234420261,2908.36434137,3.10886683526,0.0,135.893,4095.96884675,3930.24750753,2908.36434137,336.533758085,2908.36434137,155.4,0.985107,364.046,364.065795458,103.209,4189.57933597,-365.9,364.046,364.066044034,578
579,93.5886469877,2398.31949488,3.0849627114,0.0,136.059,4251.57149498,4095.7059114,2398.31949488,356.936180103,2398.31949488,150.757,0.980194,364.184,364.190451208,103.27,4398.59827653,-366.05,364.184,364.190555335,579
580,110.829654571,2683.06589353,3.10184347685,0.0,136.215,4362.78546474,4248.11695941,2683.06589353,343.374398395,2683.06589353,157.27,0.974504,365.369,365.366913664,103.327,4576.98819518,-367.139,365.369,365.366978495,580
581,88.9066930546,2906.35413257,3.1208101377,0.0,136.39,4376.27891637,4205.48090843,2906.35413257,348.228426515,2906.35413257,151.876,0.987798,365.218,365.243189841,103.412,4471.08488188,-367.067,365.218,365.243417372,581
582,61.9322961786,2784.46823608,3.16312617969,0.0,136.558,4224.46222462,4118.30005317,2784.46823608,346.973987994,2784.46823608,178.257,0.987398,364.876,364.883986749,103.502,4333.0481758,-366.804,364.876,364.88411698,582
583,532.076463661,3113.77412989,2.92966435512,0.0,136.67,3392.45066449,2359.42599467,3113.77412989,309.499302352,3113.77412989,131.301,0.992301,364.835,364.838477332,103.572,4049.32373515,-366.713,364.835,364.83858258,583
584,1197.52191443,3037.69208985,3.10464041313,0.0,136.818,2630.54724689,579.69452017,3037.69208985,286.943596358,3037.69208985,172.28,0.987754,365.203,365.211356713,103.693,4136.10300378,-367.09,365.203,365.211532957,584
585,1072.14066352,2968.20393352,2.99838142826,0.0,136.949,2815.42927998,839.029339703,2968.20393352,317.395145612,2968.20393352,142.855,0.988578,365.377,365.386719484,103.794,4256.08538806,-367.346,365.377,365.38690666,585
586,1239.22042246,2859.18968642,3.0741813574,0.0,137.091,2973.82528023,329.393394959,2859.18968642,301.534923736,2859.18968642,154.798,0.991105,366.142,366.15238573,103.848,3982.04255865,-368.065,366.142,366.152473092,586
587,538.718144318,2999.75379134,3.04933390867,0.0,137.237,3468.95910435,2190.99559627,2999.75379134,307.370964034,2999.75379134,155.638,0.988752,365.806,365.816055983,103.971,4013.84727431,-367.673,365.806,365.816243123,587
588,993.701192793,2956.39024656,2.79713315343,0.0,137.337,3567.99494411,634.761181947,2956.39024656,323.645532855,2956.39024656,105.952,0.991604,366.667,366.676141095,104.08,4172.58887585,-368.41,366.667,366.676227271,588
589,1565.71357401,2876.68717143,3.2335731168,0.0,137.508,2948.34709712,360.967350986,2876.68717143,314.601284513,2876.68717143,169.067,0.988908,365.499,365.507464977,104.119,4143.21619072,-367.286,365.499,365.507595364,589
590,1294.0106716,2606.71953112,3.09155930477,0.0,137.601,3297.02057495,324.399495812,2606.71953112,289.318901965,2606.71953112,159.551,0.988568,366.435,366.441625059,104.201,4269.45152257,-368.244,366.435,366.441715698,590
591,142.306043041,2942.25420255,3.18652818314,0.0,137.724,4082.53690753,3825.12493058,2942.25420255,333.000476848,2942.25420255,166.909,0.985485,366.502,366.510852994,104.268,4330.3950006,-368.366,366.502,366.510995533,591
592,357.559901015,3038.60425855,3.24103224687,0.0,137.882,3971.53323914,2971.001469,3038.60425855,325.532512155,3038.60425855,170.952,0.989954,366.822,366.840527637,104.353,4329.86863822,-368.657,366.822,366.840694335,592
593,1150.6171884,2811.96777651,3.04772781583,0.0,138.028,3049.01529568,287.49121601,2811.96777651,276.770337246,2811.96777651,143.266,0.987859,365.59,365.589509429,104.51,3820.34446634,-367.399,365.59,365.589647149,593
594,109.5412392,2886.7695243,3.16546162546,0.0,138.223,4263.21045684,4135.4594051,2886.7695243,354.315564958,2886.7695243,157.899,0.991505,367.3,367.317680825,104.622,4450.06985055,-369.186,367.3,367.317724613,594
595,707.138827874,2729.12658626,3.3220563214,0.0,138.403,3613.7321458,1573.48686523,2729.12658626,319.608421786,2729.12658626,187.006,0.978257,365.764,365.779386408,104.722,4102.86001399,-367.643,365.764,365.779464048,595
596,682.249123365,3016.03130963,3.00643913839,0.0,138.508,3994.80075338,1965.46050622,3016.03130963,352.136803158,3016.03130963,143.596,0.98661,367.427,367.428188961,104.852,4335.59287804,-369.305,367.427,367.428241316,596
597,67.0649401646,2984.06131817,2.94768077473,0.0,138.634,4260.90289289,4166.75695712,2984.06131817,354.774703062,2984.06131817,136.708,0.989336,366.941,366.955038226,104.894,4368.48099296,-368.78,366.941,366.955259082,597
598,103.017289002,3030.21046042,3.19173773803,0.0,138.77,3992.44390843,3846.28487525,3030.21046042,334.555616218,3030.21046042,165.736,0.985365,366.697,366.704386836,104.937,4180.0755067,-368.538,366.697,366.704554255,598
599,193.952299652,2789.13558004,2.8631080399,0.0,138.918,4376.09075458,3947.64667874,2789.13558004,356.772589089,2789.13558004,128.814,0.98424,366.722,366.731061153,105.143,4612.24444878,-368.555,366.722,366.731172607,599
600,791.580153994,2792.50613128,3.23094238309,0.0,139.052,3445.48123632,1367.29863553,2792.50613128,306.963420834,2792.50613128,184.125,0.981248,366.887,366.900864362,105.28,4185.01781783,-368.718,366.887,366.900962881,600
601,65.9753882022,2917.01034025,3.01559708642,0.0,139.213,4274.18718039,4131.33939924,2917.01034025,354.972843603,2917.01034025,145.581,0.987297,367.311,367.324500314,105.322,4389.27864845,-369.186,367.311,367.324581618,601
602,1179.68690194,2947.20005014,3.08415552163,0.0,139.329,3577.35706102,1118.31783161,2947.20005014,338.67881148,2947.20005014,158.513,0.989359,366.656,366.660018216,105.455,4540.89116246,-368.505,366.656,366.660248007,602
603,1331.39164671,2935.97552639,3.06245632238,0.0,139.576,3925.62130627,-61.7579090064,2935.97552639,339.75169112,2935.97552639,147.467,0.986497,367.581,367.581823658,105.472,4488.2285283,-369.381,367.581,367.582017306,603
604,131.815928159,3054.87683172,2.95417295871,0.0,139.628,4317.44481699,3949.30917943,3054.87683172,350.697624703,3054.87683172,121.426,0.987949,368.426,368.442911051,105.589,4431.25861959,-370.231,368.426,368.443084433,604
605,76.770896244,3028.15042478,3.08922190561,0.0,139.784,4219.21115894,4138.19995653,3028.15042478,351.891685412,3028.15042478,154.884,0.987518,366.704,366.713410978,105.617,4388.75275616,-368.472,366.704,366.713548257,605
606,444.273703164,3069.40688823,3.21690985583,0.0,139.964,4163.43220361,2877.90310692,3069.40688823,348.372598302,3069.40688823,179.103,0.983393,367.341,367.351765764,105.767,4526.70361129,-369.179,367.341,367.351961194,606
607,374.797981153,2838.18671372,2.9591706402,0.0,140.029,4386.24935553,3322.41917839,2838.18671372,366.129589206,2838.18671372,143.826,0.981285,367.894,367.904970698,105.864,4668.8733541,-369.737,367.894,367.905159391,607
608,814.729838513,3012.47159223,3.15899268936,0.0,140.24,4001.92461448,1573.70834459,3012.47159223,351.382112838,3012.47159223,170.792,0.985816,367.998,368.003613833,105.929,4404.45710146,-369.808,367.998,368.00374235,608
609,47.0164513372,2801.90721043,2.98716909218,0.0,140.364,4191.40206534,4099.01655722,2801.90721043,350.838676341,2801.90721043,131.425,0.99053,367.997,368.004218936,106.029,4273.70174726,-369.809,367.997,368.004375446,609
610,71.7436874518,2744.29090203,3.22400028512,0.0,140.467,4430.13741019,4294.77744778,2744.29090203,368.252662567,2744.29090203,177.638,0.984995,367.925,367.937610317,106.155,4547.40075517,-369.809,367.925,367.937693602,610
611,157.380038317,3011.84543043,2.95760476803,0.0,140.577,3977.31030973,3730.47031844,3011.84543043,335.544391143,3011.84543043,140.623,0.992463,368.218,368.2212612,106.249,4235.36169643,-370.139,368.218,368.221337726,611
612,109.093641205,3242.22900057,3.22631378529,0.0,140.678,4328.26542281,4175.08413512,3242.22900057,347.80858951,3242.22900057,172.621,0.990806,366.834,366.843925665,106.273,4502.73388519,-368.741,366.834,366.844075322,612
613,113.912045891,2815.37128056,3.06133264314,0.0,140.774,4121.34219166,3933.14121868,2815.37128056,336.481770278,2815.37128056,147.014,0.988463,368.867,368.876666928,106.432,4296.90058224,-370.763,368.867,368.876835287,613
614,296.092168502,2745.42508724,3.40886063801,0.0,140.964,3818.56269046,3199.73014577,2745.42508724,293.716124119,2745.42508724,194.71,0.991637,368.401,368.40858555,106.573,4140.16727412,-370.299,368.401,368.408656205,614
615,95.3569437031,2893.17043259,3.27368805963,0.0,141.096,3885.76561455,3729.7645378,2893.17043259,326.66339472,2893.17043259,190.876,0.989094,368.474,368.48709816,106.524,4046.80178022,-370.315,368.474,368.487196086,615
616,16.606157765,2842.07201214,2.95218116983,0.0,141.2,4187.50932975,4167.37631424,2842.07201214,343.862017794,2842.07201214,135.588,0.982711,368.15,368.159341864,106.627,4221.22622424,-370.057,368.15,368.15942099,616
617,98.6744261764,2818.84569845,3.19190070146,0.0,141.35,4230.6456411,4017.05495165,2818.84569845,339.788555965,2818.84569845,171.517,0.990175,369.268,369.278451283,106.708,4366.57210658,-371.194,369.268,369.278642224,617
618,1056.95792107,2909.27811897,3.07346149224,0.0,141.464,3258.06898923,1378.0580013,2909.27811897,325.245991846,2909.27811897,151.924,0.984269,369.474,369.484786142,106.761,4173.78662126,-371.476,369.474,369.484985469,618
619,67.4806555254,2847.04496482,3.04852520922,0.0,141.648,4367.7656297,4297.31834955,2847.04496482,365.665112684,2847.04496482,136.222,0.986264,369.264,369.273750372,106.78,4462.74207932,-371.169,369.264,369.273861457,619
620,118.984765529,2755.72681276,2.89852305972,0.0,141.727,3991.2031222,3756.18917996,2755.72681276,324.404715332,2755.72681276,117.413,0.986827,369.834,369.844004297,106.907,4168.92967418,-371.731,369.834,369.844049627,620
621,174.990378114,2976.81097713,2.96732391452,0.0,141.838,3637.18756864,3403.8410096,2976.81097713,302.960261258,2976.81097713,130.346,0.987508,369.801,369.804327509,107.052,3970.15646453,-371.632,369.801,369.80445498,621
622,262.343113831,3027.60206238,2.91944778037,0.0,141.964,3995.65894858,3555.73860699,3027.60206238,338.272492439,3027.60206238,134.036,0.988113,370.221,370.228190792,107.145,4351.62365998,-372.114,370.221,370.228369598,622
623,56.81435375,2722.23347829,3.04554816405,0.0,142.134,4417.6142703,4337.13893338,2722.23347829,358.095422095,2722.23347829,155.984,0.983973,369.605,369.616082642,107.163,4528.8292085,-371.487,369.605,369.616229039,623
624,128.057421152,3102.62582912,3.28599852019,0.0,142.316,4165.49185485,3901.39689072,3102.62582912,334.031302075,3102.62582912,175.265,0.983848,370.475,370.486702781,107.258,4344.03548627,-372.382,370.475,370.486833571,624
625,319.611181938,2982.10147615,2.83650642935,0.0,142.408,4150.07091564,3388.80006151,2982.10147615,352.351651405,2982.10147615,114.015,0.990479,370.423,370.432753546,107.403,4470.61111816,-372.28,370.423,370.432972633,625
626,71.5979125392,2829.33822939,3.06139229517,0.0,142.474,4477.08029053,4328.0954213,2829.33822939,365.218382233,2829.33822939,147.607,0.987752,370.913,370.91804035,107.458,4552.58307777,-372.866,370.913,370.918212592,626
627,135.510680727,2851.20749203,3.03435977668,0.0,142.643,3957.81768691,3774.01874046,2851.20749203,328.387518682,2851.20749203,137.871,0.984114,370.939,370.948717497,107.512,4145.47662065,-372.858,370.939,370.948916397,627
628,77.6118553923,2700.59734799,3.06483863323,0.0,142.783,4410.37890638,4279.12838762,2700.59734799,356.182345454,2700.59734799,147.285,0.983231,371.462,371.467235824,107.666,4527.04078497,-373.245,371.462,371.467294797,628
629,104.436841097,2833.00313934,3.15425080388,0.0,142.922,4361.10196095,4138.61881624,2833.00313934,352.665684759,2833.00313934,159.437,0.986534,371.489,371.50615113,107.754,4523.05364083,-373.319,371.489,371.506192635,629
630,64.8700831179,2650.33426037,3.06878909801,0.0,143.059,4306.97812373,4179.94156286,2650.33426037,354.83283488,2650.33426037,145.5,0.982252,371.229,371.233319954,107.796,4389.4110713,-373.076,371.229,371.233370614,630
