PolicyRegParamNorm,MinEsReturn,MinReturn,MaxReturn,AverageAbsQYDiff,AverageY,MaxEsReturn,Epoch,AverageAction,StdReturn,AverageAbsQ,StdEsReturn,AverageDiscountedReturn,AverageQLoss,Iteration,AverageAbsY,AverageReturn,AverageQ,QFunRegParamNorm,AverageEsReturn,AveragePolicySurr
55.8803,2.0,1000.0,1000.0,2.11968289953,89.0518096782,61.0,131,0.44999,0.0,89.2146,10.633202716,99.9956828753,36.9143,131,89.1039073746,1000.0,89.0528,119.763,12.4,-98.7059
56.0374,3.0,1000.0,1000.0,2.08810092759,89.4959518418,53.0,132,0.39549,0.0,89.6618,9.66539582962,99.9956828753,36.5512,132,89.5616390809,1000.0,89.4937,120.073,11.1888888889,-99.2087
56.1716,2.0,1000.0,1000.0,2.1914988422,90.064633241,51.0,133,0.479459,0.0,90.2528,10.0624551838,99.9956828753,39.2335,133,90.1285831395,1000.0,90.0615,120.459,12.0126582278,-99.9395
56.3697,3.0,1000.0,1000.0,2.16574266852,90.6537348256,54.0,134,0.466704,0.0,90.8295,11.0411808692,99.9956828753,39.6303,134,90.7297760196,1000.0,90.6485,120.963,14.3835616438,-100.362
56.5739,3.0,1000.0,1000.0,2.17340600993,91.191361619,51.0,135,0.466752,0.0,91.3673,9.15747657178,99.9956828753,39.9975,135,91.2661411814,1000.0,91.1905,121.378,11.6941176471,-101.089
56.715,3.0,1000.0,1000.0,2.2068922369,91.6961074409,68.0,136,0.449435,0.0,91.8855,10.8803191271,99.9956828753,40.9627,136,91.7543355509,1000.0,91.6947,121.784,12.3703703704,-101.386
56.8211,3.0,1000.0,1000.0,2.22921890323,91.6936378294,47.0,137,0.486254,0.0,91.8616,8.44007565882,99.9956828753,40.5633,137,91.7472632459,1000.0,91.6885,122.19,10.9347826087,-101.731
57.063,2.0,1000.0,1000.0,2.1461780238,92.1714865231,33.0,138,0.519891,0.0,92.3299,7.88537255594,99.9956828753,38.5399,138,92.221339546,1000.0,92.1692,122.558,11.4823529412,-102.393
57.2136,3.0,1000.0,1000.0,2.17263949873,92.9182510419,89.0,139,0.539451,0.0,93.1128,16.8844982452,99.9956828753,39.8378,139,92.9753524192,1000.0,92.9242,122.99,18.5090909091,-102.883
57.3488,3.0,1000.0,1000.0,2.19550219558,93.1969094391,46.0,140,0.589256,0.0,93.3545,11.3793125594,99.9956828753,41.4304,140,93.2445562055,1000.0,93.1871,123.424,14.7352941176,-103.305
57.454,3.0,1000.0,1000.0,2.14460253543,93.9646262947,68.0,141,0.654733,0.0,94.1346,12.2769633542,99.9956828753,38.5471,141,94.019602429,1000.0,93.9689,123.815,15.1363636364,-103.882
57.5833,3.0,1000.0,1000.0,2.26568340868,94.2226552511,67.0,142,0.651382,0.0,94.4163,13.4072664216,99.9956828753,41.772,142,94.2767098635,1000.0,94.2219,124.307,15.4461538462,-104.311
57.6957,3.0,1000.0,1000.0,2.2261456189,94.9581820886,39.0,143,0.629029,0.0,95.1233,10.6404138828,99.9956828753,39.3285,143,95.0213208002,1000.0,94.9533,124.783,13.4324324324,-105.221
57.7958,3.0,1000.0,1000.0,2.26946672586,95.3117249576,40.0,144,0.532531,0.0,95.5014,9.59788388136,99.9956828753,41.6651,144,95.3659093408,1000.0,95.3059,125.261,12.575,-105.4
57.8193,3.0,1000.0,1000.0,2.18899748674,95.8357881739,45.0,145,0.57084,0.0,96.0234,9.29653805643,99.9956828753,40.709,145,95.8945634636,1000.0,95.8366,125.717,11.2272727273,-105.913
57.9466,3.0,1000.0,1000.0,2.33895824726,96.0401254588,59.0,146,0.609962,0.0,96.2444,12.1594788661,99.9956828753,46.01,146,96.0991159284,1000.0,96.0451,126.141,13.0649350649,-106.112
58.0895,3.0,1000.0,1000.0,2.25376956979,96.4471500317,50.0,147,0.59788,0.0,96.6215,13.1935616253,99.9956828753,41.346,147,96.4990610579,1000.0,96.4393,126.546,15.734375,-106.712
58.2323,2.0,1000.0,1000.0,2.2709210811,96.7071162058,54.0,148,0.658531,0.0,96.894,11.6189128127,99.9956828753,42.2834,148,96.7593746667,1000.0,96.6994,126.949,13.0294117647,-107.097
58.3114,3.0,1000.0,1000.0,2.1732450306,97.3115919625,116.0,149,0.592419,0.0,97.4851,14.6227012212,99.9956828753,41.2244,149,97.3587059015,1000.0,97.3158,127.409,12.9882352941,-107.591
58.3545,3.0,1000.0,1000.0,2.23556832327,97.6592206359,41.0,150,0.592031,0.0,97.8342,9.65616469518,99.9956828753,43.7114,150,97.7084426215,1000.0,97.6584,127.824,13.0921052632,-107.939
58.4673,3.0,1000.0,1000.0,2.395977055,98.0892799646,50.0,151,0.699445,0.0,98.2999,9.19443309835,99.9956828753,46.5812,151,98.1410933732,1000.0,98.091,128.287,13.32,-108.275
58.5834,3.0,1000.0,1000.0,2.32722797122,98.3126665261,59.0,152,0.579545,0.0,98.5121,10.8474021967,99.9956828753,45.054,152,98.3752876958,1000.0,98.3097,128.687,12.1807228916,-108.718
58.7107,3.0,1000.0,1000.0,2.32226661429,98.8838009292,40.0,153,0.607042,0.0,99.0549,10.6910239041,99.9956828753,48.2719,153,98.9481356778,1000.0,98.8786,129.029,13.6849315068,-109.172
58.8491,3.0,1000.0,1000.0,2.26218704887,98.9706313491,66.0,154,0.618421,0.0,99.16,12.8694702256,99.9956828753,45.2601,154,99.0267099136,1000.0,98.9675,129.352,13.7083333333,-109.34
59.0198,3.0,1000.0,1000.0,2.27540371164,99.1875076243,76.0,155,0.565298,0.0,99.3973,13.9138423889,99.9956828753,43.6147,155,99.259830603,1000.0,99.19,129.718,15.0447761194,-109.931
59.1071,3.0,1000.0,1000.0,2.30077274183,99.8349946625,49.0,156,0.614256,0.0,100.045,11.8523573057,99.9956828753,44.7787,156,99.9217045067,1000.0,99.835,130.133,14.8529411765,-110.465
59.2947,3.0,1000.0,1000.0,2.30967655015,100.133510769,74.0,157,0.679935,0.0,100.333,15.1729531028,99.9956828753,48.1549,157,100.215972068,1000.0,100.132,130.535,15.484375,-110.754
59.4288,3.0,1000.0,1000.0,2.30068760691,100.97054689,92.0,158,0.630882,0.0,101.159,18.1078495376,99.9956828753,46.6848,158,101.03220466,1000.0,100.967,130.874,18.1818181818,-111.384
59.6108,3.0,1000.0,1000.0,2.39287044338,100.820555732,71.0,159,0.610098,0.0,101.003,16.6960985803,99.9956828753,49.7163,159,100.874577142,1000.0,100.817,131.28,18.8431372549,-111.516
59.7721,3.0,1000.0,1000.0,2.262461528,101.704363557,66.0,160,0.614078,0.0,101.892,15.8189516417,99.9956828753,45.5306,160,101.76081371,1000.0,101.706,131.614,19.6037735849,-111.921
59.8637,3.0,1000.0,1000.0,2.37513853684,101.388329981,75.0,161,0.441781,0.0,101.582,17.6718108695,99.9956828753,48.685,161,101.458386887,1000.0,101.382,131.964,19.2307692308,-112.202
60.0256,3.0,1000.0,1000.0,2.30358844372,102.312416772,51.0,162,0.528614,0.0,102.503,12.2543177843,99.9956828753,45.0153,162,102.369261743,1000.0,102.315,132.239,15.6349206349,-112.662
60.1012,3.0,1000.0,1000.0,2.32954903745,102.904274542,64.0,163,0.525314,0.0,103.103,12.7979584516,99.9956828753,46.0074,163,102.980845753,1000.0,102.903,132.743,14.2394366197,-113.174
60.1987,3.0,1000.0,1000.0,2.38003928644,103.134496215,96.0,164,0.485307,0.0,103.353,19.2974696265,99.9956828753,50.8579,164,103.213632886,1000.0,103.136,133.047,15.828125,-113.601
60.2981,3.0,1000.0,1000.0,2.31057666277,103.393593026,58.0,165,0.469108,0.0,103.579,11.6402870229,99.9956828753,46.2287,165,103.464340707,1000.0,103.386,133.488,12.0609756098,-113.96
60.3844,3.0,1000.0,1000.0,2.35327842886,103.78239881,45.0,166,0.430414,0.0,103.967,9.60994329333,99.9956828753,47.632,166,103.847972696,1000.0,103.782,133.885,15.1666666667,-114.568
60.4857,3.0,1000.0,1000.0,2.41472470102,104.584988633,61.0,167,0.441604,0.0,104.773,11.159309007,99.9956828753,49.3705,167,104.644084856,1000.0,104.584,134.264,15.1538461538,-115.121
60.6546,3.0,1000.0,1000.0,2.39946390093,104.71667044,53.0,168,0.436853,0.0,104.926,12.148227492,99.9956828753,48.6825,168,104.782386462,1000.0,104.721,134.677,17.2542372881,-115.573
60.6875,3.0,1000.0,1000.0,2.48304528223,105.35398749,43.0,169,0.217917,0.0,105.595,7.64818883797,99.9956828753,50.6398,169,105.426755754,1000.0,105.352,135.087,12.6835443038,-116.092
60.7965,3.0,1000.0,1000.0,2.2893051315,106.004221587,39.0,170,0.110454,0.0,106.186,7.67023276359,99.9956828753,46.7547,170,106.072301441,1000.0,106.002,135.42,11.1011235955,-116.696
60.9588,3.0,1000.0,1000.0,2.44951606276,105.971292912,68.0,171,0.288415,0.0,106.174,9.8915626539,99.9956828753,50.0407,171,106.049184859,1000.0,105.964,135.795,12.3086419753,-117.033
61.0065,2.0,1000.0,1000.0,2.5233026809,106.654541731,60.0,172,0.14549,0.0,106.885,11.5057892532,99.9956828753,52.1758,172,106.738926731,1000.0,106.655,136.101,13.5616438356,-117.883
61.1173,3.0,1000.0,1000.0,2.47308719065,107.217411513,49.0,173,0.127569,0.0,107.417,9.74747313483,99.9956828753,51.8582,173,107.305035098,1000.0,107.212,136.495,11.1739130435,-118.351
61.1821,3.0,1000.0,1000.0,2.49976781233,107.883251748,45.0,174,0.0913386,0.0,108.111,7.7962861054,99.9956828753,53.6101,174,107.981381247,1000.0,107.885,137.014,9.24299065421,-119.194
61.3308,3.0,1000.0,1000.0,2.51953306851,108.446579732,45.0,175,0.11052,0.0,108.677,8.43339360916,99.9956828753,51.7104,175,108.546489084,1000.0,108.437,137.38,9.24770642202,-119.872
61.4242,3.0,1000.0,1000.0,2.59398099989,109.315602268,40.0,176,0.0678201,0.0,109.545,8.4921204177,99.9956828753,55.1373,176,109.41584409,1000.0,109.318,137.855,9.62745098039,-120.935
61.7303,3.0,1000.0,1000.0,2.53494193813,109.841104495,36.0,177,0.105881,0.0,110.063,7.37338475336,99.9956828753,56.5012,177,109.944476229,1000.0,109.838,138.136,9.62857142857,-121.613
61.8876,3.0,1000.0,1000.0,2.59885167511,110.430331926,37.0,178,0.0261635,0.0,110.654,7.54831032902,99.9956828753,56.3595,178,110.508919164,1000.0,110.428,138.514,8.58974358974,-122.625
62.094,3.0,1000.0,1000.0,2.60139123556,111.350693504,38.0,179,0.044191,0.0,111.569,7.50462357484,99.9956828753,57.0814,179,111.433406795,1000.0,111.345,138.872,8.325,-123.601
62.242,3.0,1000.0,1000.0,2.52229766479,112.240547178,52.0,180,0.0562413,0.0,112.434,10.8363511634,99.9956828753,55.9878,180,112.30428045,1000.0,112.234,139.285,10.3608247423,-124.604
