AverageDiscountedReturn,AverageAbsQYDiff,AverageY,MaxReturn,AverageQ,AverageEsReturn,AverageAbsY,MaxEsReturn,AveragePolicySurr,MinEsReturn,AverageAction,AverageAbsQ,StdEsReturn,AverageReturn,AverageQLoss,PolicyRegParamNorm,QFunRegParamNorm,StdReturn,Epoch,Iteration,MinReturn
99.3890243632,0.101480808634,11.9929068424,1184.32911005,11.9929,903.715022545,11.9929255632,903.715022545,-12.0418,903.715022545,0.971712,11.9929,0.0,1144.89393604,0.121513,213.317,151.28,29.2529559625,1056,1056,1087.15297041
105.541304628,0.106430448968,11.9836773486,1332.69922121,11.9835,936.533489818,11.9836958906,936.533489818,-12.0358,936.533489818,0.967847,11.9835,0.0,1226.07381569,0.157438,213.406,151.359,56.3059395263,1057,1057,1150.51731024
100.416184639,0.105452553869,11.9838988284,1224.81722224,11.9837,820.312474398,11.9839338214,820.312474398,-12.0365,820.312474398,0.972123,11.9837,0.0,1156.49223694,0.161632,213.464,151.4,52.2317178796,1058,1058,1075.56118292
101.859202523,0.105162952194,11.9875788429,1246.39846436,11.9871,818.915656496,11.9876097197,818.915656496,-12.0442,818.915656496,0.970814,11.9871,0.0,1185.71988387,0.161908,213.53,151.428,36.2884324942,1059,1059,1118.35718286
110.330958524,0.104271099829,11.98651289,1330.71283488,11.9863,887.928694893,11.9865504846,887.928694893,-12.0414,887.928694893,0.965038,11.9863,0.0,1265.75693946,0.154521,213.578,151.456,32.2508010527,1060,1060,1222.26750581
99.3684967134,0.101449025445,11.9949409094,1214.99305995,11.9947,827.041686326,11.9949853867,827.041686326,-12.0514,827.041686326,0.961558,11.9947,0.0,1151.30731982,0.143647,213.63,151.449,46.823013127,1061,1061,1054.11204247
101.423296573,0.106989770982,11.9919144603,1343.0568249,11.9915,832.093168944,11.991945994,832.093168944,-12.0484,832.093168944,0.96673,11.9915,0.0,1268.95453693,0.171086,213.686,151.497,59.5229315402,1062,1062,1152.16271635
100.059006216,0.104113445783,12.001064383,1295.82083408,12.001,853.1166912,12.0010911907,853.1166912,-12.053,853.1166912,0.974058,12.001,0.0,1235.64771588,0.145299,213.737,151.517,44.8084105581,1063,1063,1168.69615123
101.775204115,0.110234862798,12.0000114886,1264.24809149,11.9996,918.373899477,12.0000412882,918.373899477,-12.0502,918.373899477,0.97248,11.9996,0.0,1207.99816258,0.200304,213.802,151.548,50.9846509063,1064,1064,1136.11632617
105.71879938,0.102031843473,12.0010376874,1204.77437462,12.0007,843.273674428,12.0010726769,843.273674428,-12.0565,843.273674428,0.977107,12.0007,0.0,1160.14124285,0.153653,213.829,151.58,36.9606045657,1065,1065,1104.78925533
92.9912199717,0.102091552697,12.0027679277,1115.28087758,12.0026,943.719053477,12.0027891881,943.719053477,-12.0579,943.719053477,0.970214,12.0026,0.0,1011.3289232,0.16258,213.912,151.597,57.6682086203,1066,1066,925.439700601
101.213932985,0.0961166590142,12.0064462407,1195.88094854,12.0062,790.018005968,12.0064963324,790.018005968,-12.0568,790.018005968,0.961302,12.0062,0.0,1153.01528573,0.125451,213.918,151.624,33.2300817593,1067,1067,1097.98088737
101.18810921,0.104017192697,12.0032087306,1225.63901625,12.0031,801.497493619,12.0032270907,801.497493619,-12.0556,801.497493619,0.979663,12.0031,0.0,1158.87066606,0.18661,213.986,151.658,41.0311033457,1068,1068,1071.54063631
98.377004305,0.105004928344,11.9970178462,1230.82037861,11.9967,843.048335869,11.9970357327,843.048335869,-12.0459,843.048335869,0.972697,11.9967,0.0,1143.71585969,0.175908,214.049,151.709,44.620713564,1069,1069,1088.50763743
103.607517917,0.103179020441,11.9893702051,1309.18227078,11.9895,812.715141467,11.9894157709,812.715141467,-12.0364,812.715141467,0.972995,11.9895,0.0,1197.59013239,0.157101,214.091,151.748,69.7077729285,1070,1070,1115.75013592
99.3843533872,0.10684025126,11.9782463036,1152.26350224,11.9778,912.590526337,11.9783042023,912.590526337,-12.0245,912.590526337,0.968987,11.9778,0.0,1093.99894778,0.197323,214.135,151.784,37.1438634993,1071,1071,1037.33499772
96.9021011173,0.101896617331,11.9762818575,1179.0092321,11.9759,823.898155234,11.976296135,823.898155234,-12.0253,823.898155234,0.968897,11.9759,0.0,1104.67035951,0.148188,214.207,151.799,38.7647952948,1072,1072,1033.05566649
102.604062439,0.10112065143,11.9764121471,1270.92322101,11.9762,867.960665187,11.9764506055,867.960665187,-12.0285,867.960665187,0.975685,11.9762,0.0,1200.83132927,0.151148,214.261,151.829,36.9359934541,1073,1073,1142.91974561
99.3707265893,0.100645757585,11.9743760208,1259.23329531,11.9743,855.12625814,11.9744249551,855.12625814,-12.0249,855.12625814,0.979074,11.9743,0.0,1177.42348332,0.156167,214.342,151.868,32.7989855817,1074,1074,1142.51464443
98.5820221099,0.102087968032,11.9765484406,1277.0149545,11.9762,868.091788627,11.9765890676,868.091788627,-12.029,868.091788627,0.975181,11.9762,0.0,1170.29011777,0.155501,214.31,151.882,47.5288150581,1075,1075,1100.22085182
108.594554106,0.100254465263,11.979056293,1418.91640717,11.9789,834.810168458,11.9790791794,834.810168458,-12.0324,834.810168458,0.965515,11.9789,0.0,1323.79028468,0.137801,214.448,151.902,51.2081496218,1076,1076,1248.56347361
97.2518228237,0.101801449267,11.9854654093,1257.95541316,11.9855,907.065978531,11.985508427,907.065978531,-12.037,907.065978531,0.966645,11.9855,0.0,1209.5726146,0.143186,214.507,151.905,39.5525521916,1077,1077,1146.6764178
106.99310334,0.103408182611,11.9825697849,1338.68259784,11.9818,893.574477355,11.9826016251,893.574477355,-12.0343,893.574477355,0.970862,11.9818,0.0,1267.2021544,0.157203,214.569,151.937,58.3187126521,1078,1078,1139.5040203
97.6928102139,0.105640349426,11.9774989204,1162.48832638,11.9779,798.236676696,11.9775426128,798.236676696,-12.0305,798.236676696,0.969368,11.9779,0.0,1117.03743216,0.1818,214.641,151.975,32.9580072897,1079,1079,1065.21973785
102.214853157,0.100620086716,11.9839150564,1203.67567287,11.9831,912.266088611,11.9839489709,912.266088611,-12.0384,912.266088611,0.962455,11.9831,0.0,1172.52424512,0.14191,214.709,152.036,19.8835462815,1080,1080,1144.5881217
105.807914109,0.109268649975,11.9752688776,1324.98319642,11.9751,748.07713604,11.9753329853,748.07713604,-12.0249,748.07713604,0.964813,11.9751,0.0,1255.59812949,0.201736,214.745,152.066,39.2969937397,1081,1081,1191.85657587
84.9692096191,0.112312580323,11.9726648719,1054.05055401,11.9727,858.684701787,11.9727333764,858.684701787,-12.0279,858.684701787,0.97087,11.9727,0.0,971.722731018,0.216942,214.767,152.104,41.4040267849,1082,1082,924.502712213
79.631207914,0.100850229329,11.9750920877,1184.92265397,11.9746,762.550213129,11.9751271815,762.550213129,-12.0255,762.550213129,0.97348,11.9746,0.0,1089.37678643,0.15729,214.798,152.125,48.2130374091,1083,1083,1025.99716366
107.300254745,0.0995333830101,11.9702700357,1330.20802253,11.9699,832.643022005,11.9703007285,832.643022005,-12.0176,832.643022005,0.957357,11.9699,0.0,1243.8829514,0.152911,214.873,152.127,58.1544275856,1084,1084,1136.5745756
107.247763317,0.0963885140824,11.9749254276,1359.8834936,11.9749,888.115567069,11.9749518857,888.115567069,-12.0234,888.115567069,0.968503,11.9749,0.0,1287.37109001,0.119815,214.96,152.178,49.8564674861,1085,1085,1176.74616327
104.442056666,0.101670702983,11.9732379251,1366.42911812,11.9734,787.266699676,11.973298423,787.266699676,-12.0263,787.266699676,0.964909,11.9734,0.0,1276.36058973,0.164451,215.012,152.223,45.1479763882,1086,1086,1217.73357725
110.749348859,0.103515814429,11.9757242981,1369.81581432,11.9752,715.439205076,11.9757641788,715.439205076,-12.0286,715.439205076,0.962315,11.9752,0.0,1292.32394639,0.143505,215.01,152.233,51.0737084658,1087,1087,1209.53750696
93.5442577669,0.102707440821,11.9732894596,1096.59699332,11.9734,889.224737568,11.9733355017,889.224737568,-12.0294,889.224737568,0.971625,11.9734,0.0,1022.93773581,0.14782,215.111,152.256,50.7202474878,1088,1088,940.444909262
101.460390471,0.10672096134,11.9719662024,1302.79531139,11.9716,840.159244381,11.9720175939,840.159244381,-12.0223,840.159244381,0.960209,11.9716,0.0,1243.40945723,0.166918,215.156,152.26,38.8020037694,1089,1089,1180.08080631
109.046855787,0.104580209964,11.9669647538,1327.2769553,11.9667,858.978493105,11.9670419379,858.978493105,-12.0179,858.978493105,0.960765,11.9667,0.0,1218.18402237,0.156598,215.227,152.282,65.2787571311,1090,1090,1091.29354515
91.233943753,0.108350243077,11.9597904983,1093.46840107,11.9595,832.995784503,11.9598140792,832.995784503,-12.0149,832.995784503,0.965453,11.9595,0.0,1026.90731905,0.181092,215.282,152.278,26.1767260168,1091,1091,988.876225675
98.4036462281,0.0997226132312,11.9694143305,1224.71189016,11.9695,762.113758413,11.9694355459,762.113758413,-12.0223,762.113758413,0.953264,11.9695,0.0,1145.49662963,0.129564,215.367,152.301,41.4276027356,1092,1092,1088.47382248
111.035376122,0.102676788568,11.9707816137,1308.83220681,11.9706,785.839058667,11.9708408529,785.839058667,-12.022,785.839058667,0.959495,11.9706,0.0,1198.60192397,0.153281,215.408,152.321,68.0792235173,1093,1093,1070.83275737
107.615233592,0.105258318253,11.9577123268,1355.44924577,11.9577,836.335461667,11.9577696668,836.335461667,-12.0059,836.335461667,0.965992,11.9577,0.0,1258.3506959,0.157485,215.406,152.361,59.8257231592,1094,1094,1136.07665874
105.105554181,0.102386286024,11.9543115119,1350.16666787,11.9539,856.661690421,11.9543333416,856.661690421,-12.0059,856.661690421,0.960419,11.9539,0.0,1319.77677712,0.152091,215.466,152.394,20.4192349643,1095,1095,1280.95776776
114.046149353,0.106306314977,11.9490418389,1449.02129416,11.9489,826.730312167,11.9490694728,826.730312167,-12.0001,826.730312167,0.970038,11.9489,0.0,1351.96849086,0.168984,215.538,152.462,58.7494736585,1096,1096,1237.25985086
86.9712775535,0.0984541376166,11.9599682143,1114.65924931,11.9596,834.316406162,11.9600186336,834.316406162,-12.0103,834.316406162,0.968737,11.9596,0.0,1036.64369797,0.121858,215.64,152.463,45.7582031924,1097,1097,976.384893281
103.48769602,0.106447568786,11.9590684049,1208.68322937,11.9591,894.350624792,11.959110718,894.350624792,-12.0083,894.350624792,0.964791,11.9591,0.0,1116.89577266,0.169769,215.678,152.462,58.6160633601,1098,1098,992.041052661
105.625662224,0.102399879178,11.9460402609,1260.11179532,11.9457,706.567931797,11.9460761168,706.567931797,-11.9926,706.567931797,0.958762,11.9457,0.0,1201.22745533,0.152403,215.711,152.497,28.5101292044,1099,1099,1145.32897251
90.9173598124,0.108247675256,11.944753869,1037.12464596,11.9448,659.663380686,11.9447729476,659.663380686,-11.9959,659.663380686,0.966487,11.9448,0.0,972.454223415,0.196086,215.752,152.498,52.473816605,1100,1100,854.114289966
96.7448936242,0.102190402059,11.9491097265,1273.4770421,11.9491,868.101346108,11.949151881,868.101346108,-11.9997,868.101346108,0.971335,11.9491,0.0,1119.65621957,0.159748,215.805,152.543,65.9632780598,1101,1101,1017.41959152
110.942276539,0.106066491622,11.9470365216,1368.10260041,11.9468,828.591697457,11.9470632586,828.591697457,-12.0002,828.591697457,0.961599,11.9468,0.0,1301.10727529,0.188281,215.89,152.584,41.6022802567,1102,1102,1233.49805419
104.560022926,0.0962558955203,11.956427063,1304.10341402,11.9558,897.64772602,11.9564566021,897.64772602,-12.0101,897.64772602,0.948359,11.9558,0.0,1207.58617787,0.11891,215.977,152.596,63.6756230795,1103,1103,1113.67729011
105.26601072,0.102791030483,11.9541821679,1337.74563821,11.9535,805.431809677,11.9542275068,805.431809677,-12.0053,805.431809677,0.972031,11.9535,0.0,1248.1993107,0.162167,215.999,152.615,50.737839488,1104,1104,1152.19239509
102.951420675,0.0969147218892,11.9660867938,1305.89209737,11.9665,961.65612952,11.9661040048,961.65612952,-12.0189,961.65612952,0.955953,11.9665,0.0,1246.47790163,0.105614,216.081,152.628,34.2259284,1105,1105,1195.95932358
109.1823452,0.102582561514,11.9700944303,1277.25464399,11.97,875.005164002,11.9701301331,875.005164002,-12.0236,875.005164002,0.968915,11.97,0.0,1212.57718612,0.159897,216.084,152.643,38.0073690799,1106,1106,1147.11184618
98.7881421175,0.105443908513,11.9693746447,1349.91910088,11.9685,780.681867214,11.969401644,780.681867214,-12.024,780.681867214,0.969662,11.9685,0.0,1255.69973104,0.148993,216.125,152.723,45.6144889748,1107,1107,1179.21943049
100.971315106,0.113303730007,11.9729024749,1271.20145885,11.9732,832.578370822,11.9729747779,832.578370822,-12.0274,832.578370822,0.963845,11.9732,0.0,1191.53162549,0.210367,216.151,152.745,29.8301914345,1108,1108,1154.75777409
101.296720726,0.113649287126,11.9694914365,1381.89998374,11.9688,858.641860252,11.9695335179,858.641860252,-12.0265,858.641860252,0.965605,11.9688,0.0,1269.53064067,0.20688,216.246,152.793,61.0721787217,1109,1109,1167.82190601
111.646799635,0.102826792603,11.9806825327,1394.5798285,11.9805,777.935359733,11.9807285337,777.935359733,-12.0371,777.935359733,0.974599,11.9805,0.0,1329.70364535,0.142879,216.293,152.822,40.5003742326,1110,1110,1249.00700443
107.561841049,0.108468497796,11.9822015667,1320.35799337,11.9821,913.13191786,11.9822355558,913.13191786,-12.0385,913.13191786,0.971252,11.9821,0.0,1225.06252618,0.176321,216.325,152.851,46.2734240145,1111,1111,1163.25346869
106.393552612,0.106752058816,11.9865834037,1332.41407713,11.9862,900.463003917,11.9866152682,900.463003917,-12.0414,900.463003917,0.970486,11.9862,0.0,1276.78192483,0.17151,216.419,152.896,46.7226367269,1112,1112,1172.9712823
96.1729178541,0.101442393719,11.9921568051,1228.79442449,11.9923,962.20444862,11.9921907222,962.20444862,-12.0476,962.20444862,0.971136,11.9923,0.0,1168.40140322,0.144178,216.398,152.913,34.8110680914,1113,1113,1118.04899358
92.9252746764,0.109549679936,11.9917297421,1196.53967787,11.9916,944.007438896,11.9917561003,944.007438896,-12.0451,944.007438896,0.97041,11.9916,0.0,1116.4312482,0.181234,216.454,152.959,62.1663548269,1114,1114,972.00904256
91.0477704888,0.106456644855,11.9910272959,1183.94743604,11.9902,891.792320541,11.9910666873,891.792320541,-12.0425,891.792320541,0.971442,11.9902,0.0,1074.22546491,0.171377,216.538,153.003,57.6190761275,1115,1115,988.109119769
105.188646387,0.102475826525,11.9985356908,1362.22742252,11.9986,836.371140005,11.9985717901,836.371140005,-12.0548,836.371140005,0.972777,11.9986,0.0,1260.26546663,0.140402,216.574,153.025,57.5447498285,1116,1116,1192.53448031
104.380420121,0.107219227663,11.9961892224,1273.68032654,11.9959,860.288333861,11.9962165883,860.288333861,-12.0492,860.288333861,0.97243,11.9959,0.0,1210.28419337,0.185068,216.63,153.05,35.1600161155,1117,1117,1138.6049465
108.090260981,0.104891478146,12.00477795,1297.54345371,12.0046,856.677250099,12.0048239106,856.677250099,-12.0609,856.677250099,0.970799,12.0046,0.0,1237.21424187,0.160493,216.758,153.097,48.2744718158,1118,1118,1139.91123276
92.0035798187,0.0970319854482,12.0119463747,1256.3482544,12.0115,856.008499829,12.0119628597,856.008499829,-12.065,856.008499829,0.969424,12.0115,0.0,1204.83991063,0.100432,216.78,153.113,39.4563641294,1119,1119,1110.94021406
101.81648277,0.110195493749,12.0122959285,1155.28024421,12.0119,833.613370264,12.0123511963,833.613370264,-12.0649,833.613370264,0.967486,12.0119,0.0,1099.70839954,0.194584,216.846,153.144,46.0640721312,1120,1120,995.134623989
103.413068861,0.108170190244,12.0048768071,1309.65105373,12.0047,861.639364649,12.0049079806,861.639364649,-12.0552,861.639364649,0.969138,12.0047,0.0,1245.97512043,0.199237,216.939,153.208,41.4527688208,1121,1121,1169.66866754
102.7284748,0.103849528301,12.007324868,1277.0945979,12.0072,792.443984098,12.0073659167,792.443984098,-12.0631,792.443984098,0.975553,12.0072,0.0,1139.99536784,0.166017,217.031,153.244,68.1281344476,1122,1122,1036.61931564
101.773557512,0.101358381645,12.0113278221,1265.77153835,12.0108,756.864750989,12.0113692616,756.864750989,-12.0603,756.864750989,0.955058,12.0108,0.0,1156.43330595,0.135371,217.075,153.251,76.5190622185,1123,1123,1055.78066525
101.567198335,0.104734792901,12.0029370281,1304.90403087,12.0028,810.892531857,12.0029763716,810.892531857,-12.0525,810.892531857,0.963304,12.0028,0.0,1226.56018187,0.1751,217.081,153.249,55.2852601977,1124,1124,1130.8470699
87.244740186,0.104346894425,12.0018401878,1172.5597203,12.0015,907.898324674,12.0018711661,907.898324674,-12.0518,907.898324674,0.961436,12.0015,0.0,1074.4722738,0.16339,217.15,153.281,52.1867311166,1125,1125,994.809328197
100.42913812,0.0957324005066,12.0068931095,1379.76642057,12.0067,885.912055509,12.0069315998,885.912055509,-12.0586,885.912055509,0.964574,12.0067,0.0,1299.48544902,0.121431,217.218,153.302,46.7579978234,1126,1126,1221.62274189
97.0299045973,0.0996292469877,12.0130995233,1232.6567541,12.0131,723.894444555,12.0131415689,723.894444555,-12.0663,723.894444555,0.963993,12.0131,0.0,1151.52072322,0.135716,217.257,153.33,43.0719261689,1127,1127,1069.15262352
105.364282883,0.096458876529,12.024875147,1303.85112252,12.0245,881.45243581,12.0249003862,881.45243581,-12.0784,881.45243581,0.967578,12.0245,0.0,1254.59232439,0.120933,217.315,153.344,29.2892760069,1128,1128,1215.752608
99.8568411089,0.10495834153,12.020589565,1277.17350963,12.0204,920.48123329,12.0206440771,920.48123329,-12.0744,920.48123329,0.9616,12.0204,0.0,1188.22509943,0.171238,217.371,153.386,47.293239345,1129,1129,1121.82661466
97.4068799948,0.109452711688,12.0170336948,1234.171246,12.0165,893.562154834,12.0171056717,893.562154834,-12.0713,893.562154834,0.968741,12.0165,0.0,1186.46602896,0.208325,217.389,153.404,41.7254056125,1130,1130,1087.17401466
104.516009785,0.0976439173363,12.0245213712,1225.07762711,12.0245,881.033679825,12.0245469316,881.033679825,-12.0766,881.033679825,0.971875,12.0245,0.0,1189.50264242,0.130463,217.497,153.421,27.9151365716,1131,1131,1153.61495982
99.829622901,0.101474580007,12.0278912542,1348.64156251,12.0274,848.755898392,12.0279269661,848.755898392,-12.0791,848.755898392,0.976104,12.0274,0.0,1248.91174185,0.14022,217.526,153.46,40.6980643561,1132,1132,1198.25725438
103.864405537,0.0939078962738,12.0346401857,1241.1498523,12.0343,914.209172294,12.0346556681,914.209172294,-12.0838,914.209172294,0.959743,12.0343,0.0,1197.5719825,0.0908489,217.614,153.489,37.1633550532,1133,1133,1129.00183943
112.528841119,0.101664922956,12.0351157288,1392.77817192,12.0353,812.549261088,12.0351515671,812.549261088,-12.0895,812.549261088,0.958093,12.0353,0.0,1342.66331862,0.140073,217.757,153.515,27.3477487187,1134,1134,1291.53607945
115.224865467,0.104752288592,12.039744482,1445.06286688,12.0396,776.266046137,12.0397905401,776.266046137,-12.0989,776.266046137,0.958409,12.0396,0.0,1381.20171327,0.160129,217.791,153.545,45.6304416873,1135,1135,1292.06806904
108.856189425,0.10575652205,12.0480400182,1314.08441127,12.0477,807.524355293,12.0480798003,807.524355293,-12.0987,807.524355293,0.968311,12.0477,0.0,1281.31717328,0.141425,217.819,153.589,18.9452454999,1136,1136,1246.58285614
80.0094377184,0.107285164777,12.0407025974,1077.36633531,12.0405,761.215989636,12.0407393842,761.215989636,-12.0903,761.215989636,0.963542,12.0405,0.0,1015.43292991,0.173328,217.946,153.622,39.6354595047,1137,1137,947.287109108
75.4098108505,0.105556171504,12.0363495164,1165.92419907,12.0363,792.409821306,12.0363944549,792.409821306,-12.0846,792.409821306,0.962343,12.0363,0.0,1081.66101099,0.17329,218.036,153.637,48.6270040406,1138,1138,1004.40985951
93.3319683594,0.0984353598832,12.047817743,1307.37003419,12.0475,847.21348599,12.0478461338,847.21348599,-12.0966,847.21348599,0.958948,12.0475,0.0,1210.79501003,0.114303,218.034,153.677,40.6775869972,1139,1139,1142.37188292
104.632259792,0.107580330479,12.0340154682,1311.24776756,12.0338,802.702001747,12.0340724186,802.702001747,-12.0811,802.702001747,0.95735,12.0338,0.0,1252.18756203,0.178791,218.078,153.704,37.5055375435,1140,1140,1196.54553867
104.486581299,0.108618471661,12.0312997781,1308.47612745,12.0309,786.071988831,12.0313533447,786.071988831,-12.0815,786.071988831,0.960176,12.0309,0.0,1249.28824471,0.185912,218.124,153.733,34.082985983,1141,1141,1187.97291466
87.9686635871,0.107978187732,12.029091283,1112.92940311,12.0288,870.584898505,12.0291639102,870.584898505,-12.082,870.584898505,0.967168,12.0288,0.0,1046.68194941,0.188193,218.187,153.769,31.8692800332,1142,1142,991.186654312
87.5425421763,0.105936254922,12.029244875,1155.35911897,12.029,786.755861267,12.0292723823,786.755861267,-12.0788,786.755861267,0.965545,12.029,0.0,1078.69319688,0.150289,218.243,153.812,42.2671003439,1143,1143,1012.90671825
52.1847133994,0.10415731126,12.0304698669,1123.19987643,12.0302,783.910362153,12.0305195018,783.910362153,-12.0829,783.910362153,0.964125,12.0302,0.0,1000.4486568,0.173144,218.29,153.847,55.6680866836,1144,1144,935.170876505
70.3069913532,0.0985672208486,12.0426999815,1164.2436571,12.0428,781.01872192,12.0427323947,781.01872192,-12.0979,781.01872192,0.954518,12.0428,0.0,1051.77648733,0.117387,218.319,153.847,63.342625872,1145,1145,924.882736331
83.0231985732,0.101354090771,12.0558870201,1232.41187887,12.0557,802.803461591,12.0559293198,802.803461591,-12.1125,802.803461591,0.957318,12.0557,0.0,1130.88400468,0.131837,218.4,153.869,56.3130390724,1146,1146,1056.24887088
95.2358156467,0.106440341239,12.0488603638,1283.86252734,12.0484,851.738449785,12.0489050494,851.738449785,-12.0997,851.738449785,0.962656,12.0484,0.0,1223.09970337,0.160286,218.448,153.919,50.8577000524,1147,1147,1124.44958529
98.6572739082,0.109031110427,12.0414733258,1342.60655254,12.0416,785.696038989,12.0415150837,785.696038989,-12.0946,785.696038989,0.959569,12.0416,0.0,1234.31260954,0.191041,218.516,153.93,43.993074408,1148,1148,1184.10918467
91.7610402889,0.108847689536,12.0394919647,1206.56810509,12.0392,778.368850713,12.0395596594,778.368850713,-12.0875,778.368850713,0.96716,12.0392,0.0,1138.28875968,0.187176,218.558,153.971,36.5667686833,1149,1149,1095.97912406
99.4563470193,0.107851416082,12.0393422331,1284.36552349,12.0393,821.028030513,12.0393825988,821.028030513,-12.0916,821.028030513,0.965846,12.0393,0.0,1182.46508342,0.17675,218.66,154.004,40.7566641082,1150,1150,1136.10568666
90.9776834186,0.1001998521,12.0451690282,1142.75454981,12.045,819.258249111,12.0451850369,819.258249111,-12.098,819.258249111,0.965103,12.045,0.0,1102.85835019,0.124861,218.667,154.031,29.2817965082,1151,1151,1038.00830382
99.7771730276,0.108908941596,12.0459325723,1238.23698416,12.0454,847.213879413,12.0459811577,847.213879413,-12.0999,847.213879413,0.968194,12.0454,0.0,1169.96456698,0.178901,218.691,154.036,44.1632800644,1152,1152,1105.17716731
102.968216839,0.10603851299,12.0496485351,1218.6680111,12.0494,848.29955002,12.0496778629,848.29955002,-12.1068,848.29955002,0.966544,12.0494,0.0,1157.7551635,0.137663,218.761,154.066,36.1100057989,1153,1153,1073.66136281
93.2672636849,0.103908361874,12.0546701391,1124.7266642,12.0542,752.334247074,12.0546863534,752.334247074,-12.1072,752.334247074,0.964189,12.0542,0.0,1074.08733753,0.159161,218.799,154.107,30.1676059684,1154,1154,1006.79428326
105.328398511,0.109916028107,12.0585293616,1298.49409707,12.0583,765.405897431,12.0585676374,765.405897431,-12.1121,765.405897431,0.963539,12.0583,0.0,1238.34854194,0.172885,218.842,154.125,32.5062466162,1155,1155,1187.39507103
99.5940723589,0.103881243653,12.0624046982,1194.70543167,12.0622,836.130070601,12.062427418,836.130070601,-12.1177,836.130070601,0.967668,12.0622,0.0,1119.43159955,0.154136,218.88,154.136,52.5672830669,1156,1156,1034.45371485
96.7874615991,0.110149204662,12.063329262,1262.58919333,12.0629,815.206652884,12.063370064,815.206652884,-12.1217,815.206652884,0.96721,12.0629,0.0,1200.63644205,0.181437,218.895,154.191,59.1353917408,1157,1157,1055.97036754
92.8880456618,0.10618921701,12.068034152,1242.71586319,12.0687,729.783402552,12.0680749557,729.783402552,-12.126,729.783402552,0.965181,12.0687,0.0,1141.0491587,0.17409,218.97,154.196,46.6472756296,1158,1158,1081.25624445
96.3501031733,0.109379402155,12.0730730911,1185.75545269,12.072,791.777974348,12.0731096241,791.777974348,-12.1267,791.777974348,0.969854,12.072,0.0,1129.04348272,0.182993,219.035,154.233,29.4131915388,1159,1159,1088.88875173
98.7465215129,0.101252882211,12.0741221544,1299.3489761,12.0739,915.862811932,12.0741681628,915.862811932,-12.126,915.862811932,0.970576,12.0739,0.0,1178.73593636,0.145996,219.084,154.258,54.2768879251,1160,1160,1092.70767216
86.6170386423,0.110200181117,12.0689456745,1072.89182445,12.0686,791.1444256,12.0689924785,791.1444256,-12.1192,791.1444256,0.969402,12.0686,0.0,983.602011622,0.199982,219.192,154.294,36.8174106812,1161,1161,937.151644503
93.9847010992,0.101131403099,12.0703793658,1206.74509831,12.0702,798.327963104,12.0704240874,798.327963104,-12.1237,798.327963104,0.972271,12.0702,0.0,1136.19031258,0.153109,219.217,154.312,49.7606190146,1162,1162,1025.91263247
99.9496640778,0.103444352756,12.0727553864,1238.56486978,12.0725,807.271346934,12.0727867459,807.271346934,-12.1256,807.271346934,0.965813,12.0725,0.0,1183.03144696,0.167277,219.268,154.346,45.1762424671,1163,1163,1088.49188996
95.8551675812,0.107011586001,12.0670290644,1227.76007991,12.0666,792.707678839,12.0670729111,792.707678839,-12.1163,792.707678839,0.965451,12.0666,0.0,1159.39632921,0.191261,219.383,154.415,40.240100011,1164,1164,1076.70451866
89.3115002671,0.104386207283,12.0685925685,1129.76985169,12.0685,772.879062363,12.0686222955,772.879062363,-12.1194,772.879062363,0.969441,12.0685,0.0,1073.28136847,0.146708,219.413,154.441,53.7726066528,1165,1165,966.364686609
95.1101948572,0.104637294355,12.073410519,1224.90744287,12.0732,835.340523914,12.0734509375,835.340523914,-12.1241,835.340523914,0.966773,12.0732,0.0,1155.62396013,0.164093,219.475,154.458,40.5823673175,1166,1166,1067.30990076
84.192382883,0.100482866593,12.0750831009,1021.73161902,12.0745,755.826020841,12.0751344967,755.826020841,-12.1219,755.826020841,0.977604,12.0745,0.0,950.756050184,0.151801,219.595,154.471,50.5478715355,1167,1167,853.92038875
91.2464331492,0.100901402771,12.071077011,1127.67482689,12.0711,797.221844361,12.0711041771,797.221844361,-12.1228,797.221844361,0.971209,12.0711,0.0,1055.81772936,0.15877,219.645,154.493,41.2211479572,1168,1168,990.033916531
81.1916428876,0.099012384435,12.0708738791,1079.90490586,12.0704,806.455876303,12.0709133056,806.455876303,-12.1199,806.455876303,0.961541,12.0704,0.0,995.658037864,0.131572,219.665,154.519,52.419102574,1169,1169,911.420553271
89.0997303566,0.105753297936,12.0649031646,1114.84784642,12.0646,752.470775801,12.0649350985,752.470775801,-12.1124,752.470775801,0.965672,12.0646,0.0,1072.92983357,0.173825,219.704,154.556,30.3913299898,1170,1170,1010.94184306
99.9657133189,0.0977752497373,12.0700084075,1286.20891565,12.07,808.849723721,12.0700385734,808.849723721,-12.1184,808.849723721,0.970292,12.07,0.0,1198.96562501,0.130614,219.785,154.579,42.3184273563,1171,1171,1119.3985909
103.02935754,0.104059230548,12.0641876917,1296.85616343,12.0641,820.150923833,12.0642315674,820.150923833,-12.114,820.150923833,0.975747,12.0641,0.0,1221.42189771,0.171512,219.869,154.583,40.0512994847,1172,1172,1145.64758717
81.3133844878,0.100785507625,12.0667735083,1073.63145132,12.0665,810.333312847,12.0668059249,810.333312847,-12.1168,810.333312847,0.968056,12.0665,0.0,1011.24949513,0.148403,219.833,154.631,40.5035504049,1173,1173,960.19095284
