MaxEsReturn,AverageEsReturn,MinReturn,AverageY,QFunRegParamNorm,AverageAbsY,MinEsReturn,AveragePolicySurr,AverageAction,AverageAbsQYDiff,AverageAbsQ,Iteration,PolicyRegParamNorm,Epoch,AverageReturn,StdReturn,AverageDiscountedReturn,MaxReturn,AverageQ,AverageQLoss,StdEsReturn
91.7417901863,71.5745629388,-8.81061465314,1.1846991238,58.0438,2.04206201415,-3.80207965221,-1.26377,0.0881827,0.0735223869169,2.04266,29,20.6827,29,-8.80945462999,0.000692221679585,-0.881844171882,-8.80877997321,1.18333,0.513882,37.6945271791
95.1858164874,68.4799097115,-4.06731301683,1.46170869353,60.2395,2.34527369172,-1.17632945131,-1.54736,0.0405748,0.0903478118805,2.34606,30,21.1966,30,-4.05342358833,0.0063849268877,-0.405825347326,-4.04818455732,1.46026,0.589723,40.3015424002
92.245014911,58.0401811496,-8.28221303936,1.52353580241,62.5078,2.41921982459,-6.82610123938,-1.62028,0.0823055,0.0972126330701,2.41975,31,21.6605,31,-8.22231782986,0.0595276880272,-0.830378145593,-8.11543739712,1.52152,0.620279,45.8901938528
90.8159568139,62.0803913082,-9.36632068201,1.8911004094,64.3933,2.7871334022,-16.3569824254,-2.00891,0.0921109,0.0985452032808,2.78764,32,22.0781,32,-9.20188255645,0.200204465308,-0.924971492404,-8.87729490659,1.88916,0.335043,45.3263503596
92.628064224,59.4825320943,-4.20960432276,2.09528883906,66.3984,2.98895956976,-0.929607838137,-2.23003,0.0411369,0.125271458081,2.99144,33,22.5025,33,-4.10958020031,0.0793589327325,-0.409370477732,-3.95395116517,2.09385,0.441327,42.7852032539
93.1572092803,63.4130504596,-5.84683214912,2.16517359479,68.0707,3.04898925358,-16.5316709834,-2.31923,0.058111,0.128089171474,3.05214,34,22.9279,34,-5.80528414582,0.0313753468546,-0.58164471245,-5.77005657408,2.16418,0.691592,46.2212103446
93.2705705689,72.0715951341,-4.32420618328,2.51457205523,69.3508,3.39366221809,-5.28994261822,-2.67957,0.0423985,0.134786422516,3.39731,35,23.2923,35,-4.23561090896,0.0547592153711,-0.424899576988,-4.17604778049,2.51277,0.37914,38.7188733695
93.3335540683,58.1220292682,-6.09969550399,2.69532685974,70.57,3.57190100994,-4.29022260968,-2.87974,0.0601057,0.16610237284,3.57693,36,23.6771,36,-6.00455988447,0.0543660480113,-0.60386223728,-5.93655184108,2.69325,1.09365,44.2531362986
92.9568547437,71.5092566251,-0.0203522880535,3.20282560246,71.9042,4.06924503565,-8.32824248812,-3.41426,0.0610369,0.164099778483,4.07398,37,24.1494,37,83.554348372,31.6008373823,0.432496187358,96.284935761,3.19978,0.770695,39.9583919209
92.9204180383,65.5176084002,-0.927877766383,3.39533497802,73.002,4.26418945131,-4.30129403457,-3.62964,0.0269083,0.170407541607,4.27088,38,24.4125,38,33.9022608439,46.0581661318,-0.0710110266951,94.9762565215,3.39484,0.44452,40.6204063891
94.5381813564,66.8507649998,-0.585556972795,3.84864337527,74.1997,4.71315829294,-2.40220963286,-4.10759,0.0696698,0.20473633411,4.72182,39,24.686,39,76.8490430801,37.1917535669,1.57677205173,95.4679733435,3.84495,0.884274,40.1056186006
94.5337897621,92.8870586008,-0.607627154771,4.32788044918,75.4928,5.19363180822,90.2368889976,-4.63621,0.0889185,0.218184656703,5.20451,40,24.9052,40,89.2733401668,21.8983339627,1.12608680876,95.9605226016,4.32477,0.902466,1.25173259405
99.1669209727,92.7097733344,-2.60012151039,4.69651888418,76.0103,5.56213777751,89.0001299534,-5.04548,0.0602388,0.248178247944,5.57611,41,25.2263,41,83.5856063944,32.1051322425,0.375828938179,96.2296446764,4.69435,0.891437,3.20558875418
94.6470306777,78.5857435364,-4.95496418697,5.2886433193,76.8817,6.14872736247,-4.42856749072,-5.65434,0.162304,0.29214513297,6.16143,42,25.5552,42,77.5759153977,32.3870295318,3.93921026116,92.5703096899,5.2839,1.36399,33.93666522
94.4656265206,78.5895425031,84.7180804373,6.09016323557,77.3849,6.92735687874,-0.55649677229,-6.49878,0.233169,0.296524236959,6.94632,43,25.8328,43,91.5459573904,3.26061998361,15.9687761354,95.4210903044,6.08778,1.26894,32.3929819622
99.2695597512,93.4762231086,-0.402555803043,7.0469275091,77.757,7.86716473883,90.1013685927,-7.49189,0.0648318,0.347592447191,7.87925,44,25.8818,44,66.5884156123,42.3635387896,0.941152593366,94.7678886032,7.04308,2.07034,2.78728954213
94.6373567957,80.6025132959,-0.0424291300705,7.41961048007,77.871,8.21344736159,-8.03506179568,-7.92214,0.27467,0.373336377762,8.23475,45,26.2241,45,85.93975417,21.506670591,11.8087447257,93.0896298599,7.41811,1.7004,33.5211341133
97.0467305979,93.4809192965,-3.92309553006,8.39981945837,78.0738,9.16005325302,89.0105747701,-8.9572,0.16913,0.399737060067,9.18558,46,26.3424,46,70.861781306,39.4652736501,14.6586069571,94.9583784092,8.39773,1.53162,2.46709225651
97.1063968816,94.511372383,-6.14378598076,9.27506122928,78.0602,9.99493116189,92.5383502462,-9.88382,0.257619,0.40977325268,10.0173,47,26.585,47,84.441127689,27.0398303382,24.4549000299,95.0663643811,9.27344,1.42671,1.58192465837
95.0266150793,82.095047653,84.9884951404,10.3210294579,78.1092,10.9845502137,-9.00021158044,-10.9699,0.69368,0.458431511674,11.0067,48,27.3267,48,93.5519907814,2.32965401562,37.7836297397,95.008224994,10.3169,3.04909,32.2213269952
98.7427673812,94.1570188142,84.5218038848,11.1786399845,78.1889,11.7808162954,91.7084179145,-11.8862,0.450744,0.439006488486,11.8115,49,27.4609,49,91.9909816252,2.44702012717,24.6125465019,94.902783883,11.1753,1.92753,1.9338885555
96.1057663073,93.0201394755,-1.61650640498,12.1513407605,78.1152,12.7030054675,90.368427658,-12.8818,0.231779,0.488193397312,12.7457,50,27.6191,50,81.198766173,30.259156926,16.938217159,94.4143807929,12.1489,2.71442,1.77896769324
99.6636474695,93.3357105189,88.1055506076,13.3061261852,78.4042,13.8263512263,90.1173073379,-14.0819,0.652301,0.493073239752,13.8686,51,27.9435,51,91.3072274531,0.835753860973,22.5502257167,93.1627893588,13.3014,2.25394,2.94935692797
95.3506674943,93.6460269954,85.5705564872,13.6733196998,78.4584,14.1491859111,91.5059055542,-14.4699,0.596746,0.572016223774,14.2016,52,28.1541,52,91.8041449453,1.21986718487,23.6232322338,94.2162715576,13.6702,3.38719,1.33747697188
92.7890302616,91.4092301427,-0.797239573542,15.1492507485,78.9721,15.585516362,89.9956700616,-15.9676,0.263949,0.541743771968,15.6417,53,28.3387,53,77.4258284959,33.3496047313,18.0162836708,92.1510112067,15.147,2.90338,0.961254165592
94.9114909091,82.1245707909,90.5563850737,16.0894927573,79.6124,16.5088270623,-6.11161129666,-16.9412,0.66573,0.605976130331,16.5804,54,28.8488,54,91.8123342669,0.578550286625,25.2621969798,92.9637725435,16.0892,3.13195,31.21948384
99.333472573,93.0831832388,91.2263796649,17.3629000222,80.1455,17.7826998874,88.7383986348,-18.2145,0.635837,0.714651949235,17.8584,55,28.9476,55,91.9534770228,0.3224248732,24.3436496716,92.5093005214,17.3614,5.79962,2.98511433794
94.7006252926,91.486255545,87.6062592191,18.5661077416,80.8506,18.9746429504,88.2820929145,-19.4522,0.748887,0.83763409915,19.0641,56,29.1638,56,90.4189827257,0.9730831528,23.0569632892,91.759955532,18.57,8.26424,1.96220955417
94.7236835695,91.8933908528,83.9914514346,19.2137418527,81.9255,19.6478770486,89.6802179301,-20.0829,0.543049,0.739632607405,19.7431,57,29.3596,57,90.2707007044,2.07398220039,17.6259843596,91.7538871048,19.2184,5.34896,1.79081889117
98.7992122176,90.1996977404,82.6468051177,20.5649873355,83.0081,21.0175949322,84.9936356012,-21.4104,0.761915,0.768525830742,21.1128,58,29.5368,58,88.9389758589,2.05963522656,19.4292605955,90.3531307294,20.5733,6.57844,4.66892643924
96.6288828119,86.979287549,-6.78753636439,21.2627819925,84.0647,21.7398013477,81.1129990085,-22.1132,0.160069,0.745337855487,21.8267,59,29.725,59,46.7012145435,48.3270007362,12.478296606,90.9292487316,21.2661,6.79985,6.42557834872
92.0617559689,76.3387485399,-9.48742951392,22.4399579075,84.8838,22.9134728778,-5.44257699857,-23.2682,0.164175,0.835590861847,23.0084,60,30.0099,60,37.3686163757,49.5007546802,9.79230381828,90.5187385997,22.4461,8.75911,33.4202483891
93.2392338478,77.9412754747,76.9852903819,23.1017395767,85.7133,23.58082421,-0.73033329464,-23.9006,0.75415,0.797701016643,23.6751,61,30.1925,61,87.794738861,2.51024900416,16.9384040237,93.7289764065,23.1011,7.58833,32.1677212115
93.9698600455,91.3449676029,82.772499742,24.0955015756,86.2586,24.6012617639,87.2640085149,-24.8456,0.837519,0.888022614613,24.7126,62,30.48,62,88.3468530091,2.26232081862,20.9557396194,93.7851905903,24.0981,9.37342,2.04787715574
95.2519047512,90.7981396137,-1.02457843809,25.1461937705,86.9062,25.6701447831,86.1798952733,-25.8773,0.216337,0.78238108927,25.7613,63,30.5511,63,60.5032272271,40.8609086122,13.2679588073,91.5938151509,25.1435,6.66981,2.52650581962
91.6732866955,75.897353636,84.7216679,25.859977491,87.4627,26.4050843992,-4.99368136958,-26.5933,0.912213,0.902269382639,26.5041,64,30.8025,64,87.8176935789,1.57403372778,20.8100787208,92.6748065859,25.8589,8.3747,33.0740091925
99.9565345149,92.3141225171,-10.8114022583,26.4330796311,87.625,26.9933846581,89.8902876741,-27.1035,0.512316,0.797122641085,27.0764,65,31.0893,65,78.4046835961,30.9110291587,23.1667048232,93.303908764,26.431,6.03305,3.18557337827
92.3609643256,90.8935302396,80.0776718911,27.569832013,88.1189,28.1446295194,86.2073197188,-28.1979,0.945724,0.828265579445,28.2134,66,31.3332,66,88.7826040617,3.58221433615,26.3789762623,93.1387594599,27.5703,7.09984,1.93763208783
99.6210884256,91.1149697199,83.0324750224,28.293818126,88.5808,28.8648217692,84.9978884285,-28.8845,0.910153,0.792161744226,28.9174,67,31.235,67,92.873785333,2.08679103385,42.3258396023,93.8639686325,28.2912,5.1422,4.19983152243
95.8325326065,92.5091801798,85.9631143866,29.0625410126,89.0845,29.6376895079,88.8971337839,-29.6733,0.912516,0.78292534818,29.6829,68,31.2903,68,93.2385956367,1.60590632338,44.0500198402,93.8969786048,29.0596,5.59604,2.15807010839
95.4597844804,92.1603425245,86.4559994509,29.4603488209,89.4086,29.9845266492,88.9530422408,-30.0783,0.795935,0.780615990853,30.016,69,31.415,69,93.5477910535,1.80272733286,42.0395965885,94.5024436679,29.4569,4.92481,2.4367592773
98.6521234383,93.915089066,86.0570560519,30.545439346,89.9977,30.9795481435,91.364800659,-31.2295,0.852173,0.747101762518,31.0203,70,31.499,70,93.0554784386,1.81596696247,41.1197811364,94.5328142501,30.5424,4.74623,2.0725547016
95.2658149527,92.6092444104,92.1089930027,31.3664057096,90.6778,31.7102284525,89.3650764277,-32.0962,0.866593,0.846124609926,31.7661,71,31.716,71,93.8496501647,0.471590963227,45.241889258,94.6400023073,31.3589,6.69532,1.9781580159
94.518271688,93.3886619996,92.4690106799,32.4773179535,91.5169,32.737001406,91.3731982231,-33.1998,0.980194,0.771860116783,32.7947,72,31.911,72,92.6928341081,0.10118091956,42.5929966938,92.8533056177,32.4739,5.02803,1.08035681328
98.834782188,93.0761340161,91.4349128169,33.8034903434,92.1582,34.0155318058,88.4199860762,-34.5854,0.991988,0.827318002155,34.0794,73,31.9858,73,91.827484948,0.168465707426,38.5582142805,92.2717977412,33.7995,5.94598,2.70527208937
95.6632974356,93.6668126059,91.8044417048,34.6420522892,92.8132,34.8207115606,90.5206951402,-35.4992,0.996602,0.896558184926,34.8716,74,32.0186,74,92.1111508995,0.140511499151,40.1248653238,92.5040186044,34.6354,8.01871,1.40560631382
95.0622577506,93.7022575312,92.0038870191,35.8388923678,93.4564,35.9825950757,92.3400475386,-36.6932,0.997224,0.775604232834,36.0223,75,32.2408,75,92.2822566944,0.105372040229,41.0158311711,92.4860564429,35.8345,3.91366,0.70241387952
98.0862657254,94.5662412296,92.1010399947,37.1535073789,94.1556,37.2743428948,92.9427947059,-38.0744,0.99664,0.814773806184,37.2963,76,32.3178,76,92.4413897306,0.1079436096,41.8201344528,92.6021405781,37.1463,5.57808,1.23224742949
95.7558493036,93.5408797586,92.100323406,38.4412085975,94.9027,38.5294474704,90.3123234051,-39.4132,0.998186,0.791806660108,38.5383,77,32.4609,77,92.3756906399,0.110736833763,41.5317035667,92.596281137,38.4378,4.52814,1.37279677467
94.5975578221,93.2591591293,91.9004176407,39.3755280915,95.78,39.4409537132,89.8738466545,-40.3852,0.99821,0.864578320763,39.4417,78,32.5358,78,92.2549709351,0.116650462352,40.9108499802,92.5002852707,39.3702,6.86687,1.42683284011
97.7546750328,93.725770201,91.8008620243,40.8090923428,96.5319,40.8572819589,89.9186761081,-41.8473,0.996658,0.738535069639,40.8599,79,32.4874,79,92.1762381809,0.112076345384,40.4544371233,92.5002292534,40.8073,3.87368,1.75968731346
99.3471316143,94.1352398764,92.1005163606,42.1579232828,97.3583,42.1905530533,91.9004930548,-43.2084,0.997082,0.762838792508,42.1917,80,32.5465,80,92.4455899249,0.12429158588,41.8584087008,92.6001532104,42.1549,3.90938,1.84048766585
95.4595092975,93.9807528221,92.5003350519,43.0616517072,98.1733,43.0821639863,91.8300016295,-44.1631,0.997046,0.828620343872,43.0831,81,32.6595,81,92.7875532446,0.10615464294,43.6742328139,92.9721408842,43.058,5.2408,0.854061375753
99.7387182848,92.61453738,92.3005940119,44.301808348,98.9206,44.3150472887,88.4722570561,-45.4259,0.996828,0.765599646673,44.3109,82,32.6833,82,92.6439968178,0.100774490485,42.8956443245,92.8014785182,44.2976,4.46423,3.33651252225
98.7912630243,93.9173061529,92.3004022459,45.61300838,99.5569,45.6189892953,90.4051361862,-46.7742,0.998214,0.854718575863,45.6142,83,32.7184,83,92.5681083101,0.1022365242,42.540528545,92.7414094476,45.6098,7.27927,2.02984495697
97.9908449297,94.4429767986,92.3547333973,46.8273408977,100.353,46.8293134303,93.0724069656,-47.9838,0.996172,0.776713705452,46.8239,84,32.7669,84,92.6084023415,0.117811079247,42.6846011678,92.7933024178,46.8232,3.69508,1.19533354874
98.1731659689,93.0663996423,92.3000350351,47.8693340106,101.166,47.8697975753,87.4088094167,-49.0638,0.997355,0.765585606454,47.8655,85,32.7583,85,92.6379079571,0.121610043926,42.88198846,92.8005321075,47.8654,4.66086,2.76422170392
94.6103528554,92.8244258359,92.2906377754,49.129406976,102.07,49.1294376742,90.1919133678,-50.3133,0.997656,0.769391340839,49.124,86,32.8028,86,92.5369412847,0.108723614873,42.3565336345,92.6998552136,49.124,4.67447,1.65167384938
94.957443898,93.2781418427,92.5000306246,50.3809253574,103.106,50.3809407712,89.6728480121,-51.5964,0.997379,0.74633888984,50.3754,87,32.7851,87,92.7596031801,0.104365181209,43.5344090554,92.9029119172,50.3754,3.94214,1.69973622928
95.0841147158,93.3451926056,92.2001023162,51.8444625788,104.242,51.8444861485,90.60714742,-53.0819,0.997267,0.745739579513,51.8386,88,32.8142,88,92.4717566406,0.091163788448,42.0000577522,92.6002316784,51.8386,4.11792,1.2091903014
95.2048562335,93.6169199885,92.5006846733,53.1490205719,105.258,53.1490633289,88.7974040953,-54.3677,0.997065,0.839130940932,53.1431,89,32.8799,89,92.7773768252,0.10066427789,43.6193166674,92.9598663117,53.1431,5.64524,1.91057490052
94.4603924072,93.4377295315,92.3000236978,53.9170575361,106.261,53.9170801561,90.3394607209,-55.1898,0.997508,0.772498436949,53.9142,90,32.9347,90,92.540280672,0.101461955584,42.3687427503,92.6998380471,53.9142,4.42382,1.13608424339
94.6714237899,93.0266853786,92.3004521574,55.7895904164,107.065,55.789608438,90.6546902237,-57.0332,0.997694,0.755683792631,55.7846,91,33.0322,91,92.638339113,0.116432381088,42.8957058506,92.7991024332,55.7846,4.53511,1.5049399795
99.8467338002,93.9340825385,92.1000934602,56.8583570789,107.829,56.8583861042,89.8364995937,-58.1502,0.997878,0.769794256934,56.8555,92,33.093,92,92.3994969504,0.112132658601,41.645054151,92.5968699517,56.8555,5.07214,2.1437903316
98.3699094636,92.8899641433,91.6086775014,57.5532871195,108.684,57.5533134034,83.0586507049,-58.787,0.998583,0.759884783812,57.5461,93,33.1726,93,92.0876034594,0.166379337923,40.0764021328,92.5,57.5461,4.63665,4.03581085621
95.1546983059,93.1647559338,91.4002131077,58.8207069517,109.47,58.8207351408,90.9595302283,-60.023,0.996349,0.770155885592,58.8113,94,33.2138,94,91.8720596146,0.178106095414,38.9246908466,92.3012679651,58.8113,4.55795,1.11324711019
94.5794121305,93.2400169736,91.7049082734,59.8601255218,110.442,59.8601545169,90.3779999839,-61.0641,0.997701,0.756123053004,59.8486,95,33.248,95,92.1571389531,0.148344480718,40.3965213785,92.5,59.8486,5.07861,1.07229337644
94.8777554896,93.533891298,91.6000000358,60.9749788866,111.183,60.9750017087,91.1923907571,-62.1856,0.998095,0.761070509298,60.9655,96,33.3075,96,92.0969749107,0.158909763024,40.1063893476,92.4,60.9655,4.45801,1.08298755522
94.8036686096,93.7408832103,91.7280674456,61.7580925542,111.956,61.7581391132,89.7952673304,-62.9767,0.998803,0.802588400301,61.7436,97,33.3309,97,92.0262218572,0.115008542168,39.7725260938,92.4,61.7436,6.12563,1.36539806117
99.1641926863,94.1944744171,91.7000575495,62.94892312,112.71,62.948937363,93.1871702613,-64.1239,0.996836,0.728293810421,62.9375,98,33.4741,98,91.9862395787,0.146849194037,39.5054283544,92.5,62.9375,3.0853,1.56321670397
94.8750092868,93.201035313,92.2001594146,63.5671086274,113.343,63.567147041,89.6022994318,-64.7267,0.996817,0.781530387836,63.556,99,33.5138,99,92.4833979276,0.100602408847,42.045873733,92.6950188205,63.556,5.49614,1.35233465773
95.0144595797,91.694158117,91.9000331028,64.570159395,114.094,64.570192103,85.931757063,-65.6909,0.984268,0.725083480349,64.5579,100,33.4728,100,92.395394693,0.292719715832,41.1562088115,92.8956223699,64.5579,4.02872,2.69239097427
95.4426543151,93.7892734369,92.2000221487,65.4441125676,114.878,65.4441373246,92.6068769525,-66.5526,0.992453,0.694993449792,65.4315,101,33.5377,101,92.4453277087,0.131090066451,41.6961646473,92.8278336866,65.4315,3.62252,0.749882212075
94.6304037019,92.7588958144,92.4066899665,66.1704062251,115.627,66.1704497268,88.6825191041,-67.2201,0.990848,0.778585819863,66.1615,102,33.5211,102,92.5982170844,0.0486687879627,42.4463449506,92.706550427,66.1615,5.56136,1.95746087499
99.5331622365,93.4033894331,92.4001776597,66.7790744326,116.248,66.7790956647,87.0586474569,-67.7698,0.993783,0.639731540897,66.7708,103,33.5434,103,92.596682622,0.0670264085124,42.538290229,92.8202376232,66.7708,3.38443,3.03254945972
98.5739814757,93.9902901481,92.6289918201,67.3637368408,116.875,67.3637610874,90.4540834305,-68.3138,0.988295,0.709677814553,67.3534,104,33.5485,104,92.8076483915,0.113131649604,43.4835311003,93.128201527,67.3534,4.63907,2.02279588856
97.8,93.1808205437,92.1000791786,68.1046825693,117.409,68.1047167916,88.8328735659,-68.999,0.991927,0.692482839507,68.096,105,33.6772,105,92.4068371883,0.11218431206,41.4763063076,92.5740585837,68.096,3.87186,2.09887833983
98.9893914793,94.2770345388,92.3608420998,68.6203526615,117.77,68.6203720513,92.7897163078,-69.4891,0.991384,0.701126697551,68.6106,106,33.7794,106,92.6929157012,0.133887775293,42.9711938096,92.9285562285,68.6106,4.73613,1.52863482117
95.0633794884,93.9330811075,92.4518682524,68.8730814249,118.169,68.8731410414,89.5040400903,-69.6793,0.989039,0.665121983038,68.865,107,33.803,107,92.6898414552,0.0925173177757,42.8732190506,92.7981660297,68.865,3.99048,1.36904935105
99.3,94.5284165618,92.6652328891,69.3211231028,118.582,69.3211323665,93.2962085794,-70.0991,0.988387,0.598071087308,69.3159,108,33.8881,108,92.9302079945,0.102678488388,44.1563884893,93.0597033746,69.3159,2.49291,1.44575111849
96.8874850902,91.9307756696,92.5656748549,69.778089018,118.938,69.7781329294,85.792121843,-70.5225,0.988718,0.714387514353,69.7714,109,33.9091,109,92.8052842422,0.100057734531,43.4850188419,92.9121143977,69.7714,4.71842,3.09623825316
95.1803209131,93.1173104302,92.7206845879,69.9390783999,119.266,69.9391172401,89.5966895937,-70.6008,0.990981,0.709885711278,69.9313,110,33.9497,110,93.0024196549,0.0732720310361,44.6423999071,93.1004902562,69.9313,5.3368,1.84714016019
94.9545741272,93.4211680065,92.2409884439,70.0828448609,119.507,70.0828685796,85.9830836364,-70.6897,0.990663,0.667432918548,70.0785,111,33.9802,111,92.5818594399,0.123767496636,42.3539937052,92.70607715,70.0785,4.65216,2.50826442091
99.3684559654,92.7758881635,92.2075292018,70.289611886,119.698,70.2896245903,86.2717928844,-70.8434,0.992068,0.620656136558,70.2871,112,34.0693,112,92.5861408976,0.172992527832,42.4284144399,92.8062279567,70.2871,2.93748,3.26180824227
98.7088959637,93.1727141505,92.4226961565,70.4995467241,119.796,70.4995505448,88.0302103026,-70.9947,0.988084,0.571463513699,70.4963,113,34.0771,113,92.9232017522,0.188009155572,44.1131225767,93.1750198104,70.4963,2.03959,3.14069621271
96.4155501806,93.3786832818,92.1339517678,70.5796637806,119.878,70.5796895211,86.4650410495,-71.0492,0.990606,0.650529880513,70.5776,114,34.1295,114,92.6394328246,0.211273157998,42.6652147708,92.9174138965,70.5776,3.70102,2.45906298065
98.2441100309,93.2390328778,92.0776826682,70.6442632565,119.935,70.6442915753,89.6228903412,-71.0576,0.991158,0.598381558356,70.642,115,34.1875,115,92.5327767046,0.253895445739,42.1223346754,93.0310975856,70.642,3.42235,2.64954105729
94.8951154007,92.4008346247,92.2061988231,70.6025348256,119.882,70.6025364668,89.5570384599,-70.9704,0.991766,0.533251077785,70.601,116,34.2559,116,92.7079881176,0.25360500496,43.077351428,93.1091856806,70.601,1.94105,1.86042686358
94.5322014714,92.6921346026,92.2997531757,70.5161208977,119.849,70.5161525333,89.0381115785,-70.8869,0.991889,0.586971514449,70.5148,117,34.1984,117,92.7164947901,0.221138203274,43.1234366585,93.0847899174,70.5148,2.93882,1.90893927279
