StdEsReturn,AveragePolicySurr,MinEsReturn,AverageAbsQ,AverageDiscountedReturn,AverageAction,AverageAbsY,QFunRegParamNorm,StdReturn,PolicyRegParamNorm,AverageEsReturn,MaxReturn,AverageQLoss,Iteration,AverageY,AverageReturn,MaxEsReturn,Epoch,MinReturn,AverageQ,AverageAbsQYDiff
121.067940882,-1.5664,-39.0308294712,1.42279,51.744865296,0.87946,1.42180450062,17.3645,438.333786568,22.7325,59.6736789881,944.825283032,0.00684383,32,1.42017271808,431.858464095,287.19211871,32,-10.9405338651,1.42001,0.0489735325988
24.6248779771,-1.58605,-49.3355466738,1.44583,20.6493799432,0.892165,1.44508359048,17.7637,242.030560323,23.1276,-4.81140377019,765.713668112,0.00685155,33,1.44336995745,139.83095988,40.4568698015,33,-43.7105930742,1.44308,0.0499547188568
18.9658379799,-1.59896,-35.1437125532,1.46676,-9.60557222604,0.886574,1.466173171,18.2125,53.8889480664,23.4068,-13.1860087448,293.844126213,0.00772786,34,1.46437870901,-26.797064715,27.1321397836,34,-110.508175759,1.46401,0.0516072648712
65.2823212183,-1.60679,-26.2965137097,1.48119,23.5571529,0.884602,1.48038106885,18.6315,352.310780486,23.7805,31.5200841368,848.570923078,0.00783692,35,1.47853743502,216.969367512,181.354388901,35,-37.0310850693,1.47823,0.0520177270684
332.663265324,-1.62806,21.0607559112,1.50549,106.138597817,0.899275,1.50440828877,19.0543,53.117749398,24.143,333.241455566,1002.32517825,0.00884017,36,1.50270207497,944.85737624,794.134496024,36,794.462306952,1.50249,0.0533018672034
99.0168952633,-1.64366,-54.1075246463,1.51336,-0.895173921148,0.884142,1.51238783126,19.4457,62.8289673406,24.5525,88.2087118821,288.146779733,0.00864371,37,1.5105680113,-27.1790107707,249.004298989,37,-130.626122201,1.51027,0.0534904919361
45.2222668304,-1.65525,-41.7086199468,1.53337,-14.7210803285,0.867913,1.5323197996,19.7571,15.3917497281,24.9445,-7.73818073163,-11.4745328629,0.00901362,38,1.53085595355,-31.9660045178,126.378771026,38,-101.373580282,1.5306,0.0545614030012
22.4589961623,-1.67218,-55.2668820449,1.55463,39.9058324621,0.874537,1.55346682943,20.1089,110.742261733,25.222,-19.1574066246,435.583479614,0.00825494,39,1.55195980554,60.4754990518,19.3858307152,39,-81.3252309232,1.55177,0.0542449432303
144.075296879,-1.66566,-57.8659463153,1.55027,-7.1616569648,0.908212,1.54933384928,20.434,9.00911034205,25.536,37.7754629384,-2.67264946649,0.00801147,40,1.54786229821,-12.5916925015,460.514862037,40,-54.6335789917,1.54756,0.0539878725308
85.6041837664,-1.69576,-52.6180280824,1.57506,9.34027268072,0.904816,1.57406206099,20.8199,50.1630008391,25.7355,32.6853087021,206.566051955,0.00953341,41,1.57268826612,-2.34486939472,263.656938658,41,-114.327445111,1.5724,0.0576905034038
13.9917047084,-1.70045,-26.8777418332,1.58394,-1.65102248379,0.924714,1.58277067992,21.1536,50.8471865298,25.9432,-1.99454986855,273.870034282,0.0101372,42,1.58134183183,-22.0030193818,14.64064511,42,-69.9403121544,1.58107,0.0584361107328
84.7150853215,-1.72025,-37.152502261,1.60141,5.57541090216,0.916631,1.60010523661,21.4703,39.1187698817,26.1825,24.2080619189,101.388064922,0.0106334,43,1.5986552456,-20.4327828942,245.675910477,43,-77.8326327706,1.59851,0.0577519108788
41.6689052343,-1.7313,-36.7531503787,1.61965,53.6271459619,0.914618,1.61842173067,21.7915,160.10174765,26.4281,4.90580336548,726.541001357,0.00865138,44,1.61700782502,139.03674727,108.445117219,44,-21.2321181584,1.61671,0.0559517565547
32.8546241968,-1.72097,-73.8003226445,1.61725,-11.9906534861,0.900434,1.61619382558,22.1131,14.4015811061,26.7394,-20.266729833,78.0579619366,0.00992142,45,1.61464165164,-29.5462256639,24.4803661412,45,-67.7224374241,1.61441,0.0570576096718
36.0050755723,-1.72359,-112.164725916,1.62202,-13.9201525474,0.901774,1.62102382414,22.3789,12.6162103124,26.9915,-28.9427011791,-0.700069248387,0.00891709,46,1.61948588923,-42.8294544218,21.0796486654,46,-66.7456163185,1.6192,0.0549498039477
32.141861078,-1.72557,-30.9217280052,1.62381,-15.7761379047,0.932917,1.62247411869,22.6541,14.3645195481,27.1517,3.13903513901,0.512227300059,0.0106339,47,1.62073653684,-30.7146316173,93.7835415243,47,-54.7463295922,1.62058,0.0568414236312
41.2076853082,-1.73304,-59.4430999828,1.63017,-13.5380961351,0.87611,1.62933238105,22.9177,158.108196611,27.3998,-6.59048141375,976.01248,0.00947582,48,1.62787078882,-21.2204352966,67.6746889164,48,-96.7689756662,1.62751,0.0548043362341
33.6795714156,-1.7195,-38.2364401943,1.62318,1.72097461168,0.86734,1.62219469543,23.2415,121.272812486,27.6319,-8.61697439438,931.862194514,0.00965026,49,1.62048266988,-5.822671346,83.0487513445,49,-81.2903629863,1.62028,0.0548107009956
35.8422375661,-1.71799,-44.7775830531,1.62138,27.2811500569,0.872213,1.62015684584,23.512,78.4587685352,27.9043,-5.68020383855,288.789560272,0.00988115,50,1.618206326,47.1847618476,75.4444384686,50,-68.2596142461,1.61798,0.0555339472358
91.1668138981,-1.72378,-2.99176817516,1.62862,64.3703369545,0.884087,1.62756393185,23.8086,131.501316244,28.1421,64.7423229446,448.850036517,0.00999963,51,1.62572252893,195.747563578,279.414447677,51,0.79969486602,1.62558,0.0560368433992
324.179739358,-1.72412,202.891124916,1.63321,14.723879402,0.872625,1.63235321797,24.1045,236.768392539,28.4594,527.070864275,703.592763075,0.00964845,52,1.63053148685,108.001756891,851.250603633,52,-105.006253834,1.63025,0.0559152412451
90.5188188738,-1.73968,-6.2894370992,1.64394,75.6326669085,0.867375,1.64275770641,24.391,226.418844629,28.766,63.8779689453,896.416568672,0.0111803,53,1.64113923107,309.628702017,257.67602385,53,4.4194141364,1.64091,0.0587088703645
48.6828939834,-1.7385,5.00318438063,1.64863,85.6854486674,0.873832,1.64764098685,24.6417,312.378139422,29.1314,50.4736384987,939.146450488,0.0115421,54,1.6460630374,614.040132593,152.914787896,54,8.53760949784,1.64571,0.0591640993701
104.601202293,-1.75543,-123.993282063,1.66216,85.5887100762,0.897053,1.66119052417,24.9411,78.7242458437,29.4199,51.739279699,346.48275638,0.0116867,55,1.65988821338,178.069802077,200.015789431,55,-64.4420702756,1.65958,0.0590118037522
158.818968437,-1.75065,-113.344837208,1.65827,51.6903476605,0.920767,1.65718633415,25.2203,53.7445455328,29.6953,81.3879916433,318.000459783,0.0124705,56,1.65571900435,101.733528224,481.145121636,56,-106.328972858,1.65551,0.0609521443182
71.7534283306,-1.76675,-26.1704260244,1.67128,56.0786425325,0.935149,1.67055048999,25.5097,99.2208768308,30.0191,22.9459368316,369.570371662,0.0129998,57,1.669063773,119.723927273,213.452160837,57,-135.511846821,1.6686,0.0625232218577
87.3644259454,-1.77995,-20.156834103,1.68612,-5.81542658324,0.912724,1.6851582634,25.7601,128.34986512,30.2862,77.5561293354,319.871159518,0.0115833,58,1.68367668024,-16.8979867521,258.031188654,58,-178.856004227,1.68339,0.0625269381266
101.394768892,-1.78808,-59.9187390699,1.69133,74.3306941475,0.931947,1.69055787092,26.0848,31.8639227194,30.5345,79.5552890416,248.825631334,0.0136763,59,1.68900104631,140.015916173,298.048660747,59,50.7260014021,1.68861,0.0652690193444
61.8603261511,-1.81452,-24.7390995547,1.71458,35.7912376274,0.909288,1.71374053427,26.3185,55.467134917,30.7912,41.3244515797,353.656851185,0.0135296,60,1.71217336228,46.8676038891,210.187316058,60,-34.8161301184,1.71181,0.0659335074707
80.73672584,-1.83167,-11.1987703646,1.73115,14.2089475391,0.93343,1.73016956252,26.5523,36.338305118,31.0083,53.1792061856,251.520229752,0.0126219,61,1.7285799056,7.54018915189,251.371487521,61,-45.9681285137,1.72815,0.0658960701055
47.1994250848,-1.84369,-53.1764635351,1.74207,30.940858259,0.931242,1.74124561847,26.8202,59.9748469419,31.2951,24.9145346598,273.660642725,0.0133407,62,1.73949011631,45.3816616331,104.9422477,62,-96.2383130758,1.73919,0.0678958534539
33.1832511996,-1.87885,-31.4190435473,1.77465,23.6654092884,0.929191,1.77370741939,27.0629,39.1580490585,31.4851,38.5010738015,135.473656155,0.0135682,63,1.77180427582,29.9160102301,78.9660546063,63,-31.4296771749,1.77149,0.0674235709496
71.8335599401,-1.89559,-46.7748690549,1.7926,47.8354998801,0.925685,1.79162090676,27.3271,83.7326337248,31.699,25.6360100442,317.658341104,0.0149459,64,1.7898981141,124.275035006,188.013595729,64,4.15790367266,1.78947,0.0713112503658
69.9868269003,-1.92273,-15.7270614925,1.81703,43.0003788503,0.931356,1.81614668127,27.5643,80.0671433108,31.9472,47.2313598377,283.450371621,0.0148012,65,1.81428364629,79.803998297,182.277537274,65,-56.7220881746,1.81391,0.0707529071613
60.0219445105,-1.94254,-7.53148429622,1.83541,73.1109453184,0.882481,1.83449770767,27.8424,190.772130954,32.1087,57.4540700991,965.674276732,0.0147081,66,1.83270853222,261.959122781,205.119770718,66,34.2016381134,1.83233,0.07143283045
98.94620547,-1.97076,-75.6916426834,1.86141,28.4582729424,0.920159,1.86021724017,28.0806,171.235042291,32.3525,72.4407315942,876.476519032,0.016528,67,1.85846306954,85.2897199576,206.246916936,67,-101.17743974,1.85808,0.0735890580969
69.1586114147,-2.00377,63.2469666632,1.88864,91.0871338045,0.911586,1.88780458022,28.2953,188.260913344,32.5114,135.353743337,929.373420039,0.015852,68,1.88596387453,274.581469708,273.296282168,68,87.2591748748,1.88558,0.0739225828598
337.34858157,-2.04646,63.3564283464,1.9308,79.4684049187,0.89919,1.92991490741,28.5405,259.617681651,32.7959,333.568634053,1013.50362247,0.0163964,69,1.92778140303,242.268129979,809.181889762,69,-13.9988547631,1.92745,0.0748049722285
97.1891031025,-2.05535,36.7057619812,1.94517,74.7060153737,0.913443,1.94445415593,28.7925,125.665941001,33.0115,122.293519287,864.691634115,0.0159284,70,1.94239015826,179.267589233,307.544548249,70,11.0601726314,1.94194,0.074544401842
131.265360434,-2.07664,-0.348274691629,1.9698,83.9770453342,0.894708,1.96895207182,29.0283,38.2312148282,33.2366,148.261171783,270.608218676,0.0152876,71,1.9666511408,170.100581995,437.285151142,71,69.2451448493,1.96629,0.0736420816094
54.1171264728,-2.0934,12.2251025528,1.98923,102.001869679,0.926878,1.98825907875,29.2618,8.53780953163,33.4441,82.0718112128,200.886631535,0.0164731,72,1.98581271848,180.047218485,178.286702456,72,156.357214889,1.98554,0.0743225793432
96.6971548827,-2.0971,6.63036848083,1.99271,64.6166275328,0.893688,1.9918112133,29.4724,101.895002266,33.6043,82.0337890739,522.562863726,0.0169905,73,1.98924998777,138.859947813,323.312979808,73,-3.31181996693,1.98891,0.0742332806052
96.2825997952,-2.11491,-6.55768417764,2.01237,94.6424721726,0.896947,2.01125030039,29.754,76.5812085233,33.82,123.643803736,571.773999762,0.0177194,74,2.00856801389,201.250387287,274.331972124,74,-4.10916889543,2.00828,0.0751525644024
106.909732981,-2.12156,-2.75579341696,2.02577,6.81024536956,0.88862,2.02448521473,29.983,89.5880742162,34.0465,117.799899979,219.342455212,0.0172612,75,2.02171486938,6.85323012895,364.572304909,75,-190.657296852,2.02134,0.07443987062
108.91237598,-2.13892,-88.7393800257,2.03665,38.5880822682,0.884145,2.03548417988,30.1864,128.887173609,34.2918,39.6018370473,422.911128248,0.0153057,76,2.03308310588,79.8303198051,246.661792668,76,-120.76286003,2.03278,0.073349094783
133.249107455,-2.15832,40.9767983407,2.052,11.5181883674,0.890732,2.05097763614,30.4277,171.430883922,34.491,149.898503117,706.553048568,0.0200307,77,2.04901701691,9.94354707173,369.412393428,77,-185.637479479,2.04857,0.0790150596261
54.1217648005,-2.18358,-42.5791271932,2.07323,59.4072052121,0.911736,2.07197786854,30.5984,114.927734261,34.6525,13.4215186295,392.449318318,0.0176337,78,2.06998711009,134.263142272,147.587877777,78,-129.721656658,2.06964,0.0775885449264
85.2472733248,-2.18273,1.76031864337,2.08209,66.5545107611,0.882949,2.08128395383,30.8025,96.844471026,34.8264,125.326776884,352.158564311,0.0163693,79,2.07890029606,162.64907807,251.633160138,79,-142.736987415,2.0784,0.0769575446835
78.5130549078,-2.20964,2.76921496388,2.10652,4.29769724525,0.875553,2.10535387763,31.0303,229.789490146,34.98,117.879468378,980.574346491,0.0199538,80,2.10336052809,54.0194819564,240.213289929,80,-168.319132058,2.10303,0.0795578637077
137.761299774,-2.2164,-66.7357645438,2.11372,20.3104738932,0.911656,2.11244916672,31.2398,127.970006256,35.123,80.3424448612,350.042554565,0.0183546,81,2.11051266652,59.5783865304,353.99577171,81,-181.774632258,2.11025,0.0790591035615
56.4057807726,-2.24042,-21.723967311,2.13726,72.95644261,0.917481,2.13638883893,31.4222,165.090061334,35.2497,37.3584496293,1063.83608395,0.0200132,82,2.13435557416,168.115951869,168.856801461,82,31.2468092383,2.1338,0.0779788075581
119.110269761,-2.24321,-75.6174286815,2.14716,41.2267751172,0.912049,2.14563341906,31.6177,121.199856062,35.3524,112.519180415,306.113744943,0.018279,83,2.14340004311,92.9684441477,314.982394705,83,-257.33233932,2.14334,0.0778101425986
122.02915569,-2.26486,-46.6747384783,2.16785,9.46766614232,0.860222,2.16655343268,31.8395,33.8117305458,35.4514,57.9604282438,65.2451080628,0.0206858,84,2.16413672065,3.69533581141,357.175831887,84,-88.856038078,2.16365,0.0800650838164
125.033989799,-2.25952,-12.9082274293,2.16716,11.685954152,0.857085,2.16586601959,31.994,125.208163309,35.5859,60.5669072061,808.919785879,0.0178011,85,2.16344081189,15.0501146151,363.472874584,85,-218.326541163,2.16324,0.0767218896448
24.1415592363,-2.2694,-27.5119037952,2.17902,0.0437083411056,0.841955,2.1779282094,32.1962,37.5724035701,35.7695,16.4043927538,83.9217304157,0.0200588,86,2.17554255956,-11.7574265959,63.4022238683,86,-155.992272059,2.17511,0.0789115498976
189.955800353,-2.2682,-13.000476241,2.17812,78.894284333,0.865717,2.17678555361,32.4123,183.245673467,35.9469,102.397831998,499.247338497,0.0198878,87,2.17507884482,227.546054008,554.282487795,87,-48.7828730583,2.17485,0.0797291810515
76.0396982646,-2.27873,-20.161277099,2.18673,48.5433918974,0.844936,2.18529158213,32.5664,165.881797184,36.1138,46.744621691,867.973412375,0.0202156,88,2.18355581365,140.481458493,204.257470938,88,-108.663043282,2.18328,0.0786054296228
119.901260247,-2.28948,7.64572281601,2.19928,72.2359027815,0.920335,2.19801800659,32.7363,106.371990211,36.3026,127.264882185,497.500456652,0.022694,89,2.19641358785,175.660536488,339.955272679,89,-34.7327562282,2.19605,0.0808938524562
91.1876193417,-2.28963,-33.0656171303,2.20503,11.8634052228,0.881831,2.20366706556,32.9357,263.354852396,36.5102,104.279122523,898.413422134,0.0205531,90,2.2022884317,92.0313336264,223.50243712,90,-83.5252430888,2.20203,0.0770137196003
66.1383889764,-2.29568,-63.574970856,2.21269,-1.84744152132,0.904529,2.21151436893,33.1197,293.278773217,36.6846,28.7283176587,839.083101765,0.020786,91,2.20985210519,108.748334142,187.916567414,91,-111.752737728,2.20942,0.0769685369659
135.521201225,-2.29704,-29.1974841238,2.21227,10.1476767636,0.955618,2.21108548674,33.2927,4.33325001436,36.8916,103.537519382,18.6669948165,0.0203718,92,2.20965265854,11.1167670528,372.780916812,92,-1.82935546725,2.20926,0.0771886567303
74.2957186313,-2.31218,-60.2353850228,2.22942,12.2151609203,0.878704,2.22799159725,33.4645,264.879474714,37.1014,38.4997387135,1065.25951652,0.0192751,93,2.22636795955,85.2770147283,192.844150123,93,-17.913414969,2.22608,0.0755192921658
37.5008500746,-2.32315,-1.56716387579,2.24072,10.2466842034,0.96461,2.23934159311,33.6597,262.630934821,37.2393,44.4749206595,904.116429327,0.019833,94,2.23779966777,91.3120241126,92.1554820221,94,1.29312176104,2.23751,0.0768213064527
164.011506398,-2.32486,-6.6356632462,2.24496,-10.7645484592,0.919629,2.24386518406,33.852,3.41442672878,37.464,139.265224774,-3.4423408888,0.0229166,95,2.24243046951,-11.8740741373,462.502400362,95,-20.5608737813,2.24214,0.0774749728587
88.0529571553,-2.32892,-70.6547480365,2.24756,3.51344627245,0.94312,2.24618518009,34.0548,250.476816512,37.6656,50.0961896787,939.976580683,0.020329,96,2.2447728676,79.6686532902,224.17825264,96,-93.0607027927,2.24462,0.0773048701418
128.981552718,-2.33719,-2.29228212512,2.25573,14.4614906255,0.941127,2.25441119874,34.2472,83.866704033,37.8829,72.4968903249,375.444958791,0.0222424,97,2.25278196964,34.3834984913,356.522491376,97,-91.6961831505,2.25237,0.0771402648719
26.1670481573,-2.33271,-48.5011568096,2.25684,-21.5930682715,0.947838,2.25509833164,34.4403,106.244110957,38.0443,-9.31350213419,267.830072068,0.0228948,98,2.25337324656,-83.1927662564,38.9617955013,98,-263.046067773,2.2532,0.0777292657558
120.573962543,-2.3344,-120.828611938,2.25718,38.0858863856,0.945833,2.25578257723,34.5827,141.072319294,38.2092,21.4071988091,382.384870445,0.0215499,99,2.25374943515,80.5759719984,252.365264952,99,-167.959602458,2.25341,0.0763156247677
103.15850294,-2.34267,-43.8219963471,2.26406,10.2136328566,0.92982,2.26271609026,34.7515,203.808488657,38.3812,55.7932382694,720.726275502,0.0201131,100,2.26079420585,59.7334705213,253.114277931,100,-151.737120769,2.26055,0.0762971728073
58.0190604132,-2.34127,-44.8946935283,2.26751,2.54104186332,0.940604,2.26613983573,34.9041,120.029437582,38.5169,11.8898409857,885.248032683,0.0179073,101,2.26383228956,13.0205281926,196.573798145,101,-117.265909858,2.26354,0.0736095269697
73.9643468199,-2.35036,-25.6735079519,2.27571,51.9363108746,0.93344,2.27408547521,35.1191,104.784024992,38.6522,22.2370524113,367.236039671,0.0210776,102,2.27179912641,113.941094339,201.076307226,102,-99.5867030493,2.27164,0.0768891775256
180.126760315,-2.34929,-85.382788733,2.27194,18.826512038,0.941994,2.27051993189,35.3132,122.0984867,38.7921,123.139210352,713.392129395,0.0203416,103,2.26802335858,55.1624990829,463.474142177,103,-90.014638246,2.26762,0.0766765684375
90.4802721543,-2.36047,-25.6432273636,2.28172,27.7836962417,0.959246,2.28029002724,35.4786,268.263568166,38.9491,79.1264246436,778.869450127,0.0199971,104,2.27787869368,257.686321678,233.363637571,104,-28.9110051697,2.27772,0.07478353911
135.789525132,-2.35145,1.29568440957,2.27741,80.6883827748,0.933703,2.27616489269,35.6399,137.626858259,39.0874,128.246157881,469.994186365,0.0221479,105,2.27371637704,151.882743594,408.365973579,105,-212.844216583,2.27344,0.0756831781628
122.301109049,-2.36039,-57.0447139951,2.28899,38.775085147,0.949958,2.28758493253,35.8218,158.454456238,39.2798,71.0634353971,307.562842821,0.0203849,106,2.28527473554,29.6349889916,307.837219957,106,-466.753308968,2.28504,0.076355451586
54.7830628682,-2.34944,-5.98563758561,2.27695,70.8821163987,0.952886,2.27567076261,35.952,126.813858449,39.4262,46.1500567844,769.348671618,0.0203995,107,2.27353603311,136.764770026,130.743122595,107,-142.316962874,2.27326,0.0745451056401
111.883070822,-2.34923,-2.88941510944,2.27954,95.4006279702,0.970173,2.27804020273,36.1112,301.916944923,39.5476,94.1974758198,1065.49890318,0.0223215,108,2.27568356797,553.998333429,262.027966835,108,-17.8723404549,2.27539,0.076278072023
141.990245288,-2.34966,-41.0938035408,2.27846,58.1495840181,0.939708,2.27696521817,36.2579,281.265250253,39.6738,134.108692951,998.575018031,0.0204757,109,2.2744547286,241.985383239,296.014747295,109,-78.0354534378,2.27432,0.0738050215009
53.0450769273,-2.34575,0.481142604499,2.28068,56.1061902611,0.889628,2.27912168226,36.4011,357.968137482,39.8341,46.4791342018,980.383263485,0.0189223,110,2.27653430366,400.775213397,166.903179215,110,-0.322047620854,2.27644,0.0724922529548
143.351595806,-2.33644,-85.964039482,2.26987,37.7871053902,0.928875,2.26846223272,36.5967,202.125736862,40.0658,87.0022210721,460.408450365,0.0196723,111,2.26566774323,72.1059066485,367.88828031,111,-169.779969144,2.2655,0.0721005815296
87.6312570729,-2.33544,-2.54589055021,2.26705,28.9876685892,0.930895,2.26613871052,36.756,216.126118372,40.2045,77.272317628,419.955552093,0.0207421,112,2.26364658702,104.336669599,267.106925662,112,-396.020518506,2.26345,0.0726761251179
73.1340422103,-2.34186,-10.4299346684,2.27007,-5.22288488066,0.859691,2.26896733878,36.9175,343.239212976,40.3049,46.8532054281,893.48231249,0.0205694,113,2.26665602302,181.364396925,217.096349501,113,-61.7525493232,2.26645,0.0736439281569
107.633086633,-2.33127,-80.8559242067,2.2638,83.539471141,0.944482,2.26266489472,37.0682,265.601380266,40.4836,59.2578899045,893.121113798,0.0185962,114,2.26063381023,429.124142255,215.134628061,114,-97.5738701169,2.26054,0.0722149962595
32.3010735815,-2.32694,63.0611571422,2.26124,40.6205439467,0.968987,2.26008494206,37.2568,4.72929282868,40.6191,99.7251107977,68.4293035786,0.0194858,115,2.25800238056,55.366234032,141.654861006,115,46.9351217876,2.25769,0.0717510065501
184.872035931,-2.33119,55.3136508166,2.26127,14.3513495422,0.939744,2.26010522434,37.4362,276.32447586,40.8262,347.638157789,765.213054872,0.0209236,116,2.258011174,291.611575029,562.189243395,116,-111.043387379,2.25794,0.0721609657862
