MaxReturn,Iteration,AverageAbsY,AveragePolicySurr,StdReturn,Epoch,AverageAbsQ,QFunRegParamNorm,AverageAction,AverageY,AverageQLoss,PolicyRegParamNorm,AverageEsReturn,MaxEsReturn,AverageAbsQYDiff,AverageReturn,AverageDiscountedReturn,MinReturn,StdEsReturn,AverageQ,MinEsReturn
1000.0,1359,249.101722875,-270.824,247.625344471,1359,249.641,384.431,0.642927,249.02614517,215.357,152.916,21.2727272727,71.0,4.66539109167,736.785714286,98.6021339455,175.0,18.0634785188,249.017,4.0
1000.0,1360,249.275927783,-271.021,0.0,1360,249.898,384.435,0.436265,249.206822901,204.416,152.962,17.7931034483,85.0,4.69306861473,1000.0,99.9956828753,1000.0,16.4555394935,249.21,3.0
1000.0,1361,248.872136741,-270.505,273.680757498,1361,249.493,384.452,0.422754,248.808650086,200.048,152.999,21.1428571429,59.0,4.570507466,913.454545455,94.3843467871,48.0,15.3715878908,248.814,4.0
1000.0,1362,249.014480605,-270.386,0.0,1362,249.616,384.538,0.346744,248.966827534,193.872,153.002,17.8,77.0,4.45682201344,1000.0,99.9956828753,1000.0,16.5676574303,248.95,3.0
1000.0,1363,248.430905891,-270.404,350.903072067,1363,249.082,384.567,0.495768,248.377971886,211.158,153.016,17.9824561404,97.0,4.6862834067,502.714285714,86.8039898996,53.0,16.664376574,248.392,4.0
1000.0,1364,248.442690305,-270.369,0.0,1364,249.024,384.605,0.473194,248.374084754,198.382,153.039,18.4444444444,55.0,4.454514701,1000.0,99.9956828753,1000.0,14.0193869294,248.381,3.0
1000.0,1365,248.224187776,-269.04,361.651574821,1365,248.813,384.61,0.417167,248.151492131,201.579,153.067,17.1694915254,60.0,4.65146797624,456.045454545,78.6081950598,38.0,13.7830066612,248.129,3.0
355.0,1366,247.62242983,-269.224,64.6132228838,1366,248.238,384.634,0.55891,247.552865042,231.34,153.069,15.5,80.0,4.91055084373,97.4,56.3968707184,44.0,14.2093719073,247.567,3.0
1000.0,1367,247.316496188,-269.03,0.0,1367,247.999,384.623,0.397986,247.236370438,205.223,153.09,15.3692307692,75.0,4.77596441491,1000.0,99.9956828753,1000.0,14.0236824208,247.225,3.0
1000.0,1368,247.737928937,-269.309,0.0,1368,248.378,384.641,0.429601,247.66409477,201.608,153.185,15.1515151515,55.0,4.80498105914,1000.0,99.9956828753,1000.0,12.1146573186,247.679,3.0
1000.0,1369,248.111150368,-269.31,0.0,1369,248.678,384.657,0.417686,248.039811809,202.543,153.19,17.9642857143,52.0,4.60725817081,1000.0,99.9956828753,1000.0,12.487085165,248.029,4.0
1000.0,1370,247.198761745,-268.592,0.0,1370,247.857,384.695,0.411662,247.140352253,221.2,153.182,19.56,69.0,5.00265231139,1000.0,99.9956828753,1000.0,15.2120478569,247.146,3.0
1000.0,1371,247.145549524,-268.352,0.0,1371,247.819,384.726,0.478963,247.096276842,220.522,153.196,15.4696969697,72.0,4.70428828947,1000.0,99.9956828753,1000.0,11.6699818194,247.11,3.0
1000.0,1372,246.581292088,-268.172,0.0,1372,247.153,384.747,0.466714,246.528095145,175.41,153.193,19.2115384615,62.0,4.45828244395,1000.0,99.9956828753,1000.0,13.4526756539,246.524,4.0
1000.0,1373,247.068238609,-268.084,0.0,1373,247.638,384.766,0.459084,246.994469195,186.682,153.209,17.0,71.0,4.38832686861,1000.0,99.9956828753,1000.0,12.9497071494,246.984,4.0
715.0,1374,246.913078351,-267.895,179.978607531,1374,247.595,384.811,0.400385,246.823920923,204.717,153.256,16.9482758621,50.0,4.81894090984,265.736842105,82.2726121049,47.0,12.0693719143,246.831,4.0
1000.0,1375,246.727728457,-267.923,0.0,1375,247.334,384.824,0.449679,246.629714925,207.679,153.261,24.2926829268,124.0,4.7258417372,1000.0,99.9956828753,1000.0,21.205434074,246.638,4.0
1000.0,1376,246.220149999,-267.474,0.0,1376,246.893,384.864,0.38444,246.123034443,176.585,153.306,17.2203389831,67.0,4.4364765513,1000.0,99.9956828753,1000.0,12.8235321248,246.129,3.0
1000.0,1377,245.937096355,-267.083,0.0,1377,246.591,384.909,0.377984,245.858052623,204.121,153.309,22.8409090909,80.0,4.63663033233,1000.0,99.9956828753,1000.0,21.2334889672,245.862,3.0
1000.0,1378,245.704466039,-267.003,0.0,1378,246.364,384.962,0.364982,245.614604348,209.581,153.381,18.9803921569,83.0,4.78872026885,1000.0,99.9956828753,1000.0,16.8575231313,245.613,4.0
1000.0,1379,245.042293119,-266.484,0.0,1379,245.668,385.008,0.285105,244.942955484,175.412,153.46,17.7586206897,61.0,4.42895036663,1000.0,99.9956828753,1000.0,13.4949675739,244.949,4.0
1000.0,1380,245.440404649,-266.758,0.0,1380,245.983,385.061,0.31526,245.345319933,181.81,153.479,16.8644067797,85.0,4.48448489298,1000.0,99.9956828753,1000.0,14.0754114575,245.334,4.0
1000.0,1381,245.832541724,-266.767,0.0,1381,246.497,385.056,0.338225,245.765423312,219.113,153.524,14.0985915493,88.0,4.76526027259,1000.0,99.9956828753,1000.0,12.9072039385,245.768,3.0
1000.0,1382,245.554639082,-266.624,0.0,1382,246.276,385.075,0.42634,245.487086478,206.205,153.513,18.7307692308,96.0,4.79917033799,1000.0,99.9956828753,1000.0,16.0133542643,245.484,3.0
1000.0,1383,245.352682483,-266.347,0.0,1383,245.933,385.123,0.373238,245.270172374,198.795,153.568,18.1228070175,92.0,4.62237560858,1000.0,99.9956828753,1000.0,17.9776373518,245.272,3.0
1000.0,1384,245.294927565,-265.987,0.0,1384,245.914,385.131,0.364635,245.225791828,182.454,153.673,16.262295082,56.0,4.59767513489,1000.0,99.9956828753,1000.0,11.4446660772,245.233,3.0
1000.0,1385,246.244024783,-266.548,0.0,1385,246.844,385.147,0.33216,246.182726013,185.557,153.716,18.3818181818,80.0,4.52059086175,1000.0,99.9956828753,1000.0,17.9934239595,246.161,3.0
1000.0,1386,245.585665494,-266.353,0.0,1386,246.224,385.209,0.329758,245.519355844,198.366,153.798,14.5147058824,46.0,4.7070768963,1000.0,99.9956828753,1000.0,10.3148845151,245.535,2.0
1000.0,1387,245.072587754,-265.978,0.0,1387,245.686,385.24,0.367151,245.005465499,193.608,153.847,17.7368421053,73.0,4.44254159428,1000.0,99.9956828753,1000.0,13.0539048615,245.003,4.0
1000.0,1388,244.833878089,-266.226,0.0,1388,245.437,385.215,0.344201,244.767506629,191.993,153.91,15.1076923077,56.0,4.66886308123,1000.0,99.9956828753,1000.0,12.3775517362,244.772,4.0
1000.0,1389,244.794443749,-265.704,0.0,1389,245.394,385.269,0.32873,244.699000325,194.119,153.962,15.3538461538,43.0,4.47331615006,1000.0,99.9956828753,1000.0,9.24276144089,244.693,4.0
1000.0,1390,245.051490599,-265.36,397.115218688,1390,245.662,385.3,0.362634,244.980995407,214.252,154.008,15.4615384615,84.0,4.60945163017,587.944444444,87.7469501093,54.0,13.5488596433,244.987,3.0
1000.0,1391,245.541460613,-265.572,0.0,1391,246.168,385.393,0.372286,245.47258616,193.989,154.048,15.303030303,54.0,4.60952006116,1000.0,99.9956828753,1000.0,11.3711086544,245.473,3.0
1000.0,1392,244.436395885,-265.171,0.0,1392,245.044,385.405,0.350022,244.382195595,197.165,154.107,16.9661016949,64.0,4.69108665529,1000.0,99.9956828753,1000.0,13.2344774463,244.382,4.0
1000.0,1393,244.858100954,-265.471,0.0,1393,245.529,385.415,0.36007,244.8007143,236.504,154.134,19.46,79.0,5.05807604597,1000.0,99.9956828753,1000.0,17.5991022498,244.806,4.0
1000.0,1394,244.349373037,-265.155,0.0,1394,244.959,385.436,0.435607,244.298336748,190.023,154.145,15.875,60.0,4.50787489959,1000.0,99.9956828753,1000.0,11.3873559266,244.295,3.0
1000.0,1395,244.631741742,-265.097,191.749018121,1395,245.258,385.458,0.388744,244.576827635,202.122,154.231,17.7719298246,66.0,4.7439193528,939.363636364,99.6760921864,333.0,13.1869387053,244.589,3.0
1000.0,1396,244.624537685,-265.124,0.0,1396,245.213,385.468,0.378699,244.567498279,221.67,154.261,19.44,83.0,4.66880414396,1000.0,99.9956828753,1000.0,18.7212820074,244.575,3.0
1000.0,1397,244.225697296,-265.206,88.831254272,1397,244.817,385.457,0.385453,244.170444813,204.442,154.277,21.3958333333,88.0,4.73170269373,971.909090909,99.9873148838,691.0,18.7458212936,244.173,3.0
1000.0,1398,244.217234498,-264.886,369.177247403,1398,244.857,385.446,0.533551,244.152017161,210.201,154.268,21.6304347826,106.0,4.72847845327,516.4,86.2366999618,53.0,20.9412830217,244.147,3.0
1000.0,1399,244.301344277,-264.597,0.0,1399,244.895,385.476,0.460418,244.229589496,196.019,154.278,19.6530612245,110.0,4.54481567672,1000.0,99.9956828753,1000.0,21.614952327,244.236,3.0
1000.0,1400,243.851051629,-264.251,0.0,1400,244.392,385.47,0.415385,243.798822779,189.246,154.326,14.6901408451,53.0,4.43591623554,1000.0,99.9956828753,1000.0,11.1653280599,243.798,3.0
1000.0,1401,244.052920378,-264.462,0.0,1401,244.628,385.484,0.378128,243.980803168,199.286,154.361,14.0845070423,89.0,4.53837665737,1000.0,99.9956828753,1000.0,14.0559710923,243.973,3.0
1000.0,1402,242.849831385,-263.702,0.0,1402,243.416,385.507,0.399785,242.778841538,187.959,154.383,14.4492753623,101.0,4.36518837328,1000.0,99.9956828753,1000.0,14.4508524716,242.774,3.0
1000.0,1403,243.310019939,-263.901,0.0,1403,243.917,385.557,0.372836,243.256656031,216.831,154.43,15.640625,56.0,4.79738144768,1000.0,99.9956828753,1000.0,13.2704643705,243.259,3.0
1000.0,1404,243.891525206,-264.166,0.0,1404,244.566,385.579,0.354722,243.849847479,190.8,154.476,14.5507246377,53.0,4.77957392811,1000.0,99.9956828753,1000.0,9.98627497522,243.847,4.0
1000.0,1405,243.675482557,-264.14,0.0,1405,244.356,385.597,0.401316,243.622298249,200.987,154.529,16.6833333333,77.0,4.71349557156,1000.0,99.9956828753,1000.0,14.8957395102,243.635,3.0
1000.0,1406,243.914720857,-263.926,0.0,1406,244.591,385.647,0.365033,243.874239983,212.822,154.556,16.65,58.0,4.74663233436,1000.0,99.9956828753,1000.0,14.0568192229,243.872,3.0
1000.0,1407,244.020599366,-264.352,0.0,1407,244.582,385.67,0.387394,243.972674395,181.896,154.608,17.5789473684,58.0,4.46194016609,1000.0,99.9956828753,1000.0,14.2397360615,243.971,3.0
1000.0,1408,243.92146799,-264.674,0.0,1408,244.494,385.736,0.366465,243.854337858,191.035,154.641,17.5087719298,112.0,4.53021096527,1000.0,99.9956828753,1000.0,16.2794917881,243.85,2.0
1000.0,1409,243.592563493,-264.161,0.0,1409,244.236,385.776,0.355379,243.533027185,199.999,154.706,15.8095238095,57.0,4.76868846895,1000.0,99.9956828753,1000.0,11.7255075943,243.54,4.0
1000.0,1410,243.364116585,-264.044,0.0,1410,243.984,385.815,0.456013,243.275247541,178.838,154.737,18.5283018868,94.0,4.38620901433,1000.0,99.9956828753,1000.0,20.3057792439,243.267,3.0
1000.0,1411,244.312074326,-263.953,0.0,1411,244.893,385.862,0.469719,244.243030707,184.599,154.766,17.275862069,78.0,4.32898683083,1000.0,99.9956828753,1000.0,14.2705304053,244.252,3.0
1000.0,1412,242.475768337,-262.687,0.0,1412,243.029,385.896,0.47381,242.386968731,181.0,154.76,22.7727272727,110.0,4.40210450596,1000.0,99.9956828753,1000.0,25.5332792079,242.391,3.0
1000.0,1413,242.742245443,-263.235,0.0,1413,243.371,385.955,0.456407,242.666283676,235.095,154.751,20.32,101.0,4.96620953175,1000.0,99.9956828753,1000.0,18.1289161287,242.678,4.0
1000.0,1414,242.886304396,-262.709,0.0,1414,243.437,386.023,0.411263,242.806084208,194.399,154.79,21.6956521739,102.0,4.52285237917,1000.0,99.9956828753,1000.0,21.995918164,242.803,4.0
1000.0,1415,243.006111104,-263.018,0.0,1415,243.595,386.003,0.492831,242.93824586,181.157,154.844,18.2727272727,66.0,4.46229100793,1000.0,99.9956828753,1000.0,14.0083800185,242.93,4.0
1000.0,1416,243.328901058,-262.976,0.0,1416,243.955,386.072,0.36082,243.257222568,208.78,154.898,20.1020408163,81.0,4.79762362624,1000.0,99.9956828753,1000.0,15.8799641417,243.266,3.0
1000.0,1417,242.978179844,-262.822,0.0,1417,243.534,386.117,0.356268,242.894792411,219.535,154.907,17.8245614035,67.0,4.91425638363,1000.0,99.9956828753,1000.0,13.2202964733,242.877,4.0
1000.0,1418,243.145462638,-263.291,0.0,1418,243.718,386.155,0.385746,243.053368387,186.568,154.906,16.9491525424,63.0,4.46500624666,1000.0,99.9956828753,1000.0,13.7931741026,243.075,2.0
1000.0,1419,243.258007655,-263.195,0.0,1419,243.888,386.226,0.388024,243.179592188,193.581,154.962,14.8507462687,72.0,4.70937167817,1000.0,99.9956828753,1000.0,12.9433365918,243.181,2.0
1000.0,1420,242.680316012,-262.519,0.0,1420,243.254,386.294,0.388918,242.604701383,205.806,154.985,14.5294117647,65.0,4.59020113054,1000.0,99.9956828753,1000.0,13.1142833989,242.614,3.0
1000.0,1421,242.827719228,-262.91,0.0,1421,243.485,386.322,0.384402,242.756974115,202.159,154.973,14.2173913043,48.0,4.80745888443,1000.0,99.9956828753,1000.0,9.27653978034,242.739,4.0
1000.0,1422,242.866535779,-262.889,0.0,1422,243.404,386.348,0.31509,242.760445537,191.897,155.059,16.4032258065,66.0,4.60084729527,1000.0,99.9956828753,1000.0,12.2914337826,242.767,4.0
1000.0,1423,242.899244136,-262.97,0.0,1423,243.452,386.399,0.429228,242.82105114,182.074,155.109,16.3225806452,55.0,4.38788516415,1000.0,99.9956828753,1000.0,12.871291127,242.83,4.0
1000.0,1424,242.817522803,-262.849,0.0,1424,243.404,386.414,0.388764,242.713555107,186.044,155.128,19.1538461538,90.0,4.51350924846,1000.0,99.9956828753,1000.0,17.3641813196,242.707,3.0
1000.0,1425,242.573591778,-262.534,0.0,1425,243.141,386.517,0.425857,242.509304298,180.528,155.163,13.9861111111,52.0,4.29557036768,1000.0,99.9956828753,1000.0,10.7967241117,242.519,3.0
1000.0,1426,242.770711717,-262.677,0.0,1426,243.334,386.59,0.45034,242.703629961,214.467,155.227,17.8928571429,96.0,4.65539317731,1000.0,99.9956828753,1000.0,18.5440388684,242.697,3.0
1000.0,1427,242.573836604,-261.873,0.0,1427,243.204,386.639,0.339551,242.503468618,193.161,155.227,17.275862069,51.0,4.60528727597,1000.0,99.9956828753,1000.0,12.8771290218,242.503,3.0
1000.0,1428,242.342518639,-261.799,0.0,1428,242.884,386.624,0.317931,242.279605848,187.605,155.24,14.8805970149,44.0,4.33610186173,1000.0,99.9956828753,1000.0,9.87764306297,242.28,2.0
1000.0,1429,241.324175778,-261.424,0.0,1429,241.885,386.618,0.330077,241.26518272,199.793,155.236,14.4637681159,64.0,4.52544072641,1000.0,99.9956828753,1000.0,12.026034211,241.275,3.0
1000.0,1430,241.22441544,-261.229,0.0,1430,241.831,386.637,0.374194,241.146504334,197.426,155.314,14.3333333333,39.0,4.43549440056,1000.0,99.9956828753,1000.0,9.54268316211,241.146,3.0
1000.0,1431,241.128109601,-261.273,0.0,1431,241.731,386.644,0.399463,241.052367944,199.995,155.345,17.0508474576,101.0,4.56676993403,1000.0,99.9956828753,1000.0,16.3431670569,241.052,4.0
1000.0,1432,240.978664242,-260.858,0.0,1432,241.567,386.679,0.3379,240.90942437,200.567,155.394,19.1538461538,68.0,4.60020015276,1000.0,99.9956828753,1000.0,14.9091925894,240.901,3.0
1000.0,1433,241.084399147,-261.349,0.0,1433,241.651,386.723,0.359766,241.022700847,182.969,155.389,15.2153846154,55.0,4.32303419887,1000.0,99.9956828753,1000.0,12.4152416349,241.032,3.0
1000.0,1434,241.627537484,-261.492,0.0,1434,242.239,386.704,0.401444,241.576906952,193.456,155.448,15.0294117647,47.0,4.61658730304,1000.0,99.9956828753,1000.0,11.5592725553,241.565,3.0
1000.0,1435,241.529614403,-261.647,0.0,1435,242.107,386.792,0.36207,241.476406324,156.638,155.544,19.96,139.0,4.11480020102,1000.0,99.9956828753,1000.0,23.060754541,241.486,3.0
1000.0,1436,241.288540605,-261.231,0.0,1436,241.907,386.811,0.337662,241.222531907,193.237,155.601,16.1612903226,122.0,4.51750916319,1000.0,99.9956828753,1000.0,18.7996169731,241.216,4.0
1000.0,1437,242.073920992,-261.545,0.0,1437,242.666,386.749,0.368903,242.009944735,183.969,155.644,17.6428571429,61.0,4.36968558332,1000.0,99.9956828753,1000.0,12.9344895689,242.023,3.0
1000.0,1438,241.702525966,-261.285,0.0,1438,242.274,386.794,0.366743,241.642527316,183.445,155.698,19.2352941176,56.0,4.57385348767,1000.0,99.9956828753,1000.0,13.7121503803,241.661,3.0
1000.0,1439,241.793790077,-261.957,0.0,1439,242.409,386.829,0.384105,241.747739945,187.81,155.78,18.0,72.0,4.44127295067,1000.0,99.9956828753,1000.0,13.1121535771,241.75,3.0
1000.0,1440,241.838369944,-261.658,0.0,1440,242.443,386.829,0.378701,241.795392695,185.607,155.775,24.1428571429,84.0,4.4224170498,1000.0,99.9956828753,1000.0,16.6384114234,241.794,4.0
1000.0,1441,241.817590354,-261.819,0.0,1441,242.36,386.834,0.391824,241.766389699,175.205,155.788,16.2950819672,97.0,4.44838120829,1000.0,99.9956828753,1000.0,14.3804788701,241.763,3.0
1000.0,1442,241.916625637,-261.603,0.0,1442,242.462,386.898,0.331608,241.865017356,197.415,155.848,20.3265306122,69.0,4.4413014076,1000.0,99.9956828753,1000.0,16.5952879409,241.864,3.0
1000.0,1443,241.61168349,-261.633,0.0,1443,242.237,386.982,0.350482,241.569278399,181.395,155.85,19.2692307692,58.0,4.58671388461,1000.0,99.9956828753,1000.0,13.8884503547,241.57,4.0
1000.0,1444,241.635046445,-261.453,0.0,1444,242.22,386.957,0.36667,241.594036859,189.347,155.925,20.5869565217,93.0,4.61973014657,1000.0,99.9956828753,1000.0,20.9165797426,241.595,3.0
1000.0,1445,241.816669671,-261.747,0.0,1445,242.421,386.97,0.334298,241.780530538,184.417,155.987,17.7333333333,75.0,4.44370683435,1000.0,99.9956828753,1000.0,14.5566326998,241.795,3.0
1000.0,1446,241.69482702,-261.399,0.0,1446,242.245,387.019,0.352768,241.660130539,175.149,155.976,15.7777777778,53.0,4.23390321255,1000.0,99.9956828753,1000.0,11.5695885488,241.651,3.0
1000.0,1447,242.425767169,-261.931,0.0,1447,243.146,387.069,0.30175,242.389604073,217.147,156.032,18.0740740741,63.0,4.84216313332,1000.0,99.9956828753,1000.0,13.0254051645,242.387,3.0
1000.0,1448,241.787639578,-262.109,0.0,1448,242.387,387.064,0.384986,241.739497785,190.449,156.074,23.6279069767,73.0,4.42054333911,1000.0,99.9956828753,1000.0,17.4676089015,241.746,3.0
1000.0,1449,242.103743958,-262.267,0.0,1449,242.73,387.073,0.401196,242.059079804,189.93,156.15,23.2045454545,126.0,4.49871313012,1000.0,99.9956828753,1000.0,22.8399366595,242.066,3.0
1000.0,1450,242.699692054,-262.126,0.0,1450,243.292,387.115,0.351927,242.645460026,189.254,156.21,21.7826086957,137.0,4.5897052117,1000.0,99.9956828753,1000.0,22.5416648468,242.637,4.0
1000.0,1451,242.176476906,-262.428,0.0,1451,242.727,387.102,0.284775,242.134939731,181.359,156.281,16.5593220339,62.0,4.31315812223,1000.0,99.9956828753,1000.0,13.1925392198,242.135,2.0
1000.0,1452,242.268230657,-261.748,0.0,1452,242.905,387.15,0.383424,242.219475546,189.513,156.271,25.325,98.0,4.3298685193,1000.0,99.9956828753,1000.0,20.7393195404,242.219,4.0
1000.0,1453,242.689939613,-262.301,0.0,1453,243.326,387.195,0.422097,242.640659504,190.637,156.313,16.9152542373,60.0,4.63325681402,1000.0,99.9956828753,1000.0,12.811922593,242.64,4.0
1000.0,1454,242.855989313,-262.648,371.5412303,1454,243.46,387.237,0.444385,242.809911083,178.368,156.338,14.4142857143,62.0,4.34568721965,604.764705882,88.5142008302,64.0,11.9886766303,242.804,3.0
1000.0,1455,243.004269863,-262.8,0.0,1455,243.603,387.255,0.377547,242.956605156,178.47,156.372,15.3846153846,46.0,4.31282908344,1000.0,99.9956828753,1000.0,10.5811040687,242.952,3.0
1000.0,1456,242.784655739,-262.514,0.0,1456,243.451,387.297,0.365732,242.746323541,196.388,156.431,16.7627118644,50.0,4.56637180514,1000.0,99.9956828753,1000.0,13.2400765309,242.741,3.0
1000.0,1457,242.574055648,-262.008,0.0,1457,243.284,387.3,0.373793,242.528189309,191.735,156.495,19.2115384615,58.0,4.40634631787,1000.0,99.9956828753,1000.0,13.9784676976,242.531,3.0
1000.0,1458,242.860816319,-261.723,0.0,1458,243.43,387.308,0.366225,242.804626054,176.921,156.548,17.224137931,55.0,4.3443984388,1000.0,99.9956828753,1000.0,11.907753347,242.798,3.0
1000.0,1459,242.113099987,-261.304,0.0,1459,242.681,387.317,0.399153,242.054076749,175.551,156.56,14.7101449275,71.0,4.4411497267,1000.0,99.9956828753,1000.0,11.6209474149,242.051,3.0
1000.0,1460,241.433021163,-261.394,0.0,1460,242.061,387.357,0.307064,241.364128497,185.653,156.61,13.2162162162,65.0,4.48164863552,1000.0,99.9956828753,1000.0,11.1637326295,241.367,3.0
1000.0,1461,241.441350084,-261.176,0.0,1461,242.026,387.371,0.351162,241.374043052,177.572,156.606,15.1791044776,64.0,4.27094316992,1000.0,99.9956828753,1000.0,10.4993608521,241.372,3.0
1000.0,1462,241.264882699,-260.689,0.0,1462,241.871,387.437,0.348023,241.209270292,216.725,156.636,15.7936507937,55.0,4.69310204873,1000.0,99.9956828753,1000.0,11.526585874,241.202,4.0
1000.0,1463,241.02542439,-260.392,0.0,1463,241.579,387.444,0.408616,240.989629156,177.779,156.701,24.6097560976,68.0,4.25792592124,1000.0,99.9956828753,1000.0,17.9659271669,240.989,4.0
1000.0,1464,241.712576793,-260.492,0.0,1464,242.316,387.484,0.43299,241.679463218,191.537,156.793,13.1447368421,70.0,4.52790605604,1000.0,99.9956828753,1000.0,11.539068588,241.679,3.0
1000.0,1465,241.486109337,-260.68,0.0,1465,242.083,387.466,0.384067,241.444558694,182.286,156.792,19.0,64.0,4.28266108946,1000.0,99.9956828753,1000.0,14.6424041742,241.448,5.0
1000.0,1466,241.362699579,-260.283,0.0,1466,241.896,387.473,0.422036,241.305588631,186.406,156.769,18.4210526316,94.0,4.34670234974,1000.0,99.9956828753,1000.0,17.3801130237,241.308,3.0
1000.0,1467,240.806981206,-260.09,0.0,1467,241.407,387.462,0.379445,240.758571851,189.294,156.844,16.5666666667,51.0,4.44683541513,1000.0,99.9956828753,1000.0,11.37887907,240.759,4.0
1000.0,1468,240.307611059,-260.014,355.042840186,1468,240.897,387.49,0.500437,240.248136399,192.008,156.89,20.2244897959,90.0,4.49821263529,378.285714286,77.948211326,48.0,16.523656889,240.255,3.0
1000.0,1469,240.575847936,-259.921,404.565167889,1469,241.159,387.513,0.49929,240.536071797,190.067,156.935,19.0576923077,106.0,4.50846397907,273.842105263,53.0378964188,42.0,16.647260645,240.529,3.0
60.0,1470,240.746263691,-259.858,4.90830608906,1470,241.317,387.558,0.740909,240.690870736,175.05,156.937,16.9166666667,48.0,4.21472499675,37.9431818182,31.6226244213,28.0,11.4648617766,240.702,3.0
389.0,1471,240.827808676,-259.762,59.9358171901,1471,241.438,387.524,0.691272,240.770045741,185.775,156.973,16.2666666667,47.0,4.62619538312,67.7364864865,43.667528048,30.0,10.2516123393,240.757,3.0
1000.0,1472,240.436161604,-259.993,0.0,1472,240.984,387.504,0.435023,240.372555292,209.541,157.014,13.6052631579,47.0,4.62375833715,1000.0,99.9956828753,1000.0,10.5706631612,240.363,3.0
1000.0,1473,241.052251103,-260.734,0.0,1473,241.672,387.549,0.372802,240.986669631,194.183,157.063,16.2372881356,53.0,4.61513160328,1000.0,99.9956828753,1000.0,12.7642761326,240.981,4.0
1000.0,1474,240.034033399,-259.795,0.0,1474,240.591,387.596,0.350046,239.966803051,185.107,157.09,17.6779661017,71.0,4.41539547489,1000.0,99.9956828753,1000.0,15.0518208572,239.957,3.0
1000.0,1475,240.873861631,-260.277,0.0,1475,241.466,387.622,0.359422,240.825067283,197.221,157.108,16.2295081967,56.0,4.62821412437,1000.0,99.9956828753,1000.0,11.0741072136,240.833,3.0
1000.0,1476,241.149067947,-260.098,0.0,1476,241.694,387.649,0.397369,241.111067889,167.958,157.107,16.8333333333,90.0,4.09583713082,1000.0,99.9956828753,1000.0,16.1597923529,241.119,3.0
1000.0,1477,240.572089736,-259.971,0.0,1477,241.089,387.727,0.422202,240.526932265,180.988,157.18,19.2115384615,83.0,4.42085909228,1000.0,99.9956828753,1000.0,17.0399265736,240.523,3.0
1000.0,1478,240.558338488,-259.757,0.0,1478,241.265,387.833,0.391982,240.50552874,191.148,157.193,19.76,118.0,4.61495289375,1000.0,99.9956828753,1000.0,21.8756119914,240.519,3.0
1000.0,1479,240.525776764,-259.709,0.0,1479,241.038,387.887,0.392813,240.482525048,193.139,157.217,16.8333333333,59.0,4.50033468875,1000.0,99.9956828753,1000.0,12.3654985971,240.471,3.0
1000.0,1480,240.00497125,-259.334,0.0,1480,240.579,387.918,0.41326,239.963593668,201.21,157.24,17.2413793103,50.0,4.50718563904,1000.0,99.9956828753,1000.0,13.0784243816,239.949,3.0
1000.0,1481,240.140149339,-259.564,362.242914201,1481,240.749,387.96,0.382731,240.106953435,179.788,157.297,15.935483871,56.0,4.33943922474,679.066666667,94.9488386111,118.0,12.4302842567,240.114,3.0
1000.0,1482,240.286484631,-259.634,0.0,1482,240.868,387.963,0.447284,240.242898652,172.884,157.356,18.0178571429,72.0,4.38053990226,1000.0,99.9956828753,1000.0,14.1793248271,240.241,3.0
1000.0,1483,240.076503988,-259.925,0.0,1483,240.722,387.97,0.315313,240.034471532,176.022,157.409,14.7910447761,45.0,4.36563130546,1000.0,99.9956828753,1000.0,9.68232319697,240.038,3.0
1000.0,1484,239.829229675,-259.559,0.0,1484,240.387,387.994,0.372328,239.790789913,169.778,157.447,16.7931034483,52.0,4.21729675796,1000.0,99.9956828753,1000.0,12.4882822605,239.788,4.0
1000.0,1485,240.174845778,-259.65,259.224469223,1485,240.717,387.988,0.416283,240.119213768,194.52,157.476,16.6129032258,52.0,4.37320919945,836.538461538,99.1882136553,248.0,12.4010338262,240.125,3.0
1000.0,1486,240.093537137,-259.587,0.0,1486,240.684,388.0,0.413643,240.02610069,178.436,157.536,17.6842105263,58.0,4.46537829012,1000.0,99.9956828753,1000.0,12.5728165343,240.023,3.0
116.0,1487,239.963023805,-259.553,11.4779427685,1487,240.626,388.032,0.714223,239.898038577,186.727,157.555,14.0422535211,77.0,4.36714054605,54.2702702703,41.6839514611,45.0,11.5300423508,239.89,3.0
62.0,1488,240.600689787,-259.288,5.19049743987,1488,241.138,388.002,0.717441,240.53652667,172.87,157.576,16.5833333333,70.0,4.33332948418,47.5260663507,37.8928791689,40.0,15.5030015015,240.546,3.0
1000.0,1489,240.294006733,-259.375,0.0,1489,240.92,388.061,0.420142,240.235669454,176.195,157.618,15.5230769231,53.0,4.27471974027,1000.0,99.9956828753,1000.0,11.418079715,240.24,3.0
1000.0,1490,239.607096293,-259.393,200.833454357,1490,240.213,388.075,0.339763,239.534577687,185.388,157.663,14.9402985075,72.0,4.35600660445,879.583333333,99.827932443,413.0,12.6288943714,239.535,3.0
62.0,1491,239.296150582,-259.03,5.23480881828,1491,239.949,388.132,0.5735,239.216491757,185.191,157.697,14.2285714286,56.0,4.32142764822,46.5162790698,37.2581872608,41.0,10.2136763055,239.207,3.0
1000.0,1492,239.504479143,-259.379,341.334375022,1492,240.062,388.159,0.448099,239.427909896,165.359,157.702,13.75,39.0,4.1835764147,190.490566038,46.8013000819,42.0,9.21464715669,239.43,3.0
