PolicyRegParamNorm,AverageQ,QFunRegParamNorm,MaxReturn,AverageAction,MaxEsReturn,AverageDiscountedReturn,MinEsReturn,AverageQLoss,MinReturn,StdReturn,AverageEsReturn,StdEsReturn,AverageAbsQ,Epoch,AverageY,AverageAbsQYDiff,Iteration,AveragePolicySurr,AverageReturn,AverageAbsY
136.655,32.3051,144.099,804.07918806,0.800917,674.57033728,218.663445596,5.64840177282,3.66576,357.957967882,116.258152837,86.2283990107,151.548438156,32.3363,415,32.3065323357,0.739382776031,415,-32.8347,635.275347408,32.3224541623
136.799,32.2165,144.247,1006.36247337,0.766353,346.114809952,192.30623013,5.8307241581,4.1795,313.804812367,162.594891548,133.669477423,112.184792416,32.2544,416,32.2192027069,0.776695853787,416,-32.7351,603.088313736,32.2410265928
136.946,32.1144,144.397,1510.7378518,0.820759,442.270491713,185.711463896,6.29715863347,3.92947,253.321226809,364.010468568,112.877809746,142.793508756,32.154,417,32.1154460483,0.760174849651,417,-32.6566,692.602397034,32.1368252405
137.057,32.1476,144.544,1428.06931044,0.893498,1133.52429181,161.681733109,9.03359573893,4.16966,190.439179719,246.084613443,188.420551434,305.620621293,32.1851,418,32.1502169981,0.753325767061,418,-32.6708,372.988924239,32.1713565175
137.246,32.0886,144.648,947.58773668,0.91334,542.867332473,121.049723521,6.48385236789,4.2708,124.234101776,96.6734565819,177.992665713,171.566344646,32.1255,419,32.0923234353,0.7580720648,419,-32.5972,203.26076079,32.1136116238
137.277,31.9266,144.769,517.368487694,0.903278,549.59601641,152.915487452,6.69507514131,3.98452,163.61713837,84.473144312,148.469732077,146.829481105,31.9656,420,31.9283251656,0.769843196877,420,-32.5007,299.120759578,31.9485258758
137.301,31.9693,144.836,1552.9843765,0.887696,678.028162122,213.257068268,6.20444044427,4.17323,279.324008773,298.640946405,135.321289057,160.860117328,32.0089,421,31.9742335674,0.79115864706,421,-32.5502,760.32292294,31.992520604
137.406,32.2136,144.886,407.436042688,0.904424,705.524582107,113.999217151,6.66917086249,3.29881,129.72973585,45.7551332225,153.648027135,199.30424921,32.2475,422,32.2161618275,0.716812827248,422,-32.7441,182.549442902,32.232320779
137.461,32.01,144.962,1337.66161328,0.888738,328.797940065,234.965288386,7.74500031911,4.20126,422.203501487,207.479265755,144.211983714,111.969747642,32.0374,423,32.0097885381,0.776004222523,423,-32.5583,1008.74777231,32.0194292425
137.648,32.0574,145.105,341.576327288,0.907163,598.438530768,128.479027959,7.71335449592,4.57321,155.43151578,32.5032209904,140.34888592,147.94519641,32.0841,424,32.0618608612,0.80287845944,424,-32.6395,213.565295214,32.0705485303
137.712,32.1127,145.195,1841.15187665,0.874938,306.183762704,175.94767587,6.35839300947,4.10441,230.681794698,332.908226266,100.378683626,95.3134687867,32.1402,425,32.1157163161,0.770659574971,425,-32.6883,481.880727822,32.1278060864
137.731,32.0736,145.301,1805.27396782,0.878742,476.944998637,179.903539886,6.88061330811,3.92406,168.501584723,432.230656628,164.450724614,135.044083672,32.1007,426,32.0788316395,0.765922934752,426,-32.6224,601.161997378,32.0925484785
137.806,32.1127,145.454,532.47228259,0.868989,526.188352341,135.250162968,7.7365164792,4.11081,162.973764565,59.7850682639,176.330831294,179.609104271,32.1448,427,32.1115959733,0.766211905388,427,-32.67,241.208575446,32.1269067893
137.993,32.0913,145.599,2488.99453311,0.908717,316.490585116,150.863290407,6.11190939679,3.91977,145.816722834,503.540752625,133.731928427,86.5561072469,32.1253,428,32.094797637,0.759593432836,428,-32.6276,469.469383994,32.1149757597
137.969,32.0419,145.756,2376.55064,0.896131,619.607129733,163.874163642,11.0130570198,4.39247,151.736416729,397.118283123,189.544433336,158.972029874,32.0786,429,32.0450088785,0.785240088424,429,-32.6215,457.093409852,32.0638703427
137.984,31.97,145.905,1928.7111667,0.887901,471.686219433,167.604063126,7.18924352766,4.23254,174.932364497,457.534840076,169.207572192,140.82472451,32.0107,430,31.9747678473,0.785739254159,430,-32.5351,503.831526114,31.9947447091
138.057,32.0443,146.012,2476.90565603,0.872683,710.955830124,153.829441535,43.4703057106,3.85674,171.983041434,351.220366902,255.812968318,225.009114071,32.0834,431,32.0447703867,0.743491765998,431,-32.5666,374.183308167,32.0724640418
138.06,32.0811,146.128,1352.44271326,0.925674,592.777299907,172.190674175,7.16279075865,3.65074,183.839460698,306.329905525,180.119180897,185.794376818,32.1192,432,32.0829892309,0.738140721466,432,-32.5607,492.780966342,32.0999442127
138.247,31.9585,146.236,1731.77508185,0.916089,577.450276391,190.529020749,6.92799034391,4.37032,196.842213007,345.852824346,164.549070219,186.962502396,32.0024,433,31.9616905106,0.794243516008,433,-32.4982,553.541185332,31.9819623477
138.343,31.9562,146.334,1775.0646565,0.882854,637.503492945,204.03782128,7.99461527342,3.89247,225.960003041,394.495399645,182.521774514,173.742846677,31.9937,434,31.9560531135,0.758092041702,434,-32.4651,695.703458149,31.9769545723
138.451,31.86,146.444,1815.92536728,0.898506,479.642893623,144.501403275,7.0985889901,3.94759,168.043573252,329.932243879,176.955170395,147.436077792,31.8936,435,31.8617893734,0.761346212716,435,-32.3862,344.510065388,31.8807146696
138.606,31.9441,146.58,2397.46881558,0.880511,516.373716377,188.263029136,7.02991231051,4.36062,233.60701212,465.667813465,148.957564108,174.522735398,31.9796,436,31.9459484248,0.786643675869,436,-32.5049,678.000158462,31.962630278
138.576,31.9216,146.67,721.598471271,0.863209,546.224422315,176.538342913,6.87988834208,3.40694,208.135917511,167.874528699,153.289615231,160.05510819,31.9518,437,31.9231582047,0.716165557968,437,-32.442,422.925122366,31.9392859411
138.689,31.7733,146.829,1623.65359776,0.820735,540.079275166,217.254858828,9.65817589568,4.07646,590.265678529,282.307399506,161.34800176,175.380678819,31.8162,438,31.7744815835,0.772295155025,438,-32.3155,858.52783501,31.8008347085
138.688,31.8582,146.935,1064.54024986,0.850971,688.917582622,115.236728189,7.14937825864,3.56639,33.970388701,265.418785419,145.543873477,213.076651801,31.898,439,31.8607821377,0.746441507487,439,-32.4244,288.489418873,31.8846496715
138.855,31.8274,147.055,3223.88382509,0.817015,806.792803807,230.705567271,7.20892905224,3.66411,1958.77689555,406.811195381,124.355832836,194.953169564,31.8711,440,31.8295270157,0.742180776458,440,-32.3762,2710.58103892,31.856926036
138.878,31.9103,147.159,2791.00538164,0.758649,458.0271843,197.995632486,14.7242515588,4.54556,301.410973087,921.74357552,205.532179836,153.596436853,31.95,441,31.9139613439,0.801741351064,441,-32.4574,1426.41833274,31.9355331145
138.922,31.8412,147.199,3061.32541293,0.731487,1285.1117033,215.798299472,9.97038723715,3.54228,302.037895517,1049.47077925,390.744919891,410.770018693,31.8795,442,31.8416515348,0.736433742444,442,-32.3931,1832.49495425,31.8598144868
139.034,31.8443,147.323,827.139579387,0.745655,531.360205675,178.197999559,13.7925031918,3.92145,259.961084263,130.968497572,267.712395961,183.62081802,31.8817,443,31.846877711,0.761078895774,443,-32.4164,475.381123926,31.8664209595
139.189,31.7736,147.445,2698.38413991,0.722552,449.144305766,184.08354691,8.53840365788,3.90499,279.857407121,775.375237002,196.547692982,170.495518362,31.8102,444,31.7748385616,0.752039916959,444,-32.337,1627.70717955,31.7934544303
139.267,31.8466,147.636,2842.0402021,0.741357,943.319582255,177.763135315,31.4205795115,4.22052,280.787347701,992.341878894,232.500502788,252.721688429,31.8796,445,31.8484303667,0.775045354631,445,-32.3791,1160.36461382,31.8657006574
139.357,31.7944,147.817,1397.97789902,0.789447,826.484867046,184.489165959,5.24620177716,3.82845,424.267315592,251.677713195,182.531610676,215.694080078,31.8261,446,31.7967289598,0.756174928988,446,-32.3579,598.267581761,31.8109330184
139.484,31.8347,147.989,3286.6034489,0.841477,697.950688638,207.337697175,11.052387823,3.58446,260.943957965,956.767099571,206.085839197,187.061400866,31.8678,447,31.8340984777,0.72397718008,447,-32.3991,1387.08436219,31.849033392
139.635,31.8073,148.143,3013.64005567,0.81379,544.312572333,219.341766324,7.05405849721,3.92895,1320.83892302,563.774786393,152.274857388,133.874780893,31.8371,448,31.8114985756,0.759639238166,448,-32.35,2598.04307135,31.8249595964
139.65,31.849,148.259,3071.29874145,0.860883,747.0132918,212.061131877,23.0350768485,3.91291,516.759891034,1021.77200953,179.370719742,212.791172154,31.8815,449,31.8515363549,0.742544854111,449,-32.3813,1761.05330713,31.8651310104
139.753,31.8714,148.418,2074.41441232,0.873988,924.864605153,192.526322462,32.1719542944,3.56631,253.884139921,537.041999626,308.988208522,248.047543332,31.8994,450,31.8728514491,0.719513907208,450,-32.3786,844.297567258,31.888621301
139.854,31.8104,148.506,1302.11584758,0.837643,737.0359895,157.83441387,10.8393181229,4.06384,184.162128107,274.03592325,366.905957442,253.728965375,31.8364,451,31.8139641517,0.757742440393,451,-32.3229,478.594266944,31.8270378625
139.932,31.7774,148.601,1332.83881065,0.877208,477.447791987,209.738010433,35.4179481362,3.8409,485.315527768,237.187295502,253.893161064,136.192691392,31.8097,452,31.779183787,0.73086644392,452,-32.2708,814.126526712,31.7927937468
140.045,31.6304,148.69,1267.34480138,0.863601,698.169845757,219.954788713,47.5571165339,4.2216,619.216927498,187.96737917,262.511494779,217.00667914,31.659,453,31.6323973657,0.755280566691,453,-32.1749,824.535807827,31.6423537402
140.168,31.7191,148.791,1049.03239396,0.875148,576.000237674,199.748615364,34.2035733507,4.07548,319.771544704,118.43861054,234.27554834,168.570130608,31.7527,454,31.7248849014,0.760477456978,454,-32.2416,599.167905239,31.7378591185
140.269,31.6688,148.854,2147.47270406,0.89001,592.878452679,204.236632244,248.277077868,3.44408,282.20802976,509.529251897,413.320521685,111.407354522,31.6981,455,31.6697623547,0.711731669486,455,-32.1784,1006.27414992,31.6811617849
140.321,31.69,148.998,2299.66391838,0.852474,1036.81908171,207.89371924,30.0835412006,3.57367,513.765142328,460.627117397,274.730016065,333.075375534,31.7221,456,31.6928658565,0.719970591685,456,-32.1963,1355.19394018,31.7056370218
140.429,31.6572,149.113,1362.38831012,0.856667,482.024190523,234.082803347,8.82886495667,3.73778,659.111742306,132.275791645,290.575718811,175.69254521,31.6847,457,31.6598446308,0.726320556175,457,-32.1546,1046.91232536,31.6712222997
140.51,31.5415,149.211,2203.63515897,0.836016,848.610541675,194.146240983,36.8697083183,3.66318,276.713765834,617.154115009,300.069517955,246.500060522,31.5721,458,31.5436234535,0.730039346609,458,-32.0617,895.207287333,31.5557954849
140.653,31.7143,149.359,3172.11739475,0.8693,424.42206798,200.850059769,6.87995419999,3.21377,279.807541902,809.676116784,103.693689838,139.266030531,31.7471,459,31.7170395113,0.700072324546,459,-32.2477,1061.18448971,31.7316119593
140.796,31.5947,149.404,1517.14538596,0.892049,592.899720103,227.671349335,5.87297328038,3.40614,592.564708796,214.779619471,99.8575730811,143.040116864,31.6274,460,31.5974601751,0.714527589468,460,-32.116,1141.89843435,31.6111934342
140.824,31.5811,149.541,2740.85084338,0.855325,417.406422671,208.646746195,7.62612238474,4.27815,483.889537467,607.338259236,157.263853219,139.290271868,31.6166,461,31.5813249021,0.770713935712,461,-32.1146,1633.97511554,31.5972681419
140.916,31.6019,149.721,2513.8966356,0.844354,536.858502913,204.306917257,8.21414724264,3.98189,259.229796438,645.476197446,271.292229321,174.436001853,31.6321,462,31.6022199291,0.754259108491,462,-32.1036,999.86799498,31.6147495475
141.019,31.5895,149.772,1914.7710776,0.853153,595.828093267,173.763498487,67.6244957096,3.82203,156.27315312,424.261778521,288.87268707,150.268953715,31.62,463,31.5920926164,0.732235745326,463,-32.1123,517.668357979,31.6080008821
141.052,31.5516,149.921,1656.82117013,0.865423,324.048418208,213.678772319,8.55694895173,3.82692,278.377167881,461.127784538,118.659033776,91.4981440151,31.5878,464,31.5542167622,0.729875933093,464,-32.0686,855.51552087,31.5735741305
141.162,31.5763,150.059,2181.4774979,0.844835,499.211260562,149.549900242,29.1803147451,3.80325,137.912501245,235.88842582,188.097520829,146.340284965,31.6059,465,31.5776350567,0.7358346834,465,-32.0873,323.906199593,31.5939329224
141.253,31.6431,150.174,1349.83987461,0.855701,522.480165159,211.916035734,9.47814039549,3.81922,267.951299722,328.484232408,135.004081478,165.465145842,31.6698,466,31.6448664605,0.739390512916,466,-32.1528,790.861140228,31.6575726764
141.321,31.5728,150.289,1305.7158337,0.847619,829.200251271,222.900448438,17.8095975425,3.9426,391.697750313,240.436486426,204.84915937,235.0711879,31.6025,467,31.5740218185,0.744501763674,467,-32.0924,942.843399471,31.5875435386
141.398,31.5722,150.46,1093.5625986,0.869225,607.588906317,235.077476532,5.19544015499,4.35463,817.734091928,62.612844981,327.517422929,226.573586777,31.5999,468,31.5744250343,0.772675438114,468,-32.1095,1013.15766032,31.5855755864
141.458,31.6525,150.533,1126.55374969,0.863269,510.814380916,218.960599345,6.74681850501,3.75805,290.183601562,139.792145285,108.534090182,143.722631593,31.6789,469,31.6554817699,0.741148719413,469,-32.2295,896.246662393,31.6672493993
141.599,31.5605,150.71,484.44634435,0.727146,452.580010645,101.828273096,5.80313218823,3.62933,123.334132135,87.8359501103,141.268289002,142.496518278,31.593,470,31.5622455333,0.731171858615,470,-32.1174,161.995425853,31.5777631639
141.635,31.642,150.845,1326.72450173,0.852869,466.826346872,148.974374108,6.40217286823,4.13949,200.568908232,311.183711078,165.0681237,162.596803784,31.6711,471,31.6450279494,0.7670309763,471,-32.2003,407.246036022,31.6566621519
141.72,31.6252,150.989,1137.00230861,0.827093,441.916159793,149.024516778,7.35569550736,3.8485,201.55696344,215.920909166,205.833900186,138.801431389,31.6564,472,31.631357749,0.73920051418,472,-32.2041,334.479857657,31.643952796
141.793,31.7296,151.109,1721.50339099,0.871683,612.507426838,243.244045236,6.70668122835,3.82196,514.13164892,241.142101182,210.080717052,211.287018102,31.756,473,31.7324006289,0.745401362075,473,-32.2802,1122.10351319,31.7422734336
141.938,31.7747,151.194,935.226815703,0.855985,733.472352512,193.595496878,6.36251445539,3.47608,124.538610784,248.59710097,207.805825902,270.692279563,31.8003,474,31.775046625,0.725442751441,474,-32.3069,604.603506409,31.7848132095
142.026,31.6662,151.343,1718.56629254,0.850642,790.421523024,170.448060553,5.42649721604,3.66756,133.86975108,572.545786778,200.766618072,251.491773711,31.6905,475,31.6714944574,0.733568142058,475,-32.1745,766.673675053,31.6818068255
142.077,31.735,151.439,1640.10710323,0.834006,901.692493076,203.048199245,6.31481897106,4.11089,201.605570968,346.570914113,334.946372854,287.810463908,31.7627,476,31.736400832,0.748496878523,476,-32.2747,830.755037228,31.7479379605
142.261,31.7075,151.617,1959.63089921,0.846803,731.239997764,200.187039577,6.84728193268,4.01319,232.126591234,505.388793177,129.226730162,208.02315223,31.7395,477,31.7090929732,0.744279890333,477,-32.224,1100.21190706,31.7206451798
142.352,31.6555,151.736,2453.36371357,0.789341,416.326689723,140.27586391,4.80115049891,4.27963,195.576550395,437.866441915,235.829567365,176.17231123,31.6831,478,31.6576983872,0.765045053637,478,-32.1709,364.240819498,31.6697286893
142.406,31.6217,151.94,3067.25393684,0.8542,498.633364453,208.540221698,4.92952003366,3.81441,260.440206683,834.50573833,188.73264949,156.93194614,31.6495,479,31.6232748589,0.734516792107,479,-32.1574,1494.51506239,31.6358428014
142.477,31.5355,152.019,819.138506607,0.836549,795.229797921,227.774873337,7.85674366607,3.62579,648.575900309,38.2489969939,240.136289205,278.784453571,31.5634,480,31.5396475005,0.739134779509,480,-32.0666,724.818657611,31.5511329372
142.607,31.5935,152.15,934.526579089,0.808356,733.145687436,214.755878642,5.6229443373,3.81882,332.644582919,123.102346607,151.662572735,192.127273183,31.6232,481,31.5948059733,0.741998335581,481,-32.1116,654.312139785,31.6081591207
142.727,31.5957,152.254,1034.1714955,0.8355,1035.74959714,225.554899319,4.10508289725,3.95742,651.408827219,86.4050606437,260.918638223,323.611834219,31.6244,482,31.5984597254,0.750662622005,482,-32.1205,917.423856821,31.6092252293
142.833,31.6246,152.348,1506.08236273,0.840485,1218.57083262,224.536241065,89.7208183834,3.58652,294.45018697,344.140915813,470.884869756,460.952824672,31.651,483,31.6258681786,0.72300955073,483,-32.1248,1090.08071563,31.6378172228
142.934,31.5159,152.45,2024.98121539,0.869713,736.549538931,194.386835692,5.63083283114,3.99508,231.747526703,567.755483789,185.001478233,216.982981173,31.5446,484,31.5189437337,0.750341502271,484,-32.0352,1062.49462148,31.5313091677
143.036,31.5044,152.576,1899.21623723,0.847452,446.237320077,217.532081902,6.20901634815,4.39268,967.043640899,226.08389013,110.256649987,110.769562895,31.5311,485,31.5056372502,0.771114194442,485,-32.0126,1284.58765364,31.514909701
143.101,31.5182,152.655,1407.16407631,0.828647,720.799167877,216.889501442,47.5029409102,3.27726,251.302456304,432.508849807,270.721004991,239.57198316,31.546,486,31.5215849179,0.706352861623,486,-32.0343,999.179070189,31.5304848128
143.14,31.4335,152.808,1813.62697009,0.855936,757.653835496,210.181213197,6.40825717373,3.72669,134.891877423,349.765223447,162.168597635,214.004031038,31.4666,487,31.4348851236,0.736063236337,487,-31.9807,870.438142962,31.4501235926
143.231,31.4409,152.895,1549.46496696,0.847132,401.960985532,183.044081713,7.62552913111,3.83968,259.123520014,543.433190247,167.164674659,137.882920965,31.4739,488,31.4447018788,0.73888100134,488,-31.9705,773.578678339,31.4572452886
143.328,31.483,152.973,1693.40106756,0.877948,962.257765061,220.935482647,27.4903534974,3.77688,898.551438956,224.096308627,473.547770754,296.387161584,31.5134,489,31.4852965548,0.717630803927,489,-32.0052,1261.5651205,31.496278822
143.389,31.4997,153.138,1365.78762946,0.840395,879.08618592,204.466670749,8.76487466065,3.46426,150.324099816,397.065100408,415.774780007,343.689977515,31.5265,490,31.5031578362,0.708498109672,490,-32.0057,876.817446006,31.5139506295
143.424,31.409,153.317,1636.77823628,0.876293,784.198869664,223.780212277,7.5080595177,3.73747,270.675327539,270.44425781,248.215321974,267.623042461,31.4397,491,31.4094033288,0.735715129089,491,-31.9092,1057.31028797,31.4238832625
143.525,31.3909,153.414,1428.25627098,0.899461,462.819287365,220.600062416,6.10089154316,3.8119,250.334759805,277.728517384,146.514077939,150.555554429,31.4191,492,31.3927586879,0.72621225272,492,-31.9128,925.573700014,31.4045226675
143.607,31.4663,153.504,1372.23628309,0.918271,579.736794746,228.852768035,6.44212281495,3.35031,426.504903546,215.776391543,205.771730431,200.223339396,31.4926,493,31.4669297553,0.696306246795,493,-31.9647,1046.72425494,31.4789345366
143.703,31.4479,153.649,1163.54974399,0.903497,832.671287748,219.400949078,7.8099314371,3.45562,426.106010268,185.854425758,163.732529475,207.102406846,31.4784,494,31.4498741892,0.709033306065,494,-31.9435,809.205065656,31.4637227463
143.849,31.3143,153.813,1017.25011285,0.907174,818.241635828,188.015905703,24.480731145,3.55137,173.579075998,214.879042153,282.925116363,275.499139462,31.3423,495,31.3175890897,0.720657039173,495,-31.8235,471.18679986,31.328583186
144.01,31.4136,153.938,1085.69870571,0.925776,669.025827435,234.972544998,4.7391102431,4.03367,171.389556466,200.502985293,189.328557306,220.727298012,31.4403,496,31.4133263853,0.75751396817,496,-31.9319,906.874961883,31.4232867525
144.118,31.3459,154.076,1071.27960745,0.937472,765.959944752,236.905315263,29.7046162696,3.62623,736.745233598,90.7524227239,339.654981053,236.817777589,31.3713,497,31.3497957528,0.721628775335,497,-31.8306,865.123939679,31.3593884627
144.305,31.3713,154.191,1390.99085769,0.931307,807.757193684,221.054188447,5.40175129228,3.97406,316.950127448,258.52578846,241.422524897,284.78963874,31.3942,498,31.3761102129,0.738953177447,498,-31.8819,967.204776423,31.3868518766
144.39,31.4098,154.288,2125.9489853,0.917825,822.263748155,179.241656521,12.8842413022,3.65452,238.451805306,509.166715776,377.763242528,305.644015773,31.4346,499,31.4103592331,0.716033705429,499,-31.9409,612.406503995,31.4202310449
144.446,31.4422,154.369,1765.81584518,0.940766,1220.14514851,251.032966695,24.5377478977,3.69849,1086.87450693,146.854557485,277.520129212,362.870180622,31.4733,500,31.4483213641,0.724269729846,500,-31.9671,1230.3209754,31.4608344898
144.554,31.3443,154.482,1856.57286135,0.926067,763.722863755,214.506101276,8.07927539601,3.90065,325.556809905,523.715666643,347.556319717,303.203877847,31.3724,501,31.34668323,0.737970867169,501,-31.8369,1044.72313841,31.3603517849
144.67,31.3283,154.574,1913.28432028,0.928413,924.711302405,206.981173831,63.3025416894,4.30072,250.128017253,542.575489935,325.711133778,274.106836238,31.3558,502,31.3312425328,0.749771902752,502,-31.8283,935.601637171,31.343129226
144.681,31.314,154.761,1407.44333877,0.92172,845.599062147,205.655568525,17.6594033464,3.98509,311.260927199,421.015863875,293.704924807,292.127579568,31.3391,503,31.3171671057,0.734191539414,503,-31.8276,786.091373286,31.3243427046
144.725,31.3191,154.862,1380.76916533,0.94275,935.679095246,227.101489488,4.21698721146,3.75976,325.623078665,269.699587099,241.861988279,272.661593796,31.3527,504,31.3203643199,0.729040889315,504,-31.8307,926.468107142,31.3318570517
144.894,31.3311,154.996,1385.41039358,0.928114,684.397361367,204.770016196,14.7602676637,3.82535,276.570751301,364.132606167,351.694699743,238.355297123,31.3591,505,31.3334251812,0.725566614196,505,-31.8712,710.259474484,31.3431233488
144.94,31.3632,155.095,1083.88538785,0.917016,812.82499342,245.323377689,7.80015155472,3.96389,636.98420403,135.225680414,322.920405523,272.048592206,31.394,506,31.3649683498,0.743344331585,506,-31.9108,837.770374906,31.3761795421
144.992,31.3292,155.23,1047.80534251,0.937707,699.784837183,172.365300968,54.0970620763,4.23235,147.522490293,265.845450775,310.131453855,199.537249811,31.3578,507,31.3341592161,0.750043420218,507,-31.8654,472.738410099,31.3462730361
145.068,31.3622,155.28,320.164115484,0.950288,1141.04015099,144.83986006,26.1678604298,3.61701,217.953607465,23.1682802886,565.535623204,438.178662086,31.3895,508,31.3641247105,0.714310743645,508,-31.8893,267.385517254,31.3764371299
145.14,31.4725,155.396,1657.84083948,0.949563,802.287836286,243.531091179,8.63423318099,3.41523,586.750922869,269.695678825,233.900325979,252.482958376,31.496,509,31.4753341378,0.696072279632,509,-32.0429,1029.44553989,31.4847471006
145.237,31.5223,155.524,308.067047898,0.942507,984.115337022,147.602076426,18.0062157947,3.62902,243.533435095,16.522765329,264.381310319,281.313991758,31.546,510,31.5250669781,0.713137362941,510,-32.0812,274.765372836,31.535049736
145.374,31.532,155.664,2308.51234796,0.933751,748.148057503,161.227262728,129.960284774,4.34401,235.356440355,499.674714256,355.013912203,214.696855607,31.5597,511,31.5328954955,0.74583047289,511,-32.1011,468.088659888,31.5421651747
145.511,31.6615,155.862,275.14735757,0.91799,1354.51470176,135.273737309,133.784824602,3.60584,212.041532752,13.4013584665,509.563335729,437.548173344,31.6853,512,31.6634486184,0.701858258436,512,-32.2026,240.733958881,31.6712859073
145.545,31.6333,155.934,2300.90547926,0.948896,565.555032346,157.712653091,15.6249461653,3.43892,225.693747558,543.656662471,206.040899181,156.825724808,31.6582,513,31.6374244763,0.69817114047,513,-32.1817,521.010689353,31.6450782839
145.627,31.6932,156.076,263.233175322,0.915133,700.728031504,136.46888616,25.0478206008,3.73737,226.51551258,6.87540107036,303.030113459,261.59732731,31.7162,514,31.6972139254,0.70799971626,514,-32.2539,246.164244825,31.7051989562
145.705,31.6661,156.193,3059.72290817,0.938707,977.904247335,168.276337361,19.2501029513,3.60514,260.030048584,645.392005028,493.039061347,342.248118421,31.688,515,31.6695199695,0.704666600878,515,-32.2364,586.58396544,31.6754755455
145.801,31.628,156.3,2895.36735485,0.936819,715.227499658,208.123742585,7.49142419896,3.55989,274.34988979,580.586838261,258.510624774,234.500112739,31.65,516,31.6283411298,0.711448247475,516,-32.1943,881.356898178,31.6365852076
145.858,31.8664,156.358,2152.21590614,0.940449,837.229061668,256.086057517,156.564013767,3.90426,879.42159893,273.921487878,356.645291764,208.520914053,31.8889,517,31.8686180485,0.733056939301,517,-32.4555,1598.04109965,31.8759653453
145.893,31.8883,156.506,1871.41886226,0.940224,1004.0410312,174.957891334,16.4548587432,3.91053,266.676460662,528.924478953,414.284309427,366.393682307,31.9129,518,31.8927247541,0.737513769647,518,-32.4741,576.38321888,31.9003730319
145.947,31.778,156.501,2493.85011809,0.92213,1348.79698896,207.348545635,49.4538760143,3.89839,281.66893885,743.374275297,469.62149996,460.97472406,31.8026,519,31.7825544492,0.727461953511,519,-32.3244,1250.04650658,31.7895101878
145.979,31.8979,156.743,1609.22114399,0.913321,598.138213344,136.878612646,23.7327368132,4.00951,149.06947119,157.826692233,256.167517298,197.295964964,31.925,520,31.9007770565,0.727443671225,520,-32.5117,270.639541647,31.9096735363
146.133,31.987,156.785,297.06846815,0.924406,1067.93984578,143.385839688,19.5977874817,3.78566,229.804292462,12.5948904448,297.739980519,315.960203197,32.0123,521,31.9927396002,0.714409913413,521,-32.5581,266.394952811,32.002404909
146.291,31.9417,156.882,293.255850343,0.941496,1494.27326853,144.571640359,40.9613125193,3.64255,253.941419693,8.76727474913,496.982120891,531.56415765,31.9705,522,31.9431390847,0.718688364788,522,-32.4973,274.25088637,31.9549596596
146.354,31.8655,156.903,2386.60242971,0.93649,790.203934332,194.969892947,22.6126254462,3.1724,276.695194237,622.011471464,261.835961862,197.671287339,31.8897,523,31.8682753682,0.683954495166,523,-32.3884,1045.06402164,31.8808353604
146.446,31.8124,156.999,1558.00498717,0.920302,514.966973604,226.210281478,58.3416343177,3.75655,309.371408047,264.702705572,292.176224576,138.527006843,31.84,524,31.816212985,0.722413522275,524,-32.3272,896.555714024,31.8277450257
146.506,31.8052,157.085,2398.84432549,0.929147,430.830799701,193.225545554,9.17405636293,4.1087,243.75714854,670.97796667,196.010805461,136.700886272,31.8295,525,31.8051963307,0.728751705449,525,-32.3215,959.418278295,31.8140832363
146.641,31.9543,157.242,1687.44159092,0.924313,538.043186359,140.097403466,24.20756626,3.41744,236.563666927,164.51878639,206.767386994,137.0798722,31.9818,526,31.9555905085,0.693446423096,526,-32.4412,277.009572796,31.9658820228
146.732,31.7981,157.374,2947.75326222,0.913954,1031.39712937,177.584115715,23.4724606215,4.14257,269.482947009,954.492398488,549.067806307,420.910465841,31.8273,527,31.8015144117,0.755374262242,527,-32.2962,945.044720162,31.8136424284
146.834,31.737,157.444,2949.31829,0.915828,763.738076629,202.401490472,7.44709370574,3.93747,262.250346991,895.295549912,380.16742492,244.858979731,31.7575,528,31.7413201686,0.73311018454,528,-32.2336,1865.0516994,31.751467204
146.88,31.6301,157.559,2836.33536111,0.931198,591.392371256,206.427872133,15.0909370592,3.40883,256.925508018,692.453061976,236.483238271,169.606621221,31.6552,529,31.6343504605,0.709176941705,529,-32.1162,1787.42280694,31.6445530564
147.035,31.6122,157.701,2805.27245157,0.9377,631.181195299,204.463170741,195.440363033,3.50677,524.603658349,492.915369963,385.742088495,159.953367813,31.6355,530,31.6113144538,0.701580285297,530,-32.0972,964.522601014,31.6216941732
147.034,31.4674,157.777,2385.55928897,0.931201,877.041815402,212.948054099,33.4315387765,3.42984,455.086700837,459.817439573,314.585881569,285.566558702,31.4997,531,31.4715186861,0.708206843328,531,-31.948,1071.88783887,31.4819443176
147.145,31.5746,157.917,1550.80864061,0.923997,499.299269473,147.608933289,10.6000227811,3.7931,37.5674803649,489.447413757,239.107231814,169.267735188,31.5987,532,31.5773768547,0.72345000548,532,-32.0646,590.472637769,31.5844448572
147.299,31.4758,157.929,2934.93611807,0.923581,447.969084332,206.145755654,7.45155734816,3.37082,392.110267969,600.507644859,138.436713359,150.999899141,31.4985,533,31.4765460724,0.699908118896,533,-31.974,1092.53477344,31.4859448157
147.331,31.3971,158.018,1285.09067634,0.92612,293.12818134,178.556885226,6.52752696903,3.60143,236.976272037,274.816475265,129.920004936,90.8560405441,31.4253,534,31.3978897788,0.718499810693,534,-31.882,577.676596421,31.4085621599
