Iteration,MinEsReturn,AverageAction,MinReturn,Epoch,AverageQLoss,MaxEsReturn,PolicyRegParamNorm,AverageAbsY,AverageEsReturn,QFunRegParamNorm,AverageAbsQ,StdEsReturn,StdReturn,AverageAbsQYDiff,AverageDiscountedReturn,AveragePolicySurr,AverageQ,MaxReturn,AverageReturn,AverageY
3606,4131.54331487,0.975867,2831.30469938,3606,370.731,4131.54331487,227.078,579.471049329,4131.54331487,450.902,579.472,0.0,826.628787076,4.41608247351,439.871843133,-581.598,578.951,5881.27175713,5265.3792061,578.959094768
3607,3977.98765472,0.994796,-40.0337210407,3607,320.093,3977.98765472,227.071,578.530131891,3977.98765472,450.959,578.507,0.0,1156.36490624,4.22042350212,415.577652946,-580.536,577.953,3855.14987766,1548.26811363,577.973060008
3608,4078.11409915,0.982125,1864.08649754,3608,290.756,4078.11409915,227.136,578.781974634,4078.11409915,450.978,578.778,0.0,1510.99525394,4.09390275046,494.460343795,-580.759,578.21,6689.34151318,5642.84690126,578.214559396
3609,1763.7472795,0.987312,1603.79869261,3609,335.864,1763.7472795,227.129,579.098955249,1763.7472795,451.052,579.087,0.0,2070.0018172,4.27888502647,494.370266486,-581.045,578.527,6878.25454968,4645.54133537,578.536341072
3610,-230.974176732,0.986402,656.045678833,3610,392.78,-230.974176732,227.19,579.124388932,-230.974176732,451.163,579.118,0.0,2331.32899047,4.44914462878,467.726772192,-580.913,578.511,6586.73242742,4304.44598587,578.51463837
3611,3643.40259712,0.980765,6205.09710385,3611,355.061,3643.40259712,227.196,579.110576502,3643.40259712,451.228,579.109,0.0,117.655896254,4.24814466125,479.511975414,-580.883,578.475,6586.93308814,6358.98733627,578.482266765
3612,3884.00334343,0.989011,-147.432908311,3612,370.078,3884.00334343,227.235,577.630062045,3884.00334343,451.327,577.614,0.0,1876.80947699,4.41104557743,398.462927894,-579.385,576.884,5838.88613341,3117.86894249,576.901601398
3613,3949.5340779,0.97894,3927.78598002,3613,368.747,3949.5340779,227.256,579.128205913,3949.5340779,451.36,579.122,0.0,527.909838563,4.43875591376,427.80284972,-580.95,578.422,5768.53402169,5208.22003573,578.430529058
3614,3442.24663476,0.983613,927.661059316,3614,455.143,3442.24663476,227.275,578.374664589,3442.24663476,451.424,578.363,0.0,1762.3657229,4.72452184126,420.153395317,-580.113,577.58,6004.65718027,3744.46411639,577.59304204
3615,3819.98248377,0.97368,5796.81023108,3615,317.177,3819.98248377,227.279,578.915073798,3819.98248377,451.468,578.908,0.0,144.861407437,4.18487976865,463.024855919,-580.569,578.138,6249.85525992,6028.36778629,578.143531498
3616,3662.37762904,0.987158,213.672691514,3616,302.166,3662.37762904,227.244,579.136341832,3662.37762904,451.533,579.138,0.0,2030.70376216,4.1685850777,421.295326504,-580.744,578.418,5787.74932932,3146.54204922,578.411658533
3617,3520.05594984,0.98538,84.8642943826,3617,237.259,3520.05594984,227.259,578.883928314,3520.05594984,451.569,578.845,0.0,2249.99806373,4.02287083905,443.363245577,-580.607,578.101,6355.47520719,4307.6715708,578.136214952
3618,3935.00252059,0.985371,5643.83177754,3618,471.918,3935.00252059,227.237,578.524423488,3935.00252059,451.718,578.526,0.0,159.173890385,4.87042348787,460.156999506,-580.267,577.813,6110.51450858,5892.3438606,577.81595822
3619,3797.13712078,0.988126,5680.16112312,3619,324.432,3797.13712078,227.312,578.198955604,3797.13712078,451.809,578.192,0.0,106.773776794,4.31560620686,465.924090598,-579.807,577.5,6019.34815373,5850.25463269,577.504180787
3620,3785.73332671,0.986505,5672.26822234,3620,348.197,3785.73332671,227.402,578.342589715,3785.73332671,451.891,578.341,0.0,98.993694866,4.47720105747,458.851969165,-579.865,577.648,6008.29926997,5864.82325694,577.652191379
3621,3545.47843557,0.983488,6309.82443662,3621,486.972,3545.47843557,227.492,577.038410143,3545.47843557,451.958,577.027,0.0,168.233248774,4.9276193996,493.636444485,-578.703,576.361,6823.21330877,6586.74736308,576.382627605
3622,3889.94914672,0.986289,-309.231771493,3622,381.668,3889.94914672,227.456,577.70707198,3889.94914672,452.069,577.692,0.0,1929.78770156,4.4662357367,432.749524111,-579.519,577.118,6258.74884876,5471.53474884,577.133981733
3623,3759.564207,0.994031,5220.35993367,3623,331.978,3759.564207,227.405,576.756412326,3759.564207,452.122,576.742,0.0,132.220871171,4.44904308152,430.937595018,-578.481,576.223,5728.84039143,5484.24841082,576.238612275
3624,3624.27997669,0.982111,6352.63295746,3624,363.954,3624.27997669,227.57,577.70785434,3624.27997669,452.2,577.706,0.0,130.030873095,4.55668371705,495.988596521,-579.352,577.228,6748.64684168,6592.7230405,577.233158592
3625,3182.79919256,0.992383,5408.64927825,3625,408.439,3182.79919256,227.528,576.314175493,3182.79919256,452.327,576.32,0.0,146.517513935,4.52901537025,438.426920943,-578.172,575.832,5840.05991213,5592.65630714,575.837845677
3626,3421.76125189,0.984358,5782.22311595,3626,322.526,3421.76125189,227.586,576.222343855,3421.76125189,452.344,576.212,0.0,91.4182503576,4.37988680958,458.333556238,-578.097,575.715,6059.20563868,5914.2000996,575.720404118
3627,3699.43245194,0.986882,1190.62489484,3627,351.128,3699.43245194,227.697,575.689977221,3699.43245194,452.413,575.673,0.0,1639.64192558,4.34498616503,454.702487319,-577.53,575.198,6068.71088233,4628.86569907,575.203263084
3628,2088.05116901,0.984167,6043.10210469,3628,394.14,2088.05116901,227.683,576.93939957,2088.05116901,452.49,576.946,0.0,124.238397584,4.45273655587,485.362494956,-578.834,576.498,6420.90611376,6215.59643951,576.488471831
3629,4157.88867664,0.985386,5694.88574438,3629,352.419,4157.88867664,227.665,576.806776301,4157.88867664,452.545,576.773,0.0,84.0521128985,4.36820061262,448.850703471,-578.555,576.283,5955.29914361,5822.98001717,576.312134845
3630,3882.77907255,0.974823,6280.95745145,3630,446.034,3882.77907255,227.699,575.641724123,3882.77907255,452.591,575.643,0.0,127.307680665,4.71373785214,482.759066618,-577.63,575.12,6674.29775933,6526.79940778,575.126115092
3631,3673.56060492,0.985443,454.062724911,3631,411.962,3673.56060492,227.79,575.323023274,3673.56060492,452.736,575.305,0.0,1821.88131382,4.61409146634,436.559938077,-577.271,574.844,5669.30796606,3394.11681102,574.861087135
3632,3900.68333384,0.979762,3270.09565752,3632,435.441,3900.68333384,227.829,574.533982002,3900.68333384,452.856,574.533,0.0,908.842003195,4.61580285912,462.998704959,-576.505,574.112,6281.90320591,5613.91023537,574.112815499
3633,2509.24814755,0.985959,44.7497152649,3633,393.228,2509.24814755,227.839,574.77006663,2509.24814755,452.914,574.762,0.0,2339.65951818,4.50641412005,460.030105314,-576.916,574.363,6435.82405521,4930.82136129,574.376855825
3634,3782.38786656,0.982127,6494.98705099,3634,390.872,3782.38786656,227.875,574.481328561,3782.38786656,453.067,574.476,0.0,122.101041799,4.55861989671,516.716914514,-576.656,574.106,6836.0545874,6705.51725307,574.112038141
3635,3968.58805164,0.993486,-476.443857539,3635,314.473,3968.58805164,227.91,574.726007912,3968.58805164,453.081,574.731,0.0,1730.16366233,4.21700653564,342.300421041,-576.943,574.413,4562.18773639,1214.31405696,574.425947774
3636,3828.83786102,0.994447,-461.602631033,3636,532.383,3828.83786102,227.894,573.93031012,3828.83786102,453.245,573.919,0.0,846.332806227,5.03047538625,265.748383207,-576.099,573.596,2388.12628036,388.884407379,573.601434773
3637,3661.97294587,0.989103,-292.378538402,3637,421.815,3661.97294587,227.901,575.471270668,3661.97294587,453.341,575.456,0.0,2077.89637611,4.61952733861,395.832827449,-577.754,575.193,5966.64531147,2425.38563802,575.219059237
3638,3731.6026704,0.976489,-96.896206634,3638,365.245,3731.6026704,228.038,575.386203723,3731.6026704,453.447,575.4,0.0,1933.79972945,4.39491124058,421.666001486,-577.646,575.177,5817.58472572,4217.6794911,575.172455477
3639,3448.56625638,0.988969,-277.939355357,3639,350.364,3448.56625638,228.073,574.782990914,3448.56625638,453.536,574.777,0.0,1723.46897694,4.45381942122,296.181122875,-577.091,574.527,4815.66717102,2073.65057887,574.540713457
3640,3788.52141799,0.977703,-354.408033824,3640,255.281,3788.52141799,228.142,575.037702142,3788.52141799,453.606,575.029,0.0,2214.7975165,4.16711009212,398.907118725,-577.236,574.772,5769.76630841,3839.46736561,574.783744694
3641,4002.21209561,0.98985,-362.860501157,3641,435.53,4002.21209561,228.233,574.589125534,4002.21209561,453.729,574.6,0.0,2125.5646311,4.66887765336,295.688822428,-576.872,574.409,5277.29628271,1555.24515475,574.412017247
3642,3807.68824257,0.98428,238.867270868,3642,312.061,3807.68824257,228.244,573.940391251,3807.68824257,453.767,573.93,0.0,2210.52167255,4.37883798531,430.955957592,-576.407,573.791,6002.39607959,3539.05625115,573.809215212
3643,3930.09954533,0.978104,387.062838473,3643,320.432,3930.09954533,228.232,574.078230361,3930.09954533,453.856,574.083,0.0,1700.12340623,4.36788399015,456.133358507,-576.455,573.961,6416.78763103,5438.42946241,573.960403875
3644,3832.22725852,0.991081,0.37726581248,3644,351.025,3832.22725852,228.214,574.134715058,3832.22725852,453.906,574.129,0.0,1800.09809501,4.56214890355,340.13726026,-576.508,574.004,4483.21593311,2827.47706302,574.018776707
3645,3671.63541051,0.979289,3680.85259551,3645,339.104,3671.63541051,228.318,575.468292935,3671.63541051,454.002,575.474,0.0,900.5468541,4.49668118951,479.091051214,-577.976,575.375,6225.53920307,5641.6367026,575.384915968
3646,3908.97746544,0.974044,6044.60059762,3646,394.509,3908.97746544,228.287,575.207850552,3908.97746544,454.077,575.207,0.0,151.268383706,4.6150659124,486.643310383,-577.744,575.132,6475.81475672,6240.92840119,575.141681964
3647,4103.1972262,0.983967,263.034112018,3647,306.453,4103.1972262,228.317,575.457205623,4103.1972262,454.159,575.467,0.0,1882.15972561,4.33696781224,430.712398273,-577.869,575.404,5851.10897019,4790.67869987,575.407741605
3648,3801.74395125,0.976855,4771.86537603,3648,392.892,3801.74395125,228.353,574.569755084,3801.74395125,454.289,574.565,0.0,455.88741284,4.58239356234,480.022284879,-576.761,574.455,6329.12442123,5961.05530992,574.486883879
3649,3798.52942857,0.985438,92.5609261789,3649,395.01,3798.52942857,228.353,575.110302594,3798.52942857,454.39,575.126,0.0,1923.75493002,4.51128282695,373.828401564,-577.349,575.024,5107.1971905,3598.24145173,575.015902951
3650,877.581599157,0.979163,1682.43803823,3650,315.483,877.581599157,228.406,574.612113896,877.581599157,454.454,574.614,0.0,1323.00874623,4.2620293218,425.014393364,-576.897,574.533,5321.38744541,4533.77745231,574.541198572
3651,3380.96953636,0.978961,2690.81955397,3651,354.305,3380.96953636,228.484,573.617844665,3380.96953636,454.564,573.62,0.0,628.673900343,4.48092815255,346.4813857,-575.919,573.55,4945.34896578,4417.34518604,573.560230984
3652,3886.83642552,0.980796,5077.90306468,3652,384.297,3886.83642552,228.489,573.77798928,3886.83642552,454.631,573.774,0.0,324.630887227,4.51662863583,476.177029261,-576.086,573.684,6246.72474878,6002.39152645,573.700814679
3653,3308.11588034,0.978363,4321.17323258,3653,410.697,3308.11588034,228.51,573.297053607,3308.11588034,454.75,573.305,0.0,599.44537854,4.50717792452,487.928364239,-575.706,573.148,6485.06073073,6016.5501027,573.151810676
3654,3912.38577142,0.987738,5857.19000771,3654,314.273,3912.38577142,228.492,575.593908337,3912.38577142,454.79,575.627,0.0,155.29799178,4.19027764072,471.450955822,-578.001,575.423,6452.82832601,6164.20394653,575.396319289
3655,4114.25381666,0.968749,6177.5700531,3655,325.264,4114.25381666,228.512,575.798832716,4114.25381666,454.841,575.776,0.0,113.005439411,4.4148189861,477.331316424,-578.0,575.518,6500.85501721,6316.50502668,575.540815901
3656,3819.72075557,0.975733,5523.55759342,3656,314.719,3819.72075557,228.456,575.199102222,3819.72075557,454.906,575.203,0.0,205.241056952,4.36383384598,452.51502761,-577.515,574.903,6188.96113724,5962.69034164,574.925446475
3657,1542.6965084,0.974504,5751.85972053,3657,301.207,1542.6965084,228.408,576.630013131,1542.6965084,454.995,576.631,0.0,140.822058622,4.20452327323,468.25967971,-579.158,576.412,6226.39527146,6027.00676954,576.418187312
3658,4033.93917585,0.979729,2395.57370308,3658,537.57,4033.93917585,228.418,574.391151425,4033.93917585,455.174,574.374,0.0,1167.94576009,4.99823021038,435.510476608,-576.737,574.139,5844.44242558,4926.7112553,574.154731301
3659,3676.84033299,0.974019,5124.55849711,3659,445.387,3676.84033299,228.413,575.091731283,3676.84033299,455.291,575.092,0.0,146.609097311,4.76531904808,431.256636318,-577.418,574.886,5627.12009833,5390.3472844,574.891137129
3660,3830.19581965,0.979354,991.925545712,3660,317.928,3830.19581965,228.467,575.163558331,3830.19581965,455.311,575.167,0.0,1358.63699506,4.31788340481,381.096454826,-577.446,574.982,5162.94968054,3986.29009821,574.989764109
3661,3865.87826653,0.979133,1352.15620571,3661,336.65,3865.87826653,228.477,574.91999868,3865.87826653,455.41,574.914,0.0,1286.76406667,4.40527250711,400.111760306,-577.117,574.772,5266.4311239,4345.45807979,574.787286906
3662,3473.66325581,0.983263,-211.476740521,3662,339.902,3473.66325581,228.542,575.605396571,3473.66325581,455.516,575.599,0.0,1937.56982758,4.416781453,337.102873008,-578.06,575.487,4983.4973773,3106.73056272,575.502566627
3663,3752.7710813,0.982784,435.346631127,3663,499.757,3752.7710813,228.577,574.699107917,3752.7710813,455.658,574.749,0.0,1878.50418279,4.81049858064,380.694065227,-576.999,574.643,5371.91395529,3691.56039627,574.620857862
3664,3744.07243035,0.982263,3716.72800864,3664,382.623,3744.07243035,228.643,574.552121264,3744.07243035,455.762,574.516,0.0,713.255944926,4.46753982162,468.760965119,-576.91,574.44,6258.19230971,5741.34507435,574.473013942
3665,3967.03734297,0.979705,862.235278179,3665,417.768,3967.03734297,228.715,575.404598255,3967.03734297,455.889,575.412,0.0,2292.77947977,4.65755630746,488.883103231,-577.84,575.329,6795.84233982,4497.94965022,575.323685047
3666,3898.540889,0.984501,290.605665005,3666,362.263,3898.540889,228.751,575.172886858,3898.540889,455.985,575.178,0.0,2437.65748479,4.46819733419,451.191503436,-577.638,575.073,6190.53588633,3723.25907485,575.07709874
3667,4082.06660032,0.984237,1060.37516584,3667,367.863,4082.06660032,228.798,574.434919312,4082.06660032,456.11,574.435,0.0,2022.86859307,4.4365710085,466.80518798,-576.798,574.313,6201.15537514,3886.57136454,574.336905517
3668,3955.61491835,0.981558,1371.88275359,3668,428.478,3955.61491835,228.804,574.953638812,3955.61491835,456.192,574.968,0.0,1353.86700906,4.6835069361,450.969953515,-577.305,574.867,6227.70000982,5400.10904437,574.867048702
3669,3806.29008551,0.98104,387.556170827,3669,361.978,3806.29008551,228.886,576.242602809,3806.29008551,456.243,576.238,0.0,2315.68094639,4.54258132414,443.299532156,-578.586,576.171,6382.42453494,4370.64361292,576.180362234
3670,4252.38163498,0.981478,1407.78413334,3670,312.569,4252.38163498,228.87,575.858738838,4252.38163498,456.34,575.852,0.0,1311.2198796,4.32984310136,449.550160561,-578.129,575.771,6082.92806705,5300.567111,575.793704017
3671,3744.35562958,0.974895,4689.20496085,3671,376.1,3744.35562958,228.909,576.265167727,3744.35562958,456.383,576.3,0.0,169.573223679,4.54253658377,394.10972588,-578.686,576.241,5248.02595433,4951.75397178,576.231049144
3672,3474.82221234,0.977774,1552.75379522,3672,356.269,3474.82221234,228.9,576.275096873,3474.82221234,456.472,576.263,0.0,1309.21677695,4.56682463182,449.080816336,-578.604,576.228,6059.85179655,5224.15626017,576.259397405
3673,3881.41738924,0.977838,5601.397914,3673,382.309,3881.41738924,228.939,576.10358519,3881.41738924,456.593,576.102,0.0,161.675080419,4.65425988589,465.682808346,-578.548,576.085,6083.33217446,5833.81189497,576.090712724
3674,3863.28140621,0.98191,610.934284738,3674,330.146,3863.28140621,229.007,575.472599482,3863.28140621,456.654,575.476,0.0,2004.46677029,4.2855901057,465.66989791,-577.861,575.465,6542.96459667,5049.33068151,575.466361549
3675,3488.42770363,0.980481,-11.8242586433,3675,432.043,3488.42770363,229.114,576.115240552,3488.42770363,456.81,576.124,0.0,1601.60772307,4.68322481844,395.187002165,-578.625,576.102,5593.44693293,4407.37821025,576.107624082
3676,3745.12898453,0.989163,-363.678682309,3676,188.775,3745.12898453,229.082,575.917190578,3745.12898453,456.847,575.903,0.0,2077.40331433,3.99813342212,313.901148108,-578.389,575.887,4958.8977307,1649.47055907,575.910647767
3677,3489.61380932,0.980973,29.9997029806,3677,366.781,3489.61380932,229.071,576.244597316,3489.61380932,456.933,576.238,0.0,1734.86153889,4.59790546075,385.850386591,-578.758,576.23,5258.24774873,3627.73190339,576.238891278
3678,4037.66570581,0.978893,954.065411994,3678,453.765,4037.66570581,229.096,575.316646097,4037.66570581,457.032,575.316,0.0,2190.95159801,4.70910244691,493.521626342,-577.902,575.299,6779.15728146,5566.06644541,575.309544485
3679,3181.16121396,0.980786,335.741068201,3679,399.429,3181.16121396,229.158,574.412604123,3181.16121396,457.127,574.416,0.0,2443.05929415,4.62122993865,466.298693789,-576.966,574.408,6605.13839911,4338.94788449,574.407662616
3680,3871.70028074,0.97759,2012.43120778,3680,460.33,3871.70028074,229.157,575.612555766,3871.70028074,457.238,575.589,0.0,1644.78471518,4.80946494314,457.905807321,-578.153,575.579,6451.20521432,4911.54797746,575.603881208
3681,3657.06570172,0.979492,1995.63254387,3681,389.074,3657.06570172,229.21,575.586158504,3657.06570172,457.348,575.575,0.0,1570.28770147,4.49150124609,466.730312083,-578.055,575.57,6183.90376541,4666.4769708,575.58173275
3682,3744.73725311,0.983782,188.901585296,3682,407.078,3744.73725311,229.214,575.432693545,3744.73725311,457.454,575.437,0.0,1834.63043013,4.53485384247,379.921742336,-577.698,575.429,5182.07993,3392.35059239,575.430399538
3683,3953.34369894,0.987815,-6.07434217044,3683,361.675,3953.34369894,229.223,575.621869622,3953.34369894,457.632,575.59,0.0,1654.85880978,4.45990931017,368.042567521,-578.056,575.587,4918.77630001,2111.61040183,575.621452381
3684,3726.44745166,0.990952,681.431002948,3684,386.986,3726.44745166,229.224,575.605676918,3726.44745166,457.771,575.612,0.0,897.626521576,4.42172055103,374.118427621,-578.064,575.611,3901.55536067,1339.05857348,575.604863696
3685,3519.33271541,0.990274,-125.461313253,3685,330.866,3519.33271541,229.233,574.787668831,3519.33271541,457.821,574.78,0.0,1543.81858095,4.27643590751,356.844979286,-577.283,574.773,4734.38617316,1692.47245533,574.785433652
3686,3474.97624971,0.986649,-252.035033047,3686,313.813,3474.97624971,229.226,575.175690681,3474.97624971,457.851,575.18,0.0,1713.4084518,4.31485211397,384.806045847,-577.772,575.173,5694.93568423,2731.76707668,575.171806237
3687,4007.03410553,0.98953,62.8268444503,3687,382.272,4007.03410553,229.233,575.550991082,4007.03410553,457.949,575.527,0.0,2288.88809331,4.41929148615,385.377286897,-577.857,575.521,6014.74114302,2632.3249516,575.544848009
3688,3693.73075563,0.979693,1228.29809972,3688,257.157,3693.73075563,229.288,575.376316048,3693.73075563,458.013,575.382,0.0,1326.95611018,4.06162702838,405.183130337,-577.753,575.377,5623.49949328,4738.64710733,575.374601793
3689,1752.28988313,0.972261,5880.47067465,3689,319.928,1752.28988313,229.192,574.674677143,1752.28988313,458.088,574.663,0.0,177.827857992,4.15384575732,469.303857747,-577.155,574.65,6444.5164612,6107.47875214,574.6677863
3690,3748.68080329,0.982038,212.925996757,3690,377.953,3748.68080329,229.199,575.742934755,3748.68080329,458.193,575.759,0.0,2185.49854138,4.43165415039,441.920523399,-578.291,575.745,5962.58303944,3699.72062052,575.733299467
3691,3964.88291457,0.989935,-228.352209815,3691,438.429,3964.88291457,229.196,575.280130191,3964.88291457,458.346,575.252,0.0,2013.68715173,4.63142245578,334.282964744,-577.745,575.232,5520.85210559,2220.59463139,575.269906158
3692,3900.89237089,0.97883,297.260968479,3692,352.044,3900.89237089,229.256,575.427495491,3900.89237089,458.378,575.434,0.0,1442.2320334,4.37263024966,368.895129666,-577.931,575.407,5057.91660285,3893.5372973,575.416035494
3693,3554.40587987,0.983093,-401.109765491,3693,298.096,3554.40587987,229.27,575.65639351,3554.40587987,458.481,575.655,0.0,1830.57696784,4.10677283261,359.394188659,-578.28,575.642,5350.0938722,3716.94284758,575.645282472
3694,3858.28654986,0.974842,4333.13508453,3694,404.382,3858.28654986,229.32,576.412033214,3858.28654986,458.55,576.413,0.0,336.230372142,4.39932804927,410.833247579,-578.953,576.397,5429.87281921,4891.06094893,576.403107633
3695,3627.39955872,0.98282,159.652290265,3695,294.845,3627.39955872,229.386,576.347623867,3627.39955872,458.604,576.338,0.0,1977.86215903,4.19914549782,412.040821073,-578.77,576.326,5591.18932952,3142.79333262,576.335514134
3696,3676.28979058,0.974736,1684.80399034,3696,329.056,3676.28979058,229.417,576.34310061,3676.28979058,458.665,576.364,0.0,1477.59801046,4.20371632561,448.207143361,-579.039,576.353,6088.50134943,5166.61036274,576.33858767
3697,3596.19011589,0.98452,324.293138948,3697,439.261,3596.19011589,229.381,576.321057412,3596.19011589,458.814,576.292,0.0,1630.70892888,4.61587187137,370.11965671,-578.793,576.283,4793.96028823,2917.57396717,576.316075496
3698,3974.97544867,0.989608,145.423512868,3698,337.178,3974.97544867,229.432,576.999487369,3974.97544867,458.943,577.003,0.0,1562.78064868,4.30336481722,413.715172079,-579.637,576.988,5967.29504255,1574.19777,576.994533878
3699,3942.29463819,0.977166,4312.04342142,3699,284.074,3942.29463819,229.481,577.89046667,3942.29463819,458.984,577.892,0.0,419.263065137,4.26096991724,422.067613302,-580.598,577.875,5765.25885206,5328.5828294,577.880841643
3700,4097.29012846,0.975436,1842.41630258,3700,307.602,4097.29012846,229.533,576.557720597,4097.29012846,459.047,576.556,0.0,1384.97590539,4.11506425821,453.141279819,-579.292,576.542,6023.19775836,5169.79309127,576.5484699
3701,3859.6682047,0.981031,596.274457686,3701,426.646,3859.6682047,229.541,576.412130589,3859.6682047,459.167,576.416,0.0,1509.8931053,4.60578731214,364.324982006,-579.065,576.403,4993.7090199,4073.12215712,576.404517584
3702,3791.57983852,0.983273,2257.28934362,3702,271.188,3791.57983852,229.611,577.25537602,3791.57983852,459.236,577.231,0.0,1345.23380839,4.04902102662,471.750449094,-579.888,577.219,6539.32353735,5487.09033988,577.250360621
3703,4178.9516297,0.971169,5804.05990142,3703,409.826,4178.9516297,229.661,577.861878724,4178.9516297,459.3,577.868,0.0,163.790264379,4.50479972948,488.976498703,-580.406,577.855,6358.09790791,6122.73668365,577.856607558
3704,3637.50316528,0.974732,2400.33617586,3704,462.45,3637.50316528,229.688,578.272054252,3637.50316528,459.39,578.271,0.0,1182.25675841,4.61116860084,440.544680803,-580.748,578.259,6139.49422513,4937.60285073,578.267290678
3705,3883.23257818,0.986386,85.0384544037,3705,361.093,3883.23257818,229.703,577.112084533,3883.23257818,459.452,577.102,0.0,2230.79777648,4.32906202431,438.58589553,-579.462,577.093,6185.04579464,4002.8865612,577.10631486
3706,3789.41365217,0.985116,104.669830078,3706,340.743,3789.41365217,229.788,578.181997534,3789.41365217,459.551,578.177,0.0,2276.62119713,4.27281535572,389.980136348,-580.55,578.169,5879.54654445,2761.08267555,578.179044196
3707,3521.7217452,0.984236,-76.6153931615,3707,451.465,3521.7217452,229.835,577.781373278,3521.7217452,459.667,577.782,0.0,2335.07814557,4.73083590667,385.39893513,-580.312,577.768,5817.91362805,3141.38119181,577.775565311
3708,3662.46238192,0.990389,-312.91465285,3708,380.265,3662.46238192,229.855,577.430684461,3662.46238192,459.78,577.421,0.0,2499.17817626,4.40604745299,337.573455119,-579.864,577.396,6250.70708169,2001.22356925,577.423176472
3709,2281.78396555,0.984334,-32.3511501813,3709,325.894,2281.78396555,229.918,577.04690273,2281.78396555,459.854,577.052,0.0,2130.67363849,4.30482340344,386.921257002,-579.666,577.028,5704.44037877,3450.50096083,577.038232522
3710,3592.45405787,0.985109,395.08713393,3710,441.669,3592.45405787,229.902,576.447991906,3592.45405787,459.984,576.466,0.0,1617.81142884,4.72708708529,393.94258938,-579.095,576.438,5766.02759652,4498.89248265,576.440764878
3711,4028.06971325,0.981851,3537.7751472,3711,415.551,4028.06971325,229.852,576.718901219,4028.06971325,460.065,576.714,0.0,715.76805989,4.5614418443,451.55483673,-579.334,576.689,6132.71018481,5628.11256223,576.705805376
3712,3704.19566894,0.97757,3981.29352966,3712,375.012,3704.19566894,229.83,577.25377832,3704.19566894,460.109,577.265,0.0,601.648149823,4.50869049954,462.77087574,-579.778,577.233,6131.59231442,5655.53906539,577.244380886
3713,1611.25997795,0.978107,937.104844191,3713,256.329,1611.25997795,229.923,578.349655599,1611.25997795,460.186,578.361,0.0,1601.27243989,4.21634156956,481.6642763,-580.839,578.344,6500.7790867,5724.06800756,578.343630565
3714,3785.38988125,0.985013,1546.66661588,3714,451.424,3785.38988125,229.952,577.109624083,3785.38988125,460.3,577.106,0.0,1665.179822,4.75794988202,462.934096107,-579.567,577.086,6483.42371761,5135.30440391,577.099653483
3715,3665.68387742,0.973861,-350.2798344,3715,306.752,3665.68387742,230.001,577.364792928,3665.68387742,460.345,577.357,0.0,1979.10574689,4.30966237939,462.956315527,-579.859,577.335,6395.1305815,5183.36351464,577.34946103
3716,3918.58472615,0.980619,1030.26859075,3716,381.844,3918.58472615,230.042,578.654532763,3918.58472615,460.399,578.644,0.0,1687.01773908,4.5050679679,506.900939704,-581.1,578.63,6799.83872264,5714.75875898,578.643085839
3717,3868.94265139,0.970361,6035.58471099,3717,425.964,3868.94265139,230.046,576.712329464,3868.94265139,460.504,576.712,0.0,109.775525851,4.6251911259,489.093134771,-579.154,576.7,6376.8647139,6249.02287258,576.704797636
3718,4002.5222852,0.986706,3292.51348851,3718,303.914,4002.5222852,230.083,577.067530109,4002.5222852,460.577,577.064,0.0,1070.70301841,4.24566886582,459.512328895,-579.583,577.039,6357.88530758,5398.1276481,577.052094096
3719,3661.49897298,0.978482,5646.29989885,3719,417.806,3661.49897298,230.116,576.762652144,3661.49897298,460.712,576.774,0.0,110.903012801,4.60974430948,452.385997471,-578.976,576.729,6003.66168122,5812.62442817,576.732248814
3720,3693.77982756,0.976277,6093.12603581,3720,434.487,3693.77982756,230.088,577.305576189,3693.77982756,460.833,577.311,0.0,85.0977716291,4.61725343398,494.282904832,-579.628,577.27,6360.76172657,6261.90573133,577.279373276
3721,3683.73499824,0.975948,1439.32909554,3721,360.12,3683.73499824,230.092,577.183893747,3683.73499824,460.9,577.176,0.0,1551.89263926,4.43305472238,497.491961706,-579.648,577.137,6745.49386543,5968.90379713,577.151164628
3722,3965.96472527,0.971091,5779.20661078,3722,387.725,3965.96472527,230.1,576.170897186,3965.96472527,461.062,576.176,0.0,139.340795093,4.52443955963,468.622749636,-578.572,576.128,6273.92715565,6096.28802995,576.131107505
3723,3978.04139907,0.973605,6516.78726283,3723,329.165,3978.04139907,230.12,576.939693406,3978.04139907,461.109,576.933,0.0,162.580407274,4.28892290017,526.116310242,-579.323,576.866,7096.42958851,6781.49347282,576.877487437
3724,3908.09289597,0.978524,6322.67181727,3724,379.818,3908.09289597,230.159,575.799219705,3908.09289597,461.179,575.809,0.0,68.9673198958,4.5199493991,503.560941515,-578.154,575.711,6536.76577024,6428.19690676,575.711897154
3725,3370.21677822,0.98712,5907.78588058,3725,395.592,3370.21677822,230.168,575.572181882,3370.21677822,461.296,575.553,0.0,174.983545553,4.47918079649,481.992485135,-577.953,575.438,6421.9171838,6222.39988868,575.466717451
3726,4006.45303701,0.985479,526.778756711,3726,265.466,4006.45303701,230.237,576.247496075,4006.45303701,461.283,576.25,0.0,1706.04661758,4.05344254381,458.210700525,-578.672,576.151,6498.47416786,5515.68124506,576.153912644
3727,4021.1600559,0.98833,5774.42449829,3727,269.934,4021.1600559,230.232,576.49549117,4021.1600559,461.332,576.518,0.0,106.380760546,4.051031253,458.211122574,-578.895,576.422,6135.51678681,5944.72452378,576.413874797
