AverageQ,AverageAbsQ,AverageAction,AverageReturn,AverageEsReturn,StdReturn,MaxEsReturn,MinReturn,QFunRegParamNorm,AverageDiscountedReturn,MinEsReturn,AveragePolicySurr,MaxReturn,AverageAbsQYDiff,AverageQLoss,Iteration,PolicyRegParamNorm,AverageAbsY,StdEsReturn,Epoch,AverageY
1.40401,1.40856,0.999983,400.075138883,355.731723348,30.9209876839,446.150765362,317.556731106,95.7771,130.621741616,234.53636825,-1.41065,480.816219748,0.0300823570058,0.00529957,1568,110.073,1.40841650325,68.0891691822,1568,1.40408193076
1.40895,1.41296,0.999892,160.07546798,297.928866632,178.318376351,564.05475211,14.812428061,95.8009,62.6643026519,85.637155888,-1.41581,855.49694236,0.0278640999911,0.00400851,1569,110.083,1.41234303843,181.912849449,1569,1.40880958437
1.40799,1.41151,0.999924,229.855391439,190.808371722,139.92888496,336.097433874,51.1872911465,95.8218,93.9808205975,35.209629116,-1.41523,666.19365137,0.0292244287407,0.00455335,1570,110.095,1.41143006456,127.275439201,1570,1.40800480127
1.4075,1.41095,0.999968,388.369196867,260.842061861,92.6397566417,398.622629701,45.6588671126,95.8565,133.743678767,41.2072016704,-1.41509,499.847501223,0.0293666966554,0.00475834,1571,110.077,1.41085214883,131.250987806,1571,1.40756466812
1.40721,1.41074,0.999961,105.372565745,311.039543217,140.393024008,497.191534421,26.696799485,95.8818,46.6554241708,67.7740938779,-1.41485,587.317272045,0.0294813515862,0.00461951,1572,110.062,1.41037916279,175.875161199,1572,1.40714645388
1.40616,1.40951,0.999966,420.716314895,289.397733875,58.3942292607,444.858767732,63.9499522759,95.901,140.935751671,123.141292331,-1.41367,483.048054572,0.0290075755413,0.00435442,1573,110.0,1.40924071851,126.158873583,1573,1.40616544016
1.41341,1.41627,0.999978,377.582318179,405.955760124,91.5940302146,489.996595358,130.633231373,95.9305,122.289054918,282.674794948,-1.42169,587.291654806,0.0291065303985,0.00451401,1574,109.995,1.41608028888,70.4270590406,1574,1.41343037414
1.4133,1.41591,0.999992,387.460160036,322.169689202,35.3963235731,502.861983822,323.033550983,95.9505,140.367011969,45.536172203,-1.42154,522.492743678,0.0304695839247,0.00512879,1575,110.051,1.41573204399,141.796491274,1575,1.41337746069
1.40995,1.41259,1.0,755.526717927,436.313680632,176.082662594,807.554368374,167.201929091,95.9874,160.951740211,137.767956806,-1.41807,1078.51364243,0.0297045334036,0.00482593,1576,110.174,1.4125057525,249.184036287,1576,1.40994949238
1.41069,1.41326,0.999998,366.359556045,357.898088928,33.2443271574,877.971727555,248.798372791,95.9995,131.887328149,27.0394928019,-1.41921,443.420713325,0.0289300109249,0.00443108,1577,110.211,1.41304806794,378.62963296,1577,1.41071226151
1.41436,1.41667,0.999992,355.957287209,203.573056965,22.2431466645,472.022091847,322.973235884,96.0282,132.110458011,51.3956208192,-1.42367,444.833645741,0.0277332921865,0.00386033,1578,110.213,1.41649773038,172.575634837,1578,1.4144915512
1.41429,1.41611,0.999925,349.381731867,334.389766828,17.231653156,443.922047137,321.8555192,96.0272,133.815891306,138.710747181,-1.42236,396.68857473,0.0284576768498,0.00429626,1579,110.16,1.41595391076,95.9042267782,1579,1.41433212772
1.41887,1.42096,0.999936,130.080414421,247.697120667,118.560296343,440.375549199,24.4397165809,96.0445,56.4617112305,35.8602303909,-1.42753,380.595912471,0.0306379412327,0.00556941,1580,110.167,1.42070864944,127.726318957,1580,1.41905751535
1.41745,1.41916,0.999922,278.044395307,97.858776609,136.844363487,347.121712031,34.1717320359,96.0827,100.923730575,10.5971292933,-1.42646,457.698351872,0.0282690472794,0.00440486,1581,110.208,1.41857279491,114.573531658,1581,1.41732294039
1.41626,1.41785,0.999935,309.689152926,139.229342741,19.1363145969,383.98732038,274.01357504,96.1068,133.08786371,23.9013239932,-1.42517,344.812506445,0.0283361655128,0.00446085,1582,110.208,1.41743740887,124.354693483,1582,1.41623647144
1.42312,1.42449,0.999995,353.102555017,237.968790231,65.6199551929,364.755783131,29.5923049798,96.1313,122.311585741,51.4189583244,-1.43305,419.253497679,0.0292817352273,0.00491094,1583,110.181,1.42409133216,128.859594354,1583,1.42312847321
1.42343,1.42476,0.999887,200.639337615,260.389966718,125.411300056,434.959166652,33.850804927,96.1642,87.7149961189,16.7812719899,-1.43217,440.038298205,0.0293488365512,0.00485888,1584,110.183,1.42431053418,152.423165699,1584,1.42340613345
1.42391,1.42513,0.999971,329.552507817,134.468467122,43.0556399915,317.917900224,77.5782879647,96.1769,125.737738094,8.58280750696,-1.43216,380.6413673,0.0286899819823,0.00479298,1585,110.188,1.42488995592,124.060557988,1585,1.42402218159
1.42304,1.42409,0.999966,275.210249213,243.434679205,46.8555373258,360.668787738,68.7933652803,96.1885,130.467518179,77.621326569,-1.43056,356.643597834,0.0292897796679,0.00558879,1586,110.155,1.42364121067,96.8790189419,1586,1.42296423514
1.42696,1.42826,0.999899,93.8465586912,229.568228644,93.5226450539,369.254274169,42.6801274364,96.172,46.6736298955,36.1309620313,-1.43417,439.553712631,0.0271165124353,0.00355729,1587,110.159,1.4277804077,114.820879991,1587,1.42702894991
1.42483,1.42592,0.99995,308.393225128,192.554854596,50.3585880763,312.816400126,74.2255669892,96.2037,126.212415033,43.4501418208,-1.43186,375.105991702,0.0282172036775,0.00463234,1588,110.168,1.42573562931,100.098007659,1588,1.42490750299
1.42312,1.42457,0.999932,144.867873628,298.699140949,129.47786648,397.186224888,31.8844077561,96.2403,66.2976040109,183.845504443,-1.43152,349.579342837,0.0285925544295,0.00455625,1589,110.159,1.42422762364,61.0750226141,1589,1.42322239977
1.42597,1.42741,0.999862,69.9905042609,214.066658054,14.4518239137,359.354035143,48.3985917015,96.2674,44.3723844408,14.6963333421,-1.43335,126.946748679,0.0273654882034,0.00427667,1590,110.203,1.42695336489,145.893887273,1590,1.42592797364
1.42875,1.43017,0.999857,175.52503698,173.743139824,137.680376696,392.197015526,62.400782448,96.2689,57.9233723243,38.1970390161,-1.43587,647.760083144,0.0267314138666,0.00352026,1591,110.205,1.42979227193,150.15067553,1591,1.42879482365
1.42516,1.42657,0.999983,336.815613452,302.370972207,34.8587872669,409.023002056,288.088300068,96.2819,122.909491187,57.501615195,-1.43317,476.806276397,0.0270018136599,0.0036571,1592,110.271,1.42600932898,124.862381103,1592,1.42512671046
1.4283,1.42981,0.999954,351.750496125,279.935546092,80.1599619809,361.101061594,65.5377775293,96.3068,103.868491538,34.9643070588,-1.43467,516.550234717,0.0280843684132,0.00447362,1593,110.342,1.42950500852,123.736333861,1593,1.42826340167
1.42402,1.42587,0.999908,198.595087369,179.53021645,135.561963475,408.867328476,38.0062681333,96.3532,83.0165503297,14.5469148912,-1.43068,406.664661812,0.0287257735822,0.00497742,1594,110.312,1.42550718332,151.679094252,1594,1.42399750846
1.42557,1.42731,0.999969,336.890989463,168.10083164,40.377911758,334.398734991,163.916959108,96.3681,124.192483029,9.90551782179,-1.43381,459.837470331,0.027895809235,0.00437452,1595,110.276,1.427026788,131.675513429,1595,1.42560578997
1.42278,1.42425,0.999958,36.2581625601,269.734787193,45.1662057777,337.220826498,-6.53544633917,96.3783,27.5178531094,27.4835125663,-1.43081,472.510930222,0.0287614210338,0.00456232,1596,110.323,1.42398308271,109.209984638,1596,1.42288179779
1.42683,1.42838,0.999941,35.4465357481,199.091595471,14.6297812382,446.891222617,12.952494482,96.3816,29.9680778286,14.2198896743,-1.43388,109.235373133,0.0281324691165,0.00441293,1597,110.308,1.42828251838,166.495069587,1597,1.42680303993
1.42811,1.43005,0.999894,76.0673877091,82.738387633,111.530297779,376.987201958,5.2711104653,96.4221,37.6428816437,-16.6202222229,-1.43455,383.740370704,0.0293088441594,0.00482058,1598,110.284,1.42972460092,122.803302533,1598,1.42812059587
1.42331,1.42522,0.99996,307.408549221,221.268626444,87.6229151351,342.467927193,45.8931989066,96.4608,120.089502391,36.4581566908,-1.42982,393.117377098,0.0279682473511,0.00415256,1599,110.272,1.42492546153,128.819285922,1599,1.42324368983
1.42458,1.42684,0.999981,315.756805496,304.623984521,43.019376163,403.890760864,68.2837811948,96.4822,128.887806391,246.046810614,-1.43114,390.505575085,0.0282668986268,0.00452135,1600,110.281,1.4264652132,52.4163239972,1600,1.42455200321
1.42345,1.42533,0.999958,318.595951593,133.657964856,38.6736362707,386.78339344,258.190138792,96.4811,133.063511604,9.87491687149,-1.42972,464.679856531,0.0280715943336,0.00439239,1601,110.326,1.4251474335,150.661667111,1601,1.423451719
1.42422,1.42622,0.99996,125.585074958,193.706530781,123.095592216,359.797483554,29.3598335666,96.5198,53.855322514,-1.87054307979,-1.43092,403.560880274,0.028321647331,0.00432824,1602,110.375,1.42606955571,141.562399985,1602,1.42426366926
1.42272,1.4248,0.999914,56.9035201268,119.084866961,76.2338973469,333.930437924,18.452612114,96.546,33.3183451173,14.4656709624,-1.42923,442.991607169,0.0287588251253,0.00446371,1603,110.359,1.42456340394,125.263317347,1603,1.42279090842
1.41988,1.42203,0.999919,63.5184687826,234.471083986,65.333883991,365.892798295,24.4036490485,96.5832,39.5088473716,41.3148283614,-1.42712,396.685378632,0.0289234443464,0.00485426,1604,110.348,1.42184846081,133.339218453,1604,1.41985207921
1.42172,1.42426,0.999872,73.8664094028,221.129339469,61.2686754926,389.160318741,25.4834886581,96.592,42.6302588725,33.9786593598,-1.42891,374.708055094,0.0288545940846,0.00466443,1605,110.385,1.42382684999,140.533782966,1605,1.42173090246
1.41481,1.41746,0.999898,140.648490637,73.8473261402,134.190157671,261.391907234,33.160767149,96.6351,61.77721089,12.5683156291,-1.42171,619.080335591,0.0285367176222,0.00470203,1606,110.333,1.41723309143,78.3454205551,1606,1.41481997691
1.41252,1.41546,0.999873,51.0298228523,39.9257355538,29.0968646222,73.6079183572,17.8892583162,96.6673,39.1948985308,8.18348906982,-1.41903,161.614668825,0.0280058955738,0.00416732,1607,110.349,1.41527632975,21.9423643648,1607,1.41251030015
1.42069,1.42356,0.999918,232.486012129,29.6846299741,148.769363196,67.9300898029,29.7106808556,96.7075,90.880865437,-1.04829151982,-1.4266,515.424641264,0.0279729365957,0.00359129,1608,110.36,1.4230731647,22.3178689909,1608,1.42064292355
1.41306,1.41569,0.999955,112.887961109,353.177565385,69.8851269895,498.124038436,70.3658638809,96.7184,62.7317328226,63.4427370351,-1.41949,514.801669822,0.0290818118512,0.0048072,1609,110.355,1.41545228934,152.388326623,1609,1.41304365949
1.41133,1.41403,0.999952,126.745703169,162.2518194,90.6534015908,278.074952976,52.7757097511,96.7579,69.625757777,78.4642427128,-1.41677,353.831715934,0.0297748879812,0.00501731,1610,110.339,1.41378392911,76.3125927181,1610,1.41132352184
1.4132,1.41528,0.99995,148.689584731,345.477857971,118.609580124,462.02470313,67.5798653298,96.7792,69.6539473471,35.676025425,-1.41968,481.193760673,0.0293980432152,0.00467999,1611,110.4,1.41504632468,156.704063153,1611,1.41321526854
1.40759,1.40976,0.999936,121.9582895,91.03259983,72.5941002024,161.108515019,60.2389949883,96.7964,67.6446251027,49.1816045056,-1.41417,310.107266484,0.0288328539081,0.00396108,1612,110.47,1.4093515418,34.0364474452,1612,1.40748713232
1.40677,1.40892,0.999995,347.628915795,104.64599696,57.3592086081,154.852370968,111.038886822,96.8126,125.79010137,62.1997748622,-1.41335,450.685174852,0.0293690727555,0.00438124,1613,110.465,1.40843928716,33.6735042152,1613,1.40679780503
1.40959,1.41154,0.999975,347.118154403,254.821255003,61.2649962724,338.240502385,113.837195289,96.8291,126.002861627,34.5685486765,-1.41665,416.754831028,0.0289425659227,0.00452937,1614,110.474,1.41129447237,114.627987297,1614,1.40964911237
1.40914,1.41112,0.999999,336.509340942,310.438264468,69.0373332987,343.240688622,129.532317194,96.8616,120.40903316,184.535005219,-1.41633,500.101456,0.0285431744892,0.0042166,1615,110.463,1.41093081687,56.8748208101,1615,1.40913892855
1.40769,1.40964,0.99997,330.865074554,273.954946034,91.5616844917,454.218660561,106.192970197,96.8837,116.27873798,78.9723419566,-1.41484,453.751608351,0.0302328962958,0.00483626,1616,110.439,1.40925303169,136.088058873,1616,1.40765152483
1.40641,1.40827,0.999957,302.93349047,304.211285419,19.0965251852,378.500987697,240.102496629,96.8945,134.897822712,182.291601756,-1.41287,334.633970593,0.0301357560416,0.00524024,1617,110.456,1.40797088609,61.1553940151,1617,1.4064361232
1.4067,1.40881,0.99995,284.958317436,297.201581232,24.1766821566,392.12983197,220.40606784,96.9328,130.22160506,193.006320242,-1.4137,326.97914557,0.0299519197592,0.00451329,1618,110.44,1.40838188684,58.6200714663,1618,1.40676270347
1.40594,1.40791,0.99996,295.2759745,297.09111992,21.9269784275,480.492448865,250.561972517,96.97,133.019151945,14.0459963805,-1.41278,335.575456479,0.0298761767836,0.00488178,1619,110.537,1.40750809106,130.22448079,1619,1.40588323623
1.40082,1.40303,0.999972,295.431482661,293.292434932,30.2871701813,390.959731354,254.37782333,96.9782,129.336832084,51.1535312087,-1.4081,414.48755278,0.0288484363299,0.004264,1620,110.577,1.40270711833,112.762464546,1620,1.40090382058
1.40664,1.40897,0.999961,293.613625352,292.226041595,16.9794896663,359.864343032,258.830230524,97.0184,128.577654664,138.268986342,-1.41346,329.053617582,0.0300203495796,0.00479784,1621,110.563,1.40865918458,79.3547629237,1621,1.40669283228
1.40521,1.40724,0.999993,304.947668648,257.755077941,24.1581759609,360.884727584,244.755630344,97.0099,130.474954491,70.1639667694,-1.41136,362.231567391,0.0294121594147,0.00485298,1622,110.593,1.40697786059,127.261142413,1622,1.40525447918
1.40287,1.40524,0.999909,287.984114719,346.639711982,18.0721981473,473.217835572,249.146239402,97.0394,132.382686081,189.784754411,-1.40953,323.322443479,0.0296878680892,0.00458761,1623,110.628,1.40503971412,96.9262747535,1623,1.40289489062
1.40366,1.40612,0.999939,296.336322765,227.610825857,18.9689858666,411.621870123,264.991119388,97.0584,129.052032484,46.9263187155,-1.40988,359.827102405,0.0286517617123,0.00411748,1624,110.663,1.40579777406,130.591709265,1624,1.40368551821
1.39723,1.39983,0.999963,301.285888148,272.662140693,18.5731413034,391.929878876,258.988323525,97.0712,126.663378063,57.1410886488,-1.40343,344.398913666,0.0286129637699,0.00414058,1625,110.658,1.39955318189,125.505994087,1625,1.39717593813
1.40018,1.40258,0.999929,303.020684495,272.43133988,26.3393713414,399.284101295,245.217143076,97.0945,126.860806538,17.060402748,-1.40709,365.736734757,0.0301016727078,0.00464068,1626,110.613,1.40232525396,130.173726372,1626,1.40026268433
1.39945,1.40199,0.99998,288.619221996,288.564290711,20.2600346187,345.989756274,253.611495506,97.1107,131.886683968,143.829501114,-1.40554,349.675602937,0.0292314170335,0.0040073,1627,110.632,1.40169601198,73.3382531693,1627,1.39953765779
1.39711,1.39977,0.999938,298.976959015,253.985296551,19.3615189968,340.180580587,261.97840814,97.1252,128.613419567,70.6946873523,-1.40365,358.30589474,0.0295426151582,0.00430543,1628,110.709,1.39941769162,104.762337637,1628,1.39707345782
1.39685,1.39964,0.999952,298.299322626,211.951200756,94.3641067565,292.170256067,52.4110826009,97.147,112.350705982,23.2035617287,-1.40202,419.656716807,0.0294697261606,0.00434758,1629,110.771,1.39933082134,99.22986016,1629,1.396886687
1.39176,1.39485,0.999902,313.336279989,80.4536258174,94.2955414441,355.294226756,55.2893477753,97.1688,115.881512717,4.57195032549,-1.39745,512.141624002,0.0292363816162,0.00415574,1630,110.833,1.39436047197,114.677411752,1630,1.39165631569
1.39035,1.39348,0.999987,283.219806015,278.456880488,17.7476851753,433.49056504,237.045851859,97.1821,132.994858055,15.6803930638,-1.39521,325.126501703,0.0286779821866,0.00373201,1631,110.867,1.39329056967,161.605977579,1631,1.39032293144
1.38576,1.38882,0.999945,331.693962661,316.184500002,48.3320900093,404.255048223,33.3179524121,97.2124,129.166189903,128.364117201,-1.39103,408.739272871,0.030576559014,0.00482946,1632,110.9,1.38851610707,96.6044202485,1632,1.38578618523
1.39334,1.39669,0.999923,304.974490622,344.266330979,97.4205591109,428.978152936,36.8784940199,97.2318,118.579390259,215.277795839,-1.39925,644.532594664,0.0299175797681,0.00429182,1633,110.881,1.39627265024,72.6970034357,1633,1.39330692875
1.39323,1.39618,0.999959,307.626860141,300.866711339,16.8200085499,381.824911085,251.809975309,97.2521,131.94886862,155.444430011,-1.39978,346.553583119,0.0296539693705,0.00477986,1634,110.876,1.39598879084,74.5886566131,1634,1.39328234556
1.38613,1.38902,0.999959,302.928843716,219.101665746,11.6588083785,375.603301325,280.297693179,97.2837,131.311861203,66.224500314,-1.3923,339.321480358,0.030094404069,0.00467176,1635,110.902,1.38870973497,133.139719985,1635,1.3861199624
1.38407,1.38689,0.999915,312.144883708,233.416846813,19.4441906836,328.156250453,250.628221197,97.2951,133.935714731,56.6999492374,-1.39013,346.639831656,0.0306982049035,0.00487725,1636,110.905,1.38653649534,96.2427287139,1636,1.3840245675
1.38072,1.38367,0.999953,303.500777324,289.333134348,25.7508055142,456.74521561,261.448065133,97.3481,131.049366228,21.6791387995,-1.38676,351.834945003,0.0300761716695,0.00480177,1637,110.926,1.38331274492,162.784033905,1637,1.38076593142
1.38736,1.38998,1.0,281.024663909,277.259900754,7.63107295688,433.994283536,260.419059126,97.3627,132.861243354,61.4413142064,-1.39435,300.655156119,0.0295127460547,0.00435641,1638,110.958,1.38981369532,120.528519878,1638,1.38732523761
1.38528,1.38841,0.999984,301.043344855,312.842079083,20.5141040951,379.807792215,265.73276485,97.3638,126.61470537,64.2712568849,-1.39182,367.549254111,0.0307995340036,0.00511365,1639,110.96,1.38805253532,112.888995501,1639,1.38525679578
1.38846,1.39131,0.999971,311.033589714,283.252614158,20.0158383346,554.15198578,258.452204886,97.3938,134.845734458,18.2621376219,-1.39397,351.446544653,0.0292298178833,0.00396944,1640,111.002,1.39117389847,173.598845585,1640,1.38846555331
1.38089,1.38389,0.999987,303.579005936,263.2929991,9.31002433003,447.458157004,286.689114966,97.404,138.439018844,38.7007450768,-1.3867,328.887465118,0.0298116564119,0.0046022,1641,111.001,1.38348666383,147.876718637,1641,1.38085724701
1.38028,1.38322,0.999956,307.671253064,362.468882745,42.6129085903,400.247119944,171.15707449,97.4331,131.469688986,262.272400478,-1.38699,459.162635378,0.0313608907449,0.00495016,1642,110.956,1.38288307676,52.0793124909,1642,1.38031175869
1.38891,1.39166,0.999974,322.5758226,321.685252913,32.2180075374,371.917541992,270.862816433,97.4461,137.56013424,273.930195878,-1.39565,522.480924416,0.0286954963894,0.00361828,1643,111.02,1.39131814936,31.9813387468,1643,1.38890755983
1.3798,1.38236,0.999973,302.063728123,375.172988002,87.4834967998,439.921865477,90.2813838006,97.4821,120.346443173,282.227032385,-1.38652,502.04812473,0.0300492525586,0.00414475,1644,111.032,1.38190524427,58.4918065528,1644,1.37974509602
1.38276,1.38521,0.999949,309.341390689,340.91332918,118.299443805,459.914515242,77.6337551657,97.4863,108.937129816,119.149714626,-1.38962,447.949696234,0.0315300176115,0.005333,1645,111.071,1.38492935244,120.666277135,1645,1.38281560085
1.3795,1.38217,0.999908,290.227886961,189.563619208,17.9900323684,385.133813583,259.765873119,97.5019,132.701362662,65.6159132212,-1.38706,392.381134204,0.0305880560611,0.00461853,1646,111.119,1.381941766,121.944989918,1646,1.3793593215
1.38566,1.38819,0.999952,290.519116103,248.222926424,14.2274038955,368.529900127,269.144876599,97.504,132.619453494,71.2218384879,-1.3909,348.297764858,0.0305854463745,0.00481075,1647,111.111,1.38801828679,100.681996137,1647,1.38568175062
1.37964,1.38262,0.999967,317.624451046,252.483702067,11.3281620108,285.543710734,297.228433786,97.5286,139.822217582,203.952897208,-1.38605,342.251909403,0.0301186583671,0.00459115,1648,111.137,1.38224639194,28.235803178,1648,1.37969175217
1.37688,1.37969,0.99995,327.108670494,282.611221532,33.8822523648,344.328480498,293.117932587,97.5535,134.848790374,66.3844918032,-1.38274,395.908832813,0.0305181716023,0.0049391,1649,111.169,1.37939647905,90.4871672841,1649,1.37688445499
1.38301,1.38577,0.99997,313.093267618,205.419007837,12.309964508,385.800473287,293.362853156,97.5698,139.130045349,4.46796006594,-1.38876,357.073516375,0.0300094837952,0.00443719,1650,111.188,1.38546125662,162.371935962,1650,1.38292640296
1.38146,1.38407,0.999957,323.015511892,331.288029671,23.753580532,400.028184153,283.051217333,97.5839,138.713836489,236.646180861,-1.38858,376.009330118,0.030322184114,0.00495313,1651,111.147,1.38390333205,53.9699213809,1651,1.38153227312
1.38062,1.38368,0.999982,325.989563779,222.730449192,30.4723450018,387.584538225,270.598935727,97.6055,134.099705549,42.3102911492,-1.38706,410.744511679,0.0291921654074,0.00431185,1652,111.158,1.3832919992,138.561943097,1652,1.38059410453
1.37565,1.3787,0.999951,309.011089208,330.140451682,11.9271307481,490.283845363,286.294345249,97.6252,138.552145869,134.057455799,-1.38164,345.079614718,0.0314155624181,0.00542642,1653,111.151,1.37840314473,106.58100158,1653,1.37564344327
1.37556,1.37858,0.999911,307.370550998,218.463964935,10.4131160765,409.660115197,285.877525618,97.6591,140.037122958,31.4982196192,-1.38208,330.203132457,0.029873288208,0.00424477,1654,111.136,1.37839928899,167.486764662,1654,1.3756747386
1.37785,1.38145,0.999955,323.122451978,333.116890831,23.1570469675,494.823643829,284.096124429,97.682,141.924526071,94.9305075387,-1.38416,415.23980025,0.0294776449268,0.00399608,1655,111.15,1.3811994,140.185484779,1655,1.37787763132
1.36656,1.36982,0.999967,353.886741636,304.912284309,34.8618622015,433.86717058,257.132120927,97.6867,133.51635037,64.9976678737,-1.37362,406.904729638,0.0300626584589,0.0045819,1656,111.194,1.36943156165,117.940706951,1656,1.36647499277
1.37123,1.37494,0.99999,304.643286045,185.063212976,9.53168272127,365.927205146,284.338854971,97.7103,138.972481834,25.2724540867,-1.37826,340.411286342,0.030724124892,0.00525123,1657,111.141,1.37457165637,133.640816932,1657,1.37127357936
1.37436,1.37808,0.99999,309.858710714,240.411861739,13.1068797391,353.186838863,272.069269967,97.7292,140.152246391,24.4692649141,-1.38076,350.047840482,0.0293655296659,0.00423404,1658,111.182,1.37780919816,124.986753617,1658,1.37431987892
1.36574,1.36927,0.999977,312.339020543,234.296021901,17.9722553008,382.355452221,282.263518529,97.743,137.784805209,34.6437264768,-1.37163,353.559665521,0.0300217720378,0.00498257,1659,111.205,1.3689568192,138.767830648,1659,1.36572998803
1.36699,1.37067,0.999992,302.516174761,283.973531047,10.0652961365,337.809432173,283.67581809,97.7573,138.296994398,160.64630277,-1.37357,330.885427357,0.0301695618053,0.00487063,1660,111.197,1.37033477269,62.0279322304,1660,1.36694804396
1.37132,1.37458,0.999926,314.106776491,227.122253825,11.6871335373,401.924879157,289.28089603,97.7742,140.600012413,52.7002825123,-1.37739,344.192480777,0.0299572462597,0.00469366,1661,111.221,1.37423027386,164.582952034,1661,1.37128348582
1.36689,1.37065,0.999982,307.066395588,272.781674861,6.31345254902,358.108130923,288.111288566,97.7997,137.472122618,34.9730442811,-1.37339,322.629953464,0.0302354222364,0.00445036,1662,111.306,1.37050344625,108.59078699,1662,1.36686998175
1.36999,1.37373,0.999996,309.892944559,353.957714578,22.3142265719,399.061357878,258.032586779,97.8149,131.263325322,310.426275177,-1.37727,362.540943872,0.0298222162357,0.00432236,1663,111.342,1.37338806611,26.6252224225,1663,1.36997900674
1.3619,1.36615,0.999972,319.179388885,190.51824739,17.1091681038,389.110366345,275.208301908,97.8447,130.196963349,27.1139529577,-1.36737,349.233515946,0.0311257502254,0.00560146,1664,111.363,1.3657555396,163.134862775,1664,1.36186907746
1.36282,1.36676,0.999967,356.042701179,449.339364758,22.3695760117,653.125693904,315.784320443,97.8762,136.675759258,255.24186897,-1.36778,422.2422583,0.0299582526519,0.00414479,1665,111.329,1.36644061789,145.609076774,1665,1.36280636017
1.36691,1.37106,0.999987,458.931861293,421.153479576,199.339431153,766.419807974,98.353804138,97.8864,152.344019086,57.9271047538,-1.3717,1038.5693261,0.0307632965795,0.00443275,1666,111.354,1.37080263887,332.087068064,1666,1.36690889227
1.36387,1.36853,0.999999,489.272625463,465.103016573,269.632071724,925.452506114,49.9057379748,97.9003,141.013667475,35.1193750607,-1.36785,1319.89617178,0.0316600308957,0.00577527,1667,111.371,1.36824583163,370.373477099,1667,1.3638393559
1.36538,1.36987,0.99997,394.48247088,397.334507584,37.0768327435,733.216531349,339.803777138,97.9361,154.476981577,51.2994389194,-1.3712,619.411293515,0.0301756802202,0.00421509,1668,111.333,1.36940897569,280.679653994,1668,1.36531741681
1.35834,1.36278,0.999975,945.431166451,385.794239519,251.507678807,621.966583479,59.6494455529,97.941,178.329347301,13.4823942876,-1.36386,1327.79213802,0.0304040521693,0.00491856,1669,111.395,1.36259283416,244.676164119,1669,1.35835191599
1.35488,1.35983,0.999995,766.674322143,246.141026887,203.221823616,637.073381911,145.826001136,97.9687,175.40673879,98.3942997793,-1.36075,1088.9344294,0.0305804178576,0.00429238,1670,111.412,1.35943969607,226.461175298,1670,1.35474014459
1.36009,1.36549,0.999999,441.575428306,626.865874868,53.4708270473,925.044756618,384.426243605,97.9737,153.259725035,388.229304284,-1.36638,687.327707787,0.0302185811782,0.00415325,1671,111.45,1.36526735709,206.758778573,1671,1.3600605165
1.36142,1.36695,0.999946,332.371949342,428.416418986,15.3341599556,1021.34400805,299.945099022,97.9864,142.567644695,82.0260844003,-1.36826,362.687730142,0.0302802727575,0.00408047,1672,111.421,1.36672194789,358.76369463,1672,1.36142504844
1.35899,1.36537,0.999963,289.726061407,334.940827879,8.01885335859,470.074014533,268.224439123,98.0113,134.821380591,52.4496498063,-1.36612,313.852279729,0.0321533517799,0.00530165,1673,111.403,1.36503620968,140.312657384,1673,1.3589387349
1.35653,1.36269,0.999959,302.383097157,309.595350466,25.0388300119,446.515143522,259.18787037,98.0438,132.944354924,124.195062167,-1.36248,372.278023741,0.0305993645802,0.00423695,1674,111.452,1.36262394121,114.005326717,1674,1.35658528786
1.36065,1.36693,0.999936,294.134060821,252.543314453,23.1986860206,405.639222614,249.557790261,98.0602,131.443814592,4.27869220323,-1.36775,354.655372228,0.0318266921098,0.00493272,1675,111.482,1.36681228398,148.023531036,1675,1.36067811472
1.35743,1.36395,0.999957,323.186999014,209.005380349,22.205360652,341.411713785,291.751627738,98.0703,136.360159849,11.7280134864,-1.36439,384.931128814,0.030939179908,0.00403383,1676,111.568,1.36377746754,135.733345324,1676,1.35738766588
1.36101,1.36763,0.999972,321.636783903,303.686966604,19.6885516572,412.389671663,248.708926177,98.0882,130.888011873,58.8802047394,-1.36797,352.938878354,0.0327206698315,0.00577738,1677,111.589,1.36729730992,113.424955108,1677,1.3609429195
1.36093,1.36718,0.999962,484.473687804,225.746797558,143.076719889,355.188550716,260.939520622,98.117,142.391261243,13.8903519549,-1.36612,872.274313894,0.030943041919,0.00414123,1678,111.719,1.36711643555,141.406427929,1678,1.36094500828
1.35388,1.36,0.999967,611.897905053,65.0494203649,156.30674958,164.128775278,93.1639224092,98.1211,144.966010498,7.64902322637,-1.35951,839.843599305,0.0312918759556,0.00453527,1679,111.738,1.35974556315,45.4891257571,1679,1.35380350868
1.35872,1.36494,0.999919,328.962897067,247.580990008,37.2511619369,488.065970524,257.95580503,98.1368,131.050548422,39.3561232403,-1.3647,488.786049595,0.0322038026314,0.00512343,1680,111.716,1.36473198713,184.800655207,1680,1.35866442908
1.36017,1.36627,0.999981,312.8753911,112.365385779,20.9922774031,344.937591328,275.698345283,98.1645,131.340575141,12.3087522934,-1.36776,376.470546376,0.0313860698059,0.00423934,1681,111.832,1.36608446533,108.759205674,1681,1.36020745503
1.36173,1.36814,0.999967,354.994151455,231.622667308,56.6233107759,380.528876283,256.770681073,98.1852,133.742465635,49.8677068262,-1.36874,581.665978062,0.0309950429841,0.0042521,1682,111.895,1.36807984197,127.456922471,1682,1.36176100353
