AverageQ,AverageAbsQ,AverageAction,AverageReturn,AverageEsReturn,StdReturn,MaxEsReturn,MinReturn,QFunRegParamNorm,AverageDiscountedReturn,MinEsReturn,AveragePolicySurr,MaxReturn,AverageAbsQYDiff,AverageQLoss,Iteration,PolicyRegParamNorm,AverageAbsY,StdEsReturn,Epoch,AverageY
1.47514,1.47951,0.995111,408.317729217,29.9951249725,29.3625887063,206.205860024,351.950608509,12.7915,125.43728542,-32.816540445,-1.7092,486.619287129,0.0671055782445,0.0100232,19,16.2053,1.4779588563,81.9494475112,19,1.47554693274
1.53199,1.53639,0.992432,539.428174502,243.669010942,116.708134925,340.95897988,381.823157285,13.0685,123.871117343,6.61246288083,-1.72143,990.547260817,0.0649448884261,0.00991609,20,16.6485,1.53492048093,121.549311615,20,1.53240767831
1.55617,1.56056,0.859975,577.662846122,106.196068577,371.920389641,316.066141513,21.2573492701,13.3515,49.1950429547,-39.5289254453,-1.74196,935.260372956,0.0599123484783,0.00893224,21,17.1765,1.55934749237,157.683094377,21,1.55654393256
1.59491,1.59969,0.934119,-5.7328210031,2.91950669191,1.62673520924,125.417672441,-21.6509486934,13.6874,-4.12838404979,-13.4901955723,-1.92966,-3.17085232574,0.068316501163,0.0117994,22,17.844,1.5986249139,26.1137980453,22,1.59539313199
1.79676,1.80025,0.945612,-13.3767336528,-16.2550080623,5.28791101195,7.90506620297,-36.4555505877,14.0996,-6.83288447499,-51.2175182977,-2.06612,-5.26658779272,0.0798117940796,0.0156275,23,18.3671,1.79962713046,15.6837702561,23,1.79764330864
1.80597,1.80901,0.859056,242.431833321,31.7360237104,162.364060653,271.644695223,57.098873511,14.4734,83.5243325137,-107.722076848,-2.02662,719.120484635,0.0683663191766,0.0122081,24,18.7978,1.80826044083,117.6685066,24,1.80653102477
1.83454,1.8372,0.927335,-59.2151555125,6.41360754966,17.1223870517,95.435595468,-101.294657765,14.8714,-22.5700729435,-40.1528326665,-2.04246,-15.8927242476,0.0610065942916,0.00997669,25,19.1647,1.83684604665,42.6061770251,25,1.8351491998
1.84957,1.85259,0.942481,-10.5590427133,-5.6725596208,8.44531950593,202.742388536,-49.8370110735,15.233,-5.31048377488,-56.3336580346,-2.0469,-1.794729034,0.0634964566613,0.011296,26,19.6557,1.85191775866,71.27368565,26,1.85010386627
1.86838,1.87134,0.912379,-12.7304303125,-12.0815008905,2.89689955929,21.2767162743,-17.4790511199,15.6704,-10.2469096425,-25.445124343,-2.05395,-6.35684808129,0.0650382931352,0.013272,27,20.2369,1.87059532266,9.98074149551,27,1.8688806955
1.87685,1.87964,0.937158,-10.0664531171,-10.9351017337,2.61516355936,-4.77563127805,-15.6755259609,16.1173,-7.74895387201,-31.626317985,-2.05844,-1.81168547991,0.0649732859767,0.0140124,28,20.683,1.87898086254,6.17946292823,28,1.87729726188
1.87612,1.87948,0.933405,24.7816137421,1.75807534541,228.545835821,196.085765391,-325.968488009,16.5111,2.23855769128,-41.6416451107,-2.04917,816.109720753,0.0660090833084,0.014185,29,21.2861,1.87840838632,56.9361829145,29,1.87668972109
1.89047,1.89354,0.960163,157.534054045,11.2549796313,133.907242677,173.98813425,-35.8300741793,16.9707,66.4991134859,-44.6708323614,-2.05738,438.920118198,0.0667777991955,0.0157517,30,21.8041,1.89271183752,69.0332265875,30,1.8909297834
1.8929,1.89644,0.957007,71.3392145595,30.1602501438,120.718594886,87.8684296573,-163.841007123,17.3685,43.0603778259,-58.1494303459,-2.04642,264.046654905,0.0664928642556,0.0152911,31,22.2743,1.89563979789,55.4829402429,31,1.89343745619
1.89444,1.89911,0.957479,0.307891210254,12.0333460579,85.062176907,269.603333559,-72.7695578236,17.8222,8.58631986217,-57.9821591429,-2.05092,367.748140264,0.0656613889352,0.0147656,32,22.7157,1.8981021264,101.322682947,32,1.89489875671
1.89606,1.90046,0.954976,224.611036085,109.212238816,122.6209745,484.253492994,-2.51268594808,18.2344,86.8722829529,-31.2609363,-2.04262,529.612808406,0.064724143318,0.0135615,33,23.1514,1.89948932253,192.513025532,33,1.89637029708
1.9214,1.92565,0.969344,50.6281272439,77.6661933712,96.1253134505,546.56533612,-31.8758939151,18.6516,25.3283655476,-56.9335049972,-2.06577,503.586860538,0.0653672492478,0.0140274,34,23.4432,1.92433482147,179.208105228,34,1.92184996867
1.92738,1.93161,0.976316,-1.72827989083,50.2119968241,33.1405353299,259.090267908,-79.0603860268,19.0814,14.587192968,-32.1179977971,-2.0593,169.390329011,0.0661034273972,0.0150861,35,23.7235,1.93020511103,85.5062645097,35,1.92788896385
1.92737,1.93148,0.967065,-36.964627854,-9.06804446545,34.0950291689,51.0442848254,-90.829535791,19.4726,-0.975811102771,-52.8089959139,-2.05927,194.384140875,0.0658837246854,0.014595,36,23.9945,1.92994536404,29.3667584776,36,1.92761061576
1.91115,1.9148,0.923737,-59.731569103,-24.297657048,25.2810819906,26.8848672661,-152.186170301,19.8939,-22.4867629609,-94.635150391,-2.04763,-5.76242120903,0.0686059010221,0.0155712,37,24.3266,1.91382020632,44.8083987489,37,1.91170629194
1.90808,1.91188,0.954916,14.1040843395,-34.9868346025,133.320814579,34.568791459,-168.136443877,20.3026,15.4378748326,-102.81099104,-2.03662,352.462417376,0.0697307125335,0.0159766,38,24.5253,1.91056968222,42.318492021,38,1.90838493665
1.91366,1.91798,0.964372,-22.0899628402,-15.1464591044,66.5022759367,70.3496322528,-141.936877748,20.702,-1.79293180134,-87.0694375154,-2.04912,209.547903905,0.0713407222603,0.0157486,39,24.8278,1.91681882967,40.2680422884,39,1.91421925916
1.92137,1.926,0.972772,5.48449396631,4.80483001064,7.17597906186,99.2890833537,-3.67998948961,21.0882,3.3437581022,-90.9345024083,-2.0571,65.0196868215,0.0752296887205,0.0162654,40,25.0385,1.92458611776,40.1295714316,40,1.92170061498
1.94265,1.94732,0.910535,310.169878167,-0.910029304727,438.606441995,46.6497494675,-65.0834757395,21.4735,19.5477658724,-29.4233712087,-2.08162,963.569859577,0.0780652258206,0.0178588,41,25.3226,1.94595392218,14.9943951316,41,1.94323433047
1.97187,1.97637,0.950789,-7.48704734524,16.3789162531,42.8296051856,195.89414224,-75.6564985426,21.8469,-0.239150820957,-14.0389973899,-2.11075,164.27346511,0.081542924203,0.0205735,42,25.5306,1.97506665178,55.3951418903,42,1.97229727956
1.98373,1.98796,0.965153,-13.8233186617,1.64571727577,5.57986110926,78.606150761,-31.7458990295,22.1992,-8.45643267289,-36.3712878849,-2.13806,-1.22017990103,0.0833683536142,0.0231062,43,25.7218,1.98678972064,34.9429498902,43,1.98434106742
2.01135,2.01552,0.95532,-29.5305052588,24.8589399087,29.4768270061,361.480366018,-97.8794315292,22.4834,-7.41338114675,-47.4576393076,-2.15174,122.561299747,0.0785526245734,0.0187122,44,25.9697,2.01420114827,120.916263383,44,2.0118339069
2.03297,2.03685,0.917231,249.507973276,-10.5670279969,398.342509107,90.1266636112,-131.361824211,22.8102,4.51589733875,-56.6838731441,-2.16991,846.483145552,0.0789590237444,0.0197313,45,26.1695,2.03553189768,38.1150266221,45,2.03345287361
2.04604,2.04966,0.945961,-48.1637569262,2.96515802537,31.5569106376,79.5266169665,-90.1192320869,23.0924,-13.6619021522,-49.9498024136,-2.17859,108.187878777,0.0756607739643,0.0180418,46,26.4173,2.04846358004,44.192698498,46,2.04644069248
2.05489,2.05869,0.953284,69.2345223506,36.1927945534,122.00909543,134.098248416,-39.3708582849,23.4219,42.5258323239,-34.3310009152,-2.19272,392.992428133,0.0798465038207,0.0213917,47,26.6003,2.05753951161,60.6485630186,47,2.05539030246
2.08055,2.08377,0.951113,640.264487294,107.391913438,170.444569591,252.287891335,219.435705722,23.7008,57.1294810658,2.19915829937,-2.22177,875.010200616,0.0764343999941,0.0179356,48,26.7794,2.08288500156,86.211295826,48,2.08102679714
2.09974,2.10276,0.938507,519.263353126,107.478409397,345.588251089,290.024913593,27.3012793346,23.9799,80.6230708466,-4.6465172552,-2.23127,1070.5984161,0.0772320288029,0.0192897,49,27.0711,2.10180070408,113.577984592,49,2.10012034339
2.10593,2.10917,0.843645,332.42827402,91.4644930192,238.433592279,202.954581231,26.2717336633,24.2856,100.704732399,10.650452828,-2.2366,1042.45155214,0.080339809814,0.021519,50,27.3336,2.10852519124,81.4493069006,50,2.10650064498
2.12374,2.12708,0.897792,216.370551848,142.54694475,209.847896573,409.874218299,40.2522844545,24.6288,75.5878370593,-9.37708092234,-2.25097,1099.86895528,0.0769310811004,0.0191886,51,27.5918,2.12597610011,166.781392015,51,2.12400266126
2.12759,2.13095,0.901861,75.9339414104,91.2842091462,131.931270222,336.193447014,-311.019189692,24.9164,47.9721196544,-59.1112588886,-2.25097,318.664685688,0.07959893676,0.020589,52,27.9072,2.12987825655,125.840671297,52,2.12814488472
2.15279,2.15566,0.923169,268.647259749,97.0101984153,246.778499648,317.253894547,-26.0166403904,25.2286,67.8548041451,-38.4157744412,-2.28012,1170.39837253,0.0810818903381,0.0221951,53,28.1929,2.15487863302,139.027875806,53,2.15325265581
2.16301,2.16637,0.953912,20.3921513354,25.6331437242,126.966096139,145.887979122,-101.647263906,25.521,0.69848397168,-22.9869334,-2.29228,803.530794854,0.0841631449379,0.0234811,54,28.4555,2.16508615728,51.7799099498,54,2.1634322756
2.17114,2.17454,0.941698,110.119860963,44.6697726359,120.897900273,246.865124617,-134.559588171,25.8261,50.262517372,-65.4234614589,-2.30031,528.595740257,0.0846662369559,0.0225315,55,28.7033,2.17363989971,86.9407725116,55,2.17157180212
2.19146,2.19471,0.938628,-8.83112772581,12.2025249129,53.8421689182,179.231671706,-143.985876824,26.1266,3.5924881291,-102.571753004,-2.31659,172.788588028,0.0877344178528,0.0236885,56,28.9063,2.19382528737,87.8372067441,56,2.19205191495
2.20803,2.21109,0.928946,131.552195495,152.884658563,144.071372098,354.535655146,-38.5978294335,26.4523,43.1456387056,-2.66475289342,-2.32849,520.462710725,0.087796456742,0.024981,57,29.1105,2.2101068861,142.569903916,57,2.20836707426
2.20911,2.21199,0.93574,107.407596571,82.496240009,118.730050787,252.185880806,-115.06712391,26.7453,56.2863973197,-6.79872816647,-2.32997,393.252475861,0.08742585522,0.0224207,58,29.3896,2.21094005931,83.6279513417,58,2.20944553168
2.2242,2.22687,0.94054,-10.613395213,15.2409408984,12.3229964467,231.093027159,-136.327618288,26.9858,-8.74173956034,-52.726640567,-2.33721,73.4641592925,0.0855102176511,0.0226296,59,29.6258,2.2260493772,71.1939991198,59,2.22469693609
2.22581,2.22838,0.933467,-15.1064179054,-7.836760205,31.0069959279,113.561454654,-176.684505487,27.3141,-9.94920101229,-63.0713005726,-2.36017,174.540021229,0.0879502559692,0.0238509,60,29.8082,2.22748655765,32.1571779946,60,2.22619459896
2.23514,2.23778,0.923756,-8.86609454074,-8.5044315575,1.42897961486,24.7593011265,-14.7251824617,27.5767,-8.62776923363,-31.8038175395,-2.37054,-6.25668824181,0.0893440478795,0.0250901,61,30.0199,2.23686244822,10.7309459642,61,2.23564898138
2.25042,2.25319,0.935795,-15.4896827107,-14.4322611823,9.21422017059,10.4052779493,-68.8720382188,27.8874,-10.7921984504,-60.0464132036,-2.38454,-0.622303210761,0.0896850495309,0.0236901,62,30.2484,2.25215965134,12.9122777363,62,2.25084759154
2.25343,2.25614,0.904173,-6.34120009231,-14.4786885216,2.87502601656,83.6064475415,-16.2076897974,28.1509,-5.67958690563,-71.4428468811,-2.37449,-0.774651002393,0.089294069459,0.0243931,63,30.4532,2.25505665289,33.5302321669,63,2.25385326812
2.25032,2.25342,0.932352,64.8077932628,-25.2908126111,125.329702611,-0.363555744493,-49.0216630505,28.4403,18.7239811764,-143.980153982,-2.36626,645.646624328,0.090284185721,0.0254424,64,30.7133,2.25222326934,40.6678634433,64,2.25079124691
2.25055,2.25367,0.940758,79.9302730748,29.373317983,100.580165482,154.722674458,-121.110245858,28.6785,34.8153071823,-36.2359173005,-2.3673,407.188378325,0.087642675113,0.023447,65,30.9036,2.2522735241,66.5903419362,65,2.25088425427
2.2575,2.26066,0.9457,111.010555759,103.67975094,36.2588385736,242.922269448,-21.9842266592,28.9232,55.3242298375,-16.2759948576,-2.36895,298.61677362,0.0876157065727,0.0248316,66,31.1643,2.25932144897,81.9526893955,66,2.2579779883
2.25568,2.2584,0.942933,-4.66164488316,8.89779406522,120.660543149,180.8270015,-254.817536504,29.1528,13.6276428115,-85.8093861363,-2.3657,332.947554869,0.0874612940911,0.0249034,67,31.4157,2.25727545742,82.204180532,67,2.25600225573
2.25312,2.25584,0.96625,97.7807185196,-11.020942468,136.268190142,97.9507321971,-148.803927448,29.3996,50.0876406036,-85.4141905102,-2.36044,494.91576412,0.0871477182245,0.0250567,68,31.7005,2.25482323978,60.1044928914,68,2.25358842863
2.24252,2.24546,0.954133,-11.8949159753,50.4341441748,4.49874047976,256.875198704,-27.754479076,29.653,-3.6903673226,-47.4485664375,-2.34801,-4.59298315121,0.0854364206725,0.022329,69,31.9906,2.24438776485,96.8355088746,69,2.24282467797
2.258,2.26088,0.945798,57.5906872405,25.3121559698,99.8366473168,119.14986951,-168.803312319,29.8679,33.6580424654,-39.1180860385,-2.36444,255.82507397,0.084836155047,0.0240796,70,32.1583,2.25984167589,57.6314062527,70,2.25845111804
2.24322,2.24628,0.927211,105.967503673,113.668643891,98.0465776897,222.00158868,-195.129234247,30.0341,52.5278873325,8.48112556,-2.34497,269.924217484,0.0819646547207,0.0201399,71,32.4109,2.2451289902,87.0762524715,71,2.24369927551
2.2516,2.25457,0.957028,36.3582646367,33.0606846083,94.0125687063,215.78278134,-174.552408221,30.2619,21.4590818784,-60.721828835,-2.3524,282.628327278,0.0847784122612,0.0242469,72,32.6266,2.25331934125,85.0945597218,72,2.25194233208
2.24507,2.24787,0.95457,31.1704697104,36.4543470726,137.762292235,155.915820035,-330.522313373,30.4808,39.8211670666,-66.4274575082,-2.34704,273.104915334,0.0843620926884,0.0243016,73,32.8317,2.24686923731,89.2157041154,73,2.24552619723
2.2349,2.23795,0.963004,-232.037665648,163.932078292,171.0127966,324.137481714,-618.87924839,30.6891,2.36086655194,10.3287996196,-2.33261,-8.06525861457,0.083600616998,0.0244036,74,33.0584,2.23673208833,99.8251319285,74,2.23526847616
2.23511,2.23823,0.934161,-12.0211832071,13.9294452328,29.0513720485,141.058770885,-66.6957215923,30.925,15.3949315283,-34.5338919909,-2.32889,70.6465082603,0.0854384185347,0.0255408,75,33.2488,2.23688705375,60.6190565641,75,2.23537113629
2.23196,2.235,0.981145,58.125346398,147.23562226,39.6570022625,219.915994723,-5.98244765904,31.1623,50.4674079967,27.5095149298,-2.32797,304.861697403,0.0835578050841,0.0226923,76,33.4366,2.23423248529,75.4247700152,76,2.23252787484
2.22815,2.23098,0.947122,150.372755656,153.010886659,128.654203105,239.364894121,-41.621736533,31.337,65.1738017953,73.9539611582,-2.32096,467.995680876,0.0839825005496,0.0247645,77,33.6387,2.2300898781,67.7255724219,77,2.22847348767
2.23395,2.23721,0.947132,223.284504617,120.82218546,19.5832116889,291.865873819,185.656801991,31.5219,106.567698015,-14.6124727254,-2.32351,280.529741058,0.0809371953577,0.0223241,78,33.8506,2.23612512304,114.86081192,78,2.23436338929
2.22802,2.23157,0.959499,194.221207713,80.5570895506,64.4206299579,303.997120667,-78.8843494341,31.6866,90.6101917626,5.11931421146,-2.32062,333.629727948,0.0808053362157,0.0208328,79,33.9696,2.23038795588,102.173832385,79,2.22845877363
2.23429,2.23827,0.972353,-29.1705385301,117.75691892,44.6359571523,445.336901844,-126.872019614,31.8949,-0.794110080263,-4.06208605958,-2.31912,118.721460079,0.0814215630522,0.0234395,80,34.17,2.23689608845,155.298638273,80,2.23456772313
2.22452,2.22872,0.961112,1.76832231966,83.9924092073,65.6777763036,255.878820678,-167.577556327,32.0907,12.7065288047,12.2568739538,-2.31457,200.818499019,0.0818048504551,0.0229294,81,34.3482,2.22744201418,76.5316521824,81,2.22476984976
2.21799,2.22303,0.965366,8.94144121578,24.8557896831,35.5892698025,96.8556605531,-75.5850693227,32.2493,13.8241403523,-14.8397768417,-2.29973,182.364828388,0.0791297958132,0.0213686,82,34.5185,2.22205650726,32.8244842287,82,2.21846466267
2.21052,2.21614,0.958581,-1.33281044739,59.511313001,58.963207402,209.983356977,-221.509669748,32.4349,7.97623460349,-16.9963411111,-2.2949,258.274285687,0.0829887323789,0.0243976,83,34.7567,2.21428572801,83.1505741553,83,2.21051920305
2.20732,2.21264,0.946337,103.905794204,117.545248262,94.4334514401,318.279372197,-92.1799788155,32.6338,64.4358306814,8.6860819025,-2.28682,346.575333559,0.0811145726061,0.0228311,84,34.9594,2.21141486163,98.393219845,84,2.20776731012
2.19678,2.20215,0.965553,-25.9188102479,23.9198914272,14.7076336714,161.590186716,-94.9885689679,32.8195,-11.4049491488,-16.920498613,-2.27778,19.2161953587,0.0833360740761,0.0237694,85,35.1853,2.20038476321,43.2334455712,85,2.19695893618
2.19927,2.20489,0.963654,49.4222672801,48.7280741194,104.635097766,284.701444568,-171.27384286,32.9938,33.9571874346,-49.4647105489,-2.28129,308.142782135,0.0830011729914,0.0240922,86,35.379,2.20308693223,96.2402541582,86,2.19951006378
2.19941,2.20441,0.977996,-43.3184066184,15.1663813052,67.9742974981,120.110032647,-136.171933234,33.2192,-3.91053365572,-44.4096595678,-2.28656,212.426893693,0.0834114902063,0.0245741,87,35.5955,2.2033273444,39.9989447679,87,2.19980551956
2.19018,2.19543,0.987298,-106.891468412,7.44585468276,21.951779675,125.323886608,-144.896407669,33.4319,-26.3367996373,-36.5802586603,-2.27571,-37.5401955567,0.083681056635,0.0246043,88,35.7723,2.19411608284,41.0280600518,88,2.19040535721
2.20056,2.20512,0.977339,-33.2446730299,8.4037967175,22.7392695693,55.3517775197,-78.7614210488,33.6187,-15.3117221859,-51.5752547482,-2.28043,12.5259317152,0.0846124475694,0.0274974,89,35.9273,2.20380318063,35.963653335,89,2.20097895878
2.20328,2.20698,0.985526,-34.3590472675,76.7708755152,12.226632135,363.510092352,-72.4115777634,33.7329,-16.6605961194,-17.4395951119,-2.27983,-13.2717639093,0.0785056354714,0.0210491,90,36.101,2.20546458341,125.841613832,90,2.20336223849
2.19441,2.1978,0.980489,-84.7176891163,-12.4436038899,37.2877703422,64.9103012912,-148.975218127,33.9091,-14.6992814121,-116.824881482,-2.27424,-12.9866740755,0.0798486756609,0.0222788,91,36.263,2.196357206,48.5433830622,91,2.19471276865
2.18082,2.18425,0.97619,-48.8833020441,21.1185699781,29.979002763,173.58983406,-136.098511786,34.1021,5.47836848337,-49.4372926722,-2.25983,23.6557950174,0.0817885041474,0.0237011,92,36.407,2.18278907548,57.7938535126,92,2.18108407034
2.19411,2.19718,0.971175,-22.7033836192,6.64891515026,27.9159928878,96.3987141086,-92.3180863549,34.2786,0.869784351987,-60.1145385788,-2.2735,43.5400639652,0.0798187919296,0.0218169,93,36.5747,2.19581704272,39.2921583855,93,2.19436480961
2.19006,2.19341,0.885434,778.267158198,73.6364802531,241.064965914,216.725288276,16.8973339499,34.4322,32.9570927592,-5.81542614787,-2.2674,871.549858673,0.0800968651465,0.0220703,94,36.6152,2.19184711442,83.0139054558,94,2.19028983998
2.18769,2.19071,0.912083,569.269434692,55.0750360823,301.189416246,208.599206583,152.917958232,34.6041,63.6083922177,2.13109899393,-2.26482,894.379760865,0.0798700658073,0.0229209,95,36.766,2.18937691102,63.1783217038,95,2.18788394977
2.19057,2.19397,0.973785,-0.604716324863,19.8425328665,59.0329211501,89.2024133847,-107.625076657,34.7669,5.2093233983,-18.8122938202,-2.26908,238.883015865,0.07810462694,0.0217821,96,36.9086,2.19242572688,33.6503266009,96,2.19085286654
2.18581,2.18895,0.967033,-50.5250606074,35.1624000031,52.2049438712,191.874911995,-124.361913237,34.9389,-10.6507019081,-28.8731712941,-2.2692,203.689750639,0.0784855618068,0.0230424,97,37.041,2.18761674544,69.9213588122,97,2.18603148994
2.19691,2.20069,0.924426,-13.704069572,-0.08511223534,138.302432561,59.0671747956,-102.403912167,35.1082,-8.38166688599,-68.8772667439,-2.27543,808.044271529,0.0799399159469,0.0234583,98,37.22,2.19902966965,38.0733778465,98,2.19704350483
2.18718,2.19098,0.893002,308.627280967,-2.51495467957,414.40191657,38.9705464486,-20.9383359271,35.3068,28.6887078795,-58.0279214704,-2.26223,958.099651523,0.0791151142892,0.0219224,99,37.3669,2.18968753998,29.0387873414,99,2.18751599136
2.17394,2.17789,0.900006,330.514767566,102.324072471,422.918582801,515.577767017,0.70350839979,35.4703,36.2716694053,-0.43897701409,-2.2517,926.848129132,0.0809421903575,0.0225064,100,37.5064,2.17651272747,185.208950428,100,2.17429226458
2.17921,2.18318,0.896366,598.750497839,62.2923523703,372.518565215,187.526574527,-6.60587670104,35.6103,27.4816452705,-27.2360445138,-2.25371,862.559277271,0.0804652808097,0.0225168,101,37.6914,2.18156942005,73.530449074,101,2.17925745142
2.17552,2.18027,0.934384,289.677572775,90.8366987625,272.172001245,325.024050575,-347.395220352,35.7916,11.9677901008,-10.3839548275,-2.25123,679.896308459,0.0813149366965,0.0240192,102,37.8748,2.17821549827,114.403732991,102,2.17542697178
2.17439,2.17875,0.957093,510.203218587,46.2095480096,386.569438609,246.042774727,-23.6315006943,35.9409,28.530104585,-53.9663012833,-2.25236,982.214728482,0.0776800879293,0.0196986,103,38.0469,2.17742223201,98.6268953854,103,2.17457617387
2.18389,2.18828,0.936481,893.380602792,95.8357087492,33.9666374719,278.737438046,842.635392324,36.1241,41.4071023938,-11.1343221877,-2.26059,941.635049278,0.0793591714051,0.021286,104,38.1863,2.18697114757,100.412525357,104,2.18413948474
2.17893,2.18366,0.965213,578.039751935,47.946002727,103.90657406,177.299698285,369.99221149,36.3198,36.687610314,-72.5494038715,-2.26007,708.587834225,0.0799161598591,0.0227793,105,38.3568,2.18242452488,64.0591052273,105,2.17912088904
2.18199,2.18723,0.968168,189.301538016,92.9677163472,201.398865261,269.684464524,-65.6256727265,36.508,15.0397588601,6.92515493413,-2.26166,487.948098338,0.0773837175726,0.0193652,106,38.5496,2.18578426984,97.6391293416,106,2.18207198438
2.17816,2.18375,0.96308,624.682613397,20.1217319826,248.949827846,75.0959973721,135.521466574,36.6996,61.4128629346,-35.9472054922,-2.25478,987.177270862,0.0816421142345,0.0225736,107,38.7346,2.18226180057,37.6805632526,107,2.17832922334
2.18374,2.18943,0.966105,522.336585433,46.6683050568,428.728662018,204.840260736,-38.1100951714,36.8941,39.6365994634,-61.5118462503,-2.26036,1014.71195849,0.0852629590126,0.0262809,108,38.8389,2.18773514846,89.0610706766,108,2.18391305957
2.167,2.17265,0.962778,526.274656571,35.0253306869,210.235573301,150.851371163,0.641335660996,37.0568,56.0278245554,-34.6838353155,-2.24508,809.724277795,0.0810852441737,0.0209729,109,39.0056,2.17135431325,61.2115559518,109,2.16727939846
2.18907,2.1942,0.962592,95.032967293,35.2536729809,130.606397126,105.208730579,-56.3917158599,37.1979,41.8323817103,-41.7291107747,-2.26542,596.417789487,0.0791879548535,0.0198579,110,39.1749,2.19263134681,41.6748178044,110,2.18894502645
2.18655,2.19202,0.971023,372.222549864,41.7122265592,225.391597687,172.470440447,10.9283943817,37.3463,67.2926205892,-74.3756584575,-2.26534,756.957166452,0.0813709954945,0.0226499,111,39.3083,2.19052482018,80.6071502634,111,2.18683936265
2.1784,2.1828,0.970125,232.964508312,130.648291323,211.440666721,309.312934259,-13.5240281676,37.4943,51.6054350555,3.30689631354,-2.25438,626.271326655,0.0836870083641,0.0247698,112,39.4837,2.1813537267,100.463848796,112,2.17858389577
2.18729,2.1918,0.973445,389.552017654,43.7853444751,266.857689705,201.003417282,9.0207895268,37.6508,74.5774139669,-13.6848619345,-2.26427,839.129519925,0.08015643605,0.0219877,113,39.6656,2.19041146522,68.3183692907,113,2.18736820974
2.19154,2.19656,0.974341,201.603076776,107.22457013,132.356158372,230.557678988,14.1845147054,37.8057,71.5890839447,0.539697518645,-2.26544,501.550871582,0.0810328556196,0.022707,114,39.798,2.19511531566,79.6544554634,114,2.19183988323
2.18072,2.18534,0.961372,289.75667473,94.8024481901,155.59766127,284.88379953,-38.5767071855,37.9389,0.594733359282,41.3323398882,-2.25125,516.589340728,0.0787890446243,0.0215772,115,39.9125,2.18436394675,79.6684384451,115,2.18094579872
2.17462,2.17929,0.963249,119.264009973,6.66586228635,130.514337093,65.4989289786,-39.4076330081,38.099,6.63705336695,-57.4437004799,-2.2489,433.550608031,0.0812043975905,0.0254471,116,40.1197,2.17812544465,44.3728819748,116,2.1747669355
2.17134,2.17557,0.962504,158.936820014,75.314077489,122.479444607,188.38806716,-58.5303596322,38.246,14.1076066487,-38.5851462986,-2.24041,357.208541293,0.0767570371332,0.0198558,117,40.2537,2.17427986964,93.5525256896,117,2.17133675482
