AverageAbsQ,AverageQLoss,AverageY,PolicyRegParamNorm,QFunRegParamNorm,AverageDiscountedReturn,Iteration,MinReturn,Epoch,MaxEsReturn,StdEsReturn,AverageAction,AverageEsReturn,AverageAbsQYDiff,AveragePolicySurr,AverageQ,MaxReturn,MinEsReturn,StdReturn,AverageAbsY,AverageReturn
31.4577,1.33111,31.4573313921,216.648,154.401,308.155512176,566,522.155266189,566,2854.51323744,0.0,0.997462,2854.51323744,0.292418205735,-31.6007,31.4577,4157.49165599,2854.51323744,1216.44781997,31.457345446,2693.76920397
31.5035,1.19159,31.5053138439,216.895,154.491,349.850018284,567,1171.91712671,567,1685.7178071,0.0,0.997437,1685.7178071,0.291791682203,-31.6463,31.5035,4597.61321371,1685.7178071,1340.72239847,31.5053262394,3646.28135121
31.4281,1.29061,31.4282960187,217.145,154.569,327.136853736,568,1030.99553254,568,2873.35196704,0.0,0.997549,2873.35196704,0.283589941583,-31.5823,31.4281,4340.29556452,2873.35196704,1086.08455189,31.4283156916,3139.39345923
31.5581,1.34052,31.560207318,217.3,154.627,302.69399425,569,1709.70697504,569,2741.86870175,0.0,0.997573,2741.86870175,0.297154350449,-31.7157,31.5581,4480.866208,2741.86870175,964.305124622,31.5602208333,3418.82867138
31.4737,0.909761,31.4740353289,217.47,154.684,313.317508651,570,1007.09233965,570,3101.04933139,0.0,0.997571,3101.04933139,0.271894191991,-31.6275,31.4737,4652.85583912,3101.04933139,1333.83530719,31.4740479108,3290.20838813
31.4285,1.26833,31.4292539199,217.579,154.77,323.669974335,571,1183.36910972,571,2547.81598805,0.0,0.996875,2547.81598805,0.288110941678,-31.5749,31.4285,4173.42151899,2547.81598805,868.679094886,31.4292772471,3772.63264771
31.5061,0.978272,31.5061400649,217.708,154.868,355.736505391,572,2483.88404424,572,2538.45645839,0.0,0.996659,2538.45645839,0.272711625706,-31.6401,31.5061,4759.23986351,2538.45645839,634.510884557,31.5061451318,4307.78628831
31.4525,1.29021,31.4541468258,217.842,155.027,370.754973992,573,4504.77707544,573,3014.65165168,0.0,0.99679,3014.65165168,0.298069385032,-31.6039,31.4525,4708.2898206,3014.65165168,60.7905085268,31.4541621846,4625.94883944
31.604,1.14366,31.6053422569,218.099,155.115,276.52809163,574,1191.82501904,574,3101.98678355,0.0,0.997981,3101.98678355,0.294453150738,-31.7585,31.604,3859.41159512,3101.98678355,1027.16732212,31.6053605093,2233.86754787
31.3773,1.30031,31.3789677069,218.216,155.19,328.074342777,575,1264.0988371,575,2798.5094158,0.0,0.997443,2798.5094158,0.294810396464,-31.5182,31.3773,4121.61739005,2798.5094158,1052.32248051,31.3789849755,3375.12704292
31.4813,1.34175,31.4818059711,218.469,155.276,312.025911497,576,1201.78759469,576,2748.54645423,0.0,0.997735,2748.54645423,0.298119197962,-31.6457,31.4813,4074.79575389,2748.54645423,829.313591632,31.4818162979,3679.23482281
31.5688,0.970282,31.5693056979,218.618,155.375,350.88404851,577,4254.69205395,577,2716.30607323,0.0,0.996757,2716.30607323,0.270938825342,-31.7183,31.5688,4416.77063662,2716.30607323,55.943577742,31.5693169148,4338.10936202
31.613,1.2283,31.6141978357,218.777,155.462,316.64486954,578,736.787978689,578,2975.19661137,0.0,0.997538,2975.19661137,0.295597750707,-31.7734,31.613,4707.98365836,2975.19661137,1663.44039173,31.6142175559,2842.6926991
31.5307,1.06534,31.5324641171,218.915,155.572,366.247036628,579,1926.22560783,579,2968.60038738,0.0,0.997242,2968.60038738,0.288502184011,-31.6842,31.5307,4906.57251316,2968.60038738,811.453647753,31.5324739097,4292.86448451
31.5792,1.19189,31.579740664,219.113,155.654,321.533413837,580,63.1320469457,580,2821.31270287,0.0,0.997346,2821.31270287,0.289345337445,-31.7337,31.5792,4608.08791076,2821.31270287,1398.7588872,31.5797579484,3178.03855459
31.6571,0.877204,31.6578117682,219.299,155.719,376.20681014,581,4324.60128105,581,2813.84846457,0.0,0.997923,2813.84846457,0.268695317041,-31.8057,31.6571,4794.12020914,2813.84846457,139.622013582,31.6578186741,4596.50192375
31.5334,1.14113,31.5338872334,219.46,155.808,328.101483917,582,1470.87066529,582,2918.08085114,0.0,0.997167,2918.08085114,0.282411226493,-31.6859,31.5334,4180.10580622,2918.08085114,1108.9630667,31.5338978925,2859.19178348
31.5615,0.868273,31.562226432,219.637,155.832,365.02158277,583,2730.69412003,583,3025.69088505,0.0,0.996794,3025.69088505,0.264568560465,-31.7203,31.5615,4689.37450867,3025.69088505,615.381505573,31.5622543175,4248.36160726
31.6065,1.33548,31.6083537533,219.717,155.944,357.55655186,584,1750.91968929,584,3042.57569062,0.0,0.997071,3042.57569062,0.296199255353,-31.7748,31.6065,4685.77966042,3042.57569062,1029.67685582,31.6083606924,3699.73131632
31.7211,1.23543,31.7220897981,219.849,156.015,354.373475169,585,1767.24305982,585,2784.84606944,0.0,0.99776,2784.84606944,0.288795274868,-31.8852,31.7211,4662.32132063,2784.84606944,817.861516013,31.7221015774,4080.02524417
31.7661,1.21428,31.7668830617,220.084,156.116,281.258015122,586,910.627966275,586,3062.45343854,0.0,0.996765,3062.45343854,0.288338786852,-31.9369,31.7661,4121.82643956,3062.45343854,1196.92189153,31.7669007051,2433.89255467
31.7657,1.11164,31.7666332145,220.295,156.164,282.520734708,587,395.784561916,587,1198.06152644,0.0,0.997614,1198.06152644,0.27983787195,-31.9336,31.7657,3852.2973751,1198.06152644,1189.99022517,31.7666359874,2052.62260566
31.8272,1.00375,31.8280387523,220.48,156.273,307.334426891,588,-82.5005743755,588,2612.79610574,0.0,0.998154,2612.79610574,0.271937618652,-31.9766,31.8272,4427.24038479,2612.79610574,1709.57724097,31.8280518635,2182.86034248
31.7843,1.1968,31.7859932832,220.646,156.368,328.25763537,589,3901.87821397,589,1593.51233969,0.0,0.997532,1593.51233969,0.287171535799,-31.9452,31.7843,4424.56783119,1593.51233969,144.611708914,31.7859946674,4109.47642616
31.7163,1.00523,31.7173371292,220.838,156.479,343.155747657,590,4149.10593518,590,2558.89952242,0.0,0.997101,2558.89952242,0.270947126149,-31.8725,31.7163,4453.88977384,2558.89952242,91.2723326699,31.7173378021,4334.99974388
31.8059,1.26081,31.8070589639,220.89,156.584,337.271708695,591,3907.17345188,591,2770.58520615,0.0,0.997564,2770.58520615,0.296852430299,-31.9726,31.8059,4080.20792595,2770.58520615,51.7415467593,31.8070735711,3994.98449296
31.613,1.16771,31.6132799295,221.002,156.674,357.972227163,592,4326.24017188,592,2844.18934092,0.0,0.997669,2844.18934092,0.284445082687,-31.7712,31.613,4614.88983502,2844.18934092,98.3260074516,31.6132916976,4476.61970035
31.715,1.37171,31.7163152975,221.172,156.791,374.655017946,593,4512.82593356,593,2941.9583619,0.0,0.998115,2941.9583619,0.295021613754,-31.8734,31.715,4683.02656639,2941.9583619,54.0187629951,31.716331748,4622.31045039
31.798,1.72971,31.798930821,221.336,156.884,376.110798751,594,4414.51678697,594,2616.27880808,0.0,0.997944,2616.27880808,0.314316113245,-31.9625,31.798,4626.89916113,2616.27880808,67.4877376654,31.7989384761,4514.65945813
31.7523,1.46922,31.7524003018,221.424,156.998,361.184295352,595,2288.379555,595,3015.10866545,0.0,0.997918,3015.10866545,0.307989924322,-31.9133,31.7523,4605.66031484,3015.10866545,667.054008942,31.7524276867,4280.9894601
31.9397,1.34727,31.9411379284,221.506,157.104,354.687781707,596,916.026885434,596,2739.3735752,0.0,0.997804,2739.3735752,0.303893452234,-32.0969,31.9397,4648.06986896,2739.3735752,1084.38648953,31.9411502257,4154.87231812
31.9151,1.05642,31.9151863604,221.677,157.205,345.767787548,597,1142.15156839,597,2923.61366633,0.0,0.997733,2923.61366633,0.276725664643,-32.0682,31.9151,4660.63332334,2923.61366633,1089.05173173,31.9151973818,3941.55240928
31.9111,1.22876,31.9130194062,221.834,157.327,369.883767999,598,3314.84251816,598,2845.03454168,0.0,0.997419,2845.03454168,0.293763168309,-32.0653,31.9111,4686.95299488,2845.03454168,366.142466774,31.9130524218,4317.82856097
31.8812,1.15413,31.8822660001,222.087,157.428,267.920570685,599,60.7428122764,599,896.369476551,0.0,0.997397,896.369476551,0.285862883856,-32.0438,31.8812,3993.09253215,896.369476551,1237.72436307,31.8822711359,1941.67443881
31.961,1.05831,31.962306146,222.157,157.497,304.76352098,600,3582.93747082,600,2674.8390023,0.0,0.9977,2674.8390023,0.283483164345,-32.1142,31.961,3709.31964841,2674.8390023,37.9692682851,31.9623124494,3647.07864935
31.9072,1.29441,31.9079792315,222.294,157.549,341.800081013,601,4061.69415433,601,2581.20820005,0.0,0.997483,2581.20820005,0.296877296238,-32.0385,31.9072,4221.54899768,2581.20820005,52.2013576367,31.9079885854,4133.45582772
32.0147,0.926832,32.0154576619,222.372,157.627,340.512915142,602,3818.1291179,602,2507.46839223,0.0,0.997492,2507.46839223,0.271762853306,-32.1769,32.0147,4433.96894861,2507.46839223,169.79002847,32.0154658995,4127.74317043
31.9344,1.15906,31.9360588256,222.606,157.763,318.285243019,603,291.431579549,603,2817.36041693,0.0,0.997361,2817.36041693,0.289877347113,-32.0949,31.9344,4411.45751861,2817.36041693,1173.1839868,31.9360878832,3702.13260307
32.0054,0.55263,32.0052389746,222.76,157.815,345.339885058,604,4230.78958008,604,489.808866505,0.0,0.997825,489.808866505,0.252197346455,-32.1476,32.0054,4422.40481061,489.808866505,68.7602460587,32.0052455134,4337.46618392
31.9881,1.2251,31.9887360762,223.019,157.919,322.120515112,605,52.7367939353,605,2961.90896649,0.0,0.997968,2961.90896649,0.300396376537,-32.1427,31.9881,4428.26822334,2961.90896649,1279.29669451,31.9887597691,3884.12890202
31.9551,1.16469,31.9565777539,223.173,158.027,375.49213903,606,3413.34470124,606,2808.99250649,0.0,0.997782,2808.99250649,0.286760210462,-32.1142,31.9551,4876.96605734,2808.99250649,406.547666417,31.9565939956,4589.03309467
31.9848,1.00032,31.9859696635,223.311,158.13,295.32863263,607,827.785661054,607,3185.17559237,0.0,0.998238,3185.17559237,0.279450048653,-32.1444,31.9848,4421.83992605,3185.17559237,1398.92411499,31.986003333,2348.1884232
32.022,1.35501,32.0222987584,223.566,158.249,373.666305086,608,1851.31300312,608,2902.74297649,0.0,0.998056,2902.74297649,0.300992382817,-32.1725,32.022,4888.79106871,2902.74297649,1020.87633766,32.0223290797,4076.77911752
32.1814,1.33119,32.1825843994,223.736,158.353,372.797640107,609,2034.41393828,609,2993.15512908,0.0,0.997914,2993.15512908,0.297742087195,-32.3257,32.1814,4893.86076543,2993.15512908,792.659258722,32.1825949235,4344.41782575
32.1077,1.27776,32.1086575636,223.83,158.473,310.117038482,610,3744.6786626,610,2831.63519356,0.0,0.998014,2831.63519356,0.298386756909,-32.2592,32.1077,4067.08806554,2831.63519356,87.7140076762,32.1086681644,3903.03026094
32.0702,1.14998,32.0712481903,224.045,158.612,357.367314727,611,2368.39683438,611,2895.5211332,0.0,0.998037,2895.5211332,0.291197145645,-32.2297,32.0702,4666.13923636,2895.5211332,789.428251113,32.0712639694,4040.8068085
32.1322,0.983096,32.1323498539,224.161,158.734,334.130102715,612,4066.00405466,612,2931.99381974,0.0,0.997542,2931.99381974,0.279898544002,-32.2945,32.1322,4373.1695296,2931.99381974,105.223133764,32.1323530655,4189.11866942
32.0027,1.00033,32.0040380738,224.303,158.744,349.289011331,613,963.447415413,613,3006.59677685,0.0,0.998391,3006.59677685,0.282106383217,-32.1542,32.0027,4493.2904797,3006.59677685,1049.29561816,32.0040626546,3949.78809532
32.1233,0.848871,32.1235582052,224.539,158.852,327.087006685,614,722.921308353,614,2865.25180437,0.0,0.997792,2865.25180437,0.273816711129,-32.278,32.1233,4459.26131388,2865.25180437,1307.29616971,32.1235706379,2963.41976895
32.2624,1.18106,32.2638691026,224.63,158.923,340.207287208,615,1226.97926684,615,2805.68543158,0.0,0.998381,2805.68543158,0.295578983983,-32.4259,32.2624,4336.16575173,2805.68543158,1079.50331812,32.2638801231,3315.61118693
32.1889,1.52148,32.1912561732,224.75,159.044,245.855157241,616,-255.914693982,616,2515.73891007,0.0,0.998462,2515.73891007,0.312029974278,-32.3317,32.1889,4054.55358036,2515.73891007,1677.42162571,32.1912643891,2093.67132853
32.1045,1.34653,32.1048851533,224.879,159.126,292.614979468,617,704.557690463,617,2454.4641924,0.0,0.998079,2454.4641924,0.299808634311,-32.2551,32.1045,3912.42020601,2454.4641924,1176.95442683,32.1048994995,2697.53429575
32.066,1.06029,32.0661912693,225.096,159.232,336.818132813,618,980.204535283,618,2283.94215395,0.0,0.997598,2283.94215395,0.283177954568,-32.2257,32.066,4450.19590622,2283.94215395,1186.6194966,32.0662122794,2697.17781718
32.0886,1.70763,32.0886456849,225.146,159.319,376.791333601,619,4052.85051936,619,2802.59416155,0.0,0.99799,2802.59416155,0.329605604282,-32.2582,32.0886,4860.85302223,2802.59416155,251.679284096,32.08867928,4571.66611417
32.2126,1.02815,32.2156192495,225.214,159.425,365.032754144,620,1489.64083151,620,3095.41265288,0.0,0.997879,3095.41265288,0.282674337684,-32.3665,32.2126,4678.34718763,3095.41265288,909.996436417,32.2156379976,4209.00078501
32.2423,1.55558,32.2431095304,225.337,159.529,388.392341125,621,1891.16113697,621,3060.58602475,0.0,0.997921,3060.58602475,0.312528752845,-32.3886,32.2423,5093.69016907,3060.58602475,895.281882292,32.2431398849,4549.40624893
32.0431,1.05235,32.0438361003,225.499,159.63,335.041729448,622,60.9822852188,622,2969.8383419,0.0,0.997536,2969.8383419,0.274831498647,-32.1919,32.0431,4654.03868995,2969.8383419,1344.96770624,32.0438361003,3930.3589858
32.2326,0.775712,32.2330627699,225.722,159.713,257.506977567,623,1158.15362285,623,3036.17556724,0.0,0.998087,3036.17556724,0.259745145096,-32.3938,32.2326,3457.65112479,3036.17556724,748.353103708,32.2330741001,2788.50853781
32.0568,1.62762,32.0579377962,225.744,159.777,328.530737234,624,2104.5106025,624,2363.58906718,0.0,0.998214,2363.58906718,0.329760658122,-32.2092,32.0568,4604.30043475,2363.58906718,711.849423595,32.0579545541,4158.06217283
32.183,1.30033,32.1838387263,225.825,159.906,353.072519751,625,4273.02161602,625,2917.14249012,0.0,0.998082,2917.14249012,0.297308920729,-32.3353,32.183,4505.82198374,2917.14249012,67.60537302,32.1838389582,4354.13144818
32.2013,1.12171,32.2021223112,226.007,159.983,373.045027242,626,4506.01639248,626,3129.91259265,0.0,0.997947,3129.91259265,0.291296890241,-32.3537,32.2013,4668.20596884,3129.91259265,55.2986503057,32.2021334933,4587.71394943
32.1854,0.880123,32.187122111,226.078,160.054,347.379774726,627,4177.96886413,627,2732.17286841,0.0,0.998172,2732.17286841,0.277430852056,-32.3412,32.1854,4384.89335995,2732.17286841,64.3121752305,32.1871467131,4286.14342821
32.18,1.22842,32.1807359715,226.136,160.211,375.703889564,628,4502.88438499,628,3131.91341621,0.0,0.998449,3131.91341621,0.288841439929,-32.3339,32.18,4935.36300727,3131.91341621,125.957452297,32.1807538358,4717.54972766
32.1838,1.20375,32.1839319488,226.25,160.32,288.338295001,629,94.3445931394,629,3075.63036549,0.0,0.998159,3075.63036549,0.293954788194,-32.3431,32.1838,4460.15668052,3075.63036549,1624.00522694,32.1839586448,2023.70310912
32.4267,1.08315,32.4271088917,226.512,160.403,181.638789695,630,219.096712292,630,2453.29817636,0.0,0.9978,2453.29817636,0.298088329402,-32.5714,32.4267,2508.02935082,2453.29817636,867.13835346,32.4271269671,1055.30073553
32.0727,0.980911,32.0742210946,226.635,160.471,318.323724066,631,3807.12104178,631,2674.85503251,0.0,0.998323,2674.85503251,0.290869510435,-32.207,32.0727,4031.77598871,2674.85503251,81.7817594365,32.0742464903,3908.70382197
32.315,1.48195,32.3160743736,226.815,160.571,339.480982978,632,3968.75074281,632,2713.2399123,0.0,0.997885,2713.2399123,0.314173660222,-32.4604,32.315,4222.20230149,2713.2399123,75.8842559806,32.3161035446,4125.2235001
32.152,1.37513,32.1533593357,227.044,160.633,317.523424893,633,1082.86858011,633,2849.85461555,0.0,0.997875,2849.85461555,0.302918590168,-32.3124,32.1519,4062.10422083,2849.85461555,1175.79415749,32.1533768194,2984.3678959
32.3829,1.23685,32.383621745,227.19,160.723,291.449309173,634,251.427499074,634,2378.10746318,0.0,0.997897,2378.10746318,0.293388244581,-32.5324,32.3829,3836.84393936,2378.10746318,1043.63013401,32.3836488632,2494.02279531
32.1994,1.16993,32.2013261653,227.305,160.825,328.950840598,635,615.832161073,635,2807.19598429,0.0,0.99807,2807.19598429,0.295609396133,-32.3577,32.1994,4341.9161304,2807.19598429,1051.50977112,32.2013382486,3737.6085812
32.2931,1.23817,32.2926995158,227.49,160.911,281.932307233,636,211.658712771,636,2882.34761419,0.0,0.997765,2882.34761419,0.295909634851,-32.4604,32.2931,4249.35594066,2882.34761419,1138.40654929,32.2927238385,3585.9581526
32.2731,1.66038,32.2733974842,227.582,160.981,358.911657738,637,2967.05462135,637,2866.169829,0.0,0.997874,2866.169829,0.32301813547,-32.4505,32.2731,4443.05098056,2866.169829,419.695462084,32.2734170929,4189.39465834
32.339,1.03265,32.3413111045,227.772,161.083,298.213349902,638,98.9459305531,638,2584.93618288,0.0,0.998103,2584.93618288,0.285229274185,-32.5059,32.339,4376.74730932,2584.93618288,1734.92522513,32.3413301172,2909.22758921
32.3812,1.22725,32.3815045755,227.972,161.139,296.062307283,639,823.030277447,639,2943.16553395,0.0,0.997966,2943.16553395,0.298830494379,-32.5553,32.3812,3832.51486371,2943.16553395,1159.56666863,32.3815160819,2900.07948971
32.4154,0.997481,32.4165286154,228.115,161.189,350.365790067,640,4230.16402498,640,2791.7265527,0.0,0.997842,2791.7265527,0.28566365126,-32.5702,32.4154,4485.02159048,2791.7265527,80.5567475019,32.4165409614,4345.57421648
32.297,1.66457,32.2985278437,228.282,161.263,294.865760011,641,-86.7744935206,641,2460.8535089,0.0,0.99803,2460.8535089,0.325287879448,-32.4487,32.297,4075.44471335,2460.8535089,1421.11294259,32.2985354996,2788.49955092
32.2549,0.96451,32.2558420759,228.332,161.343,333.725587376,642,3953.35786377,642,2816.63907478,0.0,0.998673,2816.63907478,0.285969908618,-32.415,32.2549,4173.11774184,2816.63907478,68.1869388158,32.2558685846,4084.22738971
32.5203,1.25252,32.5201536622,228.476,161.475,319.911423415,643,1880.75976236,643,2596.94453756,0.0,0.998496,2596.94453756,0.305745329287,-32.6696,32.5203,3994.62224344,2596.94453756,606.64080881,32.5201590944,3678.27064533
32.3232,1.40022,32.3249222992,228.551,161.574,304.607387367,644,3395.35118746,644,1064.94889641,0.0,0.998123,1064.94889641,0.30651760642,-32.4492,32.3232,3935.32863445,1064.94889641,129.828859322,32.32493101,3736.72034722
32.3664,1.07419,32.3672751246,228.771,161.622,375.598338913,645,1220.54015055,645,2649.32073913,0.0,0.998347,2649.32073913,0.283192315962,-32.5127,32.3664,4772.62277476,2649.32073913,1080.44064667,32.3672844301,4027.9915426
32.1637,1.40067,32.1657896793,229.01,161.718,365.446059935,646,1742.3910643,646,2617.88302108,0.0,0.997824,2617.88302108,0.309123412899,-32.3149,32.1637,4967.65511964,2617.88302108,992.301724546,32.1657970542,4212.28723403
32.3219,1.32663,32.3225069347,229.047,161.827,321.434028117,647,320.394755424,647,3081.97358794,0.0,0.998429,3081.97358794,0.296088536683,-32.4884,32.3219,4959.4120366,3081.97358794,1442.31975507,32.3225204072,1885.92915128
32.3803,1.25268,32.3809077726,229.191,161.881,322.708650047,648,657.046363805,648,598.010185207,0.0,0.998579,598.010185207,0.29911957508,-32.555,32.3803,4728.80074983,598.010185207,1464.73711595,32.3809252444,3301.21836364
32.2897,1.40197,32.2908945499,229.396,162.02,335.024304595,649,3955.97804728,649,2883.54133503,0.0,0.998304,2883.54133503,0.310758030657,-32.4606,32.2897,4239.9018465,2883.54133503,86.917213739,32.2909375905,4084.20110689
32.3759,1.07698,32.3767782069,229.607,162.133,365.315031897,650,1998.37607124,650,305.369512048,0.0,0.998248,305.369512048,0.28897765828,-32.5449,32.3759,4798.8386519,305.369512048,961.925417301,32.3767809493,3957.70462681
32.3953,1.35066,32.3956388109,229.776,162.276,336.76547079,651,3924.64921926,651,2402.36092874,0.0,0.998431,2402.36092874,0.315434802588,-32.5712,32.3953,4144.66135062,2402.36092874,69.2953339586,32.3956619594,4046.99641802
32.2856,1.12807,32.2870265955,229.967,162.33,339.372741309,652,2128.20554942,652,2993.21442486,0.0,0.998769,2993.21442486,0.296679009706,-32.4468,32.2856,4448.37605812,2993.21442486,616.930674516,32.2870300174,3865.92038437
32.42,1.15292,32.420106159,230.153,162.4,336.385541269,653,3924.65602922,653,2356.32680346,0.0,0.998209,2356.32680346,0.291742792988,-32.5823,32.42,4230.23359363,2356.32680346,93.8713146511,32.4201194326,4100.95645608
32.4103,1.33262,32.4122582677,230.373,162.501,339.546581491,654,3833.47244343,654,2715.59778352,0.0,0.998344,2715.59778352,0.311087200829,-32.5747,32.4103,4296.69458595,2715.59778352,138.826624953,32.4122654301,4081.84066647
32.3856,0.883999,32.3857980569,230.599,162.632,272.327061217,655,454.978093192,655,2742.4108389,0.0,0.998342,2742.4108389,0.27933360967,-32.5416,32.3856,4440.41831699,2742.4108389,1337.20086426,32.3858102,2175.13492648
32.4817,1.2506,32.4835973096,230.66,162.777,333.960480417,656,3881.74783554,656,1995.3766169,0.0,0.998496,1995.3766169,0.301931807205,-32.634,32.4817,4151.81070109,1995.3766169,86.2878009039,32.4836184882,4019.33164
32.4338,1.1894,32.4316197792,230.806,162.801,333.197396566,657,3979.59248317,657,3001.48344944,0.0,0.998617,3001.48344944,0.289180815776,-32.5875,32.4338,4349.7008519,3001.48344944,112.745235644,32.4316316895,4150.06951162
32.4744,0.930004,32.4767999477,230.972,162.908,335.177070515,658,3970.63777292,658,2399.42018536,0.0,0.998225,2399.42018536,0.286886584967,-32.6213,32.4744,4130.12674025,2399.42018536,50.2865432959,32.4768137754,4039.84395723
32.504,1.26522,32.5055451138,231.065,163.064,340.300221973,659,3971.44192878,659,2585.64574553,0.0,0.998459,2585.64574553,0.300193703581,-32.6643,32.504,4266.90372184,2585.64574553,93.8036963,32.505575662,4130.00902947
32.5724,1.08593,32.5730116889,231.163,163.14,333.289079995,660,405.387063344,660,2976.46981902,0.0,0.999004,2976.46981902,0.290330359396,-32.7283,32.5724,4728.20407948,2976.46981902,1263.67162164,32.5730206237,4189.94390535
32.3795,1.28746,32.3803326151,231.221,163.201,351.206434521,661,1526.74700482,661,2980.05314806,0.0,0.998562,2980.05314806,0.303191191263,-32.5471,32.3795,4515.98280167,2980.05314806,955.934582291,32.3803515463,3801.43198778
32.4795,1.26269,32.4799870884,231.317,163.318,349.394541298,662,4087.94196859,662,2596.41029884,0.0,0.998581,2596.41029884,0.312469007979,-32.6294,32.4795,4373.40412258,2596.41029884,79.3935124741,32.4800034081,4218.24255554
32.5163,1.24162,32.5175817904,231.558,163.438,286.055930409,663,477.367896054,663,2752.65895178,0.0,0.998597,2752.65895178,0.320620615367,-32.6742,32.5163,4068.02331131,2752.65895178,1442.45061266,32.5176040318,2999.81044315
32.498,0.941158,32.4991612081,231.808,163.51,323.784338493,664,229.555963419,664,2921.84742796,0.0,0.998495,2921.84742796,0.287590159456,-32.6616,32.498,4694.38268357,2921.84742796,1295.76200031,32.4991783356,4061.27836304
32.6535,1.28416,32.6557547917,231.971,163.582,331.873713848,665,3901.12472663,665,2833.75832854,0.0,0.998279,2833.75832854,0.318873857019,-32.817,32.6535,4198.6610847,2833.75832854,96.9910794954,32.655772962,4072.63940342
32.695,1.54947,32.69658264,232.102,163.738,327.936930776,666,408.847627921,666,3107.32073145,0.0,0.998813,3107.32073145,0.326597163483,-32.8644,32.695,4584.37908505,3107.32073145,1462.4917478,32.696607163,3528.46028121
32.6276,1.56622,32.6288475837,232.215,163.819,362.857603429,667,4305.92956657,667,2505.50942201,0.0,0.99875,2505.50942201,0.331048312516,-32.8063,32.6276,4535.44472898,2505.50942201,83.782169509,32.6288586478,4419.54621117
32.6568,1.31828,32.6576070448,232.551,163.913,309.297117348,668,817.561383082,668,2906.58794554,0.0,0.998425,2906.58794554,0.312656783093,-32.8387,32.6568,4140.31944469,2906.58794554,1187.12626396,32.6576183104,2933.86709595
32.699,1.02195,32.6997957396,232.749,164.017,373.838808931,669,1948.53875342,669,2969.68303232,0.0,0.99828,2969.68303232,0.282357937684,-32.8836,32.699,4783.27261168,2969.68303232,973.697780641,32.6997992125,4134.95822982
32.7469,1.22442,32.7474806662,232.862,164.109,310.795619876,670,177.897780199,670,2919.59144101,0.0,0.998273,2919.59144101,0.300707046247,-32.9339,32.7469,4257.3725359,2919.59144101,1555.36896064,32.7474918602,2868.72419636
32.8494,1.29472,32.849612462,233.108,164.185,277.405547164,671,539.636914847,671,2857.66415844,0.0,0.998786,2857.66415844,0.303031779646,-33.0327,32.8494,3395.24936114,2857.66415844,1161.8547493,32.8496241437,1900.73615001
32.8038,1.10746,32.8058297547,233.138,164.264,239.897749208,672,-127.73335193,672,3206.04692274,0.0,0.998005,3206.04692274,0.301688025258,-32.9881,32.8038,2620.50189688,3206.04692274,863.003566212,32.8058411386,995.166548776
32.8209,1.70079,32.82165188,233.282,164.376,332.295155328,673,3845.69607818,673,2653.12823245,0.0,0.998571,2653.12823245,0.330335447334,-33.0,32.8209,4092.30588649,2653.12823245,74.9795555239,32.8216685032,3972.41522213
32.8895,0.94314,32.8908977876,233.438,164.438,323.137819115,674,3657.84089485,674,2851.8427727,0.0,0.998725,2851.8427727,0.292914641588,-33.049,32.8895,4097.00464745,2851.8427727,124.169966322,32.8909269772,3904.85932082
32.8796,1.10301,32.880111075,233.67,164.553,327.331790538,675,1213.20490516,675,2642.74099687,0.0,0.998333,2642.74099687,0.29680852168,-33.0412,32.8796,4285.95179938,2642.74099687,873.778796084,32.880116922,3786.98735193
33.0344,1.12039,33.0352157375,233.769,164.634,285.827003505,676,153.645292035,676,2693.95297424,0.0,0.998708,2693.95297424,0.300110003412,-33.2113,33.0344,4163.8450179,2693.95297424,1650.41553326,33.0352218619,2096.86280184
33.0038,1.81848,33.0054224335,233.956,164.725,357.713750225,677,4258.44184869,677,2947.98310842,0.0,0.998453,2947.98310842,0.337627989489,-33.179,33.0037,4502.92799872,2947.98310842,83.6819537827,33.0054382495,4386.91182021
32.9538,1.37276,32.954639284,234.112,164.803,364.030450468,678,4222.39327194,678,2998.74091114,0.0,0.998541,2998.74091114,0.304703374265,-33.1174,32.9538,4497.49697414,2998.74091114,80.9948719937,32.9546523498,4387.42589726
33.0105,1.43495,33.0105855144,234.264,164.896,325.119771834,679,1889.31385547,679,2846.10312931,0.0,0.998517,2846.10312931,0.304525646311,-33.1794,33.0105,4077.42471381,2846.10312931,754.095896239,33.0105985922,3475.60692013
32.9486,1.5904,32.9498099223,234.344,165.031,364.334336561,680,669.091309792,680,2734.05045681,0.0,0.998704,2734.05045681,0.322362272718,-33.098,32.9486,4891.17441534,2734.05045681,1451.48189708,32.9498260185,3710.42649956
32.9199,1.46148,32.9215805154,234.443,165.124,359.723037698,681,4230.50821299,681,2704.37864675,0.0,0.998706,2704.37864675,0.317142313352,-33.0752,32.9199,4612.29230397,2704.37864675,132.269561235,32.9216014829,4453.69932712
32.874,1.36638,32.8750908644,234.666,165.208,338.090935649,682,1415.01377497,682,2714.89475961,0.0,0.998283,2714.89475961,0.310066225154,-33.0368,32.874,4515.70823714,2714.89475961,880.441975126,32.8750947699,3851.50272177
32.9746,1.29936,32.9747897161,234.858,165.316,344.919284343,683,1577.03498867,683,1083.90321129,0.0,0.998605,1083.90321129,0.304085627261,-33.1316,32.9746,4670.91927441,1083.90321129,964.836462947,32.9747980786,3516.57644128
