AverageY,Epoch,QFunRegParamNorm,AverageQ,AverageAbsY,AverageDiscountedReturn,AverageAbsQ,StdReturn,AverageReturn,StdEsReturn,AverageQLoss,AverageAction,MinReturn,MinEsReturn,AverageAbsQYDiff,PolicyRegParamNorm,AverageEsReturn,Iteration,MaxEsReturn,MaxReturn,AveragePolicySurr
1.865344333,9,11.5834,0.601804,1.865344333,8.52871755843,0.704067,16.3991048498,120.242928119,51.5655878572,2.81059,0.219276,96.2564134677,-287.308243123,1.36284690125,11.7797,-205.886707931,9,-106.81852859,150.16473584,-1.03827
0.945464723102,10,11.8567,0.93085,0.945467227795,-62.0026145079,0.930896,1.28264843085,-599.700794958,0.0,0.225597,0.995588,-602.398054566,-279.421117478,0.32231299403,12.3775,-279.421117478,10,-279.421117478,-597.490164452,-1.45376
0.856137378452,11,11.8904,0.852291,0.856142796412,-62.4818844138,0.852291,0.861418665754,-602.346657652,0.0,0.035312,0.999619,-603.609049535,-361.422867443,0.143421127882,12.4251,-361.422867443,11,-361.422867443,-601.189281927,-1.12649
0.888026377934,12,11.8302,0.886757,0.888032128128,-62.5263961232,0.886757,0.552381216553,-602.427395431,0.0,0.0153388,0.999718,-603.492289668,-332.774108703,0.0940997139772,12.4315,-332.774108703,12,-332.774108703,-601.512236478,-0.85381
0.723557949903,13,11.7571,0.72367,0.723561709285,-61.6318619626,0.72367,0.812216232188,-600.628078405,0.0,0.00755708,0.998051,-601.94563722,-303.895710947,0.065977102814,12.7831,-303.895710947,13,-303.895710947,-598.741451102,-0.602853
0.668072454903,14,11.6986,0.667345,0.668077162519,-61.7639593946,0.667345,1.16869868165,-601.775200184,0.0,0.00449255,0.999947,-604.393708706,-316.513214949,0.0513058965907,12.7843,-316.513214949,14,-316.513214949,-600.64906554,-0.641423
0.663552475811,15,11.6811,0.662941,0.663557729562,-53.7744220387,0.662941,1.21220889771,-593.102359218,0.0,0.00341965,0.999657,-595.144705341,-360.275954398,0.0435500095939,12.9821,-360.275954398,15,-360.275954398,-591.601623391,-0.749204
0.846644215577,16,11.6447,0.845902,0.846648574836,-54.0100335915,0.845902,1.54599091553,-593.408981898,0.0,0.00290041,0.999758,-596.177933185,-406.070803465,0.0379942765441,12.9885,-406.070803465,16,-406.070803465,-590.833037762,-0.883278
0.833569906982,17,11.6154,0.833271,0.833575259961,-53.7005740472,0.833271,1.12812139809,-593.025569584,0.0,0.00181184,0.999773,-595.343699909,-372.886760749,0.0285902513694,12.9888,-372.886760749,17,-372.886760749,-591.463415638,-0.819195
0.800007307022,18,11.6044,0.799855,0.800012778365,-53.7800969851,0.799855,1.01373531096,-592.26252351,0.0,0.00133786,0.998071,-593.944964591,-395.84052533,0.0220108154245,12.9654,-395.84052533,18,-395.84052533,-590.897091562,-0.784068
