AverageReturn,MaxReturn,AverageEsReturn,AverageDiscountedReturn,MaxEsReturn,AverageAbsQYDiff,AverageQLoss,AverageAction,StdReturn,AverageAbsY,AverageQ,Epoch,AveragePolicySurr,PolicyRegParamNorm,MinReturn,QFunRegParamNorm,MinEsReturn,Iteration,AverageY,StdEsReturn,AverageAbsQ
242.157902398,282.136170304,204.380276573,135.950649056,299.799249312,0.154027283018,0.122675,0.588507,20.9237063306,5.05069744663,5.04741,43,-5.31837,29.5575,145.306575177,27.087,48.8879385312,43,5.04875331145,68.2119457895,5.05272
317.486277822,682.397285298,214.785134473,150.871157739,333.203116615,0.150620997057,0.105509,0.539649,123.006934749,5.22599676311,5.22421,44,-5.5112,29.7685,217.104038905,27.5164,30.0558058093,44,5.22519066742,86.5710327049,5.22947
218.827639249,240.13773403,195.722683472,127.127805777,356.170022185,0.157473031059,0.119033,0.586494,23.7925342022,5.43792713044,5.43516,45,-5.72232,30.0182,145.900447166,27.903,27.2151886487,45,5.43623879435,122.540314765,5.44029
261.118707484,280.531527904,183.880851831,140.048087396,315.931392579,0.158625881014,0.118891,0.615229,6.52247853689,5.602661674,5.59987,46,-5.8961,30.2417,249.955962714,28.2535,50.939372411,46,5.6011409168,102.353372818,5.60545
309.793101886,401.310115314,253.388049836,155.775382712,515.132380173,0.171608031913,0.139425,0.676032,35.6199777177,5.80800139944,5.80523,47,-6.10694,30.5093,237.838225471,28.6823,63.1519029235,47,5.80616087928,132.181464017,5.81104
349.706962816,365.542625072,133.286336015,171.152582145,314.451808195,0.168515675429,0.129559,0.664634,20.0336875421,6.00739959987,6.00388,48,-6.30033,30.723,252.728630739,29.0848,39.5832308103,48,6.00512178413,89.2165649534,6.01076
296.576634574,375.19549044,165.491885209,155.5135845,355.727658946,0.174121942437,0.146106,0.634661,34.2670070647,6.16597849495,6.16352,49,-6.46788,30.9545,236.463539006,29.4714,41.7118489521,49,6.16452352807,112.540258822,6.16952
256.485322152,515.602308972,231.470133258,141.654635963,374.667061207,0.181731653528,0.157876,0.562724,40.8887403121,6.37187096628,6.36977,50,-6.67941,31.1204,233.637437683,29.8555,44.4006258286,50,6.37110710221,102.809111701,6.37528
294.84261454,399.888077504,233.292617227,152.338562717,317.013699732,0.195411297872,0.182541,0.629092,51.0479713872,6.57200101472,6.56916,51,-6.88383,31.3709,218.41743743,30.3049,26.5507110348,51,6.57040397565,83.2677628352,6.57516
718.532027528,897.665627114,219.495726669,218.501890827,447.001668866,0.20234402008,0.214509,0.613672,137.836127561,6.76814125104,6.7644,52,-7.10619,31.6141,402.625143863,30.6615,13.9975375406,52,6.76659275891,129.448328594,6.77016
442.021499103,678.231734829,177.323362948,186.528553992,366.337790006,0.203166230957,0.202316,0.62965,154.458017294,6.9791619049,6.97477,53,-7.29465,31.8899,311.122377917,31.0417,30.359861773,53,6.97620812907,126.561550984,6.9826
558.359801109,898.405636185,280.320905302,190.859871461,516.51989153,0.205234474601,0.204289,0.543365,90.2478100905,7.15168648937,7.1485,54,-7.48163,32.11,309.112222245,31.3719,37.4874767977,54,7.15015917441,151.752344171,7.15547
652.909427139,1235.94093653,185.376865171,215.609160491,448.533745146,0.206803825476,0.20334,0.57973,155.061069386,7.40233796144,7.40031,55,-7.72147,32.304,379.151206365,31.7052,34.7572570093,55,7.40169945723,133.792569934,7.40479
389.063350101,394.742186108,277.217268098,185.452767424,491.218057439,0.226332633977,0.252432,0.674067,3.0410814676,7.5934862772,7.58959,56,-7.93624,32.5742,381.257437972,32.1167,12.5129066728,56,7.59126172316,173.299161714,7.59728
334.333276686,354.630203649,176.434350175,168.155559869,528.132144528,0.224612851573,0.231789,0.728873,8.40911346427,7.79547068579,7.79213,57,-8.14421,32.6876,317.239164359,32.5123,9.48259661889,57,7.79433068433,157.789466585,7.79875
336.494003476,343.037454076,184.209847239,170.313027481,291.504007775,0.239085885314,0.302726,0.617637,2.9197156531,8.01571810183,8.01346,58,-8.36727,32.9046,329.860134453,32.8966,45.6290481042,58,8.01507486121,103.706912845,8.01933
262.546034425,271.812039842,203.780498803,145.909073458,330.984994204,0.232906106808,0.270654,0.64434,4.30320445026,8.19983275087,8.19696,59,-8.55553,33.0868,253.701935296,33.242,14.0893761353,59,8.19913631532,109.144965583,8.20346
250.529344963,263.792370267,139.039034541,137.252102267,403.742704932,0.23781056908,0.270559,0.574635,4.85205800981,8.42428031149,8.42266,60,-8.77539,33.3113,240.685637088,33.576,10.2477122641,60,8.42381107716,122.014365358,8.42831
249.096104494,263.224583068,199.608468137,138.862627839,282.258970311,0.24170567127,0.290876,0.592798,5.35345874182,8.62222717906,8.62049,61,-8.97574,33.5833,239.585338922,33.9341,27.2262584922,61,8.62169185703,97.3085397062,8.62696
246.478137921,253.748809358,204.204892944,139.05844144,272.666451334,0.251194699425,0.296013,0.702406,3.10074871281,8.81313839828,8.81066,62,-9.18882,33.8264,240.452665986,34.2949,15.5552465859,62,8.81248137671,89.6248874637,8.81703
220.820233173,232.657916657,168.1953852,128.317470846,269.801321868,0.258143568745,0.330476,0.713526,3.65927600055,9.03867601674,9.03578,63,-9.43694,34.0619,211.839393276,34.5783,14.1668350723,63,9.03828859457,101.866609199,9.04202
238.222673328,264.485578573,168.462150716,134.605681612,256.875679523,0.259753908429,0.335563,0.750532,10.9524267398,9.25151579963,9.24953,64,-9.64218,34.2741,225.490592656,34.8483,9.75531129831,64,9.25097167352,97.0978612004,9.25608
236.406297655,255.150321892,135.018722274,133.77177499,263.706832104,0.256396435444,0.332976,0.721726,11.8085287438,9.45890186787,9.45605,65,-9.84092,34.5012,216.654067469,35.1196,14.4776146422,65,9.45788573424,98.4513326574,9.46304
235.451207288,262.099330029,142.672327989,134.237042142,285.344595828,0.262129061723,0.334682,0.736982,10.9429923445,9.65399513371,9.65015,66,-10.0412,34.8336,220.462645639,35.4396,10.9745373841,66,9.6524021728,111.382556857,9.65855
250.679537849,262.503000235,177.113104397,138.400649897,258.798603246,0.276135101391,0.377478,0.701345,8.72452841982,9.89888825083,9.89562,67,-10.2999,34.9578,222.487852218,35.7566,18.111997442,67,9.89742138874,78.2742642318,9.90492
226.676335995,233.032674654,177.293805704,131.572496297,295.922287973,0.279725513152,0.379632,0.693184,3.60868162863,10.0717494126,10.0683,68,-10.4655,35.1994,211.101587838,36.1314,23.8566719558,68,10.0702209176,110.727564521,10.0776
241.483319116,260.250704748,160.235120546,135.233439515,264.121661023,0.271440868787,0.325647,0.723865,13.3929782588,10.2613183131,10.2569,69,-10.6579,35.4492,218.894666165,36.4392,10.9637896561,69,10.2587016784,101.980664592,10.2662
256.927659163,269.246287183,178.444904088,141.840615811,288.420446147,0.28162598074,0.371376,0.795558,7.52100888992,10.4909071306,10.4867,70,-10.8973,35.6767,240.216397114,36.7402,13.174285798,70,10.4883024426,108.703052881,10.4961
231.203468017,247.168653449,184.738224359,132.724679134,280.252812108,0.285975054186,0.400661,0.771591,7.23943298396,10.695697032,10.6919,71,-11.0931,35.9525,210.869506596,37.0675,11.5412511741,71,10.6930666799,90.3375747189,10.7016
238.74887798,257.734977644,181.814880772,135.207544866,324.524656151,0.301025964544,0.453792,0.755449,8.67744621403,10.8493177866,10.8446,72,-11.264,36.1655,216.774560934,37.4057,16.105449431,72,10.8468769438,101.825530228,10.8553
251.127028927,274.28563383,199.089039066,138.82590165,272.382895022,0.294513248632,0.449378,0.819243,10.692848484,11.0354931437,11.032,73,-11.4504,36.3732,228.598527989,37.6555,51.5997567715,73,11.0331966033,76.0476476247,11.0407
297.196509533,519.500538295,248.658124173,153.281555676,437.318585759,0.312580878005,0.468183,0.803305,37.064104518,11.2568231778,11.2531,74,-11.6518,36.5143,251.057229062,37.9745,93.4681518673,74,11.2553735736,95.3729994383,11.2628
268.348985926,306.64531384,167.45981155,145.180503574,340.66458196,0.289597683542,0.415645,0.766797,17.5660642562,11.3815721516,11.3786,75,-11.7724,36.6719,230.335290711,38.2438,8.21357650375,75,11.3791436279,127.191912198,11.3888
342.462741596,502.370892068,232.021954501,168.381195971,346.209037584,0.298470095813,0.460918,0.803096,60.6717633216,11.5649472923,11.5604,76,-11.954,36.7843,270.843931645,38.5096,16.7120138753,76,11.5619363707,111.660098266,11.5709
305.339729666,320.523417402,148.525276376,152.949192881,376.772097135,0.30667000703,0.438106,0.703234,9.36473141316,11.7514133775,11.7462,77,-12.1335,36.9407,272.734791484,38.8568,12.6656607789,77,11.7482497941,119.699841951,11.7579
423.414684508,516.016117854,166.03055857,187.303474852,376.863345156,0.313227939098,0.49777,0.876503,49.1800085995,11.8516161303,11.848,78,-12.2434,37.1852,306.379788585,39.1957,6.71518097989,78,11.8492545198,111.416642793,11.8585
516.406466893,591.539169511,198.807685582,208.94829348,321.599653685,0.312195496662,0.461783,0.870383,31.1988019504,12.0139549059,12.0093,79,-12.4009,37.3116,441.556718819,39.4787,46.9123590794,79,12.0112671592,110.653100434,12.0206
391.210522955,526.938882457,235.778756874,180.753143059,438.442925731,0.316588773331,0.461585,0.846078,63.9318719969,12.1719305668,12.1693,80,-12.5684,37.4367,292.066644054,39.7758,52.0348210372,80,12.1702213658,136.536189629,12.1796
487.555533292,592.766320995,246.428242816,203.029313617,454.079985436,0.341884465506,0.59139,0.851031,52.0225257674,12.2978619375,12.2937,81,-12.6951,37.5788,369.364009461,40.1252,29.0884380485,81,12.2954500338,129.491037446,12.3036
377.027050782,550.997424087,177.686997194,175.92226589,293.220078609,0.333503293191,0.545873,0.856249,98.7611441955,12.4485641061,12.4442,82,-12.8603,37.7353,164.138252071,40.3845,11.5236567965,82,12.4458307635,101.572850265,12.4554
375.806314246,434.000223989,250.529198688,178.550731515,457.805723967,0.348164568004,0.584248,0.844938,24.5767836361,12.6836378963,12.6788,83,-13.1204,37.8868,330.846650395,40.639,22.8902907932,83,12.6814704406,134.270850618,12.6899
475.15133524,567.819560214,300.924800768,198.630354989,466.420030839,0.356732937301,0.646261,0.817645,41.6758951619,12.9265566276,12.923,84,-13.3662,38.1061,357.661929591,40.9179,29.3341171685,84,12.9246555779,150.859401392,12.9332
496.868205678,552.499292872,253.65234499,203.371262093,479.543688439,0.356564828692,0.637085,0.843355,19.3012177783,13.0383835712,13.0354,85,-13.4795,38.2776,445.747766081,41.1799,10.378199069,85,13.0361967373,147.631102256,13.0454
404.498560772,492.219737936,238.517314337,187.606770194,479.168799761,0.36629581667,0.61505,0.882999,28.8959851801,13.2352993714,13.2306,86,-13.6773,38.4532,347.770171195,41.4914,17.57448978,86,13.2334695941,140.999018533,13.2409
375.707527517,905.549723948,309.116102021,166.887308589,513.307131139,0.346755127183,0.56027,0.838471,205.242074004,13.4472363173,13.4439,87,-13.8939,38.6399,241.261890768,41.6903,24.7491620945,87,13.4457220954,157.68509812,13.4538
371.926632887,405.236236462,310.133596519,181.436900012,536.006849379,0.374056063933,0.690746,0.873477,26.9498066216,13.6628274127,13.6601,88,-14.1235,38.7978,315.667162227,41.9475,28.684899441,88,13.6614456386,183.059488279,13.6684
492.062814911,695.556522934,300.898909227,206.64634855,539.312635761,0.370170133947,0.589774,0.864424,72.1917358458,13.8154321191,13.8119,89,-14.2896,38.8737,289.442258302,42.2163,46.7388452583,89,13.8144399758,144.931361426,13.8219
543.234249456,737.964179647,200.820740366,214.949341269,481.924114915,0.380005146238,0.687492,0.836028,62.5954203034,14.0375381122,14.0333,90,-14.502,39.0228,406.699215208,42.4539,29.5357425788,90,14.0361584462,171.608402186,14.0418
429.541673985,511.789374857,332.896923303,194.306958212,531.917357119,0.384711352172,0.718133,0.856658,23.540240711,14.2682921836,14.2652,91,-14.7411,39.1916,397.788614899,42.7081,35.8927491379,91,14.2673636999,151.989299,14.2729
632.172674766,864.586512222,354.758613365,218.384917025,557.515464331,0.387840561531,0.801773,0.837395,142.640573135,14.458748795,14.4546,92,-14.9231,39.3719,288.518514699,42.9459,168.45802867,92,14.4567894109,124.373933897,14.4638
455.246252128,571.029815715,275.310747896,199.072803894,510.430809664,0.388550250372,0.678283,0.850166,42.3395337522,14.7216298393,14.7179,93,-15.2019,39.55,401.06211006,43.2337,20.8182668312,93,14.7205771503,154.51158495,14.7277
355.256574411,464.953737639,207.558881069,173.598167933,540.598626875,0.400469491235,0.78929,0.8963,20.7850191228,14.9755206467,14.971,94,-15.4776,39.7451,323.235163711,43.4932,17.216548677,94,14.9729149474,183.143606623,14.9818
585.865497332,736.225758424,377.045506102,204.643618367,456.814977903,0.415389707809,0.828744,0.899865,83.316150254,15.1696390983,15.1655,95,-15.699,39.9003,369.208046845,43.7533,295.234267063,95,15.1680822278,56.1894336011,15.1754
412.524794409,482.810795449,223.522916714,191.092402365,469.790243704,0.409708245849,0.753106,0.921507,29.9329784678,15.5037652822,15.4998,96,-16.0419,40.0655,350.516914269,44.0017,17.2859988013,96,15.5020806228,147.933457787,15.5092
372.674822339,411.885904689,210.053921371,177.298562917,452.962719623,0.422463246482,0.854348,0.856968,19.6206052914,15.6920445597,15.688,97,-16.1991,40.2067,336.359965908,44.2956,8.93439791663,97,15.6910231645,140.512325299,15.6974
529.791009205,647.926409978,265.673237933,198.172202678,389.264096735,0.447486299641,0.943068,0.864429,61.1902319879,15.975346008,15.9713,98,-16.5329,40.3492,369.297069211,44.5504,32.2187430156,98,15.9736177572,103.835143205,15.9812
315.560700725,528.305595613,254.036237043,147.414923081,757.086154918,0.445541737602,0.973124,0.882762,145.012004264,16.1968262191,16.1929,99,-16.7589,40.474,52.4207517737,44.811,35.5001717936,99,16.1946936933,225.310786956,16.2042
270.7865648,590.897181421,251.553845694,126.818640793,426.937147043,0.447116056433,0.918449,0.897612,183.301550637,16.492212443,16.4888,100,-17.0469,40.5728,80.531278543,45.1109,45.5282338912,100,16.4901795663,122.953562094,16.5004
318.68789685,596.965184346,158.988037178,140.581478457,383.828634728,0.456392781394,0.932281,0.893549,190.495901303,16.7696823917,16.7621,101,-17.3178,40.8087,75.1467176938,45.3201,40.5527806382,101,16.7663080119,131.282647433,16.775
383.546848918,489.957987012,176.76321406,177.417413347,392.175473637,0.466645551661,1.05497,0.885708,42.5519809793,16.9605619961,16.955,102,-17.5057,40.9246,320.616558091,45.6268,61.3071051251,102,16.957647758,107.316278872,16.9677
664.845072834,886.451043495,236.576679468,212.902271773,510.972805221,0.446184574383,0.867779,0.880338,122.283522211,17.2315346981,17.2272,103,-17.7878,41.0508,422.866452838,45.8766,6.79623774836,103,17.2282911912,148.062726708,17.2397
568.580687015,836.976437769,243.325551927,207.502816349,527.73639805,0.465433523778,0.972794,0.90211,117.350857294,17.5115498001,17.5052,104,-18.0627,41.171,374.706665234,46.0948,42.682698494,104,17.507729942,168.458780725,17.52
542.209677081,647.051817965,332.311494832,199.877229978,546.084657446,0.498601694879,1.25242,0.873271,61.072822089,17.6859586872,17.6795,105,-18.2395,41.3309,400.101014138,46.4377,52.2224094911,105,17.682891471,147.728854951,17.6931
685.735418607,860.396944208,303.486976138,218.282654924,582.923013751,0.461031432181,0.935898,0.869905,79.1380199629,17.8184548292,17.8115,106,-18.3477,41.4563,571.992590628,46.7119,16.2960831323,106,17.812883539,182.106275216,17.8294
385.74346641,556.481008865,233.852930677,180.476857229,438.264488179,0.475876846534,1.0799,0.852282,70.6775982074,18.1078826505,18.1003,107,-18.6263,41.5977,291.986036343,46.9692,16.047864286,107,18.1009700934,143.176596808,18.1182
374.392801909,532.534786366,185.788636809,178.493003637,479.799169773,0.507189552181,1.25584,0.862912,49.2928846731,18.2606283989,18.2522,108,-18.7838,41.7445,312.088498618,47.2365,8.48965496326,108,18.2551218319,143.660866994,18.2699
388.150775066,552.39826679,213.332037966,181.671859861,573.353305372,0.4691364283,1.0683,0.8894,67.8099439633,18.4957933808,18.4873,109,-19.0268,41.8753,295.791489414,47.4786,12.050914237,109,18.4890359383,197.698806512,18.5056
365.406368729,551.500699986,238.221586616,174.715836428,587.249832861,0.489985509561,1.16033,0.850299,65.2925632221,18.6418776169,18.6311,110,-19.1321,42.0649,243.192103411,47.7449,96.2489172488,110,18.634031222,144.054462169,18.6504
440.422559664,678.324540643,212.21029802,191.278308093,601.646187427,0.486450753958,1.10674,0.859699,92.3291746058,18.8168212076,18.8096,111,-19.3562,42.2183,267.350724316,47.9932,11.2889105829,111,18.8112523967,164.539137923,18.8251
522.179284159,732.718606275,264.426743573,207.425425138,522.064565882,0.507420642959,1.26791,0.863041,54.7245638559,19.0386879294,19.0314,112,-19.5733,42.3429,375.166065293,48.2347,63.1864073677,112,19.0344087019,174.411415702,19.0468
549.208861299,1038.04897582,254.398143363,204.290001649,471.314921756,0.52480798618,1.36972,0.859341,156.725655072,19.0927152617,19.0853,113,-19.6354,42.4646,400.105342656,48.4865,19.8661579464,113,19.0881127161,139.231174184,19.1025
265.410334714,517.344491079,239.815663611,142.339100301,384.63677677,0.489508146202,1.16581,0.788232,103.804817918,19.3248139611,19.3193,114,-19.8817,42.6428,139.08329622,48.6827,102.057577192,114,19.3216460699,105.928582283,19.3323
415.960082619,553.946450148,277.53099952,189.672407183,565.438708048,0.511042098643,1.22129,0.847276,30.377529572,19.441059494,19.4362,115,-20.0263,42.7717,391.62520459,48.954,30.2123672662,115,19.4384385428,150.754952961,19.4512
744.292813431,1576.03944449,268.071457602,213.932725555,569.970963944,0.500548903313,1.13241,0.851623,283.086551376,19.5935316075,19.587,116,-20.1755,42.8397,181.889072565,49.1262,10.3118696189,116,19.5897642907,186.788831473,19.6028
488.993224026,686.554401212,263.126588321,200.123246469,508.553690075,0.526178937389,1.32019,0.830881,62.9274673841,19.7513782616,19.7464,117,-20.3295,43.0036,392.771225581,49.3821,123.780496881,117,19.7486149011,113.562241515,19.7606
498.439755916,621.309831322,364.441024177,197.709701901,536.33223022,0.504974438529,1.21423,0.863944,73.5858706537,20.0156937044,20.0087,118,-20.5964,43.1361,349.675723562,49.6228,137.90286594,118,20.0116214695,126.543432833,20.0237
450.017196773,952.879477189,250.814858422,174.271202046,589.864063969,0.513913289398,1.2867,0.813892,208.130324336,20.2072007792,20.2026,119,-20.7823,43.2622,237.505386423,49.8247,35.5110782067,119,20.2036959362,188.599099292,20.2166
472.888716511,1101.51383555,255.805120508,169.215006794,575.237627977,0.521366675821,1.30075,0.844049,203.541596285,20.3290871574,20.3222,120,-20.9035,43.2927,225.764605492,50.0499,11.7414866778,120,20.3251377867,178.395281897,20.3389
740.869568166,1269.28055709,404.532033201,204.72761498,887.512590414,0.500652397548,1.10726,0.866221,314.765344441,20.5618076824,20.556,121,-21.1261,43.3894,242.362663686,50.2427,115.367897561,121,20.5570558044,236.810725717,20.5724
697.725581262,1043.91603679,370.859602214,227.952969453,478.243480041,0.532248106262,1.3109,0.864238,125.672153869,20.674699092,20.6669,122,-21.2509,43.5368,470.787977379,50.4768,250.333714602,122,20.6701497841,91.3067670999,20.6838
493.651010352,1101.88819084,280.34049494,198.256147329,596.411963641,0.524709080738,1.38162,0.836567,124.485295923,20.8249597095,20.8174,123,-21.3818,43.6421,366.150102214,50.6711,10.4706737427,123,20.8198308695,223.179664721,20.8333
605.028998154,1237.38693078,241.159006923,202.328183405,609.376562117,0.536054324677,1.5065,0.842686,197.472928046,20.8828094628,20.8765,124,-21.4433,43.7324,411.643267473,50.9362,15.6771618421,124,20.8784139665,205.658760425,20.8945
