AverageReturn,MaxReturn,AverageEsReturn,AverageDiscountedReturn,MaxEsReturn,AverageAbsQYDiff,AverageQLoss,AverageAction,StdReturn,AverageAbsY,AverageQ,Epoch,AveragePolicySurr,PolicyRegParamNorm,MinReturn,QFunRegParamNorm,MinEsReturn,Iteration,AverageY,StdEsReturn,AverageAbsQ
608.957589018,1628.69212375,246.169347544,187.638684268,482.373817482,0.443950924947,1.67159,0.999228,328.504260783,26.5576669921,26.5464,1263,-26.7158,108.546,123.207591667,143.525,9.24910001834,1263,26.5470088097,156.72181809,26.5624
11.8486912762,969.366574111,134.64394588,10.227222945,680.472323548,0.485708217727,2.21712,0.99942,34.5875431315,26.5735755325,26.5635,1264,-26.7174,108.591,7.63961322661,143.581,7.46269470956,1264,26.5653622549,203.038529233,26.5775
1136.87060304,2896.0968203,155.765982767,224.672460358,886.638522021,0.507307578373,2.39239,0.99899,545.517729393,26.452379969,26.4411,1265,-26.622,108.618,653.645123827,143.613,6.40154709154,1265,26.4420809698,240.7396556,26.4565
1299.40323767,2224.28783168,550.212890075,236.76407437,669.566697208,0.46699025256,1.91531,0.999044,345.661310857,26.4125792071,26.3997,1266,-26.5884,108.687,912.86626528,143.679,289.718335495,1266,26.3996391785,139.958131385,26.4204
446.705975046,764.253541508,619.870909008,180.784330987,997.432144931,0.479569665192,2.09657,0.999328,155.931898289,26.5509262182,26.5383,1267,-26.7361,108.751,198.814475904,143.703,133.844200924,1267,26.5389336756,288.830865813,26.5592
373.469552874,546.112330158,211.567318642,168.562625865,409.573774148,0.458631201345,1.86976,0.99944,110.120383751,26.5404616326,26.5295,1268,-26.7192,108.759,178.275737001,143.731,44.8063429793,1268,26.5302393815,110.953927563,26.5447
423.870552762,636.018646236,210.398590017,177.035654502,500.366617824,0.466769484712,1.91678,0.999472,86.8298991097,26.5351543423,26.5273,1269,-26.6906,108.829,292.951902554,143.801,9.44078599799,1269,26.5288074642,169.513986228,26.5419
400.993074565,639.677120945,235.780386534,175.73238293,422.725791026,0.466225420019,1.92634,0.999549,88.5971282323,26.4652203051,26.4556,1270,-26.6448,108.911,216.009388298,143.871,6.03175487967,1270,26.4555641643,133.38558767,26.4716
602.514570894,1079.7873304,283.103196407,197.987082596,477.982785842,0.486227398933,2.0543,0.999774,255.608189664,26.4358096741,26.426,1271,-26.6342,108.89,239.013057682,143.907,149.643861551,1271,26.4295754128,91.0546738122,26.4412
931.328261631,1605.23127122,405.139705576,229.785124101,835.664748233,0.465101229065,2.00442,0.999428,259.626441544,26.4656201318,26.4559,1272,-26.6508,109.005,285.654960109,143.956,5.29490465585,1272,26.454492806,369.854131424,26.4735
965.310361664,1181.33665947,352.378833131,228.897182316,964.776279719,0.447738655787,1.80534,0.999277,125.839509033,26.5496267323,26.541,1273,-26.7374,108.945,664.897089558,144.005,39.8584171552,1273,26.5405164481,284.347839811,26.5585
398.538803697,1140.64043215,478.715325598,133.357064079,964.378358662,0.484574759997,2.2001,0.99899,394.429074815,26.5279017777,26.5169,1274,-26.7061,108.94,63.0652118664,144.038,9.01262776756,1274,26.518489456,412.482869136,26.5359
979.420799675,1370.7858001,291.640830597,208.245715075,750.297287101,0.475616950723,1.96912,0.999145,112.520861583,26.4439337953,26.4341,1275,-26.6248,108.996,845.962758322,144.104,11.5376084032,1275,26.4361114697,307.354771956,26.4485
991.338200995,1552.40189372,294.778323868,202.605228119,523.204606312,0.484303900324,1.87444,0.998902,174.486281461,26.4280929987,26.4152,1276,-26.6042,109.033,740.497192339,144.159,57.8237011064,1276,26.4166446204,180.276463165,26.4362
1086.59921965,1619.59891865,429.630744814,215.1290557,808.641697848,0.468743924048,1.82712,0.999179,212.858037661,26.4701930016,26.4586,1277,-26.6471,108.988,797.845084311,144.221,58.8854289774,1277,26.4591333518,245.180638521,26.4765
1076.32024498,1357.88191186,417.856542708,224.671381147,778.87794699,0.464848327837,1.56264,0.998988,124.338210707,26.4334876465,26.4184,1278,-26.6142,108.987,764.596838206,144.242,218.406097508,1278,26.4189030485,229.225580962,26.4412
1229.1259971,2091.02190386,450.132087957,218.925569939,734.508488999,0.475810678201,1.96093,0.998907,280.825554928,26.5361731693,26.524,1279,-26.7018,109.043,885.3322717,144.333,14.1367418744,1279,26.5252760919,231.554903102,26.5396
1058.34504812,1678.73487982,718.769531422,210.508296496,913.397855959,0.479477613732,2.01997,0.999072,265.105349359,26.4626749769,26.4525,1280,-26.6416,109.085,547.922012454,144.406,280.200888128,1280,26.4551388155,257.187414085,26.4685
874.361570679,1665.66725198,414.874412489,206.94506575,878.211867147,0.482670905681,2.0969,0.999251,338.086257513,26.4308538681,26.4197,1281,-26.5954,109.11,509.724952676,144.444,111.529806239,1281,26.4204155838,276.77589342,26.4393
789.887622557,1065.64770025,699.021819871,195.303395198,960.392671655,0.476177116204,1.93849,0.999065,169.867115445,26.5592289339,26.5501,1282,-26.7439,109.086,35.7146767062,144.527,484.971295564,1282,26.5490409097,186.477183988,26.5662
697.012300584,947.592192324,366.215991032,222.381229464,986.413338576,0.475707491666,2.05636,0.999252,67.8761285487,26.5494522004,26.5403,1283,-26.7358,109.133,563.883371507,144.593,15.0235366842,1283,26.541381101,316.187770118,26.5554
694.631995191,873.506335582,332.268385645,226.881454646,601.458503103,0.481399116383,1.98171,0.999359,54.1847526924,26.5049807865,26.4965,1284,-26.7002,109.135,497.513190277,144.661,79.0255560793,1284,26.4974316559,192.626482863,26.511
1484.81178674,2855.44493442,691.205523128,234.560124207,1363.58397006,0.455505398213,1.70531,0.999424,637.215567819,26.5670002288,26.5549,1285,-26.7716,109.153,685.09678886,144.747,86.3825260551,1285,26.5567357697,453.488399849,26.5728
1701.41171928,2783.03567162,488.95251143,236.176724916,868.348512493,0.467932027748,1.89888,0.999456,748.156139079,26.4788195415,26.4681,1286,-26.6855,109.232,776.395176698,144.821,255.680265033,1286,26.4703538045,227.123235843,26.4857
544.542472608,802.452357955,402.259611195,198.599287133,668.812585572,0.455588262427,1.90578,0.999593,55.7250601978,26.481189796,26.4721,1287,-26.6582,109.292,421.788805593,144.875,54.617987724,1287,26.471799763,246.368006239,26.4892
624.513736143,1726.74128697,295.312053653,213.6779851,626.79193987,0.473881746133,2.01784,0.999539,212.457723693,26.55401257,26.5459,1288,-26.7402,109.284,418.208244414,144.961,19.0973214698,1288,26.5481369618,184.41019157,26.5591
517.454861217,779.556658781,316.85686256,207.03773323,570.679696562,0.455141694546,1.74794,0.999311,56.9280492199,26.4929258209,26.4863,1289,-26.6704,109.321,425.197301829,144.992,40.2549696877,1289,26.4865648866,156.465522097,26.5004
1148.83246905,2176.06154039,264.570174769,210.427206236,549.821410702,0.478773333251,2.04369,0.999181,560.578331641,26.5072671352,26.4955,1290,-26.6826,109.368,402.096080251,145.066,78.8498058698,1290,26.4982564973,167.286490165,26.515
772.623414529,1857.2287337,287.917868663,204.789291599,709.663639793,0.48597802209,2.10969,0.999195,352.841252895,26.5229189739,26.5128,1291,-26.6376,109.401,391.655427421,145.181,90.0898781589,1291,26.5127804466,200.400583152,26.5297
1273.6003494,2153.08404544,535.557068616,210.391440791,849.88506845,0.506068479274,2.02042,0.999212,449.166454762,26.422380358,26.4127,1292,-26.5856,109.448,738.758595809,145.187,293.513086317,1292,26.4145766028,197.860990229,26.4316
521.059660104,873.729501337,537.099056182,195.228253634,1152.84576954,0.523956156399,2.29252,0.999233,133.299017907,26.4930202766,26.4825,1293,-26.6408,109.437,335.802948089,145.258,41.0445764926,1293,26.482870442,368.272182027,26.4994
316.712601333,361.999546311,275.289700083,162.819723982,533.729670772,0.522803542786,2.10173,0.999254,23.0741489099,26.4086931082,26.393,1294,-26.5744,109.519,252.235257717,145.34,9.24254692541,1294,26.3942724299,185.601359512,26.4095
354.478821687,570.836817866,339.641835038,170.538586805,560.591128265,0.529615862041,2.2916,0.999268,33.6334361879,26.4418873827,26.4281,1295,-26.6267,109.545,304.470853435,145.424,21.1870365717,1295,26.430054472,205.60029968,26.4451
339.276126297,412.639882309,435.461068276,166.074524964,690.724855258,0.529972487023,2.22558,0.999411,25.2673544547,26.3868562563,26.3771,1296,-26.5876,109.57,280.247214166,145.421,140.098519053,1296,26.3767160408,165.203447646,26.3946
308.931610359,356.557948203,318.499670892,159.879621587,448.794605488,0.550250105982,2.35742,0.999376,13.8571996122,26.409250678,26.4023,1297,-26.5472,109.584,292.584802101,145.507,89.8781511787,1297,26.4024610435,136.232593071,26.4182
544.528877186,1936.96160253,380.229811314,184.375823304,618.236451047,0.578678196205,2.35084,0.99924,373.048556568,26.4283946967,26.421,1298,-26.5525,109.702,317.787193809,145.559,94.9786830736,1298,26.4214040668,175.793255289,26.4373
387.443043297,656.204479342,381.733422761,180.315269376,796.514023943,0.591927809283,2.33234,0.999578,74.0972483559,26.3419578628,26.3322,1299,-26.435,109.631,326.525478263,145.659,75.6298119777,1299,26.3348292086,229.162467706,26.3533
973.865011865,2804.45738558,217.09644307,225.885756853,380.864105016,0.611045976229,2.24509,0.999004,496.3017877,26.3017098094,26.2907,1300,-26.4593,109.676,624.099128347,145.711,17.4672576332,1300,26.291592364,120.113939931,26.3094
627.623314733,1535.87671914,388.501294177,207.26549146,593.659368872,0.649503729937,2.67912,0.999315,235.534470577,26.1517229192,26.1395,1301,-26.2977,109.748,395.713447173,145.75,57.7555313336,1301,26.1399302369,183.534090529,26.1549
717.097136238,2126.7034463,435.129377435,220.557721334,736.732929733,0.654545339389,2.74759,0.999322,335.221559317,26.2358868124,26.2197,1302,-26.4315,109.716,415.548107346,145.801,12.4284911764,1302,26.2226219491,224.225802475,26.2406
2676.59128132,2830.64824205,464.549535138,228.812296924,756.468276164,0.656558214227,2.64023,0.998794,262.709941115,26.2844067658,26.2719,1303,-26.5777,109.778,1852.7423288,145.803,73.9039656799,1303,26.272594521,220.392608618,26.2922
1751.28671837,2674.17603128,545.637639261,221.014784412,1279.33388049,0.620360849289,2.39164,0.998746,696.117410726,26.3312167981,26.3145,1304,-26.5768,109.829,1020.86781042,145.859,6.47258072682,1304,26.3167315537,415.318564412,26.3345
532.969008474,1956.57446641,321.945310986,193.668177327,648.300132852,0.606961908234,2.67413,0.99935,279.72105895,26.4969271372,26.484,1305,-26.7508,109.811,368.622604592,145.866,91.6918386128,1305,26.4869698451,215.392639608,26.5015
1308.45082904,2487.06999508,423.779487406,220.361097917,723.387349981,0.578399880718,2.32492,0.999102,559.591127702,26.5637872719,26.5545,1306,-26.8068,109.832,674.300878159,145.89,129.560556565,1306,26.5558169985,229.949613747,26.572
773.058318791,1717.49311071,589.870210021,213.367183479,1165.75383361,0.540695356258,1.98869,0.998845,242.343109489,26.53277678,26.5192,1307,-26.7057,109.854,450.258336626,145.89,341.085769839,1307,26.5211198867,295.194202714,26.5397
847.572021345,2293.17276596,346.860186737,206.57462932,614.745777515,0.555065428232,2.20157,0.999383,476.591813313,26.5428604382,26.524,1308,-26.7108,109.905,392.09673253,145.928,19.9558338909,1308,26.5262525224,201.009537644,26.55
811.783767468,1596.69106081,471.549888801,212.516257085,1340.90728358,0.54239106038,2.34349,0.999089,252.56231087,26.5465688009,26.5319,1309,-26.7198,109.914,465.984082317,145.971,97.1505250918,1309,26.532510164,450.837270864,26.5521
586.061551851,1414.17510972,509.961062761,189.156457,1104.4455733,0.524326576134,2.12799,0.999017,285.546205075,26.5357318204,26.5233,1310,-26.7061,109.979,315.845945536,145.982,112.685233921,1310,26.5257592744,325.924618772,26.543
1635.2792533,2348.62571541,374.375441463,211.617924715,1145.4681269,0.505350608926,2.0261,0.999121,588.992377974,26.5662670118,26.5509,1311,-26.7349,110.08,811.566351425,146.062,9.28600469435,1311,26.5539655078,393.985062273,26.5688
1341.49445679,2455.26404051,564.488666629,218.954093994,897.285988051,0.498527177678,1.97494,0.998792,588.148188136,26.5016085474,26.4913,1312,-26.7045,110.084,782.916583726,146.12,273.208892935,1312,26.4932636667,204.796125367,26.5076
1081.94589865,1916.50698345,320.342190396,223.210774501,754.441382462,0.481826931216,1.81666,0.999101,359.7596993,26.5766817138,26.5648,1313,-26.7656,110.118,636.843330701,146.161,39.4652749485,1313,26.5669507998,206.899552706,26.5797
2124.6569261,2619.03963195,282.063394135,232.270449738,860.878275933,0.513223949594,2.06788,0.998673,649.808220379,26.5711258566,26.5546,1314,-26.7665,110.122,818.254411599,146.204,9.74919487275,1314,26.5572300308,298.309265066,26.5726
1354.00225147,2762.41115044,300.715239822,231.278418298,582.671630092,0.51593985588,2.10266,0.99884,679.140071063,26.6691164564,26.6576,1315,-26.8452,110.144,817.943330671,146.267,14.5834453355,1315,26.6608507291,195.982468066,26.6713
1656.89801238,2939.18781771,683.930914224,245.208666209,890.275516216,0.496080394415,2.13688,0.999282,666.53172338,26.5428593706,26.5288,1316,-26.7235,110.167,973.997244284,146.305,347.122801208,1316,26.5310234482,240.165586955,26.5445
375.816117326,942.012850937,397.201829091,165.711663969,1010.08157054,0.507745739612,2.12412,0.99881,134.780481687,26.5487525378,26.5332,1317,-26.7146,110.181,307.445741153,146.386,7.05979042454,1317,26.5352964554,297.677346661,26.5492
753.541880924,2184.66340429,231.259405865,202.959184707,400.55564225,0.5036706672,1.88434,0.999153,469.128550796,26.4758125465,26.4635,1318,-26.6704,110.215,340.115020108,146.468,7.42050094172,1318,26.4658394793,133.682615423,26.4807
1330.73725148,2809.52114626,346.348808591,229.064641802,593.270689867,0.503168011235,2.16842,0.999275,598.975102117,26.5336927184,26.5211,1319,-26.729,110.243,354.255481974,146.496,123.828038972,1319,26.522748049,158.584425454,26.5362
678.58403935,936.355078033,419.18874703,231.703907808,1237.84447213,0.516794251946,2.14459,0.999199,65.9605781129,26.5654545795,26.5546,1320,-26.746,110.346,586.965225318,146.524,37.0040777661,1320,26.5561892623,454.954940357,26.5684
884.329005788,1747.90688486,471.249324407,231.631907048,658.617162569,0.515526659166,2.05548,0.999138,249.399557026,26.5073594475,26.4932,1321,-26.6765,110.36,640.343654046,146.591,269.116001443,1321,26.4944184446,129.855910913,26.5108
883.503907373,1296.35812768,546.833466621,230.966022282,949.168597632,0.517518069443,2.07836,0.999467,170.579909615,26.5493371503,26.5364,1322,-26.7155,110.43,596.027331829,146.658,177.98571451,1322,26.538984703,302.215238917,26.5533
980.732295773,1911.06867041,641.498592061,224.155679305,885.025524442,0.500868966672,1.7662,0.99914,337.948131702,26.6185235526,26.6039,1323,-26.8012,110.425,613.378796247,146.687,281.520610262,1323,26.605010478,230.496519169,26.6205
1258.14772479,2642.49238321,419.794521482,233.349028951,680.543082573,0.510944566408,2.12047,0.998989,487.209645504,26.6595954182,26.6451,1324,-26.841,110.461,758.020277737,146.746,27.9121777567,1324,26.6460513242,235.746187199,26.6626
1039.58638182,2562.02432975,512.345315319,235.753691185,1014.6986565,0.486603602391,1.72328,0.999364,447.833503705,26.6224446876,26.6142,1325,-26.8073,110.432,528.25775494,146.812,267.927504679,1325,26.6147749959,273.57991023,26.6294
772.788151807,964.853270029,248.446725854,226.641743259,681.924273801,0.513203569389,2.07848,0.999141,103.79596322,26.5550581298,26.5395,1326,-26.7343,110.497,612.676515652,146.86,24.5906149621,1326,26.544138847,225.478518996,26.5583
740.314319677,1461.82260997,291.101295601,217.546739561,596.560228637,0.52591935934,2.09426,0.999405,186.712536759,26.5418593704,26.5282,1327,-26.7389,110.477,501.968029647,146.903,72.8151734786,1327,26.5306284444,186.570948368,26.5487
1014.62204687,1997.23352784,392.895172598,224.14607808,977.81847962,0.503004414434,2.01762,0.999374,303.881513075,26.583418938,26.5725,1328,-26.7692,110.548,683.162675963,147.007,40.795972447,1328,26.5735144685,288.425122686,26.588
825.659961427,1640.77385298,492.602876337,214.333454133,1084.40239061,0.497771423895,2.07278,0.999287,213.040733471,26.6431930923,26.6307,1329,-26.8313,110.617,533.068380251,147.062,105.355158339,1329,26.6326177975,402.201214218,26.648
815.095930435,1459.7123966,463.346513426,224.776697496,877.565413612,0.479564291487,1.80727,0.999423,133.629371556,26.5585945836,26.5476,1330,-26.742,110.615,559.489270965,147.151,133.189508138,1330,26.5502977527,248.158095344,26.5667
622.072190087,781.45319235,473.058560187,204.297784552,870.279774683,0.447843170049,1.43987,0.999321,64.2429517469,26.614807059,26.6056,1331,-26.7881,110.688,500.57275464,147.144,6.49525928502,1331,26.6069143468,374.767232468,26.622
662.090517495,1144.5956313,251.444094045,206.649338973,550.234807116,0.507985610044,2.3783,0.99944,205.048861197,26.5653780164,26.5542,1332,-26.7449,110.713,29.3848076715,147.203,3.9827816649,1332,26.5554223852,212.585586278,26.5691
3.71700742178,3.75241792434,18.4563670634,3.64132011262,435.884692404,0.526773036404,2.47684,1.0,0.0175439696233,26.5261058858,26.5141,1333,-26.5897,110.729,3.68205047268,147.251,3.40329796452,1333,26.5160818419,57.7279004314,26.5329
391.217373514,1553.47246931,27.6716463412,114.849100461,348.830758831,0.587300693052,2.76533,0.999278,409.843998782,26.4855393584,26.4755,1334,-26.5111,110.802,6.27395182589,147.418,3.38949825487,1334,26.4759892977,67.9033839605,26.4936
1021.42288434,2434.11299093,187.385073728,200.728639979,673.391528784,0.554522246861,2.36043,0.999437,647.097104211,26.3373360449,26.3273,1335,-26.4468,110.812,113.618826936,147.422,4.88034596975,1335,26.3294751654,191.076444953,26.345
241.391938167,2315.63174745,369.005261471,95.0158131056,715.790224752,0.519960465081,2.0258,0.999409,426.244439907,26.3198479893,26.3095,1336,-26.4684,110.825,102.970187024,147.463,21.003181707,1336,26.310208026,292.14708861,26.3267
672.935519395,1317.12952946,372.057557866,216.116707099,864.329532576,0.493216784029,1.89361,0.999103,151.262346726,26.2758314041,26.2661,1337,-26.4253,110.839,397.277035157,147.483,122.784675828,1337,26.2674293286,233.809502598,26.2814
1172.98152324,2333.29866309,246.725652402,232.258775444,456.326521196,0.48492080362,1.83566,0.999236,427.111648359,26.321818361,26.3092,1338,-26.4635,110.89,564.010975505,147.527,39.1856560618,1338,26.3088161625,131.174408055,26.331
793.929695078,1499.08501835,308.700836102,222.214393174,657.318354129,0.485532900638,1.9512,0.999483,243.481325282,26.138077955,26.1269,1339,-26.282,110.949,529.701605327,147.548,144.85018246,1339,26.1295514458,172.353386635,26.1431
1215.84572681,2925.22347934,337.689104176,236.531415823,858.42218804,0.470110975673,1.89585,0.999483,480.498272987,26.2507663808,26.2388,1340,-26.4021,111.016,629.139458337,147.574,29.5513579332,1340,26.2394214171,236.332661017,26.2598
1629.4618566,2867.52142744,345.731922059,221.446786658,673.488045466,0.459656391726,1.66597,0.999316,696.986067934,26.1306653835,26.1163,1341,-26.2912,111.047,813.869077807,147.602,12.5280085437,1341,26.1201901838,228.404759844,26.1345
7.20099976541,13.0647084266,322.436085876,6.86563239831,1000.75223101,0.471094520144,1.91615,0.999303,2.01863921035,26.1570601263,26.1458,1342,-26.318,111.107,5.76052946284,147.673,8.48500456031,1342,26.1472203275,363.523050467,26.166
1519.68063392,2687.98133273,283.927342401,210.820172434,591.190588434,0.451811037511,1.69538,0.999641,659.839060982,26.1578665751,26.145,1343,-26.2985,111.137,670.383896313,147.732,9.8172588368,1343,26.1470530713,244.630950015,26.1637
1247.23177649,2386.5626656,296.552251255,214.592768603,831.52780588,0.454388719297,1.62773,0.99942,531.049353821,26.027604945,26.0149,1344,-26.1623,111.208,549.593972034,147.827,6.18098371979,1344,26.0154673598,279.460709629,26.0342
614.703005173,1096.07845893,435.001402266,170.088267304,851.604869051,0.461907623592,1.72248,0.999455,364.104868661,26.0821582817,26.0719,1345,-26.2054,111.324,26.7666067371,147.866,35.7735320553,1345,26.0725965971,330.896234861,26.0908
115.923567513,952.850758442,246.705300333,52.0920988448,749.752127902,0.468838989603,1.79838,0.999605,220.581561124,26.0379764672,26.0249,1346,-26.1594,111.358,31.5210623624,147.923,6.15720515345,1346,26.0276343525,262.771994085,26.0425
36.5777037436,39.6653912316,84.5378409112,31.8553070323,493.991660324,0.481267862225,1.9891,0.999928,0.720298701811,25.9855489355,25.9699,1347,-26.1146,111.351,29.8075686719,148.014,5.73952925598,1347,25.9712650378,120.150298257,25.9923
36.5283113495,38.2072614311,171.744591228,31.8268207284,807.884822412,0.486629161466,1.98747,0.999801,0.35901739513,25.8578632826,25.8434,1348,-26.0269,111.34,35.7987508962,148.074,33.3522616942,1348,25.8443912413,227.724786686,25.8663
38.7767151959,39.7164186227,344.097269302,33.7098687757,731.42369242,0.4970055115,2.19926,0.999997,0.597204672258,25.8356118686,25.8181,1349,-26.0008,111.335,36.3516541702,148.079,4.54097261037,1349,25.821397033,280.213383439,25.8426
34.6902934343,39.3598356035,87.1267120294,30.3770157689,506.309475953,0.475803973448,1.97957,0.99905,2.22543865756,25.8817524647,25.8685,1350,-26.0464,111.386,30.8615430211,148.081,9.05627788883,1350,25.8689535244,121.319537167,25.8868
90.5194981347,1123.59163627,59.8299201595,45.6852227273,327.529671477,0.454018207596,1.76384,0.999554,182.967943611,25.8441741319,25.8332,1351,-25.9928,111.378,24.9166375028,148.125,8.38783224882,1351,25.8349251857,71.2510584565,25.8492
29.3612344071,378.121491801,114.326859512,26.0929323843,649.384807005,0.443536363961,1.65203,0.999017,15.5055042468,25.8527256845,25.8408,1352,-25.9728,111.404,18.7095689522,148.142,5.67805886678,1352,25.8419812569,167.409186242,25.859
220.731575852,1034.8578067,159.222643649,106.410083102,574.249282091,0.473113797196,2.01967,0.999628,212.985307211,25.7810405179,25.77,1353,-25.9007,111.332,100.354611488,148.198,5.85400833772,1353,25.7713657425,178.577116525,25.7861
312.070669412,1167.90461161,206.802919438,129.601768106,514.21447001,0.476754222028,2.02909,0.999643,262.759793183,25.7028941876,25.6896,1354,-25.8184,111.332,103.085093714,148.265,75.8884729253,1354,25.690741299,137.138200529,25.7098
535.85836815,1149.36699362,373.462251895,183.744033857,581.142461578,0.474158070665,1.94935,0.999703,202.979720126,25.6824866895,25.6716,1355,-25.8088,111.421,167.385968838,148.277,96.4245978645,1355,25.6727071754,178.706336941,25.6913
700.032279818,1954.65462464,369.976203564,198.587925127,752.047162194,0.453869050932,1.77448,0.999782,306.534525672,25.637634273,25.6283,1356,-25.7729,111.402,387.782745504,148.313,30.9547970661,1356,25.6290931956,257.702569959,25.6445
336.097751287,923.052775526,246.553288841,155.172370245,626.928315551,0.444543291782,1.72666,0.999744,167.152986441,25.5814743821,25.573,1357,-25.7049,111.541,205.325392578,148.342,37.60059012,1357,25.5740135547,182.446295809,25.5872
555.360579273,700.334177995,247.784275741,204.838911178,456.184126597,0.45760169131,1.87282,0.999781,100.91711395,25.5210177482,25.5108,1358,-25.6363,111.65,219.918908752,148.397,31.043038797,1358,25.5117677536,136.761698089,25.5272
715.807240014,1181.21285806,360.539196376,211.109170261,676.508638529,0.451891505516,1.91964,0.999305,242.629354545,25.3787580497,25.3676,1359,-25.4999,111.688,208.232630386,148.396,32.274791202,1359,25.3706606131,241.985214792,25.3841
984.129135478,1257.57927225,453.505750742,230.219506823,942.151798762,0.432964772799,1.65234,0.999711,89.5176299897,25.379979059,25.372,1360,-25.5086,111.692,878.421653964,148.421,25.7986314888,1360,25.3718793561,285.600656955,25.3889
1247.22811258,2699.27398782,446.200630514,230.969403985,697.360109026,0.41567876965,1.48972,0.999601,375.032790618,25.387707998,25.3774,1361,-25.5199,111.789,885.886843501,148.389,239.595078978,1361,25.379753438,147.545583702,25.3932
1044.79232004,1295.73360288,582.750497628,231.177218814,901.412807693,0.459934359314,1.96866,0.999701,111.00624851,25.3101061202,25.3028,1362,-25.4195,111.814,948.135416569,148.382,206.553118858,1362,25.3030604762,294.09237254,25.3178
727.902930428,919.622648999,501.398857747,219.308214158,664.49423044,0.451878726478,1.75916,0.999567,109.996624729,25.2686303823,25.2574,1363,-25.3569,111.821,617.362380275,148.436,78.8236353378,1363,25.2594154908,198.015690131,25.2748
253.666864243,983.013523107,351.247300199,87.4434016348,746.665254225,0.461371670454,1.94853,0.999411,362.796612913,25.2356818143,25.226,1364,-25.3328,111.83,19.1812897428,148.47,9.51603976827,1364,25.2258810174,263.437820041,25.2409
779.151648712,2062.59755109,345.328971005,182.932741118,656.277688201,0.443024659213,1.63868,0.999591,562.821431403,25.1003013647,25.0904,1365,-25.1804,111.86,170.620343438,148.432,146.700875218,1365,25.0925291379,164.153060063,25.1065
775.114689253,1541.86033792,515.463356851,203.522746585,975.58945317,0.446165676303,1.51324,0.999727,326.040292636,25.1016818537,25.0952,1366,-25.2019,111.841,172.746909801,148.466,242.482323837,1366,25.09628762,240.491867728,25.1088
802.396188725,1746.20300599,311.388769155,210.98003937,684.301851887,0.450039178545,1.6029,0.999619,320.328744007,25.0575346456,25.0511,1367,-25.149,111.866,568.977908672,148.483,6.45295688887,1367,25.050093275,217.972665919,25.0671
912.870658876,1099.10460135,306.742655701,228.63315145,815.019522733,0.457375623415,1.65559,0.999593,76.1037440962,24.9568463929,24.949,1368,-25.0592,111.936,756.178154964,148.534,40.2544863676,1368,24.949492322,292.915214059,24.9635
1001.05881142,1386.24441593,364.002221241,226.374935753,861.309885906,0.454887073832,1.73313,0.999635,143.295088442,25.0042769969,24.9999,1369,-25.086,111.987,820.480535516,148.597,79.315300296,1369,25.0006438288,228.980418647,25.0107
895.531775386,1405.48753229,428.215610987,222.20363986,865.251323168,0.472070018254,1.84927,0.99971,146.131335797,24.8418762158,24.835,1370,-24.93,111.992,705.369261584,148.653,10.8830873775,1370,24.8362656873,305.343185032,24.8502
1436.15348758,2969.33549463,437.573226741,225.71933121,857.428822536,0.444742237474,1.57732,0.999632,798.539369314,24.7782109768,24.7728,1371,-24.8734,112.034,798.351635288,148.67,165.500181643,1371,24.7741577224,276.337145496,24.7834
1033.72706478,1294.66051842,423.346057232,233.553288501,768.399233365,0.449413981485,1.64284,0.999761,138.702431963,24.7577901963,24.7542,1372,-24.8808,112.019,843.136680174,148.719,90.5114858485,1372,24.7543897804,300.892315484,24.7635
1040.42578302,2869.71640478,393.697755279,231.475335937,868.550252508,0.446669748022,1.84807,0.999463,356.742244988,24.6726482261,24.6659,1373,-24.7822,111.969,819.491402956,148.722,49.8888321199,1373,24.6658027096,259.479751297,24.6799
941.092114205,1276.74648248,277.388924858,231.037625952,536.84264747,0.417357484608,1.4248,0.999387,113.587413867,24.6616511912,24.6543,1374,-24.7752,112.004,660.213203355,148.781,144.374135123,1374,24.6558358128,125.199808267,24.6699
707.271413807,924.40430469,481.144416782,223.070314775,780.79428649,0.434570207525,1.68869,0.999344,89.3165528424,24.635484792,24.629,1375,-24.7736,111.965,580.937435145,148.827,266.125175791,1375,24.6294688994,223.209314692,24.6416
852.785165701,1076.44310789,456.681655631,227.130419858,677.271806722,0.412362648882,1.59704,0.9996,98.7940504617,24.5861850939,24.578,1376,-24.7176,111.995,675.313029811,148.88,264.418414411,1376,24.5794104367,151.834388479,24.5935
613.701119296,723.312832668,327.528703698,222.060463178,547.544451328,0.405658652099,1.50981,0.999657,63.9390391179,24.6798682842,24.6707,1377,-24.8032,112.044,325.248327809,148.892,60.5606218301,1377,24.6723935699,168.497570995,24.6865
624.290012016,844.309672067,356.357429246,217.322538506,643.275104407,0.426669918809,1.65073,0.999475,125.17058116,24.5949920657,24.5874,1378,-24.7189,112.053,337.157067786,148.973,48.9280282525,1378,24.5881211692,198.831979974,24.6016
5.89898268502,6.02992697255,123.07770409,5.68804812507,619.117584048,0.439101992894,1.81139,1.0,0.0465685189193,24.533282954,24.5232,1379,-24.6376,112.066,5.74039111056,149.026,5.41230490095,1379,24.5252596103,193.564724756,24.5403
12.0944886722,577.746975606,62.3883597782,10.2417252733,467.537640777,0.425014112668,1.55955,0.999648,32.6765299003,24.3981853378,24.3905,1380,-24.5086,112.007,7.69317638368,149.109,5.59702908929,1380,24.3903943038,125.899483399,24.4089
