PolicyRegParamNorm,AverageDiscountedReturn,AverageAbsQYDiff,MinReturn,Epoch,MinEsReturn,AverageY,QFunRegParamNorm,AverageEsReturn,AveragePolicySurr,AverageReturn,StdReturn,Iteration,MaxReturn,StdEsReturn,AverageAbsY,AverageQ,AverageAbsQ,AverageAction,AverageQLoss,MaxEsReturn
101.168,223.738720169,6.40270629371,624.216488408,722,14.1754487367,330.772917977,207.228,206.674532166,-336.23,722.419602969,61.6824357126,722,913.333059065,196.22197392,330.869628256,330.782,331.096,0.89743,324.915,635.361735925
101.274,192.616276541,6.69433633901,209.440555086,723,8.73318558149,329.776454078,207.315,242.855232528,-335.096,522.999806943,200.284854623,723,785.769293391,307.252317484,329.883311379,329.774,330.15,0.909181,353.746,943.692446454
101.296,185.740118699,6.44664689604,206.409010462,724,5.29707900902,329.871556275,207.416,237.799512291,-335.267,519.802231427,259.901839025,724,1687.00890911,216.739125481,329.990664671,329.849,330.217,0.886741,318.567,609.658482968
101.321,137.681157839,6.47109811539,190.62353958,725,30.0077307108,329.367740449,207.469,212.919407278,-334.792,247.111806529,79.7938361566,725,695.408490188,139.839933133,329.474787331,329.378,329.713,0.88431,323.435,423.314003654
101.371,130.215605583,6.29766948245,196.014244047,726,8.66643264835,328.695792594,207.612,170.510431889,-334.124,228.41017193,47.323294968,726,619.468985832,160.952510924,328.802696243,328.694,329.074,0.887426,300.203,606.909978047
101.414,155.139275462,6.36567037842,185.095325375,727,12.5456891035,329.223169489,207.764,376.730755638,-334.64,401.50271815,177.485691845,727,721.800084859,353.800104817,329.338937609,329.219,329.577,0.896586,308.131,1176.16765993
101.46,255.792606904,6.50508915105,727.625617088,728,3.87989653892,328.540293167,207.86,312.259860576,-334.051,1134.46164707,297.122934526,728,1716.63817728,353.685806625,328.650482624,328.522,328.904,0.898321,331.321,938.367075733
101.529,233.70846057,6.27473310012,653.34669036,729,7.19889582258,328.793719143,208.014,199.207130191,-334.219,1056.8543725,444.78991088,729,2103.68337904,267.623175422,328.905974786,328.802,329.165,0.881385,307.614,889.466699113
101.537,240.331120283,6.42415375449,682.4329376,730,7.17535252055,327.799758981,208.116,335.216443117,-333.198,1551.62906067,848.485610044,730,3395.12619127,245.394501145,327.894968426,327.797,328.143,0.878784,303.818,709.927906142
101.6,188.007531762,6.31575415075,300.602034711,731,7.48771398772,328.670077057,208.247,225.304243286,-333.76,951.719792774,405.919853883,731,2014.54081435,190.045151215,328.763978631,328.673,329.016,0.897189,301.704,582.844122825
101.619,236.712486542,6.39957339263,433.027022374,732,8.60084307686,327.799320966,208.343,278.431637995,-332.978,895.628779714,252.591609665,732,1550.76584534,214.43691293,327.90165574,327.794,328.153,0.858504,310.871,625.811695823
101.674,226.425198457,6.4340513201,240.691513063,733,62.016801925,327.663925037,208.463,670.534294416,-332.813,811.513951803,323.992490241,733,1680.14838291,385.316906543,327.768031981,327.656,327.981,0.869398,311.622,1004.3411558
101.757,239.390701185,6.35648231235,697.663677036,734,8.05644611425,327.044890181,208.564,318.066004793,-332.363,879.707127682,230.308128144,734,1964.30910519,300.026469853,327.129613343,327.035,327.403,0.85779,301.459,803.518542456
101.865,219.909633689,6.53150462429,204.397501353,735,9.40121389703,326.062668524,208.667,153.939502155,-331.286,759.506749575,151.964953498,735,1196.77560333,174.590743256,326.162572685,326.054,326.394,0.843516,336.811,548.878677173
101.907,222.431464765,6.21297910038,558.867037315,736,8.244009424,326.874287779,208.739,207.334237262,-332.019,910.470238275,568.150964873,736,2998.69467194,219.708924479,326.979684726,326.867,327.179,0.842678,287.489,692.118218105
101.96,213.174527764,6.34429349811,208.528930674,737,7.01649515249,326.831124226,208.871,159.089752391,-332.056,680.915005365,170.201125028,737,1192.75844672,223.082566435,326.944022709,326.835,327.208,0.863765,304.0,784.960385598
102.021,188.579581426,6.32566190625,196.631416668,738,8.01659624966,326.394615258,208.97,164.53779302,-331.563,701.018263546,383.614186329,738,1315.47063479,231.775459571,326.501783165,326.38,326.712,0.860013,282.077,763.771181093
102.048,238.168270133,6.39880667682,589.648176109,739,9.15685685163,326.522931982,209.122,332.929514787,-331.647,1007.58448095,304.081992658,739,1627.76660537,278.394684318,326.62620075,326.521,326.841,0.87272,319.459,839.655115813
102.107,231.305873373,6.30269722586,561.387847213,740,6.07397223541,325.654664546,209.203,163.319361507,-330.748,1218.8088069,736.46155555,740,3077.50257498,276.439842019,325.772774248,325.645,325.982,0.881311,300.745,951.624724587
102.134,233.870954889,6.46414693707,576.52334877,741,6.46071721478,325.547757733,209.292,208.070771949,-330.821,961.392712706,407.807858625,741,2523.20712414,186.842287703,325.650367283,325.543,325.859,0.889241,344.682,545.922786678
102.195,219.834656952,6.34385908942,562.088324061,742,11.8488661145,324.934560824,209.387,247.938388868,-330.288,990.294629428,389.108595831,742,2055.94348392,306.496165034,325.048909313,324.919,325.287,0.897329,295.316,919.266921003
102.265,183.280839659,6.30160337511,185.985386978,743,14.2953547915,325.775463253,209.525,220.703539806,-331.187,576.52997816,352.848587723,743,1464.0554798,205.063066722,325.873483157,325.782,326.101,0.903296,303.084,655.770227788
102.232,217.039372394,6.30136355986,353.2755319,744,8.99205113557,325.063832014,209.656,386.151360272,-330.185,856.797899725,388.849056245,744,1906.57351783,288.409115283,325.185366272,325.06,325.402,0.88029,309.429,780.550873121
102.283,199.363081143,6.38098402146,309.09139536,745,8.98056108485,324.834728788,209.731,298.79539802,-330.201,527.518505944,211.918892439,745,1256.72684958,281.697072344,324.960196643,324.82,325.178,0.910711,311.763,843.89823535
102.333,204.195947943,6.50100178368,217.983259508,746,6.13525898567,325.091728762,209.811,350.405905748,-330.525,711.963706821,342.256193458,746,1383.4436745,279.548095266,325.206007667,325.086,325.411,0.898664,325.725,786.88745829
102.362,212.860436004,6.28670822954,241.83706398,747,52.6262595833,325.21282558,209.856,397.38591725,-330.564,610.235366116,242.131666226,747,1403.92800037,358.879701803,325.320492962,325.206,325.553,0.881289,305.137,981.060374735
102.354,136.503682789,6.31156565227,167.726054837,748,9.15010717767,325.21195917,209.912,207.831049011,-330.314,251.75974328,92.7540193643,748,596.769244609,175.186703063,325.305924982,325.198,325.508,0.861428,311.606,645.674253848
102.446,230.056579528,6.64213867719,224.441072017,749,18.1147418707,324.178816177,210.029,164.46141337,-329.42,799.745777377,194.380930634,749,1064.06355113,212.595073116,324.256672386,324.185,324.509,0.890124,335.211,843.260137521
102.473,209.694863975,6.3642848885,50.9170489857,750,12.4578182253,324.616486638,210.124,197.640039086,-329.839,830.272309999,431.250045265,750,1751.879165,209.368406002,324.708624543,324.604,324.929,0.861249,299.773,661.238901323
102.573,159.678367432,6.28190573528,234.873375663,751,31.052320896,324.39550525,210.226,276.71373751,-329.543,367.18626891,224.121176274,751,1280.75749522,139.625093861,324.484440493,324.384,324.689,0.859854,304.332,441.089573484
102.627,175.232302932,6.32484596429,261.731456345,752,8.66886785179,323.679098049,210.308,248.329538385,-328.811,526.40542762,554.765807531,752,3194.60953128,210.378362603,323.761578906,323.672,324.001,0.852821,291.381,667.920601112
102.693,224.542924178,6.34093490748,397.105926843,753,24.5084267242,323.93900901,210.388,493.950742257,-329.029,993.072370874,393.938418744,753,1993.41878337,527.126787726,324.017506979,323.932,324.282,0.812219,302.671,1532.80778338
102.697,240.553128641,6.19764704336,665.865103447,754,7.9594879301,323.97357021,210.493,275.998420498,-329.028,1373.04850921,726.454229253,754,3359.42238073,331.431509051,324.03472508,323.982,324.276,0.796967,289.296,1073.26824322
102.781,234.529710448,6.46202437346,607.398770487,755,11.9039756493,323.038311766,210.571,438.146638179,-328.287,1122.94803211,501.318881748,755,2857.22155734,325.908174305,323.120483168,323.036,323.372,0.839022,305.373,913.305670786
102.841,231.416168713,6.30004531565,669.603779988,756,10.5147101113,323.157339198,210.655,367.914568587,-328.222,874.787349104,165.755622338,756,1460.24074314,375.878644296,323.232918423,323.145,323.462,0.829323,319.074,1163.88724886
102.864,226.561281416,6.27801079311,600.054769137,757,7.82687835786,322.782174502,210.775,246.015601361,-327.959,908.069070777,310.663438308,757,1816.4158334,211.805424165,322.88020569,322.772,323.107,0.856202,307.734,585.996368823
103.005,231.490009815,6.38950702068,537.596342055,758,10.7097500653,323.04260822,210.808,298.059001041,-328.148,771.550336195,185.645673099,758,1282.47914835,190.813994766,323.142531863,323.034,323.359,0.858662,301.966,669.838802429
103.047,229.00647723,6.08277555598,568.670464615,759,6.45828316762,322.925404397,210.952,177.018771905,-328.031,753.751470181,152.546851035,759,1230.97303053,250.989569134,323.014419697,322.93,323.255,0.852867,285.137,971.946273486
103.029,230.121564229,6.28131497897,375.31331489,760,10.6746027589,322.662562353,211.08,299.578270794,-327.577,905.953533875,334.786509598,760,1599.33430921,232.079830055,322.750336928,322.659,322.925,0.833072,314.699,699.255874415
103.047,207.625533769,6.41616671328,139.264047826,761,9.52756319812,322.539328826,211.167,231.535649125,-327.517,704.158128218,274.997343753,761,1265.02162072,270.98017786,322.624494684,322.526,322.841,0.816602,319.371,956.915585854
103.102,207.714997347,6.40738570655,213.612294741,762,6.3642643455,321.707103625,211.238,110.313094192,-326.908,694.648937474,197.839465504,762,1252.20480883,109.255938877,321.801817742,321.718,322.036,0.838367,289.19,394.796495183
103.184,225.741269559,6.3208645141,613.433102147,763,8.60860147707,321.736300759,211.3,156.851405133,-326.887,845.758465564,255.165717108,763,1631.89575895,172.378185414,321.819257213,321.728,322.034,0.815634,314.97,486.52076433
103.227,233.512032697,6.46879621633,668.999278655,764,7.57665618207,321.4579809,211.384,431.764645541,-326.823,977.047510112,232.345464997,764,1770.53904169,337.816844957,321.539721099,321.44,321.751,0.802829,321.545,869.034534498
103.322,241.51990379,6.25406120819,748.79455365,765,7.39341168009,322.269417045,211.504,341.98533774,-327.319,1121.904376,311.601782448,765,1934.23891693,367.091498369,322.348812348,322.271,322.589,0.837217,314.381,1151.03099477
103.336,227.967152189,6.2248706579,628.033075519,766,7.26639082494,322.236072755,211.573,287.337143154,-327.243,812.515775451,196.63324701,766,1362.76449243,328.556160264,322.304774219,322.223,322.531,0.830064,288.391,906.393378982
103.433,215.916653492,6.20183628582,578.320987823,767,6.22149621321,322.283890566,211.605,320.512200654,-327.527,964.406672226,478.225474299,767,2598.96451147,356.59387704,322.366289355,322.291,322.601,0.862182,272.455,984.518988696
103.458,230.647371237,6.30563071253,609.559820954,768,6.02877901962,322.503392813,211.724,257.646602284,-327.505,868.271912539,242.830038773,768,1517.99866847,235.805653427,322.574832852,322.473,322.747,0.880397,305.027,717.8041094
103.524,205.32694706,6.42429948363,303.766224688,769,8.26560051145,321.68122109,211.818,354.453583373,-326.864,635.097435829,169.133739841,769,1177.91949902,285.32187957,321.758235416,321.681,322.006,0.833016,316.507,905.6430458
103.553,234.652914516,6.05594357823,367.576985815,770,3.91322918484,321.591096647,211.919,149.732730306,-326.599,1066.94740443,329.36194136,770,1893.04888455,157.151312151,321.682897356,321.595,321.889,0.87014,293.578,564.339995648
103.575,204.435531168,6.40753658823,201.628824031,771,4.72702496093,321.011071253,212.0,277.509231801,-326.016,649.256962771,247.623720063,771,1222.59291485,261.720133227,321.098274703,321.007,321.333,0.853903,315.845,810.154134991
103.658,224.420062634,6.21202412498,527.756004881,772,8.20444841132,321.251151334,212.077,267.666822339,-326.039,859.002113319,199.104758681,772,1472.19946499,243.840672072,321.333814401,321.233,321.547,0.829345,287.814,698.151858848
103.781,223.94246875,6.17663779737,557.958314225,773,6.51990321495,320.778613689,212.149,248.159581525,-325.499,806.440580833,196.472939444,773,1203.42958961,217.776021295,320.850419325,320.785,321.102,0.828864,290.0,714.833825465
103.848,218.050577402,6.53848393275,550.846449091,774,6.74585287884,320.428781202,212.337,200.443693171,-325.525,829.438641364,233.487980909,774,1502.00270661,197.396507504,320.522422619,320.415,320.764,0.803082,350.749,531.270999622
103.859,205.279495264,6.05109435481,50.3731893231,775,5.33571903615,320.428090126,212.421,245.407882573,-325.415,650.353904845,205.328682654,775,1316.83053949,186.276278115,320.508755019,320.425,320.714,0.842364,267.334,526.464833038
103.88,209.529410922,6.23403017032,228.80599823,776,6.84247213456,320.581063858,212.526,376.42699616,-325.771,793.914814683,233.194853571,776,1343.71198366,399.159007971,320.662712447,320.576,320.874,0.813986,288.946,1187.65308918
103.9,199.291622372,6.40490312192,347.674708126,777,5.11741634832,320.115373844,212.666,277.403754086,-325.289,716.075232278,318.497500302,777,1488.20115668,350.796079424,320.217805667,320.108,320.441,0.84284,329.521,1020.77041384
103.916,194.816028614,6.23485410298,213.091501852,778,8.2875085307,320.022290548,212.741,199.049176283,-325.175,846.052102964,248.397648222,778,1422.80062979,196.44272561,320.120687075,320.024,320.35,0.840358,294.415,609.688771777
103.972,201.174393039,6.24940144217,304.696409649,779,22.2571351462,319.865851298,212.81,324.789761035,-325.03,646.919093376,201.131598147,779,1220.88363993,239.337545157,319.949821635,319.856,320.174,0.823155,307.049,699.609806371
104.013,175.474542836,6.06690921395,219.794295186,780,193.26866688,319.390091348,212.882,441.997586012,-324.431,422.261845997,100.840485542,780,772.983674135,238.183235973,319.478260897,319.393,319.689,0.831211,296.676,932.383260439
104.101,208.742352076,5.97834829688,239.363411539,781,6.74152967567,319.975066485,212.966,301.884346867,-324.962,660.72952638,193.250481489,781,1131.490541,256.462586816,320.052170638,319.975,320.247,0.829646,255.701,795.83702269
104.13,177.886261553,6.2753462857,198.993715149,782,4.92965304534,319.424671114,213.063,397.031816315,-324.574,471.811576733,205.675364857,782,824.182472953,270.034326978,319.513005136,319.42,319.736,0.838241,313.617,863.823214579
104.244,178.720495567,6.39183635129,188.941880978,783,9.93242802667,319.111752385,213.163,492.372287401,-324.095,460.445988555,227.057062292,783,829.312614583,659.424329702,319.222350455,319.091,319.408,0.870802,319.258,1790.66007352
104.232,198.96666781,5.99848983451,215.45891171,784,7.53275913666,319.636703852,213.283,270.472891777,-324.738,589.380058253,223.704476759,784,1162.3264781,188.354752056,319.742107896,319.639,319.981,0.832447,273.112,518.158780992
104.292,199.205500106,6.37980115952,356.547955691,785,4.79290932154,319.568648861,213.382,181.317637433,-324.375,696.349105267,212.453613306,785,1413.95587273,215.385307943,319.673851534,319.565,319.882,0.850338,313.554,608.636919458
104.306,169.031587737,6.15409644231,167.871129573,786,5.9271752716,319.930806694,213.461,210.019522484,-324.835,536.449352891,353.506622449,786,1400.31863377,216.186355881,320.010124402,319.928,320.205,0.881746,295.128,631.646518502
104.423,206.317302609,6.06784775997,317.570134763,787,9.68001377835,319.579027321,213.487,459.019678944,-324.289,656.10750226,170.677617637,787,1122.69831595,331.326479009,319.677232065,319.573,319.917,0.830142,269.818,847.962162654
104.49,192.417117984,6.16951012582,281.679169014,788,50.6986676678,318.151239942,213.622,232.246582595,-322.937,611.654670825,271.08242061,788,1370.09272992,256.33624412,318.288205195,318.148,318.498,0.850641,297.589,919.142333924
104.525,149.970160239,6.27071304436,108.153849602,789,17.2331785391,318.334934618,213.691,266.438983312,-323.272,406.395974268,294.408869433,789,1477.98686534,165.535118295,318.452144817,318.341,318.672,0.833215,293.714,632.894390745
104.581,206.84456194,6.18894296787,208.129665207,790,8.2626080485,318.341649768,213.792,218.419168732,-323.34,623.800021354,174.755215581,790,972.98338192,188.263803691,318.451779944,318.333,318.693,0.822054,293.461,513.495568402
104.599,184.711213592,6.0695107964,108.68146849,791,6.23678845801,318.596342534,213.854,214.222422682,-323.579,505.325100814,225.27317794,791,927.806951921,207.687576221,318.72882444,318.59,318.946,0.839679,268.944,550.01832234
104.77,188.384415428,6.38013797536,169.387715125,792,8.41019991385,318.213799686,213.925,250.437396832,-323.303,528.558519416,229.256548356,792,1113.52034332,178.851384655,318.313192524,318.204,318.534,0.870807,304.496,587.720703538
104.795,195.057475498,6.19142180708,323.104140284,793,8.81875452716,318.220797261,213.98,221.700502339,-323.236,665.042326409,279.15683904,793,1433.01668569,155.374577995,318.337428031,318.214,318.561,0.863678,286.831,509.417896221
104.831,152.498422625,6.18364907058,210.958786393,794,4.26942361034,319.185838937,214.092,147.516212789,-324.106,326.043968406,207.469198679,794,983.978045639,164.043290177,319.280279366,319.176,319.488,0.89368,283.236,580.871918245
104.853,162.507757505,6.20968247693,186.910568311,795,5.70132962133,317.83479216,214.183,145.745351461,-322.933,400.858980477,184.922682926,795,1063.51765751,191.199598871,317.93739507,317.842,318.146,0.901786,291.751,636.861645761
104.893,174.449729275,6.26543031166,200.231438596,796,7.15281714704,318.514276595,214.26,153.442068727,-323.308,547.598623852,387.015905557,796,1514.16179268,135.838757523,318.621245646,318.512,318.832,0.900931,303.07,510.350030883
104.942,149.676194175,6.30724539576,176.567955296,797,34.0350160322,318.20343921,214.36,223.536228804,-323.229,350.129449597,173.972631957,797,879.937946188,217.552084464,318.322210973,318.179,318.512,0.908308,294.1,826.617086148
105.066,192.799696399,6.18566034214,191.06787482,798,5.48348308703,317.899739448,214.418,145.64962083,-322.752,685.784110594,276.926434821,798,1255.13185097,166.345091454,317.989266691,317.896,318.223,0.865012,263.9,577.523052657
105.112,233.429687907,6.20494893619,538.11878559,799,5.57972635515,317.72192088,214.48,125.371803101,-322.837,934.93430616,252.878568933,799,1499.74483039,191.129463616,317.806666668,317.727,318.032,0.879003,278.729,739.654810807
105.145,215.631462154,6.40267827034,237.460387086,800,33.9972420267,317.751263886,214.494,336.688208332,-322.822,724.073969087,141.612930634,800,1108.47752795,240.94083039,317.831389541,317.741,318.03,0.851609,309.367,663.219888993
105.179,221.440807789,6.36947412633,216.258151565,801,8.03501940248,317.439491642,214.582,233.703596358,-322.585,993.43233625,623.443912474,801,2912.27406526,246.927159745,317.545341136,317.448,317.753,0.850022,313.032,782.176720387
105.192,256.075604084,6.12884745238,746.707767711,802,11.6977294326,318.190984074,214.643,343.26731268,-323.081,1234.49770854,311.774668096,802,1831.8598734,349.390243718,318.269685576,318.178,318.48,0.869377,278.332,938.923386533
105.224,244.832540799,6.0793894876,804.636132273,803,7.94185709615,318.317778774,214.691,447.835809488,-323.294,1103.09435029,374.598325681,803,2478.75766192,235.785696473,318.410132576,318.3,318.567,0.887526,271.989,623.783048373
105.241,225.072401751,5.95593417782,218.21108851,804,6.27488960893,318.116740651,214.727,259.59955338,-323.172,843.582714024,382.511414329,804,2007.81897857,331.953019459,318.185596508,318.112,318.392,0.874064,282.652,884.519688897
105.234,199.431786562,6.25793088294,141.629818375,805,8.0237732813,318.15897288,214.836,200.963403104,-323.09,586.393047581,305.650369052,805,1242.75381551,165.309473991,318.217799444,318.157,318.424,0.896857,301.122,523.656523932
105.269,199.845436903,6.1644688261,211.838552865,806,5.57644821724,317.869865876,214.921,129.843957721,-322.737,706.906543294,358.227528343,806,1562.00248897,166.495488123,317.951062673,317.867,318.165,0.859914,294.224,642.547131894
105.381,217.720083876,6.32224127043,207.124714695,807,6.56678994653,317.733554855,215.0,156.919308437,-322.819,721.758914191,267.634342874,807,1564.07182856,163.204853491,317.819065632,317.713,318.011,0.878272,308.787,509.848486252
105.417,180.217609623,6.17410911725,183.600196602,808,49.9443405909,318.28697425,215.122,231.973453545,-323.044,480.128078704,211.640766158,808,1141.18077321,122.825849115,318.359080343,318.289,318.545,0.863937,289.945,488.660986114
105.434,151.409413582,6.10120923968,210.446308353,809,6.64046401519,317.634777343,215.207,190.386341791,-322.463,345.814706301,226.687463621,809,1023.5958411,154.01099122,317.697167985,317.628,317.888,0.872701,276.561,477.01241321
105.489,222.553081085,6.01209556726,564.787843026,810,5.90741629184,317.549108798,215.262,228.548779733,-322.56,785.364651631,282.209159646,810,1559.27981171,335.190792501,317.63231235,317.548,317.839,0.89348,263.837,836.520999051
105.457,152.816682321,6.3006759921,38.5324074254,811,5.1614143583,317.106947148,215.323,344.176142114,-321.854,416.493194465,308.257700254,811,1680.13214828,232.517975453,317.202936429,317.096,317.38,0.864016,307.835,770.48272826
105.562,211.769314952,6.18133989999,404.964181611,812,8.57932818032,317.624571838,215.375,209.398180744,-322.534,804.328119618,204.574022318,812,1326.77888465,223.356959922,317.704883257,317.631,317.905,0.871034,287.654,670.207954024
105.593,219.430039219,6.2292424389,490.070072483,813,5.278883765,317.253415432,215.478,204.259070436,-322.566,691.322648829,168.855561836,813,1120.65768153,247.226875267,317.344430675,317.248,317.528,0.883474,296.291,672.8553067
105.685,223.092121409,6.33029795464,672.002488726,814,6.20953247066,317.221294924,215.56,174.996539796,-322.347,783.272698443,82.3109517059,814,1023.19598695,200.694953751,317.302867249,317.22,317.526,0.873127,296.274,590.271550798
105.753,222.858345192,6.13134252306,356.643640297,815,5.46027050333,317.608192043,215.726,162.940016527,-322.698,681.122328037,112.769835799,815,961.11522863,215.478620401,317.697359411,317.596,317.893,0.861946,271.929,647.760107994
105.805,228.176548161,6.22812884078,341.372218028,816,5.56223467825,317.902663572,215.861,110.073290881,-322.727,752.319338784,243.653998578,816,1369.29924984,135.803050016,318.008486677,317.907,318.202,0.867735,305.25,487.974065103
105.87,218.223955233,5.9937725656,225.920651281,817,4.64637497456,317.413308737,215.893,264.321171217,-322.383,710.966946195,193.507409052,817,1424.3953552,285.064649039,317.530137526,317.411,317.741,0.825481,278.066,721.076329088
105.959,196.87251288,6.3330732077,270.209527821,818,9.47628157731,317.729938185,215.994,388.491328918,-322.862,524.518049964,243.032379523,818,1239.65892627,330.738074531,317.824123478,317.729,318.027,0.838137,310.6,852.747234405
105.992,244.002527252,6.13565270047,232.642632808,819,5.37133659837,317.259423118,216.075,162.549408617,-322.308,1463.82347469,731.740342817,819,3082.70317363,235.301608878,317.339709916,317.242,317.53,0.800574,287.856,671.204782753
106.029,243.866641878,6.16335472154,598.370655369,820,11.626160045,317.249259036,216.145,267.620786324,-322.306,962.4830219,221.204937764,820,1541.77090244,220.205459944,317.320857992,317.255,317.547,0.895685,281.755,679.032075027
106.148,220.359808825,6.24885611352,438.278390189,821,18.0712448749,317.348053366,216.197,405.947933405,-322.386,760.822405068,214.578818044,821,1283.27325871,280.53366991,317.428259726,317.338,317.622,0.822385,307.845,750.735594613
106.197,231.892921255,6.23210771119,435.482098952,822,7.436505807,317.182926468,216.344,321.795951999,-322.004,891.255180131,246.437447155,822,1322.47828701,176.851843767,317.255838447,317.176,317.447,0.85455,311.623,618.409291064
106.231,213.160642001,6.0559300746,240.126027076,823,6.82547870935,317.112700666,216.413,302.03183916,-322.142,999.475678102,736.652225148,823,3399.6148841,401.410970024,317.184654064,317.109,317.383,0.868466,274.43,1192.84119611
106.264,246.349237972,6.08086602889,695.476273715,824,107.879796884,317.179737925,216.551,528.188951999,-322.032,1111.22625648,302.219120055,824,1978.03139461,260.807156637,317.247552881,317.157,317.451,0.849262,295.046,897.499265609
106.356,235.317893672,6.11820985842,643.627967877,825,9.55585152674,316.613195058,216.681,231.286597598,-321.729,889.671685467,300.428351587,825,1743.11778979,196.994398619,316.684737291,316.615,316.874,0.860019,297.277,558.625035327
106.429,224.761018126,5.94490972301,423.435672956,826,10.433333027,317.261040061,216.74,394.198544622,-322.252,946.634491336,416.759807445,826,2255.11474029,355.724287036,317.318592151,317.25,317.53,0.888983,259.344,1054.55477607
106.455,250.198691921,6.12668639548,564.026017565,827,7.72433192733,317.041337443,216.821,424.138219242,-322.039,1044.55585227,218.22911713,827,1971.00367538,317.580237393,317.114543704,317.032,317.307,0.880935,282.409,875.917520319
106.491,150.679561207,6.07910752279,219.432024928,828,5.90925460353,317.132743765,216.902,193.266310406,-322.06,294.593380358,157.840682945,828,1010.05845621,223.265295172,317.182626357,317.129,317.407,0.892053,291.855,694.578042289
106.514,141.995389042,6.00384402352,221.461672279,829,11.8859797786,316.577207883,216.999,157.348510861,-321.514,252.972105637,53.2803667878,829,547.811178217,80.0967214355,316.65782557,316.582,316.874,0.909383,265.604,239.261660198
106.573,166.623157726,6.20587977169,238.572377622,830,44.6580001781,317.000893406,217.072,187.884399196,-321.602,427.571742009,320.33172877,830,1397.15902982,127.642302857,317.084302266,316.985,317.273,0.933458,297.118,504.408788614
106.597,197.399634586,6.09003161935,225.834131094,831,10.1923995986,316.763317053,217.205,167.803465372,-321.796,586.741618475,265.81306792,831,1495.27993635,178.109850186,316.826136004,316.764,317.048,0.922581,283.855,621.685898716
106.688,211.859302232,6.22638018807,203.378907524,832,413.146867155,315.816611424,217.297,673.58497547,-320.878,734.60155704,191.839907376,832,1138.08677646,182.880674056,315.8880468,315.812,316.113,0.92481,299.422,918.664413026
106.68,206.143926824,6.04441859302,240.201367661,833,56.4091172745,316.338228228,217.353,513.567048563,-321.228,834.232827819,499.392883291,833,1911.73246616,448.648913871,316.407567283,316.32,316.604,0.931204,274.024,1406.55198777
106.717,234.805167892,6.07318981288,634.893107437,834,9.47253774668,316.396375845,217.391,240.311411003,-321.341,877.542693341,119.952956075,834,1104.50426837,237.202426776,316.468117427,316.388,316.682,0.909096,280.516,681.767848066
106.746,235.072020233,6.10370409706,232.896193318,835,12.1033853435,316.567357679,217.522,239.4489568,-321.467,1239.38397669,465.478631515,835,2115.33345935,251.331095726,316.642229512,316.568,316.861,0.904792,297.801,927.869853559
106.82,248.875242519,6.04720893946,551.247314893,836,14.0704674569,316.373174908,217.573,224.851000681,-321.208,977.690118611,285.668700593,836,1977.57712962,219.002375157,316.432625525,316.358,316.66,0.888259,278.513,625.709583411
106.87,225.849762042,5.89639839214,195.761034774,837,8.37174699426,316.268340843,217.676,268.634956867,-321.125,812.793462831,248.39737093,837,1039.11450689,369.200009548,316.354244114,316.27,316.581,0.91284,267.145,1198.69415182
106.896,146.530161292,5.89078780913,202.255977553,838,8.73469852028,316.023606982,217.762,190.831420998,-320.732,312.039335291,239.762778405,838,1073.85874512,218.228727995,316.102667682,316.02,316.319,0.899713,277.012,738.332250641
106.97,220.15365877,6.00352784451,515.04665093,839,12.4934595935,316.257800338,217.845,216.37903669,-321.181,719.910020226,150.267766947,839,1110.20570126,182.672740285,316.340331737,316.253,316.538,0.913656,267.065,471.715656205
106.989,157.915535657,6.00895076025,192.22129207,840,9.46358502841,316.677994889,217.849,224.601821127,-321.466,379.826868398,227.079027488,840,971.319323376,276.878930683,316.757662329,316.672,316.97,0.914289,279.825,1085.22848113
107.036,164.488061224,6.07617917902,195.168596866,841,10.7591925742,316.502800347,217.893,226.123533558,-321.42,380.072775661,192.501519338,841,818.512105743,294.877006572,316.585361558,316.496,316.8,0.910235,270.607,980.926683747
107.07,171.948852198,5.98024257722,151.806714744,842,6.59207356359,316.328806267,217.983,206.666738739,-321.193,511.233751702,331.371826868,842,1035.79691613,226.050162781,316.411900435,316.335,316.632,0.920737,272.675,835.899541663
107.14,138.633832558,6.34943904545,130.891405505,843,8.89624042365,316.087361898,218.073,250.441563543,-320.922,334.448833539,288.559503407,843,1102.81993257,253.692059368,316.169621047,316.063,316.336,0.919575,313.997,771.243994756
107.197,222.606947668,6.21445133599,583.160014829,844,6.33316096789,315.619579078,218.139,275.057693048,-320.3,901.833523366,229.541741358,844,1683.1587532,318.16655966,315.689179477,315.625,315.896,0.916504,295.784,829.034321584
107.182,206.729508246,5.96376407434,230.814799798,845,9.83421662039,315.716313042,218.238,277.393861013,-320.175,763.664344534,333.007178623,845,1419.60210006,142.314852497,315.793756619,315.711,315.985,0.936068,270.339,434.887568231
107.23,190.297097913,6.12276057663,217.232954983,846,6.40840211241,315.2294358,218.324,372.876032708,-319.845,544.578312785,232.535778286,846,1131.44543132,317.739718733,315.303055459,315.238,315.549,0.911488,294.312,969.775306214
107.308,195.659282509,5.9994166407,441.490314157,847,7.1814133884,314.514096068,218.372,180.433512597,-319.222,670.662125166,154.41273776,847,1053.29070993,214.888334159,314.617530224,314.495,314.812,0.918351,264.959,759.574835256
