AverageAbsQYDiff,MaxEsReturn,AveragePolicySurr,MinReturn,AverageQ,StdReturn,MaxReturn,AverageY,MinEsReturn,AverageEsReturn,AverageAction,Iteration,AverageAbsQ,QFunRegParamNorm,AverageDiscountedReturn,AverageQLoss,AverageAbsY,AverageReturn,Epoch,StdEsReturn,PolicyRegParamNorm
0.882042001659,273.214794748,-17.9836,38.2448548263,15.743,134.389649876,570.646821079,15.7495980589,62.467065957,191.24346595,0.67278,30,16.3886,26.4696,78.222013665,2.62318,16.4005115398,207.787134893,30,82.3420439738,25.0574
0.957304752475,240.01588507,-19.1812,87.6631314286,16.8797,62.6924769708,402.764840441,16.8845306063,-19.9034877998,128.142642384,0.690399,31,17.5222,27.2159,95.8332075172,3.08476,17.5330165973,173.915025007,31,97.4931171862,25.3167
0.995453295548,299.60261217,-20.4242,134.059953986,18.0672,42.2758958369,329.754476083,18.073375536,77.6663623385,184.462801288,0.673684,32,18.7141,27.8673,101.658708073,3.15939,18.7263926095,192.638922881,32,74.6601238291,25.6806
1.07712770682,332.194614305,-21.6506,127.111061356,19.2579,48.1932974026,412.005322349,19.2615519,38.9206267771,127.738418538,0.684666,33,19.9075,28.6313,104.019880673,3.69351,19.916779583,199.618827588,33,99.7492802414,25.9825
1.15187383843,385.597784949,-22.9798,17.7200814621,20.5008,242.672611999,821.808864726,20.5083862688,12.6359154532,119.229104812,0.701405,34,21.1304,29.3052,77.5676426281,4.28698,21.140766682,404.125956674,34,137.707667476,26.2325
1.21380805525,345.089951417,-24.3053,-4.63822536974,21.8426,159.113075466,519.576395667,21.8480372979,41.9041416784,177.210318665,0.707752,35,22.4378,29.9735,56.1897096072,4.50993,22.4457612597,168.604601198,35,100.937446241,26.4904
1.29637621109,294.555536944,-25.6436,-61.4943138973,23.1074,10.1664500103,1.41008092858,23.115998806,-25.1865919927,89.2699815472,0.73623,36,23.6764,30.6011,-5.53552398567,5.29305,23.6852154256,-12.7995195604,36,98.2997850938,26.8301
1.36401053335,416.485320463,-27.1155,-80.3937979337,24.4119,48.5746513832,333.883140649,24.4194864862,-138.229537373,99.0247007349,0.72561,37,24.9481,31.2603,-6.66141239431,5.67982,24.9547999143,-21.9388667116,37,191.623852386,27.1197
1.41399543724,172.739743263,-28.3482,-129.551658989,25.603,104.513465458,629.568619559,25.6118022043,-30.3657868439,38.9545238023,0.730333,38,26.1243,31.8996,15.7953069506,5.87519,26.135561077,23.0204385255,38,73.6958770089,27.3949
1.5116224901,223.510399033,-29.6335,-95.8687945596,26.8473,64.1416549473,214.773398186,26.8546223229,-8.09901059018,70.6840999275,0.765672,39,27.3541,32.5587,0.364493227369,6.74318,27.3657462837,-11.8112853781,39,86.0832938982,27.7018
1.56989183246,290.659264504,-30.995,-63.8812321834,28.1492,78.6789688714,174.256978113,28.1595208508,-37.2248420666,77.3118277396,0.720583,40,28.686,33.1882,17.4429498182,7.1323,28.7004816849,37.3021261654,40,95.132886367,28.0144
1.65192829201,99.5423473041,-32.2429,-69.6735545504,29.3113,107.528885053,861.121178578,29.3212966274,-51.8569927248,13.9902455088,0.729123,41,29.8574,33.8812,51.2722336333,8.01692,29.8735034575,122.317808887,41,38.9485043288,28.2879
1.72189970972,169.328204641,-33.7012,-91.1613456096,30.5957,52.9000343596,238.644538303,30.6035878565,-45.1353278922,37.2258353409,0.776842,42,31.1009,34.4557,47.1370701256,8.45072,31.1160222292,101.925682922,42,71.500778445,28.5906
1.77606437837,125.742492951,-35.089,-81.1034498832,31.9732,72.9253797352,202.331096212,31.9855901438,-58.5134007042,20.0272306321,0.7396,43,32.4598,35.0137,11.8722242491,9.2645,32.4847450517,24.3107459826,43,53.2740377841,28.8241
1.84890474554,157.913353259,-36.3595,80.8697129691,33.2554,46.6835347246,432.347041518,33.2694507057,-36.0024877613,40.7648221538,0.770464,44,33.7311,35.5187,97.6735579498,9.92117,33.7542718666,185.226576483,44,66.3998314986,29.0669
1.91537637449,319.242853303,-37.6268,-10.4254249101,34.4378,100.003172196,379.713993022,34.4499700327,-26.4474952878,96.2440610087,0.7121,45,34.9007,36.0308,64.6871429032,10.6972,34.9238967628,151.298733202,45,114.939583525,29.2807
1.94935701231,191.753020433,-39.0626,121.157510344,35.8669,49.1216175611,308.792666228,35.8774536604,-16.8837361167,52.9024324804,0.709793,46,36.2982,36.5155,96.1489175226,11.3412,36.3154003284,185.386332291,46,70.4775624603,29.5406
1.99793527121,327.470811217,-40.503,82.036888324,37.343,37.6949952281,297.42776828,37.3544977666,31.9656723017,175.692022438,0.695097,47,37.76,36.9914,103.590361824,11.6983,37.777725145,207.739771189,47,101.113373361,29.7712
2.03899169607,479.646963039,-42.1963,35.1199814043,38.9861,56.3909273738,374.485717187,38.9972245166,-12.8750413966,141.662400561,0.716687,48,39.3621,37.4905,119.360327907,12.1369,39.3801256763,278.325020724,48,153.278364292,30.0332
2.07469840244,292.153903502,-43.8919,229.525685382,40.4948,73.8117215425,505.599992761,40.5060849049,3.05555680343,130.268755077,0.687399,49,40.8568,37.9488,118.31951561,12.5204,40.8684261874,322.052991926,49,114.168071897,30.2097
2.12272038301,335.515372274,-45.5452,92.4113785336,42.0693,66.352741747,571.575316606,42.080993456,-2.40283360847,115.441853078,0.703064,50,42.3837,38.3988,133.203240813,13.0437,42.3967564892,379.07124422,50,113.891737623,30.5068
2.15720754752,341.862555876,-47.1783,174.003579198,43.729,48.005205165,420.335944959,43.7424218313,0.858879901449,221.722657522,0.691626,51,44.0342,38.8298,136.304034542,13.3603,44.0503982781,298.433996715,51,115.529597784,30.7186
2.18502248161,306.969487401,-48.6939,50.0127853721,45.2251,69.001945857,520.272014319,45.2385291775,12.8064133881,93.3361733752,0.651069,52,45.514,39.277,132.643326424,13.9993,45.534174329,326.041771494,52,108.091513124,30.9307
2.26739990407,494.090421418,-50.4787,43.9567963027,46.9856,68.9735491555,455.923365336,46.998378676,8.06729265947,145.985794744,0.705531,53,47.2374,39.7028,120.157590851,15.4131,47.2496242233,298.055537515,53,139.205417303,31.1498
2.29514250903,362.087502607,-52.0942,124.622188416,48.6203,66.9652316003,344.606762738,48.631847147,0.55208335746,145.016615583,0.706624,54,48.8321,40.1256,127.987534307,16.012,48.8434746866,245.670035235,54,138.36870317,31.3735
2.32809007889,347.5256917,-53.4164,119.880937031,50.003,100.820732505,555.730824746,50.0162808227,2.26433445014,201.01220265,0.704271,55,50.2303,40.5691,119.050416315,15.4208,50.2420833955,302.969455809,55,147.937904325,31.6274
2.38000214753,285.257873667,-54.9924,-53.0758641034,51.6096,109.00875512,502.023918884,51.6233728048,-21.8623473509,144.87355503,0.704972,56,51.8174,40.9981,107.927136688,16.7296,51.8304239338,249.266216109,56,95.9873776955,31.8761
2.40584971276,452.103599248,-56.6607,98.2311604202,53.231,181.477077108,963.843738819,53.2436427686,24.7229323859,208.980302801,0.757808,57,53.4167,41.4516,106.915824759,17.5007,53.4271137671,300.839823772,57,132.404997821,32.1322
2.4345964401,250.157635174,-58.4011,103.871632441,54.908,163.920358651,1027.05400602,54.9233369647,4.06354020048,116.194463177,0.708199,58,55.0851,41.8935,121.794698288,17.3025,55.0944043153,287.575369534,58,81.9086370057,32.4039
2.4915001407,194.409568641,-59.8386,86.8104555787,56.3708,98.0430608577,559.783310986,56.3827534717,13.6716247639,80.8971541538,0.724266,59,56.541,42.3202,113.282104966,18.3164,56.5446563182,258.532613798,59,60.6737676134,32.7474
2.57013182281,312.403993715,-61.351,-21.9397589754,57.8476,101.653213575,442.690093491,57.8636503216,39.7935274997,159.53891804,0.73807,60,58.0071,42.7675,90.5544245484,19.3301,58.0141863451,235.811922778,60,100.825162998,33.0598
2.62093248453,335.270331679,-63.1648,8.03217892357,59.6564,105.072793704,539.235944007,59.6718602825,-3.82815138842,123.713234145,0.765232,61,59.8027,43.1662,89.2527882662,20.3956,59.8130106204,225.983233164,61,118.703405013,33.3545
2.68622999249,313.87448793,-64.4229,95.1145634327,60.9378,47.8065475149,332.179358322,60.9520166518,-17.9722636536,97.0998684405,0.781045,62,61.0815,43.6301,106.622227667,21.0696,61.0874493085,210.495246456,62,99.2175769612,33.619
2.69475527907,284.606847604,-65.6359,121.388945104,62.0885,77.164002506,408.239520022,62.1038777718,-19.0426130616,99.5186440014,0.757273,63,62.2361,44.047,122.863619071,21.7069,62.2452469237,249.950273603,63,98.7146811759,33.9012
2.75158477643,395.856439049,-67.4575,107.860916722,63.8375,96.6921694715,569.13690719,63.8528508082,3.35042702605,146.476672823,0.745363,64,63.9773,44.4933,117.558911416,22.6439,63.9839699905,245.006998026,64,126.338590601,34.1228
2.76153056373,311.3097515,-68.76,78.5167968572,65.2072,99.6080715706,423.406553096,65.2209247709,18.599768368,173.442555176,0.767211,65,65.34,44.8775,128.918628798,22.2269,65.3545542994,264.474332979,65,100.636970853,34.3322
2.8019213153,655.230275325,-70.5297,33.1954933979,67.004,77.911679295,441.261785706,67.0214135575,-0.0905328977336,177.809566857,0.762996,66,67.1391,45.3315,100.806489985,22.6254,67.1589148212,189.389674061,66,216.48508414,34.5276
2.84380092873,284.874350088,-71.902,37.5733484393,68.381,73.182923702,437.793582093,68.3924017274,-1.0965381643,79.3043759851,0.783284,67,68.5221,45.7494,87.9145067141,22.8565,68.5271584416,141.507668893,67,82.0252217189,34.7199
2.95021799263,407.933306926,-73.2976,30.9520143482,69.6434,113.414055172,588.938523491,69.6582153517,4.72411993704,114.455250629,0.764333,68,69.7797,46.1815,133.019957713,25.8032,69.7892106645,296.65916862,68,116.919036436,34.9145
2.99910615548,259.058117528,-74.7735,17.9407729931,71.1276,118.368246872,533.045970545,71.1424580699,14.52558623,125.400069391,0.811922,69,71.2651,46.5895,141.187470882,25.9665,71.2705506974,374.282945021,69,86.6711661917,35.0952
3.02215399683,372.841858124,-76.2868,-86.0973330504,72.5166,105.301353708,431.306580065,72.5349905674,2.43992708473,136.967057536,0.770973,70,72.6498,46.9894,103.880933004,25.9072,72.6614861954,239.480318799,70,123.247964618,35.3013
3.09127661928,199.793947342,-77.7954,29.5390804627,74.0643,61.0051599989,463.582719867,74.0824461492,40.8604167071,114.42859626,0.822227,71,74.1933,47.3271,87.2991428163,26.8003,74.2051269383,137.866803494,71,53.2028460023,35.5179
3.18876381646,255.634233371,-79.2155,91.4459526991,75.5164,45.1861698471,408.116846281,75.5305125608,8.34322198761,137.438826412,0.791463,72,75.6385,47.7345,89.6766109968,29.3059,75.6465110918,136.216634408,72,89.5720266622,35.6978
3.1740401336,351.732447362,-80.7895,65.0668130179,77.16,87.1986311897,459.330897656,77.1722076583,-1.5869802575,92.9539128584,0.781963,73,77.2887,48.1036,107.749540695,29.701,77.2959931151,213.04735515,73,95.0745171445,35.8998
3.28041318061,248.860436477,-82.3231,102.159723178,78.5807,4.29138928862,125.372706966,78.5990838523,3.11067589719,143.3130819,0.822199,74,78.71,48.5034,81.8301735509,30.9763,78.7131617731,114.939543599,74,63.5240688791,36.0852
3.26810560781,325.041085106,-84.2038,114.920387874,80.3096,13.7449792692,181.376065178,80.3256028837,46.1005526625,183.408560114,0.828466,75,80.4297,48.8827,90.056189264,29.9867,80.4403409733,133.176756282,75,87.3859571139,36.2951
3.36702899476,212.392034844,-85.6939,117.568710589,81.7831,69.770155222,620.376758373,81.8053846008,10.921116737,128.272352872,0.790126,76,81.9104,49.244,101.32819032,32.902,81.920219251,182.169126803,76,59.9420153516,36.4535
3.38985177196,228.441889327,-87.0549,127.424118465,83.0978,41.4687041038,345.779634823,83.1108076893,-1.44236367635,116.700831923,0.842092,77,83.222,49.593,94.1956896612,33.118,83.2182817035,153.029432578,77,63.3289886763,36.6173
3.4979937238,242.25832293,-88.9678,119.71814695,84.9286,91.4543637127,498.321810084,84.9515110649,-4.34780190983,116.487313585,0.805124,78,85.0497,49.9596,110.852707585,34.7716,85.0557794664,267.276578342,78,97.4658108692,36.7984
3.52431880055,335.216709578,-90.852,52.6657966425,86.6497,75.70475136,475.036592633,86.6666418484,82.6908554475,176.382767175,0.808745,79,86.7574,50.288,104.103555698,34.469,86.760226605,241.899340273,79,66.5561316184,36.9446
3.56265112186,435.625580305,-92.6081,73.1306841027,88.4132,65.2304479561,491.795100244,88.4318177985,-5.84235234053,151.113628467,0.837634,80,88.536,50.6323,113.537928259,34.9751,88.5283838251,257.681881632,80,109.110972088,37.1094
3.6079078135,248.386381296,-94.1948,128.076225187,89.8938,78.7834161135,581.383254439,89.9139794737,-2.86020872877,135.459751977,0.8279,81,90.0171,50.9782,105.706431265,37.2505,90.0094339755,212.319048708,81,93.1514216023,37.3228
3.70419060457,258.574557019,-96.1742,122.451176933,91.817,33.6723308209,318.865381948,91.8379535819,-5.13911166738,130.179347271,0.870974,82,91.9251,51.2976,100.205517345,39.7916,91.9229112615,167.027140325,82,94.1840798648,37.5258
3.66523684311,333.303738498,-98.3988,145.536300657,94.0193,19.3134077043,252.015761801,94.0331601151,34.4807672794,183.557784695,0.864204,83,94.124,51.5861,106.475142724,35.9122,94.119895365,183.105750741,83,85.2259259446,37.7326
3.81007323687,354.534611079,-100.123,83.6565947736,95.5278,66.1972446004,399.151732817,95.5532475011,-6.58435657168,142.249944061,0.859187,84,95.6388,51.9417,106.302558138,40.834,95.6394350867,206.569525731,84,117.121793739,37.8833
3.88476804406,376.536650341,-102.308,28.1260791888,97.5744,108.018451863,487.695032332,97.6016236144,-6.17598020088,149.199615502,0.848282,85,97.6812,52.3168,97.8188094656,42.3746,97.6814750138,221.468142022,85,109.569861375,38.0369
3.99909597887,285.941860272,-104.526,78.8451390142,99.7322,81.7626541593,430.088700309,99.7469451515,-0.446532662327,165.526620728,0.852007,86,99.8431,52.6222,100.18529318,46.0495,99.8237497678,224.736696346,86,93.6972322908,38.1759
3.98910790376,254.200264018,-106.298,142.540590074,101.532,39.845759988,412.227279773,101.556015002,128.293563172,180.404359929,0.834908,87,101.637,52.9064,117.877367108,44.5384,101.635555803,231.197276838,87,33.5900834447,38.3534
3.99478441922,477.663451851,-108.168,42.6922884369,103.376,131.256153697,704.478251455,103.398612332,8.99130412838,208.091934608,0.840766,88,103.488,53.208,89.1357340129,44.2114,103.479271992,218.425935493,88,135.53083146,38.4858
4.13228552021,300.125394436,-109.968,112.171120939,105.099,4.6336508591,140.989960193,105.126421764,-7.61214352407,120.986138272,0.869715,89,105.209,53.5279,79.2292582231,47.1168,105.207615468,123.692893629,89,95.7340756689,38.6839
4.17190002319,267.627479771,-111.846,141.171289004,106.917,10.5538040953,193.370996965,106.939124351,1.9818956199,171.286622802,0.876227,90,107.038,53.8507,101.27220391,48.1345,107.028215594,173.297483094,90,100.523205114,38.8477
4.24010917013,280.185381412,-113.713,111.873678483,108.751,10.7460637249,188.291066141,108.774912187,-4.45574565308,114.912277328,0.875217,91,108.872,54.1499,82.4084876066,49.9852,108.858144092,136.114090807,91,80.3876577702,39.0094
4.24783712105,397.467590051,-115.589,42.453109755,110.629,72.8452213667,476.331565943,110.658059424,-7.26951522369,165.130809755,0.849362,92,110.757,54.4576,62.693415171,49.6076,110.751845328,111.925256787,92,139.967064957,39.1481
4.30523235323,280.422950873,-117.543,152.361278483,112.351,47.3617704389,367.80831411,112.37157776,-3.07928892652,148.982210914,0.858766,93,112.484,54.7575,106.758923846,51.5809,112.459025548,211.10685043,93,90.1362750756,39.3475
4.32492019285,512.527326808,-119.685,132.215325258,114.527,94.7681774804,533.752919708,114.552426885,-0.804623737924,169.736775661,0.874229,94,114.649,55.0578,109.770826754,53.3902,114.63226223,284.436241618,94,171.100878556,39.49
4.38956260509,215.944598139,-121.171,168.18116737,115.993,55.7463332142,393.694615389,116.01277852,2.11845468193,131.854814534,0.892041,95,116.115,55.3125,109.813633427,52.3005,116.095215754,266.789902181,95,73.5568646271,39.6613
4.47519606879,321.454925098,-122.966,74.3016076847,117.833,117.399088338,593.920447381,117.857096797,-9.30316655544,108.473384514,0.856004,96,117.946,55.5986,102.719748006,60.4575,117.930923126,270.219780377,96,105.758826468,39.8231
4.49747914914,387.101309637,-124.325,107.407597473,119.195,92.6189888877,535.5544886,119.221183791,-31.9974977321,157.457767945,0.862649,97,119.304,55.8778,92.6155362785,58.9714,119.292222331,245.959974997,97,138.567146579,39.9521
4.5104633742,277.710667057,-125.8,-55.5885116456,120.586,170.665490512,1004.42538035,120.612812761,-5.79920406409,143.99464312,0.816776,98,120.712,56.1716,101.177186961,58.6849,120.690835511,263.188656271,98,98.0446014545,40.0759
4.59740333923,256.711003241,-127.412,37.4243871357,122.163,167.695731726,1146.55095076,122.186080151,14.390162134,156.859650852,0.820967,99,122.285,56.5088,71.0976956029,61.2322,122.26720383,168.367400994,99,87.3285927415,40.2529
4.56779772875,330.831623778,-128.627,169.95188005,123.459,52.9879923057,484.886303527,123.476321554,-3.58594373345,151.384322845,0.883066,100,123.581,56.7955,134.358030517,61.1159,123.553091383,251.021660794,100,104.586029828,40.4108
4.59869794428,232.904797454,-130.108,114.369902751,124.928,161.856011589,764.734267963,124.957595638,-1.89614119197,160.151098818,0.818682,101,125.071,57.0715,110.871358077,59.5311,125.041007834,379.81447647,101,83.7257969039,40.5816
4.5477521046,484.930926499,-131.497,87.7341935503,126.365,90.5344729555,585.833575634,126.38808174,0.676633276472,217.973765979,0.847764,102,126.483,57.3381,120.536359848,58.0068,126.468053124,250.115802403,102,149.579725671,40.7541
4.66052598811,518.09842898,-132.967,185.56577597,127.642,108.031270277,913.604319616,127.666257436,-0.578836926496,258.784448333,0.861437,103,127.767,57.6428,152.246374049,63.3869,127.742725034,358.915633537,103,142.23257875,40.9469
4.73192706425,427.492048793,-134.263,311.082607764,129.174,36.3498392671,514.719684567,129.197973232,-1.26201442609,201.97705157,0.883825,104,129.299,57.9491,165.008116988,66.2333,129.271635709,376.709686832,104,129.716544583,41.148
4.70624282525,495.140420676,-135.599,-4.32725692087,130.453,129.817197157,541.642022075,130.471661112,15.411137903,223.618824835,0.808714,105,130.585,58.2243,104.51004388,66.8559,130.547337587,299.151936798,105,149.338785094,41.3388
4.76103418365,340.37896373,-136.623,190.863608597,131.529,192.778650071,835.622264108,131.552036676,5.34907411784,189.351119106,0.844429,106,131.652,58.5361,158.392301359,69.378,131.632056002,445.457299096,106,101.274697616,41.5322
4.77884251444,340.176232449,-137.934,189.265153078,132.81,45.8796129884,442.421998395,132.836428278,-3.21963162877,177.234201334,0.866871,107,132.946,58.79,131.094153454,68.0256,132.908894734,263.020777688,107,119.280683578,41.7147
4.85554112302,201.715973599,-139.313,200.295165564,134.165,37.6392979308,462.234436401,134.19384765,65.7287088711,140.679118046,0.845322,108,134.288,59.0369,137.357395857,70.9427,134.263020076,245.497920655,108,37.0915989544,41.8861
4.79017199442,298.457291098,-140.598,146.341559064,135.284,43.13459383,396.367640056,135.310414061,-1.89539135658,175.170307544,0.861717,109,135.405,59.3285,130.417152032,66.4541,135.380729836,245.182623327,109,85.4616010395,42.0933
4.82906534554,413.429267144,-141.708,137.657494019,136.473,59.9260807954,569.395129979,136.495386695,1.97593753169,209.821679547,0.847033,110,136.591,59.6051,123.600576663,69.1374,136.5646828,237.881994274,110,105.165874701,42.2192
4.89995747564,378.395900669,-142.901,128.048173163,137.751,91.6531710192,577.332565296,137.77640003,10.1634161679,146.960385854,0.850028,111,137.876,59.8615,115.841340837,73.0577,137.849892104,272.639412326,111,106.375614143,42.3562
4.84684379613,349.006912333,-144.37,147.549044071,139.275,54.3254834434,428.855667766,139.298533321,-10.8310508664,144.961185866,0.820972,112,139.391,60.1513,131.064843881,68.1223,139.370313049,281.378756389,112,103.135741788,42.5488
4.90917503962,456.669724486,-145.244,130.414612791,140.016,52.9624594503,384.341274105,140.033325106,-0.926906935734,218.16990215,0.834897,113,140.144,60.4233,112.78722025,72.6463,140.107376983,208.252346301,113,137.017125025,42.7334
4.92566555722,450.37518561,-146.203,119.404188932,140.865,9.82456769975,198.670385163,140.898678219,47.7363206436,188.904208586,0.834139,114,141.001,60.7207,88.5409762409,72.4809,140.972342567,130.538801076,114,121.068066816,42.8753
4.87434129338,328.525377242,-147.367,118.699990326,142.125,131.386540089,776.099555755,142.149532401,-2.89207096173,185.973418325,0.843914,115,142.25,60.9768,144.742312361,72.8342,142.223273683,382.288885819,115,112.448633475,43.0366
4.89123470255,247.261128081,-148.976,160.58536446,143.731,121.797229071,628.438520695,143.750001027,124.157150718,194.743806062,0.847707,116,143.86,61.2213,146.514877229,69.1518,143.819831211,343.196886554,116,41.430880551,43.1616
4.93658135087,326.383653028,-150.135,135.480778636,144.785,33.2939449859,374.10105883,144.811429629,-3.15520825469,185.64367256,0.860245,117,144.905,61.474,116.10666891,71.8838,144.873530768,206.71452399,117,100.242219514,43.377
4.85025358962,372.557622269,-151.184,104.824288164,145.905,27.2011173358,219.104871536,145.926738303,100.83237328,212.493467901,0.873595,118,146.016,61.7096,90.5096141317,72.3843,145.988833567,141.742157133,118,93.9101156969,43.5686
4.98694634706,395.069636294,-152.178,126.498230932,146.991,32.0980802302,249.129837533,147.017067829,76.734193175,209.143339015,0.857295,119,147.121,61.94,101.300189243,78.1168,147.079406744,169.787406609,119,91.363960574,43.7577
4.91296498853,429.800605862,-152.949,160.188408559,147.501,38.7800217018,304.489887551,147.527626103,-3.19237923098,203.169139663,0.868006,120,147.627,62.2191,126.761784234,71.9532,147.588386736,229.830166763,120,105.999892853,43.9146
4.90997886012,247.07193452,-154.457,138.733814941,149.179,64.7872424504,448.781282607,149.203805878,33.5263927207,148.967805259,0.854349,121,149.3,62.4307,117.954018785,72.2257,149.267668361,225.191549182,121,70.3438783941,44.0917
4.94998916462,253.659970202,-155.67,129.530118425,150.315,62.0419977877,457.452478819,150.333560615,51.9894079431,142.059504309,0.853942,122,150.444,62.6674,110.801011807,75.5564,150.395065234,196.208882383,122,63.577903725,44.2596
4.92062073768,327.816708622,-156.572,127.337854208,151.181,33.9340970208,363.490910309,151.210525062,5.55556703093,160.381834727,0.864567,123,151.296,62.9077,109.316264652,72.0796,151.275580657,186.447193681,123,78.7952258914,44.4366
4.96306780488,217.836398933,-158.152,89.6848673198,152.724,8.48381864141,130.243786061,152.746799875,0.0282045286571,97.6642402067,0.856251,124,152.849,63.1269,79.4544447485,77.2854,152.807768236,115.310193742,124,80.7262960061,44.5959
