AverageAction,StdEsReturn,Iteration,AverageDiscountedReturn,AverageEsReturn,AverageReturn,AverageQLoss,AverageQ,PolicyRegParamNorm,Epoch,MaxEsReturn,AverageY,StdReturn,AverageAbsQ,MinEsReturn,AveragePolicySurr,MinReturn,AverageAbsY,MaxReturn,QFunRegParamNorm,AverageAbsQYDiff
0.970175,620.805065642,609,188.395848301,617.293059908,2455.27871438,159.252,235.401,88.3747,609,1570.47596287,235.411494805,772.989980578,235.609,22.1373494098,-238.745,1203.799462,235.530478717,3720.0540473,118.607,5.99793851153
0.977655,937.787761606,610,213.128087649,1004.81444004,3198.74954425,167.944,235.723,88.4592,610,1942.60220165,235.735741581,861.554855724,235.914,67.0266784342,-239.055,1265.07474879,235.860437945,4430.79869901,118.659,5.99769843947
0.965897,432.427079087,611,206.835418186,639.552007925,2768.46178276,156.833,235.769,88.5325,611,1322.99263467,235.778287997,782.76834581,235.963,-1.90699032993,-239.146,1044.10333215,235.90294478,3770.06790481,118.782,5.98521678554
0.983083,352.483372596,612,203.200871269,253.52403268,3281.34566633,165.857,236.358,88.6086,612,987.280468378,236.360904142,936.575065337,236.552,-3.91615717345,-239.763,352.5272158,236.488272971,3855.80277637,118.844,6.0189542569
0.97942,340.276635513,613,206.478275134,373.056049487,2216.84974519,167.739,237.102,88.6618,613,872.012211927,237.116409172,986.717962663,237.275,1.64614151501,-240.496,601.708211686,237.217680734,3914.15090349,118.941,6.09306781307
0.979022,210.196238249,614,209.560204938,572.764469228,2822.207861,185.004,237.697,88.7146,614,739.031244179,237.707605622,1297.93510061,237.885,276.229564603,-241.199,696.431002972,237.82804255,4118.75910559,119.061,6.17658005427
0.970295,514.248466865,615,153.519603375,555.405508684,1783.06164756,173.327,237.872,88.7938,615,1524.03159993,237.886517159,919.985558433,238.072,-3.22712723751,-241.224,443.533806033,238.01015297,3426.89077935,119.161,6.15333132963
0.971357,213.816190515,616,216.723315307,155.182521121,3316.05275258,170.457,238.207,88.8683,616,570.409535539,238.210678016,346.92816925,238.395,-1.73875154917,-241.554,2777.54454577,238.3256836,3892.84235194,119.246,6.07598604886
0.971584,805.404105441,617,205.846199863,490.435914971,1740.87799747,165.339,239.681,88.8739,617,2267.12416388,239.690277294,1005.16308699,239.877,1.24150847194,-243.002,564.480323517,239.797059188,3963.36860585,119.383,5.98616188874
0.965282,580.182178265,618,198.740314314,510.236471605,1280.25351673,168.507,239.312,88.9267,618,1412.88846292,239.311851419,885.05153494,239.496,-1.02735034376,-242.727,441.515561281,239.428443603,3676.28332899,119.463,6.0497629565
0.972657,653.756428153,619,195.031835602,774.355337682,1404.33948203,167.777,239.655,88.9662,619,1674.76877784,239.663089653,950.400270631,239.848,54.8619979778,-242.967,397.516012454,239.782318665,3497.56014297,119.581,6.07490216225
0.96967,762.593758466,620,223.860158509,703.963395318,1756.35537872,171.067,240.198,89.0357,620,1967.720362,240.213752726,832.337723715,240.379,0.191417813949,-243.457,911.000119509,240.322640902,3328.67444243,119.68,6.12017100079
0.976572,469.576707306,621,218.399818076,417.447138,2487.34444407,164.505,240.747,89.0889,621,1201.28605569,240.763579293,1482.21645702,240.934,-1.3786569544,-244.158,522.106761353,240.876815295,4342.19523104,119.727,6.06738218581
0.969037,417.87524836,622,197.81495038,267.080421261,1010.6629592,164.444,241.415,89.1579,622,1264.17594599,241.419925348,737.330902522,241.617,-1.47104157678,-244.84,399.332255972,241.548928271,3461.84451776,119.83,6.12553255654
0.966865,605.781249949,623,214.304174977,672.471997414,1856.53439364,185.891,240.908,89.2499,623,1285.24239267,240.915839001,1115.60441763,241.111,19.9371711717,-244.267,448.394700473,241.049977317,4083.024994,119.942,6.24034914188
0.966589,569.897032538,624,199.165415075,611.301281489,1244.00963402,174.746,242.072,89.2657,624,1498.55198366,242.080602586,1071.83607077,242.267,-1.32286468483,-245.658,459.812502832,242.204780614,3439.23752389,120.063,6.2131295151
0.968494,467.022396931,625,213.466995889,882.371264516,2811.21169188,171.293,242.565,89.3287,625,1531.03967008,242.575036466,1234.43264699,242.76,450.39481368,-246.24,854.444933332,242.6998636,4304.79832399,120.168,6.2306447223
0.961569,240.97758491,626,209.200610652,195.603266192,2192.7836299,167.715,243.141,89.3473,626,636.298230067,243.155857787,1017.99379162,243.325,-1.96481415027,-246.564,505.529249723,243.273342,3916.53536706,120.225,6.15149254194
0.970384,345.531698231,627,215.089867081,495.007878268,2136.63362172,183.223,243.309,89.4074,627,959.444430131,243.316519279,1339.25948958,243.518,131.213583649,-246.79,461.48004105,243.427743581,3918.0500413,120.307,6.32306504455
0.966861,222.478496304,628,203.079177459,549.371333401,2317.16216371,173.246,244.006,89.4383,628,916.302600288,244.013567275,1193.58009698,244.175,231.374232944,-247.491,461.68390744,244.116631354,4014.80869818,120.392,6.24412957102
0.974407,273.47230191,629,168.270946724,524.122166235,1492.48435868,185.616,244.417,89.5025,629,939.099820019,244.429227275,1003.14639545,244.624,76.2102908192,-247.999,487.76269238,244.562267074,3970.25153171,120.485,6.25017748402
0.979712,238.039729397,630,216.556570694,186.502628916,2156.26587035,186.495,244.952,89.5608,630,533.413374005,244.95921442,1553.5018459,245.155,-1.28070974519,-248.473,495.117878547,245.087475239,4410.67782791,120.603,6.30687891636
0.971898,594.039997766,631,226.868613493,800.949336402,1829.12826991,169.388,245.15,89.6453,631,1507.77454671,245.159509231,1354.23831399,245.351,196.662909576,-248.718,557.222133529,245.283544767,4414.63941891,120.691,6.17501351187
0.978478,300.781766322,632,242.810163354,304.255515373,3357.1692651,178.396,245.316,89.6504,632,785.247543481,245.319785678,1340.91414039,245.532,-1.07401295719,-248.837,762.2853,245.472037965,4453.08893504,120.811,6.33563935901
0.968144,442.727111918,633,186.073070059,1108.09671683,1895.7147714,179.45,246.467,89.6786,633,1476.93206858,246.487470702,1320.23249413,246.686,485.522327081,-249.972,525.742223574,246.623880381,4002.70337203,120.895,6.28406199545
0.946455,354.505070404,634,161.521791091,346.691474654,1063.83864756,184.741,247.483,89.7533,634,923.966412695,247.486989659,552.308786131,247.676,-0.98634238129,-250.917,555.477071151,247.599647289,3022.57265262,121.01,6.30003692856
0.969885,162.069869223,635,205.965241355,241.444876478,2377.35628766,181.616,247.692,89.8085,635,564.119546968,247.705177657,1124.39643697,247.881,61.4339772358,-251.393,734.162425811,247.82835915,3835.68497368,121.056,6.29060055152
0.951062,547.315227736,636,201.948767391,470.263991715,1367.25124857,169.576,247.944,89.8629,636,1526.61718726,247.95498677,562.198681228,248.134,-1.43347967307,-251.49,507.544456974,248.069679786,2486.92547003,121.154,6.19088222332
0.976608,662.164186661,637,227.1190045,967.40964059,2596.23009378,173.474,248.569,89.9413,637,1855.03940694,248.571742376,1037.53955609,248.772,265.181979949,-252.073,485.782891108,248.69157091,4133.94376094,121.289,6.20759790644
0.980386,396.290975143,638,222.596825526,303.227616663,1838.67110273,178.303,249.316,89.9926,638,1014.61288334,249.322586546,860.076633497,249.51,-1.08548461304,-252.803,692.847929399,249.446757793,3187.47739153,121.332,6.27140954813
0.974715,378.841284005,639,211.722736877,321.988275274,2464.33184828,178.809,250.096,90.022,639,904.725096899,250.116491537,1766.90678807,250.269,-1.40327848141,-253.589,461.830346364,250.221207918,4405.73730592,121.448,6.28630397438
0.971584,77.2869051119,640,204.403707877,77.6598300797,1909.83976861,196.104,250.233,90.1069,640,186.959086295,250.245141148,1033.89245631,250.412,22.619055243,-253.911,565.930786445,250.354609687,3646.04189018,121.533,6.35010701821
0.970555,705.090062661,641,206.690878269,961.78649684,2668.82954684,188.816,250.833,90.2004,641,1888.10956644,250.846142653,1220.79722576,251.019,231.383917185,-254.47,591.360558417,250.953140889,3924.5500532,121.63,6.40848074209
0.980037,191.286461347,642,208.742999317,421.11051254,2069.42570439,190.149,251.758,90.2871,642,595.08433705,251.763780543,1235.20829189,251.944,130.140203327,-255.361,508.440010339,251.871491443,3896.09265098,121.724,6.37229193765
0.966399,319.705525929,643,190.885811402,345.49780639,3305.11995231,185.098,251.773,90.3399,643,838.229905961,251.773074802,525.417241994,251.961,-3.51564574552,-255.297,2158.53945411,251.887614866,3879.13857062,121.821,6.33881881245
0.96528,458.557346993,644,192.965443314,612.316443785,3030.63321336,184.861,252.251,90.3901,644,1347.19237179,252.260255968,765.604836572,252.44,139.051159201,-255.879,836.652255762,252.367098633,3926.98429992,121.867,6.30433989559
0.976639,348.324141841,645,228.186848841,545.498961308,3100.78481277,199.496,253.952,90.4096,645,835.886051904,253.969572056,888.152851724,254.142,55.7026520994,-257.518,1491.03855215,254.07502578,4136.49655042,121.951,6.40682671658
0.970468,219.279590922,646,180.31611878,873.440571419,2138.32756347,201.799,253.782,90.4589,646,1234.81510707,253.785577653,956.544917895,253.953,645.217729545,-257.426,380.215365446,253.903437367,3527.3270585,122.064,6.41112062153
0.969978,307.486012208,647,206.465574998,261.80719782,2391.41394156,192.178,253.845,90.5311,647,764.557749619,253.855479179,841.639244287,254.031,7.96873337147,-257.509,1376.05715275,253.955376503,4193.64609542,122.167,6.38883790775
0.974078,782.703858564,648,175.252111143,745.659728591,1586.98869547,186.103,254.733,90.6124,648,2045.87784065,254.748944913,1042.22824254,254.892,-2.13709944074,-258.275,497.000673865,254.847555147,3985.47434452,122.28,6.3812520129
0.972289,291.24851503,649,151.077342524,546.474539385,1529.93322299,190.471,255.056,90.6591,649,769.160217157,255.061787101,1289.77604733,255.263,46.0156674061,-258.672,165.161343767,255.186348285,4336.63852594,122.414,6.42707833928
0.977008,289.831272397,650,215.426375533,349.006104709,2562.27134979,181.436,255.438,90.7169,650,757.092632421,255.438803245,696.37049444,255.638,30.8930537735,-259.184,1192.07184951,255.566242725,3908.45564978,122.475,6.39771712909
0.943726,206.515230787,651,15.1745450856,486.659968699,200.214385144,193.933,256.12,90.7783,651,809.673268122,256.132822954,645.062764277,256.327,296.639279778,-259.683,-146.333119749,256.269130321,2931.12615935,122.544,6.45147903656
0.965307,208.966345899,652,147.745567685,163.759334805,1681.80259808,206.292,256.009,90.8631,652,505.064317777,256.019499207,666.62687444,256.211,-10.9663211257,-259.641,720.532452582,256.14810044,2897.20583139,122.633,6.60306878343
0.961812,252.124507671,653,168.467609062,292.982788961,1235.1849464,180.539,256.793,90.9487,653,608.74702124,256.799828508,777.491367608,256.979,-1.62707041313,-260.471,89.5153297579,256.931441299,3489.85417951,122.682,6.36694193774
0.971946,415.626965878,654,219.472753144,590.316950076,3095.10547789,177.846,257.123,91.0325,654,896.469938702,257.127464184,1150.96581534,257.325,2.70458519126,-260.772,846.842430821,257.268163751,4386.92556212,122.755,6.2790049094
0.965388,340.920638278,655,183.746684498,901.84456259,1226.00233968,210.396,257.603,91.0718,655,1313.94384575,257.618565758,701.576338733,257.82,479.06707781,-261.227,506.830795664,257.756739466,2365.10619323,122.867,6.50224357147
0.965792,761.944646069,656,94.7085904418,1131.9290025,1129.80548362,191.946,258.14,91.1639,656,1893.87364857,258.154276253,1392.88205518,258.352,369.984356432,-261.769,30.4606225458,258.276569997,3862.19184018,122.941,6.49131263615
0.9691,334.868252068,657,193.284037286,366.738381107,1985.79438226,182.266,258.054,91.2448,657,932.324531163,258.054361218,817.920603148,258.249,-1.05933975397,-261.596,950.151950394,258.185253961,3645.82070499,123.041,6.37742144796
0.974924,328.250032931,658,202.876741264,236.195741009,1710.90660145,190.263,258.93,91.2796,658,1024.9281625,258.943488134,844.309021886,259.131,-2.27404017395,-262.516,619.861346021,259.072205503,3221.04924299,123.114,6.43784984938
0.985614,325.617275325,659,214.165304988,275.299604904,2420.17622933,214.582,258.81,91.3426,659,1071.85167086,258.817725469,1103.37447208,259.019,-2.24323986755,-262.394,518.608055391,258.952055267,3892.75890996,123.193,6.62035303044
0.984924,371.249860236,660,234.760861149,377.07543539,2817.45938882,186.161,259.727,91.3995,660,1086.53993846,259.745205288,1396.54101303,259.931,-0.74842477651,-263.331,601.461349521,259.871642396,4400.35281409,123.325,6.44889138484
0.979591,344.284814553,661,215.885866291,348.187792322,2321.18301026,213.304,259.389,91.4694,661,925.978531023,259.392502359,1052.7136753,259.597,5.51522048669,-263.016,149.17252855,259.530440712,3715.58635668,123.378,6.50427885552
0.977585,269.837927987,662,212.553568538,209.159246171,2313.98930539,177.746,260.521,91.5084,662,810.325517234,260.534058354,595.43941142,260.716,-2.02484761479,-264.129,720.052851619,260.670137213,2857.22636614,123.462,6.35650841566
0.97981,262.62219585,663,206.319743372,254.307135613,2229.01276294,206.546,260.503,91.5212,663,883.348733219,260.519267022,968.915781866,260.699,-1.21954294493,-264.07,542.368982353,260.648372302,3614.92816471,123.552,6.50141452565
0.971256,309.160334577,664,121.629623151,283.071818393,2200.2601754,198.748,260.674,91.5944,664,717.142520959,260.676073702,1474.822893,260.874,20.6807883592,-264.285,10.4389637918,260.80402379,4020.25506184,123.647,6.51167537558
0.984798,291.094308109,665,144.77816073,505.164694929,2548.22145658,186.844,260.803,91.6321,665,890.246695337,260.822345378,1793.87081207,261.009,31.3129250358,-264.372,31.9463036285,260.942436233,4405.10513181,123.726,6.43253467816
0.983011,358.415966954,666,178.375486649,395.532510273,3304.35565868,215.883,261.913,91.722,666,990.56303822,261.921535757,1053.95823494,262.114,32.4938492644,-265.421,181.773690258,262.0469728,4170.49573624,123.824,6.61013542168
0.979134,351.346705828,667,167.620080115,345.716923919,2113.27505885,194.607,262.12,91.7157,667,811.494373611,262.129239396,1057.81584257,262.305,-2.20152888103,-265.587,22.6688339487,262.253543509,3619.08293367,123.932,6.40056229581
0.964139,163.426723814,668,157.507759486,118.115566521,1659.63106834,201.745,261.926,91.7992,668,517.686655707,261.945033762,1243.23473434,262.131,-2.04667165996,-265.501,165.119343505,262.07420222,3990.06169902,124.025,6.52946097276
0.973307,289.97021097,669,167.684993646,365.237894295,2667.43000679,216.7,262.051,91.8497,669,840.263482855,262.049464716,885.577244482,262.264,102.419362353,-265.631,170.006245838,262.181801961,3738.99296418,124.128,6.59155728969
0.973422,349.224917397,670,164.425994717,434.626688309,1722.16706493,188.558,262.355,91.9147,670,853.78048285,262.363268918,1013.14887958,262.558,-1.15727513772,-265.819,96.8718490708,262.506497887,3093.82948126,124.243,6.44855320971
0.970104,858.218369826,671,213.508186164,673.649737873,1820.50036231,196.11,262.65,91.9786,671,2148.63833282,262.664379364,1173.31350625,262.847,-1.68075682396,-266.143,82.0272787927,262.788123679,4320.42670021,124.368,6.4410261252
0.970657,227.411839776,672,231.397688702,208.152534481,2039.46491734,206.907,262.772,92.0209,672,713.997109231,262.778220772,912.57722736,262.977,-2.04829718683,-266.385,592.38780124,262.910839653,3340.73289994,124.461,6.65115238649
0.970498,239.670424697,673,179.921170152,266.901811769,1952.11117066,222.262,263.186,92.0954,673,628.022862136,263.215618019,1113.94909611,263.396,12.3722706757,-266.732,137.242117815,263.362768148,3363.4724018,124.575,6.62446813042
0.97924,230.056250529,674,199.729858996,337.545162966,2963.37668254,189.679,263.493,92.1719,674,732.27209817,263.500773053,1413.76345818,263.732,0.102062642046,-266.974,95.8385797412,263.646864618,4424.77545574,124.633,6.59599435438
0.981143,331.891570083,675,248.337093111,310.7578947,3206.50967131,214.747,263.992,92.2491,675,780.25910221,263.998975554,794.601520034,264.181,13.7419490737,-267.481,1260.4747921,264.113889014,4260.70350934,124.725,6.6474793562
0.973217,655.508640889,676,224.210584289,829.610877768,2331.37515146,198.268,264.274,92.2992,676,1783.20641477,264.280010801,1161.73730323,264.481,57.4945752871,-267.901,531.141891705,264.403245305,4196.64040169,124.811,6.506641928
0.981179,362.177414234,677,212.651924453,465.249118968,2697.82361245,208.579,264.692,92.3564,677,914.149241278,264.701635604,1171.70161579,264.877,25.4885068092,-268.384,451.077164507,264.807367626,4457.9123741,124.911,6.65959490717
0.975951,288.666658425,678,175.403629042,292.412893805,2074.99653832,210.797,264.73,92.3782,678,863.023491057,264.731745825,1532.23835533,264.929,-1.50216157636,-268.373,-1.18216023403,264.844246627,4175.17696022,124.996,6.64491815659
0.977561,363.550812679,679,208.662235678,386.294071596,2416.74821927,207.441,265.539,92.4068,679,909.816680737,265.560390225,1092.93045341,265.743,-2.15303141988,-269.189,733.262658269,265.678557518,4222.2250086,125.104,6.61211230937
0.982961,250.512211905,680,213.06742893,302.268509481,3199.60213914,200.386,265.367,92.4826,680,762.285137798,265.373940893,1089.89526059,265.569,0.156267492655,-268.868,618.055949376,265.486443107,4598.21442707,125.198,6.59969067665
0.985354,354.602649975,681,214.878985126,389.03559923,1873.85905093,198.224,265.953,92.5681,681,973.730722738,265.964631258,1443.09594797,266.133,38.983672868,-269.509,538.036045938,266.050114214,4546.09784238,125.25,6.58579811679
0.98241,300.188717467,682,234.80177351,323.271424979,3056.83387228,225.981,266.716,92.6565,682,829.665808857,266.7239947,1083.23474604,266.88,-0.888334090488,-270.416,916.817657218,266.812461568,4454.61112968,125.35,6.78855801343
0.972137,419.990645789,683,175.56893582,455.317199052,1463.76133643,214.057,267.061,92.7168,683,1179.35010644,267.068376081,1014.30069075,267.23,-2.14553470191,-270.691,94.8223817769,267.165445725,3727.70199109,125.451,6.67715549071
0.977618,286.747145161,684,213.309101062,347.520937028,2141.85030521,219.758,266.969,92.7483,684,783.365409879,266.991682008,967.841304416,267.148,-1.84824916143,-270.576,355.429939722,267.088597131,3353.65571639,125.541,6.72366079747
0.981816,570.506379733,685,173.776370296,858.524372576,1697.91092471,206.63,267.567,92.7981,685,1541.21045158,267.569671268,1128.03446672,267.755,144.795669917,-271.027,93.5207092635,267.68215972,3688.84907943,125.657,6.64088376942
0.968562,1031.87912442,686,97.4567937373,1218.09181103,1419.27251667,209.125,267.723,92.8979,686,2249.97093545,267.729560053,1155.04236448,267.892,186.212686603,-271.158,1.46141464234,267.839346595,3344.33446185,125.76,6.63354509122
0.980617,203.451659691,687,241.924996137,131.709043853,2866.86820687,204.766,267.489,92.9695,687,548.132498767,267.498797559,922.973379524,267.665,-1.90470076445,-271.032,1062.86930829,267.604249452,3873.68127661,125.87,6.65309914657
0.971152,485.522372994,688,140.361115417,359.396005291,1805.2571293,199.335,267.42,93.0415,688,1377.67490323,267.433082098,1179.88797829,267.603,-1.18618454508,-270.903,15.7832118828,267.538032898,3576.11622224,125.985,6.62643617633
0.97353,363.044254486,689,224.967517447,542.220160719,2548.31513608,210.275,268.198,93.0752,689,1202.22242625,268.204073809,672.694734185,268.362,96.091472237,-271.801,1314.12207751,268.304341589,3397.40399909,126.077,6.63007295671
0.964224,0.0,690,150.055682698,81.7187723634,1990.07823133,207.959,268.315,93.1597,690,81.7187723634,268.323980493,989.465124368,268.482,81.7187723634,-271.918,-4.76980794253,268.415477533,3176.55600063,126.149,6.7161428054
0.958525,1162.63098743,691,97.2468785481,849.411103241,1587.60918447,213.037,268.492,93.1968,691,3062.6807413,268.511222043,1179.66537917,268.655,-1.6445666142,-272.169,-54.8597741708,268.593813721,3256.26948028,126.258,6.76431771078
0.961527,354.583616194,692,189.222149431,342.407996679,2380.65974991,214.973,268.63,93.2251,692,967.268565591,268.638235154,1004.77169852,268.803,-1.6765122634,-272.331,425.169598613,268.721363176,3693.51660312,126.392,6.80142826218
0.975361,815.66622658,693,193.634556092,565.755840112,1629.22376076,228.79,269.389,93.2636,693,2154.22873028,269.389408588,797.972802727,269.552,-3.52806213212,-273.158,453.505854071,269.48251453,3069.81240951,126.445,6.84785257097
0.966423,230.164438435,694,177.311003453,212.95135772,1714.55515656,212.778,269.899,93.3368,694,502.931835571,269.916477429,1236.89892668,270.035,-0.865375177263,-273.65,268.321075299,269.98092278,3825.77314469,126.511,6.72316494069
0.973818,247.520584154,695,181.561265175,440.219575036,2036.1763681,214.168,270.419,93.3819,695,718.21897819,270.429653416,1523.60874015,270.566,85.5722403391,-274.138,234.44382723,270.500911298,4115.77895976,126.6,6.76092472508
0.975614,470.084623872,696,175.608973784,568.082741828,1899.76557023,203.581,271.138,93.4565,696,1175.9069626,271.135783178,1421.18534712,271.306,30.971965312,-274.768,4.39979070316,271.228542159,3706.08014728,126.721,6.6310124729
0.970588,324.820555672,697,47.9888232747,236.850506149,936.013069216,209.323,271.649,93.4972,697,912.310534625,271.669012625,1459.09515935,271.788,-2.72084760984,-275.229,-54.0304899664,271.745393734,4063.37013203,126.782,6.69660541208
0.975323,373.228066541,698,102.039453375,213.739796474,1537.71147714,217.508,271.038,93.5639,698,1122.74384577,271.046087778,1312.84485093,271.188,-3.87579865837,-274.687,12.7084030671,271.119145576,3699.03044555,126.848,6.80359360457
0.968585,0.0,699,123.314316326,537.28817385,1911.39924344,193.914,272.403,93.6391,699,537.28817385,272.427672927,1190.95908266,272.549,537.28817385,-276.009,35.5506053387,272.494968163,3582.63127795,126.913,6.59641440684
0.979571,990.64620302,700,156.063798551,617.320586672,1742.70939334,223.562,272.226,93.6866,700,3143.19340754,272.228405584,1330.57251774,272.396,-2.24337152821,-275.822,81.711884703,272.321635296,4050.28518584,127.012,6.81796980808
0.978488,777.028253869,701,137.033424761,466.010458022,1457.19936372,203.965,272.376,93.7513,701,2000.9411237,272.388318374,1239.1214013,272.547,-1.86223703623,-275.999,29.2633626783,272.461841926,4383.15989357,127.101,6.66780572633
0.97997,283.578909537,702,152.987042681,166.058406102,1686.72948899,220.597,273.35,93.8355,702,917.405120939,273.356351227,1202.5548252,273.499,-2.07608566674,-276.907,170.974303003,273.43293256,3905.26993898,127.179,6.73086825772
0.97382,196.171797111,703,106.610849757,165.736751368,1967.49788421,216.255,272.668,93.8809,703,483.464189254,272.689566,1165.64309082,272.823,-1.46593724552,-276.281,75.6348449885,272.771043665,3414.26471347,127.253,6.7236973193
0.977887,282.700504141,704,91.4370248789,292.141834741,1440.49144676,199.026,273.828,93.955,704,765.857041056,273.836588409,1184.62516868,273.995,-0.359369058883,-277.476,94.6327944456,273.915355287,2895.23173225,127.359,6.64442931352
0.976374,233.566347593,705,184.437733728,120.049024887,2861.31696061,190.394,273.573,94.0229,705,728.458636463,273.578761522,1162.7891841,273.736,-2.78618346627,-277.152,554.501706541,273.670877606,4262.31945977,127.419,6.55894003925
0.980728,315.440369325,706,195.534553866,334.677668026,2686.47493207,224.318,274.076,94.0821,706,815.446085855,274.09269525,1286.69460952,274.252,28.0971687642,-277.73,576.762790333,274.182346017,3987.72449729,127.54,6.75691182509
0.983469,450.037920877,707,186.128811897,527.576247988,2356.09409942,205.259,274.697,94.132,707,977.614168865,274.696009177,1429.08836487,274.838,77.5383271107,-278.234,98.6199230787,274.760246136,4070.72420945,127.638,6.72697928451
0.981056,662.511290219,708,164.68239786,615.811315751,1694.72468097,199.35,275.182,94.1973,708,1929.83004055,275.207859497,1672.46645145,275.338,-0.770066962285,-278.745,176.389804321,275.292214341,3995.10968005,127.706,6.67366967103
0.98018,722.475319958,709,157.372507195,312.4479512,2006.87802133,219.443,275.353,94.2525,709,2219.09613994,275.358030446,1057.0863095,275.508,-1.10782458974,-278.969,96.1704898534,275.436112246,3438.29515697,127.768,6.77391014242
0.984027,375.755266402,710,183.658267038,592.110804566,2524.70330272,231.884,275.693,94.3511,710,1091.90758055,275.695112852,1322.62151543,275.841,45.5794438413,-279.287,51.583720871,275.774267967,4149.25600918,127.888,6.83442071121
0.970623,135.039098753,711,117.826061498,186.838788237,1293.49492971,216.795,276.039,94.3902,711,457.759911012,276.062443781,1029.59435668,276.185,7.15979055049,-279.708,37.2922939104,276.133525728,3441.52961072,128.007,6.80119901626
0.986738,660.613620107,712,194.585479843,655.8891403,1592.94408255,203.055,276.036,94.4208,712,1585.93042024,276.047580752,1052.87759466,276.183,19.1326968869,-279.66,103.859603881,276.115659403,3682.83070029,128.053,6.74423354626
0.986247,156.116121822,713,187.829439957,199.101669823,2287.9524114,209.661,275.794,94.4828,713,502.897703704,275.79743911,1447.78156524,275.948,5.73833946439,-279.423,205.415074282,275.871348007,4414.36390682,128.155,6.82028931127
0.980981,1067.97950637,714,187.36735371,1228.6918873,2432.76201769,239.596,276.171,94.5378,714,2296.67139368,276.177627384,1224.52997671,276.332,160.712380932,-279.815,409.529471476,276.24471435,3830.67618452,128.227,7.02227392228
0.98128,897.818451487,715,126.88344854,813.492966052,1337.86852336,208.383,276.517,94.6096,715,2322.87614636,276.517377302,1119.48192515,276.643,-3.39226534774,-280.083,36.3912037931,276.574767629,3264.88640686,128.295,6.73983690651
0.979265,145.318854985,716,188.352073312,177.434150761,1921.10854753,222.627,275.955,94.6774,716,424.05565934,275.966920881,1237.30737793,276.111,5.90137668379,-279.514,282.561858493,276.051343088,4351.45626801,128.38,6.93327001062
0.98343,0.0,717,219.758880731,527.635199626,3266.65908816,209.301,276.965,94.7283,717,527.635199626,276.990867357,1014.31191341,277.105,527.635199626,-280.633,966.679457318,277.063695839,4534.34150486,128.471,6.92030759203
0.979826,1102.81501474,718,203.325905275,830.924612262,2701.70851836,235.91,277.083,94.8114,718,2884.16684252,277.089531764,1172.01057129,277.226,3.50816398639,-280.868,142.182260781,277.167420251,3917.85175727,128.608,7.03158909526
0.979043,415.398556358,719,196.562951093,403.352915842,2713.01328861,210.015,277.917,94.8798,719,1078.84503306,277.924517582,973.018806216,278.071,-2.20516636978,-281.506,508.692759347,278.001707544,3792.29125136,128.711,6.80021317366
0.982117,792.459455399,720,205.334083773,882.587329089,2811.58312108,233.105,277.802,94.9202,720,1675.04678449,277.82378797,950.826056243,277.961,90.1278736897,-281.559,1211.42859707,277.9005163,3964.84115421,128.777,6.9435656829
0.985368,243.344060837,721,168.331830841,760.610303641,1630.1123842,225.871,278.152,94.9719,721,1102.65749481,278.157972656,1019.52364872,278.311,556.764654808,-281.959,165.517315321,278.230334916,3139.5768247,128.841,6.88342665405
0.981216,311.55969627,722,153.836706581,305.057111907,2512.63226357,231.263,278.874,95.0799,722,878.619669473,278.885153923,1606.77841604,279.029,-2.98194291172,-282.612,36.2620893956,278.97063093,4010.1840744,128.895,6.98745223159
0.983953,222.72156151,723,194.689601924,318.984871667,2479.34829105,232.806,279.347,95.139,723,586.728989518,279.355371125,1232.17082229,279.497,39.9322782771,-283.101,359.745641758,279.43342118,3577.56525504,128.992,6.96983757079
0.982587,283.686718497,724,163.902732308,332.225854487,1411.94408623,226.747,279.454,95.2173,724,825.380589068,279.463471471,1107.6421249,279.653,37.0689762274,-283.15,126.627295775,279.574770816,3795.73955569,129.099,6.97098660107
0.97507,664.092872726,725,189.680747821,384.616968615,1843.10912801,259.268,279.698,95.2898,725,1864.08196728,279.707532335,1145.13903503,279.82,-3.04742969987,-283.428,396.397061048,279.782996548,3742.0014287,129.2,7.21359480279
0.986404,162.608755386,726,185.320552266,142.180822893,2457.39620877,227.983,278.834,95.3291,726,419.513883399,278.860573014,811.501564147,279.001,-3.4180520832,-282.57,1014.99634678,278.951767279,3456.93898992,129.286,6.96852494065
0.982219,410.888498353,727,213.904754434,722.127278236,1779.72254635,243.469,280.783,95.3875,727,1260.90701829,280.780171931,610.30473762,280.928,112.067123461,-284.603,489.321878573,280.867278517,3044.429429,129.351,7.0663647537
0.98578,253.873423849,728,141.467295406,373.129564789,1819.05148506,241.862,280.97,95.4359,728,787.388035757,280.989287281,1047.16526652,281.099,107.805934669,-284.861,181.109698619,281.060914065,3185.19989881,129.467,7.14045097482
0.983737,436.126619558,729,158.219104535,238.663840551,1843.81837979,225.074,280.721,95.4881,729,1206.79270863,280.730593978,1359.69375778,280.893,-2.24988579174,-284.561,179.611205901,280.808749317,3903.79426661,129.514,6.99791471378
0.981366,387.82728759,730,147.558805162,438.987539065,1158.42553706,236.048,281.451,95.5127,730,1027.16432022,281.457834154,1092.47566497,281.584,22.2556018957,-285.297,133.702229132,281.528392563,4260.54610027,129.628,7.05990932404
