StdEsReturn,AverageQLoss,QFunRegParamNorm,MinReturn,AverageAbsQ,Iteration,Epoch,MaxEsReturn,AverageAction,AverageDiscountedReturn,AverageReturn,AverageEsReturn,AverageAbsQYDiff,MaxReturn,AverageQ,PolicyRegParamNorm,AverageAbsY,StdReturn,AveragePolicySurr,MinEsReturn,AverageY
1.83438647857,0.000669863,41.6096,93.2379466549,0.661578,99,99,94.9602508223,0.978468,46.9736444484,93.4863836618,93.2849592639,0.0105435032757,93.8397842259,0.661578,33.7967,0.661572500238,0.170717552543,-0.669759,89.6131099968,0.661572004052
1.85649837191,0.000499109,41.7708,93.1129744583,0.663652,100,100,94.9719601202,0.993493,46.1698387132,93.2590169193,93.2125226737,0.0104051058164,93.4125597532,0.663652,33.9117,0.663698932032,0.0754029524039,-0.670806,89.7550515103,0.663698522265
1.9925394666,0.000521581,41.9454,93.1038747409,0.665635,101,101,95.8332679723,0.984513,46.1882826791,93.3126280336,93.4775321388,0.00994480100712,93.6232480016,0.665635,34.0046,0.665654742945,0.143939048496,-0.672355,87.9591515173,0.665654275852
1.97710049045,0.00071208,42.1397,93.2121679077,0.669137,102,102,95.3147775379,0.977494,46.6258446723,93.4291377408,93.0250469016,0.0104420279734,93.6702469837,0.669137,34.1139,0.669168684239,0.114971316115,-0.675195,89.3563215631,0.669167945756
1.5952584042,0.000484043,42.3305,93.209666031,0.6692,103,103,96.4623692782,0.965684,46.7629949282,93.5189000199,93.689712383,0.00912069698256,93.8106065665,0.6692,34.2087,0.669202898887,0.178040211519,-0.67465,91.0618448284,0.669202380256
1.82508438466,0.000489299,42.4746,93.1480160542,0.668976,104,104,95.1698296248,0.986577,46.5508216419,93.3641106755,93.2395021064,0.00894791513625,93.6076470404,0.668976,34.3709,0.668968916248,0.109301833118,-0.674003,90.1601382582,0.668968453663
1.50216512603,0.000483479,42.6319,93.3102932992,0.669394,105,105,95.6798415644,0.969739,46.8419221744,93.509217021,93.6045268106,0.00840674289084,93.8845661558,0.669394,34.5747,0.669414250077,0.170342353901,-0.674061,90.9780771225,0.669413680381
2.01312335101,0.00045587,42.8052,93.2029144145,0.669526,106,106,95.073936035,0.934716,46.2915540318,93.6140485804,93.2990179576,0.00825854721176,94.1831542791,0.669526,34.7899,0.66953659148,0.262218428351,-0.673871,88.2641702345,0.669536117564
3.67025926977,0.000407143,42.9647,93.2167100555,0.669051,107,107,99.9786033158,0.921861,46.0538251669,93.6479971371,93.168971663,0.00746815101252,94.2288356455,0.669051,35.0344,0.669051872772,0.29463441512,-0.672783,84.7073647222,0.669051274807
2.16603697144,0.00026511,43.0795,93.2566003097,0.667373,108,108,94.9215644123,0.852757,44.2029354634,93.7543346258,92.5321059008,0.0064084289754,94.1672410021,0.667373,35.1756,0.667386566317,0.269622391481,-0.671078,88.5225597641,0.667386362148
3.28901848784,0.000364523,43.1502,93.1265162148,0.667567,109,109,96.7271083027,0.886336,45.1121720742,93.7001012985,92.7266347785,0.00713222907766,94.182848006,0.667567,35.3238,0.667578526695,0.346911310902,-0.671147,85.2392547766,0.667578048589
