AverageEsReturn,AverageQLoss,AverageAbsQYDiff,StdReturn,AverageY,PolicyRegParamNorm,AverageAbsQ,QFunRegParamNorm,StdEsReturn,MinReturn,AverageQ,MinEsReturn,MaxEsReturn,AverageReturn,Iteration,AveragePolicySurr,MaxReturn,Epoch,AverageAbsY,AverageAction,AverageDiscountedReturn
374.647819458,37.8292,2.77359660541,104.663209703,128.147199566,37.286,128.217,59.0136,262.512798224,336.803725496,128.132,6.21005470046,807.236945956,427.057525604,103,-132.626,1027.60630378,103,128.1658777,0.741513,179.902667462
345.959268948,46.1292,2.93065428367,264.185702475,129.966675708,37.578,130.054,59.4201,105.313216227,216.378529743,129.944,181.808041026,485.714257532,529.404177125,104,-134.437,1448.46690041,104,129.99889314,0.750361,175.25167355
246.279729612,48.2589,2.93629305791,145.976200414,131.060871199,37.7502,131.144,59.7718,145.354242182,344.135881372,131.045,32.4660517666,415.345993796,476.117214023,105,-135.58,1121.0733094,105,131.085243671,0.734757,182.056546433
411.837189661,37.2278,2.77912998672,15.3401335347,132.739041124,38.0386,132.828,60.1314,217.908217079,267.49027577,132.722,155.477308396,758.353948725,300.993242081,106,-137.29,344.008250703,106,132.763528513,0.761245,155.476384645
420.723867292,46.9963,3.05445532926,30.2678842187,135.01324601,38.373,135.088,60.5448,263.773374556,222.342198512,134.992,124.084751878,1008.58344973,257.61867091,107,-139.53,370.260293566,107,135.04039506,0.679335,140.518707866
253.136666982,47.4195,2.99832173268,46.194704228,136.911642219,38.5729,137.005,60.8722,107.459007422,270.187151891,136.889,83.3593319119,434.251132652,351.330479296,108,-141.322,471.021385838,108,136.946095757,0.725111,165.417705723
190.109779369,51.7348,3.09815427827,18.8756282891,138.481286,38.7724,138.567,61.2769,101.060129709,261.352252943,138.465,19.7908417698,357.953561375,307.792103971,109,-143.087,341.695705267,109,138.508565447,0.705555,154.971723304
328.57745211,51.1816,3.10487683493,21.5491775535,139.982163145,39.0707,140.062,61.6048,168.153368127,283.410034865,139.957,138.681263158,605.331282434,343.995975546,110,-144.684,396.633458186,110,140.005371284,0.716269,162.919882394
277.289272371,47.8585,3.03690091019,38.3126546051,142.218848617,39.1951,142.294,62.0167,69.4210878782,240.098899885,142.199,136.559432935,364.032440856,291.474126162,111,-147.017,510.220812293,111,142.256322189,0.695254,150.672401802
284.630526873,53.9676,3.15781613268,67.9835599758,144.472786874,39.4528,144.541,62.3945,182.114985926,236.051038524,144.454,8.05949951539,613.131254679,328.747074998,112,-149.063,485.538203857,112,144.494403125,0.719897,160.68475148
430.174647103,57.3704,3.2184686962,213.073184571,145.245063189,39.6537,145.32,62.7097,202.186721793,382.068586844,145.219,6.72539900539,578.420536055,501.218206177,113,-149.862,1512.93119318,113,145.270820667,0.685003,185.671625361
333.517570442,58.6876,3.2312527255,140.525525242,147.14600911,39.8367,147.229,63.0687,133.951731459,323.049109474,147.13,104.55109701,551.728262519,534.429209425,114,-151.708,1028.50726554,114,147.178745378,0.625676,200.342494626
414.096637423,61.1477,3.36808481732,128.437905668,148.693368664,39.969,148.819,63.4622,223.476621012,322.806864759,148.674,10.3407913166,680.43294276,477.399866436,115,-153.441,869.324797695,115,148.748829895,0.664416,195.867763321
277.261873647,53.381,3.17916482266,71.2619569035,150.368702952,40.1934,150.474,63.8215,102.9316741,354.379737506,150.349,166.281892526,475.279566434,427.339304055,116,-155.076,618.916775222,116,150.425288669,0.704712,184.570090953
302.725117358,67.8662,3.40819397534,183.208710954,152.033451429,40.3935,152.14,64.1413,165.005121261,347.089992511,152.012,57.3673049498,579.10583114,580.862316648,117,-156.608,1248.06479993,117,152.062529113,0.64413,203.911890686
306.176895095,51.0392,3.19161728409,59.8708461165,153.890024645,40.6777,154.0,64.5189,146.176950625,349.476858939,153.867,97.6662797403,603.724043149,446.259544035,118,-158.418,514.342407598,118,153.953622369,0.721374,190.757346723
278.395306969,66.5515,3.39808778662,52.3833265343,155.157603088,40.8174,155.277,64.8116,184.754435521,355.6227333,155.137,41.1306982008,651.073219915,440.234897327,119,-159.911,556.970749096,119,155.195525352,0.74229,188.017035117
351.032478757,59.5392,3.40477097744,88.0976614894,156.985502379,40.9837,157.091,65.1488,111.036593999,270.435616823,156.96,172.365955026,550.723901181,497.281415943,120,-161.689,575.850951878,120,157.024923405,0.739565,197.238226535
347.501959636,59.2885,3.31407903349,29.4357548239,158.616115618,41.2234,158.716,65.4277,179.87636757,388.752940933,158.59,103.035341053,648.780542539,451.210321692,121,-163.417,509.03815499,121,158.659413196,0.776952,192.089367575
348.284996787,57.9229,3.38326149333,63.6047036971,160.093632821,41.314,160.2,65.7917,127.401320118,140.493681951,160.082,155.228169676,559.074333353,266.735756035,122,-165.031,385.364100208,122,160.139053681,0.778212,143.475898964
300.547555537,67.0685,3.47067983687,54.6571535956,161.715684593,41.525,161.812,66.0438,155.072378587,258.702276302,161.691,33.9354243593,497.437065451,498.579455408,123,-166.593,539.370466906,123,161.747876599,0.736818,201.901197004
293.723204827,70.4867,3.52990771965,7.06473072713,163.162562798,41.748,163.245,66.3503,157.014715031,339.754852824,163.138,111.758509284,546.01004316,356.485924806,124,-168.119,369.60221971,124,163.182509887,0.701982,169.718786712
363.889462081,63.6779,3.46798920433,46.2134626594,164.619738279,41.9844,164.704,66.6907,92.2252794298,341.065141947,164.598,226.745467939,519.455168034,429.822289985,125,-169.54,516.174922265,125,164.646684406,0.80586,186.850866008
