MinReturn,AverageQLoss,Epoch,AverageReturn,MaxReturn,AverageY,AverageEsReturn,PolicyRegParamNorm,AverageAction,MaxEsReturn,AverageAbsQ,StdEsReturn,MinEsReturn,Iteration,AverageAbsY,AverageQ,StdReturn,AverageDiscountedReturn,QFunRegParamNorm,AveragePolicySurr,AverageAbsQYDiff
34.0,0.044229,42,35.7321428571,37.0,2.56200206063,10.7052631579,28.6446,0.343584,39.0,2.56579,7.71856774853,3.0,42,2.56213936742,2.56174,0.64617200907,30.1694751269,34.264,-2.89334,0.0866755896404
35.0,0.0438064,43,35.7046263345,37.0,2.64426470561,9.70873786408,28.8806,0.351219,61.0,2.64802,8.05759735318,2.0,43,2.64436366372,2.64396,0.463945579722,30.1508732372,34.777,-2.97373,0.0859670382626
38.0,0.0451532,44,39.4763779528,41.0,2.71327584162,11.4942528736,29.0599,0.412654,46.0,2.71707,9.87726236354,2.0,44,2.71347045431,2.71298,0.625439271511,32.7485178457,35.3478,-3.05975,0.0842371620451
37.0,0.0496718,45,39.2156862745,42.0,2.79031130475,12.8181818182,29.2617,0.443925,74.0,2.79445,13.3715410847,2.0,45,2.79067103623,2.78999,0.888129240953,32.5707321452,35.8998,-3.14346,0.0894323801893
39.0,0.0487627,46,42.5211864407,45.0,2.86941163893,12.7948717949,29.5154,0.542043,57.0,2.87407,12.098271729,3.0,46,2.86979995915,2.86917,1.51949766983,34.7690111463,36.4654,-3.22282,0.0887086563497
50.0,0.052313,47,301.571428571,1000.0,2.91852201524,15.0769230769,29.8141,0.549713,45.0,2.92333,12.4607787043,3.0,47,2.91905857266,2.91821,410.969466069,59.1638215288,36.9574,-3.28775,0.0902156191452
1000.0,0.0628806,48,1000.0,1000.0,2.96942738905,18.0,30.2011,0.208174,99.0,2.97669,18.9477582806,3.0,48,2.97005274804,2.96918,0.0,99.9956828753,37.4235,-3.34761,0.102918518223
1000.0,0.0585489,49,1000.0,1000.0,3.04997937262,12.4197530864,30.49,0.221087,55.0,3.05688,9.82546979687,3.0,49,3.05067180038,3.04935,0.0,99.9956828753,37.889,-3.43462,0.0991554160899
1000.0,0.0585612,50,1000.0,1000.0,3.14327959581,10.7582417582,30.7532,0.152592,52.0,3.14891,8.76599405964,3.0,50,3.14390251484,3.14339,0.0,99.9956828753,38.32,-3.51379,0.0964799019528
1000.0,0.0636223,51,1000.0,1000.0,3.19843592327,13.4266666667,30.982,0.123043,45.0,3.20609,9.95077663077,3.0,51,3.19955916991,3.19807,0.0,99.9956828753,38.7308,-3.59168,0.103439672433
1000.0,0.0746007,52,1000.0,1000.0,3.26326961849,10.6595744681,31.1632,0.170328,52.0,3.27032,8.2970812498,3.0,52,3.26452776711,3.26275,0.0,99.9956828753,39.1012,-3.65968,0.109604325926
1000.0,0.0713763,53,1000.0,1000.0,3.33979560913,14.1857142857,31.5714,0.346331,88.0,3.34684,14.7970005234,3.0,53,3.34137181863,3.33921,0.0,99.9956828753,39.637,-3.74099,0.10468913705
34.0,0.0723295,54,912.181818182,1000.0,3.41872137096,17.9122807018,31.8749,0.267372,94.0,3.42705,18.040189735,3.0,54,3.419867191,3.41858,277.70547452,93.5365005478,39.9076,-3.83138,0.10917572331
1000.0,0.0838058,55,1000.0,1000.0,3.48516043875,15.28125,32.1275,0.112881,66.0,3.49357,12.8031597052,3.0,55,3.48616240377,3.48494,0.0,99.9956828753,40.2955,-3.89714,0.116777225222
1000.0,0.0872458,56,1000.0,1000.0,3.56051624888,15.2575757576,32.2424,0.126495,75.0,3.56817,13.717176366,3.0,56,3.56116265768,3.56,0.0,99.9956828753,40.7764,-3.98383,0.112298121383
1000.0,0.0822694,57,1000.0,1000.0,3.62328564577,12.6625,32.4894,0.0566023,51.0,3.63079,10.4150657103,3.0,57,3.62415949728,3.6229,0.0,99.9956828753,41.0465,-4.06498,0.11283307201
1000.0,0.0893605,58,1000.0,1000.0,3.7040738069,11.8095238095,32.639,0.0592058,44.0,3.7121,8.46488009433,3.0,58,3.70524754597,3.70351,0.0,99.9956828753,41.4058,-4.13856,0.114915518022
1000.0,0.0912431,59,1000.0,1000.0,3.77386934142,14.6617647059,32.9274,0.0916944,110.0,3.78224,18.4284070153,3.0,59,3.77529407493,3.77386,0.0,99.9956828753,41.8146,-4.22322,0.117947799854
1000.0,0.0929564,60,1000.0,1000.0,3.83117694817,12.4197530864,33.2482,0.168469,69.0,3.83891,12.0286327102,3.0,60,3.83222719526,3.83117,0.0,99.9956828753,42.0462,-4.27698,0.11539097644
1000.0,0.10168,61,1000.0,1000.0,3.91597654337,11.7176470588,33.4799,0.168906,58.0,3.92492,9.47766633563,3.0,61,3.91701741293,3.91547,0.0,99.9956828753,42.4001,-4.36018,0.124902199519
1000.0,0.106854,62,1000.0,1000.0,3.96735770845,13.7777777778,33.7893,0.169465,52.0,3.97627,12.4835694484,3.0,62,3.96864313259,3.96677,0.0,99.9956828753,42.7971,-4.43507,0.122224338334
1000.0,0.102136,63,1000.0,1000.0,4.03462806784,12.7948717949,34.0658,0.165612,44.0,4.04413,9.07003940053,3.0,63,4.03612257899,4.03441,0.0,99.9956828753,43.213,-4.50698,0.120589624738
1000.0,0.116977,64,1000.0,1000.0,4.10197520203,15.0147058824,34.3135,0.234714,88.0,4.11305,14.6302392798,3.0,64,4.10410171391,4.10136,0.0,99.9956828753,43.5435,-4.58375,0.13043204018
1000.0,0.109726,65,1000.0,1000.0,4.16452509251,13.0526315789,34.6123,0.19779,74.0,4.1746,12.9217225681,3.0,65,4.16650551103,4.164,0.0,99.9956828753,43.8674,-4.65122,0.12665119829
1000.0,0.109414,66,1000.0,1000.0,4.23909421401,10.967032967,34.8507,0.114173,55.0,4.25062,10.0180612165,3.0,66,4.24119925556,4.23882,0.0,99.9956828753,44.167,-4.71212,0.124264912888
1000.0,0.114354,67,1000.0,1000.0,4.29426901274,13.9305555556,35.1397,0.156589,56.0,4.30536,11.4507719159,3.0,67,4.29661370273,4.29384,0.0,99.9956828753,44.6165,-4.79778,0.128735658814
1000.0,0.120061,68,1000.0,1000.0,4.36855329737,13.5405405405,35.3711,0.182911,48.0,4.3786,11.4481075849,3.0,68,4.37107264493,4.36868,0.0,99.9956828753,45.0203,-4.87551,0.129718174925
1000.0,0.121704,69,1000.0,1000.0,4.42586188737,13.3066666667,35.5402,0.146485,40.0,4.43783,10.4689678999,3.0,69,4.42823739285,4.42505,0.0,99.9956828753,45.3083,-4.93791,0.136873201495
1000.0,0.139194,70,1000.0,1000.0,4.49174666726,9.93069306931,35.8265,0.15935,48.0,4.50478,8.18142961888,3.0,70,4.49375991056,4.49126,0.0,99.9956828753,45.5282,-5.00826,0.14464014027
1000.0,0.130543,71,1000.0,1000.0,4.56329802415,11.6511627907,36.0662,0.198654,48.0,4.57445,9.05251788417,3.0,71,4.56490394666,4.56321,0.0,99.9956828753,45.7897,-5.09375,0.133613241728
1000.0,0.150025,72,1000.0,1000.0,4.62944960567,13.6805555556,36.2111,0.189984,73.0,4.64178,12.8590936143,3.0,72,4.63188013401,4.62887,0.0,99.9956828753,46.04,-5.16108,0.145894264986
1000.0,0.133739,73,1000.0,1000.0,4.70180414671,14.9558823529,36.5054,0.221597,66.0,4.7136,12.184167431,3.0,73,4.70389843443,4.70115,0.0,99.9956828753,46.4142,-5.23274,0.138491551169
1000.0,0.136463,74,1000.0,1000.0,4.75968271704,11.3793103448,36.7158,0.130999,58.0,4.7716,10.082694152,3.0,74,4.76243785214,4.75973,0.0,99.9956828753,46.7935,-5.3006,0.136988786111
1000.0,0.163141,75,1000.0,1000.0,4.82306048105,11.1222222222,36.8565,0.146598,57.0,4.83713,10.5775735274,3.0,75,4.82597435204,4.82245,0.0,99.9956828753,47.0796,-5.37478,0.150605527514
1000.0,0.141905,76,1000.0,1000.0,4.87849351876,9.88235294118,37.0328,0.208597,59.0,4.891,9.56227690258,3.0,76,4.88188325181,4.87844,0.0,99.9956828753,47.5545,-5.43174,0.136982778967
1000.0,0.160325,77,1000.0,1000.0,4.95171285013,11.0111111111,37.2587,0.245715,43.0,4.96737,8.97341065401,3.0,77,4.95711988553,4.95119,0.0,99.9956828753,47.8284,-5.5102,0.14747613785
1000.0,0.166683,78,1000.0,1000.0,4.9982449945,11.9761904762,37.4536,0.159397,57.0,5.0128,11.1536628518,3.0,78,5.00236767524,4.99742,0.0,99.9956828753,48.1661,-5.57037,0.156017026421
1000.0,0.176718,79,1000.0,1000.0,5.0550257701,9.82178217822,37.5937,0.19357,68.0,5.06993,9.95673416536,3.0,79,5.05844710299,5.05502,0.0,99.9956828753,48.5778,-5.63019,0.156418597148
1000.0,0.159838,80,1000.0,1000.0,5.11399503069,12.9358974359,37.7788,0.129404,45.0,5.12908,10.2122848891,3.0,80,5.11916089346,5.11325,0.0,99.9956828753,48.9223,-5.69913,0.146657397436
1000.0,0.164219,81,1000.0,1000.0,5.19476086918,11.2471910112,38.0385,0.189611,48.0,5.20925,9.4658236806,3.0,81,5.1995199061,5.19467,0.0,99.9956828753,49.1484,-5.78534,0.152066562271
364.0,0.164229,82,589.722222222,1000.0,5.24008764437,11.3863636364,38.2281,0.224146,53.0,5.25597,10.9174920303,3.0,82,5.24410893062,5.24026,207.780280734,99.1390998739,49.4315,-5.82854,0.152076921115
1000.0,0.190597,83,1000.0,1000.0,5.31163018445,9.95,38.3968,0.145838,39.0,5.32719,8.69870680044,3.0,83,5.31552158644,5.31075,0.0,99.9956828753,49.7234,-5.89905,0.158179086286
1000.0,0.169719,84,1000.0,1000.0,5.3563660171,10.9550561798,38.5983,0.274326,53.0,5.3707,9.39747768258,3.0,84,5.35895359476,5.35561,0.0,99.9956828753,50.1329,-5.96509,0.15271916725
1000.0,0.188079,85,1000.0,1000.0,5.42751454685,11.4494382022,38.7678,0.208543,60.0,5.44253,10.5255294094,3.0,85,5.43050832209,5.42746,0.0,99.9956828753,50.4538,-6.0311,0.159283692425
1000.0,0.187382,86,1000.0,1000.0,5.50471335098,10.7934782609,39.0175,0.229157,57.0,5.51953,10.8151846187,3.0,86,5.50853504879,5.50449,0.0,99.9956828753,50.775,-6.10455,0.159134516678
1000.0,0.18037,87,1000.0,1000.0,5.56911435893,12.2530120482,39.197,0.14262,51.0,5.58442,9.73485029185,3.0,87,5.57309713589,5.5689,0.0,99.9956828753,51.1554,-6.1926,0.15739098995
1000.0,0.200825,88,1000.0,1000.0,5.58560716369,11.7764705882,39.4087,0.265132,69.0,5.60268,11.4453961673,3.0,88,5.58939386043,5.58439,0.0,99.9956828753,51.3167,-6.21527,0.16528697655
1000.0,0.202824,89,1000.0,1000.0,5.67077691349,13.1733333333,39.6446,0.403594,79.0,5.68682,15.1343964384,3.0,89,5.67378457356,5.67131,0.0,99.9956828753,51.5955,-6.29725,0.162678191001
1000.0,0.21943,90,1000.0,1000.0,5.71004235436,16.4098360656,39.7244,0.472252,83.0,5.72703,14.8383387444,3.0,90,5.71263908285,5.70923,0.0,99.9956828753,51.7429,-6.35691,0.175340926782
1000.0,0.22029,91,1000.0,1000.0,5.77383659463,12.2926829268,39.9136,0.408969,54.0,5.78852,12.3213950399,3.0,91,5.77586691531,5.77302,0.0,99.9956828753,52.0465,-6.41809,0.16926390015
1000.0,0.212928,92,1000.0,1000.0,5.8416275827,10.7802197802,40.0554,0.347974,92.0,5.85719,12.1309722555,3.0,92,5.84463790293,5.84164,0.0,99.9956828753,52.328,-6.49066,0.16708368061
1000.0,0.217825,93,1000.0,1000.0,5.88010698633,11.5581395349,40.2231,0.354298,59.0,5.89509,10.990063854,3.0,93,5.88335327876,5.87937,0.0,99.9956828753,52.5653,-6.53688,0.166676168499
1000.0,0.226077,94,1000.0,1000.0,5.94883663349,12.0481927711,40.3827,0.418821,70.0,5.96622,12.9437184044,3.0,94,5.95269561427,5.94834,0.0,99.9956828753,52.809,-6.59967,0.170527607173
1000.0,0.215832,95,1000.0,1000.0,5.99662873484,13.5263157895,40.5134,0.45142,79.0,6.01546,13.2570474646,3.0,95,6.00193663609,5.99623,0.0,99.9956828753,53.0425,-6.64237,0.166488262134
38.0,0.224414,96,49.6386138614,1000.0,6.03412953662,11.1235955056,40.6458,0.410053,61.0,6.05262,11.4409281315,3.0,96,6.03946597821,6.0338,67.1337743426,36.5965032177,53.362,-6.69548,0.166780540405
1000.0,0.253076,97,1000.0,1000.0,6.04748800852,12.0722891566,40.8349,0.317211,69.0,6.07008,12.6840979397,3.0,97,6.05335111535,6.04744,0.0,99.9956828753,53.5707,-6.7262,0.18182907439
1000.0,0.213465,98,1000.0,1000.0,6.10662106739,12.35,40.9499,0.42723,61.0,6.1248,13.0241122538,3.0,98,6.11169944904,6.10588,0.0,99.9956828753,53.8886,-6.78654,0.165834429499
1000.0,0.238009,99,1000.0,1000.0,6.16901460638,12.6125,41.0969,0.386492,67.0,6.19142,13.069519645,3.0,99,6.17356868865,6.16932,0.0,99.9956828753,54.1412,-6.8435,0.180949408002
1000.0,0.237208,100,1000.0,1000.0,6.20884232397,13.6081081081,41.2217,0.391657,98.0,6.22562,15.3418854047,3.0,100,6.21323069161,6.20806,0.0,99.9956828753,54.466,-6.90491,0.179641000383
1000.0,0.246297,101,1000.0,1000.0,6.25020967417,11.1666666667,41.3454,0.365194,56.0,6.26804,10.2883429181,3.0,101,6.2534540045,6.24954,0.0,99.9956828753,54.7011,-6.95338,0.176581673907
1000.0,0.257764,102,1000.0,1000.0,6.29765222237,10.1428571429,41.5356,0.506873,46.0,6.31829,8.69787682279,2.0,102,6.30199624507,6.29803,0.0,99.9956828753,54.9536,-7.00181,0.182249480088
1000.0,0.22745,103,1000.0,1000.0,6.37938647053,10.0606060606,41.6827,0.307922,50.0,6.39869,8.25088692119,3.0,103,6.38345114246,6.37896,0.0,99.9956828753,55.2177,-7.06317,0.170468581803
1000.0,0.27545,104,1000.0,1000.0,6.42090794964,12.4197530864,41.8256,0.312612,87.0,6.44189,14.828954158,3.0,104,6.42370755099,6.42045,0.0,99.9956828753,55.3872,-7.12062,0.191031197788
1000.0,0.252725,105,1000.0,1000.0,6.46859710441,12.6363636364,41.9893,0.334878,61.0,6.48643,12.6377183241,3.0,105,6.47160298576,6.46849,0.0,99.9956828753,55.5914,-7.16016,0.177215249069
1000.0,0.268041,106,1000.0,1000.0,6.50579491823,15.7076923077,42.0934,0.328541,93.0,6.52535,15.2504457205,2.0,106,6.50994123293,6.50455,0.0,99.9956828753,55.8864,-7.1895,0.186227054783
1000.0,0.256794,107,1000.0,1000.0,6.51525827846,12.9487179487,42.1103,0.312108,71.0,6.53371,11.9366892243,3.0,107,6.51916263203,6.51571,0.0,99.9956828753,56.098,-7.20533,0.179993677742
1000.0,0.289843,108,1000.0,1000.0,6.53566453277,12.6582278481,42.2315,0.314243,58.0,6.55603,12.0420004183,2.0,108,6.53955042068,6.53466,0.0,99.9956828753,56.3311,-7.24277,0.196981465869
1000.0,0.261761,109,1000.0,1000.0,6.5600919362,10.193877551,42.3705,0.279588,70.0,6.57849,9.59236320744,2.0,109,6.56340774405,6.56019,0.0,99.9956828753,56.5764,-7.28191,0.18357784137
1000.0,0.27383,110,1000.0,1000.0,6.61400616548,11.4827586207,42.5628,0.268993,65.0,6.63295,12.1701179822,3.0,110,6.61779232748,6.61367,0.0,99.9956828753,56.7571,-7.32466,0.184684815389
1000.0,0.282361,111,1000.0,1000.0,6.63421225306,10.414893617,42.8232,0.391595,39.0,6.65313,7.551820373,3.0,111,6.63781666978,6.63336,0.0,99.9956828753,57.016,-7.35426,0.189384131299
1000.0,0.280178,112,1000.0,1000.0,6.6798620378,13.6133333333,42.8969,0.354079,67.0,6.6971,12.7173302579,3.0,112,6.68345732268,6.67959,0.0,99.9956828753,57.2099,-7.4129,0.185600385167
1000.0,0.275605,113,1000.0,1000.0,6.75090329175,9.4380952381,43.0483,0.365499,44.0,6.77115,8.52327212991,3.0,113,6.75459771576,6.75015,0.0,99.9956828753,57.5624,-7.45758,0.189983660782
1000.0,0.288529,114,1000.0,1000.0,6.76022857751,8.425,43.1964,0.345614,32.0,6.78362,6.00092006835,3.0,114,6.76472570117,6.76057,0.0,99.9956828753,57.76,-7.48463,0.195491436174
1000.0,0.273245,115,1000.0,1000.0,6.80394273596,10.3369565217,43.2778,0.415562,57.0,6.82503,8.33311515152,2.0,115,6.80716257259,6.80344,0.0,99.9956828753,57.9216,-7.55343,0.190283715782
1000.0,0.281956,116,1000.0,1000.0,6.84735234458,10.9270833333,43.4291,0.35533,51.0,6.867,10.2156383302,3.0,116,6.85173653747,6.84705,0.0,99.9956828753,58.2049,-7.60156,0.189820279628
1000.0,0.302422,117,1000.0,1000.0,6.88931587703,8.65217391304,43.5602,0.339723,33.0,6.91248,5.9608045536,2.0,117,6.89543179878,6.88876,0.0,99.9956828753,58.3408,-7.62696,0.193347784844
1000.0,0.302835,118,1000.0,1000.0,6.93236595558,8.74561403509,43.683,0.384979,39.0,6.95432,6.81820499544,3.0,118,6.93715413247,6.93229,0.0,99.9956828753,58.5868,-7.68243,0.198190769387
240.0,0.298767,119,485.409090909,935.0,6.96309016975,9.91836734694,43.8953,0.306542,47.0,6.98593,8.3013073342,3.0,119,6.96786520915,6.96214,221.082185272,97.1213710526,58.7625,-7.72008,0.19891602474
1000.0,0.298739,120,1000.0,1000.0,7.01384941299,10.7717391304,44.0307,0.259099,48.0,7.03497,10.4799013239,3.0,120,7.01741352292,7.01391,0.0,99.9956828753,58.9169,-7.76081,0.194195156552
1000.0,0.299115,121,1000.0,1000.0,7.03205783646,10.7525773196,44.1579,0.384345,65.0,7.05338,10.7483213054,2.0,121,7.03595354038,7.03151,0.0,99.9956828753,59.1712,-7.76271,0.197036411855
76.0,0.315015,122,131.597402597,138.0,7.07330476331,13.8472222222,44.3178,0.445692,52.0,7.09666,11.9171441888,3.0,122,7.07729066657,7.07267,7.17184201784,73.2749588504,59.3013,-7.84496,0.200977284505
97.0,0.314753,123,147.985294118,177.0,7.12252005244,17.0169491525,44.362,0.407104,125.0,7.1448,18.7367955995,3.0,123,7.12591452845,7.12313,9.89279691472,77.2794647475,59.5964,-7.87675,0.203507860943
122.0,0.337981,124,137.520547945,239.0,7.13865830437,12.6025641026,44.425,0.451258,40.0,7.1618,10.1189587784,3.0,124,7.1411264456,7.13826,12.8437497075,74.7339919916,59.754,-7.91987,0.209095380766
1000.0,0.309026,125,1000.0,1000.0,7.14918507314,12.6875,44.5385,0.402516,56.0,7.16916,13.5688925027,3.0,125,7.15205251928,7.14797,0.0,99.9956828753,59.9283,-7.9173,0.192019563335
136.0,0.300311,126,544.263157895,877.0,7.22192215392,12.0240963855,44.6247,0.378499,40.0,7.24259,9.64174645932,3.0,126,7.22521641496,7.22184,190.87743163,97.5028687378,60.071,-8.00325,0.198799676504
147.0,0.300846,127,379.111111111,755.0,7.22740389402,13.8055555556,44.7314,0.408926,65.0,7.24825,12.4361021145,3.0,127,7.23031220396,7.22727,157.804223136,94.8780904782,60.3299,-7.9994,0.196323894874
117.0,0.336352,128,188.537037037,457.0,7.26789636594,10.202020202,44.814,0.254901,57.0,7.2913,9.84011558401,3.0,128,7.27124124576,7.26811,92.7562941786,80.1684072735,60.5583,-8.0584,0.205098505241
125.0,0.351282,129,667.6875,1000.0,7.29971063132,11.7764705882,44.9118,0.174025,59.0,7.32277,10.0251172451,3.0,129,7.3054551283,7.2987,328.538376516,96.6947890343,60.7109,-8.09333,0.206665568533
252.0,0.311063,130,485.333333333,848.0,7.34629888195,12.4936708861,45.1376,0.214651,45.0,7.36864,10.031435928,2.0,130,7.35185604421,7.34557,180.581424276,97.8717453873,60.8793,-8.14148,0.191629868868
86.0,0.322782,131,156.890625,311.0,7.42407289166,12.8076923077,45.3029,0.277609,104.0,7.44617,13.2684875303,3.0,131,7.42664964317,7.42412,38.2447370511,77.9685347404,60.9986,-8.19545,0.20177797374
228.0,0.359679,132,770.285714286,1000.0,7.4504598092,22.9545454545,45.3647,0.281585,103.0,7.47076,18.2270460199,3.0,132,7.45254541619,7.44935,298.411611362,98.3658092889,61.2173,-8.23108,0.209213146234
