MinReturn,AverageQLoss,Epoch,AverageReturn,MaxReturn,AverageY,AverageEsReturn,PolicyRegParamNorm,AverageAction,MaxEsReturn,AverageAbsQ,StdEsReturn,MinEsReturn,Iteration,AverageAbsY,AverageQ,StdReturn,AverageDiscountedReturn,QFunRegParamNorm,AveragePolicySurr,AverageAbsQYDiff
1000.0,0.745314,591,1000.0,1000.0,11.721649971,10.9886363636,69.7893,0.287964,61.0,11.7681,9.08732173538,3.0,591,11.723235872,11.7211,0.0,99.9956828753,106.561,-13.0205,0.265226233669
1000.0,0.707484,592,1000.0,1000.0,11.7915449973,12.5733333333,69.8149,0.247665,68.0,11.8313,13.9849188612,3.0,592,11.793474568,11.7914,0.0,99.9956828753,106.649,-13.0345,0.250880938466
80.0,0.80893,593,418.88,1000.0,11.7186018389,10.6116504854,69.8136,0.149743,95.0,11.7603,10.8844174799,3.0,593,11.7206715619,11.7187,323.748460382,87.9504546484,106.687,-13.0313,0.27030298194
760.0,0.692912,594,955.909090909,1000.0,11.7299044187,10.40625,69.8978,0.176895,51.0,11.7697,9.07213927018,2.0,594,11.7306813081,11.7294,81.2476064492,99.9893476739,106.669,-13.0275,0.252025781461
1000.0,0.732334,595,1000.0,1000.0,11.7171038661,11.1222222222,69.9333,0.198373,69.0,11.7629,10.4443794324,3.0,595,11.7182435771,11.7169,0.0,99.9956828753,106.701,-12.9941,0.261758840105
96.0,0.887897,596,211.854166667,569.0,11.7249462141,9.88118811881,69.9606,0.189607,48.0,11.7712,8.06199632393,2.0,596,11.7257569658,11.7253,107.151953938,82.6371893333,106.769,-12.9911,0.27685487745
86.0,0.715091,597,94.0186915888,215.0,11.6897197178,8.85714285714,70.0143,0.189038,35.0,11.7294,6.22761296688,3.0,597,11.6906926872,11.6893,22.8612152924,60.3105808565,106.893,-12.968,0.254611195542
88.0,0.843433,598,152.712121212,234.0,11.6921237321,11.4137931034,70.1064,0.196773,43.0,11.736,8.36461034968,3.0,598,11.6930403455,11.6912,30.7363002996,77.4464070365,106.933,-12.9685,0.271766349796
94.0,0.720069,599,220.5,602.0,11.6674797033,11.0989010989,70.1838,0.186685,49.0,11.707,8.46979759616,3.0,599,11.6690295474,11.6669,90.709222483,86.0217874044,107.006,-12.9481,0.255277875999
99.0,0.728398,600,198.705882353,358.0,11.6413339361,11.3863636364,70.2341,0.17442,58.0,11.6812,9.38135459566,3.0,600,11.6420746774,11.6413,59.0560697741,84.0742429662,107.07,-12.9119,0.249523517336
63.0,0.694063,601,185.090909091,914.0,11.6432237757,9.33644859813,70.3172,0.24532,41.0,11.687,8.28007847409,3.0,601,11.6443167614,11.6438,135.493209857,75.2546010821,107.143,-12.9231,0.252942517347
61.0,0.845469,602,97.6310679612,453.0,11.6439911213,8.26446280992,70.3746,0.200661,41.0,11.6933,7.02976974928,3.0,602,11.6456555049,11.644,58.5542633224,58.432937031,107.16,-12.9217,0.294211138801
150.0,0.692168,603,353.903225806,1000.0,11.6405586076,7.17142857143,70.4274,0.280974,34.0,11.683,5.26978294097,3.0,603,11.642040505,11.64,209.056305865,92.765067387,107.107,-12.9188,0.251885598002
125.0,0.658813,604,535.315789474,1000.0,11.6252021224,8.86725663717,70.4693,0.270213,56.0,11.6621,8.10495797653,3.0,604,11.6260561107,11.6257,280.808429292,95.2345339271,107.165,-12.9446,0.246427735908
1000.0,0.820013,605,1000.0,1000.0,11.6798400174,10.8043478261,70.4988,0.240683,62.0,11.7282,11.9757355501,2.0,605,11.6807885916,11.6799,0.0,99.9956828753,107.211,-12.9621,0.273964963183
46.0,0.699088,606,371.518518519,1000.0,11.6206284799,12.4197530864,70.5108,0.353478,59.0,11.6598,12.4065536221,3.0,606,11.6219154107,11.6212,444.449919719,62.3928421379,107.314,-12.9376,0.250716042443
1000.0,0.678273,607,1000.0,1000.0,11.6531257075,12.641025641,70.5204,0.260482,71.0,11.692,12.8880528646,2.0,607,11.6541923383,11.6526,0.0,99.9956828753,107.376,-12.9836,0.246095267371
82.0,0.77393,608,109.5,239.0,11.6736065213,9.72815533981,70.5182,0.357723,61.0,11.7199,9.92515111989,2.0,608,11.6749423985,11.6741,24.5545090165,65.8411361936,107.41,-12.9467,0.264415144368
28.0,0.611313,609,467.0,1000.0,11.701046573,12.7215189873,70.4971,0.327241,78.0,11.7427,14.183192682,3.0,609,11.7028571034,11.6999,323.953700396,86.8104817748,107.486,-12.9751,0.235474394089
1000.0,0.723179,610,1000.0,1000.0,11.6616545636,10.1030927835,70.532,0.335963,41.0,11.7038,9.05024296089,3.0,610,11.6636782494,11.6619,0.0,99.9956828753,107.522,-12.9708,0.259885876736
58.0,0.63726,611,783.615384615,1000.0,11.7075946561,13.1666666667,70.5297,0.316495,80.0,11.7494,13.6159942401,3.0,611,11.7096143023,11.7065,395.067577172,87.6517783402,107.574,-12.9758,0.243388446173
1000.0,0.71316,612,1000.0,1000.0,11.7072440657,10.989010989,70.5546,0.243764,80.0,11.7501,12.7550847482,2.0,612,11.7094447228,11.7073,0.0,99.9956828753,107.656,-12.9983,0.257127380065
1000.0,0.7264,613,1000.0,1000.0,11.7134293044,11.7176470588,70.5345,0.266386,63.0,11.7584,12.2605169881,2.0,613,11.7154788001,11.7138,0.0,99.9956828753,107.748,-13.0523,0.261180446767
1000.0,0.728014,614,1000.0,1000.0,11.7463806765,10.9325842697,70.5499,0.245687,78.0,11.789,12.078207465,3.0,614,11.7491092936,11.7468,0.0,99.9956828753,107.811,-13.0642,0.256125838361
1000.0,0.776817,615,1000.0,1000.0,11.7641849772,12.6790123457,70.5541,0.435513,62.0,11.8116,11.4167163129,3.0,615,11.7668999623,11.7632,0.0,99.9956828753,107.872,-13.0849,0.274603540607
1000.0,0.793787,616,1000.0,1000.0,11.7799822316,9.46601941748,70.5248,0.0954751,52.0,11.8275,9.22092969007,3.0,616,11.7833687092,11.7791,0.0,99.9956828753,107.927,-13.0897,0.275459601117
93.0,0.733667,617,116.325581395,285.0,11.7735189776,13.6621621622,70.4999,0.224415,45.0,11.8179,10.7493268514,3.0,617,11.7774870336,11.7737,37.6138401855,67.3626970897,107.995,-13.1156,0.256919501812
1000.0,0.674553,618,1000.0,1000.0,11.8625595763,13.0384615385,70.5002,0.016702,85.0,11.9036,14.5913939403,3.0,618,11.866898522,11.8615,0.0,99.9956828753,108.041,-13.1261,0.247053606537
1000.0,0.680312,619,1000.0,1000.0,11.8126076381,10.7888888889,70.5324,0.18471,82.0,11.8591,11.8476387187,3.0,619,11.8154030908,11.8136,0.0,99.9956828753,108.148,-13.1418,0.25826659395
1000.0,0.83065,620,1000.0,1000.0,11.8705323971,13.9863013699,70.5819,0.0974488,128.0,11.9206,19.4819854623,3.0,620,11.8740854929,11.869,0.0,99.9956828753,108.193,-13.1426,0.2816100187
1000.0,0.746406,621,1000.0,1000.0,11.8740371377,11.6860465116,70.6196,0.125035,90.0,11.92,14.4248345506,2.0,621,11.877488921,11.8736,0.0,99.9956828753,108.192,-13.1842,0.266351841394
1000.0,0.759645,622,1000.0,1000.0,11.8806669603,11.8554216867,70.6555,0.227158,66.0,11.9266,13.4030499407,2.0,622,11.8853203181,11.8806,0.0,99.9956828753,108.223,-13.2133,0.270658904085
1000.0,0.799521,623,1000.0,1000.0,11.9287034214,10.3775510204,70.6802,0.168729,62.0,11.9803,11.3078582989,3.0,623,11.9323491656,11.928,0.0,99.9956828753,108.305,-13.2776,0.279196980614
52.0,0.757854,624,371.321428571,1000.0,11.9983014651,11.1685393258,70.6732,0.0765822,52.0,12.0409,11.9645881574,3.0,624,12.0009769138,11.9984,399.296171279,76.3883316496,108.337,-13.3372,0.264863472433
1000.0,0.76721,625,1000.0,1000.0,12.0186909573,11.7209302326,70.653,0.0258699,51.0,12.0636,11.6934200965,3.0,625,12.0205860851,12.0182,0.0,99.9956828753,108.408,-13.3639,0.269500611171
1000.0,0.881566,626,1000.0,1000.0,12.0910987675,10.0808080808,70.6859,0.0519868,67.0,12.1407,11.3996958737,3.0,626,12.0921306872,12.0909,0.0,99.9956828753,108.497,-13.4653,0.291704007075
1000.0,0.745998,627,1000.0,1000.0,12.1564756999,8.69298245614,70.6613,0.0378151,39.0,12.1984,9.24626732936,3.0,627,12.158277938,12.1556,0.0,99.9956828753,108.551,-13.5552,0.262561848061
1000.0,0.686864,628,1000.0,1000.0,12.2327257122,8.72413793103,70.6745,0.0200868,69.0,12.2661,10.5794092519,3.0,628,12.2352263093,12.2321,0.0,99.9956828753,108.622,-13.6457,0.247990746653
1000.0,0.853572,629,1000.0,1000.0,12.3076133097,9.90099009901,70.6228,0.04181,85.0,12.3521,12.9182539899,2.0,629,12.3094791079,12.3053,0.0,99.9956828753,108.601,-13.75,0.287353825277
1000.0,0.86851,630,1000.0,1000.0,12.4014920315,8.84955752212,70.6218,0.009014,63.0,12.4493,9.66814058039,2.0,630,12.4044634981,12.4019,0.0,99.9956828753,108.626,-13.8233,0.282023877294
1000.0,0.886313,631,1000.0,1000.0,12.462505268,10.6170212766,70.6134,0.00853206,75.0,12.5081,13.6117177172,2.0,631,12.4644459617,12.4619,0.0,99.9956828753,108.729,-13.9293,0.286384834542
1000.0,0.817245,632,1000.0,1000.0,12.5310914713,11.1111111111,70.6152,0.0554,65.0,12.5718,11.6566094217,3.0,632,12.5343787691,12.5289,0.0,99.9956828753,108.781,-14.0123,0.275276047594
1000.0,0.898137,633,1000.0,1000.0,12.616274543,8.3,70.5906,0.0227423,40.0,12.6572,8.44551162847,3.0,633,12.6188838073,12.6164,0.0,99.9956828753,108.816,-14.125,0.283798527874
1000.0,0.940543,634,1000.0,1000.0,12.7002739782,13.9583333333,70.6162,0.0668696,100.0,12.7527,18.3601602964,3.0,634,12.7019440328,12.6989,0.0,99.9956828753,108.837,-14.1603,0.294643382816
1000.0,0.911943,635,1000.0,1000.0,12.6743208405,11.2359550562,70.6263,0.00862251,62.0,12.7228,12.3033040889,3.0,635,12.6761125013,12.6741,0.0,99.9956828753,108.877,-14.1566,0.287408825765
1000.0,0.940342,636,1000.0,1000.0,12.7524174587,12.7105263158,70.6145,0.0345827,85.0,12.8003,15.5561933761,3.0,636,12.7541430106,12.7516,0.0,99.9956828753,108.925,-14.2224,0.29051900261
1000.0,0.871644,637,1000.0,1000.0,12.7448620854,11.4823529412,70.6581,0.0945287,88.0,12.7896,14.3736783656,2.0,637,12.7469596769,12.7444,0.0,99.9956828753,109.004,-14.2548,0.283056076942
1000.0,0.833296,638,1000.0,1000.0,12.8204017642,13.2105263158,70.6935,0.00802478,91.0,12.8637,18.0542426778,3.0,638,12.8223629093,12.8193,0.0,99.9956828753,109.086,-14.2773,0.271988301424
1000.0,1.0092,639,1000.0,1000.0,12.791458394,13.1625,70.692,0.00382705,167.0,12.8396,21.5391757909,3.0,639,12.793980188,12.7909,0.0,99.9956828753,109.152,-14.2668,0.302261721327
1000.0,0.967043,640,1000.0,1000.0,12.8546044566,11.5057471264,70.6801,0.00580877,68.0,12.9019,13.9208547459,3.0,640,12.8564858884,12.8548,0.0,99.9956828753,109.199,-14.332,0.291478880417
1000.0,0.908464,641,1000.0,1000.0,12.8725096762,11.9047619048,70.7165,0.00424942,72.0,12.9153,15.7076104148,3.0,641,12.8759031566,12.8709,0.0,99.9956828753,109.271,-14.3192,0.282110238754
1000.0,0.890389,642,1000.0,1000.0,12.8509918382,11.5348837209,70.7938,0.00169405,48.0,12.8999,10.8141785423,3.0,642,12.8541130254,12.851,0.0,99.9956828753,109.311,-14.3197,0.283314318842
1000.0,0.862645,643,1000.0,1000.0,12.8588326992,12.9102564103,70.8024,0.00339024,64.0,12.9061,12.205700536,3.0,643,12.8624095444,12.8588,0.0,99.9956828753,109.331,-14.2936,0.279427256374
1000.0,0.82305,644,1000.0,1000.0,12.9152790646,10.6489361702,70.7923,0.0231226,76.0,12.965,13.6512079169,3.0,644,12.9186373017,12.915,0.0,99.9956828753,109.361,-14.3601,0.278002503011
1000.0,0.88901,645,1000.0,1000.0,12.9700101811,12.6075949367,70.827,0.00967952,93.0,13.0141,16.5004163519,3.0,645,12.9741492655,12.9697,0.0,99.9956828753,109.414,-14.4506,0.273866279849
1000.0,0.837988,646,1000.0,1000.0,12.9898273789,12.6962025316,70.8341,0.0178225,106.0,13.0341,16.8563209272,3.0,646,12.9914500698,12.9894,0.0,99.9956828753,109.459,-14.4402,0.269833077328
1000.0,0.98546,647,1000.0,1000.0,13.0254510529,11.880952381,70.8701,0.0507543,64.0,13.0719,13.2767293393,3.0,647,13.0267713588,13.0256,0.0,99.9956828753,109.508,-14.5047,0.297144472976
1000.0,0.749979,648,1000.0,1000.0,13.0735904415,12.5324675325,70.8618,0.0453616,66.0,13.1137,12.8867035225,3.0,648,13.0759065388,13.0734,0.0,99.9956828753,109.557,-14.5686,0.253244298413
1000.0,0.988401,649,1000.0,1000.0,13.08675261,15.421875,70.8627,0.0527512,69.0,13.1367,16.2719128096,3.0,649,13.0895534743,13.0868,0.0,99.9956828753,109.62,-14.5265,0.298177087194
1000.0,0.876221,650,1000.0,1000.0,13.0888261434,14.7323943662,70.8281,0.0687539,64.0,13.1296,15.4354245451,3.0,650,13.0908063159,13.0875,0.0,99.9956828753,109.707,-14.5444,0.273588754387
1000.0,0.890088,651,1000.0,1000.0,13.1074056986,10.8152173913,70.8169,0.00315179,67.0,13.1506,12.4139904839,3.0,651,13.1095307127,13.1081,0.0,99.9956828753,109.724,-14.6039,0.275858919331
1000.0,1.01467,652,1000.0,1000.0,13.1539195115,9.9900990099,70.8379,0.0908314,61.0,13.2007,11.5848100011,3.0,652,13.1555404416,13.1536,0.0,99.9956828753,109.779,-14.6408,0.300218785546
1000.0,0.963168,653,1000.0,1000.0,13.1220287299,10.7717391304,70.8547,0.101378,60.0,13.1677,12.5776745456,3.0,653,13.1236976226,13.1206,0.0,99.9956828753,109.83,-14.5714,0.288805105533
1000.0,0.91413,654,1000.0,1000.0,13.1282624599,10.7613636364,70.8244,0.00484305,93.0,13.1715,12.880565274,3.0,654,13.1296868755,13.1279,0.0,99.9956828753,109.883,-14.6273,0.276763099914
1000.0,0.951788,655,1000.0,1000.0,13.1775709004,12.6428571429,70.8339,0.00689778,66.0,13.2216,13.7066571045,3.0,655,13.1790350323,13.1765,0.0,99.9956828753,109.943,-14.6538,0.286326575612
1000.0,0.813925,656,1000.0,1000.0,13.2438432559,11.7411764706,70.8002,0.00807958,67.0,13.2843,13.5161367098,3.0,656,13.2452342525,13.2442,0.0,99.9956828753,109.973,-14.7094,0.264423849778
1000.0,0.860776,657,1000.0,1000.0,13.2871413964,12.3456790123,70.8221,0.0128737,62.0,13.3297,13.0015768216,3.0,657,13.2890389883,13.2869,0.0,99.9956828753,110.061,-14.7155,0.273247188299
1000.0,0.962286,658,1000.0,1000.0,13.2236706388,13.7083333333,70.8518,0.00796513,69.0,13.28,15.659073958,3.0,658,13.2259638258,13.2235,0.0,99.9956828753,110.068,-14.7072,0.303670950527
1000.0,0.874202,659,1000.0,1000.0,13.2839171472,12.3703703704,70.8311,0.00494229,70.0,13.3222,14.0953056229,3.0,659,13.285819496,13.2832,0.0,99.9956828753,110.047,-14.7699,0.266931250067
1000.0,0.963094,660,1000.0,1000.0,13.317140143,12.3086419753,70.8386,0.00670916,144.0,13.3616,19.214604769,3.0,660,13.3195590417,13.3168,0.0,99.9956828753,110.137,-14.8009,0.285046546028
1000.0,1.006,661,1000.0,1000.0,13.3207393723,13.1298701299,70.8375,0.00531392,97.0,13.3675,15.1274676204,3.0,661,13.3234994725,13.3207,0.0,99.9956828753,110.188,-14.7769,0.297344447234
1000.0,0.991476,662,1000.0,1000.0,13.3233190175,11.2643678161,70.8687,0.00832,61.0,13.364,11.3506896546,3.0,662,13.3248658112,13.3229,0.0,99.9956828753,110.232,-14.7795,0.290188313631
1000.0,0.994567,663,1000.0,1000.0,13.3069500894,14.0410958904,70.8966,0.0105618,130.0,13.3588,20.3425718368,3.0,663,13.3083513598,13.3066,0.0,99.9956828753,110.29,-14.7977,0.299042762605
42.0,0.904893,664,45.3076923077,47.0,13.280236773,9.37735849057,70.8989,0.338587,75.0,13.3266,12.2470272328,3.0,664,13.2819542641,13.2794,0.99108451744,36.5747256104,110.376,-14.8051,0.280420845187
1000.0,0.866265,665,1000.0,1000.0,13.356011419,10.2989690722,70.9184,0.198538,56.0,13.3986,11.8017689994,2.0,665,13.358425333,13.357,0.0,99.9956828753,110.45,-14.8357,0.270810569409
1000.0,1.03753,666,1000.0,1000.0,13.3399763435,13.1315789474,70.9419,0.0115309,63.0,13.3886,13.8139347126,3.0,666,13.3417906523,13.3381,0.0,99.9956828753,110.439,-14.8455,0.303752417302
1000.0,0.939619,667,1000.0,1000.0,13.3064633292,12.3580246914,70.9712,0.0134318,50.0,13.3592,12.9016303324,3.0,667,13.3089341584,13.3069,0.0,99.9956828753,110.479,-14.8107,0.293188415617
1000.0,1.03067,668,1000.0,1000.0,13.3957165142,13.2763157895,71.0021,0.010402,79.0,13.4447,16.1070421704,3.0,668,13.3979489025,13.3953,0.0,99.9956828753,110.446,-14.8387,0.30308256303
1000.0,1.01106,669,1000.0,1000.0,13.3183465084,11.1222222222,71.0389,0.00694738,103.0,13.3702,15.1744139757,3.0,669,13.3206337836,13.3179,0.0,99.9956828753,110.517,-14.8746,0.296352432598
1000.0,0.948256,670,1000.0,1000.0,13.3789398145,14.1857142857,71.0042,0.192821,91.0,13.4192,15.7119543725,2.0,670,13.3819418694,13.3782,0.0,99.9956828753,110.617,-14.8989,0.282351522602
1000.0,0.891098,671,1000.0,1000.0,13.4368505395,12.7402597403,70.9776,0.154798,84.0,13.4779,15.0905514409,3.0,671,13.4403285131,13.436,0.0,99.9956828753,110.622,-14.871,0.272935234956
1000.0,1.03741,672,1000.0,1000.0,13.3955024615,13.8888888889,70.9946,0.0115451,87.0,13.4461,15.2211070151,3.0,672,13.3981877836,13.3955,0.0,99.9956828753,110.706,-14.9159,0.300084327217
1000.0,0.937274,673,1000.0,1000.0,13.4319394895,11.0215053763,71.0047,0.147654,80.0,13.4838,12.6915249807,3.0,673,13.433716144,13.4319,0.0,99.9956828753,110.781,-14.902,0.288889518766
1000.0,0.939902,674,1000.0,1000.0,13.4270886837,12.4,71.0092,0.156926,116.0,13.4798,17.3411360643,3.0,674,13.4292290038,13.4263,0.0,99.9956828753,110.773,-14.9087,0.294202668036
1000.0,1.0497,675,1000.0,1000.0,13.4178078201,9.78640776699,70.994,0.136303,61.0,13.4737,10.9248540773,3.0,675,13.4205395134,13.4182,0.0,99.9956828753,110.862,-14.9317,0.310925280343
1000.0,0.992393,676,1000.0,1000.0,13.50406691,10.688172043,71.0466,0.129743,86.0,13.5467,13.2153206094,3.0,676,13.5058569185,13.5035,0.0,99.9956828753,110.916,-14.9792,0.285680079896
1000.0,1.00275,677,1000.0,1000.0,13.3616766897,12.6708860759,71.0401,0.0922517,65.0,13.4149,13.9044856791,3.0,677,13.3630401704,13.3619,0.0,99.9956828753,110.901,-14.8713,0.297496339593
1000.0,0.912586,678,1000.0,1000.0,13.4219935395,11.0227272727,71.0649,0.105682,52.0,13.4659,11.1028019321,3.0,678,13.4237327191,13.4219,0.0,99.9956828753,110.912,-14.9075,0.274921636954
1000.0,0.913077,679,1000.0,1000.0,13.396082279,15.3333333333,71.0872,0.109711,77.0,13.4411,16.4651453107,3.0,679,13.3980734848,13.3956,0.0,99.9956828753,111.031,-14.8566,0.27925436677
1000.0,1.0244,680,1000.0,1000.0,13.3676820307,12.9493670886,71.1141,0.0943133,89.0,13.4129,17.1854359404,3.0,680,13.3711038718,13.3664,0.0,99.9956828753,111.142,-14.8557,0.297115988515
1000.0,0.969198,681,1000.0,1000.0,13.3795048395,10.6489361702,71.1613,0.0818121,63.0,13.4304,11.6150191167,3.0,681,13.382538232,13.3804,0.0,99.9956828753,111.239,-14.9118,0.292733099578
1000.0,0.876354,682,1000.0,1000.0,13.4244440917,14.9104477612,71.1904,0.0151663,63.0,13.4726,13.6499208278,2.0,682,13.4279230247,13.424,0.0,99.9956828753,111.264,-14.9031,0.275295650117
46.0,0.917966,683,50.215,56.0,13.4470640569,10.2526315789,71.2069,0.331959,57.0,13.4935,9.78502445583,3.0,683,13.4518212726,13.4469,2.13512880174,39.6161402427,111.335,-14.916,0.270748574996
63.0,0.959966,684,914.818181818,1000.0,13.4458406005,14.6956521739,71.2181,0.111764,73.0,13.4967,15.5789753787,3.0,684,13.4495417581,13.4452,269.368560689,95.1696613143,111.424,-14.9206,0.293623709185
1000.0,1.00645,685,1000.0,1000.0,13.4286963619,11.3707865169,71.2764,0.148998,70.0,13.4739,12.3492091567,3.0,685,13.4319407688,13.4285,0.0,99.9956828753,111.473,-14.8985,0.288146702311
1000.0,1.0586,686,1000.0,1000.0,13.3587099709,12.9480519481,71.3274,0.164272,68.0,13.4051,15.3291980999,3.0,686,13.3615462961,13.3583,0.0,99.9956828753,111.538,-14.8301,0.30220240204
1000.0,0.823723,687,1000.0,1000.0,13.4418592892,10.0918367347,71.3209,0.12263,55.0,13.4835,10.4296347156,3.0,687,13.4450366343,13.4408,0.0,99.9956828753,111.619,-14.9138,0.266797914551
1000.0,0.891237,688,1000.0,1000.0,13.396768795,14.0,71.3511,0.162501,70.0,13.4421,14.9136402889,2.0,688,13.4004588517,13.3981,0.0,99.9956828753,111.684,-14.8428,0.272496339468
1000.0,0.987973,689,1000.0,1000.0,13.3896419331,12.6455696203,71.396,0.365191,79.0,13.4348,14.1054240171,3.0,689,13.3926909927,13.3891,0.0,99.9956828753,111.739,-14.8449,0.286809510515
1000.0,0.979624,690,1000.0,1000.0,13.3263605769,11.5542168675,71.4507,0.16864,46.0,13.3758,10.3600867699,3.0,690,13.3294314741,13.3259,0.0,99.9956828753,111.813,-14.7307,0.288196414142
1000.0,0.973812,691,1000.0,1000.0,13.2896015301,12.5903614458,71.4664,0.260798,61.0,13.3356,11.8393220098,3.0,691,13.2929488188,13.2907,0.0,99.9956828753,111.865,-14.7483,0.287646117029
1000.0,0.973693,692,1000.0,1000.0,13.2539970072,8.47826086957,71.521,0.0737497,41.0,13.2999,8.27605012497,3.0,692,13.2576402467,13.2538,0.0,99.9956828753,111.938,-14.732,0.292163171339
1000.0,0.951519,693,1000.0,1000.0,13.2073013587,14.4929577465,71.5517,0.00869887,68.0,13.2613,15.2702170211,3.0,693,13.2112008754,13.2071,0.0,99.9956828753,111.993,-14.6992,0.290244887751
69.0,0.914769,694,915.363636364,1000.0,13.2334590105,13.8169014085,71.5625,0.192789,127.0,13.2735,17.6565910441,2.0,694,13.2379483261,13.2323,267.643681965,95.4521023421,112.041,-14.725,0.276147504535
1000.0,0.833106,695,1000.0,1000.0,13.2623490653,13.6164383562,71.6132,0.00469116,79.0,13.3075,15.6017474759,2.0,695,13.2665472971,13.2631,0.0,99.9956828753,112.055,-14.7083,0.263716494136
1000.0,0.848076,696,1000.0,1000.0,13.268787636,12.6923076923,71.6215,0.0174611,67.0,13.3111,12.6433398828,3.0,696,13.2733108028,13.2679,0.0,99.9956828753,112.047,-14.7019,0.261587199042
1000.0,0.947688,697,1000.0,1000.0,13.1897703754,12.0722891566,71.6574,0.133943,62.0,13.2394,13.2672103572,3.0,697,13.1944285162,13.1906,0.0,99.9956828753,112.115,-14.647,0.284589506373
1000.0,0.951499,698,1000.0,1000.0,13.2101841032,20.1960784314,71.6772,0.0132095,79.0,13.2586,18.0641771035,3.0,698,13.2142130163,13.2107,0.0,99.9956828753,112.143,-14.6271,0.280982926077
1000.0,0.924674,699,1000.0,1000.0,13.1459240413,18.2037037037,71.7226,0.134279,62.0,13.1932,14.4316776438,3.0,699,13.1494299351,13.1456,0.0,99.9956828753,112.13,-14.5803,0.278729528152
1000.0,0.927213,700,1000.0,1000.0,13.1669110656,12.2073170732,71.7474,0.117865,63.0,13.2086,12.093878521,3.0,700,13.1714190411,13.1667,0.0,99.9956828753,112.182,-14.5937,0.271962298803
1000.0,1.02824,701,1000.0,1000.0,13.1364062947,9.93069306931,71.7891,0.0318168,70.0,13.1867,10.4172908678,3.0,701,13.1405329428,13.1367,0.0,99.9956828753,112.215,-14.5827,0.295209624798
53.0,0.88868,702,470.173913043,1000.0,13.1225743448,11.7209302326,71.8353,0.0367576,70.0,13.1684,12.9261328619,3.0,702,13.1261828623,13.1227,464.737668141,69.7542974229,112.242,-14.5058,0.264932061512
1000.0,0.895059,703,1000.0,1000.0,13.0188411905,12.7820512821,71.9209,0.187574,121.0,13.0639,15.750984858,3.0,703,13.0230040921,13.0191,0.0,99.9956828753,112.305,-14.4619,0.273207322274
1000.0,0.929081,704,1000.0,1000.0,13.0408477938,12.7692307692,71.9355,0.0145617,56.0,13.0868,13.2683574592,3.0,704,13.043479426,13.0414,0.0,99.9956828753,112.317,-14.4751,0.28001775696
47.0,0.94079,705,181.355932203,1000.0,13.0492238233,11.2,72.03,0.158784,64.0,13.0995,9.91429943734,2.0,705,13.051269445,13.0486,324.27942349,49.1368870269,112.432,-14.4307,0.282826333432
1000.0,0.857147,706,1000.0,1000.0,13.0316071397,15.196969697,72.0987,0.454075,96.0,13.0791,18.5400628427,3.0,706,13.0340435536,13.0316,0.0,99.9956828753,112.492,-14.4052,0.264939012746
1000.0,0.955905,707,1000.0,1000.0,12.9878699773,10.2886597938,72.1396,0.456831,72.0,13.0397,11.3573254101,3.0,707,12.9899664453,12.9877,0.0,99.9956828753,112.525,-14.3978,0.282252188753
1000.0,0.888353,708,1000.0,1000.0,12.9729169002,12.2375,72.2115,0.319623,68.0,13.0189,12.9491734775,3.0,708,12.9752813273,12.9727,0.0,99.9956828753,112.549,-14.3756,0.27257767587
1000.0,0.896606,709,1000.0,1000.0,12.9730076172,9.59047619048,72.2619,0.301834,132.0,13.0195,14.183622506,3.0,709,12.9750166823,12.9741,0.0,99.9956828753,112.619,-14.3594,0.276693035801
1000.0,0.934019,710,1000.0,1000.0,12.8889791582,12.5316455696,72.2996,0.154171,56.0,12.9296,12.7277584044,3.0,710,12.8903526838,12.8881,0.0,99.9956828753,112.624,-14.319,0.276125567829
1000.0,0.887798,711,1000.0,1000.0,12.9299611615,10.1089108911,72.3402,0.181027,53.0,12.9763,9.49924540005,3.0,711,12.9307284589,12.9291,0.0,99.9956828753,112.688,-14.335,0.275458987216
66.0,0.891841,712,915.090909091,1000.0,12.9247890895,14.6417910448,72.449,0.123755,106.0,12.9662,17.057148449,3.0,712,12.9260000751,12.9254,268.506121327,95.3130106373,112.759,-14.3185,0.271299849843
1000.0,0.933929,713,1000.0,1000.0,12.8852665209,14.6571428571,72.5927,0.222938,110.0,12.9345,16.7476102468,3.0,713,12.8858651278,12.8862,0.0,99.9956828753,112.79,-14.2982,0.290721584243
42.0,0.906187,714,45.0675675676,84.0,12.847003514,11.488372093,72.6433,0.0777219,45.0,12.8979,9.80714521917,3.0,714,12.8474043078,12.8449,6.44658806555,36.3050781504,112.858,-14.2273,0.277420248615
1000.0,0.776939,715,1000.0,1000.0,12.8613867238,10.3195876289,72.6991,0.0477058,73.0,12.9008,10.4551535083,3.0,715,12.8618306653,12.8614,0.0,99.9956828753,112.866,-14.241,0.260466252891
1000.0,0.801922,716,1000.0,1000.0,12.8529691164,12.525,72.8071,0.093775,56.0,12.8942,11.5271147734,3.0,716,12.8540015765,12.8538,0.0,99.9956828753,112.914,-14.2111,0.256708531368
132.0,0.858239,717,177.034482759,322.0,12.8087160847,11.25,72.8137,0.108434,53.0,12.8558,9.52657765508,3.0,717,12.810173047,12.8084,48.7802834383,81.534258947,112.963,-14.1873,0.273945837624
1000.0,0.925491,718,1000.0,1000.0,12.7742898117,9.38834951456,72.9079,0.143833,58.0,12.8187,9.45221298351,3.0,718,12.7756176833,12.7754,0.0,99.9956828753,112.942,-14.1657,0.275002076914
