AveragePolicySurr,AverageEsReturn,Epoch,AverageY,AverageAbsY,AverageDiscountedReturn,StdReturn,Iteration,AverageQLoss,MinEsReturn,AverageAbsQ,MinReturn,AverageAbsQYDiff,StdEsReturn,MaxReturn,PolicyRegParamNorm,AverageAction,AverageReturn,QFunRegParamNorm,MaxEsReturn,AverageQ
-91.214,185.328482163,247,90.7723602847,90.7735583524,151.067373513,9.48780089551,247,17.3666,89.0408532219,90.7711,162.74416864,2.13928290953,32.4334070507,208.086425923,22.4634,1.0,184.244118637,250.592,236.246763736,90.768
-91.2667,182.27317227,248,90.8175459529,90.8180726224,151.129057497,9.68853845931,248,22.208,74.6977072491,90.8152,165.213708363,2.33404313414,34.4852066444,208.549527891,22.4634,1.0,184.249375253,251.151,240.231901807,90.8098
-91.7844,180.920081983,249,91.308983757,91.308983757,151.991206275,9.5548233658,249,21.6965,102.837135528,91.3039,165.007867238,2.24223083111,38.4588019059,211.255117759,22.4634,1.0,185.561824121,251.743,254.106846195,91.3025
-91.0835,185.842022895,250,90.6131486376,90.6134623669,151.674504143,9.44718893928,250,17.6162,155.232204526,90.606,165.829095777,2.17045446185,16.0435357805,207.967577722,22.4634,1.0,185.036891891,252.26,217.855362533,90.6046
-91.4731,196.176438818,251,91.0049190398,91.0050342603,151.182597721,9.53696211388,251,17.579,148.260347909,90.9996,165.994971482,2.18757466128,24.8400255711,208.500877882,22.4634,1.0,184.33980341,252.89,240.656230853,90.9971
-91.5247,183.462342603,252,91.0558385941,91.0561372326,151.134803227,9.39406388293,252,22.7761,52.2412301061,91.0508,163.978122796,2.3539115727,33.2980330017,206.214809121,22.4634,1.0,184.227045139,253.616,227.147758565,91.047
-91.3725,183.043247214,253,90.8870125514,90.8872598804,151.286885626,9.36623961965,253,17.4299,71.3789462007,90.8849,161.659998066,2.14244424078,46.4587463944,207.814138118,22.4634,1.0,184.493702049,254.195,268.60102937,90.8824
-91.9205,177.116322386,254,91.4506672652,91.4516002923,150.766604429,9.21584912957,254,22.2503,70.591765756,91.443,162.01926763,2.36446923221,43.0865615145,209.078057409,22.4634,1.0,183.70196376,254.912,233.888421099,91.4377
-91.3083,182.989943852,255,90.8486276306,90.8486276306,151.676044336,9.57930380805,255,19.3267,103.433125203,90.8475,164.671871603,2.20198922424,25.7790108396,207.026996911,22.4634,1.0,185.075936564,255.505,217.688612555,90.8457
-91.6699,184.402696085,256,91.1727083518,91.1727553326,151.147429795,8.81403494186,256,17.2123,90.0517720419,91.1705,163.332097325,2.16372021725,33.3372568287,209.772620229,22.4634,1.0,184.304012178,256.13,230.927663049,91.1664
-91.3376,177.308229762,257,90.8405446835,90.8405714576,150.255894665,9.1383263125,257,20.416,9.40239547626,90.8367,164.03842217,2.21532685611,44.3169448408,205.708044588,22.4634,1.0,182.94239361,256.64,251.707012204,90.8344
-91.8854,180.042302426,258,91.3965630809,91.39679192,151.707645816,9.11157692395,258,18.4661,95.9767670263,91.3939,166.249795172,2.18271650694,29.5451903962,206.33395521,22.4634,1.0,185.131783114,257.183,247.560445898,91.3891
-92.3978,171.325314233,259,91.8819436646,91.882620116,151.470286426,9.70378554066,259,20.1365,9.60634589425,91.879,161.88043892,2.18774679417,44.6123676002,208.228762195,22.4634,1.0,184.806718506,257.741,238.243115204,91.8742
-91.4425,181.239995111,260,90.9433080827,90.9438397658,150.132882014,9.51895211204,260,18.6274,14.3825955619,90.9452,164.571509822,2.19830432208,50.9736651013,214.774230238,22.4634,1.0,182.877968572,258.261,281.790642125,90.941
-91.8168,179.264819475,261,91.3203403914,91.3213028318,151.444086994,9.22107951471,261,21.0738,139.514776042,91.3107,164.566492688,2.23738092213,17.1067646258,206.082369219,22.4634,1.0,184.618390541,258.942,210.056149056,91.3077
-91.4771,177.146968356,262,90.9868427054,90.9871509248,150.69003811,9.75136898152,262,19.0744,66.3857458491,90.9855,163.763947558,2.21617123737,35.4245397261,211.433809203,22.4634,1.0,183.600336906,259.561,243.241723491,90.9801
-91.6147,177.580364944,263,91.1405345166,91.1411181376,150.388937936,9.19937723065,263,16.8438,57.1958927547,91.1355,164.646534638,2.19550740325,35.3860650669,204.840866595,22.4634,1.0,183.167013884,260.194,228.15816795,91.1322
-91.1803,179.824931305,264,90.7031677109,90.703630135,151.561293183,9.16675397411,264,25.4461,29.117876477,90.6981,165.940529876,2.35964053679,46.9408101339,209.331409809,22.4634,1.0,184.836284775,260.847,231.508866817,90.6962
-91.5804,182.888103668,265,91.1345544608,91.1354681839,151.13397248,9.62738337018,265,21.9245,147.013862437,91.1321,165.160153481,2.24238724852,21.6658122821,213.58366126,22.4634,1.0,184.259034435,261.45,236.856324958,91.1293
-92.1998,187.693500998,266,91.7552403138,91.7558654631,151.497267474,9.20251694162,266,22.0225,9.53422675323,91.7558,164.330878166,2.28881206508,44.9433724217,210.148678689,22.4634,1.0,184.764550738,262.075,259.939675375,91.7529
-91.559,184.581869485,267,91.0970046356,91.0972527022,150.490197861,8.94575988022,267,20.4219,75.3683276414,91.0909,164.313033477,2.1534859716,36.1826206737,206.810484126,22.4634,1.0,183.338679195,262.576,241.596501372,91.0884
-91.598,186.736936174,268,91.1657386104,91.1657386104,151.027925801,9.21362155942,268,21.1301,28.7840430447,91.1686,165.776736583,2.22701175635,39.1929882396,210.014717741,22.4634,1.0,184.079102944,263.187,233.739696869,91.1619
-91.4487,199.722630685,269,91.0254657491,91.0257891451,150.626026988,9.35326052492,269,18.6092,167.423430735,91.0218,161.84182767,2.16446486414,21.3684901583,210.188379452,22.4634,1.0,183.60003088,263.793,277.187552467,91.02
-91.4717,175.653947156,270,91.0321639386,91.0331222719,150.918980167,9.5714903099,270,16.0738,33.5295182618,91.0296,163.612049159,2.1259368182,40.7554828761,207.599064212,22.4634,1.0,183.954875358,264.296,241.234669675,91.0252
-91.5134,182.658581456,271,91.0871416357,91.0882687706,151.356345672,9.93503136694,271,17.8333,113.659513275,91.0787,164.018776926,2.16559637805,30.3071400784,210.415067148,22.4634,1.0,184.577198434,264.906,253.298024591,91.0763
-91.5525,174.761873214,272,91.1109127101,91.1109155049,151.130982169,9.32717934224,272,19.5935,67.8337117532,91.1069,160.950765894,2.19475732075,38.3211169265,210.161982851,22.4634,1.0,184.224932834,265.45,233.038050177,91.1038
-91.3839,171.218169581,273,90.9287257928,90.92945604,151.105008071,9.37275921983,273,20.0392,61.7361846966,90.9279,165.060770091,2.16148534129,37.4545993837,208.82001742,22.4634,1.0,184.236641269,266.048,232.296550638,90.9266
-91.2738,182.319067832,274,90.8779469132,90.8781174765,151.484718112,9.66141339964,274,21.8048,14.6171507658,90.8761,162.919284784,2.23267616694,40.8897488773,208.336967204,22.4634,1.0,184.836057045,266.625,236.097642025,90.8692
-91.3531,186.420174275,275,90.8902424895,90.8904040579,151.587463255,9.7400510639,275,21.8434,112.220349517,90.8841,161.702454474,2.25865915557,23.8273986848,208.184631543,22.4634,1.0,184.945810334,267.156,226.558066458,90.8815
-91.5027,174.973878822,276,91.057499792,91.0575747362,150.912521525,9.01064841881,276,18.802,59.058126599,91.0587,164.517375159,2.15379551893,31.5265180933,206.721393459,22.4634,1.0,183.947235547,267.842,211.710255223,91.0577
-91.4523,174.170674194,277,91.0313497698,91.0324216442,150.294681382,8.89036028538,277,17.4429,75.0746393471,91.0265,163.235799265,2.1499811029,36.9523784439,205.565703633,22.4634,1.0,183.065871296,268.437,226.453130519,91.0218
-91.3327,196.782679684,278,90.9349968491,90.9350995009,151.855799381,9.44997843256,278,18.9795,126.484702722,90.9304,162.572504017,2.18425672722,26.5402322335,208.958604478,22.4634,1.0,185.314450189,268.985,242.525020383,90.9282
-91.4556,189.822974447,279,91.0242177421,91.0246856738,151.554842562,9.51826824462,279,16.1921,105.165225511,91.0194,163.370272615,2.12144752395,32.0513403404,206.373071959,22.4634,1.0,184.857545491,269.51,228.896690205,91.0179
-91.3122,182.462680923,280,90.8462713602,90.8475081017,151.208029563,9.222358663,280,21.3998,14.5998153273,90.8472,163.504874947,2.17597963645,53.7241282732,210.199700333,22.4634,1.0,184.34622277,270.105,333.883395463,90.8422
-91.2674,189.307676197,281,90.8336233334,90.8340742681,151.375151108,9.67799028047,281,17.9503,128.901152458,90.8321,162.36256054,2.19042499043,27.6073427034,209.64519464,22.4634,1.0,184.685211531,270.68,259.454903655,90.8291
-91.6057,183.677869636,282,91.1689492596,91.1690646846,150.923240121,8.83515389561,282,18.8495,14.5135388421,91.1683,165.78425131,2.21184217186,45.5951473188,209.42567881,22.4634,1.0,183.940132488,271.292,279.261843717,91.1645
-91.5501,185.753668442,283,91.1142056875,91.1144684555,151.214469375,9.71653152061,283,13.7159,47.2359437831,91.1115,162.564440099,2.04205886893,36.9424410591,208.697030828,22.4634,1.0,184.403473965,271.88,236.66888022,91.107
-90.9968,172.228808711,284,90.5695033203,90.5695033203,150.787830002,9.24733756228,284,17.7415,53.3933447291,90.5686,164.101209809,2.14878469872,38.0669428026,213.617412704,22.4634,1.0,183.836585971,272.579,255.627953169,90.5628
-91.5789,189.223642473,285,91.1890034319,91.189040899,151.128312909,9.26412640254,285,19.5077,132.076571242,91.1856,162.985823055,2.16807750127,23.4674313822,207.71200098,22.4634,1.0,184.233803414,273.118,237.852918133,91.183
-91.5063,183.966673225,286,91.1138413995,91.1140478065,151.141312887,9.42067440813,286,16.2179,132.511186502,91.1083,164.652209882,2.08933588424,24.4021508223,210.851369859,22.4634,1.0,184.264637185,273.732,223.717082121,91.1047
-91.953,184.371642789,287,91.5275137855,91.5275137855,151.709240284,9.26039767442,287,20.0998,127.613664085,91.5243,163.07148916,2.18684058126,26.5033604011,206.063550962,22.4634,1.0,185.09393593,274.368,226.121271776,91.5226
-90.844,180.851898327,288,90.4258699514,90.4259210933,151.459455217,9.2387058143,288,16.2199,89.4472081785,90.4252,163.454300319,2.09874375392,34.8300816744,210.893573882,22.4634,1.0,184.7824708,274.985,233.832291733,90.4222
-91.3649,186.606371691,289,90.936927849,90.9371262478,150.678808292,8.97160005582,289,18.0923,100.074163454,90.9375,163.500793785,2.13598766063,24.464260326,206.132258022,22.4634,1.0,183.507118625,275.593,225.427389497,90.9359
-91.7673,176.216349997,290,91.3580007548,91.3581941127,151.818556039,8.99847090786,290,14.7357,87.7879952203,91.3523,166.034354628,2.04001115897,35.6630080888,209.046375237,22.4634,1.0,185.234811351,276.233,260.692057627,91.3505
-91.4794,187.962216753,291,91.075788693,91.0758195502,151.362270866,9.01918642352,291,18.6568,92.7166266198,91.0721,163.318549033,2.15554149953,29.8690213384,210.442746979,22.4634,1.0,184.651532643,276.824,233.942220635,91.0668
-91.4049,182.342718892,292,90.9846510363,90.9847195338,150.865092198,9.67038340058,292,19.7695,57.742737839,90.9791,163.766296274,2.20562876787,40.2139727019,211.033008099,22.4634,1.0,183.860841503,277.489,223.435539394,90.9766
-92.0707,188.19752126,293,91.6542423791,91.6547510648,151.021821459,8.71157226568,293,15.2936,133.314498361,91.6529,164.798613635,2.00398196493,26.9484376922,207.222725549,22.4634,1.0,184.028959218,278.04,243.367430509,91.6504
-91.0376,182.529073469,294,90.6395246958,90.6396825065,151.588402318,9.94167539231,294,19.9886,47.2601832082,90.6354,161.46096875,2.16420322599,39.1102276121,209.307042928,22.4634,1.0,184.924414747,278.675,239.808551856,90.6316
-90.5753,181.321095818,295,90.1818740155,90.1821919976,151.764895244,9.02368485964,295,19.7779,94.8218569783,90.1792,166.876216687,2.14613426653,28.1165039699,208.009363784,22.4634,1.0,185.081024077,279.172,220.550107583,90.1785
-91.521,172.918951824,296,91.1413031453,91.1418975466,151.088605639,9.25537686218,296,21.675,43.588262538,91.138,164.555139842,2.1875186581,52.4044739946,206.746658914,22.4634,1.0,184.187710162,279.719,267.599468392,91.1342
-90.905,167.560543537,297,90.5129076585,90.5132144223,151.189752567,9.47054800635,297,16.1408,69.7400621826,90.5131,163.814545014,2.0564007665,37.3175588547,207.190129306,22.4634,1.0,184.440706796,280.358,224.949806335,90.5096
-91.2521,181.869709926,298,90.873100439,90.8731931488,150.828913435,8.99775969332,298,21.5684,85.9677055323,90.8633,161.198825203,2.15240073975,29.0440354172,208.246558654,22.4634,1.0,183.74894576,280.926,220.159525814,90.8626
-91.1209,188.918446332,299,90.7275925116,90.7278473238,151.640302764,9.32268157059,299,16.5261,63.2599531944,90.7264,162.415605371,2.05366352422,36.0984133341,207.5303851,22.4634,1.0,185.012447491,281.437,263.097984529,90.723
-91.3545,188.913288804,300,90.9475685969,90.9492169223,151.288940726,8.98387576968,300,20.3853,33.769910236,90.9467,164.929584235,2.15380714816,44.282689604,211.962596371,22.4634,1.0,184.514928226,282.185,242.031822364,90.9422
-91.0871,187.867483472,301,90.7048244949,90.7060083378,151.695277608,9.09853379817,301,16.1744,99.8060222275,90.7001,162.599390973,2.08128827939,33.5489078319,212.419428351,22.4634,1.0,185.078422152,282.576,256.670751375,90.6986
-91.2154,181.928908395,302,90.7797575529,90.7799210669,151.23778864,9.08736628255,302,19.7533,89.8837925681,90.7732,165.105868478,2.06582632105,44.3688776266,208.206133574,22.4634,1.0,184.405402691,283.107,251.793473545,90.7711
-91.3089,175.439320742,303,90.8732852888,90.8732852888,151.215169428,9.09035599446,303,20.3219,9.49517761697,90.8704,167.450946195,2.18391578446,47.4080209779,207.479613769,22.4634,1.0,184.420861547,283.534,251.833055871,90.8676
-91.3443,185.668759637,304,90.9003915125,90.900794191,150.81316752,9.38582294362,304,17.1998,94.5580178068,90.8968,163.169919313,2.05236469878,27.634162338,208.349667895,22.4634,1.0,183.718424398,283.944,235.124272546,90.8949
-91.4602,185.430256539,305,91.0636750724,91.0646551071,151.022567102,10.1179290586,305,16.8434,89.5866750239,91.0599,163.740419233,2.03453734609,30.7885598675,208.080782999,22.4634,1.0,184.180779818,284.465,234.637231343,91.058
-91.6043,174.856020364,306,91.2441683651,91.2444947283,151.829862195,10.1936602354,306,16.6745,24.0208083787,91.2454,164.055302168,2.0556325138,46.9355231639,210.822190545,22.4634,1.0,185.311336222,285.074,236.410831893,91.2414
-91.1991,186.295111936,307,90.7855636446,90.7856034282,151.819450986,9.59087588151,307,16.3475,99.3448382983,90.7765,165.453139929,2.10097871519,30.1292567459,208.493270897,22.4634,1.0,185.209330451,285.638,224.058801055,90.7749
-91.6887,184.700498354,308,91.3507058082,91.3510539654,150.950686026,10.3216799105,308,16.2488,82.7156656409,91.3518,161.615038717,2.06364660315,34.2655296956,210.036348663,22.4634,1.0,183.981588323,286.284,235.537115948,91.3503
-91.375,174.903975533,309,91.0100078224,91.0100078224,150.780267231,9.0796364321,309,18.6062,60.314615147,91.0016,165.954384447,2.08781893075,50.4157547904,207.37602529,22.4634,1.0,183.783311468,286.761,253.840248858,90.9997
-91.0829,181.059412651,310,90.7328386202,90.7330701451,151.456160133,9.92649066698,310,18.4261,110.479622462,90.7315,162.864037435,2.05602782404,25.9457042426,211.931211426,22.4634,1.0,184.800334809,287.275,228.764971518,90.7296
-90.7329,186.048458011,311,90.3698639399,90.3698639399,151.068204065,8.91360675519,311,21.1245,56.8093913573,90.3703,162.053859968,2.16454421976,39.2186513964,211.868035394,22.4634,1.0,184.192736669,287.955,238.383037759,90.3674
-91.228,187.623543289,312,90.8631414139,90.8635228479,151.051686106,9.39145729001,312,16.4251,85.7765594531,90.8619,163.170802565,2.08030705248,30.9933656066,208.043457762,22.4634,1.0,184.245664494,288.433,275.066317852,90.8594
-90.9222,178.679337281,313,90.594187784,90.594187784,151.130732925,9.88591295681,313,18.3409,9.54095459785,90.5928,160.425541264,2.11066043086,44.9248816406,210.13134291,22.4634,1.0,184.293891614,289.019,220.072214733,90.5911
-91.3768,187.319488339,314,91.0260237745,91.0260237745,151.394624843,9.81636086268,314,18.6803,110.790396478,91.0229,162.685394018,2.08468828924,25.1992303106,206.345041762,22.4634,1.0,184.614206483,289.603,228.531768892,91.0212
-90.5789,175.513159458,315,90.2395363714,90.2428715576,151.02941674,9.33375249203,315,20.884,85.4946574545,90.2413,162.363856059,2.17464128381,39.2451715921,208.245899061,22.4634,1.0,184.134575747,290.142,221.482112584,90.234
-91.08,178.944356234,316,90.7466456634,90.7472407191,151.115201751,9.89651245237,316,16.8638,19.4101571078,90.7487,165.661477833,2.05949990136,47.518753413,209.763717303,22.4634,1.0,184.208757885,290.587,248.251238958,90.7459
-90.89,177.102353871,317,90.575651771,90.577193724,151.559614097,9.70927312769,317,17.5169,39.1393951098,90.5768,165.655886405,2.05811578413,39.6540708263,212.914578528,22.4634,1.0,184.90543353,291.003,229.511935868,90.5705
-90.724,197.500751344,318,90.3386337688,90.3396563295,151.149321501,9.22900920714,318,21.4269,159.532792369,90.337,165.001886724,2.14684222861,23.1718927956,208.997170854,22.4634,1.0,184.223753816,291.384,238.677142669,90.3355
-90.6534,185.571941786,319,90.288724205,90.2888009629,151.565529597,9.17509096631,319,19.2566,156.713681159,90.2792,165.330176841,2.07918015846,18.3289105851,209.699759845,22.4634,1.0,184.925212281,291.914,226.944041737,90.2783
-90.6214,189.609099674,320,90.2833527762,90.2842370665,150.915463702,8.96371619562,320,16.5022,90.3328772442,90.2839,164.258820732,2.02035145407,30.665212841,204.91107399,22.4634,1.0,183.949979452,292.464,249.764688191,90.2799
-90.8067,186.480300798,321,90.4423503865,90.4425654647,150.513647346,9.16975429942,321,25.721,124.596028379,90.4358,164.045640928,2.24395096086,26.9021603258,206.441924742,22.4634,1.0,183.387424456,293.022,234.781765117,90.4332
-90.8626,182.194696377,322,90.5101031751,90.5101825892,151.801095217,8.94928575852,322,18.2377,74.6574156157,90.5102,163.918176921,2.00664135049,33.6451376261,207.652381024,22.4634,1.0,185.239650982,293.443,246.465173263,90.509
-90.6065,169.083274161,323,90.2630172875,90.263756545,151.604466556,9.3999709186,323,24.0131,53.7124545112,90.2568,166.04665773,2.15946680719,41.3976567697,210.359047735,22.4634,1.0,184.899997275,294.035,231.532845228,90.2539
-90.278,189.92216255,324,89.8918377887,89.8923536799,151.035485072,9.58228640015,324,17.8846,58.2099406376,89.8875,162.250584518,2.045122479,46.96288611,208.917614122,22.4634,1.0,184.157727962,294.479,283.751056878,89.8843
-90.5421,180.50948245,325,90.1850334149,90.1853246735,150.665463574,8.52919950887,325,19.7108,77.3092550269,90.1813,164.839860623,2.0615126521,32.6515152044,206.13195713,22.4634,1.0,183.547672477,295.02,236.232700136,90.1771
-90.4952,187.40413493,326,90.1093380661,90.1096884861,150.613980941,9.45650779744,326,16.5179,82.1567400956,90.1127,164.166066352,1.99585170144,43.8088241674,211.605514432,22.4634,1.0,183.482791026,295.719,273.560331187,90.1086
-90.8394,184.740084907,327,90.4808211875,90.4810305112,151.152727621,9.0353265229,327,14.8214,55.558664607,90.4757,165.477815445,1.99310108239,36.0476681307,208.094895519,22.4634,1.0,184.294040375,296.14,232.664658372,90.4748
-90.9477,182.741236461,328,90.6191994,90.619631337,151.519810884,9.22500314599,328,14.0688,85.7373435884,90.6179,164.044223995,1.98178147157,32.299184192,206.788940125,22.4634,1.0,184.883740269,296.636,236.061673321,90.6147
-91.0321,185.756053809,329,90.6619809175,90.6619809175,150.777499445,9.12976753753,329,16.7102,106.702259019,90.6586,161.97879349,2.04614789057,33.806636638,204.68005543,22.4634,1.0,183.738387632,297.235,254.596957779,90.6563
-90.5298,173.652478626,330,90.2340361379,90.2341089018,150.773441725,8.96471674317,330,15.3218,71.565276334,90.2319,160.91617047,1.97030428571,32.0652431603,208.758326498,22.4634,1.0,183.781134566,297.762,216.741076063,90.228
-90.9465,177.258338315,331,90.5871677278,90.5873632941,151.143937421,9.58746543506,331,17.5216,57.6611743252,90.5831,163.8430855,2.06194671824,36.0267608993,208.851670714,22.4634,1.0,184.233430856,298.349,255.31490872,90.581
-90.5403,188.836096527,332,90.1964113941,90.1964113941,151.850865799,9.65876848187,332,23.3525,48.0073218367,90.193,162.396618252,2.19934324428,35.8077687238,216.09612476,22.4634,1.0,185.303048584,298.88,247.999621198,90.188
-90.9019,185.47316175,333,90.5765180656,90.5770453385,151.787413792,9.19205340008,333,13.5532,115.687536867,90.5748,161.79983848,1.96103814656,24.8040700543,208.396915767,22.4634,1.0,185.202737329,299.434,232.15028051,90.5721
-90.8092,186.796947648,334,90.4601753827,90.4602031721,151.17956648,9.75176678532,334,20.5251,120.213794259,90.4554,164.634812507,2.13664127035,33.0050639605,208.563647599,22.4634,1.0,184.317670646,300.001,257.767160847,90.4523
-90.6766,187.825224445,335,90.262026717,90.262026717,151.924011025,9.75096404979,335,19.9642,95.0762004558,90.2621,163.735224427,2.08607261337,33.716056926,208.360433783,22.4634,1.0,185.487626177,300.509,264.901515631,90.2584
-91.0408,187.532415943,336,90.6503044269,90.6509397239,151.289385916,8.87938168104,336,16.814,84.6654646264,90.6496,162.262052658,2.02616716427,31.3912199204,206.703845977,22.4634,1.0,184.470778758,301.061,254.497280001,90.6467
-90.7539,187.945982909,337,90.3830279701,90.3830592161,151.730909483,9.66395024737,337,17.464,103.332207405,90.3821,162.470009018,2.07878887378,29.578949452,210.06245337,22.4634,1.0,185.077072513,301.646,244.012659637,90.38
-91.0035,184.599186313,338,90.6226734144,90.6232009183,151.302842688,9.89670516522,338,17.2988,43.4876606419,90.6197,161.974147145,2.02733658447,40.0891178921,212.029011219,22.4634,1.0,184.571126612,302.1,227.950283648,90.6161
-91.0392,186.91034666,339,90.6722850851,90.6728881037,151.187231632,8.42809103796,339,15.2654,77.972604621,90.6722,160.989667365,1.95214719767,36.6925414714,204.844545223,22.4634,1.0,184.283403732,302.708,246.75355763,90.6659
-90.7137,183.165433308,340,90.321986847,90.321986847,151.15877059,8.97868804619,340,13.6151,75.4349453256,90.3198,165.048842257,1.93034763812,36.0341744575,206.955279283,22.4634,1.0,184.274864787,303.235,241.569016091,90.3174
-90.7844,192.038351889,341,90.4192592889,90.4194531377,150.37830024,8.75018868138,341,19.3121,101.949153935,90.4147,160.791628454,2.11175014555,36.7251055686,208.931711029,22.4634,1.0,183.17356438,303.763,279.387613109,90.4118
-90.7389,181.073972929,342,90.3607801214,90.3611638835,151.217856191,9.14226390166,342,17.2207,71.112023541,90.3615,162.779638289,2.0199903486,38.4925970139,206.186237047,22.4634,1.0,184.358580583,304.177,259.973319581,90.3584
-90.6766,181.884142375,343,90.3270373485,90.3273295062,151.179761277,9.8152589314,343,18.8526,56.4849678488,90.3231,162.556933918,2.05867268189,42.3653789752,209.383970685,22.4634,1.0,184.222950657,304.721,236.12600175,90.3217
-90.7608,181.251563388,344,90.4202435361,90.4210481134,151.235966983,9.56760267804,344,16.2365,99.8573942966,90.422,167.714951307,2.04598604585,28.6392914034,211.752994245,22.4634,1.0,184.403935907,305.335,224.661947724,90.4179
-90.8428,185.921465897,345,90.522467255,90.5227006447,151.252130585,9.11693171748,345,17.1351,63.0731977834,90.5211,165.328273317,2.00807041798,37.3560853328,208.825812862,22.4634,1.0,184.477109943,305.839,262.64077457,90.5159
-90.9795,179.990269766,346,90.666464617,90.6665643288,151.697570834,9.75829240592,346,19.6067,74.6819571398,90.6587,167.056307803,2.11514763554,29.8520812205,211.041787346,22.4634,1.0,185.12160157,306.351,223.57647718,90.6569
-90.9623,184.888932833,347,90.6322019975,90.6326313729,151.50659321,9.00724591358,347,17.1319,77.6683317209,90.6368,164.05357619,2.0597299392,31.2026668309,210.563528387,22.4634,1.0,184.824520377,306.832,231.567336046,90.6341
-90.9754,190.686956205,348,90.6506118819,90.6506334566,150.880475176,9.03609765525,348,16.5324,47.9417710283,90.6464,166.456809318,2.04129156954,36.4792423243,208.104678017,22.4634,1.0,183.880078693,307.322,238.937165793,90.6443
-90.9103,176.853729761,349,90.5874248755,90.5875107084,151.167630038,9.02912986547,349,19.006,77.6203725734,90.5808,164.25728449,2.05549349028,29.2087578075,206.787637036,22.4634,1.0,184.284228524,307.81,217.966544944,90.58
-90.2651,187.604719742,350,89.9049878802,89.9050543383,151.250203286,9.64443419378,350,18.6446,101.965932146,89.9009,165.10696131,2.08004943366,31.6735434201,210.430960536,22.4634,1.0,184.379323718,308.401,252.614003737,89.8985
-90.9851,187.032257172,351,90.6495978346,90.6499741707,150.823586153,9.54389198415,351,25.0318,33.6328404803,90.6465,164.873245228,2.21741952447,38.8008233541,210.022206976,22.4634,1.0,183.81293994,308.981,232.517361096,90.6403
-90.7563,185.43049597,352,90.4496137919,90.4498492936,151.000013985,8.873589362,352,18.838,153.092539838,90.4467,164.241031106,2.03126267646,19.9110471465,209.00322371,22.4634,1.0,184.036808337,309.455,231.085285626,90.4439
-90.5162,184.240054179,353,90.2430847816,90.2437569733,151.479401158,9.54566882532,353,20.1611,115.532688766,90.2412,164.16955652,2.05520132843,28.7010179459,210.599106468,22.4634,1.0,184.756374445,309.903,233.568678088,90.2386
-90.6583,178.315017085,354,90.368035723,90.3680801263,151.960601076,9.21235860631,354,18.7326,14.4836369224,90.3674,164.130701925,2.08066091928,42.2456730196,204.940076122,22.4634,1.0,185.457315047,310.403,237.895137978,90.3657
-90.438,187.632874854,355,90.1418300847,90.1439962526,150.699561517,9.64093911787,355,18.6627,143.397475059,90.1471,163.267529195,2.05785582486,27.663143706,204.388309149,22.4634,1.0,183.724656391,310.983,253.479225753,90.1411
-90.8544,187.593104627,356,90.5648931178,90.5648931178,151.324415844,8.81315713525,356,16.8847,74.7498053134,90.5616,163.41836346,2.00944895436,37.7613201189,208.426898206,22.4634,1.0,184.596977089,311.53,270.919700885,90.5584
-90.171,178.726752192,357,89.8762615134,89.8768300893,151.312486418,9.33675859922,357,17.733,47.339760573,89.8717,164.0055767,1.9951095712,40.6404828072,211.577100061,22.4634,1.0,184.573834042,311.992,227.109666528,89.8702
-90.6875,188.163550585,358,90.3978686071,90.3979060741,150.854410677,8.78431411629,358,16.6405,24.1845446354,90.3936,164.168136328,1.99043601294,41.2945573087,208.345176832,22.4634,1.0,183.82480132,312.552,256.602265744,90.3918
-91.077,179.41646693,359,90.8083676214,90.8087210099,151.285191445,9.53252865674,359,15.8124,113.798475646,90.8044,162.676776931,2.03216928269,21.6573739461,208.478037664,22.4634,1.0,184.488944469,313.03,207.055128898,90.8023
-90.2726,194.724550742,360,90.0035335247,90.0043554865,150.926811896,9.09768436317,360,16.5423,109.163572595,89.9979,165.190396125,1.99217206331,32.0684588519,213.023392581,22.4634,1.0,184.032149529,313.63,256.229636183,89.9941
-90.5081,172.591815085,361,90.228345631,90.2287101837,151.883544974,9.57346085261,361,18.558,29.0023968881,90.2352,165.900158558,2.04265849317,45.648579572,209.587526795,22.4634,1.0,185.349611688,314.098,244.741977564,90.2319
-90.2829,185.542627694,362,90.0049013649,90.006015691,150.878849505,9.30784590567,362,15.6149,138.535706786,90.0051,164.572505567,1.98734879578,19.2930701291,208.779430996,22.4634,1.0,183.914035248,314.568,220.370624485,90.0006
-90.4409,198.988613848,363,90.161792388,90.1621699486,150.59430798,8.89482577392,363,17.1347,152.432134834,90.1563,166.607805735,2.05259694693,22.2534406271,212.421559009,22.4634,1.0,183.473794647,315.073,246.820291544,90.1524
-90.21,176.978759818,364,89.949285323,89.9496488112,151.155359426,9.5208448352,364,16.0199,64.6290072137,89.9527,161.897837399,1.99416264912,40.5061497071,215.097686299,22.4634,1.0,184.308178703,315.681,241.169845101,89.9492
-89.5004,189.140171527,365,89.2555551432,89.2555551432,150.913363046,9.65656914027,365,14.2712,72.4741122182,89.251,161.40670572,1.97700918985,32.8582143485,208.909658593,22.4634,1.0,183.945639886,316.182,246.632308205,89.2485
-90.7479,178.995174786,366,90.4944248724,90.4945950396,151.607305851,9.22875266291,366,18.8943,75.4405498614,90.4941,162.459251817,2.02536563301,33.5304331368,207.406280354,22.4634,1.0,185.013358939,316.724,251.800198254,90.4918
