AveragePolicySurr,MaxForwardProgress,AverageAbsQ,AverageDiscountedReturn,StdForwardProgress,QFunRegParamNorm,MinReturn,PolicyRegParamNorm,AverageEsReturn,AverageQLoss,MinForwardProgress,StdReturn,MaxReturn,MaxEsReturn,Epoch,AverageAbsY,AverageAction,AverageReturn,AverageY,AverageQ,AverageAbsQYDiff,AverageForwardProgress,StdEsReturn,MinEsReturn
-1.0812,0.568979407527,0.958617,55.6284409323,0.0215309675443,17.0336,63.2346456113,17.5437,46.6059390157,0.021992,0.430931339336,2.87329138928,80.7137608852,76.0038554606,19,0.959020786237,0.714967,70.4188465977,0.959020786237,0.957707,0.0896189463406,0.495759162929,24.2790724085,10.2557596529
-1.2111,0.571548021546,1.07156,54.4444917296,0.0243226495365,17.8781,62.9457555686,17.8942,48.070417123,0.0269843,0.428190731275,2.59915800979,78.4717697169,74.5026801895,20,1.07111561477,0.721463,68.3298265583,1.07111561477,1.07039,0.0988089176662,0.487348303062,22.6063772781,6.89786756298
-1.35249,0.549113974014,1.19679,54.0805951807,0.0235451705256,18.5272,62.4555924812,18.2363,52.109613448,0.0327132,0.408939764683,2.22698880709,75.9165531081,77.3355919259,21,1.19677376291,0.74691,67.8928296441,1.19677376291,1.19544,0.109849383808,0.483091317375,21.6871482833,10.7217590928
-1.48331,0.543899604871,1.325,54.1980038677,0.023667109624,19.1638,63.6027450964,18.6117,47.5989127437,0.0385286,0.405735670279,2.4746749208,76.8430849311,74.6664213461,22,1.32467102113,0.740751,68.2943636896,1.32467102113,1.3237,0.118438792939,0.480842516876,23.0233262608,13.9732204311
-1.60432,0.537636284319,1.44352,52.7228689322,0.0386424347769,19.7586,54.7743045882,18.9677,54.6321663517,0.0463297,0.32066702256,3.5567375995,74.6052424706,92.3492057255,23,1.44228685517,0.762347,66.9572523914,1.44228685517,1.44147,0.131187233736,0.420878519576,22.0396130746,11.9568962051
-1.71872,0.535799768768,1.55018,53.510568546,0.0296698922604,20.2075,61.6060782554,19.3982,59.3770878042,0.0515033,0.36166973427,1.87828404614,75.4040163154,128.30129605,24,1.54831978404,0.864944,68.0677126824,1.54831909149,1.54814,0.141419544453,0.443423720093,26.8066188529,12.0039301851
-1.86266,0.560932698142,1.67388,54.4461567156,0.0296881044588,20.7829,63.8147841286,19.7477,51.7926726557,0.0569037,0.401329663082,2.21192152464,75.1065820383,75.0561243339,25,1.67248978252,0.936176,68.6172878143,1.67248938683,1.67204,0.146734928046,0.486357962355,21.9279900277,13.5488294613
-2.00818,0.56573654398,1.81232,54.139938308,0.0251732896987,21.3833,63.6205715765,19.9285,54.7661963239,0.0643065,0.433507301996,1.92763240451,73.5570392325,72.8832654713,26,1.81087079709,0.884233,67.9276670393,1.81086956892,1.81018,0.155082478067,0.491555518675,20.359686704,8.93498375048
-2.17358,0.556193714463,1.95997,54.4117095864,0.0218000766155,21.8815,64.5102016445,20.0488,55.2311154042,0.0690541,0.430185931161,1.72938318766,74.647231776,95.8575141495,27,1.95803651457,0.827756,68.3053932689,1.95803651457,1.95765,0.160428200317,0.497350082342,24.3636992984,6.405728556
-2.30661,0.557627783174,2.09528,54.6145807115,0.0232137364269,22.4202,62.9951810465,20.1242,47.9292324056,0.0793291,0.444450079016,2.13473618969,75.5864701596,97.7491377381,28,2.093690289,0.846484,68.6555133591,2.09368239354,2.09292,0.17050246179,0.503400111853,23.3694820546,8.69128654947
-2.44111,0.875467472576,2.22271,57.0870444177,0.0743489506137,22.8818,63.3718224389,20.1791,58.4397230721,0.0852379,0.448237219677,5.7124778899,95.0249106006,96.7938866448,29,2.2207585203,0.834132,72.3301792943,2.22071789957,2.21973,0.177792302416,0.557439439851,25.9151453749,6.16252729761
-2.58974,1.22422773395,2.36466,73.811119798,0.221907444874,23.1767,62.4018457983,20.3218,63.631217911,0.0946683,0.447473358724,15.48100779,120.726058437,229.651967971,30,2.36243168397,0.842804,99.0155481834,2.36240194977,2.36112,0.185182183143,0.926668303106,42.1910554325,14.9464264985
-2.74259,1.15716185113,2.50771,70.4260208082,0.173935057347,23.4843,69.0481321687,20.5385,58.8033321876,0.107729,0.493262720688,11.4920220689,112.484824027,124.734420826,31,2.50501506203,0.848511,93.0758424657,2.50499019344,2.50408,0.195527804307,0.842159685514,33.3031041292,18.8310763242
-2.86407,1.26517701967,2.62911,67.6202032805,0.248908802867,23.828,63.5552814413,20.6522,95.8480557838,0.114844,0.447209613445,16.9675936039,125.145350521,188.143866684,32,2.62587841871,0.804389,89.1173439563,2.62587738888,2.6255,0.202349508935,0.784713935936,47.6635486554,13.9881690664
-3.04498,2.6380913654,2.78468,76.5420078417,0.437098215385,24.1885,68.4267698139,20.7652,60.3189277833,0.125091,0.439634993415,31.1503618959,231.975764471,154.122491013,33,2.78068662633,0.821529,106.623400501,2.78067702922,2.78049,0.20949545131,0.936254780711,42.1117264377,10.8018116612
-3.19659,2.46191310086,2.92666,97.8481304217,0.493793733921,24.5031,110.828601088,20.8403,61.5987569592,0.150398,0.831535320629,41.0221371324,270.153174451,202.893316192,34,2.92272304065,0.774669,165.20509606,2.92272304065,2.92266,0.228699544923,1.37715694595,43.2496758794,14.9200653563
-3.35341,2.31800234352,3.08066,90.0882786243,0.30043566334,24.9048,107.91442273,21.0069,76.6671858004,0.154983,0.804006055592,24.240817797,235.501844466,150.818310331,35,3.07638306755,0.712576,138.678102795,3.07638163756,3.07594,0.228045307275,1.15834040046,46.203265685,9.35150441674
-3.55234,2.6379179604,3.25312,108.847209388,0.380897039409,25.3088,121.653421073,21.1882,90.3531580444,0.169331,0.878887714618,48.6731694785,350.353857547,202.49019459,36,3.24974529208,0.730287,198.780614507,3.24974277905,3.24907,0.238874444077,1.64534509685,58.4674100563,9.297361104
-3.73389,1.55738738249,3.43092,82.3348642911,0.174206909681,25.613,83.8262969814,21.4387,69.7876816556,0.181001,0.572815445917,16.2861506779,173.121895838,199.69535822,37,3.42656415036,0.764027,121.567961785,3.42652690795,3.4254,0.24447742179,0.948770002727,41.9332050826,16.3288948234
-3.8988,1.1941376353,3.58526,78.3470957256,0.109682979078,25.9054,77.6210641351,21.6131,62.3706908487,0.205161,0.571084913302,11.7440157926,139.668232969,170.790141514,38,3.57941151377,0.808994,112.417991426,3.57939813614,3.57923,0.256418712463,0.870691184679,35.8183122193,10.9911127333
-4.07224,1.0360452582,3.74834,72.9380606016,0.0767723830767,26.2669,86.6392416085,21.6698,66.8819020377,0.231482,0.631243298388,11.7967155932,165.267437568,147.585705941,39,3.74299639838,0.79615,101.347634422,3.74289465328,3.7419,0.26795536455,0.76813544153,41.7750820638,12.9336215213
-4.2345,0.952685217272,3.90514,76.2147087985,0.0700626829084,26.541,85.321183981,21.8069,82.9257041142,0.228856,0.56644161589,11.4271769989,194.243568615,181.507777726,40,3.89967132853,0.724414,109.97736163,3.89949946229,3.89907,0.268054454824,0.763702455193,52.0756773305,9.77467394047
-4.39324,2.00893983002,4.05145,83.1660626322,0.197253147107,26.8216,87.945250572,21.9233,89.4489287178,0.257244,0.568797294759,13.9848650774,201.523435927,202.930097226,41,4.04684330577,0.739996,120.846363072,4.04679024031,4.04582,0.28373339785,1.00599750296,52.5102426998,23.2136948157
-4.53915,1.79576784023,4.20943,80.5631864951,0.249559500265,27.0804,80.0795536976,22.0786,87.4472605222,0.269402,0.550067481825,20.0311809373,183.752596321,154.275768117,42,4.20503045139,0.773983,113.756966485,4.20496752984,4.20327,0.285258084797,0.998244880413,47.8411943612,17.792915054
-4.6801,2.47711525378,4.35112,96.5024904513,0.247791968517,27.3949,111.557166873,22.0394,85.0710972408,0.297119,1.04704098248,21.2171744231,247.623859429,181.186047553,43,4.34621435111,0.716396,145.129455918,4.34620002296,4.3447,0.301641170061,1.42272695128,53.4023952674,13.3445224342
-4.83492,1.63045136714,4.49397,71.7569098116,0.309522880587,27.7382,55.046575084,22.0893,71.140781565,0.311598,0.36844143938,28.3905161737,178.67346818,163.407351729,44,4.48895800936,0.713936,97.6431840094,4.48891259282,4.48791,0.308109571719,0.844659701273,45.0123737342,12.5218315656
-4.96941,2.1543455408,4.62857,110.863121462,0.273759602467,28.0034,131.498742938,22.3373,94.0197194533,0.315334,1.17313593945,47.4583291473,334.818031729,219.482289931,45,4.6240993851,0.777805,186.378567155,4.62403057999,4.6224,0.310272267027,1.65109243826,53.8803904199,18.5654842245
-5.1262,2.51474969668,4.77694,121.887822892,0.223052233543,28.2906,139.475003393,22.5199,103.487277099,0.336132,1.37715302367,16.7939387883,227.635444452,186.226137184,46,4.77182708434,0.758804,205.693004013,4.77179037205,4.77062,0.321293643059,2.08918923014,48.5184151899,11.5671414401
-5.27408,3.12829653128,4.92318,127.047105946,0.215723993233,28.5394,158.74958313,22.6426,100.405899213,0.346568,1.74098798091,21.6764706245,295.166129008,184.471394661,47,4.9183663769,0.737496,217.53005689,4.91831870041,4.91701,0.322124179157,2.30892272317,52.596758296,11.9228923182
-5.45827,2.92531795175,5.08109,127.292199145,0.194790285603,28.9166,175.39309572,22.8082,104.376811408,0.372473,1.78659171408,18.7269102193,283.414977491,196.096323521,48,5.07578604309,0.741579,222.676274227,5.07572552364,5.07481,0.335456330438,2.31228099105,59.7662755162,11.8397425282
-5.65694,2.99583969407,5.26389,126.482879631,0.297006835286,29.2038,160.392170389,23.0254,72.4425384692,0.435207,1.6481551176,25.4359070355,281.665123841,207.012035607,49,5.25880168295,0.721131,211.968218019,5.25874815946,5.25792,0.36084928753,2.30352142141,55.2616497589,9.14788444095
-5.82695,2.58013790577,5.44111,122.482930773,0.23231645635,29.4623,138.223424164,23.3088,113.416407625,0.42412,1.42958914166,19.4755200471,250.02316221,241.529927031,50,5.43441384984,0.776568,199.718470195,5.43435569882,5.43501,0.360360414571,2.17566804975,62.5586694026,22.6701131186
-6.02752,2.36562151939,5.64081,113.236991004,0.176913945142,29.7908,141.968835133,23.4983,93.2048511914,0.430514,1.46300580744,17.0815921944,231.577095464,189.714783376,51,5.63543776463,0.798639,182.146288111,5.63534870825,5.63447,0.358658948956,1.82648463638,52.5559715805,9.317977195
-6.23277,2.34364177023,5.83124,113.709731877,0.174794804556,30.1926,137.270780117,23.6609,110.09879363,0.460694,1.49256209098,16.1372988183,224.610865247,192.805941516,52,5.82663347808,0.772471,182.868725785,5.82661109265,5.82509,0.36973707022,1.85205943043,51.344262939,25.0560895687
-6.39557,2.33003176196,5.97959,114.85640755,0.2201582424,30.4233,128.981320227,23.8252,120.81627281,0.526891,1.27681269954,19.072558129,240.392295675,346.238403466,53,5.97498398499,0.776452,184.958973491,5.97495951191,5.97315,0.391209522596,1.91846215895,90.063552183,23.7544582984
-6.59863,2.54576480122,6.17196,116.935609409,0.190756015628,30.6792,131.915718842,23.8271,81.7790004643,0.523389,1.31253701935,16.085384508,248.403828831,264.2110097,54,6.16899038856,0.774303,189.823514836,6.16891646366,6.165,0.393869572259,1.97056369077,72.8204105318,8.98618940017
-6.78107,2.61013343595,6.36421,124.036990179,0.307296508057,30.9652,131.338991025,23.9696,93.175033659,0.539585,1.28993224459,24.668834409,231.655753426,231.338767281,55,6.35979132818,0.789945,204.44197007,6.3597482666,6.35702,0.399233804708,2.25021712006,62.8349730173,17.1884792583
-6.98171,2.54462502627,6.54563,124.64847001,0.188605299455,31.2012,133.48933048,24.0741,77.9076019848,0.548025,1.35766660011,14.2947126512,251.656746531,198.851948624,56,6.53924917111,0.783254,211.932317477,6.53891497558,6.53827,0.403344296439,2.25687686983,49.4385080789,19.7068510105
-7.17397,2.73270632227,6.72968,116.058265774,0.388863853941,31.4923,135.490046921,24.1887,83.4704986869,0.607973,1.2568631259,32.2645665727,273.24739369,234.942487999,57,6.72216723876,0.782079,188.436543036,6.72207509881,6.72127,0.423071807792,1.97968130137,56.2279223303,12.0142190235
-7.37098,3.10680222879,6.92179,129.338308232,0.303701963951,31.7024,187.22485715,24.4151,120.453078475,0.585091,1.55637295269,30.0982882722,322.985997583,209.542971649,58,6.91498111493,0.808037,227.656901853,6.91488303228,6.9141,0.416750710961,2.3688790461,58.1825808406,20.5561861331
-7.57136,2.9960787404,7.10617,125.573929902,0.239888536639,31.9917,148.053814017,24.5269,101.387708075,0.637985,1.63331449928,25.4593729363,311.243519405,232.841420174,59,7.10145738003,0.8033,212.010241027,7.10128169836,7.09821,0.433016315048,2.26879541116,72.9225603727,17.4255480092
-7.75312,3.38472284069,7.28774,132.054491372,0.428370618017,32.3062,187.83819868,24.6277,83.8182467709,0.713844,1.50726572348,42.8358774453,391.043011664,166.736312216,60,7.28129734756,0.807398,243.729929678,7.28097547056,7.27991,0.45244658693,2.4113164318,48.9463895386,23.5435024372
-7.94894,2.86525059514,7.47534,129.000330453,0.164884171535,32.5334,173.732017075,24.7569,98.2451456054,0.685831,1.91663771586,11.7914884485,236.83547783,243.648325105,61,7.4707158139,0.799302,206.87957598,7.46984668307,7.46702,0.450877782671,2.39774003303,53.5772308411,11.2547140183
-8.17189,3.21932250859,7.68069,122.041617458,0.570410523511,32.8615,156.786464989,24.7991,87.8824610155,0.746608,0.819013921387,55.8130191233,378.700511183,259.538652559,62,7.67152469408,0.821413,238.9334079,7.6711796761,7.67037,0.463563626793,1.90158793833,65.6438567208,13.278680794
-8.34255,3.26848726494,7.84618,134.930264835,0.537911959455,33.0904,176.326038158,24.9615,104.014010742,0.755177,1.27035703904,38.0035318636,347.490502673,179.109363665,63,7.83993027084,0.821747,265.181067683,7.83899012334,7.83677,0.471006489809,2.51538591972,45.7815303731,19.3084496777
-8.56353,3.68562354298,8.0449,128.724251405,0.546235448779,33.3253,170.188795104,25.1093,89.0758848819,0.788913,1.09822720085,54.7560698434,399.087502488,252.294863686,64,8.03754507273,0.83012,248.252629622,8.0367251848,8.03344,0.48221823745,2.26329380916,73.2441331823,9.61177127482
-8.79081,3.86616117588,8.25221,130.896933233,0.583047020829,33.5972,165.608731231,25.2443,82.1863019378,0.777223,1.37763933551,51.2474814229,403.883350362,203.038912191,65,8.24587068367,0.825007,249.552946445,8.24404989252,8.24099,0.490747730757,2.50325614038,63.9187732346,10.8139730708
-9.0219,4.38792085795,8.47132,130.964250519,0.954359469795,33.9115,167.910957111,25.4064,118.118481462,0.895906,0.868692003947,59.7599692405,430.426864672,300.334143086,66,8.46465369401,0.832628,268.289136366,8.46352803935,8.45972,0.518785096026,2.336855115,73.6648271467,26.6347764361
-9.21229,3.2086917649,8.67605,116.71593224,0.67442058121,34.105,117.599207643,25.5158,82.9304068549,0.858108,0.746247533711,53.7324129088,374.629646231,194.524445031,67,8.66762687294,0.794235,228.964182455,8.66526461627,8.66362,0.509420478588,1.73364954845,59.2733446477,9.95756492563
-9.42204,2.71836583177,8.85097,108.858176368,0.457421124847,34.4399,109.764209217,25.6747,125.953041203,0.985257,0.525717649127,64.5668310282,384.587473199,233.32996238,68,8.84455386216,0.791786,241.579773582,8.84404419951,8.84127,0.537967552634,1.03313594973,63.4713307759,25.5639839879
-9.53796,4.05586868086,9.0062,121.827127195,1.01555013501,34.6546,122.334709472,25.7413,133.441698829,0.970808,0.593527202363,70.0216644369,411.564808843,221.444104639,69,8.99988235082,0.804028,246.540074685,8.99826874807,8.99489,0.537370016436,1.93107417634,73.2986002676,16.3614349705
-9.7601,3.08285759637,9.1769,96.8090632821,0.335695960288,34.9343,106.039471799,25.8405,95.5354735479,1.03779,0.324228523072,64.3215286575,359.370646721,313.02177173,70,9.17056808786,0.769144,197.712837227,9.1696553945,9.16768,0.544190094413,0.653147311594,81.2154982765,22.3131796754
-9.95373,4.13385934449,9.38444,107.806699708,0.754327640777,35.1396,109.76315712,25.9273,87.1843361151,1.03495,0.519322109756,63.2710347887,395.985266748,172.470256144,71,9.37392539495,0.808457,212.020203013,9.37258685147,9.37214,0.545850620604,1.23405947453,49.4357570655,15.7446798759
-10.1394,3.10072812273,9.57209,103.187252337,0.488568985486,35.3665,115.136232524,26.0603,90.0422670889,1.01428,0.470528843045,52.9471542321,346.143157157,248.02220165,72,9.5636074005,0.817759,194.398952695,9.56205008182,9.55907,0.540446515478,0.994123627921,58.4938134131,22.4638552619
-10.3121,2.22313567787,9.73787,93.0461124076,0.469745158246,35.6628,55.8189676555,26.1981,109.606481103,1.11277,0.24387475301,56.7218817151,302.800678223,281.213386449,73,9.72700584121,0.809369,167.960726691,9.72603723695,9.72416,0.555429716233,0.795930996095,78.9570896361,20.3420574124
-10.4291,2.71238589094,9.86215,99.4781513661,0.548153504541,36.0423,81.3469442724,26.3213,92.7282151241,1.14547,0.4217294841,63.966919184,306.451050287,222.109668964,74,9.85443770617,0.820349,191.098480589,9.8532987684,9.85151,0.566638657359,0.954277632558,68.2100093814,15.0046727586
-10.602,2.1843677926,10.0391,86.4757648791,0.20801536362,36.2773,71.3044226064,26.3887,88.2499483793,1.10567,0.281154246233,38.4464951622,268.381076252,216.126250597,75,10.0290683247,0.840155,142.733625462,10.02857412,10.0273,0.554046547344,0.658320824614,62.9329532179,11.3393182031
-10.7298,2.43853506909,10.1575,101.935812791,0.409346069835,36.519,112.74323179,26.4375,92.5001364791,1.15803,0.487059667012,66.7018119855,308.333014009,211.236276292,76,10.1498742933,0.776114,202.762333767,10.1475089581,10.144,0.567509100222,0.919581653028,49.5567005698,24.3269189479
-10.879,0.958791769457,10.3038,100.231948074,0.127514871074,36.8276,110.702527636,26.5388,74.0817885645,1.22865,0.465746040855,68.3718416074,294.810253058,200.673376801,77,10.2952506042,0.772047,210.048211744,10.2942403559,10.2913,0.575173093834,0.722907365407,53.7982101804,9.55250254995
-11.0142,2.21916978283,10.4416,70.5595620977,0.255025380306,37.0539,51.3806308184,26.6703,103.290792764,1.19444,0.0942147586906,78.6914141138,287.994996782,190.456000392,78,10.4323603027,0.800795,124.918614536,10.4312962909,10.4303,0.57644628961,0.371505266811,56.2249867553,37.0112513753
-11.0852,0.714903248092,10.5327,59.1591136849,0.0996316766499,37.3757,50.9376515936,26.8063,54.9099537401,1.25074,0.0797164645558,40.3996411058,240.904921864,126.166610696,79,10.5249755487,0.819093,86.0888720291,10.5233069648,10.5196,0.587335468868,0.28601658731,35.6217369331,6.28255918773
-11.2229,1.21922133088,10.6677,63.5054540326,0.177214729978,37.6959,50.3918857361,26.9716,74.4480708805,1.32659,0.179268397565,41.4266493429,259.085529145,248.57221406,80,10.6588017989,0.829352,92.1200927952,10.6574031455,10.6549,0.600529141071,0.406773939643,50.9873899634,12.8142506746
-11.3385,2.83664196,10.7687,59.5981677582,0.276312388075,37.9741,48.0757035374,27.119,76.7451370784,1.2621,0.00848845832382,47.6137084165,283.235712068,177.107302061,81,10.7591732502,0.88137,88.0693554301,10.7578960945,10.7558,0.598567191924,0.303849643373,53.0515098123,8.13183555503
-11.5334,1.4142318731,10.9227,54.423944697,0.187472446159,38.193,41.8427123524,27.2354,74.5759398955,1.32847,0.00474254555479,29.439898013,191.061894343,140.844692318,82,10.9158629973,0.88725,73.6204571804,10.9141384717,10.9092,0.611794526314,0.275380770314,34.9564362931,14.531400866
-11.7039,1.85344647248,11.0946,56.5539161699,0.234606964265,38.5081,38.9878421235,27.3417,73.1494455369,1.4062,0.0534799485989,36.664477529,236.311708034,166.689960785,83,11.0881525307,0.863539,78.8411395787,11.0864962368,11.0807,0.629097060602,0.301559364148,46.4232837752,17.522235686
-11.8167,1.99984981556,11.2161,63.8831614418,0.317758610439,38.8234,45.2067902333,27.4768,81.1960365464,1.45919,-0.00123418352089,42.9946945863,248.047319471,220.865357904,84,11.2091903269,0.900261,94.4141416876,11.2070979582,11.202,0.646013419451,0.367409942902,47.4661946435,13.7630090031
-12.0028,0.606086340238,11.3915,51.0017102513,0.137919757314,39.0866,32.9955868832,27.6024,53.0117883423,1.41096,-0.0546438029932,29.8035666357,179.148893189,167.164961338,85,11.3824244627,0.893218,69.0824227387,11.3810017672,11.3785,0.632438579602,0.195908483473,38.0391289705,13.3119720931
-12.0721,1.88069094691,11.498,76.7872700896,0.342112562015,39.4106,55.4225291423,27.6896,126.391893065,1.44729,0.0630162912818,44.8925627824,270.396167814,227.198998837,86,11.4879012467,0.87714,122.573530355,11.4861868018,11.4829,0.63512999521,0.540609257877,54.7798987983,57.9234855786
-12.1841,2.36353574263,11.6229,57.3670694743,0.237602161354,39.6202,38.4483818237,27.7854,78.8226903835,1.47018,-0.000146356829519,41.1794675797,271.906743825,172.872762912,87,11.6104248782,0.906668,83.0345616211,11.6086119998,11.6065,0.635479719315,0.245973773117,42.8231818226,20.3582592484
-12.3031,0.557178551413,11.7359,45.4799350951,0.0907272526265,39.7935,34.6567581291,27.8602,55.4806047748,1.48908,-0.0410863820461,30.2298464076,244.414148904,103.553282,88,11.7254986919,0.87893,60.8837705543,11.7237499539,11.7209,0.644481623658,0.102897546659,29.8197249253,11.5839523135
-12.4377,0.556342212618,11.8799,57.6804786785,0.105167412118,39.9753,37.2810819415,27.9455,70.1692703392,1.54198,-0.0697218836612,30.8324026496,194.074199854,175.790387928,89,11.8671778864,0.902645,83.0964573115,11.8653632097,11.8644,0.645682948687,0.169857155843,40.6325952866,27.6493213364
-12.5349,1.14980352115,11.9437,70.1842062939,0.20392699928,40.2707,46.0115609305,28.0682,70.2300334108,1.56195,0.0894436418028,35.414086165,217.085781202,194.080870554,90,11.9356117314,0.899574,106.947810728,11.9347806886,11.929,0.675715018004,0.39510153471,47.2689760236,7.65686763053
-12.6703,1.93982662066,12.0743,63.1182152453,0.278016082182,40.5407,34.9672955152,28.1883,74.421083304,1.48671,0.071334195763,43.485297577,277.698411502,142.675593879,91,12.063168089,0.895554,93.6731592418,12.0612029511,12.0569,0.654487194329,0.330483492676,40.9896884615,18.0542264905
-12.8199,0.76730924828,12.2423,68.0329024119,0.13638749361,40.7369,31.586227907,28.3199,100.710230859,1.55443,0.002301174267,53.425030383,272.634341161,343.213511703,92,12.229862239,0.911632,113.68933037,12.2275216941,12.2269,0.665795521841,0.221351134294,78.8194899376,8.08446349918
-12.9946,2.47135746748,12.4041,87.2874250232,0.324224776549,41.0425,41.0547836997,28.4374,83.2521969452,1.58173,-0.111930943136,62.118657361,287.936213191,270.356957442,93,12.3920001834,0.892625,174.122467771,12.3904004814,12.3889,0.677197524174,0.454537036703,67.5737203446,19.6734051735
-13.1253,0.818149526549,12.5334,93.4735854221,0.154594704441,41.2506,85.2211269975,28.505,145.149092627,1.68027,0.169953483141,59.5734279247,287.272170502,203.192153447,94,12.5216655809,0.887156,193.55552574,12.5201840982,12.5198,0.689574624938,0.513569017903,52.7169651947,47.257596252
-13.2935,1.23115600129,12.6804,89.4984509762,0.18420605785,41.5022,62.6298078385,28.6084,71.297275753,1.70366,0.131303354728,62.8204580421,307.938496549,206.505954405,95,12.6696123855,0.890042,176.910988128,12.6667795429,12.665,0.687568776708,0.528520392757,51.7501421364,21.1901299246
-13.4267,0.881111655384,12.8011,79.0368657436,0.183902631718,41.7217,52.7137782895,28.7147,66.1479130914,1.72033,0.06628822808,67.4076836982,291.09486372,227.544201034,96,12.7880664881,0.825827,147.480345015,12.7875897309,12.7861,0.696674718224,0.353698585079,47.0335022126,15.3616566289
-13.5177,2.10725056161,12.9286,93.6485712575,0.427127200548,42.0128,60.9292382667,28.78,90.0769109363,1.70373,0.145319825508,85.9241374563,300.727047843,180.080254277,97,12.9212377409,0.883999,194.59695661,12.9193963816,12.9132,0.69705757439,0.772528822933,59.5814791048,18.2158806802
-13.6339,1.48286704905,13.0372,100.219487629,0.246917114176,42.3111,67.671905688,28.8663,91.513395056,1.87341,0.175352895455,71.5194128253,301.571677575,180.561616885,98,13.0255957315,0.889131,223.059902765,13.0240186986,13.0213,0.717768128356,0.758969174678,47.5208012106,7.33616582041
-13.816,3.88322723289,13.2265,113.251635026,0.572820753029,42.529,80.8855103478,28.9696,66.8834618218,1.70332,0.454787351513,68.2581874099,407.358283156,175.494200032,99,13.2159832063,0.884767,253.002624495,13.2134060993,13.2108,0.696457569678,1.36191440861,44.7947253367,2.51646638597
-13.9295,2.03809635914,13.3408,96.9165988506,0.338030698415,42.708,50.3235864326,29.0302,102.969682152,1.76253,0.214741529234,67.867168999,312.489458849,201.107024144,100,13.326947556,0.886439,195.659582372,13.3246208903,13.3242,0.696712421576,0.781581963957,53.7603792892,23.125474973
