AverageEsReturn,MaxEsReturn,AveragePolicySurr,AverageAbsQYDiff,MinReturn,MaxReturn,MinEsReturn,AverageReturn,StdReturn,AverageDiscountedReturn,AverageAction,AverageQ,AverageY,Iteration,AverageAbsQ,StdEsReturn,PolicyRegParamNorm,AverageQLoss,QFunRegParamNorm,Epoch,AverageAbsY
403.385449134,403.385449134,-36.2176,0.345436038086,-593.490265032,3422.54644837,403.385449134,716.350805185,1288.48331271,209.619207262,0.999284,36.066,36.0660080532,661,36.0664,0.0,107.71,1.62537,101.111,661,36.0662293934
547.025417618,547.025417618,-36.1502,0.334096407885,-98.2321255319,4130.12958775,547.025417618,2059.88069224,1566.63079849,276.487599508,0.999062,36.0096,36.0075011677,662,36.0099,0.0,107.894,1.39429,101.124,662,36.0083071632
3001.95340952,3001.95340952,-36.2969,0.337148952564,-35.3304016341,3980.12875445,3001.95340952,2288.79569436,1511.56849992,292.20507225,0.998904,36.1531,36.1530192146,663,36.1531,0.0,108.039,1.47854,101.217,663,36.153046166
3014.53013934,3014.53013934,-36.2658,0.322361278976,191.557195363,3839.06371989,3014.53013934,3337.67792502,1059.43351944,281.005559611,0.998505,36.1165,36.1161700958,664,36.117,0.0,108.133,1.22444,101.252,664,36.1164352314
2905.93156496,2905.93156496,-36.2913,0.332737798714,195.390377937,3955.32606963,2905.93156496,3469.00988477,1093.67425618,304.944718692,0.998764,36.1586,36.158972806,665,36.1588,0.0,108.169,1.43074,101.302,665,36.1589990547
833.111496918,833.111496918,-36.2274,0.352518974204,-576.587420646,4326.16741162,833.111496918,3446.11863932,1448.08292219,273.486344707,0.998596,36.079,36.0785954598,666,36.0797,0.0,108.276,1.8952,101.348,666,36.0792435893
2839.3915004,2839.3915004,-36.1071,0.354447513842,6.38501178663,4181.80759815,2839.3915004,3054.4593533,1535.66483465,307.584585434,0.998663,35.9519,35.9520161022,667,35.9523,0.0,108.339,1.84282,101.417,667,35.9523193689
2806.15971295,2806.15971295,-36.2272,0.346307800491,801.857408082,4093.21508032,2806.15971295,2694.95781084,1357.10377773,305.473943811,0.998788,36.075,36.0741223503,668,36.0757,0.0,108.425,1.76402,101.5,668,36.0746262117
2623.7465002,2623.7465002,-36.2365,0.324249896434,-274.691741328,4376.43544948,2623.7465002,3508.72363528,1540.04404733,304.549037093,0.999056,36.0658,36.0649476224,669,36.0663,0.0,108.47,1.39729,101.549,669,36.0653215181
3274.83028627,3274.83028627,-36.1851,0.336151848821,-592.421818634,4378.26063749,3274.83028627,1435.4355793,2057.83947056,177.602948964,0.999448,36.0214,36.022019929,670,36.0216,0.0,108.557,1.57475,101.564,670,36.022186766
2854.51950439,2854.51950439,-36.255,0.331050750008,-567.292979621,4247.12444226,2854.51950439,2597.57639865,1547.01133416,263.368150394,0.998927,36.0841,36.0823298109,671,36.0854,0.0,108.624,1.42034,101.655,671,36.083276208
3261.72733218,3261.72733218,-36.2661,0.326447109522,2278.95871194,4396.04804438,3261.72733218,3946.74237087,568.370664246,331.234155598,0.998816,36.0866,36.0874132222,672,36.0875,0.0,108.739,1.31332,101.735,672,36.0879400826
2937.88477777,2937.88477777,-36.2929,0.355321204018,60.0109188377,4260.82514705,2937.88477777,3287.67223222,1209.81086613,331.296425855,0.998913,36.1181,36.1185513895,673,36.1192,0.0,108.853,1.94246,101.807,673,36.1186603659
2985.16678421,2985.16678421,-36.2143,0.323945888161,878.053536178,4462.1194024,2985.16678421,3762.09785069,1066.78950139,328.238308272,0.998921,36.0552,36.0538678019,674,36.0561,0.0,108.902,1.32183,101.873,674,36.0544209142
2875.93517687,2875.93517687,-36.2466,0.327791594805,-600.442484111,4293.95831925,2875.93517687,3277.09093035,1722.67568589,268.541238375,0.999218,36.0731,36.0728606311,675,36.0738,0.0,108.997,1.37655,101.889,675,36.0729182458
3040.42041268,3040.42041268,-36.3794,0.335697075867,-625.916567576,4443.4959355,3040.42041268,3254.63508082,1816.97982859,267.064321299,0.998953,36.2201,36.2197884888,676,36.2212,0.0,109.04,1.34437,101.927,676,36.2199109285
3227.5013331,3227.5013331,-36.4024,0.37137329676,205.793150529,4241.68468708,3227.5013331,3507.87626955,1233.21763422,296.463156077,0.998797,36.2443,36.2450349832,677,36.2461,0.0,109.176,1.97642,102.012,677,36.245794655
3189.87797183,3189.87797183,-36.2844,0.33261430789,-409.734143896,4310.11400768,3189.87797183,2055.11708715,2064.36635837,251.323375478,0.99829,36.1225,36.1210699899,678,36.1239,0.0,109.216,1.38323,102.076,678,36.1215131111
3086.23474236,3086.23474236,-36.4091,0.343393435464,606.400722501,3846.27246971,3086.23474236,2717.15311324,1328.58914857,283.095824358,0.999431,36.2429,36.2419534093,679,36.2438,0.0,109.261,1.81909,102.145,679,36.2420862403
2610.49288194,2610.49288194,-36.4537,0.36416462586,-739.930810744,3704.78122224,2610.49288194,1787.92563272,1974.36138996,179.907533045,0.99928,36.2823,36.2818321867,680,36.2834,0.0,109.364,2.05674,102.29,680,36.2823963102
2845.36054474,2845.36054474,-36.3724,0.345209415815,-277.863007555,2867.1999712,2845.36054474,849.602840729,1002.77546228,221.570359753,0.99963,36.2115,36.2112456138,681,36.2122,0.0,109.433,1.80529,102.324,681,36.2117634813
2519.09246908,2519.09246908,-36.2558,0.330382901646,-567.760764572,4272.91083567,2519.09246908,2240.27035128,1872.9032521,248.253564092,0.999277,36.1128,36.1123423916,682,36.1131,0.0,109.491,1.47988,102.327,682,36.1124663456
2965.51151368,2965.51151368,-36.411,0.337962002644,-552.417488463,3154.27701938,2965.51151368,374.106320964,1176.24289814,163.871102702,0.999818,36.2651,36.2641748115,683,36.2662,0.0,109.547,1.60432,102.364,683,36.2647964048
2797.81096439,2797.81096439,-36.2829,0.327584017949,213.279673852,4201.18587274,2797.81096439,1715.64853531,1442.82053744,297.398878293,0.999253,36.1352,36.1359419451,684,36.1359,0.0,109.582,1.38769,102.416,684,36.1360445432
613.842292589,613.842292589,-36.363,0.347175095456,-557.900922056,4376.14328286,613.842292589,3128.17753428,1718.13089696,282.085418914,0.999206,36.2031,36.2014912527,685,36.2042,0.0,109.614,1.66023,102.51,685,36.2019646089
2921.0849366,2921.0849366,-36.3191,0.322384138206,1729.83616763,4344.76163055,2921.0849366,3805.37600782,774.241370694,333.693035424,0.999068,36.1652,36.165020437,686,36.1656,0.0,109.634,1.36813,102.503,686,36.1654698594
2898.44908984,2898.44908984,-36.4394,0.33475895163,273.636193373,3978.20667925,2898.44908984,2288.21688594,1523.08974606,304.490485725,0.999242,36.2857,36.2843578027,687,36.2861,0.0,109.719,1.69588,102.586,687,36.2844417158
2978.13678143,2978.13678143,-36.3933,0.326163468964,-569.576869896,4135.24651361,2978.13678143,2113.55421107,2190.96263677,181.007356459,0.99937,36.2381,36.2374010267,688,36.2395,0.0,109.774,1.39582,102.65,688,36.2378302152
3073.9558365,3073.9558365,-36.4102,0.341905688429,-557.197794513,4202.24310903,3073.9558365,1185.12748253,1888.76841743,213.132449979,0.999384,36.2609,36.2605952881,689,36.2617,0.0,109.94,1.61487,102.738,689,36.2608983093
2985.80558855,2985.80558855,-36.3891,0.353517799673,-8.31508820402,4424.05293068,2985.80558855,3633.95456641,1282.91720306,306.208335261,0.998637,36.2404,36.239734707,690,36.2409,0.0,110.073,1.75487,102.811,690,36.2400196511
2744.24582704,2744.24582704,-36.3704,0.345257077266,1523.62754197,4318.96192884,2744.24582704,3658.12043856,865.291479393,326.169706715,0.99889,36.2348,36.2332437722,691,36.2358,0.0,110.129,1.82599,102.84,691,36.2338551479
3144.95675426,3144.95675426,-36.3794,0.350220069935,1325.65814732,4244.5522246,3144.95675426,3710.78695192,873.176841027,312.809620156,0.999176,36.233,36.2342825688,692,36.2341,0.0,110.139,1.79156,102.913,692,36.23498234
2779.60264037,2779.60264037,-36.358,0.344967707189,-550.768535671,4485.10733447,2779.60264037,3719.50441134,1459.57262749,287.620303038,0.999178,36.1932,36.1918024131,693,36.1951,0.0,110.273,1.66015,102.964,693,36.1929773433
3058.91946062,3058.91946062,-36.4168,0.333593711127,-572.443745219,4171.57981063,3058.91946062,3094.46951956,1839.45539528,242.899755448,0.999275,36.2565,36.255687496,694,36.2581,0.0,110.3,1.36489,103.033,694,36.2564503319
912.118815744,912.118815744,-36.2993,0.362181018941,-607.174490235,3885.91803317,912.118815744,1660.14272486,1804.12251968,249.864225315,0.999308,36.1438,36.143075859,695,36.1458,0.0,110.388,1.98796,103.169,695,36.1436498642
644.613055541,644.613055541,-36.3148,0.332490897951,-585.357421347,3999.86346301,644.613055541,2352.27236263,1697.09620015,222.607633873,0.999436,36.1653,36.1650543555,696,36.168,0.0,110.397,1.4641,103.193,696,36.1666111715
2859.5265098,2859.5265098,-36.2624,0.320312262774,-115.667287933,3822.7461523,2859.5265098,1674.82377466,1440.00761096,244.836651102,0.999309,36.1076,36.1072318906,697,36.1103,0.0,110.469,1.26113,103.241,697,36.1086394947
1859.17046703,1859.17046703,-36.2922,0.351373767386,25.6855977732,3888.14655539,1859.17046703,2839.84348184,1398.93206681,285.187746819,0.999239,36.1287,36.1279287949,698,36.1321,0.0,110.543,1.62904,103.29,698,36.1294213998
2730.15646357,2730.15646357,-36.4714,0.345106440512,-542.276987259,3729.088192,2730.15646357,1352.48641232,1362.74120656,250.015956622,0.999541,36.2946,36.2933217992,699,36.2971,0.0,110.548,1.56806,103.371,699,36.2938724367
2547.24955066,2547.24955066,-36.3942,0.323917979085,-684.781200569,4049.99562507,2547.24955066,912.233879651,1746.464927,144.854196395,0.999038,36.2408,36.2388079973,700,36.2425,0.0,110.624,1.31306,103.414,700,36.2393810486
2702.15673383,2702.15673383,-36.3692,0.340339509759,141.088418232,3810.80084541,2702.15673383,2393.69647047,1521.86974654,269.317419835,0.99925,36.2174,36.2175982171,701,36.2196,0.0,110.7,1.48653,103.431,701,36.2180805644
491.013961773,491.013961773,-36.4133,0.359421379289,-598.778164251,3908.51231278,491.013961773,1321.31719038,1730.08719291,185.480896648,0.999362,36.2593,36.2564340965,702,36.2606,0.0,110.825,1.74088,103.502,702,36.2566240638
3095.7971487,3095.7971487,-36.3604,0.339537629529,-549.996266934,4005.14869463,3095.7971487,2452.39224939,1811.70163506,243.231193361,0.999058,36.2076,36.2072632908,703,36.2095,0.0,110.925,1.56495,103.602,703,36.2087407982
2909.9415927,2909.9415927,-36.4309,0.352186833467,-302.856109053,4108.45254995,2909.9415927,3375.80455799,1285.8225434,293.842356709,0.998796,36.273,36.2712947435,704,36.274,0.0,110.981,1.73403,103.665,704,36.2719755803
2711.35271053,2711.35271053,-36.3424,0.326415583275,2196.42807358,4187.2230613,2711.35271053,3595.89604151,603.489750829,308.964792931,0.999043,36.1886,36.1881096603,705,36.1897,0.0,111.093,1.24572,103.741,705,36.1886838658
2849.6371665,2849.6371665,-36.4571,0.360511174928,-540.338763732,4281.58976664,2849.6371665,2555.99670659,1565.36953418,271.340785438,0.999199,36.3102,36.3091740283,706,36.311,0.0,111.136,1.8088,103.816,706,36.3098447791
2336.28043624,2336.28043624,-36.4414,0.354768946845,1536.71668362,4248.76823999,2336.28043624,3709.95072711,861.195039421,319.75155672,0.998885,36.2873,36.2856923862,707,36.2879,0.0,111.146,1.74606,103.918,707,36.2858235031
2958.18626716,2958.18626716,-36.375,0.376313987419,-597.959201848,3244.54765619,2958.18626716,2778.14020854,1129.66315827,224.943729822,0.999096,36.2504,36.2486590877,708,36.2516,0.0,111.129,2.23251,103.945,708,36.2487831485
2606.24230596,2606.24230596,-36.2334,0.333914427265,533.934974573,4271.68322981,2606.24230596,3790.25826929,1089.03376689,314.34641247,0.999012,36.1074,36.1058894179,709,36.1093,0.0,111.255,1.31828,103.994,709,36.1070199366
2463.20260782,2463.20260782,-36.4735,0.346672941913,-576.864630449,4602.28803852,2463.20260782,3391.60684356,1498.49329516,291.954498997,0.999121,36.312,36.3098536161,710,36.3143,0.0,111.305,1.69471,104.087,710,36.3111803089
3161.46030367,3161.46030367,-36.3872,0.331877482676,-432.920116161,4630.96874903,3161.46030367,2180.57577854,2013.33536614,296.384393255,0.999517,36.2319,36.2319147795,711,36.2344,0.0,111.365,1.34052,104.185,711,36.2333535418
2990.10544609,2990.10544609,-36.4216,0.332902407858,-558.193925295,4293.9291319,2990.10544609,2766.22722668,1762.34698819,268.816512025,0.999273,36.2712,36.2690035306,712,36.2721,0.0,111.408,1.35832,104.206,712,36.2691778451
2848.46802548,2848.46802548,-36.4485,0.333334072105,-709.468199905,4158.04431995,2848.46802548,3525.0430657,1418.02930613,267.420211627,0.999346,36.2918,36.2905146072,713,36.2933,0.0,111.506,1.39533,104.224,713,36.2910661589
2704.71053558,2704.71053558,-36.5108,0.331235568624,3904.10456543,4266.30990839,2704.71053558,4064.52099768,105.435624996,301.027430778,0.999262,36.3515,36.350615622,714,36.353,0.0,111.684,1.2994,104.266,714,36.3510612868
537.817993885,537.817993885,-36.5346,0.342461065553,31.9818470569,4332.65202079,537.817993885,2816.17085565,1278.20065777,289.237742861,0.999457,36.386,36.3849810117,715,36.3869,0.0,111.744,1.54452,104.292,715,36.3851043171
2763.21677762,2763.21677762,-36.3951,0.352156746369,-465.993512315,4080.38484301,2763.21677762,2861.84879818,1758.92393261,275.444884789,0.999283,36.2397,36.2395385015,716,36.2412,0.0,111.851,1.57889,104.349,716,36.2398891282
2561.60979655,2561.60979655,-36.4794,0.350631208374,-567.477651502,2979.36187784,2561.60979655,661.64474991,1064.33555586,193.206022259,0.999496,36.3431,36.3413278248,717,36.3442,0.0,111.941,1.58058,104.398,717,36.3416302305
2525.06313879,2525.06313879,-36.4537,0.354914841582,-578.401818901,4362.95578309,2525.06313879,2082.62105755,1884.57803747,211.494240915,0.99928,36.3123,36.3121829845,718,36.3138,0.0,111.961,1.57805,104.48,718,36.3124549273
2208.32021519,2208.32021519,-36.4923,0.370956552965,-590.613564944,4244.6337181,2208.32021519,1963.00274544,1878.92314022,240.959250431,0.999371,36.339,36.3364700544,719,36.3402,0.0,111.99,1.801,104.575,719,36.3365895412
2516.84861403,2516.84861403,-36.4645,0.332743020704,-328.476732453,4319.89376746,2516.84861403,2864.79479655,1583.20478654,295.44503321,0.998814,36.3033,36.3019290679,720,36.3058,0.0,112.086,1.18761,104.639,720,36.302968644
3081.11737682,3081.11737682,-36.5389,0.348540405168,-566.686601653,4179.51890154,3081.11737682,3012.70883076,1764.59560268,264.581276207,0.998839,36.3835,36.3829184507,721,36.3865,0.0,112.217,1.63594,104.72,721,36.3840544321
2925.0156749,2925.0156749,-36.4925,0.344718998878,2593.28546679,4156.86992274,2925.0156749,3832.39317731,430.817093711,302.321398127,0.998563,36.3511,36.3487313237,722,36.3526,0.0,112.308,1.69363,104.761,722,36.3491384296
2483.37394977,2483.37394977,-36.4501,0.354390614838,1813.53876881,4147.29111528,2483.37394977,3749.01747168,655.427805518,296.106943359,0.998718,36.2862,36.285945197,723,36.2895,0.0,112.416,1.80832,104.826,723,36.2873500989
2859.34100653,2859.34100653,-36.5645,0.338278719345,929.66185679,4338.77727259,2859.34100653,3263.20833941,1250.81897207,312.278173355,0.999126,36.397,36.3954751886,724,36.3997,0.0,112.476,1.43879,104.86,724,36.3963118264
3069.62208591,3069.62208591,-36.4988,0.35454719896,47.4944063474,4455.39313663,3069.62208591,2793.51288959,1762.4826575,289.227883012,0.999239,36.3375,36.3378383143,725,36.3417,0.0,112.504,1.60366,104.916,725,36.3395098729
2903.63875311,2903.63875311,-36.6689,0.328498328726,-565.675366192,4315.25861852,2903.63875311,2460.23261546,1977.64330154,207.387280686,0.999077,36.5141,36.5114820489,726,36.5169,0.0,112.549,1.18589,104.993,726,36.5123753625
2882.73682606,2882.73682606,-36.5631,0.353016289956,-504.058111118,4224.42917151,2882.73682606,2305.14432612,1929.97861029,216.626548034,0.999433,36.4127,36.4122029717,727,36.4162,0.0,112.694,1.5208,105.026,727,36.4137086752
3023.81445459,3023.81445459,-36.5378,0.351105262832,-2.3824950262,4100.44438558,3023.81445459,2893.60241906,1335.37711998,284.799926835,0.999076,36.3838,36.3820595031,728,36.386,0.0,112.731,1.59425,105.095,728,36.3830174873
2598.28161912,2598.28161912,-36.4882,0.384794919772,-433.23959715,4262.93782711,2598.28161912,2502.92912642,1729.55991376,266.562756692,0.999337,36.3368,36.336177061,729,36.3396,0.0,112.838,2.21148,105.157,729,36.33688366
2819.16544793,2819.16544793,-36.5842,0.345911964075,-564.966282645,4160.00310924,2819.16544793,1855.93874199,1880.8495017,216.63542169,0.99947,36.432,36.4293942126,730,36.435,0.0,112.975,1.53253,105.18,730,36.4300882653
2809.5247469,2809.5247469,-36.648,0.347270201897,3952.14156844,4365.6784354,2809.5247469,4133.73847689,114.40186269,321.085247392,0.999003,36.4943,36.4929342519,731,36.4962,0.0,113.061,1.48368,105.195,731,36.4937014855
3192.26778263,3192.26778263,-36.4051,0.34682705874,-552.22597095,4182.96678548,3192.26778263,2612.07263328,1910.26817602,224.188450065,0.998923,36.2613,36.2595909564,732,36.2627,0.0,113.048,1.45545,105.218,732,36.2599464612
2768.09434506,2768.09434506,-36.6146,0.35185366439,1039.75450894,4294.35226829,2768.09434506,3083.59204609,1302.15924796,306.44029928,0.999033,36.4633,36.4615357093,733,36.4656,0.0,113.174,1.58671,105.281,733,36.4623307164
2726.66390787,2726.66390787,-36.6029,0.350126408773,-69.6389016952,3808.32269831,2726.66390787,2067.93741655,1604.10237066,247.07483919,0.999154,36.4538,36.4513117951,734,36.4556,0.0,113.229,1.62642,105.378,734,36.4519222848
2634.71902168,2634.71902168,-36.5159,0.355776017968,17.1907011949,4199.87768135,2634.71902168,3097.76393756,1337.76417698,302.090259615,0.998903,36.3682,36.3680427547,735,36.3699,0.0,113.319,1.64265,105.469,735,36.3689598533
2725.76656709,2725.76656709,-36.5177,0.343251854273,3728.03970303,4134.62144807,2725.76656709,3958.74880327,121.545862915,315.089577582,0.99858,36.3539,36.3527592764,736,36.3551,0.0,113.337,1.47927,105.601,736,36.3533638816
3009.09890841,3009.09890841,-36.5954,0.375611712376,619.728630299,4264.61424579,3009.09890841,3322.52917774,1135.96810747,281.480810345,0.998698,36.448,36.4457118757,737,36.4502,0.0,113.401,1.95146,105.62,737,36.4468186649
2695.3375218,2695.3375218,-36.5367,0.341585557802,450.181266288,3922.20705664,2695.3375218,3376.52649722,985.273437354,289.637549353,0.998493,36.4102,36.4082043931,738,36.4114,0.0,113.47,1.3246,105.682,738,36.4085066173
2605.04382079,2605.04382079,-36.5608,0.345961883377,3742.9873618,4061.43297451,2605.04382079,3897.60963003,94.5826221045,299.741968367,0.998582,36.4167,36.4165335449,739,36.4185,0.0,113.492,1.31024,105.743,739,36.4169961115
2933.58381454,2933.58381454,-36.5397,0.335798303067,641.928865293,4261.68536719,2933.58381454,3639.21052287,1009.11384042,291.489837002,0.999106,36.3852,36.3839639128,740,36.3869,0.0,113.546,1.26284,105.816,740,36.3847688627
310.23762433,310.23762433,-36.4493,0.354276244443,385.95261735,4219.0772105,310.23762433,3102.69116025,1368.61000429,308.851182345,0.998854,36.298,36.2966745494,741,36.2992,0.0,113.596,1.86837,105.885,741,36.2969956394
2998.60720432,2998.60720432,-36.4412,0.337862124487,2372.98609824,4111.15978769,2998.60720432,3652.81945322,476.948646857,306.300108697,0.99875,36.2983,36.2962019073,742,36.3007,0.0,113.672,1.34365,105.908,742,36.2970429088
2900.55007849,2900.55007849,-36.587,0.355504650553,549.185283196,4099.42464873,2900.55007849,3144.3851305,1296.92378029,298.880392544,0.999171,36.4313,36.4283669133,743,36.4344,0.0,113.706,1.81533,105.997,743,36.4296749124
3128.06730801,3128.06730801,-36.4405,0.342877608494,-355.298876861,4424.8426942,3128.06730801,3548.84940439,1547.73017442,305.693865851,0.998844,36.2932,36.2925397994,744,36.2964,0.0,113.766,1.46825,106.051,744,36.2943180574
2882.11163193,2882.11163193,-36.5937,0.343351635363,1231.77726354,4250.96671509,2882.11163193,3626.75221028,1000.95678686,323.460604566,0.998973,36.4391,36.4374695565,745,36.4428,0.0,113.852,1.50115,106.107,745,36.4391046341
2792.98719392,2792.98719392,-36.5608,0.334576479255,1044.66281634,4336.09257531,2792.98719392,3774.42926171,940.199573673,313.595763115,0.998895,36.401,36.3990889897,746,36.4057,0.0,113.969,1.3852,106.195,746,36.402024719
3055.40847995,3055.40847995,-36.5776,0.343300255561,-266.253142169,4108.72261655,3055.40847995,2274.37779498,1497.46003955,284.261105172,0.999374,36.4187,36.41728334,747,36.4235,0.0,113.997,1.48692,106.254,747,36.42089203
3022.27913301,3022.27913301,-36.4976,0.334515506626,686.538463462,4245.13786266,3022.27913301,3635.73687599,1011.97673314,311.378077966,0.99901,36.3492,36.3473708553,748,36.3543,0.0,114.054,1.32966,106.267,748,36.3513464674
2589.41290405,2589.41290405,-36.6447,0.344061248314,121.162310897,3747.98392963,2589.41290405,2492.6670803,1398.59103132,263.664211225,0.999067,36.4776,36.4774826672,749,36.4842,0.0,114.191,1.46709,106.347,749,36.4831556743
2683.5783084,2683.5783084,-36.6345,0.337275568879,3848.81379149,4042.38125974,2683.5783084,3948.58523156,60.5544085245,297.750458756,0.999055,36.4684,36.4676858937,750,36.4768,0.0,114.266,1.34183,106.363,750,36.4755118888
2699.6695947,2699.6695947,-36.7157,0.36676603962,1669.01887107,4157.68257099,2699.6695947,3849.27807337,728.002828197,312.927237385,0.999354,36.5558,36.555404092,751,36.5643,0.0,114.246,1.82362,106.406,751,36.5634518068
2821.78220712,2821.78220712,-36.6524,0.324112814353,73.132023452,4145.34429116,2821.78220712,3416.52679583,1155.20375748,300.974151485,0.999096,36.5025,36.5015589208,752,36.5118,0.0,114.31,1.11081,106.484,752,36.5105134212
2984.83600373,2984.83600373,-36.6195,0.368689803333,3726.41573453,4139.05864446,2984.83600373,4026.35595768,116.52712884,308.430425411,0.998982,36.4774,36.4765935575,753,36.4871,0.0,114.388,1.78526,106.608,753,36.4852504078
2755.3655788,2755.3655788,-36.5947,0.375152262823,-268.435881673,4203.34788547,2755.3655788,3320.43132421,1442.43523358,282.454140596,0.998966,36.4429,36.4419062392,754,36.4519,0.0,114.429,2.07405,106.666,754,36.4506145811
2674.54069864,2674.54069864,-36.5479,0.351187581528,2232.45129509,4242.37229504,2674.54069864,3924.44302231,581.284498618,306.352623304,0.998988,36.3821,36.3818335832,755,36.3941,0.0,114.6,1.7923,106.705,755,36.3934168346
3065.46216632,3065.46216632,-36.6319,0.338042264121,-431.732603766,3769.88761163,3065.46216632,1997.91718394,1565.35085,260.530893915,0.999086,36.4852,36.4823905633,756,36.497,0.0,114.701,1.57215,106.707,756,36.4936154366
2859.41754251,2859.41754251,-36.6973,0.32767713209,1585.00009344,3853.46810374,2859.41754251,3278.42393968,669.645155544,280.82095072,0.999048,36.5424,36.5431852373,757,36.5544,0.0,114.758,1.29519,106.784,757,36.5548463224
2671.48725094,2671.48725094,-36.7233,0.344391620117,1863.01912337,4068.67392849,2671.48725094,3472.36202355,765.97812651,303.31393498,0.99892,36.581,36.579718834,758,36.5928,0.0,114.765,1.51712,106.863,758,36.5911949977
2679.58473895,2679.58473895,-36.6973,0.350213838159,3836.64828875,4228.58273427,2679.58473895,4044.69445191,107.494282208,311.386124119,0.998693,36.5479,36.5473658691,759,36.5613,0.0,114.892,1.79489,106.876,759,36.560903697
2842.06057314,2842.06057314,-36.6529,0.327912832541,-231.764907586,4209.91576774,2842.06057314,3572.0899262,1271.88407465,298.178477946,0.998714,36.5088,36.50797505,760,36.5226,0.0,114.979,1.4286,106.904,760,36.5212668232
2945.36348053,2945.36348053,-36.681,0.326849634163,-415.235800336,3948.2838431,2945.36348053,2563.46690137,1558.67540684,258.477471633,0.999178,36.527,36.5260050174,761,36.5407,0.0,114.992,1.2626,106.942,761,36.5392719458
2872.49980922,2872.49980922,-36.6723,0.334813063285,101.293920823,4128.26501858,2872.49980922,3276.53780055,1239.93964812,290.7587547,0.998827,36.517,36.5161874394,762,36.5291,0.0,115.069,1.36704,107.035,762,36.5279634567
2642.22463803,2642.22463803,-36.6707,0.35570365954,1770.30897149,4175.20735513,2642.22463803,3756.27799153,670.768418422,311.967393643,0.998671,36.5205,36.5207029076,763,36.5326,0.0,115.084,1.78237,107.098,763,36.5325919677
2867.43365094,2867.43365094,-36.6103,0.334571925263,2205.9414222,4045.33816837,2867.43365094,3630.67733956,585.716382107,300.090737101,0.998949,36.4627,36.4599509612,764,36.475,0.0,115.213,1.54933,107.164,764,36.4714445057
2832.90018772,2832.90018772,-36.6111,0.358330210237,3477.60743979,3969.38169414,2832.90018772,3699.47593938,132.237398847,285.58487625,0.998939,36.4795,36.4802216918,765,36.4916,0.0,115.328,1.90628,107.251,765,36.4918010416
2661.13229557,2661.13229557,-36.5142,0.356392140789,3365.00767953,3908.60508784,2661.13229557,3643.45585785,144.848490113,273.80765532,0.998922,36.3759,36.3755894274,766,36.3859,0.0,115.314,1.80464,107.423,766,36.3850033029
2819.4436774,2819.4436774,-36.7013,0.323156538896,3525.66608329,3991.70690524,2819.4436774,3801.71817307,138.985331957,292.948968302,0.99903,36.559,36.5576587688,767,36.5677,0.0,115.384,1.39319,107.421,767,36.5660019587
2584.93855903,2584.93855903,-36.6449,0.342531247943,245.290238763,4220.29639605,2584.93855903,3614.89546232,1177.24244303,309.112523123,0.999252,36.5027,36.5025313145,768,36.5116,0.0,115.495,1.68987,107.501,768,36.5101001287
2726.8672006,2726.8672006,-36.6381,0.317845429902,1448.8959166,4279.44271253,2726.8672006,3630.86813902,947.606913796,325.78891435,0.999264,36.4843,36.4838616098,769,36.4915,0.0,115.519,1.20376,107.549,769,36.489245369
2770.84016003,2770.84016003,-36.6741,0.354993684344,-38.3532894908,4286.37801899,2770.84016003,3635.52520597,1263.61831389,289.628600403,0.999262,36.5211,36.520068602,770,36.5263,0.0,115.604,1.92218,107.58,770,36.5239051013
2833.94736994,2833.94736994,-36.6127,0.3550922087,927.525273573,4315.87503816,2833.94736994,3417.04023039,1154.35113111,314.187739605,0.999299,36.4549,36.4554321227,771,36.4603,0.0,115.716,1.72452,107.651,771,36.4587475326
2695.60749847,2695.60749847,-36.6293,0.356372420298,1177.59926612,4552.7805139,2695.60749847,3292.60972837,1253.24931827,317.954024162,0.999503,36.4732,36.4741448838,772,36.4785,0.0,115.786,1.87387,107.689,772,36.4777372107
2898.69297876,2898.69297876,-36.584,0.354293484267,2904.02149586,4171.35881906,2898.69297876,3935.16487043,352.11253795,319.926156163,0.999157,36.4536,36.4530026512,773,36.4594,0.0,115.845,1.84817,107.719,773,36.4574574378
2454.81948432,2454.81948432,-36.7037,0.310656524441,-568.452830528,4016.12043804,2454.81948432,2397.03064962,1891.7297841,226.323589296,0.999535,36.5583,36.5573209325,774,36.5631,0.0,115.938,1.00959,107.828,774,36.5601726676
1292.10248555,1292.10248555,-36.6265,0.341354188102,-577.157335651,3868.99476419,1292.10248555,2830.30905483,1561.29235072,238.215978597,0.999247,36.4865,36.4860092477,775,36.4924,0.0,116.059,1.55577,107.929,775,36.4895958528
3005.78639045,3005.78639045,-36.5612,0.347612094854,456.103765797,4138.56164689,3005.78639045,3611.09569378,1059.40680609,297.20047356,0.998933,36.4241,36.4238874838,776,36.4277,0.0,116.093,1.73399,107.984,776,36.4266573533
2742.94142909,2742.94142909,-36.5063,0.337427268544,3701.97533811,4087.04911974,2742.94142909,3848.06920316,107.160980304,300.714379454,0.998882,36.3614,36.3615111025,777,36.3673,0.0,116.034,1.49737,108.048,777,36.366141018
2463.77811108,2463.77811108,-36.529,0.340947318372,2354.03954366,4068.02107888,2463.77811108,3750.53206241,478.476434346,300.334735375,0.998687,36.4048,36.4042396439,778,36.4104,0.0,116.085,1.51195,108.116,778,36.4087184942
