AverageEsReturn,MaxEsReturn,AveragePolicySurr,AverageAbsQYDiff,MinReturn,MaxReturn,MinEsReturn,AverageReturn,StdReturn,AverageDiscountedReturn,AverageAction,AverageQ,AverageY,Iteration,AverageAbsQ,StdEsReturn,PolicyRegParamNorm,AverageQLoss,QFunRegParamNorm,Epoch,AverageAbsY
-292.585780019,-292.585780019,-1.45113,0.0570982443206,-504.754423505,-334.192955336,-292.585780019,-433.482673938,50.3648924435,-20.3781810054,0.81033,1.38426,1.38463855115,22,1.38426,0.0,19.2149,0.00720135,14.5574,22,1.3847171965
-334.490740934,-334.490740934,-1.46594,0.0595795564753,-565.680591959,-300.958416909,-334.490740934,-468.431296379,70.2064919754,-0.501358982273,0.875567,1.39742,1.39775192258,23,1.39742,0.0,19.8247,0.00873381,15.093,23,1.39786271926
-406.660887009,-406.660887009,-1.48308,0.0600326362626,-437.116589543,732.533354914,-406.660887009,-26.519372846,401.54500672,37.1769936624,0.759108,1.4144,1.41476812216,24,1.4144,0.0,20.2803,0.00830793,15.6746,24,1.41486021073
-323.117160405,-323.117160405,-1.4962,0.0617627092726,79.3544939154,1206.64785224,-323.117160405,605.149596024,372.571268567,72.6885546193,0.758908,1.42997,1.43036806101,25,1.42997,0.0,20.7866,0.00867592,16.2132,25,1.4304874995
-120.349357121,-120.349357121,-1.52103,0.0619503617142,-486.490667016,-217.518695208,-120.349357121,-391.667873516,105.881813991,8.65543072757,0.82059,1.4461,1.44649731336,26,1.4461,0.0,21.1533,0.00867485,16.7505,26,1.44659965499
-343.579760003,-343.579760003,-1.5462,0.0617257347653,417.322475983,1369.61153329,-343.579760003,928.93365862,308.842446714,95.90116995,0.836663,1.46747,1.46764800193,27,1.46747,0.0,21.6889,0.00868044,17.2737,27,1.46774357071
-50.3568246212,-50.3568246212,-1.59108,0.0645044546524,259.661105311,1303.54364684,-50.3568246212,887.87653824,410.866304532,97.2435105895,0.851288,1.50578,1.50619628315,28,1.50578,0.0,22.2474,0.00970176,17.8208,28,1.50630828792
71.5543667864,71.5543667864,-1.6353,0.0649535835316,306.068980358,1168.56032047,71.5543667864,491.981222809,240.783941108,76.5000908165,0.895276,1.54839,1.54876826772,29,1.54839,0.0,22.7382,0.00941962,18.3155,29,1.54885120049
165.914527083,165.914527083,-1.68292,0.0660514403794,271.078581056,1345.46979441,165.914527083,627.354082129,325.969312922,88.9033695533,0.866259,1.59234,1.5928287234,30,1.59234,0.0,23.2019,0.00959943,18.7473,30,1.59290468421
99.9607108746,99.9607108746,-1.72221,0.0671619598757,87.6390561996,1090.3475741,99.9607108746,393.666495912,335.744244377,61.89774246,0.841692,1.63477,1.63514781676,31,1.63477,0.0,23.5945,0.0106356,19.2262,31,1.6352260971
57.4703891627,57.4703891627,-1.76889,0.0680459145676,-570.890492238,328.405215193,57.4703891627,-88.3654281773,224.735840367,19.4579916937,0.901851,1.67766,1.67809907989,32,1.67766,0.0,24.0455,0.0106906,19.7396,32,1.67817546789
58.8339730346,58.8339730346,-1.82484,0.0697874477891,-121.294248542,166.962967682,58.8339730346,10.4778410072,83.0723614242,71.0047331708,0.857709,1.7288,1.72919245436,33,1.7288,0.0,24.4507,0.0112687,20.1558,33,1.72930251089
-42.6331444028,-42.6331444028,-1.86666,0.0699298157899,-426.460060101,-142.147843385,-42.6331444028,-283.13935419,102.915751035,22.5062000847,0.91831,1.77193,1.77238848679,34,1.77193,0.0,24.8572,0.0111537,20.5919,34,1.77245730348
-47.9504222637,-47.9504222637,-1.907,0.0714205323147,-235.720880122,701.78282477,-47.9504222637,330.294732663,254.607469456,79.0167066796,0.8527,1.80927,1.809802755,35,1.80927,0.0,25.3126,0.0110888,21.035,35,1.80984500953
122.067794058,122.067794058,-1.96098,0.076945800397,-147.59641511,644.865631918,122.067794058,446.158545113,234.304835085,52.9259167174,0.86266,1.86505,1.86545182855,36,1.86505,0.0,25.7179,0.0147779,21.4996,36,1.86552840766
293.747897017,293.747897017,-2.03002,0.0780240269376,410.721432123,934.204632197,293.747897017,624.296049938,168.404834925,96.0847124201,0.893833,1.93337,1.93387348936,37,1.93337,0.0,26.1426,0.0149727,21.8757,37,1.93399807751
225.787342986,225.787342986,-2.07257,0.0785535178871,-159.383393668,1011.31316472,225.787342986,377.176558471,445.811057961,42.6229807086,0.891039,1.97744,1.9781243428,38,1.97744,0.0,26.5146,0.0150171,22.2418,38,1.97819715516
228.796198272,228.796198272,-2.12502,0.0810887061293,427.121631494,668.296648321,228.796198272,555.040490814,70.7006193772,40.9177723798,0.903895,2.02379,2.02395205759,39,2.02379,0.0,26.918,0.0148854,22.6048,39,2.02403006074
204.850196686,204.850196686,-2.19054,0.0826997875923,340.817704518,671.961066731,204.850196686,451.628833182,119.38237077,34.7008101072,0.85259,2.08549,2.08611422171,40,2.08549,0.0,27.2903,0.0156575,22.9859,40,2.08616875071
237.554818586,237.554818586,-2.24862,0.0839892717468,-585.419905504,591.842538988,237.554818586,394.510877371,330.788197085,31.9745923988,0.892735,2.14765,2.14822808923,41,2.14765,0.0,27.5912,0.0166306,23.3762,41,2.14831007971
328.708396599,328.708396599,-2.29672,0.0828725998285,276.560825486,579.658757522,328.708396599,471.530207907,89.8009099572,68.6971416529,0.922349,2.19647,2.19680599358,42,2.19647,0.0,27.9121,0.0151183,23.7212,42,2.19687806654
240.13596557,240.13596557,-2.36762,0.0865676405975,561.737627803,1953.87661316,240.13596557,1544.4565043,458.080527318,128.121022377,0.849667,2.26843,2.26896191238,43,2.26843,0.0,28.2864,0.0186791,24.0526,43,2.2690828856
238.315833,238.315833,-2.41963,0.085071227477,327.169274984,1258.67725698,238.315833,701.507575127,320.392367131,93.6435601552,0.886176,2.32091,2.3213413114,44,2.32091,0.0,28.6509,0.0161361,24.3978,44,2.32139143373
387.804271946,387.804271946,-2.47683,0.0896766315704,154.907657043,635.74644141,387.804271946,441.21978197,135.688751082,36.0332831772,0.869022,2.38081,2.38146836497,45,2.38081,0.0,29.0293,0.0215132,24.7583,45,2.38153614138
379.941288153,379.941288153,-2.5297,0.0878393106002,454.835058157,1643.19146244,379.941288153,936.290482755,439.561238243,117.514961745,0.898581,2.43571,2.43630417591,46,2.43571,0.0,29.4173,0.0187275,25.1149,46,2.43643318191
383.721510034,383.721510034,-2.64004,0.0914516110002,783.964514434,1388.15799024,383.721510034,1048.15014797,205.042480787,99.0881056779,0.896132,2.54391,2.54447877143,47,2.54391,0.0,29.7355,0.0213937,25.49,47,2.54458966933
1159.59028883,1159.59028883,-2.7277,0.0921368425061,-550.507837217,1819.59031115,1159.59028883,865.835398431,732.904862719,112.113334982,0.925369,2.63169,2.63244952448,48,2.63169,0.0,30.0436,0.0206842,25.7863,48,2.6325055264
668.118857658,668.118857658,-2.84033,0.0916720224818,602.028306677,1614.41765158,668.118857658,1064.51775056,348.706343731,101.302559467,0.906694,2.74011,2.74050277514,49,2.74011,0.0,30.335,0.0212216,26.0935,49,2.74056344097
948.050467311,948.050467311,-2.92473,0.0925189192971,-39.0866023987,1457.4298429,948.050467311,764.525258583,411.791847023,100.913791873,0.903051,2.82584,2.82653718444,50,2.82584,0.0,30.5634,0.021042,26.4553,50,2.82662629345
1210.08855733,1210.08855733,-3.03007,0.102609947977,-565.947081688,1081.91393905,1210.08855733,414.416351102,552.43216224,69.5306823709,0.946352,2.93674,2.93787793283,51,2.93674,0.0,30.8305,0.0302585,26.6615,51,2.93794546878
-431.553584009,-431.553584009,-3.11454,0.102787344697,-583.00906148,1245.46155873,-431.553584009,152.910089639,614.063375857,54.5614423703,0.968589,3.0158,3.01665404637,52,3.0158,0.0,31.1523,0.032024,26.9393,52,3.01672973372
1184.87468262,1184.87468262,-3.24286,0.101405778501,-544.774937038,462.428667732,1184.87468262,-24.4475295139,371.557693232,81.4849364467,0.970661,3.14225,3.14313221533,53,3.14225,0.0,31.4821,0.0275218,27.1827,53,3.14319109462
906.42637238,906.42637238,-3.34253,0.104235352554,-168.182341244,1592.26247427,906.42637238,717.165660203,500.284576076,95.4774227255,0.942359,3.23447,3.23512247948,54,3.23447,0.0,31.8424,0.0286389,27.4846,54,3.23519003476
1125.51758923,1125.51758923,-3.46215,0.105729285179,-544.885177681,923.733852284,1125.51758923,570.112488187,556.145511809,77.9585229548,0.939562,3.35211,3.35308182605,55,3.35211,0.0,32.1207,0.0290527,27.7957,55,3.35316492017
902.629512005,902.629512005,-3.54667,0.107828787397,259.457150733,909.837564584,902.629512005,682.69929907,167.269433465,77.256929721,0.928226,3.43142,3.43211593958,56,3.43142,0.0,32.3657,0.033056,28.0566,56,3.43218589924
667.399241379,667.399241379,-3.66011,0.1072996374,-203.32459002,1857.31116638,667.399241379,913.269528159,512.412475546,119.052095567,0.930606,3.54223,3.54340324727,57,3.54223,0.0,32.6569,0.0298864,28.3076,57,3.54346640834
1287.48945974,1287.48945974,-3.79424,0.111418806132,590.240961891,2114.99317207,1287.48945974,1807.93199385,415.922640339,159.077074889,0.928471,3.67335,3.67396693068,58,3.67335,0.0,32.9759,0.0362949,28.6387,58,3.67402004116
1031.93034481,1031.93034481,-3.89372,0.11352310613,-174.645416656,2202.46926232,1031.93034481,1790.52738085,676.830807214,163.764389552,0.956433,3.76969,3.77068813229,59,3.76969,0.0,33.3315,0.0362261,28.9436,59,3.77074201288
534.60452644,534.60452644,-3.97109,0.11775585061,-573.988677712,2479.11982396,534.60452644,1763.43383894,930.572906365,158.983265204,0.952595,3.85339,3.85443870673,60,3.85339,0.0,33.6259,0.0402712,29.2812,60,3.85451252081
1300.63408109,1300.63408109,-4.11128,0.116403505948,532.578691235,2106.6011334,1300.63408109,1730.50124006,490.52649431,166.286340321,0.926581,3.99124,3.99221216193,61,3.99124,0.0,33.9193,0.039833,29.5501,61,3.992286982
1188.92170866,1188.92170866,-4.24384,0.117301179714,-597.681407414,1840.77357299,1188.92170866,256.627085673,928.758732885,55.4390826113,0.981061,4.12743,4.12817063793,62,4.12743,0.0,34.2087,0.0391292,29.8519,62,4.1282143956
1385.16190396,1385.16190396,-4.3855,0.12309580085,-580.150743016,2076.86018275,1385.16190396,1044.6375091,858.585911677,125.845037636,0.962068,4.26905,4.27027151985,63,4.26905,0.0,34.4818,0.0451469,30.1788,63,4.27033100763
1575.68962505,1575.68962505,-4.52076,0.125055635136,58.8975980956,2308.37844855,1575.68962505,1503.628771,819.603048884,164.48124003,0.95411,4.40795,4.40897575913,64,4.40795,0.0,34.7281,0.0445437,30.4569,64,4.40904277556
1202.80169257,1202.80169257,-4.64659,0.128329567447,1071.68237917,2531.13110647,1202.80169257,2024.21800504,478.128380663,173.157841219,0.933898,4.5328,4.53403406592,65,4.5328,0.0,34.9666,0.0507616,30.7418,65,4.53407885319
1477.07061333,1477.07061333,-4.79481,0.126600393583,747.283844897,2704.58792599,1477.07061333,2060.47337923,702.61248474,186.962110095,0.937363,4.67642,4.6772465312,66,4.67642,0.0,35.2562,0.0527344,30.9843,66,4.67731745724
1554.88402231,1554.88402231,-4.92482,0.130335454708,1951.33640831,2693.95954414,1554.88402231,2288.29814084,275.240627145,184.718806943,0.943966,4.80434,4.80517450713,67,4.80434,0.0,35.5291,0.0523585,31.3064,67,4.8052455005
1557.24444894,1557.24444894,-5.06035,0.132657139252,2221.87984288,2597.46474095,1557.24444894,2423.90336953,141.938524084,192.345658723,0.936408,4.94109,4.94231146913,68,4.94109,0.0,35.7738,0.0549218,31.5514,68,4.94236049787
1543.10913387,1543.10913387,-5.21872,0.141932121615,522.207701461,2562.01691444,1543.10913387,2040.21388239,570.653451828,173.638940927,0.946369,5.09413,5.09500028986,69,5.09413,0.0,36.0535,0.0689067,31.8509,69,5.09506828551
1429.91890088,1429.91890088,-5.37043,0.136890644276,1228.72461305,2861.47197488,1429.91890088,2331.13680936,456.120915412,207.133803897,0.93689,5.24574,5.24682226113,70,5.24574,0.0,36.2972,0.0603222,32.1064,70,5.24685202681
1563.0436739,1563.0436739,-5.46489,0.141921034123,563.460859557,2422.81151883,1563.0436739,1563.98900609,608.572938621,160.871716609,0.945234,5.33768,5.33877880694,71,5.33768,0.0,36.5396,0.0694092,32.4063,71,5.33881122904
1577.35005204,1577.35005204,-5.65777,0.139003076673,462.916788356,2394.71227015,1577.35005204,1884.36302425,633.544285602,194.78672465,0.941882,5.53106,5.53233496458,72,5.53106,0.0,36.7976,0.054525,32.6803,72,5.53239074487
1628.08312154,1628.08312154,-5.80671,0.148146417324,-24.1186320294,2615.63529559,1628.08312154,1852.2734089,912.392031395,194.316942403,0.954456,5.68007,5.68132928098,73,5.68007,0.0,37.038,0.0744266,32.9042,73,5.68141804067
442.660746194,442.660746194,-5.90443,0.143968438556,605.603893552,2768.01486157,442.660746194,2143.14057515,673.092639183,204.201848863,0.946547,5.77237,5.77333250776,74,5.77237,0.0,37.2209,0.0633073,33.1693,74,5.77340044255
2146.01900652,2146.01900652,-6.06392,0.148485348756,-82.251607556,2998.13140528,2146.01900652,1622.25174031,1241.28880926,193.217526242,0.9505,5.92791,5.92878132517,75,5.92791,0.0,37.5132,0.0773481,33.4479,75,5.92882394892
2245.11378738,2245.11378738,-6.23093,0.153524964653,151.197694843,3074.03674873,2245.11378738,1470.23527354,1134.80500667,207.180082095,0.961106,6.09202,6.09341418462,76,6.09202,0.0,37.7283,0.0833779,33.698,76,6.09346958437
1851.11095183,1851.11095183,-6.37569,0.152394172029,1330.83537381,3177.36468053,1851.11095183,2567.39521796,688.731044207,236.671512755,0.94812,6.23585,6.23705785616,77,6.23585,0.0,37.9576,0.0746036,33.9739,77,6.23712457845
870.407746178,870.407746178,-6.51092,0.151828311662,1052.24478919,2543.38625425,870.407746178,1761.60588726,518.122616703,207.804572387,0.936635,6.37148,6.37251069004,78,6.37148,0.0,38.1543,0.0705046,34.3154,78,6.37260157763
1935.81185747,1935.81185747,-6.64999,0.162042644487,1259.31823688,3447.93108077,1935.81185747,2648.3791924,798.017018101,256.987536354,0.938402,6.51001,6.51091311522,79,6.51001,0.0,38.3909,0.0921147,34.6183,79,6.51101321486
881.507309861,881.507309861,-6.7692,0.165206542557,297.593494594,2524.00924821,881.507309861,1251.58663733,598.994292641,200.215983863,0.945708,6.61833,6.61978237904,80,6.61833,0.0,38.6362,0.0975076,34.9079,80,6.61983143124
2253.1896375,2253.1896375,-6.96024,0.163948215434,725.696273743,3579.48624504,2253.1896375,2930.89806557,960.985167401,267.320485994,0.949375,6.81228,6.8132998259,81,6.81228,0.0,38.8861,0.0987078,35.1806,81,6.81334708127
2181.11990402,2181.11990402,-7.13153,0.163797006892,2975.94909047,3666.98878428,2181.11990402,3389.81283002,214.034008048,278.947242375,0.950917,6.9886,6.98981848655,82,6.9886,0.0,39.1427,0.0829175,35.439,82,6.98986598555
2107.59464599,2107.59464599,-7.29798,0.175045078568,9.99349699273,3819.18745505,2107.59464599,2351.18357934,1356.56943535,275.098088957,0.951265,7.15627,7.1575206658,83,7.15627,0.0,39.4027,0.119207,35.7733,83,7.15763691756
2279.9658377,2279.9658377,-7.4964,0.168766395442,1689.08911561,3925.67070694,2279.9658377,3443.21054547,608.252039753,290.058971446,0.952668,7.34375,7.34482098828,84,7.34375,0.0,39.6591,0.0988195,36.0645,84,7.34488560813
2430.45848338,2430.45848338,-7.66171,0.176097690218,1101.34050854,4217.49762997,2430.45848338,2729.9799574,1077.73487803,292.427765597,0.961229,7.50714,7.50858698571,85,7.50714,0.0,39.9312,0.114258,36.2994,85,7.50861403932
703.136582753,703.136582753,-7.82258,0.182287718203,513.084933699,3528.46658821,703.136582753,2785.67851851,908.113659677,276.728638496,0.947165,7.66794,7.66917299937,86,7.66794,0.0,40.1602,0.134349,36.5876,86,7.66923595273
2630.03829466,2630.03829466,-8.00617,0.171490161202,696.154302862,3046.03828008,2630.03829466,2250.99218406,853.521535641,230.169068619,0.954109,7.84876,7.8500895488,87,7.84876,0.0,40.3634,0.0975701,36.8025,87,7.85010642119
2437.31279474,2437.31279474,-8.20381,0.174655910091,3222.76768383,3545.63543305,2437.31279474,3433.91568231,98.9479951052,281.449939093,0.941095,8.04855,8.04984225275,88,8.04855,0.0,40.6066,0.102223,37.04,88,8.04990738431
2254.73469459,2254.73469459,-8.43426,0.187100271733,876.023986696,3596.53039644,2254.73469459,2258.34240833,987.054222892,249.414161926,0.939295,8.27376,8.27493568588,89,8.27376,0.0,40.8233,0.139526,37.3278,89,8.27503067419
2578.46874095,2578.46874095,-8.63008,0.190900249742,1439.1442565,3840.88211084,2578.46874095,3281.76254713,712.783905942,275.319674468,0.956918,8.46558,8.46711206771,90,8.46558,0.0,41.035,0.155099,37.6567,90,8.46715126355
2183.38873699,2183.38873699,-8.81342,0.177233036649,2583.61378168,3964.55927087,2183.38873699,3522.16462786,473.472803413,310.526989761,0.955633,8.64607,8.64715026415,91,8.64607,0.0,41.2809,0.0897343,37.872,91,8.64722024393
2485.87991077,2485.87991077,-8.9831,0.196223855613,1302.10078137,3655.93046243,2485.87991077,2339.10563742,852.299493196,296.08076311,0.949397,8.81234,8.81415999136,92,8.81234,0.0,41.4757,0.162146,38.0917,92,8.81419725393
1186.63073453,1186.63073453,-9.15936,0.192564093926,1144.92238039,3756.99665318,1186.63073453,2100.23074623,824.736006044,278.761566382,0.932557,8.98488,8.98560657069,93,8.98488,0.0,41.7266,0.144191,38.3437,93,8.985696452
2478.98770723,2478.98770723,-9.36632,0.195984413564,1358.22260362,3567.97837156,2478.98770723,2942.33614919,682.199647906,274.406014565,0.941662,9.19471,9.19684784352,94,9.19471,0.0,41.9499,0.14649,38.5827,94,9.19689714603
2256.34300637,2256.34300637,-9.56279,0.197995680434,1954.26937851,4287.7303158,2256.34300637,3929.26520824,661.551067737,336.591292135,0.952891,9.39195,9.39361016715,95,9.39195,0.0,42.2008,0.15589,38.833,95,9.39368105079
2550.99858449,2550.99858449,-9.73095,0.1961499698,3308.38129076,3748.28998071,2550.99858449,3502.37902259,138.404332061,276.35362482,0.946035,9.55787,9.55916029559,96,9.55787,0.0,42.4183,0.162777,39.1068,96,9.55917722424
2452.80577167,2452.80577167,-10.0264,0.189224348567,1289.46848416,3879.33383638,2452.80577167,2770.81834739,848.757782106,292.138155281,0.944259,9.86007,9.86116614414,97,9.86007,0.0,42.6426,0.124733,39.2779,97,9.86118785371
2327.1146243,2327.1146243,-10.1694,0.202287432608,3447.90087366,3676.73677304,2327.1146243,3561.54182431,73.267363572,282.932057831,0.958951,9.99486,9.99599599007,98,9.99486,0.0,42.8536,0.181497,39.5466,98,9.99602502302
2522.23978969,2522.23978969,-10.3787,0.206007380668,1521.74081745,3905.01631699,2522.23978969,3058.06076334,783.735077302,295.14033312,0.946042,10.2052,10.2070580011,99,10.2052,0.0,43.1107,0.187421,39.7768,99,10.2070890289
2249.14011715,2249.14011715,-10.5607,0.206425114066,1397.0992098,3748.36250903,2249.14011715,3067.50874071,877.484698101,290.04768509,0.941594,10.3851,10.3866204496,100,10.3851,0.0,43.3297,0.196126,40.0203,100,10.386687498
2374.42860261,2374.42860261,-10.6765,0.203853139659,2847.23091039,3664.23476908,2374.42860261,3394.64277738,269.67670086,276.402950675,0.947565,10.5029,10.5044983174,101,10.5029,0.0,43.6036,0.181099,40.2614,101,10.5045712651
2628.34301517,2628.34301517,-10.9496,0.208946659129,3221.18139388,4300.92940614,2628.34301517,4066.48862857,296.275458634,328.554625349,0.953112,10.7779,10.7791034308,102,10.778,0.0,43.8006,0.186531,40.5204,102,10.7792060467
2748.40949194,2748.40949194,-11.2188,0.211964373479,3375.5758754,3686.15018342,2748.40949194,3555.81042092,78.9426079855,278.900154487,0.95252,11.0428,11.044294273,103,11.0428,0.0,44.0141,0.214437,40.7547,103,11.0443055026
2609.62814935,2609.62814935,-11.4029,0.22186064479,1190.82580304,3666.97624147,2609.62814935,2470.72479889,913.869505908,269.167029627,0.945893,11.2198,11.2217634288,104,11.2198,0.0,44.2335,0.239901,41.006,104,11.221811923
2656.78010987,2656.78010987,-11.5623,0.212341879897,781.324949672,1826.88446825,2656.78010987,1244.17659302,382.66391604,242.702187801,0.944799,11.3757,11.3771598035,105,11.3757,0.0,44.4627,0.196574,41.2479,105,11.3772181121
2817.08973135,2817.08973135,-11.7692,0.214553943055,343.640100569,3582.6014076,2817.08973135,2050.08350347,1195.56966023,274.155164152,0.952676,11.5791,11.5809351089,106,11.5791,0.0,44.6724,0.221793,41.4383,106,11.5809772184
2607.62770033,2607.62770033,-12.032,0.218915815076,464.399939243,3829.52446543,2607.62770033,2133.7681039,1147.25066774,286.453074521,0.954464,11.8455,11.8462951724,107,11.8455,0.0,44.8676,0.200584,41.6357,107,11.8463462322
2709.08129431,2709.08129431,-12.1773,0.219969570687,452.743440911,3765.62195385,2709.08129431,2140.96727815,1175.83386194,252.509380477,0.950647,11.9918,11.9929037369,108,11.9918,0.0,45.1103,0.219546,41.899,108,11.9929789042
1229.03402981,1229.03402981,-12.3515,0.211387344637,324.348696528,4144.26518857,1229.03402981,2377.82157474,1260.87354671,312.386260784,0.95125,12.1625,12.1646430237,109,12.1625,0.0,45.3186,0.15879,42.1197,109,12.1646673287
2763.81652544,2763.81652544,-12.5436,0.231846757402,583.471614655,3967.58210043,2763.81652544,3054.75971544,1208.54753797,324.865556216,0.966553,12.3463,12.3480414404,110,12.3463,0.0,45.5369,0.256582,42.3086,110,12.3480954395
2787.6121493,2787.6121493,-12.7782,0.222222539786,4169.50072701,4466.81139744,2787.6121493,4350.74084745,98.0920752882,333.746328098,0.964496,12.5862,12.5878665321,111,12.5862,0.0,45.6704,0.224339,42.4957,111,12.587923846
1797.26956463,1797.26956463,-12.941,0.225066381855,1678.68782109,4036.32414471,1797.26956463,3162.45531084,813.571021421,330.164969295,0.953848,12.7458,12.7469629497,112,12.7458,0.0,45.8394,0.217867,42.7067,112,12.7469860971
2579.05727335,2579.05727335,-13.1626,0.237349674272,3648.87044299,3999.88323708,2579.05727335,3867.67690817,101.002190756,309.361485051,0.966587,12.9721,12.9745451343,113,12.9721,0.0,46.0095,0.301434,42.973,113,12.9745782111
2720.65897318,2720.65897318,-13.3268,0.226310720111,2058.07605505,4046.23389133,2720.65897318,3560.82249687,534.524555659,322.132294141,0.956891,13.1364,13.1373769609,114,13.1364,0.0,46.2351,0.230865,43.1459,114,13.1374126479
2813.61362004,2813.61362004,-13.5697,0.244934047465,3983.01951933,4244.72836828,2813.61362004,4111.46415611,80.9225185893,336.458589277,0.952425,13.3731,13.3748477309,115,13.3731,0.0,46.5195,0.350393,43.3533,115,13.37492971
2663.65658231,2663.65658231,-13.7699,0.22924857665,1386.90870845,4124.05910227,2663.65658231,3554.15270724,917.989470898,310.407022022,0.961066,13.5745,13.576766577,116,13.5745,0.0,46.7176,0.283011,43.5629,116,13.5768236761
2110.14179664,2110.14179664,-13.9599,0.230692646955,-227.569258985,3973.0754973,2110.14179664,1875.40432598,1428.68989186,262.021584013,0.951443,13.7667,13.7679668786,117,13.7667,0.0,46.9044,0.269402,43.8313,117,13.7680351869
1462.14003615,1462.14003615,-14.0982,0.229356544413,2901.73680435,4464.42680114,1462.14003615,4100.8556567,409.901816892,340.755036227,0.954546,13.9099,13.9111580408,118,13.9099,0.0,47.1026,0.273917,44.014,118,13.9111945994
2627.32649422,2627.32649422,-14.327,0.252035319223,3798.70882912,4078.49164708,2627.32649422,3932.39468179,85.8204319469,307.945415181,0.955185,14.1328,14.1348399976,119,14.1328,0.0,47.2202,0.396161,44.2541,119,14.1348844602
2794.46813255,2794.46813255,-14.4568,0.243579832828,3988.08253119,4350.25306112,2794.46813255,4182.32163961,122.45149362,329.450524503,0.957108,14.2537,14.2554404079,120,14.2537,0.0,47.4338,0.322119,44.485,120,14.2555009703
2660.16653379,2660.16653379,-14.7,0.224740566063,272.137022313,4112.35035526,2660.16653379,3492.50356934,1129.73482481,297.247525702,0.947886,14.4947,14.4958716234,121,14.4947,0.0,47.6685,0.216845,44.6547,121,14.4959171438
2878.8327856,2878.8327856,-14.929,0.239767689692,1894.5676092,4189.06867967,2878.8327856,3745.28261479,653.239968155,305.726777946,0.955008,14.7303,14.7322336861,122,14.7303,0.0,47.8678,0.290398,44.8559,122,14.7322558342
