AverageDiscountedReturn,AverageAbsQYDiff,QFunRegParamNorm,AverageAbsY,StdReturn,MinReturn,MaxReturn,PolicyRegParamNorm,AverageEsReturn,AverageQ,AverageReturn,AverageQLoss,AverageY,Epoch,StdEsReturn,MinEsReturn,AverageAction,MaxEsReturn,AverageAbsQ,Iteration,AveragePolicySurr
56.1515834192,0.0711831486444,41.9666,2.36302305894,1.26796692707,100.296894211,106.579866131,29.7048,67.7481543365,2.3621,103.525945282,0.0187505,2.3624919558,43,31.9992154628,10.4015811434,0.470965,119.729560637,2.36295,43,-2.65663
50.7600298508,0.098779597506,42.5585,2.67703400544,1.12230041067,83.5619982728,89.0969844948,31.6544,78.1894975251,2.67578,86.500231675,0.0335461,2.67647803121,44,51.655831986,12.2868760044,0.388466,205.540246044,2.67688,44,-2.98024
68.7365525421,0.10653864739,43.0802,2.93837481523,1.23196643808,150.736712273,155.842250187,33.4667,78.9716302802,2.93709,153.701916046,0.0415931,2.93787154573,45,43.8647865775,27.7689222893,0.346586,182.901349581,2.93799,45,-3.21991
64.415148159,0.104948433258,43.6355,3.14236140219,1.53571882612,124.754938709,131.720658718,35.6566,175.560811533,3.14116,128.617903242,0.0426898,3.14187553856,46,65.3967915062,61.9450533405,0.339859,246.089486521,3.14246,46,-3.42815
103.609300858,0.104761101617,44.1964,3.34995904995,6.19957425923,329.031145683,356.173885077,37.6838,222.061012385,3.34888,345.484698474,0.0455377,3.34956260133,47,99.0955485595,107.975218391,0.21949,352.746499533,3.35065,47,-3.61096
109.37097239,0.108248395735,44.7462,3.51445252469,0.725968321323,1032.52495105,1034.94228739,39.4177,155.596629445,3.51333,1033.40720395,0.0451235,3.51399269378,48,146.835033652,21.5193915417,0.196364,388.363558764,3.51539,48,-3.75717
111.330935934,0.116152298211,45.2349,3.68905763297,174.095234092,168.030743441,1037.58460586,41.4523,147.105474283,3.68776,237.323664119,0.0524673,3.68865947935,49,123.386416373,6.38662777648,0.640382,476.952588704,3.69011,49,-3.96081
103.337237732,0.123110200411,45.7432,3.86627504667,3.62182845665,1003.7706482,1015.74733032,43.3349,189.75064397,3.86498,1010.88600979,0.0598229,3.86591257928,50,117.344352659,19.7919534632,0.72611,339.220778377,3.86738,50,-4.19128
103.334611001,0.1250062568,46.29,4.06902503012,193.631703747,101.051304257,704.514453194,44.6073,209.39557969,4.06798,365.222454707,0.0561069,4.06865880668,51,137.13996341,9.34991151281,0.770148,367.539217941,4.07106,51,-4.37374
107.463499829,0.130314042586,46.8045,4.28621304992,1.15285891664,1038.75808482,1042.52449223,45.9316,216.081873442,4.28456,1040.65051439,0.0669388,4.28581243404,52,96.9614167374,33.1638111959,0.851852,365.419325517,4.28842,52,-4.56905
120.514705667,0.126827211159,47.3264,4.45104935246,34.5783350497,208.8317641,347.145112089,47.0092,298.610561835,4.44923,276.933034561,0.0637726,4.45058015372,53,95.3010591109,172.390226692,0.909056,457.190649449,4.45391,53,-4.71169
118.889445764,0.132670747987,47.807,4.60140607884,82.017270932,204.311048452,508.151659226,48.0044,203.388147365,4.60056,349.165542805,0.074633,4.60100254042,54,90.6361572504,100.386896945,0.915574,341.970184038,4.60446,54,-4.87447
106.517098874,0.141583719973,48.3029,4.76599364781,35.6865008781,86.5253741903,194.263146272,49.0477,173.540273187,4.76449,165.994094372,0.0868517,4.76547991529,55,33.8035466619,77.1738766553,0.945978,203.784780285,4.76919,55,-5.01751
119.811276663,0.138514122985,48.8129,4.90693521839,5.70496369843,194.483384237,218.32478118,50.0312,166.710965842,4.90548,206.025118425,0.0800319,4.90635463639,56,55.3163500468,17.2082632829,0.947344,212.616848024,4.91008,56,-5.15453
110.223925969,0.137655520673,49.2441,5.03623921927,9.14006174402,90.5875197518,183.094364329,50.7742,163.860284019,5.03493,173.689864483,0.0763511,5.03568079385,57,52.7098463548,59.0499684658,0.979725,220.324558808,5.04025,57,-5.27692
112.784937417,0.143605727064,49.7926,5.18630099881,5.81696881593,170.905402687,195.794796846,51.8409,171.648350899,5.18474,181.663159598,0.0922908,5.18576991564,58,29.0707846315,121.331863407,0.959473,203.45871998,5.19062,58,-5.43735
107.735334575,0.148031200667,50.2868,5.31699344656,31.2932323885,86.5901807448,191.082740275,52.6192,153.474701807,5.31583,168.950854164,0.0998175,5.31659961669,59,47.5397485209,64.603759858,0.961304,198.640409859,5.32102,59,-5.57183
112.665937128,0.142071383654,50.7411,5.4617328644,5.8362685975,166.232208496,191.088662852,53.4681,128.316046585,5.46003,178.674834299,0.0905056,5.46129814508,60,50.1238564129,51.2724236603,0.978476,187.033695376,5.46548,60,-5.71819
107.375553711,0.149312018984,51.1966,5.61952287,6.42794652327,133.589496957,178.41341841,54.3168,158.035884472,5.6176,166.867811359,0.0974263,5.61915177059,61,27.5075494266,99.5145713266,0.976211,188.677332602,5.62359,61,-5.87414
108.05617214,0.166136637377,51.6826,5.75248469883,36.8024247984,120.121374955,262.258962736,55.0359,167.493909532,5.75062,171.032116142,0.115949,5.75206717787,62,34.6934970259,94.8789530575,0.963094,229.370205081,5.75555,62,-6.02678
102.253545262,0.153647335783,52.1202,5.90737682815,41.9235161726,101.609832523,235.027114934,55.665,144.61501688,5.90629,158.586533038,0.113837,5.90702674411,63,32.4763668649,87.1197532288,0.947732,188.532632819,5.91137,63,-6.19376
109.474131975,0.173549079434,52.6706,6.06224851429,35.7019178051,115.921911483,259.003047416,56.38,206.088096886,6.06062,176.889985667,0.135992,6.06186753265,64,79.8270858019,26.069678655,0.97001,280.458508022,6.06727,64,-6.3492
120.191692962,0.17122117,53.2185,6.23264564305,85.909280701,84.9652448108,387.348755389,56.8299,163.415705082,6.23005,212.47607348,0.132516,6.2321574893,65,64.8171760486,5.49493199957,0.968226,255.278607734,6.23599,65,-6.50744
97.668896312,0.170409219664,53.6261,6.39248881846,40.5710861102,64.4868551537,264.337276248,57.493,121.788681109,6.39013,149.425388696,0.13373,6.39184576037,66,61.9983145901,64.4828518784,0.967383,294.952619206,6.39732,66,-6.68398
94.4860052596,0.174589305785,54.0482,6.56332544842,43.2986851856,76.7163603852,268.604318761,58.0876,151.823319253,6.56141,140.573412341,0.136521,6.5626808576,67,70.9520517538,60.7644008274,0.969133,284.303372648,6.56748,67,-6.86285
94.0242431144,0.187622246336,54.525,6.71318860081,40.5740452114,79.7281927014,249.486410491,58.8166,150.987535533,6.71133,140.023725483,0.160374,6.71241882663,68,42.743015363,75.176963574,0.973137,209.769337846,6.71808,68,-7.01875
97.8494213511,0.188538585023,54.9423,6.88720986978,19.0059343484,101.570991035,212.184251359,59.7941,125.25336556,6.88456,143.87476273,0.15511,6.88643607717,69,36.056782133,76.6521369443,0.973892,188.55805476,6.89096,69,-7.21432
125.349582271,0.196316510006,55.3571,7.07445922474,18.663238219,165.631125063,254.940354539,60.6736,172.001698189,7.07153,209.058689018,0.16869,7.07379147832,70,49.4030019366,106.450041208,0.96866,287.88966083,7.07851,70,-7.42561
122.504221564,0.203815544533,55.803,7.24092363544,14.647258253,159.362823629,258.261221287,61.4334,164.866559772,7.238,200.947921818,0.173845,7.24015246103,71,93.5961591221,11.5879939336,0.977532,340.832343894,7.24475,71,-7.60551
11.8059073924,0.202722936239,56.209,7.45014919069,0.350906861004,11.2483271937,14.915336467,61.9489,231.282785523,7.44729,12.7145302129,0.1803,7.44897128201,72,129.78062256,7.46518323959,0.999333,414.302069973,7.45515,72,-7.89406
158.983175293,0.208441017847,56.6648,7.69674477839,274.747014889,301.653444837,1555.91465245,62.5268,140.111015684,7.69444,514.083814688,0.178783,7.69618202484,73,123.593512035,8.90521144968,0.966392,363.029139817,7.70172,73,-8.15942
143.483854326,0.212115253378,57.0529,7.94853293401,83.4822978605,163.961428169,597.629690218,63.3392,217.698930306,7.94616,298.388021611,0.1947,7.94750578253,74,171.802529523,14.1787548884,0.952297,512.431046117,7.95403,74,-8.37258
174.858500372,0.227275628815,57.4744,8.13468330072,112.155037885,280.919840249,769.281272649,63.7583,133.151007688,8.13238,434.37991283,0.22686,8.13413177608,75,159.658666437,10.5782440304,0.966628,438.399121169,8.13948,75,-8.54889
157.9884012,0.220054466815,57.9612,8.31919359251,91.5639511786,212.584331103,625.102129487,64.379,181.504894073,8.31665,356.178355499,0.221268,8.31815975869,76,128.732537889,14.1059212402,0.969226,386.321558058,8.32495,76,-8.76056
163.011721637,0.222645577421,58.3687,8.52194114159,143.544814547,284.637421368,904.189455186,64.9808,142.056930094,8.5196,416.701543219,0.217405,8.52131779022,77,112.187822301,13.3016340699,0.970867,332.733751772,8.52711,77,-8.9256
148.962257275,0.23246211233,58.8081,8.67358043512,34.2529386088,251.5167337,442.135711219,65.7637,253.072978106,8.671,303.945230391,0.240507,8.67280560676,78,117.411353875,46.5646376331,0.963451,424.292389246,8.6797,78,-9.05023
146.73270953,0.230280147062,59.2298,8.79180829864,32.5329032663,266.032208951,423.558869894,66.3276,180.921254503,8.78921,312.730444387,0.231089,8.79111788384,79,147.725513828,13.168343014,0.961311,411.791766425,8.79689,79,-9.19094
142.95972061,0.232543568156,59.6867,8.93439123161,58.7071970639,137.602409258,371.061844929,67.0312,264.090905109,8.93258,297.209234231,0.220583,8.93364313838,80,149.285199519,8.1718047246,0.971773,461.714419383,8.94142,80,-9.3061
89.2527053861,0.247189677247,60.1434,9.06697749634,49.2924845976,80.6463536451,256.077230326,67.3861,194.201926922,9.06357,132.398083322,0.270582,9.066274832,81,125.884393256,7.87855913609,0.970332,326.84916836,9.0725,81,-9.4108
127.299480279,0.249246459601,60.6202,9.18905755764,41.573799116,161.510501682,330.92522209,68.3566,126.519754732,9.18688,225.941971733,0.290895,9.18829252429,82,77.5821138975,7.62500555107,0.974041,299.646802756,9.19406,82,-9.53896
138.156338649,0.253704244697,61.0363,9.29210004743,43.2446645174,164.071796986,349.636566514,68.6398,268.237301979,9.28955,251.963363256,0.290825,9.29135291566,83,74.5312234315,79.1984842064,0.972613,341.661805075,9.29657,83,-9.63834
137.956984913,0.26166983938,61.4993,9.38945553607,21.1611040257,189.995258543,279.794561815,69.2456,141.580122424,9.38704,243.827109256,0.334887,9.3888551735,84,83.8589321136,9.16947520661,0.99059,283.113358517,9.39472,84,-9.75644
129.767451648,0.25912582391,61.9968,9.48506804006,17.1795742316,176.373878353,270.803498397,69.6095,185.360579033,9.4826,222.745889141,0.318059,9.48425552773,85,76.7930834072,12.6907322803,0.979789,292.297530491,9.49137,85,-9.8567
143.274107465,0.260242552805,62.3947,9.5918470053,94.2670211195,98.381614431,613.334316073,70.1726,215.991378027,9.58889,288.470167249,0.31228,9.59139796548,86,106.224855769,6.55714087297,0.984962,317.46804711,9.60007,86,-9.94637
157.144297499,0.255626232345,62.776,9.732194565,57.5789881683,152.52063955,492.978193242,70.7238,161.141855007,9.73007,318.687921716,0.309398,9.73168464777,87,114.897381164,11.2363054231,0.985611,458.203049849,9.73984,87,-10.0855
172.844079145,0.256686022199,63.1375,9.82164895789,170.450075562,254.205625216,1167.98392648,71.4153,235.388512489,9.81893,447.974962877,0.313101,9.82131985717,88,117.066276781,85.170397993,0.979162,421.365974554,9.82903,88,-10.167
159.111257335,0.263502429444,63.5336,9.91660105083,55.3058252919,184.328683992,525.88531425,72.0324,197.642372069,9.91521,328.125863087,0.30258,9.91628152425,89,122.290448064,24.750437677,0.982613,441.611873319,9.92348,89,-10.2863
159.838780997,0.274239462186,63.981,10.0608358149,72.4709248043,119.519040365,623.703441199,72.9291,180.239262277,10.0591,324.025807047,0.355916,10.060427039,90,103.625929982,48.8045978623,0.985681,312.098522618,10.069,90,-10.4289
167.522891528,0.272395626495,64.3292,10.2099122925,32.290380184,233.754348306,399.517961908,73.0948,199.321118756,10.2072,326.431575008,0.333425,10.2095173368,91,131.653236598,9.31529161678,0.985356,444.15211225,10.2178,91,-10.5921
187.619974148,0.283153265694,64.8053,10.323036737,180.247029132,349.213853678,1559.39922707,73.6337,164.824640257,10.32,467.271355549,0.388174,10.3226550025,92,124.956048837,26.677333788,0.984812,370.761561228,10.3288,92,-10.7077
165.672259455,0.284499077462,65.161,10.5108554645,71.6473202121,236.39741687,492.271335392,74.0408,206.360914169,10.5086,345.174426369,0.372043,10.5105753102,93,135.463087823,14.2541458503,0.985059,407.637733341,10.5174,93,-10.9046
144.530363605,0.283519160664,65.4974,10.6382609273,99.0185551032,182.776269172,555.671642637,74.4759,296.617268256,10.6361,273.958872296,0.385493,10.6379828069,94,104.048221097,141.047232985,0.979771,398.066362483,10.6465,94,-11.0533
223.938317839,0.296984098275,65.9461,10.8157497045,524.398130102,493.90984484,2691.79418377,74.943,247.41911698,10.8132,913.314600065,0.432395,10.815423409,95,157.846417063,9.81861569377,0.977179,515.377894273,10.823,95,-11.232
213.73424614,0.292195192221,66.3848,10.9756742992,439.295908134,496.146669125,2725.5923502,75.4274,288.382802245,10.9738,877.839773799,0.407719,10.975301858,96,182.381888062,47.6005250312,0.977869,654.186238763,10.9827,96,-11.3792
216.696042066,0.296247675377,66.7699,11.1214416305,145.518716614,492.639715256,1073.74392119,75.9843,313.74989675,11.119,835.682371726,0.394147,11.1210915642,97,170.085016825,41.2962679938,0.980597,607.029148644,11.1286,97,-11.5184
175.705751703,0.311088932947,67.1753,11.238991584,300.24737261,220.243128939,1594.79359417,76.5029,253.921245528,11.2362,495.53447789,0.452597,11.2387847347,98,163.786919213,48.2001078423,0.981173,432.566405413,11.2466,98,-11.6456
180.046999919,0.328831741784,67.5631,11.4086014957,705.023640949,163.784022506,2951.23663695,77.0765,209.57693264,11.4061,876.297074595,0.496165,11.4083037453,99,217.577080973,6.8955650337,0.981371,731.672824916,11.4158,99,-11.8258
183.691978664,0.303354511082,67.9346,11.578828948,109.20617963,166.312142977,795.343553574,77.3436,440.673481141,11.5772,427.001302391,0.418737,11.5785217854,100,271.723777944,154.535858577,0.984492,992.374618737,11.5874,100,-11.9891
195.669412045,0.318655753948,68.3415,11.7515948439,797.143817487,267.045310559,2508.25127137,77.7075,242.056993361,11.7492,1344.14962917,0.472361,11.7512771194,101,279.024273658,10.9319622922,0.974159,717.852004678,11.7593,101,-12.1621
175.00770823,0.342393221414,68.7204,11.8578263428,153.51843563,324.880433682,940.349688117,78.1708,286.708882384,11.8539,461.448040448,0.566473,11.8573502446,102,242.380371039,10.0926971857,0.97284,710.818346638,11.8661,102,-12.2624
176.522319914,0.316549645949,69.0409,12.0420443665,111.229472194,325.164798382,806.08022052,78.5356,239.377180684,12.0397,437.031732011,0.445387,12.0416591855,103,140.816878718,7.26513680513,0.975023,484.738797494,12.0504,103,-12.4301
160.451525153,0.327166705502,69.3887,12.1155159976,8.03256020922,319.446553938,371.333671485,78.9841,331.471476602,12.1132,332.427374117,0.495959,12.1151852192,104,147.436603264,145.719767127,0.980506,637.090713183,12.124,104,-12.4743
161.998832448,0.324181746766,69.7693,12.1944834619,12.0245370275,310.909033446,370.525799978,79.4046,286.175120622,12.1914,334.7656963,0.495957,12.1941305826,105,103.033997619,34.3179937344,0.980631,379.786112296,12.2034,105,-12.5562
161.625265759,0.317409276256,70.0939,12.3129728268,36.1873691262,324.441189123,505.084106545,79.8833,281.792499233,12.3108,378.283664502,0.44313,12.3126939404,106,110.058308653,110.816359935,0.975457,410.65875281,12.3233,106,-12.6673
164.536555411,0.349198385099,70.4092,12.3760147971,30.9897894147,292.144936554,433.197495357,80.3728,263.444334643,12.3741,348.175753341,0.542471,12.3757191307,107,131.486607045,67.4491392788,0.979033,431.537061454,12.3871,107,-12.7508
158.812271938,0.327118594166,70.689,12.4917663815,9.63292093652,342.853879525,384.964089472,80.913,293.535681242,12.4881,359.685501482,0.516065,12.4913609085,108,121.195431172,83.6085158071,0.969494,452.781905079,12.4973,108,-12.851
159.51668446,0.350919597652,71.1193,12.5600340132,15.9409120937,244.618231262,361.382360926,81.4893,281.794858245,12.5581,334.861942715,0.592414,12.5594490062,109,107.875968003,72.6339223287,0.970639,416.287972833,12.5691,109,-12.9309
169.886334261,0.340216862051,71.4442,12.6861723567,60.9991535648,253.272425239,554.579198155,82.0184,160.49100719,12.683,369.505092683,0.577311,12.6853816499,110,122.175265535,8.85209045465,0.973007,319.82375342,12.6941,110,-13.0698
140.877335202,0.346328170449,71.7839,12.8026324248,79.5335043711,55.9466704177,471.667652297,82.5256,212.619028783,12.7999,257.645535205,0.538595,12.8015919971,111,152.577226086,11.2353678057,0.987207,541.919576703,12.8127,111,-13.209
172.903197959,0.351668299521,72.1742,12.9483113514,69.2824489618,262.805651569,503.050690703,83.0385,225.901866844,12.9461,363.151536186,0.572827,12.9477258617,112,124.443004837,6.61167491475,0.98487,358.797239524,12.9578,112,-13.3603
154.106793177,0.370250970815,72.4161,13.0878742775,73.822825935,59.3973042262,336.13938448,83.4172,232.692537848,13.0845,294.864498046,0.715073,13.0874848133,113,129.912347003,42.4179575679,0.987141,472.243901684,13.0957,113,-13.4899
157.675276947,0.361645285946,72.7604,13.212176495,11.1437267051,285.567733432,330.567327542,83.9364,276.645284185,13.2097,305.393446208,0.62429,13.2117593157,114,59.7853604382,115.035037821,0.988845,327.895359568,13.2196,114,-13.6144
166.209038211,0.358444092719,73.0605,13.3178163926,9.16985707274,308.124847099,351.440086491,84.3517,277.875218779,13.3152,332.060809798,0.608919,13.3174770205,115,125.275327827,3.55735895528,0.987583,465.170961207,13.3272,115,-13.7311
152.122194078,0.373347073355,73.3562,13.417847708,15.4744037284,261.002868864,336.107762432,84.782,249.409491627,13.4153,283.529554347,0.653986,13.4171594269,116,104.663865912,22.4574918056,0.986723,369.513178753,13.4277,116,-13.8566
148.108871391,0.376418214328,73.6617,13.6411557011,44.0564218997,46.6727666329,313.324023308,85.0369,178.790396199,13.638,271.224040461,0.716729,13.6403668286,117,131.969342318,8.25912513509,0.988055,370.279230536,13.6492,117,-14.0671
154.24208592,0.383301960702,74.0356,13.7169255613,30.2408998887,160.42349224,328.471914856,85.6809,221.125515833,13.7129,287.591048293,0.725696,13.7160079205,118,99.1620349831,28.106274813,0.989172,313.862423558,13.7251,118,-14.1241
170.939646988,0.363237969667,74.3767,13.8164085744,69.1812073832,279.375028038,542.748772444,86.3006,260.44554664,13.8135,357.208211137,0.664205,13.8158705191,119,89.5045833308,55.135157383,0.988728,351.662651568,13.829,119,-14.2049
161.214085897,0.372502033428,74.6672,13.9392579512,10.1718861656,289.184063967,332.522879378,86.5732,284.245023105,13.9364,316.468841038,0.679443,13.9383164809,120,115.850904723,93.5902067882,0.991659,506.78771771,13.9498,120,-14.3441
116.399447744,0.358393596522,74.9367,14.1306509082,116.933914016,40.8991755906,342.928180466,87.1202,258.550080544,14.1265,209.223710184,0.597437,14.1296009046,121,164.898990614,40.0110263536,0.99344,531.142139982,14.1396,121,-14.5138
201.998411486,0.386281484671,75.3031,14.1763978535,85.7108805897,305.087744001,630.084825674,87.2825,259.754269327,14.1729,492.058113316,0.706065,14.1751248872,122,136.4778222,57.9657482735,0.992108,438.370059076,14.188,122,-14.5645
