AverageAbsQYDiff,PolicyRegParamNorm,AverageY,QFunRegParamNorm,AverageReturn,AverageDiscountedReturn,MinReturn,AverageQ,MinEsReturn,AverageAbsQ,StdEsReturn,MaxEsReturn,AveragePolicySurr,Iteration,AverageAction,AverageEsReturn,MaxReturn,AverageAbsY,Epoch,StdReturn,AverageQLoss
0.070112645752,20.4512,2.00470407829,17.0411,174.727508488,112.149395227,171.623651237,2.00406,42.6395157604,2.00608,41.6610719811,199.747374946,-2.22472,24,0.732612,157.767819291,177.954372616,2.00515766174,24,1.56723015648,0.0229791
0.0759593639718,20.9117,2.15016800789,17.5508,177.323745769,113.207596469,172.128721675,2.14964,12.4513301422,2.15149,64.9676946387,194.60512724,-2.36773,25,0.692747,132.788953525,182.85826045,2.15070850938,25,2.43073312353,0.0282365
0.0812116339396,21.3014,2.30560913046,18.1263,173.960833564,112.054883125,169.523198436,2.30503,50.616642677,2.30733,46.2678898733,205.899766345,-2.54377,26,0.690042,162.684240066,179.435564963,2.30624697032,26,2.22267224495,0.0324372
0.0804462130073,21.9553,2.47711828809,18.6268,170.271624182,110.509830289,167.061312843,2.47643,23.152135848,2.47852,60.9972397255,207.099612004,-2.70985,27,0.631712,137.676943999,175.495505187,2.47772490368,27,1.56322439258,0.0321989
0.0826074894743,22.6869,2.62709080741,19.127,175.025875429,112.410395837,170.828184052,2.6267,83.9955219348,2.62898,37.3557418272,200.050620126,-2.88816,28,0.539057,156.381034284,177.503233072,2.62759163102,28,1.52265955411,0.033188
0.0894747332604,23.2874,2.80591459213,19.6416,177.375321391,113.699066997,172.166172582,2.80508,16.666907685,2.8074,67.0533112644,209.17791073,-3.04691,29,0.588102,138.585682697,181.087539706,2.80649487319,29,1.89594616565,0.0391092
0.0918248152861,23.8469,2.94647716541,20.1865,172.932827706,111.789764757,164.305451714,2.94605,9.49196528622,2.94838,59.7962037633,201.791123373,-3.18256,30,0.514824,137.678606624,178.88248583,2.94693328295,30,3.77043526918,0.0420446
0.0965905002984,24.416,3.07240101447,20.7159,179.165350732,114.175667521,170.051061566,3.0715,88.5724295436,3.07381,37.4357868437,202.428065355,-3.31266,31,0.504761,158.477840106,185.05384194,3.07291982594,31,4.1706818767,0.0450337
0.0983060254008,24.9764,3.24907195863,21.1675,181.613776224,114.968566047,169.317512991,3.24828,43.6000034492,3.25063,38.9934382814,199.017431015,-3.48052,32,0.628019,167.660708709,187.31596374,3.24968779745,32,3.27490679325,0.0483773
0.102814127714,25.4582,3.37208353227,21.6385,164.726071094,107.458176849,45.3402663448,3.37132,56.8206359543,3.37401,45.6540155912,208.059784267,-3.60363,33,0.537251,157.659455815,184.367725972,3.37279477446,33,20.6699590918,0.056847
0.104630433731,25.9564,3.508402805,22.156,174.750818398,111.888925174,48.5757963493,3.50746,7.7301335405,3.5103,69.116143191,204.128707698,-3.75369,34,0.606508,120.959284422,189.84252028,3.5088899603,34,18.3059496411,0.0558899
0.10783317258,26.4014,3.65817609899,22.6244,159.766175397,105.845382676,139.767055173,3.65735,28.6125937067,3.66011,53.796193749,200.64712937,-3.90599,35,0.584535,139.363205019,171.86278816,3.65864709529,35,7.81996707899,0.0587815
0.109211358787,26.8021,3.80142098442,23.0684,163.64750963,107.24016177,149.142626211,3.80084,24.4548484779,3.80385,55.5982790719,190.737193565,-4.05821,36,0.587883,132.246573458,182.439778195,3.80197041361,36,8.15621327968,0.0628179
0.105884516582,27.2088,3.93793522229,23.4697,181.589555562,114.753194821,165.576600523,3.93722,21.4369568506,3.94061,63.2614296197,235.80953467,-4.19065,37,0.574719,144.328498659,191.385144862,3.9384934908,37,5.01587279978,0.0560089
0.118158412404,27.4937,4.11090965628,23.933,182.912939349,115.060482848,170.312691711,4.1102,9.08619545457,4.11345,72.302143951,232.489473364,-4.37582,38,0.656829,151.779120353,192.988492939,4.11153122083,38,5.40485017153,0.075553
0.118231639117,27.8925,4.25471584939,24.4013,171.530370808,110.779344263,149.363076618,4.25347,42.6091059541,4.25738,55.941276188,191.42298582,-4.5137,39,0.656732,137.073932552,184.85306889,4.25560949266,39,7.59063760597,0.0740531
0.124708188411,28.2123,4.41308131729,24.8291,182.970536943,115.43889813,175.891069754,4.4127,78.8414062901,4.41679,41.8330852527,224.197185087,-4.68589,40,0.695798,171.713142332,187.216923613,4.41429306203,40,2.23911656046,0.0823865
0.131733517848,28.5056,4.55716274265,25.2411,183.328294913,115.53254957,177.97005794,4.55633,54.2053859378,4.56061,53.1131099285,197.315389128,-4.82349,41,0.669534,142.534103143,187.526924073,4.55808798219,41,1.98408383171,0.0939099
0.125621153354,28.8405,4.71938685908,25.6187,183.61392245,115.712197149,178.900424559,4.71832,10.9728347569,4.72325,69.2047992346,195.584123834,-4.9981,42,0.697647,114.921891122,186.48857189,4.72056466767,42,1.51595613361,0.0825784
0.138755381208,29.1913,4.88232819265,26.0046,183.395911945,116.020229883,163.310205155,4.88166,58.2646964058,4.88653,42.0080574091,193.828484654,-5.16108,43,0.703959,159.029431163,191.743167972,4.88355885421,43,5.84685933598,0.107234
0.1396587204,29.4975,5.02730825368,26.3788,190.273473111,119.325452329,175.602687283,5.02599,10.6863608678,5.03066,74.2403661668,220.847331901,-5.30658,44,0.750567,131.428796382,204.086956381,5.02798460396,44,6.53716853371,0.108891
0.135510264123,29.8848,5.19061328747,26.7768,183.482209657,116.193040183,170.078086564,5.18969,75.4705272277,5.19422,38.5944582588,208.932575728,-5.47463,45,0.816785,167.567833463,190.888947649,5.19160728646,45,4.4062459126,0.100032
0.150375557134,30.1016,5.31628092262,27.1431,162.331068839,107.276724975,138.05598591,5.31537,19.7352857047,5.32044,48.5408546898,219.146335973,-5.58176,46,0.764029,163.253393866,185.024152816,5.31734397625,46,14.7836496884,0.119845
0.142849987926,30.375,5.46024718841,27.449,180.394296803,114.673904194,174.069229692,5.45915,17.8367420506,5.46478,54.5809733927,196.541401512,-5.72959,47,0.834481,147.391443506,185.536423073,5.46145619852,47,3.27305016589,0.110215
0.144349166495,30.6755,5.60796141207,27.7991,191.242339531,118.560855205,188.232745959,5.60754,23.6814398464,5.61294,61.6011625284,198.626827106,-5.88103,48,0.800231,130.811834404,194.191615409,5.60935655131,48,1.37706192641,0.113622
0.155351190542,31.0716,5.7211028174,28.181,185.615123663,116.85664112,182.121163998,5.71971,73.4521454567,5.72607,46.2423127448,196.774904278,-6.02064,49,0.806668,159.465971407,188.998553282,5.72297580244,49,1.51466676804,0.136739
0.158852358556,31.3498,5.91456675855,28.5305,186.278504184,117.081285582,182.545011851,5.91363,27.0396220783,5.919,63.9401235741,199.743294493,-6.21438,50,0.801715,138.635873881,188.703171098,5.91553874793,50,1.16026327331,0.147571
0.15641876464,31.6186,6.06543919157,28.8681,180.165988211,114.471054026,172.237733336,6.0649,75.0620197451,6.07002,33.9200754419,224.163132504,-6.35175,51,0.776991,178.406193427,186.511060652,6.06679834592,51,2.88783669503,0.132506
0.159342979016,31.9456,6.19863820697,29.1927,178.799355695,113.818395013,172.800614162,6.19716,32.9404366462,6.20325,54.0718339265,193.139161941,-6.48614,52,0.841176,143.040581492,184.889152192,6.20042220772,52,2.48998688225,0.150663
0.16355119836,32.2955,6.36937572195,29.4989,183.723076155,115.751081307,167.063423627,6.36852,23.4470372602,6.37478,65.871060764,212.873348036,-6.65115,53,0.761059,135.346795934,191.242561397,6.37096698995,53,4.54497030272,0.151294
0.174240239019,32.6406,6.48400177338,29.8339,184.163332426,116.077125206,181.449637214,6.48299,73.3555816825,6.48957,31.1379886864,200.800695294,-6.77928,54,0.748056,172.642326176,187.712798519,6.4854972773,54,1.24864540913,0.17164
0.168063911421,32.9928,6.62998599483,30.1992,173.084522827,111.458510226,156.293906881,6.62958,46.6884613659,6.63434,46.716353128,187.013661426,-6.91543,55,0.708711,158.426179777,180.589157648,6.63128253743,55,4.40034556878,0.163415
0.169661490175,33.3835,6.75682527982,30.5095,164.529494033,108.076722199,150.954428231,6.75535,12.2138022603,6.7612,59.086864657,195.10865335,-7.0669,56,0.761625,137.667451109,174.956957388,6.75824637754,56,5.85466123577,0.162008
0.176906223415,33.6838,6.89440756011,30.8181,160.675847931,106.329617323,145.029631501,6.89363,37.3858336661,6.90024,48.9225242904,190.639464756,-7.19029,57,0.775335,153.786346719,171.80614132,6.89602941304,57,6.85278522054,0.171227
0.180027676423,33.903,7.03222088906,31.1215,168.964088121,109.836227501,150.694063438,7.03083,63.1766312421,7.03747,34.6900250859,196.298277149,-7.32144,58,0.759964,161.15714921,182.807969522,7.03406589816,58,7.01158814562,0.190515
0.169377790532,34.0851,7.1516902674,31.3589,173.91885391,111.690075165,166.120254395,7.15126,6.21426981226,7.16024,54.5888900283,212.955287821,-7.44616,59,0.767977,154.790351399,180.356335176,7.15502689021,59,3.61936838993,0.170746
0.178705734634,34.2475,7.28058002702,31.6076,176.797492418,113.055827248,162.380252612,7.2795,12.0679529523,7.28729,65.4812028266,206.194715637,-7.57706,60,0.757553,121.842493208,182.807979469,7.28280977634,60,4.25306281204,0.182857
0.186565583702,34.4537,7.39312116612,31.9134,163.307887274,107.253142411,146.545991807,7.39201,23.0750625514,7.39835,66.5063620058,233.719511831,-7.69473,61,0.753582,144.115513513,177.678493834,7.39481339362,61,7.93895955223,0.20302
0.178731005101,34.6952,7.54490271631,32.2117,168.015303521,109.488198617,154.583546379,7.54391,5.09111311423,7.55037,60.0047564583,220.428701452,-7.83835,62,0.76591,163.425420387,182.003354021,7.54733446946,62,5.49939063637,0.193568
0.190619367578,34.894,7.61261666479,32.4863,175.647188534,112.619136445,147.436173322,7.61131,80.9259581286,7.61902,39.8955977172,193.688841367,-7.92127,63,0.771518,151.296055155,184.574514561,7.61468984717,63,9.45917642868,0.227579
0.182082786715,35.0927,7.74250145954,32.799,176.497277848,113.003143082,156.158280604,7.74141,75.7110514456,7.74836,43.4328386918,192.564192251,-8.04766,64,0.742013,137.115934984,186.896717414,7.7443395845,64,6.82727204048,0.204032
0.186616598782,35.2535,7.84353007435,33.0721,182.355188264,115.311520701,175.844223605,7.84255,12.7413349145,7.84846,58.9559296324,192.725785255,-8.1583,65,0.797396,131.508135234,186.224307841,7.84480978603,65,1.96255549641,0.225964
0.196175498116,35.4174,7.94487255094,33.3516,154.464804914,102.922370412,99.5249426326,7.94393,16.9731572385,7.95197,68.1455684731,221.308885048,-8.26054,66,0.818098,140.893185441,180.254817928,7.94633023263,66,21.0952937268,0.249205
0.182642557892,35.6189,8.13862217543,33.5921,185.63876302,115.921985981,160.431655818,8.13688,39.8644824447,8.14315,49.333293475,226.893454123,-8.44612,67,0.821472,161.862132999,200.291295119,8.1396927762,67,10.4238607359,0.205439
0.19386706297,35.795,8.19166982918,33.8951,181.644346923,114.400418784,155.066644451,8.19104,21.7067851004,8.1975,57.5393489858,207.38184277,-8.49765,68,0.829796,140.838597087,192.921273314,8.1931583292,68,11.0573831109,0.235717
0.189580039009,35.9843,8.28177466491,34.1829,182.564167926,115.333182797,170.65615407,8.28012,82.6949121426,8.28804,36.0515274236,214.86455844,-8.59106,69,0.757678,161.967753495,190.218285872,8.28412821182,69,3.68924388253,0.205622
0.184247601389,36.138,8.35738437363,34.4323,184.09946178,115.459218835,49.9621873445,8.35662,75.7885854443,8.36292,33.8582321951,199.756445027,-8.67056,70,0.780652,174.002581343,195.665272346,8.35960875903,70,18.5809948789,0.197968
0.204379050578,36.3137,8.50495526711,34.7047,165.003022396,106.443452906,45.8659959517,8.50398,48.7970308378,8.51016,47.7118348838,191.048498988,-8.79951,71,0.819587,141.612351158,192.791560943,8.50668168645,71,18.2633913224,0.249282
0.192522191476,36.5164,8.56346359605,34.9059,124.385563989,84.8847387981,38.721793032,8.56234,18.8198541095,8.56988,44.9275797887,190.948974074,-8.85725,72,0.858016,155.074758419,180.448776976,8.56572019983,72,50.6042427809,0.227074
0.196142447469,36.7223,8.624508432,35.189,161.476976848,106.686079072,158.7818966,8.62344,7.71944078237,8.63044,59.604022067,193.817406718,-8.92265,73,0.793829,128.829736292,163.778528025,8.62705981378,73,1.15010635152,0.238934
0.201555333913,36.9179,8.70226496886,35.4334,160.128040799,106.137776452,157.232465596,8.70083,23.5012761418,8.70951,50.6293131263,214.167221693,-9.00298,74,0.82739,153.37287554,162.866850444,8.70564525748,74,1.41881349,0.243748
0.20089600581,37.125,8.80059212564,35.6935,166.992170774,108.809096425,162.087298275,8.79922,22.9418396539,8.80601,46.4254585743,211.076245547,-9.11062,75,0.770273,149.659344165,182.724483573,8.80267990836,75,2.81458147623,0.247453
0.198054622137,37.3164,8.91333920561,35.9085,163.153960296,107.012567387,154.970629207,8.91258,21.4604675556,8.91835,62.2577654079,182.178805769,-9.22785,76,0.83384,130.645255934,190.38980827,8.91462895013,76,9.08366056869,0.251197
0.201842287229,37.4027,8.98754205398,36.1757,205.845401654,122.966983626,190.447025216,8.98603,16.3245202523,8.99422,69.1297185768,231.759231901,-9.29307,77,0.886443,146.305287997,221.473823319,8.9896588453,77,7.53510986194,0.249135
0.212889111619,37.5407,9.0217815493,36.4374,217.907453021,127.201185066,202.927353142,9.02092,19.737567335,9.02781,73.424316609,201.94356558,-9.33196,78,0.817283,116.310908255,224.205332388,9.02309958608,78,4.92015440003,0.278713
0.211367955583,37.7498,9.12039330901,36.688,172.536510815,110.638720426,169.745184087,9.11884,16.8427104369,9.12708,59.4071514343,229.409911792,-9.42947,79,0.817196,151.304705141,174.992747674,9.12154759881,79,1.25658511511,0.27292
0.204849610396,37.8992,9.21450829108,36.9122,166.401042303,108.229260679,160.393295677,9.2129,15.9482601331,9.21987,70.2816439694,221.398302281,-9.52514,80,0.827437,124.783226785,172.401349866,9.21605953471,80,3.13160608039,0.248476
0.208185534851,38.077,9.24042742971,37.1304,160.858131898,106.014074481,157.445063934,9.23949,162.04718673,9.24778,34.3238034926,274.834470873,-9.54648,81,0.801253,197.801086121,167.292352729,9.24189879152,81,2.23018686927,0.262458
0.21746542035,38.1822,9.33247680782,37.3694,183.859731275,115.329387361,170.924410711,9.33102,26.2404734613,9.33832,58.2316973143,181.593400585,-9.65396,82,0.832965,126.248619034,199.410020699,9.33380612553,82,5.44011189071,0.272589
0.213875151184,38.3262,9.41073571559,37.5827,157.106228269,104.347596279,153.267159318,9.40961,23.7770792579,9.41639,56.3359953204,212.131987405,-9.71712,83,0.738108,152.883840329,161.485223665,9.41225454529,83,1.75406490626,0.289767
0.219439780714,38.4469,9.50887173034,37.7842,183.26846349,116.12642211,180.070921418,9.50759,5.49367028197,9.51389,57.7203276204,203.487796222,-9.82154,84,0.830905,150.091843677,189.929431298,9.50966571595,84,2.02199479527,0.299374
0.224473835933,38.5565,9.53696910193,38.01,182.170494085,115.684127946,175.217512685,9.53585,22.0859098137,9.54232,61.7168384981,212.499499423,-9.83595,85,0.829151,131.424937282,184.196529757,9.53735820154,85,1.29407873583,0.316968
0.21254748088,38.6618,9.61346724352,38.1803,199.650964492,123.271480943,194.655379373,9.61199,42.1862495741,9.61815,51.9064347134,205.336644813,-9.92771,86,0.807644,167.297053227,203.704449057,9.61416011193,86,1.82436273069,0.264867
0.21541381977,38.7803,9.69698084416,38.394,203.466822628,124.373037643,199.388568726,9.69584,54.4695374432,9.69963,54.3646026768,219.857362368,-10.0219,87,0.770847,171.270945089,208.50846655,9.69758255214,87,2.25035892117,0.308873
0.215686441607,38.9099,9.74739384643,38.6227,172.428076706,111.932594749,160.627230648,9.74618,55.0922657988,9.75188,47.519058837,221.803331268,-10.0428,88,0.779149,185.513148523,188.263568673,9.74783203627,88,6.0520971047,0.308704
0.211244360265,38.9757,9.79891184293,38.8316,181.520691415,115.02899992,159.877237682,9.79707,91.5825280831,9.80313,34.267618966,210.861369531,-10.1006,89,0.785685,179.245278009,187.572429993,9.79939413397,89,4.44807328258,0.277323
0.215040267308,39.1067,9.86040547971,38.9879,194.113880928,120.899749846,189.543061862,9.86,58.8862670384,9.86646,59.9249615222,224.802349103,-10.154,90,0.763097,133.785869969,199.078555654,9.86080710326,90,2.18730460651,0.297735
0.219805332717,39.2298,9.92839566328,39.1904,201.078267403,123.608822909,196.774928845,9.92619,39.8691386652,9.9324,64.4674264157,212.338608743,-10.2158,91,0.694726,134.932032657,206.442297513,9.9289986358,91,2.1670143176,0.295936
0.241004628137,39.3423,9.92017568551,39.4407,181.317969264,115.417172213,179.599505492,9.91901,46.8470201977,9.92577,62.3537947814,225.833620817,-10.2226,92,0.796978,151.688210482,184.628765767,9.92136672681,92,1.07626080548,0.402685
0.211479581976,39.4886,10.0211354569,39.6377,180.288262131,115.562043742,175.111119334,10.0201,49.9963039048,10.0258,59.2425974515,225.161783138,-10.3141,93,0.811595,159.57920825,194.800498624,10.021763482,93,3.0828992092,0.301827
0.218369521738,39.6524,10.0479977613,39.8273,179.633719526,114.34750964,159.25449179,10.0472,10.0802284193,10.0537,78.0457803715,222.93094273,-10.3432,94,0.762993,147.43185119,188.852716665,10.0490116536,94,5.68831694871,0.318877
0.217372431716,39.7588,10.0989211812,40.0334,217.79467645,129.606991926,209.66648262,10.0974,79.4605971736,10.1033,52.4924484118,220.037390207,-10.4041,95,0.686046,164.683823674,225.123787126,10.0994039365,95,3.09313672395,0.297607
0.21704202755,39.9203,10.146868787,40.2537,220.540754088,129.622054257,214.435500508,10.1456,15.047102874,10.153,88.3786140829,230.875179959,-10.4455,96,0.689515,134.709201789,225.682008584,10.1475777748,96,2.2170716928,0.30267
0.21519032188,40.0343,10.182147152,40.4346,205.763536439,125.227232132,190.192706086,10.1808,26.3288523241,10.1868,73.58219881,234.985248135,-10.471,97,0.783357,143.603287016,227.656184507,10.1829871953,97,8.61632566073,0.304601
0.219443375903,40.2536,10.2040968151,40.6312,219.002152406,129.534898456,212.931885452,10.2027,54.2847733795,10.2087,53.7045787848,218.514667067,-10.5109,98,0.72712,157.857229467,225.660576401,10.2046453958,98,2.79564973187,0.316196
0.226485383097,40.3165,10.2984145941,40.8118,224.416170133,132.001070865,219.975705606,10.2973,19.9021645403,10.3039,83.6558672002,228.060601623,-10.594,99,0.724999,134.788098533,227.96723535,10.2987927365,99,1.79809053314,0.341959
0.214908399287,40.4558,10.3314806803,41.0038,215.990633913,127.434585269,210.778616741,10.3311,58.5543440513,10.3379,71.0679374471,249.405897231,-10.6176,100,0.70426,155.016876716,219.265040393,10.3317195936,100,1.82613985942,0.293303
0.225633407165,40.5842,10.3664222935,41.1696,197.807212557,120.917137026,191.204148045,10.3647,26.2375851961,10.3715,85.8780686581,228.898816604,-10.6495,101,0.749916,146.61969781,203.010113335,10.366581726,101,2.79678014259,0.345377
0.216297316771,40.7601,10.3691365164,41.3285,219.891150093,128.618154637,215.695661127,10.3679,19.4437548791,10.3736,79.7066471394,233.49306373,-10.6712,102,0.762143,144.195870012,228.040341841,10.3692839958,102,2.49735089033,0.354586
0.208362032793,40.8945,10.4568634135,41.5787,212.931300536,126.563565177,208.291040216,10.4558,19.3833309252,10.4612,86.3496785988,231.348205935,-10.7609,103,0.702171,145.251995329,221.123653926,10.4570400777,103,2.33753143271,0.296348
0.21472107368,41.0288,10.4624545193,41.7451,218.898976304,128.529454066,211.098088978,10.4613,56.6810354628,10.4681,62.3915499079,266.885921432,-10.7735,104,0.70693,188.623907722,225.649120538,10.4628493342,104,3.20099620789,0.303533
0.221150272993,41.1364,10.4852421267,41.9403,208.704445676,123.797838266,203.195096146,10.4841,15.8451897345,10.491,76.8231335812,231.659466635,-10.793,105,0.717666,158.553803724,215.369130719,10.4856129523,105,3.25888917819,0.351962
0.204017554005,41.2362,10.596382762,42.0974,220.648760609,129.642689077,215.897132127,10.5955,50.7918659428,10.601,56.0846693944,230.217394435,-10.904,106,0.728925,195.015049883,225.59152058,10.5968219196,106,2.19703430745,0.258714
0.208006784715,41.3803,10.6248983692,42.2447,215.941198759,126.928908638,211.15621615,10.6245,11.0253011403,10.6312,81.2417451479,229.48263906,-10.924,107,0.800763,141.373390802,220.453440199,10.6256946499,107,1.64113333074,0.290131
0.228500346595,41.4986,10.6801129941,42.455,226.802506363,130.822654693,222.486733955,10.6783,20.9946291296,10.6846,78.3889039016,233.650678501,-10.9928,108,0.788654,176.566802124,231.502052971,10.6806634796,108,1.88464271913,0.364211
0.221996406744,41.6346,10.6556283469,42.6894,222.649214272,130.192621732,219.201517145,10.6549,16.4995158018,10.6619,87.4185656178,252.869550765,-10.9541,109,0.741581,145.321551804,229.632375559,10.6561955253,109,2.35601029212,0.334914
0.22955605502,41.7484,10.7257972559,42.8744,222.562548717,129.849907631,218.60342195,10.7241,20.6484275695,10.732,80.9014924137,238.522708266,-11.0204,110,0.70237,159.106879642,229.124844117,10.726660588,110,2.22111568798,0.378393
0.206719725077,41.8833,10.7672325641,43.0074,211.167537767,123.201410371,203.851833673,10.7669,21.6787403293,10.7737,80.536063691,230.322482744,-11.0796,111,0.679582,155.926242645,220.064694454,10.7682087837,111,3.09452948255,0.281367
0.212757827855,42.0064,10.8563771164,43.148,215.819579973,125.498293151,205.603753955,10.8557,17.6475754862,10.8635,90.2131855359,238.224092461,-11.1793,112,0.724237,136.511954857,222.932502777,10.8577573839,112,4.95479192286,0.307275
0.221347926894,42.0991,10.8434193911,43.3302,203.340829242,117.730893047,199.429150024,10.8417,16.3597180768,10.8487,73.6077894088,231.588921511,-11.1642,113,0.73935,170.17598717,209.935169952,10.8445754771,113,2.19224301512,0.334226
0.232173334331,42.1787,10.8535444572,43.4872,206.299125679,120.140310157,200.087652361,10.8523,13.4524874166,10.8601,84.8034798213,231.241799624,-11.1596,114,0.727063,158.696593015,214.877305272,10.8546842647,114,2.87288257676,0.399058
0.220225898986,42.3462,11.0124325443,43.6678,222.256990626,123.357258135,217.928945653,11.0123,16.3534279342,11.0212,66.9390308041,233.070750053,-11.3105,115,0.691293,189.258117985,226.600610095,11.0144773545,115,2.16261556338,0.319453
0.221810117974,42.4443,10.947864533,43.83,237.826237853,123.225957698,227.384035568,10.9468,42.5086674506,10.9553,83.6356674928,253.299124257,-11.2468,116,0.683485,163.425680594,250.65997335,10.9499602201,116,5.16746772936,0.312554
0.226340479433,42.5364,10.9866093534,43.9994,241.067916013,124.189271942,232.325125535,10.9846,5.12955482104,10.9914,89.2321363886,295.718209982,-11.305,117,0.685587,152.03439725,247.836944443,10.9872998023,117,4.22069114782,0.347234
0.209634779127,42.666,11.0371908185,44.1342,223.184798084,125.653051957,218.174471495,11.0362,32.415808904,11.0414,81.2629601289,230.226141924,-11.3479,118,0.642518,131.794803839,227.030749126,11.0377622734,118,1.99042388333,0.270997
0.22992328262,42.7969,11.0548416311,44.314,225.16955197,131.768125681,220.172292377,11.054,22.9094254741,11.0615,83.8724968374,224.9168211,-11.3742,119,0.725171,152.097539359,229.691450975,11.0563746781,119,2.08606686559,0.354966
0.231251269779,42.886,11.0900797004,44.4559,211.829650949,126.139319445,206.724497025,11.0887,12.9235062399,11.0966,72.7660260125,232.667405962,-11.3968,120,0.706281,158.166115667,216.009746828,11.0915245768,120,1.81782983726,0.361689
0.222238186345,42.9992,11.1894774091,44.6373,225.621251139,132.452625443,221.524898258,11.1883,36.0555618549,11.1952,67.4227267219,234.13993262,-11.5003,121,0.706033,186.231833757,230.509320114,11.1900444677,121,1.89167515,0.307696
0.221348831557,43.0877,11.2309274381,44.8194,222.472468847,130.990438879,218.202018448,11.2297,6.0443146275,11.2363,87.7563525483,232.030085464,-11.5447,122,0.725523,136.721732606,226.117394317,11.2315388184,122,1.68629205709,0.320719
0.22878074083,43.1789,11.1955273157,44.9682,224.534837039,131.875687024,219.387429423,11.1946,105.402155874,11.202,39.5221577391,224.487679573,-11.4969,123,0.701813,191.579602625,228.454546876,11.1960917185,123,1.86027631122,0.354379
