AverageReturn,MinEsReturn,MaxReturn,AverageQLoss,QFunRegParamNorm,StdEsReturn,AverageDiscountedReturn,AverageQ,AverageY,AverageAction,AverageAbsQYDiff,Iteration,PolicyRegParamNorm,AverageAbsY,AverageEsReturn,AverageAbsQ,AveragePolicySurr,Epoch,StdReturn,MinReturn,MaxEsReturn
1008.30706225,3.22329845424,1009.44498274,3.60854e+09,3231.49,20.7027655844,104.981280273,640016.0,640083.477892,0.0467296,23146.7892811,3134,219.157,640115.677782,19.2957459367,641208.0,-674915.0,3134,0.699039176476,1007.18610539,96.8518278455
1009.30226064,3.90670001321,1010.80422808,3.59624e+09,3233.43,15.3547710747,105.544356195,640930.0,640946.040849,0.0693834,23372.7119503,3135,219.265,640986.697965,14.6913235125,642034.0,-676240.0,3135,0.737951274958,1008.30493124,74.9162684043
1006.84857551,3.80509913599,1007.67249489,3.78421e+09,3235.31,40.6577908728,103.94548092,639792.0,639864.211372,0.0594807,23639.8574599,3136,219.312,639887.525554,27.3633201356,641173.0,-675061.0,3136,0.662889903507,1005.20808966,199.099891153
1009.82481054,4.60956658121,1011.06180334,3.6718e+09,3237.17,31.7681469369,106.061368745,640672.0,640722.841438,0.0244516,23409.9348024,3137,219.42,640751.979839,28.2164860902,641844.0,-675685.0,3137,0.899420966645,1008.32442043,133.959346752
1010.0735795,4.0802578915,1011.30995898,3.60812e+09,3238.96,23.3120699831,106.384622342,642877.0,642966.216002,0.0455171,23098.8132643,3138,219.481,642995.187523,21.3753550558,644038.0,-677082.0,3138,0.732041424498,1008.90348297,90.828416655
1006.23123668,1.87413149891,1007.05799349,3.57073e+09,3240.79,22.9184902664,103.372983965,643118.0,643138.925702,0.0259205,23087.3509135,3139,219.58,643177.279343,22.9731824168,644356.0,-677616.0,3139,0.494423549212,1005.2881131,91.0972229628
1007.28357047,3.43782583873,1008.06235874,3.67924e+09,3242.69,23.0158586088,104.056895479,642340.0,642459.438643,0.0488468,23473.1332097,3140,219.647,642493.417811,23.6206970839,643675.0,-677549.0,3140,0.656743308372,1005.60234718,92.6834789543
1008.26514002,3.37615342139,1009.3265345,3.47894e+09,3244.58,15.7410444725,105.290034463,643842.0,643943.900632,0.0584023,23018.2657192,3141,219.721,643984.813992,18.1583992496,645127.0,-679073.0,3141,0.548390799571,1007.4140854,63.356829147
1001.4056207,4.09626359939,1002.06262215,3.58021e+09,3246.4,25.4144289335,98.7685648458,644233.0,644294.711419,0.0379597,23406.365419,3142,219.781,644341.581025,20.485770524,645536.0,-678885.0,3142,0.484513326346,1000.35938598,142.193241616
1000.77280069,3.36470498868,1003.39799957,3.90336e+09,3248.34,19.5723041243,98.4093899324,643692.0,643759.290739,0.0691551,24244.8992084,3143,219.786,643785.264332,18.8103863407,645010.0,-679352.0,3143,1.00968195726,999.676434543,90.6530920754
1009.81841813,3.24311232633,1010.98727143,3.78459e+09,3250.25,25.3599322989,106.085405322,644784.0,644800.77691,0.0225656,24068.2419618,3144,219.884,644851.635273,21.1638148867,646042.0,-680690.0,3144,0.70396796821,1009.02310813,126.516031612
1009.71623519,3.61816158813,1010.70756917,3.64892e+09,3252.09,32.1680637462,106.165738429,646150.0,646263.314664,0.0419856,23510.4211379,3145,219.975,646308.528401,21.340206504,647379.0,-681411.0,3145,0.732028470899,1008.03517572,173.62413363
1006.33778885,3.42236579393,1007.92531292,3.69073e+09,3254.06,22.1472753241,101.955949862,646228.0,646267.972734,0.0476739,23853.6115246,3146,220.037,646304.966907,26.3075852259,647482.0,-682534.0,3146,1.44191053327,1002.48290862,78.1393057361
1008.00224312,3.17540762598,1008.67355167,3.67295e+09,3255.99,22.9402304791,104.860287295,647331.0,647390.48653,0.0103118,23435.4079784,3147,220.15,647437.089843,19.3495670933,648609.0,-682292.0,3147,0.517947143697,1006.86721658,97.5374741857
1009.80069258,4.04894254912,1011.0537967,3.59581e+09,3257.92,30.7021455616,106.511640731,648256.0,648368.948109,0.0542531,23338.7227353,3148,220.214,648403.023143,26.6878418902,649504.0,-683345.0,3148,0.70615915777,1008.86297408,102.675658564
1009.51912512,4.27329287896,1010.91649504,3.87327e+09,3259.94,24.9578473662,106.03812586,648155.0,648198.037161,0.044134,24321.582633,3149,220.251,648232.209315,20.6147459664,649344.0,-684941.0,3149,0.700736234616,1008.51122075,132.292771802
1009.05151063,3.35819856092,1009.74853341,3.724e+09,3261.79,18.8575484296,105.771732467,649479.0,649564.135231,0.051521,23717.8446711,3150,220.291,649603.630248,21.2846609806,650837.0,-685719.0,3150,0.540553750185,1008.0225324,76.2646702935
1008.2683709,4.01310476677,1009.83915213,3.68659e+09,3263.69,23.8516902582,105.382491855,650552.0,650554.699848,0.0631494,23479.833534,3151,220.335,650589.063308,20.9957920858,651815.0,-686277.0,3151,0.683173168575,1007.18814448,109.043895466
1008.88157931,3.38845544903,1010.23715907,3.85532e+09,3265.48,24.5549962473,105.910886996,651243.0,651390.963128,0.0570124,24021.3051477,3152,220.393,651412.835603,20.7647357032,652552.0,-687038.0,3152,0.720480009739,1007.71078283,121.778309985
1009.55410449,3.46463906227,1010.48890279,3.96268e+09,3267.43,25.3118959097,106.442723128,650259.0,650326.268822,0.0495019,24539.4732747,3153,220.425,650362.49521,19.2644214037,651552.0,-687144.0,3153,0.720448054439,1007.81901082,143.53805156
1010.40335872,3.7265119594,1011.53075618,3.72292e+09,3269.36,37.6070748124,107.148767358,650958.0,651015.260195,0.0198072,23752.3103258,3154,220.503,651048.70761,30.3062723927,652307.0,-687387.0,3154,0.692554658688,1009.29056109,137.723377858
1008.46134395,3.5751962637,1009.96038088,3.89243e+09,3271.17,16.5828732888,105.580453243,652583.0,652692.004725,0.0632471,24197.1841831,3155,220.554,652733.325017,18.5568419173,653847.0,-689258.0,3155,0.70642463434,1007.68649354,68.4268477953
1008.35176294,3.62271686838,1009.25007604,3.83468e+09,3272.95,18.2874694176,105.334136731,654083.0,654192.193215,0.0289558,23818.9709772,3156,220.619,654242.524695,21.0199951404,655432.0,-689334.0,3156,0.467203352769,1007.77205578,77.7265406937
1007.61903387,3.54806870174,1009.15873736,3.78221e+09,3274.81,20.1416919441,104.825683892,654380.0,654414.798055,0.0217614,23686.4972923,3157,220.683,654442.402168,18.768589436,655702.0,-690250.0,3157,0.724899758095,1006.51811608,85.8796275014
1010.86704496,3.517286376,1012.12274631,3.73486e+09,3276.73,16.6785068979,106.95761374,654321.0,654393.530565,0.0434809,23817.5288156,3158,220.756,654428.209674,19.449378156,655640.0,-690701.0,3158,0.672821084611,1010.05061536,62.933191746
1010.10582487,3.26369429912,1010.79285381,3.89171e+09,3278.65,18.8872782746,106.66069491,656336.0,656414.967225,0.0470145,24331.0154708,3159,220.786,656452.367954,19.2510970451,657682.0,-693005.0,3159,0.50975224872,1009.15195248,77.1223505769
1009.97290573,2.63626914371,1011.02966719,3.8102e+09,3280.41,23.2563867594,106.542279998,655469.0,655550.788378,0.0360336,23851.8997104,3160,220.892,655603.33666,21.6642633906,656791.0,-691839.0,3160,0.621651803759,1009.05625181,103.722861136
1003.99179777,3.34599280747,1005.39911047,3.83233e+09,3282.2,25.1508216115,100.541926649,657880.0,657942.610652,0.044381,24060.3856217,3161,220.927,657994.552191,21.7694639695,659067.0,-694122.0,3161,0.706469784205,1003.10068332,120.791370497
1011.37425948,4.15500178799,1012.46648998,3.92954e+09,3284.1,24.1107114533,107.9379355,656427.0,656493.177365,0.0505028,24408.9492987,3162,221.001,656524.148642,23.3906592671,657839.0,-693148.0,3162,0.726328077707,1010.17518302,80.4303043613
1008.63038039,3.9393909103,1008.91837373,3.82288e+09,3285.94,22.4936724987,106.001581102,658445.0,658518.273906,0.0530657,24063.4564451,3163,221.039,658577.713203,17.1667449051,659865.0,-694733.0,3163,0.224966919126,1008.19379659,114.951917096
1009.54713609,1.84422285828,1010.21788597,3.98239e+09,3287.85,24.5087503352,106.449767793,658759.0,658871.166102,0.0636234,24390.8962666,3164,221.108,658903.519142,22.1889569981,660115.0,-695219.0,3164,0.485829278686,1008.74018796,108.296535915
1011.57241968,3.80899852752,1012.81673471,3.82782e+09,3289.77,21.1412872647,108.106275922,660612.0,660632.637973,0.0464182,24160.6356711,3165,221.175,660699.755394,22.7101575617,661923.0,-696984.0,3165,0.804122038647,1009.76893469,74.7406738814
1008.53554736,4.05687859682,1009.25545074,3.85244e+09,3291.68,17.6314473782,105.905454609,662347.0,662410.368408,0.0501068,23972.9912371,3166,221.211,662453.577008,19.168937116,663588.0,-698616.0,3166,0.611392914608,1007.47948824,71.3565985841
1009.33915892,1.88880544921,1010.77320649,3.82069e+09,3293.5,30.3175858237,106.738149368,661705.0,661785.15529,0.0596546,24056.7150136,3167,221.308,661824.517267,32.929797016,663013.0,-697969.0,3167,0.666242568613,1008.52638867,112.347932212
1007.31669398,4.14387836526,1008.19284384,3.83856e+09,3295.44,17.8171475992,104.872999324,663466.0,663468.568015,0.0347809,24070.9153342,3168,221.379,663516.386711,15.7636750821,664751.0,-699568.0,3168,0.778554228531,1006.04187714,103.983007828
1009.69656592,3.70424108475,1010.46221883,3.86835e+09,3297.32,26.7713950022,106.795513265,664118.0,664204.412947,0.0457586,24089.3604746,3169,221.449,664253.458175,27.2518170424,665483.0,-701203.0,3169,0.491694894277,1008.91942295,111.589154698
1006.68057796,3.97304737768,1007.46867666,3.96447e+09,3299.28,24.4204269839,104.305519136,663124.0,663192.333021,0.0599904,24469.6349313,3170,221.495,663229.672731,22.2217790963,664425.0,-700413.0,3170,0.560114931842,1005.60043087,93.8753517747
1007.28111079,3.35020354381,1008.35921384,3.91052e+09,3301.07,25.2292979503,105.012410855,664916.0,664998.884108,0.0712339,24067.6081358,3171,221.571,665049.759077,19.1402582614,666130.0,-701040.0,3171,0.665548201309,1006.18303713,128.243975597
1006.04743408,3.4712947137,1007.65680247,3.91197e+09,3302.94,21.2986478132,103.751961319,665788.0,665838.694418,0.0173961,24051.0336744,3172,221.616,665877.490397,17.9124642724,667106.0,-702383.0,3172,0.911013047707,1004.61230295,112.915509939
1008.71805036,4.22772683718,1009.76637171,3.97972e+09,3305.03,35.4364287716,106.133588743,665399.0,665466.369874,0.0626303,24607.0065053,3173,221.642,665507.165399,25.6731355931,666726.0,-702936.0,3173,0.628550011661,1007.90808833,202.373408533
1008.66994339,3.75564655555,1009.66747009,3.82101e+09,3306.74,27.4174542784,106.255818262,668217.0,668266.018801,0.0336003,23768.8719576,3174,221.684,668304.057209,22.9546676922,669548.0,-704379.0,3174,0.722157206086,1007.37906437,101.719593131
1009.48975658,3.68643605661,1009.9828467,3.77238e+09,3308.64,21.531971744,106.804113543,669118.0,669192.203033,0.012236,23720.8472803,3175,221.721,669232.10825,18.7802581038,670368.0,-705047.0,3175,0.408956608959,1008.82930695,107.956531831
1008.4374551,4.57121687708,1009.56569985,3.98269e+09,3310.54,19.0354741003,105.901809874,668152.0,668272.681742,0.0234294,24367.4762881,3176,221.815,668335.844434,19.8262875726,669516.0,-704549.0,3176,0.640542996302,1007.58218847,80.6321145123
1008.4090563,3.42539560332,1009.87815463,3.98693e+09,3312.33,20.078383574,105.886051489,669352.0,669401.32307,0.0136537,24197.7413399,3177,221.836,669449.864576,24.6620015594,670660.0,-705823.0,3177,0.702412763994,1007.4134307,80.5489979191
1009.45489049,2.99860848237,1010.58514392,3.87715e+09,3314.13,26.8458827163,106.715749428,669818.0,669839.809431,0.0288345,24125.6569231,3178,221.867,669874.546188,20.479710954,671048.0,-706611.0,3178,0.765702697494,1008.35658435,147.356164176
1007.57835732,4.35362144192,1008.60904751,4.05337e+09,3316.0,17.4538884519,105.096999587,670007.0,670134.538567,0.0182208,24583.1390902,3179,221.915,670176.118032,17.6175290231,671365.0,-707194.0,3179,0.767075057677,1006.5489801,82.0668496104
1006.31215651,3.47761769219,1007.06593063,3.97584e+09,3317.91,19.4613078681,104.422725582,670174.0,670241.104099,0.0437017,24430.0775964,3180,221.958,670282.568451,18.3028359724,671525.0,-707248.0,3180,0.63383749136,1005.13660801,96.970994077
1005.39627948,4.02481865767,1006.03228482,4.03096e+09,3319.71,23.405457317,104.074607937,671263.0,671287.793236,0.0490761,24566.4428682,3181,221.986,671328.566717,21.705434957,672630.0,-708572.0,3181,0.395960309968,1004.69851956,84.9850489849
1006.80672435,3.54719712174,1007.88781264,4.0062e+09,3321.53,17.760142195,104.582353879,672551.0,672700.329599,0.0248029,24450.3626296,3182,222.076,672744.230563,21.9710289055,673879.0,-709555.0,3182,0.54235477014,1006.03937847,72.9892737348
1004.90800619,3.32297868132,1006.04559392,3.98102e+09,3323.43,18.7302708224,103.149653789,672101.0,672100.967683,0.0625781,24662.9077238,3183,222.124,672134.953681,15.596910642,673422.0,-709890.0,3183,0.867206915483,1003.32987993,87.024261945
1004.12258324,3.56754372917,1005.54964538,3.9844e+09,3325.18,16.7661047817,101.74174433,673080.0,673236.814768,0.0465062,24545.0031512,3184,222.191,673288.999513,19.3956430931,674448.0,-709914.0,3184,0.896382554082,1002.6107952,72.3388894066
1005.88816131,4.04456562321,1006.91185289,4.15625e+09,3327.14,14.3922296986,103.331576577,672053.0,672171.503023,0.0121242,25165.9892813,3185,222.23,672205.401425,15.6198556654,673478.0,-710229.0,3185,0.660682414619,1004.96353888,61.5794045176
1004.45054162,3.71163898106,1005.36463716,4.0809e+09,3329.09,21.6650491746,102.06187655,674036.0,673995.12495,0.0141775,24647.5391137,3186,222.327,674033.160807,26.3001903377,675382.0,-711688.0,3186,0.624347822878,1003.12211223,84.8986271053
1004.71089838,3.2140838512,1005.59212918,3.97312e+09,3330.81,24.0492132414,102.733763937,676892.0,676984.426603,0.0174901,24338.9062083,3187,222.426,677030.770727,22.7460078582,678204.0,-714258.0,3187,0.722147370693,1002.96411258,89.4994180703
1002.75403877,4.21377107261,1004.32087108,4.06642e+09,3332.64,13.5999369989,100.665694358,675410.0,675477.084679,0.0177025,24688.5334496,3188,222.488,675518.824218,15.5840221322,676843.0,-712642.0,3188,0.794424497838,1001.75578526,73.8508501687
1005.40377303,2.64802324419,1007.05416719,4.14079e+09,3334.57,30.1473717284,103.10467812,677461.0,677470.52357,0.013611,24937.7348011,3189,222.519,677510.109994,27.4015673899,678855.0,-715276.0,3189,0.776797700629,1004.50088135,117.486811144
1005.84440606,3.16491373472,1007.20733784,4.04576e+09,3336.57,19.9032202295,103.131175963,678984.0,679097.633864,0.0680424,24722.9902081,3190,222.566,679139.810755,15.0945347877,680320.0,-716569.0,3190,0.739028358548,1004.86604178,117.869078183
1004.24559578,3.33787529562,1005.82250896,3.88606e+09,3338.39,15.1129097701,102.193232224,680635.0,680658.743596,0.0206112,24206.3300594,3191,222.654,680692.639493,16.0127253241,682006.0,-717694.0,3191,0.873666710519,1003.05155604,62.6087112461
1009.90965556,2.6918412098,1010.48721204,4.05396e+09,3340.36,28.5193481645,107.034126758,681063.0,681118.83563,0.0113341,24561.077639,3192,222.697,681164.836383,24.6538595651,682364.0,-718643.0,3192,0.3049140993,1009.6220395,98.6823937887
1009.53619642,4.01678359056,1010.04729604,4.04691e+09,3342.12,23.9567628973,106.708313229,682485.0,682574.583864,0.0484905,24420.1630553,3193,222.764,682610.983713,20.438102096,683715.0,-719583.0,3193,0.431220344764,1008.68489924,126.030648828
1010.03708149,3.17827523522,1010.80595797,4.07192e+09,3344.02,23.8865578481,107.228973875,682989.0,683012.572945,0.01629,24711.0248571,3194,222.828,683063.454201,22.07364141,684252.0,-720102.0,3194,0.801480134178,1008.09613144,111.564394217
1009.61812215,4.06635265849,1010.63863529,4.07187e+09,3345.87,20.9931788842,106.928391682,682455.0,682571.952241,0.0113121,24508.1992597,3195,222.883,682621.676983,21.484553115,683848.0,-719505.0,3195,0.791458495281,1008.50814783,95.8842763393
1008.75435946,3.4763131592,1010.35753884,4.15578e+09,3347.71,23.3306207338,106.298190466,683720.0,683789.589224,0.0521714,24888.9017849,3196,222.924,683823.782469,19.8563529628,685032.0,-721614.0,3196,0.578705754257,1008.30544974,108.466644867
1011.22185995,4.01428200937,1012.4708369,4.19706e+09,3349.43,18.4390749194,108.049507418,682281.0,682328.998623,0.0217408,25005.1813801,3197,222.995,682397.882259,16.2547516233,683723.0,-720456.0,3197,0.736128173615,1009.80107197,102.373988516
1007.97671472,3.62779983561,1008.53300871,4.20904e+09,3351.29,22.7221518057,105.721342421,683287.0,683365.445463,0.0657502,25035.2613143,3198,223.026,683430.775072,20.7563129981,684617.0,-720798.0,3198,0.457184783118,1007.28153682,100.390321567
1009.22066657,3.2676729064,1010.21418202,4.10745e+09,3353.13,22.9240867936,106.637411539,685307.0,685389.434871,0.0473619,24822.8081906,3199,223.048,685433.863976,19.4926711361,686613.0,-722591.0,3199,0.423660038953,1008.67740818,118.070068995
1011.15002134,2.66618521413,1012.08600161,4.39969e+09,3355.01,19.1361093179,108.110303295,685396.0,685546.564479,0.0132261,25546.4342222,3200,223.142,685587.757218,18.2364821968,686781.0,-723398.0,3200,0.532118483496,1010.20638591,74.5967631937
1011.41271151,3.46890050563,1012.65565333,3.99176e+09,3356.82,25.4214707048,108.103011913,688088.0,688065.413362,0.0459354,24222.7738857,3201,223.216,688126.485333,23.2554964954,689324.0,-725249.0,3201,0.612697392355,1010.65083995,97.9281251639
1008.70924008,3.52741735047,1009.85561711,4.05989e+09,3358.64,21.028061137,106.043446873,687302.0,687354.781293,0.0438999,24788.4107666,3202,223.277,687390.007351,22.0206217204,688621.0,-725075.0,3202,0.601756497447,1007.74951791,99.0403702351
1007.7926665,4.15346045312,1008.95924559,4.29025e+09,3360.47,25.864599446,105.023215689,687897.0,687979.999289,0.00975601,25162.9804633,3203,223.307,688027.16072,25.38655839,689227.0,-725811.0,3203,0.653352840738,1007.06669905,111.150430504
1008.80496099,4.22967345343,1009.73330962,4.24085e+09,3362.4,20.8016525875,105.437537004,688490.0,688614.620778,0.0145598,25365.1589238,3204,223.371,688656.910022,21.0722091531,689888.0,-726714.0,3204,0.471667845205,1008.10733641,108.858018478
1010.70123045,3.66161818029,1011.86425102,4.16838e+09,3364.25,18.499140753,107.186776313,688106.0,688112.360131,0.0284808,24931.3514852,3205,223.427,688143.926239,19.0602456429,689597.0,-726596.0,3205,0.841334250546,1009.54414148,75.7893835909
1009.51692496,3.39425350085,1010.32052397,4.19888e+09,3366.15,23.8808724048,106.513355361,691005.0,691136.747783,0.00918478,25281.9958483,3206,223.5,691159.351491,22.5018985225,692378.0,-729201.0,3206,0.581166178828,1008.51506698,89.4628210761
1008.92499138,3.37704437698,1009.36614489,4.186e+09,3368.07,20.1214135407,106.048626079,690404.0,690422.114161,0.00937992,25095.8435594,3207,223.547,690449.508027,19.3067995239,691774.0,-729216.0,3207,0.299216743348,1008.29888823,110.355411352
1006.43835324,3.48196043392,1007.9184381,4.2634e+09,3370.01,17.9500969349,103.940613407,691240.0,691371.935521,0.0325266,25368.8584667,3208,223.549,691405.506014,14.63551175,692536.0,-729615.0,3208,0.868269540986,1004.8565982,93.6942502903
1007.71607315,4.5827206577,1008.60364045,4.15283e+09,3371.85,25.785315393,105.054517748,692892.0,692896.479609,0.0322204,24966.3948676,3209,223.642,692941.727702,35.1839187521,694178.0,-730734.0,3209,0.522407752803,1006.72010341,107.125562978
1008.8127895,3.91075489867,1010.04293478,4.43933e+09,3373.76,22.1573002229,105.745943465,691937.0,692066.394828,0.0323204,25804.0792024,3210,223.751,692109.456164,24.7694888799,693357.0,-730889.0,3210,0.672048570916,1007.59698136,90.4599337696
1009.54690183,4.17740917557,1010.3824654,4.2485e+09,3375.5,22.2125505339,106.451528419,694280.0,694298.719279,0.0185912,25027.9962172,3211,223.783,694337.314173,18.8779437759,695628.0,-731830.0,3211,0.572271432575,1008.68724392,113.726648341
1009.15947945,3.81264879328,1009.78739786,4.333e+09,3377.31,22.5529014484,105.872901005,696224.0,696309.580424,0.0465818,25390.8738214,3212,223.814,696338.979456,17.6552214912,697517.0,-734278.0,3212,0.579930756031,1007.64653881,121.954560061
1008.55236938,3.52826349075,1009.24374971,4.37617e+09,3379.25,25.8242856871,105.600137364,695005.0,695047.542323,0.0133332,25548.9908467,3213,223.853,695081.409803,22.5896548662,696378.0,-734062.0,3213,0.47900072981,1007.77485623,126.465289919
1009.47133709,3.97304168806,1010.21374684,4.33009e+09,3381.21,17.3247112163,106.382970057,696561.0,696613.992098,0.0401147,25345.0551421,3214,223.94,696659.070183,19.3032029619,697885.0,-734698.0,3214,0.51095207266,1008.60840829,63.9142058435
1010.8365499,3.80313956288,1012.31430225,4.36609e+09,3383.11,35.6230318304,107.196824767,698263.0,698328.608353,0.0116166,25318.8572603,3215,224.007,698371.46789,29.2236689436,699539.0,-736816.0,3215,0.607634982379,1010.16657956,133.870032016
1011.69184279,3.78498664041,1012.75891392,4.10357e+09,3384.99,16.2555639339,107.944989472,699922.0,699927.654227,0.0465275,24718.4801912,3216,224.052,699964.954707,16.8390938568,701270.0,-737364.0,3216,0.724829781193,1010.1146884,80.80072523
1009.85056761,4.14404567883,1010.49902349,4.18297e+09,3386.86,27.6550655847,105.847050048,700370.0,700515.176715,0.0241909,24898.9716522,3217,224.14,700557.282829,27.9115599942,701762.0,-738461.0,3217,0.562813985079,1008.52273934,115.557543751
1010.03404485,2.61488683741,1011.07879505,4.41794e+09,3388.72,25.7522564492,106.697781699,698147.0,698168.99211,0.0291494,25626.1750959,3218,224.231,698215.619596,22.3263578308,699515.0,-737484.0,3218,0.564247244095,1009.00990286,91.8836292987
1010.56482669,4.20228002101,1011.49673645,4.45388e+09,3390.65,19.939051612,106.682115176,701620.0,701701.58526,0.0615684,25617.5386444,3219,224.314,701744.745634,21.5584409957,702989.0,-739820.0,3219,0.770037254358,1009.27849872,68.0266525262
1009.94715131,4.00293585299,1011.53809938,4.2872e+09,3392.54,25.8029165961,105.960655464,701055.0,701161.273998,0.0129604,25387.6954024,3220,224.333,701198.184664,22.6823987619,702398.0,-739657.0,3220,1.34646473305,1006.95595916,124.140685109
1009.86730112,3.05162145022,1010.87111922,4.49875e+09,3394.49,23.5557479857,104.756851447,702790.0,702885.773949,0.030458,25924.7138641,3221,224.395,702930.088832,20.611958964,704168.0,-742012.0,3221,0.807845493576,1008.02490121,97.0359473986
1011.70572077,3.84084283418,1012.81204366,4.43419e+09,3396.28,28.8980886859,107.714763774,703418.0,703500.991356,0.010292,25711.4594272,3222,224.464,703532.340214,23.1523660659,704799.0,-742145.0,3222,0.489945386979,1011.09304467,120.920538355
1011.32977381,3.75529250618,1013.06545058,4.24377e+09,3398.1,22.2378798909,107.769092633,704699.0,704738.552957,0.0304792,25203.9225669,3223,224.556,704776.246706,21.0064918949,706051.0,-743154.0,3223,0.877287931523,1010.06287757,89.0078154484
1010.67339962,3.7560380726,1012.30957604,4.47607e+09,3400.04,23.0884293184,107.246676978,705226.0,705368.755212,0.016193,25856.0997347,3224,224.571,705403.562331,22.0712291897,706607.0,-744903.0,3224,0.725965051912,1009.47595391,99.4400943913
1011.2114355,2.60990391333,1011.88519111,4.53756e+09,3401.91,22.3871523294,107.738652573,705457.0,705560.234893,0.0519008,25832.899087,3225,224.613,705591.348638,21.1731100131,706803.0,-744646.0,3225,0.502361857071,1010.20849871,84.7377298166
1012.01919361,3.55751771487,1012.65065892,4.46856e+09,3403.73,44.017737212,108.327579526,706673.0,706685.392356,0.039051,25602.6063895,3226,224.713,706724.952189,22.4038797262,707914.0,-745143.0,3226,0.552157163504,1010.91629126,284.89377464
1010.74872978,3.59222874448,1011.91104799,4.38568e+09,3405.61,19.4570267578,106.996519057,706428.0,706513.146253,0.0102459,25646.8868516,3227,224.746,706568.176625,18.5335198959,707796.0,-745742.0,3227,0.531901402625,1009.94668748,80.1315357105
1012.57045004,3.84973173912,1013.59005889,4.47499e+09,3407.49,25.7318865256,108.676451254,709019.0,709087.801477,0.0582041,25854.0156864,3228,224.789,709130.274917,23.8047009577,710367.0,-748333.0,3228,0.607387685733,1011.69872079,108.460878464
1012.64373554,3.75496357351,1013.9150132,4.56163e+09,3409.43,21.6527234238,108.207461206,708036.0,708090.906608,0.022904,26092.9723633,3229,224.881,708121.586996,19.2667132614,709390.0,-747704.0,3229,0.773757114388,1011.43359063,122.797252756
1011.01271334,3.90657772365,1011.8575656,4.38158e+09,3411.41,26.1503479216,107.179912422,708534.0,708575.636571,0.0551661,25825.529716,3230,224.936,708606.769407,23.8091168542,709966.0,-747807.0,3230,0.524575498685,1010.22801474,129.218546665
1009.03113177,1.89874638943,1009.7133497,4.43154e+09,3413.26,24.6747919538,105.924605575,709215.0,709361.923449,0.0365172,25996.0901672,3231,225.01,709398.396766,25.4142849991,710553.0,-748753.0,3231,0.425359471465,1008.32105339,100.365634349
1010.52660836,4.51503922209,1011.58421783,4.5129e+09,3415.17,27.7426956869,107.080648078,712085.0,712115.956257,0.010255,26056.6324458,3232,225.049,712152.470473,34.8130116531,713491.0,-751133.0,3232,0.553068095034,1009.58815744,122.414946369
1010.06164783,1.91982249494,1011.11572335,4.31915e+09,3417.12,18.1577291814,106.356897364,711246.0,711328.005,0.00921903,25735.4755899,3233,225.117,711371.729937,16.4388883978,712674.0,-750494.0,3233,0.528784695611,1009.41309469,81.7565486762
1010.09179322,3.47120581264,1011.25170306,4.50118e+09,3419.03,23.4485096505,106.595067231,712509.0,712633.224412,0.0182354,26353.6039962,3234,225.213,712673.340027,22.3317291896,713944.0,-753104.0,3234,0.786586082254,1008.85529739,102.36349822
1010.72499762,4.18001954791,1011.46533681,4.8712e+09,3420.98,21.6043782056,106.905421816,713655.0,713782.685101,0.0101471,26969.5416726,3235,225.248,713823.21084,17.3664911624,715021.0,-753511.0,3235,0.638237511076,1009.64631634,104.302930643
1008.53317549,3.91842283592,1009.49830561,4.31232e+09,3422.78,21.2255765758,105.509218374,717368.0,717342.646736,0.0212911,25535.3082184,3236,225.328,717375.769497,22.9130227831,718688.0,-756103.0,3236,0.671329008099,1007.45706562,94.8181105406
1008.28720821,3.97445532373,1008.91777511,4.62168e+09,3424.65,43.7425628868,105.026461467,716682.0,716804.188357,0.0554679,26383.1521217,3237,225.374,716843.565348,33.2461850288,718072.0,-756740.0,3237,0.413523747297,1007.53853675,199.071652645
1008.57485659,3.52687035962,1009.61723582,4.52218e+09,3426.59,22.9028582305,105.36264363,718512.0,718567.827644,0.0142398,26005.0838618,3238,225.412,718595.961139,19.2161136742,719860.0,-757786.0,3238,0.557268352805,1007.66669292,110.181224122
1008.96929739,2.58523355879,1010.93533475,4.58835e+09,3428.45,23.502690498,105.737359371,717168.0,717303.080908,0.0317998,26306.4511668,3239,225.533,717352.790519,18.3463677305,718582.0,-756990.0,3239,1.23455164695,1007.1602121,107.444608086
1009.35230016,3.87581082321,1010.5843635,4.49359e+09,3430.42,25.7019864418,106.085670444,719661.0,719676.591532,0.0501687,26158.695637,3240,225.615,719712.144439,20.5682758638,721048.0,-759198.0,3240,0.863228971027,1007.82537826,108.045300135
1010.93082588,3.53437238656,1012.02818792,4.64092e+09,3432.35,28.1144789017,107.151283434,717679.0,717822.448308,0.055786,26623.6679798,3241,225.696,717879.589882,24.690465546,719095.0,-758554.0,3241,0.792089634036,1009.3903134,121.57892603
1012.08533405,3.76889407123,1012.83916697,4.70345e+09,3434.25,21.9768440095,108.033901443,719889.0,719934.498912,0.0473103,26590.9073566,3242,225.773,720008.899783,22.8626896898,721355.0,-759819.0,3242,0.628468393722,1010.85169055,86.4952021737
1009.59234329,3.36624105825,1010.93242267,4.71909e+09,3436.17,25.0741694902,106.410689701,720444.0,720474.806426,0.0156533,26612.1353135,3243,225.804,720539.764938,20.0101382941,721907.0,-760355.0,3243,0.676469809307,1008.84626479,103.540228614
