AverageReturn,MinEsReturn,MaxReturn,AverageQLoss,QFunRegParamNorm,StdEsReturn,AverageDiscountedReturn,AverageQ,AverageY,AverageAction,AverageAbsQYDiff,Iteration,PolicyRegParamNorm,AverageAbsY,AverageEsReturn,AverageAbsQ,AveragePolicySurr,Epoch,StdReturn,MinReturn,MaxEsReturn
973.46996755,1.78633839255,974.819658256,1029.07,245.599,28.5901442138,79.0598943402,456.898,456.912936209,0.0961096,10.9654768623,623,93.5267,457.016789428,23.4982056138,457.575,-470.276,623,0.873089691181,972.07189022,145.638394377
41.6346370965,3.49281677262,43.4528529953,1056.11,245.909,13.487433551,26.5207492614,456.655,456.66038894,0.340395,11.1694921802,624,93.7123,456.794912039,13.9931477917,457.394,-470.282,624,0.863716535281,39.7645236294,82.766126718
44.0151466308,3.34124060827,45.1812043014,1038.7,246.218,23.425466692,27.5959772264,457.837,457.852001189,0.353847,11.2432346597,625,93.7655,458.006298294,17.3807098634,458.534,-471.728,625,0.567385811217,42.1618575137,103.201587513
71.3381124285,3.38700732451,85.105718835,1078.62,246.502,14.7422147955,38.6514019254,459.086,459.100474535,0.365681,11.2905507114,626,93.8051,459.220069219,16.4913358168,459.81,-472.731,626,3.00331001074,65.511807799,64.5877766008
973.111450088,1.53225812509,974.363414902,1070.04,246.782,13.173956338,77.3981808374,460.12,460.148436239,0.0739468,11.1500207019,627,93.8374,460.254999575,15.7329839267,460.73,-473.169,627,0.583863754709,972.252513129,63.3804180222
45.0776000628,3.17052527113,47.2840302892,1100.19,247.13,18.575421709,28.2943909845,460.759,460.792141234,0.290225,11.4138169282,628,93.8614,460.914445761,17.3120139037,461.448,-474.425,628,0.892446720626,42.7154311854,85.1877173831
980.470618333,3.8519480125,981.111860482,1090.5,247.438,15.1543106751,84.8506871003,461.702,461.713440047,0.128597,11.2876919469,629,93.9301,461.834934398,14.2131440298,462.424,-475.587,629,0.430837614993,979.845558798,71.7968268084
463.682183588,3.67823335899,973.332977848,1137.83,247.751,12.5073666208,60.7377765783,462.161,462.190842293,0.153485,11.5982702164,630,94.0184,462.309296773,14.9938688726,462.966,-476.449,630,416.059203091,86.9409474847,47.0141136384
973.513104556,3.5466486667,974.513854977,1114.44,248.092,16.1365874082,80.2375216896,464.263,464.270194228,0.0909781,11.4164281297,631,94.0496,464.4022568,14.0312607636,464.906,-478.206,631,0.543179243316,972.723476871,98.7178541501
71.5999055275,3.0522297538,79.4044151243,1170.96,248.496,12.0057385335,38.8695796849,465.281,465.320639823,0.331678,11.6546139988,632,94.1014,465.441227579,11.2547127022,465.978,-479.832,632,2.32551518284,65.2952775721,63.3511085617
46.1667908172,3.92965756652,56.6830838289,1192.21,248.759,16.6208222351,28.4315770914,467.323,467.33514216,0.32707,11.9644970337,633,94.1365,467.414735537,16.8270248609,467.953,-481.471,633,12.014240631,9.92637384521,71.4274514935
71.6112968683,4.04151489218,83.462428701,1097.76,249.054,17.2316540881,38.8797024538,467.733,467.754737244,0.346086,11.2608023348,634,94.2058,467.847398692,16.3432198712,468.39,-481.795,634,3.56231042137,65.1104238764,80.656857428
57.2554862322,4.16925143516,66.465441392,1193.75,249.339,22.1271164079,33.6088860479,468.258,468.272745991,0.45712,11.9702175075,635,94.2826,468.363424362,21.0946501373,469.022,-482.751,635,2.67210306752,52.0285072504,89.0067053197
33.1530385103,3.20443008982,34.2890184696,1122.13,249.612,14.3030443652,22.3709368974,469.021,469.050812246,0.372521,11.7010805798,636,94.3275,469.150226064,14.9122506358,469.75,-483.508,636,0.527931557585,31.9370122502,65.9859146012
42.5872708505,3.39484646416,45.0577559142,1152.37,249.937,11.2737671259,27.1815510939,470.284,470.282595308,0.272692,11.7281543549,637,94.444,470.360700016,12.4712944495,470.974,-484.65,637,1.15057844961,40.0736455894,70.1151604917
47.4436532767,3.29038317863,50.3894870368,1210.28,250.253,11.8331923214,29.5004439358,470.554,470.59088134,0.286561,11.7117446637,638,94.5115,470.684291226,13.2873879617,471.235,-484.869,638,1.34993938737,44.3583241263,50.5658134098
47.659415671,3.25031101664,50.38947991,1209.6,250.567,13.5750070274,29.5502366319,471.63,471.632822921,0.280407,11.9566044745,639,94.6208,471.729286008,14.4099196356,472.352,-485.909,639,0.996844971621,45.1755894974,62.916888338
37.624145714,3.67943255296,41.6933405977,1279.7,250.857,19.5147807114,24.8758104965,472.191,472.194598606,0.318398,12.2271566217,640,94.6986,472.284244084,21.3346844986,472.927,-487.314,640,0.998181415618,35.4772455417,78.4991446093
37.0755724002,3.90001201509,39.7622873192,1152.94,251.227,16.8297253309,24.6476558586,473.361,473.409320094,0.308981,11.6897660844,641,94.7469,473.501624901,15.9944235551,474.053,-487.472,641,1.23065194756,33.7621502737,72.4604798009
33.835505435,3.39182281924,35.5839155733,1165.91,251.576,14.079987049,22.6174422361,474.422,474.442063956,0.297186,11.6028860206,642,94.7659,474.518014221,17.1375736651,475.059,-488.371,642,0.628643166803,32.2124203247,65.6010957274
975.322549472,2.84843721213,976.457518642,1141.03,251.812,75.0483944769,81.1818345704,475.73,475.73037569,0.0725551,11.6960692261,643,94.8337,475.838753366,28.1850651763,476.395,-489.723,643,0.649543651096,974.376024621,414.792981501
80.6922875461,3.84236790714,97.5382840732,1213.53,252.115,26.5831491368,41.7801910419,475.708,475.733950068,0.333809,12.0097528094,644,94.8852,475.810467893,20.0438633456,476.437,-490.194,644,6.94422406367,68.6999168084,142.012053038
56.2398912121,3.51927619219,63.5020216812,1187.78,252.348,88.9024196502,33.2505591386,477.27,477.279530625,0.328022,11.6896559458,645,94.9961,477.371253309,28.9793910076,477.969,-491.098,645,2.10700874177,52.3652493984,529.362261343
47.1773738752,3.26274466069,49.6427626439,1136.92,252.65,30.5655967162,29.3267681327,477.323,477.338273427,0.340603,11.6735188718,646,95.063,477.427546437,22.7155395859,478.037,-491.538,646,1.22238074821,44.0131145513,154.816943552
63.2451874532,2.6290188181,71.7364870675,1185.43,252.955,11.1946716115,36.025190813,477.797,477.800336219,0.304362,11.8818469113,647,95.1405,477.867021357,13.1487869683,478.467,-492.059,647,2.87936186174,58.5851148252,45.6636426328
30.549618267,2.85075981645,31.3035520994,1202.56,253.297,61.9739965498,21.0516402244,479.724,479.753876351,0.306901,11.9659492082,648,95.1705,479.844876133,27.9862352311,480.456,-494.149,648,0.333908386796,29.7165514384,342.990127512
45.183089146,4.05883190353,48.7835409784,1172.35,253.537,14.8959429945,28.4461891981,479.853,479.873764524,0.327061,11.7916922354,649,95.2015,479.958064578,16.4755828274,480.603,-494.22,649,1.46452387931,39.8027655147,62.3101456151
32.1544313385,4.07772980913,35.3690354095,1204.17,253.822,14.8297457634,22.0024062492,481.385,481.393721011,0.278636,11.9987764592,650,95.2274,481.490481185,15.3118813121,482.117,-495.828,650,1.12673833924,30.528529433,58.6164182537
34.8490721659,3.78042340602,37.1260348611,1172.1,254.123,16.6239565383,23.5161263774,482.211,482.225523484,0.30189,11.7834301923,651,95.31,482.298841675,16.6841789833,482.876,-496.688,651,1.09229622614,32.7291587304,70.2011767276
38.9618122054,3.73018736001,40.0072066356,1216.4,254.39,14.6603796002,25.4131435326,482.76,482.763322673,0.286426,12.0661717285,652,95.4156,482.846322663,16.5330623583,483.42,-497.091,652,0.37184935902,37.9252901686,79.0588114811
31.2762915729,2.60295742694,32.2916759676,1240.43,254.675,11.8612344894,21.2697551259,482.883,482.898213166,0.334043,12.2134371425,653,95.4744,482.973267641,12.8182390192,483.615,-497.669,653,0.371451642552,30.407958269,49.2911055587
36.9031616484,3.81050607265,37.9009889837,1258.78,254.897,120.35461668,24.1364786124,484.823,484.838656893,0.350179,12.20862959,654,95.5885,484.937679557,37.338952799,485.543,-498.955,654,0.436902715947,36.0419414686,682.275236411
971.989171354,1.91188086983,973.155500735,1284.88,255.181,13.6882996795,79.1314586991,484.57,484.592449843,0.103165,12.3208891696,655,95.6611,484.691185663,16.7543957632,485.308,-499.097,655,0.520291124852,971.351977614,54.5940870422
40.2431089052,3.9446749954,41.2305122583,1253.02,255.477,37.7529354518,25.8593600436,484.672,484.705380244,0.312906,12.1095454256,656,95.7237,484.829584331,19.5431450997,485.453,-499.631,656,0.371418052215,39.3815795143,211.313917013
56.6175270185,3.16299134293,59.351327038,1214.51,255.725,19.4648499784,33.1871179116,486.383,486.407147809,0.279089,12.0787558836,657,95.7342,486.499034938,15.194994729,487.098,-501.104,657,0.826386681874,55.0644739485,119.670460651
972.450542572,3.76194018695,973.40395945,1346.92,256.013,24.8538395413,76.7132139043,486.232,486.235651466,0.0845492,12.347814811,658,95.7743,486.346093554,19.7322205773,487.046,-501.057,658,0.685688982687,970.971805056,130.426248657
75.7112488278,3.18941230735,106.607382488,1255.2,256.319,14.4302716001,40.1732650434,487.693,487.710900574,0.302698,12.1991040124,659,95.8318,487.823051712,14.3602523387,488.474,-502.887,659,10.108579385,64.4421386935,72.5598222736
47.9637798417,4.28350520212,49.2246750947,1228.78,256.604,16.0694762452,29.5896481333,488.806,488.815206419,0.252868,12.118032757,660,95.8812,488.93038035,18.2925097055,489.503,-503.376,660,0.845397837008,45.0397664225,66.2056154674
40.8913428921,3.8087965967,42.1941713942,1302.94,256.869,12.2246360477,26.182100438,489.998,490.022135649,0.273274,12.4405657022,661,95.9961,490.128227594,15.2508068893,490.754,-504.944,661,0.643073015859,39.1476204477,56.3879228758
38.5178047585,4.13071786893,40.5721912356,1305.33,257.164,15.0176981795,25.0347712836,490.585,490.609688671,0.287087,12.4022947616,662,95.9612,490.74357564,15.4346513881,491.305,-505.285,662,0.869535890313,36.3366013579,70.2569777146
50.2287199756,3.69654888695,53.3363880644,1321.94,257.46,21.5565290591,30.8771900452,491.289,491.298955763,0.307039,12.3101550577,663,96.0774,491.427713875,16.7815337327,492.072,-506.516,663,0.948764598331,48.1264588345,129.910116629
33.4543645972,3.63924617865,34.7481230142,1243.68,257.746,9.74207276288,22.5909809309,492.768,492.76335362,0.307077,12.2768131926,664,96.1015,492.92083357,13.4231814445,493.549,-507.683,664,0.404514178732,32.4957149875,44.7459235232
48.3512643304,3.01291432542,51.1066596904,1276.94,258.04,11.6983732476,29.5394242649,492.531,492.540242134,0.300086,12.3724336229,665,96.2547,492.686787231,13.1762215456,493.36,-507.755,665,1.32150986538,44.8020648576,54.437704529
59.9592310453,2.78114888011,83.8265503237,1406.97,258.289,14.4494307898,34.552626102,493.357,493.381243006,0.275539,12.7882817827,666,96.2546,493.525655127,12.1578277771,494.152,-508.749,666,6.99112839522,49.7236400057,81.4840692846
43.4316943859,3.6226884853,46.0840394071,1300.01,258.572,20.77623631,27.3292358562,494.434,494.454012337,0.277243,12.3686618275,667,96.3067,494.562411828,14.6875885369,495.166,-509.615,667,1.05124967949,40.637946013,131.523919476
971.689609197,2.99390187679,972.681818767,1280.92,258.82,15.8942670144,75.2642245488,495.787,495.797392864,0.0999921,12.3601358282,668,96.3265,495.909797792,17.5703880433,496.556,-510.901,668,0.696745684365,970.645372785,69.2118162863
971.728455092,1.85960766542,972.372252202,1310.87,259.042,11.9791123476,77.624144075,495.826,495.852405579,0.0699852,12.3181690958,669,96.4209,495.99228714,12.3554141411,496.579,-511.068,669,0.396202354117,971.019001948,66.5109155907
63.8086833399,3.66269273569,69.2798423619,1322.72,259.313,9.76962710071,35.7458304577,498.214,498.225015424,0.275056,12.4673556021,670,96.4669,498.32997808,11.820540484,498.961,-513.023,670,1.88785376456,59.7981335118,48.2045838998
972.791689332,3.66088701128,973.384916452,1268.66,259.617,34.1727046707,74.420966876,498.464,498.480648929,0.0850499,12.2662751086,671,96.5056,498.589682381,23.6263660139,499.208,-513.695,671,0.492535719616,971.668205162,193.910422444
39.4087960082,3.70277738018,40.882063565,1380.1,259.901,18.0997284566,25.3429474273,498.941,498.938766548,0.324827,12.8741062639,672,96.5515,499.088266628,17.1888119071,499.759,-514.557,672,0.505022215497,38.1967451069,71.4266348516
54.9830713336,3.89224768633,57.9070512571,1389.77,260.165,36.3009875755,32.4553087883,499.542,499.575549323,0.264553,12.8196106368,673,96.5704,499.707919015,23.6285163871,500.363,-514.635,673,1.22166781369,51.9767130497,192.30398462
786.979284828,2.83704484165,973.120769044,1394.07,260.469,22.6703170439,70.6051677668,500.049,500.071159014,0.10427,12.8423038835,674,96.6377,500.190106052,17.6825448921,500.843,-515.395,674,339.240149833,134.003552945,137.472206428
164.733186692,3.19004172093,972.004931795,1342.06,260.737,14.9708983147,50.9483493842,501.698,501.703997918,0.230045,12.6055966083,675,96.6568,501.800532417,15.1260417418,502.404,-516.989,675,208.788778809,93.4363106212,73.1668048548
49.8860531262,3.29389120072,56.6054579222,1345.89,261.085,23.0127236586,31.1233296529,502.092,502.166551817,0.475041,12.8708114416,676,96.8156,502.266044815,17.0697176414,502.901,-517.871,676,1.71146098138,45.9672979553,118.184553182
973.09632651,3.83817979311,973.847600879,1417.48,261.394,33.8045288825,78.7877247988,503.135,503.115378072,0.0843736,13.0476202124,677,96.8692,503.219688606,20.210687309,503.856,-519.039,677,0.452598586815,972.335461781,202.894939788
56.1589027451,3.92691426611,62.1010083242,1318.9,261.741,18.9794147851,32.9550475782,505.076,505.097934783,0.213336,12.6620269276,678,96.9386,505.208835321,16.0684316865,505.848,-520.803,678,2.51475874996,52.1441057738,119.500548858
47.7661444614,3.40916737634,51.951249902,1374.12,262.003,10.3083146931,29.361217671,506.334,506.346263023,0.221083,12.9246982927,679,96.989,506.431054027,12.9940999095,507.108,-522.437,679,0.97210163383,46.260332495,46.4184175802
971.210421555,3.93958742069,972.344336362,1410.91,262.262,20.5624607956,77.8640725611,507.672,507.684478229,0.140484,13.0306580638,680,97.0648,507.746900649,20.0317474245,508.464,-523.486,680,0.474268342418,970.691303631,101.833168839
970.45031015,3.64641565766,971.202603645,1465.44,262.547,11.6483210174,76.480917542,508.216,508.214484499,0.0729344,13.2731056678,681,97.1215,508.301178964,13.6882888362,508.943,-524.183,681,0.473043848606,969.644073819,60.2326694835
971.18570696,3.17471177636,971.754215033,1410.95,262.823,34.8583039819,75.9922170703,509.602,509.647499652,0.104504,13.1457321331,682,97.1424,509.721968338,16.5449663922,510.32,-525.512,682,0.434675449375,970.276468543,233.396278634
971.36593246,3.11650368694,972.43008202,1380.03,263.148,11.7052139966,77.2937335107,511.493,511.490928162,0.100522,12.8696157881,683,97.2127,511.564101032,11.9439349971,512.21,-527.761,683,0.63702750224,970.25157269,57.9812152291
57.0802169242,3.20170019358,63.2499712946,1389.13,263.409,20.4676977503,33.2833750848,511.856,511.852266908,0.272629,12.8698819684,684,97.3371,511.931193405,17.6308500668,512.558,-527.83,684,1.94637447313,52.9925396162,90.485392853
67.3845877659,3.7447627541,78.5163460261,1445.37,263.709,16.4692074259,37.3009382505,513.581,513.642637193,0.24602,13.1079014033,685,97.401,513.710181229,18.7676814336,514.292,-530.024,685,4.56138446867,58.7032783122,59.5041741678
56.7588705154,3.36153919455,62.973407828,1446.8,264.052,18.4601988693,33.3123786971,515.229,515.263424691,0.291123,13.3271464444,686,97.4389,515.331270668,14.0938126872,516.057,-531.517,686,1.90669750283,54.4196653775,117.269051097
398.348344419,3.65081806136,970.887145368,1473.02,264.385,11.9296310929,60.9156923185,516.768,516.806296463,0.154989,13.4809022,687,97.4706,516.893020425,13.7415951065,517.597,-533.451,687,379.941335936,114.346526567,53.1332279805
284.531243699,3.56292137642,971.538450532,1447.34,264.683,14.0216061391,49.3115321219,517.919,517.913799971,0.124673,13.3103185602,688,97.5406,517.99782309,14.1618865517,518.668,-534.846,688,371.212536952,59.5231760051,79.9045295033
974.005256552,3.7522629015,974.836192942,1434.51,264.947,19.0654115445,77.6346085522,519.758,519.759610602,0.0939841,13.0724809527,689,97.6267,519.885383473,15.5172585519,520.559,-536.429,689,0.50369975552,973.134879354,102.782798434
974.69279631,3.17767312059,975.477640424,1498.95,265.343,39.1874444489,79.240606215,521.508,521.542110118,0.0851571,13.6099987052,690,97.7038,521.648116437,17.1890946579,522.246,-538.024,690,0.586390538019,973.651665513,261.63484012
61.2298055073,3.36477474598,64.4788582183,1499.7,265.64,9.14880533947,34.9283972996,522.646,522.680136354,0.277221,13.2555035254,691,97.7113,522.791576299,12.8573494174,523.463,-539.159,691,1.35532588688,57.5119054654,41.3047959339
976.360210174,3.22830386715,977.626893625,1469.06,265.906,12.8817282327,82.0410733614,524.537,524.547127589,0.0906672,13.0717918987,692,97.7739,524.673128516,13.7638909193,525.372,-541.052,692,0.598632215439,975.479337458,75.0516136221
975.500003998,3.55927985231,976.311244951,1516.92,266.171,17.8939929685,80.9874824286,525.49,525.502159521,0.0847212,13.4089115194,693,97.7287,525.658182226,16.1034841985,526.367,-542.023,693,0.533136045972,974.755071169,73.400784442
980.98691964,3.84505468851,981.977732813,1485.4,266.458,25.7305020509,85.5939131521,526.541,526.560450457,0.120008,13.5866395142,694,97.789,526.757703509,19.4090818311,527.461,-543.38,694,0.72200532785,979.894585902,131.172955707
973.453876025,4.07305221258,974.487068826,1569.35,266.746,24.70736704,79.2969533068,527.818,527.849389162,0.0959473,13.7843061271,695,97.86,527.991753445,20.0287288789,528.643,-544.633,695,0.620134203122,972.404284894,118.120557914
973.58923388,3.85316189946,974.594019603,1593.45,267.089,14.4886696975,84.559174979,528.454,528.491617349,0.241797,14.0694550088,696,97.9037,528.664839831,15.2656139061,529.284,-545.935,696,0.773361761365,971.837593105,67.2933403127
977.946383654,3.42002629712,978.830675083,1604.23,267.361,13.1975698091,83.7218176768,529.458,529.462357214,0.0996905,13.9720304698,697,97.9866,529.595142134,15.2090657293,530.356,-546.36,697,0.37919303973,977.435309132,83.6746373812
976.069520601,3.40277804639,976.686618074,1492.02,267.714,14.7995252828,83.725126714,531.453,531.470323394,0.170149,13.669669089,698,98.0091,531.589342688,15.7746194639,532.221,-548.842,698,0.417674915852,975.296858882,69.31088956
982.640852185,3.2994845979,983.853911673,1562.07,268.053,14.7453651241,84.2506595049,532.736,532.771581867,0.113877,13.7835924359,699,98.0396,532.948746515,13.39421061,533.61,-549.823,699,0.873930936303,981.503574208,80.9295623908
970.608619634,3.56885941736,971.527888412,1564.07,268.268,14.1600835161,77.3802317701,533.782,533.802338689,0.0664985,13.7425010509,700,98.0938,534.000782765,13.4479999259,534.68,-551.023,700,0.563570140199,969.976257364,90.623901299
974.409912299,3.81282028014,975.501961896,1565.87,268.545,53.0270122014,81.1677639542,535.666,535.734536803,0.0806842,13.6881866248,701,98.1708,535.889168052,24.9771116776,536.611,-552.96,701,0.612778836241,973.355332287,320.980006512
989.352336819,3.35491913409,990.137536369,1764.02,268.857,10.6875048952,90.7555886642,535.867,535.868693934,0.116789,14.5762276874,702,98.1963,536.08195193,13.8785549807,536.804,-553.757,702,0.494533168203,988.69797527,45.9927940261
973.279096909,4.17712988307,974.129797415,1704.87,269.15,71.5688037658,80.7626661167,537.977,537.987434527,0.0665776,14.2638462432,703,98.2718,538.151565159,30.5089365713,538.842,-555.749,703,0.523687634478,972.077829154,428.469490653
972.609748375,2.68759750634,973.22429307,1554.57,269.462,20.0954477472,79.4663945253,539.748,539.776577623,0.101798,13.557817073,704,98.3124,539.91938522,16.7511106264,540.602,-557.477,704,0.404262914125,972.036466271,107.533638629
971.905510591,3.48192328087,972.963981736,1597.95,269.788,14.3075429499,79.2728060509,541.025,541.048028223,0.0841145,13.942955194,705,98.3993,541.189566301,13.6301983458,541.881,-558.184,705,0.562370065485,970.936699884,96.1927148136
974.398096737,4.20350895785,975.660680239,1679.59,270.059,16.1276291443,82.6013821772,542.014,542.020834594,0.114728,14.2175946826,706,98.422,542.126194583,15.7478916435,542.825,-559.497,706,0.819623910106,973.119302158,83.2438618724
969.718300561,1.83379589195,970.964487206,1674.01,270.344,13.7856661789,76.6236345381,543.605,543.663784905,0.098718,14.2819995609,707,98.4679,543.771735654,17.5958020958,544.517,-561.318,707,0.656228056051,968.334366062,64.0410698353
972.776469431,3.16048998212,973.870982569,1562.59,270.57,8.75049593332,79.5143333468,544.789,544.77404164,0.0717872,13.7922937381,708,98.5545,544.869220028,11.4768450662,545.65,-561.901,708,0.589212065164,971.804482647,42.4689533961
970.838224644,3.62422828562,971.400945533,1670.7,270.901,13.2199364063,76.6513666699,545.487,545.500078568,0.0700555,14.0577660792,709,98.6225,545.63071263,12.7406670831,546.399,-563.166,709,0.525761623206,969.856962096,72.5529324568
688.24744525,3.63807103942,970.998481188,1678.06,271.164,10.5746538795,68.7756998561,547.034,547.043603071,0.120729,14.3862451888,710,98.6272,547.127602469,14.6996734992,547.831,-564.515,710,379.117210657,133.853421129,57.0520924268
972.884925792,3.5282629008,973.58615817,1703.01,271.483,10.7447077328,80.1537047641,548.06,548.130146397,0.0697131,14.462592899,711,98.6751,548.214681733,13.7941631094,548.861,-565.947,711,0.47014494847,972.177085621,45.8790310675
973.518768053,3.75511916014,974.202248517,1671.71,271.734,9.80900012996,81.0830209359,548.12,548.101954887,0.0604045,14.190661869,712,98.68,548.217358212,13.3727012488,549.007,-565.976,712,0.573829152471,972.36989602,55.8039989933
972.771824402,3.7162552724,973.814958356,1720.65,272.015,16.7125752464,80.8253648394,550.266,550.290556152,0.06685,14.2754295005,713,98.7781,550.420522671,18.6565203355,551.109,-568.049,713,0.60236447607,971.436359515,69.326769259
970.076927143,4.04918593384,970.677438642,1807.38,272.367,24.6102012662,79.2405204665,551.036,551.086945141,0.121847,14.5281931554,714,98.8517,551.261789898,19.0903217941,551.907,-568.508,714,0.354618649307,969.494284827,139.573394435
974.688865462,3.82933621724,975.529355834,1682.67,272.668,17.1292206434,80.6584856329,552.25,552.2764828,0.105014,14.2612843738,715,99.0086,552.36636839,16.5530397599,553.192,-570.207,715,0.434335965763,974.156321502,73.171698639
974.28587945,3.66917298897,975.150728397,1618.96,272.994,13.2187683974,83.6307739803,552.79,552.788108276,0.183279,14.0975169461,716,99.036,552.898076029,14.7829658152,553.643,-570.62,716,0.389463168558,973.630200825,69.3402999497
972.50139598,3.52809938208,973.073916394,1712.51,273.33,17.933204332,80.7097064089,554.266,554.302450298,0.0933957,14.2191631465,717,99.0906,554.410721526,18.5365037201,555.173,-572.25,717,0.4783689493,971.62364142,91.7780008385
978.36476915,3.98489660094,979.629126437,1818.12,273.68,18.4565162449,84.0817557737,555.545,555.595866067,0.0949689,14.6103579639,718,99.1764,555.674578778,16.893027848,556.452,-573.45,718,0.755845338944,977.358709457,103.064107763
971.648330948,4.4192039523,973.061830354,1695.03,273.966,38.0004262362,79.0875016109,556.293,556.283312423,0.0704183,14.3666915833,719,99.2149,556.397958502,23.1446067859,557.154,-574.439,719,0.60158530392,971.14888201,230.142331441
972.305330859,3.51817132562,973.363131649,1738.92,274.266,13.4166391481,79.4353934902,557.098,557.136193401,0.0898135,14.5617252469,720,99.2407,557.258817291,14.956733811,557.965,-575.467,720,0.632567863255,971.294258753,62.567094589
972.061374077,3.80765811191,972.666301344,1710.25,274.6,12.4943782854,79.6632948128,558.49,558.478526041,0.0830942,14.4534082439,721,99.2437,558.624777867,16.3585152327,559.383,-576.578,721,0.369062811961,971.515340501,57.7589104273
51.3032065802,3.32755605986,56.314949831,1814.22,274.97,9.700421091,31.1645620538,559.853,559.895731516,0.356865,14.9045131084,722,99.2894,560.044669358,11.7315889692,560.864,-578.348,722,1.43830125698,47.5941777143,48.5000940804
977.89384813,4.0812634283,978.899996404,1805.04,275.232,18.1842091895,85.2403861421,561.083,561.086715601,0.0732726,14.4626007433,723,99.3077,561.227866502,16.1069891228,561.936,-578.744,723,0.443396361526,977.503597244,85.5113804895
971.961777236,1.83249531088,972.890630707,1757.79,275.584,16.1131491684,79.4644127649,562.23,562.252131511,0.0676289,14.5181652904,724,99.4025,562.408430861,16.0063113486,563.198,-580.12,724,0.726006198159,970.876413337,80.4372463896
970.87551942,3.44063774299,971.739180683,1887.82,275.905,13.296145591,77.5397788923,562.701,562.691884571,0.0768581,14.7842658167,725,99.4276,562.852978737,14.6649709606,563.555,-580.502,725,0.462598337334,970.365894088,55.8470096674
969.234949058,3.92296607457,970.307797057,1713.28,276.17,14.7605212227,78.8059455828,563.636,563.692722582,0.138298,14.384288353,726,99.465,563.820653799,15.6276124419,564.539,-582.06,726,0.607297521741,968.245599617,66.603784777
973.29561446,3.89606518897,973.802013981,1800.16,276.564,11.2929057184,80.0683628559,565.419,565.434974352,0.11303,14.7115732073,727,99.4744,565.535752556,13.8372113387,566.325,-583.792,727,0.365454650699,972.636633097,46.4271734268
970.91765909,3.20440046286,971.941812069,1833.36,276.924,19.31157414,76.063098699,565.824,565.83604664,0.0728823,14.8432668352,728,99.5423,565.931359426,17.4399126359,566.841,-584.383,728,0.592643577233,970.05830267,104.551829967
992.937108645,3.42864303242,993.593384741,1807.46,277.272,51.1247838077,91.735688234,567.326,567.367870688,0.114105,14.9235590274,729,99.5537,567.488194145,22.8980159071,568.292,-586.115,729,0.474063303589,992.147424504,309.662581281
970.343766948,3.9653797863,971.217191891,1915.65,277.614,36.8976729397,79.1978172015,568.749,568.742101695,0.14815,15.0869458044,730,99.5952,568.816220005,22.7723681057,569.63,-587.87,730,0.633648652118,969.41936057,213.881630641
972.292312077,3.22012271761,973.187543114,1838.56,277.907,11.1629823224,82.1536532394,570.376,570.429533509,0.181506,14.8494188003,731,99.6186,570.529259927,13.3492274809,571.262,-589.055,731,0.470873483185,971.581993194,55.2497434801
970.331020433,3.55735016977,971.631418838,1785.76,278.249,15.8528537999,78.7316149103,570.786,570.788367478,0.126801,14.5711068587,732,99.6741,570.881666265,14.9317627383,571.586,-589.731,732,0.73550735905,969.062825946,73.88541194
969.824149953,3.66429136593,970.772592321,1933.89,278.557,13.5359959272,80.1379693849,571.365,571.391353503,0.174444,15.0898028052,733,99.754,571.510672486,16.983273757,572.31,-590.589,733,0.557552295897,968.664229386,81.1961871918
985.470909336,3.33530138277,986.037628759,1807.14,278.877,16.858941777,88.1444921466,573.191,573.235695722,0.154948,14.9974553139,734,99.859,573.359539442,14.4079116329,574.229,-592.834,734,0.342024920329,984.854546154,88.6028833123
968.478613554,3.36567799701,969.514835883,1887.43,279.266,25.0626782883,78.8823084721,574.671,574.671509218,0.215839,14.9530197189,735,99.882,574.751260702,15.9358479409,575.625,-593.885,735,0.614134346476,967.633132291,157.230369632
979.115063095,3.68693897078,980.301297716,1883.66,279.649,17.9871257281,82.9170373173,574.716,574.780214938,0.0960774,15.200080589,736,99.9458,574.892400881,17.3918895629,575.652,-594.38,736,0.554642350667,978.203561906,80.4731058453
981.701928224,3.93719601798,982.826869307,1847.52,279.998,11.4646585098,84.8549218164,577.645,577.654873485,0.111034,15.0290991759,737,100.031,577.762461492,13.9152592876,578.54,-596.972,737,0.745945944492,980.531715852,51.6630849932
970.712217828,3.21875261025,971.995721736,1794.68,280.338,85.3159071259,77.5912923691,579.416,579.419937046,0.049349,14.6408661631,738,100.061,579.501267718,28.1387953957,580.279,-598.519,738,0.700111650733,969.691165903,533.076606526
972.042756122,3.544990783,972.795413163,2010.36,280.651,15.4361032415,76.9442098671,579.98,579.98660857,0.0859718,15.6092497453,739,100.097,580.07786242,15.9888211288,580.879,-599.597,739,0.389321908583,971.308304256,56.9656029129
974.97083288,3.26865998843,976.065127763,1954.76,280.991,10.8056897814,81.3930355023,581.185,581.218070482,0.0640673,15.2924255819,740,100.168,581.300330414,11.9323913698,582.194,-600.803,740,0.557161346646,973.872447702,51.4233850566
971.929731033,3.49736056901,972.94627202,1970.73,281.282,29.9816373247,75.8183018958,582.967,583.001867441,0.0720903,15.2996841687,741,100.238,583.099525242,17.237769097,583.951,-602.693,741,0.606427369368,971.262831746,198.16958761
