Iteration,AverageQLoss,AveragePolicySurr,QFunRegParamNorm,AverageQ,AverageY,AverageDiscountedReturn,AverageAction,StdEsReturn,AverageAbsQYDiff,Epoch,MaxReturn,MinReturn,AverageAbsY,MinEsReturn,MaxEsReturn,StdReturn,AverageAbsQ,AverageReturn,PolicyRegParamNorm,AverageEsReturn
3040,533.387,-394.738,252.042,391.604,391.608663515,217.079783213,0.999812,537.920186354,11.0005441629,3040,4223.84324732,14.6456581024,392.036634695,-4.01493528535,1430.04831452,1208.5622747,392.14,1870.084233,173.563,569.534447962
3041,538.302,-394.13,252.089,391.373,391.379740046,129.370142476,0.999904,278.339393462,10.9330467649,3041,4078.42603298,2.24809158176,391.806431539,-8.3029185537,877.284860309,1256.37670716,391.841,1045.86431774,173.575,224.74649978
3042,489.195,-394.715,252.108,392.03,392.037568372,238.190189037,0.999875,743.181637154,10.7813635003,3042,4169.15749428,401.171015733,392.407583626,-5.41831884756,2271.42654554,976.884504143,392.513,1841.1661026,173.562,356.872761208
3043,498.153,-394.611,252.153,391.562,391.575952924,241.490395297,0.999894,723.610791497,10.786403952,3043,4423.32939021,730.693479361,392.032012375,59.0540130375,1640.88263014,1402.86402857,392.093,3014.2571987,173.562,619.119581153
3044,551.445,-394.136,252.195,391.139,391.140439877,229.456614112,0.999835,481.14632386,11.1086662549,3044,4345.46452446,762.09331116,391.57586405,278.411595295,1405.3134846,1426.25400428,391.685,3390.46469905,173.591,766.353644343
3045,524.655,-393.453,252.247,390.406,390.428726402,259.121485205,0.999814,155.566768921,10.9476683715,3045,4715.90990054,807.378764856,390.842496927,356.446094597,714.723216494,1217.02734613,390.934,3242.84176221,173.629,537.711224543
3046,552.299,-393.814,252.318,390.542,390.541115453,221.295024704,0.999885,179.939198301,11.1058806371,3046,4493.14063975,129.894997587,390.942002999,318.575270715,803.359120206,1195.24422558,391.021,1579.00420861,173.625,668.283974971
3047,531.315,-393.958,252.351,390.764,390.76713093,243.307450585,0.999818,898.130059994,10.891524647,3047,4444.20746233,292.387233557,391.210536387,-1.55867095812,2420.74880179,1103.57698665,391.344,1793.21554861,173.651,639.826469132
3048,522.297,-394.405,252.374,391.354,391.36559528,232.094710341,0.999912,893.442514995,10.9371517464,3048,4740.99350452,134.739066495,391.744757608,135.607141598,2360.13791864,1520.59707085,391.811,2667.08770303,173.648,856.756430009
3049,501.355,-394.459,252.408,391.396,391.412868089,205.829841948,0.999857,454.907486004,10.8876434723,3049,3184.10969431,121.445039433,391.811186004,-7.35737452502,1191.00830836,889.778179273,391.863,1031.11532935,173.733,497.453674042
3050,503.154,-394.025,252.423,390.946,390.933702563,203.35963661,0.999859,352.309580461,10.7539798448,3050,2731.91253259,107.58474432,391.371600597,166.963467867,1182.74667118,709.754372752,391.486,923.030841,173.75,606.035222567
3051,480.725,-394.24,252.487,391.257,391.280821069,235.228369724,0.999885,461.178809844,10.7170886903,3051,2375.97483373,425.47636741,391.684468026,165.731553411,1240.57645229,413.969771404,391.771,1171.75541446,173.759,530.066158646
3052,506.931,-395.006,252.506,391.939,391.956379885,239.852361114,0.999899,306.06184977,10.7947135629,3052,4242.40396336,154.222790092,392.379291173,-5.22585551674,845.55928992,817.719072441,392.472,1378.52005265,173.755,314.77029057
3053,519.26,-394.146,252.559,391.163,391.164719107,258.735967893,0.999867,269.43532271,10.8855055554,3053,4790.25396812,236.485914572,391.55245783,13.9103069966,725.665257684,1096.59128486,391.642,1868.79342862,173.741,340.02616972
3054,532.028,-394.593,252.621,391.479,391.470156832,241.012592632,0.99986,425.86326405,10.8415539389,3054,4464.62258049,128.971196757,391.918023257,34.8804109657,1202.30639915,1187.75424862,392.014,2073.62507993,173.748,495.912980269
3055,521.925,-394.334,252.662,391.244,391.273446688,268.665533099,0.99987,659.632575122,10.830416983,3055,4545.77108325,906.597009612,391.66466738,105.404465546,1952.4976347,1016.7750332,391.724,2160.80068961,173.812,481.561239197
3056,462.526,-395.108,252.701,391.945,391.948499014,247.814065056,0.999868,532.99545854,10.6729519056,3056,4065.16282889,543.888666475,392.355350042,82.7132993413,1238.57570602,887.387618597,392.409,2137.97659386,173.81,710.082458929
3057,542.426,-394.434,252.742,391.249,391.234170686,249.226154971,0.999884,318.644813585,10.9608268295,3057,4318.95883766,145.011499454,391.589015872,1.30534886387,988.650542475,1337.01385248,391.719,2574.07864761,173.907,427.188110879
3058,486.834,-394.787,252.751,391.62,391.633338333,240.776250724,0.999951,285.862919448,10.7625441418,3058,4317.83858639,136.793397554,391.990940799,156.452015205,893.010205107,1400.68921176,392.053,2477.30405427,173.955,419.936589341
3059,580.424,-394.889,252.804,391.787,391.791347446,233.789750516,0.999913,521.965435892,10.9815140097,3059,4307.61993227,130.073615927,392.16083663,105.200791199,1516.89782666,1048.91500042,392.253,1747.33556425,174.013,900.400504619
3060,546.691,-395.183,252.89,391.955,391.954231185,191.989843107,0.999868,326.111337462,10.8679401475,3060,3675.22202773,87.6508319965,392.321557618,75.5670908391,923.342222527,753.660319289,392.401,1524.33058265,174.028,625.761083013
3061,499.395,-394.784,252.943,391.477,391.494994609,187.094403621,0.999837,415.362909457,10.7772732114,3061,4166.23007969,544.485272674,391.871933503,15.5838047709,1034.00238814,677.943254203,391.971,1205.71249028,174.038,440.716573421
3062,515.647,-394.717,252.975,391.587,391.592091598,212.684804928,0.999799,358.00036004,10.8379736365,3062,1840.38920603,395.276536997,391.947425696,105.159639473,955.388148301,287.947937941,392.026,896.515085515,174.089,451.222314607
3063,527.06,-394.58,253.012,391.502,391.49714453,239.5405755,0.999895,232.024669389,10.8428803234,3063,2693.67663418,279.403329361,391.872822926,131.478364264,803.995138645,571.257619856,391.96,1176.64110899,174.087,458.825439756
3064,501.24,-394.315,253.077,391.269,391.286444195,211.242464564,0.999899,253.897527485,10.8046167295,3064,2804.94649531,177.22641149,391.625820728,-6.82313973765,801.451455985,612.190553024,391.729,866.879996276,174.091,520.945614106
3065,508.579,-394.434,253.135,391.393,391.402921514,213.034352574,0.999847,319.773177907,10.7671100476,3065,2313.52783016,94.3746037195,391.72717982,151.02927552,864.664638266,503.067506648,391.819,1271.62364655,174.107,483.706450154
3066,510.56,-394.097,253.198,390.85,390.852161638,207.806996987,0.999805,114.146941521,10.8511110396,3066,4166.72182625,225.054538044,391.208239763,118.115914047,415.314708933,1270.92491684,391.313,2989.98632599,174.133,307.29160272
3067,491.732,-394.162,253.294,391.026,391.028866632,228.972340265,0.999937,549.177141125,10.8131617123,3067,4162.32175721,99.751874364,391.362714781,151.879152481,1606.30831645,1443.25712216,391.469,3189.91598359,174.139,884.981068183
3068,519.779,-395.26,253.308,392.051,392.060042169,222.247514119,0.999814,285.816166297,10.8231053574,3068,3993.8856278,668.055319848,392.413698724,56.4226697708,828.572583639,1088.4885792,392.502,2007.8333575,174.198,366.300191785
3069,549.667,-395.498,253.344,392.502,392.504660807,193.601291084,0.99987,294.316391595,10.9406462517,3069,4278.47548703,215.459292732,392.831006861,11.3429737678,1014.87085804,1281.31482057,392.922,2952.97172874,174.219,334.718097068
3070,541.253,-395.044,253.431,391.972,391.978565967,234.188904421,0.999875,566.096391508,11.0474436624,3070,3770.0158918,188.983110806,392.289573548,6.93917614391,1411.91744177,833.702695188,392.419,1954.77322033,174.238,441.65820958
3071,563.152,-394.289,253.436,391.146,391.158532321,237.225258997,0.999879,344.346000166,10.9768007935,3071,4794.15284171,124.668864639,391.525542113,119.707482833,1092.89294277,1313.33172528,391.592,2049.90738786,174.276,331.290088487
3072,508.022,-394.584,253.495,391.391,391.38201533,174.291058478,0.999857,615.983822358,10.8392287508,3072,4477.40209609,119.205952303,391.710115794,11.7811654887,1510.59678721,1805.11477308,391.837,1893.04434088,174.267,811.32890433
3073,535.399,-394.846,253.518,391.645,391.67746208,233.678096294,0.999894,814.138647974,10.9707089288,3073,4172.90013927,291.893040141,392.031076324,-4.50200489248,2049.96433668,1449.67938793,392.098,2405.94710382,174.272,778.033214507
3074,545.711,-395.216,253.561,392.289,392.284629573,233.524491367,0.999762,459.559550063,11.0156673348,3074,4394.50435024,386.525970466,392.602423992,-7.08247878197,1122.90921869,1251.6750617,392.707,2435.19571846,174.268,407.279297757
3075,552.195,-395.081,253.575,392.198,392.199875194,223.549153338,0.999801,622.623530133,11.1140193751,3075,4107.97574828,139.064272092,392.56807332,15.2493465833,1598.42791351,1043.52698376,392.679,1924.83164648,174.276,722.201123749
3076,516.367,-394.915,253.592,391.988,391.997871037,209.219206526,0.999856,306.22074228,10.9590267793,3076,3500.0372255,111.052464989,392.35993678,32.2621068952,983.671987022,1071.37523743,392.451,1672.09271865,174.356,343.880295992
3077,516.496,-394.569,253.627,391.442,391.452970819,217.155430143,0.999888,552.915593593,11.0548432199,3077,4829.08472459,133.788851162,391.817126969,177.312740565,1676.53430408,1316.36993582,391.935,1811.46648413,174.42,924.702126178
3078,514.876,-395.161,253.661,391.966,391.970030557,240.395048733,0.999885,723.673906437,11.0343017642,3078,4440.12207253,2247.76530698,392.329925003,2.9601679874,1923.63788992,810.105980718,392.431,3695.25829591,174.425,583.109569674
3079,561.992,-394.374,253.692,391.14,391.147045848,223.100822826,0.999854,304.203137923,11.1767575892,3079,3852.78009764,128.43731176,391.490080669,20.3162447992,1001.61638339,1141.19632561,391.57,2164.31298319,174.452,295.552370957
3080,552.849,-394.674,253.733,391.566,391.57976413,219.708317859,0.999849,271.133462175,11.1025921564,3080,4407.34460126,105.40020737,391.996151577,138.300221539,952.705601872,1641.88854428,392.095,2843.74121375,174.488,334.675861862
3081,533.59,-394.686,253.726,391.606,391.611475027,196.08874672,0.999836,275.210590849,10.9760800484,3081,3963.50956062,145.388292502,391.951593573,194.915848743,917.935018527,1626.0654583,392.05,2123.74957663,174.533,525.604152132
3082,507.226,-395.159,253.773,392.163,392.169855126,251.845227372,0.99988,617.961033145,10.8884117008,3082,4939.82172232,748.475305677,392.464828352,23.5862761698,1531.33466039,1230.62108018,392.569,2844.55352232,174.555,819.861809738
3083,542.999,-394.65,253.804,391.495,391.50820489,204.832065455,0.999898,775.783700865,11.1302599386,3083,4775.61658702,109.67254376,391.843203304,58.4326439524,2043.74536012,1592.1202909,391.913,2246.3150166,174.599,721.093694679
3084,518.466,-394.966,253.86,391.89,391.889199484,46.5487329201,0.999912,341.094877548,10.9411223488,3084,4160.52182412,-7.6817211837,392.223433128,-6.83481991427,1104.94304171,1308.95028854,392.313,607.523745534,174.67,408.445969801
3085,508.868,-395.356,253.883,392.039,392.050576087,200.802756586,0.999875,274.314010672,11.0240715517,3085,3833.06374741,136.459200052,392.394819881,233.512910766,782.140932109,1434.61331718,392.466,1956.58124841,174.722,507.826921437
3086,510.535,-395.172,253.963,391.955,391.962938213,185.771556217,0.999893,959.000085567,10.9769234974,3086,3873.33733572,119.812290552,392.32506768,127.476238967,2738.71630593,1104.38067423,392.402,1291.46998467,174.712,786.433850588
3087,544.507,-395.813,254.037,392.483,392.490224913,198.02273633,0.999818,865.873297327,11.0376157102,3087,3045.30548872,107.03941002,392.82996485,127.256768835,2371.72736852,682.847223475,392.88,1032.9149297,174.753,644.474279725
3088,528.957,-396.789,254.05,393.431,393.45156023,144.351282327,0.999903,495.472761974,10.9042595279,3088,2986.24500751,128.65718196,393.805301182,8.72731192776,1221.23862047,672.47225658,393.835,741.617525381,174.8,630.717945147
3089,533.384,-396.376,254.097,393.143,393.155112078,182.556881368,0.99989,375.161440637,10.8952751415,3089,2120.50919848,143.040272037,393.498903085,51.1969296987,1043.50517434,516.668258474,393.56,825.143637853,174.814,675.963112515
3090,522.87,-396.805,254.147,393.537,393.518833898,197.994731044,0.999852,277.137863233,10.8238068183,3090,2040.75713384,136.078028574,393.815436226,134.595881082,894.224944164,553.532070836,393.953,952.282990148,174.858,509.825479028
3091,509.975,-397.199,254.183,393.759,393.786140028,205.586597915,0.999882,444.078280581,10.9720054587,3091,4039.67070637,139.861862851,394.128322353,275.331667221,1514.41832933,989.233313479,394.209,1391.30059448,174.884,659.695466146
3092,513.248,-397.462,254.215,394.143,394.144380164,202.65209849,0.99991,207.158347027,10.8828814881,3092,1668.28486074,151.040500997,394.448746394,9.01369734526,548.506430659,349.078292637,394.576,750.857190109,174.924,359.553933868
3093,549.408,-397.274,254.233,393.931,393.96438339,205.513146759,0.999884,460.332372552,10.9885896087,3093,4080.40814545,128.717558499,394.282782981,-8.98633998102,1334.92997904,871.276703585,394.377,1237.42243579,174.902,428.386530402
3094,493.751,-397.776,254.242,394.517,394.48519116,230.535671086,0.999862,450.445010999,10.8757553493,3094,3306.4261342,299.033841185,394.784695666,-1.88755974475,999.807812439,710.243040816,394.922,1216.99510601,174.893,468.343392741
3095,566.879,-396.664,254.287,393.422,393.436153655,223.525688703,0.999892,512.444715994,10.9709761986,3095,2655.87210639,150.974835982,393.75896975,-5.56303008842,1160.52514448,656.761614994,393.859,1167.06728697,174.913,492.6980782
3096,510.076,-397.252,254.312,394.252,394.255777793,255.205834816,0.999861,414.11600202,10.8014297009,3096,3498.37164284,150.29608298,394.627824125,124.515633089,1131.17713319,908.434053556,394.73,1585.63659637,174.986,655.253310226
3097,520.971,-396.956,254.35,394.055,394.066010499,241.405316262,0.99982,319.318402143,10.8562176462,3097,2379.31952345,181.870352548,394.450939417,68.585720167,1053.84267793,580.876057716,394.558,1318.30244221,174.994,421.673633519
3098,481.077,-397.217,254.383,394.178,394.179814933,272.934368108,0.999816,269.006605352,10.7298985326,3098,2918.28941225,676.74799797,394.50385108,86.027429041,879.372089149,547.710280364,394.63,1873.07700008,175.038,285.037902726
3099,542.42,-396.456,254.414,393.521,393.530033204,271.090956824,0.999822,365.832026338,10.9362470553,3099,5536.52884588,182.3057457,393.882054884,4.28349036106,994.228082947,1645.05254029,394.002,2439.61523849,175.039,679.119475395
3100,499.957,-396.978,254.448,393.978,393.981382183,295.678429625,0.999875,448.594756173,10.7784097815,3100,4907.28449239,1433.64380428,394.328418716,18.6119663611,1256.09346931,957.39053838,394.423,2453.07084471,175.019,473.867868214
3101,557.838,-396.506,254.509,393.363,393.375141396,257.586145694,0.999918,243.136117216,11.0446883308,3101,3212.73186221,223.335890712,393.674630808,57.430249244,771.201716185,815.081147761,393.758,1977.19585777,175.061,350.807244721
3102,501.326,-396.186,254.559,393.271,393.303918301,256.064682853,0.99988,274.776959062,10.9338953136,3102,4939.33222801,116.774570395,393.624333649,639.517662753,1189.07158088,1562.44393253,393.721,3001.0109195,175.075,914.294621815
3103,531.216,-396.429,254.602,393.484,393.470111968,263.860007635,0.999911,932.466888742,10.973807928,3103,4410.82355418,214.463302285,393.826807225,233.52578547,2985.06737698,1418.20301011,393.948,2781.70176969,175.117,719.669824328
3104,528.654,-396.108,254.623,393.314,393.306412134,260.713781852,0.999816,479.306961561,11.0096735506,3104,4566.50428823,222.246742111,393.644030949,101.977142458,1569.97256784,1481.8924142,393.755,3300.87281658,175.139,449.830620524
3105,543.314,-395.671,254.656,392.795,392.792333279,40.0192034014,0.999849,491.591787854,10.982302349,3105,4979.86728738,0.984148553581,393.154563427,-4.15973940942,1518.84553048,1294.52643687,393.231,448.764062666,175.163,339.894715161
3106,545.915,-395.783,254.714,392.703,392.718411929,227.695838558,0.999914,220.421541453,11.0986443879,3106,4525.90872539,103.330969599,393.085773384,8.80720065482,589.801205863,1670.27026492,393.16,2932.4734614,175.178,237.528599189
3107,533.856,-395.946,254.751,392.951,392.957215823,147.786534582,0.999881,227.133769343,11.0436573196,3107,5187.26906608,113.241260116,393.33541674,196.147922026,765.481865225,1974.86255428,393.467,1378.97802303,175.152,377.671847192
3108,514.678,-395.142,254.806,392.041,392.048814847,211.171581623,0.999947,432.632474709,10.8223324596,3108,5305.39894724,131.945280846,392.424277963,192.462536539,1361.92786584,2128.57672711,392.506,2398.25767789,175.19,735.759033133
3109,531.093,-395.637,254.833,392.58,392.590286843,149.020686914,0.999936,216.457249565,10.974168304,3109,4071.78091667,137.343076795,392.991521217,187.405967868,797.016815429,729.002894782,393.107,455.877907664,175.202,428.612824999
3110,538.869,-395.836,254.868,392.742,392.748812513,232.149970704,0.99989,389.352711123,11.0193904601,3110,2422.6698511,434.418133053,393.234720125,0.152673708964,1031.95388893,550.784532593,393.288,1401.68770351,175.23,508.253678247
3111,547.975,-395.462,254.919,392.435,392.432373356,155.834911303,0.999784,647.586068071,11.0652838898,3111,3205.8230596,560.522982476,392.848351587,5.28364867436,1737.91245567,586.202630956,392.976,1294.7016453,175.231,492.029726987
3112,544.531,-395.657,254.986,392.56,392.591045578,225.06632444,0.999845,308.500885077,11.0131869804,3112,4985.14724019,150.48538132,392.987627878,94.6836018899,1017.70054883,1376.60582584,393.019,1607.62532643,175.245,487.640755745
3113,542.925,-395.733,255.006,392.732,392.734631261,218.150079588,0.99984,326.891190664,11.072670591,3113,4564.41634856,679.305366802,393.187580228,125.259732929,1029.24231395,868.494529479,393.277,1767.37880112,175.23,488.181643904
3114,548.206,-395.88,255.059,392.652,392.645407517,229.453141896,0.999896,252.247637532,11.1177049331,3114,2729.77677533,125.178125195,393.058490924,37.7622907909,715.571708106,609.589548998,393.178,1219.25833505,175.246,268.686869714
3115,557.896,-395.551,255.117,392.459,392.473853486,299.913395329,0.999798,159.591928076,11.2048170193,3115,4992.42343607,575.194930379,392.844140158,60.071702593,590.46086802,1237.80429392,392.925,3407.22575592,175.259,258.057698507
3116,520.217,-395.546,255.146,392.476,392.478332378,249.790713395,0.999836,261.262192117,11.0657609932,3116,3356.03235787,127.939471625,392.918623874,34.5516835199,715.7154057,842.129463542,392.999,1641.02946,175.291,442.714770167
3117,550.958,-395.428,255.22,392.311,392.332838611,276.109311669,0.999868,258.62858811,11.0557054742,3117,4464.99953634,287.213422183,392.78094464,154.091510746,966.963416672,1364.86297088,392.85,2173.07079046,175.297,452.108977652
3118,526.724,-396.076,255.27,393.08,393.098425365,181.77235423,0.999857,591.164154603,11.0208024765,3118,4171.93028516,90.5824010501,393.538007505,255.650268277,1674.04583833,1278.67849159,393.598,1172.51151432,175.316,880.683357125
3119,558.759,-395.896,255.318,392.79,392.802560945,227.553200661,0.999824,262.17433609,11.2046720555,3119,3305.11901563,20.5976647869,393.249154296,19.2205283345,724.437925741,697.719113189,393.346,1005.03295374,175.317,375.880375809
3120,487.212,-396.172,255.347,393.009,393.013482631,230.970423594,0.999892,341.698450411,11.0612327959,3120,3938.93548214,20.276528461,393.490988545,356.423880521,1267.42447278,844.375831899,393.594,1137.70895092,175.339,727.423389124
3121,505.378,-396.424,255.412,393.251,393.248153058,271.45796881,0.999903,535.933105789,10.9481768572,3121,2266.06934385,217.077376519,393.663827059,24.8391018686,1344.89995273,488.781961741,393.775,1216.17311815,175.338,506.072202715
3122,602.359,-395.859,255.45,392.866,392.875416952,212.560860943,0.999808,249.245605723,11.4329025063,3122,3449.82017218,265.134532539,393.30854915,6.9158262396,880.468955826,792.182862651,393.39,1147.73927041,175.325,259.55046935
3123,517.705,-396.114,255.498,393.082,393.089120535,195.188396571,0.999777,417.944936423,11.0897770982,3123,2305.160848,258.834758661,393.490893781,33.1913652562,1309.57634813,555.72395885,393.568,932.900633605,175.326,556.073886523
3124,563.717,-395.646,255.557,392.439,392.436583424,169.012612508,0.999803,275.798561562,11.1365611099,3124,2712.85481426,263.039017885,392.941382854,14.0489219501,676.356224824,763.991501633,393.034,1148.16458688,175.328,269.909335204
3125,586.953,-396.369,255.593,393.038,393.042632856,145.445931986,0.999652,237.731569397,11.2933664287,3125,1950.54938505,1004.36955696,393.413395926,210.648261785,913.154936641,303.354779277,393.526,1185.63298702,175.405,588.76428316
3126,506.01,-396.006,255.598,392.889,392.906900714,174.96990819,0.999881,839.370861874,10.9425633775,3126,4603.9295706,567.177328388,393.336316873,183.880884232,2163.70251919,1349.52263767,393.399,2159.24376477,175.407,712.158989092
3127,507.342,-396.212,255.678,393.233,393.218053086,196.407114321,0.999846,348.413843903,10.9132026563,3127,4628.2836782,1454.6917887,393.650593137,293.475730707,1091.91588057,968.802894524,393.714,2867.35197426,175.41,779.704697341
3128,515.674,-395.368,255.689,392.436,392.450275225,182.537757122,0.99986,390.429736894,11.0239988919,3128,4668.33422742,474.362743098,392.876639908,-15.7120312578,1197.16993498,1491.61817835,392.993,2520.17056647,175.453,360.624800498
3129,515.455,-396.054,255.725,393.097,393.104306706,165.902500911,0.9998,171.765981837,10.8639049418,3129,1560.565515,-32.3143732232,393.468229798,14.8647242036,533.676173501,382.176104136,393.56,883.367719087,175.558,208.758663374
3130,469.136,-395.591,255.713,392.479,392.468831329,217.970224486,0.999884,165.989244948,10.8782805939,3130,4511.67613429,393.470574697,392.884656693,82.8537431197,547.146702096,1244.52616334,392.994,2114.34656704,175.547,304.744678424
3131,530.609,-395.435,255.761,392.321,392.329559309,127.442712161,0.999836,543.003113636,11.0148097317,3131,4617.07082256,-0.178531711305,392.740624648,122.757221242,1437.38521304,1419.73484374,392.855,2297.16629902,175.583,1059.49532435
3132,533.64,-395.163,255.822,392.022,392.043480947,148.644296277,0.999656,451.830684293,11.0940109694,3132,3070.9613735,1009.98613256,392.466407813,225.241456923,1186.6537228,768.092150355,392.558,1890.73360925,175.66,547.677709953
3133,503.626,-396.26,255.84,393.024,393.038375044,63.9858095674,0.999859,634.890976829,10.8883000122,3133,4304.06323366,23.2491125438,393.454431669,262.379838893,2009.19044078,1015.35397235,393.537,459.268841154,175.649,1038.96861314
3134,522.049,-395.762,255.882,392.682,392.691861398,201.638357027,0.999932,326.864884373,11.0202624294,3134,4437.09964596,1027.4277109,393.119921185,6.52553543139,780.763196104,909.896758915,393.213,3447.98284106,175.692,331.773499788
3135,527.619,-396.065,255.887,392.883,392.880130444,217.546460759,0.999834,321.202278113,10.9441811997,3135,4344.34198031,1422.51192366,393.270433073,33.9087365274,916.532638346,777.679883023,393.382,3764.09217212,175.677,289.842319745
3136,522.54,-395.84,255.885,392.759,392.77178464,115.545926818,0.999432,740.271793578,10.9580216393,3136,1029.38345821,1019.49264495,393.134803956,406.549588295,1887.09317545,2.64798887658,393.226,1024.55055643,175.707,1146.82138187
3137,498.197,-395.532,255.921,392.443,392.45254132,156.040682857,0.99976,924.774210528,10.8752496494,3137,4298.04174001,1010.27569392,392.804483725,254.325819298,2679.80093384,1326.76137178,392.9,2945.90276546,175.762,1294.67860534
3138,538.57,-395.754,255.98,392.658,392.669889834,210.832465916,0.99987,705.121474687,11.0388932158,3138,4368.00040106,2046.11301469,393.038374725,54.2014198587,1981.81186623,659.968968885,393.119,3646.09694886,175.78,596.0198578
3139,577.286,-396.568,255.993,393.439,393.438565934,181.216359931,0.999868,566.730975988,11.0886625007,3139,4498.59272098,2136.1214118,393.774446459,314.766029011,1589.98473455,665.078233825,393.912,3856.93828465,175.762,794.018914726
3140,508.995,-395.981,256.037,392.795,392.793402484,168.455110795,0.999824,405.65602421,10.8964279798,3140,4410.5275296,119.1781407,393.168697423,16.4766488145,1275.86995316,1544.242713,393.277,1141.8242257,175.798,646.747326514
3141,535.722,-396.239,256.03,393.124,393.134805472,204.947700027,0.999884,861.882130981,10.9949454773,3141,4072.5587989,1046.93095403,393.565196805,294.928664821,2263.08012308,1031.26905673,393.655,2499.92673075,175.826,1058.50785513
3142,530.231,-397.201,256.035,394.017,394.016949602,173.150242443,0.999884,650.628006554,10.8830285763,3142,3563.25966061,97.1049170688,394.424492834,5.15987116957,2001.7774401,965.503558652,394.509,826.219025195,175.871,454.145091228
3143,533.64,-396.785,256.061,393.689,393.702861166,233.725293054,0.999813,691.421952929,10.9020026824,3143,2643.2376363,135.209516859,394.083380841,8.55561797259,1800.26000819,681.188335719,394.176,1270.69977298,175.872,622.064255899
3144,545.924,-396.154,256.11,393.121,393.124075331,207.968719584,0.999878,364.773635219,10.8590241022,3144,2299.45884172,148.887141023,393.586110566,2.58916030716,870.833591186,607.442051314,393.664,846.917090296,175.911,373.443879357
3145,505.514,-397.001,256.148,393.705,393.704576582,211.089507496,0.999908,502.484947362,10.787602804,3145,4181.76572242,143.518893545,394.095163455,182.913406987,1449.32080491,1024.56059203,394.215,1173.69172794,175.934,1037.5118714
3146,530.949,-396.588,256.2,393.367,393.363710345,275.947626113,0.999929,421.432387119,11.0011466888,3146,4240.03008309,803.5224958,393.77517487,207.723843636,1327.34356224,998.206795273,393.855,2673.75172175,175.932,589.465202755
3147,540.147,-396.649,256.229,393.749,393.777272932,249.932212476,0.999852,336.355249923,10.9167904644,3147,4330.04662571,187.060769916,394.108049023,0.770375790523,863.992590284,1196.96188086,394.194,2522.1407846,175.993,341.834176495
3148,484.11,-397.49,256.26,394.305,394.315915219,204.676026538,0.999888,385.60572139,10.951265598,3148,3961.9711964,255.072294816,394.68243144,-5.96632070291,1219.49503835,878.151143889,394.79,1433.48351075,176.06,205.637717394
3149,521.061,-396.954,256.295,393.778,393.770032995,230.353854594,0.999875,419.532825056,10.9282257635,3149,3811.51874162,1149.35200554,394.197871644,6.72309026492,1383.39693382,819.899636256,394.271,2193.8791031,176.108,586.203646898
3150,514.419,-397.345,256.33,394.048,394.072379183,188.405350959,0.99988,315.127968969,10.8392901203,3150,3878.21478595,145.855801783,394.455871716,8.72409004306,854.630852372,933.551603241,394.534,2162.22746803,176.111,371.737706473
3151,510.803,-397.513,256.358,394.275,394.272400825,217.366082527,0.999868,565.446643511,10.7864015464,3151,2915.45942441,159.688035034,394.61129719,0.157009062109,1665.10348889,605.603464436,394.725,1441.92217352,176.134,688.105480659
3152,506.708,-397.029,256.366,394.041,394.044663279,235.139642109,0.99983,391.036488886,10.7413702914,3152,2758.445314,169.188550962,394.407860568,4.02102181393,1057.04445707,618.132435787,394.479,1553.62969816,176.17,292.031933287
3153,551.965,-397.366,256.382,394.279,394.275682189,232.440505315,0.999874,147.058282016,10.8864335719,3153,4166.39464795,434.137271124,394.629575709,983.284373552,1343.50199058,1163.99709956,394.781,2413.0226951,176.196,1163.48366138
3154,540.486,-397.463,256.442,394.324,394.326599216,237.663980158,0.999811,392.492751689,10.8521675715,3154,3965.54564268,1044.8886052,394.685473719,599.723848869,1619.19036928,870.746908987,394.763,2268.75858632,176.224,1074.52477327
3155,512.398,-397.596,256.466,394.521,394.538828699,212.594147448,0.999805,404.748400249,10.7279396346,3155,4201.49255071,120.429724015,394.855822036,308.621840145,1293.23470844,1264.44766978,394.949,1729.18609838,176.285,834.425916762
3156,504.551,-397.258,256.514,394.083,394.079671675,238.766773547,0.999889,575.062990708,10.7805134536,3156,4636.53489977,1694.91346252,394.41610394,252.252715926,1541.39295936,967.053026969,394.52,2851.85537262,176.281,878.684940511
3157,507.389,-398.066,256.534,394.907,394.939447209,193.900579767,0.999897,717.728114228,10.6660482922,3157,4305.31860344,123.250471767,395.306865291,146.567948078,2012.69422201,1831.41790443,395.355,2147.05357297,176.293,929.177782144
3158,523.49,-397.943,256.559,394.744,394.74213464,222.544301629,0.999761,1206.35545711,10.7169876508,3158,4719.57332903,146.033335251,395.053099916,247.49042811,2945.87807955,1719.61678219,395.176,3322.70276803,176.313,1249.0176252
3159,529.55,-398.289,256.572,395.107,395.108182121,219.3530001,0.999924,416.416256421,10.7343031706,3159,4595.91130899,127.175731602,395.416965179,182.123819342,1266.22538265,1539.94724739,395.532,2029.93171026,176.337,609.991001178
3160,526.521,-397.682,256.608,394.492,394.505077242,203.666277466,0.999904,175.833135033,10.7238974372,3160,4682.95724058,117.001692911,394.865390248,963.779440067,1393.42492998,1852.11559331,394.936,2377.67010362,176.352,1187.30324458
3161,492.201,-397.389,256.664,394.313,394.315314358,268.879064713,0.999839,640.271765078,10.6436396765,3161,4601.83212159,169.019619999,394.699663237,110.605547255,1763.26691852,1550.23611054,394.784,3164.83869362,176.353,998.752085009
