AverageAbsQ,AverageAbsQYDiff,StdReturn,MinReturn,MinEsReturn,Iteration,QFunRegParamNorm,AveragePolicySurr,MaxEsReturn,StdEsReturn,PolicyRegParamNorm,AverageAbsY,AverageY,AverageAction,AverageQLoss,MaxReturn,AverageReturn,Epoch,AverageQ,AverageEsReturn,AverageDiscountedReturn
29.4634,0.280678142753,824.052638169,775.602590385,2482.3015804,678,95.8484,-29.5809,2482.3015804,0.0,100.72,29.4648673912,29.4648623435,0.985859,1.14,3627.58681751,3218.15742318,678,29.4634,2482.3015804,286.181775814
29.535,0.285222675406,120.044953547,3033.25149695,2334.31217182,679,95.9578,-29.6623,2334.31217182,0.0,100.857,29.5356432382,29.5356268393,0.985459,1.19832,3538.47499777,3291.53692923,679,29.535,2334.31217182,288.393366042
29.5544,0.287192059153,75.056175958,3309.17891675,2453.76360097,680,96.0221,-29.6994,2453.76360097,0.0,100.928,29.5551612052,29.5551376288,0.983792,1.23498,3528.79134597,3434.83996681,680,29.5544,2453.76360097,285.19154578
29.5108,0.277418127465,39.1068133515,2515.12959261,2580.95934984,681,96.076,-29.6452,2580.95934984,0.0,100.994,29.5128189479,29.512796788,0.975505,1.0861,2648.72260451,2575.98146372,681,29.5108,2580.95934984,216.865622854
29.4475,0.272809020815,75.4068713443,3248.93649623,1996.75196092,682,96.1046,-29.5482,1996.75196092,0.0,101.06,29.448413702,29.4484046276,0.981351,1.01843,3500.10820972,3392.52374738,682,29.4475,1996.75196092,280.591709375
29.4934,0.273507346732,114.00183035,3560.55425046,1938.51857954,683,96.1235,-29.6151,1938.51857954,0.0,101.148,29.493904955,29.4938899949,0.982883,1.04307,3953.39603753,3792.6121688,683,29.4934,1938.51857954,299.77738536
29.5115,0.273725873988,54.9290631282,3316.92531207,2437.41036625,684,96.1876,-29.6373,2437.41036625,0.0,101.119,29.5137247111,29.5137180048,0.981933,1.02305,3490.27574278,3398.501998,684,29.5115,2437.41036625,288.022414123
29.423,0.281225295373,49.4355791592,3537.89227487,2226.27184459,685,96.2429,-29.5413,2226.27184459,0.0,101.235,29.4230037299,29.4229891094,0.984259,1.13019,3678.43903354,3616.70912673,685,29.423,2226.27184459,299.442083749
29.48,0.263664030391,35.4949769495,3895.65302444,2265.25581847,686,96.2792,-29.6159,2265.25581847,0.0,101.28,29.4819757203,29.4819545226,0.983463,0.897584,4011.03245485,3959.12352513,686,29.48,2265.25581847,333.250546865
29.517,0.271213677903,67.7868059333,3437.38857631,2319.09917276,687,96.3109,-29.6432,2319.09917276,0.0,101.294,29.5165626137,29.5165358543,0.987334,1.01042,3661.18123819,3559.15788655,687,29.517,2319.09917276,298.666362755
29.5359,0.267111704655,71.2843501393,3212.70100376,2361.32722592,688,96.3892,-29.656,2361.32722592,0.0,101.325,29.5376006478,29.5375848712,0.984654,0.934453,3454.08196708,3371.32203571,688,29.5359,2361.32722592,286.011136903
29.5605,0.269908061762,48.2694126795,3553.46484439,2258.35547685,689,96.3952,-29.683,2258.35547685,0.0,101.35,29.561905395,29.5618957069,0.985053,1.04112,3746.51529298,3652.32295563,689,29.5605,2258.35547685,302.888170383
29.5002,0.270266999897,964.929172537,672.841687653,2451.660156,690,96.4266,-29.6225,2451.660156,0.0,101.421,29.5012113356,29.5011991249,0.98411,1.10672,3792.67175706,3171.25105719,690,29.5002,2451.660156,294.472148221
29.5144,0.285172848742,57.3689070564,3680.56418543,2470.6028237,691,96.5581,-29.643,2470.6028237,0.0,101.452,29.5141718856,29.5141555462,0.986701,1.22017,3848.34221367,3757.37143243,691,29.5144,2470.6028237,309.389067389
29.4385,0.29113470975,62.314923338,3221.43231057,2376.58123285,692,96.6055,-29.5665,2376.58123285,0.0,101.421,29.4406456552,29.4406300871,0.98462,1.24779,3408.20883119,3301.0457464,692,29.4385,2376.58123285,281.147663678
29.4413,0.279586958238,83.8095067423,3374.69576022,2442.60725736,693,96.6602,-29.5516,2442.60725736,0.0,101.452,29.4423817257,29.4423754552,0.988325,1.14926,3677.99341732,3544.96145027,693,29.4413,2442.60725736,303.956336914
29.5721,0.255985517873,859.250367494,-356.201190653,2430.04735986,694,96.7099,-29.6852,2430.04735986,0.0,101.633,29.573017423,29.572997948,0.995581,0.847369,2374.37782619,1012.29833968,694,29.5721,2430.04735986,151.164780564
29.4872,0.289470522202,53.21733366,3188.10345855,2458.05279474,695,96.7319,-29.602,2458.05279474,0.0,101.712,29.4878349045,29.4878142693,0.985063,1.2294,3372.92336044,3267.32591349,695,29.4872,2458.05279474,273.469960801
29.4063,0.267261758091,71.4751066706,2997.43438012,1864.88655838,696,96.7766,-29.4933,1864.88655838,0.0,101.711,29.4070335294,29.4070240963,0.984993,0.972931,3249.37355615,3118.00064606,696,29.4063,1864.88655838,270.556131328
29.4388,0.262117231208,50.4092224881,3557.05533606,2373.67495977,697,96.8252,-29.5395,2373.67495977,0.0,101.803,29.4402780225,29.4402684304,0.985246,0.839527,3729.89564812,3638.28636354,697,29.4388,2373.67495977,303.953141988
29.4353,0.271742388996,1140.21842084,198.713450075,2250.37951105,698,96.9018,-29.5477,2250.37951105,0.0,101.955,29.4356366428,29.4356100941,0.990319,1.03948,3592.67334513,2589.35941529,698,29.4353,2250.37951105,258.863342768
29.4021,0.27657616464,1020.53623184,787.082155836,2332.19848814,699,96.9879,-29.5419,2332.19848814,0.0,101.992,29.4031041878,29.4031008859,0.986145,1.13569,3590.79774437,2585.7073946,699,29.4021,2332.19848814,269.918794287
29.3744,0.266707212546,93.3513782735,3643.49689681,2172.73226889,700,97.0639,-29.5114,2172.73226889,0.0,101.959,29.3751317735,29.3751237841,0.98728,0.866993,3979.32368633,3894.23248559,700,29.3744,2172.73226889,318.84985036
29.4655,0.265647925766,55.383679615,3769.25014587,2510.19868773,701,97.1066,-29.6094,2510.19868773,0.0,102.027,29.4666307885,29.4665990155,0.991722,0.928991,3974.40858666,3904.84568521,701,29.4655,2510.19868773,312.329857079
29.4604,0.285487388002,136.399686007,3401.80957693,2365.05302403,702,97.1729,-29.5974,2365.05302403,0.0,102.114,29.4608192424,29.4607990022,0.990459,1.18451,3824.99904814,3596.56031026,702,29.4604,2365.05302403,295.741579879
29.4651,0.278146386092,64.0941326612,3594.45158156,2211.70382647,703,97.2385,-29.5837,2211.70382647,0.0,102.22,29.4667779778,29.4667734722,0.983398,1.01466,3789.57594737,3698.31616675,703,29.4651,2211.70382647,304.781917387
29.4433,0.287997999675,116.094401473,3465.95807435,2514.79641985,704,97.3311,-29.5631,2514.79641985,0.0,102.287,29.4445582168,29.4445406693,0.990636,1.26587,3903.09858825,3771.57256306,704,29.4433,2514.79641985,307.257073728
29.4419,0.268244675159,404.690066433,2480.30817964,2236.96286912,705,97.3879,-29.574,2236.96286912,0.0,102.369,29.4426263714,29.4426124155,0.994079,0.960163,3904.98754234,3616.30002385,705,29.4419,2236.96286912,305.991538078
29.4932,0.279411045596,222.955160013,3103.30906508,2393.10200185,706,97.4697,-29.6331,2393.10200185,0.0,102.492,29.4938991109,29.4938665879,0.989065,1.08798,3721.44720674,3400.97612731,706,29.4932,2393.10200185,285.81886321
29.5311,0.274436500847,38.2613966747,3822.9025475,2376.90131224,707,97.5327,-29.6683,2376.90131224,0.0,102.532,29.5320602394,29.5320478135,0.984365,1.03761,3954.03607546,3884.7462319,707,29.5311,2376.90131224,318.152739578
29.5055,0.315980376995,411.99038415,1963.50622943,2309.00670077,708,97.5774,-29.6314,2309.00670077,0.0,102.6,29.5070676399,29.5070478723,0.99168,1.60898,3455.31419876,3109.92792774,708,29.5055,2309.00670077,273.766703564
29.4198,0.271643367593,360.214736944,1385.87040098,2258.49475779,709,97.6135,-29.556,2258.49475779,0.0,102.729,29.4205376994,29.420534573,0.995051,0.964338,2682.30880848,2096.88576033,709,29.4198,2258.49475779,230.799774157
29.5305,0.296756767093,994.112121156,254.390778315,1731.86351418,710,97.6893,-29.663,1731.86351418,0.0,102.789,29.5318964084,29.5318854114,0.99438,1.23108,3512.64340013,1816.88639005,710,29.5305,1731.86351418,261.24483043
29.6432,0.270861555619,1042.61282828,316.487311428,2124.95082632,711,97.7174,-29.7746,2124.95082632,0.0,102.898,29.6452022232,29.6451981942,0.994376,0.908576,3219.52238062,1904.58138723,711,29.6432,2124.95082632,224.932001588
29.4948,0.270205586899,374.269625053,277.696628904,2010.1444706,712,97.7394,-29.6191,2010.1444706,0.0,102.974,29.4946004765,29.4945918871,0.996665,0.84579,1581.31318728,523.710138502,712,29.4948,2010.1444706,137.779093239
29.5172,0.283470531513,1230.52701942,508.209757036,2286.87128632,713,97.7874,-29.6356,2286.87128632,0.0,102.967,29.5174813089,29.5174703001,0.987862,0.993176,3752.21114111,2461.04376104,713,29.5172,2286.87128632,292.252804695
29.6125,0.264160096037,440.176976236,907.43493393,2223.50561381,714,97.8502,-29.7307,2223.50561381,0.0,103.108,29.6135640597,29.6135531553,0.994944,0.742827,2211.9947657,1592.53819516,714,29.6125,2223.50561381,213.863971594
29.5511,0.28634532425,37.8613583317,3735.82482727,2390.88011326,715,97.9867,-29.6717,2390.88011326,0.0,103.156,29.5522285772,29.5522047864,0.982723,0.873968,3863.57440666,3803.38885379,715,29.5511,2390.88011326,313.697476807
29.5435,0.293309645531,54.9120371125,3372.29669457,1959.62660426,716,98.016,-29.672,1959.62660426,0.0,103.257,29.544919108,29.5448814692,0.990845,1.13217,3540.62420464,3456.32708607,716,29.5435,1959.62660426,285.485903561
29.5276,0.277385140621,36.4881494909,3694.32438494,2526.36880524,717,98.0915,-29.6547,2526.36880524,0.0,103.263,29.5287275526,29.5287123384,0.982507,0.972411,3829.37923442,3751.64910935,717,29.5276,2526.36880524,317.3649894
29.607,0.276872543905,75.4973816101,3657.7570193,2479.32443543,718,98.1255,-29.7285,2479.32443543,0.0,103.299,29.6071766336,29.60717351,0.981469,1.12917,3959.80638624,3844.6703761,718,29.607,2479.32443543,320.471279969
29.5347,0.279639373024,70.8654942982,3760.83230223,2421.02423107,719,98.1686,-29.6726,2421.02423107,0.0,103.316,29.5351797528,29.5351394831,0.980977,1.12529,4006.18143184,3924.29524849,719,29.5347,2421.02423107,321.037988689
29.5694,0.254329040396,53.8972357115,3484.45636221,2501.53561862,720,98.1985,-29.7077,2501.53561862,0.0,103.411,29.5695485986,29.5695351208,0.99167,0.778528,3696.35146518,3608.77624182,720,29.5694,2501.53561862,292.788237713
29.6359,0.263154282695,99.8389286229,3357.33403853,2483.37839812,721,98.2756,-29.7717,2483.37839812,0.0,103.515,29.6371119249,29.6370904576,0.980736,0.858721,3739.37345927,3605.32549857,721,29.6359,2483.37839812,305.323798006
29.5811,0.275137630587,49.6646546031,3829.37550421,2585.26633065,722,98.317,-29.711,2585.26633065,0.0,103.512,29.5811342275,29.5811038238,0.981551,1.00551,4021.69214769,3931.28073939,722,29.5811,2585.26633065,323.840313515
29.6301,0.279874315044,635.038535242,1593.85937553,2186.07271009,723,98.3721,-29.7693,2186.07271009,0.0,103.643,29.6323195674,29.6323061754,0.986098,1.10583,3822.572585,3453.57171822,723,29.6301,2186.07271009,308.011747577
29.646,0.263289792406,44.3264035844,3691.8020696,2500.80774177,724,98.4531,-29.7803,2500.80774177,0.0,103.738,29.6465327117,29.6465182327,0.980592,0.915348,3832.30811046,3759.92430404,724,29.646,2500.80774177,314.050301723
29.6467,0.263562223355,23.7653991102,3626.61163598,2628.67081399,725,98.5209,-29.7838,2628.67081399,0.0,103.793,29.6473631778,29.6473404327,0.97884,0.95669,3706.94054014,3677.1348497,725,29.6467,2628.67081399,306.290633442
29.7236,0.258866630764,34.9513913436,3869.73414328,2521.07260451,726,98.5955,-29.8506,2521.07260451,0.0,103.833,29.7239357396,29.7239030111,0.98522,0.780792,3976.86830888,3941.82650603,726,29.7236,2521.07260451,321.838132653
29.613,0.276004668473,199.08259071,1931.68729173,2462.78671148,727,98.671,-29.7615,2462.78671148,0.0,103.991,29.6142797794,29.6142517847,0.993074,0.971389,2634.31460801,2223.93768236,727,29.613,2462.78671148,186.167223206
29.6325,0.2853194436,58.7200264446,3503.60948435,2570.62910208,728,98.658,-29.7766,2570.62910208,0.0,104.017,29.6323294133,29.6323209294,0.988764,1.20642,3696.69578152,3591.25799107,728,29.6325,2570.62910208,295.572426291
29.713,0.29068070151,44.108454827,3067.04569591,2202.66468662,729,98.7542,-29.8358,2202.66468662,0.0,104.109,29.7142807432,29.7142679987,0.985783,1.38514,3214.12334884,3163.85276123,729,29.713,2202.66468662,267.057558353
29.6812,0.266566361997,44.3427468235,3320.53048665,1983.50517263,730,98.7734,-29.8136,1983.50517263,0.0,104.112,29.6819108671,29.681889827,0.989894,0.981178,3460.67233994,3387.83502029,730,29.6812,1983.50517263,284.684399357
29.6936,0.257375562997,140.851685377,2794.3106148,2452.65618121,731,98.8182,-29.8336,2452.65618121,0.0,104.237,29.6941148812,29.694109435,0.990785,0.887582,3271.4070794,3016.87721934,731,29.6936,2452.65618121,248.860305152
29.6409,0.265380993755,247.017670044,2103.6646885,2370.98410758,732,98.8777,-29.7821,2370.98410758,0.0,104.371,29.6420156429,29.6419887355,0.990974,0.90388,3033.73335971,2545.938603,732,29.6409,2370.98410758,239.510376557
29.7317,0.290692806218,158.591060623,2723.52352445,2010.76294586,733,98.9471,-29.8638,2010.76294586,0.0,104.433,29.7330953749,29.7330760952,0.988198,1.27518,3311.65345278,3162.77277562,733,29.7317,2010.76294586,250.93201228
29.7092,0.275718827258,82.3021030234,3467.30967538,1735.1018862,734,99.0051,-29.8412,1735.1018862,0.0,104.37,29.7086713708,29.7086535373,0.981321,1.11378,3800.87615429,3679.74059805,734,29.7092,1735.1018862,303.894922176
29.7073,0.270623501521,66.8164391097,3543.22470969,2648.02637353,735,99.0815,-29.8382,2648.02637353,0.0,104.336,29.7089445624,29.7089164758,0.979496,1.0772,3752.69082756,3688.33441511,735,29.7073,2648.02637353,310.175981186
29.7152,0.263141503295,32.5415548122,3806.80286335,2539.45090845,736,99.1295,-29.8377,2539.45090845,0.0,104.438,29.7156945052,29.7156811168,0.981499,1.00745,3920.68818797,3878.50382009,736,29.7152,2539.45090845,326.262705014
29.7483,0.292756398157,61.7058903084,3872.05708114,2637.42417555,737,99.175,-29.8841,2637.42417555,0.0,104.555,29.7479739575,29.7479727125,0.988773,1.28136,4093.85494905,3945.92534765,737,29.7483,2637.42417555,322.303197206
29.7978,0.268227551505,1009.06876935,-279.110906636,2473.91201208,738,99.2711,-29.9304,2473.91201208,0.0,104.614,29.7987205423,29.7986896181,0.986222,0.805558,3272.89097681,2704.7305972,738,29.7978,2473.91201208,240.266425764
29.7257,0.258012472827,61.741222788,3778.59368943,2561.00491098,739,99.3342,-29.8548,2561.00491098,0.0,104.672,29.7260902736,29.7260870438,0.98159,0.842045,3972.80331291,3859.99939558,739,29.7257,2561.00491098,312.221029172
29.7932,0.263533453584,44.9840813922,3792.17241949,2342.70635229,740,99.4097,-29.9381,2342.70635229,0.0,104.687,29.7948413767,29.7948184904,0.982417,0.828936,3922.71891278,3860.76543954,740,29.7932,2342.70635229,320.64330897
29.6987,0.287671297722,43.0788448155,3790.72254652,2571.94977314,741,99.4809,-29.8375,2571.94977314,0.0,104.758,29.6998190127,29.6997976158,0.977796,1.22917,3936.02157349,3861.18347856,741,29.6987,2571.94977314,316.854233551
29.7216,0.26800382251,48.7833372247,3766.8376256,2574.00355982,742,99.5183,-29.8525,2574.00355982,0.0,104.778,29.7221632234,29.7221460036,0.981846,0.916422,3952.76399654,3855.3268677,742,29.7216,2574.00355982,315.078637861
29.7391,0.279086040262,58.7230689988,3593.55719898,2407.60167394,743,99.6021,-29.8667,2407.60167394,0.0,104.745,29.7391459463,29.7391074511,0.98167,1.12373,3798.03956828,3697.91795398,743,29.7391,2407.60167394,306.492343881
29.7393,0.279562606443,43.0414097186,3538.54861108,2482.09618051,744,99.6639,-29.8565,2482.09618051,0.0,104.766,29.7409512266,29.7409425122,0.981142,1.04015,3690.00861189,3610.86526487,744,29.7393,2482.09618051,303.800010013
29.8026,0.269285809347,826.243261026,540.215407511,2340.06921561,745,99.7835,-29.9313,2340.06921561,0.0,104.894,29.8032673814,29.8032384417,0.991105,0.900797,3215.36137415,2460.35407647,745,29.8026,2340.06921561,268.850023634
29.7047,0.268966028657,40.6853127285,3590.88184874,2455.96813471,746,99.8159,-29.8465,2455.96813471,0.0,104.932,29.7051730535,29.7051515962,0.981468,0.880001,3725.98986339,3643.32701677,746,29.7047,2455.96813471,312.936691087
29.7851,0.272809977328,73.0534849002,3694.8466883,2481.94678454,747,99.8601,-29.9147,2481.94678454,0.0,105.047,29.7859209311,29.7859191943,0.982514,0.974063,3932.14175557,3780.46715028,747,29.7851,2481.94678454,321.53746531
29.7653,0.267084838886,48.4967078116,3965.40749177,2176.91859477,748,99.9468,-29.9052,2176.91859477,0.0,105.092,29.766197378,29.7661701462,0.983601,0.903764,4131.9977281,4058.88955508,748,29.7653,2176.91859477,335.94468077
29.8051,0.27039321845,951.449826408,684.791411984,2406.28211825,749,99.9975,-29.9309,2406.28211825,0.0,105.212,29.8058381292,29.805813898,0.99143,0.968859,3425.62807655,2538.23790371,749,29.8051,2406.28211825,251.599735507
29.7835,0.264441021767,441.978050015,2182.74361838,2446.4996479,750,100.062,-29.912,2446.4996479,0.0,105.227,29.7840696319,29.7840543396,0.990828,0.895622,3783.7326478,3309.46357152,750,29.7835,2446.4996479,263.728298261
29.7737,0.288990465447,47.2759875788,3858.82675679,2489.97682082,751,100.126,-29.9046,2489.97682082,0.0,105.255,29.774554865,29.7745287496,0.98217,1.28912,3979.95973767,3924.64748714,751,29.7737,2489.97682082,327.998590741
29.8082,0.251644016385,36.235001266,3981.74789656,2580.63650984,752,100.184,-29.9441,2580.63650984,0.0,105.344,29.8087579289,29.8087519452,0.983477,0.745637,4097.01589747,4050.28741271,752,29.8082,2580.63650984,333.223518033
29.9151,0.2775469816,64.3722087008,3786.89276072,2488.48137209,753,100.265,-30.0553,2488.48137209,0.0,105.433,29.9164964855,29.9164657561,0.992731,1.07565,3992.83276595,3915.57832519,753,29.9151,2488.48137209,314.1319002
29.852,0.290170465543,108.756725701,3713.58522043,2655.77783434,754,100.306,-29.9749,2655.77783434,0.0,105.559,29.8528529404,29.852842186,0.981558,1.35504,4024.15700869,3919.05486494,754,29.852,2655.77783434,322.573591723
29.8649,0.269854423569,126.059881207,2907.06985425,2332.62197174,755,100.352,-29.9956,2332.62197174,0.0,105.629,29.8658452347,29.8658227062,0.992079,1.12905,3301.95629035,3077.8222615,755,29.8649,2332.62197174,247.587092527
29.8222,0.268720441902,73.4782342978,3826.50468865,2188.40075131,756,100.413,-29.9573,2188.40075131,0.0,105.649,29.8218518254,29.8218309077,0.985529,1.00349,4058.72792872,3944.68873255,756,29.8222,2188.40075131,324.140653731
29.9316,0.255550346546,88.5679015599,3766.31254531,2337.15403962,757,100.479,-30.0737,2337.15403962,0.0,105.65,29.9328272685,29.9328232199,0.983694,0.848972,4068.5181153,3940.90665324,757,29.9316,2337.15403962,319.742279883
29.8705,0.273884833914,101.563533715,3640.37005099,2241.83352004,758,100.594,-30.0199,2241.83352004,0.0,105.786,29.8718850981,29.8718795792,0.981449,1.08795,3973.83976666,3848.19108714,758,29.8705,2241.83352004,302.638024497
29.9256,0.276764259163,30.9727900737,3566.77664178,2319.14717404,759,100.672,-30.0722,2319.14717404,0.0,105.708,29.9268363631,29.9268319909,0.981263,1.11161,3672.4741461,3639.33221752,759,29.9256,2319.14717404,306.339812206
29.961,0.257955935412,84.1059522778,3557.48817602,2520.83503095,760,100.657,-30.0898,2520.83503095,0.0,105.755,29.9616097033,29.9616097033,0.980957,0.928098,3840.52753524,3690.15859408,760,29.961,2520.83503095,316.734609958
29.9783,0.257559433692,1131.61230915,139.987125129,2532.16934523,761,100.724,-30.1073,2532.16934523,0.0,105.816,29.9785661094,29.9785516904,0.985646,0.844376,4005.2814559,3528.71399853,761,29.9783,2532.16934523,319.809188161
29.9539,0.266731011294,64.4497576618,3729.59707789,2449.92196379,762,100.782,-30.0773,2449.92196379,0.0,105.895,29.9559904218,29.9559868584,0.985454,1.01255,3917.79899357,3839.20001746,762,29.9539,2449.92196379,321.858975222
29.9266,0.271289939801,49.2063986279,3763.30050923,2489.35137219,763,100.824,-30.0484,2489.35137219,0.0,105.925,29.9272884717,29.9272802424,0.983081,1.151,3948.21973486,3865.42315731,763,29.9266,2489.35137219,327.248457292
29.9626,0.265035904986,76.4485475969,3559.33000265,2431.49473853,764,100.872,-30.0863,2431.49473853,0.0,105.973,29.9623950486,29.9623661636,0.984344,1.01926,3815.31972007,3713.83101172,764,29.9626,2431.49473853,298.896148581
29.9583,0.279807018539,32.3513246117,3663.39903483,2406.14509859,765,100.917,-30.0803,2406.14509859,0.0,105.957,29.9607071849,29.9606786481,0.981641,1.17132,3766.68611164,3716.74676292,765,29.9583,2406.14509859,309.248566216
29.8373,0.271336437925,216.849373453,3304.41644845,2616.01722138,766,100.964,-29.9686,2616.01722138,0.0,106.16,29.838384177,29.8383657625,0.986483,1.09977,3922.4528111,3598.89081074,766,29.8373,2616.01722138,290.463856086
29.974,0.256009172544,81.4484316642,3778.00843471,2206.70777938,767,101.055,-30.1097,2206.70777938,0.0,106.17,29.9741550099,29.9741173464,0.982872,0.882769,3996.43102291,3887.17450779,767,29.974,2206.70777938,315.984500113
29.9751,0.264452555375,830.308066288,505.578438809,2601.04691488,768,101.105,-30.0967,2601.04691488,0.0,106.206,29.9760900381,29.9760694747,0.994445,1.11737,3241.58097315,2334.19008523,768,29.9751,2601.04691488,230.53556124
29.9184,0.250369250004,116.456290529,3405.85130205,-203.735651044,769,101.161,-30.0444,-203.735651044,0.0,106.198,29.920535827,29.920534786,0.988755,0.750316,3832.45389129,3709.04797353,769,29.9184,-203.735651044,300.590615067
29.947,0.289045569066,185.692489743,3209.98624718,2523.08719429,770,101.232,-30.0771,2523.08719429,0.0,106.223,29.946397209,29.9463423123,0.987609,1.23262,3847.64276715,3606.61844771,770,29.947,2523.08719429,299.500076255
29.9109,0.27926995205,1110.86750774,147.105591237,2549.07774318,771,101.305,-30.0507,2549.07774318,0.0,106.315,29.9122036294,29.912173714,0.992186,1.05753,3752.70228457,3044.08970514,771,29.9109,2549.07774318,288.044180035
29.9716,0.269060383493,110.173390354,3502.00296215,2515.11352818,772,101.338,-30.1064,2515.11352818,0.0,106.376,29.973503407,29.9734795145,0.98776,1.07031,3821.19408322,3689.54267974,772,29.9716,2515.11352818,312.475485528
29.9591,0.259579171456,44.0155073266,3453.21906717,2430.02944934,773,101.376,-30.0806,2430.02944934,0.0,106.381,29.9598817348,29.9598514288,0.982202,1.00174,3584.80848175,3519.80125792,773,29.9591,2430.02944934,293.302082886
30.0435,0.241552007624,97.4191621888,3429.89214278,2497.28425885,774,101.388,-30.1772,2497.28425885,0.0,106.489,30.0434366637,30.0434222348,0.981784,0.645289,3827.28925464,3674.85272735,774,30.0435,2497.28425885,296.974756093
30.0905,0.273442181534,1281.35393418,87.7942893566,2571.76419131,775,101.421,-30.2355,2571.76419131,0.0,106.557,30.0915024633,30.0914763223,0.996339,1.13642,3791.35559934,1685.42796299,775,30.0905,2571.76419131,251.030870152
29.9719,0.277905504856,804.604642694,121.274551702,2287.86297479,776,101.473,-30.0948,2287.86297479,0.0,106.638,29.9723538382,29.9723347036,0.998391,1.13586,2968.71548964,850.401888107,776,29.9719,2287.86297479,159.323073306
29.9773,0.280615371176,1072.90363435,172.990020537,515.291988741,777,101.531,-30.0941,515.291988741,0.0,106.658,29.9786292083,29.9786282949,0.992304,1.06523,3147.67219037,1981.61024014,777,29.9773,515.291988741,223.504352035
29.9456,0.285001036362,265.316166576,2571.99738489,2235.63180738,778,101.601,-30.0728,2235.63180738,0.0,106.788,29.9465293277,29.946516525,0.986156,1.16982,3549.4258379,3195.5279559,778,29.9456,2235.63180738,260.009428037
29.9921,0.269206502362,957.524738707,662.955822382,2391.94872453,779,101.697,-30.1097,2391.94872453,0.0,106.808,29.9917126784,29.991702061,0.984047,0.84632,3419.95332734,2580.67771808,779,29.9921,2391.94872453,260.633448181
29.9244,0.263948263065,65.1626222223,3798.99722709,448.533991682,780,101.712,-30.0407,448.533991682,0.0,106.892,29.9254267093,29.9254065431,0.98536,0.788564,3968.40394279,3863.12884135,780,29.9244,448.533991682,313.032726527
29.9766,0.250968227454,58.0805136836,3856.77292367,2017.22235458,781,101.762,-30.0982,2017.22235458,0.0,106.91,29.9775382438,29.9775263308,0.981939,0.654012,4066.36869461,3945.90081943,781,29.9766,2017.22235458,323.970721506
30.0461,0.276411499563,45.6843409755,3846.77310776,2150.3716089,782,101.803,-30.1688,2150.3716089,0.0,106.969,30.0475698706,30.0475464053,0.983458,1.12234,3984.34170836,3919.61228031,782,30.0461,2150.3716089,326.361573991
29.9794,0.279124576596,50.179004316,3574.5382956,2518.56505185,783,101.874,-30.1094,2518.56505185,0.0,107.091,29.9792664802,29.9792541519,0.993774,1.13825,3756.94381804,3644.78035186,783,29.9794,2518.56505185,298.165845648
29.978,0.272944177276,60.7937336787,3751.67711437,2047.43835476,784,101.924,-30.1062,2047.43835476,0.0,106.986,29.9783281582,29.9782993872,0.985364,1.00123,3933.30080376,3820.37057065,784,29.978,2047.43835476,316.655898095
29.9592,0.297036413525,1128.72820154,-123.338793292,2547.477037,785,101.966,-30.0902,2547.477037,0.0,107.138,29.9602490924,29.9602166394,0.994866,1.4627,3691.26323129,2809.97343751,785,29.9592,2547.477037,275.002787982
29.8994,0.270915052489,933.642954968,831.205522396,2373.36981909,786,101.963,-30.014,2373.36981909,0.0,107.093,29.9006796018,29.9006453326,0.984889,1.0617,4013.02915595,3627.29232322,786,29.8994,2373.36981909,304.233491809
29.9396,0.285198956266,1038.7725166,-216.53303161,2154.91964387,787,102.047,-30.0707,2154.91964387,0.0,107.142,29.9409454053,29.9409275125,0.988191,1.29558,3458.89403749,2864.4444529,787,29.9396,2154.91964387,244.598893636
29.8794,0.28307484908,1306.71455163,-184.377769834,2201.26984551,788,102.082,-30.0185,2201.26984551,0.0,107.21,29.88092911,29.8808861511,0.993849,1.17929,3539.12351114,1814.48688349,788,29.8794,2201.26984551,221.898432478
29.9995,0.279757728881,711.712445638,-61.416409694,2112.19245596,789,102.167,-30.1189,2112.19245596,0.0,107.273,29.999144379,29.9991335105,0.992841,1.09867,2368.529549,1161.2176887,789,29.9995,2112.19245596,143.761301811
29.9181,0.277762563547,40.6078512756,3776.43622772,1710.48915462,790,102.232,-30.04,1710.48915462,0.0,107.247,29.9190521177,29.9190336718,0.980763,0.974472,3893.7537325,3839.3764423,790,29.9181,1710.48915462,315.269296918
29.9879,0.271872674794,1035.70303816,1199.33959614,2187.07317892,791,102.308,-30.1189,2187.07317892,0.0,107.359,29.9888796214,29.9888652067,0.991493,1.04418,3657.14639253,2503.38261259,791,29.9879,2187.07317892,288.057373749
29.9265,0.270123571191,387.508018924,2400.06907898,2121.44249354,792,102.36,-30.0468,2121.44249354,0.0,107.407,29.9282795676,29.9282716356,0.985572,1.02078,3834.71887991,3527.02896062,792,29.9265,2121.44249354,299.2359777
29.9722,0.267762389583,44.6765582171,3439.43800188,2477.01397794,793,102.436,-30.099,2477.01397794,0.0,107.42,29.9719765063,29.9719525474,0.983602,1.0439,3587.66717117,3509.6094623,793,29.9715,2477.01397794,286.204776872
29.9379,0.269632340354,771.744589909,593.452070158,1115.63079634,794,102.484,-30.0415,1115.63079634,0.0,107.563,29.9391078632,29.9391006001,0.98887,0.998531,3055.18952492,2520.48512987,794,29.9379,1115.63079634,245.532099037
