AverageAbsQ,AverageAbsQYDiff,StdReturn,MinReturn,MinEsReturn,Iteration,QFunRegParamNorm,AveragePolicySurr,MaxEsReturn,StdEsReturn,PolicyRegParamNorm,AverageAbsY,AverageY,AverageAction,AverageQLoss,MaxReturn,AverageReturn,Epoch,AverageQ,AverageEsReturn,AverageDiscountedReturn
31.0739,0.26383091507,92.9570077027,3609.11419103,2290.77814075,2156,156.628,-31.0519,2290.77814075,0.0,163.186,31.0743146191,30.9417555457,0.937176,1.19635,3900.4376252,3790.01684043,2156,30.9413,2290.77814075,314.252581951
31.1153,0.249701927624,92.3013664849,3667.15981373,2305.82273583,2157,156.642,-31.0988,2305.82273583,0.0,163.197,31.1166587211,30.9920681088,0.926061,0.955154,3954.50503049,3819.66169185,2157,30.9908,2305.82273583,320.069658689
31.0801,0.263527741494,74.7157430517,3747.19739378,2490.86609406,2158,156.698,-31.057,2490.86609406,0.0,163.19,31.0807432943,30.9554419297,0.94346,1.30591,4025.05094512,3901.26559912,2158,30.955,2490.86609406,331.431910975
31.0909,0.255712816829,110.944722287,3634.02506856,2352.73175618,2159,156.718,-31.0696,2352.73175618,0.0,163.327,31.0912126914,30.9689783165,0.933458,1.25042,4046.8004779,3804.65830653,2159,30.969,2352.73175618,309.479764667
31.0495,0.238983026007,111.94256468,3274.0848763,2340.75116474,2160,156.752,-31.019,2340.75116474,0.0,163.278,31.0496733849,30.9178849984,0.915934,1.02399,3700.47372375,3587.91664187,2160,30.9176,2340.75116474,307.284335769
31.1127,0.229243636835,51.6389791646,3868.51360013,2516.72796822,2161,156.78,-31.0929,2516.72796822,0.0,163.374,31.1124914679,30.9944660095,0.933532,1.03185,4027.64449214,3974.1991726,2161,30.9944,2516.72796822,331.004710561
31.0977,0.232042266807,82.8668821449,3560.37939535,2292.23975823,2162,156.819,-31.0817,2292.23975823,0.0,163.483,31.0991584459,30.9723583441,0.998409,1.10983,3844.96641882,3666.15428637,2162,30.9711,2292.23975823,309.21419926
31.0881,0.236628700911,915.942495545,501.009895491,2392.14587394,2163,156.821,-31.0533,2392.14587394,0.0,163.604,31.0888632024,30.9587383725,0.997431,1.09624,3678.65869023,3204.51093671,2163,30.9582,2392.14587394,277.455511887
31.0688,0.242895109228,94.3438277328,2724.1230104,2199.60400884,2164,156.895,-31.0212,2199.60400884,0.0,163.559,31.0702012999,30.9320366135,0.965785,1.18543,3058.46064123,2927.18895155,2164,30.9307,2199.60400884,248.447408085
31.0574,0.25865817225,729.042581556,517.912707761,2196.01209786,2165,156.935,-30.9889,2196.01209786,0.0,163.683,31.0570252264,30.9287857094,0.971155,1.1923,3046.3064718,2700.83062605,2165,30.9291,2196.01209786,252.28533324
31.0324,0.258680055724,92.3523124622,3788.25076693,2061.20770983,2166,156.971,-31.008,2061.20770983,0.0,163.711,31.0341742929,30.9109273158,0.966251,1.13618,4081.22780158,3896.68358649,2166,30.9091,2061.20770983,317.606885582
31.0704,0.243727574928,72.6975157672,3974.10759084,2430.97522769,2167,156.995,-31.0604,2430.97522769,0.0,163.735,31.071187377,30.9544637264,0.998432,1.10214,4230.50161699,4112.59513956,2167,30.9534,2430.97522769,337.956903375
31.0494,0.240188340335,171.47190274,3615.6364577,2631.20851765,2168,157.045,-31.0519,2631.20851765,0.0,163.764,31.0487851659,30.9305237729,0.9641,1.0763,4213.23605731,4054.11613051,2168,30.9311,2631.20851765,339.442780245
31.0829,0.234568008076,52.2402310347,3907.11990789,2525.93455346,2169,157.079,-31.0785,2525.93455346,0.0,163.735,31.0835761228,30.9630660843,0.952952,0.997405,4088.81981334,4000.85546967,2169,30.9626,2525.93455346,333.729306717
31.0835,0.230115651596,87.0961560677,3915.18836486,2456.41083547,2170,157.108,-31.0722,2456.41083547,0.0,163.718,31.0826892893,30.9594708848,0.985297,0.96569,4204.7884263,4070.35972993,2170,30.9601,2456.41083547,337.593792835
31.086,0.223813957886,986.401808568,760.275480474,2509.77398382,2171,157.102,-31.0771,2509.77398382,0.0,163.798,31.0874851332,30.9620155678,0.995776,0.916073,4212.83477208,3701.88032481,2171,30.9607,2509.77398382,327.459867382
31.0887,0.240252526371,71.4209579015,3700.71234491,2618.5052653,2172,157.142,-31.0738,2618.5052653,0.0,163.792,31.0886510637,30.9670746104,0.951502,1.21329,3893.50777387,3808.04041045,2172,30.9672,2618.5052653,324.337832738
31.1458,0.225156505592,63.6619999958,3650.7761862,2355.06607486,2173,157.195,-31.1366,2355.06607486,0.0,163.802,31.144950846,31.0335096658,0.998739,1.03063,3853.51825036,3775.40391817,2173,31.0346,2355.06607486,320.445631725
31.1611,0.22506032972,57.353862424,3740.60665005,2520.12781329,2174,157.191,-31.162,2520.12781329,0.0,163.854,31.1620893049,31.0605038538,0.996567,0.95193,3928.06496016,3856.43659864,2174,31.0598,2520.12781329,323.311795871
31.1062,0.218666050741,39.5238123604,3676.17315712,2391.07628855,2175,157.208,-31.0868,2391.07628855,0.0,163.824,31.1065192949,30.9781889982,0.999657,0.975228,3798.29490094,3753.23571771,2175,30.9779,2391.07628855,306.873033477
31.1249,0.224424556887,29.0388899452,3815.67977331,2477.06636689,2176,157.207,-31.1193,2477.06636689,0.0,163.914,31.1253002792,31.0075009925,0.99912,1.0759,3920.29547885,3867.00666198,2176,31.0072,2477.06636689,316.773619475
31.121,0.224556614164,64.0930167492,3801.93030653,2545.24056621,2177,157.214,-31.0983,2545.24056621,0.0,164.0,31.1216853407,30.9936927381,0.951348,1.01606,3997.66486611,3906.8070385,2177,30.9932,2545.24056621,314.738609467
31.1386,0.221228001236,44.2240624315,3923.64050374,2347.31151004,2178,157.247,-31.1222,2347.31151004,0.0,164.016,31.1398064947,31.0237853573,0.942032,0.955164,4065.72684355,3966.71609512,2178,31.0228,2347.31151004,331.625071358
31.1434,0.22158547534,23.5375401143,3402.26022053,2265.29905532,2179,157.301,-31.1332,2265.29905532,0.0,163.952,31.1438606326,31.0254228535,0.916886,1.0406,3479.58285214,3424.91708722,2179,31.0255,2265.29905532,294.606668216
31.1528,0.218078372245,38.9714111434,3484.88821076,2236.88698778,2180,157.346,-31.1378,2236.88698778,0.0,164.002,31.1533634601,31.0318726845,0.926702,0.914418,3599.75600267,3535.55096249,2180,31.031,2236.88698778,295.679666229
31.1823,0.204561173465,31.3516770724,3422.90276697,2300.46432604,2181,157.37,-31.1759,2300.46432604,0.0,164.083,31.1831546489,31.0731748116,0.922818,0.662956,3534.00659893,3483.62817158,2181,31.0725,2300.46432604,289.987399805
31.1482,0.235328763622,83.698157755,3778.26854824,2485.32127919,2182,157.415,-31.1384,2485.32127919,0.0,164.11,31.1478258277,31.0273955249,0.938807,1.22208,4040.54874473,3918.62924273,2182,31.0285,2485.32127919,322.899014398
31.1885,0.232167922319,82.7868610874,3801.55833795,2479.87520149,2183,157.443,-31.2027,2479.87520149,0.0,164.223,31.190568369,31.0884356989,0.942008,1.16452,4112.42452716,3904.81130423,2183,31.0864,2479.87520149,320.836793075
31.1912,0.221978698475,100.808367009,3675.46051688,2236.31376202,2184,157.495,-31.2001,2236.31376202,0.0,164.22,31.1916181332,31.0831732987,0.944492,0.963025,3977.62420655,3843.26559229,2184,31.083,2236.31376202,318.21223049
31.2302,0.229812224822,113.928873924,3700.47069582,2358.33079597,2185,157.519,-31.245,2358.33079597,0.0,164.179,31.2304979774,31.1298285987,0.940922,1.15313,4110.59065071,3858.69753167,2185,31.1296,2358.33079597,319.144229167
31.1902,0.237660941768,564.320367598,1938.16878813,2278.02105203,2186,157.563,-31.1937,2278.02105203,0.0,164.229,31.1916846659,31.0774702424,0.967044,1.22196,3952.11281887,3606.27839579,2186,31.0761,2278.02105203,325.370504592
31.1967,0.211147464609,1130.33205119,-136.540827958,2342.75282023,2187,157.581,-31.1993,2342.75282023,0.0,164.262,31.1966309851,31.0780201459,0.969606,0.796655,3773.87397913,3129.70536,2187,31.0786,2342.75282023,292.407660135
31.2161,0.238327698735,805.232028576,828.151618568,2537.73937343,2188,157.641,-31.2192,2537.73937343,0.0,164.248,31.2168126803,31.1099090726,0.943518,1.1692,3537.57434694,2922.7742528,2188,31.1094,2537.73937343,299.84541898
31.2579,0.234238152949,1126.97178568,-129.861517884,2312.5089605,2189,157.668,-31.2635,2312.5089605,0.0,164.427,31.2583219161,31.1542219806,0.971618,1.05222,3154.86453753,1965.47220835,2189,31.1539,2312.5089605,233.608584298
31.2559,0.224427244305,323.478991499,2643.99021187,2206.39525528,2190,157.705,-31.2568,2206.39525528,0.0,164.403,31.2571212861,31.149551627,0.986037,0.78514,3684.28891727,3254.11061219,2190,31.1486,2206.39525528,301.532856874
31.2597,0.244869531547,813.82116819,1648.95510125,2194.1257934,2191,157.731,-31.26,2194.1257934,0.0,164.415,31.2606653779,31.1499693054,0.936392,1.20242,4038.44286914,3366.97008175,2191,31.149,2194.1257934,314.294636073
31.2497,0.238804845313,1117.54643774,37.0066965838,-203.806471239,2192,157.745,-31.2509,-203.806471239,0.0,164.521,31.2506829917,31.1365379157,0.958935,1.03511,3865.30134358,3380.55073065,2192,31.1357,-203.806471239,299.938705293
31.2542,0.255664800178,60.4869639863,3995.10675474,2498.95059028,2193,157.743,-31.2474,2498.95059028,0.0,164.528,31.2546310619,31.1399204108,0.979029,1.29348,4181.8003558,4083.4470746,2193,31.1396,2498.95059028,333.028895324
31.2421,0.241625708129,1245.21449913,-97.33874433,2339.19536661,2194,157.787,-31.22,2339.19536661,0.0,164.572,31.2428904225,31.1259433052,0.955824,1.03807,4136.74115993,3634.44306568,2194,31.1254,2339.19536661,319.035303084
31.2611,0.23369934093,50.3232347856,3789.36527863,2313.18997941,2195,157.795,-31.2575,2313.18997941,0.0,164.518,31.2610530114,31.148551145,0.951955,0.964552,3943.80823399,3874.09038022,2195,31.1487,2313.18997941,323.221172119
31.2494,0.253109937762,78.3085967744,3679.53243818,2441.19270509,2196,157.853,-31.2487,2441.19270509,0.0,164.529,31.2499635951,31.1364746961,0.957335,1.26098,3916.36325472,3803.76675905,2196,31.1358,2441.19270509,314.104174988
31.2077,0.251978719032,699.195252785,1371.66931533,2462.55913721,2197,157.882,-31.1829,2462.55913721,0.0,164.555,31.2083480224,31.081478776,0.996379,1.35857,3880.56753591,3434.26822049,2197,31.0811,2462.55913721,293.825224892
31.2946,0.228578617726,580.429813094,2491.4088013,2419.85263795,2198,157.928,-31.2792,2419.85263795,0.0,164.588,31.2950430214,31.1920747641,0.997954,0.877726,4160.30935626,3687.63053722,2198,31.1915,2419.85263795,336.629153456
31.2353,0.241590583801,482.851619891,1590.12884023,2032.31559888,2199,157.976,-31.2029,2032.31559888,0.0,164.541,31.2362172362,31.1230628794,0.997191,0.994164,3361.70129018,2966.96806288,2199,31.1224,2032.31559888,259.470572171
31.2108,0.244458296554,185.597546734,3195.05489224,2167.34136861,2200,158.023,-31.1629,2167.34136861,0.0,164.712,31.2105680641,31.093452526,0.994847,0.972187,3792.42663665,3563.15400294,2200,31.0936,2167.34136861,271.53064091
31.1592,0.235516969218,843.32731278,638.683990192,2219.43390925,2201,158.062,-31.1036,2219.43390925,0.0,164.693,31.1599570106,31.032356492,0.996611,0.899231,3606.91998404,3122.56116628,2201,31.0316,2219.43390925,278.6065322
31.1539,0.261695659574,60.6592935448,3497.38806173,1979.88000531,2202,158.111,-31.1195,1979.88000531,0.0,164.653,31.1545217738,31.0433268858,0.996804,1.31647,3698.01069753,3623.34099497,2202,31.0427,1979.88000531,297.819337173
31.1144,0.247215896826,141.57616664,3612.62511314,2188.52512822,2203,158.166,-31.0954,2188.52512822,0.0,164.775,31.1147369819,30.9975356624,0.955605,1.06073,4101.77976832,3959.11493312,2203,30.9976,2188.52512822,322.258862629
31.1012,0.260751133997,67.3051300035,3751.55378892,2280.45662769,2204,158.209,-31.0837,2280.45662769,0.0,164.7,31.1006704077,30.979469539,0.969582,1.28179,4000.9802889,3906.76511731,2204,30.98,2280.45662769,321.128706182
31.1104,0.248728839166,80.0060342687,3865.18198165,2129.29794629,2205,158.226,-31.1035,2129.29794629,0.0,164.813,31.1104160067,30.9866353814,0.955892,1.19406,4108.7388636,4002.60474293,2205,30.9869,2129.29794629,326.693679461
31.1669,0.227822728139,1316.49469212,215.83975985,2521.46758713,2206,158.273,-31.1531,2521.46758713,0.0,164.796,31.1686093566,31.0544349306,0.976315,0.757246,3840.0699356,2378.3761361,2206,31.0529,2521.46758713,287.196460497
31.1532,0.248222290146,229.832889194,3522.42856658,1964.05082902,2207,158.289,-31.1377,1964.05082902,0.0,164.819,31.1539756721,31.0361461938,0.975971,0.978934,4219.97858794,3983.60171769,2207,31.0354,1964.05082902,330.609587276
31.1522,0.252541931599,142.020946343,3616.17294824,2231.34102375,2208,158.31,-31.1281,2231.34102375,0.0,164.81,31.1528812319,31.0310112142,0.967121,1.082,4114.51242361,3991.8060424,2208,31.0305,2231.34102375,333.33120469
31.145,0.258220142562,939.481331075,1408.26898561,2346.86304332,2209,158.362,-31.1339,2346.86304332,0.0,164.881,31.1449934214,31.0255433833,0.989044,1.16375,4052.65781863,3181.55906501,2209,31.0256,2346.86304332,317.49008551
31.1495,0.259161467862,329.74315805,2943.68518616,2428.68072232,2210,158.409,-31.1188,2428.68072232,0.0,164.897,31.1493784631,31.034530874,0.990142,1.28415,4086.32935787,3894.34325221,2210,31.0349,2428.68072232,333.128027746
31.1053,0.260380562229,173.795087901,3484.60888375,2366.33241438,2211,158.442,-31.0906,2366.33241438,0.0,164.846,31.1063770727,30.9869767824,0.990559,1.35666,4165.27724149,3959.50059369,2211,30.986,2366.33241438,328.002812502
31.1273,0.263928352542,29.4830441176,4015.23633337,2193.84942227,2212,158.472,-31.1251,2193.84942227,0.0,164.839,31.1278818672,31.0120891739,0.994037,1.40051,4105.37355227,4061.60684669,2212,31.0116,2193.84942227,340.577551255
31.1747,0.237376701729,45.5573652969,3780.74551077,2493.82754486,2213,158.5,-31.175,2493.82754486,0.0,164.823,31.1759026743,31.0682405677,0.996826,0.937212,3932.26462707,3844.8749479,2213,31.0671,2493.82754486,319.743727559
31.1427,0.24767482543,40.920949033,3575.47305526,2166.60795048,2214,158.542,-31.1349,2166.60795048,0.0,164.857,31.1428693112,31.0226033065,0.999153,1.04485,3692.18840502,3622.90563361,2214,31.0226,2166.60795048,299.841903838
31.1611,0.236382850028,53.6464767934,3166.25143373,2433.41354182,2215,158.545,-31.1449,2433.41354182,0.0,164.879,31.16200477,31.0450328363,0.997906,1.00107,3347.0143959,3249.17389369,2215,31.0444,2433.41354182,266.858851852
31.1618,0.238055598127,23.1350290558,3345.68945853,2306.24237874,2216,158.582,-31.1449,2306.24237874,0.0,164.91,31.1620465105,31.044650985,0.998471,1.05233,3425.00033711,3393.10171781,2216,31.0443,2306.24237874,279.472140546
31.1513,0.228885368986,34.4232212453,3493.32904718,2211.4640949,2217,158.631,-31.1325,2211.4640949,0.0,165.006,31.1524136957,31.0312505238,0.964511,0.952645,3612.86505252,3541.26475372,2217,31.0305,2211.4640949,295.263377353
31.1818,0.225140617352,39.374194454,3446.19854177,2342.3495674,2218,158.64,-31.1698,2342.3495674,0.0,165.004,31.1821693277,31.0675097174,0.956359,0.971522,3565.46733701,3508.79492581,2218,31.0674,2342.3495674,294.271577209
31.1682,0.21904570452,96.4208313719,3902.76397061,2252.73492785,2219,158.65,-31.1467,2252.73492785,0.0,165.114,31.1686832755,31.0445914737,0.963246,0.751165,4282.36427643,4056.60033942,2219,31.0439,2252.73492785,333.902887411
31.2056,0.207516437833,1295.13367293,-144.928033348,2217.75256788,2220,158.704,-31.1916,2217.75256788,0.0,165.176,31.2047620252,31.0915043934,0.995012,0.69993,4127.14670992,3166.57950992,2220,31.0922,2217.75256788,281.625237739
31.1838,0.218486743016,1446.82947894,-517.919605634,2353.08311231,2221,158.747,-31.1614,2353.08311231,0.0,165.204,31.1861796067,31.0627808239,0.997947,0.88974,4230.14505989,3227.4464501,2221,31.0605,2353.08311231,303.107427376
31.1987,0.241853035875,1657.19066503,-352.008389546,2370.80650696,2222,158.787,-31.1743,2370.80650696,0.0,165.241,31.1983921056,31.0874444718,0.995128,1.19777,4253.12944636,2838.10682581,2222,31.0878,2370.80650696,295.891196543
31.1576,0.243438866408,1193.17829843,53.0191981991,1525.68236509,2223,158.815,-31.1328,1525.68236509,0.0,165.221,31.1574059639,31.0347599589,0.986084,1.14017,4152.67627522,3627.47782446,2223,31.0355,1525.68236509,325.090154886
31.1067,0.261096854381,304.5072472,3091.17943499,-142.297363698,2224,158.853,-31.0709,-142.297363698,0.0,165.221,31.1087290122,30.9730077636,0.966249,1.39802,4175.36315057,3932.9025638,2224,30.9711,-142.297363698,309.328319944
31.1281,0.257185785489,42.6750179312,4073.90349656,1835.63729542,2225,158.895,-31.1058,1835.63729542,0.0,165.253,31.1285131284,31.0039257502,0.992599,1.27583,4223.52383044,4187.32794463,2225,31.0038,1835.63729542,343.655745698
31.1121,0.24447096364,76.0979458071,3713.73996509,2546.33679713,2226,158.915,-31.0834,2546.33679713,0.0,165.249,31.1126269796,30.9844766541,0.948804,1.12362,3987.27835012,3856.43698178,2226,30.984,2546.33679713,312.228599468
31.126,0.225586657363,67.7713263438,3653.25490631,2277.59094787,2227,158.967,-31.1034,2277.59094787,0.0,165.267,31.1268261762,30.9901412024,0.94337,0.920623,3926.28670089,3778.44583683,2227,30.9896,2277.59094787,299.197229551
31.1131,0.240200115893,63.0414142587,3803.86097651,2478.70203645,2228,159.013,-31.0829,2478.70203645,0.0,165.287,31.1127016947,30.9837636628,0.965524,1.20689,4005.78873076,3899.84861564,2228,30.9842,2478.70203645,316.737558287
31.126,0.226155996452,64.2913276893,3196.43606081,2335.81577677,2229,159.008,-31.0939,2335.81577677,0.0,165.256,31.1276725175,31.0015995367,0.957418,0.881398,3453.0542368,3290.23476122,2229,31.0,2335.81577677,273.332995205
31.0766,0.21738718748,56.7925278127,3177.02976202,2406.26191744,2230,159.059,-31.0218,2406.26191744,0.0,165.302,31.0770990301,30.9337470167,0.974324,0.764454,3355.63837276,3251.66248372,2230,30.9334,2406.26191744,267.014702484
31.0848,0.237361208306,57.7517570169,3433.86155951,2152.55772265,2231,159.092,-31.0303,2152.55772265,0.0,165.297,31.0844625976,30.9534986299,0.990698,1.10323,3628.61883412,3526.81720248,2231,30.954,2152.55772265,289.685264154
31.0358,0.232522973516,60.7320642754,3408.05352498,2053.67082593,2232,159.16,-30.9836,2053.67082593,0.0,165.298,31.0371654193,30.9059331076,0.985155,1.02287,3642.21042481,3508.86208525,2232,30.9048,2053.67082593,292.36298745
31.0328,0.214803218612,49.1423886561,3501.9843957,2472.95207011,2233,159.217,-30.9901,2472.95207011,0.0,165.272,31.033467751,30.9056373012,0.966366,0.772064,3669.69644086,3584.21863387,2233,30.9048,2472.95207011,289.554611886
31.0168,0.215522480697,76.514303269,3726.61307421,2547.26856979,2234,159.243,-30.9799,2547.26856979,0.0,165.379,31.0160284282,30.8847761099,0.956059,0.805874,3971.46199438,3873.66507587,2234,30.8856,2547.26856979,317.91484618
30.9642,0.261323431419,135.39746699,3578.22542802,2358.96230315,2235,159.301,-30.9156,2358.96230315,0.0,165.422,30.9666499886,30.8309227968,0.966014,1.60159,4070.67993873,3963.93494408,2235,30.8285,2358.96230315,320.887181966
30.9619,0.238370123465,65.2497523653,3891.38088947,2554.14467413,2236,159.356,-30.9186,2554.14467413,0.0,165.471,30.9624795858,30.8383132176,0.97722,1.24164,4158.34255118,4029.61090961,2236,30.838,2554.14467413,333.563019357
30.9616,0.238059968654,55.7593684554,3847.14630355,2448.06805067,2237,159.353,-30.9275,2448.06805067,0.0,165.43,30.9614927412,30.8414326443,0.932683,1.23752,3988.43036657,3926.10088829,2237,30.8421,2448.06805067,314.048324355
30.952,0.217719777749,54.4809874941,3916.41472497,2374.04841376,2238,159.348,-30.919,2374.04841376,0.0,165.467,30.9526615035,30.8347005104,0.962298,0.887152,4116.6708257,3991.38254094,2238,30.8339,2374.04841376,325.584061251
30.9282,0.219530436097,71.74194551,3847.93179011,2421.20853369,2239,159.358,-30.9019,2421.20853369,0.0,165.531,30.9283574677,30.8076118897,0.945378,0.920849,4072.66643437,3956.13398417,2239,30.8076,2421.20853369,332.52278238
30.9266,0.215535935282,64.5519228772,3774.34632549,2192.3616541,2240,159.402,-30.9009,2192.3616541,0.0,165.534,30.9269831842,30.8038458057,0.940615,0.921507,4005.87002459,3858.74862016,2240,30.8035,2192.3616541,308.521712258
30.9041,0.219193884418,33.6982949409,3943.47328705,2383.32261874,2241,159.446,-30.8738,2383.32261874,0.0,165.535,30.9052938599,30.7743870172,0.995036,0.940453,4046.76588723,4006.77189035,2241,30.7733,2383.32261874,327.277340822
30.8828,0.222151648542,109.192181133,3823.5585687,2349.94778989,2242,159.487,-30.8427,2349.94778989,0.0,165.68,30.8834020629,30.7455449268,0.951908,0.954614,4281.88767618,4071.40511646,2242,30.7452,2349.94778989,334.323860384
30.8931,0.222582236781,38.1487909672,3950.54001175,2378.63646159,2243,159.518,-30.867,2378.63646159,0.0,165.625,30.8926630796,30.7632837297,0.998039,1.06586,4083.97557341,4002.34648981,2243,30.7637,2378.63646159,326.276426999
30.8804,0.226027257049,41.8558302581,3773.2834705,2246.00246264,2244,159.535,-30.8463,2246.00246264,0.0,165.563,30.8810966704,30.7475443486,0.996356,1.0179,3911.17925236,3847.09771743,2244,30.7469,2246.00246264,317.292340513
30.8969,0.215327962825,73.7433162527,3720.6100173,2502.44871429,2245,159.564,-30.8688,2502.44871429,0.0,165.503,30.8971940575,30.7682046983,0.971311,0.918748,3966.37040707,3847.92639218,2245,30.768,2502.44871429,321.902592415
30.8738,0.23049954812,105.850788587,3808.12883752,2469.31362298,2246,159.59,-30.8363,2469.31362298,0.0,165.543,30.8743358446,30.7496678958,0.997879,1.14094,4138.28343729,3978.67725999,2246,30.7496,2469.31362298,331.438995514
30.8556,0.242316252577,88.1079359027,3807.26037201,2198.15411817,2247,159.624,-30.8148,2198.15411817,0.0,165.729,30.8562492921,30.731779875,0.951483,1.21723,4128.57083836,4004.41440748,2247,30.7309,2198.15411817,328.716198337
30.8594,0.204558073379,104.211828103,3832.50829362,2309.32174856,2248,159.68,-30.815,2309.32174856,0.0,165.676,30.8605771361,30.7358864104,0.970649,0.680364,4227.36252778,4027.03175867,2248,30.7349,2309.32174856,337.266059461
30.8356,0.223764690909,1154.34532385,-240.226292703,2464.09798948,2249,159.701,-30.7708,2464.09798948,0.0,165.715,30.8360933649,30.7148912059,0.973047,0.867851,3406.1240586,2410.27430567,2249,30.7147,2464.09798948,261.77071825
30.7704,0.253222095007,568.002580134,1879.24918569,1821.79554574,2250,159.731,-30.7262,1821.79554574,0.0,165.829,30.7713363583,30.648429194,0.950862,1.28813,3944.88763884,3543.29063638,2250,30.6476,1821.79554574,318.943308068
30.7439,0.254022069019,81.147778175,3414.62460818,2027.08972696,2251,159.749,-30.7098,2027.08972696,0.0,165.751,30.7436847014,30.61852072,0.939499,1.24054,3655.63767455,3577.3056615,2251,30.619,2027.08972696,289.653811178
30.7447,0.239153107574,90.9775006533,3479.36312713,2211.27859653,2252,159.807,-30.7022,2211.27859653,0.0,165.815,30.7457073349,30.6212132368,0.971702,1.08613,3790.67461543,3673.87460893,2252,30.6203,2211.27859653,279.831175248
30.7364,0.229151692039,116.7910651,3341.61453209,2406.63662974,2253,159.836,-30.706,2406.63662974,0.0,165.918,30.7369456212,30.6141949498,0.966409,0.944032,3764.18329169,3651.00166204,2253,30.6139,2406.63662974,288.870653892
30.6994,0.248836427128,128.542088836,3580.51662134,2311.85985982,2254,159.843,-30.6571,2311.85985982,0.0,165.924,30.7004734988,30.5736651375,0.970254,1.15922,3965.69013536,3773.50852388,2254,30.5728,2311.85985982,295.968022147
30.7508,0.227882170809,78.0477514493,3492.03723495,2456.1849023,2255,159.888,-30.7171,2456.1849023,0.0,165.934,30.7491134591,30.6296631131,0.952518,1.02666,3768.83344162,3643.32898434,2255,30.6314,2456.1849023,293.898427855
30.6955,0.250521487521,143.422655937,3502.92706423,1942.46856677,2256,159.916,-30.6677,1942.46856677,0.0,166.028,30.6980293117,30.5769290872,0.955394,1.24336,4008.18039628,3776.02542016,2256,30.5745,1942.46856677,280.585432174
30.7014,0.228093099667,238.508234947,3003.23634546,2080.2442287,2257,159.925,-30.6735,2080.2442287,0.0,166.08,30.7018162304,30.5816295288,0.942532,0.892073,3852.51319087,3564.16991349,2257,30.5814,2080.2442287,313.201201095
30.7033,0.237157851267,439.64138874,2337.167071,2208.23554631,2258,159.941,-30.6716,2208.23554631,0.0,166.093,30.7031811145,30.581983635,0.948712,0.966504,3879.03445641,3641.05542025,2258,30.582,2208.23554631,310.291537979
30.6902,0.23465748191,673.131223591,1377.36165333,2400.16976535,2259,159.964,-30.6483,2400.16976535,0.0,166.191,30.6905290106,30.5725736779,0.970336,0.998805,3683.70646522,3094.66555863,2259,30.5721,2400.16976535,282.62659138
30.6567,0.23956915955,64.6566868344,3521.05630066,2104.18851764,2260,160.002,-30.6273,2104.18851764,0.0,166.197,30.6574149748,30.534374118,0.924402,1.08624,3766.24823932,3652.7187521,2260,30.5337,2104.18851764,298.743339046
30.5937,0.245031488491,176.465688282,3282.50955098,2313.3449027,2261,160.024,-30.5471,2313.3449027,0.0,166.204,30.593261624,30.4555445918,0.968587,1.1676,3917.67312398,3764.59663288,2261,30.4561,2313.3449027,310.844558436
30.6209,0.233312553753,754.561028817,1414.11668063,2273.24117099,2262,160.091,-30.5857,2273.24117099,0.0,166.306,30.6216084351,30.4998581465,0.975198,1.05171,4016.17126023,3460.10599605,2262,30.4993,2273.24117099,322.638102373
30.5844,0.230345867323,206.5739297,2845.46322096,2374.23726153,2263,160.139,-30.5378,2374.23726153,0.0,166.391,30.5856384668,30.4531082094,0.931175,1.01441,3559.69338254,3320.66402506,2263,30.452,2374.23726153,266.87142102
30.5785,0.241145072813,1236.29801714,-95.4295207173,2330.00184388,2264,160.143,-30.5306,2330.00184388,0.0,166.396,30.5780120243,30.4478729535,0.953542,1.17739,3259.61494902,2343.29799584,2264,30.4487,2330.00184388,224.741562092
30.5482,0.25221706282,950.762671551,1055.28503406,2305.13897452,2265,160.144,-30.5077,2305.13897452,0.0,166.426,30.5491819321,30.4207368068,0.980795,1.38518,3892.67242531,2993.49005389,2265,30.4197,2305.13897452,302.456443169
30.5554,0.215555607446,306.274288118,2402.39145313,1847.2871601,2266,160.193,-30.5019,1847.2871601,0.0,166.414,30.5557198079,30.4258032331,0.945684,0.738703,3555.56763669,3255.94732044,2266,30.4258,1847.2871601,271.349740666
30.5262,0.228937700135,60.5687341027,3508.62711025,2006.07500433,2267,160.162,-30.4899,2006.07500433,0.0,166.36,30.5260070478,30.3962930472,0.924051,0.878301,3689.44240193,3636.64733331,2267,30.3964,2006.07500433,294.62313603
30.5252,0.240520464976,746.669612205,1137.01827461,2148.98993176,2268,160.191,-30.4831,2148.98993176,0.0,166.413,30.525553246,30.3934048635,0.955234,1.15388,3809.0430713,3301.04149578,2268,30.3932,2148.98993176,295.439939195
30.5207,0.2185754293,163.814949198,3356.60066711,337.481016702,2269,160.194,-30.4592,337.481016702,0.0,166.387,30.5208098608,30.3897638156,0.945782,0.806756,3838.87162727,3621.53710924,2269,30.3898,337.481016702,310.421966538
30.4493,0.240463125142,84.0371624622,3218.32735157,2058.01083447,2270,160.242,-30.3816,2058.01083447,0.0,166.411,30.4500108843,30.3052234626,0.976882,1.11317,3544.91012122,3399.74277469,2270,30.3046,2058.01083447,290.503141213
30.4848,0.228049809612,61.3791666587,3321.3316738,2229.49785364,2271,160.259,-30.4231,2229.49785364,0.0,166.409,30.4852496448,30.3551727039,0.963679,0.929853,3540.152735,3437.56859179,2271,30.3545,2229.49785364,288.653553609
