AverageReturn,AveragePolicySurr,StdReturn,MinReturn,AverageDiscountedReturn,AverageQ,QFunRegParamNorm,AverageQLoss,AverageY,AverageAction,MaxReturn,Epoch,AverageAbsY,AverageAbsQYDiff,MaxEsReturn,PolicyRegParamNorm,StdEsReturn,AverageEsReturn,MinEsReturn,Iteration,AverageAbsQ
82.4955849276,-1.8588,133.614244277,39.1923062985,45.6509223252,1.8374,83.14,0.0144849,1.83737980108,0.999371,1185.11845075,647,1.8418167563,0.054580883693,712.383883112,81.6292,235.496413489,303.829978765,13.778595372,647,1.84255
159.570548093,-1.86222,300.472184527,38.8368010285,58.6292233641,1.84009,83.2133,0.0136622,1.84016838328,0.999182,1676.48271403,648,1.8444551475,0.0523713140891,632.039299579,81.6715,193.986036717,208.832911946,40.1239900212,648,1.84514
330.936298278,-1.8582,262.442960665,40.2946472932,111.530804195,1.83546,83.2444,0.0114267,1.83526232157,0.998492,841.083654527,649,1.84021760572,0.0514841518956,728.980942513,81.7425,246.171719045,247.983737893,37.1645192946,649,1.84101
250.689200145,-1.86103,247.247545523,41.6026551586,88.9834202605,1.83743,83.2961,0.01234,1.83755674127,0.998283,737.447075455,650,1.84248280916,0.0524975906068,489.894035725,81.7736,193.77627653,318.279137303,37.2870049057,650,1.84295
533.312354564,-1.85455,142.848892961,50.8698495211,157.723903272,1.83233,83.3333,0.0105885,1.83221786216,0.997989,956.847657989,651,1.83742312763,0.0501417313205,561.762648382,81.8498,108.393762639,496.144475577,281.839998357,651,1.83841
655.721271367,-1.85693,173.375914613,429.112960766,170.690602952,1.83503,83.3645,0.0115498,1.83506317835,0.998539,1089.91377701,652,1.84048969806,0.0511155173542,1043.6923766,81.8954,347.561712697,485.00822118,88.8539102434,652,1.84111
610.531668263,-1.85781,111.667306393,470.267847144,187.4055553,1.83667,83.3823,0.0127604,1.83671714928,0.999017,926.747256843,653,1.84144778651,0.0521041239845,901.060830884,81.9787,265.185658406,395.769841347,57.6849266333,653,1.84226
561.266383581,-1.86347,128.356603141,401.975101615,169.845720243,1.84115,83.4185,0.0117439,1.84109596688,0.998854,952.307868783,654,1.84622155543,0.0511390990565,720.151263224,82.018,245.484633187,399.112792559,16.9708472307,654,1.84674
586.817382467,-1.85623,178.263938864,421.714279174,178.519098835,1.83307,83.4726,0.0135229,1.83311106107,0.999098,1186.37405548,655,1.83807528209,0.0535586070704,464.597790394,82.054,75.6708787056,363.523535958,241.811570801,655,1.8386
336.110705914,-1.85286,353.615153672,41.9406584262,95.3988069568,1.83007,83.5224,0.0136034,1.83003439916,0.999126,1392.62336602,656,1.83512228645,0.0532563483138,653.001258041,82.0674,226.83120502,363.231907692,65.7295627419,656,1.83593
687.138452926,-1.85212,268.054821285,410.52730668,186.583952077,1.82971,83.5651,0.0125164,1.82964149236,0.998634,1563.42356152,657,1.83505416172,0.0522119153644,657.136212919,82.1406,196.141814279,301.173895885,54.3273269531,657,1.83581
444.574129802,-1.84929,233.6907647,265.078652558,155.020678483,1.82724,83.6062,0.0125512,1.82713199256,0.99908,1214.91490353,658,1.83192070562,0.0523086278095,748.935002588,82.2005,251.408143502,409.359014957,109.896918601,658,1.83286
827.258620821,-1.85627,319.608665936,15.376307977,144.879583235,1.83216,83.6648,0.0136657,1.83233680603,0.997722,1315.81628346,659,1.83741756881,0.052831321807,720.390923836,82.2525,253.5606705,419.47976998,62.4255746234,659,1.83787
575.053290972,-1.85402,223.191173092,278.277786397,157.710551838,1.83067,83.6829,0.01394,1.83045294197,0.998062,1191.36396705,660,1.83474551467,0.0536718724332,1394.33530964,82.2728,686.354973211,707.980336431,21.6253632196,660,1.83569
781.80696001,-1.85234,295.90968487,339.708696074,144.762984862,1.82992,83.6962,0.012792,1.82988036274,0.998826,1350.40963299,661,1.83484589843,0.0513881689247,608.765403264,82.3458,171.432698115,366.417950068,85.6973750697,661,1.83558
453.584752922,-1.84411,147.995994376,240.104320481,156.370681969,1.82295,83.7316,0.0128302,1.82286945203,0.998613,940.289692533,662,1.82726655478,0.051466237463,728.027520376,82.3924,157.138335716,447.999409485,257.570061507,662,1.82783
606.423931268,-1.84757,241.729693294,368.519367498,169.992582313,1.82617,83.7937,0.0130966,1.82626484534,0.9987,1315.29072977,663,1.83052993505,0.0532543357105,660.54711513,82.4431,215.011592843,359.16484848,8.4329360513,663,1.83121
865.035816208,-1.84961,386.603750405,425.998070832,175.348364931,1.8285,83.8444,0.0136355,1.82850953722,0.998751,1927.53841977,664,1.83324351207,0.0534033918465,952.18883597,82.4855,328.57087984,445.45584113,32.0010181625,664,1.83366
295.99134674,-1.85191,331.850922792,40.0106695083,87.3136455423,1.83163,83.8963,0.0119937,1.83171082805,0.998361,1136.51326529,665,1.8361307873,0.0514159188925,800.629408248,82.4734,262.723996445,319.517215761,23.6045824874,665,1.83666
749.795383989,-1.84201,282.622179942,45.461814515,172.766952115,1.82122,83.9311,0.0132336,1.82114931499,0.998548,1415.84630589,666,1.82564232909,0.0534394365832,618.278374472,82.5294,211.005381124,434.676780844,50.7399958245,666,1.82659
728.412895956,-1.84558,176.326677295,255.861170749,161.295984003,1.82359,83.9497,0.013114,1.82372116047,0.998199,1202.74158116,667,1.82828650132,0.0534625513727,704.890628982,82.5505,171.356473655,489.619327887,268.605456222,667,1.82861
546.225280432,-1.84897,189.121730492,274.343040449,156.217621517,1.82893,84.0066,0.0130868,1.82889774533,0.998576,1346.1933891,668,1.83332169461,0.052462489489,586.717622543,82.6255,115.023864737,392.693500799,277.252246711,668,1.83374
742.628271891,-1.84086,325.926912263,395.575799177,161.483655413,1.82151,84.0473,0.012492,1.8212527622,0.998291,1854.96100833,669,1.82543467919,0.0519691517393,632.076055324,82.7189,176.984837718,312.202798055,65.5130115324,669,1.82651
823.420249319,-1.83382,332.671654884,248.494285221,167.413219551,1.81216,84.1285,0.014525,1.81233267512,0.997477,1439.01505733,670,1.81694054698,0.054820489688,855.314795718,82.7579,292.280898796,354.199199595,36.5202194221,670,1.81751
682.252656907,-1.83642,295.383361415,255.809714361,175.786951832,1.81531,84.1632,0.0124423,1.81523539543,0.998746,1838.0420344,671,1.82038694894,0.0516923529315,505.840425952,82.7779,150.407342168,308.769064639,30.9315756523,671,1.82094
379.627610358,-1.83218,204.069133471,55.275048207,142.83667012,1.81037,84.1785,0.0137686,1.81038591887,0.998722,1329.08205911,672,1.81559791834,0.0538840574192,606.352694358,82.8047,158.989286397,323.315881584,85.3494357411,672,1.81627
429.661530184,-1.83992,406.122359909,45.8691614221,119.032973055,1.81819,84.2255,0.0131946,1.81814660557,0.999005,1530.26522682,673,1.82336377343,0.0537817574574,529.72813894,82.8982,188.550449471,267.998354659,53.1299742592,673,1.82419
659.536081802,-1.83803,469.467605644,47.489205923,130.998643259,1.81545,84.2518,0.0126262,1.81550405425,0.998658,1683.54972789,674,1.82021930466,0.0533329656003,794.056969238,82.9545,290.793364751,332.694323438,23.1660973695,674,1.82083
142.393211441,-1.8455,150.320859453,37.2761607346,70.0023096644,1.82267,84.2873,0.0129581,1.82281913389,0.999195,714.781202368,675,1.82761634812,0.052801469994,548.789547976,82.9595,168.816425255,193.466727629,20.8085678342,675,1.82828
464.839136454,-1.84144,190.519173512,42.817039003,152.443908735,1.81854,84.3416,0.0125363,1.81839122767,0.998711,929.935692467,676,1.82305334283,0.0533696784264,466.078910773,83.0448,146.778342759,170.636754118,0.898849426371,676,1.82415
416.337639718,-1.85064,218.741658317,57.6757725047,137.183390945,1.82792,84.3772,0.0117388,1.8279555951,0.998531,811.806861762,677,1.83228488809,0.05252117924,729.79803194,83.0746,240.623856228,281.857875638,14.4891027288,677,1.83298
310.554590766,-1.84612,240.074925671,50.2224205519,114.347310789,1.82363,84.3946,0.0134684,1.82362176133,0.99897,854.425062999,678,1.82810542597,0.0540185972237,610.715096397,83.0793,251.252974309,292.881799666,1.95614281165,678,1.82847
415.6977228,-1.83917,373.884171078,40.7969939106,116.656541913,1.81758,84.4483,0.0133204,1.81746687579,0.998754,1690.69645445,679,1.82203241038,0.0541092285167,781.323136275,83.1382,275.278968304,423.442729003,7.73895518127,679,1.82285
285.83967712,-1.84364,388.693480336,43.8311850729,85.2354524047,1.82306,84.4976,0.0125728,1.82312196793,0.999179,1716.76178552,680,1.82785967443,0.0527400967559,594.5364824,83.1738,189.318181591,358.783844906,32.5545206249,680,1.82845
730.752328807,-1.84426,326.142207764,294.704127143,154.759355886,1.82271,84.5271,0.0130906,1.82264413192,0.99818,1615.30617826,681,1.82725145411,0.0534443024898,1433.27148933,83.1991,471.498625719,393.97983392,94.4175017147,681,1.82777
406.709256303,-1.83832,269.299325026,42.6788621552,127.51685163,1.81612,84.5606,0.0129887,1.81615590319,0.998406,1078.57542163,682,1.8213853194,0.0535407525935,712.683163903,83.2475,208.76404845,416.369595159,129.860796543,682,1.82219
407.972991554,-1.84652,377.035298468,40.3265507114,111.624210251,1.82493,84.5819,0.0115383,1.8249091487,0.998583,1444.02133037,683,1.82972488062,0.051604415521,552.824391185,83.2806,96.5078723946,424.174391992,330.681085074,683,1.83041
999.10299139,-1.84,190.168649949,770.65207441,178.843113759,1.81733,84.646,0.0125948,1.81716398885,0.998593,1588.86735651,684,1.82217910925,0.0528215215562,605.743734013,83.3305,147.137403263,421.211530998,212.439950063,684,1.82289
983.838340779,-1.84755,378.387765125,351.166650969,177.089535483,1.82512,84.6817,0.0114837,1.82524763316,0.998777,1847.27037773,685,1.82962294815,0.0516981387519,796.228367187,83.3922,249.817617962,584.118628339,170.613538395,685,1.83034
365.832492518,-1.84255,440.690917977,40.2060921778,86.2225149479,1.81916,84.728,0.0117826,1.81905586922,0.999079,1765.98489235,686,1.82332058955,0.0515507854478,537.040246214,83.3808,167.835734556,332.93747898,74.9804888992,686,1.82393
499.424967896,-1.84448,357.27139397,41.3915181493,126.311886292,1.82075,84.7544,0.0125329,1.82077016227,0.999179,1077.51103703,687,1.82466963767,0.052862423834,548.973003933,83.4175,190.780042894,264.83324062,45.1388358942,687,1.82545
642.543004499,-1.84425,353.343501425,45.9397564886,170.327699845,1.82189,84.8018,0.0123196,1.82189091498,0.998915,1608.18842898,688,1.8256269061,0.0521669525555,718.087834386,83.4893,232.824367833,432.175813846,72.1420288332,688,1.82642
59.6050432484,-1.84928,118.390608181,36.4385486922,38.3595667049,1.82596,84.8176,0.0130503,1.82608199542,0.999706,1558.95474717,689,1.8294781908,0.0538338550166,407.864448148,83.5611,134.189523206,175.995328065,31.502284784,689,1.83025
858.125459908,-1.84624,308.554489164,356.003573987,174.44712943,1.82329,84.836,0.0140952,1.82325211813,0.99852,1516.76541601,690,1.82695198408,0.0539943731618,807.484647581,83.6189,279.245550218,405.258472978,49.6965457167,690,1.82771
740.258677278,-1.85643,295.310969424,314.848845997,178.671357683,1.83572,84.868,0.0130968,1.83579845225,0.998917,1343.23324978,691,1.8388632638,0.0520432655678,865.896029789,83.6935,222.109044296,441.770106797,119.931880507,691,1.83976
752.669625538,-1.8496,630.17265948,57.7774240165,149.715489483,1.82819,84.8996,0.0127623,1.82812857951,0.998766,2315.23889241,692,1.83154159885,0.0526665808079,303.520511437,83.7172,107.586435095,128.824731309,8.06195922852,692,1.83259
711.743386465,-1.84926,447.829307089,52.7033760583,155.501807475,1.82717,84.9411,0.0121343,1.8272492792,0.998894,2076.53564025,693,1.83056743131,0.0511297908414,665.506284682,83.7893,231.715915036,221.888498615,18.9455769305,693,1.83136
844.607499022,-1.85155,381.927999838,337.274434016,202.301161843,1.82917,84.9761,0.0132067,1.82913107466,0.999245,1723.48860101,694,1.8324897457,0.0526236587288,566.58802577,83.8202,143.627594392,273.012971233,59.1804485997,694,1.83327
1026.38435557,-1.85342,422.622180238,422.259948838,172.630691864,1.83105,85.0124,0.0120896,1.83100538603,0.99771,1756.53241415,695,1.83484653191,0.0518688171729,522.38789973,83.8489,174.204443873,292.389523227,34.6711772471,695,1.83553
408.192046137,-1.84991,517.631103841,36.3031205161,96.2588458509,1.82741,85.0923,0.0118951,1.82744536302,0.998705,1861.94411414,696,1.83107545512,0.0511689143653,485.697951197,83.8477,125.234116633,288.048911605,81.7900860345,696,1.8318
453.135466535,-1.84982,140.364022497,91.3836492502,153.029390053,1.82791,85.1452,0.0134414,1.82785021911,0.998643,797.593923913,697,1.83169491936,0.0530056856698,958.046476159,83.9637,284.388116823,347.736360793,33.7887757526,697,1.83242
437.553148617,-1.84876,104.689330562,295.949584053,155.649167928,1.82566,85.1634,0.0128846,1.82548955243,0.998979,708.826686375,698,1.82938995751,0.0529521835084,742.937858195,83.983,274.94086695,290.741347837,11.5481061677,698,1.83044
306.678219813,-1.8632,132.377260175,48.0407604348,128.387940903,1.84002,85.1832,0.0119543,1.84014808027,0.999223,630.809891217,699,1.84428883877,0.0514320779151,327.089327073,84.0228,92.1301978608,206.948778481,53.0477694858,699,1.84453
689.036673568,-1.85997,522.853763634,42.6744201635,173.091011085,1.83709,85.2306,0.0126664,1.83716267267,0.999485,2222.22941582,700,1.84211688158,0.0520970657625,480.449852745,84.0873,165.868537378,170.129009995,3.82428562174,700,1.84254
327.254343949,-1.86147,149.637143599,43.4496799968,135.04516645,1.8398,85.2983,0.0121347,1.83980270947,0.99941,605.512658079,701,1.84412956556,0.0525806236335,363.283639571,84.149,89.7940004884,242.549864379,65.9154989033,701,1.84465
197.348338548,-1.85651,233.108527509,41.5797226925,81.2276072757,1.83473,85.3375,0.012906,1.83475152102,0.999618,1103.69725099,702,1.83966161596,0.0538066633796,425.861821536,84.1492,148.700286248,216.668053456,50.3105076109,702,1.83996
350.648414331,-1.86028,121.694414846,234.458989424,141.564186594,1.8388,85.3579,0.0121286,1.83886684494,0.999376,713.958199433,703,1.84386956068,0.0526648902355,543.915877324,84.1697,182.388024811,301.515696929,52.6647316326,703,1.84459
281.861094901,-1.85964,333.256558036,41.836024116,90.0297602524,1.83775,85.4019,0.0118576,1.83760525296,0.998656,1606.29734674,704,1.8426891982,0.0515289374346,564.203755353,84.2354,143.920010152,379.593422838,163.194994921,704,1.84347
516.792434951,-1.86022,27.3367940541,479.495603758,158.258105612,1.83842,85.4369,0.0129068,1.83851090265,0.999129,664.933006621,705,1.84325790228,0.0534353659137,741.140074617,84.2874,221.063466177,306.803208859,7.69664261138,705,1.84412
190.25769408,-1.8616,128.130314278,39.2299905463,81.3016722187,1.84028,85.4923,0.0126273,1.84045344518,0.996562,611.34736387,706,1.84590774524,0.0533822389907,759.266678989,84.3233,268.136789883,262.450213213,1.50295468395,706,1.84618
267.094725597,-1.86023,208.474663532,64.5156779131,103.122856456,1.84026,85.5237,0.0127479,1.84017773933,0.999089,915.21786051,707,1.84575623349,0.0521635839175,368.621789799,84.4027,142.359793288,203.772758765,31.2766764886,707,1.84641
320.76926484,-1.86374,130.478603136,48.224446625,132.325191616,1.84111,85.5781,0.012374,1.84105708421,0.999265,852.138355397,708,1.84622079083,0.0532894158466,317.708131935,84.4532,100.932416224,191.545852929,45.4786582562,708,1.84701
234.508361915,-1.85803,298.734650857,34.2596699168,80.3612065406,1.83643,85.6221,0.0120374,1.83648969555,0.99956,1150.8196985,709,1.84152159253,0.0529536138546,410.114971667,84.4696,154.555727846,201.378114931,1.75057910525,709,1.84223
355.056229222,-1.86343,201.202312044,40.9463825368,126.440498192,1.84281,85.6579,0.0127322,1.84285049673,0.999045,717.200724796,710,1.84704113899,0.05234394067,621.559704939,84.4735,211.939926002,255.39280817,51.0350830465,710,1.8475
336.105316869,-1.8619,57.0381875956,273.75202348,130.578940509,1.84097,85.7285,0.0145224,1.84099478551,0.999005,527.870626119,711,1.84535519907,0.054339558355,446.032675653,84.5236,139.456534751,221.476982355,2.65194675181,711,1.84599
305.985799828,-1.85805,77.4657400304,216.573522699,126.422327619,1.83649,85.7386,0.012667,1.83653281854,0.998857,674.482650871,712,1.84181308138,0.0535333804844,411.400440134,84.5282,65.7581348213,351.946988285,219.047277625,712,1.84239
407.294511673,-1.85432,250.42550509,90.2483828316,109.942575996,1.83523,85.7951,0.0140947,1.83529834909,0.997329,1171.39044792,713,1.83981876676,0.0544318757927,1182.36068485,84.6066,492.282521487,690.078163358,197.795641872,713,1.84025
324.241341097,-1.85281,62.0982474217,195.365171418,136.739923192,1.83114,85.8603,0.0134564,1.83092397054,0.998938,493.69822675,714,1.83592690831,0.0545660477835,573.080537851,84.6691,177.29205313,344.955996735,37.0639393631,714,1.83665
274.438129569,-1.85607,75.1664985296,229.827539497,122.401850556,1.83581,85.8991,0.0121148,1.83578657309,0.998527,603.386232542,715,1.84126635878,0.053631507547,542.251888286,84.707,145.944491901,333.776307705,92.8367055933,715,1.84196
269.55989088,-1.8582,56.5363092238,185.741487374,120.839881029,1.83714,85.9441,0.0137176,1.83713220116,0.998727,448.834757958,716,1.84289390611,0.0544326255552,935.95640576,84.7424,248.694388614,586.883120985,232.65331879,716,1.84357
451.543581454,-1.8545,117.439290608,339.664549612,163.531210257,1.83239,85.9889,0.0129056,1.83224648211,0.99905,933.380810709,717,1.83827498683,0.0542682751256,673.15920568,84.8408,219.484990239,358.225083166,36.3790850787,717,1.83942
426.065439801,-1.85555,110.79171741,305.841238308,163.055878223,1.83386,86.043,0.014238,1.83384963523,0.998901,882.627335704,718,1.83976562353,0.0547579652985,538.699597776,84.8661,144.414564278,326.057250119,21.6941075466,718,1.84016
346.954966148,-1.85365,101.275649084,58.9666022642,141.979045887,1.83207,86.1149,0.014291,1.83216245928,0.998446,623.083390372,719,1.83887298894,0.0546412545655,358.671379131,84.9482,97.0734480292,251.629112893,32.9678782037,719,1.83935
452.330787444,-1.85953,41.4202080124,353.693375871,168.326915408,1.83891,86.1569,0.0117339,1.83882980152,0.999163,535.895288761,720,1.84606044937,0.0530840689612,467.683880526,85.0343,140.58915342,321.309147679,13.1103222347,720,1.84677
590.825897932,-1.85294,128.678500937,264.87961527,188.293557814,1.83377,86.1734,0.0128179,1.833706922,0.999122,1121.30136102,721,1.84096855312,0.054042396689,569.232896539,85.1157,163.746607547,256.752870108,43.0386548905,721,1.84146
605.334200623,-1.85119,222.205730491,273.710133884,196.109157942,1.82953,86.2241,0.0122124,1.8294426033,0.999235,1631.53078811,722,1.83706808483,0.0533583046027,903.611846031,85.1654,252.162459666,447.89874289,60.7418009476,722,1.83786
625.191816743,-1.85067,283.456424855,250.776890189,183.878599776,1.83021,86.2608,0.0130675,1.83032889908,0.999228,1241.54466736,723,1.83739718001,0.0547069791168,518.790300793,85.1773,115.579330845,324.672499996,160.782590999,723,1.83805
622.745065775,-1.85689,223.994544761,217.964464196,197.302641114,1.83407,86.2885,0.0129908,1.8338893118,0.999066,1240.69617663,724,1.84123570702,0.0535231525999,513.118217437,85.2286,125.836051816,296.246345774,102.364355205,724,1.84195
400.001590905,-1.85468,150.847211724,305.377599236,152.535454448,1.83219,86.3054,0.0122779,1.83235582645,0.999235,1397.78897533,725,1.8390754644,0.0537661180359,685.757118023,85.2863,242.630711641,345.447911893,48.5077439797,725,1.83951
453.739411624,-1.85951,46.9539867419,346.04813233,171.681537056,1.83678,86.3323,0.0134157,1.83653416424,0.999286,514.48849212,726,1.84372116255,0.0545048333314,366.770588098,85.2683,113.352145383,192.840699954,45.2216805151,726,1.84455
378.088854776,-1.85484,187.102563191,188.13465861,144.02847821,1.83232,86.3244,0.0142298,1.8322962171,0.998806,930.573269162,727,1.83841967196,0.0554207020975,994.707562481,85.3204,296.21778537,372.729711733,91.6423245459,727,1.839
319.558304009,-1.8548,144.603914927,221.630381563,127.036761194,1.83106,86.3914,0.0142819,1.83120616521,0.999101,769.819896346,728,1.83725923712,0.0544423022576,596.15006831,85.3619,208.103211607,223.636156068,5.5408714102,728,1.83764
440.614891638,-1.86169,227.899784199,74.4348871516,158.480488435,1.83808,86.4483,0.0140335,1.83801876505,0.999048,1222.68769878,729,1.84432857964,0.0549276200968,1057.95522469,85.4486,341.458400054,276.250778557,44.5036642198,729,1.84521
381.21507774,-1.85925,220.158621225,39.4896291194,138.785006712,1.83573,86.4499,0.0135204,1.83576827525,0.999231,1031.01816161,730,1.84128733638,0.0544599068604,564.693940591,85.458,115.595733035,410.705664284,246.656047979,730,1.84204
379.602703206,-1.85987,196.434265556,43.1611470789,148.631405316,1.83692,86.5003,0.0130368,1.83675820701,0.999227,1468.66064097,731,1.84172900428,0.053700070056,765.300510892,85.529,257.804305547,318.41380588,80.9203475024,731,1.84267
564.162062984,-1.86247,221.851817489,216.964444831,178.113353103,1.83883,86.5412,0.0128179,1.83897298207,0.999001,1065.60897728,732,1.8437083689,0.0540348907503,306.724439001,85.5975,103.852927264,183.813691962,53.1631551736,732,1.84426
428.973212738,-1.86825,172.003685042,47.5875278095,159.07730117,1.84603,86.576,0.0121347,1.84580938342,0.999334,1083.54405295,733,1.85014700615,0.0534169610623,536.327882529,85.6521,172.633719293,344.002831575,28.9690667862,733,1.8509
262.963766941,-1.85997,184.103556908,35.3450240619,107.111967896,1.83681,86.6205,0.0122642,1.83686706193,0.999377,910.265122034,734,1.84102717721,0.053409173999,468.005042096,85.7035,155.667404395,256.87852467,31.4701365798,734,1.84181
437.078577416,-1.87081,205.44113015,111.88983669,142.552182258,1.8467,86.6432,0.0133382,1.84668882818,0.999045,981.331701706,735,1.85087091152,0.0546493698662,806.106828925,85.7669,248.856358681,257.088002158,8.98326548026,735,1.85147
62.793136556,-1.87311,47.1681867993,45.6129758146,41.9934196076,1.8519,86.6928,0.012978,1.85191228079,0.998258,446.954971187,736,1.85611233333,0.054201422567,676.522635778,85.8436,212.068193904,420.640786751,46.1803530923,736,1.85672
370.335010468,-1.8671,289.088394971,32.7271559248,124.775028735,1.84499,86.7292,0.0134467,1.84498071638,0.999144,1086.23599828,737,1.84921915317,0.0542752455684,546.147440336,85.8811,184.476440157,305.704314444,44.612907792,737,1.85019
106.523948589,-1.88078,118.962400182,58.8709133453,52.4687002724,1.85656,86.7654,0.012886,1.85654629135,0.996489,757.907590898,738,1.86042809562,0.0547888300747,611.794518241,85.9585,217.563444088,259.411297177,18.1987259124,738,1.86107
528.962856911,-1.87722,194.205878768,132.907603041,123.90565512,1.85339,86.8194,0.0131981,1.85336028361,0.997065,1002.52897334,739,1.85753471126,0.0538498162184,701.996088446,86.0658,268.59403882,316.0467758,19.87303882,739,1.85819
413.19853526,-1.87157,302.37581249,66.0938726825,117.048550841,1.85007,86.8788,0.0138501,1.85018186284,0.998245,1024.32680615,740,1.85484309121,0.0555759808163,653.171520373,86.0962,261.70611699,294.542181397,37.3626929374,740,1.85537
311.503074987,-1.8812,278.214902819,51.2143620153,86.9448806198,1.85999,86.9312,0.0133454,1.85994254498,0.99646,862.061401097,741,1.86432167259,0.0537604923174,499.577474532,86.2326,169.083101638,306.312874407,86.6020093354,741,1.86492
60.9181217119,-1.87304,38.2114624582,25.5902716104,38.3910735369,1.85056,86.9709,0.0136172,1.85056634757,0.997213,252.113511695,742,1.85553237439,0.0557902580476,684.907660185,86.2836,234.055418317,324.914267025,46.4897515886,742,1.85618
133.373786741,-1.86401,258.675636006,36.8667737256,49.1791157169,1.84355,87.0377,0.0133646,1.84356988718,0.998415,1840.88076601,743,1.84850997894,0.0553130038264,336.474088841,86.3755,107.545295416,150.153590411,26.910914227,743,1.84903
330.71389876,-1.86984,341.90499415,36.7446511132,78.4548697894,1.84883,87.0571,0.0136295,1.8487220265,0.9982,1398.33544527,744,1.85361619992,0.0558590706614,550.26943182,86.4145,188.965149307,283.858697134,44.5198566002,744,1.85438
188.763289351,-1.87146,211.090283666,62.7249522771,77.7145061248,1.85078,87.1094,0.0129281,1.85077409876,0.998521,1062.21099041,745,1.85576294908,0.0544729804131,263.946072094,86.4182,72.5191921193,108.505122506,33.6175756416,745,1.8564
203.330987549,-1.87227,272.35280331,32.4371352952,72.3086996671,1.84929,87.1581,0.0151065,1.84923947984,0.99911,1314.99226393,746,1.85413215434,0.0573002498365,415.291994696,86.4609,119.931892643,157.997489869,35.7694013468,746,1.85497
456.270657773,-1.88453,113.560537297,87.5227767732,133.48955521,1.8604,87.1796,0.0119021,1.86036607988,0.998376,699.098737098,747,1.86524171987,0.0541827963263,629.157482562,86.5562,180.94176085,298.788703633,88.7196055784,747,1.86588
505.106173071,-1.87844,99.791035232,177.222153237,163.130311169,1.85534,87.2063,0.0134421,1.85531568804,0.99925,780.218340043,748,1.86022315134,0.0564529056049,772.382179429,86.5465,227.25801344,336.082625386,70.9369285351,748,1.86107
462.096892402,-1.87891,274.078579093,36.7653327848,121.565672615,1.85563,87.239,0.0138961,1.855640945,0.998823,947.776892441,749,1.86028846291,0.056896044562,599.331440877,86.5239,191.139625137,339.867261271,53.7732562752,749,1.86086
493.264682558,-1.88503,158.128618147,42.3228734247,156.448638315,1.86113,87.2618,0.0130368,1.86114125405,0.998876,753.817602746,750,1.86573429039,0.0548916068551,516.818370503,86.5625,168.401210694,284.53518011,20.6753923971,750,1.86625
345.966224243,-1.88539,221.184097389,33.4980327802,111.178171176,1.86262,87.2658,0.0134948,1.86262886486,0.997834,725.39328728,751,1.86704498664,0.0548816460456,604.362864064,86.5803,171.625975133,261.923834466,77.9326506814,751,1.86763
370.701609103,-1.88083,232.911900895,73.3156218122,107.794440674,1.85776,87.294,0.0121736,1.85778528232,0.997149,1090.49890156,752,1.86238431418,0.0542023617677,578.280886462,86.672,195.096198812,261.578518447,67.5348219647,752,1.86295
415.063388512,-1.883,223.176004339,32.9481226807,128.677978487,1.85952,87.3401,0.0119925,1.85953300442,0.997502,880.438249003,753,1.86401914536,0.0550533729203,536.179946666,86.7567,181.999779757,241.860439345,72.1125795079,753,1.86471
573.160257172,-1.89008,258.522643122,34.6264788083,147.856640447,1.86783,87.3963,0.0136696,1.86779530983,0.99497,1301.14830125,754,1.87214759734,0.0555594096198,412.213640321,86.7548,163.386147018,223.630065145,17.2531468903,754,1.87266
561.749455232,-1.88249,40.7461881833,474.58506509,145.18978294,1.86153,87.4475,0.013523,1.8614830917,0.998382,667.228276653,755,1.86610900748,0.0556096136469,440.178923057,86.7979,124.352734647,203.665104273,35.2869304482,755,1.86688
513.918234976,-1.88343,278.723722528,31.7889038802,145.811478066,1.86425,87.4874,0.0135935,1.86429415056,0.998691,1802.96816386,756,1.86952889083,0.0554727352186,673.579455958,86.8765,205.492238731,326.038717913,66.2300299697,756,1.8703
462.080640786,-1.88186,154.246796672,29.6261765388,147.637374748,1.862,87.5192,0.0140442,1.86197260575,0.998824,818.178658047,757,1.86746921473,0.055610318638,792.815361937,86.8998,292.929492913,328.412926722,24.7150874645,757,1.8679
424.874414345,-1.8775,215.687054481,35.1542917401,137.981124589,1.85744,87.553,0.0130623,1.85753773385,0.999249,1234.60599607,758,1.86324540233,0.0543322757362,615.486959184,86.9636,248.14519948,320.383363239,31.7996749403,758,1.86377
542.112654635,-1.87248,186.800243866,77.5161770582,129.50670585,1.85212,87.5902,0.0144184,1.85202633897,0.996529,840.453465083,759,1.85750719247,0.0573248729276,497.620988966,87.0211,187.391589921,240.439449926,14.2861598733,759,1.8584
199.888696099,-1.87149,188.142120137,19.1436970625,83.6626789331,1.85233,87.633,0.0129966,1.85243760609,0.998852,566.200532291,760,1.85819352225,0.0559094721708,627.748575215,87.0236,208.971143569,231.1821763,7.93440983657,760,1.85884
560.451878491,-1.8725,201.849555094,51.7605730465,171.476926071,1.85276,87.6654,0.0122578,1.85280861944,0.999239,858.522399262,761,1.85942423904,0.0536657827292,681.45095361,87.0284,202.690649995,271.369635207,70.2010173101,761,1.85981
571.757061737,-1.87102,182.624260331,69.4686956705,155.845143896,1.84857,87.6926,0.0157761,1.84866106228,0.998889,1031.37614006,762,1.85532882793,0.0582691795443,463.59113102,87.1001,146.637681514,253.129452291,51.7747431657,762,1.85589
