AveragePolicySurr,PolicyRegParamNorm,MaxEsReturn,Iteration,StdReturn,MaxReturn,StdEsReturn,AverageY,MinReturn,AverageAbsY,AverageAbsQYDiff,MinEsReturn,Epoch,AverageAction,AverageQLoss,QFunRegParamNorm,AverageQ,AverageEsReturn,AverageAbsQ,AverageDiscountedReturn,AverageReturn
-26.321,330.44,857.93442118,1553,1177.78455755,3207.35438363,0.0,26.2384969539,-577.193124469,26.4153092871,0.382774921182,857.93442118,1553,0.999746,0.997932,231.953,26.238,857.93442118,26.4129,200.263644862,1430.0181931
-26.3108,330.41,2186.65557354,1554,1199.56173885,3510.56344123,0.0,26.2285429986,-68.2994445707,26.4069517096,0.390387698429,2186.65557354,1554,0.999819,1.0629,231.979,26.2296,2186.65557354,26.4055,233.261087689,1519.54448891
-26.0922,330.339,2305.54404517,1555,1600.0251073,3758.73348396,0.0,25.9831176987,-213.482598222,26.1624274205,0.406364123569,2305.54404517,1555,0.9997,1.2862,232.061,25.983,2305.54404517,26.1604,212.167673391,1944.59892165
-26.1765,330.329,1717.37736084,1556,1374.73973718,3721.11515888,0.0,26.0655970985,3.54805923054,26.2421907129,0.372951478962,1717.37736084,1556,0.999754,0.814989,232.129,26.0666,1717.37736084,26.2404,214.280140016,1718.62722288
-26.3042,330.323,483.074574796,1557,1382.71136506,3829.38327892,0.0,26.1967488838,-253.360565599,26.3742953717,0.382490511842,483.074574796,1557,0.999808,0.957276,232.157,26.1959,483.074574796,26.372,252.84743708,1589.4490006
-26.342,330.394,142.6608492,1558,1323.06230474,3753.76556672,0.0,26.2232966581,-353.505470367,26.4009696878,0.377758124218,142.6608492,1558,0.999827,0.956661,232.185,26.223,142.6608492,26.3987,274.111043578,1511.89689173
-26.4449,330.554,3062.75420509,1559,1537.2763249,4141.6708807,0.0,26.3159215505,-12.9092968959,26.4919079135,0.369203713729,3062.75420509,1559,0.999817,0.822153,232.251,26.316,3062.75420509,26.4894,274.862841309,2027.26352606
-26.3846,330.626,897.388391848,1560,1751.27506704,4541.10799676,0.0,26.2615754344,-273.75697279,26.4351244234,0.379196899005,897.388391848,1560,0.99977,1.10744,232.324,26.2616,897.388391848,26.4325,267.68240234,2412.05978708
-26.4851,330.624,1435.85671513,1561,1146.20049853,4451.10846353,0.0,26.3643404937,888.49052735,26.5322608735,0.397175472296,1435.85671513,1561,0.999786,1.43602,232.36,26.364,1435.85671513,26.53,314.411927148,3382.19386382
-26.4416,330.733,2694.61971843,1562,1167.34992445,3586.7549267,0.0,26.3162976423,168.84008515,26.4868519913,0.379153978299,2694.61971843,1562,0.999851,0.968397,232.482,26.3156,2694.61971843,26.4844,259.64297997,2258.92402024
-26.3149,330.796,2528.84066071,1563,1185.67743286,3363.96636103,0.0,26.2038417027,-54.5821705657,26.3767026647,0.365734982041,2528.84066071,1563,0.999792,0.947643,232.525,26.2042,2528.84066071,26.3748,247.103017643,2199.3460719
-26.217,330.899,2439.25171534,1564,1096.60330576,3237.1660269,0.0,26.1040049992,-231.074555233,26.2819966011,0.386846459533,2439.25171534,1564,0.999774,1.03969,232.499,26.1036,2439.25171534,26.2791,244.377040504,1679.00581715
-26.5138,330.971,2024.83568273,1565,1175.56178189,3372.69192815,0.0,26.3934935964,140.584697604,26.5606436885,0.383466001515,2024.83568273,1565,0.999841,1.03192,232.528,26.3947,2024.83568273,26.5606,243.384753182,1891.55930808
-26.5914,331.07,2386.27846641,1566,1420.00971632,3930.35464801,0.0,26.4725069727,-377.323595149,26.6383909846,0.375919872032,2386.27846641,1566,0.999733,0.963962,232.558,26.4717,2386.27846641,26.6357,252.017025497,1530.28915938
-26.4226,331.165,2441.39917905,1567,1300.30336477,4351.57473231,0.0,26.3052796894,737.64677562,26.4760868895,0.365141495696,2441.39917905,1567,0.999793,0.94775,232.603,26.3057,2441.39917905,26.4751,297.953336484,2990.35221714
-26.475,331.269,179.396992918,1568,1448.43143747,4507.88097376,0.0,26.3528327353,106.846059331,26.5218621048,0.389993494076,179.396992918,1568,0.999833,1.18221,232.672,26.3518,179.396992918,26.5183,288.018549889,2943.44876888
-26.4663,331.34,2796.36635919,1569,1361.60070863,4174.75624005,0.0,26.3436653574,-5.81950639661,26.5122598965,0.380004426292,2796.36635919,1569,0.999842,1.0917,232.685,26.3441,2796.36635919,26.5111,285.641890317,2707.17608728
-26.6285,331.528,2751.18610211,1570,163.993056294,3895.75283653,0.0,26.4970041972,3277.9662551,26.6617084841,0.37218151266,2751.18610211,1570,0.999705,1.11992,232.752,26.4967,2751.18610211,26.6589,278.119889116,3605.23865136
-26.5869,331.565,2874.81863622,1571,1122.88239327,4089.66612495,0.0,26.4699792333,813.030775984,26.6307918553,0.371456262516,2874.81863622,1571,0.999852,1.05968,232.819,26.4698,2874.81863622,26.6282,286.200159232,2967.44620433
-26.6871,331.613,2540.61624284,1572,1440.95000249,4537.87279512,0.0,26.5690703442,-470.055520988,26.7371652465,0.370111217543,2540.61624284,1572,0.999868,0.897902,232.853,26.5688,2540.61624284,26.7344,290.877586349,3053.00195401
-26.7399,331.727,2373.59280918,1573,1337.31799494,4085.0621348,0.0,26.6226721631,657.75591718,26.7935911231,0.362198440256,2373.59280918,1573,0.999841,0.921265,232.894,26.6232,2373.59280918,26.7919,311.418822458,2629.09909645
-26.5158,331.743,3057.22793686,1574,1843.03492708,4074.68371341,0.0,26.3895508012,-510.102769222,26.5565847303,0.360625586648,3057.22793686,1574,0.999877,0.824493,232.984,26.3895,3057.22793686,26.5543,236.705794302,2048.14091068
-26.6423,331.753,2772.69836787,1575,1720.38502132,4357.09913615,0.0,26.515038682,-559.916918857,26.686658723,0.386227709599,2772.69836787,1575,0.99982,1.16356,233.039,26.5141,2772.69836787,26.6832,265.907541023,1889.03504575
-26.7063,331.96,2601.11575432,1576,1243.986695,3845.15618234,0.0,26.5816059329,-272.282841531,26.7534537996,0.36312830913,2601.11575432,1576,0.999841,0.973343,233.099,26.5826,2601.11575432,26.7519,277.207247459,1428.43853981
-26.8022,332.038,996.011600739,1577,1251.27732654,3156.04973724,0.0,26.693603165,-715.867993451,26.8646204748,0.367317815085,996.011600739,1577,0.999931,0.969703,233.148,26.694,996.011600739,26.8625,196.932933228,449.832032716
-26.7235,332.147,2664.11120635,1578,1383.46168591,3721.78889408,0.0,26.6107572815,-504.994561413,26.774313416,0.362689170492,2664.11120635,1578,0.999927,0.941048,233.21,26.61,2664.11120635,26.7714,233.266182379,1279.07369023
-26.6944,332.201,2406.16267524,1579,1006.80188376,2372.2992119,0.0,26.5716611042,-504.438055351,26.7460611003,0.362762109757,2406.16267524,1579,0.999874,0.884471,233.279,26.5725,2406.16267524,26.7444,171.23736356,650.98603263
-26.8314,332.214,2265.74657334,1580,1361.22706529,3821.17305779,0.0,26.7125966065,-417.807487751,26.8832579693,0.378318275455,2265.74657334,1580,0.999927,1.07958,233.267,26.7119,2265.74657334,26.8803,243.177115474,2169.90995666
-26.9838,332.357,1823.3264947,1581,1917.33219961,4262.82546409,0.0,26.8665303352,-562.326706663,27.0378347238,0.372654695544,1823.3264947,1581,0.999895,0.997602,233.316,26.8677,1823.3264947,27.0373,265.057243601,1992.97459303
-26.7387,332.405,2579.35777853,1582,1891.46199668,4093.98604295,0.0,26.6225732437,-697.600066588,26.7924449908,0.356652510525,2579.35777853,1582,0.999862,0.822084,233.405,26.6214,2579.35777853,26.7898,251.43348004,1943.47700191
-26.8473,332.49,344.786998283,1583,1058.52483936,2820.33110099,0.0,26.7358496092,-556.655476348,26.9074987122,0.355575012889,344.786998283,1583,0.999884,0.958488,233.464,26.7365,344.786998283,26.9062,214.970435236,665.67624015
-26.7303,332.706,2148.22404783,1584,1757.46771209,3953.03725896,0.0,26.6159964615,-530.964619324,26.7907421928,0.355002945552,2148.22404783,1584,0.999791,0.7499,233.481,26.616,2148.22404783,26.7889,261.709997893,1792.98177674
-26.6894,332.799,2284.81753276,1585,125.53019167,3399.61198876,0.0,26.5796217672,2988.87692117,26.7574253871,0.368937280603,2284.81753276,1585,0.999738,1.07018,233.584,26.5794,2284.81753276,26.755,279.659601177,3178.46520743
-26.9535,332.92,2624.50372629,1586,819.501464366,3751.52399598,0.0,26.8528230757,1083.47920474,27.0192836394,0.352608824253,2624.50372629,1586,0.999726,0.713902,233.641,26.8532,2624.50372629,27.0173,305.560471996,3130.31365961
-26.8554,332.986,2175.31617034,1587,1339.46335881,4002.59259499,0.0,26.7544277234,90.5910734828,26.9180494516,0.370765225523,2175.31617034,1587,0.999671,1.04807,233.684,26.7538,2175.31617034,26.9149,276.530633,2890.35111577
-26.7925,333.012,2183.34037693,1588,1491.49654596,3970.21660563,0.0,26.6917670994,-209.143605445,26.8576054044,0.37736853399,2183.34037693,1588,0.999867,1.14471,233.726,26.6916,2183.34037693,26.8548,285.151100302,2752.24293844
-26.8154,333.066,2586.93113376,1589,1503.09682795,3857.25636703,0.0,26.7068476991,-401.53802714,26.8731417077,0.344821234995,2586.93113376,1589,0.999837,0.771112,233.827,26.7072,2586.93113376,26.8719,266.401083317,2807.09604373
-26.8622,333.142,203.351033113,1590,620.051757791,3811.58160748,0.0,26.7523020946,1885.38751862,26.92135195,0.366322503234,203.351033113,1590,0.999896,1.01658,233.826,26.7531,203.351033113,26.92,284.208561946,3034.33933006
-26.7783,333.252,1494.79047197,1591,1786.2073969,4132.20681721,0.0,26.6708217519,-272.434705527,26.8365393605,0.36754285628,1494.79047197,1591,0.999859,0.893513,233.855,26.6693,1494.79047197,26.8335,226.475239976,1966.81963566
-26.8883,333.401,1727.45026704,1592,836.314991053,4050.39205463,0.0,26.7826114206,1491.18656441,26.9537447691,0.382054372762,1727.45026704,1592,0.999705,1.27673,233.904,26.7828,1727.45026704,26.9516,319.419946985,3331.68059333
-26.8747,333.453,2648.36712103,1593,1410.73436374,3928.27530027,0.0,26.7564815717,111.252932416,26.924986636,0.353799551974,2648.36712103,1593,0.999733,0.787182,233.945,26.7565,2648.36712103,26.9225,288.021569746,2495.48390211
-26.8069,333.564,2142.65495424,1594,1532.93390385,3796.42580575,0.0,26.6930078603,-680.119080686,26.8613588547,0.372509857677,2142.65495424,1594,0.999849,1.08107,233.984,26.6933,2142.65495424,26.8591,239.536586232,1752.81950122
-26.7568,333.729,465.424135857,1595,1534.33613858,3732.99715378,0.0,26.6544460023,-572.72568055,26.8228424569,0.378694978145,465.424135857,1595,0.999824,1.25316,234.061,26.6543,465.424135857,26.8198,242.781308298,1809.00210015
-26.867,333.771,2476.3711729,1596,1245.28117864,3959.75798892,0.0,26.7602064868,-530.097660106,26.9261120356,0.370993956185,2476.3711729,1596,0.999866,0.898699,234.129,26.7602,2476.3711729,26.9246,171.3319974,479.773768211
-26.7739,333.787,2279.69525393,1597,1519.62780002,4438.03997647,0.0,26.6767920879,-8.21550907754,26.8487900896,0.382736880114,2279.69525393,1597,0.999774,1.09487,234.201,26.6777,2279.69525393,26.8473,299.502917026,2861.92755501
-26.8262,333.911,1084.96052788,1598,1577.40096548,4302.87331605,0.0,26.7191579859,50.7645675586,26.8880052798,0.376979455594,1084.96052788,1598,0.999741,0.957805,234.23,26.7188,1084.96052788,26.8847,274.048899095,2312.1248536
-26.9831,333.948,2742.78689104,1599,1427.38679527,4023.78785771,0.0,26.8676925878,172.157601858,27.0286263553,0.408618413636,2742.78689104,1599,0.999743,1.32616,234.222,26.8672,2742.78689104,27.0261,281.247418645,2754.34872575
-26.8969,334.102,187.594130485,1600,1362.16824803,4085.26317503,0.0,26.8020903442,751.46840174,26.9698964315,0.383346606099,187.594130485,1600,0.999772,1.11888,234.259,26.8024,187.594130485,26.968,319.022016639,2675.10037465
-26.8097,334.048,2906.66242937,1601,1201.65737992,4018.22087613,0.0,26.7062773612,252.185813872,26.8792072707,0.379972259546,2906.66242937,1601,0.999748,1.08997,234.338,26.7067,2906.66242937,26.8777,293.987734271,2175.15186965
-26.7765,334.148,310.795286911,1602,1400.87011728,4355.78210639,0.0,26.675644147,-148.881826816,26.8465749597,0.376040262144,310.795286911,1602,0.999845,1.00059,234.352,26.6756,310.795286911,26.8442,280.110170482,1583.09514517
-26.5309,334.144,1559.62021181,1603,905.028469539,4090.41091032,0.0,26.428986349,1255.07547189,26.601449618,0.374526090545,1559.62021181,1603,0.999784,1.09575,234.428,26.4293,1559.62021181,26.5996,311.706438157,3275.28213129
-26.7231,334.098,2216.61875349,1604,1220.72494302,4153.95169136,0.0,26.6184762941,950.592105771,26.787945943,0.369159512202,2216.61875349,1604,0.99974,0.97156,234.474,26.6185,2216.61875349,26.7861,305.809985501,3216.02029067
-26.7562,334.01,2139.65926694,1605,778.045561866,4159.06536473,0.0,26.6602644511,1394.8725053,26.83282775,0.363423792683,2139.65926694,1605,0.999686,0.890015,234.504,26.6609,2139.65926694,26.8311,316.436073036,3510.60924061
-26.7445,334.132,2722.67820319,1606,1543.25319234,3949.74887037,0.0,26.6355030713,-73.0519154195,26.8011493928,0.395691596822,2722.67820319,1606,0.999819,1.391,234.606,26.6357,2722.67820319,26.799,289.136670577,2758.50940366
-26.7192,334.325,2572.73541749,1607,760.064805483,3503.2459467,0.0,26.6142049517,748.802464146,26.7762862246,0.356137614716,2572.73541749,1607,0.999684,0.775754,234.636,26.6143,2572.73541749,26.7749,265.298107435,2974.79259256
-26.7611,334.409,2644.63879655,1608,414.849410086,3552.5656022,0.0,26.6730160247,2103.58119016,26.844104118,0.389987331528,2644.63879655,1608,0.999714,1.10613,234.731,26.6725,2644.63879655,26.8407,249.822637344,3136.43999117
-26.6587,334.56,1698.17608059,1609,1006.08204935,3190.78902726,0.0,26.5595248127,179.285264208,26.7282397145,0.386923975774,1698.17608059,1609,0.999737,1.11351,234.775,26.5595,1698.17608059,26.7263,238.684434647,2143.48534579
-26.7266,334.548,1938.27154142,1610,1045.27336276,3244.49881711,0.0,26.6245866041,1.13076064046,26.7876160359,0.392671333584,1938.27154142,1610,0.999896,1.18467,234.806,26.6243,1938.27154142,26.786,241.097875906,2069.29250224
-26.6805,334.578,2114.17734252,1611,1314.87204349,3668.50701553,0.0,26.5815469811,-248.517693256,26.7517272671,0.401804048909,2114.17734252,1611,0.999855,1.33234,234.856,26.5804,2114.17734252,26.7492,248.463535521,2019.04101017
-26.7319,334.611,2401.63324796,1612,1355.4143642,3546.30437067,0.0,26.6177372319,119.814417833,26.7838990311,0.380070552105,2401.63324796,1612,0.999744,1.05975,234.879,26.618,2401.63324796,26.7823,238.366018363,1590.30730257
-26.9836,334.755,2553.77088683,1613,1491.84838696,4109.45665432,0.0,26.8678999179,-14.9999724085,27.0309912418,0.382923484036,2553.77088683,1613,0.999861,1.04395,234.928,26.8682,2553.77088683,27.0299,250.452940189,1833.59063475
-26.6599,334.874,2608.78540098,1614,1582.62540352,4211.43190777,0.0,26.5476372613,142.600706457,26.7132379109,0.364539295713,2608.78540098,1614,0.999792,0.919416,235.003,26.5474,2608.78540098,26.7112,276.0930009,2102.32562532
-26.6938,334.923,1018.11667784,1615,935.287933819,3590.60159624,0.0,26.5723254979,533.083910968,26.738230075,0.356255643358,1018.11667784,1615,0.999844,0.865194,235.015,26.5717,1018.11667784,26.7353,293.374584367,2241.37492414
-26.7402,334.9,2776.93052283,1616,848.390179104,3659.11034766,0.0,26.6297508299,1194.85551537,26.7956037585,0.375273254729,2776.93052283,1616,0.999807,1.07967,235.075,26.6309,2776.93052283,26.7949,285.334227305,2565.00224112
-26.6823,335.015,2287.16096428,1617,1244.71341127,3438.91293953,0.0,26.5619179963,-362.556732154,26.7221517004,0.371399440703,2287.16096428,1617,0.999885,0.95799,235.11,26.562,2287.16096428,26.7206,229.363052149,835.720888144
-26.8185,335.015,961.503263574,1618,736.161966354,2053.51836727,0.0,26.6893518518,-536.553820742,26.8537306548,0.379264804814,961.503263574,1618,0.999813,1.11234,235.15,26.6893,961.503263574,26.8519,197.57865454,436.59212176
-26.7156,335.11,2478.36372109,1619,1743.34940276,4311.76389902,0.0,26.5829488458,-503.760543404,26.7463044408,0.365211339078,2478.36372109,1619,0.999828,0.944431,235.248,26.5827,2478.36372109,26.744,252.161319527,1871.44452846
-26.8027,335.265,1154.68405686,1620,1152.89637241,4010.41475722,0.0,26.6711414064,721.974869918,26.8348488484,0.368166932947,1154.68405686,1620,0.999757,0.893836,235.258,26.6704,1154.68405686,26.8322,308.636602017,2018.01785411
-26.703,335.268,2560.7874034,1621,1433.7253405,3696.71948375,0.0,26.5787248289,-520.160895441,26.7466025157,0.380043584408,2560.7874034,1621,0.999747,1.13053,235.273,26.5784,2560.7874034,26.745,218.889812131,1119.20928603
-26.9571,335.498,2501.70113693,1622,1240.83557484,3561.71932398,0.0,26.8342882084,-714.522476158,26.9981258052,0.364708778325,2501.70113693,1622,0.999826,0.859361,235.35,26.8344,2501.70113693,26.996,207.470884196,838.285931694
-27.0807,335.61,2900.2958357,1623,1108.80391392,3532.62621422,0.0,26.9637067624,-606.951252051,27.1237299051,0.359498966491,2900.2958357,1623,0.99984,0.760359,235.367,26.9637,2900.2958357,27.1211,253.963914913,1156.52470837
-26.9537,335.742,2574.48996878,1624,1203.88195404,3709.78005159,0.0,26.8345851285,-252.092072716,26.9922494721,0.377411657442,2574.48996878,1624,0.999848,1.08,235.379,26.8343,2574.48996878,26.9902,255.048346713,1404.25168399
-26.9149,335.76,388.822725507,1625,1669.17636216,4092.11168296,0.0,26.791435089,-762.898000239,26.9574135157,0.366883203663,388.822725507,1625,0.99985,0.846474,235.43,26.7913,388.822725507,26.9551,188.889520281,1064.35434014
-26.9832,335.722,2617.34540694,1626,819.031891026,1823.29322029,0.0,26.8608177449,-716.622324897,27.0175587798,0.380820902373,2617.34540694,1626,0.999906,0.923339,235.474,26.8599,2617.34540694,27.0143,229.946345185,457.439290746
-26.9225,335.769,2508.87104695,1627,1321.20059195,3347.75284534,0.0,26.8050167292,-429.180065563,26.9682664548,0.373559065197,2508.87104695,1627,0.999894,0.845855,235.471,26.806,2508.87104695,26.968,232.6880737,1522.77100955
-26.9734,335.903,2805.81846765,1628,1599.22755121,3532.16826196,0.0,26.8547111559,-456.131625403,27.0183064554,0.35512722783,2805.81846765,1628,0.999871,0.697893,235.502,26.8544,2805.81846765,27.0154,195.84772812,1182.51652606
-27.0044,335.984,1002.05087277,1629,779.246851753,2311.75385012,0.0,26.8833792456,-432.47370602,27.0430720009,0.365736820262,1002.05087277,1629,0.999785,0.880166,235.536,26.8834,1002.05087277,27.0411,227.65825723,671.189977988
-26.9457,336.108,657.741216586,1630,1313.56322176,3618.462321,0.0,26.8293199824,-358.41734142,26.9930626444,0.363047314823,657.741216586,1630,0.999879,0.831975,235.59,26.8299,657.741216586,26.9912,217.220883095,1218.77612537
-27.1699,336.267,2647.74935506,1631,765.146738597,2420.71517731,0.0,27.0623832973,-197.446280992,27.211907454,0.369809592212,2647.74935506,1631,0.999866,0.891861,235.675,27.0618,2647.74935506,27.211,247.639684556,824.163564239
-26.9404,336.439,481.472530227,1632,1199.67599191,3910.81299882,0.0,26.8192793045,423.941641987,26.9851727865,0.357529654743,481.472530227,1632,0.999832,0.734001,235.717,26.819,481.472530227,26.9821,266.728637376,2488.92451211
-27.0738,336.479,611.168666462,1633,1662.31108527,3820.26368814,0.0,26.9648016206,-548.055810372,27.1209972636,0.364612365164,611.168666462,1633,0.999833,0.936335,235.75,26.965,611.168666462,27.1192,200.505363597,1690.51444697
-26.864,336.641,2681.89033452,1634,1279.0434476,3761.62570703,0.0,26.7540006244,357.276593672,26.9225599671,0.354791456978,2681.89033452,1634,0.999796,0.867565,235.829,26.7546,2681.89033452,26.9206,257.364492949,2695.11581857
-27.0552,336.679,445.941464041,1635,1004.5746741,4140.52911886,0.0,26.934738313,1074.48586894,27.0896525276,0.383954804688,445.941464041,1635,0.999679,1.02386,235.915,26.934,445.941464041,27.0874,274.83140292,2961.83101396
-27.1312,336.772,2308.8598694,1636,1471.75936337,4133.60513434,0.0,27.0100895666,519.180006765,27.1669734557,0.358806931854,2308.8598694,1636,0.999806,0.913026,236.001,27.0098,2308.8598694,27.1644,279.118996621,2781.34959606
-27.0776,336.789,2728.63557345,1637,959.560017283,3783.30099967,0.0,26.964862565,758.091704524,27.1271219981,0.365095415129,2728.63557345,1637,0.999739,0.941508,236.093,26.9643,2728.63557345,27.1239,276.319603929,2747.21936424
-27.2448,336.945,2569.79012938,1638,1365.1482787,3889.77086691,0.0,27.1423893948,-118.675451903,27.2936817467,0.376312040498,2569.79012938,1638,0.999781,1.06733,236.133,27.1434,2569.79012938,27.2919,279.104617084,2765.94856274
-27.2444,337.002,1897.5672675,1639,895.635323566,2593.87447431,0.0,27.126840221,-217.253217408,27.2840807377,0.385295048186,1897.5672675,1639,0.999893,1.27575,236.152,27.1276,1897.5672675,27.2837,253.416148628,1002.19145638
-27.1277,337.118,2316.19715343,1640,1343.97546647,3700.17924246,0.0,27.0177733722,54.517155016,27.1742550803,0.367969729029,2316.19715343,1640,0.999792,0.946365,236.189,27.0168,2316.19715343,27.171,260.79455323,1893.5890455
-27.1223,337.109,3142.39393556,1641,1532.74829648,3941.41590627,0.0,27.0072766994,-548.526424815,27.1643918621,0.387437690175,3142.39393556,1641,0.999923,1.3993,236.256,27.0066,3142.39393556,27.162,180.192044101,762.915054445
-27.1465,337.261,2578.06255697,1642,1040.34986775,2493.86294079,0.0,27.0401470253,-523.462304622,27.2037273782,0.387499967523,2578.06255697,1642,0.999953,1.19916,236.31,27.0406,2578.06255697,27.2013,165.670428016,341.598463456
-27.0758,337.324,2620.54852985,1643,773.993557278,1674.37371432,0.0,26.9653105353,-869.002677841,27.122380117,0.383005785557,2620.54852985,1643,0.999955,1.14581,236.391,26.965,2620.54852985,27.1194,129.531615258,-215.735913838
-27.05,337.481,258.842205152,1644,1841.10709227,3652.90566943,0.0,26.944712046,-794.877694671,27.099802837,0.370188348451,258.842205152,1644,0.999822,0.933669,236.441,26.9453,258.842205152,27.0978,141.974399768,970.474687247
-27.1893,337.573,2311.69809327,1645,1229.50295892,3806.26290499,0.0,27.0742171304,332.693390684,27.2336742169,0.365357054523,2311.69809327,1645,0.999855,0.78205,236.452,27.073,2311.69809327,27.2302,263.285788647,1725.22206826
-27.1012,337.6,2736.70406155,1646,1319.45280715,4043.62517647,0.0,26.9831872724,173.684139704,27.1424658474,0.381704560385,2736.70406155,1646,0.999723,1.13487,236.502,26.9829,2736.70406155,27.1398,269.988753541,2283.40137768
-27.1281,337.639,2816.2316718,1647,1173.30374941,3523.88399226,0.0,27.0152908329,564.004301074,27.1733335792,0.375649829171,2816.2316718,1647,0.999742,0.852698,236.583,27.0169,2816.2316718,27.1727,254.057976831,1912.73398589
-27.0666,337.757,2197.05187029,1648,1602.93929401,3848.55041398,0.0,26.945455239,-648.059525991,27.1149263734,0.384786449614,2197.05187029,1648,0.999873,1.15839,236.607,26.9464,2197.05187029,27.1134,235.884902025,1622.23093104
-27.4374,337.894,2909.86369693,1649,2024.19452458,3946.22238485,0.0,27.3196466793,-723.510758782,27.48148632,0.405120633863,2909.86369693,1649,0.999866,1.4171,236.639,27.3183,2909.86369693,27.4788,165.633076272,1455.03857192
-27.1508,337.937,2760.11616437,1650,1317.18519887,3717.65005379,0.0,27.0352008407,-537.085018818,27.1957626054,0.376165880292,2760.11616437,1650,0.999884,1.00376,236.695,27.0351,2760.11616437,27.193,230.700816903,1466.14837761
-27.2826,338.143,2750.4603715,1651,1144.59403049,4008.00954775,0.0,27.1734191639,580.371629998,27.3293056331,0.356284135095,2750.4603715,1651,0.999835,0.558998,236.771,27.1737,2750.4603715,27.3278,261.169518485,2560.80987566
-27.3939,338.234,2299.52309337,1652,1202.81386429,3644.6412401,0.0,27.2887792344,-158.4486932,27.4404403827,0.392893670632,2299.52309337,1652,0.999859,1.19468,236.813,27.2883,2299.52309337,27.4378,247.727721977,1641.56564473
-27.2182,338.377,2691.91727282,1653,1427.36433947,4140.93289545,0.0,27.1110092337,-616.514868698,27.2713175364,0.388891091761,2691.91727282,1653,0.999892,1.18603,236.865,27.1112,2691.91727282,27.2696,216.835716797,1668.85894785
-27.3575,338.405,2694.94498019,1654,1466.54504926,4023.05815851,0.0,27.2466492063,203.525614633,27.4036899145,0.391738958368,2694.94498019,1654,0.999866,1.21172,236.902,27.2468,2694.94498019,27.401,253.00297292,2274.27569208
-27.2992,338.517,2589.0117543,1655,1328.66266125,3797.37421846,0.0,27.174822081,205.541714204,27.344084504,0.368310257785,2589.0117543,1655,0.999749,0.914553,236.908,27.175,2589.0117543,27.3429,272.747915793,2465.40464898
-27.4124,338.584,2270.65255394,1656,1184.78144687,3238.81611472,0.0,27.3025869426,-641.582369129,27.4629931377,0.380499347147,2270.65255394,1656,0.999851,1.08827,236.943,27.3022,2270.65255394,27.4609,255.895254253,1671.59994342
-27.373,338.812,771.494877181,1657,1421.74402913,4133.67550608,0.0,27.2674746669,361.142691149,27.420506402,0.386941884879,771.494877181,1657,0.999783,1.17112,237.03,27.2685,771.494877181,27.4199,286.359509091,1903.27011255
-27.2618,338.876,865.645718063,1658,1331.52939969,4462.36986195,0.0,27.1473398402,924.578959085,27.3143925718,0.384890272872,865.645718063,1658,0.999856,1.15449,237.123,27.1461,865.645718063,27.3122,283.13232043,2813.11241539
-27.2581,338.914,2428.71332336,1659,1403.16745151,3856.28197629,0.0,27.1398394143,-528.518685063,27.3026544397,0.372827578701,2428.71332336,1659,0.99979,0.989197,237.2,27.1417,2428.71332336,27.3028,217.589148877,1259.45242451
-27.5568,338.981,2851.28392857,1660,1336.54215953,4170.36679622,0.0,27.4318871256,-90.457516554,27.5814540913,0.378081861075,2851.28392857,1660,0.999972,0.835346,237.249,27.4292,2851.28392857,27.5763,266.403090866,1609.3784956
-27.4011,339.061,2369.28549874,1661,922.015591982,1915.55711481,0.0,27.2670570908,-728.160204435,27.4189549872,0.399383170787,2369.28549874,1661,0.999966,1.14764,237.29,27.2679,2369.28549874,27.4177,148.388436553,163.063952714
-27.3124,339.246,115.933057044,1662,1387.1923945,3952.94065652,0.0,27.1922889623,-689.589584174,27.3486982504,0.401832786672,115.933057044,1662,0.999806,1.19234,237.373,27.1925,115.933057044,27.3458,267.441386459,2113.40000028
-27.4238,339.319,2680.0755981,1663,1614.81559143,4140.9769276,0.0,27.3074534004,38.0367990341,27.4544013047,0.3827736919,2680.0755981,1663,0.99979,0.863689,237.416,27.3067,2680.0755981,27.4516,259.558913257,2183.5705381
-27.5331,339.408,63.2284344134,1664,1522.75588092,3911.53070415,0.0,27.4089994929,-301.421258624,27.5623652639,0.383924528433,63.2284344134,1664,0.999834,0.995882,237.521,27.4099,63.2284344134,27.5611,258.152368304,1593.25113834
-27.4109,339.464,2454.1319005,1665,1601.74201573,4106.71154163,0.0,27.297174736,-678.857979008,27.453315056,0.400911734149,2454.1319005,1665,0.999856,1.32165,237.532,27.2961,2454.1319005,27.4497,268.172094082,1801.90999762
-27.4744,339.571,2577.2257393,1666,1027.11125243,2547.53403041,0.0,27.3598976878,-367.194948934,27.5183064085,0.361497549975,2577.2257393,1666,0.999848,0.65381,237.565,27.3608,2577.2257393,27.5173,253.315744632,1103.15323518
-27.4381,339.595,2430.41814098,1667,867.173988066,3750.26501727,0.0,27.3255549505,1475.75503662,27.4812226207,0.387485582918,2430.41814098,1667,0.999848,1.18024,237.618,27.3257,2430.41814098,27.479,316.723320445,2959.9156445
-27.436,339.602,2311.73747363,1668,1546.27261551,3469.52824962,0.0,27.3323431344,-508.395704538,27.4871438951,0.393795221966,2311.73747363,1668,0.999934,1.16364,237.64,27.3309,2311.73747363,27.4832,161.491359664,1178.07603384
