AverageQ,MaxReturn,AverageQLoss,PolicyRegParamNorm,Iteration,AverageY,StdEsReturn,MinEsReturn,AverageEsReturn,AverageReturn,AverageAbsY,Epoch,AverageDiscountedReturn,MinReturn,StdReturn,MaxEsReturn,QFunRegParamNorm,AverageAction,AverageAbsQYDiff,AverageAbsQ,AveragePolicySurr
15.4479,359.435975502,0.846456,38.3328,84,15.4511928894,93.0906405761,80.1317783787,237.778296049,348.408305152,15.453368333,84,172.9901829,337.569846995,5.23260598914,363.672214805,43.0067,0.829966,0.407093513702,15.4586,-15.8268
15.5705,340.95775609,0.867589,38.5328,85,15.5719857537,128.685516874,13.4970652144,270.430275389,322.395911767,15.5742274873,85,161.515083504,302.592262746,9.40391133088,425.677249613,43.2786,0.848258,0.408780379967,15.5815,-15.9504
15.7109,375.692143297,0.836594,38.7084,86,15.7139859403,116.001129867,10.5567094103,176.030871329,352.342973591,15.7176366814,86,176.761871887,306.088460029,13.0448598484,391.351482267,43.5499,0.818561,0.399303847238,15.7253,-16.0901
15.8991,429.592356853,0.911422,38.8515,87,15.9015153158,87.8875931001,144.610550588,253.089703791,381.744965343,15.9047646124,87,179.760308345,295.56361983,43.330186531,382.547949182,43.8157,0.841836,0.413027618589,15.9126,-16.3087
16.1043,447.959174069,0.867146,39.0151,88,16.1058557519,138.703131299,15.290604854,207.013649594,355.662332959,16.1078640287,88,171.738027161,262.310241095,65.4080509576,532.986119016,44.0303,0.82648,0.403606617895,16.1156,-16.5158
16.2,498.639524478,0.863394,39.1491,89,16.2021596179,85.8526026818,126.434962961,255.049714696,368.311725513,16.2058825808,89,174.870554712,291.307202579,55.4214810167,430.465784947,44.2842,0.853733,0.411454572259,16.2145,-16.6218
16.4096,589.207403837,0.884919,39.3439,90,16.4123293574,135.824463506,23.0942241177,241.915370918,476.470998797,16.4172508692,90,198.419055506,308.931030883,89.190479836,454.149138874,44.5195,0.853301,0.409909678508,16.4238,-16.8233
16.6166,496.685281793,1.05438,39.4785,91,16.6199849019,177.298563029,26.9590529566,353.213245248,462.348248176,16.6232769608,91,200.528402024,392.327629435,31.329071845,546.58509005,44.7468,0.836569,0.437503602653,16.6307,-17.0262
16.7649,347.299775862,1.0686,39.6858,92,16.7678261336,162.680380482,16.4420769874,232.410580254,303.385159068,16.7706798467,92,158.863501663,274.945269455,12.89768202,496.887283921,45.0195,0.827051,0.441632509054,16.7809,-17.1899
16.9502,501.767414877,0.885627,39.7838,93,16.9525579263,116.770385912,18.0711683176,228.915798288,387.472454011,16.9548985284,93,180.036318911,257.082669734,76.7009557883,444.756465667,45.2337,0.89168,0.414433037846,16.9604,-17.3799
17.1212,680.333223518,1.07664,39.9594,94,17.1237436063,117.384151873,13.9526301663,190.641286028,579.478279204,17.1258020542,94,206.647477763,408.60633422,93.487325898,338.9655072,45.4464,0.875147,0.441013692141,17.1323,-17.5588
17.3263,454.301264826,0.903291,40.1287,95,17.3291099457,170.503466477,42.8422929745,282.163687281,391.076138765,17.3320257882,95,187.277918149,341.871673364,21.6651952354,635.911963567,45.6637,0.85967,0.405320281841,17.338,-17.7458
17.5171,497.074920875,0.962412,40.2513,96,17.5205776455,144.849240474,40.1808036794,210.578414364,426.64476834,17.5241389544,96,192.524053516,344.14277616,26.5825079108,506.507812283,45.8873,0.846263,0.432360728273,17.5316,-17.9385
17.7203,584.570884382,1.01894,40.4415,97,17.722926219,105.021957775,20.418787719,252.358430779,253.831248114,17.7262751269,97,139.764837958,197.210196322,74.6464847641,389.245787295,46.1235,0.899555,0.431338953727,17.7345,-18.1378
17.8276,676.85154927,1.0635,40.5923,98,17.829691094,183.514764423,29.1840396582,261.139023419,519.994177446,17.8339696538,98,199.866010608,454.956341874,41.7769789809,528.534454136,46.3242,0.90739,0.436167399229,17.842,-18.2608
18.0364,639.200905118,1.23488,40.7711,99,18.0398572944,142.712560017,6.6629359078,205.532362275,458.286237996,18.044055404,99,191.204839286,388.618131142,64.8954595282,491.063229564,46.5941,0.862475,0.459525012056,18.0523,-18.4713
18.1872,650.06121,1.04819,40.9048,100,18.1890219129,190.277566675,11.8162574258,323.313917903,454.888307666,18.1939163704,100,190.651228066,232.364561686,121.543156737,621.531741489,46.8371,0.864255,0.443075399129,18.2028,-18.6077
18.3479,524.1140759,1.04296,41.0953,101,18.3511328669,185.578642968,51.2585683112,280.570757946,318.697985884,18.3548084582,101,161.585551737,180.203198273,79.8134951164,598.465131973,47.0853,0.865817,0.427484770939,18.3625,-18.7614
18.4761,667.935628006,1.21735,41.1863,102,18.4789845975,155.2227209,10.2042491703,215.779464598,522.183543685,18.4834615177,102,204.248531682,419.312040492,44.4683054224,595.098498776,47.3947,0.882285,0.462878598207,18.4906,-18.8921
18.6464,600.151930446,1.06505,41.3386,103,18.6486468997,149.824361815,15.569068412,270.080944139,437.343102128,18.6525907309,103,194.658063634,295.075571999,70.0412651798,570.128687107,47.624,0.806725,0.446074391298,18.6605,-19.0883
18.7734,715.554482566,1.11355,41.505,104,18.7761560206,196.111989604,124.802956377,340.910365913,552.503269997,18.7802675349,104,207.362130832,217.591956978,122.903996981,733.156460899,47.9163,0.888514,0.451873202139,18.7865,-19.2031
18.883,618.271588755,1.15441,41.6513,105,18.885166208,166.710233736,82.8466517882,278.448478227,474.009458024,18.8892186769,105,198.282017252,197.110841295,111.051429574,678.39064835,48.1555,0.84719,0.462123626829,18.897,-19.3297
19.0378,623.153164874,0.999395,41.7836,106,19.0404307244,224.071021721,12.6268228734,273.584340706,482.310694307,19.0452378463,106,201.963096098,344.403570637,77.7122209933,667.571109996,48.3892,0.825752,0.452992736344,19.056,-19.4706
19.236,526.541420842,1.09241,41.9403,107,19.2391884385,149.112324053,24.9738119181,232.15421812,415.17430974,19.2426904987,107,186.580653898,302.710750349,51.4613100239,438.78700137,48.6547,0.876589,0.46064767536,19.248,-19.6571
19.4171,527.578270892,1.27043,42.0889,108,19.4190704016,128.056890515,7.26578780109,203.477145906,454.98722129,19.4224742971,108,197.829682645,386.397233028,39.6238787142,460.631011178,48.9627,0.857387,0.481970448619,19.43,-19.8189
19.4404,602.015160615,1.29006,42.2679,109,19.4420655279,175.173122557,48.7760319837,238.760807323,383.672549595,19.4452002369,109,174.441881741,37.4813526205,122.698167029,602.945612408,49.182,0.861511,0.479889413195,19.4524,-19.8608
19.5843,473.569008987,1.24276,42.4506,110,19.5872953979,141.812376852,38.9198325012,258.177803564,370.761601704,19.5909263788,110,176.63889679,284.60952903,61.6055480276,510.378902629,49.4381,0.862896,0.474106442892,19.5956,-19.9905
19.6218,629.715610518,1.17633,42.5475,111,19.6229757073,57.3162475224,124.295208931,217.228918783,462.042748828,19.6260312235,111,199.546707202,249.375257632,55.3999967931,308.346289205,49.6678,0.860127,0.472509821639,19.6376,-20.0577
19.6893,943.091370866,1.32058,42.7732,112,19.6937847069,162.258910819,10.8040807531,197.016057119,692.019721763,19.6969353777,112,214.21867462,316.957894695,148.0335105,516.000321648,49.9271,0.884718,0.489747220778,19.7039,-20.1191
19.8773,879.575691859,1.25281,42.9386,113,19.8813024965,197.754553707,37.3929948816,245.28983317,328.747366418,19.8841391735,113,146.601403367,225.875558848,167.930018893,711.843036141,50.1496,0.902097,0.479611862122,19.8882,-20.3002
19.996,714.440616451,1.43394,43.0886,114,19.9969519026,189.52009249,39.6094178393,331.573372466,494.205743666,19.9999823836,114,204.860680715,435.890219452,65.1257192886,735.13179483,50.3834,0.843233,0.499708899626,20.0103,-20.4404
19.983,690.977519306,1.26687,43.2582,115,19.9866447592,196.091624127,10.7294065222,245.90767498,579.020242015,19.9892257933,115,216.047871282,482.02927085,46.9543390817,492.181970868,50.6416,0.858765,0.493050522611,19.9977,-20.4326
20.207,591.939633247,1.09713,43.4031,116,20.2099921708,247.513905969,16.0679916907,319.96446036,472.397499642,20.2121985791,116,203.830457777,255.72381643,52.0133280108,751.088579677,50.8436,0.840486,0.471540798959,20.2205,-20.6382
20.3466,563.23306228,1.27469,43.5672,117,20.3485439935,155.08693502,7.22752240376,207.138706881,488.252873526,20.3509327895,117,204.694659081,394.436811394,47.9567386512,534.499039444,51.1114,0.829751,0.491664381051,20.3609,-20.7794
20.4318,489.713555331,1.26452,43.7289,118,20.4340981362,139.278016664,85.3649719884,307.031049666,431.066816614,20.4365881742,118,193.648237312,380.578628912,28.1861762697,532.944752102,51.3823,0.834722,0.493876372671,20.4455,-20.8594
20.5759,591.98247408,1.39644,43.8554,119,20.5778691226,119.392533331,6.92164973412,212.284394458,502.541039226,20.5816179687,119,204.812560879,328.535036854,59.3358312321,446.37998177,51.6868,0.848753,0.509557010446,20.5901,-21.0136
20.6149,619.079793977,1.30104,43.9442,120,20.6187460446,161.345198651,11.8969180799,257.568466933,470.323114187,20.6227757357,120,196.075771211,249.463424532,101.337837309,561.783653936,51.9332,0.844333,0.508775946953,20.6307,-21.0612
20.7653,524.868165273,1.24739,44.0715,121,20.7685198569,116.524654227,88.0610455045,257.638684689,479.262562204,20.7719100765,121,202.020055463,448.310490465,19.3550267518,462.50211792,52.1879,0.827815,0.502665782224,20.7804,-21.2015
20.7901,693.333079497,1.26841,44.1316,122,20.7928951996,166.206535372,12.12962325,286.417169343,572.218308062,20.7962816549,122,214.928633147,504.628815095,56.2227333815,538.001752467,52.4464,0.817856,0.508373463764,20.8039,-21.2497
20.9272,848.398260268,1.59652,44.2397,123,20.9304672737,175.785888623,8.25616926553,220.389816082,565.975211134,20.9338762755,123,209.050929497,361.3224691,141.532131134,554.947515402,52.7116,0.804442,0.540746619634,20.941,-21.3936
21.0856,640.602574943,1.51124,44.3818,124,21.0884281385,143.022733113,12.8571491468,284.227345391,458.488297264,21.0917711182,124,199.836991723,410.841826207,35.5362986834,598.373272551,52.9772,0.794974,0.531646425139,21.1003,-21.543
