AverageQ,MaxReturn,AverageQLoss,PolicyRegParamNorm,Iteration,AverageY,StdEsReturn,MinEsReturn,AverageEsReturn,AverageReturn,AverageAbsY,Epoch,AverageDiscountedReturn,MinReturn,StdReturn,MaxEsReturn,QFunRegParamNorm,AverageAction,AverageAbsQYDiff,AverageAbsQ,AveragePolicySurr
-0.78113,12.7687874596,3.25329,11.182,9,0.812169037043,17.4823400622,1.39475960339,14.3872836014,12.1864512022,0.812945835094,9,11.4405113988,11.3065213914,0.256563638918,202.614116915,11.1653,0.0391529,1.5932994061,0.782811,0.498154
0.458065,2.23865858665,0.0371623,12.3252,10,0.461582566347,0.839064692403,0.294519130326,2.27644849116,1.63088199474,0.464412103938,10,1.654921157,0.933657650416,0.388447861633,6.28832996469,11.2689,0.99447,0.10095228725,0.459686,-0.537836
0.424489,2.24866679397,0.00745829,13.4794,11,0.424945892849,0.720849873326,-0.418299693553,1.95969442182,1.61441519356,0.428936375068,11,1.63952802404,0.892375033667,0.380828245456,5.37090000332,11.3714,0.999986,0.0514728628555,0.427175,-0.457018
0.483103,0.141508765493,0.00446639,14.5257,12,0.483623358682,1.39684272812,-1.150034904,2.42577601707,-0.43788201808,0.489098346969,12,-0.0232419721843,-1.80784799451,0.446119701803,9.98891710736,11.5261,0.943018,0.0412877174178,0.490128,-0.535869
0.537431,-0.809560354485,0.00519867,15.5564,13,0.537898177767,19.3671495243,-1.59929668031,6.63141126756,-1.5116251997,0.54793927459,13,-0.777245803234,-2.26398798492,0.282536896739,72.7757302291,11.7293,0.964509,0.0432588620409,0.549122,-0.612184
0.623406,38.0865723558,0.0059195,16.1742,14,0.623813153105,53.7574254893,-1.58101586139,50.043742634,36.2880778203,0.635561896475,14,32.0509665832,34.5150678752,0.370155070439,214.942022126,12.0324,0.925896,0.0441847873121,0.636151,-0.720337
0.757493,36.7288242294,0.00833472,16.2988,15,0.758061659713,18.262742755,8.6613577164,50.6441967853,34.3738733921,0.769512096255,15,30.6305843293,32.8464236211,0.919098528653,98.4572997769,12.4624,0.926952,0.0467578570017,0.769662,-0.870377
0.9117,55.7377699411,0.0111612,16.6134,16,0.912418046342,26.1821973941,25.920575168,68.7032905498,52.4932941025,0.923712621262,16,44.8038443002,49.5423430495,1.25669530789,139.694431222,12.9932,0.78177,0.0513651495414,0.923531,-1.0303
1.07673,176.392760657,0.015894,17.0692,17,1.07716723328,48.9940397985,9.26196633701,82.0447302387,173.915136186,1.0892182706,17,111.466776646,171.556030382,1.26188168824,177.047705455,13.6473,0.905271,0.0595284224888,1.0893,-1.21087
1.25657,37.1495391573,0.0203094,17.7388,18,1.25727224087,54.3880942975,34.763401595,93.3935331581,36.5143992387,1.26941526996,18,32.5368490938,35.8315856005,0.285531635435,193.458089833,14.2419,0.901335,0.0648748218189,1.26925,-1.40473
1.43275,174.900725578,0.0255075,18.5004,19,1.43362268628,56.1634596685,38.2579939469,140.286787972,172.326479083,1.44545612079,19,111.056779699,169.649342743,1.2010039656,246.148573366,14.9298,0.840547,0.0737893240076,1.44522,-1.59806
1.64137,286.483633306,0.0280243,19.075,20,1.64223640203,72.0073540873,47.4291076094,166.662742171,273.054975507,1.65296226177,20,150.337619669,250.768710744,8.83010339157,319.0177318,15.5404,0.884168,0.0757908497396,1.65265,-1.8237
1.83935,354.826770666,0.0349719,19.6318,21,1.84043765468,101.072922877,11.0284155681,185.321442718,331.892987508,1.85136741187,21,166.489033798,313.40157512,10.6126673136,348.426007723,16.2099,0.571352,0.0837548829224,1.85062,-2.0508
2.06538,335.710130623,0.043726,20.1984,22,2.0664596614,63.3445442342,74.8614686559,161.188369044,328.42846606,2.07642020252,22,163.53695338,317.903617255,3.88370902076,268.941364175,16.8737,0.647079,0.0926114376976,2.07603,-2.2926
2.28278,276.663082629,0.0475757,21.0025,23,2.2834874098,76.9853516785,53.1360515452,182.904242732,261.346198848,2.29175247009,23,142.136386628,246.865866478,7.33054207129,277.422583806,17.5404,0.784194,0.0954173685314,2.29158,-2.52327
2.51407,466.33377355,0.0598876,21.6297,24,2.5153752595,54.3126190654,133.722559836,194.852020987,379.414715176,2.52306134391,24,173.054480837,286.853502194,47.6976308613,294.122922323,18.2586,0.810262,0.104787207239,2.52242,-2.75429
2.72924,286.42693519,0.06497,22.3056,25,2.73026092711,63.0577176114,118.252046284,204.068617335,255.137613867,2.73718569946,25,141.899270707,242.313201754,7.50605635807,319.81415126,18.9382,0.759128,0.108879978784,2.7375,-2.97239
2.94067,278.8699645,0.0753512,22.9893,26,2.94187345483,97.4554403293,24.0754464179,217.446627616,266.620902988,2.94793740075,26,145.589566165,254.727507884,5.15919235252,305.93928864,19.6016,0.78282,0.117414821767,2.94797,-3.16873
3.16337,380.032918466,0.0829426,23.5392,27,3.16446326078,102.903086575,3.44248696655,243.988528149,331.396296262,3.16982458558,27,161.145385899,276.590332929,20.5118719346,334.519147314,20.2108,0.829853,0.125968540562,3.17005,-3.3975
3.35669,564.379086543,0.0816987,24.0571,28,3.35770693283,125.428874951,8.59545991051,296.125079373,519.583880252,3.36383738743,28,173.601357007,454.355530576,26.6410007619,411.146621602,20.8307,0.699864,0.125351826917,3.36438,-3.59476
3.58913,1198.55843725,0.0914575,24.5215,29,3.58996522673,132.967307352,13.0749236045,233.612795223,550.73279417,3.5953152222,29,170.925913922,240.767932898,234.740681774,431.689427852,21.4098,0.721292,0.129712391896,3.59649,-3.843
3.81956,666.3632738,0.104044,24.9638,30,3.8208998299,159.229583986,16.0573867669,278.7875303,496.020100068,3.82547075151,30,191.42386937,381.549762603,87.7488933851,477.514171114,22.005,0.645912,0.143254824666,3.82654,-4.07498
4.03936,2191.40246166,0.106503,25.4325,31,4.04041332671,172.63677707,100.466941095,440.619801076,1252.76648388,4.04441088808,31,189.466073155,683.757209207,538.924923077,571.32919701,22.5476,0.693625,0.146049129902,4.04572,-4.2935
4.2908,1524.06695591,0.114181,25.8556,32,4.29204290656,184.558943102,40.6023111954,322.950384005,648.690155309,4.29558471395,32,201.070176664,348.103413082,219.495741849,587.495148836,23.1661,0.684155,0.148945870526,4.29604,-4.54311
4.50641,706.193905239,0.142453,26.2937,33,4.50783724987,129.913893306,110.002932635,262.968902386,693.136635428,4.51155730591,33,230.941811962,667.473409604,7.92893143335,433.602375745,23.7048,0.64,0.161717664074,4.5129,-4.76921
4.76345,438.470014272,0.123293,26.5311,34,4.76461180959,138.391950468,8.77601565306,288.528890515,410.695702029,4.76741750234,34,181.605908909,381.917190159,17.3820041663,412.469220368,24.2108,0.80483,0.156654685981,4.76908,-5.02947
5.00698,385.565934612,0.133881,26.9432,35,5.00861691252,243.401781647,10.9085290316,238.216342388,325.197884605,5.01139959677,35,158.893119455,173.801435303,53.1671212654,851.555883125,24.6775,0.731731,0.158541477888,5.01224,-5.27468
5.2017,570.378534773,0.179773,27.373,36,5.20304061575,91.4588176043,24.6928692523,202.284549619,282.970404352,5.20599199787,36,144.644066789,179.325566241,103.058195188,342.635662827,25.2345,0.855189,0.176856555986,5.20728,-5.46844
5.41956,407.014909184,0.151605,27.8316,37,5.42089279722,107.336300152,14.7846120153,191.667961576,329.519255707,5.42417671671,37,161.813346704,302.49412312,27.0212293755,408.655410207,25.6991,0.807225,0.169560331211,5.42638,-5.67723
5.6382,394.779995093,0.187994,28.2166,38,5.64003853824,141.613300947,18.2627417807,300.229515814,381.464598328,5.64348359219,38,182.32266621,368.912375162,5.42617701977,449.386898271,26.2922,0.811593,0.193863557997,5.64509,-5.91343
5.89002,430.49443523,0.195462,28.5642,39,5.89153097707,130.555157585,38.7117239532,285.117311327,326.651800492,5.89481161709,39,162.010551835,283.809904784,34.0144938615,437.749501723,26.7685,0.800463,0.18684182142,5.89633,-6.1603
6.10926,405.908036832,0.21898,28.8746,40,6.11129411392,48.4458488288,247.622357128,356.376247568,384.475691143,6.11445513204,40,178.879902041,372.115697109,6.67942836501,398.959629691,27.2579,0.787424,0.20100596391,6.11576,-6.36586
6.32788,661.060062992,0.247654,29.1047,41,6.32958800557,57.762469643,259.402508202,335.573148509,380.224281578,6.33237672058,41,171.179682161,129.011232662,113.11064982,422.376463118,27.7731,0.744861,0.209224790727,6.33513,-6.60422
6.58985,612.736865728,0.202264,29.4494,42,6.59117434385,101.379217135,61.8063298343,239.772993489,422.546024311,6.59408119197,42,184.206490683,191.771958552,83.8830698201,368.523756502,28.2016,0.738216,0.196679496564,6.5957,-6.86465
6.783,597.478728904,0.265225,29.7081,43,6.78526100819,123.98515304,47.6037029849,326.627481597,429.401544502,6.78783762942,43,192.795744023,380.136582104,42.5837983388,446.722913591,28.6912,0.767289,0.220025871422,6.78963,-7.05735
6.98885,497.183430187,0.234875,29.9603,44,6.98981296775,213.092510467,20.8327511323,252.469512686,360.104118875,6.99272851472,44,177.861096578,346.116326197,28.3188543089,676.885211464,29.186,0.699963,0.21480751559,6.99599,-7.27304
7.28471,475.086355437,0.247719,30.2703,45,7.28655399783,130.328469805,43.0619723878,273.702478671,380.29818451,7.28900737074,45,171.272931348,331.733473938,22.1156134793,366.878122514,29.6192,0.724827,0.217663139943,7.29158,-7.55002
7.47815,379.263730743,0.227779,30.6267,46,7.47962969461,126.329137421,163.890871949,335.497704496,362.093176364,7.48249529598,46,175.379619889,352.005390261,5.90093953007,582.944847346,30.0586,0.735876,0.214285321316,7.48572,-7.75362
7.73495,913.934847935,0.246117,30.8708,47,7.73689437578,136.081669188,15.7096631786,236.095871037,467.026876868,7.73927210739,47,187.123859183,334.599415926,121.710888205,403.684298747,30.4455,0.782456,0.218988118572,7.74238,-8.00865
7.93289,489.35228938,0.274305,31.1427,48,7.93516276886,181.272735101,26.5678675594,367.032284191,313.366620879,7.9375957928,48,158.983421009,230.009874638,77.5560769473,723.981933805,30.9201,0.768615,0.231612334444,7.94062,-8.21954
8.13926,336.11804547,0.311497,31.4872,49,8.14037664592,133.192206354,17.2393282701,193.116149031,208.726713771,8.14301833629,49,124.258913271,144.405071168,56.536827647,481.60467809,31.3885,0.773544,0.244495904302,8.14777,-8.42598
8.36394,348.785168791,0.318276,31.673,50,8.3657070481,126.578437862,17.5453678739,258.327451388,322.003242367,8.36796577407,50,163.492381101,257.787775751,20.0811975168,393.473669276,31.7309,0.800195,0.247190526668,8.37082,-8.66719
8.62274,578.821353506,0.312009,31.8605,51,8.62440628338,116.980018241,21.2304868971,197.25911205,483.325164878,8.62738589089,51,198.90464302,348.349317219,48.1339411003,423.481089153,32.1369,0.775092,0.247634476099,8.63099,-8.92236
8.83269,544.761907133,0.342982,32.0602,52,8.83531801872,118.447793388,13.0030281364,224.636593703,288.49737672,8.83886288939,52,150.690103938,147.161748674,75.9311593852,427.689351196,32.548,0.784786,0.256979643779,8.84107,-9.1329
9.06451,376.892311079,0.350951,32.2728,53,9.0667127952,128.138054306,72.0423727534,288.900441575,351.196505466,9.07083041906,53,171.829598109,179.23695754,25.2630638732,444.375658048,32.9118,0.784055,0.267395170749,9.07452,-9.37251
9.26757,465.535198121,0.377302,32.5252,54,9.26981853855,61.8271151969,152.560665172,288.11587449,360.026927638,9.2740726438,54,171.397671945,296.195640908,34.0293622733,343.568390751,33.2532,0.80281,0.269973222611,9.27837,-9.57825
9.49657,420.04038418,0.391268,32.7303,55,9.49830179224,95.1647104409,84.3125060359,232.812876725,339.617387719,9.50175947111,55,165.049291204,230.050823536,52.1764605651,388.290136392,33.623,0.731945,0.281257357532,9.50621,-9.82562
9.76872,492.438227187,0.393905,32.9093,56,9.77146077142,90.7751501756,161.314987516,272.192014056,344.097738073,9.77405815947,56,166.774830022,278.893394265,41.5716819082,433.675832919,34.0024,0.770566,0.282771937952,9.77674,-10.1149
9.99637,447.160768063,0.381636,33.1492,57,9.99899966851,99.3354784429,107.597538195,270.377473302,349.032174502,10.0014070188,57,171.232596792,298.450095587,30.6747769798,403.894008838,34.3652,0.798958,0.27818499295,10.0048,-10.3474
10.2296,475.23839888,0.442847,33.4472,58,10.2320381745,115.931214472,76.1981923813,292.79936183,377.057161093,10.235083126,58,177.757672329,310.951885269,52.2184674808,467.890486045,34.7373,0.787622,0.295768049948,10.2378,-10.5754
10.474,573.725481481,0.439446,33.6235,59,10.4756875595,159.804526888,8.95649740771,244.27415416,491.14635673,10.4785634304,59,199.414266345,364.978493069,53.0796381057,478.82509122,35.0421,0.805103,0.292885955916,10.4835,-10.8192
10.7084,463.351388546,0.444376,33.8614,60,10.7109898347,132.897461859,8.48534829469,215.158791207,397.421981069,10.7142163498,60,180.587406366,297.791526774,44.615017212,468.767494604,35.3784,0.773112,0.295359948994,10.7197,-11.0499
10.9289,410.67124124,0.493376,34.1161,61,10.931728948,84.9377074069,36.9267232393,170.433687046,138.664231959,10.9348330702,61,95.0649691394,118.595238027,53.6662055246,299.504670837,35.7919,0.898437,0.312432579954,10.939,-11.2866
11.1969,446.068918082,0.431279,34.2985,62,11.1993498536,58.6949075493,121.579811355,263.188821032,366.8706322,11.2022120054,62,175.533624065,326.080561738,32.069535327,332.013361698,36.1034,0.787037,0.300031247906,11.2062,-11.5642
11.3776,350.169475242,0.476851,34.5195,63,11.3804182664,125.258449636,41.2978585825,196.852031272,275.628887464,11.3830897574,63,149.761802409,253.942348595,21.7330630706,378.965442697,36.3784,0.787729,0.306866676147,11.3882,-11.7513
11.6612,274.226266771,0.485411,34.7205,64,11.6633033898,129.01024942,8.38034350044,168.084958474,252.641656438,11.6658857392,64,141.981429198,239.267116334,9.99754153136,386.035424225,36.7198,0.78983,0.317721553996,11.6718,-12.0471
11.8634,274.682510602,0.583161,34.8523,65,11.8652310638,102.359718276,10.6283890634,210.118029338,229.189637177,11.8675181707,65,134.121737983,217.266402592,8.62104288943,324.228705026,37.1887,0.755929,0.333721531249,11.8727,-12.2073
12.035,328.615324805,0.571999,35.0946,66,12.0377648984,110.01322593,8.29422053564,182.438033545,302.558185638,12.0401495579,66,157.501107742,247.040260049,17.0927120808,354.268014399,37.5245,0.792416,0.326085989596,12.0446,-12.3903
12.2874,351.743296962,0.545505,35.3217,67,12.2897050211,107.306546176,62.9478723132,245.377973872,312.357434029,12.2916466515,67,161.818275241,280.61217535,13.1836917023,458.205101019,37.8597,0.843043,0.327041358186,12.2965,-12.6583
12.4093,531.418815163,0.62709,35.4984,68,12.4122465884,119.982324417,7.36998988563,172.332114381,141.224154505,12.4150762188,68,81.368023298,47.6052270668,147.917488428,353.478497454,38.1938,0.87005,0.345987751829,12.4207,-12.7831
12.6444,361.635630457,0.566029,35.7628,69,12.6474400566,107.147700397,8.06164612365,230.133806778,66.931803549,12.6500994926,69,50.2618029083,44.0399768937,67.7134949585,364.850158385,38.5098,0.902071,0.334057029994,12.6553,-13.0165
12.8739,364.620612052,0.639583,36.0104,70,12.8762414745,132.896908435,7.09778837169,184.590505254,333.812980501,12.8792507598,70,168.0138377,267.10602445,23.3089057546,366.423662366,38.8601,0.844615,0.361370403852,12.8853,-13.253
13.0321,375.10990965,0.658339,36.204,71,13.0342052208,118.210780282,7.66425455334,179.763106111,338.699313294,13.0360594733,71,168.921205136,292.361320378,16.5739703818,328.344373243,39.1932,0.8339,0.361176681125,13.0424,-13.4108
13.2388,399.323824211,0.605979,36.4267,72,13.2423583109,107.274452129,11.0045272294,243.230960892,344.548706049,13.2444251369,72,169.411658455,59.3075651341,52.4375620484,357.018942622,39.492,0.866036,0.349453931268,13.2507,-13.6158
13.5265,494.651993871,0.639331,36.6098,73,13.5290337998,113.084003766,29.5418044895,218.604321988,337.29009542,13.5312000808,73,167.989160862,287.550348618,46.2409833667,399.730560396,39.8192,0.817906,0.362870035398,13.5357,-13.9042
13.6292,353.177438961,0.717736,36.7154,74,13.631424557,79.3897880214,100.878090686,288.95980094,323.855426719,13.6340996573,74,165.268423013,288.73321696,15.6155604185,388.562276574,40.1627,0.831225,0.369013849155,13.64,-13.9997
13.8307,335.16936647,0.619944,36.9008,75,13.8339837143,114.437272012,12.5835859059,216.839032072,309.47247482,13.8369117658,75,159.112796699,285.848035093,11.9582814575,348.675315802,40.4232,0.812307,0.357630657022,13.842,-14.2002
13.9498,381.043033864,0.736383,37.0286,76,13.9506279474,102.825941702,13.4132260708,257.185535854,369.800718222,13.9543114638,76,179.64136366,360.662833504,4.16160210974,355.967110911,40.7437,0.792503,0.378309634576,13.9642,-14.3211
14.1805,364.946465728,0.588824,37.2285,77,14.183444665,83.3168379552,105.758588697,228.357548045,317.036188365,14.1857913776,77,164.272760968,293.196964601,20.0434795018,349.034315045,41.0064,0.820821,0.350188127048,14.1915,-14.5558
14.3514,420.704530775,0.652468,37.3804,78,14.3531891183,90.691736433,52.1607413401,246.091316934,345.1190567,14.356991274,78,171.86168232,305.62546544,22.472375565,371.885555906,41.2447,0.821993,0.369481197031,14.3647,-14.7194
14.5265,518.638220891,0.705459,37.5191,79,14.5289591641,96.5290743822,49.9563453962,298.486940039,413.327776727,14.5317258943,79,187.434273757,337.895081122,64.0358507295,417.206303129,41.572,0.810977,0.374937023957,14.5381,-14.8973
14.7413,473.854913886,0.731264,37.6656,80,14.7442493215,97.7882849417,39.7810541918,229.009568194,394.763320336,14.7470858946,80,188.338365821,320.121554696,33.1997810325,324.41037055,41.8843,0.819092,0.389999988845,14.7557,-15.1161
14.8693,526.842325128,0.783682,37.8348,81,14.8710749388,114.513110999,23.1938987213,233.880260499,383.20803936,14.8733519097,81,180.847142587,306.620437494,58.2385596886,344.955694096,42.1867,0.809619,0.390377993804,14.8804,-15.264
14.9978,541.73396083,0.819825,37.9493,82,15.0003230708,79.0384526941,53.1997249048,213.552227829,275.731994956,15.0036169513,82,143.85078641,91.1848563168,111.787601163,318.158458514,42.4783,0.863691,0.391524745305,15.0085,-15.3903
15.2658,281.27635465,0.807127,38.146,83,15.267526535,100.4408357,70.2561726505,269.371289077,241.487093377,15.2696021304,83,139.32887603,30.1441237221,36.3102816412,375.875539765,42.683,0.844662,0.39699349237,15.2779,-15.6472
